"繁体"	"简体"	"IPA"	"注释"	"来源"		"#符號說明："	"音標後的“-”表示文讀；“=”表示讀書音，口語中不用；“*”表示讀音可能存疑，如聲母z、dz，dʐ、ʐ歸屬存疑，陽上陽去歸屬存疑等。"
"幨"	"幨"	"tʂʰø1"		"翹舌"			
"穿"	"穿"	"tʂʰø1"	"拆~西洋鏡"	"翹舌"			
"川"	"川"	"tʂʰø1"	"四~"	"翹舌"			
"舛"	"舛"	"tʂʰø3"		"翹舌"			
"荈"	"荈"	"tʂʰø3"		"翹舌"			
"喘"	"喘"	"tʂʰø3"	"氣~"	"翹舌"			
"諂"	"谄"	"tʂʰø3"		"翹舌"			
"闡"	"阐"	"tʂʰø3"		"翹舌"			
"灛"	"灛"	"tʂʰø3"		"翹舌"			
"燀"	"燀"	"tʂʰø3"		"翹舌"			
"蕆"	"蕆"	"tʂʰø3"		"翹舌"			
"囅"	"冁"	"tʂʰø3"		"翹舌"			
"辴"	"辴"	"tʂʰø3"		"翹舌"			
"釧"	"钏"	"tʂʰø5"		"翹舌"			
"串"	"串"	"tʂʰø5"	"~通"	"翹舌"			
"賗"	"賗"	"tʂʰø5"	"粮~"	"翹舌"			
"竄"	"窜"	"tʂʰø5"	"逃~"	"翹舌"			
"閂"	"闩"	"ʂø1"	"門~"	"翹舌"			
"羶"	"羶"	"ʂø1"		"翹舌"			
"扇"	"扇"	"ʂø1"	"~風"	"翹舌"			
"搧"	"搧"	"ʂø1"		"翹舌"			
"陝"	"陕"	"ʂø3"	"~西"	"翹舌"			
"扇"	"扇"	"ʂø3"	"一~窗"	"翹舌"			
"閃"	"闪"	"ʂø3"		"翹舌"			
"掞"	"掞"	"ʂø5"		"翹舌"			
"扇"	"扇"	"ʂø5"		"翹舌"			
"煽"	"煽"	"ʂø5"	"~惑人心"	"翹舌"			
"燃"	"燃"	"ʐø2"	"~燒"	"翹舌"			
"船"	"船"	"ʐø2"		"翹舌"			
"髯"	"髯"	"ʐø2"		"翹舌"			
"堧"	"堧"	"ʐø2"		"翹舌"			
"壖"	"壖"	"ʐø2"		"翹舌"			
"撋"	"撋"	"ʐø2"		"翹舌"			
"㨎"	"㨎"	"ʐø2"		"翹舌"			
"擩"	"擩"	"ʐø2"		"翹舌"			
"瓀"	"瓀"	"ʐø2"		"翹舌"			
"冉"	"冉"	"ʐø4"		"翹舌"			
"苒"	"苒"	"ʐø4"		"翹舌"			
"染"	"染"	"ʐø4"		"翹舌"			
"軟"	"软"	"ʐø4"		"翹舌"			
"輭"	"輭"	"ʐø4"		"翹舌"			
"愞"	"愞"	"ʐø4"		"翹舌"			
"善"	"善"	"ʐø6"	"~堂，舊時指育嬰堂、養老院等慈善機構"	"翹舌"			
"膳"	"膳"	"ʐø6"		"翹舌"			
"繕"	"缮"	"ʐø6"		"翹舌"			
"鱔"	"鳝"	"ʐø6"	"黃~"	"翹舌"			
"墡"	"墡"	"ʐø6"	"白~"	"翹舌"			
"蟮"	"蟮"	"ʐø6"	"蛐~"	"翹舌"			
"墠"	"墠"	"ʐø6"		"翹舌"			
"擅"	"擅"	"ʐø6"	"~專"	"翹舌"			
"嬗"	"嬗"	"ʐø6"		"翹舌"			
"椫"	"椫"	"ʐø6"		"翹舌"			
"贍"	"赡"	"ʐø6"		"翹舌"			
"傳"	"传"	"dʐø2"		"翹舌"			
"椽"	"椽"	"dʐø2"	"~子"	"翹舌"			
"遄"	"遄"	"dʐø2"		"翹舌"			
"歂"	"歂"	"dʐø2"		"翹舌"			
"廛"	"廛"	"dʐø2"		"翹舌"			
"纏"	"缠"	"dʐø2"	"~弗清"	"翹舌"			
"嬋"	"婵"	"dʐø2"		"翹舌"			
"蟬"	"蝉"	"dʐø2"		"翹舌"			
"澶"	"澶"	"dʐø2"		"翹舌"			
"蟾"	"蟾"	"dʐø2"		"翹舌"			
"篆"	"篆"	"dʐø6"		"翹舌"			
"瑑"	"瑑"	"dʐø6"		"翹舌"			
"縳"	"䌸"	"dʐø6"		"翹舌"			
"朱"	"朱"	"tʂʯ1"	"姓"	"翹舌"			
"珠"	"珠"	"tʂʯ1"	"~子"	"翹舌"			
"硃"	"硃"	"tʂʯ1"	"余~"	"翹舌"			
"株"	"株"	"tʂʯ1"		"翹舌"			
"吱"	"吱"	"tʂʯ1"		"翹舌"			
"誅"	"诛"	"tʂʯ1"		"翹舌"			
"蛛"	"蛛"	"tʂʯ1"	"結~"	"翹舌"			
"邾"	"邾"	"tʂʯ1"		"翹舌"			
"銖"	"铢"	"tʂʯ1"		"翹舌"			
"洙"	"洙"	"tʂʯ1"		"翹舌"			
"茱"	"茱"	"tʂʯ1"		"翹舌"			
"諸"	"诸"	"tʂʯ1"	"姓"	"翹舌"			
"豬"	"猪"	"tʂʯ1"		"翹舌"			
"瀦"	"潴"	"tʂʯ1"		"翹舌"			
"之"	"之"	"tʂʯ1"		"翹舌"			
"芝"	"芝"	"tʂʯ1"		"翹舌"			
"知"	"知"	"tʂʯ1"		"翹舌"			
"蜘"	"蜘"	"tʂʯ1"	"~蛛"	"翹舌"			
"支"	"支"	"tʂʯ1"	"~持"	"翹舌"			
"枝"	"枝"	"tʂʯ1"		"翹舌"			
"肢"	"肢"	"tʂʯ1"	"四~"	"翹舌"			
"卮"	"卮"	"tʂʯ1"		"翹舌"			
"禔"	"禔"	"tʂʯ1"		"翹舌"			
"梔"	"栀"	"tʂʯ1"		"翹舌"			
"祗"	"祗"	"tʂʯ1"		"翹舌"			
"脂"	"脂"	"tʂʯ1"	"胭~"	"翹舌"			
"榰"	"榰"	"tʂʯ1"		"翹舌"			
"只"	"只"	"tʂʯ3"		"翹舌"			
"咫"	"咫"	"tʂʯ3"		"翹舌"			
"枳"	"枳"	"tʂʯ3"	"~實"	"翹舌"			
"軹"	"轵"	"tʂʯ3"		"翹舌"			
"主"	"主"	"tʂʯ3"		"翹舌"			
"拄"	"拄"	"tʂʯ3"	"~拐"	"翹舌"			
"止"	"止"	"tʂʯ3"		"翹舌"			
"沚"	"沚"	"tʂʯ3"		"翹舌"			
"祉"	"祉"	"tʂʯ3"		"翹舌"			
"趾"	"趾"	"tʂʯ3"		"翹舌"			
"芷"	"芷"	"tʂʯ3"	"白~"	"翹舌"			
"址"	"址"	"tʂʯ3"	"地~"	"翹舌"			
"厎"	"厎"	"tʂʯ3"		"翹舌"			
"黹"	"黹"	"tʂʯ3"	"~襪底"	"鄉音字類"			
"黹"	"黹"	"tʂʰʯ3"	"聲調類推"	"蘇州同音常用字彙"			
"渚"	"渚"	"tʂʯ3"		"翹舌"			
"煮"	"煮"	"tʂʯ3"		"翹舌"			
"旨"	"旨"	"tʂʯ3"	"宗~"	"翹舌"			
"指"	"指"	"tʂʯ3"		"翹舌"			
"嘴"	"嘴"	"tʂʯ3"		"翹舌"			
"至"	"至"	"tʂʯ5"		"翹舌"			
"贄"	"贽"	"tʂʯ5"		"翹舌"			
"摯"	"挚"	"tʂʯ5"		"翹舌"			
"鷙"	"鸷"	"tʂʯ5"		"翹舌"			
"懥"	"懥"	"tʂʯ5"		"翹舌"			
"輊"	"轾"	"tʂʯ5"		"翹舌"			
"㨖"	"㨖"	"tʂʯ5"		"翹舌"			
"疐"	"疐"	"tʂʯ5"		"翹舌"			
"躓"	"踬"	"tʂʯ5"		"翹舌"			
"痣"	"痣"	"tʂʯ5"		"翹舌"			
"幟"	"帜"	"tʂʯ5"		"翹舌"			
"疰"	"疰"	"tʂʯ5"	"~夏"	"翹舌"			
"蛀"	"蛀"	"tʂʯ5"	"~蟲"	"翹舌"			
"鑄"	"铸"	"tʂʯ5"		"翹舌"			
"澍"	"澍"	"tʂʯ5"		"翹舌"			
"馵"	"馵"	"tʂʯ5"		"翹舌"			
"駐"	"驻"	"tʂʯ5"		"翹舌"			
"猘"	"猘"	"tʂʯ5"		"翹舌"			
"寘"	"寘"	"tʂʯ5"		"翹舌"			
"忮"	"忮"	"tʂʯ5"		"翹舌"			
"觶"	"觯"	"tʂʯ5"		"翹舌"			
"置"	"置"	"tʂʯ5"	"安~"	"翹舌"			
"著"	"著"	"tʂʯ5"	"~名"	"翹舌"			
"翥"	"翥"	"tʂʯ5"		"翹舌"			
"智"	"智"	"tʂʯ5"		"翹舌"			
"熾"	"炽"	"tʂʯ5"		"翹舌"			
"饎"	"饎"	"tʂʯ5"		"翹舌"			
"熺"	"熺"	"tʂʯ5"		"翹舌"			
"晢"	"晢"	"tʂʯ5"		"翹舌"			
"吹"	"吹"	"tʂʰʯ1"		"翹舌"			
"蚩"	"蚩"	"tʂʰʯ1"		"翹舌"			
"媸"	"媸"	"tʂʰʯ1"		"翹舌"			
"嗤"	"嗤"	"tʂʰʯ1"		"翹舌"			
"樞"	"枢"	"tʂʰʯ1"		"翹舌"			
"姝"	"姝"	"tʂʰʯ1"		"翹舌"			
"櫖"	"櫖"	"tʂʰʯ1"		"翹舌"			
"樗"	"樗"	"tʂʰʯ1"		"翹舌"			
"摴"	"摴"	"tʂʰʯ1"		"翹舌"			
"癡"	"痴"	"tʂʰʯ1"	"~子"	"翹舌"			
"笞"	"笞"	"tʂʰʯ1"		"翹舌"			
"瓻"	"瓻"	"tʂʰʯ1"		"翹舌"			
"絺"	"絺"	"tʂʰʯ1"		"翹舌"			
"郗"	"郗"	"tʂʰʯ1"		"翹舌"			
"褫"	"褫"	"tʂʰʯ1"		"翹舌"			
"摛"	"摛"	"tʂʰʯ1"		"翹舌"			
"螭"	"螭"	"tʂʰʯ1"		"翹舌"			
"彨"	"彨"	"tʂʰʯ1"		"翹舌"			
"鴟"	"鸱"	"tʂʰʯ1"		"翹舌"			
"齒"	"齿"	"tʂʰʯ3"	"牙~"	"翹舌"			
"恥"	"耻"	"tʂʰʯ3"	"羞~"	"翹舌"			
"杵"	"杵"	"tʂʰʯ3"		"翹舌"			
"哆"	"哆"	"tʂʰʯ3"		"翹舌"			
"侈"	"侈"	"tʂʰʯ3"	"奢~"	"翹舌"			
"恀"	"恀"	"tʂʰʯ3"		"翹舌"			
"褚"	"褚"	"tʂʰʯ3"		"翹舌"			
"楮"	"楮"	"tʂʰʯ3"		"翹舌"			
"鼠"	"鼠"	"tʂʰʯ3"		"翹舌"			
"癙"	"癙"	"tʂʰʯ3"		"翹舌"			
"處"	"处"	"tʂʰʯ5"		"翹舌"			
"啻"	"啻"	"tʂʰʯ5"		"翹舌"			
"翅"	"翅"	"tʂʰʯ5"	"~膀"	"翹舌"			
"書"	"书"	"ʂʯ1"	"讀~"	"翹舌"			
"舒"	"舒"	"ʂʯ1"	"~服"	"翹舌"			
"紵"	"纻"	"ʂʯ1"		"翹舌"			
"詩"	"诗"	"ʂʯ1"		"翹舌"			
"施"	"施"	"ʂʯ1"	"~藥"	"翹舌"			
"鳲"	"鸤"	"ʂʯ1"		"翹舌"			
"蓍"	"蓍"	"ʂʯ1"		"翹舌"			
"輸"	"输"	"ʂʯ1"	"~赢"	"翹舌"			
"妤"	"妤"	"ʂʯ1"		"翹舌"			
"尿"	"尿"	"ʂʯ1"		"翹舌"			
"水"	"水"	"ʂʯ3"		"翹舌"			
"抒"	"抒"	"ʂʯ3"		"翹舌"			
"矢"	"矢"	"ʂʯ3"		"翹舌"			
"黍"	"黍"	"ʂʯ3"	"玉蜀~，即雨麥"	"翹舌"			
"暑"	"暑"	"ʂʯ3"	"處~"	"翹舌"			
"豕"	"豕"	"ʂʯ3"		"翹舌"			
"始"	"始"	"ʂʯ3"		"翹舌"			
"伃"	"伃"	"ʂʯ3"		"翹舌"			
"妤"	"妤"	"ʂʯ3"		"翹舌"			
"試"	"试"	"ʂʯ5"	"~~看"	"翹舌"			
"弑"	"弑"	"ʂʯ5"		"翹舌"			
"勢"	"势"	"ʂʯ5"		"翹舌"			
"世"	"世"	"ʂʯ5"		"翹舌"			
"貰"	"贳"	"ʂʯ5"		"翹舌"			
"庶"	"庶"	"ʂʯ5"		"翹舌"			
"恕"	"恕"	"ʂʯ5"		"翹舌"			
"戍"	"戍"	"ʂʯ5"		"翹舌"			
"儒"	"儒"	"ʐʯ2"		"翹舌"			
"濡"	"濡"	"ʐʯ2"		"翹舌"			
"襦"	"襦"	"ʐʯ2"		"翹舌"			
"茹"	"茹"	"ʐʯ2"		"翹舌"			
"洳"	"洳"	"ʐʯ2"		"翹舌"			
"如"	"如"	"ʐʯ2"		"翹舌"			
"袽"	"袽"	"ʐʯ2"		"翹舌"			
"鴽"	"鴽"	"ʐʯ2"		"翹舌"			
"時"	"时"	"ʐʯ2"		"翹舌"			
"塒"	"埘"	"ʐʯ2"		"翹舌"			
"鰣"	"鲥"	"ʐʯ2"		"翹舌"			
"漦"	"漦"	"ʐʯ2"		"翹舌"			
"匙"	"匙"	"ʐʯ2"		"翹舌"			
"箷"	"箷"	"ʐʯ2"		"翹舌"			
"氏"	"氏"	"ʐʯ4"		"翹舌"			
"乳"	"乳"	"ʐʯ4"		"翹舌"			
"豎"	"竖"	"ʐʯ4"	"橫~橫，拆牛棚"	"翹舌"			
"庤"	"庤"	"ʐʯ4"		"翹舌"			
"痔"	"痔"	"ʐʯ4"	"~瘡"	"翹舌"			
"峙"	"峙"	"ʐʯ4"		"翹舌"			
"畤"	"畤"	"ʐʯ4"		"翹舌"			
"恃"	"恃"	"ʐʯ4"	"有~无恐"	"翹舌"			
"廌"	"廌"	"ʐʯ4"		"翹舌"			
"豸"	"豸"	"ʐʯ4"	"蟲~"	"翹舌"			
"痓"	"痓"	"ʐʯ6"		"翹舌"			
"示"	"示"	"ʐʯ6"	"告~"	"翹舌"			
"諡"	"谥"	"ʐʯ6"		"翹舌"			
"樹"	"树"	"ʐʯ6"		"翹舌"			
"侍"	"侍"	"ʐʯ6"		"翹舌"			
"誓"	"誓"	"ʐʯ6"	"宣~"	"翹舌"			
"逝"	"逝"	"ʐʯ6"		"翹舌"			
"筮"	"筮"	"ʐʯ6"		"翹舌"			
"澨"	"澨"	"ʐʯ6"		"翹舌"			
"噬"	"噬"	"ʐʯ6"		"翹舌"			
"嗜"	"嗜"	"ʐʯ6"	"~好"	"翹舌"			
"眂"	"眂"	"ʐʯ6"		"翹舌"			
"孺"	"孺"	"ʐʯ6"		"翹舌"			
"儲"	"储"	"dʐʯ2"	"~蓄"	"翹舌"			
"躇"	"躇"	"dʐʯ2"		"翹舌"			
"除"	"除"	"dʐʯ2"		"翹舌"			
"滁"	"滁"	"dʐʯ2"		"翹舌"			
"篨"	"篨"	"dʐʯ2"		"翹舌"			
"踟"	"踟"	"dʐʯ2"		"翹舌"			
"馳"	"驰"	"dʐʯ2"		"翹舌"			
"池"	"池"	"dʐʯ2"	"魚~"	"翹舌"			
"篪"	"篪"	"dʐʯ2"		"翹舌"			
"趍"	"趍"	"dʐʯ2"		"翹舌"			
"殊"	"殊"	"dʐʯ2"		"翹舌"			
"殳"	"殳"	"dʐʯ2"		"翹舌"			
"蜍"	"蜍"	"dʐʯ2"		"翹舌"			
"廚"	"厨"	"dʐʯ2"	"~子"	"翹舌"			
"躕"	"蹰"	"dʐʯ2"		"翹舌"			
"㡡"	"㡡"	"dʐʯ2"		"翹舌"			
"櫥"	"橱"	"dʐʯ2"		"翹舌"			
"遲"	"迟"	"dʐʯ2"		"翹舌"			
"墀"	"墀"	"dʐʯ2"		"翹舌"			
"坻"	"坻"	"dʐʯ2"		"翹舌"			
"蚳"	"蚳"	"dʐʯ2"		"翹舌"			
"持"	"持"	"dʐʯ2"	"扶~"	"翹舌"			
"竾"	"竾"	"dʐʯ2"		"翹舌"			
"柱"	"柱"	"dʐʯ4"		"翹舌"			
"箸"	"箸"	"dʐʯ4"		"翹舌"			
"羜"	"羜"	"dʐʯ4"		"翹舌"			
"紵"	"纻"	"dʐʯ4"		"翹舌"			
"寧"	"宁"	"dʐʯ4"		"翹舌"			
"苧"	"苎"	"dʐʯ4"		"翹舌"			
"貯"	"贮"	"dʐʯ4"		"翹舌"			
"穉"	"穉"	"dʐʯ6"		"翹舌"			
"稚"	"稚"	"dʐʯ6"		"翹舌"			
"住"	"住"	"dʐʯ6"		"翹舌"			
"滯"	"滞"	"dʐʯ6"		"翹舌"			
"彘"	"彘"	"dʐʯ6"		"翹舌"			
"摣"	"揸"	"tʂɑ1"	"~一把"	"翹舌"			
"遮"	"遮"	"tʂɑ1="		"翹舌"			
"柤"	"柤"	"tʂɑ1="		"翹舌"			
"皻"	"皻"	"tʂɑ1="		"翹舌"			
"者"	"者"	"tʂɑ3="		"翹舌"			
"赭"	"赭"	"tʂɑ3="		"翹舌"			
"蔗"	"蔗"	"tʂɑ5="		"翹舌"			
"柘"	"柘"	"tʂɑ5="		"翹舌"			
"扯"	"扯"	"tʂʰɑ1"	"~篷"	"翹舌"			
"扯"	"扯"	"tʂʰɑ3"		"翹舌"			
"奢"	"奢"	"ʂɑ1="		"翹舌"			
"耍"	"耍"	"ʂɑ3"	"~貨店"	"翹舌"			
"啥"	"啥"	"ʂɑ5"	"爲~體"	"翹舌"			
"赦"	"赦"	"ʂɑ5="		"翹舌"			
"舍"	"舍"	"ʂɑ5="		"翹舌"			
"厙"	"厍"	"ʂɑ5="		"翹舌"			
"蛇"	"蛇"	"ʐɑ2="		"翹舌"			
"社"	"社"	"ʐɑ6="		"翹舌"			
"射"	"射"	"ʐɑ6="		"翹舌"			
"惹"	"惹"	"dʐɑ4*"	"~動氣"	"翹舌"			
"鐘"	"钟"	"tʂoŋ1"	"做一日和尚撞一日~"	"翹舌"			
"鍾"	"锺"	"tʂoŋ1"	"姓"	"翹舌"			
"妐"	"妐"	"tʂoŋ1"		"翹舌"			
"終"	"终"	"tʂoŋ1"	"有始有~"	"翹舌"			
"螽"	"螽"	"tʂoŋ1"		"翹舌"			
"忠"	"忠"	"tʂoŋ1"	"~信"	"翹舌"			
"衷"	"衷"	"tʂoŋ1"		"翹舌"			
"中"	"中"	"tʂoŋ1"	"~央"	"翹舌"			
"盅"	"盅"	"tʂoŋ1"	"酒~"	"翹舌"			
"踵"	"踵"	"tʂoŋ3"		"翹舌"			
"腫"	"肿"	"tʂoŋ3"		"翹舌"			
"尰"	"尰"	"tʂoŋ3"		"翹舌"			
"衆"	"众"	"tʂoŋ5"	"民~"	"翹舌"			
"種"	"种"	"tʂoŋ5"	"芒~"	"翹舌"			
"中"	"中"	"tʂoŋ5"	"~獎"	"翹舌"			
"充"	"充"	"tʂʰoŋ1"		"翹舌"			
"珫"	"珫"	"tʂʰoŋ1"		"翹舌"			
"種"	"种"	"tʂʰoŋ1"	"姓"	"翹舌"			
"忡"	"忡"	"tʂʰoŋ1"		"翹舌"			
"憧"	"憧"	"tʂʰoŋ1"		"翹舌"			
"罿"	"罿"	"tʂʰoŋ1"		"翹舌"			
"舂"	"舂"	"tʂʰoŋ1"		"鄉音字類"			
"舂"	"舂"	"ʂoŋ1"	"聲調類推"	"蘇州同音常用字彙"			
"樁"	"樁"	"tʂʰoŋ1"		"翹舌"			
"穹"	"穹"	"tʂʰoŋ1"	"~窿山"	"翹舌"			
"寵"	"宠"	"tʂʰoŋ3"	"得~"	"翹舌"			
"銃"	"铳"	"tʂʰoŋ5"		"翹舌"			
"𠑙"	"𠑙"	"tʂʰoŋ5"	"人傾撲未倒：~過去跌一交"	"翹舌"			
"氄"	"氄"	"ʐoŋ4"		"翹舌"			
"蟲"	"虫"	"dʐoŋ2"		"翹舌"			
"爞"	"爞"	"dʐoŋ2"		"翹舌"			
"重"	"重"	"dʐoŋ2*"	"~疊"	"翹舌"			
"仲"	"仲"	"dʐoŋ6"		"翹舌"			
"重"	"重"	"dʐoŋ6*"	"輕~"	"翹舌"			
"莊"	"庄"	"tʂɑ̃1"	"姓"	"翹舌"			
"裝"	"装"	"tʂɑ̃1"		"翹舌"			
"樁"	"樁"	"tʂɑ̃1"	"打~"	"翹舌"			
"壯"	"壮"	"tʂɑ̃5"	"強~"	"翹舌"			
"瘡"	"疮"	"tʂʰɑ̃1"		"翹舌"			
"闖"	"闯"	"tʂʰɑ̃5"		"翹舌"			
"雙"	"双"	"ʂɑ̃1"		"翹舌"			
"艭"	"艭"	"ʂɑ̃1"		"翹舌"			
"愯"	"愯"	"ʂɑ̃1"		"翹舌"			
"瀧"	"泷"	"ʂɑ̃1"		"翹舌"			
"霜"	"霜"	"ʂɑ̃1"	"~降"	"翹舌"			
"驦"	"骦"	"ʂɑ̃1"		"翹舌"			
"孀"	"孀"	"ʂɑ̃1"		"翹舌"			
"撞"	"撞"	"ʐɑ̃2"		"翹舌"			
"幢"	"幢"	"ʐɑ̃2"		"翹舌"			
"床"	"床"	"ʐɑ̃2"	"~鋪"	"翹舌"			
"狀"	"状"	"ʐɑ̃6"		"翹舌"			
"戇"	"戆"	"ʐɑ̃6"	"剛直"	"翹舌"			
"章"	"章"	"tʂã1"	"文~"	"翹舌"			
"樟"	"樟"	"tʂã1"		"翹舌"			
"彰"	"彰"	"tʂã1"	"~明較著"	"翹舌"			
"嫜"	"嫜"	"tʂã1"		"翹舌"			
"璋"	"璋"	"tʂã1"		"翹舌"			
"張"	"张"	"tʂã1"	"姓"	"翹舌"			
"漳"	"漳"	"tʂã1"		"翹舌"			
"粻"	"粻"	"tʂã1"		"翹舌"			
"長"	"长"	"tʂã3"	"~輩"	"翹舌"			
"仉"	"仉"	"tʂã3"		"翹舌"			
"掌"	"掌"	"tʂã3"	"手~"	"翹舌"			
"漲"	"涨"	"tʂã3"	"水~船高"	"翹舌"			
"障"	"障"	"tʂã5"	"~礙"	"翹舌"			
"瘴"	"瘴"	"tʂã5"		"翹舌"			
"嶂"	"嶂"	"tʂã5"		"翹舌"			
"帳"	"帐"	"tʂã5"		"翹舌"			
"漲"	"涨"	"tʂã5"		"翹舌"			
"幛"	"幛"	"tʂã5"		"翹舌"			
"賬"	"账"	"tʂã5"		"翹舌"			
"脹"	"胀"	"tʂã5"		"翹舌"			
"昌"	"昌"	"tʂʰã1"		"翹舌"			
"猖"	"猖"	"tʂʰã1"	"~獗"	"翹舌"			
"菖"	"菖"	"tʂʰã1"		"翹舌"			
"閶"	"阊"	"tʂʰã1"		"翹舌"			
"倀"	"伥"	"tʂʰã1"		"翹舌"			
"娼"	"娼"	"tʂʰã1"	"~妓"	"翹舌"			
"敞"	"敞"	"tʂʰã3"		"翹舌"			
"廠"	"厂"	"tʂʰã3"	"工~"	"翹舌"			
"氅"	"氅"	"tʂʰã3"	"鶴~"	"翹舌"			
"暢"	"畅"	"tʂʰã5"		"翹舌"			
"悵"	"怅"	"tʂʰã5"		"翹舌"			
"唱"	"唱"	"tʂʰã5"		"翹舌"			
"倡"	"倡"	"tʂʰã5"	"提~"	"翹舌"			
"觴"	"觞"	"ʂã1"		"翹舌"			
"傷"	"伤"	"ʂã1"		"翹舌"			
"殤"	"殇"	"ʂã1"		"翹舌"			
"商"	"商"	"ʂã1"	"~量"	"翹舌"			
"賞"	"赏"	"ʂã3"	"~罰"	"翹舌"			
"爽"	"爽"	"ʂã3"	"人逢好事精神~"	"翹舌"			
"穰"	"穰"	"ʐã2"		"翹舌"			
"禳"	"禳"	"ʐã2"		"翹舌"			
"瀼"	"瀼"	"ʐã2"		"翹舌"			
"壤"	"壤"	"ʐã4"		"翹舌"			
"攘"	"攘"	"ʐã4"		"翹舌"			
"讓"	"让"	"ʐã6"		"翹舌"			
"尚"	"尚"	"ʐã6"		"翹舌"			
"上"	"上"	"ʐã6"		"翹舌"			
"常"	"常"	"dʐã2"		"翹舌"			
"裳"	"裳"	"dʐã2"		"翹舌"			
"嘗"	"尝"	"dʐã2"		"翹舌"			
"鱨"	"鲿"	"dʐã2"		"翹舌"			
"償"	"偿"	"dʐã2"	"~還"	"翹舌"			
"腸"	"肠"	"dʐã2"	"肚~"	"翹舌"			
"場"	"场"	"dʐã2"	"商~"	"翹舌"			
"長"	"长"	"dʐã2"		"翹舌"			
"萇"	"苌"	"dʐã2"		"翹舌"			
"嫦"	"嫦"	"dʐã2"		"翹舌"			
"丈"	"丈"	"dʐã4"		"翹舌"			
"杖"	"杖"	"dʐã4"		"翹舌"			
"仗"	"仗"	"dʐã4"	"仰~大力"	"翹舌"			
"昭"	"昭"	"tʂæ1"		"翹舌"			
"招"	"招"	"tʂæ1"	"~租"	"翹舌"			
"嘲"	"嘲"	"tʂæ1"	"嘔啞~哳"	"翹舌"			
"啁"	"啁"	"tʂæ1"		"翹舌"			
"朝"	"朝"	"tʂæ1"	"今~"	"翹舌"			
"照"	"照"	"tʂæ5"		"翹舌"			
"詔"	"诏"	"tʂæ5"		"翹舌"			
"沼"	"沼"	"tʂæ5"		"翹舌"			
"超"	"超"	"tʂʰæ1"	"高~"	"翹舌"			
"怊"	"怊"	"tʂʰæ1"		"翹舌"			
"弨"	"弨"	"tʂʰæ1"		"翹舌"			
"燒"	"烧"	"ʂæ1"		"翹舌"			
"少"	"少"	"ʂæ3"	"多~"	"翹舌"			
"韶"	"韶"	"ʐæ2"		"翹舌"			
"饒"	"饶"	"ʐæ2"		"翹舌"			
"蕘"	"荛"	"ʐæ2"		"翹舌"			
"嬈"	"娆"	"ʐæ2"		"翹舌"			
"擾"	"扰"	"ʐæ4"	"~亂"	"翹舌"			
"嬈"	"娆"	"ʐæ4"		"翹舌"			
"召"	"召"	"ʐæ6"	"~租"	"翹舌"			
"潮"	"潮"	"dʐæ2"	"~水"	"翹舌"			
"趙"	"赵"	"dʐæ4"	"姓"	"翹舌"			
"兆"	"兆"	"dʐæ6"	"~頭"	"翹舌"			
"垗"	"垗"	"dʐæ6"		"翹舌"			
"紹"	"绍"	"dʐæ6"	"~興"	"翹舌"			
"肇"	"肇"	"dʐæ6"		"翹舌"			
"劭"	"劭"	"dʐæ6"		"翹舌"			
"邵"	"邵"	"dʐæ6"		"翹舌"			
"召"	"召"	"dʐæ6"		"翹舌"			
"賙"	"赒"	"tʂøʏ1"	"~濟"	"翹舌"			
"輖"	"輖"	"tʂøʏ1"		"翹舌"			
"舟"	"舟"	"tʂøʏ1"		"翹舌"			
"州"	"州"	"tʂøʏ1"		"翹舌"			
"洲"	"洲"	"tʂøʏ1"		"翹舌"			
"譸"	"诪"	"tʂøʏ1"		"翹舌"			
"輈"	"辀"	"tʂøʏ1"		"翹舌"			
"盩"	"盩"	"tʂøʏ1"		"翹舌"			
"肘"	"肘"	"tʂøʏ3"		"翹舌"			
"帚"	"帚"	"tʂøʏ3"	"掃~"	"翹舌"			
"者"	"者"	"tʂøʏ3"		"翹舌"			
"晝"	"昼"	"tʂøʏ5"	"~夜"	"翹舌"			
"噣"	"噣"	"tʂøʏ5"		"翹舌"			
"咮"	"咮"	"tʂøʏ5"		"翹舌"			
"咒"	"咒"	"tʂøʏ5"		"翹舌"			
"抽"	"抽"	"tʂʰøʏ1"		"翹舌"			
"瘳"	"瘳"	"tʂʰøʏ1"		"翹舌"			
"咻"	"咻"	"tʂʰøʏ5"		"翹舌"			
"臭"	"臭"	"tʂʰøʏ5"	"~乳腐"	"翹舌"			
"收"	"收"	"ʂøʏ1"	"~割"	"翹舌"			
"奢"	"奢"	"ʂøʏ1"	"~侈"	"翹舌"			
"手"	"手"	"ʂøʏ3"		"翹舌"			
"首"	"首"	"ʂøʏ3"		"翹舌"			
"守"	"守"	"ʂøʏ3"		"翹舌"			
"獸"	"兽"	"ʂøʏ5"	"野~"	"翹舌"			
"狩"	"狩"	"ʂøʏ5"		"翹舌"			
"揉"	"揉"	"ʐøʏ2"		"翹舌"			
"蹂"	"蹂"	"ʐøʏ2"		"翹舌"			
"糅"	"糅"	"ʐøʏ2"		"翹舌"			
"肉"	"肉"	"ʐøʏ2="		"翹舌"			
"社"	"社"	"ʐøʏ4*"	"~會"	"翹舌"			
"壽"	"寿"	"ʐøʏ6"		"翹舌"			
"授"	"授"	"ʐøʏ6"		"翹舌"			
