字目	读音	注释	声母	韵母	声调	重复数	潮语拼音	罗马字拼音	(声母)	(声母序)	(韵母序)	(调序)	同音字个数	ID(暂定)	音节序(暂定)	文白区别工程
痹	=D24&E24&F24		p	i	21	=COUNTIF(A:A,A24)	=IF(D24=0,VLOOKUP(E:E,拼音!F:G,2,FALSE)&VLOOKUP(草稿!F:F,拼音!K:L,2,FALSE),VLOOKUP(D:D,拼音!A:B,2,FALSE)&VLOOKUP(E:E,拼音!F:G,2,FALSE)&VLOOKUP(草稿!F:F,拼音!K:L,2,FALSE))	=IF(D24=0,VLOOKUP(E:E,拼音!H:I,2,FALSE)&VLOOKUP(草稿!F:F,拼音!K:L,2,FALSE),VLOOKUP(D:D,拼音!C:D,2,FALSE)&VLOOKUP(E:E,拼音!H:I,2,FALSE)&VLOOKUP(草稿!F:F,拼音!K:L,2,FALSE))	=IF(D24=0,"〇",D24)	=VLOOKUP(J:J,拼音!C:E,3,FALSE)	=VLOOKUP(E:E,拼音!H:J,3,FALSE)	=VLOOKUP(F:F,拼音!K:O,5,FALSE)	=COUNTIF(I:I,I24)	1769	=IF(B24=B23,P23,P23+1)	=IF(LEN(C24)-LEN(SUBSTITUTE(C24,"白",""))=1,"白",(IF(LEN(C24)-LEN(SUBSTITUTE(C24,"文",""))=1,"文",(IF(LEN(C24)-LEN(SUBSTITUTE(C24,"训",""))=1,"训","无")))))
蔽	=D25&E25&F25		p	i	21	=COUNTIF(A:A,A25)	=IF(D25=0,VLOOKUP(E:E,拼音!F:G,2,FALSE)&VLOOKUP(草稿!F:F,拼音!K:L,2,FALSE),VLOOKUP(D:D,拼音!A:B,2,FALSE)&VLOOKUP(E:E,拼音!F:G,2,FALSE)&VLOOKUP(草稿!F:F,拼音!K:L,2,FALSE))	=IF(D25=0,VLOOKUP(E:E,拼音!H:I,2,FALSE)&VLOOKUP(草稿!F:F,拼音!K:L,2,FALSE),VLOOKUP(D:D,拼音!C:D,2,FALSE)&VLOOKUP(E:E,拼音!H:I,2,FALSE)&VLOOKUP(草稿!F:F,拼音!K:L,2,FALSE))	=IF(D25=0,"〇",D25)	=VLOOKUP(J:J,拼音!C:E,3,FALSE)	=VLOOKUP(E:E,拼音!H:J,3,FALSE)	=VLOOKUP(F:F,拼音!K:O,5,FALSE)	=COUNTIF(I:I,I25)	1775	=IF(B25=B24,P24,P24+1)	=IF(LEN(C25)-LEN(SUBSTITUTE(C25,"白",""))=1,"白",(IF(LEN(C25)-LEN(SUBSTITUTE(C25,"文",""))=1,"文",(IF(LEN(C25)-LEN(SUBSTITUTE(C25,"训",""))=1,"训","无")))))
費	=D26&E26&F26	白，姓	p	i	21	=COUNTIF(A:A,A26)	=IF(D26=0,VLOOKUP(E:E,拼音!F:G,2,FALSE)&VLOOKUP(草稿!F:F,拼音!K:L,2,FALSE),VLOOKUP(D:D,拼音!A:B,2,FALSE)&VLOOKUP(E:E,拼音!F:G,2,FALSE)&VLOOKUP(草稿!F:F,拼音!K:L,2,FALSE))	=IF(D26=0,VLOOKUP(E:E,拼音!H:I,2,FALSE)&VLOOKUP(草稿!F:F,拼音!K:L,2,FALSE),VLOOKUP(D:D,拼音!C:D,2,FALSE)&VLOOKUP(E:E,拼音!H:I,2,FALSE)&VLOOKUP(草稿!F:F,拼音!K:L,2,FALSE))	=IF(D26=0,"〇",D26)	=VLOOKUP(J:J,拼音!C:E,3,FALSE)	=VLOOKUP(E:E,拼音!H:J,3,FALSE)	=VLOOKUP(F:F,拼音!K:O,5,FALSE)	=COUNTIF(I:I,I26)	1779	=IF(B26=B25,P25,P25+1)	=IF(LEN(C26)-LEN(SUBSTITUTE(C26,"白",""))=1,"白",(IF(LEN(C26)-LEN(SUBSTITUTE(C26,"文",""))=1,"文",(IF(LEN(C26)-LEN(SUBSTITUTE(C26,"训",""))=1,"训","无")))))
仳	=D27&E27&F27		p	i	21	=COUNTIF(A:A,A27)	=IF(D27=0,VLOOKUP(E:E,拼音!F:G,2,FALSE)&VLOOKUP(草稿!F:F,拼音!K:L,2,FALSE),VLOOKUP(D:D,拼音!A:B,2,FALSE)&VLOOKUP(E:E,拼音!F:G,2,FALSE)&VLOOKUP(草稿!F:F,拼音!K:L,2,FALSE))	=IF(D27=0,VLOOKUP(E:E,拼音!H:I,2,FALSE)&VLOOKUP(草稿!F:F,拼音!K:L,2,FALSE),VLOOKUP(D:D,拼音!C:D,2,FALSE)&VLOOKUP(E:E,拼音!H:I,2,FALSE)&VLOOKUP(草稿!F:F,拼音!K:L,2,FALSE))	=IF(D27=0,"〇",D27)	=VLOOKUP(J:J,拼音!C:E,3,FALSE)	=VLOOKUP(E:E,拼音!H:J,3,FALSE)	=VLOOKUP(F:F,拼音!K:O,5,FALSE)	=COUNTIF(I:I,I27)	5770	=IF(B27=B26,P26,P26+1)	=IF(LEN(C27)-LEN(SUBSTITUTE(C27,"白",""))=1,"白",(IF(LEN(C27)-LEN(SUBSTITUTE(C27,"文",""))=1,"文",(IF(LEN(C27)-LEN(SUBSTITUTE(C27,"训",""))=1,"训","无")))))
匕	=D28&E28&F28		p	i	21	=COUNTIF(A:A,A28)	=IF(D28=0,VLOOKUP(E:E,拼音!F:G,2,FALSE)&VLOOKUP(草稿!F:F,拼音!K:L,2,FALSE),VLOOKUP(D:D,拼音!A:B,2,FALSE)&VLOOKUP(E:E,拼音!F:G,2,FALSE)&VLOOKUP(草稿!F:F,拼音!K:L,2,FALSE))	=IF(D28=0,VLOOKUP(E:E,拼音!H:I,2,FALSE)&VLOOKUP(草稿!F:F,拼音!K:L,2,FALSE),VLOOKUP(D:D,拼音!C:D,2,FALSE)&VLOOKUP(E:E,拼音!H:I,2,FALSE)&VLOOKUP(草稿!F:F,拼音!K:L,2,FALSE))	=IF(D28=0,"〇",D28)	=VLOOKUP(J:J,拼音!C:E,3,FALSE)	=VLOOKUP(E:E,拼音!H:J,3,FALSE)	=VLOOKUP(F:F,拼音!K:O,5,FALSE)	=COUNTIF(I:I,I28)	5884	=IF(B28=B27,P27,P27+1)	=IF(LEN(C28)-LEN(SUBSTITUTE(C28,"白",""))=1,"白",(IF(LEN(C28)-LEN(SUBSTITUTE(C28,"文",""))=1,"文",(IF(LEN(C28)-LEN(SUBSTITUTE(C28,"训",""))=1,"训","无")))))
閉	=D29&E29&F29	～塞	p	i	21	=COUNTIF(A:A,A29)	=IF(D29=0,VLOOKUP(E:E,拼音!F:G,2,FALSE)&VLOOKUP(草稿!F:F,拼音!K:L,2,FALSE),VLOOKUP(D:D,拼音!A:B,2,FALSE)&VLOOKUP(E:E,拼音!F:G,2,FALSE)&VLOOKUP(草稿!F:F,拼音!K:L,2,FALSE))	=IF(D29=0,VLOOKUP(E:E,拼音!H:I,2,FALSE)&VLOOKUP(草稿!F:F,拼音!K:L,2,FALSE),VLOOKUP(D:D,拼音!C:D,2,FALSE)&VLOOKUP(E:E,拼音!H:I,2,FALSE)&VLOOKUP(草稿!F:F,拼音!K:L,2,FALSE))	=IF(D29=0,"〇",D29)	=VLOOKUP(J:J,拼音!C:E,3,FALSE)	=VLOOKUP(E:E,拼音!H:J,3,FALSE)	=VLOOKUP(F:F,拼音!K:O,5,FALSE)	=COUNTIF(I:I,I29)	6505	=IF(B29=B28,P28,P28+1)	=IF(LEN(C29)-LEN(SUBSTITUTE(C29,"白",""))=1,"白",(IF(LEN(C29)-LEN(SUBSTITUTE(C29,"文",""))=1,"文",(IF(LEN(C29)-LEN(SUBSTITUTE(C29,"训",""))=1,"训","无")))))
弊	=D30&E30&F30		p	i	311	=COUNTIF(A:A,A30)	=IF(D30=0,VLOOKUP(E:E,拼音!F:G,2,FALSE)&VLOOKUP(草稿!F:F,拼音!K:L,2,FALSE),VLOOKUP(D:D,拼音!A:B,2,FALSE)&VLOOKUP(E:E,拼音!F:G,2,FALSE)&VLOOKUP(草稿!F:F,拼音!K:L,2,FALSE))	=IF(D30=0,VLOOKUP(E:E,拼音!H:I,2,FALSE)&VLOOKUP(草稿!F:F,拼音!K:L,2,FALSE),VLOOKUP(D:D,拼音!C:D,2,FALSE)&VLOOKUP(E:E,拼音!H:I,2,FALSE)&VLOOKUP(草稿!F:F,拼音!K:L,2,FALSE))	=IF(D30=0,"〇",D30)	=VLOOKUP(J:J,拼音!C:E,3,FALSE)	=VLOOKUP(E:E,拼音!H:J,3,FALSE)	=VLOOKUP(F:F,拼音!K:O,5,FALSE)	=COUNTIF(I:I,I30)	1776	=IF(B30=B29,P29,P29+1)	=IF(LEN(C30)-LEN(SUBSTITUTE(C30,"白",""))=1,"白",(IF(LEN(C30)-LEN(SUBSTITUTE(C30,"文",""))=1,"文",(IF(LEN(C30)-LEN(SUBSTITUTE(C30,"训",""))=1,"训","无")))))
避	=D31&E31&F31		p	i	311	=COUNTIF(A:A,A31)	=IF(D31=0,VLOOKUP(E:E,拼音!F:G,2,FALSE)&VLOOKUP(草稿!F:F,拼音!K:L,2,FALSE),VLOOKUP(D:D,拼音!A:B,2,FALSE)&VLOOKUP(E:E,拼音!F:G,2,FALSE)&VLOOKUP(草稿!F:F,拼音!K:L,2,FALSE))	=IF(D31=0,VLOOKUP(E:E,拼音!H:I,2,FALSE)&VLOOKUP(草稿!F:F,拼音!K:L,2,FALSE),VLOOKUP(D:D,拼音!C:D,2,FALSE)&VLOOKUP(E:E,拼音!H:I,2,FALSE)&VLOOKUP(草稿!F:F,拼音!K:L,2,FALSE))	=IF(D31=0,"〇",D31)	=VLOOKUP(J:J,拼音!C:E,3,FALSE)	=VLOOKUP(E:E,拼音!H:J,3,FALSE)	=VLOOKUP(F:F,拼音!K:O,5,FALSE)	=COUNTIF(I:I,I31)	1778	=IF(B31=B30,P30,P30+1)	=IF(LEN(C31)-LEN(SUBSTITUTE(C31,"白",""))=1,"白",(IF(LEN(C31)-LEN(SUBSTITUTE(C31,"文",""))=1,"文",(IF(LEN(C31)-LEN(SUBSTITUTE(C31,"训",""))=1,"训","无")))))
斃	=D32&E32&F32		p	i	311	=COUNTIF(A:A,A32)	=IF(D32=0,VLOOKUP(E:E,拼音!F:G,2,FALSE)&VLOOKUP(草稿!F:F,拼音!K:L,2,FALSE),VLOOKUP(D:D,拼音!A:B,2,FALSE)&VLOOKUP(E:E,拼音!F:G,2,FALSE)&VLOOKUP(草稿!F:F,拼音!K:L,2,FALSE))	=IF(D32=0,VLOOKUP(E:E,拼音!H:I,2,FALSE)&VLOOKUP(草稿!F:F,拼音!K:L,2,FALSE),VLOOKUP(D:D,拼音!C:D,2,FALSE)&VLOOKUP(E:E,拼音!H:I,2,FALSE)&VLOOKUP(草稿!F:F,拼音!K:L,2,FALSE))	=IF(D32=0,"〇",D32)	=VLOOKUP(J:J,拼音!C:E,3,FALSE)	=VLOOKUP(E:E,拼音!H:J,3,FALSE)	=VLOOKUP(F:F,拼音!K:O,5,FALSE)	=COUNTIF(I:I,I32)	1783	=IF(B32=B31,P31,P31+1)	=IF(LEN(C32)-LEN(SUBSTITUTE(C32,"白",""))=1,"白",(IF(LEN(C32)-LEN(SUBSTITUTE(C32,"文",""))=1,"文",(IF(LEN(C32)-LEN(SUBSTITUTE(C32,"训",""))=1,"训","无")))))
披	=D33&E33&F33		pʰ	i	22	=COUNTIF(A:A,A33)	=IF(D33=0,VLOOKUP(E:E,拼音!F:G,2,FALSE)&VLOOKUP(草稿!F:F,拼音!K:L,2,FALSE),VLOOKUP(D:D,拼音!A:B,2,FALSE)&VLOOKUP(E:E,拼音!F:G,2,FALSE)&VLOOKUP(草稿!F:F,拼音!K:L,2,FALSE))	=IF(D33=0,VLOOKUP(E:E,拼音!H:I,2,FALSE)&VLOOKUP(草稿!F:F,拼音!K:L,2,FALSE),VLOOKUP(D:D,拼音!C:D,2,FALSE)&VLOOKUP(E:E,拼音!H:I,2,FALSE)&VLOOKUP(草稿!F:F,拼音!K:L,2,FALSE))	=IF(D33=0,"〇",D33)	=VLOOKUP(J:J,拼音!C:E,3,FALSE)	=VLOOKUP(E:E,拼音!H:J,3,FALSE)	=VLOOKUP(F:F,拼音!K:O,5,FALSE)	=COUNTIF(I:I,I33)	1753	=IF(B33=B32,P32,P32+1)	=IF(LEN(C33)-LEN(SUBSTITUTE(C33,"白",""))=1,"白",(IF(LEN(C33)-LEN(SUBSTITUTE(C33,"文",""))=1,"文",(IF(LEN(C33)-LEN(SUBSTITUTE(C33,"训",""))=1,"训","无")))))
丕	=D34&E34&F34		pʰ	i	22	=COUNTIF(A:A,A34)	=IF(D34=0,VLOOKUP(E:E,拼音!F:G,2,FALSE)&VLOOKUP(草稿!F:F,拼音!K:L,2,FALSE),VLOOKUP(D:D,拼音!A:B,2,FALSE)&VLOOKUP(E:E,拼音!F:G,2,FALSE)&VLOOKUP(草稿!F:F,拼音!K:L,2,FALSE))	=IF(D34=0,VLOOKUP(E:E,拼音!H:I,2,FALSE)&VLOOKUP(草稿!F:F,拼音!K:L,2,FALSE),VLOOKUP(D:D,拼音!C:D,2,FALSE)&VLOOKUP(E:E,拼音!H:I,2,FALSE)&VLOOKUP(草稿!F:F,拼音!K:L,2,FALSE))	=IF(D34=0,"〇",D34)	=VLOOKUP(J:J,拼音!C:E,3,FALSE)	=VLOOKUP(E:E,拼音!H:J,3,FALSE)	=VLOOKUP(F:F,拼音!K:O,5,FALSE)	=COUNTIF(I:I,I34)	1754	=IF(B34=B33,P33,P33+1)	=IF(LEN(C34)-LEN(SUBSTITUTE(C34,"白",""))=1,"白",(IF(LEN(C34)-LEN(SUBSTITUTE(C34,"文",""))=1,"文",(IF(LEN(C34)-LEN(SUBSTITUTE(C34,"训",""))=1,"训","无")))))
皮	=D35&E35&F35		pʰ	i	44	=COUNTIF(A:A,A35)	=IF(D35=0,VLOOKUP(E:E,拼音!F:G,2,FALSE)&VLOOKUP(草稿!F:F,拼音!K:L,2,FALSE),VLOOKUP(D:D,拼音!A:B,2,FALSE)&VLOOKUP(E:E,拼音!F:G,2,FALSE)&VLOOKUP(草稿!F:F,拼音!K:L,2,FALSE))	=IF(D35=0,VLOOKUP(E:E,拼音!H:I,2,FALSE)&VLOOKUP(草稿!F:F,拼音!K:L,2,FALSE),VLOOKUP(D:D,拼音!C:D,2,FALSE)&VLOOKUP(E:E,拼音!H:I,2,FALSE)&VLOOKUP(草稿!F:F,拼音!K:L,2,FALSE))	=IF(D35=0,"〇",D35)	=VLOOKUP(J:J,拼音!C:E,3,FALSE)	=VLOOKUP(E:E,拼音!H:J,3,FALSE)	=VLOOKUP(F:F,拼音!K:O,5,FALSE)	=COUNTIF(I:I,I35)	1749	=IF(B35=B34,P34,P34+1)	=IF(LEN(C35)-LEN(SUBSTITUTE(C35,"白",""))=1,"白",(IF(LEN(C35)-LEN(SUBSTITUTE(C35,"文",""))=1,"文",(IF(LEN(C35)-LEN(SUBSTITUTE(C35,"训",""))=1,"训","无")))))
脾	=D36&E36&F36	文，～气	pʰ	i	44	=COUNTIF(A:A,A36)	=IF(D36=0,VLOOKUP(E:E,拼音!F:G,2,FALSE)&VLOOKUP(草稿!F:F,拼音!K:L,2,FALSE),VLOOKUP(D:D,拼音!A:B,2,FALSE)&VLOOKUP(E:E,拼音!F:G,2,FALSE)&VLOOKUP(草稿!F:F,拼音!K:L,2,FALSE))	=IF(D36=0,VLOOKUP(E:E,拼音!H:I,2,FALSE)&VLOOKUP(草稿!F:F,拼音!K:L,2,FALSE),VLOOKUP(D:D,拼音!C:D,2,FALSE)&VLOOKUP(E:E,拼音!H:I,2,FALSE)&VLOOKUP(草稿!F:F,拼音!K:L,2,FALSE))	=IF(D36=0,"〇",D36)	=VLOOKUP(J:J,拼音!C:E,3,FALSE)	=VLOOKUP(E:E,拼音!H:J,3,FALSE)	=VLOOKUP(F:F,拼音!K:O,5,FALSE)	=COUNTIF(I:I,I36)	1750	=IF(B36=B34,P34,P34+1)	=IF(LEN(C36)-LEN(SUBSTITUTE(C36,"白",""))=1,"白",(IF(LEN(C36)-LEN(SUBSTITUTE(C36,"文",""))=1,"文",(IF(LEN(C36)-LEN(SUBSTITUTE(C36,"训",""))=1,"训","无")))))
疲	=D37&E37&F37		pʰ	i	44	=COUNTIF(A:A,A37)	=IF(D37=0,VLOOKUP(E:E,拼音!F:G,2,FALSE)&VLOOKUP(草稿!F:F,拼音!K:L,2,FALSE),VLOOKUP(D:D,拼音!A:B,2,FALSE)&VLOOKUP(E:E,拼音!F:G,2,FALSE)&VLOOKUP(草稿!F:F,拼音!K:L,2,FALSE))	=IF(D37=0,VLOOKUP(E:E,拼音!H:I,2,FALSE)&VLOOKUP(草稿!F:F,拼音!K:L,2,FALSE),VLOOKUP(D:D,拼音!C:D,2,FALSE)&VLOOKUP(E:E,拼音!H:I,2,FALSE)&VLOOKUP(草稿!F:F,拼音!K:L,2,FALSE))	=IF(D37=0,"〇",D37)	=VLOOKUP(J:J,拼音!C:E,3,FALSE)	=VLOOKUP(E:E,拼音!H:J,3,FALSE)	=VLOOKUP(F:F,拼音!K:O,5,FALSE)	=COUNTIF(I:I,I37)	1750	=IF(B37=B35,P35,P35+1)	=IF(LEN(C37)-LEN(SUBSTITUTE(C37,"白",""))=1,"白",(IF(LEN(C37)-LEN(SUBSTITUTE(C37,"文",""))=1,"文",(IF(LEN(C37)-LEN(SUBSTITUTE(C37,"训",""))=1,"训","无")))))
鄙	=D38&E38&F38		pʰ	i	53	=COUNTIF(A:A,A38)	=IF(D38=0,VLOOKUP(E:E,拼音!F:G,2,FALSE)&VLOOKUP(草稿!F:F,拼音!K:L,2,FALSE),VLOOKUP(D:D,拼音!A:B,2,FALSE)&VLOOKUP(E:E,拼音!F:G,2,FALSE)&VLOOKUP(草稿!F:F,拼音!K:L,2,FALSE))	=IF(D38=0,VLOOKUP(E:E,拼音!H:I,2,FALSE)&VLOOKUP(草稿!F:F,拼音!K:L,2,FALSE),VLOOKUP(D:D,拼音!C:D,2,FALSE)&VLOOKUP(E:E,拼音!H:I,2,FALSE)&VLOOKUP(草稿!F:F,拼音!K:L,2,FALSE))	=IF(D38=0,"〇",D38)	=VLOOKUP(J:J,拼音!C:E,3,FALSE)	=VLOOKUP(E:E,拼音!H:J,3,FALSE)	=VLOOKUP(F:F,拼音!K:O,5,FALSE)	=COUNTIF(I:I,I38)	1751	=IF(B38=B37,P37,P37+1)	=IF(LEN(C38)-LEN(SUBSTITUTE(C38,"白",""))=1,"白",(IF(LEN(C38)-LEN(SUBSTITUTE(C38,"文",""))=1,"文",(IF(LEN(C38)-LEN(SUBSTITUTE(C38,"训",""))=1,"训","无")))))
痞	=D39&E39&F39		pʰ	i	53	=COUNTIF(A:A,A39)	=IF(D39=0,VLOOKUP(E:E,拼音!F:G,2,FALSE)&VLOOKUP(草稿!F:F,拼音!K:L,2,FALSE),VLOOKUP(D:D,拼音!A:B,2,FALSE)&VLOOKUP(E:E,拼音!F:G,2,FALSE)&VLOOKUP(草稿!F:F,拼音!K:L,2,FALSE))	=IF(D39=0,VLOOKUP(E:E,拼音!H:I,2,FALSE)&VLOOKUP(草稿!F:F,拼音!K:L,2,FALSE),VLOOKUP(D:D,拼音!C:D,2,FALSE)&VLOOKUP(E:E,拼音!H:I,2,FALSE)&VLOOKUP(草稿!F:F,拼音!K:L,2,FALSE))	=IF(D39=0,"〇",D39)	=VLOOKUP(J:J,拼音!C:E,3,FALSE)	=VLOOKUP(E:E,拼音!H:J,3,FALSE)	=VLOOKUP(F:F,拼音!K:O,5,FALSE)	=COUNTIF(I:I,I39)	1752	=IF(B39=B38,P38,P38+1)	=IF(LEN(C39)-LEN(SUBSTITUTE(C39,"白",""))=1,"白",(IF(LEN(C39)-LEN(SUBSTITUTE(C39,"文",""))=1,"文",(IF(LEN(C39)-LEN(SUBSTITUTE(C39,"训",""))=1,"训","无")))))
微	=D40&E40&F40		b	i	44	=COUNTIF(A:A,A40)	=IF(D40=0,VLOOKUP(E:E,拼音!F:G,2,FALSE)&VLOOKUP(草稿!F:F,拼音!K:L,2,FALSE),VLOOKUP(D:D,拼音!A:B,2,FALSE)&VLOOKUP(E:E,拼音!F:G,2,FALSE)&VLOOKUP(草稿!F:F,拼音!K:L,2,FALSE))	=IF(D40=0,VLOOKUP(E:E,拼音!H:I,2,FALSE)&VLOOKUP(草稿!F:F,拼音!K:L,2,FALSE),VLOOKUP(D:D,拼音!C:D,2,FALSE)&VLOOKUP(E:E,拼音!H:I,2,FALSE)&VLOOKUP(草稿!F:F,拼音!K:L,2,FALSE))	=IF(D40=0,"〇",D40)	=VLOOKUP(J:J,拼音!C:E,3,FALSE)	=VLOOKUP(E:E,拼音!H:J,3,FALSE)	=VLOOKUP(F:F,拼音!K:O,5,FALSE)	=COUNTIF(I:I,I40)	1923	=IF(B40=B39,P39,P39+1)	=IF(LEN(C40)-LEN(SUBSTITUTE(C40,"白",""))=1,"白",(IF(LEN(C40)-LEN(SUBSTITUTE(C40,"文",""))=1,"文",(IF(LEN(C40)-LEN(SUBSTITUTE(C40,"训",""))=1,"训","无")))))
米	=D41&E41&F41		b	i	53	=COUNTIF(A:A,A41)	=IF(D41=0,VLOOKUP(E:E,拼音!F:G,2,FALSE)&VLOOKUP(草稿!F:F,拼音!K:L,2,FALSE),VLOOKUP(D:D,拼音!A:B,2,FALSE)&VLOOKUP(E:E,拼音!F:G,2,FALSE)&VLOOKUP(草稿!F:F,拼音!K:L,2,FALSE))	=IF(D41=0,VLOOKUP(E:E,拼音!H:I,2,FALSE)&VLOOKUP(草稿!F:F,拼音!K:L,2,FALSE),VLOOKUP(D:D,拼音!C:D,2,FALSE)&VLOOKUP(E:E,拼音!H:I,2,FALSE)&VLOOKUP(草稿!F:F,拼音!K:L,2,FALSE))	=IF(D41=0,"〇",D41)	=VLOOKUP(J:J,拼音!C:E,3,FALSE)	=VLOOKUP(E:E,拼音!H:J,3,FALSE)	=VLOOKUP(F:F,拼音!K:O,5,FALSE)	=COUNTIF(I:I,I41)	6506	=IF(B41=B40,P40,P40+1)	=IF(LEN(C41)-LEN(SUBSTITUTE(C41,"白",""))=1,"白",(IF(LEN(C41)-LEN(SUBSTITUTE(C41,"文",""))=1,"文",(IF(LEN(C41)-LEN(SUBSTITUTE(C41,"训",""))=1,"训","无")))))
未	=D42&E42&F42		b	i	311	=COUNTIF(A:A,A42)	=IF(D42=0,VLOOKUP(E:E,拼音!F:G,2,FALSE)&VLOOKUP(草稿!F:F,拼音!K:L,2,FALSE),VLOOKUP(D:D,拼音!A:B,2,FALSE)&VLOOKUP(E:E,拼音!F:G,2,FALSE)&VLOOKUP(草稿!F:F,拼音!K:L,2,FALSE))	=IF(D42=0,VLOOKUP(E:E,拼音!H:I,2,FALSE)&VLOOKUP(草稿!F:F,拼音!K:L,2,FALSE),VLOOKUP(D:D,拼音!C:D,2,FALSE)&VLOOKUP(E:E,拼音!H:I,2,FALSE)&VLOOKUP(草稿!F:F,拼音!K:L,2,FALSE))	=IF(D42=0,"〇",D42)	=VLOOKUP(J:J,拼音!C:E,3,FALSE)	=VLOOKUP(E:E,拼音!H:J,3,FALSE)	=VLOOKUP(F:F,拼音!K:O,5,FALSE)	=COUNTIF(I:I,I42)	1924	=IF(B42=B41,P41,P41+1)	=IF(LEN(C42)-LEN(SUBSTITUTE(C42,"白",""))=1,"白",(IF(LEN(C42)-LEN(SUBSTITUTE(C42,"文",""))=1,"文",(IF(LEN(C42)-LEN(SUBSTITUTE(C42,"训",""))=1,"训","无")))))
味	=D43&E43&F43		b	i	311	=COUNTIF(A:A,A43)	=IF(D43=0,VLOOKUP(E:E,拼音!F:G,2,FALSE)&VLOOKUP(草稿!F:F,拼音!K:L,2,FALSE),VLOOKUP(D:D,拼音!A:B,2,FALSE)&VLOOKUP(E:E,拼音!F:G,2,FALSE)&VLOOKUP(草稿!F:F,拼音!K:L,2,FALSE))	=IF(D43=0,VLOOKUP(E:E,拼音!H:I,2,FALSE)&VLOOKUP(草稿!F:F,拼音!K:L,2,FALSE),VLOOKUP(D:D,拼音!C:D,2,FALSE)&VLOOKUP(E:E,拼音!H:I,2,FALSE)&VLOOKUP(草稿!F:F,拼音!K:L,2,FALSE))	=IF(D43=0,"〇",D43)	=VLOOKUP(J:J,拼音!C:E,3,FALSE)	=VLOOKUP(E:E,拼音!H:J,3,FALSE)	=VLOOKUP(F:F,拼音!K:O,5,FALSE)	=COUNTIF(I:I,I43)	1925	=IF(B43=B42,P42,P42+1)	=IF(LEN(C43)-LEN(SUBSTITUTE(C43,"白",""))=1,"白",(IF(LEN(C43)-LEN(SUBSTITUTE(C43,"文",""))=1,"文",(IF(LEN(C43)-LEN(SUBSTITUTE(C43,"训",""))=1,"训","无")))))
咪	=D44&E44&F44		m	i	22	=COUNTIF(A:A,A44)	=IF(D44=0,VLOOKUP(E:E,拼音!F:G,2,FALSE)&VLOOKUP(草稿!F:F,拼音!K:L,2,FALSE),VLOOKUP(D:D,拼音!A:B,2,FALSE)&VLOOKUP(E:E,拼音!F:G,2,FALSE)&VLOOKUP(草稿!F:F,拼音!K:L,2,FALSE))	=IF(D44=0,VLOOKUP(E:E,拼音!H:I,2,FALSE)&VLOOKUP(草稿!F:F,拼音!K:L,2,FALSE),VLOOKUP(D:D,拼音!C:D,2,FALSE)&VLOOKUP(E:E,拼音!H:I,2,FALSE)&VLOOKUP(草稿!F:F,拼音!K:L,2,FALSE))	=IF(D44=0,"〇",D44)	=VLOOKUP(J:J,拼音!C:E,3,FALSE)	=VLOOKUP(E:E,拼音!H:J,3,FALSE)	=VLOOKUP(F:F,拼音!K:O,5,FALSE)	=COUNTIF(I:I,I44)	6568	=IF(B44=B43,P43,P43+1)	=IF(LEN(C44)-LEN(SUBSTITUTE(C44,"白",""))=1,"白",(IF(LEN(C44)-LEN(SUBSTITUTE(C44,"文",""))=1,"文",(IF(LEN(C44)-LEN(SUBSTITUTE(C44,"训",""))=1,"训","无")))))
迷	=D45&E45&F45		m	i	44	=COUNTIF(A:A,A45)	=IF(D45=0,VLOOKUP(E:E,拼音!F:G,2,FALSE)&VLOOKUP(草稿!F:F,拼音!K:L,2,FALSE),VLOOKUP(D:D,拼音!A:B,2,FALSE)&VLOOKUP(E:E,拼音!F:G,2,FALSE)&VLOOKUP(草稿!F:F,拼音!K:L,2,FALSE))	=IF(D45=0,VLOOKUP(E:E,拼音!H:I,2,FALSE)&VLOOKUP(草稿!F:F,拼音!K:L,2,FALSE),VLOOKUP(D:D,拼音!C:D,2,FALSE)&VLOOKUP(E:E,拼音!H:I,2,FALSE)&VLOOKUP(草稿!F:F,拼音!K:L,2,FALSE))	=IF(D45=0,"〇",D45)	=VLOOKUP(J:J,拼音!C:E,3,FALSE)	=VLOOKUP(E:E,拼音!H:J,3,FALSE)	=VLOOKUP(F:F,拼音!K:O,5,FALSE)	=COUNTIF(I:I,I45)	1805	=IF(B45=B44,P44,P44+1)	=IF(LEN(C45)-LEN(SUBSTITUTE(C45,"白",""))=1,"白",(IF(LEN(C45)-LEN(SUBSTITUTE(C45,"文",""))=1,"文",(IF(LEN(C45)-LEN(SUBSTITUTE(C45,"训",""))=1,"训","无")))))
