"繁体字"	"简体字"	"新晃凳寨"	"国际音标"	"说明"	
"會"	"会"	"kuai5"	"kʰuai45"		
"檜"	"桧"	"kuai5"	"kʰuai45"		
"筷"	"筷"	"kuai5"	"kʰuai45"		
"寬"	"宽"	"kuan1"	"kʰuan13"		
"款"	"款"	"kuan3"	"kʰuan21"		
"匡"	"匡"	"kuang1"	"kʰuaŋ13"		
"框"	"框"	"kuang1"	"kʰuaŋ13"		
"眶"	"眶"	"kuang1"	"kʰuaŋ13"		
"筐"	"筐"	"kuang1"	"kʰuaŋ13"		
"誆"	"诓"	"kuang1"	"kʰuaŋ13"		
"狂"	"狂"	"kuang2"	"kʰuang11"		
"曠"	"旷"	"kuang5"	"kʰuaŋ45"		
"況"	"况"	"kuang5"	"kʰuaŋ45"		
"礦"	"矿"	"kuang5"	"kʰuaŋ45"		
"跪"	"跪"	"kue5"	"kʰue45"	"白"	
"巋"	"岿"	"kui1"	"kʰuəi13"		
"盔"	"盔"	"kui1"	"kʰuəi13"		
"窺"	"窥"	"kui1"	"kʰuəi13"		
"虧"	"亏"	"kui1"	"kʰuəi13"		
"傀"	"傀"	"kui2"	"kʰuəi11"		
"傀"	"傀"	"kui2"	"kʰuəi11"		
"夔"	"夔"	"kui2"	"kʰuəi11"		
"奎"	"奎"	"kui2"	"kʰuəi11"		
"睽"	"睽"	"kui2"	"kʰuəi11"		
"葵"	"葵"	"kui2"	"kʰuəi11"		
"逵"	"逵"	"kui2"	"kʰuəi11"		
"馗"	"馗"	"kui2"	"kʰuəi11"		
"魁"	"魁"	"kui2"	"kʰuəi11"		
"匱"	"匮"	"kui5"	"kʰuəi45"		
"櫃"	"柜"	"kui5"	"kʰuəi45"		
"潰"	"溃"	"kui5"	"kʰuəi45"		
"餽"	"馈"	"kui5"	"kʰuəi45"		
"坤"	"坤"	"kun1"	"kʰuən13"		
"崑"	"昆"	"kun1"	"kʰuən13"		
"昆"	"昆"	"kun1"	"kʰuən13"		
"琨"	"琨"	"kun1"	"kʰuən13"		
"錕"	"锟"	"kun1"	"kʰuən13"		
"髖"	"髋"	"kun1"	"kʰuən13"		
"鯤"	"鲲"	"kun1"	"kʰuən13"		
"渾"	"浑"	"kun2"	"kʰuən11"	"白读"	
"餛"	"馄"	"kun2"	"kʰuən11"	"白读"	
"捆"	"捆"	"kun3"	"kʰuən21"		
"梱"	"捆"	"kun3"	"kʰuən21"		
"綑"	"捆"	"kun3"	"kʰuən21"		
"困"	"困"	"kun5"	"kʰuən45"		
"睏"	"困"	"kun5"	"kʰuən45"		
"啦"	"啦"	"la1"	"la13"		
"垃"	"垃"	"la1"	"la13"		
"拉"	"拉"	"la1"	"la13"		
"邋"	"邋"	"la1"	"la13"		
"剌"	"剌"	"la2"	"la11"		
"喇"	"喇"	"la2"	"la11"		
"臘"	"腊"	"la2"	"la11"		
"蠟"	"蜡"	"la2"	"la11"		
"辣"	"辣"	"la2"	"la11"		
"了"	"了"	"la3"	"la21"	"白"	
"來"	"来"	"lai2"	"lai11"		
"崍"	"崃"	"lai2"	"lai11"		
"徠"	"徕"	"lai2"	"lai11"		
"淶"	"涞"	"lai2"	"lai11"		
"萊"	"莱"	"lai2"	"lai11"		
"錸"	"铼"	"lai2"	"lai11"		
"瀨"	"濑"	"lai5"	"lai45"		
"癩"	"癞"	"lai5"	"lai45"		
"睞"	"睐"	"lai5"	"lai45"		
"籟"	"籁"	"lai5"	"lai45"		
"賚"	"赉"	"lai5"	"lai45"		
"賴"	"赖"	"lai5"	"lai45"		
"婪"	"婪"	"lan2"	"lan11"		
"嵐"	"岚"	"lan2"	"lan11"		
"攔"	"拦"	"lan2"	"lan11"		
"欄"	"栏"	"lan2"	"lan11"		
"瀾"	"澜"	"lan2"	"lan11"		
"籃"	"篮"	"lan2"	"lan11"		
"藍"	"蓝"	"lan2"	"lan11"		
"蘭"	"兰"	"lan2"	"lan11"		
"襤"	"褴"	"lan2"	"lan11"		
"讕"	"谰"	"lan2"	"lan11"		
"闌"	"阑"	"lan2"	"lan11"		
"懶"	"懒"	"lan3"	"lan21"		
"攬"	"揽"	"lan3"	"lan21"		
"欖"	"榄"	"lan3"	"lan21"		
"纜"	"缆"	"lan3"	"lan21"		
"覽"	"览"	"lan3"	"lan21"		
"濫"	"滥"	"lan5"	"lan45"		
"爛"	"烂"	"lan5"	"lan45"		
"啷"	"啷"	"lang1"	"laŋ13"		
"廊"	"廊"	"lang2"	"laŋ11"		
"榔"	"榔"	"lang2"	"laŋ11"		
"狼"	"狼"	"lang2"	"laŋ11"		
"琅"	"琅"	"lang2"	"laŋ11"		
"瑯"	"琅"	"lang2"	"laŋ11"		
"螂"	"螂"	"lang2"	"laŋ11"		
"郎"	"郎"	"lang2"	"laŋ11"		
"量"	"量"	"lang2"	"laŋ11"		
"朗"	"朗"	"lang3"	"laŋ21"		
"浪"	"浪"	"lang5"	"laŋ45"		
"踉"	"踉"	"lang5"	"laŋ45"		
"撈"	"捞"	"lao1"	"lau13"		
"熇"	"熇"	"lao1"	"lau13"	"炙热"	
"勞"	"劳"	"lao2"	"lau11"		
"嘮"	"唠"	"lao2"	"lau11"		
"嶗"	"崂"	"lao2"	"lau11"		
"攪"	"搅"	"lao2"	"lau11"	"白"	
"牢"	"牢"	"lao2"	"lau11"		
"絡"	"络"	"lao2"	"lau11"	"白读"	
"鐒"	"铹"	"lao2"	"lau11"		
"佬"	"佬"	"lao3"	"lau21"		
"老"	"老"	"lao3"	"lau21"		
"澇"	"涝"	"lao5"	"lau45"		
"烙"	"烙"	"lao5"	"lau45"		
"癆"	"痨"	"lao5"	"lau45"	"毒药"	
"嘞"	"嘞"	"le1"	"le13"	"语气词"	
"勒"	"勒"	"le5"	"le45"		
"叻"	"叻"	"le5"	"le45"		
"肋"	"肋"	"le5"	"le45"	"文读"	
"鰳"	"鳓"	"le5"	"le45"		
"捋"	"捋"	"le5"	"le45"		
"擂"	"擂"	"lei2"	"ləi11"		
"羸"	"羸"	"lei2"	"ləi11"		
"鐳"	"镭"	"lei2"	"ləi11"		
"雷"	"雷"	"lei2"	"ləi11"		
"儡"	"儡"	"lei3"	"ləi21"		
"壘"	"垒"	"lei3"	"ləi21"		
"磊"	"磊"	"lei3"	"ləi21"		
"蕊"	"蕊"	"lei3"	"ləi21"		
"蕾"	"蕾"	"lei3"	"ləi21"		
"鋁"	"铝"	"lei3"	"ləi21"		
"慮"	"虑"	"lei5"	"ləi45"		
"擂"	"擂"	"lei5"	"ləi45"		
"淚"	"泪"	"lei5"	"ləi45"		
"濾"	"滤"	"lei5"	"ləi45"		
"累"	"累"	"lei5"	"ləi45"		
"肋"	"肋"	"lei5"	"ləi45"	"白读"	
"類"	"类"	"lei5"	"ləi45"		
"楞"	"楞"	"len2"	"lən11"		
"稜"	"棱"	"len2"	"lən11"		
"冷"	"冷"	"len3"	"lən21"		
"力"	"力"	"li2"	"li11"		
"曆"	"历"	"li2"	"li11"		
"喱"	"喱"	"li2"	"li11"		
"律"	"律"	"li2"	"li11"		
"慄"	"栗"	"li2"	"li11"		
"栗"	"栗"	"li2"	"li11"		
"梨"	"梨"	"li2"	"li11"		
"溧"	"溧"	"li2"	"li11"		
"漓"	"漓"	"li2"	"li11"		
"犁"	"犁"	"li2"	"li11"		
"狸"	"狸"	"li2"	"li11"		
"率"	"率"	"li2"	"li11"	"老"	
"琍"	"璃"	"li2"	"li11"		
"璃"	"璃"	"li2"	"li11"		
"立"	"立"	"li2"	"li11"		
"笠"	"笠"	"li2"	"li11"		
"籬"	"篱"	"li2"	"li11"		
"粒"	"粒"	"li2"	"li11"		
"罹"	"罹"	"li2"	"li11"		
"蜊"	"蜊"	"li2"	"li11"		
"蠡"	"蠡"	"li2"	"li11"		
"貍"	"狸"	"li2"	"li11"		
"釐"	"厘"	"li2"	"li11"		
"離"	"离"	"li2"	"li11"		
"驢"	"驴"	"li2"	"li11"		
"驪"	"骊"	"li2"	"li11"		
"鸝"	"鹂"	"li2"	"li11"		
"麗"	"丽"	"li2"	"li11"		
"黎"	"黎"	"li2"	"li11"		
"侶"	"侣"	"li3"	"li21"	"老"	
"俚"	"俚"	"li3"	"li21"		
"呂"	"吕"	"li3"	"li21"	"老"	
"哩"	"哩"	"li3"	"li21"		
"娌"	"娌"	"li3"	"li21"		
"屢"	"屡"	"li3"	"li21"	"老"	
"履"	"履"	"li3"	"li21"		
"旅"	"旅"	"li3"	"li21"	"老"	
"李"	"李"	"li3"	"li21"		
"櫚"	"榈"	"li3"	"li21"		
"理"	"理"	"li3"	"li21"		
"禮"	"礼"	"li3"	"li21"		
"縷"	"缕"	"li3"	"li21"	"老"	
"裡"	"里"	"li3"	"li21"		
"褸"	"褛"	"li3"	"li21"	"老"	
"里"	"里"	"li3"	"li21"		
"鋰"	"锂"	"li3"	"li21"		
"閭"	"闾"	"li3"	"li21"		
"鯉"	"鲤"	"li3"	"li21"		
"櫟"	"栎"	"li5"	"li45"		
"歷"	"历"	"li5"	"li45"		
"例"	"例"	"li5"	"li45"		
"俐"	"俐"	"li5"	"li45"		
"利"	"利"	"li5"	"li45"		
"勵"	"励"	"li5"	"li45"		
"瀝"	"沥"	"li5"	"li45"		
"厲"	"厉"	"li5"	"li45"		
"吏"	"吏"	"li5"	"li45"		
"慮"	"虑"	"li5"	"li45"		
"戾"	"戾"	"li5"	"li45"		
"濾"	"滤"	"li5"	"li45"		
"痢"	"痢"	"li5"	"li45"		
"礪"	"砺"	"li5"	"li45"		
"荔"	"荔"	"li5"	"li45"		
"莉"	"莉"	"li5"	"li45"		
"蒞"	"莅"	"li5"	"li45"		
"蠣"	"蛎"	"li5"	"li45"		
"隸"	"隶"	"li5"	"li45"		
"離"	"离"	"li5"	"li45"	"离鍋"	
"麗"	"丽"	"li5"	"li45"		
"麗"	"丽"	"li5"	"li45"		
"靂"	"雳"	"li5"	"li45"		
"離"	"离"	"lia1"	"lia13"	"白"	
"跨"	"跨"	"lia5"	"lia4"	"训读"	
"帘"	"帘"	"lian2"	"lien2"		
"廉"	"廉"	"lian2"	"lien2"		
"憐"	"怜"	"lian2"	"lien2"		
"漣"	"涟"	"lian2"	"lien2"		
"簾"	"帘"	"lian2"	"lien2"		
"聯"	"联"	"lian2"	"lien2"		
"蓮"	"莲"	"lian2"	"lien2"		
"連"	"连"	"lian2"	"lien2"		
"鏈"	"链"	"lian2"	"lien2"		
"鐮"	"镰"	"lian2"	"lien2"		
"鰱"	"鲢"	"lian2"	"lien2"		
"斂"	"敛"	"lian3"	"lien21"		
"臉"	"脸"	"lian3"	"lien21"		
"煉"	"炼"	"lian5"	"lien45"		
"練"	"练"	"lian5"	"lien45"		
"鍊"	"炼"	"lian5"	"lien45"		
"梁"	"梁"	"liang2"	"liaŋ11"		
"涼"	"凉"	"liang2"	"liaŋ11"		
"粱"	"粱"	"liang2"	"liaŋ11"		
"糧"	"粮"	"liang2"	"liaŋ11"		
"良"	"良"	"liang2"	"liaŋ11"		
"倆"	"俩"	"liang3"	"liaŋ21"		
"兩"	"两"	"liang3"	"liaŋ21"		
"魎"	"魉"	"liang3"	"liaŋ21"		
"亮"	"亮"	"liang5"	"liaŋ45"		
"晾"	"晾"	"liang5"	"liaŋ45"		
"諒"	"谅"	"liang5"	"liaŋ45"		
"踉"	"踉"	"liang5"	"liaŋ45"		
"輛"	"辆"	"liang5"	"liaŋ45"		
"量"	"量"	"liang5"	"liaŋ45"		
"撩"	"撩"	"liao1"	"liau13"		
"僚"	"僚"	"liao2"	"liau11"		
"嘹"	"嘹"	"liao2"	"liau11"		
"寥"	"寥"	"liao2"	"liau11"		
"寮"	"寮"	"liao2"	"liau11"		
"潦"	"潦"	"liao2"	"liau11"		
"燎"	"燎"	"liao2"	"liau11"		
"獠"	"獠"	"liao2"	"liau11"		
"療"	"疗"	"liao2"	"liau11"		
"繚"	"缭"	"liao2"	"liau11"		
"聊"	"聊"	"liao2"	"liau11"		
"遼"	"辽"	"liao2"	"liau11"		
"鷯"	"鹩"	"liao2"	"liau11"		
"了"	"了"	"liao3"	"liau21"	"文"	
"瞭"	"瞭"	"liao3"	"liau21"		
"釕"	"钌"	"liao3"	"liau21"		
"廖"	"廖"	"liao5"	"liau45"		
"料"	"料"	"liao5"	"liau45"		
"鐐"	"镣"	"liao5"	"liau45"		
"冽"	"冽"	"lie2"	"lie11"		
"列"	"列"	"lie2"	"lie11"		
"劣"	"劣"	"lie2"	"lie11"		
"咧"	"咧"	"lie2"	"lie11"		
"洌"	"洌"	"lie2"	"lie11"		
"烈"	"烈"	"lie2"	"lie11"		
"裂"	"裂"	"lie2"	"lie11"		
"趔"	"趔"	"lie2"	"lie11"		
"獵"	"猎"	"lie5"	"lie45"		
"拎"	"拎"	"lin1"	"lin13"		
"伶"	"伶"	"lin2"	"lin11"		
"凌"	"凌"	"lin2"	"lin11"		
"呤"	"呤"	"lin2"	"lin11"		
"囹"	"囹"	"lin2"	"lin11"		
"嶙"	"嶙"	"lin2"	"lin11"		
"林"	"林"	"lin2"	"lin11"		
"泠"	"泠"	"lin2"	"lin11"		
"淋"	"淋"	"lin2"	"lin11"		
"燐"	"磷"	"lin2"	"lin11"		
"玲"	"玲"	"lin2"	"lin11"		
"琳"	"琳"	"lin2"	"lin11"		
"瞵"	"瞵"	"lin2"	"lin11"		
"磷"	"磷"	"lin2"	"lin11"		
"粼"	"粼"	"lin2"	"lin11"		
"綾"	"绫"	"lin2"	"lin11"		
"羚"	"羚"	"lin2"	"lin11"		
"翎"	"翎"	"lin2"	"lin11"		
"聆"	"聆"	"lin2"	"lin11"		
"臨"	"临"	"lin2"	"lin11"		
"苓"	"苓"	"lin2"	"lin11"		
"菱"	"菱"	"lin2"	"lin11"		
"蛉"	"蛉"	"lin2"	"lin11"		
"轔"	"辚"	"lin2"	"lin11"		
"遴"	"遴"	"lin2"	"lin11"		
"鄰"	"邻"	"lin2"	"lin11"		
"鈴"	"铃"	"lin2"	"lin11"		
"陵"	"陵"	"lin2"	"lin11"		
"零"	"零"	"lin2"	"lin11"		
"霖"	"霖"	"lin2"	"lin11"		
"靈"	"灵"	"lin2"	"lin11"		
"鯪"	"鲮"	"lin2"	"lin11"		
"鱗"	"鳞"	"lin2"	"lin11"		
"麟"	"麟"	"lin2"	"lin11"		
"齡"	"龄"	"lin2"	"lin11"		
"凜"	"凛"	"lin3"	"lin21"		
"嶺"	"岭"	"lin3"	"lin21"		
"檁"	"檩"	"lin3"	"lin21"		
"領"	"领"	"lin3"	"lin21"		
"令"	"令"	"lin5"	"lin45"		
"凝"	"凝"	"lin5"	"lin45"	"构凝"	
"另"	"另"	"lin5"	"lin45"		
"吝"	"吝"	"lin5"	"lin45"	"文"	
"藺"	"蔺"	"lin5"	"lin45"		
"賃"	"赁"	"lin5"	"lin45"		
"躪"	"躏"	"lin5"	"lin45"		
"遴"	"遴"	"lin5"	"lin45"		
"掠"	"掠"	"lio2"	"lio11"		
"略"	"略"	"lio2"	"lio11"		
"溜"	"溜"	"liu1"	"liəu13"		
"瘤"	"瘤"	"liu1"	"liəu13"		
"遛"	"遛"	"liu1"	"liəu13"		
"鎏"	"鎏"	"liu1"	"liəu13"		
"餾"	"馏"	"liu1"	"liəu13"		
"劉"	"刘"	"liu2"	"liəu11"		
"榴"	"榴"	"liu2"	"liəu11"		
"流"	"流"	"liu2"	"liəu11"		
"瀏"	"浏"	"liu2"	"liəu11"		
"琉"	"琉"	"liu2"	"liəu11"		
"留"	"留"	"liu2"	"liəu11"		
"硫"	"硫"	"liu2"	"liəu11"		
"柳"	"柳"	"liu3"	"liəu21"		
"綹"	"绺"	"liu5"	"liəu45"		
"囉"	"啰"	"lo2"	"lo11"		
"樂"	"乐"	"lo2"	"lo11"		
"玀"	"猡"	"lo2"	"lo11"		
"籮"	"箩"	"lo2"	"lo11"		
"絡"	"络"	"lo2"	"lo11"	"文读"	
"羅"	"罗"	"lo2"	"lo11"		
"腡"	"脶"	"lo2"	"lo11"		
"落"	"落"	"lo2"	"lo11"		
"蘿"	"萝"	"lo2"	"lo11"		
"螺"	"螺"	"lo2"	"lo11"		
"蠃"	"蠃"	"lo2"	"lo11"		
"邏"	"逻"	"lo2"	"lo11"		
"鑼"	"锣"	"lo2"	"lo11"		
"騾"	"骡"	"lo2"	"lo11"		
"裸"	"裸"	"lo3"	"lo21"		
"摞"	"摞"	"lo5"	"lo45"		
"撂"	"撂"	"lo5"	"lo45"		
"洛"	"洛"	"lo5"	"lo45"		
"酪"	"酪"	"lo5"	"lo45"		
"鉻"	"铬"	"lo5"	"lo45"		
"駱"	"骆"	"lo5"	"lo45"		
"聾"	"聋"	"long1"	"loŋ13"		
"嚨"	"咙"	"long2"	"loŋ11"	"文读"	
"朧"	"胧"	"long2"	"loŋ11"		
"瓏"	"珑"	"long2"	"loŋ11"		
"礱"	"砻"	"long2"	"loŋ11"		
"窿"	"窿"	"long2"	"loŋ11"		
"籠"	"笼"	"long2"	"loŋ11"	"笼子"	
"隆"	"隆"	"long2"	"loŋ11"		
"龍"	"龙"	"long2"	"loŋ11"		
"壟"	"垄"	"long3"	"loŋ21"		
"孔"	"孔"	"long3"	"loŋ21"	"白读"	
"攏"	"拢"	"long3"	"loŋ21"		
"籠"	"笼"	"long3"	"loŋ21"	"笼罩"	
"隴"	"陇"	"long3"	"loŋ21"		
"摟"	"搂"	"lou1"	"ləu13"		
"僂"	"偻"	"lou2"	"ləu11"		
"六"	"六"	"lou2"	"ləu11"		
"嘍"	"喽"	"lou2"	"ləu11"		
"嚨"	"咙"	"lou2"	"ləu11"	"白读"	
"婁"	"娄"	"lou2"	"ləu11"		
"嶁"	"嵝"	"lou2"	"ləu11"		
"廬"	"庐"	"lou2"	"ləu11"		
"樓"	"楼"	"lou2"	"ləu11"		
"氯"	"氯"	"lou2"	"ləu11"		
"瀘"	"泸"	"lou2"	"ləu11"		
"爐"	"炉"	"lou2"	"ləu11"		
"盧"	"卢"	"lou2"	"ləu11"		
"睩"	"睩"	"lou2"	"ləu11"		
"簍"	"篓"	"lou2"	"ləu11"		
"綠"	"绿"	"lou2"	"ləu11"		
"蘆"	"芦"	"lou2"	"ləu11"		
"螻"	"蝼"	"lou2"	"ləu11"		
"錄"	"录"	"lou2"	"ləu11"		
"陸"	"陆"	"lou2"	"ləu11"		
"顱"	"颅"	"lou2"	"ləu11"		
"驢"	"驴"	"lou2"	"ləu11"		
"髏"	"髅"	"lou2"	"ləu11"		
"鱸"	"鲈"	"lou2"	"ləu11"		
"鸕"	"鸬"	"lou2"	"ləu11"		
"嚕"	"噜"	"lou3"	"ləu21"		
"擄"	"掳"	"lou3"	"ləu21"		
"櫓"	"橹"	"lou3"	"ləu21"		
"氌"	"氇"	"lou3"	"ləu21"		
"簏"	"簏"	"lou3"	"ləu21"	"簏簏"	
"虜"	"虏"	"lou3"	"ləu21"		
"魯"	"鲁"	"lou3"	"ləu21"		
"鹵"	"卤"	"lou3"	"ləu21"		
"戮"	"戮"	"lou5"	"ləu45"		
"漉"	"漉"	"lou5"	"ləu45"		
"漏"	"漏"	"lou5"	"ləu45"		
"潞"	"潞"	"lou5"	"ləu45"		
"璐"	"璐"	"lou5"	"ləu45"		
"碌"	"碌"	"lou5"	"ləu45"		
"祿"	"禄"	"lou5"	"ləu45"		
"賂"	"赂"	"lou5"	"ləu45"		
"路"	"路"	"lou5"	"ləu45"		
"輅"	"辂"	"lou5"	"ləu45"		
"轆"	"辘"	"lou5"	"ləu45"		
"鏤"	"镂"	"lou5"	"ləu45"		
"陋"	"陋"	"lou5"	"ləu45"		
"露"	"露"	"lou5"	"ləu45"		
"鷺"	"鹭"	"lou5"	"ləu45"		
"鹿"	"鹿"	"lou5"	"ləu45"		
"麓"	"麓"	"lou5"	"ləu45"		
"孌"	"娈"	"luan2"	"luan11"		
"孿"	"孪"	"luan2"	"luan11"		
"巒"	"峦"	"luan2"	"luan11"		
"攣"	"挛"	"luan2"	"luan11"		
"欒"	"栾"	"luan2"	"luan11"		
"灤"	"滦"	"luan2"	"luan11"		
"鑾"	"銮"	"luan2"	"luan11"		
"鸞"	"鸾"	"luan2"	"luan11"		
"卵"	"卵"	"luan3"	"luan21"		
"亂"	"乱"	"luan5"	"luan45"		
"率"	"率"	"lyu2"	"ly11"	"新"	
"侶"	"侣"	"lyu3"	"ly21"	"新"	
"呂"	"吕"	"lyu3"	"ly21"	"新"	
"屢"	"屡"	"lyu3"	"ly21"	"新"	
"旅"	"旅"	"lyu3"	"ly21"	"新"	
"縷"	"缕"	"lyu3"	"ly21"	"新"	
"褸"	"褛"	"lyu3"	"ly21"	"新"	
"嗎"	"吗"	"ma1"	"ma13"		
"麻"	"麻"	"ma1"	"ma13"	"黑麻漆"	
"嘛"	"嘛"	"ma2"	"ma11"		
"抹"	"抹"	"ma2"	"ma11"		
"蟆"	"蟆"	"ma2"	"ma11"		
"麻"	"麻"	"ma2"	"ma11"		
"瑪"	"玛"	"ma3"	"ma21"		
"碼"	"码"	"ma3"	"ma21"		
"螞"	"蚂"	"ma3"	"ma21"		
"馬"	"马"	"ma3"	"ma21"		
"罵"	"骂"	"ma5"	"ma45"		
"埋"	"埋"	"mai2"	"mai11"		
"霾"	"霾"	"mai2"	"mai11"		
"買"	"买"	"mai3"	"mai21"		
"賣"	"卖"	"mai5"	"mai45"		
"邁"	"迈"	"mai5"	"mai45"		
"瞞"	"瞒"	"man2"	"man11"	"新"	
"蠻"	"蛮"	"man2"	"man2"		
"鞔"	"鞔"	"man2"	"man11"	"新"	
"饅"	"馒"	"man2"	"man11"	"新"	
"鰻"	"鳗"	"man2"	"man11"	"新"	
"滿"	"满"	"man3"	"man21"	"新"	
"幔"	"幔"	"man5"	"man45"	"新"	
"慢"	"慢"	"man5"	"man45"		
"曼"	"曼"	"man5"	"man45"	"新"	
"漫"	"漫"	"man5"	"man45"	"新"	
"蔓"	"蔓"	"man5"	"man45"	"新"	
"謾"	"谩"	"man5"	"man45"	"新"	
"忙"	"忙"	"mang2"	"maŋ11"		
"氓"	"氓"	"mang2"	"maŋ11"		
"盲"	"盲"	"mang2"	"maŋ11"		
"茫"	"茫"	"mang2"	"maŋ11"		
"虻"	"虻"	"mang2"	"maŋ11"		
"漭"	"漭"	"mang3"	"maŋ21"		
"莽"	"莽"	"mang3"	"maŋ21"		
"蟒"	"蟒"	"mang3"	"maŋ21"		
"貓"	"猫"	"mao1"	"mau13"		
"毛"	"毛"	"mao2"	"mau11"		
"犛"	"牦"	"mao2"	"mau11"		
"矛"	"矛"	"mao2"	"mau11"		
"茅"	"茅"	"mao2"	"mau11"		
"錨"	"锚"	"mao2"	"mau11"		
"卯"	"卯"	"mao3"	"mau21"		
"拇"	"拇"	"mao3"	"mau21"	"新"	
"牡"	"牡"	"mao3"	"mau21"	"新"	
"畝"	"亩"	"mao3"	"mau21"	"新"	
"昴"	"昴"	"mao3"	"mau21"		
"鉚"	"铆"	"mao3"	"mau21"		
"冒"	"冒"	"mao5"	"mau45"		
"帽"	"帽"	"mao5"	"mau45"		
"茂"	"茂"	"mao5"	"mau45"	"新"	
"貿"	"贸"	"mao5"	"mau45"	"新"	
"貌"	"貌"	"mao5"	"mau45"		
"佰"	"佰"	"me2"	"me11"		
"墨"	"墨"	"me2"	"me11"		
"歿"	"殁"	"me2"	"me11"		
"沒"	"没"	"me2"	"me11"		
"脈"	"脉"	"me2"	"me11"		
"貊"	"貊"	"me2"	"me11"		
"貘"	"貘"	"me2"	"me11"		
"陌"	"陌"	"me2"	"me11"		
"麥"	"麦"	"me2"	"me11"		
"默"	"默"	"me2"	"me11"		
"霉"	"霉"	"mei1"	"məi13"	"运气差"	
"媒"	"媒"	"mei2"	"məi11"		
"嵋"	"嵋"	"mei2"	"məi11"	"新"	
"枚"	"枚"	"mei2"	"məi11"		
"梅"	"梅"	"mei2"	"məi11"		
"楣"	"楣"	"mei2"	"məi11"		
"湄"	"湄"	"mei2"	"məi11"		
"煤"	"煤"	"mei2"	"məi11"		
"玫"	"玫"	"mei2"	"məi11"		
"眉"	"眉"	"mei2"	"məi11"	"新"	
"莓"	"莓"	"mei2"	"məi11"		
"酶"	"酶"	"mei2"	"məi11"		
"霉"	"霉"	"mei2"	"məi11"		
"黴"	"霉"	"mei2"	"məi11"		
"未"	"未"	"mei3"	"məi21"	"白讀"	
"每"	"每"	"mei3"	"məi21"		
"美"	"美"	"mei3"	"məi21"		
"鎂"	"镁"	"mei3"	"məi21"		
"妹"	"妹"	"mei5"	"məi45"		
"媚"	"媚"	"mei5"	"məi45"		
"寐"	"寐"	"mei5"	"məi45"		
"昧"	"昧"	"mei5"	"məi45"		
"煝"	"煝"	"mei5"	"məi45"		
"魅"	"魅"	"mei5"	"məi45"		
"們"	"们"	"men1"	"mən13"		
"捫"	"扪"	"men2"	"mən11"		
"明"	"明"	"men2"	"mən11"	"白读,明朝"	
"鍆"	"钔"	"men2"	"mən11"		
"門"	"门"	"men2"	"mən11"		
"悶"	"闷"	"men5"	"mən45"		
"懣"	"懑"	"men5"	"mən45"		
"燜"	"焖"	"men5"	"mən45"		
"咪"	"咪"	"mi1"	"mi13"		
"密"	"密"	"mi2"	"mi11"		
"嵋"	"嵋"	"mi2"	"mi11"	"老"	
"彌"	"弥"	"mi2"	"mi11"		
"瀰"	"弥"	"mi2"	"mi11"		
"獼"	"猕"	"mi2"	"mi11"		
"眉"	"眉"	"mi2"	"mi11"	"老"	
"眯"	"眯"	"mi2"	"mi11"	"眯坨"	
"糜"	"糜"	"mi2"	"mi11"		
"蜜"	"蜜"	"mi2"	"mi11"	"文"	
"謎"	"谜"	"mi2"	"mi11"		
"迷"	"迷"	"mi2"	"mi11"		
"醚"	"醚"	"mi2"	"mi11"		
"靡"	"靡"	"mi2"	"mi11"		
"弭"	"弭"	"mi3"	"mi21"		
"米"	"米"	"mi3"	"mi21"		
"冪"	"幂"	"mi5"	"mi45"		
"汨"	"汨"	"mi5"	"mi45"		
"眯"	"眯"	"mi5"	"mi45"	"笑眯"	
"覓"	"觅"	"mi5"	"mi45"		
"謎"	"谜"	"mi5"	"mi45"	"谜子"	
"棉"	"棉"	"mian2"	"mien11"		
"眠"	"眠"	"mian2"	"mien11"		
"綿"	"绵"	"mian2"	"mien11"		
"免"	"免"	"mian3"	"mien21"		
"冕"	"冕"	"mian3"	"mien21"		
"勉"	"勉"	"mian3"	"mien21"		
"娩"	"娩"	"mian3"	"mien21"		
"湎"	"湎"	"mian3"	"mien21"		
"澠"	"渑"	"mian3"	"mien21"		
"緬"	"缅"	"mian3"	"mien21"		
"面"	"面"	"mian5"	"mien45"		
"麵"	"面"	"mian5"	"mien45"		
"喵"	"喵"	"miao1"	"miau13"		
"瞄"	"瞄"	"miao1"	"miau13"		
"描"	"描"	"miao2"	"miau11"		
"苗"	"苗"	"miao2"	"miau11"		
"淼"	"淼"	"miao3"	"miao21"		
"渺"	"渺"	"miao3"	"miao21"		
"秒"	"秒"	"miao3"	"miao21"		
"緲"	"缈"	"miao3"	"miao21"		
"藐"	"藐"	"miao3"	"miao21"		
"邈"	"邈"	"miao3"	"miao21"		
"妙"	"妙"	"miao5"	"miau45"		
"廟"	"庙"	"miao5"	"miau45"		
"搣"	"搣"	"mie1"	"mie13"		
"篾"	"篾"	"mie1"	"mie13"	"竹蔑"	
"滅"	"灭"	"mie2"	"mie11"		
"蔑"	"蔑"	"mie2"	"mie11"		
"蜜"	"蜜"	"min1"	"min13"	"白"	
"冥"	"冥"	"min2"	"min11"		
"名"	"名"	"min2"	"min11"		
"抿"	"抿"	"min2"	"min11"		
"明"	"明"	"min2"	"min11"	"文读"	
"暝"	"暝"	"min2"	"min11"		
"民"	"民"	"min2"	"min11"		
"溟"	"溟"	"min2"	"min11"		
"玟"	"玟"	"min2"	"min11"		
