正體	簡體	音標	調類	備註
箱	箱	ɕiã	①	
湘	湘	ɕiã	①	
緗	缃	ɕiã	①	
香	香	ɕiã	①	
鄉	乡	ɕiã	①	
薌	芗	ɕiã	①	
廂	厢	ɕiã	①	
襄	襄	ɕiã	①	
鑲	镶	ɕiã	①	
驤	骧	ɕiã	①	
想	想	ɕiã	③ⓐ	
享	享	ɕiã	③ⓐ	
餉	饷	ɕiã	③ⓐ	
嚮	向	ɕiã	③ⓐ	
響	响	ɕiã	③ⓐ	
饗	飨	ɕiã	③ⓐ	
鯗	鲞	ɕiã	③ⓐ	白～魚：剖開晾乾呈扁平狀的魚
相	相	ɕiã	⑤	孛～：玩兒
嚮	向	ɕiã	⑤	
象	象	ʑiã	④	
像	像	ʑiã	④	勿～：不成樣子
橡	橡	ʑiã	④	
孃	娘	ȵiã	②	奶～：媽媽｜晚～：繼母
娘	娘	ȵiã	②	
瓤	瓤	ȵiã	②	
穰	穰	ȵiã	②	
禳	禳	ȵiã	②	
蘘	蘘	ȵiã	②	
釀	酿	ȵiã	③ⓐ	酒～
仰	仰	ȵiã	③ⓐ	
壤	壤	ȵiã	④	
攘	攘	ȵiã	④	
讓	让	ȵiã	⑥	
羊	羊	ɦiã	②	
洋	洋	ɦiã	②	～襪｜～油｜～鉛皮｜～瓷杯
烊	烊	ɦiã	②	雪～脱哩
垟	垟	ɦiã	②	
陽	阳	ɦiã	②	
楊	杨	ɦiã	②	
揚	扬	ɦiã	②	
煬	炀	ɦiã	②	隋～帝
瘍	疡	ɦiã	②	
昜	昜	ɦiã	②	
婸	婸	ɦiã	②	
暘	旸	ɦiã	②	
瑒	玚	ɦiã	②	
颺	扬	ɦiã	②	
降	降	ɦiã	②	(文)投～
蛘	蛘	ɦiã	②	～子：米蟲
養	养	ɦiã	④	生：小人
氧	氧	ɦiã	④	
癢	痒	ɦiã	④	
央	央	iã	①	
秧	秧	iã	①	
殃	殃	iã	①	
泱	泱	iã	①	
鴛	鸳	iã	①	
養	养	iã	③ⓐ	～媳婦：童養媳
鞅	鞅	iã	③ⓐ	
勨	勨	iã	③ⓐ	
樣	样	iã	⑤	～頭：故稱物好，以索取之
烊	烊	iã	⑤	打～：店關門
怏	怏	iã	⑤	
映	映	iã	⑤	
𥀱	𥀱	uã	③ⓐ	
橫	横	ɦuã	②	頭～頭：床靠頭的一端
☐	☐	ɦuã	②	～東道：打賭
橫	横	uã	①	～來：蠻橫不講道理
幫	帮	pɑ̃	①	
邦	邦	pɑ̃	①	
梆	梆	pɑ̃	①	
綁	绑	pɑ̃	③ⓐ	
榜	榜	pɑ̃	③ⓐ	
膀	膀	pɑ̃	③ⓐ	翅～
蒡	蒡	pɑ̃	③ⓐ	
磅	磅	pɑ̃	⑤	
鎊	镑	pɑ̃	⑤	
謗	谤	pɑ̃	⑤	
滂	滂	pʰɑ̃	①	
鎊	镑	pʰɑ̃	①	
磅	磅	pʰɑ̃	①	
肨	肨	pʰɑ̃	①	
胮	胮	pʰɑ̃	①	
霶	霶	pʰɑ̃	①	
髈	髈	pʰɑ̃	③ⓐ	蹄～
胖	胖	pʰɑ̃	⑤	人～｜毛豆浸浸～
旁	旁	bɑ̃	②	
螃	螃	bɑ̃	②	
防	防	bɑ̃	②	
膀	膀	bɑ̃	②	～胱
龐	庞	bɑ̃	②	
傍	傍	bɑ̃	②	比：我奴～伊大
耪	耪	bɑ̃	②	
鰟	鳑	bɑ̃	②	
逄	逄	bɑ̃	②	
彷	彷	bɑ̃	②	
棒	棒	bɑ̃	④	
蚌	蚌	bɑ̃	④	
忙	忙	mɑ̃	②	文
虻	虻	mɑ̃	②	又
芒	芒	mɑ̃	②	
茫	茫	mɑ̃	②	
亡	亡	mɑ̃	②	
邙	邙	mɑ̃	②	
氓	氓	mɑ̃	②	
杧	杧	mɑ̃	②	
盲	盲	mɑ̃	②	
𥐞	𥐞	mɑ̃	②	
尨	尨	mɑ̃	②	
莽	莽	mɑ̃	④	
蟒	蟒	mɑ̃	④	
漭	漭	mɑ̃	④	
網	网	mɑ̃	④	
罔	罔	mɑ̃	④	
惘	惘	mɑ̃	④	
魍	魍	mɑ̃	④	
忘	忘	mɑ̃	⑥	
望	望	mɑ̃	⑥	盼：～來長遠哩｜問候，看望：～～伊
匚	匚	fɑ̃	①	
方	方	fɑ̃	①	
芳	芳	fɑ̃	①	
坊	坊	fɑ̃	①	
妨	妨	fɑ̃	①	
肪	肪	fɑ̃	①	
枋	枋	fɑ̃	①	
鈁	钫	fɑ̃	①	
邡	邡	fɑ̃	①	
訪	访	fɑ̃	③ⓐ	遍求：鮝魚是～得來呃
仿	仿	fɑ̃	③ⓐ	
彷	彷	fɑ̃	③ⓐ	
紡	纺	fɑ̃	③ⓐ	
舫	舫	fɑ̃	③ⓐ	
倣	仿	fɑ̃	③ⓐ	
昉	昉	fɑ̃	③ⓐ	
放	放	fɑ̃	⑤	
房	房	vɑ̃	②	過～女兒：乾女兒
亡	亡	vɑ̃	②	
防	防	vɑ̃	②	
魴	鲂	vɑ̃	②	
釯	釯	vɑ̃	②	
惘	惘	vɑ̃	②	
輞	辋	vɑ̃	②	
望	望	vɑ̃	⑥	文
忘	忘	vɑ̃	⑥	文
妄	妄	vɑ̃	⑥	
當	当	tɑ̃	①	
噹	当	tɑ̃	①	
襠	裆	tɑ̃	①	
鐺	铛	tɑ̃	①	
璫	珰	tɑ̃	①	
簹	筜	tɑ̃	①	
讜	谠	tɑ̃	③ⓐ	
黨	党	tɑ̃	③ⓐ	
擋	挡	tɑ̃	③ⓐ	搭～：相配合
钂	镋	tɑ̃	③ⓐ	
攩	挡	tɑ̃	③ⓐ	
當	当	tɑ̃	⑤	～是：以為
擋	挡	tɑ̃	⑤	
檔	檔	tɑ̃	⑤	
壋	垱	tɑ̃	⑤	
☐	☐	tʰɑ̃	①	遮擋
湯	汤	tʰɑ̃	①	
攩	挡	tʰɑ̃	①	
羰	羰	tʰɑ̃	①	
鏜	镗	tʰɑ̃	①	
鐋	铴	tʰɑ̃	①	
蹚	蹚	tʰɑ̃	①	
蝪	蝪	tʰɑ̃	①	
躺	躺	tʰɑ̃	③ⓑ	
倘	倘	tʰɑ̃	③ⓑ	
惝	惝	tʰɑ̃	③ⓑ	
淌	淌	tʰɑ̃	③ⓑ	
耥	耥	tʰɑ̃	③ⓑ	
帑	帑	tʰɑ̃	③ⓑ	
儻	傥	tʰɑ̃	③ⓑ	
燙	烫	tʰɑ̃	⑤	
鐋	铴	tʰɑ̃	⑤	
趟	趟	tʰɑ̃	⑤	
堂	堂	dɑ̃	②	
棠	棠	dɑ̃	②	
螳	螳	dɑ̃	②	
膛	膛	dɑ̃	②	
樘	樘	dɑ̃	②	
唐	唐	dɑ̃	②	
糖	糖	dɑ̃	②	
塘	塘	dɑ̃	②	
醣	醣	dɑ̃	②	
搪	搪	dɑ̃	②	
溏	溏	dɑ̃	②	
螗	螗	dɑ̃	②	
瑭	瑭	dɑ̃	②	
踼	踼	dɑ̃	②	
鄌	鄌	dɑ̃	②	
盪	荡	dɑ̃	④	～一～：器皿晃動再洗使淨
蕩	荡	dɑ̃	④	掃～
婸	婸	dɑ̃	④	
宕	宕	dɑ̃	⑥	
凼	凼	dɑ̃	⑥	
趤	趤	dɑ̃	⑥	
碭	砀	dɑ̃	⑥	
菪	菪	dɑ̃	⑥	
蕩	荡	dɑ̃	⑥	
囊	囊	nɑ̃	②	
饢	馕	nɑ̃	②	
囔	囔	nɑ̃	②	
瓤	瓤	nɑ̃	②	
攮	攮	nɑ̃	②	
曩	曩	nɑ̃	④	
齉	齉	nɑ̃	④	
狼	狼	lɑ̃	②	
郎	郎	lɑ̃	②	～中：醫生｜朝～頭：男小青年
廊	廊	lɑ̃	②	
哴	哴	lɑ̃	②	
琅	琅	lɑ̃	②	
莨	莨	lɑ̃	②	
螂	螂	lɑ̃	②	
榔	榔	lɑ̃	②	
啷	啷	lɑ̃	②	
稂	稂	lɑ̃	②	
鋃	锒	lɑ̃	②	
瑯	琅	lɑ̃	②	
嫏	嫏	lɑ̃	②	
鎯	鎯	lɑ̃	②	
躴	躴	lɑ̃	②	
☐	☐	lɑ̃	④	稀疏：頭髮～來
朗	朗	lɑ̃	④	
烺	烺	lɑ̃	④	
㝗	㝗	lɑ̃	④	
浪	浪	ʔlɑ̃	⑤	又
浪	浪	lɑ̃	⑥	又
閬	阆	lɑ̃	⑥	
蒗	蒗	lɑ̃	⑥	
誏	誏	lɑ̃	⑥	
㫰	㫰	lɑ̃	⑥	
𧻴	𧻴	lɑ̃	⑥	
章	章	tsɑ̃	①	姓
臟	脏	tsɑ̃	①	
髒	脏	tsɑ̃	①	
贓	赃	tsɑ̃	①	
臧	臧	tsɑ̃	①	
妝	妆	tsɑ̃	①	
樁	桩	tsɑ̃	①	
莊	庄	tsɑ̃	①	
☐	☐	tsɑ̃	①	使勁兒一放
裝	装	tsɑ̃	①	～睏樣子：故作假象，撒嬌
牂	牂	tsɑ̃	①	
仉	仉	tsɑ̃	①	
駔	驵	tsɑ̃	①	
髒	脏	tsɑ̃	①	
壯	壮	tsɑ̃	⑤	胖：身體～
葬	葬	tsɑ̃	⑤	
倉	仓	tsʰɑ̃	①	
瘡	疮	tsʰɑ̃	①	
蒼	苍	tsʰɑ̃	①	
傖	伧	tsʰɑ̃	①	
艙	舱	tsʰɑ̃	①	
滄	沧	tsʰɑ̃	①	
☐	☐	tsʰɑ̃	①	～脫：好物用語不恰當處
窗	窗	tsʰɑ̃	①	
菖	菖	tsʰɑ̃	①	
闖	闯	tsʰɑ̃	③ⓑ	
唱	唱	tsʰɑ̃	⑤	
創	创	tsʰɑ̃	⑤	
愴	怆	tsʰɑ̃	⑤	
桑	桑	sɑ̃	①	
喪	丧	sɑ̃	①	～事
霜	霜	sɑ̃	①	
孀	孀	sɑ̃	①	
雙	双	sɑ̃	①	
驦	骦	sɑ̃	①	
鸘	鹴	sɑ̃	①	
爽	爽	sɑ̃	③ⓐ	
嗓	嗓	sɑ̃	③ⓐ	
搡	搡	sɑ̃	③ⓐ	
磉	磉	sɑ̃	③ⓐ	
顙	颡	sɑ̃	③ⓐ	
漺	漺	sɑ̃	③ⓐ	
喪	丧	sɑ̃	⑤	～失
㦼	㦼	sɑ̃	⑤	
牀	床	zɑ̃	②	眠～：床
藏	藏	zɑ̃	②	隱～
裳	裳	zɑ̃	②	
嘗	尝	zɑ̃	②	
嚐	尝	zɑ̃	②	
噇	噇	zɑ̃	②	
上	上	zɑ̃	④	～年｜～去；行動起來，對著幹起來：伊同我大～｜五百塊錢我也要～
壯	壮	zɑ̃	④	
藏	藏	zɑ̃	④	西～
☐	☐	zɑ̃	④	肘子
僮	僮	zɑ̃	④	
上	上	zɑ̃	⑥	～面
狀	状	zɑ̃	⑥	
藏	藏	zɑ̃	⑥	又
漴	漴	zɑ̃	⑥	
臟	脏	zɑ̃	⑥	
撞	撞	zɑ̃	⑥	
幢	幢	zɑ̃	⑥	
橦	橦	zɑ̃	⑥	
奘	奘	zɑ̃	⑥	
戇	戆	zɑ̃	⑥	
𩪘	𩪘	zɑ̃	⑥	
岡	冈	kɑ̃	①	
崗	岗	kɑ̃	①	
剛	刚	kɑ̃	①	
鋼	钢	kɑ̃	①	
綱	纲	kɑ̃	①	
茳	茳	kɑ̃	①	
江	江	kɑ̃	①	
扛	扛	kɑ̃	①	
矼	矼	kɑ̃	①	
釭	釭	kɑ̃	①	
罡	罡	kɑ̃	①	
豇	豇	kɑ̃	①	
缸	缸	kɑ̃	①	
光	光	kuɑ̃/kɑ̃	①	
摃	摃	kɑ̃	①	
講	讲	kɑ̃	③ⓐ	
港	港	kɑ̃	③ⓐ	入～：到手
廣	广	kuɑ̃/kɑ̃	③ⓐ	
洚	洚	kɑ̃	⑤	
降	降	kɑ̃	⑤	下～
杠	杠	kɑ̃	⑤	
虹	虹	kɑ̃	⑤	
康	康	kʰɑ̃	①	
糠	糠	kʰɑ̃	①	
匡	匡	kʰuɑ̃/kʰɑ̃	①	
筐	筐	kʰuɑ̃/kʰɑ̃	①	
眶	眶	kʰuɑ̃/kʰɑ̃	①	
框	框	kʰuɑ̃/kʰɑ̃	①	
哐	哐	kʰuɑ̃/kʰɑ̃	①	
慷	慷	kʰɑ̃	③ⓑ	
夼	夼	kʰɑ̃	③ⓑ	
亢	亢	kʰɑ̃	⑤	
伉	伉	kʰɑ̃	⑤	
抗	抗	kʰɑ̃	⑤	
坑	坑	kʰɑ̃	⑤	
鈧	钪	kʰɑ̃	⑤	
囥	囥	kʰɑ̃	⑤	收藏
閌	闶	kʰɑ̃	⑤	
頏	颃	kʰɑ̃	⑤	
匟	匟	kʰɑ̃	⑤	
礦	矿	kʰuɑ̃/kʰɑ̃	⑤	
曠	旷	kʰuɑ̃/kʰɑ̃	⑤	
壙	圹	kʰuɑ̃/kʰɑ̃	⑤	
纊	纩	kʰuɑ̃/kʰɑ̃	⑤	
矌	矌	kʰuɑ̃/kʰɑ̃	⑤	
㝩	㝩	kʰɑ̃	⑤	
狂	狂	ɡuɑ̃/ɡɑ̃	②	
誑	诳	ɡuɑ̃/ɡɑ̃	②	
逛	逛	ɡuɑ̃/ɡɑ̃	②	
誆	诓	ɡuɑ̃/ɡɑ̃	②	
戇	戆	ɡɑ̃	④	～大：傻瓜
黃	黃	huɑ̃/hɑ̃	①	蛋～
荒	荒	huɑ̃/hɑ̃	①	
慌	慌	huɑ̃/hɑ̃	①	
肓	肓	huɑ̃/hɑ̃	①	
恍	恍	huɑ̃/hɑ̃	①	
謊	谎	huɑ̃/hɑ̃	③ⓐ	
幌	幌	huɑ̃/hɑ̃	③ⓐ	
況	况	huɑ̃/hɑ̃	⑤	
貺	贶	huɑ̃/hɑ̃	⑤	
行	行	ɦɑ̃	②	銀～｜～列
降	降	ɦɑ̃	②	(白)投～
航	航	ɦɑ̃	②	
杭	杭	ɦɑ̃	②	
黃	黄	ɦuɑ̃/ɦɑ̃	②	
簧	簧	ɦuɑ̃/ɦɑ̃	②	
皇	皇	ɦuɑ̃/ɦɑ̃	②	
蝗	蝗	ɦuɑ̃/ɦɑ̃	②	
王	王	ɦuɑ̃/ɦɑ̃	②	
鳳	凤	ɦuɑ̃/ɦɑ̃	②	
徨	徨	ɦuɑ̃/ɦɑ̃	②	
惶	惶	ɦuɑ̃/ɦɑ̃	②	
湟	湟	ɦuɑ̃/ɦɑ̃	②	
隍	隍	ɦuɑ̃/ɦɑ̃	②	
煌	煌	ɦuɑ̃/ɦɑ̃	②	
遑	遑	ɦuɑ̃/ɦɑ̃	②	
潢	潢	ɦuɑ̃/ɦɑ̃	②	
篁	篁	ɦuɑ̃/ɦɑ̃	②	
蝗	蝗	ɦuɑ̃/ɦɑ̃	②	
璜	璜	ɦuɑ̃/ɦɑ̃	②	
癀	癀	ɦuɑ̃/ɦɑ̃	②	
磺	磺	ɦuɑ̃/ɦɑ̃	②	
簧	簧	ɦuɑ̃/ɦɑ̃	②	
蟥	蟥	ɦuɑ̃/ɦɑ̃	②	
鰉	鳇	ɦuɑ̃/ɦɑ̃	②	
☐	☐	ɦɑ̃	④	忍住：～勿牢
項	项	ɦɑ̃	④	
昂	昂	ɦɑ̃	④	
巷	巷	ɦɑ̃	⑥	
骯	骯	ɑ̃	①	
盎	盎	ɑ̃	⑤	
汪	汪	uɑ̃/ɑ̃	①	
尢	尢	uɑ̃/ɑ̃	①	
枉	枉	uɑ̃/ɑ̃	①	
往	往	uɑ̃/ɑ̃	①	
旺	旺	ɦiɑ̃	⑥	
王	王	ɦiɑ̃	②	～店：地名
煬	炀	iɑ̃	⑤	
而	而	l̩	②	
兒	儿	l̩	②	文
耳	耳	l̩	④	文
爾	尔	l̩	④	
餌	饵	l̩	⑥	
邇	迩	l̩	⑥	
洱	洱	l̩	⑥	
鉺	铒	l̩	⑥	
珥	珥	l̩	⑥	
佴	佴	l̩	⑥	
二	二	l̩	⑥	文
貳	贰	l̩	⑥	文
弍	弍	l̩	⑥	文
嘸	呒	ʔm̩	①	白
嘸	呒	m̩	②	白
畝	亩	m̩	④	又
拇	拇	m̩	④	白
魚	鱼	ŋ̍	②	白
兒	儿	ŋ̍	②	白
吳	吴	ŋ̍	②	白
我	我	ŋ̍	④	白
吾	吾	ŋ̍	④	白
唔	唔	ŋ̍	④	
午	午	ŋ̍	④	
吘	吘	ŋ̍	④	
忤	忤	ŋ̍	④	
迕	迕	ŋ̍	④	
㕶	㕶	ŋ̍	④	
五	五	ŋ̍	④	白
俉	俉	ŋ̍	④	
必	必	piɪʔ	⑦	
不	不	piɪʔ	⑦	(又)～過
筆	笔	piɪʔ	⑦	
逼	逼	piɪʔ	⑦	
憋	憋	piɪʔ	⑦	
碧	碧	piɪʔ	⑦	
畢	毕	piɪʔ	⑦	
壁	壁	piɪʔ	⑦	面孔～板
璧	璧	piɪʔ	⑦	
鱉	鳖	piɪʔ	⑦	
癟	瘪	piɪʔ	⑦	～腡痧：霍亂
潷	滗	piɪʔ	⑦	水～乾
辟	辟	piɪʔ	⑦	
嗶	哔	piɪʔ	⑦	
蓽	荜	piɪʔ	⑦	
篳	筚	piɪʔ	⑦	
鰏	鲾	piɪʔ	⑦	
蹕	跸	piɪʔ	⑦	
鉍	铋	piɪʔ	⑦	
彆	别	piɪʔ	⑦	～人家
襞	襞	piɪʔ	⑦	
觱	觱	piɪʔ	⑦	
咇	咇	piɪʔ	⑦	
丿	丿	pʰiɪʔ	⑦	
劈	劈	pʰiɪʔ	⑦	
匹	匹	pʰiɪʔ	⑦	
撇	撇	pʰiɪʔ	⑦	
闢	辟	pʰiɪʔ	⑦	
瞥	瞥	pʰiɪʔ	⑦	
霹	霹	pʰiɪʔ	⑦	
噼	噼	pʰiɪʔ	⑦	
氕	氕	pʰiɪʔ	⑦	
癖	癖	pʰiɪʔ	⑦	
疋	疋	pʰiɪʔ	⑦	
僻	僻	pʰiɪʔ	⑦	
擗	擗	pʰiɪʔ	⑦	
澼	澼	pʰiɪʔ	⑦	
鷿	鷿	pʰiɪʔ	⑦	
𤴣	𤴣	pʰiɪʔ	⑦	
䏘	䏘	pʰiɪʔ	⑦	
別	别	biɪʔ	⑧	
鼻	鼻	biɪʔ	⑧	
蹩	蹩	biɪʔ	⑧	
苾	苾	biɪʔ	⑧	
枇	枇	biɪʔ	⑧	～杷
吡	吡	biɪʔ	⑧	
虑	虑	biɪʔ	⑧	
弼	弼	biɪʔ	⑧	
愎	愎	biɪʔ	⑧	
萆	萆	biɪʔ	⑧	
甓	甓	biɪʔ	⑧	
䠥	䠥	biɪʔ	⑧	
滅	灭	miɪʔ	⑦	
密	密	miɪʔ	⑦	
蜜	蜜	miɪʔ	⑦	
覓	觅	miɪʔ	⑦	
冪	幂	miɪʔ	⑦	
宓	宓	miɪʔ	⑦	
謐	谧	miɪʔ	⑦	
蔑	蔑	miɪʔ	⑦	
汨	汨	miɪʔ	⑦	
嘧	嘧	miɪʔ	⑦	
篾	篾	miɪʔ	⑦	
搣	搣	miɪʔ	⑦	
蓂	蓂	miɪʔ	⑦	
糸	纟	miɪʔ	⑦	
冖	冖	miɪʔ	⑦	
衊	蔑	miɪʔ	⑦	
的	的	tiɪʔ	⑦	
滴	滴	tiɪʔ	⑦	
☐	☐	tiɪʔ	⑦	捏斷根葉：～菜
跌	跌	tiɪʔ	⑦	～一跤
嘀	嘀	tiɪʔ	⑦	
☐	☐	tiɪʔ	⑦	～蛛：蜘蛛
菂	菂	tiɪʔ	⑦	
嫡	嫡	tiɪʔ	⑦	
鏑	镝	tiɪʔ	⑦	
扚	扚	tiɪʔ	⑦	
貼	贴	tʰiɪʔ	⑦	～對過
鐵	铁	tʰiɪʔ	⑦	
踢	踢	tʰiɪʔ	⑦	
剔	剔	tʰiɪʔ	⑦	
萜	萜	tʰiɪʔ	⑦	
餮	餮	tʰiɪʔ	⑦	
倜	倜	tʰiɪʔ	⑦	
擿	擿	tʰiɪʔ	⑦	
疊	叠	diɪʔ	⑧	又
迪	迪	diɪʔ	⑧	
敵	敌	diɪʔ	⑧	
翟	翟	diɪʔ	⑧	
狄	狄	diɪʔ	⑧	
笛	笛	diɪʔ	⑧	
滌	涤	diɪʔ	⑧	
糴	籴	diɪʔ	⑧	
覿	觌	diɪʔ	⑧	
耋	耋	diɪʔ	⑧	
垤	垤	diɪʔ	⑧	
瓞	瓞	diɪʔ	⑧	
疊	迭	diɪʔ	⑧	
荻	荻	diɪʔ	⑧	
絰	绖	diɪʔ	⑧	
力	力	liɪʔ	⑦	吃～：累，累人
率	率	liɪʔ	⑦	
列	列	liɪʔ	⑦	
立	立	liɪʔ	⑦	坐化比～化好
咧	咧	liɪʔ	⑦	
粒	粒	liɪʔ	⑦	
烈	烈	liɪʔ	⑦	
裂	裂	liɪʔ	⑦	
律	律	liɪʔ	⑦	
歷	历	liɪʔ	⑦	
栗	栗	liɪʔ	⑦	
劣	劣	liɪʔ	⑦	
曆	历	liɪʔ	⑦	
荔	荔	liɪʔ	⑦	
𢯰	𢯰	liɪʔ	⑦	
瀝	沥	liɪʔ	⑦	
笠	笠	liɪʔ	⑦	
櫟	栎	liɪʔ	⑦	
傈	傈	liɪʔ	⑦	
酈	郦	liɪʔ	⑦	
埒	埒	liɪʔ	⑦	
礫	砾	liɪʔ	⑦	
唳	唳	liɪʔ	⑦	
蒞	莅	liɪʔ	⑦	
洌	洌	liɪʔ	⑦	
靂	雳	liɪʔ	⑦	
嚦	呖	liɪʔ	⑦	
櫪	枥	liɪʔ	⑦	
瀝	沥	liɪʔ	⑦	
溧	溧	liɪʔ	⑦	
躒	跞	liɪʔ	⑦	
接	接	ʨiɪʔ	⑦	
劫	劫	ʨiɪʔ	⑦	
急	急	ʨiɪʔ	⑦	喉～：著急，性急
級	级	ʨiɪʔ	⑦	
給	给	ʨiɪʔ	⑦	供～
揭	揭	ʨiɪʔ	⑦	
節	节	ʨiɪʔ	⑦	手～投｜腳～頭
結	结	ʨiɪʔ	⑦	
癤	疖	ʨiɪʔ	⑦	熱～頭：熱瘡
潔	洁	ʨiɪʔ	⑦	
吉	吉	ʨiɪʔ	⑦	
拮	拮	ʨiɪʔ	⑦	
詰	诘	ʨiɪʔ	⑦	
即	即	ʨiɪʔ	⑦	
鯽	鲫	ʨiɪʔ	⑦	金～魚：金魚
戟	戟	ʨiɪʔ	⑦	
積	积	ʨiɪʔ	⑦	
跡	迹	ʨiɪʔ	⑦	
脊	脊	ʨiɪʔ	⑦	背～
激	激	ʨiɪʔ	⑦	
績	绩	ʨiɪʔ	⑦	
芨	芨	ʨiɪʔ	⑦	
汲	汲	ʨiɪʔ	⑦	
吃	吃	ʨiɪʔ	⑦	
亟	亟	ʨiɪʔ	⑦	
稷	稷	ʨiɪʔ	⑦	
浹	浃	ʨiɪʔ	⑦	
婕	婕	ʨiɪʔ	⑦	
唧	唧	ʨiɪʔ	⑦	
楫	楫	ʨiɪʔ	⑦	
瘠	瘠	ʨiɪʔ	⑦	
嵴	嵴	ʨiɪʔ	⑦	
蕺	蕺	ʨiɪʔ	⑦	
蹐	蹐	ʨiɪʔ	⑦	
蝍	蝍	ʨiɪʔ	⑦	
鶺	鹡	ʨiɪʔ	⑦	
漬	渍	ʨiɪʔ	⑦	
卽	卽	ʨiɪʔ	⑦	
擊	击	ʨiɪʔ	⑦	
騭	骘	ʨiɪʔ	⑦	
桔	桔	ʨiɪʔ	⑦	
伋	伋	ʨiɪʔ	⑦	
殛	殛	ʨiɪʔ	⑦	
訐	讦	ʨiɪʔ	⑦	
棘	棘	ʨiɪʔ	⑦	
孑	孑	ʨiɪʔ	⑦	
髻	髻	ʨiɪʔ	⑦	
羯	羯	ʨiɪʔ	⑦	
睫	睫	ʨiɪʔ	⑦	
黠	黠	ʨiɪʔ	⑦	
䫪	䫪	ʨiɪʔ	⑦	
吃	吃	ʨʰiɪʔ	⑦	～水｜～煙
喫	喫	ʨʰiɪʔ	⑦	～水｜～煙
泣	泣	ʨʰiɪʔ	⑦	
怯	怯	ʨʰiɪʔ	⑦	
妾	妾	ʨʰiɪʔ	⑦	
切	切	ʨʰiɪʔ	⑦	
七	七	ʨʰiɪʔ	⑦	
漆	漆	ʨʰiɪʔ	⑦	
輯	辑	ʨʰiɪʔ	⑦	
砌	砌	ʨʰiɪʔ	⑦	
慼	戚	ʨʰiɪʔ	⑦	
竊	窃	ʨʰiɪʔ	⑦	
柒	柒	ʨʰiɪʔ	⑦	
戚	戚	ʨʰiɪʔ	⑦	
沏	沏	ʨʰiɪʔ	⑦	
緝	缉	ʨʰiɪʔ	⑦	～鞋底
磧	碛	ʨʰiɪʔ	⑦	
嘁	嘁	ʨʰiɪʔ	⑦	
槭	槭	ʨʰiɪʔ	⑦	
葺	葺	ʨʰiɪʔ	⑦	
焌	焌	ʨʰiɪʔ	⑦	
契	契	ʨʰiɪʔ	⑦	
乞	乞	ʨʰiɪʔ	⑦	
鍥	锲	ʨʰiɪʔ	⑦	
訖	讫	ʨʰiɪʔ	⑦	
迄	迄	ʨʰiɪʔ	⑦	
郄	郄	ʨʰiɪʔ	⑦	
挈	挈	ʨʰiɪʔ	⑦	
郤	郄	ʨʰiɪʔ	⑦	
齕	龁	ʨʰiɪʔ	⑦	
綌	绤	ʨʰiɪʔ	⑦	
隙	隙	ʨʰiɪʔ	⑦	
及	及	ʥiɪʔ	⑧	
極	极	ʥiɪʔ	⑧	
劇	剧	ʥiɪʔ	⑧	
傑	杰	ʥiɪʔ	⑧	
及	及	ʥiɪʔ	⑧	～勿來：趕不上
杰	杰	ʥiɪʔ	⑧	
竭	竭	ʥiɪʔ	⑧	
偈	偈	ʥiɪʔ	⑧	
桀	桀	ʥiɪʔ	⑧	
笈	笈	ʥiɪʔ	⑧	
佶	佶	ʥiɪʔ	⑧	
屐	屐	ʥiɪʔ	⑧	
碣	碣	ʥiɪʔ	⑧	
岌	岌	ʥiɪʔ	⑧	
姞	姞	ʥiɪʔ	⑧	
革	革	ʥiɪʔ	⑧	
夕	夕	ʥiɪʔ	⑧	
矽	硅	ʥiɪʔ	⑧	
汐	汐	ʥiɪʔ	⑧	
穸	穸	ʥiɪʔ	⑧	
极	极	ʥiɪʔ	⑧	
鮚	鲒	ʥiɪʔ	⑧	
拾	拾	ʥiɪʔ	⑧	
席	席	ʥiɪʔ	⑧	
疾	疾	ʥiɪʔ	⑧	
寂	寂	ʥiɪʔ	⑧	
捷	捷	ʥiɪʔ	⑧	
習	习	ʥiɪʔ	⑧	
猎	猎	ʥiɪʔ	⑧	
絕	绝	ʥiɪʔ	⑧	
集	集	ʥiɪʔ	⑧	
嫉	嫉	ʥiɪʔ	⑧	
截	截	ʥiɪʔ	⑧	
蒺	蒺	ʥiɪʔ	⑧	
踅	踅	ʥiɪʔ	⑧	
隰	隰	ʥiɪʔ	⑧	
藉	藉	ʥiɪʔ	⑧	
籍	籍	ʥiɪʔ	⑧	
襲	袭	ʥiɪʔ	⑧	
姞	姞	ʥiɪʔ	⑧	
苙	苙	ʥiɪʔ	⑧	
☐	☐	ʥiɪʔ	⑧	扭轉：～過來
吸	吸	ɕiɪʔ	⑦	
歇	歇	ɕiɪʔ	⑦	～日：過些日子
蠍	蝎	ɕiɪʔ	⑦	
汔	汔	ɕiɪʔ	⑦	
咭	咭	ɕiɪʔ	⑦	
砉	砉	ɕiɪʔ	⑦	
脅	胁	ɕiɪʔ	⑦	
翕	翕	ɕiɪʔ	⑦	
歙	歙	ɕiɪʔ	⑦	
鬩	阋	ɕiɪʔ	⑦	
戌	戌	ɕiɪʔ	⑦	
昔	昔	ɕiɪʔ	⑦	
析	析	ɕiɪʔ	⑦	
泄	泄	ɕiɪʔ	⑦	
恤	恤	ɕiɪʔ	⑦	
洩	泄	ɕiɪʔ	⑦	
