繁體	简体	=_xlfn.CONCAT(E1,F1,G1)	註釋	聲	韻	調			
隺	隺	=_xlfn.CONCAT(E1297,F1297,G1297)	通（鶴）	x	ɔ	214			
鶴	鹤	=_xlfn.CONCAT(E1298,F1298,G1298)		x	ɔ	214			
涸	涸	=_xlfn.CONCAT(E1299,F1299,G1299)		x	ɔ	214			
貈	貈	=_xlfn.CONCAT(E1300,F1300,G1300)		x	ɔ	214			
貉	貉	=_xlfn.CONCAT(E1301,F1301,G1301)		x	ɔ	214			
狢	狢	=_xlfn.CONCAT(E1302,F1302,G1302)		x	ɔ	214			
佫	佫	=_xlfn.CONCAT(E1303,F1303,G1303)		x	ɔ	214			
䮤	䮤	=_xlfn.CONCAT(E1304,F1304,G1304)		x	ɔ	214			
𥉑	𥉑	=_xlfn.CONCAT(E1305,F1305,G1305)		x	ɔ	214			
䅂	䅂	=_xlfn.CONCAT(E1306,F1306,G1306)		x	ɔ	214			
𠗂	𠗂	=_xlfn.CONCAT(E1307,F1307,G1307)		x	ɔ	214			
䶅	䶅	=_xlfn.CONCAT(E1308,F1308,G1308)		x	ɔ	214			
獲	获	=_xlfn.CONCAT(E1309,F1309,G1309)		x	ɔ	214			
剨	剨	=_xlfn.CONCAT(E1310,F1310,G1310)		x	ɔ	214			
㦎	㦎	=_xlfn.CONCAT(E1311,F1311,G1311)		x	ɔ	214			
掝	掝	=_xlfn.CONCAT(E1312,F1312,G1312)		x	ɔ	214			
㖪	㖪	=_xlfn.CONCAT(E1313,F1313,G1313)		x	ɔ	214			
礊	礊	=_xlfn.CONCAT(E1314,F1314,G1314)		x	ɔ	214			
䐸	䐸	=_xlfn.CONCAT(E1315,F1315,G1315)		x	ɔ	214			
焃	焃	=_xlfn.CONCAT(E1316,F1316,G1316)		x	ɔ	214			
湱	湱	=_xlfn.CONCAT(E1317,F1317,G1317)		x	ɔ	214			
㚜	㚜	=_xlfn.CONCAT(E1318,F1318,G1318)		x	ɔ	214			
䦝	䦝	=_xlfn.CONCAT(E1319,F1319,G1319)		x	ɔ	214			
䬉	䬉	=_xlfn.CONCAT(E1320,F1320,G1320)		x	ɔ	214			
爇	爇	=_xlfn.CONCAT(E1321,F1321,G1321)		z	ɔ	214			
焫	焫	=_xlfn.CONCAT(E1322,F1322,G1322)		z	ɔ	214			
蜹	蜹	=_xlfn.CONCAT(E1323,F1323,G1323)		z	ɔ	214			
㨎	㨎	=_xlfn.CONCAT(E1324,F1324,G1324)		z	ɔ	214			
㕯	㕯	=_xlfn.CONCAT(E1325,F1325,G1325)		z	ɔ	214			
箬	箬	=_xlfn.CONCAT(E1326,F1326,G1326)	粽箬	z	ɔ	214			
若	若	=_xlfn.CONCAT(E1327,F1327,G1327)		z	ɔ	214			
弱	弱	=_xlfn.CONCAT(E1328,F1328,G1328)		z	ɔ	214			
了	了	=_xlfn.CONCAT(E1329,F1329,G1329)		l	ɔ	42			
塑	塑	=_xlfn.CONCAT(E1330,F1330,G1330)	罕用	s	ɔ	214			
悖	悖	=_xlfn.CONCAT(E1331,F1331,G1331)		p	ɔ	214			
餑	饽	=_xlfn.CONCAT(E1332,F1332,G1332)		p	ɔ	214			
脖	脖	=_xlfn.CONCAT(E1333,F1333,G1333)		p	ɔ	214			
桷	桷	=_xlfn.CONCAT(E1334,F1334,G1334)	黄桷兰、黄桷树	k	ɔ	214			
閣	阁	=_xlfn.CONCAT(E1335,F1335,G1335)	新	k	e	214			
茖	茖	=_xlfn.CONCAT(E1336,F1336,G1336)		k	e	214			
骼	骼	=_xlfn.CONCAT(E1337,F1337,G1337)		k	e	214			
觡	觡	=_xlfn.CONCAT(E1338,F1338,G1338)		k	e	214			
挌	挌	=_xlfn.CONCAT(E1339,F1339,G1339)		k	e	214			
㦴	㦴	=_xlfn.CONCAT(E1340,F1340,G1340)		k	e	214			
蛒	蛒	=_xlfn.CONCAT(E1341,F1341,G1341)		k	e	214			
鉻	铬	=_xlfn.CONCAT(E1342,F1342,G1342)		k	e	214			
格	格	=_xlfn.CONCAT(E1343,F1343,G1343)		k	e	214			
膈	膈	=_xlfn.CONCAT(E1344,F1344,G1344)		k	e	214			
搹	搹	=_xlfn.CONCAT(E1345,F1345,G1345)		k	e	214			
鬲	鬲	=_xlfn.CONCAT(E1346,F1346,G1346)		k	e	214			
槅	槅	=_xlfn.CONCAT(E1347,F1347,G1347)		k	e	214			
諽	諽	=_xlfn.CONCAT(E1348,F1348,G1348)		k	e	214			
䪂	䪂	=_xlfn.CONCAT(E1349,F1349,G1349)		k	e	214			
䨣	䨣	=_xlfn.CONCAT(E1350,F1350,G1350)		k	e	214			
嗝	嗝	=_xlfn.CONCAT(E1351,F1351,G1351)		k	e	214			
革	革	=_xlfn.CONCAT(E1352,F1352,G1352)		k	e	214			
隔	隔	=_xlfn.CONCAT(E1353,F1353,G1353)		k	e	214			
刻	刻	=_xlfn.CONCAT(E1354,F1354,G1354)		kʰ	e	214			
剋	克	=_xlfn.CONCAT(E1355,F1355,G1355)		kʰ	e	214			
勀	勀	=_xlfn.CONCAT(E1356,F1356,G1356)		kʰ	e	214			
䙐	䙐	=_xlfn.CONCAT(E1357,F1357,G1357)		kʰ	e	214			
緙	缂	=_xlfn.CONCAT(E1358,F1358,G1358)		kʰ	e	214			
罊	罊	=_xlfn.CONCAT(E1359,F1359,G1359)		kʰ	e	214			
諽	諽	=_xlfn.CONCAT(E1360,F1360,G1360)		kʰ	e	214			
礊	礊	=_xlfn.CONCAT(E1361,F1361,G1361)		kʰ	e	214			
喀	喀	=_xlfn.CONCAT(E1362,F1362,G1362)		kʰ	e	214			
揢	揢	=_xlfn.CONCAT(E1363,F1363,G1363)		kʰ	e	214			
客	客	=_xlfn.CONCAT(E1364,F1364,G1364)		kʰ	e	214			
咳	咳	=_xlfn.CONCAT(E1365,F1365,G1365)		kʰ	e	214			
那	那	=_xlfn.CONCAT(E1366,F1366,G1366)	白读	l	e	45			
劣	劣	=_xlfn.CONCAT(E1367,F1367,G1367)		l	e	214			
勒	勒	=_xlfn.CONCAT(E1368,F1368,G1368)		l	e	214			
𥖪	𥖪	=_xlfn.CONCAT(E1369,F1369,G1369)		l	e	214			
眲	眲	=_xlfn.CONCAT(E1370,F1370,G1370)		l	e	214			
䭆	䭆	=_xlfn.CONCAT(E1371,F1371,G1371)		l	e	214			
搦	搦	=_xlfn.CONCAT(E1372,F1372,G1372)		l	e	214			
蹃	蹃	=_xlfn.CONCAT(E1373,F1373,G1373)		l	e	214			
墨	墨	=_xlfn.CONCAT(E1374,F1374,G1374)		m	e	214			
默	默	=_xlfn.CONCAT(E1375,F1375,G1375)		m	e	214			
陌	陌	=_xlfn.CONCAT(E1376,F1376,G1376)		m	e	214			
麥	麦	=_xlfn.CONCAT(E1377,F1377,G1377)		m	e	214			
脈	脉	=_xlfn.CONCAT(E1378,F1378,G1378)		m	e	214			
厄	厄	=_xlfn.CONCAT(E1379,F1379,G1379)		ŋ	e	214			
㧖	扼	=_xlfn.CONCAT(E1380,F1380,G1380)		ŋ	e	214			
戹	戹	=_xlfn.CONCAT(E1381,F1381,G1381)		ŋ	e	214			
搤	扼	=_xlfn.CONCAT(E1382,F1382,G1382)		ŋ	e	214			
軶	軶	=_xlfn.CONCAT(E1383,F1383,G1383)		ŋ	e	214			
阸	阸	=_xlfn.CONCAT(E1384,F1384,G1384)		ŋ	e	214			
豟	豟	=_xlfn.CONCAT(E1385,F1385,G1385)		ŋ	e	214			
呝	呝	=_xlfn.CONCAT(E1386,F1386,G1386)		ŋ	e	214			
貖	貖	=_xlfn.CONCAT(E1387,F1387,G1387)		ŋ	e	214			
蚅	蚅	=_xlfn.CONCAT(E1388,F1388,G1388)		ŋ	e	214			
㣂	㣂	=_xlfn.CONCAT(E1389,F1389,G1389)		ŋ	e	214			
頟	頟	=_xlfn.CONCAT(E1390,F1390,G1390)		ŋ	e	214			
䱮	䱮	=_xlfn.CONCAT(E1391,F1391,G1391)		ŋ	e	214			
峉	峉	=_xlfn.CONCAT(E1392,F1392,G1392)		ŋ	e	214			
詻	詻	=_xlfn.CONCAT(E1393,F1393,G1393)		ŋ	e	214			
䩹	䩹	=_xlfn.CONCAT(E1394,F1394,G1394)		ŋ	e	214			
𩚬	𩚬	=_xlfn.CONCAT(E1395,F1395,G1395)		ŋ	e	214			
額	额	=_xlfn.CONCAT(E1396,F1396,G1396)	额头	ŋ	e	214			
額	额	=_xlfn.CONCAT(E1397,F1397,G1397)	额外	k	e	214			
殕	殕	=_xlfn.CONCAT(E1398,F1398,G1398)		ŋ	e	214			
北	北	=_xlfn.CONCAT(E1399,F1399,G1399)		p	e	214			
檗	檗	=_xlfn.CONCAT(E1400,F1400,G1400)		p	e	214			
擘	擘	=_xlfn.CONCAT(E1401,F1401,G1401)		p	e	214			
糪	糪	=_xlfn.CONCAT(E1402,F1402,G1402)		p	e	214			
百	百	=_xlfn.CONCAT(E1403,F1403,G1403)		p	e	214			
柏	柏	=_xlfn.CONCAT(E1404,F1404,G1404)		p	e	214			
迫	迫	=_xlfn.CONCAT(E1405,F1405,G1405)		pʰ	e	214			
栢	栢	=_xlfn.CONCAT(E1406,F1406,G1406)		p	e	214			
伯	伯	=_xlfn.CONCAT(E1407,F1407,G1407)		p	e	214			
珀	珀	=_xlfn.CONCAT(E1408,F1408,G1408)		p	e	214			
舶	舶	=_xlfn.CONCAT(E1409,F1409,G1409)		p	e	214			
鮊	鲌	=_xlfn.CONCAT(E1410,F1410,G1410)		p	e	214			
白	白	=_xlfn.CONCAT(E1411,F1411,G1411)		p	e	214			
帛	帛	=_xlfn.CONCAT(E1412,F1412,G1412)		p	e	214			
䤨	䤨	=_xlfn.CONCAT(E1413,F1413,G1413)		pʰ	e	214			
迫	迫	=_xlfn.CONCAT(E1414,F1414,G1414)		pʰ	e	214			
拍	拍	=_xlfn.CONCAT(E1415,F1415,G1415)		pʰ	e	214			
糪	糪	=_xlfn.CONCAT(E1416,F1416,G1416)		pʰ	e	214			
魄	魄	=_xlfn.CONCAT(E1417,F1417,G1417)		pʰ	e	214			
𧻙	𧻙	=_xlfn.CONCAT(E1418,F1418,G1418)		pʰ	e	214			
洦	洦	=_xlfn.CONCAT(E1419,F1419,G1419)		pʰ	e	214			
敀	敀	=_xlfn.CONCAT(E1420,F1420,G1420)		pʰ	e	214			
蛇	蛇	=_xlfn.CONCAT(E1421,F1421,G1421)		s	e	21			
射	射	=_xlfn.CONCAT(E1422,F1422,G1422)		s	e	214			
奢	奢	=_xlfn.CONCAT(E1423,F1423,G1423)		s	e	45			
賒	赊	=_xlfn.CONCAT(E1424,F1424,G1424)		s	e	45			
捨	舍	=_xlfn.CONCAT(E1425,F1425,G1425)		s	e	42			
赦	赦	=_xlfn.CONCAT(E1426,F1426,G1426)		s	e	214			
舍	舍	=_xlfn.CONCAT(E1427,F1427,G1427)		s	e	214			
社	社	=_xlfn.CONCAT(E1428,F1428,G1428)		s	e	214			
歙	歙	=_xlfn.CONCAT(E1429,F1429,G1429)		s	e	214			
攝	摄	=_xlfn.CONCAT(E1430,F1430,G1430)		s	e	214			
涉	涉	=_xlfn.CONCAT(E1431,F1431,G1431)		s	e	214			
歰	歰	=_xlfn.CONCAT(E1432,F1432,G1432)		s	e	214			
渋	涩	=_xlfn.CONCAT(E1433,F1433,G1433)		s	e	214			
澁	涩	=_xlfn.CONCAT(E1434,F1434,G1434)		s	e	214			
鈒	钑	=_xlfn.CONCAT(E1435,F1435,G1435)		s	e	214			
雭	雭	=_xlfn.CONCAT(E1436,F1436,G1436)		s	e	214			
濇	濇	=_xlfn.CONCAT(E1437,F1437,G1437)		s	e	214			
㒊	㒊	=_xlfn.CONCAT(E1438,F1438,G1438)		s	e	214			
澀	涩	=_xlfn.CONCAT(E1439,F1439,G1439)		s	e	214			
揲	揲	=_xlfn.CONCAT(E1440,F1440,G1440)		s	e	214			
蛥	蛥	=_xlfn.CONCAT(E1441,F1441,G1441)		s	e	214			
舌	舌	=_xlfn.CONCAT(E1442,F1442,G1442)		s	e	214			
榝	榝	=_xlfn.CONCAT(E1443,F1443,G1443)		s	e	214			
蔎	蔎	=_xlfn.CONCAT(E1444,F1444,G1444)		s	e	214			
設	设	=_xlfn.CONCAT(E1445,F1445,G1445)		s	e	214			
折	折	=_xlfn.CONCAT(E1446,F1446,G1446)	折本	s	e	214			
瑟	瑟	=_xlfn.CONCAT(E1447,F1447,G1447)		s	e	214			
塞	塞	=_xlfn.CONCAT(E1448,F1448,G1448)		s	e	214			
穡	穑	=_xlfn.CONCAT(E1449,F1449,G1449)		s	e	214			
轖	轖	=_xlfn.CONCAT(E1450,F1450,G1450)		s	e	214			
繬	繬	=_xlfn.CONCAT(E1451,F1451,G1451)		s	e	214			
濇	濇	=_xlfn.CONCAT(E1452,F1452,G1452)		s	e	214			
䉢	䉢	=_xlfn.CONCAT(E1453,F1453,G1453)		s	e	214			
懎	懎	=_xlfn.CONCAT(E1454,F1454,G1454)		s	e	214			
嗇	啬	=_xlfn.CONCAT(E1455,F1455,G1455)		s	e	214			
色	色	=_xlfn.CONCAT(E1456,F1456,G1456)		s	e	214			
栜	栜	=_xlfn.CONCAT(E1457,F1457,G1457)		s	e	214			
㾊	㾊	=_xlfn.CONCAT(E1458,F1458,G1458)		s	e	214			
䨛	䨛	=_xlfn.CONCAT(E1459,F1459,G1459)		s	e	214			
摵	摵	=_xlfn.CONCAT(E1460,F1460,G1460)		s	e	214			
愬	愬	=_xlfn.CONCAT(E1461,F1461,G1461)	驚懼貌又暮韻	s	e	214			
擌	擌	=_xlfn.CONCAT(E1462,F1462,G1462)		s	e	214			
拺	拺	=_xlfn.CONCAT(E1463,F1463,G1463)		s	e	214			
㳻	㳻	=_xlfn.CONCAT(E1464,F1464,G1464)		s	e	214			
在	在	=_xlfn.CONCAT(E1465,F1465,G1465)	白讀	t	e	214			
惪	惪	=_xlfn.CONCAT(E1466,F1466,G1466)		t	e	214			
悳	悳	=_xlfn.CONCAT(E1467,F1467,G1467)		t	e	214			
㥁	㥁	=_xlfn.CONCAT(E1468,F1468,G1468)		t	e	214			
䙷	䙷	=_xlfn.CONCAT(E1469,F1469,G1469)		t	e	214			
淂	淂	=_xlfn.CONCAT(E1470,F1470,G1470)		t	e	214			
德	德	=_xlfn.CONCAT(E1471,F1471,G1471)		t	e	214			
得	得	=_xlfn.CONCAT(E1472,F1472,G1472)		t	e	214			
忒	忒	=_xlfn.CONCAT(E1473,F1473,G1473)		tʰ	e	214			
貣	貣	=_xlfn.CONCAT(E1474,F1474,G1474)		tʰ	e	214			
慝	慝	=_xlfn.CONCAT(E1475,F1475,G1475)		tʰ	e	214			
㧹	㧹	=_xlfn.CONCAT(E1476,F1476,G1476)		tʰ	e	214			
㥂	㥂	=_xlfn.CONCAT(E1477,F1477,G1477)		tʰ	e	214			
鴏	鴏	=_xlfn.CONCAT(E1478,F1478,G1478)		tʰ	e	214			
螣	螣	=_xlfn.CONCAT(E1479,F1479,G1479)		tʰ	e	214			
特	特	=_xlfn.CONCAT(E1480,F1480,G1480)		tʰ	e	214			
蟄	蛰	=_xlfn.CONCAT(E1481,F1481,G1481)		ts	e	214			
嚞	嚞	=_xlfn.CONCAT(E1482,F1482,G1482)		ts	e	214			
喆	喆	=_xlfn.CONCAT(E1483,F1483,G1483)		ts	e	214			
悊	悊	=_xlfn.CONCAT(E1484,F1484,G1484)		ts	e	214			
蜇	蜇	=_xlfn.CONCAT(E1485,F1485,G1485)		ts	e	214			
哲	哲	=_xlfn.CONCAT(E1486,F1486,G1486)		ts	e	214			
㯙	㯙	=_xlfn.CONCAT(E1487,F1487,G1487)		ts	e	214			
轍	辙	=_xlfn.CONCAT(E1488,F1488,G1488)		ts	e	214			
𨵊	𨵊	=_xlfn.CONCAT(E1489,F1489,G1489)		ts	e	214			
晢	晢	=_xlfn.CONCAT(E1490,F1490,G1490)		ts	e	214			
晣	晣	=_xlfn.CONCAT(E1491,F1491,G1491)		ts	e	214			
䩢	䩢	=_xlfn.CONCAT(E1492,F1492,G1492)		ts	e	214			
䏳	䏳	=_xlfn.CONCAT(E1493,F1493,G1493)		ts	e	214			
䀿	䀿	=_xlfn.CONCAT(E1494,F1494,G1494)		ts	e	214			
浙	浙	=_xlfn.CONCAT(E1495,F1495,G1495)		ts	e	214			
屮	屮	=_xlfn.CONCAT(E1496,F1496,G1496)		ts	e	214			
折	折	=_xlfn.CONCAT(E1497,F1497,G1497)	折耳根	ts	e	214			
則	则	=_xlfn.CONCAT(E1498,F1498,G1498)		ts	e	214			
鱡	贼	=_xlfn.CONCAT(E1499,F1499,G1499)		ts	e	214			
蠈	蠈	=_xlfn.CONCAT(E1500,F1500,G1500)		ts	e	214			
鰂	鲗	=_xlfn.CONCAT(E1501,F1501,G1501)		ts	e	214			
崱	崱	=_xlfn.CONCAT(E1502,F1502,G1502)		ts	e	214			
溭	溭	=_xlfn.CONCAT(E1503,F1503,G1503)		ts	e	214			
萴	萴	=_xlfn.CONCAT(E1504,F1504,G1504)		ts	e	214			
夨	夨	=_xlfn.CONCAT(E1505,F1505,G1505)		ts	e	214			
㳁	㳁	=_xlfn.CONCAT(E1506,F1506,G1506)		ts	e	214			
仄	仄	=_xlfn.CONCAT(E1507,F1507,G1507)		ts	e	214			
稄	稄	=_xlfn.CONCAT(E1508,F1508,G1508)		ts	e	214			
側	侧	=_xlfn.CONCAT(E1509,F1509,G1509)	只用于“侧边”	ts	e	214			
宅	宅	=_xlfn.CONCAT(E1510,F1510,G1510)		ts	e	214			
賾	赜	=_xlfn.CONCAT(E1511,F1511,G1511)		ts	e	214			
葃	葃	=_xlfn.CONCAT(E1512,F1512,G1512)		ts	e	214			
㣱	㣱	=_xlfn.CONCAT(E1513,F1513,G1513)		ts	e	214			
矠	矠	=_xlfn.CONCAT(E1514,F1514,G1514)		ts	e	214			
耫	耫	=_xlfn.CONCAT(E1515,F1515,G1515)		ts	e	214			
嘖	啧	=_xlfn.CONCAT(E1516,F1516,G1516)		ts	e	214			
迮	迮	=_xlfn.CONCAT(E1517,F1517,G1517)		ts	e	214			
窄	窄	=_xlfn.CONCAT(E1518,F1518,G1518)		ts	e	214			
笮	笮	=_xlfn.CONCAT(E1519,F1519,G1519)		ts	e	214			
㳻	㳻	=_xlfn.CONCAT(E1520,F1520,G1520)		ts	e	214			
諎	諎	=_xlfn.CONCAT(E1521,F1521,G1521)		ts	e	214			
虴	虴	=_xlfn.CONCAT(E1522,F1522,G1522)		ts	e	214			
磔	磔	=_xlfn.CONCAT(E1523,F1523,G1523)		ts	e	214			
簀	箦	=_xlfn.CONCAT(E1524,F1524,G1524)		ts	e	214			
幘	帻	=_xlfn.CONCAT(E1525,F1525,G1525)		ts	e	214			
嘖	啧	=_xlfn.CONCAT(E1526,F1526,G1526)		ts	e	214			
謮	謮	=_xlfn.CONCAT(E1527,F1527,G1527)		ts	e	214			
𧐐	𧐐	=_xlfn.CONCAT(E1528,F1528,G1528)		ts	e	214			
𦟜	𦟜	=_xlfn.CONCAT(E1529,F1529,G1529)		ts	e	214			
嫧	嫧	=_xlfn.CONCAT(E1530,F1530,G1530)		ts	e	214			
責	责	=_xlfn.CONCAT(E1531,F1531,G1531)		ts	e	214			
摘	摘	=_xlfn.CONCAT(E1532,F1532,G1532)		ts	e	214			
謫	谪	=_xlfn.CONCAT(E1533,F1533,G1533)		ts	e	214			
讁	讁	=_xlfn.CONCAT(E1534,F1534,G1534)		ts	e	214			
這	这	=_xlfn.CONCAT(E1535,F1535,G1535)	俗字，做代词，本字不详	ts	e	45			
車	车	=_xlfn.CONCAT(E1536,F1536,G1536)		tsʰ	e	45			
扯	扯	=_xlfn.CONCAT(E1537,F1537,G1537)		tsʰ	e	42			
廁	厕	=_xlfn.CONCAT(E1538,F1538,G1538)		tsʰ	e	214			
湁	湁	=_xlfn.CONCAT(E1539,F1539,G1539)		tsʰ	e	214			
漐	漐	=_xlfn.CONCAT(E1540,F1540,G1540)		tsʰ	e	214			
雴	雴	=_xlfn.CONCAT(E1541,F1541,G1541)		tsʰ	e	214			
徹	彻	=_xlfn.CONCAT(E1542,F1542,G1542)		tsʰ	e	214			
撤	撤	=_xlfn.CONCAT(E1543,F1543,G1543)		tsʰ	e	214			
澈	澈	=_xlfn.CONCAT(E1544,F1544,G1544)		tsʰ	e	214			
䚢	䚢	=_xlfn.CONCAT(E1545,F1545,G1545)		tsʰ	e	214			
聅	聅	=_xlfn.CONCAT(E1546,F1546,G1546)		tsʰ	e	214			
䒆	䒆	=_xlfn.CONCAT(E1547,F1547,G1547)		tsʰ	e	214			
硩	硩	=_xlfn.CONCAT(E1548,F1548,G1548)		tsʰ	e	214			
㔍	㔍	=_xlfn.CONCAT(E1549,F1549,G1549)		tsʰ	e	214			
掣	掣	=_xlfn.CONCAT(E1550,F1550,G1550)		tsʰ	e	214			
瘛	瘛	=_xlfn.CONCAT(E1551,F1551,G1551)		tsʰ	e	214			
側	側	=_xlfn.CONCAT(E1552,F1552,G1552)		tsʰ	e	214			
測	测	=_xlfn.CONCAT(E1553,F1553,G1553)		tsʰ	e	214			
惻	恻	=_xlfn.CONCAT(E1554,F1554,G1554)		tsʰ	e	214			
㿭	㿭	=_xlfn.CONCAT(E1555,F1555,G1555)		tsʰ	e	214			
坼	坼	=_xlfn.CONCAT(E1556,F1556,G1556)		tsʰ	e	214			
拆	拆	=_xlfn.CONCAT(E1557,F1557,G1557)		tsʰ	e	214			
㡯	㡯	=_xlfn.CONCAT(E1558,F1558,G1558)		tsʰ	e	214			
翟	翟	=_xlfn.CONCAT(E1559,F1559,G1559)		tsʰ	e	214			
擇	择	=_xlfn.CONCAT(E1560,F1560,G1560)	择菜；在菜市场买水果的时候要择一下果子是不是好的	tsʰ	e	45			
擇	择	=_xlfn.CONCAT(E1561,F1561,G1561)	选择题	ts	e	214			
澤	泽	=_xlfn.CONCAT(E1562,F1562,G1562)		tsʰ	e	214			
笧	笧	=_xlfn.CONCAT(E1563,F1563,G1563)		tsʰ	e	214			
柵	栅	=_xlfn.CONCAT(E1564,F1564,G1564)		tsʰ	e	214			
策	策	=_xlfn.CONCAT(E1565,F1565,G1565)		tsʰ	e	214			
冊	册	=_xlfn.CONCAT(E1566,F1566,G1566)		tsʰ	e	214			
柵	栅	=_xlfn.CONCAT(E1567,F1567,G1567)		tsʰ	e	214			
黑	黑	=_xlfn.CONCAT(E1568,F1568,G1568)		x	e	214			
劾	劾	=_xlfn.CONCAT(E1569,F1569,G1569)		x	e	214			
赫	赫	=_xlfn.CONCAT(E1570,F1570,G1570)		x	e	214			
爀	爀	=_xlfn.CONCAT(E1571,F1571,G1571)		x	e	214			
嚇	吓	=_xlfn.CONCAT(E1572,F1572,G1572)		x	e	214			
䞦	䞦	=_xlfn.CONCAT(E1573,F1573,G1573)		x	e	214			
垎	垎	=_xlfn.CONCAT(E1574,F1574,G1574)		x	e	214			
楁	楁	=_xlfn.CONCAT(E1575,F1575,G1575)		x	e	214			
覈	核	=_xlfn.CONCAT(E1576,F1576,G1576)		x	e	214			
䃒	䃒	=_xlfn.CONCAT(E1577,F1577,G1577)		x	e	214			
翮	翮	=_xlfn.CONCAT(E1578,F1578,G1578)		x	e	214			
㮝	㮝	=_xlfn.CONCAT(E1579,F1579,G1579)		x	e	214			
滆	滆	=_xlfn.CONCAT(E1580,F1580,G1580)		x	e	214			
蒚	蒚	=_xlfn.CONCAT(E1581,F1581,G1581)		x	e	214			
惹	惹	=_xlfn.CONCAT(E1582,F1582,G1582)		z	e	42			
顳	颞	=_xlfn.CONCAT(E1583,F1583,G1583)		z	e	214			
𦣀	𦣀	=_xlfn.CONCAT(E1584,F1584,G1584)		z	e	214			
熱	热	=_xlfn.CONCAT(E1585,F1585,G1585)		z	e	214			
苶	苶	=_xlfn.CONCAT(E1586,F1586,G1586)		z	e	214			
很	很	=_xlfn.CONCAT(E1587,F1587,G1587)		x	e	42			
的	的	=_xlfn.CONCAT(E1588,F1588,G1588)		l	e	45			
遮	遮	=_xlfn.CONCAT(E1589,F1589,G1589)		ts	e	45			
者	者	=_xlfn.CONCAT(E1590,F1590,G1590)		ts	e	42			
疙	疙	=_xlfn.CONCAT(E1591,F1591,G1591)		k	e	214			
兒	儿	=_xlfn.CONCAT(E1592,F1592,G1592)		Ø	ɚ	21			
爾	尔	=_xlfn.CONCAT(E1593,F1593,G1593)		Ø	ɚ	42			
邇	迩	=_xlfn.CONCAT(E1594,F1594,G1594)		Ø	ɚ	42			
二	二	=_xlfn.CONCAT(E1595,F1595,G1595)		Ø	ɚ	214或45			
貳	贰	=_xlfn.CONCAT(E1596,F1596,G1596)		Ø	ɚ	214			
而	而	=_xlfn.CONCAT(E1597,F1597,G1597)		Ø	ɚ	21			
耳	耳	=_xlfn.CONCAT(E1598,F1598,G1598)		Ø	ɚ	42			
邇	迩	=_xlfn.CONCAT(E1599,F1599,G1599)		Ø	ɚ	42			
𥌃	𥅘	=_xlfn.CONCAT(E1600,F1600,G1600)	~視：理睬	Ø	ɚ	42			
餌	饵	=_xlfn.CONCAT(E1601,F1601,G1601)		Ø	ɚ	42			
誰	谁	=_xlfn.CONCAT(E1602,F1602,G1602)		s	əɪ	21			
廢	废	=_xlfn.CONCAT(E1603,F1603,G1603)		f	əɪ	214			
肺	肺	=_xlfn.CONCAT(E1604,F1604,G1604)		f	əɪ	214			
吠	吠	=_xlfn.CONCAT(E1605,F1605,G1605)		f	əɪ	214			
飛	飞	=_xlfn.CONCAT(E1606,F1606,G1606)		f	əɪ	45			
非	非	=_xlfn.CONCAT(E1607,F1607,G1607)		f	əɪ	45			
匪	匪	=_xlfn.CONCAT(E1608,F1608,G1608)		f	əɪ	42			
沸	沸	=_xlfn.CONCAT(E1609,F1609,G1609)		f	əɪ	214			
痱	痱	=_xlfn.CONCAT(E1610,F1610,G1610)		f	əɪ	214			
妃	妃	=_xlfn.CONCAT(E1611,F1611,G1611)		f	əɪ	45			
菲	菲	=_xlfn.CONCAT(E1612,F1612,G1612)		f	əɪ	42			
費	费	=_xlfn.CONCAT(E1613,F1613,G1613)		f	əɪ	214			
肥	肥	=_xlfn.CONCAT(E1614,F1614,G1614)		f	əɪ	21			
淝	淝	=_xlfn.CONCAT(E1615,F1615,G1615)		f	əɪ	21			
媒	媒	=_xlfn.CONCAT(E1616,F1616,G1616)		m	əɪ	21			
枚	枚	=_xlfn.CONCAT(E1617,F1617,G1617)		m	əɪ	21			
玫	玫	=_xlfn.CONCAT(E1618,F1618,G1618)		m	əɪ	21			
梅	梅	=_xlfn.CONCAT(E1619,F1619,G1619)		m	əɪ	21			
每	每	=_xlfn.CONCAT(E1620,F1620,G1620)		m	əɪ	42			
昧	昧	=_xlfn.CONCAT(E1621,F1621,G1621)		m	əɪ	214			
妹	妹	=_xlfn.CONCAT(E1622,F1622,G1622)		m	əɪ	214或45			
眉	眉	=_xlfn.CONCAT(E1623,F1623,G1623)		m	əɪ	21			
楣	楣	=_xlfn.CONCAT(E1624,F1624,G1624)		m	əɪ	21			
黴	霉	=_xlfn.CONCAT(E1625,F1625,G1625)		m	əɪ	21			
美	美	=_xlfn.CONCAT(E1626,F1626,G1626)		m	əɪ	42			
媚	媚	=_xlfn.CONCAT(E1627,F1627,G1627)		m	əɪ	214			
寐	寐	=_xlfn.CONCAT(E1628,F1628,G1628)		m	əɪ	214			
未	未	=_xlfn.CONCAT(E1629,F1629,G1629)	一般写成“没”，未得，未有	m	əɪ	45			
貝	贝	=_xlfn.CONCAT(E1630,F1630,G1630)		p	əɪ	214			
杯	杯	=_xlfn.CONCAT(E1631,F1631,G1631)		p	əɪ	45			
背	背	=_xlfn.CONCAT(E1632,F1632,G1632)		p	əɪ	45			
