"單字"	"聲紐"	"呼"	"等"	"韻部"	"聲調"	"組"	"攝"	"聲母"	"韻母"	"聲調"	"注释"
"旭"	"曉"	"開"	"三"	"鍾"	"入"	"影"	"通"	"j"	"uk"	1	
"浴"	"以"	"開"	"三"	"鍾"	"入"	"以"	"通"	"j"	"uk"	6	
"慾"	"以"	"開"	"三"	"鍾"	"入"	"以"	"通"	"j"	"uk"	6	
"欲"	"以"	"開"	"三"	"鍾"	"入"	"以"	"通"	"j"	"uk"	6	
"局"	"群"	"開"	"三"	"鍾"	"入"	"見"	"通"	"k"	"uk"	6	"上江guk6"
"樁"	"知"	"開"	"二"	"江"	"平"	"知"	"江"	"z"	"ong"	3	
"撞"	"澄"	"開"	"二"	"江"	"平"	"知"	"江"	"c"	"ong"	6	
"撞"	"澄"	"開"	"二"	"江"	"平"	"知"	"江"	"c"	"ong"	3	"上江zong6"
"幢"	"澄"	"開"	"二"	"江"	"平"	"知"	"江"	"c"	"ong"	3	
"雙"	"生"	"開"	"二"	"江"	"平"	"莊"	"江"	"s"	"ong"	1	
"江"	"見"	"開"	"二"	"江"	"平"	"見"	"江"	"g"	"aang"	1	
"肛"	"見"	"開"	"二"	"江"	"平"	"見"	"江"	"g"	"aang"	1	
"扛"	"見"	"開"	"二"	"江"	"平"	"見"	"江"	"k"	"ong"	1	
"控"	"溪"	"開"	"二"	"江"	"平"	"見"	"江"	"h"	"ung"	3	
"腔"	"溪"	"開"	"二"	"江"	"平"	"見"	"江"	"k"	"ong"	1	
"缸"	"匣"	"開"	"二"	"江"	"平"	"影"	"江"	"g"	"ong"	2	
"缸"	"匣"	"開"	"二"	"江"	"平"	"影"	"江"	"g"	"ong"	1	"~瓦：陶器统称"
"降"	"匣"	"開"	"二"	"江"	"平"	"影"	"江"	"g"	"aang"	3	
"邦"	"幫"	"開"	"二"	"江"	"平"	"幫"	"江"	"bb"	"aang"	1	
"邦"	"幫"	"開"	"二"	"江"	"平"	"幫"	"江"	"bb"	"ong"	1	
"龐"	"並"	"開"	"二"	"江"	"平"	"幫"	"江"	"b"	"ong"	4	"上江pong4"
"講"	"見"	"開"	"二"	"江"	"上"	"見"	"江"	"g"	"aang"	2	
"港"	"見"	"開"	"二"	"江"	"上"	"見"	"江"	"g"	"aang"	2	
"項"	"匣"	"開"	"二"	"江"	"上"	"影"	"江"	"h"	"ong"	6	
"項"	"匣"	"開"	"二"	"江"	"上"	"影"	"江"	"h"	"ong"	5	
"棒"	"並"	"開"	"二"	"江"	"上"	"幫"	"江"	"b"	"aang"	5	"上江paang5"
"蚌"	"並"	"開"	"二"	"江"	"上"	"幫"	"江"	"b"	"aang"	5	"上江paang5"
"巷"	"匣"	"開"	"二"	"江"	"去"	"影"	"江"	"h"	"aang"	6	
"桌"	"知"	"開"	"二"	"江"	"入"	"知"	"江"	"z"	"ok"	3	
"琢"	"知"	"開"	"二"	"江"	"入"	"知"	"江"	"dd"	"ek"	3	
"琢"	"知"	"開"	"二"	"江"	"入"	"知"	"江"	"dd"	"ok"	3	
"卓"	"知"	"開"	"二"	"江"	"入"	"知"	"江"	"c"	"ok"	3	
"擢"	"澄"	"開"	"二"	"江"	"入"	"知"	"江"	"c"	"ok"	6	"上江zok6"
"濁"	"澄"	"開"	"二"	"江"	"入"	"知"	"江"	"c"	"ok"	6	"上江zok6"
"捉"	"莊"	"開"	"二"	"江"	"入"	"莊"	"江"	"z"	"ok"	3	
"浞"	"崇"	"開"	"二"	"江"	"入"	"莊"	"江"	"c"	"ok"	3	
"朔"	"生"	"開"	"二"	"江"	"入"	"莊"	"江"	"s"	"ok"	3	
"確"	"溪"	"開"	"二"	"江"	"入"	"見"	"江"	"k"	"ok"	3	
"嶽"	"疑"	"開"	"二"	"江"	"入"	"見"	"江"	"ng"	"aak"	6	
"岳"	"疑"	"開"	"二"	"江"	"入"	"見"	"江"	"ng"	"aak"	6	
"學"	"匣"	"開"	"二"	"江"	"入"	"影"	"江"	"h"	"aak"	6	
"握"	"影"	"開"	"二"	"江"	"入"	"影"	"江"		"aak"	3	
"渥"	"影"	"開"	"二"	"江"	"入"	"影"	"江"		"aak"	3	
"喔"	"影"	"開"	"二"	"江"	"入"	"影"	"江"		"aak"	3	
"剝"	"幫"	"開"	"二"	"江"	"入"	"幫"	"江"	"m"	"ek"	1	
"剝"	"幫"	"開"	"二"	"江"	"入"	"幫"	"江"	"m"	"aak"	3	
"駁"	"幫"	"開"	"二"	"江"	"入"	"幫"	"江"	"bb"	"ok"	3	
"雹"	"並"	"開"	"二"	"江"	"入"	"幫"	"江"	"b"	"ok"	6	
"璞"	"滂"	"開"	"二"	"江"	"入"	"幫"	"江"	"p"	"ok"	3	
"罹"	"來"	"開"	"三"	"支A"	"平"	"來"	"止"	"l"	"ei"	4	
"鸝"	"來"	"開"	"三"	"支A"	"平"	"來"	"止"	"l"	"ei"	4	
"離"	"來"	"開"	"三"	"支A"	"平"	"來"	"止"	"l"	"ei"	4	
"驪"	"來"	"開"	"三"	"支A"	"平"	"來"	"止"	"l"	"ai"	6	
"麗"	"來"	"開"	"三"	"支A"	"平"	"來"	"止"	"l"	"ai"	6	
"璃"	"來"	"開"	"三"	"支A"	"平"	"來"	"止"	"l"	"ei"	1	
"漓"	"來"	"開"	"三"	"支A"	"平"	"來"	"止"	"l"	"ei"	4	
"籬"	"來"	"開"	"三"	"支A"	"平"	"來"	"止"	"l"	"ei"	4	
"劑"	"精"	"合"	"三"	"支A"	"平"	"精"	"止"	"t"	"ai"	1	
"雌"	"清"	"開"	"三"	"支A"	"平"	"精"	"止"	"c"	"i"	1	
"疵"	"從"	"開"	"三"	"支A"	"平"	"精"	"止"	"c"	"i"	1	
"斯"	"心"	"開"	"三"	"支A"	"平"	"精"	"止"	"sl"	"ei"	1	
"廝"	"心"	"開"	"三"	"支A"	"平"	"精"	"止"	"sl"	"ei"	1	
"隨"	"邪"	"合"	"三"	"支A"	"平"	"精"	"止"	"t"	"eoi"	4	"上江tui4"
"隋"	"邪"	"合"	"三"	"支A"	"平"	"精"	"止"	"t"	"eoi"	4	"上江tui4"
"肢"	"章"	"開"	"三"	"支A"	"平"	"章"	"止"	"z"	"i"	1	
"支"	"章"	"開"	"三"	"支A"	"平"	"章"	"止"	"z"	"i"	1	
"只"	"章"	"開"	"三"	"支A"	"平"	"章"	"止"	"z"	"ik"	1	"一~"
"只"	"章"	"開"	"三"	"支A"	"平"	"章"	"止"	"z"	"i"	2	"僅"
"枝"	"章"	"開"	"三"	"支A"	"平"	"章"	"止"	"z"	"i"	1	
"氏"	"章"	"開"	"三"	"支A"	"平"	"章"	"止"	"z"	"i"	1	"大月~"
"氏"	"章"	"開"	"三"	"支A"	"平"	"章"	"止"	"s"	"i"	6	"姓~"
"炊"	"昌"	"合"	"三"	"支A"	"平"	"章"	"止"	"c"	"ui"	1	
"吹"	"昌"	"合"	"三"	"支A"	"平"	"章"	"止"	"c"	"ui"	1	
"提"	"常"	"開"	"三"	"支A"	"平"	"章"	"止"	"d"	"ai"	4	"上江tai4"
"垂"	"常"	"合"	"三"	"支A"	"平"	"章"	"止"	"s"	"ui"	4	
"匙"	"常"	"開"	"三"	"支A"	"平"	"章"	"止"	"s"	"i"	4	
"堤"	"常"	"開"	"三"	"支A"	"平"	"章"	"止"	"d"	"ai"	4	"上江tai4"
"施"	"書"	"開"	"三"	"支A"	"平"	"章"	"止"	"s"	"i"	1	
"兒"	"日"	"開"	"三"	"支A"	"平"	"日"	"止"		"e"	2	"下江異讀："
"兒"	"日"	"開"	"三"	"支A"	"平"	"日"	"止"	"nj"	"i"	1	
"規"	"見"	"合"	"三"	"支A"	"平"	"見"	"止"	"kw"	"ai"	1	
"窺"	"溪"	"合"	"三"	"支A"	"平"	"見"	"止"	"kw"	"ai"	1	
"墮"	"曉"	"合"	"三"	"支A"	"平"	"影"	"止"	"d"	"eoi"	6	
"蛇"	"以"	"開"	"三"	"支A"	"平"	"以"	"止"	"c"	"e"	4	
"蠵"	"以"	"合"	"三"	"支A"	"平"	"以"	"止"	"c"	"e"	4	
"移"	"以"	"開"	"三"	"支A"	"平"	"以"	"止"	"j"	"i"	4	
"卑"	"幫"	"開"	"三"	"支A"	"平"	"幫"	"止"	"bb"	"ei"	1	
"脾"	"並"	"開"	"三"	"支A"	"平"	"幫"	"止"	"b"	"ei"	4	
"瀰"	"明"	"開"	"三"	"支A"	"平"	"幫"	"止"	"bb"	"ei"	3	
"獼"	"明"	"開"	"三"	"支A"	"平"	"幫"	"止"	"bb"	"ei"	3	
"彌"	"明"	"開"	"三"	"支A"	"平"	"幫"	"止"	"n"	"ei"	4	
"歧"	"群"	"開"	"三"	"支A"	"平"	"見"	"止"	"k"	"ei"	4	
"祇"	"群"	"開"	"三"	"支A"	"平"	"見"	"止"	"z"	"i"	2	"同“只有”的“只”"
"祇"	"群"	"開"	"三"	"支A"	"平"	"見"	"止"	"k"	"ei"	4	"神~"
"示"	"群"	"開"	"三"	"支A"	"平"	"見"	"止"	"s"	"i"	6	
"累"	"來"	"合"	"三"	"支A"	"上"	"來"	"止"	"l"	"ui"	6	"~贅"
"累"	"來"	"合"	"三"	"支A"	"上"	"來"	"止"	"l"	"ui"	5	"~積"
"邐"	"來"	"開"	"三"	"支A"	"上"	"來"	"止"	"l"	"ai"	6	
"紫"	"精"	"開"	"三"	"支A"	"上"	"精"	"止"	"d"	"ei"	2	
"此"	"清"	"開"	"三"	"支A"	"上"	"精"	"止"	"t"	"ei"	2	
"髓"	"心"	"合"	"三"	"支A"	"上"	"精"	"止"	"t"	"eoi"	2	"上江tui2"
"徙"	"心"	"開"	"三"	"支A"	"上"	"精"	"止"	"t"	"eoi"	2	"上江tui2"
"紙"	"章"	"開"	"三"	"支A"	"上"	"章"	"止"	"z"	"i"	2	
"咫"	"章"	"開"	"三"	"支A"	"上"	"章"	"止"	"z"	"i"	2	
"枳"	"章"	"開"	"三"	"支A"	"上"	"章"	"止"	"z"	"ik"	1	
"侈"	"昌"	"開"	"三"	"支A"	"上"	"章"	"止"	"c"	"i"	1	
"是"	"常"	"開"	"三"	"支A"	"上"	"章"	"止"	"s"	"i"	6	
"是"	"常"	"開"	"三"	"支A"	"上"	"章"	"止"	"s"	"i"	5	
"弛"	"書"	"開"	"三"	"支A"	"上"	"章"	"止"	"c"	"i"	4	
"舐"	"船"	"開"	"三"	"支A"	"上"	"章"	"止"	"s"	"aai"	5	
"蕊"	"日"	"合"	"三"	"支A"	"上"	"日"	"止"	"nj"	"ui"	2	
"爾"	"日"	"開"	"三"	"支A"	"上"	"日"	"止"	"n"		4	"白讀"
"爾"	"日"	"開"	"三"	"支A"	"上"	"日"	"止"	"nj"	"i"	4	
"邇"	"日"	"開"	"三"	"支A"	"上"	"日"	"止"	"n"		4	"白讀"
"邇"	"日"	"開"	"三"	"支A"	"上"	"日"	"止"	"nj"	"i"	4	
"企"	"溪"	"開"	"三"	"支A"	"上"	"見"	"止"	"k"	"ei"	5	
"婢"	"並"	"開"	"三"	"支A"	"上"	"幫"	"止"	"bb"	"ei"	5	
"積"	"精"	"開"	"三"	"支A"	"去"	"精"	"止"	"d"	"ik"	1	
"刺"	"清"	"開"	"三"	"支A"	"去"	"精"	"止"	"t"	"ei"	3	
"刺"	"清"	"開"	"三"	"支A"	"去"	"精"	"止"	"t"	"ik"	1	
"漬"	"從"	"開"	"三"	"支A"	"去"	"精"	"止"	"d"	"ik"	1	
"賜"	"心"	"開"	"三"	"支A"	"去"	"精"	"止"	"c"	"i"	3	
"惴"	"章"	"合"	"三"	"支A"	"去"	"章"	"止"	"c"	"ui"	6	
"睡"	"常"	"合"	"三"	"支A"	"去"	"章"	"止"	"s"	"ui"	6	
"瑞"	"常"	"合"	"三"	"支A"	"去"	"章"	"止"	"sl"	"ui"	6	
"翅"	"書"	"開"	"三"	"支A"	"去"	"章"	"止"	"c"	"i"	3	
"吱"	"溪"	"開"	"三"	"支A"	"去"	"見"	"止"	"z"	"i"	1	
"縊"	"影"	"開"	"三"	"支A"	"去"	"影"	"止"		"ai"	3	
"易"	"以"	"開"	"三"	"支A"	"去"	"以"	"止"	"j"	"i"	6	"容~"
"易"	"以"	"開"	"三"	"支A"	"去"	"以"	"止"	"j"	"ik"	6	"交~"
"臂"	"幫"	"開"	"三"	"支A"	"去"	"幫"	"止"	"bb"	"ei"	3	
"避"	"並"	"開"	"三"	"支A"	"去"	"幫"	"止"	"b"	"ei"	6	"上江bbei6"
"譬"	"滂"	"開"	"三"	"支A"	"去"	"幫"	"止"	"bb"	"ei"	2	
"知"	"知"	"開"	"三"	"支B"	"平"	"知"	"止"	"z"	"i"	1	"上江ddei1"
"蜘"	"知"	"開"	"三"	"支B"	"平"	"知"	"止"	"z"	"i"	1	
"池"	"澄"	"開"	"三"	"支B"	"平"	"知"	"止"	"c"	"i"	4	
"錘"	"澄"	"合"	"三"	"支B"	"平"	"知"	"止"	"c"	"ui"	4	
"馳"	"澄"	"開"	"三"	"支B"	"平"	"知"	"止"	"c"	"i"	4	
"差"	"初"	"開"	"三"	"支B"	"平"	"莊"	"止"	"c"	"aai"	1	"~使"
"差"	"初"	"開"	"三"	"支B"	"平"	"莊"	"止"	"c"	"aa"	1	"~勁"
"衰"	"初"	"合"	"三"	"支B"	"平"	"莊"	"止"	"s"	"ui"	1	
"妓"	"見"	"開"	"三"	"支B"	"平"	"見"	"止"	"k"	"ei"	6	"上江gei6"
"畸"	"見"	"開"	"三"	"支B"	"平"	"見"	"止"	"k"	"ei"	1	
"崎"	"溪"	"開"	"三"	"支B"	"平"	"見"	"止"	"k"	"ei"	1	
"虧"	"溪"	"合"	"三"	"支B"	"平"	"見"	"止"	"f"	"ai"	1	
"崖"	"疑"	"開"	"三"	"支B"	"平"	"見"	"止"	"ng"	"aai"	4	
"儀"	"疑"	"開"	"三"	"支B"	"平"	"見"	"止"	"n"		4	"白讀"
"儀"	"疑"	"開"	"三"	"支B"	"平"	"見"	"止"	"nj"	"i"	4	
"宜"	"疑"	"開"	"三"	"支B"	"平"	"見"	"止"	"n"		4	"白讀"
"宜"	"疑"	"開"	"三"	"支B"	"平"	"見"	"止"	"nj"	"i"	4	
"涯"	"疑"	"開"	"三"	"支B"	"平"	"見"	"止"	"ng"	"aai"	4	
"危"	"疑"	"合"	"三"	"支B"	"平"	"見"	"止"	"ng"	"ai"	4	
"犧"	"曉"	"開"	"三"	"支B"	"平"	"影"	"止"	"h"	"ei"	1	
"羲"	"曉"	"開"	"三"	"支B"	"平"	"影"	"止"	"h"	"ei"	1	
"曦"	"曉"	"開"	"三"	"支B"	"平"	"影"	"止"	"h"	"ei"	1	
"戲"	"曉"	"開"	"三"	"支B"	"平"	"影"	"止"	"h"	"ei"	3	
"犄"	"影"	"開"	"三"	"支B"	"平"	"影"	"止"	"g"	"ei"	1	
"逶"	"影"	"合"	"三"	"支B"	"平"	"影"	"止"	"w"	"ai"	5	
"椅"	"影"	"開"	"三"	"支B"	"平"	"影"	"止"	"ng"	"ei"	2	
"漪"	"影"	"開"	"三"	"支B"	"平"	"影"	"止"	"ng"	"ei"	2	
"萎"	"影"	"合"	"三"	"支B"	"平"	"影"	"止"	"w"	"ai"	2	
"委"	"影"	"合"	"三"	"支B"	"平"	"影"	"止"	"w"	"ai"	2	
"為"	"云"	"合"	"三"	"支B"	"平"	"影"	"止"	"w"	"ai"	2	
"襬"	"幫"	"開"	"三"	"支B"	"平"	"幫"	"止"	"bb"	"aai"	2	
"碑"	"幫"	"開"	"三"	"支B"	"平"	"幫"	"止"	"bb"	"ei"	1	
"疲"	"並"	"開"	"三"	"支B"	"平"	"幫"	"止"	"p"	"ei"	1	
"疲"	"並"	"開"	"三"	"支B"	"平"	"幫"	"止"	"b"	"ei"	4	
"罷"	"並"	"開"	"三"	"支B"	"平"	"幫"	"止"	"b"	"aa"	4	"上江bbaa6"
"皮"	"並"	"開"	"三"	"支B"	"平"	"幫"	"止"	"b"	"ei"	4	
"糜"	"明"	"開"	"三"	"支B"	"平"	"幫"	"止"	"m"	"ei"	4	
"披"	"滂"	"開"	"三"	"支B"	"平"	"幫"	"止"	"p"	"ei"	1	
"奇"	"群"	"開"	"三"	"支B"	"平"	"見"	"止"	"k"	"ei"	4	
"琦"	"群"	"開"	"三"	"支B"	"平"	"見"	"止"	"k"	"ei"	4	
"騎"	"群"	"開"	"三"	"支B"	"平"	"見"	"止"	"k"	"ei"	4	
"揣"	"初"	"合"	"三"	"支B"	"上"	"莊"	"止"	"c"	"ui"	1	
"灑"	"生"	"開"	"三"	"支B"	"上"	"莊"	"止"	"s"	"aa"	2	
"詭"	"見"	"合"	"三"	"支B"	"上"	"見"	"止"	"gw"	"ai"	2	
"跪"	"溪"	"合"	"三"	"支B"	"上"	"見"	"止"	"kw"	"ai"	6	"上江gwai6"
"綺"	"溪"	"開"	"三"	"支B"	"上"	"見"	"止"		"ei"	2	
"蟻"	"疑"	"開"	"三"	"支B"	"上"	"見"	"止"	"ng"	"ai"	2	
"毀"	"曉"	"合"	"三"	"支B"	"上"	"影"	"止"	"f"	"ai"	2	
"倚"	"影"	"開"	"三"	"支B"	"上"	"影"	"止"		"ei"	2	
"彼"	"幫"	"開"	"三"	"支B"	"上"	"幫"	"止"	"bb"	"ei"	2	
"彼"	"幫"	"開"	"三"	"支B"	"上"	"幫"	"止"	"p"	"ei"	5	
"被"	"並"	"開"	"三"	"支B"	"上"	"幫"	"止"	"b"	"ei"	6	"~動；上江bbei6"
"被"	"並"	"開"	"三"	"支B"	"上"	"幫"	"止"	"b"	"ei"	2	"~子；上江pei2"
"靡"	"明"	"開"	"三"	"支B"	"上"	"幫"	"止"	"m"	"ei"	5	
"技"	"群"	"開"	"三"	"支B"	"上"	"見"	"止"	"k"	"ei"	6	"上江gei6"
"智"	"知"	"開"	"三"	"支B"	"去"	"知"	"止"	"z"	"i"	3	
"寄"	"見"	"開"	"三"	"支B"	"去"	"見"	"止"	"g"	"ei"	3	
"誼"	"疑"	"開"	"三"	"支B"	"去"	"見"	"止"	"n"		4	"白讀"
"誼"	"疑"	"開"	"三"	"支B"	"去"	"見"	"止"	"nj"	"i"	4	
"義"	"疑"	"開"	"三"	"支B"	"去"	"見"	"止"	"n"		6	"白讀"
"義"	"疑"	"開"	"三"	"支B"	"去"	"見"	"止"	"nj"	"i"	6	
"議"	"疑"	"開"	"三"	"支B"	"去"	"見"	"止"	"n"		2	"白讀"
"議"	"疑"	"開"	"三"	"支B"	"去"	"見"	"止"	"nj"	"i"	2	
"纍"	"來"	"合"	"三"	"脂A"	"平"	"來"	"止"	"l"	"ui"	6	
"梨"	"來"	"開"	"三"	"脂A"	"平"	"來"	"止"	"l"	"ei"	4	
"諮"	"精"	"開"	"三"	"脂A"	"平"	"精"	"止"	"d"	"ei"	1	
"資"	"精"	"開"	"三"	"脂A"	"平"	"精"	"止"	"d"	"ei"	1	
"姿"	"精"	"開"	"三"	"脂A"	"平"	"精"	"止"	"d"	"ei"	1	
"瓷"	"從"	"開"	"三"	"脂A"	"平"	"精"	"止"	"t"	"ei"	4	
"茨"	"從"	"開"	"三"	"脂A"	"平"	"精"	"止"	"t"	"ei"	3	
"雖"	"心"	"合"	"三"	"脂A"	"平"	"精"	"止"	"sl"	"eoi"	1	"上江slui1"
"私"	"心"	"開"	"三"	"脂A"	"平"	"精"	"止"	"sl"	"ei"	1	
"脂"	"章"	"開"	"三"	"脂A"	"平"	"章"	"止"	"z"	"i"	1	
"錐"	"章"	"合"	"三"	"脂A"	"平"	"章"	"止"	"z"	"ui"	1	
"錐"	"章"	"合"	"三"	"脂A"	"平"	"章"	"止"	"nj"	"ui"	1	
"推"	"昌"	"合"	"三"	"脂A"	"平"	"章"	"止"	"t"	"ui"	1	
"誰"	"常"	"合"	"三"	"脂A"	"平"	"章"	"止"	"s"	"ui"	4	
"屍"	"書"	"開"	"三"	"脂A"	"平"	"章"	"止"	"s"	"i"	1	
"屎"	"曉"	"開"	"三"	"脂A"	"平"	"影"	"止"	"s"	"i"	2	
"咦"	"曉"	"開"	"三"	"脂A"	"平"	"影"	"止"	"j"	"i"	2	
"伊"	"影"	"開"	"三"	"脂A"	"平"	"影"	"止"		"ei"	1	
"黝"	"影"	"開"	"三"	"脂A"	"平"	"影"	"止"	"j"	"au"	4	
"胰"	"以"	"開"	"三"	"脂A"	"平"	"以"	"止"	"j"	"i"	4	
"夷"	"以"	"開"	"三"	"脂A"	"平"	"以"	"止"	"j"	"i"	4	
"惟"	"以"	"合"	"三"	"脂A"	"平"	"以"	"止"	"j"	"ui"	4	
"惟"	"以"	"合"	"三"	"脂A"	"平"	"以"	"止"	"w"	"ai"	4	
"羨"	"以"	"開"	"三"	"脂A"	"平"	"以"	"止"	"h"	"im"	3	
"寅"	"以"	"開"	"三"	"脂A"	"平"	"以"	"止"	"j"	"an"	4	
"唯"	"以"	"合"	"三"	"脂A"	"平"	"以"	"止"	"j"	"ui"	4	
"唯"	"以"	"合"	"三"	"脂A"	"平"	"以"	"止"	"w"	"ai"	4	
"遺"	"以"	"合"	"三"	"脂A"	"平"	"以"	"止"	"j"	"ui"	4	
"遺"	"以"	"合"	"三"	"脂A"	"平"	"以"	"止"	"w"	"ai"	4	
"維"	"以"	"合"	"三"	"脂A"	"平"	"以"	"止"	"j"	"ui"	4	
"維"	"以"	"合"	"三"	"脂A"	"平"	"以"	"止"	"w"	"ai"	4	
"姨"	"以"	"開"	"三"	"脂A"	"平"	"以"	"止"	"j"	"i"	4	"上江ji1"
"琵"	"並"	"開"	"三"	"脂A"	"平"	"幫"	"止"	"b"	"ei"	4	"上江pei4"
"比"	"並"	"開"	"三"	"脂A"	"平"	"幫"	"止"	"bb"	"ei"	2	
"枇"	"並"	"開"	"三"	"脂A"	"平"	"幫"	"止"	"b"	"ei"	4	"上江pei4"
"鰭"	"群"	"開"	"三"	"脂A"	"平"	"見"	"止"	"k"	"ei"	4	
"葵"	"群"	"合"	"三"	"脂A"	"平"	"見"	"止"	"kw"	"ai"	4	
"壘"	"來"	"合"	"三"	"脂A"	"上"	"來"	"止"	"l"	"ui"	2	
"履"	"來"	"開"	"三"	"脂A"	"上"	"來"	"止"	"l"	"eoi"	2	"上江lui2"
"耒"	"來"	"合"	"三"	"脂A"	"上"	"來"	"止"	"t"	"eoi"	6	"上江dui6"
"姊"	"精"	"開"	"三"	"脂A"	"上"	"精"	"止"	"d"	"ei"	2	
"死"	"心"	"開"	"三"	"脂A"	"上"	"精"	"止"	"sl"	"ei"	2	
"指"	"章"	"開"	"三"	"脂A"	"上"	"章"	"止"	"z"	"i"	2	
"旨"	"章"	"開"	"三"	"脂A"	"上"	"章"	"止"	"z"	"i"	2	
"視"	"常"	"開"	"三"	"脂A"	"上"	"章"	"止"	"s"	"i"	6	
"矢"	"書"	"開"	"三"	"脂A"	"上"	"章"	"止"	"c"	"i"	2	
"水"	"書"	"合"	"三"	"脂A"	"上"	"章"	"止"	"s"	"ui"	2	
"癸"	"見"	"合"	"三"	"脂A"	"上"	"見"	"止"	"gw"	"ai"	3	
"妣"	"幫"	"開"	"三"	"脂A"	"上"	"幫"	"止"	"bb"	"ei"	2	
"揆"	"群"	"合"	"三"	"脂A"	"上"	"見"	"止"	"kw"	"ai"	4	
"地"	"定"	"開"	"三"	"脂A"	"去"	"端"	"止"	"d"	"ei"	6	"上江ddei6"
"淚"	"來"	"合"	"三"	"脂A"	"去"	"來"	"止"	"l"	"ui"	6	
"利"	"來"	"開"	"三"	"脂A"	"去"	"來"	"止"	"l"	"ei"	6	
"類"	"來"	"合"	"三"	"脂A"	"去"	"來"	"止"	"l"	"ui"	6	
"痢"	"來"	"開"	"三"	"脂A"	"去"	"來"	"止"	"l"	"ei"	6	
"恣"	"精"	"開"	"三"	"脂A"	"去"	"精"	"止"	"d"	"ei"	3	
"醉"	"精"	"合"	"三"	"脂A"	"去"	"精"	"止"	"d"	"ui"	3	
"翠"	"清"	"合"	"三"	"脂A"	"去"	"精"	"止"	"t"	"ui"	3	
"次"	"清"	"開"	"三"	"脂A"	"去"	"精"	"止"	"t"	"ei"	3	
"悴"	"從"	"合"	"三"	"脂A"	"去"	"精"	"止"	"sl"	"ui"	6	
"自"	"從"	"開"	"三"	"脂A"	"去"	"精"	"止"	"t"	"ei"	6	"上江dei6"
"嫉"	"從"	"開"	"三"	"脂A"	"去"	"精"	"止"	"t"	"at"	6	"上江dat6"
"萃"	"從"	"合"	"三"	"脂A"	"去"	"精"	"止"	"sl"	"ui"	6	
"邃"	"心"	"合"	"三"	"脂A"	"去"	"精"	"止"	"sl"	"ui"	6	
"粹"	"心"	"合"	"三"	"脂A"	"去"	"精"	"止"	"sl"	"ui"	6	
"四"	"心"	"開"	"三"	"脂A"	"去"	"精"	"止"	"sl"	"ei"	3	
"肆"	"心"	"開"	"三"	"脂A"	"去"	"精"	"止"	"sl"	"ei"	3	
"祟"	"心"	"合"	"三"	"脂A"	"去"	"精"	"止"	"sl"	"ui"	6	
"駟"	"心"	"開"	"三"	"脂A"	"去"	"精"	"止"	"sl"	"ei"	3	
"遂"	"邪"	"合"	"三"	"脂A"	"去"	"精"	"止"	"sl"	"ui"	6	
"穗"	"邪"	"合"	"三"	"脂A"	"去"	"精"	"止"	"w"	"ai"	6	
"穗"	"邪"	"合"	"三"	"脂A"	"去"	"精"	"止"	"j"	"ui"	6	
"彗"	"邪"	"合"	"三"	"脂A"	"去"	"精"	"止"	"w"	"ai"	6	
"彗"	"邪"	"合"	"三"	"脂A"	"去"	"精"	"止"	"j"	"ui"	6	
"隧"	"邪"	"合"	"三"	"脂A"	"去"	"精"	"止"	"sl"	"ui"	6	
"摯"	"章"	"開"	"三"	"脂A"	"去"	"章"	"止"	"z"	"i"	3	
"至"	"章"	"開"	"三"	"脂A"	"去"	"章"	"止"	"z"	"i"	3	
"出"	"昌"	"合"	"三"	"脂A"	"去"	"章"	"止"	"c"	"at"	1	
"嗜"	"常"	"開"	"三"	"脂A"	"去"	"章"	"止"	"s"	"i"	3	
"二"	"日"	"開"	"三"	"脂A"	"去"	"日"	"止"	"n"		6	"白讀"
"二"	"日"	"開"	"三"	"脂A"	"去"	"日"	"止"	"nj"	"i"	6	
"貳"	"日"	"開"	"三"	"脂A"	"去"	"日"	"止"	"n"		6	"白讀"
"貳"	"日"	"開"	"三"	"脂A"	"去"	"日"	"止"	"nj"	"i"	6	
"季"	"見"	"合"	"三"	"脂A"	"去"	"見"	"止"	"gw"	"ai"	3	
"棄"	"溪"	"開"	"三"	"脂A"	"去"	"見"	"止"	"h"	"ei"	3	
"庇"	"幫"	"開"	"三"	"脂A"	"去"	"幫"	"止"	"bb"	"ei"	2	
"鼻"	"並"	"開"	"三"	"脂A"	"去"	"幫"	"止"	"b"	"ei"	6	"上江bbei6"
"寐"	"明"	"開"	"三"	"脂A"	"去"	"幫"	"止"	"m"	"ei"	6	
"屁"	"滂"	"開"	"三"	"脂A"	"去"	"幫"	"止"	"p"	"ei"	3	
"悸"	"群"	"合"	"三"	"脂A"	"去"	"見"	"止"	"gw"	"aai"	3	
"悸"	"群"	"合"	"三"	"脂A"	"去"	"見"	"止"	"kw"	"ai"	3	
"尼"	"娘"	"開"	"三"	"脂B"	"平"	"知"	"止"	"n"	"ai"	4	
"呢"	"娘"	"開"	"三"	"脂B"	"平"	"知"	"止"	"n"	"ei"	1	
"胝"	"知"	"開"	"三"	"脂B"	"平"	"知"	"止"	"z"	"i"	1	
"追"	"知"	"合"	"三"	"脂B"	"平"	"知"	"止"	"z"	"ui"	1	
"遲"	"澄"	"開"	"三"	"脂B"	"平"	"知"	"止"	"c"	"i"	4	
"槌"	"澄"	"合"	"三"	"脂B"	"平"	"知"	"止"	"c"	"ui"	4	
