使用綠色的								#客	#客	#闽南		藍色是鸡老师抄的									
id	注释	单字	番禺市桥	天河石牌	花都炭步	从化吕田	增城荔城	花都梯面	白云太和	南沙东涌		番禺市橋	天河石牌	花都文崗	從化獅象	增城荔城	白雲人和	黃埔蘿崗	南沙黃閣		issame
804	～对	絕	tʃyt2	tʃyt2	tʃyt2	tʃyɛt2	tʃit2	tsʰɛt5	tsʰiat5	tsok5											
805	～布，～传	宣	ʃyn53	ʃyn53	ʃyn55	ʃyɛn55	ʃœŋ55	siɔn34	sian33	suaŋ33											
806	～择，挑～	選	ʃyn35	ʃyn25	ʃyn25	ʃyɛn35	ʃœŋ35	sɛn42	sian31	suaŋ51											
807	落～（下雪），～白	雪	ʃyt3	ʃyt3	ʃyt3	ʃyɛt5	ʃœt2	sɛt32	siat21	soʔ21											
808	～转	旋	ʃyn31	ʃyn21	ʃyn21	ʃyɛn22	ʃin21	sɔn21	sian22	suaŋ55		ʃyn31	ʃyn21	ʃyn21	ʃyɛn22	ʃin21	ʃyn21	ʃyn21	ʃyŋ21		1
809	～学，～移，翻～	轉	tʃyn35	tʃyn25	tʃyn25	tʃyɛn35	tʃin35	tsɔn42	tsuan31	tsuaŋ51											
810	～达，流～	傳	tʃʰyn31	tʃʰyn21	tʃʰyn21	tʃʰyɛn22	tʃʰin21	tsʰɔn21	tsʰuan22	tʰuaŋ55											
811	～门，大～	專	tʃyn53	tʃyn53	tʃyn55	tʃyɛn55	tʃin55	tsɔn34	tsuan33	tsuaŋ33											
812	～堂风，揭～	穿	tʃʰyn53	tʃʰyn53	tʃʰyn55	tʃʰyɛn53	tʃʰin55	tsʰɔn34	tsʰuan33	tsʰuaŋ33		tʃʰyn53	tʃʰyn53	tʃʰyn53	tʃʰyɛn53	tʃʰin53	tʃʰyn53	tʃʰyn53	tʃʰyŋ53		花都, 增城
813	一～，～通	串	tʃʰyn33	tʃʰyn33	tʃʰyn33	tʃʰyɛn33	tʃʰin33	tsʰɔn55	tsʰuan51	tsʰuaŋ12											
814	轮～	船	ʃyn31	ʃyn21	ʃyn21	ʃyɛn22		sɔn21	suan22	tsuŋ55		ʃyn31	ʃyn21	ʃyn21	ʃyɛn22	ʃin21	ʃyn21	ʃyn21	ʃyŋ21		
815	小～	說	ʃyt3	ʃyt3	ʃyt3	ʃyɛt3	ʃit2	sɔt32	suat21	syeʔ21											
816	～弱	軟	jyn13	jyn34	jyn34	zyɛn33	jin35	jɔn34	juan33	nəŋ35											
817	～起来[动]	捲	kyn35	kyn25	kʰyn25	kyɛn35	kœŋ35	kɛn42	kian31	kuaŋ51											
818	圆～，～套	圈	kyn35	hyn55	hyn55	hyn55	hœŋ55	kʰɛn34	kʰian33	huaĩ33											
819	～头	拳	kʰyn31	kʰyn21	kʰyn21	kʰyɛn22		kʰɛn21	kʰian22	kuŋ55											
820	团～	圓	jyn31	jyn21	jyn21	zyɛn22	jin21	jɛn21	ian22	ĩ55											
821	医～，～长	院	jyn35	jyn25	jyn25	zyɛn35	jin35	jɛn55	ian51	ŋĩ22											
822	～读	閱	jyt2	jyt2	jyt2	hiɛ35	jit2	jɛt5	iat5	uak5											
823	～对，造～	反	fan35	faŋ25	fan25	fan35	faŋ35	fan42	fan31	huaŋ51											
824	～展，～财[文]	發	fat3	fak3	fɐt3			fat32	fat21	huak21											
825	～虫（长虫）[白]	發	fat3	fak3	fɐt3	fat3		fat32	pɔt21	huak21											
826	～书[文]	翻	fan53	faŋ53	fan55	fan53	faŋ55	fan34	fan33	huaŋ33											
827	翻转；呕吐[白]	翻	fan53	faŋ53	fan55	fan53	fɐn55	fan34	fan33	huaŋ33											
828	麻～	煩	fan31	faŋ21	fan21	fan33	fɐn21	fan21	fan22	huaŋ55											
829	食～，～店	飯	fan22	faŋ31	fan32	fan31	faŋ31	fan55	fan51	pəŋ22											
830	～款，惩～	罰	fɐt2	fak2	fɐt2	fat3	fat2	fat5	fat5	huak5											
831	～会	晚	man13	maŋ34	man34	man53	maŋ13	man34	man33	mẽ55		kuɐi22	maŋ34	man34	man53	maŋ13	man231	maŋ13	maŋ23		番禺
832	～一	萬	man22	maŋ22	man32	man31	maŋ31	man55	man51	buaŋ22											
833	鞋～	襪	mɐt2	mɐt2	mɐt2	mat3	mek2	mat32	mat21	ueʔ5											
834	规～	勸	hyn33	hyn33	hyn33	hyɛn33	hin31	kʰɛn55	kʰian51	kəŋ35											
835	～来，平～	原	jyn31	jyn21	jin21	zyɛn22	jin21	jɛn21	ian22	ŋuaŋ55											
836	～望	願	jyn22	jyn22	jyn32	zyɛn31	jin31	jɛn55	ian51	ŋuaŋ35											
837	～人，埋～	怨	jyn33	jyn33	jyn33	zyɛn33	jin33	jɛn55	ian51	uaŋ35											
838	永～	遠	jyn13	jyn34	jyn34	zyɛn35	jin13	jɛn42	ian31	ŋ̍35											
839	～东	粵	jyt2	jyt2	jyt2	zyɛt2	jit2	jɛt5	iat5	uak5											
840	～定	決	kʰyt3	kʰyt3	kʰyt3	kʰyɛt3	kœt3	kʰɛt32	kʰiat21	kuak21											
841	狂～病	犬	hyn35	hin25	hyn25	kɐu35	hœŋ35	hɛn42	kʰian31	hiaŋ33											
842	流～	血	hyt3	hyt3	hyt3	hyɛt3	hœt3	ʃɛt32	ʃiat21	hueʔ21		hyt33	hyt33	hyt33	hyɛt33	hœk33	hyt33	hyt33	hyk33		番禺, 天河, 花都, 从化, 增城
843	～长	縣	jyn35	jyn25	jyn25	zyɛn35	jin35	jɛn55	ian51	kuaĩ22											
844	～位	穴	jyt2	jyt2	jyt2		jit2	jɛt32	ʃiat5	huak21											
845	～口水	吞	tʰɐn53	tʰɐn53	tʰøn55	hɔn53	tʰɐn55	tʰun34	tʰun33	tʰuŋ33											
846	～从	跟	kɐn53	kɐn53	kɐn55	kɐn53	kɐn55	kɛn34	kian33	keŋ33											
847	～人	恩	jɐn53	jɐn53	jɐn55	ɐn55	jɐn55	in34	ɛn33	iŋ33/eŋ33											
848	贵～	賓	pɐn53	pɐn53	pɐn55	pɐn55	paŋ55	pin34	pin33	peŋ33/piaŋ33											
849	毛～，～记	筆	pɐt5	pɐt5	pɐt5	pɐt5	pak5	pit32	pit21	pik21											
850	～配	匹	pʰɐt5	pʰɐt5	pʰɐt5	pʰɐt5	pʰak5	pʰit32	pʰit21	pʰik21		pʰɐt55	pʰɐt55	pʰɐt55	pʰɐt55	pʰɐk55	pʰɐt55	pʰɐt55	pʰɐk55		番禺, 天河, 花都, 从化, 增城
851	扶～	貧	pʰɐn31	pʰɐn21	pʰɐn21	pʰɐn22	pʰɐn21	pʰin21	pʰin22	pʰeŋ55											
852	人～，～族	民	mɐn31	mɐn21	mɐn21	mɐn22	mɐŋ21	bin21	min22	miŋ55											
853	灵～	敏	mɐn13	mɐn34	mɐn34	mɐn33	mɐn13	bun42	min31	buŋ55											
854	秘～，～封	密	mɐt2	mɐt2	mɐt2	mɐt2	mak2	bit5	mit5	mik5											
855	～居	鄰	løn31	leŋ21	løn21	lœn22	lɐn21	lun21	lin22	ʣeŋ55											
856	鱼～	鱗	løn31	lœn21	løn21	lœn22	lɐn21	lun21	lin33	laŋ55											
857	～子	栗	løt2	lœt25	løt2	lɐt5	lɐk2	lut5	lut5												
858	～步，前～	進	tʃøn33	tʃœn33	tʃøn33	tœn33	tʃɐn33	tsun55	tsin51	tsin12											
859	～生，父～	親	tʃʰɐn53	tʃʰɐn53	tʃʰɐn55	tʰɐn53	tʃʰɐn55	tsʰin34	tsʰin33	tsʰiŋ33											
860	数字	七	tʃʰɐt5	tʃʰɐt5	tʃʰɐt5	tʰɐt5	tʃʰak5	tsʰit32	tsʰit21	tsʰiʔ21		tʃʰɐt55	tʃʰɐt55	tʃʰɐt55	tʰɐt55	tʃʰɐk55	tʃʰɐt55	tʃʰɐt55	tʃʰɐk55		番禺, 天河, 花都, 从化, 增城
861	姓；～国	秦	tʃʰøn31	tʃʰœn21	tʃʰøn21	tʃʰɐn22	tʃʰɐn21	tsʰui21	tsʰin22	tsʰeŋ55											
862	～量，～力，～头	盡	tʃøn22	tʃœn31	tʃøn32	tœn33	tʃɐn31	tsin55	tsʰin51	tsiŋ22											
863	残～	疾	tʃɐt2	tʃɐt2	tʃɐt2	tʃɐt5	tʃɐt2	tsʰit5	tsʰit5	tsiʔ5											
864	～旧	新	ʃɐn53	ʃɐn53	ʃɐn55	ʃɐn53	ʃɐn55	sin34	sin33	seŋ33/siŋ33		ʃɐn53	ʃɐn53	ʃɐn55	ʃɐn53	ʃɐŋ55	ʃɐn53	ʃɐn55	ʃɐŋ55		增城
865	相～	信	ʃøn33	ʃœn33	ʃøn33	ʃœn33	ʃɐn33	sin55	sin51	siŋ12											
866	～头（膝盖）	膝	ʃɐt5	ʃɐt5	ʃɐt5	tʃʰɐt5	tʃʰat5	tsʰɛt32	tsʰit21	siʔ21											
867	～珠	珍	tʃɐn55	tʃɐn55	tʃɐn55	tʃɐn55	tʃɐn55	tsin34	tsin33	tsiŋ33		tʃɐn53	tʃɐn53	tʃɐn55	tʃɐn53	tʃɐŋ55	tʃɐn53	tʃɐn55	tʃɐŋ55		番禺, 天河, 从化, 增城
868	～长，～压	鎮	tʃɐn33	tʃɐn33	tʃɐn33	tʃɐn33	tʃɐn55	tsin55	tsin51	teŋ12											
869	姓；～列，～皮	陳	tʃʰɐn31	tʃʰɐn21	tʃʰɐn21	tʃʰɐn22	tʃʰɐn21	tsʰin21		taŋ55											
870	～雨	陣	tʃɐn22	tʃɐn31	tʃɐn32	tʃɐn31	tʃɐn31	tsʰin55	ʧʰin51	teŋ55											
871	～子	姪	tʃɐt2		tʃɐt2	tʃɐt2	tʃɐk2	tsʰit5	ʧʰit5	tiak5											
872	虱子，～嫲	蝨	ʃɐt5	ʃɐt5	ʃɐt5	ʃiɛt3	ʃɐk5	sit5	ʃit21	sak35											
873	认～，～假	真	tʃɐn53	tʃɐn53	tʃɐn55	tʃɐn53	tʃɐn55	tsin34	tʃin33	ʦeŋ33											
874	～动	振	tʃɐn33	tʃɐn33	tʃɐn33	tʃɐn33	tʃɐn33	tsin55	ʧian51	teŋ12											
875	～量，品～	質	tʃɐt5	tʃɐt5	tʃɐt5	tʃɐt5			tʃit21	tsik21											
876	～仙，精～	神	ʃɐn31	ʃɐn21	ʃɐn21	ʃɐn22	ʃɐn21	ʃin21	ʃin22	seŋ55		ʃɐn31	ʃɐn21	ʃɐn21	ʃɐn22	ʃɐŋ21	ʃɐn21	ʃɐn21	ʃɐŋ21		增城
877	老～，～在	實	ʃɐt2	ʃɐt2	ʃɐt2	ʃɐt2	ʃɐk2	ʃit5	ʃit5	sik5											
878	～体，上～	身	ʃɐn53	ʃɐn53	ʃɐn55	ʃɐn53	ʃɐn55	ʃin34	ʃin33	seŋ33											
879	～去，丧～	失	ʃɐt5	ʃɐt5	ʃɐt5	ʃɐt5	ʃɐk5	ʃit32	ʃit21	sik21		ʃɐt55	ʃɐt55	ʃɐt55	ʃɐt55	ʃɐk55	ʃɐt55	ʃɐt22	ʃɐk55		番禺, 天河, 花都, 从化, 增城
880	朝～	晨	ʃɐn31	ʃɐn21	ʃɐn21	ʃɐn22	ʃɐn21	ʃin21	ʃin22	seŋ55											
881	～病	腎	ʃɐn22	ʃɐn31	ʃɐn34	ʃɐn31	ʃɐn31	ʃin55	ʃin51	siaŋ35											
882	老～，～民	人	jɐn31	jɐn21	jɐn21	ŋɐn22	jɐn21	ɡin21	ŋin22	naŋ55		jɐn31	jɐn21	jɐn21	ŋɐn22	jɐŋ21	jɐn21	jɐn21	jɐŋ21		增城
883	～义	仁	jɐn31	jɐn21	jɐn21	zɐn22		jin21	in22	dziŋ55											
884	～耐，～受	忍	jɐn35	jɐn25	jɐn25	zɐn35	jɐn35	jin42	iun33	eŋ55		jɐn35	jɐn25	jɐn25	zɐn35	jɐŋ35	jɐn231	jɐn35	jɐŋ25		增城
885	承～，～真	認	jen22	jeŋ31	jeŋ32	zɐn31	jeŋ31	ɡin55	in51	dziŋ22											
886	不易断，坚～[文]	靭	jɐn22	jɐn22	jɐn32	ŋɐn31		ɡiun55	iun51	dziŋ22											
887	十～，～期	日	jɐt2	jɐt2	jɐt2	ŋɐt35	jɐt2	ɡit32	ŋit21	dzik5		jɐt22	jɐt22	jɐt22	ŋɐt35	jɐk22	jɐt22	jɐt22	jɐk22		番禺, 天河, 花都, 增城
888	～张	緊	kɐn35	kɐn25	kɐn25	kɐn35	kɐn35	kin42	kin31	keŋ35											
889	～利	吉	kɐt5	kɐt5	kɐt5	kɐt5	kɐk5	kit32	kit21	kik21											
890	金～，～行	銀	ɐn31	ŋɐn21	ŋɐn21	ŋan35	ŋɐn21	ɡiun21	iun22	ŋeŋ55											
891	原～	因	jɐn53	jɐn53	jɐn55	zɐn55	jɐn55	jin34	yin33	eŋ33											
892	手～	印	jɐn33	jɐn33	jɐn33	zɐn33	jɐn33	jin55	yin51	iŋ12											
893	天干，甲乙丙丁	乙	jyt2	jyt2	jyt2	zyɛt3	jit2	jɛt5	iat21	iak21											
894	数字	一	jɐt5	jɐt5	jɐt5	zɐt5	jɐk5	jit32	it21	tsek5		jɐt55	jɐt55	jɐt55	zɐt55	jɐk55	jɐt55	jɐt55	jɐk55		番禺, 天河, 花都, 从化, 增城
895	吸～	引	jɐn13	jɐn34	jɐn34	zɐn35	jɐn35	jin42	yin31	eŋ51		jɐn13	jɐn34	jɐn34	zɐn35	jɐŋ35	jɐn231	jɐn13	jɐŋ23		增城
896	～两	斤	kɐn53	kɐn53	kɐn55	kɐn53	kɐn55	kin34	kin33	keŋ33											
897	～慎，严～	謹	kɐn35	kɐn25	kɐn25	kɐn35	kɐn35	kin42	kiun31	keŋ51											
898	～劳	勤	kʰɐn31	kʰɐn21	kʰɐn21	kʰɐn22	kʰɐn21	kʰin42	kʰiun22	kʰeŋ55											
899	最～，～来[文]	近	kɐn22	kɐn31	kɐn32	kʰɐn33	kɐn31	kʰin55	kʰiun51	keŋ35		kʰɐn22	kʰɐn31	kʰɐn32	kʰɐn33	kʰɐŋ31	kʰɐn31	kʰɐn41	kʰɐŋ23		番禺, 天河, 花都, 增城
900	远近[白]	近	kʰɐn13	kɐn31	kɐn32	kʰɐn33	kɐn31	kʰin55	kʰiun51	keŋ35		kʰɐn22	kʰɐn31	kʰɐn32	kʰɐn33	kʰɐŋ31	kʰɐn31	kʰɐn41	kʰɐŋ23		番禺, 天河, 花都, 增城
901	～赏	欣	jɐn53	jɐn53	jɐn55	hɐn55	jɐn55	jin34	ʃiun33	eŋ33											
902	～形，～身	隱	jɐn35	jɐn25	jɐn25	zɐn35	jɐn35	jin42	iun31	eŋ51											
903	～来，书～	本	pun35	pun25	pun25	pun35	pœŋ35	pun42	pun31	pəŋ51											
904	～过	不	pɐt5	pɐt5	pɐt5	pɐt5	pak5	put32	put21	puk21											
905	面～（脸盆），～地	盆	pʰun31	pʰun21	pʰun21	pʰɐn22	pʰœŋ21	pʰun21	pʰun22	puã55		pʰun31	pʰun21	pʰun21	pʰɐn22	pʰœŋ21	pʰun21	pʰun21	pʰuŋ21		1
906	～蛋[文]	笨	pɐn22	pɐn31	pɐn32		pɐn31	pun42	pun51												
907	关～	門	mun31	mun21	mun32	mɐn22	mœŋ21	bun21	mun22	məŋ55											
908	桥～	墩	tɐn35	tœn55	tøn34	tœn35	tɐn35	tun34	tun33	tuŋ51											
909	停～，～脚	頓	tøn22	tœn31	tøn32	tœn31	tɐn31	tun55	tun51	tuŋ35											
910	矛～	盾	tʰøn13	tʰœn34	tʰøn34	tʰœn55	tʰɐn13	tʰun42	tʰun31	tʰuŋ51											
911	～然	突	tɐk2	tɐt2	tɐt2	tœt5	tak2	tʰut5	tʰut21	tʰuk21											
912	不老	嫩	lyn22	lyn22	lyn32	lɔn31	nim31	lan13	lun51	luaŋ35											
913	议～，～文	論	løn22	lœn22	løn32	lœn31	lɐn31	lun55	lun51	luŋ35											
914	～重	尊	tʃøn53	tʃœn53	tʃyn55	tʃyn55	tʃin55	tsun34	tsun33	tsuaŋ33		tʃøn53	tʃøn53	tʃyn55	tʃyɛn55	tʃœŋ55	tʃyn53	tʃyn55	tʃyŋ55		天河, 从化, 增城
915	～长	村	tʃʰyn55	tʃʰyn55	tʃʰyn55	tʰɔn55	tʃʰœŋ55	tsʰun34	tsʰun33	tsʰəŋ33											
916	尺～	寸	tʃʰyn33	tʃʰyn33	tʃʰyn33	tʰɔn33	tʃʰœŋ33	tsʰun55	tsʰun51	tsʰuaŋ12		tʃʰyn33	tʃʰyn33	tʃʰyn33	tʰɔn33	tʃʰœŋ33	tʃʰyn33	tʃʰyn33	tʃʰyŋ23		1
917	～在，～折，储～	存	tʃʰyn31	tʃʰyn21	tʃʰyn21	tʃʰɐn22	tʃʰœŋ21	tsʰun21	tsʰun22	tsʰuaŋ55											
918	姓；子～	孫	ʃyn55	ʃyn55	ʃyn55	ʃɔn35	ʃœŋ55	sun34	sun33	səŋ33											
919	～坏	損	ʃyn35	ʃyn25	ʃyn25	ʃyɛn35	ʃœŋ35	sun42	sun31	suaŋ51											
920	～动；水开	滾	kuɐn35	kuɐn25	kuɐn25		kuɐŋ35	kun42	kun31	kʰuŋ51											
921	长～	棍	kuɐn33	kuɐn33	kuɐn33	kuɐn33	kuɐŋ33	kun55	kun51	kuŋ12											
922	～头	骨	kuɐt5	kuɐt5	kuɐt5	kuɐt5	kuat5	kut32	kut21	kuk21											
923	乾～	坤	kʰuɐn53	kʰuɐn53	kʰuɐn55	kʰuɐn55	kʰuaŋ55	kʰun34	kʰun33	kʰuŋ33											
924	～难	困	kʰuɐn33	kʰuɐn33	kʰuɐn33	kʰuɐn33	kʰuɐŋ33	kʰun55	kʰun51	kʰuŋ12											
925	结～	婚	fɐn53	fɐn53	fɐn55	fɐn53	hɐn55	fun34	fun33	huŋ33		fɐn53	fɐn53	fɐn55	fɐn53	fɐŋ55	fɐn53	fɐn55	fɐŋ55		增城
926	～然	忽	fɐt5	fɐt5	wɐt2		kʰuat3	tʰut5	fut21	hut5											
927	～度，～和	溫	wɐn53	wɐn53	wɐn55	vɐn55	waŋ55	vun34	vun33	uŋ33											
928	～定，求～	穩	wɐn35	wɐn25	wɐn25	vɐn35	waŋ35	vun42	vun31	uŋ51											
929	车～，～流	輪	løn31	lœn21	løn32	lœn35	laŋ21	lun21	lun22	luŋ55											
930	法～，～师	律	løt2	lœt2	løt2	lœt5	lak2	lut5	lut5	luk5											
931	英～	俊	tʃøn22	tʃœn31	tʃøn32	tʃɐn33	tʃɐn33	tsun55	tsun51	tsiŋ12											
932	～速	迅	ʃøn33	ʃœn33	ʃøn33	ʃɐn33	ʃɐn33	sun55	sin51	suŋ12											
933	遵～，～环	循	tʃʰøn31	tʃʰœn21	tʃʰøn21	tʃʰɐn22	tʃʰɐn21	tsʰun21	sun22	suŋ55											
934	瞄～，～则	準	tʃøn35	tʃœn25	tʃøn25	tʃœn35	tʃɐn35	tsun42	ʧun31	tsuŋ51											
935	立～	春	tʃʰøn53	tʃʰœn53	tʃʰøn55	tʃʰœn53	tʃʰɐn55	tsʰun34	tʃʰun33	tsʰuŋ33											
936	～才	蠢	tʃʰøn35	tʃʰam21	tʃʰøn25	tʃʰœn35	tʃʰɐn35	tʃʰun42	ʧʰun31	tsʰuŋ51											
937	～入，～发	出	tʃʰøt5	tʃʰyt5	tʃʰøt5	tʃʰœt5	tʃʰɐt5	tsʰut32	tʃʰut21	tsʰuk21		tʃʰøt55	tʃʰyt55	tʃʰøt55	tʃʰøt55	tʃʰɐk55	tʃʰøt55	tʃʰyt55	tʃʰɐk55		番禺, 天河, 花都, 从化, 增城
938	技～	術	ʃøt2	ʃœt2	ʃøt2	ʃœt5	ʃɐt2	ʃut5	sut5	suk5											
939	单～，～粹	純	ʃøn31	ʃœn21	ʃøn21	ʃœn22	ʃɐn21	ʃun21	ʃun22	suŋ55											
940	利～，～色	潤	jøn22	jœn31	jøn32	zɐn33	jɐn31	jiun55	iun51	dzuŋ35											
941	平～，～匀	均	kuɐn53	kuɐn53	kuɐn55	kuɐn55	kuaŋ55	kiun34	kiun33	kuŋ33											
942	细～	菌	kʰuɐn35	kʰuɐn25	kʰuɐn25	kʰuɐn35	kʰuɐŋ35	kʰun42	kʰun31	kʰuŋ51											
943	～许	允	wɐn13	wɐn34	wɐn34	vɐn33	waŋ35	jiun42	iun33	uŋ51											
944	～数，区～[文]	分	fɐn53	fɐn53	fɐn55	fɐn55	fɐŋ55	fun34	fun33	huŋ33		fɐn53	fɐn53	fɐn55	fɐn53	fɐŋ55	fɐn53	fɐn55	fɐŋ55		从化
945	给[白]	分	fɐn53	fɐn53	fɐn55	fɐn55	fɐŋ55	fun34	pun33	puŋ33		fɐn53	fɐn53	fɐn55	fɐn53	fɐŋ55	fɐn53	fɐn55	fɐŋ55		从化
946	～笔，面～[文]	粉	fɐn35	fɐn25	fɐn25	fɐn35	fɐŋ35	fun42	fun31	huŋ51		fɐn35	fɐn25	fɐn25	fɐn35	fɐŋ35	fɐn231	fɐn13	fɐŋ25		1
947	粪便	糞	fɐn33	fɐn33	fɐn33	fɐn33	fɐŋ33	fun55	fun51	huŋ12											
948	～墓，上～	墳	fɐn31	fɐn21	fɐn21	fɐn22	fɐŋ21	fun21	fun22	pʰuŋ55											
949	～量	份	fɐn22	fɐn31	fɐn32	fɐn31	fɐn31	fun55	fun51	huŋ33		fɐn22	fɐn31	fɐn32	fɐn31	fɐŋ31	fɐn31	fɐn41	fɐŋ31		增城
950	拜～	佛	fɐt2	fɐt2	fɐt2	fɐt3	fak2	fut5	fut5	hut5		fɐt22	fɐt22	fɐt22	fɐt33	fɐk22	fɐt22	fɐt22	fɐk31		番禺, 天河, 花都, 从化, 增城
951	～章，论～	文	mɐn31	mɐn21	mɐn21	mɐn22	mɐn21	vun21	un22	buŋ55		mɐn31	mɐn21	mɐn21	mɐn22	mɐŋ21	mɐn21	mɐn21	mɐŋ21		增城
952	～香	蚊	mɐn55	mɐn55	mɐn55	mɐn53	mɐn55	bun34	mun33	maŋ51											
953	～题	問	mɐn22	mɐn22	mɐn32	mɐn31	mɐn31	bun55	mun51	məŋ22											
954	～理[文]	物	mɐt2	mɐt2	mɐt2	mɐt5	mak2	but5	ut5	mueʔ5		mɐt22	mɐt22	mɐt22	mɐt22	mak22	mɐt22	mɐt22	mɐk31		番禺, 天河, 花都, 从化, 增城
955	～队，参～	軍	kuɐn55	kuɐn55	kuɐn55	kuɐn53	kuaŋ55	kiun34	kiun33	kuŋ33											
956	委～，～服[文]	屈	wɐt5	wɐt5	wɐt5	vɐt5	wɔk5	vut32	vut21	kʰuk21											
957	委屈，～气[白]	屈	wɐt5	wɐt5	wɐt5	vɐt5	wɔk5	vut32	vut21	kʰuk21											
958	裙子	裙	kʰuɐn31	kʰuɐn21	kʰuɐn21	kʰuɐn22	kʰuɐŋ21	kʰiun21	kʰiun22	kuŋ55											
959	～陶，烟～人[文]	熏	fɐn53	fɐn53	fɐn55	kʰok5	faŋ55		ʃiun33	huŋ33		fɐn53	fɐn53	fɐn55	fɐn53	faŋ55	fand53	fɐn55	fɐŋ55		从化
960	教～，～人	訓	fɐn33	fɐn33	fɐn33	fɐn33	faŋ33	ʃun55	ʃun51	huŋ12											
961	乌～	雲	wɐn31	wɐn21	wɐn21	vɐn22	waŋ21	jiun21	iun22	huŋ55											
962	～气，好～	運	wɐn22	wɐn22	wɐn32	vɐn31	wɐn31	jiun55	iun51	uŋ22											
963	～忙	幫	pɔŋ53	pɔŋ53	pɔŋ55	pɔŋ53	pɔŋ55	pɔŋ34	pɔŋ33	paŋ33											
964	～士，广～	博	pɔk3	pɔk3	pɔk3	pɔk3	pɔk3	pɔk32	pɔk21	pɔk21											
965	～边	旁	pʰɔŋ31	pʰɔŋ21	pʰɔŋ21	pʰɔŋ22	pʰɔŋ21	pʰɔŋ21	pʰɔŋ22	pʰaŋ55											
966	不厚，～弱	薄	pɔk2	pɔk2	pɔk2	pʰɔk3	pɔk2	pʰɔk5	pɔk5	pɔʔ5											
967	农～，～碌	忙	mɔŋ31	mɔŋ21	mɔŋ21	mɔŋ22	mɔŋ33	bɔŋ21	mɔŋ22	maŋ55											
968	不要，～非	莫	mɔk2	mɔk2	mɔk2		mɔk2	bɔk5	mɔk5	mɔʔ5											
969	薄～	膜	mɔk2	mɔk25	mɔk2	mɔk3	mɔk2	bɔk32	mɔk21	mɔʔ5											
970	偷偷～～[文]	摸	mɔ55	mɔ25	mɔ55	mɔ35	mɔ55	bɔ34	mɔ33	mou55											
971	～来～去[白]	摸	mɔ55	mɔ25	mɔ55	mɔ35	mɔ55	bɔ34	mɔ33	mou55											
972	～时，应～，～官	當	tɔŋ53	tɔŋ53	tɔŋ55	tɔŋ33	tɔŋ55	tɔŋ34	tɔŋ33	təŋ33											
973	阻～，～风	擋	tɔŋ35	tɔŋ25	tɔŋ25	tɔŋ35	tɔŋ35	tɔŋ42	tɔŋ31	tɔŋ51											
974	～铺，恰～；唔～（不如）	當	tɔŋ33	tɔŋ55	tɔŋ55	tɔŋ55	tɔŋ55	tɔŋ55	tɔŋ51	taŋ12											
975	煮～；姓	湯	tʰɔŋ53	tʰɔŋ53	tʰɔŋ55	tʰɔŋ55	tʰɔŋ55	tʰɔŋ34	tʰɔŋ33	tʰəŋ33											
976	手承物，～盘	托	tʰɔk3	tʰɔk3	tʰɔk3	tʰɔk3		tʰɔk32	tʰɔk21	tʰɔk21											
977	鱼～	塘	tʰɔŋ31	tʰɔŋ21	tʰɔŋ21	hɔŋ22	tʰɔŋ21	tʰɔŋ21	tʰɔŋ22	ti55											
978	承～，～言	諾	lɔk2	lɔk2	lɔk2	nɔk3	lɔk2	lɔk5	nɔk21	lɔʔ5											
979	新～；姓，～平	郎	lɔŋ31	lɔŋ21	lɔŋ21	lɔŋ22	lɔŋ21	lɔŋ21	lɔŋ22	laŋ55											
980	风～，～费	浪	lɔŋ22	lɔŋ22	lɔŋ32	lɔŋ31	lɔŋ31	lɔŋ55	lɔŋ51	laŋ35											
981	下落	落	lɔk2	lɔk2	lɔk2	lɔk2	lɔk2	lɔk5	lɔk5	lɔʔ5		lɔk22	lɔk22	lɔk22	lɔk22	lɔk22	lɔk22	lɔk22	lɔk31		番禺, 天河, 花都, 从化, 增城
982	埋～，落～	葬	tʃɔŋ33	tʃɔŋ33	tʃɔŋ33		tʃɔŋ33	tsɔŋ55	tsɔŋ51	tsəŋ12											
983	工～，种～	作	tʃɔk3	tʃɔk3	tʃɔk3	tɔk5	tʃɔk3	tsɔk32	tsɔk21	tsak21		tʃɔk33	tʃɔk33	tʃɔk33	tʃɔk33	tʃɔk33	tʃɔk33	tʃɔk33	tʃɔk33		番禺, 天河, 花都, 从化, 增城
984	～库	倉	tʃʰɔŋ53	tʃʰɔŋ53	tʃʰɔŋ55	tʃʰɔŋ55	tʃʰɔŋ55	tsʰɔŋ34	tsʰɔŋ33	tsʰaŋ33											
985	用凿子凿	鑿	tʃɔk2	tʃɔk2	tʃɔk2	tʰɔk5	tʃɔk2	tsʰɔk5	tsʰɔk5	tsɔʔ5											
986	～叶	桑	ʃɔŋ55	ʃɔŋ55	ʃɔŋ55	ʃɔŋ55	ʃɔŋ55	sɔŋ34	sɔŋ33	suaŋ33		ʃɔŋ55	ʃɔŋ55	ʃɔŋ55	ʃɔŋ55	ʃɔŋ55	ʃɔŋ53	ʃɔŋ55	ʃɔŋ55		1
987	绳子，线～	索	ʃɔk3	ʃɔk3	ʃɔk3	ʃɔk3	ʃɔk3	sɔk32	sɔk21	sɔʔ21											
988	炼～，～笔	鋼	kɔŋ33	kɔŋ33	kɔŋ33	kɔŋ33	kɔŋ55	kɔŋ55	kɔŋ51	kəŋ12											
