繁體	简体	拼音	/IPa/	[IPA]	注释
鴿	鸽	go2	ko˨˩	ɟ̊ɔ˨˩	
割	割	go2	ko˨˩	ɟ̊ɔ˨˩	
葛	葛	go2	ko˨˩	ɟ̊ɔ˨˩	
合	合	go2	ko˨˩	ɟ̊ɔ˨˩	~不来；~不得；~不住，指受不了；体积单位，一合相当于一百毫升
各	各	go2	ko˨˩	ɟ̊ɔ˨˩	
閣	阁	go2	ko˨˩	ɟ̊ɔ˨˩	
擱	搁	go2	ko˨˩	ɟ̊ɔ˨˩	
咯	咯	go2	ko˨˩	ɟ̊ɔ˨˩	~~叫
郭	郭	go2	ko˨˩	ɟ̊ɔ˨˩	
箇	个	go2	ko˨˩	ɟ̊ɔ˨˩	~人；~旧
角	角	go2	ko˨˩	ɟ̊ɔ˨˩	㮟㮟~~；三~形；牛~
覺	觉	go2	ko˨˩	ɟ̊ɔ˨˩	不警不~
過	过	go2	ko˨˩	ɟ̊ɔ˨˩	用……方式；完成时态动词后缀
果	果	go3	ko˦˧	ɟ̊ɔ˦˧	
裹	裹	go3	ko˦˧	ɟ̊ɔ˦˧	
個	个	go4	ko˨˦	ɟ̊ɔ˨˦	
箇	个	go4	ko˨˦	ɟ̊ɔ˨˦	
過	过	go4	ko˨˦	ɟ̊ɔ˨˦	
咯	咯	go4	ko˨˦	ɟ̊ɔ˨˦	鸡~~
軻	轲	ko1	kʰo˦˥	cʰɔ˦˥	
柯	柯	ko1	kʰo˦˥	cʰɔ˦˥	
苛	苛	ko1	kʰo˦˥	cʰɔ˦˥	
科	科	ko1	kʰo˦˥	cʰɔ˦˥	
棵	棵	ko1	kʰo˦˥	cʰɔ˦˥	
顆	颗	ko1	kʰo˦˥	cʰɔ˦˥	一~路；一~线
窠	窠	ko1	kʰo˦˥	cʰɔ˦˥	
敲	敲	ko1	kʰo˦˥	cʰɔ˦˥	白读
擱	搁	ko1	kʰo˦˥	cʰɔ˦˥	相当于“在”
殼	壳	ko1	kʰo˦˥	cʰɔ˦˥	冲~子
磕	磕	ko2	kʰo˨˩	cʰɔ˨˩	
瞌	瞌	ko2	kʰo˨˩	cʰɔ˨˩	
渴	渴	ko2	kʰo˨˩	cʰɔ˨˩	
殼	壳	ko2	kʰo˨˩	cʰɔ˨˩	
廓	廓	ko2	kʰo˨˩	cʰɔ˨˩	
榷	榷	ko2	kʰo˨˩	cʰɔ˨˩	
搉	搉	ko2	kʰo˨˩	cʰɔ˨˩	
可	可	ko2	kʰo˨˩	cʰɔ˨˩	但是
可	可	ko3	kʰo˦˧	cʰɔ˦˧	
坷	坷	ko3	kʰo˦˧	cʰɔ˦˧	
顆	颗	ko3	kʰo˦˧	cʰɔ˦˧	
課	课	ko4	kʰo˨˦	cʰɔ˨˦	
騍	骒	ko4	kʰo˨˦	cʰɔ˨˦	
擱	搁	ko4	kʰo˨˦	cʰɔ˨˦	放置
惡	恶	ngo2	ŋo˨˩	ɲᶡɔ˨˩	
我	我	ngo3	ŋo˦˧	ɲᶡɔ˦˧	
個	个	ngo4	ŋo˨˦	ɲᶡɔ˨˦	这~，程度副词，表示“这么”
喝	喝	ho1	xo˦˥	çɔ˦˥	~鼾
豁	豁	ho1	xo˦˥	çɔ˦˥	挑三~四
呵	呵	ho1	xo˦˥	çɔ˦˥	
呼	呼	ho1	xo˦˥	çɔ˦˥	呜~
乎	乎	ho1	xo˦˥	çɔ˦˥	热~
姡	姡	ho1	xo˦˥	çɔ˦˥	
蠚	蠚	ho1	xo˦˥	çɔ˦˥	~人，指细小的针或毛发残留在皮肤上导致奇痒或刺痛
河	河	ho2	xo˨˩	çɔ˨˩	
何	何	ho2	xo˨˩	çɔ˨˩	
荷	荷	ho2	xo˨˩	çɔ˨˩	
和	和	ho2	xo˨˩	çɔ˨˩	
禾	禾	ho2	xo˨˩	çɔ˨˩	
合	合	ho2	xo˨˩	çɔ˨˩	
盒	盒	ho2	xo˨˩	çɔ˨˩	
喝	喝	ho2	xo˨˩	çɔ˨˩	
活	活	ho2	xo˨˩	çɔ˨˩	
壑	壑	ho2	xo˨˩	çɔ˨˩	
鶴	鹤	ho2	xo˨˩	çɔ˨˩	
霍	霍	ho2	xo˨˩	çɔ˨˩	
豁	豁	ho2	xo˨˩	çɔ˨˩	
蠚	蠚	ho2	xo˨˩	çɔ˨˩	
薅	薅	ho2	xo˨˩	çɔ˨˩	~麻，即荨麻
火	火	ho3	xo˦˧	çɔ˦˧	
夥	伙	ho3	xo˦˧	çɔ˦˧	
和	和	ho3	xo˦˧	çɔ˦˧	我~着他一路
賀	贺	ho4	xo˨˦	çɔ˨˦	
貨	货	ho4	xo˨˦	çɔ˨˦	
禍	祸	ho4	xo˨˦	çɔ˨˦	
霍	霍	ho4	xo˨˦	çɔ˨˦	~乱
和	和	ho4	xo˨˦	çɔ˨˦	加~；~面
荷	荷	ho4	xo˨˦	çɔ˨˦	
阿	阿	o1	o˦˥	ʕɔ˦˥	~胶；~弥陀佛；~房宫；~难
屙	屙	o1	o˦˥	ʕɔ˦˥	
倭	倭	o1	o˦˥	ʕɔ˦˥	
窩	窝	o1	o˦˥	ʕɔ˦˥	
齷	龌	o1	o˦˥	ʕɔ˦˥	白读
喔	喔	o1	o˦˥	ʕɔ˦˥	
撾	挝	o1	o˦˥	ʕɔ˦˥	老~
凹	凹	o1	o˦˥	ʕɔ˦˥	~进去
哦	哦	o1	o˦˥	ʕɔ˦˥	文读
噢	噢	o1	o˦˥	ʕɔ˦˥	文读
惡	恶	o2	o˨˩	ʕɔ˨˩	~心；~鸡婆
噁	噁	o2	o˨˩	ʕɔ˨˩	
噁		o2	o˨˩	ʕɔ˨˩	
蛾	蛾	o2	o˨˩	ʕɔ˨˩	
鵝	鹅	o2	o˨˩	ʕɔ˨˩	
俄	俄	o2	o˨˩	ʕɔ˨˩	
訛	讹	o2	o˨˩	ʕɔ˨˩	
斡	斡	o2	o˨˩	ʕɔ˨˩	
鄂	鄂	o2	o˨˩	ʕɔ˨˩	
腭	腭	o2	o˨˩	ʕɔ˨˩	
噩	噩	o2	o˨˩	ʕɔ˨˩	
鱷	鳄	o2	o˨˩	ʕɔ˨˩	
握	握	o2	o˨˩	ʕɔ˨˩	
齷	龌	o2	o˨˩	ʕɔ˨˩	文读
沃	沃	o2	o˨˩	ʕɔ˨˩	
遏	遏	o2	o˨˩	ʕɔ˨˩	
噢	噢	o3	o˦˧	ʕɔ˦˧	白读
餓	饿	o4	o˨˦	ʕɔ˨˦	
臥	卧	o4	o˨˦	ʕɔ˨˦	
嗚	呜	o2	o˨˩	ɦɔ˨˩	白读
哦	哦	o3	o˦˧	ɦɔ˦˧	白读
吘	吘	o4	o˨˦	ɦɔ˨˦	白读1
了	了	o4	o˨˦	ɦɔ˨˦	白读5
雀	雀	nio1	nio˦˥	nᵈɨɔ˦˥	~巴，指最后一名
略	略	nio2	nio˨˩	nᵈɨɔ˨˩	
掠	掠	nio2	nio˨˩	nᵈɨɔ˨˩	
虐	虐	nio2	nio˨˩	nᵈɨɔ˨˩	
瘧	疟	nio2	nio˨˩	nᵈɨɔ˨˩	
爵	爵	jio2	tɕio˨˩	tɕɨɔ˨˩	
腳	脚	jio2	tɕio˨˩	tɕɨɔ˨˩	
攪	搅	jio2	tɕio˨˩	tɕɨɔ˨˩	王大妈裹~又臭又长，形容说话或行文啰嗦，与“裹脚”相通
覺	觉	jio2	tɕio˨˩	tɕɨɔ˨˩	~得；发~；~悟
角	角	jio2	tɕio˨˩	tɕɨɔ˨˩	
噱	噱	jio2	tɕio˨˩	tɕɨɔ˨˩	
珏	珏	jio2	tɕio˨˩	tɕɨɔ˨˩	
雀	雀	qio1	tɕʰio˦˥	tɕʰɨɔ˦˥	~起，指不敢吭声；~巴，指最后一名
瞧	瞧	qio1	tɕʰio˦˥	tɕʰɨɔ˦˥	~一眼
悄	悄	qio1	tɕʰio˦˥	tɕʰɨɔ˦˥	~~眯眯；阴~~
雀	雀	qio2	tɕʰio˨˩	tɕʰɨɔ˨˩	
鵲	鹊	qio2	tɕʰio˨˩	tɕʰɨɔ˨˩	
卻	却	qio2	tɕʰio˨˩	tɕʰɨɔ˨˩	
確	确	qio2	tɕʰio˨˩	tɕʰɨɔ˨˩	
瞧	瞧	qio3	tɕʰio˦˧	tɕʰɨɔ˦˧	~一眼
削	削	xio2	ɕio˨˩	ɕɨɔ˨˩	
學	学	xio2	ɕio˨˩	ɕɨɔ˨˩	
謔	谑	xio2	ɕio˨˩	ɕɨɔ˨˩	
噱	噱	xio2	ɕio˨˩	ɕɨɔ˨˩	
跩	跩	xio3	ɕio˦˧	ɕɨɔ˦˧	白读
投	投	xio3	ɕio˦˧	ɕɨɔ˦˧	投篮或射门
喲	哟	io1	io˨˩	ɦɨɔ˨˩	诶~，表示惊讶
樂	乐	io2	io˨˩	ɦɨɔ˨˩	音~
藥	药	io2	io˨˩	ɦɨɔ˨˩	
約	约	io2	io˨˩	ɦɨɔ˨˩	
喲	哟	io2	io˨˩	ɦɨɔ˨˩	唉~，表示无奈
岳	岳	io2	io˨˩	ɦɨɔ˨˩	
鑰	钥	io2	io˨˩	ɦɨɔ˨˩	
喲	哟	io3	io˦˧	ɦɨɔ˦˧	文读
呗	呗	be1	pɛ˦˥	b̥ɛ˦˥	白读
北	北	be2	pɛ˨˩	b̥ɛ˨˩	
白	白	be2	pɛ˨˩	b̥ɛ˨˩	
伯	伯	be2	pɛ˨˩	b̥ɛ˨˩	
柏	柏	be2	pɛ˨˩	b̥ɛ˨˩	
迫	迫	be2	pɛ˨˩	b̥ɛ˨˩	~击炮
泊	泊	be2	pɛ˨˩	b̥ɛ˨˩	停~
舶	舶	be2	pɛ˨˩	b̥ɛ˨˩	
鉑	铂	be2	pɛ˨˩	b̥ɛ˨˩	~金
百	百	be2	pɛ˨˩	b̥ɛ˨˩	
帛	帛	be2	pɛ˨˩	b̥ɛ˨˩	
艊	艊	be2	pɛ˨˩	b̥ɛ˨˩	
備	备	be2	pɛ˨˩	b̥ɛ˨˩	预~——起，发令口号
拍	拍	pe2	pʰɛ˨˩	pʰɛ˨˩	
珀	珀	pe2	pʰɛ˨˩	pʰɛ˨˩	
迫	迫	pe2	pʰɛ˨˩	pʰɛ˨˩	
泊	泊	pe2	pʰɛ˨˩	pʰɛ˨˩	湖~
鉑	铂	pe2	pʰɛ˨˩	pʰɛ˨˩	
魄	魄	pe2	pʰɛ˨˩	pʰɛ˨˩	
麼	么	me1	mɛ˦˥	mᵇɛ˦˥	那~，相当于“……的话”
嚒	嚒	me1	mɛ˦˥	mᵇɛ˦˥	白读1
陌	陌	me2	mɛ˨˩	mᵇɛ˨˩	
麥	麦	me2	mɛ˨˩	mᵇɛ˨˩	
脈	脉	me2	mɛ˨˩	mᵇɛ˨˩	
万	万	me2	mɛ˨˩	mᵇɛ˨˩	~俟，少数民族复姓
墨	墨	me2	mɛ˨˩	mᵇɛ˨˩	
默	默	me2	mɛ˨˩	mᵇɛ˨˩	
嘿	嘿	me2	mɛ˨˩	mᵇɛ˨˩	文读2
沒	没	me3	mɛ˦˧	mᵇɛ˦˧	“没有”合音
的	的	de2	tɛ˨˩	d̥ɛ˨˩	没得事~；不要紧~
得	得	de2	tɛ˨˩	d̥ɛ˨˩	
德	德	de2	tɛ˨˩	d̥ɛ˨˩	
點	点	de3	tɛ˦˧	d̥ɛ˦˧	这~；那~；哪~，“点儿”合音
特	特	te2	tʰɛ˨˩	tʰɛ˨˩	
的	的	le1	lɛ˦˥	lɛ˦˥	白读2
呢	呢	le1	lɛ˦˥	lɛ˦˥	文读
嘞	嘞	le1	lɛ˦˥	lɛ˦˥	白读2
來	来	le2	lɛ˨˩	lɛ˨˩	白读
勒	勒	le2	lɛ˨˩	lɛ˨˩	
嘞	嘞	le2	lɛ˨˩	lɛ˨˩	文读
呢	呢	le3	lɛ˦˧	lɛ˦˧	语气助词，含惊讶成分，与普通话用法一致
唻	唻	le3	lɛ˦˧	lɛ˦˧	语气助词，含惊讶成分
哩	哩	le3	lɛ˦˧	lɛ˦˧	语气助词，含惊讶成分
嘞	嘞	le3	lɛ˦˧	lɛ˦˧	语气助词，含惊讶成分
遮	遮	ze1	tsɛ˦˥	tsɛ˦˥	
這	这	ze1	tsɛ˦˥	tsɛ˦˥	“这一”合音
賊	贼	ze2	tsɛ˨˩	tsɛ˨˩	文读
折	折	ze2	tsɛ˨˩	tsɛ˨˩	
哲	哲	ze2	tsɛ˨˩	tsɛ˨˩	
浙	浙	ze2	tsɛ˨˩	tsɛ˨˩	
則	则	ze2	tsɛ˨˩	tsɛ˨˩	
側	侧	ze2	tsɛ˨˩	tsɛ˨˩	~边
窄	窄	ze2	tsɛ˨˩	tsɛ˨˩	
摘	摘	ze2	tsɛ˨˩	tsɛ˨˩	
責	责	ze2	tsɛ˨˩	tsɛ˨˩	
輒	辄	ze2	tsɛ˨˩	tsɛ˨˩	
宅	宅	ze2	tsɛ˨˩	tsɛ˨˩	~吉
仄	仄	ze2	tsɛ˨˩	tsɛ˨˩	
者	者	ze3	tsɛ˦˧	tsɛ˦˧	
這	这	ze3	tsɛ˦˧	tsɛ˦˧	“这儿”合音
這	这	ze4	tsɛ˨˦	tsɛ˨˦	文读
蔗	蔗	ze4	tsɛ˨˦	tsɛ˨˦	
車	车	ce1	tsʰɛ˦˥	tsʰɛ˦˥	文读
徹	彻	ce2	tsʰɛ˨˩	tsʰɛ˨˩	
撤	撤	ce2	tsʰɛ˨˩	tsʰɛ˨˩	
澈	澈	ce2	tsʰɛ˨˩	tsʰɛ˨˩	
轍	辙	ce2	tsʰɛ˨˩	tsʰɛ˨˩	
側	侧	ce2	tsʰɛ˨˩	tsʰɛ˨˩	
測	测	ce2	tsʰɛ˨˩	tsʰɛ˨˩	
惻	恻	ce2	tsʰɛ˨˩	tsʰɛ˨˩	
廁	厕	ce2	tsʰɛ˨˩	tsʰɛ˨˩	
拆	拆	ce2	tsʰɛ˨˩	tsʰɛ˨˩	
澤	泽	ce2	tsʰɛ˨˩	tsʰɛ˨˩	
擇	择	ce2	tsʰɛ˨˩	tsʰɛ˨˩	
宅	宅	ce2	tsʰɛ˨˩	tsʰɛ˨˩	
策	策	ce2	tsʰɛ˨˩	tsʰɛ˨˩	
冊	册	ce2	tsʰɛ˨˩	tsʰɛ˨˩	
扯	扯	ce3	tsʰɛ˦˧	tsʰɛ˦˧	
且	且	ce3	tsʰɛ˦˧	tsʰɛ˦˧	而~
趄	趄	ce4	tsʰɛ˨˦	tsʰɛ˨˦	~姑娘
奢	奢	se1	sɛ˦˥	sɛ˦˥	
賒	赊	se1	sɛ˦˥	sɛ˦˥	
色	色	se1	sɛ˦˥	sɛ˦˥	~笑
塞	塞	se1	sɛ˦˥	sɛ˦˥	~包袱，指行贿或麻烦别人；支垫
是	是	se1	sɛ˦˥	sɛ˦˥	要能这样~，条件句句尾语气词，表示假设
色	色	se2	sɛ˨˩	sɛ˨˩	
攝	摄	se2	sɛ˨˩	sɛ˨˩	
澀	涩	se2	sɛ˨˩	sɛ˨˩	
𢡉	𢡉	se2	sɛ˨˩	sɛ˨˩	
歰	歰	se2	sɛ˨˩	sɛ˨˩	
𡉔	𡉔	se2	sɛ˨˩	sɛ˨˩	
𣥒	𣥒	se2	sɛ˨˩	sɛ˨˩	
𣹣	𣹣	se2	sɛ˨˩	sɛ˨˩	
𣴻	𣴻	se2	sɛ˨˩	sɛ˨˩	
𤁍	𤁍	se2	sɛ˨˩	sɛ˨˩	
歮	歮	se2	sɛ˨˩	sɛ˨˩	
澁	澁	se2	sɛ˨˩	sɛ˨˩	
涉	涉	se2	sɛ˨˩	sɛ˨˩	
渋	渋	se2	sɛ˨˩	sɛ˨˩	
𣾫	𣾫	se2	sɛ˨˩	sɛ˨˩	
𣿠	𣿠	se2	sɛ˨˩	sɛ˨˩	
嗇	啬	se2	sɛ˨˩	sɛ˨˩	
𠹫	𠹫	se2	sɛ˨˩	sɛ˨˩	
𠻮	𠻮	se2	sɛ˨˩	sɛ˨˩	
𠾂	𠾂	se2	sɛ˨˩	sɛ˨˩	
𤲝	𤲝	se2	sɛ˨˩	sɛ˨˩	
濇	濇	se2	sɛ˨˩	sɛ˨˩	
瀒	瀒	se2	sɛ˨˩	sɛ˨˩	
𠎸	𠎸	se2	sɛ˨˩	sɛ˨˩	
舌	舌	se2	sɛ˨˩	sɛ˨˩	
設	设	se2	sɛ˨˩	sɛ˨˩	
瑟	瑟	se2	sɛ˨˩	sɛ˨˩	
塞	塞	se2	sɛ˨˩	sɛ˨˩	
噻	噻	se2	sɛ˨˩	sɛ˨˩	
虱	虱	se2	sɛ˨˩	sɛ˨˩	
蛇	蛇	se2	sɛ˨˩	sɛ˨˩	
折	折	se2	sɛ˨˩	sɛ˨˩	
捨	舍	se3	sɛ˦˧	sɛ˦˧	
赦	赦	se4	sɛ˨˦	sɛ˨˦	
射	射	se4	sɛ˨˦	sɛ˨˦	
社	社	se4	sɛ˨˦	sɛ˨˦	
舍	舍	se4	sɛ˨˦	sɛ˨˦	
熱	热	zre2	zɛ˨˩	zɛ˨˩	
惹	惹	zre3	zɛ˦˧	zɛ˦˧	
給	给	ge1	kɛ˦˥	ɟ̊ɛ˦˥	白读
膈	膈	ge1	kɛ˦˥	ɟ̊ɛ˦˥	~应
箇	个	ge1	kɛ˦˥	ɟ̊ɛ˦˥	~老子
格	格	ge2	kɛ˨˩	ɟ̊ɛ˨˩	
胳	胳	ge2	kɛ˨˩	ɟ̊ɛ˨˩	
隔	隔	ge2	kɛ˨˩	ɟ̊ɛ˨˩	
膈	膈	ge2	kɛ˨˩	ɟ̊ɛ˨˩	
嗝	嗝	ge2	kɛ˨˩	ɟ̊ɛ˨˩	
革	革	ge2	kɛ˨˩	ɟ̊ɛ˨˩	
仡	仡	ge2	kɛ˨˩	ɟ̊ɛ˨˩	
犵	犵	ge2	kɛ˨˩	ɟ̊ɛ˨˩	花~狫，即花溪
虼	虼	ge2	kɛ˨˩	ɟ̊ɛ˨˩	
疙	疙	ge2	kɛ˨˩	ɟ̊ɛ˨˩	
结	结	ge2	kɛ˨˩	ɟ̊ɛ˨˩	~~涩涩
給	给	ge3	kɛ˦˧	ɟ̊ɛ˦˧	文读
嗝	嗝	ge3	kɛ˦˧	ɟ̊ɛ˦˧	打~
鋸	锯	ge4	kɛ˨˦	ɟ̊ɛ˨˦	~肉；麻~~
克	克	ke1	kʰɛ˦˥	cʰɛ˦˥	~娃娃，指管束；~书，指攻读
剋	剋	ke1	kʰɛ˦˥	cʰɛ˦˥	文读
尅	尅	ke1	kʰɛ˦˥	cʰɛ˦˥	老~
克	克	ke2	kʰɛ˨˩	cʰɛ˨˩	
刻	刻	ke2	kʰɛ˨˩	cʰɛ˨˩	
客	客	ke2	kʰɛ˨˩	cʰɛ˨˩	
喀	喀	ke2	kʰɛ˨˩	cʰɛ˨˩	文读
乞	乞	ke2	kʰɛ˨˩	cʰɛ˨˩	~膝头；~膝脑壳
咳	咳	ke2	kʰɛ˨˩	cʰɛ˨˩	
咯	咯	ke2	kʰɛ˨˩	cʰɛ˨˩	~血
蛤	蛤	ke2	kʰɛ˨˩	cʰɛ˨˩	
去	去	ke4	kʰɛ˨˦	cʰɛ˨˦	白读2
迲	迲	ke4	kʰɛ˨˦	cʰɛ˨˦	文读
額	额	nge2	ŋɛ˨˩	ɲᶡɛ˨˩	
厄	厄	nge2	ŋɛ˨˩	ɲᶡɛ˨˩	
扼	扼	nge2	ŋɛ˨˩	ɲᶡɛ˨˩	
軛	轭	nge2	ŋɛ˨˩	ɲᶡɛ˨˩	
呃	呃	nge2	ŋɛ˨˩	ɲᶡɛ˨˩	文读
搹	搹	nge2	ŋɛ˨˩	ɲᶡɛ˨˩	
搤	搤	nge2	ŋɛ˨˩	ɲᶡɛ˨˩	
硙	硙	nge2	ŋɛ˨˩	ɲᶡɛ˨˩	~墨
嘻	嘻	he1	xɛ˦˥	çɛ˦˥	你~~~，强调或重复笑声本身
嘿	嘿	he1	xɛ˦˥	çɛ˦˥	白读
黑	黑	he2	xɛ˨˩	çɛ˨˩	
赫	赫	he2	xɛ˨˩	çɛ˨˩	
嚇	吓	he2	xɛ˨˩	çɛ˨˩	
核	核	he2	xɛ˨˩	çɛ˨˩	
胁	胁	he2	xɛ˨˩	çɛ˨˩	威~
許	许	he3	xɛ˦˧	çɛ˦˧	~齐、~实，即使劲
嘿	嘿	he3	xɛ˦˧	çɛ˦˧	文读1
的	的	e1	ɛ˦˥	ɦɛ˦˥	白读3
兒	儿	e1	ɛ˦˥	ɦɛ˦˥	碗~糕
欸	欸	e1	ɛ˦˥	ɦɛ˦˥	语气词惊呼，表示感到不可思议
呃	呃	e2	ɛ˨˩	ɦɛ˨˩	白读
诶	诶	e2	ɛ˨˩	ɦɛ˨˩	肯定语气词，相当于“嗯”
诶	诶	e3	ɛ˦˧	ɦɛ˦˧	呼唤熟人
兒	儿	e2	ɛ˨˩	Øɛ˨˩	白读
而	而	e2	ɛ˨˩	Øɛ˨˩	白读
耳	耳	e3	ɛ˦˧	Øɛ˦˧	白读
兒	儿	e3	ɛ˦˧	Øɛ˦˧	一点~
理	理	e3	ɛ˦˧	Øɛ˦˧	白读
耳	耳	e4	ɛ˨˦	Øɛ˨˦	折~根
餌	饵	e4	ɛ˨˦	Øɛ˨˦	~块粑
二	二	e4	ɛ˨˦	Øɛ˨˦	白读
日	日	e4	ɛ˨˦	Øɛ˨˦	昨~；今~；明~；后~
兒	儿	e4	ɛ˨˦	Øɛ˨˦	今~，即“日”；正~八经
逼	逼	bie1	piɛ˦˥	b̥ɨɛ˦˥	~着
憋	憋	bie1	piɛ˦˥	b̥ɨɛ˦˥	
别	别	bie2	piɛ˨˩	b̥ɨɛ˨˩	
癟	瘪	bie3	piɛ˦˧	b̥ɨɛ˦˧	文读
撇	撇	pie2	pʰiɛ˨˩	pʰɨɛ˨˩	
撇	撇	pie3	pʰiɛ˦˧	pʰɨɛ˦˧	~断
敝	敝	pie4	pʰiɛ˨˦	pʰɨɛ˨˦	差劲
秕	秕	pie4	pʰiɛ˨˦	pʰɨɛ˨˦	
滅	灭	mie2	miɛ˨˩	mᵇɨɛ˨˩	
蔑	蔑	mie2	miɛ˨˩	mᵇɨɛ˨˩	
搣	搣	mie3	miɛ˦˧	mᵇɨɛ˦˧	
爹	爹	die1	tiɛ˦˥	d̥ɨɛ˦˥	
疊	叠	die2	tiɛ˨˩	d̥ɨɛ˨˩	
牒	牒	die2	tiɛ˨˩	d̥ɨɛ˨˩	
蝶	蝶	die2	tiɛ˨˩	d̥ɨɛ˨˩	
碟	碟	die2	tiɛ˨˩	d̥ɨɛ˨˩	
諜	谍	die2	tiɛ˨˩	d̥ɨɛ˨˩	
迭	迭	die2	tiɛ˨˩	d̥ɨɛ˨˩	
跌	跌	die2	tiɛ˨˩	d̥ɨɛ˨˩	
點	点	die3	tiɛ˦˧	d̥ɨɛ˦˧	一小~，“点儿”合音
貼	贴	tie2	tʰiɛ˨˩	tʰɨɛ˨˩	
帖	帖	tie2	tʰiɛ˨˩	tʰɨɛ˨˩	
鐵	铁	tie2	tʰiɛ˨˩	tʰɨɛ˨˩	
跌	跌	tie2	tʰiɛ˨˩	tʰɨɛ˨˩	脑筋跶~
蝶	蝶	tie2	tʰiɛ˨˩	tʰɨɛ˨˩	蝴~；蝴~肉，将猪头去骨后压成扁平状
特	特	tie2	tʰiɛ˨˩	tʰɨɛ˨˩	~别；~意
聶	聂	nie2	niɛ˨˩	nᵈɨɛ˨˩	
鑷	镊	nie2	niɛ˨˩	nᵈɨɛ˨˩	
獵	猎	nie2	niɛ˨˩	nᵈɨɛ˨˩	
業	业	nie2	niɛ˨˩	nᵈɨɛ˨˩	
孽	孽	nie2	niɛ˨˩	nᵈɨɛ˨˩	
列	列	nie2	niɛ˨˩	nᵈɨɛ˨˩	
烈	烈	nie2	niɛ˨˩	nᵈɨɛ˨˩	
裂	裂	nie2	niɛ˨˩	nᵈɨɛ˨˩	
咧	咧	nie2	niɛ˨˩	nᵈɨɛ˨˩	
趔	趔	nie2	niɛ˨˩	nᵈɨɛ˨˩	
捏	捏	nie2	niɛ˨˩	nᵈɨɛ˨˩	
劣	劣	nie2	niɛ˨˩	nᵈɨɛ˨˩	
接	接	jie2	tɕiɛ˨˩	tɕɨɛ˨˩	
傑	杰	jie2	tɕiɛ˨˩	tɕɨɛ˨˩	
杰	杰	jie2	tɕiɛ˨˩	tɕɨɛ˨˩	
揭	揭	jie2	tɕiɛ˨˩	tɕɨɛ˨˩	
竭	竭	jie2	tɕiɛ˨˩	tɕɨɛ˨˩	
羯	羯	jie2	tɕiɛ˨˩	tɕɨɛ˨˩	
結	结	jie2	tɕiɛ˨˩	tɕɨɛ˨˩	
詰	诘	jie2	tɕiɛ˨˩	tɕɨɛ˨˩	
頡	颉	jie2	tɕiɛ˨˩	tɕɨɛ˨˩	
節	节	jie2	tɕiɛ˨˩	tɕɨɛ˨˩	
截	截	jie2	tɕiɛ˨˩	tɕɨɛ˨˩	一~
睫	睫	jie2	tɕiɛ˨˩	tɕɨɛ˨˩	
絕	绝	jie2	tɕiɛ˨˩	tɕɨɛ˨˩	
決	决	jie2	tɕiɛ˨˩	tɕɨɛ˨˩	
訣	诀	jie2	tɕiɛ˨˩	tɕɨɛ˨˩	
訐	讦	jie2	tɕiɛ˨˩	tɕɨɛ˨˩	
厥	厥	jie2	tɕiɛ˨˩	tɕɨɛ˨˩	
蕨	蕨	jie2	tɕiɛ˨˩	tɕɨɛ˨˩	
倔	倔	jie2	tɕiɛ˨˩	tɕɨɛ˨˩	文读
崛	崛	jie2	tɕiɛ˨˩	tɕɨɛ˨˩	文读
掘	掘	jie2	tɕiɛ˨˩	tɕɨɛ˨˩	文读
姐	姐	jie3	tɕiɛ˦˧	tɕɨɛ˦˧	
借	借	jie4	tɕiɛ˨˦	tɕɨɛ˨˦	
蔗	蔗	jie4	tɕiɛ˨˦	tɕɨɛ˨˦	~杆
車	车	qie1	tɕʰiɛ˦˥	tɕʰɨɛ˦˥	小~~（儿语）
妾	妾	qie2	tɕʰiɛ˨˩	tɕʰɨɛ˨˩	
截	截	qie2	tɕʰiɛ˨˩	tɕʰɨɛ˨˩	
捷	捷	qie2	tɕʰiɛ˨˩	tɕʰɨɛ˨˩	
怯	怯	qie2	tɕʰiɛ˨˩	tɕʰɨɛ˨˩	
劫	劫	qie2	tɕʰiɛ˨˩	tɕʰɨɛ˨˩	
切	切	qie2	tɕʰiɛ˨˩	tɕʰɨɛ˨˩	
徹	彻	qie2	tɕʰiɛ˨˩	tɕʰɨɛ˨˩	曼~斯特
缺	缺	qie2	tɕʰiɛ˨˩	tɕʰɨɛ˨˩	
茄	茄	qie2	tɕʰiɛ˨˩	tɕʰɨɛ˨˩	
伽	伽	qie2	tɕʰiɛ˨˩	tɕʰɨɛ˨˩	~蓝寺
迦	迦	qie2	tɕʰiɛ˨˩	tɕʰɨɛ˨˩	~叶
瘸	瘸	qie2	tɕʰiɛ˨˩	tɕʰɨɛ˨˩	
闕	阙	qie2	tɕʰiɛ˨˩	tɕʰɨɛ˨˩	
厥	厥	qie2	tɕʰiɛ˨˩	tɕʰɨɛ˨˩	突~
且	且	qie3	tɕʰiɛ˦˧	tɕʰɨɛ˦˧	
啐	啐	qie3	tɕʰiɛ˦˧	tɕʰɨɛ˦˧	语气词，表示不服气
趄	趄	qie4	tɕʰiɛ˨˦	tɕʰɨɛ˨˦	
去	去	qie4	tɕʰiɛ˨˦	tɕʰɨɛ˨˦	白读3
迲	迲	qie4	tɕʰiɛ˨˦	tɕʰɨɛ˨˦	白读2
靴	靴	xie1	ɕiɛ˦˥	ɕɨɛ˦˥	
