"繁體"	"简体"	"音標"	"註釋"	"聲"	"韻"	"調"
"跲"	"跲"	"t͡ɕi̯æ̠ʔ˧"	""	"t͡ɕ"	"i̯æ̠ʔ"	"˧"
"袷"	"袷"	"t͡ɕi̯æ̠ʔ˧"	""	"t͡ɕ"	"i̯æ̠ʔ"	"˧"
"裌"	"裌"	"t͡ɕi̯æ̠ʔ˧"	""	"t͡ɕ"	"i̯æ̠ʔ"	"˧"
"䀫"	"䀫"	"t͡ɕi̯æ̠ʔ˧"	""	"t͡ɕ"	"i̯æ̠ʔ"	"˧"
"餄"	"餄"	"t͡ɕi̯æ̠ʔ˧"	""	"t͡ɕ"	"i̯æ̠ʔ"	"˧"
"㿓"	"㿓"	"t͡ɕi̯æ̠ʔ˧"	""	"t͡ɕ"	"i̯æ̠ʔ"	"˧"
"鵊"	"鵊"	"t͡ɕi̯æ̠ʔ˧"	""	"t͡ɕ"	"i̯æ̠ʔ"	"˧"
"䩡"	"䩡"	"t͡ɕi̯æ̠ʔ˧"	""	"t͡ɕ"	"i̯æ̠ʔ"	"˧"
"䶢"	"䶢"	"t͡ɕi̯æ̠ʔ˧"	""	"t͡ɕ"	"i̯æ̠ʔ"	"˧"
"夾"	"夹"	"t͡ɕi̯æ̠ʔ˧"	""	"t͡ɕ"	"i̯æ̠ʔ"	"˧"
"浹"	"浃"	"t͡ɕi̯æ̠ʔ˧"	""	"t͡ɕ"	"i̯æ̠ʔ"	"˧"
"㼪"	"㼪"	"t͡ɕi̯æ̠ʔ˧"	""	"t͡ɕ"	"i̯æ̠ʔ"	"˧"
"呷"	"呷"	"ɕi̯æ̠ʔ˧"	""	"ɕ"	"i̯æ̠ʔ"	"˧"
"䛅"	"䛅"	"ɕi̯æ̠ʔ˧"	""	"ɕ"	"i̯æ̠ʔ"	"˧"
"敮"	"敮"	"ɕi̯æ̠ʔ˧"	""	"ɕ"	"i̯æ̠ʔ"	"˧"
"䶎"	"䶎"	"ɕi̯æ̠ʔ˧"	""	"ɕ"	"i̯æ̠ʔ"	"˧"
"㰰"	"㰰"	"ɕi̯æ̠ʔ˧"	""	"ɕ"	"i̯æ̠ʔ"	"˧"
"俠"	"侠"	"ɕi̯æ̠ʔ˧"	""	"ɕ"	"i̯æ̠ʔ"	"˧"
"峽"	"峡"	"ɕi̯æ̠ʔ˧"	""	"ɕ"	"i̯æ̠ʔ"	"˧"
"陿"	"陿"	"ɕi̯æ̠ʔ˧"	""	"ɕ"	"i̯æ̠ʔ"	"˧"
"祫"	"祫"	"ɕi̯æ̠ʔ˧"	""	"ɕ"	"i̯æ̠ʔ"	"˧"
"硤"	"硤"	"ɕi̯æ̠ʔ˧"	""	"ɕ"	"i̯æ̠ʔ"	"˧"
"烚"	"烚"	"ɕi̯æ̠ʔ˧"	""	"ɕ"	"i̯æ̠ʔ"	"˧"
"珨"	"珨"	"ɕi̯æ̠ʔ˧"	""	"ɕ"	"i̯æ̠ʔ"	"˧"
"䞩"	"䞩"	"ɕi̯æ̠ʔ˧"	""	"ɕ"	"i̯æ̠ʔ"	"˧"
"狹"	"狭"	"ɕi̯æ̠ʔ˧"	""	"ɕ"	"i̯æ̠ʔ"	"˧"
"袷"	"袷"	"t͡ɕi̯æ̠ʔ˧"	""	"t͡ɕ"	"i̯æ̠ʔ"	"˧"
"䁍"	"䁍"	"t͡ɕʰi̯æ̠ʔ˧"	""	"t͡ɕʰ"	"i̯æ̠ʔ"	"˧"
"㓣"	"㓣"	"t͡ɕʰi̯æ̠ʔ˧"	""	"t͡ɕʰ"	"i̯æ̠ʔ"	"˧"
"䶢"	"䶢"	"t͡ɕʰi̯æ̠ʔ˧"	""	"t͡ɕʰ"	"i̯æ̠ʔ"	"˧"
"帢"	"帢"	"t͡ɕʰi̯æ̠ʔ˧"	""	"t͡ɕʰ"	"i̯æ̠ʔ"	"˧"
"㡊"	"㡊"	"t͡ɕʰi̯æ̠ʔ˧"	""	"t͡ɕʰ"	"i̯æ̠ʔ"	"˧"
"恰"	"恰"	"t͡ɕʰi̯æ̠ʔ˧"	""	"t͡ɕʰ"	"i̯æ̠ʔ"	"˧"
"掐"	"掐"	"kʰæ̠ʔ˧"	"白讀，作動詞"	"kʰ"	"æ̠ʔ"	"˧"
"掐"	"掐"	"t͡ɕʰi̯æ̠ʔ˧"	""	"t͡ɕʰ"	"i̯æ̠ʔ"	"˧"
"洽"	"洽"	"t͡ɕʰi̯æ̠ʔ˧"	""	"t͡ɕʰ"	"i̯æ̠ʔ"	"˧"
"䨐"	"䨐"	"t͡ɕʰi̯æ̠ʔ˧"	""	"t͡ɕʰ"	"i̯æ̠ʔ"	"˧"
"胛"	"胛"	"t͡ɕi̯æ̠ʔ˧"	""	"t͡ɕ"	"i̯æ̠ʔ"	"˧"
"鉀"	"鉀"	"t͡ɕi̯æ̠ʔ˧"	""	"t͡ɕ"	"i̯æ̠ʔ"	"˧"
"玾"	"玾"	"t͡ɕi̯æ̠ʔ˧"	""	"t͡ɕ"	"i̯æ̠ʔ"	"˧"
"梜"	"梜"	"t͡ɕi̯æ̠ʔ˧"	""	"t͡ɕ"	"i̯æ̠ʔ"	"˧"
"甲"	"甲"	"t͡ɕi̯æ̠ʔ˧"	""	"t͡ɕ"	"i̯æ̠ʔ"	"˧"
"頰"	"颊"	"t͡ɕi̯æ̠ʔ˧"	""	"t͡ɕ"	"i̯æ̠ʔ"	"˧"
"鋏"	"铗"	"t͡ɕi̯æ̠ʔ˧"	""	"t͡ɕ"	"i̯æ̠ʔ"	"˧"
"筴"	"䇲"	"t͡ɕi̯æ̠ʔ˧"	""	"t͡ɕ"	"i̯æ̠ʔ"	"˧"
"梜"	"梜"	"t͡ɕi̯æ̠ʔ˧"	""	"t͡ɕ"	"i̯æ̠ʔ"	"˧"
"莢"	"荚"	"t͡ɕi̯æ̠ʔ˧"	""	"t͡ɕ"	"i̯æ̠ʔ"	"˧"
"蛺"	"蛱"	"t͡ɕi̯æ̠ʔ˧"	""	"t͡ɕ"	"i̯æ̠ʔ"	"˧"
"唊"	"唊"	"t͡ɕi̯æ̠ʔ˧"	""	"t͡ɕ"	"i̯æ̠ʔ"	"˧"
"𥞵"	"𥞵"	"t͡ɕi̯æ̠ʔ˧"	""	"t͡ɕ"	"i̯æ̠ʔ"	"˧"
"翈"	"翈"	"ɕi̯æ̠ʔ˧"	""	"ɕ"	"i̯æ̠ʔ"	"˧"
"柙"	"柙"	"ɕi̯æ̠ʔ˧"	""	"ɕ"	"i̯æ̠ʔ"	"˧"
"炠"	"炠"	"ɕi̯æ̠ʔ˧"	""	"ɕ"	"i̯æ̠ʔ"	"˧"
"笚"	"笚"	"ɕi̯æ̠ʔ˧"	""	"ɕ"	"i̯æ̠ʔ"	"˧"
"𢘉"	"𢘉"	"ɕi̯æ̠ʔ˧"	""	"ɕ"	"i̯æ̠ʔ"	"˧"
"匣"	"匣"	"ɕi̯æ̠ʔ˧"	""	"ɕ"	"i̯æ̠ʔ"	"˧"
"狎"	"狎"	"ɕi̯æ̠ʔ˧"	""	"ɕ"	"i̯æ̠ʔ"	"˧"
"凹"	"凹"	"wɒ˩˧"	""	"Ø"	"wɒ"	"˩˧"
"圔"	"圔"	"jæ̠ʔ˧"	""	"j"	"i̯æ̠ʔ"	"˧"
"䀴"	"䀴"	"jæ̠ʔ˧"	""	"j"	"i̯æ̠ʔ"	"˧"
"䆘"	"䆘"	"jæ̠ʔ˧"	""	"j"	"i̯æ̠ʔ"	"˧"
"庘"	"庘"	"jæ̠ʔ˧"	""	"j"	"i̯æ̠ʔ"	"˧"
"鴨"	"鸭"	"jæ̠ʔ˧"	""	"j"	"i̯æ̠ʔ"	"˧"
"押"	"押"	"jæ̠ʔ˧"	""	"j"	"i̯æ̠ʔ"	"˧"
"壓"	"压"	"jæ̠ʔ˧"	"白讀，作動詞，如：壓，鎮壓"	"j"	"i̯æ̠ʔ"	"˧"
"壓"	"压"	"jɒ˩˧"	"文讀，作名詞，如：壓力"	"j"	"i̯ɒ"	"˩˧"
"㼲"	"㼲"	"nᵈi̯e̠ʔ˧"	""	"nᵈ"	"i̯e̠ʔ"	"˧"
"鬣"	"鬣"	"nᵈi̯e̠ʔ˧"	""	"nᵈ"	"i̯e̠ʔ"	"˧"
"㲱"	"㲱"	"nᵈi̯e̠ʔ˧"	""	"nᵈ"	"i̯e̠ʔ"	"˧"
"躐	"	"躐	"	"nᵈi̯e̠ʔ˧"	""	"nᵈ"	"i̯e̠ʔ"	"˧"
"䁽"	"䁽"	"nᵈi̯e̠ʔ˧"	""	"nᵈ"	"i̯e̠ʔ"	"˧"
"𣋲"	"𣋲"	"nᵈi̯e̠ʔ˧"	""	"nᵈ"	"i̯e̠ʔ"	"˧"
"擸"	"擸"	"nᵈi̯e̠ʔ˧"	""	"nᵈ"	"i̯e̠ʔ"	"˧"
"儠	"	"儠	"	"nᵈi̯e̠ʔ˧"	""	"nᵈ"	"i̯e̠ʔ"	"˧"
"犣"	"犣"	"nᵈi̯e̠ʔ˧"	""	"nᵈ"	"i̯e̠ʔ"	"˧"
"䪉"	"䪉"	"nᵈi̯e̠ʔ˧"	""	"nᵈ"	"i̯e̠ʔ"	"˧"
"䉭"	"䉭"	"nᵈi̯e̠ʔ˧"	""	"nᵈ"	"i̯e̠ʔ"	"˧"
"鱲	"	"鱲	"	"nᵈi̯e̠ʔ˧"	""	"nᵈ"	"i̯e̠ʔ"	"˧"
"𡂏"	"𡂏"	"nᵈi̯e̠ʔ˧"	""	"nᵈ"	"i̯e̠ʔ"	"˧"
"𥪂"	"𥪂"	"nᵈi̯e̠ʔ˧"	""	"nᵈ"	"i̯e̠ʔ"	"˧"
"𠠗"	"𠠗"	"nᵈi̯e̠ʔ˧"	""	"nᵈ"	"i̯e̠ʔ"	"˧"
"㯿"	"㯿"	"nᵈi̯e̠ʔ˧"	""	"nᵈ"	"i̯e̠ʔ"	"˧"
"䜲"	"䜲"	"nᵈi̯e̠ʔ˧"	""	"nᵈ"	"i̯e̠ʔ"	"˧"
"䃳"	"䃳"	"nᵈi̯e̠ʔ˧"	""	"nᵈ"	"i̯e̠ʔ"	"˧"
"獦"	"獦"	"nᵈi̯e̠ʔ˧"	"戎姓俗作田獦字非"	"nᵈ"	"i̯e̠ʔ"	"˧"
"巤"	"巤"	"nᵈi̯e̠ʔ˧"	""	"nᵈ"	"i̯e̠ʔ"	"˧"
"讘"	"讘"	"nᵈi̯e̠ʔ˧"	""	"nᵈ"	"i̯e̠ʔ"	"˧"
"顳"	"顳"	"nᵈi̯e̠ʔ˧"	""	"nᵈ"	"i̯e̠ʔ"	"˧"
"喦"	"喦"	"nᵈi̯e̠ʔ˧"	""	"nᵈ"	"i̯e̠ʔ"	"˧"
"囁"	"囁"	"nᵈi̯e̠ʔ˧"	""	"nᵈ"	"i̯e̠ʔ"	"˧"
"苶"	"苶"	"nᵈi̯e̠ʔ˧"	""	"nᵈ"	"i̯e̠ʔ"	"˧"
"錜"	"錜"	"nᵈi̯e̠ʔ˧"	""	"nᵈ"	"i̯e̠ʔ"	"˧"
"敜"	"敜"	"nᵈi̯e̠ʔ˧"	""	"nᵈ"	"i̯e̠ʔ"	"˧"
"㘨"	"㘨"	"nᵈi̯e̠ʔ˧"	""	"nᵈ"	"i̯e̠ʔ"	"˧"
"籋"	"籋"	"nᵈi̯e̠ʔ˧"	""	"nᵈ"	"i̯e̠ʔ"	"˧"
"鑈"	"鑈"	"nᵈi̯e̠ʔ˧"	""	"nᵈ"	"i̯e̠ʔ"	"˧"
"惗"	"惗"	"nᵈi̯e̠ʔ˧"	""	"nᵈ"	"i̯e̠ʔ"	"˧"
"菍"	"菍"	"nᵈi̯e̠ʔ˧"	""	"nᵈ"	"i̯e̠ʔ"	"˧"
"㚔"	"㚔"	"nᵈi̯e̠ʔ˧"	""	"nᵈ"	"i̯e̠ʔ"	"˧"
"𣀳"	"𣀳"	"nᵈi̯e̠ʔ˧"	""	"nᵈ"	"i̯e̠ʔ"	"˧"
"䳖"	"䳖"	"nᵈi̯e̠ʔ˧"	""	"nᵈ"	"i̯e̠ʔ"	"˧"
"踂"	"踂"	"nᵈi̯e̠ʔ˧"	""	"nᵈ"	"i̯e̠ʔ"	"˧"
"㸎"	"㸎"	"nᵈi̯e̠ʔ˧"	""	"nᵈ"	"i̯e̠ʔ"	"˧"
"䌜"	"䌜"	"nᵈi̯e̠ʔ˧"	""	"nᵈ"	"i̯e̠ʔ"	"˧"
"籋"	"籋"	"nᵈi̯e̠ʔ˧"	""	"nᵈ"	"i̯e̠ʔ"	"˧"
"帇"	"帇"	"nᵈi̯e̠ʔ˧"	""	"nᵈ"	"i̯e̠ʔ"	"˧"
"聶"	"聂"	"nᵈi̯e̠ʔ˧"	""	"nᵈ"	"i̯e̠ʔ"	"˧"
"鑷"	"镊"	"nᵈi̯e̠ʔ˧"	""	"nᵈ"	"i̯e̠ʔ"	"˧"
"囁"	"囁"	"nᵈi̯e̠ʔ˧"	""	"nᵈ"	"i̯e̠ʔ"	"˧"
"喦"	"喦"	"nᵈi̯e̠ʔ˧"	""	"nᵈ"	"i̯e̠ʔ"	"˧"
"獵"	"猎"	"nᵈi̯e̠ʔ˧"	""	"nᵈ"	"i̯e̠ʔ"	"˧"
"接"	"接"	"t͡ɕi̯e̠ʔ˧"	""	"t͡ɕ"	"i̯e̠ʔ"	"˧"
"緁"	"緁"	"t͡ɕʰi̯e̠ʔ˧"	""	"t͡ɕʰ"	"i̯e̠ʔ"	"˧"
"䌌"	"䌌"	"t͡ɕʰi̯e̠ʔ˧"	""	"t͡ɕʰ"	"i̯e̠ʔ"	"˧"
"淁"	"淁"	"t͡ɕʰi̯e̠ʔ˧"	""	"t͡ɕʰ"	"i̯e̠ʔ"	"˧"
"𣠺"	"𣠺"	"t͡ɕʰi̯e̠ʔ˧"	""	"t͡ɕʰ"	"i̯e̠ʔ"	"˧"
"穕"	"穕"	"t͡ɕʰi̯e̠ʔ˧"	""	"t͡ɕʰ"	"i̯e̠ʔ"	"˧"
"妾"	"妾"	"t͡ɕʰi̯e̠ʔ˧"	""	"t͡ɕʰ"	"i̯e̠ʔ"	"˧"
"捷"	"捷"	"t͡ɕʰi̯e̠ʔ˧"	"白讀，如：走捷路"	"t͡ɕʰ"	"i̯e̠ʔ"	"˧"
"䧪"	"䧪"	"t͡sʰæ̠ʔ˧"	""	"t͡sʰ"	"æ̠ʔ"	"˧"
"㳧"	"㳧"	"t͡sʰæ̠ʔ˧"	""	"t͡sʰ"	"æ̠ʔ"	"˧"
"㤴"	"㤴"	"t͡sʰæ̠ʔ˧"	""	"t͡sʰ"	"æ̠ʔ"	"˧"
"䐑"	"䐑"	"t͡sæ̠ʔ˧"	""	"t͡s"	"æ̠ʔ"	"˧"
"㙷"	"㙷"	"t͡sæ̠ʔ˧"	""	"t͡s"	"æ̠ʔ"	"˧"
"摺"	"摺"	"t͡sæ̠ʔ˧"	""	"t͡s"	"æ̠ʔ"	"˧"
"襵"	"襵"	"t͡sæ̠ʔ˧"	""	"t͡s"	"æ̠ʔ"	"˧"
"謺"	"謺"	"t͡sæ̠ʔ˧"	""	"t͡s"	"æ̠ʔ"	"˧"
"讋"	"讋"	"t͡sæ̠ʔ˧"	""	"t͡s"	"æ̠ʔ"	"˧"
"䝕"	"䝕"	"t͡sæ̠ʔ˧"	""	"t͡s"	"æ̠ʔ"	"˧"
"輒"	"辄"	"t͡sæ̠ʔ˧"	""	"t͡s"	"æ̠ʔ"	"˧"
"摺"	"摺"	"t͡sæ̠ʔ˧"	""	"t͡s"	"æ̠ʔ"	"˧"
"懾"	"懾"	"sæ̠ʔ˧"	""	"s"	"æ̠ʔ"	"˧"
"㰼"	"㰼"	"sæ̠ʔ˧"	""	"s"	"æ̠ʔ"	"˧"
"灄"	"灄"	"sæ̠ʔ˧"	""	"s"	"æ̠ʔ"	"˧"
"歙"	"歙"	"sæ̠ʔ˧"	""	"s"	"æ̠ʔ"	"˧"
"欇"	"欇"	"sæ̠ʔ˧"	""	"s"	"æ̠ʔ"	"˧"
"弽"	"弽"	"sæ̠ʔ˧"	""	"s"	"æ̠ʔ"	"˧"
"韘"	"韘"	"sæ̠ʔ˧"	""	"s"	"æ̠ʔ"	"˧"
"鑷"	"鑷"	"sæ̠ʔ˧"	""	"s"	"æ̠ʔ"	"˧"
"攝"	"摄"	"sæ̠ʔ˧"	""	"s"	"æ̠ʔ"	"˧"
"涉"	"涉"	"sæ̠ʔ˧"	""	"s"	"æ̠ʔ"	"˧"
"顳"	"颞"	"zæ̠ʔ˧"	""	"z"	"æ̠ʔ"	"˧"
"𦣀"	"𦣀"	"zæ̠ʔ˧"	""	"z"	"æ̠ʔ"	"˧"
"曄"	"晔"	"je̠ʔ˧"	""	"j"	"i̯e̠ʔ"	"˧"
"曅"	"曅"	"je̠ʔ˧"	""	"j"	"i̯e̠ʔ"	"˧"
"燁"	"烨"	"je̠ʔ˧"	""	"j"	"i̯e̠ʔ"	"˧"
"爗"	"爗"	"je̠ʔ˧"	""	"j"	"i̯e̠ʔ"	"˧"
"皣"	"皣"	"je̠ʔ˧"	""	"j"	"i̯e̠ʔ"	"˧"
"瞱"	"瞱"	"je̠ʔ˧"	""	"j"	"i̯e̠ʔ"	"˧"
"饁"	"饁"	"je̠ʔ˧"	""	"j"	"i̯e̠ʔ"	"˧"
"䱒"	"䱒"	"je̠ʔ˧"	""	"j"	"i̯e̠ʔ"	"˧"
"䎨"	"䎨"	"je̠ʔ˧"	""	"j"	"i̯e̠ʔ"	"˧"
"殗"	"殗"	"je̠ʔ˧"	""	"j"	"i̯e̠ʔ"	"˧"
"㡋"	"㡋"	"je̠ʔ˧"	""	"j"	"i̯e̠ʔ"	"˧"
"浥"	"浥"	"je̠ʔ˧"	""	"j"	"i̯e̠ʔ"	"˧"
"㪑"	"㪑"	"je̠ʔ˧"	""	"j"	"i̯e̠ʔ"	"˧"
"䤶"	"䤶"	"je̠ʔ˧"	""	"j"	"i̯e̠ʔ"	"˧"
"鄓"	"鄓"	"je̠ʔ˧"	""	"j"	"i̯e̠ʔ"	"˧"
"䁆"	"䁆"	"je̠ʔ˧"	""	"j"	"i̯e̠ʔ"	"˧"
"餣"	"餣"	"je̠ʔ˧"	""	"j"	"i̯e̠ʔ"	"˧"
"裛"	"裛"	"je̠ʔ˧"	""	"j"	"i̯e̠ʔ"	"˧"
"靨"	"靥"	"je̠ʔ˧"	""	"j"	"i̯e̠ʔ"	"˧"
"葉"	"叶"	"je̠ʔ˧"	""	"j"	"i̯e̠ʔ"	"˧"
"𣚕"	"𣚕"	"je̠ʔ˧"	""	"j"	"i̯e̠ʔ"	"˧"
"煠"	"煠"	"je̠ʔ˧"	""	"j"	"i̯e̠ʔ"	"˧"
"䈎"	"䈎"	"je̠ʔ˧"	""	"j"	"i̯e̠ʔ"	"˧"
"枼"	"枼"	"je̠ʔ˧"	""	"j"	"i̯e̠ʔ"	"˧"
"鍱"	"鍱"	"je̠ʔ˧"	""	"j"	"i̯e̠ʔ"	"˧"
"椄"	"椄"	"t͡ɕi̯e̠ʔ˧"	""	"t͡ɕ"	"i̯e̠ʔ"	"˧"
"睫"	"睫"	"t͡ɕi̯e̠ʔ˧"	""	"t͡ɕ"	"i̯e̠ʔ"	"˧"
"䀹"	"䀹"	"t͡ɕi̯e̠ʔ˧"	""	"t͡ɕ"	"i̯e̠ʔ"	"˧"
"楫"	"楫"	"t͡ɕi̯e̠ʔ˧"	""	"t͡ɕ"	"i̯e̠ʔ"	"˧"
"檝"	"檝"	"t͡ɕi̯e̠ʔ˧"	""	"t͡ɕ"	"i̯e̠ʔ"	"˧"
"婕"	"婕"	"t͡ɕi̯e̠ʔ˧"	""	"t͡ɕ"	"i̯e̠ʔ"	"˧"
"菨"	"菨"	"t͡ɕi̯e̠ʔ˧"	""	"t͡ɕ"	"i̯e̠ʔ"	"˧"
"𣶏"	"𣶏"	"t͡ɕi̯e̠ʔ˧"	""	"t͡ɕ"	"i̯e̠ʔ"	"˧"
"鯜"	"鯜"	"t͡ɕi̯e̠ʔ˧"	""	"t͡ɕ"	"i̯e̠ʔ"	"˧"
"䈉"	"䈉"	"t͡ɕi̯e̠ʔ˧"	""	"t͡ɕ"	"i̯e̠ʔ"	"˧"
"衱"	"衱"	"t͡ɕi̯e̠ʔ˧"	""	"t͡ɕ"	"i̯e̠ʔ"	"˧"
"䕹"	"䕹"	"t͡ɕi̯e̠ʔ˧"	""	"t͡ɕ"	"i̯e̠ʔ"	"˧"
"昅"	"昅"	"t͡ɕi̯e̠ʔ˧"	""	"t͡ɕʰ"	"i̯e̠ʔ"	"˧"
"芨"	"芨"	"t͡ɕi̯e̠ʔ˧"	""	"t͡ɕ"	"i̯e̠ʔ"	"˧"
"劫"	"劫"	"t͡ɕi̯e̠ʔ˧"	""	"t͡ɕ"	"i̯e̠ʔ"	"˧"
"魥"	"魥"	"t͡ɕi̯e̠ʔ˧"	""	"t͡ɕ"	"i̯e̠ʔ"	"˧"
"衱"	"衱"	"t͡ɕi̯e̠ʔ˧"	""	"t͡ɕ"	"i̯e̠ʔ"	"˧"
"蜐"	"蜐"	"t͡ɕi̯e̠ʔ˧"	""	"t͡ɕ"	"i̯e̠ʔ"	"˧"
"鉣"	"鉣"	"t͡ɕi̯e̠ʔ˧"	""	"t͡ɕ"	"i̯e̠ʔ"	"˧"
"䀷"	"䀷"	"t͡ɕi̯e̠ʔ˧"	""	"t͡ɕ"	"i̯e̠ʔ"	"˧"
"𦀖"	"𦀖"	"t͡ɕi̯e̠ʔ˧"	""	"t͡ɕ"	"i̯e̠ʔ"	"˧"
"猲"	"猲"	"t͡ɕi̯e̠ʔ˧"	""	"t͡ɕ"	"i̯e̠ʔ"	"˧"
"㹤"	"㹤"	"t͡ɕʰi̯e̠ʔ˧"	""	"t͡ɕʰ"	"i̯e̠ʔ"	"˧"
"抾"	"抾"	"t͡ɕʰi̯e̠ʔ˧"	""	"t͡ɕʰ"	"i̯e̠ʔ"	"˧"
"㾀"	"㾀"	"t͡ɕʰi̯e̠ʔ˧"	""	"t͡ɕʰ"	"i̯e̠ʔ"	"˧"
"怯"	"怯"	"t͡ɕʰi̯e̠ʔ˧"	""	"t͡ɕʰ"	"i̯e̠ʔ"	"˧"
"愜"	"惬"	"t͡ɕʰi̯e̠ʔ˧"	""	"t͡ɕʰ"	"i̯e̠ʔ"	"˧"
"㥦"	"㥦"	"t͡ɕʰi̯e̠ʔ˧"	""	"t͡ɕʰ"	"i̯e̠ʔ"	"˧"
"悏"	"悏"	"t͡ɕʰi̯e̠ʔ˧"	""	"t͡ɕʰ"	"i̯e̠ʔ"	"˧"
"㾜"	"㾜"	"t͡ɕʰi̯e̠ʔ˧"	""	"t͡ɕʰ"	"i̯e̠ʔ"	"˧"
"匧"	"匧"	"t͡ɕʰi̯e̠ʔ˧"	""	"t͡ɕʰ"	"i̯e̠ʔ"	"˧"
"篋"	"篋"	"t͡ɕʰi̯e̠ʔ˧"	""	"t͡ɕʰ"	"i̯e̠ʔ"	"˧"
"㤲"	"㤲"	"t͡ɕʰi̯e̠ʔ˧"	""	"t͡ɕʰ"	"i̯e̠ʔ"	"˧"
"㛍"	"㛍"	"t͡ɕʰi̯e̠ʔ˧"	""	"t͡ɕʰ"	"i̯e̠ʔ"	"˧"
"㸣"	"㸣"	"nᵈi̯e̠ʔ˧"	""	"nᵈ"	"i̯e̠ʔ"	"˧"
"鄴"	"鄴"	"nᵈi̯e̠ʔ˧"	""	"nᵈ"	"i̯e̠ʔ"	"˧"
"驜"	"驜"	"nᵈi̯e̠ʔ˧"	""	"nᵈ"	"i̯e̠ʔ"	"˧"
"嶪"	"嶪"	"nᵈi̯e̠ʔ˧"	""	"nᵈ"	"i̯e̠ʔ"	"˧"
"䧨"	"䧨"	"nᵈi̯e̠ʔ˧"	""	"nᵈ"	"i̯e̠ʔ"	"˧"
"㗼"	"㗼"	"nᵈi̯e̠ʔ˧"	""	"nᵈ"	"i̯e̠ʔ"	"˧"
"䲜"	"䲜"	"nᵈi̯e̠ʔ˧"	""	"nᵈ"	"i̯e̠ʔ"	"˧"
"鸈"	"鸈"	"nᵈi̯e̠ʔ˧"	""	"nᵈ"	"i̯e̠ʔ"	"˧"
"澲"	"澲"	"nᵈi̯e̠ʔ˧"	""	"nᵈ"	"i̯e̠ʔ"	"˧"
"業"	"业"	"nᵈi̯e̠ʔ˧"	""	"nᵈ"	"i̯e̠ʔ"	"˧"
"歙"	"歙"	"ɕi̯e̠ʔ˧"	""	"ɕ"	"i̯e̠ʔ"	"˧"
"偞"	"偞"	"ɕi̯e̠ʔ˧"	""	"ɕ"	"i̯e̠ʔ"	"˧"
"愶"	"愶"	"ɕi̯e̠ʔ˧"	""	"ɕ"	"i̯e̠ʔ"	"˧"
"㢵"	"㢵"	"ɕi̯e̠ʔ˧"	""	"ɕ"	"i̯e̠ʔ"	"˧"
"嗋"	"嗋"	"ɕi̯e̠ʔ˧"	""	"ɕ"	"i̯e̠ʔ"	"˧"
