"字頭"	"聲紐"	"呼"	"等"	"韻部"	"聲調"	"組"	"攝"	"聲母"	"韻母"	"聲調"	"備註"		"部首"	"單字筆畫"	"部首外筆畫"	"注音"	"解釋"	
"挺"	"定"	"開"	"四"	"青"	"上"	"端"	"梗"	"d"	"ing"	5			"手"	"10"	"07	"	"ㄊㄧㄥˇ"	"(1)撐直。如：「挺胸」、「挺立」。(2)出面，形容勇往直前不害怕的樣子。如：「挺身而出」。(3)特出的。如：「英挺」、「挺拔」。(4)筆直的。如：「筆挺」。(5)堅持、勉力支撐。如：「你挺著，救護車馬上就來了。」(6)很、非常。如：「挺好」、「挺高興」。(7)量詞。用於計算機槍數量的單位。如：「十挺機關槍」。_x000D_
"	
"艇"	"定"	"開"	"四"	"青"	"上"	"端"	"梗"	"d"	"ing"	5			"舟"	"13"	"07	"	"ㄊㄧㄥˇ"	"(1)輕便狹長的小船。如：「遊艇」、「汽艇」、「救生艇」。(2)形狀像艇的大型船隻。如：「飛艇」、「炮艇」、「潛水艇」。
"	
"仝"	"定"	"開"	"一"	"東"	"平"	"端"	"通"	"d"	"ung"	4			"人"	"05	"	"03	"	"ㄊㄨㄥˊ"	"(1)姓。(2)同「同」。_x000D_
"	
"同"	"定"	"開"	"一"	"東"	"平"	"端"	"通"	"d"	"ung"	4			"口"	"06	"	"03	"	"ㄊㄨㄥˊ"	"(1)一樣，沒有差異。如：「相同」、「同等」、「志同道合」。(2)一齊。如：「共同」、「同學」、「同伴」、「同事」、「同居」、「同甘共苦」。(3)聯合、聚集。如：「會同」、「率同」、「伙同」。(4)和。如：「我同你一道去。」_x000D_
"	
"佟"	"定"	"開"	"一"	"冬"	"平"	"端"	"通"	"d"	"ung"	4								
"彤"	"定"	"合"	"一"	"冬"	"平"	"端"	"通"	"d"	"ung"	4			"彡"	"07	"	"04	"	"ㄊㄨㄥˊ"	"赤紅色。如：「彤雲」、「彤霞」。_x000D_
"	
"桐"	"定"	"開"	"一"	"東"	"平"	"端"	"通"	"d"	"ung"	4			"木"	"10"	"06	"	"ㄊㄨㄥˊ"	"梧桐：落葉喬木。樹皮平滑。葉呈心形，開黃綠色花。木材可製樂器或家具，樹皮可製紙及繩索，種子可食或榨油。_x000D_
"	
"童"	"定"	"開"	"一"	"東"	"平"	"端"	"通"	"d"	"ung"	4			"立"	"12"	"07	"	"ㄊㄨㄥˊ"	"(1)小孩子，未成年的人。如：「兒童」、「女童」、「男童」、「牧童」、「童子」、「幼童」。(2)未結婚的。如：「童男」、「童女」。(3)未成年的僕役。通「僮」。如：「書童」、「家童」。_x000D_
"	
"銅"	"定"	"開"	"一"	"東"	"平"	"端"	"通"	"d"	"ung"	4			"金"	"14"	"06	"	"ㄊㄨㄥˊ"	"化學元素。符號為Cu。金屬元素之一。顏色為淡紅色，柔韌有金屬光澤，富延展性。是良好的導電、導熱體。容易與其他金屬形成合金，可供工業、工程、藝術等廣泛運用。_x000D_
"	
"筒"	"定"	"開"	"一"	"東"	"平"	"端"	"通"	"d"	"ung"	4	"竹～"		"竹"	"12"	"06	"	"ㄊㄨㄥˇ"	"(1)割取一節竹子所成的儲物器具。如：「筆筒」、「竹筒」。(2)粗大中空的管狀器物。如：「郵筒」、「火箭筒」。(3)量詞。用於計算筒裝物的單位。如：「每張桌子有一筒筷子。」_x000D_
"	
"投"	"定"	"開"	"一"	"侯"	"平"	"端"	"流"	"d"	"au"	4			"手"	"07	"	"04	"	"ㄊㄡˊ"	"(1)丟擲。如：「投球」、「投石問路」。(2)放入、放進去。如：「投票」、「投資」。(3)參加。如：「投考」、「投保」、「投身軍旅」。(4)寄送、遞送。如：「投書」、「投稿」。(5)歸順、走向。如：「投降」、「投誠」、「棄暗投明」。(6)相合、合得來。如：「投緣」、「情投意合」、「意氣相投」。(7)跳入、跳進去。如：「投江」、「自投羅網」。(8)照射。如：「投影」、「投射」。_x000D_
"	
"頭"	"定"	"開"	"一"	"侯"	"平"	"端"	"流"	"d"	"au"	4			"頁"	"16"	"07	"	"ㄊㄡˊ
˙ㄊㄡ"	"1.(1)動物脖子以上的部分。如：「人頭」、「牛頭」、「豬頭」。(2)頭髮或髮型。如：「洗頭」、「小平頭」、「三分頭」。(3)事物的開始。如：「開頭」、「從頭開始」。(4)事物的最後。如：「盡頭」、「到頭」。(5)事物的兩端。如：「兩頭」。(6)最前面的。如：「頭獎」、「頭排」、「買票時，記得買頭幾排的。」(7)在先前的。如：「頭幾天」、「頭兩年」。(8)剩下或殘餘的東西。如：「零頭」、「菸頭」。(9)首領。如：「頭領」、「頭目」。(10)量詞：計算牛、驢、騾、羊、豬等牲畜或似頭之物的單位。如：「一頭牛」、「三頭羊」。2.詞綴，用於詞尾。如：「石頭」、「木頭」、「前頭」、「後頭」、「拳頭」。
"	
"凸"	"定"	"合"	"一"	"魂"	"入"	"端"	"臻"	"d"	"at"	9			"凵"	"05	"	"03	"	"ㄊㄨˊ"	"指從平面突出。與「凹」相對。如：「凸眼」、「凸透鏡」、「凹凸不平」。_x000D_
"	
"度"	"定"	"開"	"一"	"模"	"去"	"端"	"遇"	"d"	"u"	6			"广"	"09	"	"06	"	"ㄉㄨˋ
ㄉㄨㄛˋ"	"1.(1)表示物質的相關性質達到的狀況。如：「長度」、「硬度」、「密度」、「酸度」。(2)法制、規範。如：「法度」、「制度」。(3)指人的。如：「器度」、「風度」、「度量狹小」。(4)標準。如：「限度」、「尺度」。(5)過、經歷。如：「度過」、「度日如年」、「虛度光陰」。(6)測量長短的標準。如：「度量衡」。(7)角度：A>數學上指角的大小。B>觀察事物的方向或觀點。如：「換個角度來看，他的作法並沒有錯。」(8)量詞：A>計算依一定標準劃分的單位。如：「耗電三百度」、「今天氣溫高達攝氏三十六度。」B>計算次數的單位。如：「再度光臨」。2.思量、計議、考慮。如：「忖度」、「審度」。
"	
"渡"	"定"	"開"	"一"	"模"	"去"	"端"	"遇"	"d"	"u"	6			"水"	"12"	"09	"	"ㄉㄨˋ"	"(1)自此岸到彼岸。如：「渡河」、「渡海」、「橫渡」、「偷渡」。(2)坐船過河的地方。如：「渡口」、「津渡」。(3)越過、通過。如：「共渡難關」、「過渡時期」。(4)移轉。如：「引渡」、「讓渡」。_x000D_
"	
"鍍"	"定"	"開"	"一"	"模"	"去"	"端"	"遇"	"d"	"u"	6			"金"	"17"	"09	"	"ㄉㄨˋ"	"用電解的方法將一種金屬分解後附著在他種金屬或物體的外表。如：「電鍍」、「鍍銀」。_x000D_
"	
"徒"	"定"	"開"	"一"	"模"	"平"	"端"	"遇"	"d"	"u"	4			"彳"	"10"	"07	"	"ㄊㄨˊ"	"(1)門人、學生。如：「門徒」、「徒弟」、「學徒」、「名師出高徒」。(2)信仰某一宗教或學說的人。如：「信徒」、「基督徒」、「佛教徒」。(3)人，多指壞人。如：「暴徒」、「狂徒」、「不法之徒」。(4)只。如：「徒增困擾」、「徒具形式」。(5)白費、無效的樣子。如：「徒然」、「馬齒徒長」、「徒勞無功」、「徒費脣舌」。(6)完全沒有憑藉。如：「徒手」、「徒步」。(7)一種拘禁犯人、強服勞役的刑罰。如：「有期徒刑」、「無期徒刑」。_x000D_
"	
"團"	"定"	"合"	"一"	"寒"	"平"	"端"	"山"	"d"	"yun"	4			"囗"	"14"	"11"	"ㄊㄨㄢˊ"	"(1)圓形的。如：「團扇」。(2)集結成球狀的事物。如：「肉團」、「土團」、「紙團」、「麵團」。(3)聚集、結合。如：「團結」、「團聚」、「團圓」。(4)聚合物。如：「星團」、「冷氣團」。(5)一種有組織的活動群體。如：「社團」、「合唱團」、「馬戲團」、「旅行團」、「訪問團」。(6)軍隊的編制之一。如：「軍團」。(7)量詞。用於計算團狀物的單位。如：「一團毛線」、「兩團泥巴」。
"	
"頹"	"定"	"合"	"一"	"灰"	"平"	"端"	"蟹"	"d"	"ui"	4			"頁"	"16"	"07	"	"ㄊㄨㄟˊ"	"(1)崩壞、倒塌。如：「崩頹」、「傾頹」。(2)精神委靡不振的樣子。如：「頹廢」、「頹喪」、「頹唐」。_x000D_
"	
"臀"	"定"	"合"	"一"	"魂"	"平"	"端"	"臻"	"d"	"an"	4		0	"肉"	"17"	"13"	"ㄊㄨㄣˊ"	"人或四肢動物身後兩腿上端與腰相連的部位。或稱為「屁股」。如：「臀部」、「扭腰擺臀」。_x000D_
"	
"佗"	"定"	"開"	"一"	"歌"	"平"	"端"	"果"	"d"	"eo"	4			"人"	"07	"	"05	"	"ㄊㄨㄛˊ"	"(1)負荷。同「馱」。如：「佗運」。(2)人名用字。如：「華佗」。_x000D_
"	
"沱"	"定"	"開"	"一"	"歌"	"平"	"端"	"果"	"d"	"eo"	4			"水"	"08	"	"05	"	"ㄊㄨㄛˊ"	"滂沱：水勢盛大的樣子。如：「滂沱大雨」、「涕淚滂沱」。_x000D_
"	
"跎"	"定"	"開"	"一"	"歌"	"平"	"端"	"果"	"d"	"eo"	4			"足"	"12"	"05	"	"ㄊㄨㄛˊ"	"蹉跎：虛度光陰。如：「蹉跎光陰」、「蹉跎歲月」。_x000D_
"	
"馱"	"定"	"開"	"一"	"歌"	"平"	"端"	"果"	"d"	"eo"	4			"馬"	"13"	"03	"	"ㄊㄨㄛˊ"	"背負、背載。如：「馱運」。_x000D_
"	
"駝"	"定"	"開"	"一"	"歌"	"平"	"端"	"果"	"d"	"eo"	4			"馬"	"15"	"05	"	"ㄊㄨㄛˊ"	"(1)駱駝：一種哺乳動物。高大，背有肉峰。耐飢渴，能載負重物在沙漠中行走，也稱為「沙漠之舟」。(2)與駱駝有關的。如：「駝峰」。(3)脊椎不正常彎曲，致使背部隆起。如：「彎腰駝背」。
"	
"鴕"	"定"	"開"	"一"	"歌"	"平"	"端"	"果"	"d"	"eo"	4			"鳥"	"16"	"05	"	"ㄊㄨㄛˊ"	"鴕鳥：動物名。現存鳥類中體積最大的鳥。不會飛，但奔跑的速度相當快。頭小頸細長，嘴扁平，身體龐大，雙腿細長，腳有二趾。十分耐旱，屬雜食性動物。產於非洲、亞洲、美洲。_x000D_
"	
"褶"	"常"	"開"	"三"	"侵A"	"入"	"章"	"深"	"z"	"ip"	7			"衣"	"17"	"11"	"ㄓㄜˊ"	"衣物上的折紋。如：「皺褶」、「百褶裙」。_x000D_
"	
"踱"	"定"	"開"	"一"	"唐"	"入"	"端"	"宕"	"d"	"ok"	10	"嫌天~地"		"足"	"16"	"09	"	"ㄉㄨㄛˋ"	"一步一步慢慢的走。常用來表示處在悠閒或思慮的狀態中。如：「踱方步」、「踱來踱去」。_x000D_
"	
"蹋"	"定"	"開"	"一"	"談"	"入"	"端"	"咸"	"t"	"op"	8			"足"	"17"	"10"	"ㄊㄚˋ"	"腳著地或踩物。同「踏」。如：「蹋地」、「蹋步」。_x000D_
"	
"譚"	"定"	"開"	"一"	"覃"	"平"	"端"	"咸"	"d"	"om"	4			"言"	"19"	"12"	"ㄊㄢˊ"	"(1)言論。同「談」。如：「天方夜譚」、「風俗奇譚」。(2)姓。_x000D_
"	
"袒"	"定"	"開"	"一"	"寒"	"上"	"端"	"山"	"t"	"on"	3	"見《玉林话研究》"		"衣"	"11"	"05	"	"ㄊㄢˇ"	"(1)裸露。如：「袒腹」、「袒胸露背」。(2)庇護、回護。如：「偏袒」、「袒護」。(3)表露、表白。如：「袒懷」、「袒露心事」。_x000D_
"	
"跳"	"定"	"開"	"四"	"蕭"	"平"	"端"	"效"	"t"	"iu"	3	"文讀：～繩、～髙、～遠、～躍"							
"脫"	"透"	"合"	"一"	"寒"	"入"	"端"	"山"	"t"	"yut"	7			"肉"	"11"	"07	"	"ㄊㄨㄛ"	"(1)掉落。如：「脫皮」、「脫髮」、「脫毛」。(2)離開、避開。如：「脫逃」、「脫罪」、「擺脫」、「脫節」、「脫險」。(3)失誤、漏掉。如：「脫字」、「脫漏」。(4)取下、解下、除去。如：「脫帽」、「脫衣」、「脫鞋」、「脫水」。(5)率性不受拘束。如：「灑脫」。(6)貨物出售。如：「這東西來路不明，很難脫手。」_x000D_
"	
"逮"	"定"	"開"	"四"	"齊"	"去"	"端"	"蟹"	"d"	"oi"	6			"辵"	"12"	"08	"	"ㄉㄞˋ
ㄉㄞˇ"	"1.及、趕得上。如：「逮及」、「力有未逮」。2.捕捉。如：「逮捕」、「逮獲」、「逮到」、「逮住」。
"	
"黛"	"定"	"開"	"一"	"咍"	"去"	"端"	"蟹"	"d"	"oi"	6			"黑"	"17"	"05	"	"ㄉㄞˋ"	"(1)古時女子用以畫眉的青黑色顏料。如：「黛眉」、「粉白黛黑」。(2)指美女。如：「六宮粉黛」。_x000D_
"	
"眈"	"端"	"開"	"一"	"覃"	"平"	"端"	"咸"	"dd"	"om"	1			"目"	"09	"	"04	"	"ㄉㄢ"	"眈眈：注視、逼視的樣子。如：「虎視眈眈」。_x000D_
"	
"憚"	"定"	"開"	"一"	"寒"	"去"	"端"	"山"	"d"	"on"	4			"心"	"15"	"12"	"ㄉㄢˋ"	"害怕、畏懼。如：「肆無忌憚」、「無所忌憚」。_x000D_
"	
"悼"	"定"	"開"	"一"	"豪"	"去"	"端"	"效"	"d"	"eou"	6			"心"	"11"	"08	"	"ㄉㄠˋ"	"悲哀、傷感。如：「哀悼」、「追悼」、「悼念」、「悼亡」。_x000D_
"	
"喋"	"定"	"開"	"四"	"添"	"入"	"端"	"咸"	"d"	"ep"	10			"口"	"12"	"09	"	"ㄉㄧㄝˊ"	"(1)喋喋：多話的樣子。(2)踐踏。如：「喋血而行」。_x000D_
"	
"瀆"	"定"	"開"	"一"	"東"	"入"	"端"	"通"	"d"	"uk"	9			"水"	"18"	"15"	"ㄉㄨˊ"	"(1)輕慢、不恭敬。如：「冒瀆」、「輕瀆」、「瀆犯」。(2)水溝。如：「溝瀆」。_x000D_
"	
"沌"	"定"	"合"	"一"	"魂"	"平"	"端"	"臻"	"d"	"an"	5			"水"	"07	"	"04	"	"ㄉㄨㄣˋ"	"混沌：A>傳說中天地未形成時元氣未分，模糊不清的狀態。如：「傳說當混沌初開時，元氣析離，輕清者上揚成為天，重濁者下沉而為地。」B>糊塗無知的樣子。如：「我看你的腦筋是混沌了，居然會說這種話。」C>融為一體。不可分割的樣子。如：「漢魏古詩氣象混沌，難以逐句析解。」_x000D_
"	
"啕"	"定"	"開"	"一"	"豪"	"平"	"端"	"效"	"d"	"eou"	4			"口"	"11"	"08	"	"ㄊㄠˊ"	"嚎啕：大聲哭泣。如：「隔壁的小兒科診所，不時傳來小孩嚎啕大哭的聲音。」_x000D_
"	
"迢"	"定"	"開"	"四"	"蕭"	"平"	"端"	"效"	"d"	"iu"	4			"辵"	"09	"	"05	"	"ㄊㄧㄠˊ"	"遙遠。如：「迢遙」、「迢遠」、「千里迢迢」。_x000D_
"	
"窕"	"定"	"開"	"四"	"蕭"	"上"	"端"	"效"	"t"	"iu"	2			"穴"	"11"	"06	"	"ㄊㄧㄠˇ"	"窈窕：婦女舉止優雅、美好的樣子。如：「窈窕淑女」。_x000D_
"	
"霆"	"定"	"開"	"四"	"青"	"平"	"端"	"梗"	"d"	"ing"	4			"雨"	"15"	"07	"	"ㄊㄧㄥˊ"	"突然暴起的雷聲。如：「雷霆萬鈞」。_x000D_
"	
"途"	"定"	"開"	"一"	"模"	"平"	"端"	"遇"	"d"	"u"	4			"辵"	"11"	"07	"	"ㄊㄨˊ"	"(1)道路。如：「路途」、「旅途」。(2)方面、範圍。如：「用途」。(3)方法、方針。如：「成功的途徑」。_x000D_
"	
"塗"	"定"	"開"	"一"	"模"	"平"	"端"	"遇"	"d"	"u"	4			"土"	"13"	"10"	"ㄊㄨˊ"	"(1)不經意的書寫、圖畫。如：「塗抹」、「塗鴉」。(2)抹。如：「塗飾」、「塗脂抹粉」。(3)抹去。如：「塗改」、「塗掉」。(4)泥。如：「生靈塗炭」、「一敗塗地」。(5)道路。通「途」。如：「道聽塗說」。_x000D_
"	
"圖"	"定"	"開"	"一"	"模"	"平"	"端"	"遇"	"d"	"u"	4			"囗"	"14"	"11"	"ㄊㄨˊ"	"(1)由各種形狀、線條、色彩所組成的畫面。如：「地圖」、「圖畫」、「圖片」、「插圖」、「圖表」。(2)謀取、希望得到。如：「圖謀」、「企圖」、「唯利是圖」、「貪圖名利」。(3)計謀、計策。如：「良圖」、「鴻圖大展」。_x000D_
"	
"陀"	"定"	"開"	"一"	"歌"	"平"	"端"	"果"	"d"	"eo"	4			"阜"	"08	"	"05	"	"ㄊㄨㄛˊ"	"(1)佛教用語。如：「佛陀」、「阿彌陀佛」。(2)陀螺：用木頭製成錐體形狀的童玩。下端有尖針，在錐體上繞繩子，用力甩出，落地後在地上旋轉。如：「你打過陀螺嗎？」_x000D_
"	
"哪"	"泥"	"開"	"一"	"歌"	"上"	"端"	"果"	"n"	"o"	6			"口"	"10"	"07	"	"ㄋㄚˇ
˙ㄋㄚ
ㄋㄨㄛˊ"	"1.疑問詞。如：「他在哪兒？」、「我哪兒知道？」2.接於鼻音韻尾後。同助詞「啊」。如：「天哪！」3.哪吒：佛教故事中的神仙。在小說中，有折骨肉還父母，現身為父母說法的故事。或稱為「哪吒三太子」。
"	
"荼"	"定"	"開"	"一"	"模"	"平"	"端"	"遇"	"d"	"u"	4			"艸"	"11"	"07	"	"ㄊㄨˊ
ㄕㄨ"	"1.(1)即苦菜。二年生或多年生草本。莖高一尺餘，中空，與葉皆含白色汁液。葉柔軟無刺，有不規則鋸齒。春夏開頭狀黃花。嫩葉可食。(2)比喻毒害。如：「荼毒生靈」。(3)茅、蘆的白花。這種白花一開放，就漫山遍野，所以用來形容事情展開的熱烈狀況。如：「如火如荼」。2.神荼：古代傳說中的門神。如：「神荼鬱壘」。_x000D_
"	
"那"	"泥"	"開"	"一"	"歌"	"平"	"端"	"果"	"n"	"o"	6			"邑"	"07	"	"04	"	"ㄋㄚˋ"	"(1)指示代詞。與「這」相對。如：「那天」、「那地方」、「那本書你買不買？」(2)表示承接、轉折的語氣詞。如：「要是你沒空，那我找別人陪我去。」_x000D_
"	
"娜"	"泥"	"開"	"一"	"歌"	"上"	"端"	"果"	"n"	"o"	6			"女"	"10"	"07	"	"ㄋㄨㄛˊ
ㄋㄚˋ"	"1.纖細柔美的樣子。如：「娜娜」、「嬌娜」。2.女子用作名字。如：「麗娜」、「安娜」。
"	
"納"	"泥"	"開"	"一"	"覃"	"入"	"端"	"咸"	"n"	"op"	10			"糸"	"10"	"04	"	"ㄋㄚˋ"	"(1)收。如：「出納」、「交納」。(2)接受。如：「採納」、「接納」、「笑納」。(3)交付。如：「納稅」、「納糧」。(4)享受。如：「納福」、「納涼」。(5)懷疑。如：「納悶」。(6)驚異。如：「納罕」。(7)縫補。如：「納鞋底」。_x000D_
"	
"捺"	"泥"	"開"	"一"	"寒"	"入"	"端"	"山"	"n"	"ot"	8			"手"	"11"	"08	"	"ㄋㄚˋ"	"(1)用手重按。如：「捺手印」。(2)壓抑。如：「按捺不住」、「捺著性子」。(3)國字筆畫名稱。指向右斜下的筆畫。_x000D_
"	
"乃"	"泥"	"開"	"一"	"咍"	"上"	"端"	"蟹"	"n"	"oi"	5			"丿"	"02	"	"01	"	"ㄋㄞˇ"	"(1)第二人稱稱代詞。相當於「你」、「你的」。如：「乃父」、「乃翁」。(2)為、是。如：「助人乃快樂之本。」(3)才、於是、然後。如：「事成乃回」、「時窮節乃見」。(4)竟然。如：「事出意料，乃至於此。」_x000D_
"	
"迺"	"泥"	"開"	"一"	"咍"	"上"	"端"	"蟹"	"n"	"oi"	5			"辵"	"10"	"06	"	"ㄋㄞˇ"	"(1)於是。同「乃」。如：「事成迺回」。(2)竟然、居然。同「乃」。如：「迺有此人」。(3)人名用字。如：「甘迺迪」。"	
"奈"	"泥"	"開"	"一"	"泰"	"去"	"端"	"蟹"	"n"	"oi"	6			"大"	"08	"	"05	"	"ㄋㄞˋ"	"(1)表示意外轉折的語氣。如：「他原本計畫出國留學，怎奈父親經商失敗，只好打消念頭。」、「他本性不壞，無奈交友不慎，而誤了一生。」(2)奈何：A>如何、怎麼辦。如：「無可奈何」。B>對付、處置。如：「別以為我奈何不了你！」_x000D_
"	
"耐"	"泥"	"開"	"一"	"咍"	"去"	"端"	"蟹"	"n"	"oi"	6			"而"	"09	"	"03	"	"ㄋㄞˋ"	"(1)忍受、承受。如：「忍耐」、「不耐煩」、「吃苦耐勞」。(2)經久、持久。如：「耐穿」、「耐用」、「耐久」。(3)本事。如：「能耐」。_x000D_
"	
"男"	"泥"	"開"	"一"	"覃"	"平"	"端"	"咸"	"n"	"om"	4			"田"	"07	"	"02	"	"ㄋㄢˊ"	"(1)性別之一，男性。如：「男子」、「男人」、「男兒」、「男子漢」。(2)兒子。如：「長男」、「他擁有一男一女。」(3)古代爵位之一。如：「男爵」、「公侯伯子男」。_x000D_
"	
"南"	"泥"	"開"	"一"	"覃"	"平"	"端"	"咸"	"n"	"om"	4			"十"	"09	"	"07	"	"ㄋㄢˊ
ㄋㄚˊ"	"1.方位名。與「北」相對。如：「南方」、「南國」、「江南」、「南極」、「南美洲」、「坐北朝南」。2.南無：佛教用語，合掌稽首，禮敬的意思。如：「南無阿彌陀佛」。（音讀為ㄋㄚˊ　ㄇㄛˊ。）
"	
"楠"	"泥"	"開"	"一"	"覃"	"平"	"端"	"咸"	"n"	"om"	4			"木"	"13"	"09	"	"ㄋㄢˊ"	"常綠喬木。高約十餘丈，開淡綠花，結紫黑色果實。木材堅密芳香，是做梁柱及器具的好材料。_x000D_
"	
