字頭	呼	等	韻部	聲調	組	聲紐	攝	聲母	韻母	聲調	備註
嗓	開	一	唐	上	精	心	宕	sl	ong	1	
搔	開	一	豪	平	精	心	效	sl	eou	1	
騷	開	一	豪	平	精	心	效	sl	eou	1	
掃	開	一	豪	上	精	心	效	sl	eou	3	
嫂	開	一	豪	上	精	心	效	sl	eou	2	
僧	開	一	登	平	精	心	曾	sl	ang	1	
慈	開	三	之	平	精	從	止	d	i	4	
磁	開	三	之	平	精	從	止	d	i	4	
茲	開	三	之	平	精	從	止	dd	i	1	
自	開	三	脂A	去	精	從	止	d	i	6	
字	開	三	之	去	精	從	止	d	i	6	
疵	開	三	支A	平	精	從	止	t	i	1	
茨	開	三	脂A	平	精	從	止	d	i	4	
漬	開	三	支A	去	精	從	止	d	i	6	
司	開	三	之	平	精	心	止	sl	i	1	
私	開	三	脂A	平	精	心	止	sl	i	1	
思	開	三	之	平	精	心	止	sl	i	1	
斯	開	三	支A	平	精	心	止	sl	i	1	
絲	開	三	之	平	精	心	止	sl	i	1	
嵩	開	三	東	平	精	心	通	sl	ung	1	
鬆	合	一	冬	平	精	心	通	sl	ung	1	
慫	開	三	鍾	上	精	心	通	sl	ung	2	
聳	開	三	鍾	上	精	心	通	sl	ung	2	
宋	合	一	冬	去	精	心	通	sl	ung	3	
送	開	一	東	去	精	心	通	sl	ung	3	
艘	開	四	蕭	平	精	心	效	sl	au	2	
擻	開	一	侯	上	精	心	流	sl	au	2	
嗽	開	一	侯	去	精	心	流	sl	au	3	
厝	開	一	模	去	精	清	遇	t	u	3	
粗	開	一	模	上	精	從	遇	t	u	1	
酥	開	一	模	平	精	心	遇	sl	u	1	
穌	開	一	模	平	精	心	遇	sl	u	1	
速	開	一	東	入	精	心	通	sl	uk	7	文讀
粟	開	三	鍾	入	精	心	通	sl	uk	7	
蘇	開	一	模	平	精	心	遇	sl	u	1	
素	開	一	模	去	精	心	遇	sl	u	3	
訴	開	一	模	去	精	心	遇	sl	u	3	
肅	開	三	東	入	精	心	通	sl	uk	7	
痠	合	一	寒	平	精	心	山	sl	yun	1	
酸	合	一	寒	平	精	心	山	sl	yun	1	
蒜	合	一	寒	去	精	心	山	sl	yun	3	
算	合	一	寒	上	精	心	山	sl	yun	3	
銳	合	三	祭A	去	以	以	蟹	j	ui	6	
偎	合	一	灰	平	影	影	蟹	w	ui	1	
咀	開	三	魚	上	精	從	遇	dd	ui	2	
乳	合	三	虞	上	日	日	遇	nj	ui	5	腐~
孫	合	一	魂	平	精	心	臻	sl	yun	1	
筍	合	三	真A	上	精	心	臻	sl	an	2	
損	合	一	魂	上	精	心	臻	sl	yun	2	
梭	合	一	歌	平	精	心	果	sl	oe	1	
蓑	合	一	歌	平	精	心	果	sl	oe	1	
索	開	一	唐	入	精	心	宕	sl	ok	8	
瑣	合	一	歌	上	精	心	果	sl	oe	2	
鎖	合	一	歌	上	精	心	果	sl	oe	2	
西	開	四	齊	平	精	心	蟹	sl	ai	1	
昔	開	三	清A	入	精	心	梗	sl	ik	7	
析	開	四	青	入	精	心	梗	sl	ik	7	
息	開	三	蒸	入	精	心	曾	sl	ik	7	
悉	開	三	真A	入	精	心	臻	sl	at	7	
惜	開	三	清A	入	精	心	梗	sl	ik	7	
晰	開	四	青	入	精	心	梗	sl	ik	7	
犀	開	四	齊	平	精	心	蟹	sl	ai	1	
熄	開	三	蒸	入	精	心	曾	sl	ik	7	
膝	開	三	真A	入	精	心	臻	sl	at	7	
膝	開	三	真A	入	精	心	臻	sl	ot	8	又讀：~頭，~luk7(膝關節)
錫	開	四	青	入	精	心	梗	sl	ik	7	
蟋	開	三	真A	入	精	心	臻	sl	at	7	
洗	開	四	齊	上	精	心	蟹	sl	ai	2	
徙	開	三	支A	上	精	心	止	sl	ai	2	
細	開	四	齊	去	精	心	蟹	sl	ai	3	
仙	開	三	仙A	平	精	心	山	sl	in	1	
先	開	四	先	平	精	心	山	sl	in	1	
鮮	開	三	仙A	平	精	心	山	sl	in	1	
纖	開	三	鹽A	平	精	心	咸	sl	im	1	
蘚	開	三	仙A	上	精	心	山	sl	in	2	
腺	開	三	仙A	去	精	心	山	sl	in	3	
線	開	三	仙A	去	精	心	山	sl	in	3	
徜	開	三	陽	平	章	常	宕	s	aa	4	
灼	開	三	陽	入	章	章	宕	z	aa	2	
酌	開	三	陽	入	章	章	宕	z	aa	2	
漳	開	三	陽	平	章	章	宕	z	aa	1	
璋	開	三	陽	平	章	章	宕	z	aa	1	
仉	開	三	陽	上	章	章	宕	z	aa	2	
鄣	開	三	陽	平	章	章	宕	z	aa	1	
肖	開	三	宵A	去	精	心	效	sl	iu	1	
逍	開	三	宵A	平	精	心	效	sl	iu	1	
消	開	三	宵A	平	精	心	效	sl	iu	1	
宵	開	三	宵A	平	精	心	效	sl	iu	1	
硝	開	三	宵A	平	精	心	效	sl	iu	1	
霄	開	三	宵A	平	精	心	效	sl	iu	1	
銷	開	三	宵A	平	精	心	效	sl	iu	1	
蕭	開	四	蕭	平	精	心	效	sl	iu	1	
魈	開	三	宵	平	精	心	效	sl	iu	1	
簫	開	四	蕭	平	精	心	效	sl	iu	1	
瀟	開	四	蕭	平	精	心	效	sl	iu	1	
小	開	三	宵A	上	精	心	效	sl	iu	2	
笑	開	三	宵A	去	精	心	效	sl	iu	3	
些	開	三	麻	平	精	心	假	sl	e	1	
寫	開	三	麻	上	精	心	假	sl	oe	2	
卸	開	三	麻	去	精	心	假	sl	e	3	
屑	合	一	魂	入	精	心	臻	sl	it	7	
瀉	開	三	麻	上	精	心	假	sl	e	3	
躞	開	四	添	入	精	心	咸	sl	ep	8	
心	開	三	侵A	平	精	心	深	sl	am	1	
辛	開	三	真A	平	精	心	臻	sl	an	1	
新	開	三	真A	平	精	心	臻	sl	an	1	
薪	開	三	真A	平	精	心	臻	sl	an	1	
信	開	三	真A	去	精	心	臻	sl	an	3	
星	開	四	青	平	精	心	梗	sl	ing	1	
惺	開	四	青	平	精	心	梗	sl	ing	1	
腥	開	四	青	平	精	心	梗	sl	ing	1	
醒	開	四	青	平	精	心	梗	sl	ing	2	
性	開	三	清A	去	精	心	梗	sl	ing	3	
姓	開	三	清A	去	精	心	梗	sl	ing	3	
修	開	三	尤	平	精	心	流	sl	au	1	
脩	開	三	尤	平	精	心	流	sl	au	1	
羞	開	三	尤	平	精	心	流	sl	au	1	
饈	開	三	尤	平	精	心	流	sl	au	1	
宿	開	三	尤	去	精	心	流	sl	uk	7	
秀	開	三	尤	去	精	心	流	sl	au	3	
繡	開	三	尤	去	精	心	流	sl	au	3	
鏽	開	三	尤	去	精	心	流	sl	au	3	
戌	合	三	真A	入	精	心	臻	sl	at	7	
須	合	三	虞	平	精	心	遇	sl	yu	1	
需	合	三	虞	平	精	心	遇	sl	yu	1	
塑	開	一	模	去	精	心	遇	sl	u	3	見1959年字表及《玉林市志》
恤	合	三	真A	入	精	心	臻	sl	at	7	
絮	開	三	魚	去	精	心	遇	sl	yu	3	
婿	開	四	齊	去	精	心	蟹	sl	ai	3	
宣	合	三	仙A	平	精	心	山	sl	yun	1	
選	合	三	仙A	上	精	心	山	sl	yun	2	
嶂	開	三	陽	去	章	章	宕	z	aa	3	
薛	開	三	仙A	入	精	心	山	sl	it	7	
雪	合	三	仙A	入	精	心	山	sl	yut	7	
迅	開	三	真A	去	精	心	臻	sl	an	3	
訊	開	三	真A	去	精	心	臻	sl	an	3	
遜	合	一	魂	去	精	心	臻	sl	yun	3	
獐	開	三	陽	平	章	章	宕	z	aa	1	
長	開	三	陽	上	知	知	宕	z	aa	2	~大|年~
臣	開	三	真A	平	章	常	臻	s	an	4	
辰	開	三	真A	平	章	常	臻	s	an	4	
晨	開	三	真A	平	章	常	臻	s	an	4	
成	開	三	清A	平	章	常	梗	s	ing	4	
廝	開	三	支A	平	精	心	止	sl	i	1	
詢	合	三	真A	平	精	心	臻	d	an	4	
棲	開	四	齊	平	精	心	蟹	t	ai	1	
速	開	一	東	入	精	心	通	t	uk	7	
燥	開	一	豪	上	精	心	效	t	eou	3	
丞	開	三	蒸	平	章	常	曾	s	ing	4	
嘶	開	四	齊	平	精	心	蟹	sl	ai	1	
悚	開	三	鍾	上	精	心	通	sl	ung	2	
叟	開	一	侯	上	精	心	流	sl	au	2	
鷥	開	三	之	平	精	心	止	sl	i	1	
夙	開	三	東	入	精	心	通	sl	uk	7	
黴	開	三	脂B	平	幫	明	止	m	ui	4	
壘	合	三	脂A	上	來	來	止	l	ui	5	
飧	合	一	魂	平	精	心	臻	sl	yun	1	
娑	開	一	歌	平	精	心	果	sl	eo	1	
淅	開	四	青	入	精	心	梗	sl	ik	7	
蜥	開	四	青	入	精	心	梗	sl	ik	7	
窸	開	三	真A	入	精	心	臻	sl	at	7	
媳	開	三	蒸	入	精	心	曾	sl	ik	7	
嘯	開	四	蕭	去	精	心	效	sl	iu	3	
渲	合	三	仙A	去	精	心	山	sl	yun	3	
噪	開	一	豪	去	精	心	效	t	eou	3	
死	開	三	脂A	上	精	心	止	sl	i	2	
茸	開	三	鍾	平	日	日	通	j	ung	4	
絨	開	三	東	平	日	日	通	j	ung	4	
柔	開	三	尤	平	日	日	流	j	au	4	
承	開	三	蒸	平	章	常	曾	s	ing	4	
承	開	三	蒸	平	章	常	曾	s	yng	4	白讀：~得起
四	開	三	脂A	去	精	心	止	sl	i	3	
泗	開	三	脂	去	精	心	止	sl	i	3	
肆	開	三	脂A	去	精	心	止	sl	i	3	
駟	開	三	脂A	去	精	心	止	sl	i	3	
伺	開	三	之	平	精	心	止	d	i	6	
嗤	開	三	之	平	章	昌	止	c	i	1	
巳	開	三	之	上	精	邪	止	d	i	5	
祠	開	三	之	平	精	邪	止	d	i	4	
松	開	三	鍾	平	精	邪	通	d	ung	4	
訟	開	三	鍾	去	精	邪	通	d	ung	6	
頌	開	三	鍾	去	精	邪	通	d	ung	6	
誦	開	三	鍾	去	精	邪	通	d	ung	6	
俗	開	三	鍾	入	精	邪	通	d	uk	9	
纍	合	三	脂A	平	來	來	止	l	ui	4	碩果~~
累	合	三	支A	上	來	來	止	l	ui	5	積~|連累
累	合	三	支A	去	來	來	止	l	ui	3	勞~
夕	開	三	清A	入	精	邪	梗	d	ik	9	
汐	開	三	清A	入	精	邪	梗	d	ik	9	
矽	開	三	昔	入	精	邪	梗	d	ik	9	
席	開	三	清A	入	精	邪	梗	d	ik	9	
習	開	三	侵A	入	精	邪	深	d	ap	9	
蓆	開	三	清A	入	精	邪	梗	d	ik	9	
襲	開	三	侵A	入	精	邪	深	d	ap	9	
張	開	三	陽	平	知	知	宕	z	aa	1	
漲	開	三	陽	去	知	知	宕	z	aa	3	
帳	開	三	陽	去	知	知	宕	z	aa	3	
脹	開	三	陽	去	知	知	宕	z	aa	3	
賬	開	三	陽	去	知	知	宕	z	aa	3	
着	開	三	藥	入	知	知	宕	z	aa	2	衣~
鐺	開	一	唐	平	端	端	宕	c	aa	1	
謝	開	三	麻	去	精	邪	假	d	e	6	
袖	開	三	尤	去	精	邪	流	d	au	6	
徐	開	三	魚	平	精	邪	遇	d	yu	4	
序	開	三	魚	上	精	邪	遇	d	yu	5	
序								d	u	5	白讀。工~
敘	開	三	魚	上	精	邪	遇	d	yu	5	
續	開	三	鍾	入	精	邪	通	d	uk	9	
旬	合	三	真A	平	精	邪	臻	d	an	4	
巡	合	三	真A	平	精	邪	臻	d	an	4	
循	合	三	真A	平	精	邪	臻	d	an	4	
尋	開	三	侵A	平	精	邪	深	d	am	4	
殉	合	三	真A	去	精	邪	臻	d	an	6	
嗖	開	三	尤	去	莊	生	流	z	iu	3	
詞	開	三	之	平	精	邪	止	d	i	4	
舂	開	三	鍾	平	章	書	通	z	ung	1	
幟	開	三	之	去	章	昌	止	z	ik	7	見《玉林话研究》
羨	開	三	仙	去	精	邪	山	t	im	2	
馴	合	三	真A	平	精	邪	臻	w	an	3	
辭	開	三	之	平	精	邪	止	d	i	4	
似	開	三	之	上	精	邪	止	d	i	5	
商	開	三	陽	平	章	書	宕	s	aa	1	
榭	開	三	麻	去	精	邪	假	d	e	6	
嘖	開	二	庚	入	莊	莊	梗	ǀ		7	
臻	開	三	臻	平	莊	莊	臻	dd	an	1	
寺	開	三	之	去	精	邪	止	d	i	4	
祀	開	三	之	上	精	邪	止	d	i	5	
耜	開	三	之	上	精	邪	止	d	i	5	
鄒	開	三	尤	平	莊	莊	流	dd	au	1	
紉	開	三	真B	平	知	娘	臻	nj	an	5	見《玉林話研究》
綢	開	三	尤	平	知	澄	流	z	au	4	
擦	開	一	寒	入	精	清	山	nj	oet	10	白讀
城	開	三	清A	平	章	常	梗	s	ing	4	
蘸	開	二	咸	去	莊	莊	咸	d	im	6	
酷	合	一	冬	入	見	溪	通	0	eou	6	
吸	開	三	侵B	入	影	曉	深	z	ap	7	
嗅	開	三	尤	去	影	曉	流	c	au	3	名詞
囚	開	三	尤	平	精	邪	流	z	au	4	
抒	開	三	魚	上	章	船	遇	z	yu	5	推
淚	合	三	脂A	去	來	來	止	l	ui	6	
眨								j	op	10	訓讀
緒	開	三	魚	上	精	邪	遇	z	yu	5	
這	開	三	仙B	去	見	疑	山	z	e	3	
顫	開	三	仙A	去	章	章	山	z	an	3	
詹	開	三	鹽A	平	章	章	咸	z	im	1	
氈	開	三	仙A	平	章	章	山	z	in	1	
瞻	開	三	鹽A	平	章	章	咸	z	im	1	
占	開	三	鹽A	平	章	章	咸	z	im	1	
戰	開	三	仙A	去	章	章	山	z	in	3	
傷	開	三	陽	平	章	書	宕	s	aa	1	
賞	開	三	陽	上	章	書	宕	s	aa	2	
姜	開	三	陽	平	見	見	宕	g	aa	1	
襁	開	三	陽	上	見	見	宕	g	aa	2	
橫	合	二	庚	平	影	匣	宕	w	aa	4	
招	開	三	宵A	平	章	章	效	z	iu	1	
沼	開	三	宵A	上	章	章	效	z	iu	2	
照	開	三	宵A	去	章	章	效	z	iu	3	
遮	開	三	麻	平	章	章	假	z	e	1	
折	開	三	薛	入	章	章	山	z	it	7	
摺	開	三	葉	入	章	章	咸	z	ip	7	
者	開	三	麻	上	章	章	假	z	e	2	
憧	開	三	鍾	平	章	昌	通	c	ung	1	
杵	開	三	魚	上	章	昌	遇	c	yu	2	
浙	開	三	仙A	入	章	章	山	z	it	7	
蔗	開	三	麻	去	章	章	假	z	e	3	
真	開	三	真A	平	章	章	臻	z	an	1	
針	開	三	侵A	平	章	章	深	z	am	1	
縐	開	二	肴	去	莊	初	效	dd	au	3	
飼	開	三	之	去	精	邪	止	d	i	4	
誠	開	三	清A	平	章	常	梗	s	ing	4	
酬	開	三	尤	平	章	常	流	s	au	4	
襯	開	三	真B	去	莊	初	臻	t	an	3	
齪	開	二	覺	入	莊	初	江	c	ok	7	
篡	合	二	刪	去	莊	初	山	t	yun	3	
僵	開	三	陽	平	見	見	宕	k	aa	1	
舛	合	三	仙A	上	章	昌	山	c	yun	2	
疆	開	三	陽	平	見	見	宕	k	aa	1	
韁	開	三	陽	平	見	見	宕	k	aa	1	
薑	開	三	陽	平	見	見	宕	z	aa	1	
腳	開	三	陽	入	見	見	宕	z	aa	2	
超	開	三	宵B	平	知	徹	效	c	iu	1	
趁	開	三	真	去	知	徹	臻	c	an	3	
戕	開	三	陽	平	精	從	宕	d	aa	4	
逞	開	三	清B	上	知	徹	梗	c	ing	2	
弛	開	三	支A	上	章	書	止	z	i	4	
姒	開	三	之	上	精	邪	止	d	i	5	
嗣	開	三	之	去	精	邪	止	d	i	6	
忡	開	三	東	平	知	徹	通	c	ung	1	
寵	開	三	鍾	上	知	徹	通	c	ung	2	
抽	開	三	尤	平	知	徹	流	c	au	1	
丑	開	三	尤	上	知	徹	流	c	au	2	
畜	開	三	尤	去	知	徹	流	c	uk	7	
闖	開	三	陽	去	知	徹	宕	c	ong	2	
戳	開	二	江	入	知	徹	江	c	ok	8	
奼	開	二	麻	上	知	徹	假	c	o	3	
詫	開	二	麻	去	知	徹	假	c	o	3	
諂	開	三	鹽B	上	知	徹	咸	c	im	2	
羌	開	三	陽	平	見	溪	宕	g	aa	1	
卻	開	三	陽	入	見	溪	宕	k	aa	2	
騁	開	三	清B	上	知	徹	梗	c	ing	2	
敕	開	三	蒸	入	知	徹	曾	c	ik	7	
怵	合	三	真B	入	知	徹	臻	c	at	7	
驟	開	三	尤	去	莊	崇	流	dd	au	1	
讎	開	三	尤	平	見	常	流	s	au	4	~恨|报~
類	合	三	脂A	去	來	來	止	l	ui	6	
純	合	三	真A	平	章	常	臻	s	an	4	
醇	合	三	真A	平	章	常	臻	s	an	4	
單	開	三	仙	平	章	常	山	s	im	4	姓；~于：古匈奴首領
累	合	三	支A	去	來	來	止	n	ui	3	訓讀。表示「疲乏」，與壯語 naiq 同源。
善	開	三	仙A	上	章	常	山	s	in	6	
善	開	三	仙A	上	章	常	山	s	in	5	老讀音
繕	開	三	仙A	去	章	常	山	s	in	5	
強	開	三	陽	平	見	群	宕	g	aa	4	~壯
斟	開	三	侵A	平	章	章	深	z	am	1	
振	開	三	真	去	章	章	臻	z	an	3	
賑	開	三	真A	上	章	章	臻	z	an	3	
震	開	三	真A	去	章	章	臻	z	an	3	
征	開	三	清A	平	章	章	梗	z	ing	1	
蒸	開	三	蒸	平	章	章	曾	z	ing	1	
蒸	開	三	蒸	平	章	章	曾	z	yng	1	又讀
整	開	三	清A	上	章	章	梗	z	ing	2	
正	開	三	清A	平	章	章	梗	z	ing	1	~月
正	開	三	清A	平	章	章	梗	z	ing	3	
政	開	三	清A	去	章	章	梗	z	ing	3	
證	開	三	蒸	去	章	章	曾	z	ing	3	
湽	開	三	之	平	莊	莊	止	dd	i	1	
壤	開	三	陽	上	日	日	宕	nj	aa	4	
攘	開	三	陽	平	日	日	宕	nj	aa	4	
讓	開	三	陽	去	日	日	宕	nj	aa	6	
若	開	三	藥	入	日	日	宕	nj	aa	6	
弱	開	三	陽	入	日	日	宕	nj	aa	6	
篛	開	三	陽	入	日	日	宕	nj	aa	6	
嚷	開	三	陽	上	日	日	宕	nj	aa	4	
嗇	開	三	蒸	入	莊	生	曾	sl	at	7	見《玉林市志》
省	開	三	清A	上	精	心	梗	sl	ing	2	反~
摔	合	三	脂B	平	莊	生	止	sl	at	7	
蟀	合	三	真B	入	莊	生	臻	sl	at	7	
搜	開	三	尤	平	莊	生	流	sl	au	1	
蒐	開	三	尤	平	莊	生	流	sl	au	1	
猩	開	四	青	平	精	心	梗	sl	ing	1	
緇	開	三	之	平	莊	莊	止	dd	i	1	
鍿	開	三	之	平	莊	莊	止	dd	i	1	
韶	開	三	宵A	平	章	常	效	s	iu	4	
邵	開	三	宵A	去	章	常	效	s	iu	6	
紹	開	三	宵A	上	章	常	效	s	iu	6	
社	開	三	麻	上	章	常	假	s	e	5	
涉	開	三	鹽A	入	章	常	咸	s	ep	10	
什	開	三	侵A	入	章	常	深	s	ap	9	
甚	開	三	侵A	上	章	常	深	s	am	6	
腎	開	三	真A	上	章	常	臻	s	an	5	
慎	開	三	真A	去	章	常	臻	s	an	6	
盛	開	三	清A	平	章	常	梗	s	ing	6	
十	開	三	侵A	入	章	常	深	s	ap	9	
石	開	三	清A	入	章	常	梗	s	ik	9	
拾	開	三	侵A	入	章	常	深	s	ap	9	
輺	開	三	之	平	莊	初	止	dd	i	1	
痴	開	三	之	平	知	徹	止	c	i	1	
魑	開	三	支	平	知	徹	止	c	i	1	
恥	開	三	之	上	知	徹	止	c	i	2	
之	開	三	之	平	章	章	止	z	i	1	
逝	開	三	祭A	去	章	常	蟹	s	i	6	
逝	開	三	祭A	去	章	常	蟹	s	i	3	
而	開	三	之	平	日	日	止	nj	i	4	
兒	開	三	支A	平	日	日	止	nj	i	1	詞綴：表示幼崽或小的。雞~（小雞），凳~（小凳子）。
時	開	三	之	平	章	常	止	s	i	4	
氏	開	三	支	上	章	常	止	s	i	6	
匙	開	三	支A	平	章	常	止	s	yu	4	又讀
受	開	三	尤	上	章	常	流	s	au	6	
授	開	三	尤	去	章	常	流	s	au	6	
售	開	三	尤	去	章	常	流	s	au	4	
壽	開	三	尤	上	章	常	流	s	au	6	
殊	合	三	虞	平	章	常	遇	s	yu	4	
淑	開	三	東	入	章	常	通	s	uk	7	
孰	開	三	東	入	章	常	通	s	uk	9	
塾	開	三	東	入	章	常	通	s	uk	9	
熟	開	三	東	入	章	常	通	s	uk	9	
署	開	三	魚	去	章	常	遇	s	yu	2	
薯	開	三	魚	去	章	常	遇	s	yu	4	
曙	開	三	魚	去	章	常	遇	s	yu	2	
墅	開	三	魚	上	章	常	遇	s	yu	2	見《玉林市志》
墅	開	三	魚	上	章	常	遇	s	yu	3	見《玉林话研究》
豎	合	三	虞	上	章	常	遇	s	yu	6	
豎	合	三	虞	上	章	常	遇	s	yu	5	白讀：~~睡
樹	合	三	虞	上	章	常	遇	s	yu	6	
數								s	ok	8	多次：~見不鮮
耒	合	三	脂A	上	來	來	止	l	ui	6	
槌	合	三	脂B	平	知	澄	止	z	ui	4	
睡	合	四	支A	去	章	常	止	s	oi	6	
碩	開	三	清A	入	章	常	梗	s	ik	9	
箬	開	三	陽	入	日	日	宕	nj	aa	6	
忱	開	三	侵A	平	章	常	深	s	am	4	
宸	開	三	真A	平	章	常	臻	s	an	4	
淳	合	三	真A	平	章	常	臻	s	an	4	
鶉	合	三	真A	平	章	常	臻	c	an	1	
擅	開	三	仙A	去	章	常	山	s	in	6	
劭	開	三	宵A	去	章	常	效	s	iu	6	
蜍	開	三	魚	平	章	常	遇	s	yu	4	
撤	開	三	薛	入	知	徹	山	c	it	7	
櫼	開	二	咸	平	莊	生	咸	dd	em	1	引自《廣西玉林話音系》（周成松，2003）。該文止給出的該字的韻母，聲母及聲調由錄入者推定。推定此字爲玉林話中[tem1]字，義爲「戳、刺」
市	開	三	之	上	章	常	止	s	i	5	
侍	開	三	之	去	章	常	止	s	i	6	
汁	開	三	侵A	入	章	章	深	z	ap	7	
徹	開	三	薛	入	知	徹	山	c	it	7	
澈	開	三	仙B	入	知	澄	山	c	it	7	
沖	開	三	東	平	知	澄	通	c	ung	1	沖泡：~劑(沖泡後服用的顆粒藥劑)
沖								c	ung	3	用水沖
沈	開	三	侵A	上	章	書	深	s	am	2	
肇	開	三	宵B	上	知	澄	效	s	iu	6	
豸	開	二	佳	上	知	澄	蟹	s	oi	6	地名用字
柴	開	二	佳	平	莊	崇	蟹	s	oi	4	
是	開	三	支A	上	章	常	止	s	i	5	
饞	開	二	咸	平	莊	崇	咸	s	om	4	
崇	開	三	東	平	莊	崇	通	s	ung	4	
愁	開	三	尤	平	莊	崇	流	s	au	4	
床	開	三	陽	平	莊	崇	宕	s	ong	4	
視	開	三	脂A	上	章	常	止	s	i	6	
嗜	開	三	脂A	去	章	常	止	s	i	6	
匙	開	三	支A	平	章	常	止	s	i	4	
支	開	三	支A	平	章	章	止	z	i	1	
只	開	三	支A	平	章	章	止	z	i	2	
兒	開	三	支A	平	日	日	止	nj	i	4	~子|男~
隻	開	三	清A	入	章	章	梗	z	ik	7	
士	開	三	之	上	莊	崇	止	s	i	6	
織	開	三	之	去	章	章	止	z	ik	7	
織	開	三	之	去	章	章	止	z	yk	7	
執	開	三	侵A	入	章	章	深	z	ap	7	
職	開	三	蒸	入	章	章	曾	z	ik	7	
仕	開	三	之	上	莊	崇	止	s	i	6	
柿	開	三	止	上	莊	崇	止	s	i	5	
芝	開	三	之	平	章	章	止	z	i	1	
枝	開	三	支A	平	章	章	止	z	i	1	
肢	開	三	支A	平	章	章	止	z	i	1	
脂	開	三	脂A	平	章	章	止	z	i	1	
止	開	三	之	上	章	章	止	z	i	2	
折								s	et	10	~本|~底
旨	開	三	脂A	上	章	章	止	z	i	2	
制	開	三	祭A	去	章	章	蟹	z	ai	3	
炙	開	三	麻	去	章	章	假	z	yk	7	
製	開	三	祭A	去	章	章	蟹	z	ai	3	
址	開	三	之	上	章	章	止	z	i	2	
指	開	三	脂A	上	章	章	止	z	i	2	
終	開	三	東	平	章	章	通	z	ung	1	
鍾	開	三	鍾	平	章	章	通	z	ung	1	
螽	開	三	東	平	章	章	通	z	ung	1	
鐘	開	三	鍾	平	章	章	通	z	ung	1	
腫	開	三	鍾	上	章	章	通	z	ung	2	
種	開	三	鍾	上	章	章	通	z	ung	2	名詞
種	開	四	鍾	去	章	章	通	z	ung	3	動詞
踵	開	三	鍾	上	章	章	通	z	ung	2	
眾	開	三	東	去	章	章	通	z	ung	3	
舟	開	三	尤	平	章	章	流	z	au	1	
州	開	三	尤	平	章	章	流	z	au	1	
周	開	三	尤	平	章	章	流	z	au	1	
洲	開	三	尤	平	章	章	流	z	au	1	
咒	開	三	尤	去	章	章	流	z	au	3	
朱	合	三	虞	平	章	章	遇	z	yu	1	
侏	合	三	虞	平	章	章	遇	z	yu	1	
珠	合	三	虞	平	章	章	遇	z	yu	1	
諸	開	三	魚	平	章	章	遇	z	yu	1	
燭	開	三	鍾	入	章	章	通	z	uk	7	
主	合	三	虞	上	章	章	遇	z	yu	2	
煮	開	三	魚	上	章	章	遇	z	yu	2	
囑	開	三	鍾	入	章	章	通	z	uk	7	
注	合	三	虞	去	章	章	遇	z	yu	3	
祝	開	三	尤	去	章	章	流	z	uk	7	
蛀	合	三	虞	去	章	章	遇	z	yu	3	
蛀	合	三	虞	去	章	章	遇	dd	yu	3	白讀：螫；蠹
註	合	三	虞	去	章	章	遇	z	yu	3	
鑄	合	三	虞	去	章	章	遇	z	yu	3	
專	合	三	仙A	平	章	章	山	z	yun	1	
磚	合	三	仙A	平	章	章	山	z	yun	1	
錘	合	三	支B	平	知	澄	止	z	ui	4	
鎚	合	三	脂B	平	知	澄	止	z	ui	4	
肫	合	三	真A	平	章	章	臻	z	an	1	此處是「胗」的讀音
准	合	三	真A	上	章	章	臻	z	an	2	
準	合	三	真A	上	章	章	臻	z	an	2	
拙	合	三	仙A	入	章	章	山	z	yut	7	
虐	開	三	陽	入	見	疑	宕	nj	aa	6	
瘧	開	三	陽	入	見	疑	宕	nj	aa	6	
昭	開	三	宵A	平	章	章	效	z	iu	1	
向	開	三	陽	去	影	曉	宕	j	aa	3	
香	開	三	陽	平	影	曉	宕	j	aa	1	
甄	開	三	真A	平	章	章	臻	z	an	1	
怔	開	三	清A	平	章	章	梗	z	ing	1	
紙	開	三	支A	上	章	章	止	z	i	2	
趾	開	三	之	上	章	章	止	z	i	2	
矚	開	三	鍾	入	章	章	通	z	uk	7	
椎	合	三	脂B	平	知	澄	止	z	ui	1	
諄	合	三	真A	平	章	章	臻	z	an	1	
粥	開	三	東	入	章	章	通	z	uk	7	
鄉	開	三	陽	平	影	曉	宕	j	aa	1	
𩞃	開	三	陽	上	章	書	宕	s	aa	2	
享	開	三	養	上	影	曉	宕	j	aa	2	
饗	開	三	陽	上	影	曉	宕	j	aa	2	
衆	開	三	東	去	章	章	通	z	ung	3	
晝	開	三	尤	去	知	知	流	z	au	3	
響	開	三	陽	上	影	曉	宕	j	aa	2	
朝	開	三	宵B	平	知	知	效	z	iu	1	
嘲	開	二	肴	平	知	知	效	z	ou	1	
傳	合	三	仙B	去	知	知	山	z	yun	3	~舍|廣成~
啜	合	三	祭B	去	知	知	蟹	z	yut	7	
輟	合	三	祭B	去	知	知	蟹	z	yut	7	
沾	開	三	鹽B	平	知	知	咸	z	im	1	
展	開	三	仙B	上	知	知	山	z	in	2	
輾	開	三	仙B	上	知	知	山	z	in	2	
站	開	二	咸	去	知	知	咸	z	om	6	
嚮	開	三	陽	上	影	曉	宕	j	aa	3	
謔	開	三	陽	入	影	曉	宕	j	aa	2	
羊	開	三	陽	平	以	以	宕	j	aa	4	
洋	開	三	陽	平	以	以	宕	j	aa	4	
陽	開	三	陽	平	以	以	宕	j	aa	4	
罩	開	二	肴	去	知	知	效	z	ou	3	
