字	注释	南宁老口	南宁万秀	武鸣府城	
影		ʔən33	ʔɐn33	ʔən33	
映		ʔən33	ʔɐn33	ʔən33	
餅		pən33	pɛŋ33	pən33	
併	合併	pən24	pɐn55	pən35	
璧		pət33	pɐt33	pət33	
聘		pʰən24	pʰɐn55	pən35	
僻		pʰət33	pʰɐt33	pət33	
闢		pət33	pʰɐt33	pət33	
名		mən31	mɐn21	mən31	
領		lən21	lɐn13	lən21	
嶺		lən21	lɐn13	lən21	
令		lən223	lɐn21	lən22	
精		tʃən55	tsɐn42	tsən55	
晶		tʃən55	tsɐn42	tsən55	
睛	眼睛	tʃən55	tsɐn42	tsən55	
井		tʃən33	tsɐn33	tsən33	
跡		tʃət33	tsɐt33	tsət33	
積		tʃət33	tsɐt33	tsət33	
脊		tʃət33	tsɐt33	tsət33	
清		tʃʰən55	tsʰɐn42	tsʰən55	
請		tʃʰən33	tsʰɐn33	tsʰən33	
情		tʃən31	tsɐn21	tsən31	
晴		tʃən31	tsɐn21	tsən31	
䝼	䝼受				
静		tʃən223	tsɐn21	tsən22	
靖		ʃən223	tsɐn21	tsən22	
净		tʃən223	tsɐn21	tsən22	
籍		tʃət32	tsɐt22	tsɐt22	
藉	狼藉	tʃət32	tsɐt22		
省	反省	ʃeŋ33	ɬɐn33	ɬən33	
性		ɬən24	ɬɐn55	ɬən35	
姓		ɬən24	ɬɐn55	ɬən35	
惜		ɬət33	ɬɐt33	ɬət33	
昔		ɬət33	ɬɐt33	ɬət33	
席		tʃət32	tsɐt22	tsɐt22	
夕		tʃət32	tsɐt22	tsɐt22	
貞		tʃən55	tsɐn42	tsən55	
蟶	蟶子				
偵		tʃən55	tsɐn42	tsən55	
逞	逞能	tʃən31	tsɐn21	tsən31	
呈		tʃən31	tsɐn21	tsən31	
程		tʃən31	tsɐn21	tsən31	
鄭		tʃən223	tsɐn21	tsən22	
擲		tʃən223	tsɐn21	tsən22	
正	正月	tʃən55	tsɐn42	tsən55	
征		tʃən55	tsɐn42	tsən55	
整		tʃən33	tsɐn33	tsən33	
正		tʃən24	tsɐn55	tsən35	
政		tʃən24	tsɐn55	tsən35	
隻		tʃət33	tsek22	tsət33	
炙					
赤		tʃʰət33	tsʰɐt33	tsʰət33	
斥		tʃʰət33	tsʰɐt33	tsʰət33	
尺		tʃʰət33	tsʰɐt33	tsʰət33	
射		ʃe223	sɛ21	sɛ22	
聲		ʃən55	sɐn42	sən55	
聖		ʃən24	sɐn55	sən35	
適		ʃət33	sɐt33	sət33	
釋		ɬət33	ɬɐt33	ɬət33	
成		ʃən31	sɐn21	sən31	
城		ʃən31	sɐn21	sən31	
誠		ʃən223	sɐn21	sən22	
盛	盛滿了	ʃən223	sɐn21	sən22	
盛	興盛，盛開	ʃən223	sɐn21	sən22	
石		ʃət32	sɐt22	sət22	
頸		kən33	kɐn33	kən33	
勁	勁敵	kən24	kɐn55	kən35	
輕	輕重	hən55	hɐn42	hən55	
嬰		ʔən55	ʔɐn42	ʔən55	
纓		ʔən55	ʔɐn42	ʔən55	
益		ʔət33	ʔɐt33	ʔət33	
盈		ŋən31	ŋɐn21	ŋən31	
贏		hən31	hɐn21	ŋən31	
亦		hət32	ʔɛk13	hət21	
易	交易	hət32	ʔɛk13	hət21	
譯		ʔət32	ʔɛk13	jɐt21	
液		ʔət32	ʔɛk13		
腋		je24	ʔɛk13		
壁		pət33	pɐt33	pət33	
姘	姘頭	pʰən24	pʰɐn55	pən35	
拼		pʰən24	pʰɐn55	pən35	
劈		pʰət33	pʰɐt33	pət33	
瓶		pən31	pɐn21	pən31	
屏		pən31	pɐn21	pən31	
萍		pən31	pɐn21	pən31	
并		pən31	pɐn21	pən35	
銘		mən31	mɐn21	mən31	
覓		mət32	mɐt13		
丁		tən55	tɐn42	tən55	
釘	鐵釘	tən55	tɐn42	tən55	
靪					
疔		tən55	tɐn42	tən55	
頂		tən33	tɐn33	tən33	
鼎		tən33	tɐn33	tən33	
釘	釘住	tən55	tɐn42	tən55	
訂	訂約	tən24	tɐn55	tən22	
的	目的	tət33	tɐt33	tət22	
滴		tət33	tɐt33	tət33	
嫡		tət33	tɐt33	tət33	
聽	聽見	tʰən24	tʰɐn55	tən35	
廳		tʰən55	tʰɐn42	tən55	
汀		tən55	tɐn42	tən55	
聽	聽其自然	tʰən24	tʰɐn55	tən35	
剔		tʰət33	tʰɐt33	tət33	
踢		tʰət33	tʰɐt33	tət33	
亭		tən31	tɐn21	tən31	
停		tən31	tɐn21	tən31	
廷		tən31	tɐn21	tən31	
庭		tən31	tɐn21	tən31	
蜓	蜻蜓	tən31	tɐn21	tən31	
艇		teŋ21	tʰɐn13	tən33	
挺		tʰən33	tʰɐn33	tən33	
錠		tən223	tɐn21	tən22	
定		tən223	tɐn21	tən22	
笛		tət32	tɐt22	tət22	
敵		tət32	tɐt22	tət22	
狄		tət32	tɐt22	tət22	
糴			tɐt22	tət22	
寧	安寧	nən31	nɐn21	nən31	
寧	寧可		nɐn21	nən31	
佞					
溺	溺死	nət32	nɛk13	ŋi31	
靈		lən31	lɐn21	lən31	
零		lən31	lɐn21	lən31	
鈴		lən31	lɐn21	lən31	
伶		lən31	lɐn21	lən31	
拎		lən31	lɐn21	lən31	
翎		lən31	lɐn21	lən31	
另		lən223	lɐn21	lən22	
歷		lət32	lɐt13	lət21	
曆		lət32	lɐt13	lət21	
績		tʃət33	tsɐt33	tsət33	
青		tʃʰən55	tsʰɐn42	tsʰən55	
蜻	蜻蜓	tʃʰən55	tsʰɐn42	tsʰən55	
戚		tʃʰət33	tsʰɐt33	tsʰət33	
寂		tʃət32	tsɐt22	tsi31	
星		ɬən55	ɬɐn42	ɬən55	
腥		ɬən55	ɬɐn42	ɬən55	
醒		ɬən33	ɬɐn33	ɬən33	
錫		ɬət33	ɬɐt33	ɬət33	
析		ɬət33	ɬɐt33	ɬət33	
經		kən55	kɐn42	kən55	
徑		kən24	kɐn55	kən35	
經	經濟	kən55	kɐn42	kən55	
擊		kʰət32	kɐt33	kət33	
激		kʰət32	kɐt33	kət33	
磬	鐘磬		hɐn42		
吃		hɐt33	hɐt33	hɐt33	
馨			hɐn42	hən55	
形		hən31	hɐn21	hən31	
型		hən31	hɐn21	hən31	
刑		hən31	hɐn21	hən31	
陘	井陘				
礦		kʰuaŋ24	kʰuaŋ55	kʰuaŋ35	
虢	虞虢				
橫	橫直	weŋ31	wɛŋ21	wɛŋ21	
橫	蠻橫	weŋ31	wɛŋ21	wɛŋ21	
轟		hoŋ31	kʰuaŋ42	ʔɔŋ55	
揈	揈出去				
轟					
宏		hoŋ31	hɔŋ21	hɔŋ31	
獲		wek12	wak22	ʔɔt22	
劃		wak12	wak22	wak22	
兄		wən55	wɐn42	wən55	
榮		joŋ31	jɔŋ21	jɔŋ31	
永		wən21	wɐn13	wən35	
泳		wən21	wɐn13	wən21	
詠		wən21	wɐn13	wən21	
傾		kʰən55	kʰɐn33	kən55	
頃		kʰən55	kʰɐn33	kən55	
苘	苘麻				
瓊		kən31	kɐn21	kən31	
營		wən31	wɐn21	wən31	
塋			wɐn21		
穎		wɐŋ21	wɐn13	ʔən33	
疫		wət32	ʔɛk13	wət22	
役		wət32	ʔɛk13	wət22	
螢		wən31	joŋ21	jɔŋ31	
滎	滎陽				
迥	迥然不同				
卜		pok33	pʰok33	pok33	
撲		pok33	pʰuk33	pok33	
醭	醋生白醭		pʰok33		
仆	仆倒	pok33	pʰok33	pok33	
篷		foŋ31	pɔŋ21	fɔŋ31	
蓬		foŋ31	pɔŋ21	fɔŋ31	
蓬				pɔŋ31	
僕		pok33	pʰok33	pok33	
曝		pau223	pau21	pʰau35	
瀑	瀑布	pau223	pau21	pʰau35	
蒙		moŋ31	mɔŋ21	mɔŋ31	
懵	懵懂	moŋ21	pɔŋ13	mɔŋ21	
蠓	蠓蟲		pɔŋ13	mɔŋ21	
木		mok32	mok13	mok21	
東		toŋ55	tɔŋ42	tɔŋ55	
董		toŋ33	tɔŋ33	tɔŋ33	
懂		toŋ33	tɔŋ33	tɔŋ33	
凍		toŋ24	tɔŋ55	tɔŋ35	
棟		toŋ24	tɔŋ55	tɔŋ35	
通		tʰoŋ55	tʰɔŋ42	tɔŋ55	
熥					
桶		tʰoŋ33	tʰɔŋ33	tɔŋ33	
捅		tʰoŋ33	tʰɔŋ33	tɔŋ33	
痛		tʰoŋ24	tʰɔŋ55	tɔŋ35	
秃		tʰok33	tʰok55	tʰok33	
同		toŋ31	tɔŋ21	tɔŋ31	
銅		toŋ31	tɔŋ21	tɔŋ31	
桐		toŋ31	tɔŋ21	tɔŋ31	
筒		toŋ31	tɔŋ21	tɔŋ31	
童		toŋ31	tɔŋ21	tɔŋ31	
瞳		toŋ31	tɔŋ21	tɔŋ31	
動		toŋ223	tɔŋ21	tɔŋ22	
洞		toŋ223	tɔŋ21	tɔŋ22	
獨		tok32	tuk22	tok22	
讀		tok32	tuk22	tok22	
牘		tok32	tuk22	tok22	
犢	牛犢子	tok32	tuk22	tok22	
齈	多涕鼻疾				
籠		loŋ31	lɔŋ21	lɔŋ31	
聾		loŋ31	lɔŋ21	lɔŋ31	
攏		loŋ33	lɔŋ33	lɔŋ21	
弄		loŋ223	nɔŋ21	lɔŋ22	
鹿		lok32	lok13	lok21	
禄		lok32	lok13	lok21	
椶		tʃoŋ55	tsɔŋ42	tsɔŋ55	
鬃		tʃoŋ55	tsɔŋ42	tsɔŋ55	
總		tʃoŋ33	tsɔŋ33	tsɔŋ33	
糉		tʃoŋ24	tsɔŋ55	tsɔŋ35	
聰		tʃʰoŋ55	tsʰɔŋ42	tsʰɔŋ55	
怱		tʃʰoŋ55	tsʰɔŋ42	tsʰɔŋ55	
葱		tʃʰoŋ55	tsʰɔŋ42	tsʰɔŋ55	
囪	烟囪	tʃʰoŋ55	tsʰɔŋ42	tsʰɔŋ55	
叢		tʃoŋ31	tsɔŋ21	tsɔŋ31	
族		tʃok32	tsuk22	tsok22	
送		ɬoŋ24	ɬɔŋ55	ɬɔŋ35	
速		ʃok33	tsʰok33	tsʰok33	
公		koŋ55	kɔŋ42	kɔŋ55	
蚣	蜈蚣	koŋ55	kɔŋ42	kɔŋ55	
工		koŋ55	kɔŋ42	kɔŋ55	
功		koŋ55	kɔŋ42	kɔŋ55	
攻	攻擊	koŋ55	kɔŋ42	kɔŋ55	
貢		koŋ33	kɔŋ55	kɔŋ35	
穀		kok33	kok33	kok33	
谷		kok33	kok33	kok33	
空	空虛	hoŋ55	hɔŋ42	hɔŋ55	
孔		hoŋ33	hɔŋ33	hɔŋ33	
控		hoŋ24	hɔŋ55	hɔŋ35	
空	空缺	hoŋ24	hɔŋ42	hɔŋ35	
哭		hok33	hok33	hok33	
烘	烘乾	hoŋ31	hɔŋ21	hɔŋ31	
哄	哄騙	huŋ33	hɔŋ33	hɔŋ33	
紅		hoŋ31	hɔŋ21	hɔŋ31	
洪		hoŋ31	hɔŋ21	hɔŋ31	
鴻		hoŋ31	hɔŋ21	hɔŋ31	
虹		hoŋ31	hɔŋ21	hɔŋ31	
汞		koŋ24	kɔŋ55	kɔŋ35	
鬨		hoŋ21	hɔŋ33	hɔŋ33	
斛		ʔoŋ55	jɔŋ42	ʔɔŋ55	
翁		ʔoŋ24	ʔɔŋ55	ʔɔŋ55	
甕		ʔok33	ʔok33	ʔok33	
屋		toŋ55	tɔŋ42	tɔŋ55	
冬		toŋ55	tɔŋ42	tɔŋ55	
篤		tok33	tuk22	tok33	
督		tok33	tok55	tok33	
統		tʰoŋ24	tʰɔŋ33	tɔŋ33	
毒		tok32	tuk22	tok22	
農		noŋ31	nɔŋ21	nɔŋ31	
膿		noŋ31	nɔŋ21	nɔŋ31	
儂	我、你	noŋ31	nɔŋ21	nɔŋ31	
宗		tʃoŋ55	tsɔŋ42	tsɔŋ55	
綜	織布機上的綜	tʃoŋ55	tsɔŋ42	tsɔŋ55	
豵	牡豕				
鬆	鬆散	ɬoŋ55	ɬɔŋ42	ɬɔŋ55	
宋		ɬoŋ24	ɬɔŋ55	ɬɔŋ35	
酷		kok33	kok33	kʰok33	
沃		jok32	ȵiok13	jok21	
風		foŋ55	fɔŋ42	fɔŋ55	
楓		foŋ55	fɔŋ42	fɔŋ55	
瘋		foŋ55	fɔŋ42	fɔŋ55	
諷		foŋ33	fɔŋ33	fɔŋ33	
福		fok33	fok33	fok33	
幅		fok33	fok33	fok33	
蝠	蝙蝠	fok33	fok33	fok33	
複		fok33	fok33	fok33	
腹		fok33	fok33	fok22	
豐		foŋ55	fɔŋ42	ʔɔŋ55	
覆	反覆	fok33	fok33	fok33	
馮		foŋ223	fɔŋ21	fɔŋ31	
鳳		foŋ223	fɔŋ21	fɔŋ22	
服		fok32	fuk22	fok22	
伏		fok32	fuk22	fok22	
栿	梁	fok32	fuk22	fok22	
復	復原	fok33	fok33	fok33	
夢		muŋ223	moŋ21	mɔŋ22	
目		mok32	muk13	mok21	
穆		mok32	muk13	mok21	
牧		mok32	muk13	mok21	
隆		loŋ31	lɔŋ21	lɔŋ31	
六		lok32	lok13	lok21	
陸		lok32	lok13	lok21	
嵩		ɬoŋ55	ɬɔŋ42	ɬɔŋ55	
肅		ɬok33	ɬok33	ɬok33	
宿		ɬok33	ɬok33	ɬok33	
中	當中	tʃoŋ55	tsɔŋ42	tsɔŋ55	
忠		tʃoŋ55	tsɔŋ42	tsɔŋ55	
中	射中	tʃoŋ24	tsɔŋ55	tsɔŋ35	
竹		tʃok33	tsok33	tsok33	
築		tʃʰok33	tsok33	tsʰok33	
畜	畜牧	tʃʰok33	tsʰok33	tsʰok33	
蟲		tʃoŋ31	tsɔŋ21	tsɔŋ31	
仲		tʃoŋ223	tsɔŋ21	tsɔŋ22	
逐		tʃok32	tsuk22	tsok22	
軸		tʃok32	tsuk22	tsʰok55	
崇		ɬoŋ31	tsɔŋ55	ɬɔŋ31	
縮		ɬok33	ɬok33	sok33	
終		tʃoŋ55	tsɔŋ42	tsɔŋ55	
衆		tʃoŋ24	tsɔŋ55	tsɔŋ35	
祝		tʃok33	tsok33	tsok33	
粥		tʃok33	tsok33	tsok33	
充		tʃʰoŋ55	tsʰɔŋ42	tsʰɔŋ55	
銃	放銃	tʃʰuŋ24	tsʰɔŋ55	tsʰɔŋ35	
叔		ʃok33	sok33	sok33	
熟	煮熟	ʃok32	sok22	sok22	
淑		ʃok33	sok33	sok33	
戎		joŋ31	joŋ21	jɔŋ31	
絨		ŋoŋ31	jɔŋ21	jɔŋ31	
肉		ɲok32	ȵiok13	ȵiok21	
弓		koŋ55	kɔŋ42	kɔŋ55	
躬		koŋ55	kɔŋ42	kɔŋ55	
宫		koŋ55	kɔŋ42	kɔŋ55	
菊		kok33	kok33	kʰok33	
掬	一捧	kok33	kok33	kʰok33	
麴	酒麹	kok33	kʰok33	kʰok33	
窮		koŋ31	kɔŋ21	kɔŋ31	
嗅	用鼻子聞				
畜	畜牧	tʃʰok33	tsʰok33	tsʰok33	
蓄	儲蓄	tʃʰok33	tsʰok33	tsʰok33	
郁		jok32	ȵiok13	jok21	
熊		joŋ31	ȵiɔŋ21	jɔŋ31	
雄		joŋ31	hɔŋ21	jɔŋ31	
融		joŋ31	jɔŋ21	jɔŋ31	
育		jok32	ȵiok13	jok21	
封		foŋ55	fɔŋ42	fɔŋ55	
峯		foŋ55	fɔŋ42	fɔŋ55	
蜂		foŋ55	fɔŋ42	fɔŋ55	
鋒		foŋ55	fɔŋ42	fɔŋ55	
捧		pʰoŋ33	poŋ33	pɔŋ33	
逢		foŋ31	fɔŋ21	fɔŋ31	
縫	縫衣服	foŋ31	fɔŋ21	fɔŋ31	
奉		foŋ223	fɔŋ21	fɔŋ22	
俸		foŋ33	fɔŋ21	fɔŋ22	
縫	一條縫	foŋ31	fɔŋ21	fɔŋ31	
濃		noŋ31	nɔŋ21	nɔŋ31	
龍		loŋ31	lɔŋ21	lɔŋ31	
隴		loŋ21	lɔŋ33	lɔŋ21	
壠		loŋ223	lɔŋ33	lɔŋ35	
緑		tʃoŋ55	lok13	lok21	
録		tʃoŋ55	lok13	lok21	
蹤		tʃoŋ55	tsɔŋ42	tsɔŋ55	
縱	縱横	tʃoŋ31	tsɔŋ42	tsɔŋ22	
縱	放縱	tʃoŋ31	tsɔŋ42	tsɔŋ22	
足		tʃok33	tsok33	tsok33	
從	從容	tʃoŋ31	tsɔŋ42	tsɔŋ31	
促		tʃʰok33	tsʰok33	tsok22	
從	跟從	tʃoŋ31	tsɔŋ21	tsɔŋ31	
慫	慫恿	tʃʰoŋ33	tsʰɔŋ42	tsɔŋ33	
粟		ɬok33	ɬok33	ɬok33	
松	松樹	ɬoŋ24	ɬɔŋ42	ɬɔŋ35	
誦		ʃoŋ223	tsɔŋ21	tsɔŋ22	
頌		ʃoŋ223	tsɔŋ21	tsɔŋ22	
訟		ʃoŋ223	tsɔŋ21	tsɔŋ22	
俗		ɬok32	suk22	ɬok22	
續		tʃok32	tsuk22	tsok22	
冢			tsʰɔŋ33		
寵		loŋ21	tsʰɔŋ33	tsʰɔŋ33	
重	重複	tʃoŋ31	tsɔŋ13	tsɔŋ31	
重	輕重	tʃoŋ21	tsɔŋ13	tsɔŋ31	
鐘		tʃoŋ55	tsɔŋ42	tsɔŋ55	
鍾		tʃoŋ55	tsɔŋ42	tsɔŋ55	
盅		tʃoŋ55	tsɔŋ42	tsɔŋ55	
種	種類	tʃoŋ33	tsɔŋ33	tsɔŋ33	
腫		tʃoŋ33	tsɔŋ33	tsɔŋ33	
種	種樹	tʃoŋ33	tsɔŋ55	tsɔŋ35	
燭		tʃok33	tsok33	tsok33	
囑		tʃok33	tsok33	tsok33	
衝		tʃʰoŋ55	tsʰɔŋ42	tsʰɔŋ55	
觸		tʃʰuk33	tsʰok33	tsʰok33	
贖		ʃok32	suk22	sok22	
舂	舂米	tʃʰuŋ55	tsʰɔŋ42	tsʰuŋ55	
束		tʃʰok33	tsʰok33	tsʰok33	
蜀		tʃok33	tsuk22	tsok33	
屬		ʃok32	tsok33	sok22	
茸	參茸	joŋ31	jɔŋ21	jɔŋ31	
冗	撥冗				
𣭲	𣭲毛				
辱		jok32	ȵiok13	jok21	
褥		jok32	ȵiok13	jok21	
恭		koŋ55	kɔŋ42	kɔŋ55	
供	供給	koŋ55	kɔŋ55	kɔŋ35	
拱	拱手	koŋ33	kɔŋ33	kɔŋ33	
鞏	鞏固	koŋ33	kʰɔŋ33	kɔŋ33	
供	供養	koŋ24	kʰɔŋ55	kɔŋ35	
鋦	鋦碗				
恐		kʰoŋ33	kʰɔŋ33	kɔŋ33	
曲	曲折、歌曲	kʰok33	kʰok33	kʰok33	
共		koŋ223	kɔŋ21	kɔŋ22	
局		kok32	kuk22	kok22	
玉		ɲiok32	ȵiok13	ȵiok21	
獄		jok32	ȵiok13	jok21	
胸		hoŋ55	hɔŋ42	jɔŋ55	
凶	吉凶	hoŋ55	hɔŋ42	jɔŋ55	
兇	兇惡	hoŋ55	hɔŋ42	jɔŋ55	
雍		hoŋ55	jɔŋ42	jɔŋ55	
癰					
擁		ʔoŋ33	jɔŋ13	ʔɔŋ33	
壅	壅肥				
容		joŋ31	jɔŋ21	jɔŋ31	
蓉		joŋ31	jɔŋ21	jɔŋ31	
鎔		joŋ31	jɔŋ21	jɔŋ31	
庸		joŋ31	jɔŋ21	jɔŋ31	
甬	甬道	joŋ21	jɔŋ13	jɔŋ21	
勇		joŋ21	jɔŋ13	jɔŋ21	
涌		joŋ21	jɔŋ13	jɔŋ21	
用		joŋ223	jɔŋ21	jɔŋ22	
欲		jok32	ȵiok13	jok21	
慾		jok32	ȵiok13	jok21	
浴		jok32	ȵiok13	jok21	
