	單字	合水(調類)	合水(調值)	注释
3508	畝	mɐu5	mɐu³¹²	
3509	拇	mou5	mou³¹²	
3510	母	mou5	mou³¹²	
3511	姆	mou1	mou⁴⁵	
3512	茂	mɐu6	mɐu⁵²	
3513	貿	mɐu6	mɐu⁵²	
3514	戊	mɐu6	mɐu⁵²	
3515	袤	mɐu6	mɐu⁵²	
3516	嘍	lɐu4	lɐu³¹	
3517	髏	lɐu4	lɐu³¹	
3518	樓	lɐu4	lɐu³¹	
3519	簍	lɐu5	lɐu³¹²	
3520	陋	lɐu6	lɐu⁵²	
3521	漏	lɐu6	lɐu⁵²	
3522	耬			
3523	瘻			
3524	走	ʦɐu2	ʦɐu³²³	
3525	奏	ʦɐu3	ʦɐu³³	
3526	溝	kʰɐu1	kʰɐu⁴⁵	
3527	篝	kɐu1	kɐu⁴⁵	
3528	枸	kɐu2	kɐu³²³	
3529	鉤	ŋɐu1	ŋɐu⁴⁵	
3530	垢	kʰɐu3	kʰɐu³³	
3531	苟	kɐu2	kɐu³²³	
3532	狗	kɐu2	kɐu³²³	
3533	搆	kʰɐu3	kʰɐu³³	
3534	構	kʰɐu3	kʰɐu³³	
3535	購	kʰɐu3	kʰɐu³³	
3536	彀			
3537	媾			
3538	詬	kʰɐu3	kʰɐu³³	
3539	兜	tɐu1	tɐu⁴⁵	
3540	斗	tɐu2	tɐu³²³	
3541	陡	tɐu2	tɐu³²³	
3542	蚪	tɐu2	tɐu³²³	
3543	抖	tɐu2	tɐu³²³	
3544	鬥	tɐu3	tɐu³³	
3545	讀			句讀
3546	投	tʰɐu4	tʰɐu³¹	
3547	頭	tʰɐu4	tʰɐu³¹	
3548	豆	tɐu6	tɐu⁵²	
3549	竇	tɐu6	tɐu⁵²	
3550	荳	tɐu6	tɐu⁵²	
3551	骰			
3552	幽	jɐu1	jɐu⁴⁵	
3553	幼	jɐu3	jɐu³³	
3554	繆	mɐu6	mɐu⁵²	繆論
3555	謬	mɐu6	mɐu⁵²	
3556	糾	tɐu2	tɐu³²³	
3557	赳	kɐu2	kɐu³²³	
3558	丟	tiu1	tiu⁴⁵	
3559	彪	piu1	piu⁴⁵	
3560	鄒	ʦɐu1	ʦɐu⁴⁵	
3561	皺	ʦɐu3	ʦɐu³³	白读ȵɐu³³
3562	肘			
3563	晝	ʦɐu3	ʦɐu³³	
3564	州	ʦɐu1	ʦɐu⁴⁵	
3565	洲	ʦɐu1	ʦɐu⁴⁵	
3566	舟	ʦɐu1	ʦɐu⁴⁵	
3567	周	ʦɐu1	ʦɐu⁴⁵	
3568	祝	ʦʊk7	ʦʊk⁴⁵	
3569	帚			
3570	宥			
3571	囿	jɐu6	jɐu⁵²	
3572	疣	jɐu4	jɐu³¹	
3573	尤	jɐu4	jɐu³¹	
3574	郵	jɐu4	jɐu³¹	
3575	有	jɐu5	jɐu³¹²	
3576	右	jɐu6	jɐu⁵²	
3577	友	jɐu5	jɐu³¹²	
3578	祐	jɐu6	jɐu⁵²	
3579	佑	jɐu6	jɐu⁵²	
3580	又	jɐu6	jɐu⁵²	
3581	優	jɐu1	jɐu⁴⁵	
3582	憂	jɐu1	jɐu⁴⁵	
3583	莠	jɐu5	jɐu³¹²	
3584	鼬			
3585	遊	jɐu4	jɐu³¹	
3586	悠	jɐu4	jɐu³¹	
3587	攸	jɐu4	jɐu³¹	
3588	游	jɐu4	jɐu³¹	
3589	猶	jɐu4	jɐu³¹	
3590	油	jɐu4	jɐu³¹	
3591	由	jɐu4	jɐu³¹	
3592	誘	jɐu5	jɐu³¹²	
3593	酉	jɐu5	jɐu³¹²	
3594	柚	jɐu6	jɐu⁵²	
3595	琇	ɬɐu3	ɬɐu³³	
3596	牛	ŋɐu4	ŋɐu³¹	
3597	脩	ɬɐu1	ɬɐu⁴⁵	
3598	羞	ɬɐu1	ɬɐu⁴⁵	
3599	修	ɬɐu1	ɬɐu⁴⁵	
3600	繡	ɬɐu3	ɬɐu³³	
3601	宿			星宿
3602	秀	ɬɐu3	ɬɐu³³	
3603	囚	ʦʰɐu4	ʦʰɐu³¹	
3604	袖	ʦɐu6	ʦɐu⁵²	
3605	泅			
3606	休	jɐu1	jɐu⁴⁵	又读hiɐu⁴⁵
3607	咻			一傅眾咻
3608	朽	lɐu5	lɐu³¹²	
3609	蚯	kʰɐu4	kʰɐu³¹	
3610	丘	hiɐu1	hiɐu⁴⁵	
3611	邱	hiɐu1	hiɐu⁴⁵	
3612	糗	ʦʰɐu3	ʦʰɐu³³	
3613	收	sɐu1	sɐu⁴⁵	
3614	守	sɐu3	sɐu³³	
3615	守	sɐu2	sɐu³²³	
3616	手	sɐu2	sɐu³²³	
3617	首	sɐu2	sɐu³²³	
3618	獸	ʦʰɐu3	ʦʰɐu³³	又读sɐu³³
3619	狩	sɐu3	sɐu³³	
3620	餿			
3621	颼	ɬɐu1	ɬɐu⁴⁵	
3622	搜	ɬɐu2	ɬɐu³²³	
3623	蒐	ɬɐu2	ɬɐu³²³	
3624	瘦	ɬɐu3	ɬɐu³³	
3625	漱	sɐu3	sɐu³³	
3626	柔	jɐu4	jɐu³¹	
3627	揉	jɐu4	jɐu³¹	
3628	蹂	jɐu4	jɐu³¹	
3629	蹂	jɐu4	jɐu³¹	
3630	蹂	jɐu4	jɐu³¹	
3631	求	kʰiɐu4	kʰiɐu³¹	
3632	仇			仇姓
3633	球	kʰiɐu4	kʰiɐu³¹	
3634	毬	kʰiɐu4	kʰiɐu³¹	
3635	舅	kʰiɐu5	kʰiɐu³¹²	
3636	臼	kau3	kau³³	又读kiɐu⁵²;kʰiɐu³¹²
3637	舊	kiɐu6	kiɐu⁵²	
3638	柩			
3639	裘	kʰiɐu4	kʰiɐu³¹	
3640	鰍			
3641	秋	ʦʰɐu1	ʦʰɐu⁴⁵	
3642	鞦			
3643	覆	fʊk7	fʊk⁴⁵	
3644	副	fu3	fu³³	
3645	鈕	nɐu2	nɐu³²³	
3646	紐	nɐu2	nɐu³²³	
3647	扭	nɐu2	nɐu³²³	
3648	糅	jɐu4	jɐu³¹	
3649	繆	mɐu4	mɐu³¹	未雨綢繆
3650	謀	mɐu4	mɐu³¹	
3651	矛	mau4	mau³¹	
3652	牟	mɐu4	mɐu³¹	
3653	眸	mɐu4	mɐu³¹	
3654	榴	lɐu4	lɐu³¹	
3655	流	lɐu4	lɐu³¹	
3656	劉	lɐu4	lɐu³¹	
3657	瘤	lɐu4	lɐu³¹	
3658	瀏	lɐu4	lɐu³¹	
3659	留	lɐu4	lɐu³¹	
3660	硫	lɐu4	lɐu³¹	
3661	柳	lɐu5	lɐu³¹²	
3662	溜	lɐu1	lɐu⁴⁵	
3663	遛	lɐu1	lɐu⁴⁵	
3664	啾	ʦɐu1	ʦɐu⁴⁵	
3665	酒	ʦɐu2	ʦɐu³²³	
3666	揫			
3667	龜	kɐn1	kɐn⁴⁵	
3668	鳩	kɐu1	kɐu⁴⁵	
3669	灸	kiɐu3	kiɐu³³	
3670	九	kiɐu2	kiɐu³²³	
3671	韭	kiɐu2	kiɐu³²³	
3672	玖	kiɐu2	kiɐu³²³	
3673	久	kiɐu2	kiɐu³²³	
3674	疚	kiɐu3	kiɐu³³	
3675	救	kiɐu3	kiɐu³³	
3676	究	kiɐu3	kiɐu³³	
3677	鬮			
3678	鷲	ʦɐu6	ʦɐu⁵²	
3679	就	ʦɐu6	ʦɐu⁵²	
3680	酋	ʦʰɐu4	ʦʰɐu³¹	
3681	遒	ʦʰɐu4	ʦʰɐu³¹	
3682	愁	sɐu4	sɐu³¹	
3683	驟	ʦau6	ʦau⁵²	
3684	躊	ʦʰɐu4	ʦʰɐu³¹	
3685	稠	ʦʰɐu4	ʦʰɐu³¹	
3686	籌	ʦʰɐu4	ʦʰɐu³¹	
3687	疇	ʦʰɐu4	ʦʰɐu³¹	
3688	紂	ʦɐu6	ʦɐu⁵²	
3689	冑	ʦɐu6	ʦɐu⁵²	
3690	宙	ʦɐu6	ʦɐu⁵²	
3691	惆	ʦʰɐu4	ʦʰɐu³¹	
3692	抽	ʦʰɐu1	ʦʰɐu⁴⁵	
3693	丑	ʦʰɐu2	ʦʰɐu³²³	
3694	畜	ʦʰʊk7	ʦʰʊk⁴⁵	
3695	壽	sɐu6	sɐu⁵²	
3696	受	sɐu6	sɐu⁵²	
3697	授	sɐu6	sɐu⁵²	
3698	售	sɐu6	sɐu⁵²	
3699	酬	ʦʰɐu4	ʦʰɐu³¹	
3700	醜	ʦʰɐu2	ʦʰɐu³²³	
3701	臭	ʦʰɐu3	ʦʰɐu³³	
3702	讎			
3703	浮	fɐu4	fɐu³¹	白读pʰou³¹
3704	負	fu6	fu⁵²	
3705	婦	fu5	fu³¹²	
3706	複	fʊk7	fʊk⁴⁵	
3707	復	fʊk9	fʊk⁵²	又读fʊk⁴⁵
3708	伏	fʊk9	fʊk⁵²	
3709	阜	fɐu6	fɐu⁵²	
3710	否	fɐu2	fɐu³²³	否定
3711	不	pɐt7	pɐt⁴⁵	
3712	輻	fʊk7	fʊk⁴⁵	
3713	富	fu3	fu³³	
3714	捉	ʦʊk7	ʦʊk⁴⁵	白读ʦuɔk³
3715	樁	ʦuɔŋ1	ʦuɔŋ⁴⁵	
3716	桌	ʦʰiɛk8	ʦʰiɛk³	又读ʦuɔk³
3717	琢	tiɛk8	tiɛk³	
3718	卓	ʦʰiɛk8	ʦʰiɛk³	
3719	涿			
3720	握	ʔɐk7	ʔɐk⁴⁵	
3721	渥			
3722	喔			喔喔叫
3723	齷			
3724	嶽			
3725	岳	ŋuɔk9	ŋuɔk⁵²	
3726	樂	ŋuɔk9	ŋuɔk⁵²	音樂
3727	缸	kuɔŋ1	kuɔŋ⁴⁵	
3728	降	huɔŋ4	huɔŋ³¹	投降,老派koŋ³³
3729	項	huɔŋ6	huɔŋ⁵²	
3730	巷	huɔŋ6	huɔŋ⁵²	
3731	學	huɔk9	huɔk⁵²	
3732	控	huŋ3	hʊŋ³³	
3733	腔	huɔŋ1	huɔŋ⁴⁵	
3734	確	kʰuɔk8	kʰuɔk³	
3735	雙	suɔŋ1	suɔŋ⁴⁵	
3736	朔	suɔk8	suɔk³	
3737	數			數見不鮮
3738	璞			
3739	肨			
3740	朴	pʰuɔk8	pʰuɔk³	
3741	邈	miu2	miu³²³	
3742	江	kuɔŋ1	kuɔŋ⁴⁵	
3743	肛	kuɔŋ1	kuɔŋ⁴⁵	
3744	扛			
3745	降	kuɔŋ3	kuɔŋ³³	降落
3746	講	kuɔŋ2	kuɔŋ³²³	
3747	港	kuɔŋ2	kuɔŋ³²³	
3748	覺	kuɔk8	kuɔk³	直覺
3749	杠	kʊŋ3	kʊŋ³³	杠杆
3750	杠	kuɔŋ3	kuɔŋ³³	单杠
3751	豇			
3752	耩			
3753	絳	kuɔŋ3	kuɔŋ³³	
3754	齪			
3755	浞			
3756	撞	ʦuɔŋ6	ʦuɔŋ⁵²	
3757	幢			幡幢
3758	幢	tʊŋ6	tʊŋ⁵²	量詞
3759	擢			
3760	濁	ʦuɔk9	ʦuɔk⁵²	
3761	噇			
3762	龐	pʰuɔŋ4	pʰuɔŋ³¹	
3763	棒	pʰɐŋ5	pʰɐŋ³¹²	
3764	蚌	pʰuɔŋ5	pʰuɔŋ³¹²	
3765	雹	pʰau1	pʰau⁴⁵	又读pau⁴⁵；又读puɔk⁵²
3766	邦	puɔŋ1	puɔŋ⁴⁵	
3767	剝	puɔk7	puɔk⁴⁵	
3768	駁	puɔk8	puɔk³	
3769	渣	ʦa1	ʦa⁴⁵	白读ȵa⁴⁵
3770	詐	ʦa3	ʦa³³	
3771	榨	ʦa3	ʦa³³	
3772	爹	tɛ1	tɛ⁴⁵	
3773	吒	ʦat8	ʦat³	哪吒
3774	遮	ʦɛ1	ʦɛ⁴⁵	
3775	者	ʦɛ2	ʦɛ³²³	
3776	蔗	ʦɛ3	ʦɛ³³	
3777	炙	ʦɪk1	ʦɪk⁴⁵	
3778	赭			
3779	鴉	ʔa1	ʔa⁴⁵	
3780	椏	ʔa1	ʔa⁴⁵	
3781	窪	wa1	wa⁴⁵	
3782	丫	ʔa1	ʔa⁴⁵	
3783	啞	ʔa2	ʔa³²³	聾啞
3784	啞			嘔啞
3785	亞	ʔa3	ʔa³³	
3786	斜	ʦʰɛ4	ʦʰɛ³¹	
3787	椰	jɛ4	jɛ³¹	
3788	邪	ʦʰɛ4	ʦʰɛ³¹	
3789	耶	jɛ4	jɛ³¹	
3790	冶	jɛ5	jɛ³¹²	
3791	也	ja5	ja³¹²	白读jɛ³¹²
3792	夜	jɛ6	jɛ⁵²	
3793	射			僕射
3794	芽	ŋa4	ŋa³¹	
3795	呀	ʔa1	ʔa⁴⁵	
3796	牙	ŋa4	ŋa³¹	
3797	枒	ŋa4	ŋa³¹	
3798	雅	ŋa5	ŋa³¹²	
3799	瓦	ŋa5	ŋa³¹²	
3800	訝	ŋa6	ŋa⁵²	
3801	迓			
3802	些	ɬɛ1	ɬɛ⁴⁵	
3803	瀉	ɬɛ3	ɬɛ³³	
3804	寫	ɬɛ2	ɬɛ³²³	
3805	卸	ɬɛ3	ɬɛ³³	
3806	榭	ʦɛ6	ʦɛ⁵²	
3807	謝	ʦɛ6	ʦɛ⁵²	
3808	譁	wa1	wa⁴⁵	
3809	花	fa1	fa⁴⁵	
3810	華			春華秋實
3811	嚇	hɐk7	hɐk⁴⁵	
3812	唬	fu2	fu³²³	
3813	化	fa3	fa³³	
3814	瘕	ha1	ha⁴⁵	
3815	罅	la3	la³³	又读lɛ³³
3816	遐	ha4	ha³¹	
3817	樺	wa4	wa³¹	
3818	划			划船
3819	瑕	ha4	ha³¹	
3820	蝦	ha1	ha⁴⁵	蝦仁
3821	霞	ha4	ha³¹	
3822	華	wa4	wa³¹	中華
3823	華	wa4	wa³¹	華山
3824	踝	wai4	wai³¹	
3825	夏	ha6	ha⁵²	
3826	廈	ha6	ha⁵²	
3827	下	ha6	ha⁵²	下面
3828	下	ha5	ha³¹²	白讀
3829	暇	ha6	ha⁵²	
3830	鏵			
3831	跨	kʰa1	kʰa⁴⁵	
3832	夸	kʰa1	kʰa⁴⁵	
3833	誇	kʰa1	kʰa⁴⁵	
3834	奢	ʦʰɛ1	ʦʰɛ⁴⁵	
3835	捨	sɛ2	sɛ³²³	
3836	舍	sɛ3	sɛ³³	宿舍
3837	舍	sɛ2	sɛ³²³	舍生取義
3838	赦	sɛ3	sɛ³³	
3839	賒	sɛ1	sɛ⁴⁵	
3840	鯊	sa1	sa⁴⁵	
3841	砂	sa1	sa⁴⁵	
3842	紗	sa1	sa⁴⁵	
3843	沙	sa1	sa⁴⁵	
3844	傻	suɔ4	suɔ³¹	
3845	若			般若
3846	惹	jɛ5	jɛ³¹²	
3847	吧	pa1	pa⁴⁵	酒吧
3848	怕	pʰa3	pʰa³³	
3849	麻	ma4	ma³¹	
3850	蟆			
3851	痲			
3852	罵	ma6	ma⁵²	
3853	碼	ma5	ma³¹²	
3854	馬	ma5	ma³¹²	
3855	姐	ʦɛ2	ʦɛ³²³	
3856	借	ʦɛ3	ʦɛ³³	
3857	嗟	ʦɛ1	ʦɛ⁴⁵	
3858	賈	ka2	ka³²³	賈姓
3859	茄	kʰa1	ka⁴⁵	雪茄
3860	枷	ka1	ka⁴⁵	
3861	加	ka1	ka⁴⁵	
3862	瓜	ka1	ka⁴⁵	
3863	嘉	ka1	ka⁴⁵	
3864	家	ka1	ka⁴⁵	家人
3865	寡	ka2	ka³²³	
3866	假	ka2	ka³²³	假如
3867	假	ka2	ka³²³	放假
3868	價	ka3	ka³³	
3869	嫁	ka3	ka³³	
3870	駕	ka3	ka³³	
3871	架	ka3	ka³³	
3872	痂	ka1	ka⁴⁵	
3873	稼	ka3	ka³³	
3874	剮			
3875	笳			
3876	藉	ʦɪk9	ʦɪk⁵²	
3877	褯			
3878	蛇	sɛ4	sɛ³¹	毒蛇
3879	射	sɛ6	sɛ⁵²	發射
3880	差	ʦʰa1	ʦʰa⁴⁵	差別
3881	杈	ʦʰa1	ʦʰa⁴⁵	
3882	汊	ʦʰa1	ʦʰa⁴⁵	
3883	查	ʦʰa4	ʦʰa³¹	檢查
3884	槎	ʦʰa4	ʦʰa³¹	
3885	乍	ʦa3	ʦa³³	
3886	茬			
3887	茶	ʦʰa4	ʦʰa³¹	
3888	搽	ʦʰa4	ʦʰa³¹	
3889	奼			
3890	詫	ʦʰa3	ʦʰa³³	
3891	社	sɛ5	sɛ³¹²	
3892	車	ʦʰɛ1	ʦʰɛ⁴⁵	汽車
3893	斥	ʦʰɪk7	ʦʰɪk⁴⁵	
3894	杷	pʰa4	pʰa³¹	
3895	琶	pʰa4	pʰa³¹	
3896	爬	pʰa4	pʰa³¹	
3897	巴	pa1	pa⁴⁵	
3898	笆	pa1	pa⁴⁵	
3899	芭	pa1	pa⁴⁵	
3900	把	pa2	pa³²³	
3901	霸	pa3	pa³³	
3902	靶	pa3	pa³³	
3903	欛			
3904	垻	pa3	pa³³	
3905	渦	wuɔ1	wuɔ⁴⁵	漩渦
3906	阿	ʔuɔ1	ʔuɔ⁴⁵	阿諛奉承
3907	倭	wuɔ1	wuɔ⁴⁵	
3908	涴			
3909	侉			
3910	屙	ʔuɔ1	ʔuɔ⁴⁵	
3911	訛	ŋuɔ4	ŋuɔ³¹	
3912	峨	ŋuɔ4	ŋuɔ³¹	
3913	蛾	ŋuɔ4	ŋuɔ³¹	
3914	哦	ŋuɔ4	ŋuɔ³¹	吟哦
3915	俄	ŋuɔ4	ŋuɔ³¹	
3916	鵝	ŋuɔ4	ŋuɔ³¹	
3917	娥	ŋuɔ4	ŋuɔ³¹	
3918	我	ŋuɔ5	ŋuɔ³¹²	
3919	餓	ŋuɔ6	ŋuɔ⁵²	
3920	臥	ŋuɔ6	ŋuɔ⁵²	
3921	獻	hin3	hin³³	
3922	唆	suɔ1	suɔ⁴⁵	又读ɬuɔ⁴⁵
3923	娑	suɔ1	suɔ⁴⁵	
3924	莎	suɔ1	suɔ⁴⁵	莎草
3925	梭	suɔ1	suɔ⁴⁵	
3926	瑣	ɬuɔ2	ɬuɔ³²³	
3927	鎖	ɬuɔ2	ɬuɔ³²³	
3928	呵	huɔ1	huɔ⁴⁵	
3929	靴	hɛ1	hɛ⁴⁵	
3930	火	fuɔ2	fuɔ³²³	
3931	貨	fuɔ3	fuɔ³³	
3932	訶	huɔ1	huɔ⁴⁵	
3933	何	huɔ4	huɔ³¹	
3934	蚵	huɔ4	huɔ³¹	
3935	苛	huɔ1	huɔ⁴⁵	
3936	荷	huɔ4	huɔ³¹	荷花
3937	荷	huɔ4	huɔ³¹	負荷
3938	和	wuɔ4	wuɔ³¹	和諧
3939	和	wuɔ6	wuɔ⁵²	唱和
3940	河	huɔ4	huɔ³¹	
3941	禾	wuɔ4	wuɔ³¹	
3942	禍	wuɔ6	wuɔ⁵²	
3943	賀	huɔ6	huɔ⁵²	
3944	龢			
3945	軻	kʰuɔ1	kʰuɔ⁴⁵	
3946	課	kʰuɔ3	kʰuɔ³³	
3947	蝌	kʰuɔ1	kʰuɔ⁴⁵	
3948	稞	kʰuɔ1	kʰuɔ⁴⁵	
3949	科	fuɔ1	fuɔ⁴⁵	
3950	可	huɔ2	huɔ³²³	可以
3951	坷	huɔ1	huɔ⁴⁵	又读hɔ³²³
3952	顆	kʰuɔ2	kʰuɔ³²³	
3953	窠			
3954	他	tʰa1	tʰa⁴⁵	
3955	它	tʰa1	tʰa⁴⁵	
3956	妥	tʰuɔ5	tʰuɔ³¹²	
3957	橢	tʰuɔ5	tʰuɔ³¹²	
3958	拖	tʰuɔ1	tʰuɔ⁴⁵	
3959	唾	sui4	sui³¹	
3960	伽			
3961	茄	kʰɛ4	kʰɛ³¹	茄瓜
3962	瘸			
3963	蹉	ʦʰuɔ1	ʦʰuɔ⁴⁵	
3964	磋	ʦʰuɔ1	ʦʰuɔ⁴⁵	
3965	搓	ʦʰuɔ1	ʦʰuɔ⁴⁵	
3966	銼	ʦʰuɔ3	ʦʰuɔ³³	
3967	莝			
3968	坡	pʰuɔ1	pʰuɔ⁴⁵	
3969	頗	pʰuɔ2	pʰuɔ³²³	
3970	玻	puɔ1	puɔ⁴⁵	
3971	破	pʰuɔ3	pʰuɔ³³	
3972	叵			
3973	挪	nuɔ4	nuɔ³¹	
3974	那	na5	na³¹²	那個
3975	那	nuɔ4	nuɔ³¹	地名
3976	那			那姓
3977	娜	nuɔ4	nuɔ³¹	婀娜
3978	摩	muɔ1	muɔ⁴⁵	
3979	魔	muɔ1	muɔ⁴⁵	
3980	磨	muɔ6	muɔ⁵²	
3981	磨	muɔ4	muɔ³¹	
3982	麼	muɔ1	muɔ⁴⁵	
3983	囉	luɔ4	luɔ³¹	囉嗦
3984	蘿	luɔ4	luɔ³¹	
3985	羅	luɔ4	luɔ³¹	
3986	儸	luɔ4	luɔ³¹	
3987	騾	luɔ4	luɔ³¹	
3988	籮	luɔ4	luɔ³¹	
3989	鑼	luɔ4	luɔ³¹	
3990	螺	luɔ4	luɔ³¹	
3991	裸	luɔ2	luɔ³²³	
3992	邏	luɔ4	luɔ³¹	
3993	腡			
3994	瘰			
3995	摞	luɔ2	luɔ³²³	
3996	左	ʦuɔ2	ʦuɔ³²³	
3997	挫	ʦʰuɔ3	ʦʰuɔ³³	
3998	佐	ʦuɔ2	ʦuɔ³²³	
3999	柯	kʰuɔ1	kʰuɔ⁴⁵	
4000	過	kuɔ3	kuɔ³³	
4001	渦			渦河
4002	哥	kuɔ1	kuɔ⁴⁵	
4003	鍋	wuɔ1	wuɔ⁴⁵	
4004	歌	kuɔ1	kuɔ⁴⁵	
4005	戈	kʰuɔ1	kʰuɔ⁴⁵	
4006	戕			
4007	迦	ka1	ka⁴⁵	
4008	粿	kuɔ2	kuɔ³²³	
4009	裹	kuɔ2	kuɔ³²³	
4010	果	kuɔ2	kuɔ³²³	
4011	個	kuɔ3	kuɔ³³	
4012	多	tuɔ1	tuɔ⁴⁵	
4013	朵	tuɔ2	tuɔ³²³	
4014	剁	tuɔ6	tuɔ⁵²	
4015	跎	tʰuɔ4	tʰuɔ³¹	
4016	陀	tʰuɔ4	tʰuɔ³¹	
4017	佗	tʰuɔ4	tʰuɔ³¹	
4018	沱	tʰuɔ4	tʰuɔ³¹	
4019	駝	tʰuɔ4	tʰuɔ³¹	
4020	馱	tʰuɔ4	tʰuɔ³¹	
4021	惰	tuɔ6	tuɔ⁵²	
4022	舵	tʰuɔ4	tʰuɔ³¹	
4023	垛	tuɔ6	tuɔ⁵²	
4024	坐	ʦuɔ6	ʦuɔ⁵²	白读ʦʰuɔ³¹²
4025	座	ʦuɔ6	ʦuɔ⁵²	
4026	矬			
4027	婆	pʰuɔ4	pʰuɔ³¹	
4028	爸	pa1	pa⁴⁵	
4029	縛	fuɔk9	fuɔk⁵²	
4030	波	puɔ1	puɔ⁴⁵	
4031	跛	pɐi1	pɐi⁴⁵	
4032	簸	puɔ2	puɔ³²³	
4033	播	puɔ3	puɔ³³	
4034	嘖			
4035	蚱			
4036	窄	ʦɐk7	ʦɐk⁴⁵	
4037	趟	tʰuɔŋ3	tʰuɔŋ³³	
4038	嫡	tɪk7	tɪk⁴⁵	
4039	砧			
4040	榮	wɪŋ4	wɪŋ³¹	
4041	嶸	wɪŋ4	wɪŋ³¹	
4042	永	wɪŋ5	wɪŋ³¹²	
4043	詠	wɪŋ6	wɪŋ⁵²	
4044	泳	wɪŋ6	wɪŋ⁵²	
4045	瑩	jɪŋ4	jɪŋ³¹	
4046	啞			啞然而笑
4047	瑛	jɪŋ1	jɪŋ⁴⁵	
4048	英	jɪŋ1	jɪŋ⁴⁵	
4049	影	jɪŋ2	jɪŋ³²³	
4050	額	ŋɐk9	ŋɐk⁵²	
4051	迎	ȵɪŋ4	ȵɪŋ³¹	
4052	逆	ŋɪk9	ŋɪk⁵²	
4053	亨	hɐŋ1	hɐŋ⁴⁵	
4054	兄	hɪŋ1	hɪŋ⁴⁵	
4055	赫	hɐk7	hɐk⁴⁵	
4056	硅	kɐi1	kɐi⁴⁵	
4057	行	hɐŋ4	hɐŋ³¹	步行
4058	行	hɐŋ4	hɐŋ³¹	行路
4059	行	hɐŋ4	hɐŋ³¹	品行
4060	衡	hɐŋ4	hɐŋ³¹	
4061	杏	hɐŋ6	hɐŋ⁵²	
4062	坑	hɐŋ1	hɐŋ⁴⁵	
4063	卿	hɪŋ1	hɪŋ⁴⁵	
4064	慶	hɪŋ3	hɪŋ³³	
4065	喀			
4066	客	hɐk7	hɐk⁴⁵	
4067	隙	kʰɪk7	kʰɪk⁴⁵	
4068	牲	sɐŋ1	sɐŋ⁴⁵	
4069	笙	sɐŋ1	sɐŋ⁴⁵	
4070	猩	ɬɪŋ1	ɬɪŋ⁴⁵	
4071	甥	sɐŋ1	sɐŋ⁴⁵	
4072	生	sɐŋ1	sɐŋ⁴⁵	
4073	省	sɐŋ2	sɐŋ³²³	省城
4074	擎	kʰɪŋ4	kʰɪŋ³¹	
4075	鯨	kʰɪŋ4	kʰɪŋ³¹	
4076	競	kɪŋ6	kɪŋ⁵²	
4077	劇	kʰiɛk8	kʰiɛk³	
4078	屐			
4079	儆	kɪŋ3	kɪŋ³³	
4080	魄	pʰɐk7	pʰɐk⁴⁵	魂魄
4081	珀	pʰɐk7	pʰɐk⁴⁵	
4082	拍	pʰɐk7	pʰɐk⁴⁵	
4083	獰	nɪŋ4	nɪŋ³¹	
4084	檸	nɪŋ4	nɪŋ³¹	
4085	盲	mɐŋ4	mɐŋ³¹	
4086	鳴	mɪŋ4	mɪŋ³¹	
4087	盟	mɐŋ4	mɐŋ³¹	
4088	明	mɪŋ4	mɪŋ³¹	
4089	猛	mɐŋ5	mɐŋ³¹²	
4090	蜢	mɐŋ5	mɐŋ³¹²	
4091	艋			
4092	皿	mɪŋ5	mɪŋ³¹²	
4093	孟	mɐŋ6	mɐŋ⁵²	
4094	命	mɪŋ6	mɪŋ⁵²	
4095	驀	mɐk9	mɐk⁵²	
4096	陌	mɐk9	mɐk⁵²	
4097	佰	pɐk9	pɐk⁵²	
4098	羹	kɐŋ1	kɐŋ⁴⁵	
4099	更	kɐŋ1	kɐŋ⁴⁵	更改
4100	更	kɐŋ1	kɐŋ⁴⁵	三更半夜
4101	更	kɐŋ3	kɐŋ³³	更加
4102	埂	kɐŋ2	kɐŋ³²³	
4103	庚	kɐŋ1	kɐŋ⁴⁵	
4104	京	kɪŋ1	kɪŋ⁴⁵	
4105	驚	kɪŋ1	kɪŋ⁴⁵	
4106	荊	kɪŋ1	kɪŋ⁴⁵	
4107	哽	kɐŋ2	kɐŋ³²³	
4108	礦	kʊŋ2	kʊŋ³²³	
4109	梗	kɐŋ2	kɐŋ³²³	
4110	境	kɪŋ2	kɪŋ³²³	
4111	警	kɪŋ2	kɪŋ³²³	
4112	憬	kɪŋ2	kɪŋ³²³	
4113	景	kɪŋ2	kɪŋ³²³	
4114	敬	kɪŋ3	kɪŋ³³	
4115	鏡	kɪŋ3	kɪŋ³³	
4116	竟	kɪŋ6	kɪŋ⁵²	又读kɪŋ³²³
4117	骼	luɔk8	luɔk³	
4118	粳			
4119	戟	kɪk7	kɪk⁴⁵	
4120	虢			
4121	儆			
4122	柵	ʦʰɐk7	ʦʰɐk⁴⁵	木柵
4123	鐺	ʦʰɐŋ1	ʦʰɐŋ⁴⁵	瓦鐺
4124	鎗	ʦʰiɛŋ1	ʦʰiɛŋ⁴⁵	
4125	崢	ʦɐŋ1	ʦɐŋ⁴⁵	
4126	盯	tɪŋ1	tɪŋ⁴⁵	
4127	澄	ʦʰɪŋ4	ʦʰɪŋ³¹	
4128	宅	ʦɐk9	ʦɐk⁵²	
4129	澤	ʦɐk9	ʦɐk⁵²	
