字頭	聲紐	韻部	小韻	調類	字義	擬音(聲母)	擬音(韻母)	擬音(聲調)	粵拼(聲母)	粵拼(韻母)	粵拼(聲調)
游	以	修	由	陽平	浮游優游	j	ɐu	21	j	au	4
遊	以	修	由	陽平	遊行遨游	j	ɐu	21	j	au	4
蝣	以	修	由	陽平	蜉蝣蟲名朝生暮死	j	ɐu	21	j	au	4
泅	以	修	由	陽平	泅水	j	ɐu	21	j	au	4
猶	以	修	由	陽平	尚也似也又猶豫	j	ɐu	21	j	au	4
蕕	以	修	由	陽平	臭草	j	ɐu	21	j	au	4
猷	以	修	由	陽平	謀猷道也	j	ɐu	21	j	au	4
輶	以	修	由	陽平	輕車也	j	ɐu	21	j	au	4
蝤	以	修	由	陽平	蟲名	j	ɐu	21	j	au	4
尤	以	修	由	陽平	怨也責也怪也過也甚也	j	ɐu	21	j	au	4
訧	以	修	由	陽平	過也	j	ɐu	21	j	au	4
疣	以	修	由	陽平	肉瘤之病	j	ɐu	21	j	au	4
郵	以	修	由	陽平	傳遞文書之舍	j	ɐu	21	j	au	4
斿	以	修	由	陽平	旗屬	j	ɐu	21	j	au	4
鰌	以	修	由	陽平	魚名	j	ɐu	21	j	au	4
求	溪	修	求	陽平	索也取也	kʰ	ɐu	21	k	au	4
球	溪	修	求	陽平	美玉	kʰ	ɐu	21	k	au	4
賕	溪	修	求	陽平	以財枉法相謝也	kʰ	ɐu	21	k	au	4
俅	溪	修	求	陽平	恭順貌	kʰ	ɐu	21	k	au	4
銶	溪	修	求	陽平	鑿屬兵士所用	kʰ	ɐu	21	k	au	4
捄	溪	修	求	陽平	曲貌	kʰ	ɐu	21	k	au	4
觩	溪	修	求	陽平	角盃	kʰ	ɐu	21	k	au	4
裘	溪	修	求	陽平	毛服	kʰ	ɐu	21	k	au	4
毬	溪	修	求	陽平	氣毬	kʰ	ɐu	21	k	au	4
逑	溪	修	求	陽平	好逑合也聚也	kʰ	ɐu	21	k	au	4
仇	溪	修	求	陽平	止也讎也又姓	kʰ	ɐu	21	k	au	4
頄	溪	修	求	陽平	面頰間之骨	kʰ	ɐu	21	k	au	4
艽	溪	修	求	陽平	地名	kʰ	ɐu	21	k	au	4
厹	溪	修	求	陽平	矛屬	kʰ	ɐu	21	k	au	4
鼽	溪	修	求	陽平	鼻氣傷曰鼽嚏	kʰ	ɐu	21	k	au	4
虯	溪	修	求	陽平	無角龍也	kʰ	ɐu	21	k	au	4
絿	溪	修	求	陽平	競絿緩也急曰競緩曰絿	kʰ	ɐu	21	k	au	4
鏐	溪	修	求	陽平	金之美者	kʰ	ɐu	21	k	au	4
璆	溪	修	求	陽平	玉磬	kʰ	ɐu	21	k	au	4
留	來	修	留	陽平	住也止也久也	l	ɐu	21	l	au	4
榴	來	修	留	陽平	石榴果名	l	ɐu	21	l	au	4
琉	來	修	留	陽平	琉璃	l	ɐu	21	l	au	4
瑠	來	修	留	陽平	同上(琉璃)	l	ɐu	21	l	au	4
𧳽	來	修	留	陽平	馬𧳽	l	ɐu	21	l	au	4
𤠑	來	修	留	陽平	同上(馬𧳽)	l	ɐu	21	l	au	4
鶹	來	修	留	陽平	惡鳥食鳥子者	l	ɐu	21	l	au	4
騮	來	修	留	陽平	赤馬黑鬣也	l	ɐu	21	l	au	4
劉	來	修	留	陽平	人姓又虔劉謂殺也	l	ɐu	21	l	au	4
瀏	來	修	留	陽平	水清也	l	ɐu	21	l	au	4
流	來	修	留	陽平	流水又洞也演也	l	ɐu	21	l	au	4
旒	來	修	留	陽平	冕旒	l	ɐu	21	l	au	4
硫	來	修	留	陽平	硫磺	l	ɐu	21	l	au	4
樓	來	修	留	陽平	樓臺	l	ɐu	21	l	au	4
摟	來	修	留	陽平	牽也	l	ɐu	21	l	au	4
僂	來	修	留	陽平	傴僂	l	ɐu	21	l	au	4
螻	來	修	留	陽平	螻蟻	l	ɐu	21	l	au	4
慺	來	修	留	陽平	敬謹也	l	ɐu	21	l	au	4
瘤	來	修	留	陽平	肉瘤	l	ɐu	21	l	au	4
艛	來	修	留	陽平	船名	l	ɐu	21	l	au	4
飀	來	修	留	陽平	高風	l	ɐu	21	l	au	4
䝏	來	修	留	陽平	䝏豬	l	ɐu	21	l	au	4
婁	來	修	留	陽平	宿名	l	ɐu	21	l	au	4
浮	非	修	浮	陽平	泛也溢也	f	ɐu	21	f	au	4
蜉	非	修	浮	陽平	蜉蝣蟲名	f	ɐu	21	f	au	4
紑	非	修	浮	陽平	衣鮮潔貌	f	ɐu	21	f	au	4
涪	非	修	浮	陽平	地名	f	ɐu	21	f	au	4
牟	明	修	牟	陽平	牛鳴又中牟地名	m	ɐu	21	m	au	4
眸	明	修	牟	陽平	目瞳子也	m	ɐu	21	m	au	4
侔	明	修	牟	陽平	齊等也均也	m	ɐu	21	m	au	4
麰	明	修	牟	陽平	大麥	m	ɐu	21	m	au	4
謀	明	修	牟	陽平	計謀謀議	m	ɐu	21	m	au	4
繆	明	修	牟	陽平	綢繆纏綿也	m	ɐu	21	m	au	4
鍪	明	修	牟	陽平	兜鍪首鎧	m	ɐu	21	m	au	4
讎	穿	修	讎	陽平	冤讎	tʃʰ	ɐu	21	ch	au	4
仇	穿	修	讎	陽平	同上(冤讎)	tʃʰ	ɐu	21	ch	au	4
酬	穿	修	讎	陽平	答也報也	tʃʰ	ɐu	21	ch	au	4
醻	穿	修	讎	陽平	同上(答也報也)	tʃʰ	ɐu	21	ch	au	4
疇	穿	修	讎	陽平	耕治之田也又衆也類也	tʃʰ	ɐu	21	ch	au	4
綢	穿	修	讎	陽平	綢緞又密也纏也	tʃʰ	ɐu	21	ch	au	4
紬	穿	修	讎	陽平	同上(綢緞又密也纏也)	tʃʰ	ɐu	21	ch	au	4
稠	穿	修	讎	陽平	密也	tʃʰ	ɐu	21	ch	au	4
惆	穿	修	讎	陽平	惆悵	tʃʰ	ɐu	21	ch	au	4
裯	穿	修	讎	陽平	單被也	tʃʰ	ɐu	21	ch	au	4
犨	穿	修	讎	陽平	白色牛又牛息聲又生	tʃʰ	ɐu	21	ch	au	4
儔	穿	修	讎	陽平	侶也衆也等類也	tʃʰ	ɐu	21	ch	au	4
酧	穿	修	讎	陽平	同酬	tʃʰ	ɐu	21	ch	au	4
籌	穿	修	讎	陽平	算也又壺矢也	tʃʰ	ɐu	21	ch	au	4
侯	曉	修	侯	陽平	諸侯又姓	h	ɐu	21	h	au	4
矦	曉	修	侯	陽平	同上(諸侯又姓)	h	ɐu	21	h	au	4
喉	曉	修	侯	陽平	頸喉	h	ɐu	21	h	au	4
餱	曉	修	侯	陽平	乾食	h	ɐu	21	h	au	4
鍭	曉	修	侯	陽平	箭鏃以鐵爲之	h	ɐu	21	h	au	4
猴	曉	修	侯	陽平	馬貌之屬	h	ɐu	21	h	au	4
篌	曉	修	侯	陽平	箜篌樂器	h	ɐu	21	h	au	4
緱	曉	修	侯	陽平	劒頭纏絲	h	ɐu	21	h	au	4
投	透	修	投	陽平	擲也贈也合也	tʰ	ɐu	21	t	au	4
骰	透	修	投	陽平	骰子賭博之具	tʰ	ɐu	21	t	au	4
頭	透	修	投	陽平	首也	tʰ	ɐu	21	t	au	4
柔	日	修	柔	陽平	柔顺柔弱	ȵ	ɐu	21	nj	au	4
囚	淸	修	囚	陽平	囚犯拘罪人也	tsʰ	ɐu	21	c	au	4
酋	淸	修	囚	陽平	夷狄有酋長	tsʰ	ɐu	21	c	au	4
遒	淸	修	囚	陽平	聚也	tsʰ	ɐu	21	c	au	4
愁	審	修	愁	陽平	憂愁	ʃ	ɐu	21	sh	au	4
牛	我	修	牛	陽平	耕田之獸	ŋ	ɐu	21	ng	au	4
叟	心	修	叟	陰上	長老之稱	s	ɐu	35	s	au	2
捜	心	修	叟	陰上	索也尋也	s	ɐu	35	s	au	2
艘	心	修	叟	陰上	船之總名	s	ɐu	35	s	au	2
瞍	心	修	叟	陰上	目無童子	s	ɐu	35	s	au	2
蒐	心	修	叟	陰上	獵名又聚人民也又索求也又治兵也	s	ɐu	35	s	au	2
藪	心	修	叟	陰上	草之深厚者也	s	ɐu	35	s	au	2
九	見	修	九	陰上	數名	k	ɐu	35	g	au	2
玖	見	修	九	陰上	同上又黑石似玉(數名)	k	ɐu	35	g	au	2
久	見	修	九	陰上	長久	k	ɐu	35	g	au	2
苟	見	修	九	陰上	誠也苦也又苟且草率	k	ɐu	35	g	au	2
狗	見	修	九	陰上	犬也	k	ɐu	35	g	au	2
枸	見	修	九	陰上	枸杞藥名	k	ɐu	35	g	au	2
笱	見	修	九	陰上	魚笱	k	ɐu	35	g	au	2
耇	見	修	九	陰上	老壽也老人而凍梨如浮耇	k	ɐu	35	g	au	2
詬	見	修	九	陰上	詬詈辱罵之言	k	ɐu	35	g	au	2
垢	見	修	九	陰上	塵污也	k	ɐu	35	g	au	2
韭	見	修	九	陰上	菜名	k	ɐu	35	g	au	2
糾	見	修	九	陰上	督也彈也察也統也	k	ɐu	35	g	au	2
赳	見	修	九	陰上	武勇貌	k	ɐu	35	g	au	2
朽	以	修	朽	陰上	木之腐也	j	ɐu	35	j	au	2
揉	以	修	朽	陰上	矯揉屈伸乎木也	j	ɐu	35	j	au	2
蹂	以	修	朽	陰上	以足踐踏也	j	ɐu	35	j	au	2
扭	泥	修	扭	陰上	手轉也	n	ɐu	35	n	au	2
杻	泥	修	扭	陰上	手械	n	ɐu	35	n	au	2
鈕	泥	修	扭	陰上	衣結會也	n	ɐu	35	n	au	2
黝	泥	修	扭	陰上	微青色	n	ɐu	35	n	au	2
懮	泥	修	扭	陰上	思也憂也	n	ɐu	35	n	au	2
肘	照	修	肘	陰上	臂節也又制肘	tʃ	ɐu	35	zh	au	2
帚	照	修	肘	陰上	帚彗掃地	tʃ	ɐu	35	zh	au	2
箒	照	修	肘	陰上	掃箒	tʃ	ɐu	35	zh	au	2
首	審	修	首	陰上	頭也元首魁又先也	ʃ	ɐu	35	sh	au	2
手	審	修	首	陰上	手足	ʃ	ɐu	35	sh	au	2
守	審	修	首	陰上	守護執守	ʃ	ɐu	35	sh	au	2
否	非	修	否	陰上	不然之詞	f	ɐu	35	f	au	2
芣	非	修	否	陰上	芣苢車前草也	f	ɐu	35	f	au	2
剖	滂	修	剖	陰上	判也割也破也	pʰ	ɐu	35	p	au	2
掊	滂	修	剖	陰上	掊克聚斂也	pʰ	ɐu	35	p	au	2
走	精	修	走	陰上	奔走趨也	ts	ɐu	35	z	au	2
酒	精	修	走	陰上	儀狄所造	ts	ɐu	35	z	au	2
斗	端	修	斗	陰上	十升曰斗	t	ɐu	35	d	au	2
枓	端	修	斗	陰上	木名	t	ɐu	35	d	au	2
蚪	端	修	斗	陰上	𧓍蚪蟲名字體有名蝌蚪者	t	ɐu	35	d	au	2
丑	穿	修	丑	陰上	辰名	tʃʰ	ɐu	35	ch	au	2
醜	穿	修	丑	陰上	惡也不美也又醜類	tʃʰ	ɐu	35	ch	au	2
魗	穿	修	丑	陰上	惡也	tʃʰ	ɐu	35	ch	au	2
嘔	亞	修	嘔	陰上	吐也	ʔ	ɐu	35		au	2
毆	亞	修	嘔	陰上	毆辱捶擊也	ʔ	ɐu	35		au	2
口	曉	修	口	陰上	口所以食	h	ɐu	35	h	au	2
有	以	修	有	陽上	對無之稱	j	ɐu	23	j	au	5
友	以	修	有	陽上	朋友	j	ɐu	23	j	au	5
牖	以	修	有	陽上	窻也又開明也	j	ɐu	23	j	au	5
誘	以	修	有	陽上	引誘導也教也	j	ɐu	23	j	au	5
莠	以	修	有	陽上	害苗之草	j	ɐu	23	j	au	5
羑	以	修	有	陽上	羑里紂囚文王于此地	j	ɐu	23	j	au	5
卣	以	修	有	陽上	酒尊	j	ɐu	23	j	au	5
酉	以	修	有	陽上	辰名	j	ɐu	23	j	au	5
𥡱	以	修	有	陽上	積禾爲薪曰𥡱	j	ɐu	23	j	au	5
畝	明	修	畝	陽上	田畝畋畝	m	ɐu	23	m	au	5
拇	明	修	畝	陽上	足大指也又有讀作母	m	ɐu	23	m	au	5
某	明	修	畝	陽上	凡人未知名者以某字代之也	m	ɐu	23	m	au	5
牡	明	修	畝	陽上	獸之雄者又牡丹花	m	ɐu	23	m	au	5
柳	來	修	柳	陽上	木名	l	ɐu	23	l	au	5
綹	來	修	柳	陽上	緯十縷爲綹又剪荷包曰剪綹	l	ɐu	23	l	au	5
罶	來	修	柳	陽上	魚笱	l	ɐu	23	l	au	5
偶	我	修	偶	陽上	匹偶雙也又偶然	ŋ	ɐu	23	ng	au	5
耦	我	修	偶	陽上	並也雙也	ŋ	ɐu	23	ng	au	5
藕	我	修	偶	陽上	蘧藕	ŋ	ɐu	23	ng	au	5
舅	溪	修	舅	陽上	母之兄曰舅妻稱夫之父母曰舅姑	kʰ	ɐu	23	k	au	5
臼	溪	修	舅	陽上	舂砍也	kʰ	ɐu	23	k	au	5
桕	溪	修	舅	陽上	木名	kʰ	ɐu	23	k	au	5
秀	心	修	秀	陰去	茂也榮也苗之吐華曰秀	s	ɐu	33	s	au	3
琇	心	修	秀	陰去	美玉	s	ɐu	33	s	au	3
繡	心	修	秀	陰去	刺繡五采爲之	s	ɐu	33	s	au	3
綉	心	修	秀	陰去	同上(刺繡五采爲之)	s	ɐu	33	s	au	3
嗽	心	修	秀	陰去	咳嗽	s	ɐu	33	s	au	3
漱	心	修	秀	陰去	洗滌也又漱口	s	ɐu	33	s	au	3
搆	見	修	搆	陰去	結搆又牽也	k	ɐu	33	g	au	3
構	見	修	搆	陰去	結也造也又屋椽	k	ɐu	33	g	au	3
媾	見	修	搆	陰去	重婚也	k	ɐu	33	g	au	3
𡻉	見	修	搆	陰去	山物	k	ɐu	33	g	au	3
購	見	修	搆	陰去	以財買物	k	ɐu	33	g	au	3
鞲	見	修	搆	陰去	射臂央也	k	ɐu	33	g	au	3
遘	見	修	搆	陰去	遇也又結遘	k	ɐu	33	g	au	3
覯	見	修	搆	陰去	見也又遇也	k	ɐu	33	g	au	3
究	見	修	搆	陰去	窮也審也又究治	k	ɐu	33	g	au	3
疚	見	修	搆	陰去	病也	k	ɐu	33	g	au	3
㝌	見	修	搆	陰去	貧病	k	ɐu	33	g	au	3
救	見	修	搆	陰去	拯濟也護也	k	ɐu	33	g	au	3
咎	見	修	搆	陰去	過也逝也惡也	k	ɐu	33	g	au	3
廄	見	修	搆	陰去	馬欄	k	ɐu	33	g	au	3
灸	見	修	搆	陰去	灸火	k	ɐu	33	g	au	3
篝	見	修	搆	陰去	燻籠燃火而籠罩兵上用以熏衣	k	ɐu	33	g	au	3
叩	溪	修	叩	陰去	問也發也又叩首	kʰ	ɐu	33	k	au	3
扣	溪	修	叩	陰去	扣也又擊也	kʰ	ɐu	33	k	au	3
彀	溪	修	叩	陰去	弓矢持滿之限	kʰ	ɐu	33	k	au	3
寇	溪	修	叩	陰去	寇盜	kʰ	ɐu	33	k	au	3
蔻	溪	修	叩	陰去	花名荳蔲	kʰ	ɐu	33	k	au	3
簆	溪	修	叩	陰去	織布之器	kʰ	ɐu	33	k	au	3
瘦	審	修	瘦	陰去	瘠也	ʃ	ɐu	33	sh	au	3
首	審	修	瘦	陰去	有罪自陳	ʃ	ɐu	33	sh	au	3
狩	審	修	瘦	陰去	巡狩	ʃ	ɐu	33	sh	au	3
奏	精	修	奏	陰去	奏本	ts	ɐu	33	z	au	3
縐	精	修	奏	陰去	縮而不光曰縐	ts	ɐu	33	z	au	3
皺	精	修	奏	陰去	面皮蹙也	ts	ɐu	33	z	au	3
𩱛	精	修	奏	陰去	與奏同	ts	ɐu	33	z	au	3
臭	穿	修	臭	陰去	氣息也又臭穢	tʃʰ	ɐu	33	ch	au	3
嗅	穿	修	臭	陰去	鳥哀鳴聲	tʃʰ	ɐu	33	ch	au	3
糗	穿	修	臭	陰去	乾粮	tʃʰ	ɐu	33	ch	au	3
晝	照	修	晝	陰去	日中曰晝	tʃ	ɐu	33	zh	au	3
咒	照	修	晝	陰去	符咒又咒咀	tʃ	ɐu	33	zh	au	3
呪	照	修	晝	陰去	同上(符咒又咒咀)	tʃ	ɐu	33	zh	au	3
咮	照	修	晝	陰去	鳥噌曰咮	tʃ	ɐu	33	zh	au	3
鬭	端	修	鬭	陰去	爭也戰也	t	ɐu	33	d	au	3
鬪	端	修	鬭	陰去	同上(爭也戰也)	t	ɐu	33	d	au	3
鬦	端	修	鬭	陰去	同上(爭也戰也)	t	ɐu	33	d	au	3
湊	淸	修	湊	陰去	會合也	tsʰ	ɐu	33	c	au	3
輳	淸	修	湊	陰去	輻輳猶聚集也	tsʰ	ɐu	33	c	au	3
透	透	修	透	陰去	通徹也	tʰ	ɐu	33	t	au	3
幼	以	修	幼	陰去	幼小稚也弱也	j	ɐu	33	j	au	3
漚	亞	修	漚	陰去	以水久浸物曰漚	ʔ	ɐu	33		au	3
右	以	修	右	陽去	左右	j	ɐu	22	j	au	6
佑	以	修	右	陽去	助也又僯佑	j	ɐu	22	j	au	6
祐	以	修	右	陽去	神庇也	j	ɐu	22	j	au	6
又	以	修	右	陽去	再也	j	ɐu	22	j	au	6
宥	以	修	右	陽去	寬也恕也又宥密	j	ɐu	22	j	au	6
侑	以	修	右	陽去	勸也報也又酹也	j	ɐu	22	j	au	6
囿	以	修	右	陽去	園囿	j	ɐu	22	j	au	6
宙	照	修	宙	陽去	宇宙古行今來曰宙	tʃ	ɐu	22	zh	au	6
冑	照	修	宙	陽去	后裔也又甲胄	tʃ	ɐu	22	zh	au	6
紂	照	修	宙	陽去	商王之號	tʃ	ɐu	22	zh	au	6
驟	照	修	宙	陽去	馳驟又疾速也	tʃ	ɐu	22	zh	au	6
酎	照	修	宙	陽去	新熱之酒	tʃ	ɐu	22	zh	au	6
受	審	修	受	陽去	承也取也領也容納也	ʃ	ɐu	22	sh	au	6
授	審	修	受	陽去	以物與人曰授	ʃ	ɐu	22	sh	au	6
綬	審	修	受	陽去	組綬佩印之帶也	ʃ	ɐu	22	sh	au	6
壽	審	修	受	陽去	年高稱壽	ʃ	ɐu	22	sh	au	6
獸	審	修	受	陽去	禽獸	ʃ	ɐu	22	sh	au	6
后	曉	修	后	陽去	君也又皇后又與後同	h	ɐu	22	h	au	6
逅	曉	修	后	陽去	邂逅不期而會	h	ɐu	22	h	au	6
後	曉	修	后	陽去	前後又遲也	h	ɐu	22	h	au	6
厚	曉	修	后	陽去	重也	h	ɐu	22	h	au	6
候	曉	修	后	陽去	時候氣候又待也	h	ɐu	22	h	au	6
𢰡	曉	修	后	陽去	斥𢰡所以望烽火也	h	ɐu	22	h	au	6
鱟	曉	修	后	陽去	蠏鱟魚類	h	ɐu	22	h	au	6
舊	見	修	舊	陽去	故舊	k	ɐu	22	g	au	6
臼	見	修	舊	陽去	同上(故舊)	k	ɐu	22	g	au	6
柩	見	修	舊	陽去	尸在棺曰柩	k	ɐu	22	g	au	6
耨	泥	修	耨	陽去	芸草曰耨	n	ɐu	22	n	au	6
縟	泥	修	耨	陽去	繁縟又細也	n	ɐu	22	n	au	6
阜	非	修	阜	陽去	山無石曰阜又曲阜地名又民豐物阜	f	ɐu	22	f	au	6
埠	非	修	阜	陽去	舶船埠頭	f	ɐu	22	f	au	6
覆	非	修	阜	陽去	天覆地載蓋也	f	ɐu	22	f	au	6
豆	端	修	豆	陽去	木豆祭器也亦作荳	t	ɐu	22	d	au	6
荳	端	修	豆	陽去	麻荳	t	ɐu	22	d	au	6
痘	端	修	豆	陽去	痘疹	t	ɐu	22	d	au	6
逗	端	修	豆	陽去	逗遛消息	t	ɐu	22	d	au	6
竇	端	修	豆	陽去	穴也又姓	t	ɐu	22	d	au	6
就	精	修	就	陽去	即也迎也從也	ts	ɐu	22	z	au	6
袖	精	修	就	陽去	衫袖	ts	ɐu	22	z	au	6
岫	精	修	就	陽去	山有石穴曰岫	ts	ɐu	22	z	au	6
陋	來	修	陋	陽去	鄙陋	l	ɐu	22	l	au	6
漏	來	修	陋	陽去	洩漏又更漏	l	ɐu	22	l	au	6
溜	來	修	陋	陽去	渭溜	l	ɐu	22	l	au	6
遛	來	修	陋	陽去	逗遛	l	ɐu	22	l	au	6
茂	明	修	茂	陽去	盛也達也生也	m	ɐu	22	m	au	6
𢡟	明	修	茂	陽去	勉也勤也	m	ɐu	22	m	au	6
謬	明	修	茂	陽去	謬妄誕言也	m	ɐu	22	m	au	6
東	端	東	東	陰平	東西	t	ʊŋ	53	d	ung	1
冬	端	東	東	陰平	秋冬	t	ʊŋ	53	d	ung	1
空	曉	東	空	陰平	空虛乏也	h	ʊŋ	53	h	ung	1
悾	曉	東	空	陰平	無能貌	h	ʊŋ	53	h	ung	1
凶	曉	東	空	陰平	不吉也禍也	h	ʊŋ	53	h	ung	1
兇	曉	東	空	陰平	暴也惡也	h	ʊŋ	53	h	ung	1
匈	曉	東	空	陰平	匈奴夷狄姓也	h	ʊŋ	53	h	ung	1
胸	曉	東	空	陰平	膺也心也	h	ʊŋ	53	h	ung	1
胷	曉	東	空	陰平	同上(膺也心也)	h	ʊŋ	53	h	ung	1
洶	曉	東	空	陰平	洶湧泉之湧出也	h	ʊŋ	53	h	ung	1
崆	曉	東	空	陰平	崆峒山名	h	ʊŋ	53	h	ung	1
中	照	東	中	陰平	中正不偏也	tʃ	ʊŋ	53	zh	ung	1
忠	照	東	中	陰平	忠臣又盡已之謂忠	tʃ	ʊŋ	53	zh	ung	1
鐘	照	東	中	陰平	鐘鼓樂器也	tʃ	ʊŋ	53	zh	ung	1
鍾	照	東	中	陰平	荼鍾酒鍾又聚也又姓	tʃ	ʊŋ	53	zh	ung	1
舂	照	東	中	陰平	擣米也	tʃ	ʊŋ	53	zh	ung	1
終	照	東	中	陰平	末也盡也	tʃ	ʊŋ	53	zh	ung	1
螽	照	東	中	陰平	螽斯蟲名一生九十九子	tʃ	ʊŋ	53	zh	ung	1
公	見	東	公	陰平	公侯又正而無私也又共也	k	ʊŋ	53	g	ung	1
蚣	見	東	公	陰平	蜈蚣	k	ʊŋ	53	g	ung	1
工	見	東	公	陰平	工匠又巧也九也	k	ʊŋ	53	g	ung	1
攻	見	東	公	陰平	專治也又攻擊又攻伐	k	ʊŋ	53	g	ung	1
功	見	東	公	陰平	勳勞也	k	ʊŋ	53	g	ung	1
供	見	東	公	陰平	供給又進也招認也	k	ʊŋ	53	g	ung	1
龔	見	東	公	陰平	姓	k	ʊŋ	53	g	ung	1
恭	見	東	公	陰平	敬也讓也	k	ʊŋ	53	g	ung	1
弓	見	東	公	陰平	弓箭	k	ʊŋ	53	g	ung	1
宮	見	東	公	陰平	宮殿又宮室	k	ʊŋ	53	g	ung	1
躬	見	東	公	陰平	身也	k	ʊŋ	53	g	ung	1
芎	見	東	公	陰平	川芎藥名	k	ʊŋ	53	g	ung	1
共	見	東	公	陰平	與供同	k	ʊŋ	53	g	ung	1
宗	精	東	宗	陰平	宗族祖宗又主也本也	ts	ʊŋ	53	z	ung	1
悰	精	東	宗	陰平	情懷也	ts	ʊŋ	53	z	ung	1
綜	精	東	宗	陰平	理也又治也	ts	ʊŋ	53	z	ung	1
踪	精	東	宗	陰平	踪跡	ts	ʊŋ	53	z	ung	1
蹤	精	東	宗	陰平	同上(踪跡)	ts	ʊŋ	53	z	ung	1
鬃	精	東	宗	陰平	後鬃	ts	ʊŋ	53	z	ung	1
棕	精	東	宗	陰平	木名	ts	ʊŋ	53	z	ung	1
椶	精	東	宗	陰平	同上(木名)	ts	ʊŋ	53	z	ung	1
鬷	精	東	宗	陰平	衆也又釜屬	ts	ʊŋ	53	z	ung	1
縱	精	東	宗	陰平	縱横	ts	ʊŋ	53	z	ung	1
豵	精	東	宗	陰平	一歲豕也	ts	ʊŋ	53	z	ung	1
淙	精	東	宗	陰平	水聲	ts	ʊŋ	53	z	ung	1
琮	精	東	宗	陰平	瑞玉	ts	ʊŋ	53	z	ung	1
樅	精	東	宗	陰平	植木以懸磬者	ts	ʊŋ	53	z	ung	1
充	穿	東	充	陰平	滿也塞也實也	tʃʰ	ʊŋ	53	ch	ung	1
㤝	穿	東	充	陰平	心動貌	tʃʰ	ʊŋ	53	ch	ung	1
忡	穿	東	充	陰平	和也又相沖	tʃʰ	ʊŋ	53	ch	ung	1
涌	穿	東	充	陰平	涌𣽸小海者也	tʃʰ	ʊŋ	53	ch	ung	1
种	穿	東	充	陰平	稚也又姓	tʃʰ	ʊŋ	53	ch	ung	1
翀	穿	東	充	陰平	直飛上也	tʃʰ	ʊŋ	53	ch	ung	1
衷	穿	東	充	陰平	心曲也情也	tʃʰ	ʊŋ	53	ch	ung	1
冲	穿	東	充	陰平	幼小曰冲年又相冲也	tʃʰ	ʊŋ	53	ch	ung	1
衝	穿	東	充	陰平	向也水直撞也又衝要通衢也	tʃʰ	ʊŋ	53	ch	ung	1
憧	穿	東	充	陰平	意不定也	tʃʰ	ʊŋ	53	ch	ung	1
罿	穿	東	充	陰平	掩兔之車	tʃʰ	ʊŋ	53	ch	ung	1
沖	穿	東	充	陰平	搖也	tʃʰ	ʊŋ	53	ch	ung	1
風	非	東	風	陰平	風雨又風化	f	ʊŋ	53	f	ung	1
楓	非	東	風	陰平	木名	f	ʊŋ	53	f	ung	1
瘋	非	東	風	陰平	大疾	f	ʊŋ	53	f	ung	1
封	非	東	風	陰平	穢也培也又封贈	f	ʊŋ	53	f	ung	1
葑	非	東	風	陰平	葑菲菜名	f	ʊŋ	53	f	ung	1
豐	非	東	風	陰平	大也盛也又豐熟	f	ʊŋ	53	f	ung	1
豊	非	東	風	陰平	同上(大也盛也又豐熟)	f	ʊŋ	53	f	ung	1
鄷	非	東	風	陰平	鄷都山又地名	f	ʊŋ	53	f	ung	1
峯	非	東	風	陰平	山之尖頂	f	ʊŋ	53	f	ung	1
蜂	非	東	風	陰平	蜜蜂	f	ʊŋ	53	f	ung	1
丰	非	東	風	陰平	丰采又面丰滿也	f	ʊŋ	53	f	ung	1
烽	非	東	風	陰平	烽火置薪火於高處賊至則焚之以相告曰烽火	f	ʊŋ	53	f	ung	1
鋒	非	東	風	陰平	刀劍之芒	f	ʊŋ	53	f	ung	1
渢	非	東	風	陰平	水名	f	ʊŋ	53	f	ung	1
蠭	非	東	風	陰平	同蜂字	f	ʊŋ	53	f	ung	1
雍	以	東	雍	陰平	雍熙和也又學宮	j	ʊŋ	53	j	ung	1
壅	以	東	雍	陰平	美玉	j	ʊŋ	53	j	ung	1
饔	以	東	雍	陰平	饔飧熟食也	j	ʊŋ	53	j	ung	1
雝	以	東	雍	陰平	和也	j	ʊŋ	53	j	ung	1
邕	以	東	雍	陰平	同上(和也)	j	ʊŋ	53	j	ung	1
癰	以	東	雍	陰平	癰疽瘡名	j	ʊŋ	53	j	ung	1
灉	以	東	雍	陰平	水名	j	ʊŋ	53	j	ung	1
翁	以	東	雍	陰平	長老之稱	j	ʊŋ	53	j	ung	1
廱	以	東	雍	陰平	辟廱天子之學	j	ʊŋ	53	j	ung	1
聰	淸	東	聰	陰平	察也明也耳力也	tsʰ	ʊŋ	53	c	ung	1
聰	淸	東	聰	陰平	同上(察也明也耳力也)	tsʰ	ʊŋ	53	c	ung	1
怱	淸	東	聰	陰平	怱忙急遽也	tsʰ	ʊŋ	53	c	ung	1
匆	淸	東	聰	陰平	匆匆喜色	tsʰ	ʊŋ	53	c	ung	1
騘	淸	東	聰	陰平	鐵色馬	tsʰ	ʊŋ	53	c	ung	1
𤧚	淸	東	聰	陰平	石似玉	tsʰ	ʊŋ	53	c	ung	1
嵩	心	東	嵩	陰平	高山也	s	ʊŋ	53	s	ung	1
崧	心	東	嵩	陰平	同上(高山也)	s	ʊŋ	53	s	ung	1
鬆	心	東	嵩	陰平	髮之髼鬆	s	ʊŋ	53	s	ung	1
從	心	東	嵩	陰平	從容徐緩也	s	ʊŋ	53	s	ung	1
