"t0序"	"t0用字"	"记音"	"备注"
"2134"	"铦"	"tʰiɛn3"	""
"2135"	"掭"	"tʰiɛn5"	""
"2136"	"帖"	"tʰie2"	""
"2137"	"貼"	"tʰie2"	""
"2138"	"甜"	"tʰiɛn2"	""
"2139"	"簟"	"tiɛn5"	""
"2140"	"疊"	"tie2"	""
"2141"	"碟"	"tie2"	""
"2142"	"牒"	"tie2"	""
"2143"	"蝶"	"tie2"	""
"2144"	"諜"	"tie2"	""
"2145"	"鮎"	"ȵiɛn2"	""
"2146"	"拈"	"ȵiɛn1"	""
"2147"	"罱"	"ȵiɛn3"	""
"2148"	"念"	"ȵiɛn5"	""
"2149"	"廿"	"ȵiɛn5"	""
"2150"	"苶"	"ȵie2"	""
"2151"	"兼"	"ʨiɛn1"	""
"2152"	"搛"	"ʨiɛn1"	""
"2153"	"挾"	"ʨia2"	""
"2154"	"莢"	"ʨia2"	""
"2155"	"颊"	"ʨia2"	""
"2156"	"謙"	"ʨʰiɛn1"	""
"2157"	"歉"	"ʨʰiɛn5"	""
"2158"	"嫌"	"ɕiɛn2"	""
"2159"	"協"	"ɕie2"	""
"2160"	"侠"	"ɕia2"	""
"2161"	"法"	"fa2"	""
"2162"	"泛"	"fan5"	""
"2163"	"凡"	"fan2"	""
"2164"	"帆"	"fan2"	""
"2165"	"范"	"fan5"	""
"2166"	"範"	"fan5"	""
"2167"	"犯"	"fan5"	""
"2168"	"梵"	"fan5"	""
"2169"	"乏"	"fa2"	""
"2170"	"禀"	"pin3"	""
"2171"	"品"	"pʰin3"	""
"2172"	"賃"	"ȵin5"	""
"2173"	"林"	"lin2"	""
"2174"	"淋"	"lin2"	""
"2175"	"臨"	"lin2"	""
"2176"	"檁"	"lin3"	""
"2177"	"凜"	"lin3"	""
"2178"	"立"	"li2"	""
"2179"	"笠"	"li2"	""
"2180"	"粒"	"li2"	""
"2181"	"怎"	"ʦən3"	""
"2182"	"浸"	"ʨin5"	""
"2183"	"侵"	"ʨʰin5"	""
"2184"	"寢"	"ʨʰin3"	""
"2185"	"吣"	"ʨʰin5"	""
"2186"	"緝"	"ʨi2"	""
"2187"	"蕈"	"ʨʰin3"	""
"2188"	"集"	"ʨi2"	""
"2189"	"輯"	"ʨi2"	""
"2190"	"心"	"ɕin1"	""
"2191"	"芯"	"ɕin1"	""
"2192"	"尋"	"ɕin2"	""
"2193"	"蟳"	"ɕin2"	""
"2194"	"習"	"ɕi2"	""
"2195"	"襲"	"ɕi2"	""
"2196"	"砧"	"ʦən1"	""
"2197"	"沉"	"ʦʰən2"	""
"2198"	"蟄"	"ʨʰie2"	""
"2199"	"簪"	"ʦan1"	""
"2200"	"參"	"ʦʰən1"	""
"2201"	"岑"	"ʦʰən2"	""
"2202"	"森"	"sən1"	""
"2203"	"參"	"sən1"	""
"2204"	"滲"	"sən5"	""
"2205"	"澀"	"ɕie2"	""
"2206"	"針"	"ʦən1"	""
"2207"	"斟"	"ʦən1"	""
"2208"	"箴"	"ʦən1"	""
"2209"	"枕"	"ʦən3"	""
"2210"	"枕"	"ʦən5"	""
"2211"	"執"	"ʦɿ2"	""
"2212"	"汁"	"ʦɿ1"	""
"2213"	"葚"	"sən5"	""
"2214"	"深"	"sən1"	""
"2215"	"沈"	"sən3"	""
"2216"	"審"	"sən3"	""
"2217"	"嬸"	"sən3"	""
"2218"	"濕"	"sɿ2"	""
"2219"	"甚"	"sən5"	""
"2220"	"十"	"sɿ2"	""
"2221"	"什"	"sɿ2"	""
"2222"	"拾"	"sɿ2"	""
"2223"	"壬"	"zən2"	""
"2224"	"任"	"zən2"	""
"2225"	"任"	"zən5"	""
"2226"	"紝"	"zən5"	""
"2227"	"入"	"zu2"	""
"2228"	"今"	"ʨin1"	""
"2229"	"金"	"ʨin1"	""
"2230"	"禁"	"ʨin1"	""
"2231"	"襟"	"ʨin1"	""
"2232"	"錦"	"ʨin3"	""
"2233"	"禁"	"ʨin5"	""
"2234"	"急"	"ʨi2"	""
"2235"	"級"	"ʨi2"	""
"2236"	"給"	"ʨi2"	""
"2236"	"給"	"ke1"	""
"2237"	"汲"	"ʨi2"	""
"2238"	"欽"	"ʨʰin1"	""
"2239"	"撳"	"ʨʰin5"	""
"2240"	"泣"	"ʨʰi2"	""
"2241"	"㬤"	"ʨʰi2"	""
"2242"	"琴"	"ʨʰin2"	""
"2243"	"禽"	"ʨʰin2"	""
"2244"	"擒"	"ʨʰin2"	""
"2245"	"妗"	"ʨʰin5"	""
"2246"	"及"	"ʨi2"	""
"2247"	"吟"	"in2"	""
"2248"	"吸"	"ɕi2"	""
"2249"	"音"	"in1"	""
"2250"	"陰"	"in1"	""
"2251"	"飲"	"in3"	""
"2253"	"蔭"	"in1"	""
"2254"	"窨"	"in1"	""
"2255"	"飲"	"in5"	""
"2256"	"邑"	"i2"	""
"2257"	"揖"	"i2"	""
"2258"	"淫"	"in2"	""
"2259"	"丹"	"tan1"	""
"2260"	"單"	"tan1"	""
"2261"	"撣"	"tan3"	""
"2262"	"疸"	"tan3"	""
"2263"	"旦"	"tan5"	""
"2264"	"灘"	"tʰan1"	""
"2265"	"攤"	"tʰan1"	""
"2266"	"癱"	"tʰan1"	""
"2267"	"坦"	"tʰan3"	""
"2268"	"袒"	"tʰan3"	""
"2269"	"炭"	"tʰan5"	""
"2270"	"歎"	"tʰan5"	""
"2271"	"獺"	"tʰa2"	""
"2272"	"檀"	"tʰan2"	""
"2273"	"壇"	"tʰan2"	""
"2274"	"彈"	"tʰan2"	""
"2275"	"誕"	"tan5"	""
"2276"	"但"	"tan5"	""
"2277"	"彈"	"tan5"	""
"2278"	"蛋"	"tan5"	""
"2279"	"達"	"ta2"	""
"2280"	"難"	"lan2"	""
"2281"	"難"	"lan5"	""
"2282"	"捺"	"la2"	""
"2283"	"蘭"	"lan2"	""
"2284"	"攔"	"lan2"	""
"2284"	"攔"	"luan2"	""
"2285"	"欄"	"lan2"	""
"2286"	"懶"	"lan3"	""
"2287"	"爛"	"lan5"	""
"2288"	"辣"	"la2"	""
"2289"	"瘌"	"la2"	""
"2290"	"贊"	"ʦan5"	""
"2291"	"灒"	"ʦan5"	""
"2292"	"餐"	"ʦʰan1"	""
"2293"	"燦"	"ʦʰan5"	""
"2294"	"擦"	"ʦʰa2"	""
"2295"	"殘"	"ʦʰan2"	""
"2296"	"珊"	"suan1"	""
"2297"	"散"	"san3"	""
"2298"	"傘"	"san3"	""
"2299"	"散"	"san5"	""
"2300"	"撒"	"sa3"	""
"2300"	"撒"	"sa2"	""
"2301"	"薩"	"sa2"	""
"2301"	"薩"	"sa3"	""
"2302"	"干"	"kan1"	""
"2304"	"肝"	"kan1"	""
"2305"	"竿"	"kan1"	""
"2306"	"乾"	"kan1"	""
"2307"	"桿"	"kan3"	""
"2308"	"稈"	"kan3"	""
"2309"	"擀"	"kan3"	""
"2310"	"趕"	"kan3"	""
"2311"	"幹"	"kan5"	""
"2312"	"割"	"ka2"	""
"2312"	"割"	"ko2"	""
"2313"	"葛"	"ko2"	""
"2314"	"看"	"kʰan1"	""
"2315"	"刊"	"kʰan1"	""
"2316"	"看"	"kʰan5"	""
"2317"	"渴"	"kʰo2"	""
"2318"	"岸"	"ŋan5"	""
"2319"	"鼾"	"xan1"	""
"2320"	"罕"	"xan3"	""
"2321"	"漢"	"xan5"	""
"2322"	"熯"	"xan5"	""
"2323"	"喝"	"xo1"	""
"2324"	"寒"	"xan2"	""
"2325"	"韓"	"xan2"	""
"2326"	"旱"	"xan5"	""
"2327"	"捍"	"xan5"	""
"2328"	"汗"	"xan5"	""
"2329"	"銲"	"xan5"	""
"2330"	"翰"	"xan5"	""
"2331"	"安"	"ŋan1"	""
"2332"	"鞍"	"ŋan1"	""
"2333"	"按"	"ŋan5"	""
"2334"	"案"	"ŋan5"	""
"2335"	"扮"	"pan5"	""
"2336"	"八"	"pa2"	""
"2337"	"盼"	"pʰan5"	""
"2338"	"瓣"	"pan5"	""
"2339"	"辦"	"pan5"	""
"2340"	"拔"	"pʰa2"	""
"2341"	"抹"	"ma2"	""
"2342"	"綻"	"ʦan5"	""
"2343"	"盞"	"ʦan3"	""
"2344"	"札"	"ʦa2"	""
"2345"	"紮"	"ʦa2"	""
"2346"	"鏟"	"ʦʰuan3"	""
"2347"	"察"	"ʦʰa2"	""
"2348"	"镲"	"ʦʰa2"	""
"2349"	"山"	"san1"	""
"2350"	"産"	"ʦʰan3"	""
"2351"	"汕"	"san5"	""
"2352"	"殺"	"sa2"	""
"2353"	"艱"	"ʨiɛn1"	""
"2354"	"間"	"ʨiɛn1"	""
"2354"	"間"	"kan1"	""
"2355"	"簡"	"ʨiɛn3"	""
"2356"	"襇"	"ʨiɛn3"	""
"2357"	"柬"	"ʨiɛn3"	""
"2358"	"揀"	"ʨiɛn3"	""
"2359"	"間"	"kan5"	""
"2360"	"擖"	"kʰa2"	""
"2361"	"眼"	"iɛn3"	""
"2362"	"齾"	"ŋa2"	""
"2363"	"閑"	"ɕiɛn2"	""
"2363"	"閑"	"xan2"	""
"2364"	"限"	"ɕiɛn5"	""
"2364"	"限"	"xan5"	""
"2365"	"莧"	"xan5"	""
"2366"	"軋"	"ŋa2"	""
"2367"	"班"	"pan1"	""
"2368"	"斑"	"pan1"	""
"2369"	"頒"	"pan1"	""
"2370"	"扳"	"pan1"	""
"2371"	"板"	"pan3"	""
"2372"	"版"	"pan3"	""
"2373"	"攀"	"pʰan1"	""
"2374"	"扳"	"pʰan1"	""
"2375"	"襻"	"pʰan5"	""
"2376"	"爿"	"pʰan1"	""
"2377"	"蠻"	"man2"	""
"2378"	"慢"	"man5"	""
"2379"	"棧"	"ʦan5"	""
"2380"	"鍘"	"ʦa2"	""
"2381"	"删"	"suan1"	""
"2382"	"疝"	"san5"	""
"2383"	"奸"	"ʨiɛn1"	""
"2384"	"菅"	"ʨiɛn1"	""
"2385"	"諫"	"ʨiɛn5"	""
"2386"	"澗"	"ʨiɛn5"	""
"2387"	"鐧"	"ʨiɛn5"	""
"2388"	"顏"	"iɛn2"	""
"2389"	"雁"	"ŋan5"	""
"2390"	"瞎"	"ɕia2"	""
"2391"	"轄"	"ɕia2"	""
"2392"	"晏"	"iɛn5"	""
"2392"	"晏"	"ŋan5"	""
"2393"	"鞭"	"piɛn1"	""
"2394"	"編"	"piɛn1"	""
"2395"	"變"	"piɛn5"	""
"2396"	"别"	"pie2"	""
"2397"	"鼈"	"pie2"	""
"2398"	"篇"	"pʰiɛn1"	""
"2399"	"偏"	"pʰiɛn1"	""
"2400"	"騙"	"pʰiɛn5"	""
"2402"	"便"	"pʰiɛn2"	""
"2403"	"辨"	"piɛn5"	""
"2404"	"辯"	"piɛn5"	""
"2405"	"汴"	"piɛn5"	""
"2406"	"卞"	"piɛn5"	""
"2407"	"便"	"piɛn5"	""
"2409"	"綿"	"miɛn2"	""
"2410"	"棉"	"miɛn2"	""
"2411"	"免"	"miɛn3"	""
"2412"	"勉"	"miɛn3"	""
"2413"	"娩"	"miɛn3"	""
"2414"	"緬"	"miɛn3"	""
"2415"	"澠"	"miɛn3"	""
"2416"	"面"	"miɛn5"	""
"2417"	"滅"	"mie2"	""
"2418"	"搣"	"mie3"	""
"2419"	"碾"	"ȵiɛn3"	""
"2420"	"連"	"liɛn2"	""
"2421"	"聯"	"liɛn2"	""
"2422"	"輦"	"liɛn2"	""
"2423"	"列"	"lie2"	""
"2424"	"烈"	"lie2"	""
"2425"	"裂"	"lia2"	""
"2426"	"煎"	"ʨiɛn1"	""
"2427"	"剪"	"ʨiɛn3"	""
"2428"	"箭"	"ʨiɛn5"	""
"2429"	"濺"	"ʨiɛn5"	""
"2429"	"濺"	"ʦan5"	""
"2430"	"遷"	"ʨʰiɛn1"	""
"2431"	"淺"	"ʨʰiɛn3"	""
"2432"	"錢"	"ʨʰiɛn2"	""
"2433"	"踐"	"ʨʰiɛn3"	""
"2434"	"賤"	"ʨiɛn5"	""
"2435"	"餞"	"ʨiɛn5"	""
"2436"	"仙"	"ɕiɛn1"	""
"2437"	"鮮"	"ɕyɛn1"	""
"2438"	"鮮"	"ɕyɛn3"	""
"2439"	"癬"	"ɕyɛn3"	""
"2440"	"線"	"ɕiɛn5"	""
"2441"	"薛"	"ɕye2"	""
"2442"	"泄"	"ɕie2"	""
"2443"	"涎"	"iɛn2"	""
"2444"	"羡"	"ɕiɛn5"	""
"2445"	"展"	"ʦan3"	""
"2446"	"哲"	"ʨie2"	""
"2447"	"蜇"	"ʨie2"	""
"2448"	"徹"	"ʦʰe2"	""
"2449"	"撤"	"ʦʰe2"	""
"2450"	"纏"	"ʦʰan2"	""
"2451"	"轍"	"ʦʰe2"	""
"2452"	"澈"	"ʦʰe2"	""
"2453"	"氈"	"ʦan1"	""
"2454"	"戰"	"ʦan5"	""
"2455"	"顫"	"ʦan5"	""
"2456"	"折"	"ʨie2"	""
"2457"	"浙"	"ʨie2"	""
"2458"	"舌"	"ɕie2"	""
"2459"	"羶"	"san1"	""
"2460"	"搧"	"san1"	""
"2461"	"扇"	"san1"	""
"2462"	"設"	"ɕie2"	""
"2463"	"蟬"	"san2"	""
"2464"	"禪"	"san2"	""
"2465"	"善"	"san5"	""
"2466"	"鱔"	"san5"	""
"2467"	"蟮"	"suan5"	""
"2468"	"膳"	"san5"	""
"2469"	"單"	"san5"	""
"2470"	"禪"	"san5"	""
"2471"	"折"	"se2"	""
"2472"	"然"	"zan2"	""
"2473"	"燃"	"zan2"	""
"2474"	"熱"	"ze2"	""
"2475"	"囝"	"ʨiɛn3"	""
"2476"	"遣"	"ʨʰiɛn3"	""
"2477"	"乾"	"ʨʰiɛn2"	""
"2478"	"虔"	"ʨʰiɛn2"	""
"2479"	"掮"	"ʨʰiɛn2"	""
"2480"	"犍"	"ʨʰiɛn2"	""
"2481"	"件"	"ʨiɛn5"	""
"2482"	"傑"	"ʨie2"	""
"2483"	"搩"	"ʨie2"	""
"2484"	"諺"	"iɛn5"	""
"2485"	"孽"	"ȵie2"	""
"2486"	"蔫"	"ȵiɛn1"	""
"2487"	"焉"	"iɛn1"	""
"2488"	"延"	"yɛn2"	""
"2489"	"筵"	"iɛn2"	""
"2490"	"蜒"	"iɛn2"	""
"2491"	"演"	"iɛn3"	""
"2492"	"衍"	"iɛn3"	""
"2493"	"拽"	"i2"	""
"2494"	"犍"	"ʨiɛn1"	""
"2495"	"建"	"ʨiɛn5"	""
"2496"	"揭"	"ʨie2"	""
"2497"	"鍵"	"ʨiɛn5"	""
"2498"	"健"	"ʨiɛn5"	""
"2499"	"腱"	"ʨiɛn5"	""
"2500"	"竭"	"ʨie2"	""
"2501"	"言"	"iɛn2"	""
"2502"	"軒"	"ɕyɛn1"	""
"2503"	"掀"	"ɕyɛn1"	""
"2504"	"䘆"	"ɕiɛn3"	""
"2505"	"憲"	"ɕiɛn5"	""
"2506"	"獻"	"ɕiɛn5"	""
"2507"	"歇"	"ɕie2"	""
"2508"	"蠍"	"ɕie1"	""
"2509"	"蔫"	"iɛn1"	""
"2510"	"堰"	"iɛn5"	""
"2511"	"䞁"	"iɛn5"	""
"2512"	"邊"	"piɛn1"	""
"2513"	"蝙"	"piɛn3"	""
"2514"	"鯿"	"piɛn1"	""
"2515"	"扁"	"piɛn3"	""
"2516"	"匾"	"piɛn3"	""
"2517"	"遍"	"piɛn5"	""
"2518"	"遍"	"pʰiɛn5"	""
"2519"	"憋"	"pie1"	""
"2520"	"片"	"pʰiɛn5"	""
"2520"	"片"	"pʰiɛn3"	""
"2521"	"撇"	"pie2"	""
"2522"	"辮"	"piɛn5"	""
"2523"	"癟"	"pie1"	""
"2524"	"蹩"	"pie2"	""
"2525"	"眠"	"miɛn2"	""
"2526"	"麵"	"miɛn5"	""
"2527"	"篾"	"mie2"	""
"2528"	"蔑"	"mie2"	""
"2529"	"顛"	"tiɛn1"	""
"2530"	"癫"	"tiɛn1"	""
"2531"	"典"	"tiɛn3"	""
"2532"	"碘"	"tiɛn3"	""
"2533"	"天"	"tʰiɛn1"	""
"2534"	"腆"	"tʰiɛn3"	""
"2535"	"鐵"	"tʰie2"	""
"2536"	"田"	"tʰiɛn2"	""
"2537"	"塡"	"tʰiɛn2"	""
"2538"	"電"	"tiɛn5"	""
"2539"	"殿"	"tiɛn5"	""
"2540"	"奠"	"tiɛn5"	""
"2541"	"佃"	"tiɛn5"	""
"2542"	"墊"	"tiɛn5"	""
"2543"	"淀"	"tiɛn5"	""
"2544"	"年"	"ȵiɛn2"	""
"2545"	"撚"	"ȵiɛn2"	""
"2546"	"攆"	"ȵiɛn3"	""
"2547"	"捏"	"ȵie2"	""
"2548"	"憐"	"liɛn2"	""
"2549"	"蓮"	"liɛn2"	""
"2550"	"練"	"liɛn5"	""
"2551"	"鍊"	"liɛn5"	""
"2552"	"楝"	"liɛn5"	""
"2553"	"炼"	"liɛn5"	""
"2554"	"僆"	"liɛn5"	""
"2555"	"㼑"	"liɛn5"	""
"2556"	"捩"	"li2"	""
"2557"	"箋"	"ʨiɛn1"	""
"2558"	"薦"	"ʨiɛn5"	""
"2559"	"節"	"ʨie2"	""
"2560"	"癤"	"ʨie2"	""
"2561"	"千"	"ʨʰiɛn1"	""
"2562"	"切"	"ʦʰe2"	""
"2563"	"竊"	"ʦʰe2"	""
"2564"	"前"	"ʨʰiɛn2"	""
"2565"	"截"	"ʨie2"	""
"2566"	"先"	"ɕiɛn1"	""
"2567"	"筅"	"ɕiɛn1"	""
"2568"	"屑"	"ɕye2"	""
"2569"	"楔"	"ɕi2"	""
"2570"	"肩"	"ʨiɛn1"	""
"2571"	"堅"	"ʨiɛn1"	""
"2572"	"繭"	"ʨiɛn3"	""
"2573"	"趼"	"ʨiɛn3"	""
"2574"	"筧"	"ʨiɛn3"	""
"2575"	"見"	"ʨiɛn5"	""
"2576"	"結"	"ʨie2"	""
"2577"	"潔"	"ʨie2"	""
"2578"	"䥛"	"ʨie2"	""
"2579"	"牽"	"ʨʰiɛn1"	""
"2580"	"纤"	"ʨʰiɛn1"	""
"2581"	"研"	"ȵiɛn2"	""
"2582"	"硯"	"ȵiɛn3"	""
"2583"	"顯"	"ɕiɛn3"	""
"2584"	"賢"	"ɕiɛn2"	""
"2585"	"弦"	"ɕyɛn2"	""
"2586"	"舷"	"ɕyɛn2"	""
"2587"	"現"	"ɕyɛn5"	""
"2587"	"現"	"ɕiɛn5"	""
"2588"	"煙"	"iɛn1"	""
"2589"	"燕"	"iɛn1"	""
"2590"	"胭"	"iɛn1"	""
"2591"	"燕"	"iɛn5"	""
"2592"	"嚥"	"iɛn5"	""
"2593"	"宴"	"iɛn5"	""
"2594"	"噎"	"i2"	""
"2595"	"般"	"pan1"	""
"2596"	"搬"	"pan1"	""
"2597"	"半"	"pan5"	""
"2598"	"絆"	"pʰan5"	""
"2599"	"鉢"	"po2"	""
"2600"	"撥"	"po2"	""
"2601"	"潘"	"pʰan1"	""
"2602"	"拚"	"pʰan1"	""
"2603"	"判"	"pʰan5"	""
"2604"	"潑"	"pʰo2"	""
"2605"	"盤"	"pʰan2"	""
"2606"	"磐"	"pʰan2"	""
"2607"	"伴"	"pan5"	""
"2608"	"拌"	"pan5"	""
"2608"	"拌"	"pən5"	""
"2609"	"叛"	"pʰan5"	""
"2610"	"畔"	"pʰan5"	""
"2611"	"鈸"	"pʰo2"	""
"2612"	"瞞"	"man2"	""
"2613"	"饅"	"man2"	""
"2614"	"鰻"	"man2"	""
"2615"	"滿"	"man3"	""
"2615"	"滿"	"mən1"	""
"2616"	"漫"	"man5"	""
"2616"	"漫"	"mən5"	""
"2617"	"幔"	"man5"	""
"2618"	"末"	"mo2"	""
"2619"	"沫"	"mo2"	""
"2620"	"抹"	"ma2"	""
"2621"	"茉"	"mo2"	""
"2622"	"端"	"tuan1"	""
"2623"	"短"	"tuan3"	""
"2624"	"斷"	"tuan5"	""
"2625"	"鍛"	"tuan5"	""
"2626"	"掇"	"to2"	""
"2627"	"掇"	"to2"	""
"2628"	"疃"	"tʰuan3"	""
"2629"	"脱"	"tʰo2"	""
"2630"	"團"	"tʰuan2"	""
"2631"	"糰"	"tʰuan2"	""
"2632"	"斷"	"tuan5"	""
"2633"	"段"	"tuan5"	""
"2634"	"緞"	"tuan5"	""
"2635"	"椴"	"tuan5"	""
"2636"	"奪"	"to2"	""
"2637"	"暖"	"luan3"	""
"2638"	"鸞"	"luan2"	""
"2639"	"鑾"	"luan2"	""
"2640"	"巒"	"luan2"	""
"2641"	"孿"	"luan2"	""
"2642"	"卵"	"luan3"	""
"2643"	"亂"	"luan5"	""
"2644"	"捋"	"luei2"	""
"2645"	"鑽"	"ʦuan1"	""
"2646"	"纂"	"ʦuan3"	""
"2647"	"攢"	"ʦan3"	""
"2648"	"鑽"	"ʦuan5"	""
"2649"	"汆"	"ʦʰuan1"	""
"2650"	"竄"	"ʦʰuan5"	""
"2651"	"躥"	"ʦʰuan5"	""
"2652"	"撮"	"ʦʰo2"	""
"2653"	"酸"	"suan1"	""
"2654"	"算"	"suan5"	""
"2655"	"蒜"	"suan5"	""
"2656"	"官"	"kuan1"	""
"2657"	"棺"	"kuan1"	""
"2658"	"觀"	"kuan1"	""
"2659"	"冠"	"kuan1"	""
"2660"	"管"	"kuan3"	""
"2661"	"館"	"kuan3"	""
"2662"	"貫"	"kuan5"	""
"2663"	"灌"	"kuan5"	""
"2664"	"罐"	"kuan5"	""
"2665"	"觀"	"kuan5"	""
"2666"	"冠"	"kuan5"	""
"2667"	"括"	"kua2"	""
"2668"	"聒"	"kua2"	""
"2669"	"寬"	"kʰuan1"	""
"2670"	"款"	"kʰuan3"	""
"2671"	"闊"	"kʰua2"	""
"2672"	"玩"	"uan2"	""
"2673"	"歡"	"xuan1"	""
"2674"	"喚"	"xuan5"	""
"2675"	"煥"	"xuan5"	""
"2676"	"瘓"	"xuan5"	""
"2677"	"豁"	"xuo2"	""
"2678"	"桓"	"xuan2"	""
"2679"	"完"	"uan2"	""
"2680"	"丸"	"uan2"	""
"2680"	"丸"	"yɛn2"	""
"2681"	"紈"	"xuan2"	""
"2682"	"緩"	"xuan3"	""
"2683"	"皖"	"xuan5"	""
"2684"	"換"	"xuan5"	""
"2685"	"活"	"xuo2"	""
"2686"	"豌"	"uan1"	""
"2687"	"剜"	"uan1"	""
"2688"	"碗"	"uan3"	""
"2689"	"腕"	"uan3"	""
"2690"	"鰥"	"kuan1"	""
"2691"	"頑"	"uan2"	""
"2692"	"幻"	"xuan5"	""
"2693"	"滑"	"xua2"	""
"2694"	"猾"	"xua2"	""
"2695"	"挖"	"ua1"	""
"2696"	"篡"	"ʦʰuan5"	""
"2697"	"撰"	"ʦuan5"	""
"2698"	"閂"	"suan1"	""
"2699"	"拴"	"suan1"	""
"2700"	"涮"	"suan5"	""
"2701"	"刷"	"sua2"	""
"2702"	"關"	"kuan1"	""
"2703"	"慣"	"kuan5"	""
"2704"	"摜"	"kuan5"	""
"2705"	"刮"	"kua2"	""
"2706"	"還"	"xuan2"	""
"2707"	"還"	"xai2"	""
"2708"	"環"	"xuan2"	""
"2709"	"患"	"xuan5"	""
"2710"	"宦"	"xuan5"	""
"2711"	"彎"	"uan1"	""
"2712"	"灣"	"uan1"	""
"2713"	"戀"	"liɛn5"	""
"2714"	"𥽸"	"luan5"	""
"2715"	"劣"	"lie2"	""
"2716"	"全"	"ʨʰyɛn2"	""
"2717"	"泉"	"ʨʰyɛn2"	""
"2718"	"絕"	"ʨye2"	""
"2719"	"宣"	"ɕyɛn1"	""
"2720"	"選"	"ɕyɛn3"	""
"2721"	"雪"	"ɕye2"	""
"2722"	"旋"	"ɕyɛn2"	""
"2723"	"旋"	"ɕyɛn5"	""
"2724"	"鏇"	"ɕyɛn5"	""
"2725"	"轉"	"ʦuan3"	""
"2726"	"轉"	"ʦuan5"	""
"2727"	"傳"	"ʦʰuan2"	""
"2728"	"椽"	"ʦʰuan2"	""
"2729"	"篆"	"ʦuan5"	""
"2730"	"傳"	"ʦuan5"	""
"2731"	"專"	"ʦuan1"	""
"2732"	"磚"	"ʦuan1"	""
"2733"	"膞"	"ʦuan1"	""
"2734"	"拙"	"ʦʰo2"	""
"2735"	"川"	"ʦʰuan1"	""
"2736"	"穿"	"ʦʰuan1"	""
"2737"	"喘"	"ʦʰuan3"	""
"2738"	"串"	"ʦʰuan5"	""
"2739"	"船"	"ʦʰuan2"	""
"2740"	"説"	"so2"	""
"2741"	"篅"	"suan1"	""
"2742"	"軟"	"zuan3"	""
"2743"	"娟"	"ʨyɛn1"	""
"2744"	"鵑"	"ʨyɛn1"	""
"2745"	"捲"	"ʨyɛn3"	""
"2746"	"眷"	"ʨyɛn5"	""
"2747"	"卷"	"ʨyɛn5"	""
"2748"	"絹"	"ʨyɛn5"	""
"2749"	"圈"	"ʨʰyɛn1"	""
"2750"	"拳"	"ʨʰyɛn2"	""
"2751"	"權"	"ʨʰyɛn2"	""
"2752"	"顴"	"kʰuan1"	""
"2753"	"圈"	"ʨyɛn5"	""
"2754"	"倦"	"ʨyɛn5"	""
"2755"	"儇"	"xuan1"	""
"2756"	"圓"	"yɛn2"	""
"2757"	"員"	"yɛn2"	""
"2758"	"院"	"yɛn5"	""
"2758"	"院"	"uan5"	""
"2759"	"緣"	"yɛn2"	""
"2760"	"沿"	"yɛn2"	""
"2761"	"鉛"	"yɛn2"	""
"2762"	"捐"	"ʨyɛn1"	""
"2763"	"兖"	"iɛn3"	""
"2764"	"悦"	"io2"	""
"2765"	"閲"	"io2"	""
"2766"	"藩"	"fan1"	""
"2767"	"反"	"fan3"	""
"2768"	"返"	"fan3"	""
"2769"	"販"	"fan5"	""
"2770"	"畈"	"fan5"	""
"2771"	"㽹"	"fan5"	""
"2772"	"髮"	"fa2"	""
"2773"	"發"	"fa2"	""
"2774"	"翻"	"fan1"	""
"2775"	"番"	"fan1"	""
"2776"	"嬔"	"fan5"	""
"2777"	"煩"	"fan2"	""
"2778"	"藩"	"fan2"	""
"2779"	"礬"	"fan2"	""
"2780"	"繁"	"fan2"	""
"2781"	"樊"	"fan2"	""
"2782"	"飯"	"fan5"	""
"2782"	"飯"	"mɑŋ1"	"训读"
"2783"	"伐"	"fa2"	""
"2784"	"筏"	"fa2"	""
"2785"	"罰"	"fa2"	""
"2786"	"晚"	"uan3"	""
"2787"	"挽"	"uan3"	""
"2787"	"挽"	"miɛn3"	""
"2788"	"萬"	"uan5"	""
"2789"	"蔓"	"man5"	""
"2790"	"襪"	"ua2"	""
"2791"	"厥"	"ʨye2"	""
"2792"	"憠"	"ʨye2"	""
"2793"	"蕨"	"ʨye2"	""
"2794"	"勸"	"ʨʰyɛn5"	""
"2795"	"券"	"ʨʰyɛn5"	""
"2796"	"掘"	"ʨio2"	""
"2797"	"橛"	"ʨye2"	""
"2798"	"元"	"yɛn2"	""
"2799"	"原"	"yɛn2"	""
"2800"	"源"	"yɛn2"	""
"2801"	"阮"	"yɛn3"	""
"2802"	"願"	"yɛn5"	""
"2803"	"月"	"ye2"	""
"2804"	"喧"	"ɕyɛn1"	""
"2805"	"楦"	"ɕyɛn5"	""
"2806"	"冤"	"yɛn1"	""
"2807"	"鴛"	"yɛn1"	""
"2808"	"宛"	"uan3"	""
"2809"	"惋"	"uan3"	""
"2810"	"䘼"	"uan3"	""
"2811"	"怨"	"yɛn5"	""
"2812"	"苑"	"yɛn5"	""
"2813"	"噦"	"ye2"	""
"2814"	"袁"	"yɛn2"	""
"2815"	"轅"	"yɛn2"	""
"2816"	"園"	"yɛn2"	""
"2817"	"援"	"yɛn2"	""
"2818"	"猿"	"yɛn2"	""
"2819"	"遠"	"yɛn3"	""
"2820"	"越"	"ye2"	""
"2821"	"曰"	"ua2"	""
"2822"	"粵"	"ye2"	""
"2823"	"決"	"ʨye2"	""
