字	IPA	原文	客拼	源	備注		到格拉夫覈校，2024年12月更新		
鐎	tsiau1	tsiao1	ziau1	客法辭典					
驕	kiau1	kiao1	giau1	客法辭典					
鷮	kiau1	kiao1	giau1	客法辭典					
鷦	tsiau2	tsiao2	ziau2	客法辭典					
角	kok7	koc7	gog7	客法辭典					
佼	kau3	kao3	gau3	客法辭典					
狡	kau3	kao3	gau3	客法辭典					
恔	hau5	hao5	hau5	客法辭典					
晈	kau3	kao3	gau3	客法辭典					
皎	kau3	kao3	gau3	客法辭典					
脚	kiok7	kioc7	giog7	客法辭典					
筊	kau3	kao3	gau3	客法辭典	【文】①竹索。②小簫。				
筊	kau5	kao5	gau5	客法辭典	同「筶珓」。占卜用具。打聖～，用筊做占卜。				
湫	tsiu1	tsiou1	ziu1	客法辭典					
絞	kau3	kao3	gau3	客法辭典					
𤶀	kau3	kao3	gau3	客法辭典	同「絞」。～腸肚，內臟絞痛。				
敫	kit7	kit7	gid7	客法辭典					
腳	kiok7	kioc7	giog7	客法辭典					
勦	tsiau3	tsiao3	ziau3	客法辭典					
摷	tsʰau1	ts'ao1	cau1	客法辭典					
僥	hiau1	hiao1	hiau1	客法辭典	①出老千、作假。用～，出老千。②貪求不止。～幸。				
鉸	kau5	kao5	gau5	客法辭典	①鉸鏈。洋葉～，合葉。②剪刀。～剪，剪刀。③轉動。硬～，難轉/談不攏。走～，螺栓壞了/沒用了。				
餃	kau3	kao3	gau3	客法辭典					
撟	kiau3	kiao3	giau3	客法辭典					
劋	tsiau3	tsiao3	ziau3	客法辭典					
儌	hiau1	hiao1	hiau1	客法辭典	貪求不止。～幸。				
敽	kiau3	kiao3	giau3	客法辭典					
徼	kiau1	kiao1	giau1	客法辭典					
曒	kau3	kao3	gau3	客法辭典					
矯	kiau3	kiao3	giau3	客法辭典					
蟜	kiau3	kiao3	giau3	客法辭典					
皦	kiau3	kiao3	giau3	客法辭典					
譑	kiau3	kiao3	giau3	客法辭典					
繳	kiau3	kiao3	giau3	客法辭典					
攪	kau3	kao3	gau3	客法辭典	同「搞」。①弄。②玩。				
攪	kiau3	kiao3	giau3	客法辭典					
叫	kiau5	kiao5	giau5	客法辭典					
呌	kiau5	kiao5	giau5	客法辭典					
挍	kau3	kao3	gau3	客法辭典					
訆	kiau5	kiao5	giau5	客法辭典					
珓	kau5	kao5	gau5	客法辭典	同「筊筶」。				
教	kau1	kao1	gau1	客法辭典					
教	kau5	kao5	gau5	客法辭典					
窖	kau5	kao5	gau5	客法辭典					
較	kau3	kao3	gau3	客法辭典					
酵	kau5	kao5	gau5	客法辭典					
噭	kiau3	kiao3	giau3	客法辭典					
藠	kʰiau1	k'iao1	kiau1	客法辭典					
轎	kʰiau5	k'iao5	kiau5	客法辭典					
醮	tsiau5	tsiao5	ziau5	客法辭典					
皭	tsiok7	tsioc7	ziog7	客法辭典					
釂	tsiau5	tsiao5	ziau5	客法辭典					
皆	kiai1	kiai1	giai1	客法辭典					
接	tsiap7	tsiap7	ziab7	客法辭典					
秸	kʰat7	k'at7	kad7	客法辭典					
痎	koi1	koi1	goi1	客法辭典					
階	kiai1	kiai1	giai1	客法辭典					
堦	kiai1	kiai1	giai1	客法辭典					
揭	iat7	yat7	iad7	客法辭典					
椄	tsiap7	tsiap7	ziab7	客法辭典					
嗟	tsia1	tsia1	zia1	客法辭典					
嗟	tsia2	tsia2	zia2	客法辭典					
街	ke1	ke1	ge1	客法辭典					
街	kai1	kai1	gai1	客法辭典					
街	kiai1	kiai1	giai1	客法辭典					
稭	kʰat7	k'at7	kad7	客法辭典					
嚌	tsi1	tsi1	zi1	客法辭典					
嚌	tsʰi2	ts'i2	ci2	客法辭典					
癤	tsiet7	tsiet7	zied7	客法辭典					
鶛	kiai1	kiai1	giai1	客法辭典					
孑	kiet7	kiet7	gied7	客法辭典					
刦	kiap7	kiap7	giab7	客法辭典					
刧	kiap7	kiap7	giab7	客法辭典					
劫	kiap7	kiap7	giab7	客法辭典					
岊	tsiet7	tsiet7	zied7	客法辭典					
杰	kʰiet8	k'iet8	kied8	客法辭典					
拮	kiet7	kiet7	gied7	客法辭典					
狤	kit7	kit7	gid7	客法辭典					
桀	kʰiet8	k'iet8	kied8	客法辭典					
訐	kiet7	kiet7	gied7	客法辭典					
捷	tsʰiap8	ts'iap8	ciab8	客法辭典					
袺	kiet7	kiet7	gied7	客法辭典					
婕	tsʰiap8	ts'iap8	ciab8	客法辭典					
絜	kiet7	kiet7	gied7	客法辭典					
傑	kʰiet8	k'iet8	kied8	客法辭典					
結	kiet7	kiet7	gied7	客法辭典					
結	ket7	ket7	ged7	客法辭典					
結	kat7	kat7	gad7	客法辭典	【重定向】固定語素。無～煞，沒辦法。				
楬	kiet7	kiet7	gied7	客法辭典					
睫	tsʰiap8	ts'iap8	ciab8	客法辭典					
節	tsiet7	tsiet7	zied7	客法辭典					
詰	kiet7	kiet7	gied7	客法辭典					
截	tsʰiet7	ts'iet7	cied7	客法辭典					
榤	kʰiet8	k'iet8	kied8	客法辭典					
碣	kiet7	kiet7	gied7	客法辭典					
竭	kʰiet8	k'iet8	kied8	客法辭典					
踕	tiak7	tiac7	diag7	客法辭典					
踕	tsʰiak7	ts'iac7	ciag7	客法辭典					
羯	kiet7	kiet7	gied7	客法辭典					
潔	kiet7	kiet7	gied7	客法辭典					
擳	tsiet8	tsiet8	zied8	客法辭典					
姐	tse1	tse1	ze1	客法辭典					
姐	tsia3	tsia3	zia3	客法辭典					
姐	tsʰia1	ts'ia1	cia1	客法辭典					
解	kʰe3	k'e3	ke3	客法辭典	解開。				
解	kiai3	kiai3	giai3	客法辭典					
解	kiai5	kiai5	giai5	客法辭典					
介	kiai5	kiai5	giai5	客法辭典					
戒	kiai5	kiai5	giai5	客法辭典					
芥	kʰe5	k'e5	ke5	客法辭典					
芥	kiai5	kiai5	giai5	客法辭典					
芥	kai5	kai5	gai5	客法辭典					
玠	kiai5	kiai5	giai5	客法辭典					
屆	kiai5	kiai5	giai5	客法辭典					
砎	kiai5	kiai5	giai5	客法辭典					
界	kiai5	kiai5	giai5	客法辭典					
畍	kiai5	kiai5	giai5	客法辭典					
疥	kiai5	kiai5	giai5	客法辭典					
蚧	kiai5	kiai5	giai5	客法辭典					
蚧	kʰe3	k'e3	ke3	客法辭典					
借	tsia5	tsia5	zia5	客法辭典					
悈	kiai5	kiai5	giai5	客法辭典					
堺	kiai5	kiai5	giai5	客法辭典					
犗	kiai5	kiai5	giai5	客法辭典					
誡	kiai5	kiai5	giai5	客法辭典					
魪	kiai5	kiai5	giai5	客法辭典					
曁	kʰoi3	k'oi3	koi3	客法辭典					
巾	kin1	kin1	gin1	客法辭典					
斤	kin1	kin1	gin1	客法辭典					
今	kin1	kin1	gin1	客法辭典					
金	kim1	kim1	gim1	客法辭典					
津	tsin1	tsin1	zin1	客法辭典					
衿	kʰim1	k'im1	kim1	客法辭典					
矜	kʰim1	k'im1	kim1	客法辭典					
紟	kʰim1	k'im1	kim1	客法辭典					
筋	kin1	kin1	gin1	客法辭典					
襟	kʰim1	k'im1	kim1	客法辭典					
卺	kiun3	kioun3	giun3	客法辭典					
堇	kiun3	kioun3	giun3	客法辭典					
菫	kiun3	kioun3	giun3	客法辭典					
僅	kiun3	kioun3	giun3	客法辭典					
蓳	kiun3	kioun3	giun3	客法辭典					
緊	kin3	kin3	gin3	客法辭典					
儘	tsin3	tsin3	zin3	客法辭典					
錦	kim3	kim3	gim3	客法辭典					
謹	kiun3	kioun3	giun3	客法辭典					
饉	kiun3	kioun3	giun3	客法辭典					
劤	kin5	kin5	gin5	客法辭典					
近	kʰiun1	k'ioun1	kiun1	客法辭典					
近	kʰiun3	k'ioun3	kiun3	客法辭典					
妗	kʰim1	k'im1	kim1	客法辭典					
勁	kin5	kin5	gin5	客法辭典					
晋	tsin5	tsin5	zin5	客法辭典					
晉	tsin5	tsin5	zin5	客法辭典					
浸	tsim5	tsim5	zim5	客法辭典					
進	tsin5	tsin5	zin5	客法辭典					
搢	tsin5	tsin5	zin5	客法辭典					
靳	kiun3	kioun3	giun3	客法辭典					
禁	kim5	kim5	gim5	客法辭典					
寖	tsim5	tsim5	zim5	客法辭典					
瑨	tsin5	tsin5	zin5	客法辭典					
墐	kiun3	kioun3	giun3	客法辭典					
盡	tsiaŋ5	tseang5	ziang5	客法辭典					
盡	tsʰin5	ts'in5	cin5	客法辭典					
殣	kiun3	kioun3	giun3	客法辭典					
凚	kim5	kim5	gim5	客法辭典					
噤	kim5	kim5	gim5	客法辭典					
縉	tsin5	tsin5	zin5	客法辭典					
藎	tsin5	tsin5	zin5	客法辭典					
濜	tsʰin5	ts'in5	cin5	客法辭典					
璶	tsin5	tsin5	zin5	客法辭典					
覲	kiun3	kioun3	giun3	客法辭典					
燼	tsin5	tsin5	zin5	客法辭典					
贐	tsin5	tsin5	zin5	客法辭典					
巠	kin1	kin1	gin1	客法辭典					
京	kin1	kin1	gin1	客法辭典					
荊	kin1	kin1	gin1	客法辭典					
莖	kin1	kin1	gin1	客法辭典					
莖	kuaŋ1	kouang1	guang1	客法辭典					
莖	kuaŋ3	kouang3	guang3	客法辭典					
涇	kin1	kin1	gin1	客法辭典					
菁	tsiaŋ1	tseang1	ziang1	客法辭典					
旌	tsin1	tsin1	zin1	客法辭典					
晶	tsin1	tsin1	zin1	客法辭典					
腈	tsiaŋ1	tseang1	ziang1	客法辭典					
經	kaŋ1	kang1	gang1	客法辭典	紡織。～布。蠶子～絲。				
經	ken1	ken1	gen1	客法辭典	經過。～手。				
經	kin1	kin1	gin1	客法辭典	①經過。②經營。③經歷。④縱線。⑤正常。⑥月經。				
精	tsin1	tsin1	zin1	客法辭典					
鯨	kin1	kin1	gin1	客法辭典					
麖	kiaŋ1	keang1	giang1	客法辭典					
驚	kiaŋ1	keang1	giang1	客法辭典					
井	tsiaŋ3	tseang3	ziang3	客法辭典					
阱	tsiaŋ3	tseang3	ziang3	客法辭典					
坓	hin2	hin2	hin2	客法辭典					
剄	kin5	kin5	gin5	客法辭典					
穽	tsiaŋ3	tseang3	ziang3	客法辭典					
景	kin3	kin3	gin3	客法辭典					
儆	kin3	kin3	gin3	客法辭典					
璄	kin3	kin3	gin3	客法辭典					
憬	kin3	kin3	gin3	客法辭典					
璟	kin3	kin3	gin3	客法辭典					
頸	kiaŋ3	keang3	giang3	客法辭典					
警	kin3	kin3	gin3	客法辭典					
俓	kaŋ5	kang5	gang5	客法辭典					
陘	hin2	hin2	hin2	客法辭典					
逕	kaŋ3	kang3	gang3	客法辭典					
逕	kaŋ5	kang5	gang5	客法辭典	絆、撞。～人，絆人。～倒一身水，撞得一身都是水。狗～索，同時收到多個邀請。～倒狐狸臊，狐狸臊味撲鼻而來。				
逕	kʰaŋ5	k'ang5	kang5	客法辭典	鉤。～刀腳疤皮，鉤到腳的結痂。～鼻屎，摳鼻屎。				
倞	lioŋ5	leong5	liong5	客法辭典					
徑	kaŋ5	kang5	gang5	客法辭典					
凈	tsʰiaŋ5	ts'eang5	ciang5	客法辭典					
脛	kin1	kin1	gin1	客法辭典					
脛	kʰin1	k'in1	kin1	客法辭典					
竟	kin3	kin3	gin3	客法辭典					
竟	kin5	kin5	gin5	客法辭典					
竫	tsʰin5	ts'in5	cin5	客法辭典					
淨	tsʰiaŋ5	ts'eang5	ciang5	客法辭典					
婧	tsʰiaŋ5	ts'eang5	ciang5	客法辭典					
敬	kin5	kin5	gin5	客法辭典					
靖	tsʰin5	ts'in5	cin5	客法辭典					
境	kin5	kin5	gin5	客法辭典					
獍	kin5	kin5	gin5	客法辭典					
靜	tsʰin5	ts'in5	cin5	客法辭典					
鏡	kiaŋ5	keang5	giang5	客法辭典					
競	kʰin5	k'in5	kin5	客法辭典					
競	kʰin1	k'in1	kin1	客法辭典					
竸	kʰin5	k'in5	kin5	客法辭典					
坰	kuen3	kouen3	guen3	客法辭典					
扃	kuen1	kouen1	guen1	客法辭典					
扄	ʃoŋ3	chong3	shong3	客法辭典					
迥	kuen3	kouen3	guen3	客法辭典					
泂	kuen3	kouen3	guen3	客法辭典					
侰	kʰiun2	k'ioun2	kiun2	客法辭典					
侰	kʰiuŋ2	k'ioung2	kiung2	客法辭典					
逈	kuen3	kouen3	guen3	客法辭典					
炯	kuen3	kouen3	guen3	客法辭典					
窘	kʰiun2	k'ioun2	kiun2	客法辭典					
窘	kʰiuŋ2	k'ioung2	kiung2	客法辭典					
僒	kʰiun2	k'ioun2	kiun2	客法辭典					
僒	kʰiuŋ2	k'ioung2	kiung2	客法辭典					
究	kiu5	kiou5	giu5	客法辭典					
糺	kiu5	kiou5	giu5	客法辭典					
糾	kiu5	kiou5	giu5	客法辭典					
赳	kiu5	kiou5	giu5	客法辭典					
揪	tsiu1	tsiou1	ziu1	客法辭典					
揪	tsiu3	tsiou3	ziu3	客法辭典					
揂	tsiu3	tsiou3	ziu3	客法辭典					
啾	tsiu1	tsiou1	ziu1	客法辭典					
揫	tsiu3	tsiou3	ziu3	客法辭典					
鳩	keu1	keou1	geu1	客法辭典					
摎	keu1	keou1	geu1	客法辭典					
樛	keu1	keou1	geu1	客法辭典					
鬮	kʰeu1	k'eou1	keu1	客法辭典					
鬮	keu1	keou1	geu1	客法辭典					
九	kiu3	kiou3	giu3	客法辭典					
久	kiu3	kiou3	giu3	客法辭典					
玖	kiu3	kiou3	giu3	客法辭典					
灸	kiu5	kiou5	giu5	客法辭典					
韭	kiu3	kiou3	giu3	客法辭典					
酒	tsiu3	tsiou3	ziu3	客法辭典					
韮	kiu3	kiou3	giu3	客法辭典					
臼	kʰiu1	k'iou1	kiu1	客法辭典					
咎	kiu5	kiou5	giu5	客法辭典					
疚	kiu5	kiou5	giu5	客法辭典					
柩	kiu5	kiou5	giu5	客法辭典					
桕	kʰiu1	k'iou1	kiu1	客法辭典					
倃	kiu5	kiou5	giu5	客法辭典					
救	kiu5	kiou5	giu5	客法辭典					
就	tsʰiu5	ts'iou5	ciu5	客法辭典					
廐	kiu5	kiou5	giu5	客法辭典					
舅	kʰiu1	k'iou1	kiu1	客法辭典					
僦	tsʰiu5	ts'iou5	ciu5	客法辭典					
廏	kiu5	kiou5	giu5	客法辭典					
舊	kʰiu3	k'iou3	kiu3	客法辭典					
鷲	tsʰiu5	ts'iou5	ciu5	客法辭典					
拘	ki1	ki1	gi1	客法辭典					
苴	tsɿ1	tze1	zii1	客法辭典					
狙	tsɿ1	tze1	zii1	客法辭典					
匊	kʰiuk7	k'iouc7	kiug7	客法辭典					
居	ki1	ki1	gi1	客法辭典					
捄	ki1	ki1	gi1	客法辭典					
捄	kiu2	kiou2	giu2	客法辭典					
罝	tsia1	tsia1	zia1	客法辭典					
疽	tsɿ1	tze1	zii1	客法辭典					
痀	kʰi1	k'i1	ki1	客法辭典					
掬	kʰiuk7	k'iouc7	kiug7	客法辭典					
梮	kʰiuk8	k'iouc8	kiug8	客法辭典					
娵	tseu1	tseou1	zeu1	客法辭典					
趄	tsɿ1	tze1	zii1	客法辭典					
椐	ki1	ki1	gi1	客法辭典					
跔	ki1	ki1	gi1	客法辭典					
雎	tsɿ1	tze1	zii1	客法辭典					
裾	ki1	ki1	gi1	客法辭典					
駒	ki1	ki1	gi1	客法辭典					
踘	kʰiuk7	k'iouc7	kiug7	客法辭典					
諊	kʰiuk7	k'iouc7	kiug7	客法辭典					
鞠	kʰiuk7	k'iouc7	kiug7	客法辭典					
鶋	ki1	ki1	gi1	客法辭典					
局	kʰiuk8	k'iouc8	kiug8	客法辭典					
侷	kʰiuk8	k'iouc8	kiug8	客法辭典					
桔	kit7	kit7	gid7	客法辭典					
菊	kʰiuk7	k'iouc7	kiug7	客法辭典					
毱	kʰiuk7	k'iouc7	kiug7	客法辭典					
跼	kʰiuk8	k'iouc8	kiug8	客法辭典					
躹	kʰiuk7	k'iouc7	kiug7	客法辭典					
鋦	kʰiuk8	k'iouc8	kiug8	客法辭典					
橘	kit7	kit7	gid7	客法辭典					
鵴	kʰiuk7	k'iouc7	kiug7	客法辭典					
沮	tsɿ5	tze5	zii5	客法辭典					
矩	ki3	ki3	gi3	客法辭典					
筥	ki3	ki3	gi3	客法辭典					
踽	ki3	ki3	gi3	客法辭典					
舉	ki3	ki3	gi3	客法辭典					
齟	tsɿ1	tze1	zii1	客法辭典					
巨	kʰi3	k'i3	ki3	客法辭典					
句	ki5	ki5	gi5	客法辭典					
拒	ki3	ki3	gi3	客法辭典					
具	kʰi3	k'i3	ki3	客法辭典					
炬	ki3	ki3	gi3	客法辭典					
怚	tsɿ1	tze1	zii1	客法辭典					
秬	kʰi3	k'i3	ki3	客法辭典					
俱	ki1	ki1	gi1	客法辭典					
倨	ki3	ki3	gi3	客法辭典					
冣	tsʰi5	ts'i5	ci5	客法辭典					
埧	kʰi3	k'i3	ki3	客法辭典					
埾	tsʰi5	ts'i5	ci5	客法辭典					
距	kʰi3	k'i3	ki3	客法辭典					
詎	kʰi3	k'i3	ki3	客法辭典					
惧	kʰi3	k'i3	ki3	客法辭典					
跙	tsɿ1	tze1	zii1	客法辭典					
鉅	kʰi3	k'i3	ki3	客法辭典					
駏	kʰi3	k'i3	ki3	客法辭典					
聚	tsʰi5	ts'i5	ci5	客法辭典					
愳	kʰi3	k'i3	ki3	客法辭典					
寠	kʰi3	k'i3	ki3	客法辭典					
劇	kʰiak7	k'iac7	kiag7	客法辭典					
㓤	kʰiak7	k'iac7	kiag7	客法辭典	【替字】生氣。～氣走，悻悻地離開。				
據	ki3	ki3	gi3	客法辭典					
遽	ki3	ki3	gi3	客法辭典					
鋸	ki5	ki5	gi5	客法辭典					
懅	ki3	ki3	gi3	客法辭典					
窶	kʰi3	k'i3	ki3	客法辭典					
颶	ki5	ki5	gi5	客法辭典					
懼	kʰi3	k'i3	ki3	客法辭典					
捐	kian1	kian1	gian1	客法辭典					
涓	kian1	kian1	gian1	客法辭典					
娟	kian1	kian1	gian1	客法辭典					
脧	tsun1	tsoun1	zun1	客法辭典					
鋑	tsun1	tsoun1	zun1	客法辭典					
鞙	kian1	kian1	gian1	客法辭典					
鵑	kian1	kian1	gian1	客法辭典					
鐫	tsun1	tsoun1	zun1	客法辭典					
蠲	kian1	kian1	gian1	客法辭典					
卷	kʰian3	k'ian3	kian3	客法辭典					
巻	kʰian2	k'ian2	kian2	客法辭典					
埍	kian3	kian3	gian3	客法辭典					
捲	kian3	kian3	gian3	客法辭典					
捲	kʰian2	k'ian2	kian2	客法辭典					
菤	kian3	kian3	gian3	客法辭典					
劵	kʰian3	k'ian3	kian3	客法辭典					
帣	kʰian5	k'ian5	kian5	客法辭典					
弮	kʰian1	k'ian1	kian1	客法辭典					
隽	tsun5	tsoun5	zun5	客法辭典					
倦	kʰian3	k'ian3	kian3	客法辭典					
狷	kian5	kian5	gian5	客法辭典					
悁	kian1	kian1	gian1	客法辭典					
眷	kian5	kian5	gian5	客法辭典					
睊	kian1	kian1	gian1	客法辭典					
罥	kian1	kian1	gian1	客法辭典					
雋	tsun5	tsoun5	zun5	客法辭典					
睠	kian5	kian5	gian5	客法辭典					
絹	kian5	kian5	gian5	客法辭典					
慻	kian5	kian5	gian5	客法辭典					
羂	kian1	kian1	gian1	客法辭典					
撅	kʰiet7	k'iet7	kied7	客法辭典					
屩	kiok7	kioc7	giog7	客法辭典					
亅	kʰiet7	k'iet7	kied7	客法辭典					
决	kiet7	kiet7	gied7	客法辭典					
抉	kiet7	kiet7	gied7	客法辭典					
決	kiet7	kiet7	gied7	客法辭典					
泬	hiet8	hiet8	hied8	客法辭典					
捔	kok7	koc7	gog7	客法辭典					
倔	kʰiut7	k'iout7	kiud7	客法辭典					
掘	kʰiut7	k'iout7	kiud7	客法辭典					
掘	kʰut8	k'out8	kud8	客法辭典					
桷	kok7	koc7	gog7	客法辭典					
崛	kʰiut7	k'iout7	kiud7	客法辭典					
崛	kʰut7	k'out7	kud7	客法辭典					
觖	kiet7	kiet7	gied7	客法辭典					
訣	kiet7	kiet7	gied7	客法辭典					
厥	kʰiet7	k'iet7	kied7	客法辭典					
絕	tsʰiet8	ts'iet8	cied8	客法辭典					
劂	kʰiet7	k'iet7	kied7	客法辭典					
蕨	kiet7	kiet7	gied7	客法辭典					
蕝	tsʰiet8	ts'iet8	cied8	客法辭典					
獗	kʰiet7	k'iet7	kied7	客法辭典					
憰	kiet7	kiet7	gied7	客法辭典					
鴂	kiet7	kiet7	gied7	客法辭典					
爵	tsiok7	tsioc7	ziog7	客法辭典					
蹶	kʰiet7	k'iet7	kied7	客法辭典					
矍	kʰiok7	k'ioc7	kiog7	客法辭典					
嚼	tsʰiau5	ts'iao5	ciau5	客法辭典					
覺	kau5	kao5	gau5	客法辭典					
覺	kok7	koc7	gog7	客法辭典					
爝	tsiok7	tsioc7	ziog7	客法辭典					
攫	kʰiok7	k'ioc7	kiog7	客法辭典					
玃	kʰiok7	k'ioc7	kiog7	客法辭典					
戄	kʰiok7	k'ioc7	kiog7	客法辭典					
躩	kʰiok7	k'ioc7	kiog7	客法辭典					
钁	kʰiok7	k'ioc7	kiog7	客法辭典					
均	kiun1	kioun1	giun1	客法辭典					
君	kiun1	kioun1	giun1	客法辭典					
軍	kiun1	kioun1	giun1	客法辭典					
袀	kiun1	kioun1	giun1	客法辭典					
莙	kʰiun2	k'ioun2	kiun2	客法辭典					
菌	kʰiun2	k'ioun2	kiun2	客法辭典					
鈞	kiun1	kioun1	giun1	客法辭典					
銁	kiun1	kioun1	giun1	客法辭典					
皸	kiun1	kioun1	giun1	客法辭典					
麇	kʰiun2	k'ioun2	kiun2	客法辭典					
麕	kʰiun2	k'ioun2	kiun2	客法辭典					
俊	tsun5	tsoun5	zun5	客法辭典					
郡	kʰiun3	k'ioun3	kiun3	客法辭典					
峻	tsun5	tsoun5	zun5	客法辭典					
浚	tsun5	tsoun5	zun5	客法辭典					
焌	tsun5	tsoun5	zun5	客法辭典					
棞	kʰun5	k'oun5	kun5	客法辭典					
畯	tsun5	tsoun5	zun5	客法辭典					
竣	tsun5	tsoun5	zun5	客法辭典					
箘	kʰiun2	k'ioun2	kiun2	客法辭典					
儁	tsun5	tsoun5	zun5	客法辭典					
餕	tsun5	tsoun5	zun5	客法辭典					
懏	tsun5	tsoun5	zun5	客法辭典					
駿	tsun5	tsoun5	zun5	客法辭典					
喀	kʰak7	k'ac7	kag7	客法辭典					
衉	kʰak7	k'ac7	kag7	客法辭典					
䶗	kʰa1	k'a1	ka1	客法辭典	【替字】本字可能是「訶」。嚴厲責備、恐嚇。～kʰau5人，嚴厲的話責備人。～了佢，恐嚇了他。咹樣話正～得佢倒，這樣說才能讓他理解。				
䶗	kʰat7	k'at7	kad7	客法辭典	①【替字】～人，侮辱、謾罵人。②【替字】lat7 lat7～～，崎嶇不平。				
卡	kʰa2	k'a2	ka2	客法辭典					
揩	kiai1	kiai1	giai1	客法辭典					
開	hoi1	hoi1	hoi1	客法辭典					
開	kʰoi1	k'oi1	koi1	客法辭典					
剴	kʰoi3	k'oi3	koi3	客法辭典					
凱	kʰoi3	k'oi3	koi3	客法辭典					
慨	kʰoi3	k'oi3	koi3	客法辭典					
塏	kʰoi3	k'oi3	koi3	客法辭典					
楷	kiai1	kiai1	giai1	客法辭典					
愷	kʰoi3	k'oi3	koi3	客法辭典					
闓	kʰoi3	k'oi3	koi3	客法辭典					
鎧	kʰoi3	k'oi3	koi3	客法辭典					
颽	kʰoi3	k'oi3	koi3	客法辭典					
嘅	kʰoi3	k'oi3	koi3	客法辭典					
刊	kʰan1	k'an1	kan1	客法辭典					
栞	kʰan3	k'an3	kan3	客法辭典					
勘	kʰam1	k'am1	kam1	客法辭典	商量、考慮。～正來，商量好。～裁/～酌，商量、考慮。				
勘	kʰam5	k'am5	kam5	客法辭典					
堪	kʰam1	k'am1	kam1	客法辭典					
嵁	kʰam1	k'am1	kam1	客法辭典					
戡	kʰam1	k'am1	kam1	客法辭典					
龕	kʰam1	k'am1	kam1	客法辭典					
坎	kʰam5	k'am5	kam5	客法辭典	①土埂子、小堤。田～，田堤。②坑。灰～，熄滅石灰的坑。③【替字】象聲詞。～～振，咔咔震動。				
侃	kʰan3	k'an3	kan3	客法辭典					
砍	kʰam3	k'am3	kam3	客法辭典					
欿	kʰam1	k'am1	kam1	客法辭典					
歁	kʰam3	k'am3	kam3	客法辭典					
檻	kam5	kam5	gam5	客法辭典					
檻	lam3	lam3	lam3	客法辭典					
轗	kʰam3	k'am3	kam3	客法辭典					
看	kʰon5	k'on5	kon5	客法辭典					
衎	kʰan3	k'an3	kan3	客法辭典					
墈	kʰiam1	k'iam1	kiam1	客法辭典					
瞰	kʰam3	k'am3	kam3	客法辭典					
矙	kʰam3	k'am3	kam3	客法辭典					
康	kʰoŋ1	k'ong1	kong1	客法辭典					
慷	kʰoŋ3	k'ong3	kong3	客法辭典					
穅	kʰoŋ1	k'ong1	kong1	客法辭典					
糠	hoŋ1	hong1	hong1	客法辭典					
扛	koŋ1	kong1	gong1	客法辭典					
亢	kʰoŋ1	k'ong1	kong1	客法辭典					
匟	kʰoŋ5	k'ong5	kong5	客法辭典					
伉	kʰoŋ5	k'ong5	kong5	客法辭典					
抗	kʰoŋ5	k'ong5	kong5	客法辭典					
囥	kʰoŋ5	k'ong5	kong5	客法辭典					
犺	kʰoŋ3	k'ong3	kong3	客法辭典					
忼	hoŋ2	hong2	hong2	客法辭典	【替字】吼。狗～人。				
忼	kʰoŋ3	k'ong3	kong3	客法辭典					
炕	kʰoŋ5	k'ong5	kong5	客法辭典					
砊	kʰoŋ5	k'ong5	kong5	客法辭典					
閌	kʰoŋ5	k'ong5	kong5	客法辭典					
尻	kʰau1	k'ao1	kau1	客法辭典					
嵪	kʰiau1	k'iao1	kiau1	客法辭典					
丂	kʰau3	k'ao3	kau3	客法辭典					
考	kʰau3	k'ao3	kau3	客法辭典					
攷	kʰau3	k'ao3	kau3	客法辭典					
拷	kʰau5	k'ao5	kau5	客法辭典					
拷	kʰau3	k'ao3	kau3	客法辭典					
栲	kʰau3	k'ao3	kau3	客法辭典					
烤	kʰau3	k'ao3	kau3	客法辭典					
犒	kʰau5	k'ao5	kau5	客法辭典					
靠	kʰau5	k'ao5	kau5	客法辭典					
苛	ho2	ho2	ho2	客法辭典					
珂	kʰo1	k'o1	ko1	客法辭典					
柯	kʰo1	k'o1	ko1	客法辭典					
科	kʰo1	k'o1	ko1	客法辭典					
牁	ko1	ko1	go1	客法辭典					
疴	kʰo1	k'o1	ko1	客法辭典					
棵	kʰo3	k'o3	ko3	客法辭典					
軻	kʰo2	k'o2	ko2	客法辭典					
搕	kʰap8	k'ap8	kab8	客法辭典					
嗑	hap8	hap8	hab8	客法辭典					
窠	kʰo1	k'o1	ko1	客法辭典					
