汉字	注释	隆回荷香桥	隆回六都寨	隆回七江	隆回司门前	隆回金石桥	隆回小沙江	隆回西洋江	隆回横板桥	隆回岩口	隆回罗洪	隆回高坪	洞口石江	洞口江口	洞口长塘	洞口山门	洞口高沙	洞口花园	绥宁金屋塘	绥宁梅坪	绥宁黄土矿	绥宁唐家坊	绥宁瓦屋塘
披		pʰi33	pʰi33	pʰi33	pʰi33	pʰi33	pʰi33	pʰi55	pʰi55	pʰi33	pʰi33	pʰi33	pʰi55	pʰi55	pʰi55	ɸi55	pʰi55	pʰi55	pʰi55	pʰi55	pʰi33	pʰi33	pʰi33
譬		pʰi45	pʰi55	pʰi55	pʰi55	pʰi55	pʰi55	pʰi55	pʰi55	pʰi55	pʰi55	pʰi55	pʰi55	pʰi55	pʰi55	ɸi55	pʰi24	pʰi35	pʰi55	pʰi55	pʰi33	pʰi55	pʰi35
皮		pʰi13	pʰi13	pʰi13	pʰi13	pʰi13	pʰi13	pʰi13	pʰi13	pʰi13	pʰi13	pʰi13	pʰi13	pʰi13	pʰi13	ɸi13	pʰi13	pʰi13	pʰi13	pʰi13	pʰi55	pʰi13	pʰi13
被		pʰi312	pʰi312	pʰi312	pʰi312	pʰi312	pʰi312	pʰi312	pʰi312	pʰi33	pʰi312	pʰi312	pʰi312	pʰi312	pʰi312	ɸi312	pʰi312	pʰi312	pʰi312	pʰi312	pʰi312	pʰi312	pʰi312
避		pʰi55	pʰi55	pʰi55	pʰi55	pʰi55	pʰi55	pʰi55	pʰi55	pʰi55	pʰi55	pʰi55	pʰi55	pʰi55	pʰi55	ɸi55	pʰi55	pʰi55	pʰi55	pʰi55	pʰi33	pʰi55	pʰi33
离		li13	li13	li13	li13	li13	li13	li13	li13	li13	li13	li13	li13	li13	li13	li13	li13	li13	xue55	xue55	li55	li13	li13
雌		tsʰɿ33	tsʰɿ312	tsʰɿ312	tsʰɿ55	tsʰɿ55	tsʰɿ55	tsʰɿ312	tsʰɿ312	tsʰɿ312	tsʰɿ13	tsʰɿ13	tsʰɿ312	tsʰɿ312	tsʰɿ312	tsʰɿ312	tsʰɿ55	tsʰɿ312	tsʰɿ312	tsʰɿ312	tsʰɿ312	tsʰɿ312	tsʰɿ312
此		tsʰɿ312	tsʰɿ312	tsʰɿ312	tsʰɿ312	tsʰɿ312	tsʰɿ312	tsʰɿ312	tsʰɿ312	tsʰɿ312	tsʰɿ312	tsʰɿ312	tsʰɿ312	tsʰɿ312	tsʰɿ312	tsʰɿ312	tsʰɿ312	tsʰɿ312	tsʰɿ312	tsʰɿ312	tsʰɿ312	tsʰɿ312	tsʰɿ312
撕		sɿ33	sɿ33	sɿ33	sɿ33	sɿ33	sɿ33	sɿ55	sɿ55	sɿ33	sɿ33	sɿ33	sɿ55	sɿ55	sɿ55	sɿ55	sɿ55	sɿ55	sɿ55	sɿ55	sɿ33	sɿ33	sɿ33
赐		tsʰɿ45	sɿ55	tsʰɿ55	tsʰɿ55	tsʰɿ55	tsʰɿ55	tsʰɿ45	tsʰɿ45	tsʰɿ55	tsʰɿ55	tsʰɿ55	tsʰɿ24	tsʰɿ24	tsʰɿ24	tsʰɿ45	tsʰɿ24	tsʰɿ35	tsʰɿ24	tsʰɿ24	tsʰɿ35	tsʰɿ55	tsʰɿ35
知		tɕi33	tɕi33	tɕi33	tɕi33	tɕi33	tɕi33	tɕʅ55	tɕʅ55	tɕi33	tsɿ33	tɕi33	tɕʅ55	tɕʅ55	tɕʅ55	tɕɛ55	tɕʅ55	tɕʅ55	tɕʅ55	tɕʅ55	tɕi33	tɕi33	tɕi33
智		tɕi45	tɕi45	tɕi45	tɕi45	tɕi45	tɕi55	tɕʅ45	tɕʅ45	tɕi55	tsɿ55	tɕi55	tɕʅ24	tɕʅ24	tɕʅ24	tɕɛ45	tɕʅ24	tɕʅ35	tɕʅ24	tɕʅ24	tsɿ35	tɕi55	tɕi35
池		tsʰɿ13	tɕʰi13	tɕʰi13	tɕʰi13	tɕʰi13	tsʰɿ13	tɕʰʅ13	tɕʰʅ13	tsʰɿ13	tsʰɿ13	tsʰɿ13	tɕʰʅ13	tsʰɿ13	tɕʰʅ13	tsʰɿ13	tɕʰʅ13	tɕʰʅ13	tsʰɿ13	tsʰɿ13	tsʰɿ55	tsʰɿ13	tsʰɿ13
栀		tsʰɿ	tɕi33	tɕi33	tɕi33	tɕi33	tɕi33	tɕʅ55	tɕʅ55	tsɿ55	tsʰɿ	tsʰɿ	tɕʅ55	tɕʅ55	tɕʅ55	tɕi45	tɕʅ55	tɕʅ55	tɕʅ55	tɕʅ55	tɕi33	tsɿ33	tsɿ33
纸		tsɿ312	tsɿ312	tsɿ312	tsɿ312	tsɿ312	tsɿ312	tsɿ312	tsɿ312	tsɿ312	tsɿ312	tsɿ312	tsɿ312	tsɿ312	tsɿ312	tsɿ312	tsɿ312	tsɿ312	tsɿ312	tsɿ312	tsɿ312	tsɿ312	tsɿ312
眵		tsʰɿ33	tsʰɿ33	tsʰɿ33	tsʰɿ33	tsʰɿ33	tsʰɿ33	tsʰɿ55	tsʰɿ55	tsʰɿ33	tsʰɿ33	tsʰɿ33	tsʰɿ55	tsʰɿ55	tsʰɿ55	tsʰɿ55	tsʰɿ55	tsʰɿ55	tsʰɿ55	tsʰɿ55	tsʰɿ33	tsʰɿ33	tsʰɿ33
侈		tsʰɿ312	tsʰɿ312	tsʰɿ312	tsʰɿ312	tsʰɿ312	tsʰɿ312	tsʰɿ312	tsʰɿ312	tsʰɿ312	tsʰɿ312	tsʰɿ312	tsʰɿ312	tsʰɿ312	tsʰɿ312	tsʰɿ312	tsʰɿ312	tsʰɿ312	tsʰɿ312	tsʰɿ312	tsʰɿ312	tsʰɿ312	tsʰɿ312
施		sɿ33	sɿ33	sɿ33	sɿ33	sɿ33	sɿ33	sɿ55	sɿ55	sɿ33	sɿ33	sɿ33	sɿ55	sɿ55	sɿ55	sɿ55	sɿ55	sɿ55	sɿ55	sɿ55	sɿ33	sɿ33	sɿ33
翅		sɿ45	tsɿ55	tsɿ55	tsɿ55	tsɿ55	tsɿ55	tsɿ45	tsɿ45	tsʰɿ55	sɿ55	tsɿ55	tsɿ24	tsɿ24	tsɿ24	tsɿ45	tsɿ24	tsɿ35	tsɿ24	tsɿ24	tsɿ35	tsɿ55	tsɿ35
匙		sɿ33	sɿ33	sɿ33	sɿ33	sɿ33	sɿ33	sɿ55	sɿ55	sɿ55	sɿ33	sɿ13	sɿ55	sɿ55	sɿ55	sɿ55	sɿ55	sɿ55	sɿ55	sɿ55	tsɿ33	sɿ33	sɿ33
是		tsʰe312	tsʰe312	tsʰe312	tsʰe312	tsʰe312	sɿ55	sɿ312	sɿ312	sɿ55	sɿ312	sɿ55	sɿ55	sɿ55	sɿ55	sɿ55	sɿ55	tɕʰʅ312	sɿ312	sɿ312	sɿ312	tsʰɿ312	tsʰɿ312
氏		sɿ55	sɿ55	sɿ55	sɿ55	sɿ55	sɿ55	sɿ55	sɿ55	sɿ55	sɿ55	sɿ55	sɿ55	sɿ55	sɿ55	sɿ55	sɿ55	sɿ55	sɿ55	sɿ55	sɿ33	sɿ55	sɿ33
豉		sɿ55	sɿ55	sɿ55	sɿ55	sɿ55	sɿ55	sɿ55	sɿ55	sɿ33	sɿ55	sɿ55	sɿ55	sɿ55	sɿ55	sɿ55	sɿ55	sɿ55	sɿ55	sɿ55	ɕi33	sɿ55	sɿ33
儿		e13	e13	e13	e13	e13	e13	iɛ13	e13	e13	e13	e13	e13	a13	a13	e13	e13	æ13	a13	a13	ɤ55	ø13	ɤ13
尔		e312	e312	e312	e312	e312	e312	iɛ312	e312	e312	e312	e312	ə312	a312	a312	e312	e312	æ312	a312	a312	ɤ312	ø312	ɤ312
寄		tɕi45	tɕi55	tɕi55	tɕi55	tɕi55	tɕi55	tɕi45	tɕi45	tɕi55	tɕi55	tɕi55	tɕi24	tɕʅ24	tɕʅ24	tɕi45	tɕʅ24	tɕʅ35	tɕʅ24	tɕʅ24	tɕy35	tɕi55	tɕi35
企		tɕʰi45	tɕʰi312	tɕʰi45	tɕʰi55	tɕʰi55	tɕʰi312	tɕʰi45	tɕʰi45	tɕʰi312	tɕʰi13	tɕʰi45	tɕʰi45	tɕʰʅ45	tɕʰʅ45	tɕʰi45	tɕʰʅ312	tɕʰʅ312	tɕʰʅ312	tɕʰʅ312	tɕʰy312	tɕʰi312	tɕʰi312
骑		tɕʰi13	tɕʰi13	tɕʰi13	tɕʰi13	tɕʰi13	tɕʰi13	tɕʰi13	tɕʰi13	tɕʰi13	tɕʰi13	tɕʰi13	tɕʰi13	tɕʰʅ13	tɕʰʅ13	tɕʰi13	tɕʰʅ13	tɕʰʅ13	tɕʰʅ13	tɕʰʅ13	tɕʰy55	tɕʰi13	tɕʰi13
徛		tɕʰi312	tɕʰi312	tɕʰi312	tɕʰi312	tɕʰi312	tɕʰi312	tɕʰi312	tɕʰi312	tɕʰi312	tɕʰi312	tɕʰi312	tɕʰi312	tɕʰʅ312	tɕʰʅ312	tɕʰi312	tɕʰʅ312	tɕʰʅ312	tɕʰʅ312	tɕʰʅ312	tɕʰy312	tɕʰi312	tɕʰi312
技		tɕʰi55	tɕʰi55	tɕʰi55	tɕʰi55	tɕʰi55	tɕʰi55	tɕʰi55	tɕʰi55	tɕʰi55	tɕʰi55	tɕʰi55	tɕʰi55	tɕʰʅ55	tɕʰʅ55	tɕʰi55	tɕʰʅ24	tɕʰʅ55	tɕʰʅ55	tɕʰʅ55	tɕʰy33	tɕʰi55	tɕʰi33
宜		n̩13	n̩13	n̩13	n̩13	n̩13	n̩13	n̩13	n̩13	i33	i13	iẽ13	n̩13	n̩13	n̩13	ŋ̍13	n̩13	n̩13	n̩13	n̩13	n̩55	n̩13	n̩13
蚁		ŋ̍55	n̩55	n̩55	n̩55	n̩55	n̩55	n̩45	n̩45	n̩55	i55	i55	n̩55	n̩55	n̩55	ŋ̍45	n̩24	n̩35	n̩55	n̩55	n̩312	n̩55	n̩35
议		n̩55	n̩55	n̩55	n̩55	n̩55	n̩55	n̩55	n̩55	i55	i55	n̩55	n̩55	n̩24	n̩55	ŋ̍45	n̩24	n̩55	n̩24	n̩24	n̩33	n̩55	n̩33
牺		ɕi33	ɕi33	ɕi33	ɕi33	ɕi33	ɕi33	ɕi55	ɕi55	ɕi33	ɕʅ33	ɕi33	ɕi55	ɕʅ55	ɕʅ55	ɕi55	ɕʅ55	ɕʅ55	ɕʅ55	ɕʅ55	ɕi33	ɕi33	ɕi33
戏		ɕi55	ɕi55	ɕi55	ɕi55	ɕi55	ɕi55	ɕi45	ɕi45	ɕi55	ɕʅ55	ɕi55	ɕi24	ɕʅ24	ɕʅ24	ɕi45	ɕʅ24	ɕʅ35	ɕʅ24	ɕʅ24	ɕi35	ɕi55	ɕi35
椅		i312	i312	i312	i312	i312	i312	i312	i312	i312	i312	i312	i312	i312	i312	i312	ʅ312	ʅ312	i312	i312	i312	i312	i312
移		i13	i13	i13	i13	i13	i13	i13	i13	i13	i13	i13	i13	i13	i13	i13	ʅ13	ʅ13	i13	i13	i55	i13	i13
易		i55	i55	i55	i55	i55	i55	i55	i55	i55	i55	i55	i55	i55	i55	i55	ʅ24	ʅ55	i55	i55	i55	i55	i35
悲		pe33	pe33	pe33	pe33	pe33	pe33	pe55	pe55	pe33	pe33	pe33	pe55	pᴇ55	pᴇ55	pe55	pe24	pe55	pe55	pe55	pe33	pe33	pe33
比		pi312	pi312	pi312	pi312	pi312	pi312	pi312	pi312	pi312	pi312	pi312	pi312	pi312	pi312	pi312	pi312	pi312	pi312	pi312	pi312	pi312	pi312
痹		pʰi55	pʰi55	pʰi55	pʰi55	pʰi55	pi55	pʰi312	pʰi312	pʰi55	pʰi55	pʰi55	pʰi312	pʰi312	pʰi312	ɸi45	pʰi24	pʰi35	pʰi312	pʰi312	pʰi33	pʰi55	pʰi35
屁		pʰi45	pʰi55	pʰi55	pʰi55	pʰi55	pʰi55	pʰi45	pʰi45	pʰi55	pʰi55	pʰi55	pʰi24	pʰi24	pʰi24	ɸi45	pʰi24	pʰi35	pʰi24	pʰi24	pʰi35	pʰi55	pʰi35
枇		pʰi13	pʰi13	pʰi13	pʰi13	pʰi13	pʰi13	pʰi13	pʰi13	pʰi13	pʰi13	pʰi13	pʰi13	pʰi13	pʰi13	ɸi13	pʰi13	pʰi13	pʰi13	pʰi13	pʰi55	pʰi13	pʰi13
鼻		pʰi55	pʰi55	pʰi55	pʰi55	pʰi55	pʰi55	pʰi55	pʰi55	pʰi55	pʰi55	pʰi55	pʰi55	pʰi55	pʰi55	ɸi55	pʰi24	pʰi55	pʰi55	pʰi55	pʰi33	pʰi55	pʰi33
眉		mẽ13	mẽ13	mẽ13	mẽ13	mẽ13	mẽ13	mẽ13	mẽ13	me13	mə̃13	miẽ13	mẽ13	mẽ13	mẽ13	me13	mi13	mi13	mẽ13	mẽ13	me55	mi13	mi13
美		me312	me312	me312	me312	me312	me312	me312	me312	me312	me312	me312	me312	mᴇ312	mᴇ312	me312	me312	me312	me312	me312	me312	me312	me312
地		xi55	xi55	xi55	xi55	xi55	tʰi55	xi55	xi55	tʰi55	xi55	tʰi55	xi55	tʰi55	tʰi55	xi55	tʰi24	tʰi55	xi55	xi55	tʰi33	tʰi55	tʰi33
尼		n13	li13	i13	i13	i13	i13	n̩13	i13	liə̃13	i13	li13	n̩13	n̩13	n̩13	n̩13	n̩13	n̩13	lẽ13	lẽ13	n̩55	n̩13	n̩13
腻		e55	n̩55	iɔ̃55	li55	li55	li55	ni45	ni45	n̩55	iɔ̃55	iẽ55	ni55	n24	ni55	ni45	li24	li55	li24	li24	iu35	i55	i35
梨		li13	li13	li13	li13	li13	li13	li13	li13	li13	li13	li13	li13	li13	li13	li13	li13	li13	li13	li13	li55	li13	li13
痢		li55	li55	li55	li55	li55	li55	li55	li55	li55	li55	li55	li55	li55	li55	li55	li55	li55	li55	li55	li33	li55	li33
资		tsɿ33	tsɿ33	tsɿ33	tsɿ33	tsɿ33	tsɿ33	tsɿ45	tsɿ45	tsɿ33	tsɿ33	tsɿ33	tsɿ55	tsɿ55	tsɿ55	tsɿ45	tsɿ55	tsɿ35	tsɿ55	tsɿ55	tsɿ33	tsɿ33	tsɿ33
姊		tsɿ312	tsɿ312	tsɿ312	tsɿ312	tsɿ312	tsɿ312	tsɿ312	tsi312	tsɿ312	tsɿ312	tsɿ312	tsɿ312	tsɿ312	tsɿ312	tsi312	tsɿ312	tsɿ312	tsɿ312	tsɿ312	tsɿ312	tsɿ312	tsɿ312
次		tsʰɿ45	tsʰɿ55	tsʰɿ55	tsʰɿ55	tsʰɿ55	tsʰɿ55	tsʰɿ45	tsʰɿ45	tsʰɿ55	tsʰɿ55	tsʰɿ55	tsʰɿ24	tsʰɿ24	tsʰɿ24	tsʰɿ45	tsʰɿ24	tsʰɿ35	tsʰɿ24	tsʰɿ24	tsʰɿ33	tsʰɿ55	tsʰɿ35
瓷		tsʰɿ13	tsʰɿ13	tsʰɿ13	tsʰɿ13	tsʰɿ13	tsʰɿ13	tsʰɿ13	tsʰɿ13	tsʰɿ13	tsʰɿ13	tsʰɿ13	tsʰɿ13	tsʰɿ13	tsʰɿ13	tsʰɿ13	tsʰɿ13	tsʰɿ13	tsʰɿ13	tsʰɿ13	tsʰɿ55	tsʰɿ13	tsʰɿ13
自		tsʰɿ55	tsʰɿ55	tsʰɿ55	tsʰɿ55	tsʰɿ55	tsʰɿ55	tsʰɿ55	tsʰɿ55	tsʰɿ55	tsʰɿ55	tsʰɿ55	tsʰɿ55	tsʰɿ55	tsʰɿ55	tsʰɿ55	tsʰɿ55	tsʰɿ55	tsʰɿ55	tsʰɿ55	tsʰɿ33	tsʰɿ55	tsʰɿ33
私		sɿ33	sɿ33	sɿ33	sɿ33	sɿ33	sɿ33	sɿ55	sɿ55	sɿ33	sɿ33	sɿ33	sɿ55	sɿ55	sɿ55	sɿ55	sɿ55	sɿ55	sɿ55	sɿ55	sɿ33	sɿ33	sɿ33
死		sɿ312	sɿ312	sɿ312	sɿ312	sɿ312	sɿ312	sɿ312	sɿ312	sɿ312	sɿ312	sɿ312	sɿ312	sɿ312	sɿ312	sɿ312	sɿ312	sɿ312	sɿ312	sɿ312	sɿ312	sɿ312	sɿ312
四		sɿ45	sɿ55	sɿ55	sɿ55	sɿ55	sɿ55	sɿ45	sɿ45	sɿ55	sɿ45	sɿ55	sɿ24	sɿ24	sɿ24	sɿ45	sɿ24	sɿ35	sɿ24	sɿ24	sɿ35	sɿ55	sɿ35
迟		tsʰɿ13	tsʰɿ13	tsʰɿ13	tsʰɿ13	tsʰɿ13	tsʰɿ13	tsʰɿ13	tsʰɿ13	tsʰɿ13	tsʰɿ13	tsʰɿ13	tsʰɿ13	tsʰɿ13	tɕʰʅ13	tsʰɿ13	tsʰɿ13	tsʰɿ13	tsʰɿ13	tsʰɿ13	tsʰɿ55	tsʰɿ13	tsʰɿ55
师		sɿ33	sɿ33	sɿ33	sɿ33	sɿ33	sɿ33	sɿ55	sɿ55	sɿ33	sɿ33	sɿ33	sɿ55	sɿ55	sɿ55	sɿ55	sɿ55	sɿ55	sɿ55	sɿ55	sɿ33	sɿ33	sɿ33
脂		tsɿ312	tsɿ312	tsɿ312	tsɿ312	tsɿ312	tsɿ312	tsɿ312	tsɿ312	tsɿ312	tsɿ312	tsɿ312	tsɿ312	tsɿ312	tsɿ312	tsɿ312	tsɿ312	tsɿ312	tsɿ312	tsɿ312	tsɿ312	tsɿ312	tsɿ312
指		tsɿ55	tsɿ55	tsɿ312	tsɿ45/tsɿ55	tsɿ45/tsɿ55	tsɿ312	tsɿ55	tsɿ55	tsɿ312	tsɿ55	tsɿ55	tsɿ55	tsɿ55	tsɿ55	tsɿ312	tsɿ312	tsɿ312	tsɿ55	tsɿ55	tsɿ312	tsɿ312	tsɿ312
至		tsɿ45	tsɿ55	tsɿ55	tsɿ55	tsɿ55	tsɿ55	tsɿ45	tsɿ45	tsɿ55	tsɿ45	tsɿ55	tsɿ24	tsɿ24	tsɿ24	tsɿ45	tsɿ24	tsɿ35	tsɿ24	tsɿ24	tsɿ35	tsɿ55	tsɿ35
示		sɿ55	sɿ55	sɿ55	sɿ55	sɿ55	sɿ55	sɿ55	sɿ55	sɿ55	sɿ55	sɿ55	sɿ55	sɿ55	sɿ55	sɿ55	sɿ55	sɿ55	sɿ55	sɿ55	sɿ33	sɿ55	sɿ33
尸		sɿ33	sɿ33	sɿ33	sɿ33	sɿ33	sɿ33	sɿ55	sɿ55	sɿ33	sɿ33	sɿ33	sɿ55	sɿ55	sɿ55	sɿ55	sɿ55	sɿ55	sɿ55	sɿ55	sɿ33	sɿ33	sɿ33
屎		si312	si312	si312	sɿ312	sɿ312	sɿ312	si312	si312	si312	si312	si312	sɿ312	sɿ312	sɿ312	si312	sɿ312	sɿ312	sɿ312	sɿ312	sɿ312	sɿ312	sɿ312
视		sɿ55	sɿ55	sɿ55	sɿ55	sɿ55	sɿ55	sɿ55	sɿ55	sɿ55	sɿ55	sɿ55	sɿ55	sɿ55	sɿ55	sɿ55	sɿ55	sɿ55	sɿ55	sɿ55	sɿ33	sɿ55	sɿ33
二		e55	e55	e55	e55	e55	e55	e55	e55	e55	e55	e55	ə55	a55	a55	e55	æ55	æ55	a55	a55	ɤ33	ø55	ɤ33
肌		tɕi33	tɕi33	tɕi33	tɕi33	tɕi33	tɕi33	tɕi55	tɕi55	tɕi33	tɕi33	tɕi33	tɕi55	tɕʅ55	tɕʅ55	tɕi55	tɕʅ55	tɕʅ55	tɕʅ55	tɕʅ55	tɕy33	tɕi33	tɕi33
几		tɕi312	tɕi312	tɕi312	tɕi312	tɕi312	tɕi312	tɕi312	tɕi312	tɕi312	tɕi312	tɕi312	tɕi312	tɕʅ312	tɕʅ312	tɕi312	tɕʅ312	tɕʅ312	tɕʅ312	tɕʅ312	tɕy312	tɕi312	tɕi312
器		tɕʰi45	tɕʰi55	tɕʰi55	tɕʰi55	tɕʰi55	tɕʰi55	tɕʰi45	tɕʰi45	tɕʰi55	tɕʰi55	tɕʰi55	ɕhi24	tɕʰʅ24	tɕʰʅ24	tɕʰi45	tɕʰʅ24	tɕʰʅ35	tɕʰʅ24	tɕʰʅ24	tɕʰi35	tɕʰi55	tɕʰi35
鳍		tɕʰi13	tɕʰi13	tɕʰi13	tɕʰi13	tɕʰi13	tɕʰi13	tɕʰi13	tɕʰi13	tɕʰi13	tɕʰi13	tɕʰi13	ɕhi13	tɕʰʅ13	tɕʰʅ13	tsɿ45	tsɿ13	tɕʰʅ13	tɕʰʅ13	tɕʰʅ13	tɕʰi55	tɕʰi13	tɕʰi13
姨		i13	i13	i13	i13	i13	i13	i13	i13	i13	i13	i13	i13	i13	i13	i13	ʅ13	ʅ13	i13	i13	i55	i13	i13
你		n̩312	n̩312	n̩312	n̩312	n̩312	n̩312	n̩312	n̩312	n̩312	n̩312	n̩312	n̩312	n̩312	n̩312	n̩312	n̩312	n̩312	n̩312	n̩312	n̩312	n̩312	n̩312
釐		li13	li13	li13	li13	li13	li13	li13	li13	li13	li13	li13	li13	li13	li13	li13	li13	li13	li13	li13	li55	li13	li13
里		li312	li312	li312	li312	li312	li312	li312	li312	li312	li312	li312	li312	li312	li312	li312	li312	li312	li312	li312	li312	li312	li312
子		tsɿ312	tsɿ312	tsɿ312	tsɿ312	tsɿ312	tsɿ312	tsɿ312	tsɿ312	tsɿ312	tsɿ312	tsɿ312	tsɿ312	tsɿ312	tsɿ312	tsɿ312	tsɿ312	tsɿ312	tsɿ312	tsɿ312	tsɿ312	tsɿ312	tsɿ312
磁		tsʰɿ13	tsʰɿ13	tsʰɿ13	tsʰɿ13	tsʰɿ13	tsʰɿ13	tsʰɿ13	tsʰɿ13	tsʰɿ13	tsʰɿ13	tsʰɿ13	tsʰɿ13	tsʰɿ13	tsʰɿ13	tsʰɿ13	tsʰɿ13	tsʰɿ13	tsʰɿ13	tsʰɿ13	tsʰɿ55	tsʰɿ13	tsʰɿ13
字		tsʰɿ55	tsʰɿ55	tsʰɿ55	tsʰɿ55	tsʰɿ55	tsʰɿ55	tsʰɿ55	tsʰɿ55	tsʰɿ55	tsʰɿ55	tsʰɿ55	tsʰɿ55	tsʰɿ55	tsʰɿ55	tsʰɿ55	tsʰɿ55	tsʰɿ55	tsʰɿ55	tsʰɿ55	tsʰɿ33	tsʰɿ55	tsʰɿ33
丝		sɿ33	sɿ33	sɿ33	sɿ33	sɿ33	sɿ33	sɿ55	sɿ55	sɿ33	sɿ33	sɿ33	sɿ55	sɿ55	sɿ55	sɿ55	sɿ55	sɿ55	sɿ55	sɿ55	sɿ33	sɿ33	sɿ33
伺		sɿ45	sɿ55	sɿ55	sɿ55	sɿ55	sɿ55	sɿ55	sɿ55	tsʰɿ55	sɿ55	tsʰɿ55	sɿ55	sɿ55	sɿ55	sɿ55	sɿ24	sɿ55	sɿ55	sɿ55	sɿ33	sɿ55	sɿ33
祠		tsʰɿ13	tsʰɿ13	tsʰɿ13	tsʰɿ13	tsʰɿ13	tsʰɿ13	tsʰɿ13	tsʰɿ13	tsʰɿ13	tsʰɿ13	tsʰɿ13	tsʰɿ13	tsʰɿ13	tsʰɿ13	tsʰɿ13	tsʰɿ13	tsʰɿ13	tsʰɿ13	tsʰɿ13	tsʰɿ55	tsʰɿ13	tsʰɿ13
巳		tsʰɿ55	tsʰɿ55	tsʰɿ55	tsʰɿ55	tsʰɿ55	tsʰɿ55	tsʰɿ55	tsʰɿ55	sɿ55	tsʰɿ55	tsʰɿ55	tsʰɿ55	tsʰɿ55	tsʰɿ55	tsʰɿ55	tsʰɿ24	tsʰɿ55	tsʰɿ55	tsʰɿ55	tsʰɿ33	tsʰɿ55	tsʰɿ33
饲		tsʰɿ13	tsʰɿ13	tsʰɿ13	tsʰɿ33	tsʰɿ13	tsʰɿ33	tsʰɿ45	tsʰɿ45	tsʰɿ13	tsʰɿ13	tsʰɿ55	tsʰɿ24	tsʰɿ24	tsʰɿ24	tsʰɿ45	tsʰɿ24	tsʰɿ35	tsʰɿ24	tsʰɿ24	tsʰɿ33	tsʰɿ55	tsʰɿ35
置		tsɿ45	tsɿ55	tsɿ55	tsɿ55	tsɿ55	tsɿ55	tsɿ45	tsɿ45	tsɿ55	tsɿ45	tsɿ55	tsɿ24	tsɿ24	tɕʅ24	tsɿ45	tsɿ24	tsɿ35	tsɿ24	tsɿ24	tsɿ35	tsɿ55	tsɿ35
痴		tsʰɿ33	tsʰɿ33	tsʰɿ33	tsʰɿ33	tsʰɿ33	tsʰɿ33	tɕʰʅ55	tɕʰʅ55	tsʰɿ33	tsʰɿ33	tsʰɿ33	tɕʰʅ55	tsʰɿ55	tɕʰʅ55	tɕʰʅ55	tɕʰʅ55	tɕʰʅ55	tsʰɿ55	tsʰɿ55	tsʰi33	tsʰi33	tsʰi33
耻		tsʰɿ312	tsʰɿ312	tsʰɿ312	tsʰɿ312	tsʰɿ312	tsʰɿ312	tsʰɿ312	tsʰɿ312	tsʰɿ312	tsʰɿ312	tsʰɿ312	tsʰɿ312	tsʰɿ312	tɕʰʅ312	tsʰɿ312	tsʰɿ312	tsʰɿ312	tsʰɿ312	tsʰɿ312	tsʰɿ312	tsʰɿ312	tsʰɿ312
持		tɕʰi13	tsʰɿ13	tɕʰi13	tɕʰi13	tɕʰi13	tsʰɿ13	tsʰɿ13	tsʰɿ13	tɕʰi13	tɕʰi13	tɕʰi13	tsʰɿ13	tsʰɿ13	tɕʰʅ13	tsʰɿ13	tsʰɿ13	tsʰɿ13	tsʰɿ13	tsʰɿ13	tsʰɿ55	tsʰɿ13	tsʰɿ13
痔		tsɿ45	tsɿ55	tsɿ55	tsɿ55	tsʰɿ55	tsɿ55	tsɿ45	tsɿ45	tsɿ55	tsɿ55	tsɿ55	tsɿ55	tsɿ24	tɕʅ55	tsɿ45	tsɿ55	tsɿ24	tsɿ24	tsɿ24	tsɿ24	tsɿ55	tsɿ24
治		tɕʰi55	tsʰɿ55	tɕʰi55	tɕʰi55	tɕʰi55	tɕʰi55	tɕʰi55	tɕʰi55	tɕʰi55	tsʰɿ55	tɕʰi55	tɕʰʅ55	tsʰɿ55	tɕʰʅ55	tɕʰɛ55	tɕʰʅ55	tɕʰʅ35	tsʰɿ55	tsʰɿ55	tsʰɿ33	tsʰɿ55	tsʰɿ33
滓		tsɿ312	tsɿ312	tsɿ312	tsɿ312	tsɿ312	tsɿ312	tsɿ312	tsɿ312	tsɿ312	tsɿ312	tsɿ312	tsɿ312	tsɿ312	tsɿ312	tsɿ312	tsɿ312	tsɿ312	tsɿ312	tsɿ312	tsɿ312	tsɿ312	tsɿ312
厕		tsʰe45	tsʰiɛ45	tsʰiɛ45	tsʰiɛ45	tsʰe45	tsʰe45	tsʰiɛ45	tsʰiɛ45	tsʰe55	tsʰe45	tsʰe55	tsʰe24	tsʰe24	tsʰe24	tsʰiɛ45	tsʰe24	tsʰe35	tsʰe24	tsʰe24	tsʰe35	tsʰe55	tsʰe35
柿		sɿ55	sɿ55	sɿ55	sɿ55	sɿ55	sɿ55	sɿ55	sɿ55	sɿ55	sɿ55	sɿ55	sɿ55	sɿ55	sɿ55	sɿ55	sɿ55	sɿ55	sɿ55	sɿ55	sɿ33	sɿ55	sɿ33
事		sɿ55	sɿ55	sɿ55	sɿ55	sɿ55	sɿ55	sɿ55	sɿ55	sɿ55	sɿ55	sɿ55	sɿ55	sɿ55	sɿ55	sɿ55	sɿ55	sɿ55	sɿ55	sɿ55	sɿ33	sɿ55	sɿ33
