#漢字	音標
汁	tsɨt7
汁	tɕit7
執	tsɨt7
執	tɕit7
瓡	tsɨt7
瓡	tɕit7
㲳	tsɨt7
㲳	tɕit7
挃	tsɨt7
挃	tɕit7
庢	tsɨt7
庢	tɕit7
𥎹	tsɨt7
𥎹	tɕit7
秷	tsɨt7
秷	tɕit7
𦤻	tsɨt7
𦤻	tɕit7
窒	tsɨt7
窒	tɕit7
銍	tsɨt7
銍	tɕit7
𨖹	tsɨt7
𨖹	tɕit7
膣	tsɨt7
膣	tɕit7
螲	tsɨt7
螲	tɕit7
郅	tsɨt7
郅	tɕit7
桎	tsɨt7
桎	tɕit7
晊	tsɨt7
晊	tɕit7
劕	tsɨt7
劕	tɕit7
𡂒	tsɨt7
𡂒	tɕit7
櫍	tsɨt7
櫍	tɕit7
䑇	tsɨt7
䑇	tɕit7
騭	tsɨt7
騭	tɕit7
鑕	tsɨt7
鑕	tɕit7
侙	tsʰɨt7
侙	tɕʰit7
勅	tsʰɨt7
勅	tɕʰit7
㽚	tsʰɨt7
㽚	tɕʰit7
恜	tsʰɨt7
恜	tɕʰit7
敕	tsʰɨt7
敕	tɕʰit7
飭	tsʰɨt7
飭	tɕʰit7
遫	tsʰɨt7
遫	tɕʰit7
慗	tsʰɨt7
慗	tɕʰit7
𪀦	tsʰɨt7
𪀦	tɕʰit7
趩	tsʰɨt7
趩	tɕʰit7
鷘	tsʰɨt7
鷘	tɕʰit7
荲	tsʰuk7
荲	tsʰuʔ7+
荲	tsʰɨt7
荲	tɕʰit7
荲	ɕiuk7
荲	ɕiuʔ7+
栻	tsʰɨt7
栻	tɕʰit7
淔	tsʰɨt7
淔	tɕʰit7
直	tsʰɨt7
直	tsʰɨt8
直	tɕʰit8
值	tsʰɨt7
值	tsʰɨt8
值	tɕʰit8
𦔫	tsʰɨt7
𦔫	tɕʰit7
瀷	it7
瀷	tsʰɨt7
瀷	tɕʰit7
植	tsʰɨt7
植	tsʰɨt8
植	tɕʰit7
殖	tsʰɨt7
殖	tsʰɨt8
殖	tɕʰit7
㨁	tsʰɨt7
𤭏	tsʰɨt7
𤭏	tɕʰit7
𤭏	tɕʰit8
彳	tsʰɨt7
彳	tɕʰit7
哧	sɨt7
哧	tsʰɨt7
哧	tɕʰit7
哧	ɕit7
尺	tsʰak7-
尺	tsʰaʔ7+
尺	tsʰɨt7
尺	tɕʰit7
呎	tsʰɨt7
呎	tɕʰit7
蚇	tsʰɨt7
蚇	tɕʰit7
斥	tsʰɨt7
斥	tɕʰit7
赤	tsʰɨt7
赤	tɕʰit7
𠧚	tsʰɨt7
𠧚	tɕʰit7
㡿	tsʰɨt7
㡿	tɕʰit7
𠧵	tsʰɨt7
𠧵	tɕʰit7
烾	tsʰɨt7
烾	tɕʰit7
郝	hɔk7
郝	hɔʔ7+
郝	sɨt7
郝	tsʰɨt7
郝	tɕʰit7
郝	ɕit7
湁	tsʰɨt7
湁	tɕʰit7
雴	tsʰɨt7
雴	tɕʰit7
漐	tsʰɨt7
漐	tɕʰit7
卙	tsʰɨt7
卙	tɕʰit7
抶	tsʰɨt7
抶	tɕʰit7
秩	tsʰɨt7
秩	tsʰɨt8
秩	tɕʰit8
侄	tsʰɨt7
侄	tsʰɨt8
侄	tɕʰit8
𠮟	tsʰɨt7
𠮟	tɕʰit7
叱	tsʰɨt7
叱	tɕʰit7
𡸜	tsʰɨt8
𡸜	tɕʰit8
犆	tsʰɨt8
犆	tɕʰit7
犆	tɕʰit8
蹢	tit7
蹢	tsʰɨt8
蹢	tɕʰit8
𧓸	tsʰɨt8
𧓸	tɕʰit8
躑	tsʰɨt8
躑	tɕʰit8
䵂	tsʰɨt8
䵂	tɕʰit8
䵂	tʰit7
䵂	tʰit8
擿	tsʰɨt8
擿	tɕʰit8
擲	tsʰɨt8
擲	tɕʰit8
俋	tsʰɨt8
俋	tɕʰit8
㞏	tsʰɨt8
㞏	tɕʰit8
䐲	tsʰɨt8
䐲	tɕʰit8
蟄	tsʰɨt8
蟄	tɕʰit8
妷	tsʰɨt8
妷	tɕʰit8
𧽮	tsʰɨt8
𧽮	tɕʰit8
帙	tsʰɨt8
帙	tɕʰit8
袠	tsʰɨt8
袠	tɕʰit8
翐	tsʰɨt8
翐	tɕʰit8
紩	tsʰɨt8
紩	tɕʰit8
𡙮	tsʰɨt8
𡙮	tɕʰit8
𢧤	tsʰɨt8
𢧤	tɕʰit8
𣗻	tsʰɨt8
𣗻	tɕʰit8
豑	tsʰɨt8
豑	tɕʰit8
遈	sɨt7
湜	sɨt7
寔	sɨt7
𢨀	sɨt7
鉽	sɨt7
鉽	ɕit7
識	sɨt7
識	ɕit7
𧄹	sɨt7
𧄹	ɕit7
式	sɨt7
式	ɕit7
拭	sɨt7
拭	ɕit7
𢂑	sɨt7
𢂑	ɕit7
烒	sɨt7
烒	ɕit7
軾	sɨt7
軾	ɕit7
飾	sɨt7
飾	ɕit7
𥿮	sɨt7
𥿮	ɕit7
食	sɨt7
食	sɨt8
食	ɕit8
蝕	sɨt7
蝕	sɨt8
蝕	ɕit8
石	sak7-
石	sak8-
石	saʔ7+
石	saʔ8+
石	sɨt7
石	sɨt8
石	ɕit7
石	ɕit8
炻	sɨt7
炻	sɨt8
炻	ɕit7
炻	ɕit8
祏	sɨt7
祏	sɨt8
祏	ɕit7
祏	ɕit8
䄷	sɨt7
䄷	sɨt8
䄷	ɕit7
䄷	ɕit8
鉐	sɨt7
鉐	sɨt8
鉐	ɕit7
鉐	ɕit8
鼫	sɨt7
鼫	sɨt8
鼫	ɕit7
鼫	ɕit8
冟	sɨt7
冟	ɕit7
睗	sɨt7
睗	ɕit7
奭	sɨt7
奭	ɕit7
螫	sɨt7
螫	ɕit7
𡣪	sɨt7
𡣪	ɕit7
䁺	sɨt7
䁺	ɕit7
𥼶	sɨt7
𥼶	ɕit7
釋	sɨt7
釋	ɕit7
襫	sɨt7
襫	ɕit7
𩮜	sɨt7
𩮜	tʰit7
𩮜	ɕit7
晹	sɨt7
晹	ɕit7
𦔥	it7
𦔥	sɨt7
𦔥	ɕit7
溼	sɨt7
溼	ɕit7
濕	sɨt7
濕	ɕit7
䏉	sɨt7
䏉	ɕit7
什	sɨt7
什	sɨt8
什	ɕit7
什	ɕit8
十	sɨt7
十	sɨt8
十	ɕit7
十	ɕit8
拾	sɨt7
拾	sɨt8
拾	ɕit7
拾	ɕit8
失	sɨt7
失	ɕit7
室	sɨt7
室	ɕit7
𩋡	sɨt7
𩋡	ɕit7
實	sɨt7
實	ɕit7
實	ɕit8
饣	sɨt8
饣	ɕit8
偪	fuk7
偪	fuʔ7+
偪	pit7
逼	pit7
楅	fuk7
楅	fuʔ7+
楅	pit7
䮠	pit7
㘠	pit7
皕	pit7
湢	pit7
幅	fuk7
幅	fuʔ7+
幅	pit7
碧	pit7
𨐨	pit7
𣦢	pit7
璧	pit7
襞	pit7
躄	pit7
鐴	pit7
辟	pit7
辟	pʰit7
辟	pʰit8
綼	pit7
綼	pʰit8
廦	pit7
廦	pʰit7
壁	piak7-
壁	piaʔ7+
壁	pit7=
𧲜	pit7
鼊	pit7
臂	pit7
必	pit7
珌	pit7
畢	pit7
㓖	pit7
蓽	pit7
嗶	pit7
𡻞	pit7
滭	pit7
彃	pit7
𡠚	pit7
㻫	pit7
㮿	pit7
㪤	pit7
熚	pit7
𥛘	pit7
𥀕	pit7
罼	pit7
觱	pit7
觱	yt7
篳	pit7
鮅	pit7
鮅	pʰit8
縪	pit7
䟆	pit7
蹕	pit7
鏎	pit7
饆	pit7
韠	pit7
鷝	pit7
鷝	pʰit7
筆	pit7
㻶	pit7
𨅗	pit7
𢴩	pit7
潷	pit7
堛	pʰit7
愊	pʰit7
𤗚	pʰit7
𤗚	pʰit8
稫	pʰit7
畐	fuk8
畐	fuʔ8+
畐	pʰit7
踾	fuk7
踾	fuʔ7+
踾	pʰit7
踾	pʰit8
㽬	pʰit7
䦼	pʰit7
揊	pʰit7
𢾇	pʰit7
𩜰	pʰit7
疈	pʰit7
癖	pʰit7
僻	pʰit7
擗	pʰit7
擗	pʰit8
劈	pʰiak7-
劈	pʰiaʔ7+
劈	pʰit7
憵	pʰit7
霹	pʰit7
䤨	pʰit7
澼	pʰit7
鼻	pʰit7
鼻	pʰit8
匹	pʰit7
𠯔	pʰit7
䏘	pʰit7
弼	pʰit7
愎	pʰit8
腷	pʰit8
𥻅	pʰit8
𤐧	pʰit8
鶝	fuk7
鶝	fuʔ7+
鶝	pʰit8
馥	fuk8
馥	fuʔ8+
馥	pʰit8
𣮐	pʰit8
㱸	pʰit8
躃	pʰit8
𩪧	pʰit8
闢	pʰit8
𣝍	pʰit8
𦼭	pʰit8
鸊	pʰit8
甓	pʰit8
鷿	pʰit8
佖	pʰit8
怭	pʰit8
妼	pʰit8
𣢠	pʰit8
䖩	pʰit8
𨠔	pʰit8
䩛	pʰit8
駜	pʰit8
𠡂	pʰit8
𢘍	pʰit8
㢸	pʰit8
𢐀	pʰit8
胇	pʰit8
糸	mit7
汨	kut7
汨	mit7
汨	yt7
覓	mit7
䖑	mit7
塓	mit7
幎	mit7
漞	mit7
鼏	mit7
冪	mit7
𧜀	mit7
䈿	mit7
濗	mit7
幦	mit7
𧐎	mit7
䌐	mit7
𧱻	mit7
羃	mit7
䮭	mit7
𪒄	mit7
冖	mit7
冂	mit7
沕	mit7
沕	ut7
宓	mit7
𡶇	mit7
𥄃	mit7
密	mit7=
密	mit8-
蔤	mit7
嘧	mit7
滵	mit7
樒	mit7
𥉴	mit7
𪅮	mit7
𥁑	mit7
淧	mit7
榓	mit7
蜜	mit7
䤉	mit7
謐	mit7
𥋱	mit7
𧖅	mit7
的	tit7
滴	tiak7-
滴	tiaʔ7+
滴	tit7=
肑	pɔk7
肑	pɔʔ7+
肑	tit7
𥐝	tit7
𦉹	tit7
靮	tit7
馰	tit7
魡	tit7
𣂉	tit7
𥕐	tit7
鏑	tit7
玓	tit7
啇	tit7
甋	tit7
樀	tit7
樀	tʰit7
樀	tʰit8
笛	liak8-
笛	liaʔ8+
笛	tʰit7=
笛	tʰit8=
𤈥	tʰit7
䚐	tɕʰit7
䚐	tɕʰit8
䚐	tʰit7
𢞒	tɕʰit7
𢞒	tʰit7
𠜓	tʰit7
剔	tʰit7
踢	tʰit7
䢰	tʰit7
倜	tʰit7
逖	tʰit7
逷	tʰit7
悐	tʰit7
惕	tʰit7
𥉈	tʰit7
𥊕	tʰit7
䯜	tʰit7
䯜	ɕit7
籊	tʰit7
籊	tʰit8
趯	tʰit7
蓨	tʰit7
狄	tʰit7
狄	tʰit8
敵	tʰit7
敵	tʰit8
篴	tsʰuk8
篴	tsʰuʔ8+
篴	tʰit7
篴	tʰit8
𩷎	tʰit7
𩷎	tʰit8
䊮	tʰit7
䊮	tʰit8
糴	tʰit7
糴	tʰit8
覿	tʰit7
覿	tʰit8
䢮	tʰit7
䢮	tʰit8
𧠫	tʰit7
𧠫	tʰit8
粒	tʰit8
踧	tɕiuk7
踧	tɕiuʔ7+
踧	tʰit8
苖	tsʰuk7
苖	tsʰuʔ7+
苖	tʰit8
迪	tʰit8
㣙	tʰit8
籴	tʰit8
荻	tʰit8
梑	tʰit8
滌	tʰit8
蔋	tʰit8
㹍	tʰit8
力	lit7
𡯄	lit7
屴	lit7
𣲒	lit7
𧲡	lit7
鳨	lit7
𩾜	lit7
㽁	lit7
鎘	lit7
秝	lit7
𧙉	lit7
厤	lit7
歷	lit7
曆	lit7
𦠓	lit7
𨢌	lit7
㔏	lit7
磿	lit7
𤪢	lit7
瓅	lit7
壢	lit7
攊	lit7
藶	lit7
櫟	iɔk7
櫟	iɔʔ7+
櫟	lit7
嚦	lit7
瀝	lit7
䮥	lit7
櫪	lit7
礫	lit7
皪	lit7
𥌮	lit7
䍥	lit7
癧	lit7
𥽗	lit7
䟏	lit7
䟏	sɔk7
䟏	sɔʔ7+
䍽	lit7
𡳸	lit7
䟐	lit7
𪅼	lit7
靂	lit7
䥶	lit7
𩽏	lit7
䤙	lit7
𪙽	lit7
觻	lit7
觻	luk7
觻	luʔ7+
擽	lit7
擽	liɔk7
擽	liɔʔ7+
濼	lit7
濼	luk7
濼	luʔ7+
濼	lɔk7
濼	lɔʔ7+
濼	pʰuk7
濼	pʰuʔ7+
濼	pʰɔk7
濼	pʰɔʔ7+
蝷	lit7
躒	lit7
躒	lɔk7
躒	lɔʔ7+
𤩚	lit7
砬	lit7
立	lit7
苙	lit7
苙	tɕʰit7
苙	tɕʰit8
岦	lit7
笠	lit7
鴗	lit7
栗	lit7
𠞉	lit7
傈	lit7
凓	lit7
塛	lit7
搮	lit7
䔁	lit7
㮚	lit7
㗚	lit7
㟳	lit7
溧	lit7
慄	lit7
瑮	lit7
篥	lit7
𦃊	lit7
𨍫	lit7
鷅	lit7
麜	lit7
𣡷	lit7
膟	lit7
寽	lit7
律	lit7
葎	lit7
𠷈	lit7
𥭐	lit7
䔞	lit7
繂	lit7
堲	tɕit7
堲	tɕʰit8
唧	tɕit7
䐚	tɕit7
即	tɕit7
卽	tɕit7
揤	tɕit7
揤	tɕʰit8
𤠎	tɕit7
𨂢	tɕit7
𪃹	tɕit7
㮨	tɕit7
㹄	tɕit7
稷	tɕit7
茍	tɕit7
㥛	tɕit7
棘	tɕit7
殛	tɕit7
蕀	tɕit7
𧩦	tɕit7
㻷	tɕit7
襋	tɕit7
𨒪	tɕit7
積	tɕit7
庴	tɕit7
庴	tɕʰit8
踖	tɕit7
踖	tɕʰit7
踖	tɕʰit8
踖	tɕʰiɔk7
踖	tɕʰiɔʔ7+
蹐	tɕit7
鶺	tɕit7
脊	tɕiak7-
脊	tɕiaʔ7+
脊	tɕit7
迹	tɕiak7-
迹	tɕiaʔ7+
迹	tɕit7
跡	tɕiak7-
跡	tɕiaʔ7+
跡	tɕit7
襀	tɕit7
蹟	tɕit7
𩺀	tɕit7
速	suk7
速	suʔ7+
速	tɕit7
隻	tsak7-
隻	tsaʔ7+
隻	tɕit7
谻	tɕit7
𦺩	tɕit7
丮	tɕit7
𤜾	tɕit7
戟	tɕit7
𢜭	tɕit7
𢜭	tɕʰit7
𢜭	tɕʰit8
撠	tɕit7
𩯋	tɕit7
𦻝	tɕit7
𪄸	tɕit7
勣	tɕit7
績	tɕit7
樍	tɕit7
𦼷	tɕit7
墼	tɕit7
激	tɕit7
𡫀	tɕit7
擊	tɕit7
湒	tɕit7
䁒	tɕit7
𥠋	tɕit7
㗱	tɕit7
㠍	tɕit7
潗	tɕit7
蓻	tɕit7
咠	tɕit7
咠	tɕʰit7
葺	tɕit7
葺	tɕʰit7
𧚨	tɕit7
𧚨	tɕʰit7
給	tɕit7
芨	tɕit7
𦳌	tɕit7
伋	tɕit7
彶	tɕit7
汲	tɕit7
急	tɕit7
級	tɕit7
㲺	tɕit7
𧉍	tɕit7
㘍	tɕit7
訖	tɕit7
䰴	tɕit7
吉	tɕit7
郆	tɕit7
𤿠	tɕit7
趌	tɕit7
趌	tɕʰit7
趌	tɕʰit8
䩯	tɕʰit7
𧙞	tɕʰit7
𧻕	tɕʰit7
磧	tɕʰit7
皵	tɕʰit7
皵	tɕʰiɔk7
皵	tɕʰiɔʔ7+
洓	tɕʰit7
𠊬	tɕʰit7
𠊬	tɕʰiɔk8
𠊬	tɕʰiɔʔ8+
𠶸	tɕʰit7
𠶸	tɕʰiɔk8
𠶸	tɕʰiɔʔ8+
郄	tɕʰit7
郤	tɕʰit7
𡭴	tɕʰit7
綌	tɕʰit7
𧯈	tɕʰit7
瘠	tɕʰit7
瘠	tɕʰit8
䣢	tɕʰit7
䣢	tɕʰit8
籍	tɕʰit7
籍	tɕʰit8
𨆮	tɕʰit7
𨆮	tɕʰit8
屐	tɕʰit7
屐	tɕʰit8
𨍿	tɕʰit7
𨍿	tɕʰit8
𨍺	tɕʰit7
𨍺	tɕʰit8
㘌	tɕʰit7
㘌	tɕʰit8
𢔠	tɕʰit7
戚	tɕʰit7
𧠪	tɕʰit7
慽	tɕʰit7
慼	tɕʰit7
𧐶	tɕʰit7
𧒕	tɕʰit7
鏚	tɕʰit7
𪒑	tɕʰit7
𦸗	tɕʰit7
磩	tɕʰit7
𡧘	tɕʰit7
𡧘	tɕʰit8
𡧯	tɕʰit7
𡧯	tɕʰit8
𠴫	tɕiuk7
𠴫	tɕiuʔ7+
𠴫	tɕʰit7
𠴫	tɕʰit8
寂	tɕʰit7
寂	tɕʰit8
𠿊	tɕʰit7
𣪠	tɕʰit7
燩	kʰɔk7
燩	kʰɔʔ7+
燩	tɕʰit7
𥍰	tɕʰit7
緝	tɕʰit7
諿	tɕʰit7
𪔪	tɕʰit7
揖	it7
揖	tɕʰit7
亼	tɕʰit7
亼	tɕʰit8
𠓛	tɕʰit7
𠓛	tɕʰit8
𠦫	tɕʰit7
𠦫	tɕʰit8
集	tɕʰit7
集	tɕʰit8
㬤	tɕʰit7
泣	tɕʰit7
湆	tɕʰit7
及	tɕʰit7
及	tɕʰit8
㧀	tɕʰit7
㧀	tɕʰit8
𨕤	tɕʰit7
𨕤	tɕʰit8
𦶍	tɕʰit7
𦶍	tɕʰit8
䲯	tɕʰit7
䲯	tɕʰit8
七	tɕʰit7
柒	tɕʰit7
桼	tɕʰit7
䣛	tɕʰit7
𦸓	tɕʰit7
漆	tɕʰit7
㯃	tɕʰit7
𣛺	tɕʰit7
𪄭	tɕʰit7
疾	tɕʰit7
疾	tɕʰit8
嫉	tɕʰit7
嫉	tɕʰit8
蛣	tɕʰit7
詰	tɕʰit7
𩢴	tɕʰit7
乞	tɕʰit7
䒗	tɕʰit7
䒗	ɕit7
極	tɕʰit8
塉	tɕʰit8
耤	tɕʰit8
膌	tɕʰit8
𦺴	tɕʰit8
箿	tɕʰit8
輯	tɕʰit8
𤕺	tɕʰit8
㑵	tɕʰit8
蒺	tɕʰit8
𠹋	tɕʰit8
愱	tɕʰit8
槉	tɕʰit8
𧎿	tɕʰit8
𧪠	tɕʰit8
佶	tɕʰit8
姞	tɕʰit8
鮚	tɕʰit8
䞘	tɕʰit8
𢇓	tɕʰit8
𧈟	ȵit7
𧏾	ȵit7
𩺱	ȵit7
恧	ȵit7
恧	ȵiuk7
恧	ȵiuʔ7+
溺	ȵit7
屰	ȵit7
𠱘	ȵit7
逆	ȵiak7-
逆	ȵiaʔ7+
逆	ȵit7
𥿬	ȵit7
縌	ȵit7
㘙	ȵit7
惄	ȵit7
愵	ȵit7
𧗂	ȵit7
𠩫	ȵit7
艗	ȵit7
鶂	ȵit7
鷁	ȵit7
岌	ȵit7
㱞	ȵit7
昵	ȵit7
暱	ȵit7
䵑	ȵit7
䵒	ȵit7
䘌	ȵit7
衵	ȵit7
圪	ȵit7
疙	ȵit7
仡	ȵit7
仡	ɕit7
屹	ȵit7
𧆫	ȵit7
𦨇	ȵit7
𠡝	ȵit7
㠴	ȵit7
馹	ȵit7
息	ɕit7
鄎	ɕit7
蒠	ɕit7
㴧	ɕit7
㮩	ɕit7
𦞜	ɕit7
熄	ɕit7
瘜	ɕit7
螅	ɕit7
𥰝	ɕit7
䭒	ɕit7
𪄛	ɕit7
媳	ɕit7
赩	ɕit7
𥈜	ɕit7
𢤋	ɕit7
䀌	ɕit7
䵱	ɕit7
衋	ɕit7
棤	ɕit7
腊	ɕit7
鬄	ɕit7
昔	ɕit7
惜	ɕit7
焟	ɕit7
𩾼	ɕit7
𦠡	ɕit7
舄	tɕʰiɔk7
舄	tɕʰiɔʔ7+
舄	ɕit7
蕮	ɕit7
潟	ɕit7
磶	ɕit7
𩍆	ɕit7
夕	ɕit7
汐	ɕit7
矽	ɕit7
穸	ɕit7
𨛳	ɕit7
席	tɕʰiak8-
席	tɕʰiaʔ8+
席	ɕit7
蓆	tɕʰiak8-
蓆	tɕʰiaʔ8+
蓆	ɕit7
隙	ɕit7
裼	ɕit7
㭊	ɕit7
析	ɕit7
淅	ɕit7
惁	ɕit7
㱤	ɕit7
晰	ɕit7
皙	ɕit7
蜥	ɕit7
緆	ɕit7
𪎥	ɕit7
𧋐	ɕit7
赥	ɕit7
㤸	ɕit7
𣣉	ɕit7
𧨃	ɕit7
䦧	ɕit7
䈪	ɕit7
鬩	ɕit7
㦦	ɕit7
𤄎	ɕit7
𥍠	ɕit7
椺	ɕit7
椺	ɕit8
覡	ɕit7
覡	ɕit8
薂	ɕit7
薂	ɕit8
檄	ɕit7
檄	ɕit8
䚫	kɔk7
䚫	kɔʔ7+
䚫	ɕit7
䚫	ɕit8
㗩	ɕit7
𧿅	ɕit7
霫	ɕit7
霫	ɕit8
卌	ɕit7
習	ɕit7
𨝫	ɕit7
吸	ɕit7
翕	ɕit7
翖	ɕit7
噏	ɕit7
嬆	ɕit7
熻	ɕit7
潝	ɕit7
𧬈	ɕit7
闟	ɕit7
𪅲	ɕit7
悉	ɕit7
厀	ɕit7
𦸝	ɕit7
膝	ɕit7
窸	ɕit7
𧀬	ɕit7
欪	tsʰut7
欪	ɕit7
㣟	ɕit7
恄	ɕit7
欯	ɕit7
迄	ɕit7
汔	ɕit7
肸	ɕit7
䛥	ɕit7
釳	ɕit7
忔	ɕit7
婿	ɕit7
𦸚	ɕit8
槢	ɕit8
隰	ɕit8
䒁	ɕit8
飁	ɕit8
騽	it7
騽	ɕit8
鰼	ɕit8
襲	ɕit8
𪄶	ɕit8
肊	it7
抑	it7
𡊁	it7
𠶷	it7
𦺳	it7
億	it7
薏	it7
𣚍	it7
澺	it7
憶	it7
檍	it7
臆	it7
癔	it7
䗷	it7
𩍖	it7
蛡	it7
弋	it7
芅	it7
𢓀	it7
𢖺	it7
㚤	it7
杙	it7
𢎀	it7
𢦭	it7
䄩	it7
䘝	it7
𦏵	it7
䣧	it7
隿	it7
釴	it7
翊	it7
翌	it7
㔴	it7
䴬	it7
黓	it7
熼	it7
𥡪	it7
𦔜	it7
𧑌	it7
𠥦	it7
𧃟	it7
𩙺	it7
𨙒	it7
𤼌	it7
𧾰	it7
嗌	it7
益	it7
𨜶	it7
𦶩	it7
膉	it7
齸	it7
掖	it7
液	it7
腋	it7
亦	it7
弈	it7
奕	it7
帟	it7
埸	it7
𡱿	it7
焲	it7
㴒	it7
痬	it7
蜴	it7
墿	it7
㘁	it7
嶧	it7
圛	it7
燚	it7
懌	it7
燡	it7
𥜃	it7
𠓋	it7
繹	it7
醳	it7
譯	it7
𤑹	it7
驛	it7
挹	it7
邑	it7
䓃	it7
悒	it7
𦶂	it7
䭂	it7
熠	it7
煜	it7
煜	iuk7
煜	iuʔ7+
一	it7
弌	it7
壹	it7
乙	it7
釔	it7
鳦	it7
欥	it7
欥	yt7
劮	it7
佚	it7
佾	it7
逸	it7
溢	it7
鎰	it7
卒	tsut7
稡	tsut7
㤕	tsut7
㤕	tsʰut7
絀	tsut7
逫	tsut7
泏	kʰut7
泏	tsut7
窋	tsut7
㑁	tsut7
𡢑	tsut7
𦦖	tsut7
出	tsʰut7
𢪃	tsʰut7
𥾛	tsʰut7
猝	tsʰut7
𣨛	tsʰut7
𣨛	tɕyt7
𤝞	tsʰut7
怵	tsʰut7
𧺶	tsʰut7
䟣	tsʰut7
黜	tsʰut7
齣	tsʰut7
捽	tsʰut8
捽	tɕʰyt8
椊	tsʰut8
崪	tsʰut8
䚝	tsʰut8
𩩠	tsʰut8
术	sut7
术	sut8
术	tsʰut8
朮	sut7
朮	sut8
朮	tsʰut8
𦬸	tsʰut8
炢	tsʰut8
祟	sut7
㲞	sut7
窣	sut7
𪌯	sut7
𪍛	sut7
𪅄	sut7
𪖶	sut7
㞕	sut7
𠌭	sut7
䢦	sut7
𧍓	sut7
𧜠	sut7
蟀	sut7
𧗿	sut7
咰	sut7
述	sut7
述	sut8
術	sut7
術	sut8
秫	sut8
沭	sut8
噊	sut8
噊	yt7
𧑐	sut8
𧑐	yt7
驈	sut8
驈	yt7
蓇	kut7
䮩	kut7
㒴	kut7
汩	kut7
汩	yt7
骨	kut7
愲	kut7
榾	kut7
㾶	kut7
縎	kut7
䓛	kut7
㧾	kʰut7
㩿	kʰut7
矻	kʰut7
堀	kʰut7
堀	tɕʰyt8
窟	kʰut7
𡑣	kʰut7
𡼿	kʰut7
𥌄	kʰut7
圣	kʰut7
兀	ut7
𦬂	ut7
屼	ut7
杌	ut7
矹	ut7
𦨉	ut7
𤴰	ut7
𧈭	ut7
䑢	ut7
𠨜	ut7
㽾	ut7
䦍	ut7
淴	ut7
腽	ut7
膃	ut7
榅	ut7
勿	ut7
芴	ut7
岉	ut7
物	ut7
𣃦	ut7
桔	tɕyt7
㰵	tɕyt7
䱣	tɕyt7
𦙮	tɕyt7
橘	tɕyt7
𣎛	tɕyt7
𧽻	tɕyt7
䤎	tɕyt7
繘	tɕyt7
繘	yt7
𠀔	tɕyt7
趉	tɕyt7
䠇	tɕyt7
䠇	tɕʰyt8
鶌	tɕyt7
黢	tɕʰyt7
屈	tɕʰyt7
詘	tɕʰyt7
𧌑	tɕʰyt7
崒	tɕʰyt8
踤	tɕʰyt8
崛	tɕʰyt8
𡲗	tɕʰyt8
䘿	tɕʰyt8
倔	tɕʰyt8
𡲬	tɕʰyt8
𠷾	ɕyt7
洫	ɕyt7
𦑍	ɕyt7
䦗	ɕyt7
𧹭	ɕyt7
㰲	iuk7
㰲	iuʔ7+
㰲	tsuk7
㰲	tsuʔ7+
㰲	ɕyt7
𪑝	iuk7
𪑝	iuʔ7+
𪑝	yt7
𪑝	ɕyt7
淢	yt7
淢	ɕyt7
緎	yt7
緎	ɕyt7
閾	ɕyt7
𨵨	ɕyt7
𡕥	ɕyt7
戌	ɕyt7
卹	ɕyt7
㖅	ɕyt7
恤	ɕyt7
珬	ɕyt7
欰	ɕyt7
𣸃	ɕyt7
𧊥	ɕyt7
訹	ɕyt7
𨜿	ɕyt7
賉	ɕyt7
𥚋	ɕyt7
銊	ɕyt7
䳳	ɕyt7
欻	ɕyt7
𦱧	ɕyt7
𠦪	ɕyt7
𩘐	ɕyt7
烼	ɕyt7
㗵	ɕyt7
獝	ɕyt7
役	yt7
炈	yt7
𧈻	yt7
垼	yt7
豛	yt7
鈠	yt7
𩂹	yt7
𪁛	yt7
𩷍	yt7
域	yt7
𦱂	yt7
㚜	yt7
琙	yt7
棫	yt7
罭	yt7
𦈸	yt7
魊	yt7
䮙	yt7
𪂉	yt7
疫	yt7
欝	yt7
𩰪	yt7
鬱	yt7
灪	yt7
爩	yt7
𥘄	yt7
㧒	yt7
𢯮	yt7
𢔥	yt7
䁌	yt7
𦳯	yt7
𣅕	yt7
𡿯	yt7
䫻	yt7
肀	yt7
聿	yt7
䢖	yt7
矞	yt7
䋖	yt7
銉	yt7
遹	yt7
燏	yt7
鴪	yt7
𥎐	yt7
𦒔	yt7
霱	yt7
𩙅	yt7
鷸	yt7
爸	pak7
爸	paʔ7+
啪	pʰak7-
啪	pʰaʔ7+
拍	pʰak7-
拍	pʰaʔ7+
搦	lak7-
搦	laʔ7+
摘	tsak7-
摘	tsaʔ7+
债	tsak7-
债	tsaʔ7+
拆	tsʰak7-
拆	tsʰaʔ7+
坼	tsʰak7-
坼	tsʰaʔ7+
隔	kak7-
隔	kaʔ7+
錫	ɕiak7-
錫	ɕiaʔ7+
𢹖	kuak7
𢹖	kuaʔ7+
𠠎	kʰuak7-
𠠎	kʰuaʔ7+
𠠎	kʰuɔk7
𠠎	kʰuɔʔ7+
博	pɔk7
博	pɔʔ7+
㗘	pɔk7
㗘	pɔʔ7+
猼	pɔk7
猼	pɔʔ7+
愽	pɔk7
愽	pɔʔ7+
䙏	pɔk7
䙏	pɔʔ7+
䗚	pɔk7
䗚	pɔʔ7+
䍸	pɔk7
䍸	pɔʔ7+
簙	pɔk7
簙	pɔʔ7+
鎛	pɔk7
鎛	pɔʔ7+
餺	pɔk7
