			中山石岐話			中山環城話			南蓢白話			珠海唐家話												
	戌		s	ɵt	5	s	ɐt	5	s	ɐt	5	s	ɐt	5										
	失		s	ɐt	5	s	ɐt	5	s	ɐt	5	s	ɐt	5										
	室		s	ɐt	5	s	ɐt	5	s	ɐt	5	s	ɐt	5										
	朮		s	ɵt	6	s	ɐt	6	s	ɐt	6	s	ɐt	6										
	實		s	ɐt	6	s	ɐt	6	s	ɐt	6	s	ɐt	6										
	述		s	ɵt	6	s	ɐt	6	s	ɐt	6	s	ɐt	6										
	術		s	ɵt	6	s	ɐt	6	s	ɐt	6	s	ɐt	6										
	日		j	ɐt	6	j	ɐt	6	j	ɐt	6	j	ɐt	6										
	橘		kʷ	ɐt	5	kʷ	ɐt	5	kʷ	ɐt	5	k	ɐt	5										
	吉		k	ɐt	5	k	ɐt	5	k	ɐt	5	k	ɐt	5										
	拮		k	ɐt	5	k	ɐt	5	k	ɐt	5	k	ɐt	5										
	壹		j	ɐt	5	j	ɐt	5	j	ɐt	5	j	ɐt	5										
	一		j	ɐt	5	j	ɐt	5	j	ɐt	5	j	ɐt	5										
	逸		j	ɐt	6	j	ɐt	6	j	ɐt	6	j	ɐt	6										
	溢		j	ɐt	6	j	ɐt	6	j	ɐt	6	j	ɐt	6										
	佚		j	ɐt	6	j	ɐt	6	j	ɐt	6	j	ɐt	6										
	鷸		w	ɐt	6	w	ɐt	6	w	ɐt	6	w	ɐt	6										
	必		p	it	5	p	it	5	p	it	5	p	it	5										
	畢		p	ɐt	5	p	ɐt	5	p	ɐt	5	p	ɐt	5										
	謐		m	ɐt	6	m	ɐt	6	m	ɐt	6	m	ɐt	6										
	蜜		m	ɐt	6	m	ɐt	6	m	ɐt	6	m	ɐt	6										
	匹		pʰ	ɐt	5	pʰ	ɐt	5	pʰ	ɐt	5	pʰ	ɐt	5										
	紉		j	ɐn	3	j	ɐn	3	j	ɐn	3	j	ɐn	3										
	填		tʰ	in	4	tʰ	in	4	tʰ	in	4	tʰ	in	4										
	屯		tʰ	yn	4	tʰ	in	4	tʰ	in	4	tʰ	yn	4										
	珍		ts	ɐn	1	ts	ɐn	1	ts	ɐn	1	ts	ɐn	1										
	鎮		ts	ɐn	3	ts	ɐn	3	ts	ɐn	3	ts	ɐn	3										
	塵		tsʰ	ɐn	4	tsʰ	ɐn	4	tsʰ	ɐn	4	tsʰ	ɐn	4										
	陳		tsʰ	ɐn	4	tsʰ	ɐn	4	tsʰ	ɐn	4	tsʰ	ɐn	4										
	趁		tsʰ	ɐn	3	tsʰ	ɐn	3	tsʰ	ɐn	3	tsʰ	ɐn	3										
	巾		k	ɐn	1	k	ɐn	1	k	ɐn	1	k	ɐn	1										
	銀		ŋ	ɐn	4	ŋ	ɐn	4	ŋ	ɐn	4	ŋ	ɐn	4										
	垠		ŋ	ɐn	4	ŋ	ɐn	4	ŋ	ɐn	4	ŋ	ɐn	4										
	份		f	ɐn	3	f	ɐn	3	f	ɐn	3	f	ɐn	3										
	彬		p	ɐn	1	p	ɐn	1	p	ɐn	1	p	ɐn	1										
	貧		pʰ	ɐn	4	pʰ	ɐn	4	pʰ	ɐn	4	pʰ	ɐn	4										
	岷		m	ɐn	4	m	ɐn	4	m	ɐn	4	m	ɐn	4										
	閩		m	ɐn	2	m	ɐn	2	m	ɐn	2	m	ɐn	2										
	隕		w	ɐn	2	w	ɐn	2	w	ɐn	2	w	ɐn	2										
	憫		m	ɐn	2	m	ɐn	2	m	ɐn	2	m	ɐn	2										
	敏		m	ɐn	2	m	ɐn	2	m	ɐn	2	m	ɐn	2										
	窘		kʷʰ	ɐn	3	kʷʰ	ɐn	3	kʷʰ	ɐn	3	kʰ	ɐn	3										
	菌		kʷʰ	ɐn	2	kʷʰ	ɐn	2	kʷʰ	ɐn	2	kʰ	ɐn	2										
	陣		ts	ɐn	3	ts	ɐn	3	ts	ɐn	3	ts	ɐn	3										
	襯		tsʰ	ɐn	3	tsʰ	ɐn	3	tsʰ	ɐn	3	tsʰ	ɐn	3										
	瑾		k	ɐn	2	k	ɐn	2	k	ɐn	2	k	ɐn	2										
	僅		k	ɐn	2	k	ɐn	2	k	ɐn	2	k	ɐn	2										
	暱		n	ɪk	5	n	ɐk	5	n	ɐk	5	n	ɐk	5										
	茁		ts	yt	6	ts	it	6	ts	it	6	ts	yt	5										
	窒		ts	ɐt	6	ts	ɐt	6	ts	ɐt	6	ts	ɐt	6										
	怵		ts	ɵt	5	ts	ɐt	5	ts	ɐt	5	ts	ɐt	5										
	秩		t	it	6	t	it	6	t	it	6	t	it	6										
	姪		ts	ɐt	6	ts	ɐt	6	ts	ɐt	6	ts	ɐt	6										
	蟀		s	ɵt	5	s	ɐt	5	s	ɐt	5	s	ɐt	5										
	乙			yt	6		it	6		it	6		yt	5										
	筆		p	ɐt	5	p	ɐt	5	p	ɐt	5	p	ɐt	5										
	密		m	ɐt	6	m	ɐt	6	m	ɐt	6	m	ɐt	6										
	瑟		s	ɐt	5	s	ɐt	5	s	ɐt	5	s	ɐt	5										
	蝨		s	ɐt	5	s	ɐt	5	s	ɐt	5	s	ɐt	5										
	吞		tʰ	ɐn	1	tʰ	ɐn	1	tʰ	ɐn	1	tʰ	ɐn	1										
	跟		k	ɐn	1	k	ɐn	1	k	ɐn	1	k	ɐn	1										
	根		k	ɐn	1	k	ɐn	1	k	ɐn	1	k	ɐn	1										
	痕		h	ɐn	4	h	ɐn	4	h	ɐn	4	h	ɐn	4										
	恩		j	ɐn	1	j	ɐn	1	j	ɐn	1	j	ɐn	1										
	墾		h	ɐn	2	h	ɐn	2	h	ɐn	2	h	ɐn	2										
	懇		h	ɐn	2	h	ɐn	2	h	ɐn	2	h	ɐn	2										
	很		h	ɐn	2	h	ɐn	2	h	ɐn	2	h	ɐn	2										
	恨		h	ɐn	3	h	ɐn	3	h	ɐn	3	h	ɐn	3										
	墩		t	ɵn	1	t	ɐn	1	t	ɐn	1	t	ɐn	1										
	墩		t	ɐn	1																			
	燉		t	ɐn	3	t	ɐn	3	t	ɐn	3	t	ɐn	3										
	臀		tʰ	yn	4	tʰ	in	4	tʰ	in	4	tʰ	yn	4										
	豚		tʰ	yn	4	tʰ	in	4	tʰ	in	4	tʰ	yn	4										
	沌		t	ɐn	3	t	ɐn	3	t	ɐn	3	t	ɐn	3										
	尊		ts	yn	1	ts	in	1	ts	in	1	ts	yn	1										
	村		tsʰ	yn	1	tsʰ	in	1	tsʰ	in	1	tsʰ	yn	1										
	蹲		ts	ɵn	1	ts	ɐn	1	ts	ɐn	1	ts	ɐn	1										
	蹲		t	ɵn	1	t	ɐn	1	t	ɐn	1	t	ɐn	1										
	存		tsʰ	yn	4	tsʰ	in	4	tsʰ	in	4	tsʰ	yn	4										
	孫		s	yn	1	s	in	1	s	in	1	s	yn	1										
	昆		kʷʰ	ɐn	1	kʷʰ	ɐn	1	kʷʰ	ɐn	1	kʰ	ɐn	1										
	坤		kʷʰ	ɐn	1	kʷʰ	ɐn	1	kʷʰ	ɐn	1	kʰ	ɐn	1										
	昏		f	ɐn	1	f	ɐn	1	f	ɐn	1	f	ɐn	1										
	婚		f	ɐn	1	f	ɐn	1	f	ɐn	1	f	ɐn	1										
	渾		w	ɐn	4	w	ɐn	4	w	ɐn	4	w	ɐn	4	渾人，雄渾									
	渾		w	ɐn	3	w	ɐn	3	w	ɐn	3	w	ɐn	3	同“混”									
	溫		w	ɐn	1	w	ɐn	1	w	ɐn	1	w	ɐn	1										
	奔		p	ɐn	1	p	ɐn	1	p	ɐn	1	p	ɐn	1										
	盆		pʰ	un	4	pʰ	un	4	pʰ	un	4	pʰ	un	4										
	門		m	un	4	m	un	4	m	un	4	m	un	4										
	噴		pʰ	ɐn	3	pʰ	ɐn	3	pʰ	ɐn	3	pʰ	ɐn	3										
	遁		t	ɵn	3	t	ɐn	3	t	ɐn	3	t	ɐn	3										
	鱒		ts	yn	1	ts	in	1	ts	in	1	ts	yn	1										
	損		s	yn	2	s	in	2	s	in	2	s	yn	2										
	棍		kʷ	ɐn	3	kʷ	ɐn	3	kʷ	ɐn	3	k	ɐn	3										
	混		kʷ	ɐn	2	kʷ	ɐn	2	kʷ	ɐn	2	k	ɐn	2										
	混		w	ɐn	3	w	ɐn	3	w	ɐn	3	w	ɐn	3										
	穩		w	ɐn	2	w	ɐn	2	w	ɐn	2	w	ɐn	2										
	本		p	un	2	p	un	2	p	un	2	p	un	2										
	笨		p	ɐn	3	p	ɐn	3	p	ɐn	3	p	ɐn	3										
	笨		pʰ	ɐn	2	pʰ	ɐn	2	pʰ	ɐn	2	pʰ	ɐn	2	厚									
	畚		f	ɐn	3	f	ɐn	3	f	ɐn	3	f	ɐn	3	畚箕篸									
	畚		p	un	2	p	un	2	p	un	2	p	un	2										
	頓		t	ɵn	3	t	ɐn	3	t	ɐn	3	t	ɐn	3										
	鈍		t	ɵn	3	t	ɐn	3	t	ɐn	3	t	ɐn	3										
	嫩		n	yn	3	n	in	3	n	in	3	n	yn	3										
	寸		tsʰ	yn	3	tsʰ	in	3	tsʰ	in	3	tsʰ	yn	3										
	遜		s	ɵn	3	s	ɐn	3	s	ɐn	3	s	ɐn	3										
	困		kʷʰ	ɐn	3	kʷʰ	ɐn	3	kʷʰ	ɐn	3	kʰ	ɐn	3										
	困		w	ɐn	3	w	ɐn	3	w	ɐn	3	w	ɐn	3	白，囚禁									
	悶		m	un	3	m	un	3	m	un	3	m	un	3										
	咄		ts	yt	6	ts	it	6	ts	it	6	ts	yt	6										
	突		t	ɐt	6	t	ɐt	6	t	ɐt	6	t	ɐt	6										
	凸		t	ɐt	6	t	ɐt	6	t	ɐt	6	t	ɐt	6										
	屑		s	it	6	s	it	6	s	it	6	s	it	5										
	窣		s	ɵt	5	s	ɐt	5	s	ɐt	5	s	ɐt	5										
	骨		kʷ	ɐt	5	kʷ	ɐt	5	kʷ	ɐt	5	k	ɐt	5										
	滑		w	at	6	w	at	6	w	at	6	w	at	6										
	窟		kʷʰ	ɐt	5	kʷʰ	ɐt	5	kʷʰ	ɐt	5	kʰ	ɐt	5										
	窟		f	ɐt	5	f	ɐt	5	f	ɐt	5	f	ɐt	5	屎窟									
	兀		ŋ	ɐt	5	ŋ	ɐt	5	ŋ	ɐt	5	ŋ	ɐt	5										
	惚		f	ɐt	5	f	ɐt	5	f	ɐt	5	f	ɐt	5										
	忽		f	ɐt	5	f	ɐt	5	f	ɐt	5	f	ɐt	5										
	脖		p	ut	6	p	ut	6	p	ut	6	p	ut	6										
	渤		p	ut	6	p	ut	6	p	ut	6	p	ut	6										
	勃		p	ut	6	p	ut	6	p	ut	6	p	ut	6										
	沒		m	ut	6	m	ut	6	m	ut	6	m	ut	6										
	筋		k	ɐn	1	k	ɐn	1	k	ɐn	1	k	ɐn	1										
	斤		k	ɐn	1	k	ɐn	1	k	ɐn	1	k	ɐn	1										
	齦		ŋ	ɐn	4	ŋ	ɐn	4	ŋ	ɐn	4	ŋ	ɐn	4										
	欣		j	ɐn	1	j	ɐn	1	j	ɐn	1	j	ɐn	1										
	殷		j	ɐn	1	j	ɐn	1	j	ɐn	1	j	ɐn	1										
	芹		kʰ	ɐn	4	kʰ	ɐn	4	kʰ	ɐn	4	kʰ	ɐn	4										
	勤		kʰ	ɐn	4	kʰ	ɐn	4	kʰ	ɐn	4	kʰ	ɐn	4										
	槿		k	ɐn	2	k	ɐn	2	k	ɐn	2	k	ɐn	2										
	謹		k	ɐn	2	k	ɐn	2	k	ɐn	2	k	ɐn	2										
	隱		j	ɐn	2	j	ɐn	2	j	ɐn	2	j	ɐn	2										
	近		kʰ	ɐn	2	kʰ	ɐn	2	kʰ	ɐn	2	kʰ	ɐn	2	好近									
	近		k	ɐn	3	k	ɐn	3	k	ɐn	3	k	ɐn	3	靠近									
	吃		k	ɐt	6	k	ɐt	6	k	ɐt	6	k	ɐt	6	口吃									
	吃		j	ak	6	j	ak	6	j	ak	6	j	ak	5	吃飯									
	乞		h	at	5	h	at	5	h	at	5	h	at	5										
	屹		ŋ	ɐt	5	ŋ	ɐt	5	ŋ	ɐt	5	ŋ	ɐt	5										
	迄		ŋ	ɐt	5	ŋ	ɐt	5	ŋ	ɐt	5	ŋ	ɐt	5										
	軍		kʷ	ɐn	1	kʷ	ɐn	1	kʷ	ɐn	1	k	ɐn	1										
	君		kʷ	ɐn	1	kʷ	ɐn	1	kʷ	ɐn	1	k	ɐn	1										
	薰		f	ɐn	1	f	ɐn	1	f	ɐn	1	f	ɐn	1										
	薰		h	yn	1										正薰街									
	醺		f	ɐn	1	f	ɐn	1	f	ɐn	1	f	ɐn	1										
	燻		f	ɐn	1	f	ɐn	1	f	ɐn	1	f	ɐn	1										
	勛		f	ɐn	1	f	ɐn	1	f	ɐn	1	f	ɐn	1										
	蘊		w	ɐn	2	w	ɐn	2	w	ɐn	2	w	ɐn	2										
	云		w	ɐn	4	w	ɐn	4	w	ɐn	4	w	ɐn	4										
	雲		w	ɐn	4	w	ɐn	4	w	ɐn	4	w	ɐn	4										
	芸		w	ɐn	4	w	ɐn	4	w	ɐn	4	w	ɐn	4										
	員			yn	4		in	4		in	4		yn	4										
	耘		w	ɐn	4	w	ɐn	4	w	ɐn	4	w	ɐn	4										
	分		f	ɐn	1	f	ɐn	1	f	ɐn	1	f	ɐn	1	分開									
	分		f	ɐn	3	f	ɐn	3	f	ɐn	3	f	ɐn	3	本分									
	扮		p	an	3	p	an	3	p	an	3	p	an	3										
	焚		f	ɐn	4	f	ɐn	4	f	ɐn	4	f	ɐn	4										
	墳		f	ɐn	4	f	ɐn	4	f	ɐn	4	f	ɐn	4										
	頒		p	an	1	p	an	1	p	an	1	p	an	1										
	氛		f	ɐn	1	f	ɐn	1	f	ɐn	1	f	ɐn	1										
	聞		m	ɐn	4	m	ɐn	4	m	ɐn	4	m	ɐn	4										
	文		m	ɐn	4	m	ɐn	4	m	ɐn	4	m	ɐn	4										
	蚊		m	ɐn	1	m	ɐn	1	m	ɐn	1	m	ɐn	1										
	紋		m	ɐn	4	m	ɐn	4	m	ɐn	4	m	ɐn	4										
	芬		f	ɐn	1	f	ɐn	1	f	ɐn	1	f	ɐn	1										
	紛		f	ɐn	1	f	ɐn	1	f	ɐn	1	f	ɐn	1										
	醞		w	ɐn	2	w	ɐn	2	w	ɐn	2	w	ɐn	2										
	粉		f	ɐn	2	f	ɐn	2	f	ɐn	2	f	ɐn	2										
	憤		f	ɐn	2	f	ɐn	2	f	ɐn	2	f	ɐn	2										
	刎		m	ɐn	2	m	ɐn	2	m	ɐn	2	m	ɐn	2										
	吻		m	ɐn	2	m	ɐn	2	m	ɐn	2	m	ɐn	2										
	忿		f	ɐn	2	f	ɐn	2	f	ɐn	2	f	ɐn	2										
	訓		kʷʰ	ɐn	3	kʷʰ	ɐn	3	kʷʰ	ɐn	3	kʰ	ɐn	3										
	訓		f	ɐn	3																			
	運		w	ɐn	3	w	ɐn	3	w	ɐn	3	w	ɐn	3										
	韻		w	ɐn	3	w	ɐn	3	w	ɐn	3	w	ɐn	3										
	暈		w	ɐn	3	w	ɐn	3	w	ɐn	3	w	ɐn	3	日暈									
	暈		w	ɐn	4	w	ɐn	4	w	ɐn	4	w	ɐn	4	頭暈									
	糞		f	ɐn	3	f	ɐn	3	f	ɐn	3	f	ɐn	3										
	奮		f	ɐn	2	f	ɐn	2	f	ɐn	2	f	ɐn	2										
	拚		pʰ	un	3	pʰ	un	3	pʰ	un	3	pʰ	un	3										
	問		m	ɐn	3	m	ɐn	3	m	ɐn	3	m	ɐn	3										
	紊		m	ɐn	3	m	ɐn	3	m	ɐn	3	m	ɐn	3										
	郡		kʷ	ɐn	3	kʷ	ɐn	3	kʷ	ɐn	3	k	ɐn	3										
	屈		kʷʰ	ɐt	5	kʷʰ	ɐt	5	kʷʰ	ɐt	5	kʰ	ɐt	5										
	屈		w	ɐt	5	w	ɐt	5	w	ɐt	5	w	ɐt	5										
	鬱		w	ɐt	5	w	ɐt	5	w	ɐt	5	w	ɐt	5										
	弗		f	ɐt	5	f	ɐt	5	f	ɐt	5	f	ɐt	5										
	佛		f	ɐt	6	f	ɐt	6	f	ɐt	6	f	ɐt	6	佛教									
	佛		f	ɐt	5	f	ɐt	5	f	ɐt	5	f	ɐt	5	仿佛									
	物		m	ɐt	6	m	ɐt	6	m	ɐt	6	m	ɐt	6										
	勿		m	ɐt	6	m	ɐt	6	m	ɐt	6	m	ɐt	6										
	拂		f	ɐt	5	f	ɐt	5	f	ɐt	5	f	ɐt	5										
	拂		p	ɐt	6	p	ɐt	6	p	ɐt	6	p	ɐt	6	拂塵									
	彿		f	ɐt	5	f	ɐt	5	f	ɐt	5	f	ɐt	5										
	掘		kʷ	ɐt	6	kʷ	at	6	kʷ	at	6	k	ɐt	6										
	倔		kʷ	ɐt	6	kʷ	at	6	kʷ	at	6	k	ɐt	6										
	崛		kʷ	ɐt	6	kʷ	at	6	kʷ	at	6	k	ɐt	6										
	端		t	yn	1	t	in	1	t	in	1	t	yn	1										
	單		t	an	1	t	an	1	t	an	1	t	an	1	單純									
	單		s	in	3	s	in	3	s	in	3	s	in	3	姓單									
	丹		t	an	1	t	an	1	t	an	1	t	an	1										
	湍		tʰ	ɵn	1	tʰ	ɐn	1	tʰ	ɐn	1	tʰ	ɐn	1										
	嘆		tʰ	an	3	tʰ	an	3	tʰ	an	3	tʰ	an	3										
	攤		tʰ	an	1	tʰ	an	1	tʰ	an	1	tʰ	an	1										
	灘		tʰ	an	1	tʰ	an	1	tʰ	an	1	tʰ	an	1										
	團		tʰ	yn	4	tʰ	in	4	tʰ	in	4	tʰ	yn	4										
	壇		tʰ	an	4	tʰ	an	4	tʰ	an	4	tʰ	an	4										
	檀		tʰ	an	4	tʰ	an	4	tʰ	an	4	tʰ	an	4										
	彈		tʰ	an	4	tʰ	an	4	tʰ	an	4	tʰ	an	4	彈劾									
	彈		t	an	3	t	an	3	t	an	3	t	an	3	彈丸									
	但		t	an	3	t	an	3	t	an	3	t	an	3										
	難		n	an	4	n	an	4	n	an	4	n	an	4	困難									
	難		n	an	3	n	an	3	n	an	3	n	an	3	難民									
	闌		l	an	4	l	an	4	l	an	4	l	an	4										
	巒		l	yn	4	l	in	4	l	in	4	l	yn	4										
	蘭		l	an	4	l	an	4	l	an	4	l	an	4										
	瀾		l	an	4	l	an	4	l	an	4	l	an	4										
	瀾		l	an	2										口瀾									
	攔		l	an	4	l	an	4	l	an	4	l	an	4										
	欄		l	an	4	l	an	4	l	an	4	l	an	4										
	鑽		ts	yn	3	ts	in	3	ts	in	3	ts	yn	3										
	餐		tsʰ	an	1	tsʰ	an	1	tsʰ	an	1	tsʰ	an	1										
	殘		tsʰ	an	4	tsʰ	an	4	tsʰ	an	4	tsʰ	an	4										
	跚		s	an	1	s	an	1	s	an	1	s	an	1										
	酸		s	yn	1	s	in	1	s	in	1	s	yn	1										
	珊		s	an	1	s	an	1	s	an	1	s	an	1										
	痠		s	yn	1	s	in	1	s	in	1	s	yn	1										
	姍		s	an	1	s	an	1	s	an	1	s	an	1										
	棺		k	un	1	k	un	1	k	un	1	k	un	1										
	奸		k	an	1	k	an	1	k	an	1	k	an	1										
	肝		k	ɔn	1	k	ɔn	1	k	ɔn	1	k	ɔn	1										
	竿		k	ɔn	1	k	ɔn	1	k	ɔn	1	k	ɔn	1										
	觀		k	un	1	k	un	1	k	un	1	k	un	1	參觀									
	觀		k	un	3	k	un	3	k	un	3	k	un	3	道觀									
	冠		k	un	1	k	un	1	k	un	1	k	un	1	衣冠									
	冠		k	un	3	k	un	3	k	un	3	k	un	3	冠軍									
	官		k	un	1	k	un	1	k	un	1	k	un	1										
	貫		k	un	3	k	un	3	k	un	3	k	un	3										
	倌		k	un	1	k	un	1	k	un	1	k	un	1										
	乾		k	ɔn	1	k	ɔn	1	k	ɔn	1	k	ɔn	1	乾燥									
	乾		kʰ	in	4	kʰ	in	4	kʰ	in	4	kʰ	in	4	乾坤									
	干		k	ɔn	1	k	ɔn	1	k	ɔn	1	k	ɔn	1										
	刊		h	ɔn	2	h	ɔn	2	h	ɔn	2	h	ɔn	2										
	寬		h	un	1	h	un	1	h	un	1	h	un	1										
	看		h	ɔn	1	h	ɔn	1	h	ɔn	1	h	ɔn	1	看守									
	看		h	ɔn	3	h	ɔn	3	h	ɔn	3	h	ɔn	3	看待									
	歡		h	un	1	h	un	1	h	un	1	h	un	1										
	鼾		h	ɔn	4	h	ɔn	4	h	ɔn	4	h	ɔn	4										
	汗		h	ɔn	3	h	ɔn	3	h	ɔn	3	h	ɔn	3										
	汗		h	ɔn	4										可汗									
	桓		h	un	4	h	un	4	h	un	4	h	un	4										
	翰		h	ɔn	3	h	ɔn	3	h	ɔn	3	h	ɔn	3										
	院			yn	3		in	3		in	3		yn	3										
	寒		h	ɔn	4	h	ɔn	4	h	ɔn	4	h	ɔn	4										
	完			yn	4		in	4		in	4		yn	4										
	韓		h	ɔn	4	h	ɔn	4	h	ɔn	4	h	ɔn	4										
	丸			yn	4		in	4		in	4		yn	4										
	安			ɔn	1		ɔn	1		ɔn	1		ɔn	1										
	般		p	un	1	p	un	1	p	un	1	p	un	1										
	盤		pʰ	un	4	pʰ	un	4	pʰ	un	4	pʰ	un	4										
	饅		m	an	3	m	an	3	m	an	3	m	an	3										
	蔓		m	an	3	m	an	3	m	an	3	m	an	3										
	鰻		m	an	3	m	an	3	m	an	3	m	an	3										
	瞞		m	un	4	m	un	4	m	un	4	m	un	4										
	曼		m	an	3	m	an	3	m	an	3	m	an	3										
	拌		pʰ	un	3	pʰ	un	3	pʰ	un	3	p	un	3										
	潘		pʰ	un	1	pʰ	un	1	pʰ	un	1	pʰ	un	1										
	斷		t	yn	3	t	in	3	t	in	3	t	yn	3	文讀									
	斷		tʰ	yn	2	tʰ	in	2	tʰ	in	2	tʰ	yn	2	白讀									
	短		t	yn	2	t	in	2	t	in	2	t	yn	2										
	坦		tʰ	an	2	tʰ	an	2	tʰ	an	2	tʰ	an	2										
	瘓		h	un	3	h	un	3	h	un	3	h	un	3										
	誕		t	an	3	t	an	3	t	an	3	t	an	3										
	袒		tʰ	an	2	tʰ	an	2	tʰ	an	2	tʰ	an	2										
	緞		t	yn	3	t	in	3	t	in	3	t	yn	3										
	暖		n	yn	2	n	in	2	n	in	2	n	yn	2										
	懶		l	an	2	l	an	2	l	an	2	l	an	2										
	卵		l	ɵn	2	l	ɐn	2	l	ɐn	2	l	ɐn	2										
	散		s	an	2	s	an	2	s	an	2	s	an	2	散文									
	散		s	an	3	s	an	3	s	an	3	s	an	3	散步									
	算		s	yn	3	s	in	3	s	in	3	s	yn	3										
	傘		s	an	3	s	an	3	s	an	3	s	an	3										
	管		k	un	2	k	un	2	k	un	2	k	un	2										
	稈		k	ɔn	2	k	ɔn	2	k	ɔn	2	k	ɔn	2										
	侃		h	an	2	h	an	2	h	an	2	h	an	2										
	款		kʰ	un	2	kʰ	un	2	kʰ	un	2	kʰ	un	2										
	棵		f	ɔ	2	f	ɔ	2	f	ɔ	2	f	ɔ	2										
	浣		kʰ	un	2	kʰ	un	2	kʰ	un	2	kʰ	un	2										
	旱		h	ɔn	2	h	ɔn	2	h	ɔn	2	h	ɔn	2										
	緩		h	un	3	h	un	3	h	un	3	h	un	3										
	伴		pʰ	un	3	pʰ	un	3	pʰ	un	3	pʰ	un	3	文讀									
	伴		pʰ	un	2	pʰ	un	2	pʰ	un	2	pʰ	un	2	白讀									
	滿		m	un	2	m	un	2	m	un	2	m	un	2										
	旦		t	an	3	t	an	3	t	an	3	t	an	3										
	鍛		t	yn	3	t	in	3	t	in	3	t	yn	3										
	歎		tʰ	an	3	tʰ	an	3	tʰ	an	3	tʰ	an	3										
	炭		tʰ	an	3	tʰ	an	3	tʰ	an	3	tʰ	an	3										
	憚		t	an	3	t	an	3	t	an	3	t	an	3										
	段		t	yn	3	t	in	3	t	in	3	t	yn	3										
	亂		l	yn	3	l	in	3	l	in	3	l	yn	3										
	爛		l	an	3	l	an	3	l	an	3	l	an	3										
	讚		ts	an	3	ts	an	3	ts	an	3	ts	an	3										
	贊		ts	an	3	ts	an	3	ts	an	3	ts	an	3										
	璨		tsʰ	an	3	tsʰ	an	3	tsʰ	an	3	tsʰ	an	3										
	燦		tsʰ	an	3	tsʰ	an	3	tsʰ	an	3	tsʰ	an	3										
	竄		tsʰ	yn	3	tsʰ	in	3	tsʰ	in	3	tsʰ	yn	3										
	蒜		s	yn	3	s	in	3	s	in	3	s	yn	3										
	鸛		k	un	3	k	un	3	k	un	3	k	un	3										
	杆		k	ɔn	1	k	ɔn	1	k	ɔn	1	k	ɔn	1										
	罐		k	un	3	k	un	3	k	un	3	k	un	3										
	館		k	un	2	k	un	2	k	un	2	k	un	2										
	灌		k	un	3	k	un	3	k	un	3	k	un	3										
	幹		k	ɔn	3	k	ɔn	3	k	ɔn	3	k	ɔn	3										
	岸		ŋ	ɔn	3	ŋ	ɔn	3	ŋ	ɔn	3	ŋ	ɔn	3										
	玩		ŋ	un	3	ŋ	un	3	ŋ	un	3	ŋ	un	3	玩弄									
	玩		f	an	2	f	an	2	f	an	2	f	an	2	去玩									
	玩		w	an	2																			
	奐		h	un	3	h	un	3	h	un	3	h	un	3										
	喚		h	un	3	h	un	3	h	un	3	h	un	3										
	漢		h	ɔn	3	h	ɔn	3	h	ɔn	3	h	ɔn	3										
	煥		h	un	3	h	un	3	h	un	3	h	un	3										
	換			un	3		un	3		un	3		un	3										
	悍		h	ɔn	2	h	ɔn	2	h	ɔn	2	h	ɔn	2										
	瀚		h	ɔn	3	h	ɔn	3	h	ɔn	3	h	ɔn	3										
	案			ɔn	3		ɔn	3		ɔn	3		ɔn	3										
	按			ɔn	3		ɔn	3		ɔn	3		ɔn	3										
	腕			un	2		un	2		un	2		un	2										
	惋			un	2		un	2		un	2		un	2										
	晏			an	3		an	3		an	3		an	3										
	半		p	un	3	p	un	3	p	un	3	p	un	3										
	絆		pʰ	un	3	pʰ	un	3	pʰ	un	3	p	un	3										
	叛		pʰ	un	3	pʰ	un	3	pʰ	un	3	pʰ	un	3										
	畔		pʰ	un	3	pʰ	un	3	pʰ	un	3	pʰ	un	3										
	漫		m	an	3	m	an	3	m	an	3	m	an	3										
	幔		m	an	3	m	an	3	m	an	3	m	an	3										
	判		pʰ	un	3	pʰ	un	3	pʰ	un	3	pʰ	un	3										
	胖		pʰ	un	3	pʰ	un	3	pʰ	un	3	p	un	3										
	達		t	at	6	t	at	6	t	at	6	t	at	6										
	獺		tsʰ	at	6	tsʰ	at	6	tsʰ	at	6	tsʰ	at	5										
	奪		t	yt	6	t	it	6	t	it	6	t	yt	6										
	脫		tʰ	yt	6	tʰ	it	6	tʰ	it	6	tʰ	yt	5										
	捺		n	at	6	n	at	6	n	at	6	n	at	6										
	撮		tsʰ	yt	6	tsʰ	it	6	tsʰ	it	6	tsʰ	yt	5										
	薩		s	at	6	s	at	6	s	at	6	s	at	5										
	聒		kʰ	ut	6	kʰ	ut	6	kʰ	ut	6	kʰ	ut	5										
	割		k	ɔt	6	k	ɔt	6	k	ɔt	6	k	ɔt	5										
	活			ut	6		ut	6		ut	6		ut	6										
	括		kʰ	ut	6	kʰ	ut	6	kʰ	ut	6	kʰ	ut	5										
	葛		k	ɔt	6	k	ɔt	6	k	ɔt	6	k	ɔt	5										
	闊		h	ut	6	h	ut	6	h	ut	6	h	ut	5										
	渴		h	ɔt	6	h	ɔt	6	h	ɔt	6	h	ɔt	5										
	豁		kʰ	ut	6	kʰ	ut	6	kʰ	ut	6	kʰ	ut	5										
	褐		h	ɔt	6	h	ɔt	6	h	ɔt	6	h	ɔt	5										
	遏			at	6		at	6		at	6		at	5										
	撥		p	ut	6	p	ut	6	p	ut	6	p	ut	6										
