漢字	聲部	韻部	調類	聲-值	韻-值	調-值	釋義
衝	穿	東	陰平	tʃʰ	oŋ	1	向也水直撞也又衝要通衢也
衷	穿	東	陰平	tʃʰ	oŋ	1	心曲也情也
豊	非	東	陰平	f	oŋ	1	同上(大也盛也又豐熟)
豐	非	東	陰平	f	oŋ	1	大也盛也又豐熟
豵	精	東	陰平	ts	oŋ	1	一歲豕也
踪	精	東	陰平	ts	oŋ	1	踪跡
蹤	精	東	陰平	ts	oŋ	1	同上(踪跡)
躬	見	東	陰平	k	oŋ	1	身也
通	透	東	陰平	tʰ	oŋ	1	達也徹也
邕	以	東	陰平	j	oŋ	1	同上(和也)
鄷	非	東	陰平	f	oŋ	1	鄷都山又地名
鋒	非	東	陰平	f	oŋ	1	刀劍之芒
鍾	照	東	陰平	tʃ	oŋ	1	荼鍾酒鍾又聚也又姓
鐘	照	東	陰平	tʃ	oŋ	1	鐘鼓樂器也
雍	以	東	陰平	j	oŋ	1	雍熙和也又學宮
雝	以	東	陰平	j	oŋ	1	和也
風	非	東	陰平	f	oŋ	1	風雨又風化
風	非	東	陰上	f	oŋ	3	同上(譏諷又諷諫)
饔	以	東	陰平	j	oŋ	1	饔飧熟食也
騘	清	東	陰平	tsʰ	oŋ	1	鐵色馬
鬃	精	東	陰平	ts	oŋ	1	後鬃
鬆	心	東	陰平	s	oŋ	1	髮之髼鬆
鬷	精	東	陰平	ts	oŋ	1	衆也又釜屬
龔	見	東	陰平	k	oŋ	1	姓
𤧚	清	東	陰平	tsʰ	oŋ	1	石似玉
䕺	清	東	陽平	tsʰ	oŋ	2	草徑盛也
仝	透	東	陽平	tʰ	oŋ	2	同上(合也齊也共也通也)
佟	透	東	陽平	tʰ	oŋ	2	姓
侗	透	東	陽平	tʰ	oŋ	2	無知貌
傭	以	東	陽平	j	oŋ	2	傭工
僮	透	東	陽平	tʰ	oŋ	2	奴僕也又竦敬
儂	泥	東	陽平	n	oŋ	2	吳人謂我爲儂又渠儂他也又姓
叢	清	東	陽平	tsʰ	oŋ	2	聚也又林木茂盛也
同	透	東	陽平	tʰ	oŋ	2	合也齊也共也通也
喁	以	東	陽平	j	oŋ	2	魚口向上也
嚨	來	東	陽平	l	oŋ	2	喉嚨
墉	以	東	陽平	j	oŋ	2	牆也城也
娀	以	東	陽平	j	oŋ	2	有娀氏契之母家也
容	以	東	陽平	j	oŋ	2	包容容受又容貌
峒	透	東	陽平	tʰ	oŋ	2	崆峒山名
峒	端	東	陽去	t	oŋ	6	山曠處
崇	心	東	陽平	s	oŋ	2	高也又尊崇
幪	明	東	陽平	m	oŋ	2	帡幪蓋也覆也
庸	以	東	陽平	j	oŋ	2	平常也又用也
彤	透	東	陽平	tʰ	oŋ	2	赤色
慵	以	東	陽平	j	oŋ	2	懶惰也
戎	以	東	陽平	j	oŋ	2	兵也又戎狄
攏	來	東	陽平	l	oŋ	2	馬攏頭
曈	透	東	陽平	tʰ	oŋ	2	日欲出也
曨	來	東	陽平	l	oŋ	2	日出也
朦	明	東	陽平	m	oŋ	2	目不明也
朦	明	東	陽平	m	oŋ	2	月不光也
朧	來	東	陽平	l	oŋ	2	月將出也
松	清	東	陽平	tsʰ	oŋ	2	木名
桐	透	東	陽平	tʰ	oŋ	2	梧桐木名
榕	以	東	陽平	j	oŋ	2	木名
樷	清	東	陽平	tsʰ	oŋ	2	古文叢字
橦	透	東	陽平	tʰ	oŋ	2	木名
櫳	來	東	陽平	l	oŋ	2	養獸檻
洪	曉	東	陽平	h	oŋ	2	大也又姓
淞	清	東	陽平	tsʰ	oŋ	2	水名
溶	以	東	陽平	j	oŋ	2	水深貌
潨	清	東	陽平	tsʰ	oŋ	2	會也小水入大水也
潼	透	東	陽平	tʰ	oŋ	2	水名
濃	泥	東	陽平	n	oŋ	2	厚也
濃	日	東	陽平	ɲ	oŋ	2	厚也淡之對也
濛	明	東	陽平	m	oŋ	2	細雨
烘	曉	東	陽平	h	oŋ	2	燎也
熊	曉	東	陽平	h	oŋ	2	熊羆獸名
熔	以	東	陽平	j	oŋ	2	同上(鎔鑄以火燒紅銅鐵也)
瓏	來	東	陽平	l	oŋ	2	玲瓏玉名
癃	來	東	陽平	l	oŋ	2	罷病
瞳	透	東	陽平	tʰ	oŋ	2	目眸子也
矇	明	東	陽平	m	oŋ	2	日始出也
礱	來	東	陽平	l	oŋ	2	磨礱切也
穜	透	東	陽平	tʰ	oŋ	2	禾名先種後熟曰穜
穠	泥	東	陽平	n	oŋ	2	花木茂盛貌
穷	溪	東	陽平	kʰ	oŋ	2	同上(極也又貧乏也)
穹	溪	東	陽平	kʰ	oŋ	2	天曰穹蒼
窮	溪	東	陽平	kʰ	oŋ	2	極也又貧乏也
童	透	東	陽平	tʰ	oŋ	2	小孩子也
筇	溪	東	陽平	kʰ	oŋ	2	竹名可爲杖
筒	透	東	陽平	tʰ	oŋ	2	竹筒
筩	透	東	陽平	tʰ	oŋ	2	與筒同
篷	滂	東	陽平	pʰ	oŋ	2	雨篷
籠	來	東	陽平	l	oŋ	2	燈籠
紅	曉	東	陽平	h	oŋ	2	朱色
絨	以	東	陽平	j	oŋ	2	線絨
縫	非	東	陽平	f	oŋ	2	裁縫漏縫
聾	來	東	陽平	l	oŋ	2	耳不聞也
肜	以	東	陽平	j	oŋ	2	南書高宗肜日祭之明日也
膿	泥	東	陽平	n	oŋ	2	血白爲膿
艟	透	東	陽平	tʰ	oŋ	2	艨艟戰船也
艨	明	東	陽平	m	oŋ	2	舟名
芃	滂	東	陽平	pʰ	oŋ	2	芃芃長大貌
茸	以	東	陽平	j	oŋ	2	草亂貌又闒茸𤟹賤也
菆	清	東	陽平	tsʰ	oŋ	2	亦水會也
蒙	明	東	陽平	m	oŋ	2	覆被也蔽也承也又姓
蓉	以	東	陽平	j	oŋ	2	芙蓉花
蓬	滂	東	陽平	pʰ	oŋ	2	蓬萊仙境
蘢	來	東	陽平	l	oŋ	2	草名又蒙蘢蔽覆貌
虫	穿	東	陽平	tʃʰ	oŋ	2	蟲蟻
虹	曉	東	陽平	h	oŋ	2	虹霓
蛩	溪	東	陽平	kʰ	oŋ	2	獸名又蟬蜕
融	以	東	陽平	j	oŋ	2	通也會也和也
蟲	穿	東	陽平	tʃʰ	oŋ	2	同上(蟲蟻)
襱	來	東	陽平	l	oŋ	2	絝襱
訌	曉	東	陽平	h	oŋ	2	以言潰亂曰訌
農	泥	東	陽平	n	oŋ	2	耕農
逢	非	東	陽平	f	oŋ	2	遇也迎也
邛	溪	東	陽平	kʰ	oŋ	2	地名
鄘	以	東	陽平	j	oŋ	2	地名
醲	泥	東	陽平	n	oŋ	2	酒味之厚
重	穿	東	陽平	tʃʰ	oŋ	2	復也曡也
重	照	東	陽去	tʃ	oŋ	6	厚也又慎重輕重
銅	透	東	陽平	tʰ	oŋ	2	銅錫
銎	溪	東	陽平	kʰ	oŋ	2	斧柄穿孔
鎔	以	東	陽平	j	oŋ	2	鎔鑄以火燒紅銅鐵也
鏞	以	東	陽平	j	oŋ	2	大鐘也
隆	來	東	陽平	l	oŋ	2	興隆郅隆盛隆豐隆
雄	曉	東	陽平	h	oŋ	2	英雄雌雄
靀	明	東	陽平	m	oŋ	2	靀霧
顒	以	東	陽平	j	oŋ	2	敬也溫也
饛	明	東	陽平	m	oŋ	2	食之滿簋
馮	非	東	陽平	f	oŋ	2	姓又音朋
馮	滂	登	陽平	pʰ	ɐŋ	2	渡河無舟曰馮又音逢
髼	滂	東	陽平	pʰ	oŋ	2	髼鬆言髮之亂
鮦	透	東	陽平	tʰ	oŋ	2	魚名
鴻	曉	東	陽平	h	oŋ	2	鴻雁
黌	曉	東	陽平	h	oŋ	2	學宮曰黌宮
鼕	透	東	陽平	tʰ	oŋ	2	鼓聲
龍	來	東	陽平	l	oŋ	2	鱗蟲之長
𩻡	透	東	陽平	tʰ	oŋ	2	魚名
㩳	心	東	陰上	s	oŋ	3	挺也
俑	以	東	陰上	j	oŋ	3	從葬木偶人也
俸	非	東	陰上	f	oŋ	3	俸祿
冢	穿	東	陰上	tʃʰ	oŋ	3	大也長子長婦俱曰冢
唪	非	東	陰上	f	oŋ	3	瓜瓞之多實也
埇	以	東	陰上	j	oŋ	3	埇道
塚	穿	東	陰上	tʃʰ	oŋ	3	墓封曰塚
孔	曉	東	陰上	h	oŋ	3	竅也穴也又姓
宂	以	東	陰上	j	oŋ	3	煩也雜也
寵	穿	東	陰上	tʃʰ	oŋ	3	愛也恩也尊榮也
尰	照	東	陰上	tʃ	oŋ	3	足腫
恐	曉	東	陰上	h	oŋ	3	惶恐懼也
悚	心	東	陰上	s	oŋ	3	懼也怖也
懂	端	東	陰上	t	oŋ	3	懵懂心亂也
拱	見	東	陰上	k	oŋ	3	兩手合持曰拱
挏	端	東	陰上	t	oŋ	3	督起也
捅	透	東	陰上	tʰ	oŋ	3	進前也
捧	非	東	陰上	f	oŋ	3	兩手持物也
搃	精	東	陰上	ts	oŋ	3	同上(統也括也合也)
擁	以	東	陰上	j	oŋ	3	護也抱也又群從也
桶	透	東	陰上	tʰ	oŋ	3	木桶
湧	以	東	陰上	j	oŋ	3	泉溢出也
琫	非	東	陰上	f	oŋ	3	刀上飾也
甬	以	東	陰上	j	oŋ	3	甬道又鐘鼻
畽	端	東	陰上	t	oŋ	3	町畽屋旁隙地也
瘇	照	東	陰上	tʃ	oŋ	3	同上(脹也)
礦	見	東	陰上	k	oŋ	3	銀礦
種	照	東	陰上	tʃ	oŋ	3	種蒔
種	照	東	陰去	tʃ	oŋ	5	栽植
竦	心	東	陰上	s	oŋ	3	立也敬也
粽	精	東	陰上	ts	oŋ	3	角黍也
糉	精	東	陰上	ts	oŋ	3	同上(角黍也)
統	透	東	陰上	tʰ	oŋ	3	統緒總統括攝也
總	精	東	陰上	ts	oŋ	3	統也括也合也
聳	心	東	陰上	s	oŋ	3	聳洞驚也高也
腫	照	東	陰上	tʃ	oŋ	3	脹也
臃	以	東	陰上	j	oŋ	3	腫脹也
菶	非	東	陰上	f	oŋ	3	草盛貌
董	端	東	陰上	t	oŋ	3	督治也又姓
蛹	以	東	陰上	j	oŋ	3	繭蟲蠶化爲蛹也
諷	非	東	陰上	f	oŋ	3	譏諷又諷諫
踊	以	東	陰上	j	oŋ	3	跳也又刖足者之屨
踵	照	東	陰上	tʃ	oŋ	3	足跟又繼也躡也
鑛	見	東	陰上	k	oŋ	3	鐵鑛
鞏	見	東	陰上	k	oŋ	3	同也以皮束物
勇	以	東	陽上	j	oŋ	4	強壯也
壟	來	東	陽上	l	oŋ	4	田中高土山壟也
壠	來	東	陽上	l	oŋ	4	同上(田中高土山壟也)
槓	來	東	陽上	l	oŋ	4	衣箱
隴	來	東	陽上	l	oŋ	4	隴西地名
众	照	東	陰去	tʃ	oŋ	5	同上(多也)
倥	曉	東	陰去	h	oŋ	5	困也
凍	端	東	陰去	t	oŋ	5	寒冷也
哄	曉	東	陰去	h	oŋ	5	衆聲唱聲又呵喝聲
宋	心	東	陰去	s	oŋ	5	國名又姓
控	曉	東	陰去	h	oŋ	5	引也告訴也又控馭又稱吏爲提控也
棟	端	東	陰去	t	oŋ	5	柱樑也
瓮	亞	東	陰去		oŋ	5	同上(大釭也瓦器)
甕	亞	東	陰去		oŋ	5	大釭也瓦器
痛	透	東	陰去	tʰ	oŋ	5	隱痛傷痛痛楚疼痛
蝀	端	東	陰去	t	oŋ	5	螮蝀虹也
衆	照	東	陰去	tʃ	oŋ	5	多也
貢	見	東	陰去	k	oŋ	5	貢獻貢稅
送	心	東	陰去	s	oŋ	5	餽也餞也隨人尾也
銃	穿	東	陰去	tʃʰ	oŋ	5	火炮
閧	曉	東	陰去	h	oŋ	5	鬪聲
鞚	曉	東	陰去	h	oŋ	5	馬勒
齆	亞	東	陰去		oŋ	5	鼻塞曰齆
㝱	明	東	陽去	m	oŋ	6	同上(夢寐又夢兆)
仲	照	東	陽去	tʃ	oŋ	6	伯仲
動	端	東	陽去	t	oŋ	6	作動搖動舉動
哢	來	東	陽去	l	oŋ	6	鳥吟聲
奉	非	東	陽去	f	oŋ	6	承業進也又奉侍奉養
弄	來	東	陽去	l	oŋ	6	戲弄舞弄玩弄
慟	端	東	陽去	t	oŋ	6	哀之過也
戙	端	東	陽去	t	oŋ	6	船板戙所繫也
梦	明	東	陽去	m	oŋ	6	同上(夢寐又夢兆)
洞	端	東	陽去	t	oŋ	6	洞府又水疾流貌
用	以	東	陽去	j	oŋ	6	使用作用
衕	端	東	陽去	t	oŋ	6	衚衕通街也
訟	精	東	陽去	ts	oŋ	6	官訟爭辨也又爭財曰訟
誦	精	東	陽去	ts	oŋ	6	誦讀
頌	精	東	陽去	ts	oŋ	6	稱頌
鳳	非	東	陽去	f	oŋ	6	鳳凰羽蟲之長
剭	亞	東入	陰入		ok	7	刑誅也
勖	曉	東入	陰入	h	ok	7	勉也
匊	見	東入	陰入	k	ok	7	同上(兩手捧物曰掬)
卜	幫	東入	陰入	p	ok	7	卜筮龜卜
叔	審	東入	陰入	ʃ	ok	7	父之弟
告	見	東入	陰入	k	ok	7	教也告也
告	見	孤	陰去	k	u	5	啓也報也命也又告語告示
哭	曉	東入	陰入	h	ok	7	哭泣
嚳	見	東入	陰入	k	ok	7	帝嚳髙辛氏號
囑	照	東入	陰入	tʃ	ok	7	囑括又吩咐也
夙	心	東入	陰入	s	ok	7	早也
宿	心	東入	陰入	s	ok	7	歇宿星宿
屋	亞	東入	陰入		ok	7	房屋舍居也
屬	照	東入	陰入	tʃ	ok	7	合也又聚也
屬	審	東入	陽入	ʃ	ok	8	類也親屬附屬統屬
幅	非	東入	陰入	f	ok	7	布之一片曰一幅又邊幅
彧	以	東入	陰入	j	ok	7	文章貌又黍稷茂盛
忸	泥	東入	陰入	n	ok	7	忸怩慚愧
恧	泥	東入	陰入	n	ok	7	慙也心愧爲恧
愎	非	東入	陰入	f	ok	7	戾也狠也拒諫曰剛愎
慉	穿	東入	陰入	tʃʰ	ok	7	亦養也
掬	見	東入	陰入	k	ok	7	兩手捧物曰掬
搐	穿	東入	陰入	tʃʰ	ok	7	宰制也
摝	來	東入	陰入	l	ok	7	振也搖也
旭	曉	東入	陰入	h	ok	7	日初出
昱	以	東入	陰入	j	ok	7	日光也
曲	曉	東入	陰入	h	ok	7	不直也又曲紅米委曲私曲麥
束	穿	東入	陰入	tʃʰ	ok	7	束縛約束又束脩束帶
柷	照	東入	陰入	tʃ	ok	7	柷圉樂器也
梏	見	東入	陰入	k	ok	7	手械又亂也
楅	非	東入	陰入	f	ok	7	以橫木施之牛角使其不抵觸
樕	清	東入	陰入	tsʰ	ok	7	樸樕小木也
毓	以	東入	陰入	j	ok	7	孕毓
沃	以	東入	陰入	j	ok	7	濡潤也
漉	來	東入	陰入	l	ok	7	水之滲漏也
澳	以	東入	陰入	j	ok	7	水之内曰澳外曰隈又音奧
澳	亞	孤	陰去		u	5	澳門
煜	以	東入	陰入	j	ok	7	燿也火光也盛也
燭	照	東入	陰入	tʃ	ok	7	火燭
牿	見	東入	陰入	k	ok	7	牛馬牢也
畜	穿	東入	陰入	tʃʰ	ok	7	畜養
督	端	東入	陰入	t	ok	7	董也率也責也又催速也又都督總督
矗	穿	東入	陰入	tʃʰ	ok	7	聳上也高起也又直也齊也
矚	照	東入	陰入	tʃ	ok	7	視之甚也
碌	來	東入	陰入	l	ok	7	庸碌常品也
祝	照	東入	陰入	tʃ	ok	7	禱祝又祝壽又祝融火神也
福	非	東入	陰入	f	ok	7	祐也德也休也善也祥也百善之名也
秃	透	東入	陰入	tʰ	ok	7	無髮之人
穀	見	東入	陰入	k	ok	7	米穀又善也
竹	照	東入	陰入	tʃ	ok	7	竹木
竺	照	東入	陰入	tʃ	ok	7	天竺國
筑	照	東入	陰入	tʃ	ok	7	擊筑
築	照	東入	陰入	tʃ	ok	7	擣也築室築城
篤	端	東入	陰入	t	ok	7	厚而力也又實也
簌	清	東入	陰入	tsʰ	ok	7	窶陋也
簏	來	東入	陰入	l	ok	7	竹篋
粛	心	東入	陰入	s	ok	7	同上(敬也嚴也戒也)
粟	心	東入	陰入	s	ok	7	粟米
粥	照	東入	陰入	tʃ	ok	7	糜粥
糓	見	東入	陰入	k	ok	7	車輻所奏也
縮	審	東入	陰入	ʃ	ok	7	退縮斂縮縮直伸縮
肅	心	東入	陰入	s	ok	7	敬也嚴也戒也
腹	非	東入	陰入	f	ok	7	腹心
菊	見	東入	陰入	k	ok	7	菊花
葍	非	東入	陰入	f	ok	7	惡菜
蓄	穿	東入	陰入	tʃʰ	ok	7	積也藏也
蓿	心	東入	陰入	s	ok	7	苜蓿
蔌	清	東入	陰入	tsʰ	ok	7	果名
薁	以	東入	陰入	j	ok	7	瓜菜之屬
薁	亞	孤	陰上		u	3	薁登
蝠	非	東入	陰入	f	ok	7	蝙蝠即蝠飛鼠
衄	泥	東入	陰入	n	ok	7	刀傷也
触	穿	東入	陰入	tʃʰ	ok	7	同上(突也犯也抵觸惑也)
觫	清	東入	陰入	tsʰ	ok	7	觳觫恐懼貌
觸	穿	東入	陰入	tʃʰ	ok	7	突也犯也抵觸惑也
谷	見	東入	陰入	k	ok	7	兩山中流水之處又養也窮也
踧	心	東入	陰入	s	ok	7	踧踖行之恭敬
蹙	清	東入	陰入	tsʰ	ok	7	頻蹙愁貌又迫也
蹜	心	東入	陰入	s	ok	7	舉足促狹也
蹴	清	東入	陰入	tsʰ	ok	7	踐踏也
輹	非	東入	陰入	f	ok	7	車之承輻者
輻	非	東入	陰入	f	ok	7	輻輳
轆	來	東入	陰入	l	ok	7	轆轤井上汲水者
速	清	東入	陰入	tsʰ	ok	7	急也迫也
遬	清	東入	陰入	tsʰ	ok	7	齊遬
郁	以	東入	陰入	j	ok	7	文盛貌
鋈	以	東入	陰入	j	ok	7	鎔白今鋈灌其車環以爲飾
隩	以	東入	陰入	j	ok	7	同上(水之内曰澳外曰隈又音奧)
鞠	見	東入	陰入	k	ok	7	育也又曲身也
鞫	見	東入	陰入	k	ok	7	鞫審斷獄也
頊	曉	東入	陰入	h	ok	7	正也顓頊古帝名
顣	清	東入	陰入	tsʰ	ok	7	同上(頻蹙愁貌又迫也)
餗	清	東入	陰入	tsʰ	ok	7	鼎實也易覆餗
馥	非	東入	陰入	f	ok	7	香氣
鵒	見	東入	陰入	k	ok	7	鸚鵒
鵠	見	東入	陰入	k	ok	7	鳥名
麓	來	東入	陰入	l	ok	7	山之足也
伏	非	東入	陽入	f	ok	8	偃也匿也潛也伺也
俗	精	東入	陽入	ts	ok	8	風俗
僇	來	東入	陽入	l	ok	8	與戮同
僕	幫	東入	陽入	p	ok	8	奴僕又御車也
六	來	東入	陽入	l	ok	8	數名
凟	端	東入	陽入	t	ok	8	褻凟慢辱也
匵	端	東入	陽入	t	ok	8	匱也
塾	審	東入	陽入	ʃ	ok	8	門側之堂設教之所也
妯	審	東入	陽入	ʃ	ok	8	妯娌嬸姆曰妯娌
孰	審	東入	陽入	ʃ	ok	8	誰也何也
局	見	東入	陽入	k	ok	8	格局又限也
幞	幫	東入	陽入	p	ok	8	幞頭冠帽也周武帝所設
復	非	東入	陽入	f	ok	8	返也報答也重曡也
慾	以	東入	陽入	j	ok	8	私心也
戮	來	東入	陽入	l	ok	8	殺勠
斛	曉	東入	陽入	h	ok	8	十斗曰斛
族	精	東入	陽入	ts	ok	8	宗族
暴	幫	東入	陽入	p	ok	8	日乾又顯示也
暴	幫	孤	陽去	p	u	6	虐也猛也驟也橫也急也又徒手搏獸曰暴
曝	幫	東入	陽入	p	ok	8	日晒也
服	非	東入	陽入	f	ok	8	衣服又悅服
木	明	東入	陽入	m	ok	8	草木
楘	明	東入	陽入	m	ok	8	車歷錄束文也詩五楘梁輈
樸	幫	東入	陽入	p	ok	8	樸樕小木也
樸	滂	剛入	陰入	pʰ	ɔk	7	木素也上曰杯木曰樸又質樸
櫝	端	東入	陽入	t	ok	8	匣也
欲	以	東入	陽入	j	ok	8	愛也願也又私欲
毒	端	東入	陽入	t	ok	8	毒藥又害也痛也苦也憎也
沐	明	東入	陽入	m	ok	8	濯髮曰沐
浴	以	東入	陽入	j	ok	8	沐浴滌也
淑	審	東入	陽入	ʃ	ok	8	善也始也
渌	來	東入	陽入	l	ok	8	水清也
溽	日	東入	陽入	ɲ	ok	8	暑天濕熱
濁	照	東入	陽入	tʃ	ok	8	混濁不清也
濮	幫	東入	陽入	p	ok	8	地名
瀆	端	東入	陽入	t	ok	8	溝瀆
瀑	幫	東入	陽入	p	ok	8	瀑布飛浪也
瀑	幫	孤	陽去	p	u	6	疾雨也又音僕飛泉懸水
熟	審	東入	陽入	ʃ	ok	8	成熟
牘	端	東入	陽入	t	ok	8	簡牘案牘
牧	明	東入	陽入	m	ok	8	養牛羊俱曰牧
犢	端	東入	陽入	t	ok	8	牛子
独	端	東入	陽入	t	ok	8	同上(孤也單也)
獄	日	東入	陽入	ɲ	ok	8	牢獄
獨	端	東入	陽入	t	ok	8	孤也單也
玉	日	東入	陽入	ɲ	ok	8	寶玉
瓄	端	東入	陽入	t	ok	8	玉器
目	明	東入	陽入	m	ok	8	眼目又條件也
睦	明	東入	陽入	m	ok	8	親睦和睦
禄	來	東入	陽入	l	ok	8	仕者之俸又福祿
稑	來	東入	陽入	l	ok	8	同穋字
穆	明	東入	陽入	m	ok	8	和敬也深遠也又左昭右穆
穋	來	東入	陽入	l	ok	8	後種先熟曰穋
籙	來	東入	陽入	l	ok	8	圖籙
緑	來	東入	陽入	l	ok	8	青黃間色
續	精	東入	陽入	ts	ok	8	繼續連續
纛	端	東入	陽入	t	ok	8	旗纛
肉	日	東入	陽入	ɲ	ok	8	骨肉
育	以	東入	陽入	j	ok	8	生育養育
苜	明	東入	陽入	m	ok	8	苜蓿
茯	非	東入	陽入	f	ok	8	茯苓藥名
菉	來	東入	陽入	l	ok	8	菉竹菉荳
菽	審	東入	陽入	ʃ	ok	8	大荳也
蓐	日	東入	陽入	ɲ	ok	8	陳草復生也
蓫	照	東入	陽入	tʃ	ok	8	惡菜
蓼	來	東入	陽入	l	ok	8	草長大貌又音料
蓼	來	朝	陽上	l	iu	4	辛苦之菜又音六
蔟	精	東入	陽入	ts	ok	8	聚也又音秀
藚	精	東入	陽入	ts	ok	8	草名
蜀	審	東入	陽入	ʃ	ok	8	地名
蠋	審	東入	陽入	ʃ	ok	8	桑蟲如蠶
袱	非	東入	陽入	f	ok	8	包也
褥	日	東入	陽入	ɲ	ok	8	裀褥
襮	幫	東入	陽入	p	ok	8	繡黼爲領朝祭之裏衣
觳	曉	東入	陽入	h	ok	8	觳觫恐懼貌
讀	端	東入	陽入	t	ok	8	誦讀
讟	端	東入	陽入	t	ok	8	恕謗也
跼	見	東入	陽入	k	ok	8	踡跼不伸又促也曲也
躅	照	東入	陽入	tʃ	ok	8	蹢躅行貌
軸	照	東入	陽入	tʃ	ok	8	車軸又盡也
辱	以	東入	陽入	j	ok	8	恥辱污辱
逐	照	東入	陽入	tʃ	ok	8	追逐驅逐斥逐
酷	曉	東入	陽入	h	ok	8	貪酷苛也慘刻也
醁	來	東入	陽入	l	ok	8	醽醁美酒也
録	來	東入	陽入	l	ok	8	記也謄也又收錄
鏃	精	東入	陽入	ts	ok	8	箭嘴
陸	來	東入	陽入	l	ok	8	同上又路也高平曰陸(數名)
霂	明	東入	陽入	m	ok	8	霡霂小雨也
韣	端	東入	陽入	t	ok	8	弓衣也
騄	來	東入	陽入	l	ok	8	騄騏駿馬也
鬻	以	東入	陽入	j	ok	8	賣也
鷟	精	東入	陽入	ts	ok	8	鸑鷟鳥名
鹿	來	東入	陽入	l	ok	8	獸名
黷	端	東入	陽入	t	ok	8	貪墨也又黷武
丁	端	英	陰平	t	iŋ	1	當也又干名又值也又人丁
京	見	英	陰平	k	iŋ	1	王都也又大也高也
仃	端	英	陰平	t	iŋ	1	伶仃
偵	照	英	陰平	tʃ	iŋ	1	伺探也
傾	溪	英	陰平	kʰ	iŋ	1	傾敗傾側傾瀉傾听傾倒又傾銀
兄	曉	英	陰平	h	iŋ	1	長也
兢	見	英	陰平	k	iŋ	1	兢業戒謹貌又不安也恭也
兵	幫	英	陰平	p	iŋ	1	兵卒又刀兵劍戟之屬
冰	幫	英	陰平	p	iŋ	1	冰雪水凍而成冰也
勝	審	英	陰平	ʃ	iŋ	1	勝任又堪也又盡也
勝	審	英	陰去	ʃ	iŋ	5	負之對也又克也優也過也加也
升	審	英	陰平	ʃ	iŋ	1	登進也又十合爲升
卿	曉	英	陰平	h	iŋ	1	公卿
叮	端	英	陰平	t	iŋ	1	叮嚀告戒之意
听	透	英	陰平	tʰ	iŋ	1	同上(聽聞)
听	透	英	陰去	tʰ	iŋ	5	同上(聆也待也又聽從)
声	審	英	陰平	ʃ	iŋ	1	同上(聲音名聲)
嬰	以	英	陰平	j	iŋ	1	嬰孩
廳	透	英	陰平	tʰ	iŋ	1	廳堂
征	照	英	陰平	tʃ	iŋ	1	往也取也伐也又正也
惺	心	英	陰平	s	iŋ	1	惺悟堂惺惺持敬也
惺	心	英	陰上	s	iŋ	3	悟也
應	以	英	陰平	j	iŋ	1	當也
應	以	英	陰去	j	iŋ	5	對答也
扃	古	英	陰平	kʷ	iŋ	1	關戶之本又上聲明察也
掤	幫	英	陰平	p	iŋ	1	矢筩蓋
攖	以	英	陰平	j	iŋ	1	觸也牽也亂也
旌	精	英	陰平	ts	iŋ	1	旌旗又旌表
昇	審	英	陰平	ʃ	iŋ	1	太平也又日光也
星	心	英	陰平	s	iŋ	1	星辰星宿
晶	精	英	陰平	ts	iŋ	1	日之光也又水晶
楨	照	英	陰平	tʃ	iŋ	1	楨榦
櫻	以	英	陰平	j	iŋ	1	櫻桃
涇	見	英	陰平	k	iŋ	1	涇渭涇濁渭清
清	清	英	陰平	tsʰ	iŋ	1	清潔清正清廉清白
烝	照	英	陰平	tʃ	iŋ	1	衆也
猩	心	英	陰平	s	iŋ	1	猩猩能言之獸
玎	端	英	陰平	t	iŋ	1	玎璫玉聲
瑛	以	英	陰平	j	iŋ	1	玉光也
瓔	以	英	陰平	j	iŋ	1	石似玉
癥	照	英	陰平	tʃ	iŋ	1	腹内結疾
癭	以	英	陰平	j	iŋ	1	頸瘰也
睛	精	英	陰平	ts	iŋ	1	眼睛
矜	見	英	陰平	k	iŋ	1	矜誇矜憐矜持又敬也
禎	照	英	陰平	tʃ	iŋ	1	祥也又善也
秤	穿	英	陰平	tʃʰ	iŋ	1	較物輕重
秤	穿	英	陰去	tʃʰ	iŋ	5	所以稱物之輕重也
称	穿	英	陰平	tʃʰ	iŋ	1	同上(稱揚稱舉稱道)
稱	穿	英	陰平	tʃʰ	iŋ	1	稱揚稱舉稱道
稱	穿	英	陰去	tʃʰ	iŋ	5	度量也快意曰稱意又均等也
精	精	英	陰平	ts	iŋ	1	妙也細也純也靈也壯也熟也
經	見	英	陰平	k	iŋ	1	常也理也又經緯又聖言曰經
纓	以	英	陰平	j	iŋ	1	纓系
聲	審	英	陰平	ʃ	iŋ	1	聲音名聲
聽	透	英	陰平	tʰ	iŋ	1	聽聞
聽	透	英	陰去	tʰ	iŋ	5	聆也待也又聽從
腥	心	英	陰平	s	iŋ	1	生肉也又腥膻
膺	以	英	陰平	j	iŋ	1	胸也又當也
膺	以	英	陰去	j	iŋ	5	以言應人也
興	曉	英	陰平	h	iŋ	1	作興興起盛旺也
興	曉	英	陰去	h	iŋ	5	高興又詩興比賦
英	以	英	陰平	j	iŋ	1	才勝千人曰英又英雄英華
荆	見	英	陰平	k	iŋ	1	荊條荊棘又荊楚國名
菁	精	英	陰平	ts	iŋ	1	草盛也
蒸	照	英	陰平	tʃ	iŋ	1	衆也進也又薰蒸又冬祭曰蒸
蘡	以	英	陰平	j	iŋ	1	蘡薁草名
