字目	读音	注释	声母	韵母	声调	(声母)	(声母序)	(韵母序)	(调序)	最后一个同音字?1为是	声韵组合	最后一个同音异调?1为是	同音字汇(同音异调!)	同音字汇连声韵
疲	=D42&E42&F42		pʰ	i	44	=IF(D42=0,"〇",D42)	=VLOOKUP(G:G,声韵排序表!A:B,2,FALSE)	=VLOOKUP(E:E,声韵排序表!D:E,2,FALSE)	=VLOOKUP(F:F,声韵排序表!G:H,2,FALSE)	=IF(B42=B43,0,1)	=D42&E42	=IF(L42=L43,0,1)	=IF(M41=0,IF(K41=0,IF(B42=B41,N41&IF(C42=0,A42,A42&"{"&C42&"}"),"["&J42&"]"&IF(C42=0,A42,A42&"{"&C42&"}")),N41&"["&J42&"]"&IF(C42=0,A42,A42&"{"&C42&"}")),"["&J42&"]"&IF(C42=0,A42,A42&"{"&C42&"}"))	=L42&N42
脾	=D43&E43&F43	文	pʰ	i	44	=IF(D43=0,"〇",D43)	=VLOOKUP(G:G,声韵排序表!A:B,2,FALSE)	=VLOOKUP(E:E,声韵排序表!D:E,2,FALSE)	=VLOOKUP(F:F,声韵排序表!G:H,2,FALSE)	=IF(B43=B44,0,1)	=D43&E43	=IF(L43=L44,0,1)	=IF(M42=0,IF(K42=0,IF(B43=B42,N42&IF(C43=0,A43,A43&"{"&C43&"}"),"["&J43&"]"&IF(C43=0,A43,A43&"{"&C43&"}")),N42&"["&J43&"]"&IF(C43=0,A43,A43&"{"&C43&"}")),"["&J43&"]"&IF(C43=0,A43,A43&"{"&C43&"}"))	=L43&N43
鄙	=D44&E44&F44		pʰ	i	53	=IF(D44=0,"〇",D44)	=VLOOKUP(G:G,声韵排序表!A:B,2,FALSE)	=VLOOKUP(E:E,声韵排序表!D:E,2,FALSE)	=VLOOKUP(F:F,声韵排序表!G:H,2,FALSE)	=IF(B44=B45,0,1)	=D44&E44	=IF(L44=L45,0,1)	=IF(M43=0,IF(K43=0,IF(B44=B43,N43&IF(C44=0,A44,A44&"{"&C44&"}"),"["&J44&"]"&IF(C44=0,A44,A44&"{"&C44&"}")),N43&"["&J44&"]"&IF(C44=0,A44,A44&"{"&C44&"}")),"["&J44&"]"&IF(C44=0,A44,A44&"{"&C44&"}"))	=L44&N44
丕	=D45&E45&F45	俗	pʰ	i	53	=IF(D45=0,"〇",D45)	=VLOOKUP(G:G,声韵排序表!A:B,2,FALSE)	=VLOOKUP(E:E,声韵排序表!D:E,2,FALSE)	=VLOOKUP(F:F,声韵排序表!G:H,2,FALSE)	=IF(B45=B46,0,1)	=D45&E45	=IF(L45=L46,0,1)	=IF(M44=0,IF(K44=0,IF(B45=B44,N44&IF(C45=0,A45,A45&"{"&C45&"}"),"["&J45&"]"&IF(C45=0,A45,A45&"{"&C45&"}")),N44&"["&J45&"]"&IF(C45=0,A45,A45&"{"&C45&"}")),"["&J45&"]"&IF(C45=0,A45,A45&"{"&C45&"}"))	=L45&N45
否	=D46&E46&F46		pʰ	i	53	=IF(D46=0,"〇",D46)	=VLOOKUP(G:G,声韵排序表!A:B,2,FALSE)	=VLOOKUP(E:E,声韵排序表!D:E,2,FALSE)	=VLOOKUP(F:F,声韵排序表!G:H,2,FALSE)	=IF(B46=B47,0,1)	=D46&E46	=IF(L46=L47,0,1)	=IF(M45=0,IF(K45=0,IF(B46=B45,N45&IF(C46=0,A46,A46&"{"&C46&"}"),"["&J46&"]"&IF(C46=0,A46,A46&"{"&C46&"}")),N45&"["&J46&"]"&IF(C46=0,A46,A46&"{"&C46&"}")),"["&J46&"]"&IF(C46=0,A46,A46&"{"&C46&"}"))	=L46&N46
譬	=D47&E47&F47		pʰ	i	41	=IF(D47=0,"〇",D47)	=VLOOKUP(G:G,声韵排序表!A:B,2,FALSE)	=VLOOKUP(E:E,声韵排序表!D:E,2,FALSE)	=VLOOKUP(F:F,声韵排序表!G:H,2,FALSE)	=IF(B47=B48,0,1)	=D47&E47	=IF(L47=L48,0,1)	=IF(M46=0,IF(K46=0,IF(B47=B46,N46&IF(C47=0,A47,A47&"{"&C47&"}"),"["&J47&"]"&IF(C47=0,A47,A47&"{"&C47&"}")),N46&"["&J47&"]"&IF(C47=0,A47,A47&"{"&C47&"}")),"["&J47&"]"&IF(C47=0,A47,A47&"{"&C47&"}"))	=L47&N47
屁	=D48&E48&F48	文	pʰ	i	41	=IF(D48=0,"〇",D48)	=VLOOKUP(G:G,声韵排序表!A:B,2,FALSE)	=VLOOKUP(E:E,声韵排序表!D:E,2,FALSE)	=VLOOKUP(F:F,声韵排序表!G:H,2,FALSE)	=IF(B48=B49,0,1)	=D48&E48	=IF(L48=L49,0,1)	=IF(M47=0,IF(K47=0,IF(B48=B47,N47&IF(C48=0,A48,A48&"{"&C48&"}"),"["&J48&"]"&IF(C48=0,A48,A48&"{"&C48&"}")),N47&"["&J48&"]"&IF(C48=0,A48,A48&"{"&C48&"}")),"["&J48&"]"&IF(C48=0,A48,A48&"{"&C48&"}"))	=L48&N48
微	=D49&E49&F49		b	i	44	=IF(D49=0,"〇",D49)	=VLOOKUP(G:G,声韵排序表!A:B,2,FALSE)	=VLOOKUP(E:E,声韵排序表!D:E,2,FALSE)	=VLOOKUP(F:F,声韵排序表!G:H,2,FALSE)	=IF(B49=B50,0,1)	=D49&E49	=IF(L49=L50,0,1)	=IF(M48=0,IF(K48=0,IF(B49=B48,N48&IF(C49=0,A49,A49&"{"&C49&"}"),"["&J49&"]"&IF(C49=0,A49,A49&"{"&C49&"}")),N48&"["&J49&"]"&IF(C49=0,A49,A49&"{"&C49&"}")),"["&J49&"]"&IF(C49=0,A49,A49&"{"&C49&"}"))	=L49&N49
米	=D50&E50&F50		b	i	53	=IF(D50=0,"〇",D50)	=VLOOKUP(G:G,声韵排序表!A:B,2,FALSE)	=VLOOKUP(E:E,声韵排序表!D:E,2,FALSE)	=VLOOKUP(F:F,声韵排序表!G:H,2,FALSE)	=IF(B50=B51,0,1)	=D50&E50	=IF(L50=L51,0,1)	=IF(M49=0,IF(K49=0,IF(B50=B49,N49&IF(C50=0,A50,A50&"{"&C50&"}"),"["&J50&"]"&IF(C50=0,A50,A50&"{"&C50&"}")),N49&"["&J50&"]"&IF(C50=0,A50,A50&"{"&C50&"}")),"["&J50&"]"&IF(C50=0,A50,A50&"{"&C50&"}"))	=L50&N50
未	=D51&E51&F51	文	b	i	41	=IF(D51=0,"〇",D51)	=VLOOKUP(G:G,声韵排序表!A:B,2,FALSE)	=VLOOKUP(E:E,声韵排序表!D:E,2,FALSE)	=VLOOKUP(F:F,声韵排序表!G:H,2,FALSE)	=IF(B51=B52,0,1)	=D51&E51	=IF(L51=L52,0,1)	=IF(M50=0,IF(K50=0,IF(B51=B50,N50&IF(C51=0,A51,A51&"{"&C51&"}"),"["&J51&"]"&IF(C51=0,A51,A51&"{"&C51&"}")),N50&"["&J51&"]"&IF(C51=0,A51,A51&"{"&C51&"}")),"["&J51&"]"&IF(C51=0,A51,A51&"{"&C51&"}"))	=L51&N51
味	=D52&E52&F52		b	i	41	=IF(D52=0,"〇",D52)	=VLOOKUP(G:G,声韵排序表!A:B,2,FALSE)	=VLOOKUP(E:E,声韵排序表!D:E,2,FALSE)	=VLOOKUP(F:F,声韵排序表!G:H,2,FALSE)	=IF(B52=B53,0,1)	=D52&E52	=IF(L52=L53,0,1)	=IF(M51=0,IF(K51=0,IF(B52=B51,N51&IF(C52=0,A52,A52&"{"&C52&"}"),"["&J52&"]"&IF(C52=0,A52,A52&"{"&C52&"}")),N51&"["&J52&"]"&IF(C52=0,A52,A52&"{"&C52&"}")),"["&J52&"]"&IF(C52=0,A52,A52&"{"&C52&"}"))	=L52&N52
迷	=D53&E53&F53		m	i	44	=IF(D53=0,"〇",D53)	=VLOOKUP(G:G,声韵排序表!A:B,2,FALSE)	=VLOOKUP(E:E,声韵排序表!D:E,2,FALSE)	=VLOOKUP(F:F,声韵排序表!G:H,2,FALSE)	=IF(B53=B54,0,1)	=D53&E53	=IF(L53=L54,0,1)	=IF(M52=0,IF(K52=0,IF(B53=B52,N52&IF(C53=0,A53,A53&"{"&C53&"}"),"["&J53&"]"&IF(C53=0,A53,A53&"{"&C53&"}")),N52&"["&J53&"]"&IF(C53=0,A53,A53&"{"&C53&"}")),"["&J53&"]"&IF(C53=0,A53,A53&"{"&C53&"}"))	=L53&N53
糜	=D54&E54&F54	文	m	i	44	=IF(D54=0,"〇",D54)	=VLOOKUP(G:G,声韵排序表!A:B,2,FALSE)	=VLOOKUP(E:E,声韵排序表!D:E,2,FALSE)	=VLOOKUP(F:F,声韵排序表!G:H,2,FALSE)	=IF(B54=B55,0,1)	=D54&E54	=IF(L54=L55,0,1)	=IF(M53=0,IF(K53=0,IF(B54=B53,N53&IF(C54=0,A54,A54&"{"&C54&"}"),"["&J54&"]"&IF(C54=0,A54,A54&"{"&C54&"}")),N53&"["&J54&"]"&IF(C54=0,A54,A54&"{"&C54&"}")),"["&J54&"]"&IF(C54=0,A54,A54&"{"&C54&"}"))	=L54&N54
彌	=D55&E55&F55		m	i	44	=IF(D55=0,"〇",D55)	=VLOOKUP(G:G,声韵排序表!A:B,2,FALSE)	=VLOOKUP(E:E,声韵排序表!D:E,2,FALSE)	=VLOOKUP(F:F,声韵排序表!G:H,2,FALSE)	=IF(B55=B56,0,1)	=D55&E55	=IF(L55=L56,0,1)	=IF(M54=0,IF(K54=0,IF(B55=B54,N54&IF(C55=0,A55,A55&"{"&C55&"}"),"["&J55&"]"&IF(C55=0,A55,A55&"{"&C55&"}")),N54&"["&J55&"]"&IF(C55=0,A55,A55&"{"&C55&"}")),"["&J55&"]"&IF(C55=0,A55,A55&"{"&C55&"}"))	=L55&N55
眉	=D56&E56&F56	文	m	i	44	=IF(D56=0,"〇",D56)	=VLOOKUP(G:G,声韵排序表!A:B,2,FALSE)	=VLOOKUP(E:E,声韵排序表!D:E,2,FALSE)	=VLOOKUP(F:F,声韵排序表!G:H,2,FALSE)	=IF(B56=B57,0,1)	=D56&E56	=IF(L56=L57,0,1)	=IF(M55=0,IF(K55=0,IF(B56=B55,N55&IF(C56=0,A56,A56&"{"&C56&"}"),"["&J56&"]"&IF(C56=0,A56,A56&"{"&C56&"}")),N55&"["&J56&"]"&IF(C56=0,A56,A56&"{"&C56&"}")),"["&J56&"]"&IF(C56=0,A56,A56&"{"&C56&"}"))	=L56&N56
微	=D57&E57&F57		m	i	44	=IF(D57=0,"〇",D57)	=VLOOKUP(G:G,声韵排序表!A:B,2,FALSE)	=VLOOKUP(E:E,声韵排序表!D:E,2,FALSE)	=VLOOKUP(F:F,声韵排序表!G:H,2,FALSE)	=IF(B57=B58,0,1)	=D57&E57	=IF(L57=L58,0,1)	=IF(M56=0,IF(K56=0,IF(B57=B56,N56&IF(C57=0,A57,A57&"{"&C57&"}"),"["&J57&"]"&IF(C57=0,A57,A57&"{"&C57&"}")),N56&"["&J57&"]"&IF(C57=0,A57,A57&"{"&C57&"}")),"["&J57&"]"&IF(C57=0,A57,A57&"{"&C57&"}"))	=L57&N57
綿	=D58&E58&F58	白	m	i	44	=IF(D58=0,"〇",D58)	=VLOOKUP(G:G,声韵排序表!A:B,2,FALSE)	=VLOOKUP(E:E,声韵排序表!D:E,2,FALSE)	=VLOOKUP(F:F,声韵排序表!G:H,2,FALSE)	=IF(B58=B59,0,1)	=D58&E58	=IF(L58=L59,0,1)	=IF(M57=0,IF(K57=0,IF(B58=B57,N57&IF(C58=0,A58,A58&"{"&C58&"}"),"["&J58&"]"&IF(C58=0,A58,A58&"{"&C58&"}")),N57&"["&J58&"]"&IF(C58=0,A58,A58&"{"&C58&"}")),"["&J58&"]"&IF(C58=0,A58,A58&"{"&C58&"}"))	=L58&N58
棉	=D59&E59&F59	白	m	i	44	=IF(D59=0,"〇",D59)	=VLOOKUP(G:G,声韵排序表!A:B,2,FALSE)	=VLOOKUP(E:E,声韵排序表!D:E,2,FALSE)	=VLOOKUP(F:F,声韵排序表!G:H,2,FALSE)	=IF(B59=B60,0,1)	=D59&E59	=IF(L59=L60,0,1)	=IF(M58=0,IF(K58=0,IF(B59=B58,N58&IF(C59=0,A59,A59&"{"&C59&"}"),"["&J59&"]"&IF(C59=0,A59,A59&"{"&C59&"}")),N58&"["&J59&"]"&IF(C59=0,A59,A59&"{"&C59&"}")),"["&J59&"]"&IF(C59=0,A59,A59&"{"&C59&"}"))	=L59&N59
縻	=D60&E60&F60		m	i	44	=IF(D60=0,"〇",D60)	=VLOOKUP(G:G,声韵排序表!A:B,2,FALSE)	=VLOOKUP(E:E,声韵排序表!D:E,2,FALSE)	=VLOOKUP(F:F,声韵排序表!G:H,2,FALSE)	=IF(B60=B61,0,1)	=D60&E60	=IF(L60=L61,0,1)	=IF(M59=0,IF(K59=0,IF(B60=B59,N59&IF(C60=0,A60,A60&"{"&C60&"}"),"["&J60&"]"&IF(C60=0,A60,A60&"{"&C60&"}")),N59&"["&J60&"]"&IF(C60=0,A60,A60&"{"&C60&"}")),"["&J60&"]"&IF(C60=0,A60,A60&"{"&C60&"}"))	=L60&N60
靡	=D61&E61&F61		m	i	53	=IF(D61=0,"〇",D61)	=VLOOKUP(G:G,声韵排序表!A:B,2,FALSE)	=VLOOKUP(E:E,声韵排序表!D:E,2,FALSE)	=VLOOKUP(F:F,声韵排序表!G:H,2,FALSE)	=IF(B61=B62,0,1)	=D61&E61	=IF(L61=L62,0,1)	=IF(M60=0,IF(K60=0,IF(B61=B60,N60&IF(C61=0,A61,A61&"{"&C61&"}"),"["&J61&"]"&IF(C61=0,A61,A61&"{"&C61&"}")),N60&"["&J61&"]"&IF(C61=0,A61,A61&"{"&C61&"}")),"["&J61&"]"&IF(C61=0,A61,A61&"{"&C61&"}"))	=L61&N61
美	=D62&E62&F62	文	m	i	53	=IF(D62=0,"〇",D62)	=VLOOKUP(G:G,声韵排序表!A:B,2,FALSE)	=VLOOKUP(E:E,声韵排序表!D:E,2,FALSE)	=VLOOKUP(F:F,声韵排序表!G:H,2,FALSE)	=IF(B62=B63,0,1)	=D62&E62	=IF(L62=L63,0,1)	=IF(M61=0,IF(K61=0,IF(B62=B61,N61&IF(C62=0,A62,A62&"{"&C62&"}"),"["&J62&"]"&IF(C62=0,A62,A62&"{"&C62&"}")),N61&"["&J62&"]"&IF(C62=0,A62,A62&"{"&C62&"}")),"["&J62&"]"&IF(C62=0,A62,A62&"{"&C62&"}"))	=L62&N62
謎	=D63&E63&F63		m	i	41	=IF(D63=0,"〇",D63)	=VLOOKUP(G:G,声韵排序表!A:B,2,FALSE)	=VLOOKUP(E:E,声韵排序表!D:E,2,FALSE)	=VLOOKUP(F:F,声韵排序表!G:H,2,FALSE)	=IF(B63=B64,0,1)	=D63&E63	=IF(L63=L64,0,1)	=IF(M62=0,IF(K62=0,IF(B63=B62,N62&IF(C63=0,A63,A63&"{"&C63&"}"),"["&J63&"]"&IF(C63=0,A63,A63&"{"&C63&"}")),N62&"["&J63&"]"&IF(C63=0,A63,A63&"{"&C63&"}")),"["&J63&"]"&IF(C63=0,A63,A63&"{"&C63&"}"))	=L63&N63
媚	=D64&E64&F64		m	i	41	=IF(D64=0,"〇",D64)	=VLOOKUP(G:G,声韵排序表!A:B,2,FALSE)	=VLOOKUP(E:E,声韵排序表!D:E,2,FALSE)	=VLOOKUP(F:F,声韵排序表!G:H,2,FALSE)	=IF(B64=B65,0,1)	=D64&E64	=IF(L64=L65,0,1)	=IF(M63=0,IF(K63=0,IF(B64=B63,N63&IF(C64=0,A64,A64&"{"&C64&"}"),"["&J64&"]"&IF(C64=0,A64,A64&"{"&C64&"}")),N63&"["&J64&"]"&IF(C64=0,A64,A64&"{"&C64&"}")),"["&J64&"]"&IF(C64=0,A64,A64&"{"&C64&"}"))	=L64&N64
麵	=D65&E65&F65		m	i	2	=IF(D65=0,"〇",D65)	=VLOOKUP(G:G,声韵排序表!A:B,2,FALSE)	=VLOOKUP(E:E,声韵排序表!D:E,2,FALSE)	=VLOOKUP(F:F,声韵排序表!G:H,2,FALSE)	=IF(B65=B66,0,1)	=D65&E65	=IF(L65=L66,0,1)	=IF(M64=0,IF(K64=0,IF(B65=B64,N64&IF(C65=0,A65,A65&"{"&C65&"}"),"["&J65&"]"&IF(C65=0,A65,A65&"{"&C65&"}")),N64&"["&J65&"]"&IF(C65=0,A65,A65&"{"&C65&"}")),"["&J65&"]"&IF(C65=0,A65,A65&"{"&C65&"}"))	=L65&N65
堤	=D66&E66&F66	文	t	i	35	=IF(D66=0,"〇",D66)	=VLOOKUP(G:G,声韵排序表!A:B,2,FALSE)	=VLOOKUP(E:E,声韵排序表!D:E,2,FALSE)	=VLOOKUP(F:F,声韵排序表!G:H,2,FALSE)	=IF(B66=B67,0,1)	=D66&E66	=IF(L66=L67,0,1)	=IF(M65=0,IF(K65=0,IF(B66=B65,N65&IF(C66=0,A66,A66&"{"&C66&"}"),"["&J66&"]"&IF(C66=0,A66,A66&"{"&C66&"}")),N65&"["&J66&"]"&IF(C66=0,A66,A66&"{"&C66&"}")),"["&J66&"]"&IF(C66=0,A66,A66&"{"&C66&"}"))	=L66&N66
低	=D67&E67&F67		t	i	35	=IF(D67=0,"〇",D67)	=VLOOKUP(G:G,声韵排序表!A:B,2,FALSE)	=VLOOKUP(E:E,声韵排序表!D:E,2,FALSE)	=VLOOKUP(F:F,声韵排序表!G:H,2,FALSE)	=IF(B67=B68,0,1)	=D67&E67	=IF(L67=L68,0,1)	=IF(M66=0,IF(K66=0,IF(B67=B66,N66&IF(C67=0,A67,A67&"{"&C67&"}"),"["&J67&"]"&IF(C67=0,A67,A67&"{"&C67&"}")),N66&"["&J67&"]"&IF(C67=0,A67,A67&"{"&C67&"}")),"["&J67&"]"&IF(C67=0,A67,A67&"{"&C67&"}"))	=L67&N67
知	=D68&E68&F68	文	t	i	35	=IF(D68=0,"〇",D68)	=VLOOKUP(G:G,声韵排序表!A:B,2,FALSE)	=VLOOKUP(E:E,声韵排序表!D:E,2,FALSE)	=VLOOKUP(F:F,声韵排序表!G:H,2,FALSE)	=IF(B68=B69,0,1)	=D68&E68	=IF(L68=L69,0,1)	=IF(M67=0,IF(K67=0,IF(B68=B67,N67&IF(C68=0,A68,A68&"{"&C68&"}"),"["&J68&"]"&IF(C68=0,A68,A68&"{"&C68&"}")),N67&"["&J68&"]"&IF(C68=0,A68,A68&"{"&C68&"}")),"["&J68&"]"&IF(C68=0,A68,A68&"{"&C68&"}"))	=L68&N68
胝	=D69&E69&F69		t	i	35	=IF(D69=0,"〇",D69)	=VLOOKUP(G:G,声韵排序表!A:B,2,FALSE)	=VLOOKUP(E:E,声韵排序表!D:E,2,FALSE)	=VLOOKUP(F:F,声韵排序表!G:H,2,FALSE)	=IF(B69=B70,0,1)	=D69&E69	=IF(L69=L70,0,1)	=IF(M68=0,IF(K68=0,IF(B69=B68,N68&IF(C69=0,A69,A69&"{"&C69&"}"),"["&J69&"]"&IF(C69=0,A69,A69&"{"&C69&"}")),N68&"["&J69&"]"&IF(C69=0,A69,A69&"{"&C69&"}")),"["&J69&"]"&IF(C69=0,A69,A69&"{"&C69&"}"))	=L69&N69
蹄	=D70&E70&F70	文	t	i	44	=IF(D70=0,"〇",D70)	=VLOOKUP(G:G,声韵排序表!A:B,2,FALSE)	=VLOOKUP(E:E,声韵排序表!D:E,2,FALSE)	=VLOOKUP(F:F,声韵排序表!G:H,2,FALSE)	=IF(B70=B71,0,1)	=D70&E70	=IF(L70=L71,0,1)	=IF(M69=0,IF(K69=0,IF(B70=B69,N69&IF(C70=0,A70,A70&"{"&C70&"}"),"["&J70&"]"&IF(C70=0,A70,A70&"{"&C70&"}")),N69&"["&J70&"]"&IF(C70=0,A70,A70&"{"&C70&"}")),"["&J70&"]"&IF(C70=0,A70,A70&"{"&C70&"}"))	=L70&N70
遞	=D71&E71&F71		t	i	44	=IF(D71=0,"〇",D71)	=VLOOKUP(G:G,声韵排序表!A:B,2,FALSE)	=VLOOKUP(E:E,声韵排序表!D:E,2,FALSE)	=VLOOKUP(F:F,声韵排序表!G:H,2,FALSE)	=IF(B71=B72,0,1)	=D71&E71	=IF(L71=L72,0,1)	=IF(M70=0,IF(K70=0,IF(B71=B70,N70&IF(C71=0,A71,A71&"{"&C71&"}"),"["&J71&"]"&IF(C71=0,A71,A71&"{"&C71&"}")),N70&"["&J71&"]"&IF(C71=0,A71,A71&"{"&C71&"}")),"["&J71&"]"&IF(C71=0,A71,A71&"{"&C71&"}"))	=L71&N71
池	=D72&E72&F72		t	i	44	=IF(D72=0,"〇",D72)	=VLOOKUP(G:G,声韵排序表!A:B,2,FALSE)	=VLOOKUP(E:E,声韵排序表!D:E,2,FALSE)	=VLOOKUP(F:F,声韵排序表!G:H,2,FALSE)	=IF(B72=B73,0,1)	=D72&E72	=IF(L72=L73,0,1)	=IF(M71=0,IF(K71=0,IF(B72=B71,N71&IF(C72=0,A72,A72&"{"&C72&"}"),"["&J72&"]"&IF(C72=0,A72,A72&"{"&C72&"}")),N71&"["&J72&"]"&IF(C72=0,A72,A72&"{"&C72&"}")),"["&J72&"]"&IF(C72=0,A72,A72&"{"&C72&"}"))	=L72&N72
遲	=D73&E73&F73	白	t	i	44	=IF(D73=0,"〇",D73)	=VLOOKUP(G:G,声韵排序表!A:B,2,FALSE)	=VLOOKUP(E:E,声韵排序表!D:E,2,FALSE)	=VLOOKUP(F:F,声韵排序表!G:H,2,FALSE)	=IF(B73=B74,0,1)	=D73&E73	=IF(L73=L74,0,1)	=IF(M72=0,IF(K72=0,IF(B73=B72,N72&IF(C73=0,A73,A73&"{"&C73&"}"),"["&J73&"]"&IF(C73=0,A73,A73&"{"&C73&"}")),N72&"["&J73&"]"&IF(C73=0,A73,A73&"{"&C73&"}")),"["&J73&"]"&IF(C73=0,A73,A73&"{"&C73&"}"))	=L73&N73
治	=D74&E74&F74	文	t	i	44	=IF(D74=0,"〇",D74)	=VLOOKUP(G:G,声韵排序表!A:B,2,FALSE)	=VLOOKUP(E:E,声韵排序表!D:E,2,FALSE)	=VLOOKUP(F:F,声韵排序表!G:H,2,FALSE)	=IF(B74=B75,0,1)	=D74&E74	=IF(L74=L75,0,1)	=IF(M73=0,IF(K73=0,IF(B74=B73,N73&IF(C74=0,A74,A74&"{"&C74&"}"),"["&J74&"]"&IF(C74=0,A74,A74&"{"&C74&"}")),N73&"["&J74&"]"&IF(C74=0,A74,A74&"{"&C74&"}")),"["&J74&"]"&IF(C74=0,A74,A74&"{"&C74&"}"))	=L74&N74
底	=D75&E75&F75	文	t	i	53	=IF(D75=0,"〇",D75)	=VLOOKUP(G:G,声韵排序表!A:B,2,FALSE)	=VLOOKUP(E:E,声韵排序表!D:E,2,FALSE)	=VLOOKUP(F:F,声韵排序表!G:H,2,FALSE)	=IF(B75=B76,0,1)	=D75&E75	=IF(L75=L76,0,1)	=IF(M74=0,IF(K74=0,IF(B75=B74,N74&IF(C75=0,A75,A75&"{"&C75&"}"),"["&J75&"]"&IF(C75=0,A75,A75&"{"&C75&"}")),N74&"["&J75&"]"&IF(C75=0,A75,A75&"{"&C75&"}")),"["&J75&"]"&IF(C75=0,A75,A75&"{"&C75&"}"))	=L75&N75
抵	=D76&E76&F76	文	t	i	53	=IF(D76=0,"〇",D76)	=VLOOKUP(G:G,声韵排序表!A:B,2,FALSE)	=VLOOKUP(E:E,声韵排序表!D:E,2,FALSE)	=VLOOKUP(F:F,声韵排序表!G:H,2,FALSE)	=IF(B76=B77,0,1)	=D76&E76	=IF(L76=L77,0,1)	=IF(M75=0,IF(K75=0,IF(B76=B75,N75&IF(C76=0,A76,A76&"{"&C76&"}"),"["&J76&"]"&IF(C76=0,A76,A76&"{"&C76&"}")),N75&"["&J76&"]"&IF(C76=0,A76,A76&"{"&C76&"}")),"["&J76&"]"&IF(C76=0,A76,A76&"{"&C76&"}"))	=L76&N76
弟	=D77&E77&F77		t	i	11	=IF(D77=0,"〇",D77)	=VLOOKUP(G:G,声韵排序表!A:B,2,FALSE)	=VLOOKUP(E:E,声韵排序表!D:E,2,FALSE)	=VLOOKUP(F:F,声韵排序表!G:H,2,FALSE)	=IF(B77=B78,0,1)	=D77&E77	=IF(L77=L78,0,1)	=IF(M76=0,IF(K76=0,IF(B77=B76,N76&IF(C77=0,A77,A77&"{"&C77&"}"),"["&J77&"]"&IF(C77=0,A77,A77&"{"&C77&"}")),N76&"["&J77&"]"&IF(C77=0,A77,A77&"{"&C77&"}")),"["&J77&"]"&IF(C77=0,A77,A77&"{"&C77&"}"))	=L77&N77
雉	=D78&E78&F78		t	i	11	=IF(D78=0,"〇",D78)	=VLOOKUP(G:G,声韵排序表!A:B,2,FALSE)	=VLOOKUP(E:E,声韵排序表!D:E,2,FALSE)	=VLOOKUP(F:F,声韵排序表!G:H,2,FALSE)	=IF(B78=B79,0,1)	=D78&E78	=IF(L78=L79,0,1)	=IF(M77=0,IF(K77=0,IF(B78=B77,N77&IF(C78=0,A78,A78&"{"&C78&"}"),"["&J78&"]"&IF(C78=0,A78,A78&"{"&C78&"}")),N77&"["&J78&"]"&IF(C78=0,A78,A78&"{"&C78&"}")),"["&J78&"]"&IF(C78=0,A78,A78&"{"&C78&"}"))	=L78&N78
痔	=D79&E79&F79		t	i	11	=IF(D79=0,"〇",D79)	=VLOOKUP(G:G,声韵排序表!A:B,2,FALSE)	=VLOOKUP(E:E,声韵排序表!D:E,2,FALSE)	=VLOOKUP(F:F,声韵排序表!G:H,2,FALSE)	=IF(B79=B80,0,1)	=D79&E79	=IF(L79=L80,0,1)	=IF(M78=0,IF(K78=0,IF(B79=B78,N78&IF(C79=0,A79,A79&"{"&C79&"}"),"["&J79&"]"&IF(C79=0,A79,A79&"{"&C79&"}")),N78&"["&J79&"]"&IF(C79=0,A79,A79&"{"&C79&"}")),"["&J79&"]"&IF(C79=0,A79,A79&"{"&C79&"}"))	=L79&N79
戴	=D80&E80&F80	白	t	i	41	=IF(D80=0,"〇",D80)	=VLOOKUP(G:G,声韵排序表!A:B,2,FALSE)	=VLOOKUP(E:E,声韵排序表!D:E,2,FALSE)	=VLOOKUP(F:F,声韵排序表!G:H,2,FALSE)	=IF(B80=B81,0,1)	=D80&E80	=IF(L80=L81,0,1)	=IF(M79=0,IF(K79=0,IF(B80=B79,N79&IF(C80=0,A80,A80&"{"&C80&"}"),"["&J80&"]"&IF(C80=0,A80,A80&"{"&C80&"}")),N79&"["&J80&"]"&IF(C80=0,A80,A80&"{"&C80&"}")),"["&J80&"]"&IF(C80=0,A80,A80&"{"&C80&"}"))	=L80&N80
滯	=D81&E81&F81		t	i	41	=IF(D81=0,"〇",D81)	=VLOOKUP(G:G,声韵排序表!A:B,2,FALSE)	=VLOOKUP(E:E,声韵排序表!D:E,2,FALSE)	=VLOOKUP(F:F,声韵排序表!G:H,2,FALSE)	=IF(B81=B82,0,1)	=D81&E81	=IF(L81=L82,0,1)	=IF(M80=0,IF(K80=0,IF(B81=B80,N80&IF(C81=0,A81,A81&"{"&C81&"}"),"["&J81&"]"&IF(C81=0,A81,A81&"{"&C81&"}")),N80&"["&J81&"]"&IF(C81=0,A81,A81&"{"&C81&"}")),"["&J81&"]"&IF(C81=0,A81,A81&"{"&C81&"}"))	=L81&N81
