id	ini	fn	pt	middeng	middiao	midini	midkaihe	midyun	单字	ipa调值	ipa调号	注释
1241	ʦ	ɔ	451	一	上	從	開	豪	造	ʦɔ451	ʦɔ5	创～
1242	ɬ	u	33	一	平	心	開	豪	騷	ɬu33	ɬu1a	风～，离～
1243	ɬ	ɔ	33	一	平	心	開	豪	臊	ɬɔ33	ɬɔ1a	臭～
1244	ɬ	ɔ	451	一	上	心	開	豪	掃	ɬɔ451	ɬɔ5	～地[动]
1245	ɬ	ɔ	21	一	上	心	開	豪	嫂	ɬɔ21	ɬɔ3	大～
1246	ɬ	ɔ	451	一	上	心	開	豪	掃	ɬɔ451	ɬɔ5	～把[名]
1247	k	ɔ	33	一	平	見	開	豪	高	kɔ33	kɔ1a	姓；～低
1248	k	ɔ	33	一	平	見	開	豪	膏	kɔ33	kɔ1a	牙～；狗皮～药
1249	k	ɔ	33	一	平	見	開	豪	篙	kɔ33	kɔ1a	竹～
1250	k	ɔ	33	一	平	見	開	豪	羔	kɔ33	kɔ1a	羊～
1251	k	ɔ	33	一	平	見	開	豪	糕	kɔ33	kɔ1a	蛋～，糟～
1252	k	ɔ	21	一	上	見	開	豪	稿	kɔ21	kɔ3	草～，～纸
1253	k	ɔ	451	一	去	見	開	豪	告	kɔ451	kɔ5	报～，～状
1254	h	au	21	一	上	溪	開	豪	考	hau21	hau3	～试，大～
1255	h	au	45	一	上	溪	開	豪	烤	hau45	hau1b	烧～
1256	kʰ	au	451	一	去	溪	開	豪	靠	kʰau451	kʰau5	依～，可～
1257	h	au	451	一	去	溪	開	豪	犒	hau451	hau5	～劳，～赏
1258	ŋ	ɔ	213	一	平	疑	開	豪	熬	ŋɔ213	ŋɔ2	～汤，～夜
1259	ŋ	ɔ	21	一	去	疑	開	豪	傲	ŋɔ21	ŋɔ3	骄～
1260	k	ɔ	33	一	平	曉	開	豪	蒿	kɔ33	kɔ1a	蓬～，青～，茼～
1261	h	ɔ	21	一	上	曉	開	豪	好	hɔ21	hɔ3	～人
1262	h	ɔ	451	一	上	曉	開	豪	好	hɔ451	hɔ5	爱～
1263	h	ɔ	451	一	去	曉	開	豪	耗	hɔ451	hɔ5	消～
1264	h	ɔ	213	一	平	匣	開	豪	豪	hɔ213	hɔ2	～华，～猪
1265	h	ɔ	213	一	平	匣	開	豪	壕	hɔ213	hɔ2	战～
1266	h	ɔ	213	一	平	匣	開	豪	毫	hɔ213	hɔ2	～米
1267	h	ɔ	21	一	去	匣	開	豪	號	hɔ21	hɔ3	～叫，呼～[动]
1268	h	ɔ	451	一	上	匣	開	豪	浩	hɔ451	hɔ5	～～荡荡；人名用字
1269	h	ɔ	213	一	去	匣	開	豪	號	hɔ213	hɔ2	～码，口～[名]
1270	ʔ	ɔ	451	一	上	影	開	豪	襖	ʔɔ451	ʔɔ5	棉～，～袍
1271	ʔ	ɔ	451	一	去	影	開	豪	懊	ʔɔ451	ʔɔ5	～恼
1272	ʔ	ɔ	451	一	去	影	開	豪	奥	ʔɔ451	ʔɔ5	～妙，～运会
1273	ʔ	ɔ	451	一	去	影	開	豪	懊	ʔɔ451	ʔɔ5	～悔
1274	ʔ	ɔ	451	一	去	影	開	豪	澳	ʔɔ451	ʔɔ5	～门
1275	p	au	33	二	平	幫	開	肴	包	pau33	pau1a	钱～，～围
1276	p	au	33	二	平	幫	開	肴	胞	pau33	pau1a	同～
1277	p	au	21	二	上	幫	開	肴	飽	pau21	pau3	食～（吃饱）
1278	p	au	451	二	去	幫	開	肴	豹	pau451	pau5	动物，～虎
1279	p	au	451	二	去	幫	開	肴	爆	pau451	pau5	～炸
1280	pʰ	au	45	二	去	滂	開	肴	泡	pʰau45	pʰau1b	灯～；泡沫（多～）
1281	pʰ	au	451	二	去	滂	開	肴	泡	pʰau451	pʰau5	起～[训，瘭]
1282	pʰ	au	33	二	平	滂	開	肴	拋	pʰau33	pʰau1a	～弃
1283	pʰ	au	451	二	去	滂	開	肴	炮	pʰau451	pʰau5	枪～
1284	pʰ	au	451	二	去	滂	開	肴	泡	pʰau451	pʰau5	～茶
1285	pʰ	au	21	二	平	並	開	肴	跑	pʰau21	pʰau3	～步
1286	pʰ	au	213	二	平	並	開	肴	刨	pʰau213	pʰau2	～地，～花板
1287	p	au	33	二	上	並	開	肴	鮑	pau33	pau1a	姓；～鱼
1288	m	au	213	二	平	明	開	肴	茅	mau213	mau2	～庐
1289	m	iau	45	二	平	明	開	肴	貓	miau45	miau1b	大～
1290	m	iau	213	二	平	明	開	肴	錨	miau213	miau2	抛～
1291	m	au	33	二	上	明	開	肴	卯	mau33	mau1a	地支，子丑寅卯
1292	m	au	21	二	去	明	開	肴	貌	mau21	mau3	礼～
1293	n	au	21	二	去	娘	開	肴	鬧	nau21	nau3	～热，～事
1294	ʦ	au	451	二	去	知	開	肴	罩	ʦau451	ʦau5	灯～，床～
1295	ʦ	a	33	二	平	莊	開	肴	抓	ʦa33	ʦa1a	～紧
1296	ʦ	au	21	二	上	莊	開	肴	爪	ʦau21	ʦau3	鸡～
1297	ʦ	au	21	二	上	莊	開	肴	找	ʦau21	ʦau3	～钱，查～
1298	ʦ	au	451	二	去	莊	開	肴	笊	ʦau451	ʦau5	～捞（笊篱）
1299	ʦʰ	au	33	二	平	初	開	肴	抄	ʦʰau33	ʦʰau1a	～书
1300	ʦʰ	au	33	二	平	初	開	肴	鈔	ʦʰau33	ʦʰau1a	～票
1301	ʦʰ	au	21	二	上	初	開	肴	炒	ʦʰau21	ʦʰau3	～股，～菜
1302	ʦʰ	au	21	二	上	初	開	肴	吵	ʦʰau21	ʦʰau3	～人，争～
1303	ʦʰ	iu	213	二	平	崇	開	肴	巢	ʦʰiu213	ʦʰiu2	雀～
1304	ɬ	au	33	二	平	生	開	肴	梢	ɬau33	ɬau1a	树～
1305	ɬ	au	33	二	平	生	開	肴	捎	ɬau33	ɬau1a	～带，～口信
1306	s	au	21	二	去	生	開	肴	稍	sau21	sau3	～等；～息
1307	ɬ	au	451	二	去	生	開	肴	哨	ɬau451	ɬau5	口～
1308	k	au	33	二	平	見	開	肴	交	kau33	kau1a	～通，～钱[文]
1309	k	au	45	二	平	見	開	肴	交	kau45	kau1b	交叉，～脚（翘二郎腿）[白]
1310	k	au	33	二	平	見	開	肴	郊	kau33	kau1a	～区
1311	k	au	33	二	平	見	開	肴	膠	kau33	kau1a	～水，橡～
1312	k	au	451	二	去	見	開	肴	教	kau451	kau5	～书
1313	k	au	21	二	上	見	開	肴	絞	kau21	kau3	～刑，～肉机
1314	k	au	21	二	上	見	開	肴	狡	kau21	kau3	～猾
1315	k	au	451	二	上	見	開	肴	鉸	kau451	kau5	～剪
1316	k	au	21	二	上	見	開	肴	攪	kau21	kau3	搅拌
1317	k	au	21	二	上	見	開	肴	搞	kau21	kau3	～活动
1318	k	au	451	二	去	見	開	肴	教	kau451	kau5	～育，～师
1319	k	au	451	二	去	匣	開	肴	校	kau451	kau5	～对
1320	k	au	451	二	去	匣	開	肴	校	kau451	kau5	调校
1321	k	au	451	二	去	見	開	肴	較	kau451	kau5	比～[文]
1322	k	au	451	二	去	見	開	肴	較	kau451	kau5	交换[白]
1323	h	au	33	二	去	見	開	肴	酵	hau33	hau1a	发～，～母片
1324	k	au	451	二	去	見	開	肴	窖	kau451	kau5	地～，番薯～
1325	k	au	451	二	入	見	開	覺	覺	kau451	kau5	睡～
1326	h	au	33	二	平	溪	開	肴	敲	hau33	hau1a	～锣打鼓
1327	h	au	21	二	上	溪	開	肴	巧	hau21	hau3	～合
1328	ŋ	au	33	二	上	疑	開	肴	咬	ŋau33	ŋau1a	～人
1329	h	au	451	二	去	曉	開	肴	孝	hau451	hau5	～顺
1330	h	au	33	二	去	曉	開	肴	哮	hau33	hau1a	～喘
1331	ŋ	au	213	二	平	匣	開	肴	肴	ŋau213	ŋau2	美味佳～
1332	ŋ	au	213	二	平	匣	開	肴	淆	ŋau213	ŋau2	混～
1333	ŋ	au	21	二	去	匣	開	肴	效	ŋau21	ŋau3	～果
1334	ŋ	au	21	二	去	匣	開	肴	校	ŋau21	ŋau3	学～，～长，上～
1335	n	ɐp	045	二	平	影	開	肴	凹	nɐp45	nɐp7	～面镜
1336	ʔ	au	451	二	平	影	開	肴	坳	ʔau451	ʔau5	山～，～背
1337	pʰ	iau	33	三b	平	幫	開	宵	臕	pʰiau33	pʰiau1a	肥～
1338	p	iau	33	三a	平	幫	開	宵	標	piau33	piau1a	～准，～志，招～
1339	p	iau	21	三b	上	幫	開	宵	表	piau21	piau3	图～，～扬
1340	p	iau	33	三b	上	幫	開	宵	錶	piau33	piau1a	手～
1341	pʰ	iau	33	三a	平	滂	開	宵	飄	pʰiau33	pʰiau1a	～扬
1342	pʰ	iau	33	三a	去	滂	開	宵	漂	pʰiau33	pʰiau1a	～流
1343	pʰ	iau	451	三a	去	滂	開	宵	漂	pʰiau451	pʰiau5	～白，～亮
1344	pʰ	iau	451	三a	去	滂	開	宵	票	pʰiau451	pʰiau5	车～
1346	pʰ	iau	213	三a	平	並	開	宵	嫖	pʰiau213	pʰiau2	～娼
1347	pʰ	au	451	三a	上	並	開	宵	鰾	pʰau451	pʰau5	鱼～
1348	m	iau	213	三b	平	明	開	宵	苗	miau213	miau2	鱼～，～族
1349	m	iau	213	三b	平	明	開	宵	描	miau213	miau2	～写
1350	m	au	21	三a	上	明	開	宵	藐	mau21	mau3	～视
1351	m	iau	21	三a	上	明	開	宵	渺	miau21	miau3	～小，～茫
1352	m	iau	21	三a	上	明	開	宵	秒	miau21	miau3	～针
1353	m	iau	21	三b	去	明	開	宵	廟	miau21	miau3	和尚～
1354	m	iau	21	三a	去	明	開	宵	妙	miau21	miau3	～计
1355	l	iau	213	三	平	來	開	宵	燎	liau213	liau2	星星之火，可以～原
1356	l	iau	213	三	去	來	開	宵	療	liau213	liau2	治～，～养
1357	ʦ	iau	33	三	平	精	開	宵	焦	ʦiau33	ʦiau1a	姓
1358	ʦ	iau	33	三	平	精	開	宵	蕉	ʦiau33	ʦiau1a	米～；～岭（地名）
1359	ʦ	iau	33	三	平	精	開	宵	椒	ʦiau33	ʦiau1a	胡～
1360	k	iau	21	三	上	精	開	宵	剿	kiau21	kiau3	围～，～匪
1361	ʦ	iau	33	三	去	精	開	宵	醮	ʦiau33	ʦiau1a	打～（做法事），再醮（嫁人）
1362	ʦʰ	iau	451	三	上	清	開	宵	悄	ʦʰiau451	ʦʰiau5	静～～
1363	ʦʰ	iau	451	三	去	清	開	宵	俏	ʦʰiau451	ʦʰiau5	俊～
1364	ʦʰ	ai	213	三	平	從	開	宵	樵	ʦʰai213	ʦʰai2	柴
1365	ɬ	iau	33	三	平	心	開	宵	消	ɬiau33	ɬiau1a	～化
1366	ɬ	iau	33	三	平	心	開	宵	宵	ɬiau33	ɬiau1a	元～，夜～
1367	ɬ	iau	33	三	平	心	開	宵	硝	ɬiau33	ɬiau1a	～烟，～酸
1368	ɬ	iau	33	三	平	心	開	宵	銷	ɬiau33	ɬiau1a	供～社，～售
1369	ɬ	iau	21	三	上	心	開	宵	小	ɬiau21	ɬiau3	～姐，～人
1370	ɬ	iau	451	三	去	心	開	宵	笑	ɬiau451	ɬiau5	～话，玩～
1371	ɬ	iau	33	三	去	心	開	宵	肖	ɬiau33	ɬiau1a	姓
1372	ɬ	iau	33	三	去	心	開	宵	肖	ɬiau33	ɬiau1a	生～
1374	ʦ	au	33	三	平	澄	開	宵	朝	ʦau33	ʦau1a	～晨，三～
1375	ʦʰ	au	33	三	平	徹	開	宵	超	ʦʰau33	ʦʰau1a	～过
1376	ʦʰ	au	213	三	平	澄	開	宵	朝	ʦʰau213	ʦʰau2	～代
1377	ʦʰ	au	213	三	平	澄	開	宵	潮	ʦʰau213	ʦʰau2	～湿，涨～
1378	ʦʰ	au	21	三	上	澄	開	宵	趙	ʦʰau21	ʦʰau3	姓
1379	ʦʰ	au	21	三	上	澄	開	宵	兆	ʦʰau21	ʦʰau3	预～；人名用字
1380	ʦʰ	au	21	三	去	澄	開	宵	召	ʦʰau21	ʦʰau3	号～，～集
1381	ʦ	au	33	三	平	章	開	宵	昭	ʦau33	ʦau1a	王～君
1382	ʦ	au	33	三	平	章	開	宵	招	ʦau33	ʦau1a	～生
1383	ʦʰ	au	21	三	上	章	開	宵	沼	ʦʰau21	ʦʰau3	～气
1384	ʦ	au	451	三	去	章	開	宵	照	ʦau451	ʦau5	～明，～顾
1385	ʦʰ	au	21	三	去	章	開	宵	詔	ʦʰau21	ʦʰau3	～书；～安（地名）
1386	s	au	33	三	平	書	開	宵	燒	sau33	sau1a	～水，发～
1387	s	au	21	三	上	書	開	宵	少	sau21	sau3	～数，多～
1388	s	au	451	三	上	書	開	宵	少	sau451	sau5	～年，～爷
1389	s	au	213	三	平	禪	開	宵	韶	sau213	sau2	～关（地名）
1390	s	au	213	三	上	禪	開	宵	紹	sau213	sau2	介～；～兴（地名）
1391	ʦʰ	au	21	三	去	禪	開	宵	邵	ʦʰau21	ʦʰau3	姓
1392	ȵ	au	213	三	平	日	開	宵	饒	ȵau213	ȵau2	～命，求～
1393	ȵ	au	21	三	上	日	開	宵	擾	ȵau21	ȵau3	打～，～乱
1394	ȵ	au	21	三	去	日	開	宵	繞	ȵau21	ȵau3	围～，～线
1395	k	iau	33	三b	平	見	開	宵	驕	kiau33	kiau1a	～傲
1396	k	iau	45	三b	平	見	開	宵	嬌	kiau45	kiau1b	～气，做～（撒娇）
1397	kʰ	iau	21	三b	上	見	開	宵	矯	kʰiau21	kʰiau3	～正
1398	kʰ	iau	213	三b	平	群	開	宵	喬	kʰiau213	kʰiau2	姓
1399	kʰ	iau	213	三b	平	群	開	宵	僑	kʰiau213	kʰiau2	华～
1400	kʰ	iau	213	三b	平	群	開	宵	橋	kʰiau213	kʰiau2	大～
1401	kʰ	iau	213	三b	平	群	開	宵	蕎	kʰiau213	kʰiau2	～麦
1402	kʰ	iau	21	三b	去	群	開	宵	轎	kʰiau21	kʰiau3	坐～，扛～
1403	kʰ	iau	213						翘	kʰiau213	kʰiau2	银～片
1404	kʰ	iau	451						翘	kʰiau451	kʰiau5	～起来
1405	h	iau	33	三b	平	曉	開	宵	囂	hiau33	hiau1a	～张
1406	j	iau	33	三b	平	影	開	宵	夭	jiau33	jiau1a	～折
1407	j	iau	33	三b	平	影	開	宵	妖	jiau33	jiau1a	～怪
1408	j	iau	33	三a	平	影	開	宵	邀	jiau33	jiau1a	～请
1409	j	iau	33	三a	平	影	開	宵	腰	jiau33	jiau1a	猪～
1410	j	iau	33	三a	去	影	開	宵	要	jiau33	jiau1a	～求
1411	j	iau	451	三a	去	影	開	宵	要	jiau451	jiau5	重～
1412	ȵ	iau	213						搖	ȵiau213	ȵiau2	动～，～篮
1413	ȵ	au	213						謠	ȵau213	ȵau2	歌～，民～
1414	ȵ	iau	213	三	平	以	開	宵	遥	ȵiau213	ȵiau2	逍～
1415	n	au	213	三	平	以	開	宵	窯	nau213	nau2	～洞，烧～
1416	j	au	213	三	平	以	開	宵	姚	jau213	jau2	姓，～明
1417	j	au	21	三	上	以	開	宵	舀	jau21	jau3	～水
1418	j	au	21	三	去	以	開	宵	耀	jau21	jau3	～眼，荣～
1419	j	au	21	三	去	以	開	宵	鷂	jau21	jau3	纸～（风筝）；～婆（老鹰）
1420	t	iu	33	四	平	端	開	蕭	刁	tiu33	tiu1a	～钻，嘴～
1421	t	iu	33	四	平	端	開	蕭	貂	tiu33	tiu1a	～婵，～皮
1422	t	iu	33	四	平	端	開	蕭	雕	tiu33	tiu1a	木～，～刻
1423	n	iau	21	四	上	端	開	蕭	鳥	niau21	niau3	花～市场[文]
1424	n	iau	21	四	上	端	開	蕭	鳥	niau21	niau3	～笼[白]
1425	t	iau	21	四	上	端	開	蕭	鳥	tiau21	tiau3	骂人话，交合[白]
1426	t	iau	21	四	去	端	開	蕭	釣	tiau21	tiau3	～鱼
1427	t	iau	451	四	去	端	開	蕭	吊	tiau451	tiau5	上～，～车
1428	tʰ	iau	33	四	上	透	開	蕭	挑	tʰiau33	tʰiau1a	～剔，～担
1429	tʰ	iau	451	四	去	透	開	蕭	跳	tʰiau451	tʰiau5	～高，起～
1430	tʰ	iau	451	四	去	透	開	蕭	糶	tʰiau451	tʰiau5	～米（卖米）
1431	tʰ	iau	213	四	平	定	開	蕭	條	tʰiau213	tʰiau2	～件，字～
1432	tʰ	iau	213	四	去	定	開	蕭	調	tʰiau213	tʰiau2	～和，～整
1433	tʰ	iau	451	四	去	透	開	蕭	跳	tʰiau451	tʰiau5	～上跌落（阳平）
1434	tʰ	iau	21	四	去	定	開	蕭	掉	tʰiau21	tʰiau3	～头，～队
1435	tʰ	iau	21	四	去	定	開	蕭	調	tʰiau21	tʰiau3	音～
1436	tʰ	iau	21	四	去	定	開	蕭	調	tʰiau21	tʰiau3	～动，～走
1437	ȵ	au	21	四	去	泥	開	蕭	尿	ȵau21	ȵau3	屙～
1438	l	iau	213	四	平	來	開	蕭	聊	liau213	liau2	无～，～天
1439	l	iau	213	四	平	來	開	蕭	遼	liau213	liau2	～宁，～国
1440	l	iau	45	四	平	來	開	蕭	撩	liau45	liau1b	～起来
1441	l	iau	213	四	平	來	開	蕭	撩	liau213	liau2	～人
1442	l	iau	21	四	平	來	開	蕭	寥	liau21	liau3	～～无几
1443	l	iau	21	四	上	來	開	蕭	了	liau21	liau3	～结；明～，～解
1444	l	iau	213	四	上	來	開	蕭	瞭	liau213	liau2	～望台
1445	l	iau	21	四	去	來	開	蕭	料	liau21	liau3	肥～，材～
1446	ɬ	iau	33	四	平	心	開	蕭	蕭	ɬiau33	ɬiau1a	姓；～山（地名）
1447	ɬ	iau	33	四	平	心	開	蕭	簫	ɬiau33	ɬiau1a	吹～
1448	ȵ	au	213	四	平	見	開	蕭	澆	ȵau213	ȵau2	～水
1449	k	iau	21	四	上	見	開	蕭	繳	kiau21	kiau3	～枪，～费
1450	h	iau	33	四	上	見	開	蕭	僥	hiau33	hiau1a	～幸
1451	k	iau	451	四	去	見	開	蕭	叫	kiau451	kiau5	大～；小孩哭
1452	h	au	21	四	去	溪	開	蕭	竅	hau21	hau3	～门
1453	ȵ	au	213	四	平	疑	開	蕭	堯	ȵau213	ȵau2	～舜禹
1454	h	iau	21	四	上	曉	開	蕭	曉	hiau21	hiau3	春～，～得
1455	j	ɐt	045	四	平	影	開	蕭	么	jɐt45	jɐt7	～二三
1457	m	iau	21	四	上	影	開	蕭	杳	miau21	miau3	～无音讯
1458	pʰ	ɔi	21	一	上	滂	開	侯	剖	pʰɔi21	pʰɔi3	解～
1459	m	ɐi	33	一	上	明	開	侯	某	mɐi33	mɐi1a	～人
1460	m	ɐi	33	一	上	明	開	侯	畝	mɐi33	mɐi1a	一～田
1461	m	au	33	一	上	明	開	侯	牡	mau33	mau1a	～丹
1462	m	u	21	一	上	明	開	侯	母	mu21	mu3	父～
1463	m	u	21	一	上	明	開	侯	拇	mu21	mu3	～指
1464	m	u	21	一	去	明	開	侯	戊	mu21	mu3	～戌变法
1465	m	ɐi	21	一	去	明	開	侯	茂	mɐi21	mɐi3	～盛；～名（地名）
1466	m	ɐi	21	一	去	明	開	侯	貿	mɐi21	mɐi3	外～，～易
1467	t	ɐi	33	一	平	端	開	侯	兜	tɐi33	tɐi1a	～风
1468	t	ɐi	451	一	上	端	開	侯	斗	tɐi451	tɐi5	十升为一斗
1469	t	ɐi	21	一	上	端	開	侯	抖	tɐi21	tɐi3	发～
1470	t	ɐi	21	一	上	端	開	侯	陡	tɐi21	tɐi3	斜度大，～峭
1471	t	ɐi	451	一	去	端	開	侯	鬥	tɐi451	tɐi5	～争，批～
1472	tʰ	ɐi	33	一	平	透	開	侯	偷	tʰɐi33	tʰɐi1a	小～
1473	tʰ	ɐi	21	一	上	透	合	侯	敨	tʰɐi21	tʰɐi3	～气（呼吸）
1474	tʰ	ɐi	451	一	去	透	開	侯	透	tʰɐi451	tʰɐi5	～明
1475	tʰ	ɐi	213	一	平	定	開	侯	頭	tʰɐi213	tʰɐi2	开～
1476	tʰ	ɐi	213	一	平	定	開	侯	投	tʰɐi213	tʰɐi2	～降
1477	tʰ	ɐi	21	一	去	定	開	侯	豆	tʰɐi21	tʰɐi3	黄～
1478	tʰ	ɐi	21	一	去	定	開	侯	逗	tʰɐi21	tʰɐi3	～留，～号
1479	tʰ	ɐi	21	一	去	定	開	侯	逗	tʰɐi21	tʰɐi3	水～
1480	l	ɐi	213	一	平	來	開	侯	樓	lɐi213	lɐi2	～下
1481	l	ɔ	33	一	上	來	開	侯	簍	lɔ33	lɔ1a	竹～，字纸～
1482	l	am	21	一	上	來	開	侯	摟	lam21	lam3	搂抱
1483	l	ɐi	21	一	去	來	開	侯	漏	lɐi21	lɐi3	～水，～斗
1484	l	iu	451	一	去	來	開	侯	陋	liu451	liu5	简～
1485	ʦ	ɐi	21	一	上	精	開	侯	走	ʦɐi21	ʦɐi3	行走
1486	ʦ	iu	451	一	去	精	開	侯	奏	ʦiu451	ʦiu5	节～
1487	ʦʰ	iu	451	一	去	清	開	侯	湊	ʦʰiu451	ʦʰiu5	～数，～热闹
1488	ɬ	iu	451	一	去	心	開	侯	嗽	ɬiu451	ɬiu5	咳～
1489	ŋ	ɐi	33	一	平	見	開	侯	勾	ŋɐi33	ŋɐi1a	～心斗角，～引
1490	t	iau	451	一	平	見	開	侯	鉤	tiau451	tiau5	鱼～
1491	kʰ	ɐi	33	一	平	見	開	侯	溝	kʰɐi33	kʰɐi1a	～通
1492	k	ɐi	21	一	上	見	開	侯	狗	kɐi21	kɐi3	狗
1493	k	ɐi	21	一	上	見	開	侯	苟	kɐi21	kɐi3	～且偷生
1494	k	ɐi	451	一	平	見	開	侯	夠	kɐi451	kɐi5	足～
1496	kʰ	ɐi	451	一	去	見	開	侯	構	kʰɐi451	kʰɐi5	结～，～造
1497	kʰ	ɐi	451	一	去	見	開	侯	購	kʰɐi451	kʰɐi5	采～，收～
1498	ŋ	ɐi	45	一	平	見	開	侯	勾	ŋɐi45	ŋɐi1b	～当
1499	kʰ	y	33	一	平	溪	開	侯	摳	kʰy33	kʰy1a	挖
1500	h	ɐi	21	一	上	溪	開	侯	口	hɐi21	hɐi3	～头，开～
1501	h	ɐi	21	一	上	溪	開	侯	口	hɐi21	hɐi3	一～饭
1502	kʰ	ɐi	451	一	上	溪	開	侯	叩	kʰɐi451	kʰɐi5	～头
1503	kʰ	ɐi	451	一	去	溪	開	侯	扣	kʰɐi451	kʰɐi5	～钱，～压
1504	kʰ	ɐi	451	一	去	溪	開	侯	寇	kʰɐi451	kʰɐi5	姓，～准；倭～
1505	ŋ	ɐi	21	一	上	疑	開	侯	藕	ŋɐi21	ŋɐi3	～断丝连，莲～
1506	ŋ	ɐi	21	一	上	疑	開	侯	偶	ŋɐi21	ŋɐi3	配～，～然
1507	h	ɐi	213	一	平	匣	開	侯	侯	hɐi213	hɐi2	姓；诸侯
1508	h	ɐi	213	一	平	匣	開	侯	喉	hɐi213	hɐi2	～咙
1509	h	ɐi	213	一	平	匣	開	侯	猴	hɐi213	hɐi2	猴子
1510	h	ɐi	21	一	上	匣	開	侯	後	hɐi21	hɐi3	～生，～来[文]
1511	h	ɐi	21	一	上	匣	開	侯	後	hɐi21	hɐi3	～日[白]
1512	h	ɐi	21	一	上	匣	開	侯	后	hɐi21	hɐi3	皇～
1513	h	ɐi	451	一	上	匣	開	侯	厚	hɐi451	hɐi5	忠～
1514	h	ɐi	21	一	去	匣	開	侯	候	hɐi21	hɐi3	～车室，等～
1515	ʔ	ɐi	33	一	平	影	開	侯	歐	ʔɐi33	ʔɐi1a	～洲；姓
1516	ʔ	ɐi	33						区	ʔɐi33	ʔɐi1a	姓
1517	ʔ	ɐi	33	一	平	影	開	侯	甌	ʔɐi33	ʔɐi1a	瓦器；建～（地名）
1518	ʔ	ɐi	21	一	上	影	開	侯	嘔	ʔɐi21	ʔɐi3	～吐
1519	ʔ	ɐi	21	一	上	影	開	侯	毆	ʔɐi21	ʔɐi3	～打
1520	ʔ	ɐi	451	一	平	影	開	侯	漚	ʔɐi451	ʔɐi5	久浸水中，～坏，～肥
1521	ʔ	ɐi	451	一	平	影	開	侯	慪	ʔɐi451	ʔɐi5	～气
1522	f	ɐi	21	三	上	非	開	尤	否	fɐi21	fɐi3	是～，～定
1523	f	u	451	三	去	非	開	尤	富	fu451	fu5	丰～，～贵
1524	f	u	451	三	去	敷	開	尤	副	fu451	fu5	正～
1525	f	ɐi	213	三	平	奉	開	尤	浮	fɐi213	fɐi2	轻～，～力；云～（地名）
1526	f	ɐi	213	三	平	奉	開	尤	浮	fɐi213	fɐi2	～起来[白]
1527	f	u	451	三	上	奉	開	尤	負	fu451	fu5	～责，～担
1528	f	u	21	三	上	奉	開	尤	婦	fu21	fu3	～女[文]
1529	f	u	21	三	上	奉	開	尤	婦	fu21	fu3	新～（儿媳）[白]
1530	f	u	21	三	上	奉	開	尤	婦	fu21	fu3	～娘[白]
1531	f	ok	021	三	去	奉	開	尤	復	fok21	fok8a	反～
1532	m	ɐi	213	三	平	明	開	尤	謀	mɐi213	mɐi2	计～，～财害命
1533	m	au	213	三	平	明	開	尤	矛	mau213	mau2	～盾
1534	n	iu	21	三	上	娘	開	尤	紐	niu21	niu3	纽扣；～约（地名）
1535	n	iu	21	三	上	娘	開	尤	扭	niu21	niu3	～面帕，～动
1536	l	iu	213	三	平	來	開	尤	流	liu213	liu2	河～[文]
1537	l	iu	213	三	平	來	開	尤	流	liu213	liu2	～汗[白]
1538	l	iu	213	三	平	來	開	尤	劉	liu213	liu2	姓
1539	l	iu	213	三	平	來	開	尤	留	liu213	liu2	～级，停～
1540	l	iu	213	三	平	來	開	尤	榴	liu213	liu2	石～，～莲
1541	l	iu	213	三	平	來	開	尤	硫	liu213	liu2	～磺
1542	l	iu	213	三	平	來	開	尤	琉	liu213	liu2	～璃
1543	l	iu	21	三	上	來	開	尤	柳	liu21	liu3	～树
1544	l	iu	45	三	去	來	開	尤	溜	liu45	liu1b	～走
1545	l	iu	451	三	去	來	開	尤	溜	liu451	liu5	～滑梯
1546	l	iu	213	三	去	來	開	尤	餾	liu213	liu2	蒸～水，～粄
1547	l	iau	21	四	平	來	開	蕭	廖	liau21	liau3	姓
1548	m	ɐn	33	三	平	精	開	尤	揫	mɐn33	mɐn1a	揪头发
1549	ʦ	iu	21	三	上	精	開	尤	酒	ʦiu21	ʦiu3	～精
1550	ʦʰ	iu	33	三	平	清	開	尤	秋	ʦʰiu33	ʦʰiu1a	～天；～千
1551	ʦʰ	iu	21	三	去	從	開	尤	就	ʦʰiu21	ʦʰiu3	成～，～去
1552	ɬ	iu	33	三	平	心	開	尤	修	ɬiu33	ɬiu1a	装～，～正
1553	tʰ	iu	21	三	平	心	開	尤	羞	tʰiu21	tʰiu3	～愧
1554	ɬ	iu	451	三	去	心	開	尤	秀	ɬiu451	ɬiu5	清～，～才
1555	ɬ	iu	451	三	去	心	開	尤	繡	ɬiu451	ɬiu5	～花
1556	l	ok	045	三	入	心	合	屋	宿	lok45	lok7	星～
1557	l	iu	451	三	去	心	開	尤	銹	liu451	liu5	铁～
1558	ʦʰ	iu	213	三	平	邪	開	尤	囚	ʦʰiu213	ʦʰiu2	～犯
1560	ʦʰ	iu	21	三	去	邪	開	尤	袖	ʦʰiu21	ʦʰiu3	领～，衫～（衣袖）
1561	ʦ	ɐn	33	三	上	知	開	尤	肘	ʦɐn33	ʦɐn1a	手～
1562	ʦ	iu	451	三	去	知	開	尤	晝	ʦiu451	ʦiu5	上～，～夜
1563	ʦʰ	iu	33	三	平	徹	開	尤	抽	ʦʰiu33	ʦʰiu1a	～出
1564	ʦʰ	iu	21	三	上	徹	開	尤	丑	ʦʰiu21	ʦʰiu3	地支，子丑寅卯
