汉字	注释	环县甜水	环县环城	环县车道	庆城庆城	庆城桐川	庆城太白梁	华池柔远	华池乔川	合水西华池	合水太白	合水段家集	西峰西街	西峰肖金	镇原城关	镇原新城	镇原三岔	宁县新宁	宁县早胜	宁县盘克	正宁山河	正宁宫河	正宁五顷原	正宁三嘉	泾川泾明	泾川城关	泾川玉都	灵台中台	灵台邵寨	华亭东华	华亭神峪	崇信锦屏	崇信木林	崇信新窑	崆峒柳湖汉	崆峒柳湖回	崆峒香莲	崆峒大秦
毅		i꜄	i꜄	i꜄	i꜄	i꜄	i꜄	i꜄	i꜄	i꜄	i꜄	i꜄	i꜄	i꜄	i꜄	i꜄	i꜄	i꜄	i꜄	i꜄	i꜄	i꜄	i꜄	i꜄	i꜄	i꜄	ʒʒ̍ʷ꜄	i꜄	i꜄	i꜄	i꜄	i꜄	i꜄	i꜄	i꜄	i꜄	i꜄	i꜄
希		꜀ɕi	꜀ɕi	꜀ɕi	꜀ɕi	꜀ɕi	꜀ɕi	꜀ɕi	꜀ɕi	꜀ɕi	꜀ɕi	꜀ɕi	꜀ɕi	꜀ɕi	꜀ɕi	꜀ɕi	꜀ɕi	꜀ɕi	꜀ɕi	꜀ɕi	꜀ɕi	꜀ɕi	꜀ɕi	꜀ɕi	꜀ɕi	꜀ɕi	꜀ʃʒ̍ʷ	꜀ɕi	꜀ɕi	꜀ɕi	꜀ɕi	꜀ɕi	꜀ɕi	꜀ɕi	꜀ɕi	꜀ɕi	꜀ɕi	꜀ɕi
衣		꜀i	꜀i	꜀i	꜀i	꜀i	꜀i	꜀i	꜀i	꜀i	꜀i	꜀i/꜀ȵi	꜀i	꜀i	꜀i/꜀ȵi	꜀i/꜀ȵi	꜀i/꜀ȵi	꜀i/꜀ȵi	꜀i/꜀ȵi	꜀i/꜀ȵi	꜀i/꜀ȵiɛ	꜀i/꜀ȵiɛ	꜀i/꜀ȵi	꜀i/꜀ȵiɛ	꜀i/꜀ȵiɛ	꜀i/꜀mi	꜀ʒʒ̍ʷ/꜀mɿ	꜀i/꜀ȵi	꜀i/꜀ȵi	꜀i	꜀i/꜀ȵi	꜀i	꜀i/꜀ȵi	꜀i/꜀ȵi	꜀i	꜀i/꜀ȵiɛ	꜀i	꜀i/꜀ȵi
累		꜂luei	꜂luei	꜂luei	꜂luei	꜂luei	꜂luei	꜂luei	꜂luei	꜂luei	꜂luei	꜂luei	꜂luei	꜂luei	꜂luei	꜂luei	꜂luei	꜂luei	꜂lɪi	꜂luei	꜂luei	꜂luei	꜂luei	꜂luei	꜂luei	꜂luei	꜂luei	꜂luei	꜂luei	꜂luei	꜂luei	꜂luei	꜂luei	꜂luei	꜂luei	꜂luei	꜂luei	꜂luei
嘴		꜂tsuei	꜂tsuei	꜂tsuei	꜂tsuei	꜂tsuei	꜂tsuei	꜂tsuei	꜂tsuei	꜂tsuei	꜂tsuei	꜂tsuei	꜂tsuei	꜂tsuei	꜂tsuei	꜂tsuei	꜂tsuei	꜂tsuei	꜂tsuei	꜂tsuei	꜂tsuei	꜂tsuei	꜂tsuei	꜂tsuei	꜂tsuei	꜂tʃʒ̍ʷei	꜂tsuei	꜂tsuei	꜂tsuei	꜂tsuei	꜂tsuei	꜂tʃʒ̍ʷei	꜂tsuei	꜂tsuei	꜂tsuei	꜂tsuei	꜂tsuei	꜂tsuei
随		꜁suei	꜁suei	꜁suei	꜁suei	꜁suei	꜁suei	꜁suei	꜁suei	꜁suei	꜁suei	꜁suei	꜁suei	꜁suei	꜁suei	꜁suei	꜁suei	꜁suei	꜁suei	꜁suei	꜁suei	꜁suei	꜁suei	꜁suei	꜁suei	꜁ʃʒ̍ʷei	꜁suei	꜁suei	꜁suei	꜁suei	꜁suei	꜁ʃʒ̍ʷei	꜁suei	꜁suei	꜁suei	꜁suei	꜁suei	꜁suei
揣		꜂tʂʰuɛ	꜂tʂʰuɛ	꜂tʂʰuɛ	꜂tʂʰuɛ	꜂tʂʰuɛ	꜂tʃʰɛ	꜂tʂʰuɛ	꜂tʂʰuɛ	꜂tʂʰuɛ	꜂tʂʰuɛ	꜂tʃʰɛ	꜂tʃʰʒ̍ʷɛ	꜂tʃʰɛ	꜂tsʰɛ	꜂tʃʰɛ	꜂tʃʰɛ	꜂tʃʰɛ	꜂tʃʰɛ	꜂tʃʰɛ	꜂tʃʰɛ	꜂tʃʰɛ	꜂pfhɛ	꜂tʃʰɛ	꜂tʃʰɛ	꜂tʃʰʒ̍ʷɛ	꜂tʃʰɛ	꜂tʃʰɛ	꜂tʃʰɛ	꜂tʂʰuɛ	꜂tʂʰuɛ	꜂tʃʰʒ̍ʷɛ	꜂tʃʰɛ	꜂tʂʰuɛ	꜂tʂʰuɛ	꜂tfhɛ	꜂tʂʰuɛ	꜂tʃʰɛ
吹		꜀tʂʰuei	꜀tʂʰuei	꜀tʂʰuei	꜀tʂʰuei	꜀tʂʰuei	꜀tʂʰuei	꜀tʂʰuei	꜀tʂʰuei	꜀tʂʰuei	꜀tʂʰuei	꜀tʃʰei	꜀tʃʰʒ̍ʷei	꜀tʃʰei	꜀tsʰei	꜀tʃʰei	꜀tʃʰei	꜀tʃʰei	꜀tʃʰei	꜀tʃʰei	꜀tʃʰei	꜀tʃʰei	꜀pfhei	꜀tʃʰei	꜀tʃʰei	꜀tʃʰʒ̍ʷei	꜀tʃʰei	꜀tʃʰei	꜀tʃʰei	꜀tʂʰuei	꜀tʂʰuei	꜀tʃʰʒ̍ʷei	꜀tʃʰei	꜀tʃʰei	꜀tʂʰuei	꜀tfhei	꜀tʂʰuei	꜀tʃʰei
睡		ʂuei꜄	ʂuei꜄	ʂuei꜄	ʂuei꜄	ʂuei꜄	ʂuei꜄	ʂuei꜄	ʂuei꜄	ʂuei꜄	ʂuei꜄	ʃei꜄	ʃʒ̍ʷei꜄	ʃei꜄	sei꜄	ʃei꜄	ʃei꜄	ʃei꜄	ʃei꜄	ʃei꜄	ʃei꜄	ʃei꜄	fei꜄	ʃei꜄	ʃei꜄	ʃʒ̍ʷei꜄	ʃei꜄	ʃei꜄	ʃei꜄	ʂuei꜄	ʂuei꜄	ʃʒ̍ʷei꜄	ʃei꜄	ʂuei꜄	fei꜄	fei꜄	fei꜄	ʃei꜄
瑞		꜂ʐuei	꜂ʐuei/ʂuei꜄	ʐuei꜄	ʐuei꜄/ʂuei꜄	ʐuei꜄/ʂuei꜄	ʐuei꜄/ʂuei꜄	ʐuei꜄/ʂuei꜄	ʐuei꜄/ʂuei꜄	ʐuei꜄/ʂuei꜄	ʐuei꜄/ʂuei꜄	ʒei꜄/ʃei꜄	ʒʒ̍ʷei꜄/ʃʒ̍ʷei꜄	꜂ʒei/ʃei꜄	zei꜄/sei꜄	ʒei꜄/ʃei꜄	꜂ʒei/ʃei꜄	ʒei꜄/ʃei꜄	꜂ʒei/ʃei꜄	꜂ʒei/ʃei꜄	꜂ʒei/ʃei꜄	꜂ʒei/ʃei꜄	꜂vei	꜂ʒei/ʃei꜄	ʒei꜄/ʃei꜄	ʒʒ̍ʷei꜄/ʃʒ̍ʷei꜄	ʒei꜄/ʃei꜄	ʒei꜄/ʃei꜄	ʒei꜄/ʃei꜄	ʐuei꜄/ʂuei꜄	ʐuei꜄/ʂuei꜄	ʒ̍ʷei꜄/ʃʒ̍ʷei꜄	ʒei꜄/ʃei꜄	ʐuei꜄/ʂuei꜄	ʐuei꜄/fei꜄	vei꜄	ʐuei꜄/fei꜄	ʒ̍ʷei꜄
规		꜀kʰuei	꜀kʰuei	꜀kʰuei	꜀kʰuei	꜀kʰuei	꜀kʰuei	꜀kʰuei	꜀kʰuei	꜀kʰuei	꜀kʰuei	꜀kʰuei	꜀kʰuei	꜀kʰuei	꜀kʰuei	꜀kʰuei	꜀kʰuei	꜀kʰuei	꜀kʰuei	꜀kʰuei	꜀kʰuei	꜀kʰuei	꜀kʰuei	꜀kʰuei	꜀kʰuei	꜀kʰuei	꜀kʰuei	꜀kʰuei	꜀kʰuei	꜀kʰuei	꜀kʰuei	꜀kʰuei	꜀kʰuei	꜀kʰuei	꜀kʰuei	꜀kʰuei	꜀kʰuei	꜀kʰuei
跪		kʰuei꜄	kʰuei꜄	kʰuei꜄	kʰuei꜄	kʰuei꜄	kʰuei꜄	kʰuei꜄	kʰuei꜄	kʰuei꜄	kʰuei꜄	kʰuei꜄	kʰuei꜄	kʰuei꜄	kʰuei꜄	kʰuei꜄	kʰuei꜄	kʰuei꜄	kʰuei꜄	kʰuei꜄	kʰuei꜄	kʰuei꜄	kʰuei꜄	kʰuei꜄	kʰuei꜄	kʰuei꜄	kʰuei꜄	kʰuei꜄	kʰuei꜄	kʰuei꜄	kʰuei꜄	kʰuei꜄	kʰuei꜄	kʰuei꜄	kʰuei꜄	kʰuei꜄	kʰuei꜄	kʰuei꜄
危		꜀vei	꜀uei	꜀vei	꜀uei	꜀uei	꜀uei	꜀uei	꜀vei	꜀uei	꜀uei	꜀uei	꜀uei	꜀uei	꜀uei	꜀uei	꜀uei	꜀uei	꜀uei	꜀uei	꜀uei	꜀uei	꜀uei	꜀uei	꜀vei	꜀vei	꜀uei	꜀uei	꜀uei	꜀uei	꜀uei	꜀uei	꜀uei	꜀uei	꜀uei	꜀uei	꜀vei	꜀uei
为	～了	vei꜄	uei꜄	vei꜄	uei꜄	uei꜄	uei꜄	uei꜄	vei꜄	uei꜄	uei꜄	uei꜄	uei꜄	uei꜄	uei꜄	uei꜄	uei꜄	uei꜄	uei꜄	uei꜄	uei꜄	uei꜄	uei꜄	uei꜄	vei꜄	vei꜄	uei꜄	uei꜄	uei꜄	uei꜄	uei꜄	uei꜄	uei꜄	uei꜄	uei꜄	uei꜄	vei꜄	uei꜄
类		luei꜄	꜂luei	꜂luei	꜂luei	꜂luei	꜂luei	꜂luei	꜂luei	꜂luei	꜂luei	꜂luei	꜂luei	꜂luei	꜂luei	꜂luei	꜂luei	꜂luei/	꜂lɪi	꜂luei	꜂luei	꜂luei	꜂luei	꜂luei	꜂luei	꜂luei	꜂luei	꜂luei	꜂luei	꜂luei	꜂luei	꜂luei	꜂luei	꜂luei	꜂luei	꜂luei	꜂luei	꜂luei
泪		luei꜄/ly眼泪	luei꜄	luei꜄	luei꜄	luei꜄	luei꜄	luei꜄	luei꜄	luei꜄	luei꜄	luei꜄	luei꜄	luei꜄	luei꜄	luei꜄	luei꜄	luei꜄/ly眼泪	lɪi꜄	luei꜄	luei꜄	luei꜄	luei꜄	luei꜄	luei꜄	luei꜄	luei꜄	luei꜄	luei꜄/ly眼泪	luei꜄	luei꜄/ly眼泪	luei꜄	luei꜄	luei꜄	luei꜄	luei꜄	luei꜄	luei꜄
醉		tsuei꜄	tsuei꜄	tsuei꜄	tsuei꜄	tsuei꜄	tsuei꜄	tsuei꜄	tsuei꜄	tsuei꜄	tsuei꜄	tsuei꜄	tsuei꜄	tsuei꜄	tsuei꜄	tsuei꜄	tsuei꜄	tsuei꜄	tsuei꜄	tsuei꜄	tsuei꜄	tsuei꜄	tsuei꜄	tsuei꜄	tsuei꜄	tʃʒ̍ʷei꜄	tsuei꜄	tsuei꜄	tsuei꜄	tsuei꜄	tsuei꜄	tʃʒ̍ʷei꜄	tsuei꜄	tsuei꜄	tsuei꜄	tsuei꜄	tsuei꜄	tsuei꜄
穗		suei꜄/ɕy꜄	suei꜄	suei꜄	suei꜄	suei꜄	suei꜄	suei꜄	suei꜄	suei꜄	suei꜄	suei꜄/ɕy꜄	suei꜄	suei꜄	suei꜄	suei꜄	suei꜄	suei꜄/ɕy꜄	suei꜄/ɕy꜄	suei꜄/ɕy꜄	suei꜄/ɕy꜄	suei꜄/ɕy꜄	suei꜄	suei꜄/ɕy꜄	suei꜄	ʃʒ̍ʷei꜄	suei꜄	suei꜄	suei꜄/ɕy꜄	suei꜄	suei꜄	ʃʒ̍ʷei꜄	suei꜄	suei꜄	suei꜄	suei꜄/ɕy꜄	suei꜄	suei꜄/ɕy꜄
追		꜀tʂuei	꜀tʂuei	꜀tʂuei	꜀tʂuei	꜀tʂuei	꜀tʃei	꜀tʂuei	꜀tʂuei	꜀tʂuei	꜀tʂuei	꜀tʃei	꜀tʃʒ̍ʷei	꜀tʂuei	꜀tsei	꜀tʃei	꜀tʃei	꜀tʃei	꜀tʃei	꜀tʃei	꜀tʃei	꜀tʃei	꜀pfei	꜀tʃei	꜀tʃei	꜀tʃʒ̍ʷei	꜀tʃei	꜀tʃei	꜀tʃei	꜀tʂuei	꜀tʂuei	꜀tʃʒ̍ʷei	꜀tʃei	꜀tʂuei	꜀tʂuei	꜀tfei	꜀tʂuei	꜀tʃei
锤		꜁tʂʰuei	꜁tʂʰuei	꜁tʂʰuei	꜁tʂʰuei	꜁tʂʰuei	꜁tʃʰei	꜁tʂʰuei	꜁tʂʰuei	꜁tʂʰuei	꜁tʂʰuei	꜁tʃʰei	꜁tʃʰʒ̍ʷei	꜁tʂʰuei	꜁tsʰei	꜁tʃʰei	꜁tʃʰei	꜁tʃʰei	꜁tʃʰei	꜁tʃʰei	꜁tʃʰei	꜁tʃʰei	꜁pfhei	꜁tʃʰei	꜁tʃʰei	꜁tʃʰʒ̍ʷei	꜁tʃʰei	꜁tʃʰei	꜁tʃʰei	꜁tʂʰuei	꜁tʂʰuei	꜁tʃʰʒ̍ʷei	꜁tʃʰei	꜁tʂʰuei	꜁tʂʰuei	꜁tfhei	꜁tʂʰuei	꜁tʃʰei
摔		꜂ʂuɛ	꜂ʂuɛ/꜀ʂuei	꜂ʂuɛ/꜀ʂuei	꜂ʂuɛ/꜀ʂuei	꜂ʂuɛ/꜀ʂuei	꜂ʃɛ/꜀ʃei	꜂ʂuɛ/꜀ʂuei	꜂ʂuɛ/꜀ʂuei	꜂ʂuɛ/꜀ʂuei	꜂ʂuɛ/꜀ʂuei	꜀ʃei	꜀ʃʒ̍ʷei	꜀ʃei	꜀sei	꜀ʃei	꜀ʃei	꜀ʃei	꜀ʃei	꜀ʃei	꜀ʃei	꜀ʃei	꜀fei	꜀ʃei	꜀ʃei	꜀ʃʒ̍ʷei	꜀ʃei	꜀ʃei	꜀ʃei	꜀ʂuei	꜀ʂuei	꜀ʂuei	꜀ʃei	꜀ʂuei	꜀fei	꜀fei	꜀fei	꜀ʃei
锥		꜀tʂuei	꜀tʂuei	꜀tʂuei	꜀tʂuei	꜀tʂuei	꜀tʃei	꜀tʂuei	꜀tʂuei	꜀tʂuei	꜀tʂuei	꜀tʃei	꜀tʃʒ̍ʷei	꜀tʂuei	꜀tsei	꜀tʃei	꜀tʃei	꜀tʃei	꜀tʃei	꜀tʃei	꜀tʃei	꜀tʃei	꜀pfei	꜀tʃei	꜀tʃei	꜀tʃʒ̍ʷei	꜀tʃei	꜀tʃei	꜀tʃei	꜀tʂuei	꜀tʂuei	꜀tʃʒ̍ʷei	꜀tʃei	꜀tʂuei	꜀tʂuei	꜀tfei	꜀tʂuei	꜀tʃei
水		꜂ʂuei	꜂ʂuei	꜂ʂuei	꜂ʂuei	꜂ʂuei	꜂ʃei	꜂ʂuei	꜂ʂuei	꜂ʂuei	꜂ʂuei	꜂ʃei	꜂ʃʒ̍ʷei	꜂ʂuei	꜂sei	꜂ʃei	꜂ʃei	꜂ʃei	꜂ʃei	꜂ʃei	꜂ʃei	꜂ʃei	꜂fei	꜂ʃei	꜂ʃei	꜂ʃʒ̍ʷei	꜂ʃei	꜂ʃei	꜂ʃei	꜂ʂuei	꜂ʂuei	꜂ʂuei	꜂ʃei	꜂ʂuei	꜂fei	꜂fei	꜂fei	꜂ʃei
谁		꜁ʂuei/꜁sei	꜁sei	꜁sei	꜁sei	꜁sei	꜁sei	꜁sei	꜁sei	꜁sei	꜁sei	꜁sei	꜁sei	꜁sei	꜁sei	꜁sei	꜁sei	꜁sei	꜁sei	꜁sei	꜁sei	꜁sei	꜁sei	꜁sei	꜁sei	꜁sei	꜁sei	꜁sei	꜁sei	꜁sei	꜁sei	꜁sei	꜁sei	꜁sei	꜁sei	꜁sei	꜁sei	꜁sei
葵		꜁kʰuei	꜁kʰuei	꜁kʰuei	꜁kʰuei	꜁kʰuei	꜁kʰuei	꜁kʰuei	꜁kʰuei	꜁kʰuei	꜁kʰuei	꜁kʰuei	꜁kʰuei	꜁kʰuei	꜁kʰuei	꜁kʰuei	꜁kʰuei	꜁kʰuei	꜁kʰuei	꜁kʰuei	꜁kʰuei	꜁kʰuei	꜁kʰuei	꜁kʰuei	꜁kʰuei	꜁kʰuei	꜁kʰuei	꜁kʰuei	꜁kʰuei	꜁kʰuei	꜁kʰuei	꜁kʰuei	꜁kʰuei	꜁kʰuei	꜁kʰuei	꜁kʰuei	꜁kʰuei	꜁kʰuei
维		꜁vei	꜁uei	꜁vei	꜁uei	꜁uei	꜁uei	꜁uei	꜁vei	꜁uei	꜁uei	꜁uei	꜁uei	꜁uei	꜁uei	꜁uei	꜁uei	꜁uei	꜁uei	꜁uei	꜁uei	꜁uei	꜁uei	꜁uei	꜁vei	꜁vei	꜁uei	꜁uei	꜁uei	꜁uei	꜁uei	꜁uei	꜁uei	꜁uei	꜁uei	꜁uei	꜁vei	꜁uei
愧		꜂kʰuei	꜂kʰuei	꜂kʰuei	꜂kʰuei	꜂kʰuei	꜂kʰuei	꜂kʰuei	꜂kʰuei	꜂kʰuei	꜂kʰuei	꜂kʰuei	꜂kʰuei	꜂kʰuei	꜂kʰuei	꜂kʰuei	꜂kʰuei	꜂kʰuei	꜂kʰuei	꜂kʰuei	꜂kʰuei	꜂kʰuei	꜂kʰuei	꜂kʰuei	꜂kʰuei	꜂kʰuei	꜂kʰuei	꜂kʰuei	꜂kʰuei	꜂kʰuei	꜂kʰuei	꜂kʰuei	꜂kʰuei	꜂kʰuei	꜂kʰuei	꜂kʰuei	꜂kʰuei	꜂kʰuei
柜		kuei꜄	kuei꜄	kuei꜄	kuei꜄	kuei꜄	kuei꜄	kuei꜄	kuei꜄	kʰuei꜄	kʰuei꜄	kʰuei꜄	kuei꜄	kʰuei꜄	kʰuei꜄	kʰuei꜄	kʰuei꜄	kʰuei꜄	kʰuei꜄	kʰuei꜄	kʰuei꜄	kʰuei꜄	kuei꜄	kʰuei꜄	kʰuei꜄	kʰuei꜄	kʰuei꜄	kʰuei꜄	kʰuei꜄	kʰuei꜄	kʰuei꜄	kʰuei꜄	kʰuei꜄	kʰuei꜄	kuei꜄	kuei꜄	kuei꜄	kuei꜄
飞		꜀fei	꜀fei	꜀fei	꜀fei	꜀fei	꜀fei	꜀fei	꜀fei	꜀fei	꜀fei	꜀fei	꜀fei	꜀fei	꜀fei	꜀fei	꜀fei	꜀fei	꜀fei	꜀fei	꜀fei	꜀fei	꜀fei	꜀fei	꜀fei	꜀fei	꜀fei	꜀fei	꜀fei	꜀fei	꜀fei	꜀fei	꜀fei	꜀fei	꜀fei	꜀fei	꜀fei	꜀fei
肥		꜁fei	꜁fei	꜁fei	꜁fei	꜁fei	꜁fei	꜁fei	꜁fei	꜁fei	꜁fei	꜁fei	꜁fei	꜁fei	꜁fei	꜁fei	꜁fei	꜁fei	꜁fei	꜁fei	꜁fei	꜁fei	꜁fei	꜁fei	꜁fei	꜁fei	꜁fei	꜁fei	꜁fei	꜁fei	꜁fei	꜁fei	꜁fei	꜁fei	꜁fei	꜁fei	꜁fei	꜁fei
尾		꜂vei/꜂i	꜂uei/꜂i	꜂uei/꜂i	꜂uei/꜂i	꜂uei/꜂i	꜂uei/꜂i	꜂uei/꜂i	꜂vei/꜂i	꜂uei/꜂i	꜂uei/꜂i	꜂uei/꜂i	꜂uei/꜂i	꜂uei/꜂i	꜂uei/꜂i	꜂uei/꜂i	꜂uei/꜂i	꜂uei/꜂i	꜂uei/꜂i	꜂uei/꜂i	꜂uei/꜂i	꜂uei/꜂i	꜂uei/꜂i	꜂uei/꜂i	꜂vei/꜂i	꜂vei/꜂i	꜂uei/꜂ʒʒ̍ʷ	꜂uei/꜂i	꜂uei/꜂i	꜂uei/꜂i	꜂uei/꜂i	꜂uei/꜂i	꜂uei/꜂i	꜂uei/꜂i	꜂uei/꜂i	꜂uei/꜂i	꜂vei/꜂i	꜂uei/꜂i
味		vei꜄	uei꜄	vei꜄	uei꜄	uei꜄	uei꜄	uei꜄	vei꜄	uei꜄	uei꜄	uei꜄/y꜄	uei꜄	uei꜄	uei꜄	uei꜄	uei꜄	uei꜄	uei꜄	uei꜄	uei꜄/y꜄	uei꜄/y꜄	uei꜄	uei꜄/y꜄	vei꜄	vei꜄	uei꜄	uei꜄	uei꜄/y꜄	uei꜄	uei꜄	uei꜄	uei꜄	uei꜄	uei꜄	uei꜄	vei꜄	uei꜄
鬼		꜂kuei	꜂kuei	꜂kuei	꜂kuei	꜂kuei	꜂kuei	꜂kuei	꜂kuei	꜂kuei	꜂kuei	꜂kuei	꜂kuei	꜂kuei	꜂kuei	꜂kuei	꜂kuei	꜂kuei	꜂kuei	꜂kuei	꜂kuei	꜂kuei	꜂kuei	꜂kuei	꜂kuei	꜂kuei	꜂kuei	꜂kuei	꜂kuei	꜂kuei	꜂kuei	꜂kuei	꜂kuei	꜂kuei	꜂kuei	꜂kuei	꜂kuei	꜂kuei
讳		ɕy꜄	ɕy꜄	ɕy꜄	ɕy꜄	ɕy꜄	ɕy꜄	ɕy꜄	ɕy꜄	ɕy꜄	ɕy꜄	ɕy꜄	ɕy꜄	ɕy꜄	ɕy꜄	ɕy꜄	ɕy꜄	ɕy꜄	ɕy꜄	ɕy꜄	ɕy꜄	ɕy꜄	ɕy꜄	ɕy꜄	su꜄	sʮ꜄	sʮ꜄	ɕy꜄	ɕy꜄	ɕy꜄	ɕy꜄	ɕy꜄	ɕy꜄	ɕy꜄	ɕy꜄	ɕy꜄	ɕy꜄	ɕy꜄
慰		vei꜄/y꜄	uei꜄/y꜄	vei꜄/y꜄	uei꜄/y꜄	uei꜄/y꜄	uei꜄/y꜄	uei꜄/y꜄	vei꜄/y꜄	uei꜄/y꜄	uei꜄/y꜄	uei꜄/y꜄	uei꜄/y꜄	uei꜄/y꜄	uei꜄/y꜄	uei꜄/y꜄	uei꜄/y꜄	uei꜄/y꜄	uei꜄/y꜄	uei꜄/y꜄	uei꜄/y꜄	uei꜄/y꜄	uei꜄/y꜄	uei꜄/y꜄	vei꜄/y꜄	vei꜄/zʮ꜄	uei꜄/zʮ꜄	uei꜄/y꜄	uei꜄/y꜄	uei꜄/y꜄	uei꜄/y꜄	uei꜄/y꜄	uei꜄/y꜄	uei꜄/y꜄	uei꜄/y꜄	uei꜄/y꜄	vei꜄/y꜄	uei꜄/y꜄
围		꜁vei	꜁uei	꜁uei	꜁uei	꜁uei	꜁uei	꜁uei	꜁vei	꜁uei	꜁uei	꜁uei	꜁uei	꜁uei	꜁uei	꜁uei	꜁uei	꜁uei	꜁uei	꜁uei	꜁uei	꜁uei	꜁uei	꜁uei	꜁vei	꜁vei	꜁uei	꜁uei	꜁uei	꜁uei	꜁uei	꜁uei	꜁uei	꜁uei	꜁uei	꜁uei	꜁vei	꜁uei
苇		꜂vei/꜂y	꜂uei/꜂y	꜂vei/꜂y	꜂uei/꜂y	꜂uei/꜂y	꜂uei/꜂y	꜂uei/꜂y	꜂vei/꜂y	꜂uei/꜂y	꜂uei/꜂y	꜂uei/꜂y	꜂uei/꜂y	꜂uei/꜂y	꜂uei/꜂y	꜂uei/꜂y	꜂uei/꜂y	꜂uei/꜂y	꜂uei/꜂y	꜂uei/꜂y	꜂uei/꜂y	꜂uei/꜂y	꜂uei/꜂y	꜂uei/꜂y	꜂vei/꜂y	꜂vei/꜂zʮ	꜂uei/꜂zʮ	꜂uei/꜂y	꜂uei/꜂y	꜂uei/꜂y	꜂uei/꜂y	꜂uei/꜂y	꜂uei/꜂y	꜂uei/꜂y	꜂uei/꜂y	꜂uei/꜂y	꜂vei/꜂y	꜂uei/꜂y
堡		꜂pu/꜂pʰu	꜂pu	꜂pu	꜂pu	꜂pu	꜂pu	꜂pu	꜂pu	꜂pu	꜂pu	꜂pu	꜂pu	꜂pu	꜂pu	꜂pu	꜂pu	꜂pu	꜂pu	꜂pu	꜂pu	꜂pu	꜂pu	꜂pu	꜂pu	꜂pu	꜂pu	꜂pu	꜂pu	꜂pu	꜂pu	꜂pu	꜂pu	꜂pu	꜂pu	꜂pu	꜂pu	꜂pu
袍		꜁pʰɔ	꜁pʰɔ	꜁pʰɔ	꜁pʰɔ	꜁pʰɔ	꜁pʰɔ	꜁pʰɔ	꜁pʰɔ	꜁pʰɔ	꜁pʰɔ	꜁pʰɔ	꜁pʰɔ	꜁pʰɔ	꜁pʰɔ	꜁pʰɔ	꜁pʰɔ	꜁pʰɔ	꜁pʰɔ	꜁pʰɔ	꜁pʰɔ	꜁pʰɔ	꜁pʰɔ	꜁pʰɔ	꜁pʰɔ	꜁pʰɔ	꜁pʰɔ	꜁pʰɔ	꜁pʰɔ	꜁pʰɔ	꜁pʰɔ	꜁pʰɔ	꜁pʰɔ	꜁pʰɔ	꜁pʰɔ	꜁pʰɔ	꜁pʰɔ	꜁pʰɔ
抱		pɔ꜄	pɔ꜄	pɔ꜄	pɔ꜄	pɔ꜄	pɔ꜄	pɔ꜄	pɔ꜄	pɔ꜄	pɔ꜄	pɔ꜄	pɔ꜄	pɔ꜄	pɔ꜄	pɔ꜄	pɔ꜄	pɔ꜄	pɔ꜄	pɔ꜄	pɔ꜄	pɔ꜄	pɔ꜄	pɔ꜄/pʰu꜄	pɔ꜄	pɔ꜄	pɔ꜄	pɔ꜄	pɔ꜄/pʰu꜄	pɔ꜄	pɔ꜄	pɔ꜄	pɔ꜄	pɔ꜄	pɔ꜄	pɔ꜄	pɔ꜄	pɔ꜄/pu꜄
毛		꜁mɔ	꜁mɔ	꜁mɔ	꜁mɔ	꜁mɔ/꜁mu	꜁mɔ/꜁mu	꜁mɔ	꜁mɔ	꜁mɔ/꜁mu	꜁mɔ/꜁mu	꜁mɔ/꜁mu	꜁mɔ/꜁mu	꜁mɔ/꜁mu	꜁mɔ	꜁mɔ	꜁mɔ	꜁mɔ/꜁mu	꜁mɔ/꜁mu	꜁mɔ/꜁mu	꜁mɔ/꜁mu	꜁mɔ/꜁mu	꜁mɔ/꜁mu	꜁mɔ/꜁mu	꜁mɔ/꜁mu	꜁mɔ/꜁mu	꜁mɔ/꜁mu	꜁mɔ/꜁mu	꜁mɔ/꜁mu	꜁mɔ/꜁mu	꜁mɔ/꜁mu	꜁mɔ/꜁mu	꜁mɔ/꜁mu	꜁mɔ/꜁mu	꜁mɔ/꜁mu	꜁mɔ/꜁mu	꜁mɔ/꜁mu	꜁mɔ/꜁mu
刀		꜀tɔ	꜀tɔ	꜀tɔ	꜀tɔ	꜀tɔ	꜀tɔ	꜀tɔ	꜀tɔ	꜀tɔ	꜀tɔ	꜀tɔ	꜀tɔ	꜀tɔ	꜀tɔ	꜀tɔ	꜀tɔ	꜀tɔ	꜀tɔ	꜀tɔ	꜀tɔ	꜀tɔ	꜀tɔ	꜀tɔ	꜀tɔ	꜀tɔ	꜀tɔ	꜀tɔ	꜀tɔ	꜀tɔ	꜀tɔ	꜀tɔ	꜀tɔ	꜀tɔ	꜀tɔ	꜀tɔ	꜀tɔ	꜀tɔ
