汉字	罗马字	IPA	注释																
校	kau3	kau˨˩	检查调试:校对																
校	hau7	hau˨˨	(文)校长																
校	ka3	ka˨˩	(白)调试:校秤																
覺	kak4	kak˦˨																	
敲	kha3	kʰa˨˩	(白)敲门																
敲	tshiau1	tsʰiau˧˧	(文)推敲																
敲	hmh4	hmh˦˨	(训)棍棒敲击，也有写成撼																
敲	khok4	kʰok˦˨	(训)																
敲	kong3	koŋ˨˩	(训)																
巧	kha2	kʰa˥˨	奇巧ki5 kʰa2																
巧	khiau2	kʰiau˥˨	单字用，漂亮别致																
咬	ka7	ka˨˨	咬牙齿根																
咬	ngai3	ŋai˨˩	(训)牙齿要到嘴舌"食饭ŋai3着"																
咬	khe3	kʰe˨˩	(训)啃咬:kʰe3骨头																
咬	mauh4	mauʔ˦˨	(训)没牙齿的咀嚼																
咬	nauh4	nauʔ˦˨	(训)同mauʔ4																
孝	ha3	ha˨˩	(白)																
孝	hau3	hau˨˩	(文)be2孝翁:打扮不得体																
肴	giau5	giau˩˨																	
效	hau7	hau˨˨																	
坳	au1	au˧˧																	
拗	au2	au˥˨																	
飆	pio1	pio˧˧	飙车																
飆	phiu1	pʰiu˧˧	快速走																
標	pio1	pio˧˧	(白)投标																
標	piau1	piau˧˧	(文)																
表	pio2	pio˥˨	(白)																
表	piau2	piau˥˨	(文)																
錶	pio2	pio˥˨	(白)																
錶	piau2	piau˥˨	(文)																
飄	phiau1	pʰiau˧˧																	
漂	phio3	pʰio˨˩	(白)漂白粉																
漂	phiau1	pʰiau˧˧	漂流																
漂	phiau3	pʰiau˨˩																	
票	phio3	pʰio˨˩																	
嫖	phiau5	pʰiau˩˨																	
瓢	phiau5	pʰiau˩˨																	
描	biau5	biau˩˨																	
苗	biau5	biau˩˨																	
藐	biau2	biau˥˨																	
渺	biau2	biau˥˨																	
秒	biau2	biau˥˨																	
廟	bio7	bio˨˨																	
妙	biau7	biau˨˨																	
燎	liau5	liau˩˨																	
焦	ta1	ta˧˧	(白)																
焦	tsiau1	tsiau˧˧	(文)																
椒	tsio1	tsio˧˧																	
剿	tsau5	tsau˩˨	围剿																
鍬	tshiau1	tsʰiau˧˧																	
樵	tsha5	tsʰa˩˨																	
瞧	tshiau5	tsʰiau˩˨																	
消	siau1	siau˧˧	忍屎be2枵，忍尿下消																
宵	sio1	sio˧˧	(白)																
宵	siau1	siau˧˧	(文)																
霄	sio1	sio˧˧																	
硝	siau1	siau˧˧	炮硝																
銷	siau1	siau˧˧																	
𤞚	tshio1	tsʰio˧˧	嚣张																
小	sio2	sio˥˨	(白)																
小	siau2	siau˥˨	(文)红花小儿: 童乩或神明称呼小孩"婆姐保庇红花小儿好邀𤆬好𠢕大"																
小	niu1	niu˧˧	(训)形容很小:niu1仔																
小	tsinn2	tsĩ˥˨	(训)形容幼嫩:tsĩ2姜																
笑	tshio2	tsʰio˥˨	(白)																
笑	siau2	siau˥˨	(文)见笑																
鞘	tshiau3	tsʰiau˨˩																	
朝	tiau5	tiau˩˨																	
朝	tiau1	tiau˧˧																	
超	tʰiau1	tʰiau˧˧																	
潮	tio5	tio˩˨																	
趙	tio7	tio˨˨	(白)																
趙	tiau7	tiau˨˨	(文)																
兆	tiau7	tiau˨˨																	
肇	tiau7	tiau˨˨																	
召	tiau7	tiau˨˨																	
昭	tsiau1	tsiau˧˧																	
招	tsio1	tsio˧˧	招人																
招	tsiau1	tsiau˧˧																	
沼	tsiau2	tsiau˥˨																	
照	tsio3	tsio˨˩	(白)照镜， 照相， 照问																
照	tsiau3	tsiau˨˩	(文)照顾																
照	nah4	naʔ˦˨	(训)炙烤:na7日花仔																
照	na7	na˨˨	同naʔ4																
爁	nah4	naʔ˦˨	炙烤:na7日花仔																
爁	na7	na˨˨	同naʔ4																
詔	tsiau3	tsiau˨˩																	
燒	sio1	sio˧˧																	
少	tsio2	tsio˥˨	(白)																
少	siau2	siau˥˨	(文)少个: 长辈称呼晚辈																
少	siau3	siau˨˩	(文)少年																
韶	siau5	siau˩˨																	
紹	siau7	siau˨˨																	
邵	siau7	siau˨˨																	
饒	jiau5	jiau˩˨																	
擾	jiau2	jiau˥˨																	
繞	jiau2	jiau˥˨																	
驕	kiau1	kiau˧˧																	
嬌	kiau1	kiau˧˧																	
矯	kiau2	kiau˥˨																	
喬	kiau5	kiau˩˨																	
喬	khiau5	kʰiau˩˨	乔东乔西: 嫌东嫌西																
橋	kio5	kio˩˨																	
轎	kio7	kio˨˨	(白)轿仔																
轎	kiau7	kiau˨˨	(文)轿车																
囂	hau1	hau˧˧	嚣㞞: 好色																
囂	hiau1	hiau˧˧	嚣张																
囂	tshio1	tsʰio˧˧	(训)𤞚，嚣张																
枵	iau1	iau˧˧	枵腹肚																
枵	iaunn1	iaũ˧˧	iaũ1 kui2:贪吃，同sai5																
妖	iau1	iau˧˧																	
邀	io1	io˧˧	(白)邀𤆬: 带孩子																
邀	iau1	iau˧˧	(文)																
要	iau1	iau˧˧	要求																
要	iau3	iau˨˩	要紧																
夭	iau2	iau˥˨	夭寿																
搖	io5	io˩˨																	
搖	lin7	lin˨˨	(训)lin7 lou7:摇摇欲坠"喙齿lin7 lou7 lin7 lou7"																
搖	lou7	lou˨˨	(训)摇晃																
搖	sim3	sim˨˩	(训)摇晃抖动:sim3骹																
挹	iap4	iap˦˨	iap4角仔:偏僻角落																
謠	io5	io˩˨	歌谣																
窯	io5	io˩˨	瓦窑hia7 io5																
姚	iau5	iau˩˨																	
舀	iunn2	iũ˥˨	舀水， 舀物件																
耀	tshio7	tsʰio˨˨	(白)照射																
耀	iau7	iau˨˨	(文)																
刁	tʰiau1	tʰiau˧˧	刁工: 故意																
刁	tiau1	tiau˧˧	放刁: 放狠话																
貂	tiau1	tiau˧˧																	
雕	tiau1	tiau˧˧																	
鳥	tsiau2	tsiau˥˨	膦鸟																
鳥	hioh8	hioʔ˩˧	(训)lai2 hioʔ7:老鹰																
鴞	hioh8	hioʔ˩˧	(替)lai2 hioʔ7:老鹰																
吊	tiau3	tiau˨˩	(文)吊脰，吊针																
釣	tio3	tio˨˩																	
挑	tʰio1	tʰio˧˧	挑担，铁挑																
挑	tʰio1	tʰio˧˧	(白)																
挑	tʰiau1	tʰiau˧˧	(文)																
跳	tio5	tio˩˨	(白)																
跳	tʰiau3	tʰiau˨˩	(文)跳起来:不服气																
糶	tʰio3	tʰio˨˩	糶米: 载米																
條	tiau5	tiau˩˨	椅条																
調	tʰiau5	tʰiau˩˨	调羹仔																
調	tʰau5	tʰau˩˨	同tʰiau5																
調	tiau5	tiau˩˨	调整																
調	tiau7	tiau˨˨	声调																
調	tʰiau2	tʰiau˥˨	(替)tʰiau2 tʰuaʔ4:协商																
掉	tio7	tio˨˨	1.抽搐 2.颠簸																
尿	jio7	jio˨˨																	
聊	liau5	liau˩˨																	
寮	liau5	liau˩˨	船寮:疍民居住的船																
遼	liau5	liau˩˨																	
撩	lio5	lio˩˨	把浮在表面的物体捞起来: 撩油， 撩物件																
寥	liau5	liau˩˨																	
廖	liau7	liau˨˨																	
了	liau2	liau˥˨	了然:失望，了了:完了																
瞭	liau2	liau˥˨																	
瞭	lio2	lio˥˨	眼睛一瞥																
料	liau7	liau˨˨	料理自身:照顾自己																
簫	siau1	siau˧˧																	
蕭	siau1	siau˧˧																	
嘯	siau3	siau˨˩																	
繳	kiau2	kiau˥˨																	
叫	kio3	kio˨˩																	
藠	kio7	kio˨˨	藠头平和有叫做绿藠葱尿藠葱和露藠葱																
竅	khio3	kʰio˨˩	做口竅:做巫术损害他人																
竅	khiau3	kʰiau˨˩	窍门																
堯	giau5	giau˩˨																	
曉	hiau2	hiau˥˨	解晓																
曉	iau2	iau˥˨	只在(无解)晓一词出现连读 be2 iau2，专指达不到， 伊(无解)晓嚇悬																
么	io1	io˧˧	一																
杳	biau2	biau˥˨																	
剖	phua3	pʰua˨˩																	
某	bou2	bou˥˨																	
畝	bou2	bou˥˨																	
牡	bou2	bou˥˨																	
拇	bo2	bo˥˨																	
母	bu2	bu˥˨	老母: 母亲																
母	bou2	bou˥˨	单字用， 指老婆																
姥	bu2	bu˥˨	老母: 母亲																
姥	bou2	bou˥˨	单字用， 指老婆																
茂	bou7	bou˨˨																	
戊	bou7	bou˨˨																	
貿	bou7	bou˨˨																	
貿	bauh8	bauʔ˩˧	(白)贸功课																
兜	tau1	tau˧˧	家里																
斗	tau2	tau˥˨																	
抖	tou2	tou˥˨																	
鬥	tau3	tau˨˩	(白)1.拼合:斗做垺 2.相处:斗做伙 3.安装																
鬥	tou3	tou˨˩	(文)战斗																
偷	tʰau1	tʰau˧˧	偷获物件																
透	tʰau3	tʰau˨˩																	
頭	tʰau5	tʰau˩˨																	
投	tau5	tau˩˨																	
豆	tau7	tau˨˨																	
骰	tau7	tau˨˨	骰仔																
骰	kau7	kau˨˨	六骰，变声母应是前字入声尾影响																
褥	jek8	jek˩˧																	
褥	jioh8	jioʔ˩˧	被褥，褥疮																
樓	lau5	lau˩˨	楼仔:土楼， 楼门公/楼公爷:土楼内供奉的神明，一般是土地公妈，常设在正门内部两侧																
漏	lau7	lau˨˨																	
陋	lau7	lau˨˨																	
走	tsau2	tsau˥˨	走阴，走影:大太阳天转阴天																
走	tsoh8	tsoʔ˩˧	(训)四处跑																
奏	tsau3	tsau˨˩																	
湊	tshau3	tsʰau˨˩	湊歁tsʰau3 kʰam2																
湊	tsau3	tsau˨˩	凑巧kʰiau2																
叟	sou2	sou˥˨																	
嗽	sau3	sau˨˩	嗽药水																
嗽	sau2	sau˥˨	单字用， 指咳嗽																
勾	kau1	kau˧˧																	
鉤	kau1	kau˧˧	枫埔村金蛟仔是由金钩仔雅化而来																
鉤	ka1	ka˧˧	(白)钩吻kam1 uĩ2:断肠草																
溝	kau1	kau˧˧																	
狗	kau2	kau˥˨																	
垢	kau2	kau˥˨	油垢: 头油， 一般认为出油旺盛的人睡过的地方会传染油垢 ，(毋爱)夗遐伊厚油垢																
夠	kau3	kau˨˩																	
構	kau3	kau˨˩	结构																
構	kou3	kou˨˩	机构																
購	kou3	kou˨˩	采购																
摳	khau1	kʰau˧˧	剾																
剾	khau1	kʰau˧˧																	
口	khau2	kʰau˥˨																	
口	kau2	kau˥˨	哑口ɛ̃2 kau2，巷子口:巷子头																
叩	khau3	kʰau˨˩	叩碌碡la5 tat8																
扣	khau3	kʰau˨˩																	
寇	khau3	kʰau˨˩																	
藕	ngau7	ŋau˨˨	藕																
偶	ngau2	ŋau˥˨	(白)偶数ŋau2 siau2																
偶	ngou2	ŋou˥˨	(文)偶数ŋou2 siau2																
偶	gou2	gou˥˨	(文)配偶pʰue3 gou2																
吼	hau2	hau˥˨																	
侯	kau5	kau˩˨	(白)闽侯县																
侯	hau5	hau˩˨	侯山宫																
喉	au5	au˩˨																	
猴	kau5	kau˩˨																	
後	au7	au˨˨	后尾仔， 后壁																
後	hau7	hau˨˨	后生																
厚	kau7	kau˨˨	(白)																
厚	hou7	hou˨˨	(文)																
厚	kauh8	kauʔ˩˧	(训)不停的:kauʔ7 kauʔ7念																
后	hau7	hau˨˨	天后宫																
候	hau7	hau˨˨																	
謳	au1	au˧˧																	
歐	au1	au˧˧																	
甌	au1	au˧˧	瓯仔粉:漂白粉，常用于清洗小杯子而得名																
區	khi1	kʰi˧˧																	
嘔	au2	au˥˨																	
毆	au1	au˧˧																	
漚	au3	au˨˩	臭腐味																
嫗	au3	au˨˩	妪个:称呼母亲																
否	phainn2	pʰaĩ˥˨	否囝，否势pʰaĩ2 se3																
否	bai2	bai˥˨	否势bai2 si3，心否无人知喙否大厉害																
痞	phainn2	pʰaĩ˥˨	(训)本字否:pʰaĩ2囝																
痞	bai2	bai˥˨	(训)本字否:bai2人																
富	pu3	pu˨˩	(白)代代富																
富	hu3	hu˨˩	(文)富贵																
副	hu3	hu˨˩																	
浮	phu5	pʰu˩˨	(白)																
浮	hu5	hu˩˨	(文)																
浮	phuh8	pʰuʔ˩˧	(训)ham3 pʰuʔ7:浮肿"气遘ham3pʰuʔ7"																
阜	pu7	pu˨˨																	
負	hu7	hu˨˨																	
負	phainn7	pʰaĩ˨˨	(训)背																
負	tsiang7	tsiaŋ˨˨	(训)负囝仔，负巾																
婦	pu7	pu˨˨	(白)新妇																
婦	hu7	hu˨˨	(文)妇女节																
複	hok4	hok˦˨	复杂																
複	hok8	hok˩˧	恢复																
謀	bou5	bou˩˨																	
矛	mo5	mo˩˨																	
眸	bou5	bou˩˨																	
紐	liu2	liu˥˨	纽仔																
扭	niu2	niu˥˨																	
留	lau5	lau˩˨	(白)																
留	liu5	liu˩˨	(文)芦溪镇九曲村留恩																
榴	liu5	liu˩˨																	
餾	liu7	liu˨˨	加热食物																
劉	lau5	lau˩˨																	
流	lau5	lau˩˨	(白)																
流	liu5	liu˩˨	(文)																
硫	liu5	liu˩˨																	
琉	liu5	liu˩˨																	
柳	liu2	liu˥˨																	
溜	liu1	liu˧˧																	
溜	liu3	liu˨˩	1.脱:溜皮，  2.舔， 3.油腻:皮溜溜																
揪	giu2	giu˥˨	也有写搝																
酒	tsiu2	tsiu˥˨																	
酋	tshiu5	tsʰiu˩˨																	
秋	tshiu1	tsʰiu˧˧																	
就	tsiu7	tsiu˨˨																	
修	siu1	siu˧˧																	
羞	tshiu1	tsʰiu˧˧	手指划脸颊，羞羞羞																
秀	siu3	siu˨˩																	
秀	sio2	sio˥˨	地名:秀峰sio2 pʰaŋ1，由小峰雅化而来																
鏽	siu3	siu˨˩																	
繡	siu3	siu˨˩																	
宿	sok4	sok˦˨	宿舍																
宿	siok4	siok˦˨	住宿																
宿	sek4	sek˦˨	星宿																
囚	kiu5	kiu˩˨																	
袖	siu3	siu˨˩																	
肘	tiu2	tiu˥˨	肘掣: 耍性子																
晝	tau2	tau˥˨	(白)																
晝	tiu2	tiu˥˨	(文)																
抽	tʰiu1	tʰiu˧˧																	
丑	tʰiunn2	tʰiũ˥˨	小丑																
綢	tiu5	tiu˩˨	绸缎																
稠	tiu5	tiu˩˨																	
籌	tʰiu5	tʰiu˩˨	筹备																
紂	tiu7	tiu˨˨																	
宙	tiu7	tiu˨˨																	
皺	jiau5	jiau˩˨	jiau5 kĩ3 kaĩ2:皱巴巴																
皺	niau3	niau˨˩	皱眉																
愁	tshiu5	tsʰiu˩˨																	
驟	tsou7	tsou˨˨																	
搜	sou1	sou˧˧																	
搜	tshiau1	tsʰiau˧˧	(训)应是抄																
颼	sou1	sou˧˧																	
瘦	san2	san˥˨	(训)㾪:san1 pi1 pa1,san2猴仔																
周	tsiu1	tsiu˧˧																	
舟	tsiu1	tsiu˧˧																	
洲	tsiu1	tsiu˧˧	溪洲																
州	tsiu1	tsiu˧˧																	
帚	tshiu2	tsʰiu˥˨	扫帚																
咒	tsiu3	tsiu˨˩	咒誓																
醜	tʰiunn2	tʰiũ˥˨																	
臭	tshau3	tsʰau˨˩																	
收	siu1	siu˧˧																	
手	tshiu2	tsʰiu˥˨																	
首	siu2	siu˥˨																	
首	tshiu2	tsʰiu˥˨	(白)首尾钱																
守	tsiu2	tsiu˥˨	(白)守寡																
守	siu2	siu˥˨	(文)																
獸	siu3	siu˨˩																	
仇	tshiu5	tsʰiu˩˨	仇人																
酬	siu5	siu˩˨																	
受	siu7	siu˨˨																	
壽	siu7	siu˨˨																	
授	siu7	siu˨˨																	
售	siu5	siu˩˨																	
柔	jiu5	jiu˩˨																	
揉	jiu5	jiu˩˨																	
揉	nua2	nua˥˨	(训)																
揉	jioh8	jioʔ˩˧	(训)揉搓:jioʔ7衫仔裤																
揉	jue5	jue˩˨	(训)搓																
揉	lui5	lui˩˨	(训)搓:lui5目珠																
鳩	khiu1	kʰiu˧˧	斑鸠																
鳩	kiu1	kiu˧˧	地名:坂仔镇斑鸠飞																
鬮	khau1	kʰau˧˧	拾阄， 僭鬮																
九	kau2	kau˥˨	(白)																
九	kiu2	kiu˥˨	(文)九峰， 九曲																
九	kiau2	kiau˥˨	跋九: 赌博																
久	ku2	ku˥˨	(白)																
韭	ku2	ku˥˨	本地祭拜都会准备韭菜，寓意美满长存"韭菜食久久"																
灸	ku3	ku˨˩																	
究	kiu3	kiu˨˩																	
救	kiu3	kiu˨˩																	
丘	khu1	kʰu˧˧																	
丘	ku1	ku˧˧	厝丘，由厝龟雅化而来																
求	kiu5	kiu˩˨																	
球	kiu5	kiu˩˨																	
舅	ku7	ku˨˨																	
臼	khu7	kʰu˨˨	樁臼面tseŋ1 kʰu7 mi7																
咎	kiu7	kiu˨˨																	
舊	ku7	ku˨˨																	
柩	khu7	kʰu˨˨	一柩棺材																
柩	kiu7	kiu˨˨	灵柩																
牛	gu5	gu˩˨																	
休	hiu1	hiu˧˧																	
朽	hiu2	hiu˥˨																	
憂	iu1	iu˧˧																	
優	iu1	iu˧˧																	
尤	iu5	iu˩˨																	
郵	iu5	iu˩˨																	
有	u7	u˨˨	(白)																
有	iu2	iu˥˨	(文)有限iu2 an7: 不可能， 望伊创只项事志亦是有限																
友	iu2	iu˥˨																	
又	iu7	iu˨˨																	
右	iu7	iu˨˨																	
宥	iu7	iu˨˨																	
祐	iu7	iu˨˨																	
油	iu5	iu˩˨																	
游	iu5	iu˩˨																	
悠	iu1	iu˧˧																	
