列1	列2	列3	列4	湖州话字表					
鼓	鼓	kəu⁴²	kou3						
過	过	kəu³⁵	kou5						
故	故	kəu³⁵	kou5						
錮	锢	kəu³⁵	kou5						
顧	顾	kəu³⁵	kou5						
雇	雇	kəu³⁵	kou5						
固	固	kəu³⁵	kou5						
個	个	kəu³⁵	kou5	白					
科	科	kʰəu⁴⁴	khou1						
窠	窠	kʰəu⁴⁴	khou1						
棵	棵	kʰəu⁴⁴	khou1						
顆	颗	kʰəu⁴⁴	khou1						
枯	枯	kʰəu⁴⁴	khou1						
苦	苦	kʰəu⁴²	khou3						
課	课	kʰəu³⁵	khou5						
庫	库	kʰəu³⁵	khou5						
褲	裤	kʰəu³⁵	khou5						
我	我	ŋəu⁴²	ngou3	文					
餓	饿	ŋəu³⁵	ngou5						
誤	误	ŋəu³⁵	ngou5						
悟	悟	ŋəu³⁵	ngou5						
臥	卧	ŋəu³⁵	ngou5						
蛾	蛾	ŋɦəu¹²	ngou2						
鵝	鹅	ŋɦəu¹²	ngou2						
俄	俄	ŋɦəu¹²	ngou2						
吾	吾	ŋɦəu¹²	ngou2						
梧	梧	ŋɦəu¹²	ngou2						
呼	呼	həu⁴⁴	hou1						
呵	呵	həu⁴⁴	hou1						
？	？	həu⁴⁴	hou1	~一口					
火	火	həu⁴²	hou3						
夥	伙	həu⁴²	hou3						
虎	虎	həu⁴²	hou3	郊區為陰去					
許	许	həu⁴²	hou3						
貨	货	həu³⁵	hou5						
阿	阿	ʔu⁴⁴	u1	~膠					
窩	窝	ʔu⁴⁴	u1						
烏	乌	ʔu⁴⁴	u1						
污	污	ʔu⁴⁴	u1						
塢	坞	ʔu⁴⁴	u1						
五	五	ʔu⁴²	u3	文					
伍	伍	ʔu⁴²	u3	文					
午	午	ʔu⁴²	u3	文					
戶	户	ʔu⁴²	u3						
滬	沪	ʔu⁴²	u3						
互	互	ʔu⁴²	u3						
禍	祸	ʔu⁴²	u3						
賀	贺	ʔu³⁵	u5						
護	护	ʔu³⁵	u5						
河	河	ɦu¹²	wu2						
何	何	ɦu¹²	wu2						
荷	荷	ɦu¹²	wu2	~花					
和	和	ɦu¹²	wu2	~氣，~麺					
胡	胡	ɦu¹²	wu2						
湖	湖	ɦu¹²	wu2						
狐	狐	ɦu¹²	wu2						
壺	壶	ɦu¹²	wu2						
乎	乎	ɦu¹²	wu2						
瓠	瓠	ɦu¹²	wu2						
鬍	胡	ɦu¹²	wu2						
吳	吴	ɦu¹²	wu2	文					
蜈	蜈	ɦu¹²	wu2						
巴	巴	po⁴⁴	po1						
芭	芭	po⁴⁴	po1						
疤	疤	po⁴⁴	po1						
把	把	po⁴²	po3	~守，一~					
霸	霸	po³⁵	po5						
壩	坝	po³⁵	po5						
垻	垻	po³⁵	po5						
怕	怕	pʰo³⁵	pho5						
帕	帕	pʰo³⁵	pho5	手~					
爬	爬	bo¹²	bo2						
琶	琶	bo¹²	bo2						
杷	杷	bo¹²	bo2						
鈀	钯	bo¹²	bo2						
耙	耙	bo¹²	bo2						
罷	罢	bo³¹	bo4	吃~dE：吃好了					
馬	马	mo⁴²	mo3						
碼	码	mo⁴²	mo3						
母	母	mo⁴²	mo3	文					
拇	拇	mo⁴²	mo3						
罵	骂	mo³⁵	mo5						
麻	麻	mɦo¹²	mo2						
痲	痲	mɦo¹²	mo2						
蟆	蟆	mɦo¹²	mo2						
磨	磨	mɦo¹²	mo2						
魔	魔	mɦo¹²	mo2						
摩	摩	mɦo¹²	mo2						
饃	馍	mɦo¹²	mo2						
模	模	mɦo¹²	mo2	~子，~範					
摹	摹	mɦo¹²	mo2	~仿					
募	募	mɦo¹²	mo2						
拿	拿	nɦo¹²	no2						
渣	渣	tso⁴⁴	tso1						
遮	遮	tso⁴⁴	tso1						
蔗	蔗	tso⁴⁴	tso1						
楂	楂	tso⁴⁴	tso1						
抓	抓	tso⁴⁴	tso1	~牌					
詐	诈	tso³⁵	tso5						
搾	搾	tso³⁵	tso5						
炸	炸	tso³⁵	tso5	白					
窄	窄	tso³⁵	tso5						
柞	柞	tso³⁵	tso5						
叉	叉	tsʰo⁴⁴	tsho1						
杈	杈	tsʰo⁴⁴	tsho1						
差	差	tsʰo⁴⁴	tsho1	白					
車	车	tsʰo⁴⁴	tsho1						
釵	钗	tsʰo⁴⁴	tsho1						
岔	岔	tsʰo³⁵	tsho5						
茶	茶	dzo¹²	dzo2						
查	查	dzo¹²	dzo2	~查					
搽	搽	dzo¹²	dzo2						
乍	乍	dzo²⁴	dzo6						
沙	沙	so⁴⁴	so1	白					
紗	纱	so⁴⁴	so1	白					
莎	莎	so⁴⁴	so1	白					
賒	赊	so⁴⁴	so1						
捨	舍	so⁴²	so3						
赦	赦	so⁴²	so3						
舍	舍	so⁴²	so3						
曬	晒	so³⁵	so5						
蛇	蛇	zo¹²	zo2						
佘	佘	zo¹²	zo2						
社	社	zo³¹	zo4	白					
麝	麝	zo²⁴	zo6						
瓜	瓜	ko⁴⁴	ko1						
寡	寡	ko⁴²	ko3						
剮	剐	ko⁴²	ko3						
褂	褂	ko³⁵	ko5						
卦	卦	ko³⁵	ko5						
可	可	kʰo³¹	kho4						
跨	跨	kʰo³⁵	kho5	白					
誇	夸	kʰo³⁵	kho5	白					
瓦	瓦	ŋo⁴²	ngo3						
蝦	虾	ho⁴⁴	ho1	白					
花	花	ho⁴⁴	ho1						
化	化	ho³⁵	ho5						
訛	讹	ho³⁵	ho5						
丫	丫	ʔo⁴⁴	o1						
阿	阿	ʔo⁴⁴	o1	~彌陀佛					
鴉	鸦	ʔo⁴⁴	o1	白					
蛙	蛙	ʔo⁴⁴	o1	白					
窪	洼	ʔo⁴⁴	o1	白					
椏	桠	ʔo⁴⁴	o1						
下	下	ʔo⁴²	o3	底~。白					
啞	哑	ʔo⁴²	o3	白					
夏	夏	ʔo³⁵	o5						
話	话	ʔo³⁵	o5						
廈	厦	ʔo³⁵	o5	白					
華	华	ɦo¹²	gho2	白					
劃	划	ɦo¹²	gho2	白					
奔	奔	pən⁴⁴	pen1						
崩	崩	pən⁴⁴	pen1	山~					
本	本	pən⁴²	pen3						
崩	崩	pən³⁵	pen5	~斷。文					
噴	喷	pʰən⁴⁴	phen1						
烹	烹	pʰən⁴⁴	phen1						
盆	盆	bən¹²	ben2						
笨	笨	bən³¹	ben4						
悶	闷	mən⁴⁴	men1	~一~					
猛	猛	mən⁴²	men3						
悶	闷	mən³⁵	men5	愁~					
問	问	mən³⁵	men5	白					
門	门	mɦən¹²	men2						
聞	闻	mɦən¹²	men2						
蚊	蚊	mɦən¹²	men2						
盟	盟	mɦən¹²	men2						
萌	萌	mɦən¹²	men2						
分	分	fən⁴⁴	fen1						
芬	芬	fən⁴⁴	fen1						
紛	纷	fən⁴⁴	fen1						
粉	粉	fən⁴²	fen3						
奮	奋	fən⁴²	fen3						
糞	粪	fən³⁵	fen5						
焚	焚	vən¹²	ven2						
墳	坟	vən¹²	ven2						
文	文	vən¹²	ven2						
紋	纹	vən¹²	ven2						
聞	闻	vən¹²	ven2	文					
蚊	蚊	vən¹²	ven2	文					
憤	愤	vən³¹	ven4						
忿	忿	vən³¹	ven4						
吻	吻	vən³¹	ven4						
刎	刎	vən³¹	ven4						
問	问	vən²⁴	ven6						
份	份	vən²⁴	ven6						
敦	敦	tən⁴⁴	ten1						
墩	墩	tən⁴⁴	ten1						
登	登	tən⁴⁴	ten1						
燈	灯	tən⁴⁴	ten1						
蹲	蹲	tən⁴⁴	ten1						
盹	盹	tən⁴⁴	ten1	打嗝~：打噎嗝					
等	等	tən⁴²	ten3						
頓	顿	tən³⁵	ten5						
凳	凳	tən³⁵	ten5						
鐙	镫	tən³⁵	ten5						
瞪	瞪	tən³⁵	ten5						
吞	吞	tʰən⁴⁴	then1						
氽	氽	tʰən⁴²	then3						
飩	饨	dən¹²	den2						
盾	盾	dən¹²	den2						
遁	遁	dən¹²	den2						
騰	腾	dən¹²	den2						
謄	誊	dən¹²	den2						
藤	藤	dən¹²	den2						
疼	疼	dən¹²	den2						
鄧	邓	dən¹²	den2						
屯	屯	dən³¹	den4						
囤	囤	dən³¹	den4						
鈍	钝	dən²⁴	den6						
澄	澄	dən²⁴	den6	水~了					
嫩	嫩	lən³⁵	len5						
論	论	lən³⁵	len5	討~					
檁	檩	lɦən¹²	len2						
論	论	lɦən¹²	len2	~語					
崙	仑	lɦən¹²	len2						
倫	伦	lɦən¹²	len2						
淪	沦	lɦən¹²	len2						
輪	轮	lɦən¹²	len2						
能	能	lɦən¹²	len2						
愣	愣	lɦən¹²	len2						
針	针	tsən⁴⁴	tsen1						
斟	斟	tsən⁴⁴	tsen1						
珍	珍	tsən⁴⁴	tsen1						
真	真	tsən⁴⁴	tsen1						
尊	尊	tsən⁴⁴	tsen1						
遵	遵	tsən⁴⁴	tsen1						
曾	曾	tsən⁴⁴	tsen1	姓~					
增	增	tsən⁴⁴	tsen1						
憎	憎	tsən⁴⁴	tsen1						
徵	征	tsən⁴⁴	tsen1						
蒸	蒸	tsən⁴⁴	tsen1						
拯	拯	tsən⁴⁴	tsen1						
貞	贞	tsən⁴⁴	tsen1						
偵	侦	tsən⁴⁴	tsen1						
正	正	tsən⁴⁴	tsen1	~月					
征	征	tsən⁴⁴	tsen1						
爭	争	tsən⁴⁴	tsen1						
箏	筝	tsən⁴⁴	tsen1						
㲀	㲀	tsən⁴⁴	tsen1	投擲					
枕	枕	tsən⁴²	tsen3						
準	准	tsən⁴²	tsen3						
准	准	tsən⁴²	tsen3						
整	整	tsən⁴²	tsen3						
診	诊	tsən³⁵	tsen5						
疹	疹	tsən³⁵	tsen5						
振	振	tsən³⁵	tsen5						
鎮	镇	tsən³⁵	tsen5						
證	证	tsən³⁵	tsen5						
症	症	tsən³⁵	tsen5						
正	正	tsən³⁵	tsen5	~式					
政	政	tsən³⁵	tsen5						
村	村	tsʰən⁴⁴	tshen1						
忖	忖	tsʰən⁴⁴	tshen1						
皴	皴	tsʰən⁴⁴	tshen1						
春	春	tsʰən⁴⁴	tshen1						
椿	椿	tsʰən⁴⁴	tshen1						
蠢	蠢	tsʰən⁴⁴	tshen1						
稱	称	tsʰən⁴⁴	tshen1	~呼，~重量					
參	参	tsʰən⁴⁴	tshen1	~差					
蟶	蛏	tsʰən⁴⁴	tshen1						
逞	逞	tsʰən⁴²	tshen3						
襯	衬	tsʰən³⁵	tshen5						
趁	趁	tsʰən³⁵	tshen5						
寸	寸	tsʰən³⁵	tshen5						
秤	秤	tsʰən³⁵	tshen5						
誠	诚	dzən¹²	dzen2						
程	程	dzən¹²	dzen2						
呈	呈	dzən¹²	dzen2						
成	成	dzən¹²	dzen2						
城	城	dzən¹²	dzen2						
沈	沉	dzən¹²	dzen2	~下					
陳	陈	dzən¹²	dzen2						
塵	尘	dzən¹²	dzen2						
臣	臣	dzən¹²	dzen2						
存	存	dzən¹²	dzen2						
曾	曾	dzən¹²	dzen2	~今					
層	层	dzən¹²	dzen2						
澄	澄	dzən¹²	dzen2	水很~					
懲	惩	dzən¹²	dzen2						
橙	橙	dzən¹²	dzen2						
乘	乘	dzən¹²	dzen2						
丞	丞	dzən¹²	dzen2						
仍	仍	dzən¹²	dzen2	？					
葚	葚	dzən¹²	dzen2	桑~					
陣	阵	dzən²⁴	dzen6						
贈	赠	dzən²⁴	dzen6						
剩	剩	dzən²⁴	dzen6						
鄭	郑	dzən²⁴	dzen6						
森	森	sən⁴⁴	sen1						
參	参	sən⁴⁴	sen1	人~					
深	深	sən⁴⁴	sen1						
身	身	sən⁴⁴	sen1						
申	申	sən⁴⁴	sen1						
孫	孙	sən⁴⁴	sen1						
僧	僧	sən⁴⁴	sen1						
升	升	sən⁴⁴	sen1						
生	生	sən⁴⁴	sen1	文					
牲	牲	sən⁴⁴	sen1						
笙	笙	sən⁴⁴	sen1						
聲	声	sən⁴⁴	sen1						
沈	沈	sən⁴²	sen3	姓~					
審	审	sən⁴²	sen3						
嬸	婶	sən⁴²	sen3						
損	损	sən⁴²	sen3						
筍	笋	sən⁴²	sen3						
滲	渗	sən³⁵	sen5						
遜	逊	sən³⁵	sen5						
舜	舜	sən³⁵	sen5						
勝	胜	sən³⁵	sen5	~任，~敗					
聖	圣	sən³⁵	sen5						
甚	甚	zən¹²	zen2						
神	神	zən¹²	zen2						
辰	辰	zən¹²	zen2						
晨	晨	zən¹²	zen2						
人	人	zən¹²	zen2	文					
仁	仁	zən¹²	zen2						
唇	唇	zən¹²	zen2						
純	纯	zən¹²	zen2						
莼	莼	zən¹²	zen2						
醇	醇	zən¹²	zen2						
繩	绳	zən¹²	zen2						
盛	盛	zən¹²	zen2	~滿					
賃	赁	zən¹²	zen2						
承	承	zən¹²	zen2						
吮	吮	zən¹²	zen2	~卵！，~要好：不要你多管閒事					
腎	肾	zən³¹	zen4						
忍	忍	zən³¹	zen4						
刃	刃	zən³¹	zen4						
任	任	zən²⁴	zen6	文					
認	认	zən²⁴	zen6	文					
慎	慎	zən²⁴	zen6						
順	顺	zən²⁴	zen6						
潤	润	zən²⁴	zen6						
閏	闰	zən²⁴	zen6						
盛	盛	zən²⁴	zen6	~會					
跟	跟	kən⁴⁴	ken1						
根	根	kən⁴⁴	ken1						
耕	耕	kən⁴⁴	ken1	文					
耿	耿	kən⁴²	ken3	文					
更	更	kən³⁵	ken5	~換，~加。文					
肯	肯	kʰən⁴²	khen3						
墾	垦	kʰən⁴²	khen3						
懇	恳	kʰən⁴²	khen3						
齦	龈	kʰən⁴²	khen3						
亨	亨	hən⁴⁴	hen1	~得力：上海的鐘錶店。文					
很	很	hən⁴²	hen3						
痕	痕	hən³⁵	hen5	一條~					
恩	恩	ʔən⁴⁴	en1						
恨	恨	ʔən³⁵	en5						
痕	痕	ɦən¹²	ghen2	~跡					
恆	恒	ɦən¹²	ghen2						
衡	衡	ɦən¹²	ghen2						
彬	彬	pin⁴⁴	pin1						
賓	宾	pin⁴⁴	pin1						
檳	槟	pin⁴⁴	pin1						
鬢	鬓	pin⁴⁴	pin1						
冰	冰	pin⁴⁴	pin1						
兵	兵	pin⁴⁴	pin1						
稟	禀	pin⁴²	pin3						
丙	丙	pin⁴²	pin3						
秉	秉	pin⁴²	pin3						
餅	饼	pin⁴²	pin3						
併	并	pin⁴²	pin3						
迸	迸	pin³⁵	pin5	文					
柄	柄	pin³⁵	pin5						
屏	屏	pin³⁵	pin5						
鈵	𰽥	pin³⁵	pin5						
拚	拚	pʰin⁴⁴	phin1						
拼	拼	pʰin⁴⁴	phin1						
姘	姘	pʰin⁴⁴	phin1						
品	品	pʰin⁴²	phin3						
聘	聘	pʰin⁴²	phin3						
貧	贫	bin¹²	bin2						
頻	频	bin¹²	bin2						
憑	凭	bin¹²	bin2						
平	平	bin¹²	bin2						
坪	坪	bin¹²	bin2						
評	评	bin¹²	bin2						
瓶	瓶	bin¹²	bin2						
屏	屏	bin¹²	bin2						
萍	萍	bin¹²	bin2						
竝	并	bin³¹	bin4						
病	病	bin²⁴	bin6						
憫	悯	min³¹	min4						
敏	敏	min³¹	min4						
抿	抿	min³¹	min4						
皿	皿	min³¹	min4						
閩	闽	min³¹	min4						
命	命	min³⁵	min5						
鳴	鸣	mɦin¹²	min2						
明	明	mɦin¹²	min2						
名	名	mɦin¹²	min2						
銘	铭	mɦin¹²	min2						
民	民	mɦin¹²	min2						
丁	丁	tin⁴⁴	tin1						
釘	钉	tin⁴⁴	tin1	铁~					
靪	靪	tin⁴⁴	tin1						
療	疔	tin⁴⁴	tin1						
頂	顶	tin⁴²	tin3						
鼎	鼎	tin⁴²	tin3						
訂	订	tin³⁵	tin5						
釘	钉	tin³⁵	tin5	~住					
聽	听	tʰin⁴⁴	thin1	~见					
廳	厅	tʰin⁴⁴	thin1						
挺	挺	tʰin⁴²	thin3	肚皮~					
汀	汀	tʰin⁴²	thin3						
艇	艇	tʰin⁴²	thin3						
聽	听	tʰin⁴²	thin3	~其自然					
亭	亭	din¹²	din2						
停	停	din¹²	din2						
廷	廷	din¹²	din2						
庭	庭	din¹²	din2						
蜓	蜓	din¹²	din2						
錠	锭	din³¹	din4						
定	定	din²⁴	din6						
拎	拎	lin⁴⁴	lhin1						
領	领	lin⁴²	lhin3						
嶺	岭	lin⁴²	lhin3						
吝	吝	lin³⁵	lhin5						
令	令	lin³⁵	lhin5						
靈	灵	lɦin¹²	lin2						
零	零	lɦin¹²	lin2						
鈴	铃	lɦin¹²	lin2						
伶	伶	lɦin¹²	lin2						
另	另	lɦin¹²	lin2						
林	林	lɦin¹²	lin2						
淋	淋	lɦin¹²	lin2						
臨	临	lɦin¹²	lin2						
鄰	邻	lɦin¹²	lin2						
麟	麟	lɦin¹²	lin2						
燐	燐	lɦin¹²	lin2						
陵	陵	lɦin¹²	lin2						
凌	凌	lɦin¹²	lin2						
菱	菱	lɦin¹²	lin2						
今	今	tɕin⁴⁴	cin1						
金	金	tɕin⁴⁴	cin1						
津	津	tɕin⁴⁴	cin1						
巾	巾	tɕin⁴⁴	cin1						
筋	筋	tɕin⁴⁴	cin1						
均	均	tɕin⁴⁴	cin1						
鈞	鈞	tɕin⁴⁴	cin1						
君	君	tɕin⁴⁴	cin1						
軍	军	tɕin⁴⁴	cin1						
莖	茎	tɕin⁴⁴	cin1						
京	京	tɕin⁴⁴	cin1						
荊	荆	tɕin⁴⁴	cin1						
驚	惊	tɕin⁴⁴	cin1						
精	精	tɕin⁴⁴	cin1	败家~：败家儿子					
鼎	晶	tɕin⁴⁴	cin1						
睛	睛	tɕin⁴⁴	cin1						
頸	颈	tɕin⁴⁴	cin1						
經	经	tɕin⁴⁴	cin1	~过					
錦	锦	tɕin⁴²	cin3						
儘	尽	tɕin⁴²	cin3						
緊	紧	tɕin⁴²	cin3						
謹	谨	tɕin⁴²	cin3						
景	景	tɕin⁴²	cin3						
警	警	tɕin⁴²	cin3						
井	井	tɕin⁴²	cin3						
禁	禁	tɕin³⁵	cin5	~止，~不住					
進	进	tɕin³⁵	cin5						
晉	晋	tɕin³⁵	cin5						
俊	俊	tɕin³⁵	cin5						
境	境	tɕin³⁵	cin5						
敬	敬	tɕin³⁵	cin5						
鏡	镜	tɕin³⁵	cin5						
徑	径	tɕin³⁵	cin5						
經	经	tɕin³⁵	cin5	~纬					
襟	襟	tɕin³⁵	cin5						
浸	浸	tɕin³⁵	cin5						
侵	侵	tɕʰin⁴⁴	chin1						
欽	钦	tɕʰin⁴⁴	chin1						
親	亲	tɕʰin⁴⁴	chin1	~戚，~家					
卿	卿	tɕʰin⁴⁴	chin1						
清	清	tɕʰin⁴⁴	chin1						
輕	轻	tɕʰin⁴⁴	chin1						
青	青	tɕʰin⁴⁴	chin1						
蜻	蜻	tɕʰin⁴⁴	chin1						
寢	寝	tɕʰin⁴²	chin3						
請	请	tɕʰin⁴²	chin3						
頃	顷	tɕʰin⁴²	chin3						
傾	倾	tɕʰin⁴²	chin3						
慶	庆	tɕʰin³⁵	chin5						
磬	磬	tɕʰin³⁵	chin5						
撳	揿	tɕʰin³⁵	chin5						
琴	琴	dʑin¹²	jin2						
禽	禽	dʑin¹²	jin2						
擒	擒	dʑin¹²	jin2						
勤	勤	dʑin¹²	jin2						
芹	芹	dʑin¹²	jin2						
羣	群	dʑin¹²	jin2						
裙	裙	dʑin¹²	jin2						
鯨	鲸	dʑin¹²	jin2						
近	近	dʑin³¹	jin4						
郡	郡	dʑin²⁴	jin6						
兢	兢	dʑin²⁴	jin6						
僅	仅	dʑin²⁴	jin6						
剄	刭	dʑin²⁴	jin6	蛮~：很有意思					
競	竞	dʑin²⁴	jin6						
擎	擎	dʑin²⁴	jin6						
心	心	ɕin⁴⁴	shin1						
掀	掀	ɕin⁴⁴	shin1						
辛	辛	ɕin⁴⁴	shin1						
新	新	ɕin⁴⁴	shin1						
薪	薪	ɕin⁴⁴	shin1						
欣	欣	ɕin⁴⁴	shin1						
荀	荀	ɕin⁴⁴	shin1						
興	兴	ɕin⁴⁴	shin1	~旺，高~					
星	星	ɕin⁴⁴	shin1	白					
腥	腥	ɕin⁴⁴	shin1	白					
馨	馨	ɕin⁴⁴	shin1						
勳	勋	ɕin⁴⁴	shin1						
薰	薰	ɕin⁴⁴	shin1						
熏	熏	ɕin⁴⁴	shin1						
省	省	ɕin⁴²	shin3	反~					
醒	醒	ɕin⁴²	shin3						
信	信	ɕin³⁵	shin5						
訊	讯	ɕin³⁵	shin5						
迅	迅	ɕin³⁵	shin5						
訓	训	ɕin³⁵	shin5						
性	性	ɕin³⁵	shin5						
姓	姓	ɕin³⁵	shin5						
尋	寻	ʑin¹²	zhin2						
秦	秦	ʑin¹²	zhin2						
循	循	ʑin¹²	zhin2						
巡	巡	ʑin¹²	zhin2						
情	情	ʑin¹²	zhin2						
晴	晴	ʑin¹²	zhin2						
靖	靖	ʑin¹²	zhin2						
餳	餳	ʑin¹²	zhin2	~糖：麦芽糖					
菌	菌	ʑin³¹	zhin4						
靜	静	ʑin³¹	zhin4						
殉	殉	ʑin²⁴	zhin6						
淨	净	ʑin²⁴	zhin6						
盡	尽	ʑin²⁴	zhin6						
旬	旬	ʑin²⁴	zhin6						
認	认	ȵin³⁵	gnin5						
寧	宁	ȵin³⁵	gnin5	~可					
壬	壬	ȵɦin¹²	gnin2						
任	任	ȵɦin¹²	gnin2	姓。白					
吟	吟	ȵɦin¹²	gnin2						
銀	银	ȵɦin¹²	gnin2						
凝	凝	ȵɦin¹²	gnin2						
迎	迎	ȵɦin¹²	gnin2						
寧	宁	ȵɦin¹²	gnin2	安~					
佞	佞	ȵɦin¹²	gnin2						
人	人	ȵɦin¹²	gnin2	白					
音	音	ʔin⁴⁴	in1						
陰	阴	ʔin⁴⁴	in1						
蔭	荫	ʔin⁴⁴	in1						
因	因	ʔin⁴⁴	in1						
姻	姻	ʔin⁴⁴	in1						
殷	殷	ʔin⁴⁴	in1						
應	应	ʔin⁴⁴	in1	~当					
鷹	鹰	ʔin⁴⁴	in1						
鸚	鹦	ʔin⁴⁴	in1	文					
櫻	樱	ʔin⁴⁴	in1	文					
英	英	ʔin⁴⁴	in1						
嬰	婴	ʔin⁴⁴	in1						
纓	缨	ʔin⁴⁴	in1						
允	允	ʔin⁴⁴	in1						
尹	尹	ʔin⁴⁴	in1						
蠅	蝇	ʔin⁴⁴	in1						
飲	饮	ʔin⁴²	in3						
隱	隐	ʔin⁴²	in3						
影	影	ʔin⁴²	in3						
穎	颖	ʔin⁴²	in3						
引	引	ʔin⁴²	in3						
印	印	ʔin³⁵	in5						
熨	熨	ʔin³⁵	in5						
應	应	ʔin³⁵	in5	~对					
韻	韵	ʔin³⁵	in5						
運	运	ʔin³⁵	in5						
幸	幸	ʔin³⁵	in5						
映	映	ʔin³⁵	in5	文					
淫	淫	ɦin¹²	yin2						
寅	寅	ɦin¹²	yin2						
暈	晕	ɦin¹²	yin2						
勻	匀	ɦin¹²	yin2						
云	云	ɦin¹²	yin2						
雲	云	ɦin¹²	yin2						
行	行	ɦin¹²	yin2	~为，品~。文					
盈	盈	ɦin¹²	yin2						
贏	赢	ɦin¹²	yin2						
形	形	ɦin¹²	yin2						
型	型	ɦin¹²	yin2						
刑	刑	ɦin¹²	yin2						
營	营	ɦin¹²	yin2						
孕	孕	ɦin¹²	yin2						
滾	滚	kuən⁴⁴	kuen1						
棍	棍	kuən⁴²	kuen3						
昆	昆	kʰuən⁴⁴	khuen1						
崑	崑	kʰuən⁴⁴	khuen1						
坤	坤	kʰuən⁴⁴	khuen1						
綑	綑	kʰuən⁴²	khuen3						
困	困	kʰuən³⁵	khuen5						
睏	睏	kʰuən³⁵	khuen5						
昏	昏	huən⁴⁴	huen1						
婚	婚	huən⁴⁴	huen1						
葷	荤	huən⁴⁴	huen1						
混	混	huən³⁵	huen5	~~日脚					
溫	温	ʔuən⁴⁴	uen1						
瘟	瘟	ʔuən⁴⁴	uen1						
混	混	ʔuən⁴²	uen3	~沌					
穩	稳	ʔuən⁴²	uen3						
混	混	ʔuən³⁵	uen5	相~					
魂	魂	ɦuən¹²	wen2						
饂	饂	ɦuən¹²	wen2						
渾	浑	ɦuən¹²	wen2						
浜	浜	pã⁴⁴	pan1						
崩	崩	pã³⁵	pan5	~开来					
乓	乓	pʰã⁴⁴	phan1						
迸	迸	pʰã³⁵	phan5	白					
碰	碰	pʰã³⁵	phan5						
彭	彭	bã¹²	ban2						
膨	膨	bã¹²	ban2						
棚	棚	bã¹²	ban2						
朋	朋	bã¹²	ban2						
蚌	蚌	bã³¹	ban4						
甏	甏	bã²⁴	ban6						
蒙	蒙	mã⁴⁴	mhan1	天~~亮					
孟	孟	mã³⁵	mhan5						
盲	盲	mɦã¹²	man2						
虻	虻	mɦã¹²	man2						
噹	噹	tã⁴⁴	tan1						
打	打	tã⁴²	tan3						
鐋	铴	tʰã⁴⁴	than1	小锣					
冷	冷	lã⁴²	lan3						
張	张	tsã⁴⁴	tsan1						
長	长	tsã⁴²	tsan3	生~					
漲	涨	tsã⁴²	tsan3						
帳	帐	tsã³⁵	tsan5						
脹	胀	tsã³⁵	tsan5						
賬	账	tsã³⁵	tsan5						
撐	撑	tsʰã⁴⁴	tshan1						
創	创	tsʰã³⁵	tshan5						
暢	畅	tsʰã³⁵	tshan5						
橙	橙	dzã¹²	dzan2	~子。白					
長	长	dzã¹²	dzan2	~短					
腸	肠	dzã¹²	dzan2						
場	场	dzã¹²	dzan2						
丈	丈	dzã³¹	dzan4						
仗	仗	dzã³¹	dzan4						
杖	杖	dzã³¹	dzan4						
剩	剩	dzã²⁴	dzan6	白					
生	生	sã⁴⁴	san1						
甥	甥	sã⁴⁴	san1						
省	省	sã⁴²	san3	~长，节~。白					
嚷	嚷	zã³¹	zan4	非常闹					
壤	壤	zã²⁴	zan6						
盛	盛	zã²⁴	zan6	姓。白					
更	更	kã⁴⁴	kan1	五~。白					
庚	庚	kã⁴⁴	kan1						
粳	粳	kã⁴⁴	kan1	~米					
耕	耕	kã⁴⁴	kan1	白					
哽	哽	kã⁴²	kan3						
梗	梗	kã⁴²	kan3	~子					
耿	耿	kã⁴²	kan3	白					
埂	埂	kã³⁵	kan5						
坑	坑	kʰã⁴⁴	khan1	茅~：厕所					
硬	硬	ŋã³⁵	ngan5						
亨	亨	hã⁴⁴	han1	大~					
夯	夯	hã⁴⁴	han1						
鸚	鹦	ʔã⁴⁴	an1	~哥。白					
櫻	樱	ʔã⁴⁴	an1	~桃。白					
杏	杏	ʔã⁴²	an3						
行	行	ɦã¹²	ghan2	~路，~宫。白					
兩	两	liã⁴²	lian3	~个，几~几钱					
輛	辆	liã⁴²	lian3						
亮	亮	liã³⁵	lian5						
量	量	liã³⁵	lian5						
良	良	lɦiã¹²	lian2						
涼	凉	lɦiã¹²	lian2						
量	量	lɦiã¹²	lian2						
糧	粮	lɦiã¹²	lian2						
粱	粱	lɦiã¹²	lian2						
梁	梁	lɦiã¹²	lian2						
諒	谅	lɦiã¹²	lian2						
將	将	tɕiã⁴⁴	cian1	~来					
漿	浆	tɕiã⁴⁴	cian1						
疆	疆	tɕiã⁴⁴	cian1						
薑	姜	tɕiã⁴⁴	cian1						
姜	姜	tɕiã⁴⁴	cian1						
獎	奖	tɕiã⁴²	cian3						
蔣	蒋	tɕiã⁴²	cian3						
槳	桨	tɕiã⁴²	cian3						
醬	酱	tɕiã³⁵	cian5						
將	将	tɕiã³⁵	cian5	~军					
槍	枪	tɕʰiã⁴⁴	chian1						
羌	羌	tɕʰiã⁴⁴	chian1						
腔	腔	tɕʰiã⁴⁴	chian1						
搶	抢	tɕʰiã⁴²	chian3						
強	强	tɕʰiã⁴²	chian3	勉~					
嗆	呛	tɕʰiã²⁴	chian6						
強	强	dʑiã¹²	jian2	~大					
強	强	dʑiã³¹	jian4	倔~					
箱	箱	ɕiã⁴⁴	shian1						
