攝號	聲母字母	小韵	反切上字	反切下字	汉字	半圈字（多全濁上聲）
49	t	uòn	德	盌	短㫁斷	
49	l	uòn	肋	盌	卵	
49	m	uòn	麥	盌	滿懣	
49	n	uòn	搦	盌	煖愞偄儒渜餪	
49	n	uòn	色	盌		算篹撰
49	h	uòn	黑	盌	緩澣䁔浣捖𮋲睆莞鋎輐魭漶睅皖	
49		uón				
49	Ø	uón			腕惋綰𢫪薍玩翫忨魭妧䡇串輐	
49	c̹	uón	則	腕	鑽	
49	c̹͑	uón	測	腕	竄攛篡	
49	k	uón	格	腕	貫盥冠觀灌館悹痯鸛祼爟瓘懽矔涫慣卝	
49	p	uón	百	腕	半絆靽	
49	p͑	uón	魄	腕	判泮冸胖畔伴叛	
49	t	uón	德	腕	段㫁椴毈鍛碫斷腶	
49	t͑	uón	忒	腕	彖褖	
49	l	uón	肋	腕	亂	
49	m	uón	麥	腕	幔漫曼縵墁謾䡬僈槾	
49	n	uón	搦	腕	愞	
49	s	uón	色	腕	𥮅蒜	
49	h	uón	黑	腕	換逭喚奐渙煥垸漶援	
50		iuēn				
50	Ø	iuēn	衣	溫	寃㠾䡝蜿螾鴛宛鵷眢淵𢏮鼘姢悁蜎㾓怨冕	
50	c̹	iuēn	則	寃	鐫	
50	c̹͑	iuēn	測	寃	銓詮痊佺悛拴跧𠬍駩筌荃絟竣譔縓	
50	k	iuēn	格	寃	䳌㳙蠲䅌娟鋗睊	
50	k͑	iuēn	克	寃	卷弮棬	
50	s	iuēn	色	寃	瑄朘亘宣	
50	h	iuēn	黑	寃	暄萱諼□喧塤儇翾蠉嬛懁獧譞睻鋗𩢺咺䁔	
50		iuên				
50	Ø	iuên	衣	船	元騵蚖黿原沅嫄𧔞源袁轅洹湲猿園垣援媛楥爰沿緣𫼃蝝鉛捐圓貟隕邧阮謜𧻚	
50	c̹͑	iuên	測	元	全泉牷	
50	k͑	iuên	克	元	權卷拳顴鬈惓婘蜷捲	
50	l	iuên	勒	元	攣	
50	s	iuên	色	元	旋還漩璿	
50	h	iuên	黑	元	玄縣泫眩	
50		iuèn				
50	Ø	iuèn	衣	穩	阮遠沅苑宛婉琬畹惌涴菀踠蜿蜎	
50	c̹	iuèn	則	遠	雋吮臇	
50	k	iuèn	格	遠	狷畎羂𤰕詃卷菤韏	圈菌蜎
50	k͑	iuèn	克	遠	犬虇綣	
50	l	iuèn	勒	遠	臠□	
50	s	iuèn	色	遠	選饌𦌔	撰譔
50	h	iuèn	黑	遠	烜咺𣉖諼煖䁔蠉晅繯	泫鉉琄蜎
50		iuén				
50	Ø	iuén	衣	熅	願愿遠瑗援院媛緣謜轅𭜥畹婉𮩉掾	
50	c̹͑	iuén	測	願	縓	
50	k	iuén	格	願	倦𤙻睊罥絹狷悁鄄眷卷腃弮絭圈	
50	k͑	iuén	克	願	勸綣券	
50	l	iuén	勒	願	戀孌	
50	s	iuén	色	願	選𦌔旋漩	
50	h	iuén	黑	願	炫楦絢洵眴夐𩢺䩵煇眩縣袨衒玄玹䝮	
