小韻號	小韻細分	首字	反切	聲母	呼	等	重紐	韻（平賅上去入）	韻（平賅上去）	聲調	攝	廣韻韻目	平水韻目	切韻拼音	古韻羅馬字	有女羅馬字	白一平轉寫	unt切韻擬音L	unt切韻擬音J	msoeg中古擬音V8	潘悟雲擬音
159		伊	於脂	影	開	三	A	脂	脂	平	止	上平聲6脂	上平聲4支	qi	qjii	i	'jij	ʔi	ʔi	ʔi	ʔi˧
160		棃	力脂	來	開	三		脂	脂	平	止	上平聲6脂	上平聲4支	li	lii	li	lij	li	li	ɭi	li˧
161		葵	渠追	羣	合	三	A	脂	脂	平	止	上平聲6脂	上平聲4支	gwi	gjyi	gvi	gjwij	ɡwi	ɡwi	ɡʷi	ɡʷi˧
162		追	陟隹	知	合	三		脂	脂	平	止	上平聲6脂	上平聲4支	trwi	tryi	twy	trwij	ʈwi	ʈwi	ʈʷi	ʈʷi˧
163		龜	居追	見	合	三	B	脂	脂	平	止	上平聲6脂	上平聲4支	kui	kyi	kwy	kwij	kɹwi	kɹwi	kʷi˞ i	kʷɣi˧
164		蕤	儒隹	日	合	三		脂	脂	平	止	上平聲6脂	上平聲4支	njwi	njyi	rvi	nywij	ɲwi	ɲwi	ɲʷi	ȵʷi˧
165		衰	所追	生	合	三		脂	脂	平	止	上平聲6脂	上平聲4支	srui	sryi	shwy	srwij	ʂwi	ʂwi	ʂɻʷi	ʂʷi˧
166		惟	以追	以	合	三		脂	脂	平	止	上平聲6脂	上平聲4支	jwi	jyi	jvi	ywij	jwi	jwi	ɥi	jʷi˧
167		㶟	力追	來	合	三		脂	脂	平	止	上平聲6脂	上平聲4支	lwi	lyi	lvi	lwij	lwi	lwi	ɭʷi	lʷi˧
168		綏	息遺	心	合	三		脂	脂	平	止	上平聲6脂	上平聲4支	swi	syi	svi	swij	swi	swi	sʷi	sʷi˧
169		逵	渠追	羣	合	三	B	脂	脂	平	止	上平聲6脂	上平聲4支	gui	gyi	gwy	gwij	ɡɹwi	ɡɹwi	ɡʷi˞ i	ɡʷɣi˧
170		眉	武悲	明		三	B	脂	脂	平	止	上平聲6脂	上平聲4支	myi	mii	my	mij	mɹi	mɹi	mi˞ i	mɣi˧
171		悲	府眉	幫		三	B	脂	脂	平	止	上平聲6脂	上平聲4支	pyi	pii	py	pij	pɹi	pɹi	pi˞ i	pɣi˧
172		錐	職追	章	合	三		脂	脂	平	止	上平聲6脂	上平聲4支	tjwi	cjyi	tjvi	tsywij	tɕwi	tɕwi	tçʷi	tɕʷi˧
173		誰	視隹	常	合	三		脂	脂	平	止	上平聲6脂	上平聲4支	djwi	zjyi	zjvi	dzywij	dʑwi	dʑwi	dʝʷi	dʑʷi˧
174		帷	洧悲	云	合	三	B	脂	脂	平	止	上平聲6脂	上平聲4支	ui	yi	hwy	hwij	wɹi	wɹi	wi˞ i	ɦʷi˧
175		邳	符悲	並		三	B	脂	脂	平	止	上平聲6脂	上平聲4支	byi	bii	by	bij	bɹi	bɹi	bi˞ i	bɣi˧
176		丕	敷悲	滂		三	B	脂	脂	平	止	上平聲6脂	上平聲4支	phyi	phii	phy	phij	pʰɹi	pʰɹi	pʰi˞ i	pʰɣi˧
177		倠	許維	曉	合	三	A	脂	脂	平	止	上平聲6脂	上平聲4支	hwi	hjyi	xvi	xjwij	xwi	xwi	xʷi	hʷi˧
178		鎚	直追	澄	合	三		脂	脂	平	止	上平聲6脂	上平聲4支	drwi	dryi	dwy	drwij	ɖwi	ɖwi	ɖʷi	ɖʷi˧
179		推	尺隹	昌	合	三		脂	脂	平	止	上平聲6脂	上平聲4支	tjhwi	chjyi	tcvi	tsyhwij	tɕʰwi	tɕʰwi	tçʰʷi	tɕʰʷi˧
180		胝	丁尼	知	開	三		脂	脂	平	止	上平聲6脂	上平聲4支	tri	trii	ty	trij	ʈi	ʈi	ʈi	ʈi˧
181		紕	匹夷	滂		三	A	脂	脂	平	止	上平聲6脂	上平聲4支	phi	phjii	phi	phjij	pʰi	pʰi	pʰi	pʰi˧
182		嶉	醉綏	精	合	三		脂	脂	平	止	上平聲6脂	上平聲4支	tswi	cyi	zvi	tswij	tswi	tswi	tsʷi	tsʷi˧
183		巋	丘追	溪	合	三	B	脂	脂	平	止	上平聲6脂	上平聲4支	khui	khyi	qwy	khwij	kʰɹwi	kʰɹwi	kʰʷi˞ i	kʰʷɣi˧
184		狋	牛肌	疑	開	三	B	脂	脂	平	止	上平聲6脂	上平聲4支	ngyi	ngii	ngy	ngij	ŋɹi	ŋɹi	ŋi˞ i	ŋɣi˧
185		咦	喜夷	曉	開	三	A	脂	脂	平	止	上平聲6脂	上平聲4支	hi	hjii	xi	xjij	xi	xi	xi	hi˧
186		之	止而	章	開	三		之	之	平	止	上平聲7之	上平聲4支	tjy	cji	tjio	tsyi	tɕɨ	tɕɨ	tçiɯ	tɕɨ˧
187		飴	與之	以	開	三		之	之	平	止	上平聲7之	上平聲4支	jy	ji	jio	yi	jɨ	jɨ	jiɯ	jɨ˧
188		時	市之	常	開	三		之	之	平	止	上平聲7之	上平聲4支	djy	zji	zjio	dzyi	dʑɨ	dʑɨ	dʝiɯ	dʑɨ˧
189		疑	語其	疑	開	三		之	之	平	止	上平聲7之	上平聲4支	ngy	ngi	ngio	ngi	ŋɨ	ŋɨ	ŋɯ	ŋɨ˧
190		思	息兹	心	開	三		之	之	平	止	上平聲7之	上平聲4支	sy	si	sio	si	sjɨ	sjɨ	siɯ	sɨ˧
191		輜	楚持	初	開	三		之	之	平	止	上平聲7之	上平聲4支	tsrhy	chri	chio	tsrhi	tʂʰɨ	tʂʰɨ	tʂʰɻɯ	tʂʰɨ˧
192		其	渠之	羣	開	三		之	之	平	止	上平聲7之	上平聲4支	gy	gi	gio	gi	ɡɨ	ɡɨ	ɡɯ	ɡɨ˧
193		詩	書之	書	開	三		之	之	平	止	上平聲7之	上平聲4支	sjy	sji	sjio	syi	ɕɨ	ɕɨ	çiɯ	ɕɨ˧
194		而	如之	日	開	三		之	之	平	止	上平聲7之	上平聲4支	njy	nji	rio	nyi	ɲɨ	ɲɨ	ɲiɯ	ȵɨ˧
195		欺	去其	溪	開	三		之	之	平	止	上平聲7之	上平聲4支	khy	khi	qio	khi	kʰɨ	kʰɨ	kʰɯ	kʰɨ˧
196		姬	居之	見	開	三		之	之	平	止	上平聲7之	上平聲4支	ky	ki	kio	ki	kɨ	kɨ	kɯ	kɨ˧
197		詞	似兹	邪	開	三		之	之	平	止	上平聲7之	上平聲4支	zy	zsi	szio	zi	zjɨ	zjɨ	ziɯ	zɨ˧
198		釐	里之	來	開	三		之	之	平	止	上平聲7之	上平聲4支	ly	li	lio	li	lɨ	lɨ	ɭiɯ	lɨ˧
199		葘	側持	莊	開	三		之	之	平	止	上平聲7之	上平聲4支	tsry	cri	trio	tsri	tʂɨ	tʂɨ	tʂɻɯ	tʂɨ˧
200		僖	許其	曉	開	三		之	之	平	止	上平聲7之	上平聲4支	hy	hi	xio	xi	xɨ	xɨ	xɯ	hɨ˧
201		醫	於其	影	開	三		之	之	平	止	上平聲7之	上平聲4支	qy	qi	io	'i	ʔɨ	ʔɨ	ʔɯ	ʔɨ˧
202		癡	丑之	徹	開	三		之	之	平	止	上平聲7之	上平聲4支	trhy	thri	thio	trhi	ʈʰɨ	ʈʰɨ	ʈʰiɯ	ʈʰɨ˧
203		治	直之	澄	開	三		之	之	平	止	上平聲7之	上平聲4支	dry	dri	dio	dri	ɖɨ	ɖɨ	ɖiɯ	ɖɨ˧
204		蚩	赤之	昌	開	三		之	之	平	止	上平聲7之	上平聲4支	tjhy	chji	tcio	tsyhi	tɕʰɨ	tɕʰɨ	tçʰiɯ	tɕʰɨ˧
205		慈	疾之	從	開	三		之	之	平	止	上平聲7之	上平聲4支	dzy	zi	dzio	dzi	dzjɨ	dzjɨ	dziɯ	dzɨ˧
206		兹	子之	精	開	三		之	之	平	止	上平聲7之	上平聲4支	tsy	ci	zio	tsi	tsjɨ	tsjɨ	tsiɯ	tsɨ˧
207		茬	士之	崇	開	三		之	之	平	止	上平聲7之	上平聲4支	dzry	zri	drio	dzri	dʐɨ	dʐɨ	dʐɻɯ	dʐɨ˧
208		漦	俟甾	俟	開	三		之	之	平	止	上平聲7之	上平聲4支	zry	zsri	zhio	zri	ʐɨ	ʐɨ	ʐɻɯ	ʐɨ˧
209		抾	丘乏	溪	開	三		嚴	業	入	咸	上平聲7之	上平聲4支	khyop	khiap	qiap	khjaep	kʰəp	kʰj̈əp	kʰɯʌp	kʰɨap꜊
210		䀵	式其	書	開	三		之	之	平	止	上平聲7之	上平聲4支	sjy	sji	sjio	syi	ɕɨ	ɕɨ	çiɯ	ɕɨ˧
211		微	無非	明		三		微	微	平	止	上平聲8微	上平聲5微	muj	myoi	mvoi	mj+j	muj	mʋuj	mui	mu̯ɨi˧
212		揮	許歸	曉	合	三		微	微	平	止	上平聲8微	上平聲5微	huj	hyoi	xvoi	xjw+j	xuj	xuj	xui	hʷɨi˧
213		幃	雨非	云	合	三		微	微	平	止	上平聲8微	上平聲5微	uj	yoi	hvoi	hjw+j	wuj	wuj	wui	ɦʷɨi˧
214		霏	芳非	滂		三		微	微	平	止	上平聲8微	上平聲5微	phuj	phyoi	phvoi	phj+j	pʰuj	pʰʋuj	pʰui	pʰu̯ɨi˧
215		猆	甫微	幫		三		微	微	平	止	上平聲8微	上平聲5微	puj	pyoi	pvoi	pj+j	puj	pʋuj	pui	pu̯ɨi˧
216		肥	符非	並		三		微	微	平	止	上平聲8微	上平聲5微	buj	byoi	bvoi	bj+j	buj	bʋuj	bui	bu̯ɨi˧
217		威	於非	影	合	三		微	微	平	止	上平聲8微	上平聲5微	quj	qyoi	voi	'jw+j	ʔuj	ʔuj	ʔui	ʔʷɨi˧
218		祈	渠希	羣	開	三		微	微	平	止	上平聲8微	上平聲5微	gyj	gioi	gioi	gj+j	ɡɨj	ɡɨj	ɡɯi	ɡɨi˧
219		機	居依	見	開	三		微	微	平	止	上平聲8微	上平聲5微	kyj	kioi	kioi	kj+j	kɨj	kɨj	kɯi	kɨi˧
220		希	香衣	曉	開	三		微	微	平	止	上平聲8微	上平聲5微	hyj	hioi	xioi	xj+j	xɨj	xɨj	xɯi	hɨi˧
221		依	於希	影	開	三		微	微	平	止	上平聲8微	上平聲5微	qyj	qioi	ioi	'j+j	ʔɨj	ʔɨj	ʔɯi	ʔɨi˧
222		沂	魚衣	疑	開	三		微	微	平	止	上平聲8微	上平聲5微	ngyj	ngioi	ngioi	ngj+j	ŋɨj	ŋɨj	ŋɯi	ŋɨi˧
223		巍	語韋	疑	合	三		微	微	平	止	上平聲8微	上平聲5微	nguj	ngyoi	ngvoi	ngjw+j	ŋuj	ŋuj	ŋui	ŋʷɨi˧
224		歸	舉韋	見	合	三		微	微	平	止	上平聲8微	上平聲5微	kuj	kyoi	kvoi	kjw+j	kuj	kuj	kui	kʷɨi˧
225		蘬	丘韋	溪	合	三		微	微	平	止	上平聲8微	上平聲5微	khuj	khyoi	qvoi	khjw+j	kʰuj	kʰuj	kʰui	kʰʷɨi˧
226		魚	語居	疑	開	三		魚	魚	平	遇	上平聲9魚	上平聲6魚	ngyo	ngio	ngiv	ngjo	ŋɨə	ŋɨə	ŋɯɤ	ŋɨɤ˧
227		初	楚居	初	開	三		魚	魚	平	遇	上平聲9魚	上平聲6魚	tsrhyo	chrio	chv	tsrhjo	tʂʰɨə	tʂʰɨə	tʂʰɻɯɤ	tʂʰɨɤ˧
228		書	傷魚	書	開	三		魚	魚	平	遇	上平聲9魚	上平聲6魚	sjyo	sjo	sjv	syo	ɕɨə	ɕɨə	çɯɤ	ɕɨɤ˧
229		居	九魚	見	開	三		魚	魚	平	遇	上平聲9魚	上平聲6魚	kyo	kio	kiv	kjo	kɨə	kɨə	kɯɤ	kɨɤ˧
230		渠	強魚	羣	開	三		魚	魚	平	遇	上平聲9魚	上平聲6魚	gyo	gio	giv	gjo	ɡɨə	ɡɨə	ɡɯɤ	ɡɨɤ˧
231		余	以諸	以	開	三		魚	魚	平	遇	上平聲9魚	上平聲6魚	jyo	jo	jv	yo	jɨə	jɨə	jɯɤ	jɨɤ˧
232		胥	相居	心	開	三		魚	魚	平	遇	上平聲9魚	上平聲6魚	syo	sio	siv	sjo	sjɨə	sjɨə	sɯɤ	sɨɤ˧
233		疽	七余	清	開	三		魚	魚	平	遇	上平聲9魚	上平聲6魚	tshyo	chio	civ	tshjo	tsʰjɨə	tsʰjɨə	tsʰɯɤ	tsʰɨɤ˧
234		鉏	士魚	崇	開	三		魚	魚	平	遇	上平聲9魚	上平聲6魚	dzryo	zrio	drv	dzrjo	dʐɨə	dʐɨə	dʐɻɯɤ	dʐɨɤ˧
235		攄	丑居	徹	開	三		魚	魚	平	遇	上平聲9魚	上平聲6魚	trhyo	thrio	thiv	trhjo	ʈʰɨə	ʈʰɨə	ʈʰɯɤ	ʈʰɨɤ˧
236		䟽	所葅	生	開	三		魚	魚	平	遇	上平聲9魚	上平聲6魚	sryo	srio	shv	srjo	ʂɨə	ʂɨə	ʂɻɯɤ	ʂɨɤ˧
237		虚	朽居	曉	開	三		魚	魚	平	遇	上平聲9魚	上平聲6魚	hyo	hio	xiv	xjo	xɨə	xɨə	xɯɤ	hɨɤ˧
238		徐	似魚	邪	開	三		魚	魚	平	遇	上平聲9魚	上平聲6魚	zyo	zsio	sziv	zjo	zjɨə	zjɨə	zɯɤ	zɨɤ˧
239		於	央居	影	開	三		魚	魚	平	遇	上平聲9魚	上平聲6魚	qyo	qio	iv	'jo	ʔɨə	ʔɨə	ʔɯɤ	ʔɨɤ˧
240		豬	陟魚	知	開	三		魚	魚	平	遇	上平聲9魚	上平聲6魚	tryo	trio	tiv	trjo	ʈɨə	ʈɨə	ʈɯɤ	ʈɨɤ˧
241		臚	力居	來	開	三		魚	魚	平	遇	上平聲9魚	上平聲6魚	lyo	lio	liv	ljo	lɨə	lɨə	ɭɯɤ	lɨɤ˧
242		諸	章魚	章	開	三		魚	魚	平	遇	上平聲9魚	上平聲6魚	tjyo	cjo	tjv	tsyo	tɕɨə	tɕɨə	tçɯɤ	tɕɨɤ˧
243		除	直魚	澄	開	三		魚	魚	平	遇	上平聲9魚	上平聲6魚	dryo	drio	div	drjo	ɖɨə	ɖɨə	ɖɯɤ	ɖɨɤ˧
244		如	人諸	日	開	三		魚	魚	平	遇	上平聲9魚	上平聲6魚	njyo	njo	rv	nyo	ɲɨə	ɲɨə	ɲɯɤ	ȵɨɤ˧
245		且	子魚	精	開	三		魚	魚	平	遇	上平聲9魚	上平聲6魚	tsyo	cio	ziv	tsjo	tsjɨə	tsjɨə	tsɯɤ	tsɨɤ˧
246		虚	去魚	溪	開	三		魚	魚	平	遇	上平聲9魚	上平聲6魚	khyo	khio	qiv	khjo	kʰɨə	kʰɨə	kʰɯɤ	kʰɨɤ˧
247		菹	側魚	莊	開	三		魚	魚	平	遇	上平聲9魚	上平聲6魚	tsryo	crio	trv	tsrjo	tʂɨə	tʂɨə	tʂɻɯɤ	tʂɨɤ˧
248		蜍	署魚	常	開	三		魚	魚	平	遇	上平聲9魚	上平聲6魚	djyo	zjo	zjv	dzyo	dʑɨə	dʑɨə	dʝɯɤ	dʑɨɤ˧
249		袽	女余	孃	開	三		魚	魚	平	遇	上平聲9魚	上平聲6魚	nryo	nrio	niv	nrjo	ɳɨə	ɳɨə	ɳɯɤ	ɳɨɤ˧
250		虞	遇俱	疑	合	三		虞	虞	平	遇	上平聲10虞	上平聲7虞	nguo	ngyo	ngiu	ngju	ŋuo	ŋuo	ŋuo	ŋɨu̯o̝˧
251		芻	測隅	初	合	三		虞	虞	平	遇	上平聲10虞	上平聲7虞	tsrhuo	chryo	chu	tsrhju	tʂʰuo	tʂʰuo	tʂʰɻuo	tʂʰɨu̯o̝˧
252		無	武夫	明		三		虞	虞	平	遇	上平聲10虞	上平聲7虞	muo	myo	miu	mju	muo	mʋuo	muo	mɨu̯o̝˧
253		于	羽俱	云	合	三		虞	虞	平	遇	上平聲10虞	上平聲7虞	uo	yo	hiu	hju	wuo	wuo	wuo	ɦɨu̯o̝˧
254		訏	況于	曉	合	三		虞	虞	平	遇	上平聲10虞	上平聲7虞	huo	hyo	xiu	xju	xuo	xuo	xuo	hɨu̯o̝˧
255		衢	其俱	羣	合	三		虞	虞	平	遇	上平聲10虞	上平聲7虞	guo	gyo	giu	gju	ɡuo	ɡuo	ɡuo	ɡɨu̯o̝˧
256		儒	人朱	日	合	三		虞	虞	平	遇	上平聲10虞	上平聲7虞	njuo	njyo	ru	nyu	ɲuo	ɲuo	ɲuo	ȵɨu̯o̝˧
257		須	相俞	心	合	三		虞	虞	平	遇	上平聲10虞	上平聲7虞	suo	syo	siu	sju	sjuo	sjuo	suo	sɨu̯o̝˧
258		株	陟輸	知	合	三		虞	虞	平	遇	上平聲10虞	上平聲7虞	truo	tryo	tiu	trju	ʈuo	ʈuo	ʈuo	ʈɨu̯o̝˧
259		貙	敕俱	徹	合	三		虞	虞	平	遇	上平聲10虞	上平聲7虞	trhuo	thryo	thiu	trhju	ʈʰuo	ʈʰuo	ʈʰuo	ʈʰɨu̯o̝˧
260		殊	市朱	常	合	三		虞	虞	平	遇	上平聲10虞	上平聲7虞	djuo	zjyo	zju	dzyu	dʑuo	dʑuo	dʝuo	dʑɨu̯o̝˧
261		逾	羊朱	以	合	三		虞	虞	平	遇	上平聲10虞	上平聲7虞	juo	jyo	ju	yu	juo	juo	ɥuo	jɨu̯o̝˧
262		區	豈俱	溪	合	三		虞	虞	平	遇	上平聲10虞	上平聲7虞	khuo	khyo	qiu	khju	kʰuo	kʰuo	kʰuo	kʰɨu̯o̝˧
263		朱	章俱	章	合	三		虞	虞	平	遇	上平聲10虞	上平聲7虞	tjuo	cjyo	tju	tsyu	tɕuo	tɕuo	tçuo	tɕɨu̯o̝˧
264		趨	七逾	清	合	三		虞	虞	平	遇	上平聲10虞	上平聲7虞	tshuo	chyo	ciu	tshju	tsʰjuo	tsʰjuo	tsʰuo	tsʰɨu̯o̝˧
265		慺	力朱	來	合	三		虞	虞	平	遇	上平聲10虞	上平聲7虞	luo	lyo	liu	lju	luo	luo	ɭuo	lɨu̯o̝˧
266		扶	防無	並		三		虞	虞	平	遇	上平聲10虞	上平聲7虞	buo	byo	biu	bju	buo	bʋuo	buo	bɨu̯o̝˧
267		䅳	仕于	崇	合	三		虞	虞	平	遇	上平聲10虞	上平聲7虞	dzruo	zryo	dru	dzrju	dʐuo	dʐuo	dʐɻuo	dʐɨu̯o̝˧
268		㑳	莊俱	莊	合	三		虞	虞	平	遇	上平聲10虞	上平聲7虞	tsruo	cryo	tru	tsrju	tʂuo	tʂuo	tʂɻuo	tʂɨu̯o̝˧
269		敷	芳無	滂		三		虞	虞	平	遇	上平聲10虞	上平聲7虞	phuo	phyo	phiu	phju	pʰuo	pʰʋuo	pʰuo	pʰɨu̯o̝˧
270		諏	子于	精	合	三		虞	虞	平	遇	上平聲10虞	上平聲7虞	tsuo	cyo	ziu	tsju	tsjuo	tsjuo	tsuo	tsɨu̯o̝˧
271		跗	甫無	幫		三		虞	虞	平	遇	上平聲10虞	上平聲7虞	puo	pyo	piu	pju	puo	pʋuo	puo	pɨu̯o̝˧
272		紆	憶俱	影	合	三		虞	虞	平	遇	上平聲10虞	上平聲7虞	quo	qyo	iu	'ju	ʔuo	ʔuo	ʔuo	ʔɨu̯o̝˧
273		輸	式朱	書	合	三		虞	虞	平	遇	上平聲10虞	上平聲7虞	sjuo	sjyo	sju	syu	ɕuo	ɕuo	çuo	ɕɨu̯o̝˧
274		樞	昌朱	昌	合	三		虞	虞	平	遇	上平聲10虞	上平聲7虞	tjhuo	chjyo	tcu	tsyhu	tɕʰuo	tɕʰuo	tçʰuo	tɕʰɨu̯o̝˧
275		廚	直誅	澄	合	三		虞	虞	平	遇	上平聲10虞	上平聲7虞	druo	dryo	diu	drju	ɖuo	ɖuo	ɖuo	ɖɨu̯o̝˧
276		拘	舉朱	見	合	三		虞	虞	平	遇	上平聲10虞	上平聲7虞	kuo	kyo	kiu	kju	kuo	kuo	kuo	kɨu̯o̝˧
277		毹	山芻	生	合	三		虞	虞	平	遇	上平聲10虞	上平聲7虞	sruo	sryo	shu	srju	ʂuo	ʂuo	ʂɻuo	ʂɨu̯o̝˧
278		模	莫胡	明		一		模	模	平	遇	上平聲11模	上平聲7虞	mo	mo	mu	mu	ᵯo	mo	mo	mu̯o˧
279		酺	薄胡	並		一		模	模	平	遇	上平聲11模	上平聲7虞	bo	bo	bu	bu	ᵬo	bo	bo	bu̯o˧
280		胡	戶吳	匣		一		模	模	平	遇	上平聲11模	上平聲7虞	gho	gho	hu	hu	ʁo	ʁo	ʁo	ɦu̯o˧
281		孤	古胡	見		一		模	模	平	遇	上平聲11模	上平聲7虞	ko	ko	ku	ku	qo	qo	qo	ku̯o˧
282		徒	同都	定		一		模	模	平	遇	上平聲11模	上平聲7虞	do	do	du	du	do	do	do	du̯o˧
283		奴	乃都	泥		一		模	模	平	遇	上平聲11模	上平聲7虞	no	no	nu	nu	no	no	no	nu̯o˧
284		呼	荒烏	曉		一		模	模	平	遇	上平聲11模	上平聲7虞	ho	ho	xu	xu	χo	χo	χo	hu̯o˧
285		吾	五乎	疑		一		模	模	平	遇	上平聲11模	上平聲7虞	ngo	ngo	ngu	ngu	ɴo	ɴo	ɴo	ŋu̯o˧
286		租	則吾	精		一		模	模	平	遇	上平聲11模	上平聲7虞	tso	co	zu	tsu	tso	tso	tso	tsu̯o˧
287		盧	落胡	來		一		模	模	平	遇	上平聲11模	上平聲7虞	lo	lo	lu	lu	ɫo	ɫo	lo	lu̯o˧
288		蘇	素姑	心		一		模	模	平	遇	上平聲11模	上平聲7虞	so	so	su	su	so	so	so	su̯o˧
289		徂	昨胡	從		一		模	模	平	遇	上平聲11模	上平聲7虞	dzo	zo	dzu	dzu	dzo	dzo	dzo	dzu̯o˧
290		烏	哀都	影		一		模	模	平	遇	上平聲11模	上平聲7虞	qo	qo	u	'u	ʡo	ʡo	ʔo	ʔu̯o˧
291		逋	博孤	幫		一		模	模	平	遇	上平聲11模	上平聲7虞	po	po	pu	pu	ᵱo	po	po	pu̯o˧
292		枯	苦胡	溪		一		模	模	平	遇	上平聲11模	上平聲7虞	kho	kho	qu	khu	qʰo	qʰo	qʰo	kʰu̯o˧
293		麤	倉胡	清		一		模	模	平	遇	上平聲11模	上平聲7虞	tsho	cho	cu	tshu	tsʰo	tsʰo	tsʰo	tsʰu̯o˧
294		㻌	他胡	透		一		模	模	平	遇	上平聲11模	上平聲7虞	tho	tho	thu	thu	tʰo	tʰo	tʰo	tʰu̯o˧
295		都	當孤	端		一		模	模	平	遇	上平聲11模	上平聲7虞	to	to	tu	tu	to	to	to	tu̯o˧
296		𥠵	普胡	滂		一		模	模	平	遇	上平聲11模	上平聲7虞	pho	pho	phu	phu	ᵱʰo	pʰo	pʰo	pʰu̯o˧
297		齊	徂奚	從	開	四		齊	齊	平	蟹	上平聲12齊	上平聲8齊	dzej	ze	dzei	dzej	dzej	dzej	dzɛi	dzei˧
298		黎	郎奚	來	開	四		齊	齊	平	蟹	上平聲12齊	上平聲8齊	lej	le	lei	lej	ɫej	ɫej	lɛi	lei˧
299		妻	七稽	清	開	四		齊	齊	平	蟹	上平聲12齊	上平聲8齊	tshej	che	cei	tshej	tsʰej	tsʰej	tsʰɛi	tsʰei˧
300		低	都奚	端	開	四		齊	齊	平	蟹	上平聲12齊	上平聲8齊	tej	te	tei	tej	tej	tej	tɛi	tei˧
301		嗁	杜奚	定	開	四		齊	齊	平	蟹	上平聲12齊	上平聲8齊	dej	de	dei	dej	dej	dej	dɛi	dei˧
302		豍	邊兮	幫		四		齊	齊	平	蟹	上平聲12齊	上平聲8齊	pej	pe	pei	pej	ᵱej	pej	pɛi	pei˧
303		雞	古奚	見	開	四		齊	齊	平	蟹	上平聲12齊	上平聲8齊	kej	ke	kei	kej	qej	qej	qɛi	kei˧
304		奚	胡雞	匣	開	四		齊	齊	平	蟹	上平聲12齊	上平聲8齊	ghej	ghe	hei	hej	ʁej	ʁej	ʁɛi	ɦei˧
305		鷖	烏奚	影	開	四		齊	齊	平	蟹	上平聲12齊	上平聲8齊	qej	qe	ei	'ej	ʡej	ʡej	ʔɛi	ʔei˧
306		倪	五稽	疑	開	四		齊	齊	平	蟹	上平聲12齊	上平聲8齊	ngej	nge	ngei	ngej	ɴej	ɴej	ɴɛi	ŋei˧
307		醯	呼雞	曉	開	四		齊	齊	平	蟹	上平聲12齊	上平聲8齊	hej	he	xei	xej	χej	χej	χɛi	hei˧
308		西	先稽	心	開	四		齊	齊	平	蟹	上平聲12齊	上平聲8齊	sej	se	sei	sej	sej	sej	sɛi	sei˧
309		梯	土雞	透	開	四		齊	齊	平	蟹	上平聲12齊	上平聲8齊	thej	the	thei	thej	tʰej	tʰej	tʰɛi	tʰei˧
310		鼙	部迷	並		四		齊	齊	平	蟹	上平聲12齊	上平聲8齊	bej	be	bei	bej	ᵬej	bej	bɛi	bei˧
311		磇	匹迷	滂		四		齊	齊	平	蟹	上平聲12齊	上平聲8齊	phej	phe	phei	phej	ᵱʰej	pʰej	pʰɛi	pʰei˧
312		齎	祖稽	精	開	四		齊	齊	平	蟹	上平聲12齊	上平聲8齊	tsej	ce	zei	tsej	tsej	tsej	tsɛi	tsei˧
313		迷	莫兮	明		四		齊	齊	平	蟹	上平聲12齊	上平聲8齊	mej	me	mei	mej	ᵯej	mej	mɛi	mei˧
314		泥	奴低	泥	開	四		齊	齊	平	蟹	上平聲12齊	上平聲8齊	nej	ne	nei	nej	nej	nej	nɛi	nei˧
315		谿	苦奚	溪	開	四		齊	齊	平	蟹	上平聲12齊	上平聲8齊	khej	khe	qei	khej	qʰej	qʰej	qʰɛi	kʰei˧
316		圭	古攜	見	合	四		齊	齊	平	蟹	上平聲12齊	上平聲8齊	kwej	kue	kuei	kwej	qwej	qwej	qʷɛi	kʷei˧
317		睽	苦圭	溪	合	四		齊	齊	平	蟹	上平聲12齊	上平聲8齊	khwej	khue	quei	khwej	qʰwej	qʰwej	qʰʷɛi	kʰʷei˧
318		攜	戶圭	匣	合	四		齊	齊	平	蟹	上平聲12齊	上平聲8齊	ghwej	ghue	huei	hwej	ʁwej	ʁwej	ʁʷɛi	ɦʷei˧
319		臡	人兮	日	開	三		祭	祭	平	蟹	上平聲12齊	上平聲8齊	njiej	nj'e	rei	nyej	ɲej	ɲej	ɲiɛi	ȵiᴇi˧
320		栘	成臡	常	開	三		祭	祭	平	蟹	上平聲12齊	上平聲8齊	djiej	zj'e	zjei	dzyej	dʑej	dʑej	dʝiɛi	dʑiᴇi˧
321		烓	烏攜	影	合	四		齊	齊	平	蟹	上平聲12齊	上平聲8齊	qwej	que	uei	'wej	ʡwej	ʡwej	ʔʷɛi	ʔʷei˧
322		睳	呼攜	曉	合	四		齊	齊	平	蟹	上平聲12齊	上平聲8齊	hwej	hue	xuei	xwej	χwej	χwej	χʷɛi	hʷei˧
323		佳	古膎	見	開	二		佳	佳	平	蟹	上平聲13佳	上平聲9佳	kee	kre	kae	kea	qeˤ	qeˤ	qɜ˞	kɣɛ˧
324		㥟	戶佳	匣	開	二		佳	佳	平	蟹	上平聲13佳	上平聲9佳	ghee	ghre	hae	hea	ʁeˤ	ʁeˤ	ʁɜ˞	ɦɣɛ˧
325		牌	薄佳	並		二		佳	佳	平	蟹	上平聲13佳	上平聲9佳	bee	bre	bae	bea	ᵬeˤ	beˤ	bɜ˞	bɣɛ˧
326		媧	古蛙	見	合	二		佳	佳	平	蟹	上平聲13佳	上平聲9佳	kwee	krue	koe	kwea	qweˤ	qweˤ	qʷɜ˞	kʷɣɛ˧
