序號	詞目	詞性	詞目索引	音讀	方言點	釋義	例句	相似詞	相反詞	對應音檔名稱
5705	吹灰之力	名		che11 fue11 zhi11 lid43		比喻非常細微的力量。	例：這件事情對佢來講毋使吹灰之力就做得辦好。(這件事情對他來講不用吹灰之力就可以辦好。)	食乳个力　食糜个力		hk0000001378-1-5
5706	炊		詞目分類索引/飲食	che11		用火燒煮食物。	例：炊粄。			hk0000001379-1-5
5707	才		詞目分類索引/人物品評	cai53		1.才能、智慧。　2.有智慧、才能的人。　3.反諷有才的人未必相貌好。	例：才情。 例：才女。 例：才人無貌。			hk0000001381-1-5
5708	才華	名	詞目分類索引/人物品評	cai53 fa53		表現於外在的才能。	例：細叔在寫字畫圖方面拗蠻有才華。(小叔在寫字畫畫方面相當有才華。)	才能 　才情 　才調		hk0000001382-1-5
5709	才氣	名	詞目分類索引/人物品評	cai53 ki31		表現於外在的才能氣度。	例：佢係一個當有才氣个畫家，作品盡受大家肯定。(他是一個很有才氣的畫家，作品很受大家肯定。)	才調　才能　才質		hk0000001383-1-5
5710	才學	名	詞目分類索引/人物品評	cai53 hoo55		才能和學識。	例：細姑這下个頭路堵好做得發揮佢个才學。(小姑現在的工作剛好可以發揮她的才學。)			hk0000001384-1-5
5711	才智	名	詞目分類索引/人物品評	cai53 di31		才能和智慧。	例：佢偎靠比人較好个才智贏了這擺个比賽。(他憑過人的才智贏了這次的比賽。)	才能		hk0000001385-1-5
5712	才人無貌，爛扇多風	諺	詞目分類索引/人物品評	cai53 ngin53 mo53 mau55，lan55 shen31 doo11 fung11		有才能的人不一定會有漂亮的外表。比喻人不可貌相。	例：俗話講：「才人無貌，爛扇多風」，毋好因為佢生來矮就看輕佢。(俗話說：「人不可貌相」，不可因為他長得矮就看輕他。)			hk0000001392-1-5
5713	材		詞目分類索引/器物用品	文cai53		1.樹幹、木料。　2.原料。　3.資料。　4.能力、資質。　5.棺木。	例：木材。 例：藥材。 例：題材。 例：因材施教。 例：壽材。			hk0000001393-1-5
5714	材料	名	詞目分類索引/飲食	cai53 leeu55		所有可供進一步製作的原料或資料。	例：雞卵摎麵粉係做雞卵糕个材料。(雞蛋和麵粉是做蛋糕的材料。)			hk0000001394-1-5
5715	財		詞目分類索引/財經法政	cai53		黃金、珠玉、布帛、粟、米等錢幣貨物的總稱。	例：財物。			hk0000001395-1-5
5716	財閥	名	詞目分類索引/財經法政 詞目分類索引/稱謂身分	cai53 fad43		（貶）在金融、工商業界具有強大經濟勢力的人物或團體。	例：這個財閥表面看起來對社會公益當熱心，心肚想麼个無人知。(這個財閥表面看起來對社會公益很熱心，心裡想什麼沒人知。)	財團		hk0000001397-1-5
5717	財氣	名	詞目分類索引/宗教民俗 詞目分類索引/財經法政	cai53 ki31		獲致錢財的運氣。	例：無財氣，仰有賺錢命？(沒有財氣，那有賺錢命？)			hk0000001399-1-5
5718	財庫	名	詞目分類索引/財經法政	cai53 ku31		貯藏錢幣貨物的地方。	例：財庫个鎖匙愛收好，毋好儘採放。(財庫的鑰匙要收好，不要隨便放。)			hk0000001400-1-5
5719	財團	名	詞目分類索引/財經法政 詞目分類索引/稱謂身分	cai53 ton53		擁有或操控許多相關企業的大資本家或集團。	例：這間學校係某個財團出資設立个。(這個學校是由某個財團出資設立的。)	財閥		hk0000001402-1-5
5720	財物			cai53 bbud43		錢財物品的總稱。	例：叔公屋下上個月著賊偷，財物損失真多。(（叔公家上個月被小偷偷，財物損失很多。）)	錢銀金錢錢財		hk0000001403-1-5
5721	財政	名	詞目分類索引/財經法政	cai53 zhin31		政府為了支應公共需要，增進人民的福祉，而對於財貨的取用、管理、收支、建設等，所執行的各種措施之總稱。	例：國家个財政好壞對大家个生活影響盡大。(國家的財政好壞對大家的生活影響很大。)			hk0000001404-1-5
5722	財主	名	詞目分類索引/稱謂身分	cai53 zhi31		擁有大批財產、很有錢的人。	例：姨丈在莊下有一大片个地，做得算係當地个財主。(姨丈在鄉下有一大片的土地，可以算是當地的財主。)			hk0000001405-1-5
5723	財丁兩旺		詞目分類索引/慣用語 詞目分類索引/宗教民俗 詞目分類索引/生活狀態	cai53 den11 liong31 bbong55		添丁又發財。	例：做生理真趁錢、子女又賢孝，財丁兩旺个人生，麼儕毋會想？(做生意很賺錢，子女又孝順，財丁兩旺的人生，有誰不想要？)	添丁發財		
5724	財多身弱	諺	詞目分類索引/慣用語 詞目分類索引/人物品評	cai53 doo11 shin11 ngio55		指富有的人卻常常生病，往往是取笑人的話。	例：佢當發毋過長透發病仔，人講「財多身弱」真有道理。(他很有錢不過常常生病，人說「富人多病」真有道理。)			
5725	財高勢大	諺	詞目分類索引/人物品評	cai53 goo11 she31 tai55		有錢又有勢力。	例：這個貪官財高勢大，壞事做絕，有一日會有報應。(這個貪官有錢有勢，壞事做絕，有一天會有報應。)			hk0000001408-1-5
5726	彩		詞目分類索引/宗教民俗	cai31		運氣。	例：佢當好彩，著著大獎了。(他很好運，中了大獎了。)			hk0000001409-1-5
5727	材		詞目分類索引/飲食	白cai53		指肉的品質或表相。	例：肉材。			hk0000001410-1-5
5728	脆	形		ce31		指東西容易斷裂、食物一咬即斷。	例：脆脆。			hk0000001411-1-5
5729	脆命		詞目分類索引/疾病醫療 詞目分類索引/慣用語 詞目分類索引/宗教民俗 詞目分類索引/事物情狀	ce31 miang55		指生命柔弱，容易死亡。	例：蟻子真脆命，毋好蹬著佢。(螞蟻的命很脆弱，不要踩到牠。)		耐命　韌命	hk0000001412-1-5
5730	菜		詞目分類索引/植物	coi31		1.蔬類植物的總稱。　2.餚饌的統稱。	例：青菜。 例：菜色。			hk0000001413-1-5
5731	菜鴨			coi31 ab24		蛋鴨，蛋用型麻鴨。	例：菜鴨和番鴨公打種，孵出來个即係土番鴨，土番鴨單單會用做菜毋會傳種。(（蛋鴨和公番鴨配種，孵出來的就是土番鴨，土番鴨只能做菜不會繁殖。）)			hk0000001414-1-5
5732	菜脯		詞目分類索引/飲食	coi31 bu31		蘿蔔乾。	例：這兜菜脯真鹹，愛傍飯，毋好打淨食。(這些蘿蔔乾很鹹，要配飯，不要單吃。)	菜頭乾		hk0000001416-1-5
5733	菜蟲	名	詞目分類索引/慣用語 詞目分類索引/動物	coi31 chung53		1.寄生於蔬菜上的害蟲。　2.壟斷市場、剝削菜農的人。	例：阿姆講有菜蟲咬過个菜正無農藥。(媽媽說有菜蟲蛀過的菜才沒農藥。) 例：因由菜蟲在該操縱，菜價正會恁高。(因為菜蟲在操縱，菜價才會這麼高。)			hk0000001417-1-5
5734	菜單	名	詞目分類索引/飲食	coi31 dan11		1.記載菜色名稱的單子。　2.買菜的清單。	例：今晡日𠊎做東，菜單項个菜盡量點。(今天我做東，菜單上的菜盡量點。) 例：大師傅喊佢照等菜單去採買。(大廚叫他照著菜單去採買。)			hk0000001418-1-5
5735	菜乾	名	詞目分類索引/飲食 詞目分類索引/植物	coi31 gon11		經過日晒使其脫去水份至乾燥的菜蔬。	例：菜乾煮湯，還有原味，好食又方便。(菜乾煮湯，還有原味，好吃又方便。)			hk0000001419-1-5
5736	菜仁			coi31 rhin53		蔬菜的種子。	例：春天係點菜仁个好時節。(（春天是播撒菜子的好時節。）)	菜籽		
5737	菜頭			coi31 teu53		植物名。十字花科萊菔屬。根多肉質，可供食用，有利尿、助消化的功效。又根的皮肉為白色者，稱為「白蘿蔔」；根的皮肉呈紅色者，稱為「紅蘿蔔」。				hk0000001427-1-5
5738	菜籽		詞目分類索引/飲食 詞目分類索引/植物	coi31 zi53		蔬菜的種子。	例：阿媽提這兜菜籽去田底委(奶奶拿這些菜籽去田裡撒播。)	菜仁		hk0000001423-2-5-1
5739	菜頭粄		詞目分類索引/飲食	coi31 teu53 ban31		蘿蔔糕。	例：新正年頭有人客來尞，阿依即會煎甜粄、菜頭粄來食點心。(新年有客人來，母親就會煎年糕、蘿蔔糕當點心。)			hk0000007867-2-5-1
5740	川		詞目分類索引/天文地理	chen11		天然水流的統稱，即「河流」。	例：河川。			hk0000001433-1-5
5741	川芎		詞目分類索引/疾病醫療 詞目分類索引/飲食 詞目分類索引/植物	chen11 giung11		植物名，中藥材。根可入藥，有調經、活血、潤燥、止痛等療效。因多生產於四川，故稱川芎。				hk0000001434-1-5
5742	川七		詞目分類索引/疾病醫療 詞目分類索引/飲食 詞目分類索引/植物	chen11 cid24		植物名。落葵科。別名「藤三七」，又稱「泉七」。葉互生，肉質肥厚呈心型，具有滋補、活血等藥效，可供藥用。另原本只當作藥材用的藤三七，又因其食用時脆而略有黏滑感，口味極佳，又具有保肝、抗癌等功效，故又被當作食療之蔬菜。				hk0000001435-1-5
5743	川流不息	名	詞目分類索引/事物情狀	chen11 liu53 bud24 sid24		似水流一樣連綿不絕。	例：這間餐廳个招牌菜盡好食，莫怪人客川流不息生理當好。(這間餐廳的招牌菜很好吃，難怪客人川流不息生意很好。)			hk0000001436-1-5
5744	穿			chon11		1.挖鑿、貫通。　2.通過孔、穴、空地等。　3.副詞。前接動詞，表示透澈、明白、顯明之意。	例：穿透。 例：穿空。 例：看穿。			hk0000001437-1-5
5745	閂		詞目分類索引/器物用品	son11		1.鎖門戶用的橫木。　2.插上關門用的橫木，將門戶關緊。	例：門閂仔。 例：閂門。			hk0000001440-1-5
5746	餐		詞目分類索引/飲食 詞目分類索引/量詞	con11		1.伙食、餐點。　2.計算飲食次數的單位。	例：正餐、西餐。 例：一日三餐。			hk0000001442-1-5
5747	餐飲	名	詞目分類索引/飲食	con11 rhim31		餐點及飲料。	例：高速公路个休息站有提供餐飲分過路个旅客買來食。(高速公路的休息站有提供餐飲給路過的旅客購食。)			hk0000001444-1-5
5748	傳	名		ton55		傳記。記述人物事蹟的民間故事、章回小說。	例：食飽夜𠊎公輒輒講傳得𠊎這兜細子聽。(（吃過晚飯後我爺爺常常說傳記故事給我們這些小孩聽。）)			
5749	傳教	動	詞目分類索引/宗教民俗	chen53 gau31		傳布宗教教義。	例：為著宣傳基督教教義，這個神父到世界各地傳教。(為了宣傳基督教教義，這個神父到世界各地傳教。)			hk0000001448-1-5
5750	傳令	動	詞目分類索引/財經法政	chen53 lin55		傳達、通報命令。	例：頭家傳令下去，辦公室全面進行消毒工作。(老闆傳令下去，辦公室全面進行消毒工作。)			hk0000001449-1-5
5751	傳染	動	詞目分類索引/疾病醫療	chen53 ngiam31		病原從一個病體因接觸或由其他媒介感染至另一個生物體內的過程。	例：出入公共場所愛注意衛生，莫分人傳染著病。(出入公共場所要注意衛生，不要被人傳染到流行病。)			hk0000001450-1-5
5752	傳票	名	詞目分類索引/財經法政	chen53 pio31		1.指訴訟過程中，法院或檢察機關為傳喚訴訟當事人或關係人所簽發的一種法定正式憑據。　2.在會計工作中用為登記或審核帳目的一種憑據。	例：昨晡日法院發出傳票，請佢今晡日到庭講明案情。(昨天法院發出傳票，請他今天到庭說明案情。) 例：學會計个人在學校都有修過傳票个課程。(學會計的人在學校都有上過傳票的課程。)			hk0000001451-1-5
5753	傳情	動	詞目分類索引/人際互動	chen53 cin53		傳達感情。	例：佢用寫信仔个方式摎厥女朋友傳情。(他用寫信的方式跟他的女朋友傳情。)			hk0000001452-1-5
5754	傳達	動	詞目分類索引/人際互動	chen53 tad43		傳遞、通報，將一方的意思轉告給另一方知道。	例：手語係除忒言語文字以外，做得傳達內心思想个另外一種符號。(手語是除了言語文字之外，可以傳達內心思想的另一種符號。)	傳遞 　轉達 　通報		hk0000001454-1-5
5755	傳道	動	詞目分類索引/人際互動	chen53 too55		傳授經義哲理或宗教教義。	例：「傳道、授業、解惑」係老師教學个重要目標摎責任。(「傳道、授業、解惑」是老師教學的重要目標和責任。)			hk0000001455-1-5
5756	傳代	動	詞目分類索引/宗教民俗	chen53 toi55		子孫世代相繼，延續不絕。	例：貓嫲養子，雞嫲生卵，全部係為著傳代。(母貓養子，母雞生蛋，全是為了傳宗接代。)	傳香火		hk0000001456-1-5
5757	傳香火		詞目分類索引/慣用語 詞目分類索引/宗教民俗	chen53 hiong11 foo31		傳宗接代。使宗族的生命世代相繼，綿延不絕。	例：佢係屋下个單丁子，大家攏望著佢攔緊結婚降子來傳香火。(他是家裡的獨子，大家都盼著他趕快結婚生子來傳宗接代。)	傳代　傳香煙　續香火　傳		hk0000001458-1-5
5758	串		詞目分類索引/衣著裝扮 詞目分類索引/量詞	chen31		1.將東西連貫在一起。　2.暗中連繫，對外有所隱瞞。　3.量詞。計算成串物品的一種單位。	例：串針線。 例：串通。			hk0000001459-1-5
5759	傳		詞目分類索引/教育文化	ton55		1.解說經義的書籍、著作。　2.民間故事、歷史傳記通稱。　3.泛稱記錄刊載。	例：《左傳》。 例：傳仔書。 例：傳述。			hk0000001462-1-5
5760	撰		詞目分類索引/教育文化	chon31		著述、編纂。	例：撰文。			hk0000001464-1-5
5761	撰寫	動	詞目分類索引/教育文化	chon55 sia31		著述、寫作。	例：這個作家撰寫个書當生趣，大人細子全好看。(這個作家撰寫的書很有趣，大人小孩都喜歡看。)			hk0000001465-1-5
5762	撰		詞目分類索引/教育文化	chon55		著述、編纂。	例：撰詩對。			hk0000001466-1-5
5763	篆			ton55		1.漢字書體的一種。　2.雕刻、刻鏤。	例：篆體。 例：篆刻。			hk0000001467-1-5
