	單字	ipa_調類	ipa_調值	注释
2713	謎	mɐi6	mɐi⁵²	
2635	糜	mei4	mei³¹	
2636	麋	mei4	mei³¹	
2459	彌	nei4	nei³¹	
2637	靡	mei4	mei³¹	
2638	靡	mei4	mei³¹	
2460	獼	nei4	nei³¹	
2716	米	mɐi5	mɐi³¹²	
2454	弭	nei5	nei³¹²	
2639	瞇	mei4	mei³¹	
2461	瀰	nei4	nei³¹	
5016	汨			
2139	泌	pei3	pei³³	
2140	祕	pei3	pei³³	
2141	秘	pei3	pei³³	
2619	覓	mek9	mek⁵²	
2662	密	mɐt9	mɐt⁵²	
2663	蜜	mɐt9	mɐt⁵²	
2620	冪	mek9	mek⁵²	
2664	謐	mɐt9	mɐt⁵²	
2602	眠	min4	min³¹	
2603	棉	min4	min³¹	
2604	綿	min4	min³¹	
2606	免	miɛn5	miɛn³¹²	
5017	沔			
2598	勉	min5	min³¹²	白读miɛn³¹²
2599	娩	min5	min³¹²	白读miɛn³¹²
2600	冕	min5	min³¹²	白读miɛn³¹²
2601	緬	min5	min³¹²	
2596	面	min6	min⁵²	
2597	麵	min6	min⁵²	
2592	喵	miu1	miu⁴⁵	
2588	苗	miu4	miu³¹	
2589	描	miu4	miu³¹	
2590	瞄	miu4	miu³¹	
2582	眇	miu5	miu³¹²	
2583	秒	miu5	miu³¹²	
2584	渺	miu5	miu³¹²	
2585	緲	miu5	miu³¹²	
2586	藐	miu5	miu³¹²	
2591	邈	miu2	miu³²³	
2580	妙	miu6	miu⁵²	
2581	廟	miu6	miu⁵²	
2647	繆	mɐu6	mɐu⁵²	繆論
2654	繆	mɐu4	mɐu³¹	未雨綢繆
2607	咩	miɛ1	miɛ⁴⁵	
2593	滅	mit9	mit⁵²	
2594	蔑	mit9	mit⁵²	
2595	篾	mit9	mit⁵²	
2695	民	mɐn4	mɐn³¹	
2696	岷	mɐn4	mɐn³¹	
2697	緡	mɐn4	mɐn³¹	
2610	皿	meŋ5	meŋ³¹²	
2686	抿	mɐn5	mɐn³¹²	
2687	泯	mɐn5	mɐn³¹²	
2688	敏	mɐn5	mɐn³¹²	
2689	閩	mɐn5	mɐn³¹²	
2690	憫	mɐn5	mɐn³¹²	
2612	名	meŋ4	meŋ³¹	
2613	明	meŋ4	meŋ³¹	
2614	冥	meŋ4	meŋ³¹	
2615	暝	meŋ4	meŋ³¹	
2616	鳴	meŋ4	meŋ³¹	
2617	銘	meŋ4	meŋ³¹	
2611	瞑	meŋ5	meŋ³¹²	
2618	螟	meŋ4	meŋ³¹	
2609	命	meŋ6	meŋ⁵²	
2648	謬	mɐu6	mɐu⁵²	
2552	摸	muɔ1	muɔ⁴⁵	
2571	摹	mou4	mou³¹	
2572	模	mou4	mou³¹	
2544	膜	muɔk8	muɔk³	膜拜
2545	膜	muɔk8	muɔk³	薄膜
2553	摩	muɔ1	muɔ⁴⁵	
2549	磨	muɔ6	muɔ⁵²	
2550	磨	muɔ4	muɔ³¹	
2734	嬤	ma1	ma⁴⁵	
2546	饃	muɔk8	muɔk³	
2554	魔	muɔ1	muɔ⁴⁵	
2495	抹	mut8	mut³	塗抹
2668	抹	mat8	mat³	抹檯
2492	末	mut9	mut⁵²	
2493	茉	mut9	mut⁵²	
5018	歿			
2494	沫	mut9	mut⁵²	
2708	陌	mɐk9	mɐk⁵²	
2542	莫	muɔk9	muɔk⁵²	
2547	漠	muɔk8	muɔk³	
2543	寞	muɔk9	muɔk⁵²	
2709	墨	mɐk9	mɐk⁵²	
2710	默	mɐk9	mɐk⁵²	
2711	驀	mɐk9	mɐk⁵²	
2655	哞	mɐu4	mɐu³¹	
2656	牟	mɐu4	mɐu³¹	
2657	眸	mɐu4	mɐu³¹	
2658	謀	mɐu4	mɐu³¹	
2650	某	mɐu5	mɐu³¹²	
2564	母	mou5	mou³¹²	
2653	牡	mau5	mau³¹²	
2565	拇	mou5	mou³¹²	
2579	姆	mou1	mou⁴⁵	
2651	畝	mɐu5	mɐu³¹²	
2511	木	muk9	muk⁵²	
2512	目	muk9	muk⁵²	
2513	沐	muk9	muk⁵²	
5019	苜			
2514	牧	muk9	muk⁵²	
2557	募	mou6	mou⁵²	
2558	墓	mou6	mou⁵²	
2548	幕	muɔk8	muɔk³	
2515	睦	muk9	muk⁵²	
2559	慕	mou6	mou⁵²	
2560	暮	mou6	mou⁵²	
2516	穆	muk9	muk⁵²	
2489	拿	na4	na³¹	
2410	哪	nuɔ4	nuɔ³¹	哪吒
2487	哪	na5	na³¹²	哪裡
5341	哪			天哪
2488	那	na5	na³¹²	那個
2490	那	n4	n³¹	地名
5342	那			那姓
2468	吶	nap9	nap⁵²	
2469	衲	nap9	nap⁵²	
2411	娜	nuɔ4	nuɔ³¹	婀娜
2412	娜	nuɔ4	nuɔ³¹	安娜
2470	納	nap9	nap⁵²	
2467	捺	nat9	nat⁵²	又读nap⁵²
2471	鈉	nap9	nap⁵²	
2482	乃	nai5	nai³¹²	
2483	奶	nai5	nai³¹²	
2484	迺	nai5	nai³¹²	
2405	奈	nuɔi6	nuɔi⁵²	
2406	耐	nuɔi6	nuɔi⁵²	
5343	囡			
2477	男	nam4	nam³¹	
2478	南	nam4	nam³¹	
2480	喃	nam1	nam⁴⁵	喃斋
2479	楠	nam4	nam³¹	
2475	難	nan6	nan⁵²	難民
2476	難	nan4	nan³¹	困難
2402	囊	nuɔŋ4	nuɔŋ³¹	
2403	曩	nuɔŋ4	nuɔŋ³¹	
5344	攮			
2371	撓	ȵau1	ȵau⁴⁵	
5020	鐃			
2415	惱	nou5	nou³¹²	
2416	瑙	nou5	nou³¹²	
2417	腦	nou5	nou³¹²	
2463	鬧	nau6	nau⁵²	
2444	呢	ni1	ni⁴⁵	語氣助詞
4811	呢			呢喃
2809	餒	lui5	lui³¹²	
2407	內	nuɔi6	nuɔi⁵²	
2389	恁	ȵɐm4	ȵɐm³¹	
5021	恁			
2400	嫩	nun6	nun⁵²	
2474	能	nɐŋ4	nɐŋ³¹	
2313	嗯	ŋ4	ŋ³¹	又读m³¹
2462	妮	nei4	nei³¹	
2485	尼	nɐi4	nɐi³¹	
2486	泥	nɐi4	nɐi³¹	泥土
4779	泥			拘泥
2296	倪	ŋɐi4	ŋɐi³¹	
2297	霓	ŋɐi4	ŋɐi³¹	
2455	你	nei5	nei³¹²	
2456	妳	nei5	nei³¹²	
4088	擬	ji5	ji³¹²	
5022	昵			
2266	逆	ŋek9	ŋek⁵²	
2452	匿	nek7	nek⁴⁵	
2451	溺	nek9	nek⁵²	溺死
5345	溺			便溺
2453	暱	nek7	nek⁴⁵	
2481	膩	nɐi6	nɐi⁵²	又读nei⁵²
438	拈	ʦin1	ʦin⁴⁵	拈花惹草
5346	拈			拈線
5023	蔫			
5347	蔫			
2426	年	nin4	nin³¹	
2440	鮎	niɐm4	niɐm³¹	
2430	黏	nim1	nim⁴⁵	
5024	捻			
5025	輦			
5026	撚			
2438	碾	niɛn2	niɛn³²³	又读ŋan³²³
2439	攆	niɛn2	niɛn³²³	
2394	廿	ȵa6	ȵa⁵²	
2428	念	nim6	nim⁵²	
1392	唸	tʰin3	tʰin³³	呻吟
2427	唸	nim6	nim⁵²	吟誦
2435	娘	niɛŋ4	niɛŋ³¹	
2341	釀	ȵiɛŋ6	ȵiɛŋ⁵²	
2443	鳥	niɐu5	niɐu³¹²	
2442	尿	niɐu6	niɐu⁵²	
2432	捏	niɛt9	niɛt⁵²	
5348	苶			
2421	涅	nip9	nip⁵²	
2422	聶	nip8	nip³	
2423	孽	nip8	nip³	
5027	齧			
419	囁	ʦip8	ʦip³	
2424	躡	nip8	nip³	
2425	鑷	nip8	nip³	白读niɐp³
2457	您	nei5	nei³¹²	
5028	苧			
2446	寧	neŋ4	neŋ³¹	
2447	凝	neŋ4	neŋ³¹	又读ȵeŋ³¹
2448	嚀	neŋ4	neŋ³¹	
2449	獰	neŋ4	neŋ³¹	
2450	檸	neŋ4	neŋ³¹	
5029	佞			
2445	濘	neŋ6	neŋ⁵²	
5349	妞			
2270	牛	ŋɐu4	ŋɐu³¹	
2464	扭	nɐu2	nɐu³²³	
2465	紐	nɐu2	nɐu³²³	
2466	鈕	nɐu2	nɐu³²³	
2396	農	nuŋ4	nuŋ³¹	
2397	儂	nuŋ4	nuŋ³¹	
2398	濃	nuŋ4	nuŋ³¹	白读ȵuŋ³¹
2399	膿	nuŋ4	nuŋ³¹	
2395	弄	nuŋ6	nuŋ⁵²	
5030	耨			
2420	奴	nou4	nou³¹	
2418	努	nou5	nou³¹²	
2419	弩	nou5	nou³¹²	
2414	怒	nou6	nou⁵²	
2401	暖	nun5	nun³¹²	
2347	虐	ȵiɛk9	ȵiɛk⁵²	
2348	瘧	ȵiɛk9	ȵiɛk⁵²	
2413	挪	nuɔ4	nuɔ³¹	
2404	諾	nuɔk9	nuɔk⁵²	
2408	懦	nuɔ6	nuɔ⁵²	
2409	糯	nuɔ6	nuɔ⁵²	
2458	女	nei5	nei³¹²	
4132	噢	ji2	ji³²³	
19	哦	ʔuɔ4	ʔuɔ³¹	語氣詞
2259	哦	ŋuɔ4	ŋuɔ³¹	吟哦
27	漚	ʔɐu3	ʔɐu³³	
31	甌	ʔɐu1	ʔɐu⁴⁵	
32	歐	ʔɐu1	ʔɐu⁴⁵	
33	毆	ʔɐu1	ʔɐu⁴⁵	
34	謳	ʔɐu1	ʔɐu⁴⁵	
35	鷗	ʔɐu1	ʔɐu⁴⁵	
2267	偶	ŋɐu5	ŋɐu³¹²	
29	嘔	ʔɐu2	ʔɐu³²³	嘔吐
5031	嘔			嘔啞
5350	嘔			嘔氣
2268	藕	ŋɐu5	ŋɐu³¹²	
5032	慪			
2109	趴	pʰa1	pʰa⁴⁵	
2088	啪	pʰɐk7	pʰɐk⁴⁵	
2104	杷	pʰa4	pʰa³¹	
2105	爬	pʰa4	pʰa³¹	
2106	琶	pʰa4	pʰa³¹	
2107	鈀	pʰa4	pʰa³¹	
2089	帕	pʰɐk7	pʰɐk⁴⁵	
2108	怕	pʰa3	pʰa³³	
2090	拍	pʰɐk7	pʰɐk⁴⁵	
2095	排	pʰai4	pʰai³¹	
2096	徘	pʰai4	pʰai³¹	
2097	牌	pʰai4	pʰai³¹	
2099	派	pʰai3	pʰai³³	
2217	湃	pai3	pai³³	
1965	潘	pʰun1	pʰun⁴⁵	
2086	攀	pʰan1	pʰan⁴⁵	
5351	爿			
1960	磐	pʰun4	pʰun³¹	
1961	盤	pʰun4	pʰun³¹	
5352	蹣			
1962	蟠	pʰun4	pʰun³¹	
1964	判	pʰun3	pʰun³³	
2085	盼	pʰan3	pʰan³³	
1860	叛	pun6	pun⁵²	
1861	畔	pun6	pun⁵²	
5033	襻			
2173	乓	pɐŋ1	pɐŋ⁴⁵	
1981	滂	pʰuɔŋ4	pʰuɔŋ³¹	
1982	彷	pʰuɔŋ4	pʰuɔŋ³¹	彷徨
4624	彷	fuɔŋ2	fuɔŋ³²³	仿佛
1983	旁	pʰuɔŋ4	pʰuɔŋ³¹	
1984	徬	pʰuɔŋ4	pʰuɔŋ³¹	
1985	螃	pʰuɔŋ4	pʰuɔŋ³¹	
1986	龐	pʰuɔŋ4	pʰuɔŋ³¹	
1862	胖	pun6	pun⁵²	肥胖
4834	胖			心廣體胖
2068	拋	pʰau1	pʰau⁴⁵	
2060	刨	pʰau4	pʰau³¹	
2061	咆	pʰau4	pʰau³¹	
5034	庖			
1997	袍	pʰou4	pʰou³¹	
5353	麅			
2067	跑	pʰau2	pʰau³²³	
2059	泡	pʰɐu5	pʰɐu³¹²	白讀
2062	泡	pʰau3	pʰau³³	浸泡
2069	泡	pʰau1	pʰau⁴⁵	燈泡
2063	炮	pʰau3	pʰau³³	炮彈
4798	炮			炮製
5490	炮			
2064	砲	pʰau3	pʰau³³	
2065	皰	pʰau3	pʰau³³	
1976	胚	pʰui1	pʰui⁴⁵	
1968	陪	pʰui4	pʰui³¹	
1969	培	pʰui4	pʰui³¹	
4688	裴	fei2	fei³²³	
1970	賠	pʰui4	pʰui³¹	
1971	沛	pʰui3	pʰui³³	
1972	佩	pʰui3	pʰui³³	
1973	珮	pʰui3	pʰui³³	
1974	配	pʰui3	pʰui³³	
5035	轡			
2084	噴	pʰɐn3	pʰɐn³³	
1963	盆	pʰun4	pʰun³¹	
2030	抨	pʰeŋ4	pʰeŋ³¹	
5036	怦			
2031	砰	pʰeŋ4	pʰeŋ³¹	
2080	烹	pʰɐŋ1	pʰɐŋ⁴⁵	
2072	朋	pʰɐŋ4	pʰɐŋ³¹	
2073	彭	pʰɐŋ4	pʰɐŋ³¹	
2074	棚	pʰɐŋ4	pʰɐŋ³¹	
1957	蓬	pʰuŋ4	pʰuŋ³¹	
2075	硼	pʰɐŋ4	pʰɐŋ³¹	
2076	澎	pʰɐŋ4	pʰɐŋ³¹	
1958	篷	pʰuŋ4	pʰuŋ³¹	
2077	膨	pʰɐŋ4	pʰɐŋ³¹	
2078	鵬	pʰɐŋ4	pʰɐŋ³¹	
4574	捧	fuŋ2	fuŋ³²³	
1959	碰	pʰuŋ3	pʰuŋ³³	
2057	丕	pʰei1	pʰei⁴⁵	
2100	批	pʰɐi1	pʰɐi⁴⁵	
5354	邳			
1977	坯	pʰui1	pʰui⁴⁵	
2058	披	pʰei1	pʰei⁴⁵	
2041	劈	pʰek7	pʰek⁴⁵	
2042	霹	pʰek7	pʰek⁴⁵	
2049	皮	pʰei4	pʰei³¹	
2027	枇	pʰi4	pʰi³¹	
2050	疲	pʰei4	pʰei³¹	
2110	啤	pɛ1	pɛ⁴⁵	
2028	琵	pʰi4	pʰi³¹	
2051	脾	pʰei4	pʰei³¹	
5037	貔			
2070	匹	pʰɐt7	pʰɐt⁴⁵	
3712	圮	kei2	kei³²³	
2043	癖	pʰek7	pʰek⁴⁵	
2044	癖	pʰek7	pʰek⁴⁵	
2053	屁	pʰei3	pʰei³³	
5355	媲			
2045	僻	pʰek7	pʰek⁴⁵	
2054	譬	pʰei3	pʰei³³	
2046	闢	pʰek7	pʰek⁴⁵	
2023	偏	pʰin1	pʰin⁴⁵	
2024	篇	pʰin1	pʰin⁴⁵	
2025	翩	pʰin1	pʰin⁴⁵	
5356	胼			
5038	駢			
2019	片	pʰin3	pʰin³³	白读pʰiɛn³³
2020	騙	pʰin3	pʰin³³	
2013	縹	pʰiu1	pʰiu⁴⁵	
2014	飄	pʰiu1	pʰiu⁴⁵	
2010	嫖	pʰiu4	pʰiu³¹	
2026	瓢	pʰiɐu4	pʰiɐu³¹	
5357	瞟			
2011	票	pʰiu3	pʰiu³³	
2012	漂	pʰiu3	pʰiu³³	漂亮
2015	漂	pʰiu1	pʰiu⁴⁵	漂泊
2016	撇	pʰit8	pʰit³	
2017	瞥	pʰit8	pʰit³	
5358	拚			
2040	拼	pʰeŋ1	pʰeŋ⁴⁵	
5039	姘			
2081	貧	pʰɐn4	pʰɐn³¹	
2082	頻	pʰɐn4	pʰɐn³¹	
2083	顰	pʰɐn4	pʰɐn³¹	
2181	品	pɐn2	pɐn³²³	
5040	牝			
2038	聘	pʰeŋ3	pʰeŋ³³	
2125	乒	peŋ1	peŋ⁴⁵	
2032	平	pʰeŋ4	pʰeŋ³¹	
2033	坪	pʰeŋ4	pʰeŋ³¹	
2039	屏	pʰeŋ2	pʰeŋ³²³	屏除
2114	屏	peŋ4	peŋ³¹	屏幕
2034	瓶	pʰeŋ4	pʰeŋ³¹	
2035	萍	pʰeŋ4	pʰeŋ³¹	
2036	評	pʰeŋ4	pʰeŋ³¹	
2079	憑	pʰɐŋ4	pʰɐŋ³¹	
2037	蘋	pʰeŋ4	pʰeŋ³¹	
1994	坡	pʰuɔ1	pʰuɔ⁴⁵	
1896	泊	puɔk9	puɔk⁵²	
1956	潑	pʰut8	pʰut³	
1991	婆	pʰuɔ4	pʰuɔ³¹	
5041	叵			
2130	迫	pek7	pek⁴⁵	
2091	珀	pʰɐk7	pʰɐk⁴⁵	
1992	破	pʰuɔ3	pʰuɔ³³	
2092	粕	pʰɐk7	pʰɐk⁴⁵	
2093	魄	pʰɐk7	pʰɐk⁴⁵	魂魄
2094	魄	pʰɐk7	pʰɐk⁴⁵	落魄
5359	魄			旁魄
1993	頗	pʰuɔ2	pʰuɔ³²³	
2066	剖	pʰɐu2	pʰɐu³²³	
1868	仆	puk9	puk⁵²	
1988	撲	pʰuɔk8	pʰuɔk³	又读pʰuk⁴⁵
2002	鋪	pʰou3	pʰou³³	店鋪
2009	鋪	pʰou1	pʰou⁴⁵	鋪張
1998	匍	pʰou4	pʰou³¹	
5042	莆			
1999	菩	pʰou4	pʰou³¹	
2003	脯	pʰou2	pʰou³²³	肉脯又读fu³²³
2004	脯	pʰou2	pʰou³²³	胸脯又读fu³²³
2000	葡	pʰou4	pʰou³¹	
2001	蒲	pʰou4	pʰou³¹	
1869	僕	puk9	puk⁵²	
5360	璞			
1989	朴	pʰuɔk8	pʰuɔk³	
1913	埔	pou6	pou⁵²	又读pʰou³³
1925	圃	pou2	pou³²³	
2005	浦	pʰou2	pʰou³²³	
2006	普	pʰou2	pʰou³²³	
5043	溥			
1990	樸	pʰuɔk8	pʰuɔk³	
1870	蹼	puk9	puk⁵²	
2007	譜	pʰou2	pʰou³²³	
1871	瀑	puk9	puk⁵²	
5361	曝			
840	七	ʦʰɐt7	ʦʰɐt⁴⁵	
5362	沏			
906	妻	ʦʰɐi1	ʦʰɐi⁴⁵	
841	柒	ʦʰɐt7	ʦʰɐt⁴⁵	
907	萋	ʦʰɐi1	ʦʰɐi⁴⁵	
793	戚	ʦʰek7	ʦʰek⁴⁵	
908	淒	ʦʰɐi1	ʦʰɐi⁴⁵	
909	悽	ʦʰɐi1	ʦʰɐi⁴⁵	
3584	期	kʰei4	kʰei³¹	日期
4801	期			期年
4435	欺	hei1	hei⁴⁵	
910	棲	ʦʰɐi1	ʦʰɐi⁴⁵	
842	漆	ʦʰɐt7	ʦʰɐt⁴⁵	
3654	蹊	kʰɐi1	kʰɐi⁴⁵	
3568	祁	kʰei4	kʰei³¹	
3569	岐	kʰei4	kʰei³¹	
3570	其	kʰei4	kʰei³¹	
3585	奇	kʰei4	kʰei³¹	奇怪
4802	奇			奇數
3571	歧	kʰei4	kʰei³¹	
3572	祈	kʰei4	kʰei³¹	
528	祇	ʦi2	ʦi³²³	同「只有」的「只」
4818	祇			神祇
5044	俟			
5045	耆			
5363	畦			
3573	崎	kʰei4	kʰei³¹	長崎
3596	崎	kʰei1	kʰei⁴⁵	崎嶇
3574	淇	kʰei4	kʰei³¹	
3575	琪	kʰei4	kʰei³¹	
3576	琦	kʰei4	kʰei³¹	
3577	棋	kʰei4	kʰei³¹	
900	齊	ʦʰɐi4	ʦʰɐi³¹	整齊
5364	齊			齊衰
3578	旗	kʰei4	kʰei³¹	
3579	騎	kʰei4	kʰei³¹	騎馬,罕见kʰɛ³¹
3580	騎	kʰei4	kʰei³¹	鐵騎
757	臍	ʦʰi4	ʦʰi³¹	
3581	麒	kʰei4	kʰei³¹	
5046	蠐			
3582	鰭	kʰei4	kʰei³¹	
4477	乞	hɐt7	hɐt⁴⁵	
3567	企	kʰei5	kʰei³¹²	
3713	杞	kei2	kei³²³	
4428	起	hei2	hei³²³	
4429	豈	hei2	hei³²³	
3648	啟	kʰai2	kʰai³²³	又读kɐi³²³
3649	啓	kʰai2	kʰai³²³	又读kɐi³²³
4133	綺	ji2	ji³²³	
2277	迄	ŋɐt8	ŋɐt³	
4420	汽	hei3	hei³³	
4241	泣	jɐp7	jɐp⁴⁵	
3644	契	kʰɐi3	kʰɐi³³	契丹
3645	契	kʰɐi3	kʰɐi³³	契約
5365	契			殷商的始祖
903	砌	ʦʰɐi3	ʦʰɐi³³	又读ʦʰei³³
4421	氣	hei3	hei³³	
4478	訖	hɐt7	hɐt⁴⁵	
4422	棄	hei3	hei³³	
5047	磧			
4423	器	hei3	hei³³	
4424	憩	hei3	hei³³	
5048	薺			
4486	掐	hap8	hap³	
4489	洽	hɐp7	hɐp⁴⁵	
4490	恰	hɐp7	hɐp⁴⁵	
698	千	ʦʰin1	ʦʰin⁴⁵	
699	仟	ʦʰin1	ʦʰin⁴⁵	
700	阡	ʦʰin1	ʦʰin⁴⁵	
4386	牽	hin1	hin⁴⁵	
5049	愆			
3983	鉛	jin4	jin³¹	
5050	僉			
701	遷	ʦʰin1	ʦʰin⁴⁵	
4397	謙	him1	him⁴⁵	
705	簽	ʦʰim1	ʦʰim⁴⁵	
706	籤	ʦʰim1	ʦʰim⁴⁵	
3541	拑	kʰiɐm4	kʰiɐm³¹	
689	前	ʦʰin4	ʦʰin³¹	
3526	虔	kʰin4	kʰin³¹	
5366	掮			
3335	乾	kuɔn1	kuɔn⁴⁵	乾燥
3527	乾	kʰin4	kʰin³¹	乾坤
3542	鉗	kʰiɐm4	kʰiɐm³¹	
702	潛	ʦʰim4	ʦʰim³¹	
3531	黔	kʰim4	kʰim³¹	
3532	黔	kʰim4	kʰim³¹	
690	錢	ʦʰin4	ʦʰin³¹	
733	淺	ʦʰiɛn2	ʦʰiɛn³²³	
4381	遣	hin2	hin³²³	
4382	譴	hin2	hin³²³	
4394	欠	him3	him³³	
4395	芡	him3	him³³	
3258	茜	ɬɐi1	ɬɐi⁴⁵	
2947	倩	ɬin6	ɬin⁵²	
4529	嵌	hɐm3	hɐm³³	又读ʦʰim³³
703	塹	ʦʰim3	ʦʰim³³	
4374	歉	hip8	hip³	
4387	縴	hin1	hin⁴⁵	
3438	羌	kiɛŋ1	kiɛŋ⁴⁵	
5367	戕			
4310	腔	huɔŋ1	huɔŋ⁴⁵	
728	槍	ʦʰiɛŋ1	ʦʰiɛŋ⁴⁵	
729	鎗	ʦʰiɛŋ1	ʦʰiɛŋ⁴⁵	
5368	鎗			
730	鏘	ʦʰiɛŋ1	ʦʰiɛŋ⁴⁵	
3431	強	kiɛŋ4	kiɛŋ³¹	強壯
3537	強	kʰiɛŋ6	kʰiɛŋ⁵²	倔強
3538	強	kʰiɛŋ5	kʰiɛŋ³¹²	勉強
710	薔	ʦʰiɛŋ4	ʦʰiɛŋ³¹	
711	牆	ʦʰiɛŋ4	ʦʰiɛŋ³¹	
721	搶	ʦʰiɛŋ2	ʦʰiɛŋ³²³	
731	搶	ʦʰiɛŋ1	ʦʰiɛŋ⁴⁵	
5369	襁			
720	嗆	ʦʰiɛŋ3	ʦʰiɛŋ³³	嗆鼻
732	嗆	ʦʰiɛŋ1	ʦʰiɛŋ⁴⁵	食急氣逆
677	悄	ʦʰiu1	ʦʰiu⁴⁵	
4470	敲	hau1	hau⁴⁵	
5051	鍬			
3507	蹺	kʰiu3	kʰiu³³	白读kʰiɐu³³
3503	喬	kʰiu4	kʰiu³¹	
3504	僑	kʰiu4	kʰiu³¹	
5370	蕎			
668	憔	ʦʰiu4	ʦʰiu³¹	
3505	橋	kʰiu4	kʰiu³¹	
669	樵	ʦʰiu4	ʦʰiu³¹	
670	瞧	ʦʰiu4	ʦʰiu³¹	
4466	巧	hau2	hau³²³	又读kiu³²³
672	俏	ʦʰiu3	ʦʰiu³³	
673	峭	ʦʰiu3	ʦʰiu³³	
4330	殼	huɔk8	huɔk³	
3384	撬	kiu6	kiu⁵²	
674	鞘	ʦʰiu3	ʦʰiu³³	
3506	翹	kʰiu4	kʰiu³¹	翹首
3508	翹	kʰiu3	kʰiu³³	白读kʰiɐu³³
3509	竅	kʰiu3	kʰiu³³	
3445	茄	kiɛ4	kiɛ³¹	茄瓜
3664	茄	kʰa1	kʰa⁴⁵	雪茄
742	且	ʦʰiɛ2	ʦʰiɛ³²³	
683	切	ʦʰit8	ʦʰit³	急切
904	切	ʦʰɐi3	ʦʰɐi³³	一切
686	妾	ʦʰip8	ʦʰip³	
4375	怯	hip8	hip³	
4376	愜	hip8	hip³	
3520	鍥	kʰit8	kʰit³	
1632	竊	sit8	sit³	
885	侵	ʦʰɐm1	ʦʰɐm⁴⁵	
3623	芹	kʰɐn4	kʰɐn³¹	
854	秦	ʦʰɐn4	ʦʰɐn³¹	
3543	琴	kʰiɐm4	kʰiɐm³¹	
3544	禽	kʰiɐm4	kʰiɐm³¹	
3624	勤	kʰɐn4	kʰɐn³¹	
3545	擒	kʰiɐm4	kʰiɐm³¹	
883	寢	ʦʰɐm2	ʦʰɐm³²³	
4260	沁	jɐm3	jɐm³³	春城ɬam³¹²
3817	撳	kɐm6	kɐm⁵²	又读kiɐm⁵²
788	青	ʦʰeŋ1	ʦʰeŋ⁴⁵	
4414	卿	heŋ1	heŋ⁴⁵	
4415	氫	heŋ1	heŋ⁴⁵	
789	清	ʦʰeŋ1	ʦʰeŋ⁴⁵	
3562	傾	kʰeŋ1	kʰeŋ⁴⁵	
4416	輕	heŋ1	heŋ⁴⁵	
945	蜻	ʦeŋ1	ʦeŋ⁴⁵	
780	情	ʦʰeŋ4	ʦʰeŋ³¹	
781	晴	ʦʰeŋ4	ʦʰeŋ³¹	
3556	擎	kʰeŋ4	kʰeŋ³¹	
3561	頃	kʰeŋ2	kʰeŋ³²³	
786	請	ʦʰeŋ2	ʦʰeŋ³²³	
5371	檾			
4411	慶	heŋ3	heŋ³³	
5052	磬			
864	親	ʦʰɐn3	ʦʰɐn³³	親家
875	親	ʦʰɐn1	ʦʰɐn⁴⁵	親人
4412	罄	heŋ3	heŋ³³	
5372	穹			
5053	煢			
3458	窮	kʰuŋ4	kʰuŋ³¹	
3557	瓊	kʰeŋ4	kʰeŋ³¹	
4409	丘	hiɐu1	hiɐu⁴⁵	
4410	邱	hiɐu1	hiɐu⁴⁵	
834	秋	ʦʰɐu1	ʦʰɐu⁴⁵	
3602	蚯	kʰɐu4	kʰɐu³¹	
5054	鞦			
5373	鰍			
819	囚	ʦʰɐu4	ʦʰɐu³¹	
3551	求	kʰiɐu4	kʰiɐu³¹	
5055	泅			
820	酋	ʦʰɐu4	ʦʰɐu³¹	
3552	球	kʰiɐu4	kʰiɐu³¹	
3553	毬	kʰiɐu4	kʰiɐu³¹	
821	遒	ʦʰɐu4	ʦʰɐu³¹	
3554	裘	kʰiɐu4	kʰiɐu³¹	
825	糗	ʦʰɐu3	ʦʰɐu³³	
3460	曲	kʰuk7	kʰuk⁴⁵	
3617	屈	kʰɐt7	kʰɐt⁴⁵	
36	區	ʔɐu1	ʔɐu⁴⁵	區姓
3597	區	kʰei1	kʰei⁴⁵	區別
810	蛆	ʦʰei1	ʦʰei⁴⁵	
3598	嶇	kʰei1	kʰei⁴⁵	
811	趨	ʦʰei1	ʦʰei⁴⁵	
3599	軀	kʰei1	kʰei⁴⁵	
3461	麴	kʰuk7	kʰuk⁴⁵	
1086	黢	ʦɐn3	ʦɐn³³	
3600	驅	kʰei1	kʰei⁴⁵	
3583	渠	kʰei4	kʰei³¹	
5374	瞿			瞿塘峽
5375	瞿			瞿然一驚
808	取	ʦʰei2	ʦʰei³²³	
809	娶	ʦʰei2	ʦʰei³²³	
4425	去	hei3	hei³³	
806	趣	ʦʰei3	ʦʰei³³	
605	覷	ʦʰui3	ʦʰui³³	
3540	圈	kʰiɛn1	kʰiɛn⁴⁵	豬圈
4388	圈	hin1	hin⁴⁵	白读kʰiɛn⁴⁵
575	全	ʦʰun4	ʦʰun³¹	又读ʦʰin³¹
691	泉	ʦʰin4	ʦʰin³¹	
3528	拳	kʰin4	kʰin³¹	
692	痊	ʦʰin4	ʦʰin³¹	
693	詮	ʦʰin4	ʦʰin³¹	
3414	蜷	kin2	kin³²³	
5376	銓			
5056	鬈			
3529	權	kʰin4	kʰin³¹	
5057	顴			
4383	犬	hin2	hin³²³	
3530	券	kʰin3	kʰin³³	
4378	勸	hin3	hin³³	
4369	缺	hit8	hit³	
3521	闕	kʰit8	kʰit³	
5058	瘸			
3549	卻	kʰiɛk8	kʰiɛk³	
