漢字	聲部	韻部	聲	韻	調類
杈	出	嘉佳	tsʰ	a	1
炒	出	嘉佳	tsʰ	a	2
嗏	出	嘉佳	tsʰ	a	2
鈔	出	嘉佳	tsʰ	a	3
𠮟	出	嘉佳	tsʰ	a	3
詑	出	嘉佳	tsʰ	a	3
咤	出	嘉佳	tsʰ	a	3
訬	出	嘉佳	tsʰ	a	3
觘	出	嘉佳	tsʰ	a	3
册	出	嘉佳入	tsʰ	ak	4
冊	出	嘉佳入	tsʰ	ak	4
策	出	嘉佳入	tsʰ	ak	4
筞	出	嘉佳入	tsʰ	ak	4
柴	出	嘉佳	tsʰ	a	5
𡟭	出	嘉佳	tsʰ	a	5
祡	出	嘉佳	tsʰ	a	5
㾹	出	嘉佳	tsʰ	a	5
詑	低聲	歌高	t	ɔ	5
咤	他皆	燈庚入	tʰ	eiʔ	8
策	出	燈庚入	tsʰ	eiʔ	4
册	出	燈庚入	tsʰ	eiʔ	4
炒	出	郊交	tsʰ	au	2
霞	非風	嘉佳	h	a	5
瑕	非風	嘉佳	h	a	5
鰕	非風	嘉佳	h	a	5
蝦	非風	嘉佳	h	a	5
遐	非風	嘉佳	h	a	5
猳	非風	嘉佳	h	a	5
赮	非風	嘉佳	h	a	5
騢	非風	嘉佳	h	a	5
䪗	非風	嘉佳	h	a	5
𢝄	非風	嘉佳	h	a	5
蕸	非風	嘉佳	h	a	5
𢇗	非風	嘉佳	h	a	7
芐	非風	嘉佳	h	a	7
暇	非風	嘉佳	h	a	7
夏	非風	嘉佳	h	a	7
厦	非風	嘉佳	h	a	7
騢	他皆	釭綱入	tʰ	ouʔ	8
領	柳	聲正	l	iaŋ	2
令	柳	聲正	l	iaŋ	7
拎	柳	賓京	l	iŋ	1
領	柳	賓京	l	iŋ	2
廪	柳	賓京	l	iŋ	2
禀	柳	賓京	l	iŋ	2
檩	柳	賓京	l	iŋ	2
懔	柳	賓京	l	iŋ	2
凛	柳	賓京	l	iŋ	2
靂	柳	賓京入	l	iʔ	4
篥	柳	賓京入	l	iʔ	4
慄	柳	賓京入	l	iʔ	4
凓	柳	賓京入	l	iʔ	4
栗	柳	賓京入	l	iʔ	4
林	柳	賓京	l	iŋ	5
霖	柳	賓京	l	iŋ	5
淋	柳	賓京	l	iŋ	5
琳	柳	賓京	l	iŋ	5
薐	柳	賓京	l	iŋ	5
夌	柳	賓京	l	iŋ	5
菱	柳	賓京	l	iŋ	5
崚	柳	賓京	l	iŋ	5
陵	柳	賓京	l	iŋ	5
凌	柳	賓京	l	iŋ	5
綾	柳	賓京	l	iŋ	5
𣣋	柳	賓京	l	iŋ	5
臨	柳	賓京	l	iŋ	5
𡻵	柳	賓京	l	iŋ	5
瀶	柳	賓京	l	iŋ	5
麟	柳	賓京	l	iŋ	5
嶙	柳	賓京	l	iŋ	5
潾	柳	賓京	l	iŋ	5
磷	柳	賓京	l	iŋ	5
憐	柳	賓京	l	iŋ	5
怜	柳	賓京	l	iŋ	5
鱗	柳	賓京	l	iŋ	5
䗲	柳	賓京	l	iŋ	5
轔	柳	賓京	l	iŋ	5
遴	柳	賓京	l	iŋ	5
隣	柳	賓京	l	iŋ	5
靈	柳	賓京	l	iŋ	5
𦏰	柳	賓京	l	iŋ	5
𧖜	柳	賓京	l	iŋ	5
⿱雨仒	柳	賓京	l	iŋ	5
羚	柳	賓京	l	iŋ	5
零	柳	賓京	l	iŋ	5
𮖿	柳	賓京	l	iŋ	5
囹	柳	賓京	l	iŋ	5
苓	柳	賓京	l	iŋ	5
䴇	柳	賓京	l	iŋ	5
鴒	柳	賓京	l	iŋ	5
昤	柳	賓京	l	iŋ	5
炩	柳	賓京	l	iŋ	5
玲	柳	賓京	l	iŋ	5
鈴	柳	賓京	l	iŋ	5
齡	柳	賓京	l	iŋ	5
伶	柳	賓京	l	iŋ	5
彾	柳	賓京	l	iŋ	5
蛉	柳	賓京	l	iŋ	5
聆	柳	賓京	l	iŋ	5
翎	柳	賓京	l	iŋ	5
令	柳	賓京	l	iŋ	7
另	柳	賓京	l	iŋ	7
吝	柳	賓京	l	iŋ	7
藺	柳	賓京	l	iŋ	7
立	柳	賓京入	l	iʔ	8
笠	柳	賓京入	l	iʔ	8
屴	柳	賓京入	l	iʔ	8
栗	柳	賓京入	l	iʔ	8
瀝	柳	賓京入	l	iʔ	8
櫪	柳	賓京入	l	iʔ	8
靋	柳	賓京入	l	iʔ	8
櫟	柳	賓京入	l	iʔ	8
鮤	柳	賓京入	l	iʔ	8
力	柳	賓京入	l	iʔ	8
歷	柳	賓京入	l	iʔ	8
曆	柳	賓京入	l	iʔ	8
苙	柳	賓京入	l	iʔ	8
礫	柳	賓京入	l	iʔ	8
靂	柳	賓京入	l	iʔ	8
𩽏	柳	賓京入	l	iʔ	8
讈	柳	賓京入	l	iʔ	8
癧	柳	賓京入	l	iʔ	8
禀	邊	賓京	p	iŋ	2
孌	柳	賓京	l	iŋ	2
臠	柳	賓京	l	iŋ	2
卵	柳	賓京	l	iŋ	2
朊	柳	賓京	l	iŋ	2
鸞	柳	賓京	l	iŋ	5
鑾	柳	賓京	l	iŋ	5
巒	柳	賓京	l	iŋ	5
攣	柳	賓京	l	iŋ	5
圞	柳	賓京	l	iŋ	5
羉	柳	賓京	l	iŋ	5
⿰氵巒	柳	賓京	l	iŋ	5
欒	柳	賓京	l	iŋ	5
𢺈	柳	賓京	l	iŋ	5
㱍	柳	賓京	l	iŋ	5
𢍶	柳	賓京	l	iŋ	5
㡩	柳	賓京	l	iŋ	5
𨇼	柳	賓京	l	iŋ	5
灓	柳	賓京	l	iŋ	5
䜌	柳	賓京	l	iŋ	5
亂	柳	賓京	l	iŋ	7
乱	柳	賓京	l	iŋ	7
屴	柳	燈庚入	l	eiʔ	8
癧	柳	燈庚入	l	eiʔ	8
臠	柳	光	l	uoŋ	2
攣	柳	光	l	uoŋ	7
孌	柳	光	l	uoŋ	7
卵	柳	釭綱	l	ouŋ	7
櫟	柳	之箕	l	i	5
併	邊	聲正	p	iaŋ	3
壁	邊	奇迦入	p	iak	4
賓	邊	賓京	p	iŋ	1
蠙	邊	賓京	p	iŋ	1
濱	邊	賓京	p	iŋ	1
繽	邊	賓京	p	iŋ	1
檳	邊	賓京	p	iŋ	1
兵	邊	賓京	p	iŋ	1
梹	邊	賓京	p	iŋ	1
邠	邊	賓京	p	iŋ	1
豳	邊	賓京	p	iŋ	1
冰	邊	賓京	p	iŋ	1
彬	邊	賓京	p	iŋ	1
斌	邊	賓京	p	iŋ	1
丙	邊	賓京	p	iŋ	2
炳	邊	賓京	p	iŋ	2
牝	邊	賓京	p	iŋ	2
秉	邊	賓京	p	iŋ	2
箳	邊	賓京	p	iŋ	2
𥟱	邊	賓京	p	iŋ	2
迸	邊	賓京	p	iŋ	3
併	邊	賓京	p	iŋ	3
鬢	邊	賓京	p	iŋ	3
儐	邊	賓京	p	iŋ	3
擯	邊	賓京	p	iŋ	3
嬪	邊	賓京	p	iŋ	3
殯	邊	賓京	p	iŋ	3
臏	邊	賓京	p	iŋ	3
屏	邊	賓京	p	iŋ	3
筆	邊	賓京入	p	iʔ	4
必	邊	賓京入	p	iʔ	4
畢	邊	賓京入	p	iʔ	4
篳	邊	賓京入	p	iʔ	4
璧	邊	賓京入	p	iʔ	4
壁	邊	賓京入	p	iʔ	4
䦼	邊	賓京入	p	iʔ	4
煏	邊	賓京入	p	iʔ	4
𧥑	邊	賓京入	p	iʔ	4
逼	邊	賓京入	p	iʔ	4
伻	邊	賓京	p	iŋ	5
萍	邊	賓京	p	iŋ	5
蘋	邊	賓京	p	iŋ	5
䍈	邊	賓京	p	iŋ	5
瓶	邊	賓京	p	iŋ	5
頻	邊	賓京	p	iŋ	5
嚬	邊	賓京	p	iŋ	5
顰	邊	賓京	p	iŋ	5
瀕	邊	賓京	p	iŋ	5
憑	邊	賓京	p	iŋ	5
凴	邊	賓京	p	iŋ	5
屏	邊	賓京	p	iŋ	5
駢	邊	賓京	p	iŋ	5
帡	邊	賓京	p	iŋ	5
胼	邊	賓京	p	iŋ	5
貧	邊	賓京	p	iŋ	5
苹	邊	賓京	p	iŋ	5
胓	邊	賓京	p	iŋ	5
𨆱	邊	賓京	p	iŋ	5
凭	邊	賓京	p	iŋ	5
泙	邊	賓京	p	iŋ	5
𧭹	邊	賓京	p	iŋ	5
𪕒	邊	賓京	p	iŋ	5
𨏞	邊	賓京	p	iŋ	5
並	邊	賓京	p	iŋ	7
竝	邊	賓京	p	iŋ	7
弼	邊	賓京入	p	iʔ	8
甓	邊	賓京入	p	iʔ	8
闢	邊	賓京入	p	iʔ	8
奭	邊	賓京入	p	iʔ	8
襫	邊	賓京入	p	iʔ	8
奭	時授	賓京入	s	iʔ	4
奭	非風	賓京入	h	iʔ	4
般	邊	賓京	p	iŋ	1
搬	邊	賓京	p	iŋ	1
半	邊	賓京	p	iŋ	3
絆	邊	賓京	p	iŋ	3
𨒃	邊	賓京	p	iŋ	3
逼	波	燈庚入	pʰ	eiʔ	4
驚	求	聲正	k	iaŋ	1
經	求	聲正	k	iaŋ	1
鏡	求	聲正	k	iaŋ	3
吉	氣悉	聲正入	kʰ	iaʔ	4
京	求	賓京	k	iŋ	1
勍	求	賓京	k	iŋ	1
黥	求	賓京	k	iŋ	1
鯨	求	賓京	k	iŋ	1
檠	求	賓京	k	iŋ	1
驚	求	賓京	k	iŋ	1
兢	求	賓京	k	iŋ	1
經	求	賓京	k	iŋ	1
今	求	賓京	k	iŋ	1
金	求	賓京	k	iŋ	1
涇	求	賓京	k	iŋ	1
均	求	賓京	k	iŋ	1
鈞	求	賓京	k	iŋ	1
擎	求	賓京	k	iŋ	1
景	求	賓京	k	iŋ	2
憬	求	賓京	k	iŋ	2
璟	求	賓京	k	iŋ	2
暻	求	賓京	k	iŋ	2
痙	求	賓京	k	iŋ	2
境	求	賓京	k	iŋ	2
錦	求	賓京	k	iŋ	2
緊	求	賓京	k	iŋ	2
卺	求	賓京	k	iŋ	2
儆	求	賓京	k	iŋ	2
警	求	賓京	k	iŋ	2
堇	求	賓京	k	iŋ	2
槿	求	賓京	k	iŋ	2
漌	求	賓京	k	iŋ	2
蟼	求	賓京	k	iŋ	2
憼	求	賓京	k	iŋ	2
敬	求	賓京	k	iŋ	3
禁	求	賓京	k	iŋ	3
竟	求	賓京	k	iŋ	3
鏡	求	賓京	k	iŋ	3
徑	求	賓京	k	iŋ	3
吉	求	賓京入	k	iʔ	4
拮	求	賓京入	k	iʔ	4
橘	求	賓京入	k	iʔ	4
桔	求	賓京入	k	iʔ	4
洁	求	賓京入	k	iʔ	4
佶	求	賓京入	k	iʔ	4
給	求	賓京入	k	iʔ	4
跲	求	賓京入	k	iʔ	4
亟	求	賓京入	k	iʔ	4
急	求	賓京入	k	iʔ	4
殛	求	賓京入	k	iʔ	4
訖	求	賓京入	k	iʔ	4
戟	求	賓京入	k	iʔ	4
伋	求	賓京入	k	iʔ	4
級	求	賓京入	k	iʔ	4
汲	求	賓京入	k	iʔ	4
𨸚	求	賓京入	k	iʔ	4
岌	求	賓京入	k	iʔ	4
棘	求	賓京入	k	iʔ	4
擊	求	賓京入	k	iʔ	4
激	求	賓京入	k	iʔ	4
䤎	求	賓京入	k	iʔ	4
㦘	求	賓京入	k	iʔ	4
恄	求	賓京入	k	iʔ	4
𨀙	求	賓京入	k	iʔ	4
獝	求	賓京入	k	iʔ	4
鞊	求	賓京入	k	iʔ	4
譤	求	賓京入	k	iʔ	4
彶	求	賓京入	k	iʔ	4
瓊	求	賓京	k	iŋ	5
煢	求	賓京	k	iŋ	5
荆	求	賓京	k	iŋ	5
睘	求	賓京	k	iŋ	5
勁	求	賓京	k	iŋ	7
頸	求	賓京	k	iŋ	7
脛	求	賓京	k	iŋ	7
踁	求	賓京	k	iŋ	7
陘	求	賓京	k	iŋ	7
競	求	賓京	k	iŋ	7
肣	求	賓京	k	iŋ	7
妗	求	賓京	k	iŋ	7
極	求	賓京入	k	iʔ	8
及	求	賓京入	k	iʔ	8
卺	氣悉	賓京	kʰ	iŋ	2
訖	語鳥	賓京入	ŋ	iʔ	4
伋	語鳥	賓京入	ŋ	iʔ	4
岌	語鳥	賓京入	ŋ	iʔ	4
䤎	求	銀恭入	k	yʔ	4
槿	求	銀恭	k	yŋ	7
亟	非風	之箕	h	i	3
屐	氣悉	聲正入	kʰ	iaʔ	8
頡	求	天堅入	k	ieʔ	4
鉗	氣悉	天堅	kʰ	ieŋ	5
岑	氣悉	天堅	kʰ	ieŋ	5
拑	氣悉	天堅	kʰ	ieŋ	5
卿	氣悉	賓京	kʰ	iŋ	1
欽	氣悉	賓京	kʰ	iŋ	1
輕	氣悉	賓京	kʰ	iŋ	1
傾	氣悉	賓京	kʰ	iŋ	1
衾	氣悉	賓京	kʰ	iŋ	1
矜	氣悉	賓京	kʰ	iŋ	1
衿	氣悉	賓京	kʰ	iŋ	1
襟	氣悉	賓京	kʰ	iŋ	1
嶔	氣悉	賓京	kʰ	iŋ	1
傾	氣悉	賓京	kʰ	iŋ	2
岑	氣悉	賓京	kʰ	iŋ	2
𩒵	氣悉	賓京	kʰ	iŋ	2
謦	氣悉	賓京	kʰ	iŋ	2
慶	氣悉	賓京	kʰ	iŋ	3
罄	氣悉	賓京	kʰ	iŋ	3
磬	氣悉	賓京	kʰ	iŋ	3
隙	氣悉	賓京入	kʰ	iʔ	4
騭	氣悉	賓京入	kʰ	iʔ	4
綌	氣悉	賓京入	kʰ	iʔ	4
泣	氣悉	賓京入	kʰ	iʔ	4
洫	氣悉	賓京入	kʰ	iʔ	4
喫	氣悉	賓京入	kʰ	iʔ	4
吃	氣悉	賓京入	kʰ	iʔ	4
琴	氣悉	賓京	kʰ	iŋ	5
禽	氣悉	賓京	kʰ	iŋ	5
檎	氣悉	賓京	kʰ	iŋ	5
芩	氣悉	賓京	kʰ	iŋ	5
拑	氣悉	賓京	kʰ	iŋ	5
鉗	氣悉	賓京	kʰ	iŋ	5
傾	氣悉	賓京	kʰ	iŋ	5
肯	氣悉	賓京	kʰ	iŋ	7
頡	氣悉	賓京入	kʰ	iʔ	8
詰	氣悉	賓京入	kʰ	iʔ	8
芨	氣悉	賓京入	kʰ	iʔ	8
笈	氣悉	賓京入	kʰ	iʔ	8
䲯	氣悉	賓京入	kʰ	iʔ	8
檄	氣悉	賓京入	kʰ	iʔ	8
屐	氣悉	賓京入	kʰ	iʔ	8
吃	語鳥	賓京入	ŋ	iʔ	4
岑	語鳥	賓京	ŋ	iŋ	5
肯	氣悉	燈庚	kʰ	eiŋ	2
鼎	低聲	聲正	t	iaŋ	2
𪔂	低聲	聲正	t	iaŋ	2
呈	低聲	聲正	t	iaŋ	5
埕	低聲	聲正	t	iaŋ	5
定	低聲	聲正	t	iaŋ	7
町	他皆	聲正	tʰ	iaŋ	2
錠	他皆	聲正	tʰ	iaŋ	7
秩	低聲	天堅入	t	ieʔ	8
禎	低聲	賓京	t	iŋ	1
貞	低聲	賓京	t	iŋ	1
鼎	低聲	賓京	t	iŋ	1
楨	低聲	賓京	t	iŋ	1
玎	低聲	賓京	t	iŋ	1
燈	低聲	賓京	t	iŋ	1
灯	低聲	賓京	t	iŋ	1
叮	低聲	賓京	t	iŋ	1
丁	低聲	賓京	t	iŋ	1
珍	低聲	賓京	t	iŋ	1
釘	低聲	賓京	t	iŋ	1
仃	低聲	賓京	t	iŋ	1
疔	低聲	賓京	t	iŋ	1
⿱穴占	低聲	賓京	t	iŋ	1
呈	低聲	賓京	t	iŋ	1
㐱	低聲	賓京	t	iŋ	1
徵	低聲	賓京	t	iŋ	1
懲	低聲	賓京	t	iŋ	1
砧	低聲	賓京	t	iŋ	1
頂	低聲	賓京	t	iŋ	2
酊	低聲	賓京	t	iŋ	2
町	低聲	賓京	t	iŋ	2
鼎	低聲	賓京	t	iŋ	2
𪔂	低聲	賓京	t	iŋ	2
薡	低聲	賓京	t	iŋ	2
濎	低聲	賓京	t	iŋ	2
訂	低聲	賓京	t	iŋ	3
釘	低聲	賓京	t	iŋ	3
綻	低聲	賓京	t	iŋ	3
鎮	低聲	賓京	t	iŋ	3
碇	低聲	賓京	t	iŋ	3
的	低聲	賓京入	t	iʔ	4
馰	低聲	賓京入	t	iʔ	4
玓	低聲	賓京入	t	iʔ	4
鏑	低聲	賓京入	t	iʔ	4
適	低聲	賓京入	t	iʔ	4
啇	低聲	賓京入	t	iʔ	4
嫡	低聲	賓京入	t	iʔ	4
甋	低聲	賓京入	t	iʔ	4
滴	低聲	賓京入	t	iʔ	4
窒	低聲	賓京入	t	iʔ	4
桎	低聲	賓京入	t	iʔ	4
陳	低聲	賓京	t	iŋ	5
塵	低聲	賓京	t	iŋ	5
籐	低聲	賓京	t	iŋ	5
藤	低聲	賓京	t	iŋ	5
澄	低聲	賓京	t	iŋ	5
亭	低聲	賓京	t	iŋ	5
婷	低聲	賓京	t	iŋ	5
停	低聲	賓京	t	iŋ	5
廷	低聲	賓京	t	iŋ	5
霆	低聲	賓京	t	iŋ	5
庭	低聲	賓京	t	iŋ	5
蜓	低聲	賓京	t	iŋ	5
埕	低聲	賓京	t	iŋ	5
定	低聲	賓京	t	iŋ	7
陳	低聲	賓京	t	iŋ	7
陣	低聲	賓京	t	iŋ	7
朕	低聲	賓京	t	iŋ	7
𩄛	低聲	賓京	t	iŋ	7
錠	低聲	賓京	t	iŋ	7
𥇓	低聲	賓京	t	iŋ	7
直	低聲	賓京入	t	iʔ	8
敵	低聲	賓京入	t	iʔ	8
擲	低聲	賓京入	t	iʔ	8
躑	低聲	賓京入	t	iʔ	8
翟	低聲	賓京入	t	iʔ	8
籊	低聲	賓京入	t	iʔ	8
濯	低聲	賓京入	t	iʔ	8
笛	低聲	賓京入	t	iʔ	8
迪	低聲	賓京入	t	iʔ	8
狄	低聲	賓京入	t	iʔ	8
侄	低聲	賓京入	t	iʔ	8
姪	低聲	賓京入	t	iʔ	8
荻	低聲	賓京入	t	iʔ	8
逖	低聲	賓京入	t	iʔ	8
滌	低聲	賓京入	t	iʔ	8
覿	低聲	賓京入	t	iʔ	8
蟄	低聲	賓京入	t	iʔ	8
秩	低聲	賓京入	t	iʔ	8
砧	他皆	賓京	tʰ	iŋ	1
砧	曾之	賓京	ts	iŋ	1
桎	曾之	賓京入	ts	iʔ	4
適	時授	賓京入	s	iʔ	4
秩	鶯亦	賓京入		iʔ	8
燈	低聲	燈庚	t	eiŋ	1
灯	低聲	燈庚	t	eiŋ	1
藤	低聲	燈庚	t	eiŋ	5
籐	低聲	燈庚	t	eiŋ	5
澄	低聲	燈庚	t	eiŋ	5
濯	曾之	釭綱入	ts	ouʔ	8
徵	低聲	之箕	t	i	2
躃	波	奇迦	pʰ	ia	2
僻	波	奇迦入	pʰ	iak	4
𧾑	波	奇迦入	pʰ	iak	4
拼	波	賓京	pʰ	iŋ	1
𩰝	波	賓京	pʰ	iŋ	1
品	波	賓京	pʰ	iŋ	2
頩	波	賓京	pʰ	iŋ	2
聘	波	賓京	pʰ	iŋ	3
娉	波	賓京	pʰ	iŋ	3
騁	波	賓京	pʰ	iŋ	3
疋	波	賓京入	pʰ	iʔ	4
匹	波	賓京入	pʰ	iʔ	4
鴄	波	賓京入	pʰ	iʔ	4
霹	波	賓京入	pʰ	iʔ	4
僻	波	賓京入	pʰ	iʔ	4
劈	波	賓京入	pʰ	iʔ	4
癖	波	賓京入	pʰ	iʔ	4
碧	波	賓京入	pʰ	iʔ	4
薜	波	賓京入	pʰ	iʔ	4
𧾑	波	賓京入	pʰ	iʔ	4
躃	波	賓京入	pʰ	iʔ	4
鷿	波	賓京入	pʰ	iʔ	4
𧠣	波	賓京入	pʰ	iʔ	4
㱸	波	賓京入	pʰ	iʔ	4
鼊	波	賓京入	pʰ	iʔ	4
釽	波	賓京入	pʰ	iʔ	4
偵	低聲	聲正	t	iaŋ	2
聽	他皆	聲正	tʰ	iaŋ	1
程	他皆	聲正	tʰ	iaŋ	5
汀	他皆	賓京	tʰ	iŋ	1
琛	他皆	賓京	tʰ	iŋ	1
鴆	他皆	賓京	tʰ	iŋ	1
忱	他皆	賓京	tʰ	iŋ	1
聽	他皆	賓京	tʰ	iŋ	1
挺	他皆	賓京	tʰ	iŋ	2
梃	他皆	賓京	tʰ	iŋ	2
艇	他皆	賓京	tʰ	iŋ	2
逞	他皆	賓京	tʰ	iŋ	2
脡	他皆	賓京	tʰ	iŋ	2
鋌	他皆	賓京	tʰ	iŋ	2
郢	他皆	賓京	tʰ	iŋ	2
珽	他皆	賓京	tʰ	iŋ	2
䩠	他皆	賓京	tʰ	iŋ	2
𥏎	他皆	賓京	tʰ	iŋ	2
聽	他皆	賓京	tʰ	iŋ	3
趁	他皆	賓京	tʰ	iŋ	3
疢	他皆	賓京	tʰ	iŋ	3
偵	他皆	賓京	tʰ	iŋ	3
勅	他皆	賓京入	tʰ	iʔ	4
勑	他皆	賓京入	tʰ	iʔ	4
飭	他皆	賓京入	tʰ	iʔ	4
裼	他皆	賓京入	tʰ	iʔ	4
惕	他皆	賓京入	tʰ	iʔ	4
踢	他皆	賓京入	tʰ	iʔ	4
剔	他皆	賓京入	tʰ	iʔ	4
𩮜	他皆	賓京入	tʰ	iʔ	4
踶	他皆	賓京入	tʰ	iʔ	4
陟	他皆	賓京入	tʰ	iʔ	4
慗	他皆	賓京入	tʰ	iʔ	4
倜	他皆	賓京入	tʰ	iʔ	4
程	他皆	賓京	tʰ	iŋ	5
裎	他皆	賓京	tʰ	iŋ	5
酲	他皆	賓京	tʰ	iŋ	5
沉	他皆	賓京	tʰ	iŋ	5
酖	他皆	賓京	tʰ	iŋ	5
飭	時授	賓京入	s	iʔ	4
正	曾之	聲正	ts	iaŋ	1
正	曾之	聲正	ts	iaŋ	3
隻	曾之	奇迦入	ts	iak	4
跡	曾之	奇迦入	ts	iak	4
迹	曾之	奇迦入	ts	iak	4
真	曾之	賓京	ts	iŋ	1
嗔	曾之	賓京	ts	iŋ	1
精	曾之	賓京	ts	iŋ	1
睛	曾之	賓京	ts	iŋ	1
菁	曾之	賓京	ts	iŋ	1
征	曾之	賓京	ts	iŋ	1
怔	曾之	賓京	ts	iŋ	1
𦚦	曾之	賓京	ts	iŋ	1
正	曾之	賓京	ts	iŋ	1
蒸	曾之	賓京	ts	iŋ	1
烝	曾之	賓京	ts	iŋ	1
斟	曾之	賓京	ts	iŋ	1
旌	曾之	賓京	ts	iŋ	1
津	曾之	賓京	ts	iŋ	1
箴	曾之	賓京	ts	iŋ	1
症	曾之	賓京	ts	iŋ	1
晶	曾之	賓京	ts	iŋ	1
升	曾之	賓京	ts	iŋ	1
癥	曾之	賓京	ts	iŋ	1
枕	曾之	賓京	ts	iŋ	2
振	曾之	賓京	ts	iŋ	2
賑	曾之	賓京	ts	iŋ	2
縝	曾之	賓京	ts	iŋ	2
軫	曾之	賓京	ts	iŋ	2
疹	曾之	賓京	ts	iŋ	2
抍	曾之	賓京	ts	iŋ	2
拯	曾之	賓京	ts	iŋ	2
殄	曾之	賓京	ts	iŋ	2
䪴	曾之	賓京	ts	iŋ	2
整	曾之	賓京	ts	iŋ	2
震	曾之	賓京	ts	iŋ	3
正	曾之	賓京	ts	iŋ	3
症	曾之	賓京	ts	iŋ	3
證	曾之	賓京	ts	iŋ	3
政	曾之	賓京	ts	iŋ	3
進	曾之	賓京	ts	iŋ	3
晋	曾之	賓京	ts	iŋ	3
縉	曾之	賓京	ts	iŋ	3
榗	曾之	賓京	ts	iŋ	3
瑨	曾之	賓京	ts	iŋ	3
溍	曾之	賓京	ts	iŋ	3
浸	曾之	賓京	ts	iŋ	3
職	曾之	賓京入	ts	iʔ	4
織	曾之	賓京入	ts	iʔ	4
緝	曾之	賓京入	ts	iʔ	4
輯	曾之	賓京入	ts	iʔ	4
隻	曾之	賓京入	ts	iʔ	4
積	曾之	賓京入	ts	iʔ	4
勣	曾之	賓京入	ts	iʔ	4
蹟	曾之	賓京入	ts	iʔ	4
跡	曾之	賓京入	ts	iʔ	4
迹	曾之	賓京入	ts	iʔ	4
質	曾之	賓京入	ts	iʔ	4
執	曾之	賓京入	ts	iʔ	4
縶	曾之	賓京入	ts	iʔ	4
稷	曾之	賓京入	ts	iʔ	4
鯽	曾之	賓京入	ts	iʔ	4
唧	曾之	賓京入	ts	iʔ	4
脊	曾之	賓京入	ts	iʔ	4
瘠	曾之	賓京入	ts	iʔ	4
嵴	曾之	賓京入	ts	iʔ	4
鶺	曾之	賓京入	ts	iʔ	4
䆶	曾之	賓京入	ts	iʔ	4
蹠	曾之	賓京入	ts	iʔ	4
跖	曾之	賓京入	ts	iʔ	4
秷	曾之	賓京入	ts	iʔ	4
馽	曾之	賓京入	ts	iʔ	4
即	曾之	賓京入	ts	iʔ	4
踖	曾之	賓京入	ts	iʔ	4
秦	曾之	賓京	ts	iŋ	5
螓	曾之	賓京	ts	iŋ	5
𤚩	曾之	賓京	ts	iŋ	5
情	曾之	賓京	ts	iŋ	5
暒	曾之	賓京	ts	iŋ	5
䝼	曾之	賓京	ts	iŋ	5
静	曾之	賓京	ts	iŋ	7
靖	曾之	賓京	ts	iŋ	7
净	曾之	賓京	ts	iŋ	7
盡	曾之	賓京	ts	iŋ	7
燼	曾之	賓京	ts	iŋ	7
藎	曾之	賓京	ts	iŋ	7
儘	曾之	賓京	ts	iŋ	7
𥵧	曾之	賓京	ts	iŋ	7
贐	曾之	賓京	ts	iŋ	7
集	曾之	賓京入	ts	iʔ	8
籍	曾之	賓京入	ts	iʔ	8
寂	曾之	賓京入	ts	iʔ	8
疾	曾之	賓京入	ts	iʔ	8
蒺	曾之	賓京入	ts	iʔ	8
嫉	曾之	賓京入	ts	iʔ	8
升	時授	賓京	s	iŋ	1
菁	出	賓京	tsʰ	iŋ	1
緝	出	賓京入	tsʰ	iʔ	4
嗔	低聲	燈庚	t	eiŋ	5
箴	曾之	燈庚	ts	eiŋ	1
癥	低聲	之箕	t	i	2
質	曾之	之箕	ts	i	3
疹	蒙美	東江	m	øŋ	2
馹	鶯亦	奇迦入		iak	8
𨊓	日女	賓京	n	iŋ	2
聹	日女	賓京	n	iŋ	2
𩕳	日女	賓京	n	iŋ	2
尼	日女	賓京入	n	iʔ	4
怩	日女	賓京入	n	iʔ	4
昵	日女	賓京入	n	iʔ	4
眤	日女	賓京入	n	iʔ	4
寧	日女	賓京	n	iŋ	5
嚀	日女	賓京	n	iŋ	5
濘	日女	賓京	n	iŋ	5
認	日女	賓京	n	iŋ	7
佞	日女	賓京	n	iŋ	7
媵	日女	賓京	n	iŋ	7
甯	日女	賓京	n	iŋ	7
寧	日女	賓京	n	iŋ	7
儜	日女	賓京	n	iŋ	7
日	日女	賓京入	n	iʔ	8
汨	日女	賓京入	n	iʔ	8
溺	日女	賓京入	n	iʔ	8
匿	日女	賓京入	n	iʔ	8
暱	日女	賓京入	n	iʔ	8
䁥	日女	賓京入	n	iʔ	8
惄	日女	賓京入	n	iʔ	8
馹	日女	賓京入	n	iʔ	8
𩈢	日女	賓京入	n	iʔ	8
搦	日女	賓京入	n	iʔ	8
𪐌	日女	賓京入	n	iʔ	8
尼	日女	西街	n	ɛ	5
怩	日女	西街	n	ɛ	5
聲	時授	聲正	s	iaŋ	1
城	時授	聲正	s	iaŋ	5
成	時授	聲正	s	iaŋ	5
淅	曾之	天堅入	ts	ieʔ	4
晰	曾之	天堅入	ts	ieʔ	4
蜥	曾之	天堅入	ts	ieʔ	4
澠	蒙美	天堅	m	ieŋ	2
食	時授	奇迦入	s	iak	8
星	時授	賓京	s	iŋ	1
惺	時授	賓京	s	iŋ	1
猩	時授	賓京	s	iŋ	1
醒	時授	賓京	s	iŋ	1
鍟	時授	賓京	s	iŋ	1
鯹	時授	賓京	s	iŋ	1
身	時授	賓京	s	iŋ	1
