漢字	IPA	IPA调类	注释
狀	ʦɔŋ⁵²	tsɔŋ6	
撞	ʦɔŋ⁵²	tsɔŋ6	
鷓	ʦe⁴⁴³	tse5	
嗻	ʦɛ²¹	tsɛ2	语气词
姐	ʦɛ³⁵	tsɛ3	
者	ʦɛ³⁵	tsɛ3	
借	ʦɛ⁴⁴³	tsɛ5	
蔗	ʦɛ⁴⁴³	tsɛ5	
嗟	ʦɛ⁴⁵	tsɛ1	语气词
遮	ʦɛ⁴⁵	tsɛ1	
啫	ʦɛ⁴⁵	tsɛ1	～喱
這	ʦɛ⁴⁵	tsɛ1	读书音
謝	ʦɛ⁵²	tsɛ6	
榭	ʦɛ⁵²	tsɛ6	
茬	ʦʰa²¹	tsʰa2	～和：弄糟，使失败
茶	ʦʰa²¹	tsʰa2	
查	ʦʰa²¹	tsʰa2	调～
搽	ʦʰa²¹	tsʰa2	
猹	ʦʰa²¹	tsʰa2	
槎	ʦʰa²¹	tsʰa2	
痄	ʦʰa²¹	tsʰa2	～催：腮腺炎
詫	ʦʰa⁴⁴³	tsʰa5	
叉	ʦʰa⁴⁵	tsʰa1	
杈	ʦʰa⁴⁵	tsʰa1	
衩	ʦʰa⁴⁵	tsʰa1	
岔	ʦʰa⁴⁵	tsʰa1	分～
差	ʦʰa⁴⁵	tsʰa1	～别
柴	ʦʰai²¹	tsʰai2	
豺	ʦʰai²¹	tsʰai2	
薺	ʦʰɐi²¹	tsʰɐi2	又读，～菜
齊	ʦʰɐi²¹	tsʰɐi2	
踩	ʦʰai³⁵	tsʰai3	
沏	ʦʰɐi⁴⁴³	tsʰɐi5	
砌	ʦʰɐi⁴⁴³	tsʰɐi5	又读，现在较为常用
猜	ʦʰai⁴⁵	tsʰai1	
差	ʦʰai⁴⁵	tsʰai1	出～
釵	ʦʰai⁴⁵	tsʰai1	
振	ʦʰai⁴⁵	tsʰai1	动词，压、揉拌
妻	ʦʰɐi⁴⁵	tsʰɐi1	
棲	ʦʰɐi⁴⁵	tsʰɐi1	
淒	ʦʰɐi⁴⁵	tsʰɐi1	
萋	ʦʰɐi⁴⁵	tsʰɐi1	
棲	ʦʰɐi⁴⁵	tsʰɐi1	
冊	ʦʰak⁴⁵	tsʰak7a	
測	ʦʰak⁴⁵	tsʰak7a	
策	ʦʰak⁴⁵	tsʰak7a	
拆	ʦʰak⁴⁵	tsʰak7a	
拆	ʦʰak⁴⁵	tsʰak7a	重孙的孙
坼	ʦʰak⁴⁵	tsʰak7a	裂纹，裂缝
吒	ʦʰak⁴⁵	tsʰak7a	
賊	ʦʰak⁵²	tsʰak8	
蠶	ʦʰam²¹	tsʰam2	
慚	ʦʰam²¹	tsʰam2	
饞	ʦʰam²¹	tsʰam2	
劖	ʦʰam²¹	tsʰam2	
沉	ʦʰɐm²¹	tsʰɐm2	
覃	ʦʰɐm²¹	tsʰɐm2	
尋	ʦʰɐm²¹	tsʰɐm2	
慘	ʦʰam³⁵	tsʰam3	
攙	ʦʰam³⁵	tsʰam3	
篸	ʦʰam³⁵	tsʰam3	一种簸箕
寢	ʦʰɐm³⁵	tsʰɐm3	
懺	ʦʰam⁴⁴³	tsʰam5	
杉	ʦʰam⁴⁴³	tsʰam5	松～
㖊	ʦʰɐm⁴⁴³	tsʰɐm5	爱唠叨
參	ʦʰam⁴⁵	tsʰam1	～加
侵	ʦʰɐm⁴⁵	tsʰɐm1	
□	ʦʰɐm⁵²	tsʰɐm6	猜□tsʰin6～：猜拳，剪刀石头布
殘	ʦʰan²¹	tsʰan2	
塵	ʦʰɐn²¹	tsʰɐn2	
陳	ʦʰɐn²¹	tsʰɐn2	
呈	ʦʰɐn²¹	tsʰɐn2	
埕	ʦʰɐn²¹	tsʰɐn2	
程	ʦʰɐn²¹	tsʰɐn2	
懲	ʦʰɐn²¹	tsʰɐn2	
逞	ʦʰɐn²¹	tsʰɐn2	
秦	ʦʰɐn²¹	tsʰɐn2	
情	ʦʰɐn²¹	tsʰɐn2	
晴	ʦʰɐn²¹	tsʰɐn2	
旬	ʦʰɐn²¹	tsʰɐn2	
巡	ʦʰɐn²¹	tsʰɐn2	
循	ʦʰɐn²¹	tsʰɐn2	
產	ʦʰan³⁵	tsʰan3	
鏟	ʦʰan³⁵	tsʰan3	
蠢	ʦʰɐn³⁵	tsʰɐn3	
請	ʦʰɐn³⁵	tsʰɐn3	
診	ʦʰɐn³⁵	tsʰɐn3	
疹	ʦʰɐn³⁵	tsʰɐn3	
拯	ʦʰɐn³⁵	tsʰɐn3	
燦	ʦʰan⁴⁴³	tsʰan5	
璨	ʦʰan⁴⁴³	tsʰan5	
襯	ʦʰɐn⁴⁴³	tsʰɐn5	
趁	ʦʰɐn⁴⁴³	tsʰɐn5	
稱	ʦʰɐn⁴⁴³	tsʰɐn5	
秤	ʦʰɐn⁴⁴³	tsʰɐn5	
餐	ʦʰan⁴⁵	tsʰan1	
稱	ʦʰɐn⁴⁵	tsʰɐn1	
春	ʦʰɐn⁴⁵	tsʰɐn1	
椿	ʦʰɐn⁴⁵	tsʰɐn1	
親	ʦʰɐn⁴⁵	tsʰɐn1	
青	ʦʰɐn⁴⁵	tsʰɐn1	
清	ʦʰɐn⁴⁵	tsʰɐn1	
蜻	ʦʰɐn⁴⁵	tsʰɐn1	
層	ʦʰɐŋ²¹	tsʰɐŋ2	
曾	ʦʰɐŋ²¹	tsʰɐŋ2	
澄	ʦʰɐŋ²¹	tsʰɐŋ2	
橙	ʦʰɐŋ²¹	tsʰɐŋ2	
蹭	ʦʰɐŋ⁴⁴³	tsʰɐŋ5	
撐	ʦʰɐŋ⁴⁴³	tsʰɐŋ5	动词，瞪、睁
撐	ʦʰɐŋ⁴⁵	tsʰɐŋ1	
瞠	ʦʰɐŋ⁴⁵	tsʰɐŋ1	
罉	ʦʰɐŋ⁴⁵	tsʰɐŋ1	
插	ʦʰap⁴	tsʰap7b	
緝	ʦʰɐp⁴⁵	tsʰɐp7a	
輯	ʦʰɐp⁴⁵	tsʰɐp7a	
輯	ʦʰɐp⁴⁵	tsʰɐp7a	动词，跛行
箿	ʦʰɐp⁴⁵	tsʰɐp7a	
擦	ʦʰat⁴	tsʰat7b	
嚓	ʦʰat⁴	tsʰat7b	拟声词
察	ʦʰat⁴	tsʰat7b	
刷	ʦʰat⁴	tsʰat7b	
獺	ʦʰat⁴	tsʰat7b	
尺	ʦʰɐt⁴⁵	tsʰɐt7a	
呎	ʦʰɐt⁴⁵	tsʰɐt7a	英尺旧称
蚇	ʦʰɐt⁴⁵	tsʰɐt7a	～蠖虫
斥	ʦʰɐt⁴⁵	tsʰɐt7a	
赤	ʦʰɐt⁴⁵	tsʰɐt7a	
敕	ʦʰɐt⁴⁵	tsʰɐt7a	
出	ʦʰɐt⁴⁵	tsʰɐt7a	
七	ʦʰɐt⁴⁵	tsʰɐt7a	
柒	ʦʰɐt⁴⁵	tsʰɐt7a	
戚	ʦʰɐt⁴⁵	tsʰɐt7a	
漆	ʦʰɐt⁴⁵	tsʰɐt7a	
巢	ʦʰau²¹	tsʰau2	
溧	ʦʰau²¹	tsʰau2	
繅	ʦʰau²¹	tsʰau2	
曹	ʦʰɐu²¹	tsʰɐu2	
嘈	ʦʰɐu²¹	tsʰɐu2	争吵，吵架
漕	ʦʰɐu²¹	tsʰɐu2	
槽	ʦʰɐu²¹	tsʰɐu2	
仇	ʦʰɐu²¹	tsʰɐu2	～恨
綢	ʦʰɐu²¹	tsʰɐu2	
酬	ʦʰɐu²¹	tsʰɐu2	
稠	ʦʰɐu²¹	tsʰɐu2	
愁	ʦʰɐu²¹	tsʰɐu2	发～
籌	ʦʰɐu²¹	tsʰɐu2	
囚	ʦʰɐu²¹	tsʰɐu2	
售	ʦʰɐu²¹	tsʰɐu2	
吵	ʦʰau³⁵	tsʰau3	
炒	ʦʰau³⁵	tsʰau3	
草	ʦʰɐu³⁵	tsʰɐu3	
抄	ʦʰau⁴⁴³	tsʰau5	翻动、找寻
糙	ʦʰɐu⁴⁴³	tsʰɐu5	
湊	ʦʰɐu⁴⁴³	tsʰɐu5	
燥	ʦʰɐu⁴⁴³	tsʰɐu5	
躁	ʦʰɐu⁴⁴³	tsʰɐu5	
抄	ʦʰau⁴⁵	tsʰau1	～写
鈔	ʦʰau⁴⁵	tsʰau1	
觘	ʦʰau⁴⁵	tsʰau1	牛用角顶
操	ʦʰɐu⁴⁵	tsʰɐu1	
抽	ʦʰɐu⁴⁵	tsʰɐu1	
鈔	ʦʰau⁵²	tsʰau6	～～：钹
□	ʦʰɐu⁵²	tsʰɐu6	动词，用力摇，推搡
戳	ʦʰɔk⁴	tsʰɔk7b	
戳	ʦʰɔk⁵²	tsʰɔk8	对男生殖器的俗称
藏	ʦʰɔŋ²¹	tsʰɔŋ2	收～
廠	ʦʰɔŋ³⁵	tsʰɔŋ3	
敞	ʦʰɔŋ³⁵	tsʰɔŋ3	宽～
闖	ʦʰɔŋ³⁵	tsʰɔŋ3	
倉	ʦʰɔŋ⁴⁵	tsʰɔŋ1	
傖	ʦʰɔŋ⁴⁵	tsʰɔŋ1	
蒼	ʦʰɔŋ⁴⁵	tsʰɔŋ1	
滄	ʦʰɔŋ⁴⁵	tsʰɔŋ1	
艙	ʦʰɔŋ⁴⁵	tsʰɔŋ1	
瘡	ʦʰɔŋ⁴⁵	tsʰɔŋ1	
窗	ʦʰɔŋ⁴⁵	tsʰɔŋ1	
創	ʦʰɔŋ⁴⁵	tsʰɔŋ1	～伤
笡	ʦʰe³⁵	tsʰe3	歪～：不正
尺	ʦʰe⁴⁵	tsʰe1	古代乐谱的记音符号
□	ʦʰeŋ⁵²	tsʰeŋ6	石头剪刀布的简单叫法
邪	ʦʰɛ²¹	tsʰɛ2	
斜	ʦʰɛ²¹	tsʰɛ2	～坡
扯	ʦʰɛ³⁵	tsʰɛ3	
且	ʦʰɛ³⁵	tsʰɛ3	
笡	ʦʰɛ⁴⁴³	tsʰɛ5	好～：很陡
車	ʦʰɛ⁴⁵	tsʰɛ1	汽～
奢	ʦʰɛ⁴⁵	tsʰɛ1	
唓	ʦʰɛ⁵²	tsʰɛ6	语气词
池	ʦʰi²¹	tsʰi2	
弛	ʦʰi²¹	tsʰi2	
馳	ʦʰi²¹	tsʰi2	
遲	ʦʰi²¹	tsʰi2	
持	ʦʰi²¹	tsʰi2	
墀	ʦʰi²¹	tsʰi2	丹～：天井
詞	ʦʰi²¹	tsʰi2	
茨	ʦʰi²¹	tsʰi2	
祠	ʦʰi²¹	tsʰi2	
瓷	ʦʰi²¹	tsʰi2	
辭	ʦʰi²¹	tsʰi2	
慈	ʦʰi²¹	tsʰi2	
磁	ʦʰi²¹	tsʰi2	
鶿	ʦʰi²¹	tsʰi2	
糍	ʦʰi²¹	tsʰi2	
臍	ʦʰi²¹	tsʰi2	
似	ʦʰi²¹	tsʰi2	
恃	ʦʰi²¹	tsʰi2	
眵	ʦʰi³⁵	tsʰi3	
齒	ʦʰi³⁵	tsʰi3	
侈	ʦʰi³⁵	tsʰi3	
恥	ʦʰi³⁵	tsʰi3	
此	ʦʰi³⁵	tsʰi3	
始	ʦʰi³⁵	tsʰi3	
廁	ʦʰi⁴⁴³	tsʰi5	
翅	ʦʰi⁴⁴³	tsʰi5	
次	ʦʰi⁴⁴³	tsʰi5	
刺	ʦʰi⁴⁴³	tsʰi5	
賜	ʦʰi⁴⁴³	tsʰi5	
砌	ʦʰi⁴⁴³	tsʰi5	又读，少用
差	ʦʰi⁴⁵	tsʰi1	参～
鴟	ʦʰi⁴⁵	tsʰi1	
蚩	ʦʰi⁴⁵	tsʰi1	
嗤	ʦʰi⁴⁵	tsʰi1	
癡	ʦʰi⁴⁵	tsʰi1	
魑	ʦʰi⁴⁵	tsʰi1	
黐	ʦʰi⁴⁵	tsʰi1	动词，粘
疵	ʦʰi⁴⁵	tsʰi1	
雌	ʦʰi⁴⁵	tsʰi1	
焯	ʦʰiak⁴	tsʰiak7b	
綽	ʦʰiak⁴	tsʰiak7b	
灼	ʦʰiak⁴	tsʰiak7b	
卓	ʦʰiak⁴	tsʰiak7b	
腸	ʦʰiaŋ²¹	tsʰiaŋ2	
場	ʦʰiaŋ²¹	tsʰiaŋ2	
牆	ʦʰiaŋ²¹	tsʰiaŋ2	
詳	ʦʰiaŋ²¹	tsʰiaŋ2	
祥	ʦʰiaŋ²¹	tsʰiaŋ2	
長	ʦʰiaŋ²¹	tsʰiaŋ2	～短
搶	ʦʰiaŋ³⁵	tsʰiaŋ3	
悵	ʦʰiaŋ⁴⁴³	tsʰiaŋ5	
暢	ʦʰiaŋ⁴⁴³	tsʰiaŋ5	
暢	ʦʰiaŋ⁴⁴³	tsʰiaŋ5	动词，把大面额钞票兑换为零钞
唱	ʦʰiaŋ⁴⁴³	tsʰiaŋ5	
戧	ʦʰiaŋ⁴⁴³	tsʰiaŋ5	动词，逆光，炫目，刺眼
熗	ʦʰiaŋ⁴⁴³	tsʰiaŋ5	炫目，刺眼
昌	ʦʰiaŋ⁴⁵	tsʰiaŋ1	
菖	ʦʰiaŋ⁴⁵	tsʰiaŋ1	
娼	ʦʰiaŋ⁴⁵	tsʰiaŋ1	
倡	ʦʰiaŋ⁴⁵	tsʰiaŋ1	
槍	ʦʰiaŋ⁴⁵	tsʰiaŋ1	
戧	ʦʰiaŋ⁴⁵	tsʰiaŋ1	又读
鏘	ʦʰiaŋ⁴⁵	tsʰiaŋ1	
潛	ʦʰim²¹	tsʰim2	
塹	ʦʰim⁴⁴³	tsʰim5	
殲	ʦʰim⁴⁵	tsʰim1	
櫼	ʦʰim⁴⁵	tsʰim1	动词，在缝中打入楔子
簽	ʦʰim⁴⁵	tsʰim1	
纏	ʦʰin²¹	tsʰin2	死～烂打
前	ʦʰin²¹	tsʰin2	
錢	ʦʰin²¹	tsʰin2	
踐	ʦʰin³⁵	tsʰin3	又读
淺	ʦʰin³⁵	tsʰin3	
殲	ʦʰin⁴⁵	tsʰin1	
千	ʦʰin⁴⁵	tsʰin1	
阡	ʦʰin⁴⁵	tsʰin1	
遷	ʦʰin⁴⁵	tsʰin1	
纖	ʦʰin⁴⁵	tsʰin1	
□	ʦʰin⁵²	tsʰin6	对猜拳游戏剪刀石头布的简单叫法
妾	ʦʰip⁴	tsʰip7b	
徹	ʦʰit⁴	tsʰit7b	
撤	ʦʰit⁴	tsʰit7b	
切	ʦʰit⁴	tsʰit7b	
設	ʦʰit⁴	tsʰit7b	
轍	ʦʰit⁴	tsʰit7b	
朝	ʦʰiu²¹	tsʰiu2	～代
潮	ʦʰiu²¹	tsʰiu2	
樵	ʦʰiu²¹	tsʰiu2	
瞧	ʦʰiu²¹	tsʰiu2	
剿	ʦʰiu³⁵	tsʰiu3	又读：～匪
俏	ʦʰiu⁴⁴³	tsʰiu5	
鞘	ʦʰiu⁴⁴³	tsʰiu5	
肖	ʦʰiu⁴⁴³	tsʰiu5	
超	ʦʰiu⁴⁵	tsʰiu1	
悄	ʦʰiu⁴⁵	tsʰiu1	
鍬	ʦʰiu⁴⁵	tsʰiu1	
釗	ʦʰiu⁴⁵	tsʰiu1	
昭	ʦʰiu⁴⁵	tsʰiu1	
坐	ʦʰo²¹	tsʰo2	白，～低：坐下
礎	ʦʰo³⁵	tsʰo3	
楚	ʦʰo³⁵	tsʰo3	
挫	ʦʰo⁴⁴³	tsʰo5	
銼	ʦʰo⁴⁴³	tsʰo5	
錯	ʦʰo⁴⁴³	tsʰo5	
初	ʦʰo⁴⁵	tsʰo1	
雛	ʦʰo⁴⁵	tsʰo1	
搓	ʦʰo⁴⁵	tsʰo1	动词，用手掌揉捏
磋	ʦʰo⁴⁵	tsʰo1	
蹉	ʦʰo⁴⁵	tsʰo1	
鋤	ʦʰœ²¹	tsʰœ2	
才	ʦʰoi²¹	tsʰoi2	
材	ʦʰoi²¹	tsʰoi2	
財	ʦʰoi²¹	tsʰoi2	
裁	ʦʰoi²¹	tsʰoi2	
采	ʦʰoi³⁵	tsʰoi3	
彩	ʦʰoi³⁵	tsʰoi3	
睬	ʦʰoi³⁵	tsʰoi3	
菜	ʦʰoi⁴⁴³	tsʰoi5	
蔡	ʦʰoi⁴⁴³	tsʰoi5	
塞	ʦʰoi⁴⁴³	tsʰoi5	边～
賽	ʦʰoi⁴⁴³	tsʰoi5	
崔	ʦʰoi⁴⁵	tsʰoi1	
催	ʦʰoi⁴⁵	tsʰoi1	
摧	ʦʰoi⁴⁵	tsʰoi1	
畜	ʦʰok⁴⁵	tsʰok7a	
搐	ʦʰok⁴⁵	tsʰok7a	
觸	ʦʰok⁴⁵	tsʰok7a	又读
矗	ʦʰok⁴⁵	tsʰok7a	
促	ʦʰok⁴⁵	tsʰok7a	
簇	ʦʰok⁴⁵	tsʰok7a	
蹴	ʦʰok⁴⁵	tsʰok7a	一～而就
束	ʦʰok⁴⁵	tsʰok7a	
速	ʦʰok⁴⁵	tsʰok7a	
蓄	ʦʰok⁴⁵	tsʰok7a	
蟲	ʦʰoŋ²¹	tsʰoŋ2	
崇	ʦʰoŋ²¹	tsʰoŋ2	～高
從	ʦʰoŋ²¹	tsʰoŋ2	
叢	ʦʰoŋ²¹	tsʰoŋ2	
松	ʦʰoŋ²¹	tsʰoŋ2	～树
重	ʦʰoŋ²¹	tsʰoŋ2	～复
寵	ʦʰoŋ³⁵	tsʰoŋ3	
塚	ʦʰoŋ³⁵	tsʰoŋ3	
揰	ʦʰoŋ⁴⁴³	tsʰoŋ5	动词，碰
沖	ʦʰoŋ⁴⁵	tsʰoŋ1	
充	ʦʰoŋ⁴⁵	tsʰoŋ1	
忡	ʦʰoŋ⁴⁵	tsʰoŋ1	
翀	ʦʰoŋ⁴⁵	tsʰoŋ1	多用于人名
憧	ʦʰoŋ⁴⁵	tsʰoŋ1	
匆	ʦʰoŋ⁴⁵	tsʰoŋ1	
蔥	ʦʰoŋ⁴⁵	tsʰoŋ1	
聰	ʦʰoŋ⁴⁵	tsʰoŋ1	
湧	ʦʰoŋ⁴⁵	tsʰoŋ1	河～
醜	ʦʰu²¹	tsʰu2	仆明～：捉迷藏，儿童游戏
醜	ʦʰu³⁵	tsʰu3	
瞅	ʦʰu³⁵	tsʰu3	
臭	ʦʰu⁴⁴³	tsʰu5	
處	ʦʰu⁴⁴³	tsʰu5	～所
醋	ʦʰu⁴⁴³	tsʰu5	
脆	ʦʰu⁴⁴³	tsʰu5	
翠	ʦʰu⁴⁴³	tsʰu5	
厝	ʦʰu⁴⁴³	tsʰu5	
措	ʦʰu⁴⁴³	tsʰu5	
趣	ʦʰu⁴⁴³	tsʰu5	
覷	ʦʰu⁴⁴³	tsʰu5	
嗅	ʦʰu⁴⁴³	tsʰu5	
溴	ʦʰu⁴⁴³	tsʰu5	
粗	ʦʰu⁴⁵	tsʰu1	
秋	ʦʰu⁴⁵	tsʰu1	
除	ʦʰy²¹	tsʰy2	
廚	ʦʰy²¹	tsʰy2	
躇	ʦʰy²¹	tsʰy2	
躕	ʦʰy²¹	tsʰy2	
杵	ʦʰy²¹	tsʰy2	
楮	ʦʰy²¹	tsʰy2	
儲	ʦʰy²¹	tsʰy2	
陲	ʦʰy²¹	tsʰy2	
槌	ʦʰy²¹	tsʰy2	
錘	ʦʰy²¹	tsʰy2	
署	ʦʰy²¹	tsʰy2	
隨	ʦʰy²¹	tsʰy2	
徐	ʦʰy²¹	tsʰy2	
佇	ʦʰy²¹	tsʰy2	
貯	ʦʰy²¹	tsʰy2	
柱	ʦʰy²¹	tsʰy2	
處	ʦʰy³⁵	tsʰy3	相～
取	ʦʰy³⁵	tsʰy3	
娶	ʦʰy³⁵	tsʰy3	
雛	ʦʰy⁴⁵	tsʰy1	
吹	ʦʰy⁴⁵	tsʰy1	
炊	ʦʰy⁴⁵	tsʰy1	
蛆	ʦʰy⁴⁵	tsʰy1	
趨	ʦʰy⁴⁵	tsʰy1	
□	ʦʰy⁵²	tsʰy6	叹词，表示厌恶、斥责等
傳	ʦʰyn²¹	tsʰyn2	流～
存	ʦʰyn²¹	tsʰyn2	
全	ʦʰyn²¹	tsʰyn2	
泉	ʦʰyn²¹	tsʰyn2	
揣	ʦʰyn³⁵	tsʰyn3	
踹	ʦʰyn³⁵	tsʰyn3	
喘	ʦʰyn³⁵	tsʰyn3	
串	ʦʰyn⁴⁴³	tsʰyn5	
寸	ʦʰyn⁴⁴³	tsʰyn5	
川	ʦʰyn⁴⁵	tsʰyn1	
穿	ʦʰyn⁴⁵	tsʰyn1	
村	ʦʰyn⁴⁵	tsʰyn1	
猝	ʦʰyt⁴	tsʰyt7b	
撮	ʦʰyt⁴	tsʰyt7b	
吱	ʦi²¹	tsi2	拟声词
住	ʦi²¹	tsi2	闸～：停下
仔	ʦi³⁵	tsi3	～细，读书音
止	ʦi³⁵	tsi3	
旨	ʦi³⁵	tsi3	
址	ʦi³⁵	tsi3	
芷	ʦi³⁵	tsi3	
紙	ʦi³⁵	tsi3	
祉	ʦi³⁵	tsi3	
指	ʦi³⁵	tsi3	
咫	ʦi³⁵	tsi3	只～有
趾	ʦi³⁵	tsi3	
子	ʦi³⁵	tsi3	
姊	ʦi³⁵	tsi3	
籽	ʦi³⁵	tsi3	读书音
梓	ʦi³⁵	tsi3	
紫	ʦi³⁵	tsi3	
至	ʦi⁴⁴³	tsi5	
志	ʦi⁴⁴³	tsi5	
摯	ʦi⁴⁴³	tsi5	
致	ʦi⁴⁴³	tsi5	
智	ʦi⁴⁴³	tsi5	
痣	ʦi⁴⁴³	tsi5	
置	ʦi⁴⁴³	tsi5	
螆	ʦi⁴⁵	tsi1	小虫子
之	ʦi⁴⁵	tsi1	
支	ʦi⁴⁵	tsi1	
卮	ʦi⁴⁵	tsi1	
芝	ʦi⁴⁵	tsi1	
吱	ʦi⁴⁵	tsi1	
枝	ʦi⁴⁵	tsi1	
知	ʦi⁴⁵	tsi1	
肢	ʦi⁴⁵	tsi1	
梔	ʦi⁴⁵	tsi1	
脂	ʦi⁴⁵	tsi1	
蜘	ʦi⁴⁵	tsi1	
孜	ʦi⁴⁵	tsi1	
諮	ʦi⁴⁵	tsi1	
姿	ʦi⁴⁵	tsi1	
茲	ʦi⁴⁵	tsi1	
資	ʦi⁴⁵	tsi1	
淄	ʦi⁴⁵	tsi1	
輜	ʦi⁴⁵	tsi1	
滋	ʦi⁴⁵	tsi1	
巳	ʦi⁵²	tsi6	
寺	ʦi⁵²	tsi6	
祀	ʦi⁵²	tsi6	
飼	ʦi⁵²	tsi6	
嗣	ʦi⁵²	tsi6	
豸	ʦi⁵²	tsi6	又读，尚～庙：在新城镇南外村
治	ʦi⁵²	tsi6	
峙	ʦi⁵²	tsi6	
痔	ʦi⁵²	tsi6	
稚	ʦi⁵²	tsi6	
自	ʦi⁵²	tsi6	
字	ʦi⁵²	tsi6	
牸	ʦi⁵²	tsi6	
爵	ʦiak⁴	tsiak7b	
嚼	ʦiak⁴	tsiak7b	
雀	ʦiak⁴	tsiak7b	
鵲	ʦiak⁴	tsiak7b	
勺	ʦiak⁴	tsiak7b	
芍	ʦiak⁴	tsiak7b	
著	ʦiak⁴	tsiak7b	～衫：穿衣服
只	ʦiak⁴	tsiak7b	一～
酌	ʦiak⁴	tsiak7b	
著	ʦiak⁵²	tsiak8	撞～
獎	ʦiaŋ³⁵	tsiaŋ3	
槳	ʦiaŋ³⁵	tsiaŋ3	
蔣	ʦiaŋ³⁵	tsiaŋ3	
長	ʦiaŋ³⁵	tsiaŋ3	～大
掌	ʦiaŋ³⁵	tsiaŋ3	
將	ʦiaŋ⁴⁴³	tsiaŋ5	
醬	ʦiaŋ⁴⁴³	tsiaŋ5	
漲	ʦiaŋ⁴⁴³	tsiaŋ5	
仗	ʦiaŋ⁴⁴³	tsiaŋ5	打～
帳	ʦiaŋ⁴⁴³	tsiaŋ5	
賬	ʦiaŋ⁴⁴³	tsiaŋ5	
脹	ʦiaŋ⁴⁴³	tsiaŋ5	
障	ʦiaŋ⁴⁴³	tsiaŋ5	
嶂	ʦiaŋ⁴⁴³	tsiaŋ5	
瘴	ʦiaŋ⁴⁴³	tsiaŋ5	
將	ʦiaŋ⁴⁵	tsiaŋ1	
漿	ʦiaŋ⁴⁵	tsiaŋ1	
張	ʦiaŋ⁴⁵	tsiaŋ1	
章	ʦiaŋ⁴⁵	tsiaŋ1	
彰	ʦiaŋ⁴⁵	tsiaŋ1	
樟	ʦiaŋ⁴⁵	tsiaŋ1	
蟑	ʦiaŋ⁴⁵	tsiaŋ1	
匠	ʦiaŋ⁵²	tsiaŋ6	
象	ʦiaŋ⁵²	tsiaŋ6	
像	ʦiaŋ⁵²	tsiaŋ6	
橡	ʦiaŋ⁵²	tsiaŋ6	
丈	ʦiaŋ⁵²	tsiaŋ6	
仗	ʦiaŋ⁵²	tsiaŋ6	～义
杖	ʦiaŋ⁵²	tsiaŋ6	
占	ʦim⁴⁴³	tsim5	
尖	ʦim⁴⁵	tsim1	
沾	ʦim⁴⁵	tsim1	
粘	ʦim⁴⁵	tsim1	～米
詹	ʦim⁴⁵	tsim1	
瞻	ʦim⁴⁵	tsim1	
漸	ʦim⁵²	tsim6	
剪	ʦin³⁵	tsin3	
碾	ʦin³⁵	tsin3	
展	ʦin³⁵	tsin3	
顫	ʦin⁴⁴³	tsin5	
煎	ʦin⁴⁴³	tsin5	～药
餞	ʦin⁴⁴³	tsin5	
薦	ʦin⁴⁴³	tsin5	
箭	ʦin⁴⁴³	tsin5	
戰	ʦin⁴⁴³	tsin5	
箋	ʦin⁴⁵	tsin1	
煎	ʦin⁴⁵	tsin1	～鱼
氈	ʦin⁴⁵	tsin1	
纏	ʦin⁵²	tsin6	一般单用作动词，用绳子等缠绕；缠着，贴身紧随。
賤	ʦin⁵²	tsin6	
踐	ʦin⁵²	tsin6	
接	ʦip⁴	tsip7b	
輒	ʦip⁴	tsip7b	
摺	ʦip⁴	tsip7b	动词，折叠
褶	ʦip⁴	tsip7b	
簿	ʦit⁴	tsit7b	俗字，动词，通过挤压而喷出
癤	ʦit⁴	tsit7b	
節	ʦit⁴	tsit7b	
蜇	ʦit⁴	tsit7b	
折	ʦit⁴	tsit7b	打～
哲	ʦit⁴	tsit7b	
浙	ʦit⁴	tsit7b	
捷	ʦit⁵²	tsit8	
婕	ʦit⁵²	tsit8	
睫	ʦit⁵²	tsit8	
截	ʦit⁵²	tsit8	
剿	ʦiu³⁵	tsiu3	又读：征～
沼	ʦiu³⁵	tsiu3	
醮	ʦiu⁴⁴³	tsiu5	
照	ʦiu⁴⁴³	tsiu5	
朝	ʦiu⁴⁵	tsiu1	今～
椒	ʦiu⁴⁵	tsiu1	
焦	ʦiu⁴⁵	tsiu1	
蕉	ʦiu⁴⁵	tsiu1	
招	ʦiu⁴⁵	tsiu1	
噍	ʦiu⁵²	tsiu6	动词，咀嚼
召	ʦiu⁵²	tsiu6	
兆	ʦiu⁵²	tsiu6	
詔	ʦiu⁵²	tsiu6	
趙	ʦiu⁵²	tsiu6	
阻	ʦo³⁵	tso3	文
左	ʦo³⁵	tso3	
佐	ʦo⁴⁴³	tso5	
咗	ʦo⁴⁵	tso1	语气词
助	ʦo⁵²	tso6	
坐	ʦo⁵²	tso6	文，读书音
唑	ʦo⁵²	tso6	
座	ʦo⁵²	tso6	
阻	ʦœ³⁵	tsœ3	白
俎	ʦœ³⁵	tsœ3	
抯	ʦœ⁴⁵	tsœ1	动词，扔掉
朘	ʦœ⁴⁵	tsœ1	小男孩的生殖器
宰	ʦoi³⁵	tsoi3	
載	ʦoi³⁵	tsoi3	年～
滓	ʦoi³⁵	tsoi3	
再	ʦoi⁴⁴³	tsoi5	
載	ʦoi⁴⁴³	tsoi5	～重
災	ʦoi⁴⁵	tsoi1	
哉	ʦoi⁴⁵	tsoi1	
栽	ʦoi⁴⁵	tsoi1	
