心	開	三	真A	入	精	臻	窸		s	ɪk	5	s	ɐk	5	s	ɐk	5	
心	開	三	真A	入	精	臻	悉		s	ɪk	5	s	ɐk	5	s	ɐk	5	
心	開	三	真A	入	精	臻	膝		s	ɐt	5	s	ɐt	5	s	ɐt	5	
心	合	三	真A	入	精	臻	恤		s	ɵt	5	s	ɐt	5	s	ɐt	5	
心	開	三	真A	入	精	臻	蟋		s	ɪk	5	s	ɐk	5	s	ɐk	5	
心	合	三	真A	入	精	臻	戌		s	ɵt	5	s	ɐt	5	s	ɐt	5	
書	開	三	真A	入	章	臻	失		s	ɐt	5	s	ɐt	5	s	ɐt	5	
書	開	三	真A	入	章	臻	室		s	ɐt	5	s	ɐt	5	s	ɐt	5	
船	合	三	真A	入	章	臻	朮		s	ɵt	3	s	ɐt	2	s	ɐt	2	
船	開	三	真A	入	章	臻	實		s	ɐt	3	s	ɐt	2	s	ɐt	2	
船	合	三	真A	入	章	臻	述		s	ɵt	3	s	ɐt	2	s	ɐt	2	
船	合	三	真A	入	章	臻	術		s	ɵt	3	s	ɐt	2	s	ɐt	2	
日	開	三	真A	入	日	臻	日		j	ɐt	3	j	ɐt	2	j	ɐt	2	
見	合	三	真A	入	見	臻	橘		kʷ	ɐt	5	kʷ	ɐt	5	k	ɐt	5	
見	開	三	真A	入	見	臻	吉		k	ɐt	5	k	ɐt	5	k	ɐt	5	
見	開	三	真A	入	見	臻	拮		k	ɐt	5	k	ɐt	5	k	ɐt	5	
影	開	三	真A	入	影	臻	壹		j	ɐt	5	j	ɐt	5	j	ɐt	5	
影	開	三	真A	入	影	臻	一		j	ɐt	5	j	ɐt	5	j	ɐt	5	
以	開	三	真A	入	以	臻	逸		j	ɐt	3	j	ɐt	2	j	ɐt	2	
以	開	三	真A	入	以	臻	溢		j	ɐt	3	j	ɐt	2	j	ɐt	2	
以	開	三	真A	入	以	臻	佚		j	ɐt	3	j	ɐt	2	j	ɐt	2	
以	合	三	真A	入	以	臻	鷸		w	ɐt	3	w	ɐt	2	w	ɐt	2	
幫	開	三	真A	入	幫	臻	必		p	it	5	p	it	5	p	it	5	
幫	開	三	真A	入	幫	臻	畢		p	ɐt	5	p	ɐt	5	p	ɐt	5	
明	開	三	真A	入	幫	臻	謐		m	ɐt	3	m	ɐt	2	m	ɐt	2	
明	開	三	真A	入	幫	臻	蜜		m	ɐt	3	m	ɐt	2	m	ɐt	2	
滂	開	三	真A	入	幫	臻	匹		pʰ	ɐt	5	pʰ	ɐt	5	pʰ	ɐt	5	
娘	開	三	真B	平	知	臻	紉		j	ɐn	33	j	ɐn	33	j	ɐn	22	
知	開	三	真B	平	知	臻	填		tʰ	in	51	tʰ	in	51	tʰ	in	51	
定	合	一	魂	平	端	臻	屯		tʰ	yn	51	tʰ	in	51	tʰ	yn	51	
知	合	三	真B	平	知	臻	屯											
知	開	三	真B	平	知	臻	珍		ts	ɐn	55	ts	ɐn	45	ts	ɐn	55	
知	開	三	真B	平	知	臻	鎮		ts	ɐn	33	ts	ɐn	33	ts	ɐn	22	
澄	開	三	真B	平	知	臻	塵		tsʰ	ɐn	51	tsʰ	ɐn	51	tsʰ	ɐn	51	
澄	開	三	真B	平	知	臻	陳		tsʰ	ɐn	51	tsʰ	ɐn	51	tsʰ	ɐn	51	
澄	開	三	真B	平	知	臻	趁		tsʰ	ɐn	33	tsʰ	ɐn	33	tsʰ	ɐn	22	
見	開	三	真B	平	見	臻	巾		k	ɐn	55	k	ɐn	45	k	ɐn	55	
疑	開	三	真B	平	見	臻	銀		ŋ	ɐn	51	ŋ	ɐn	51	ŋ	ɐn	51	
疑	開	三	真B	平	見	臻	垠		ŋ	ɐn	51	ŋ	ɐn	51	ŋ	ɐn	51	
幫	開	三	真B	平	幫	臻	份		f	ɐn	33	f	ɐn	33	f	ɐn	22	
幫	開	三	真B	平	幫	臻	彬		p	ɐn	55	p	ɐn	45	p	ɐn	55	
並	開	三	真B	平	幫	臻	貧		pʰ	ɐn	51	pʰ	ɐn	51	pʰ	ɐn	51	
明	開	三	真B	平	幫	臻	岷		m	ɐn	51	m	ɐn	51	m	ɐn	51	
明	開	三	真B	平	幫	臻	閩		m	ɐn	213	m	ɐn	21	m	ɐn	21	
云	合	三	真B	上	影	臻	隕		w	ɐn	213	w	ɐn	21	w	ɐn	21	
明	開	三	真B	上	幫	臻	憫		m	ɐn	213	m	ɐn	21	m	ɐn	21	
明	開	三	真B	上	幫	臻	敏		m	ɐn	213	m	ɐn	21	m	ɐn	21	
群	合	三	真B	上	見	臻	窘		kʷʰ	ɐn	33	kʷʰ	ɐn	33	kʰ	ɐn	22	
群	合	三	真B	上	見	臻	菌		kʷʰ	ɐn	213	kʷʰ	ɐn	21	kʰ	ɐn	21	
澄	開	三	真B	去	知	臻	陣		ts	ɐn	33	ts	ɐn	33	ts	ɐn	22	
初	開	三	真B	去	莊	臻	襯		tsʰ	ɐn	33	tsʰ	ɐn	33	tsʰ	ɐn	22	
群	開	三	真B	去	見	臻	瑾		k	ɐn	213	k	ɐn	21	k	ɐn	21	
群	開	三	真B	去	見	臻	僅		k	ɐn	213	k	ɐn	21	k	ɐn	21	
娘	開	三	真B	入	知	臻	暱		n	ɪk	5	n	ɐk	5	n	ɐk	5	
知	合	三	真B	入	知	臻	茁		ts	yt	3	ts	it	2	ts	yt	5	
知	開	三	真B	入	知	臻	窒		ts	ɐt	3	ts	ɐt	2	ts	ɐt	2	
徹	合	三	真B	入	知	臻	怵		ts	ɵt	5	ts	ɐt	5	ts	ɐt	5	
澄	開	三	真B	入	知	臻	秩		t	it	3	t	it	2	t	it	2	
澄	開	三	真B	入	知	臻	姪		ts	ɐt	3	ts	ɐt	2	ts	ɐt	2	
生	合	三	真B	入	莊	臻	蟀		s	ɵt	5	s	ɐt	5	s	ɐt	5	
影	開	三	真B	入	影	臻	乙			yt	3		it	2		yt	5	
幫	開	三	真B	入	幫	臻	筆		p	ɐt	5	p	ɐt	5	p	ɐt	5	
明	開	三	真B	入	幫	臻	密		m	ɐt	3	m	ɐt	2	m	ɐt	2	
莊	開	三	臻	入	莊	臻	櫛											
生	開	三	臻	入	莊	臻	瑟		s	ɐt	5	s	ɐt	5	s	ɐt	5	
生	開	三	臻	入	莊	臻	蝨		s	ɐt	5	s	ɐt	5	s	ɐt	5	
透	開	一	痕	平	端	臻	吞		tʰ	ɐn	55	tʰ	ɐn	45	tʰ	ɐn	55	
見	開	一	痕	平	見	臻	跟		k	ɐn	55	k	ɐn	45	k	ɐn	55	
見	開	一	痕	平	見	臻	根		k	ɐn	55	k	ɐn	45	k	ɐn	55	
匣	開	一	痕	平	影	臻	痕		h	ɐn	51	h	ɐn	51	h	ɐn	51	
影	開	一	痕	平	影	臻	恩		j	ɐn	55	j	ɐn	45	j	ɐn	55	
溪	開	一	痕	上	見	臻	墾		h	ɐn	213	h	ɐn	21	h	ɐn	21	
溪	開	一	痕	上	見	臻	懇		h	ɐn	213	h	ɐn	21	h	ɐn	21	
匣	開	一	痕	上	影	臻	很		h	ɐn	213	h	ɐn	21	h	ɐn	21	
匣	開	一	痕	去	影	臻	恨		h	ɐn	33	h	ɐn	33	h	ɐn	22	
端	合	一	魂	平	端	臻	墩		t	ɵn	55	t	ɐn	45	t	ɐn	55	
							墩		t	ɐn	55							
透	合	一	魂	平	端	臻	燉		t	ɐn	33	t	ɐn	33	t	ɐn	22	
定	合	一	魂	平	端	臻	臀		tʰ	yn	51	tʰ	in	51	tʰ	yn	51	
定	合	一	魂	平	端	臻	豚		tʰ	yn	51	tʰ	in	51	tʰ	yn	51	
定	合	一	魂	平	端	臻	沌		t	ɐn	33	t	ɐn	33	t	ɐn	22	
精	合	一	魂	平	精	臻	尊		ts	yn	55	ts	in	45	ts	yn	55	
清	合	一	魂	平	精	臻	村		tsʰ	yn	55	tsʰ	in	45	tsʰ	yn	55	
從	合	一	魂	平	精	臻	蹲		ts	ɵn	55	ts	ɐn	45	ts	ɐn	55	
							蹲		t	ɵn	55	t	ɐn	45	t	ɐn	55	
從	合	一	魂	平	精	臻	存		tsʰ	yn	51	tsʰ	in	51	tsʰ	yn	51	
心	合	一	魂	平	精	臻	孫		s	yn	55	s	in	45	s	yn	55	
心	合	一	魂	平	精	臻	飧											
見	合	一	魂	平	見	臻	昆		kʷʰ	ɐn	55	kʷʰ	ɐn	45	kʰ	ɐn	55	
溪	合	一	魂	平	見	臻	坤		kʷʰ	ɐn	55	kʷʰ	ɐn	45	kʰ	ɐn	55	
曉	合	一	魂	平	影	臻	昏		f	ɐn	55	f	ɐn	45	f	ɐn	55	
曉	合	一	魂	平	影	臻	婚		f	ɐn	55	f	ɐn	45	f	ɐn	55	
匣	合	一	魂	平	影	臻	渾		w	ɐn	51	w	ɐn	51	w	ɐn	51	渾人，雄渾
匣	合	一	魂	上	影	臻	渾		w	ɐn	33	w	ɐn	33	w	ɐn	22	同“混”
影	合	一	魂	平	影	臻	溫		w	ɐn	55	w	ɐn	45	w	ɐn	55	
幫	合	一	魂	平	幫	臻	奔		p	ɐn	55	p	ɐn	45	p	ɐn	55	
並	合	一	魂	平	幫	臻	盆		pʰ	un	51	pʰ	un	51	pʰ	un	51	
明	合	一	魂	平	幫	臻	門		m	un	51	m	un	51	m	un	51	
滂	合	一	魂	平	幫	臻	噴		pʰ	ɐn	33	pʰ	ɐn	33	pʰ	ɐn	22	
定	合	一	魂	上	端	臻	遁		t	ɵn	33	t	ɐn	33	t	ɐn	22	
清	合	一	魂	上	精	臻	忖											
從	合	一	魂	上	精	臻	鱒		ts	yn	55	ts	in	45	ts	yn	55	
心	合	一	魂	上	精	臻	損		s	yn	213	s	in	21	s	yn	21	
溪	合	一	魂	上	見	臻	壼											
匣	合	一	魂	上	影	臻	棍		kʷ	ɐn	33	kʷ	ɐn	33	k	ɐn	22	
匣	合	一	魂	上	影	臻	混		kʷ	ɐn	213	kʷ	ɐn	21	k	ɐn	21	
							混		w	ɐn	33	w	ɐn	33	w	ɐn	22	
影	合	一	魂	上	影	臻	穩		w	ɐn	213	w	ɐn	21	w	ɐn	21	
幫	合	一	魂	上	幫	臻	本		p	un	213	p	un	21	p	un	21	
幫	合	一	魂	上	幫	臻	笨		p	ɐn	33	p	ɐn	33	p	ɐn	22	
							笨		pʰ	ɐn	213	pʰ	ɐn	21	pʰ	ɐn	21	口語，厚
幫	合	一	魂	上	幫	臻	畚		f	ɐn	33	f	ɐn	33	f	ɐn	22	畚箕篸
							畚		p	un	213	p	un	21	p	un	21	
端	合	一	魂	去	端	臻	頓		t	ɵn	33	t	ɐn	33	t	ɐn	22	
							頓											
定	合	一	魂	去	端	臻	鈍		t	ɵn	33	t	ɐn	33	t	ɐn	22	
泥	合	一	魂	去	端	臻	嫩		n	yn	33	n	in	33	n	yn	22	
清	合	一	魂	去	精	臻	寸		tsʰ	yn	33	tsʰ	in	33	tsʰ	yn	22	
心	合	一	魂	去	精	臻	遜		s	ɵn	33	s	ɐn	33	s	ɐn	22	
溪	合	一	魂	去	見	臻	困		kʷʰ	ɐn	33	kʷʰ	ɐn	33	kʰ	ɐn	22	
							困		w	ɐn	33	w	ɐn	33	w	ɐn	22	白，囚禁
明	合	一	魂	去	幫	臻	悶		m	un	33	m	un	33	m	un	22	
端	合	一	魂	入	端	臻	咄		ts	yt	3	ts	it	2	ts	yt	2	
透	合	一	魂	入	端	臻	突		t	ɐt	3	t	ɐt	2	t	ɐt	2	
定	合	一	魂	入	端	臻	凸		t	ɐt	3	t	ɐt	2	t	ɐt	2	
心	合	一	魂	入	精	臻	屑		s	it	3	s	it	2	s	it	5	
心	合	一	魂	入	精	臻	窣		s	ɵt	5	s	ɐt	5	s	ɐt	5	
見	合	一	魂	入	見	臻	骨		kʷ	ɐt	5	kʷ	ɐt	5	k	ɐt	5	
匣	合	二	山	入	影	山	滑		w	at	3	w	at	2	w	at	2	
見	合	一	魂	入	見	臻	滑											
溪	合	一	魂	入	見	臻	窟		kʷʰ	ɐt	5	kʷʰ	ɐt	5	kʰ	ɐt	5	
							窟		f	ɐt	5	f	ɐt	5	f	ɐt	5	屎窟
疑	合	一	魂	入	見	臻	兀		ŋ	ɐt	5	ŋ	ɐt	5	ŋ	ɐt	5	
曉	合	一	魂	入	影	臻	惚		f	ɐt	5	f	ɐt	5	f	ɐt	5	
曉	合	一	魂	入	影	臻	忽		f	ɐt	5	f	ɐt	5	f	ɐt	5	
並	合	一	魂	入	幫	臻	脖		p	ut	3	p	ut	2	p	ut	2	
並	合	一	魂	入	幫	臻	渤		p	ut	3	p	ut	2	p	ut	2	
並	合	一	魂	入	幫	臻	勃		p	ut	3	p	ut	2	p	ut	2	
明	合	一	魂	入	幫	臻	沒		m	ut	3	m	ut	2	m	ut	2	
見	開	三	欣	平	見	臻	筋		k	ɐn	55	k	ɐn	45	k	ɐn	55	
見	開	三	欣	平	見	臻	斤		k	ɐn	55	k	ɐn	45	k	ɐn	55	
疑	開	三	欣	平	見	臻	齦		ŋ	ɐn	51	ŋ	ɐn	51	ŋ	ɐn	51	
曉	開	三	欣	平	影	臻	欣		j	ɐn	55	j	ɐn	45	j	ɐn	55	
影	開	三	欣	平	影	臻	殷		j	ɐn	55	j	ɐn	45	j	ɐn	55	
影	開	二	山	平	影	山	殷											
群	開	三	欣	平	見	臻	芹		kʰ	ɐn	51	kʰ	ɐn	51	kʰ	ɐn	51	
群	開	三	欣	平	見	臻	勤		kʰ	ɐn	51	kʰ	ɐn	51	kʰ	ɐn	51	
見	開	三	欣	上	見	臻	槿		k	ɐn	213	k	ɐn	21	k	ɐn	21	
見	開	三	欣	上	見	臻	謹		k	ɐn	213	k	ɐn	21	k	ɐn	21	
影	開	三	欣	上	影	臻	隱		j	ɐn	213	j	ɐn	21	j	ɐn	21	
群	開	三	欣	上	見	臻	近		kʰ	ɐn	213	kʰ	ɐn	21	kʰ	ɐn	21	好近
群	開	三	欣	去	見	臻	近		k	ɐn	33	k	ɐn	33	k	ɐn	22	靠近
見	開	三	欣	入	見	臻	吃		k	ɐt	3	k	ɐt	2	k	ɐt	2	口吃
							吃		j	ak	3	j	ak	2	j	ak	5	吃飯
溪	開	三	欣	入	見	臻	乞		h	at	5	h	at	5	h	at	5	
疑	開	三	欣	入	見	臻	屹		ŋ	ɐt	5	ŋ	ɐt	5	ŋ	ɐt	5	
曉	開	三	欣	入	影	臻	迄		ŋ	ɐt	5	ŋ	ɐt	5	ŋ	ɐt	5	
見	合	三	文	平	見	臻	軍		kʷ	ɐn	55	kʷ	ɐn	45	k	ɐn	55	
見	合	三	文	平	見	臻	君		kʷ	ɐn	55	kʷ	ɐn	45	k	ɐn	55	
曉	合	三	文	平	影	臻	薰		f	ɐn	55	f	ɐn	45	f	ɐn	55	
							薰		h	yn	55							正薰街
曉	合	三	文	平	影	臻	醺		f	ɐn	55	f	ɐn	45	f	ɐn	55	
曉	合	三	文	平	影	臻	燻		f	ɐn	55	f	ɐn	45	f	ɐn	55	
曉	合	三	文	平	影	臻	勛		f	ɐn	55	f	ɐn	45	f	ɐn	55	
影	合	三	文	平	影	臻	蘊		w	ɐn	213	w	ɐn	21	w	ɐn	21	
云	合	三	文	平	影	臻	云		w	ɐn	51	w	ɐn	51	w	ɐn	51	
云	合	三	文	平	影	臻	雲		w	ɐn	51	w	ɐn	51	w	ɐn	51	
云	合	三	文	平	影	臻	芸		w	ɐn	51	w	ɐn	51	w	ɐn	51	
云	合	三	文	平	影	臻	員			yn	51		in	51		yn	51	
云	合	三	文	平	影	臻	耘		w	ɐn	51	w	ɐn	51	w	ɐn	51	
幫	合	三	文	平	幫	臻	分		f	ɐn	55	f	ɐn	45	f	ɐn	55	分開
並	合	三	文	去	幫	臻	分		f	ɐn	33	f	ɐn	33	f	ɐn	22	本分
幫	合	三	文	平	幫	臻	扮		p	an	33	p	an	33	p	an	22	
並	合	三	文	平	幫	臻	焚		f	ɐn	51	f	ɐn	51	f	ɐn	51	
並	合	三	文	平	幫	臻	墳		f	ɐn	51	f	ɐn	51	f	ɐn	51	
並	合	三	文	平	幫	臻	頒		p	an	55	p	an	45	p	an	55	
並	合	三	文	平	幫	臻	氛		f	ɐn	55	f	ɐn	45	f	ɐn	55	
明	合	三	文	平	幫	臻	聞		m	ɐn	51	m	ɐn	51	m	ɐn	51	
明	合	三	文	平	幫	臻	文		m	ɐn	51	m	ɐn	51	m	ɐn	51	
							文											
明	合	三	文	平	幫	臻	蚊		m	ɐn	55	m	ɐn	45	m	ɐn	55	
明	合	三	文	平	幫	臻	紋		m	ɐn	51	m	ɐn	51	m	ɐn	51	
滂	合	三	文	平	幫	臻	芬		f	ɐn	55	f	ɐn	45	f	ɐn	55	
滂	合	三	文	平	幫	臻	紛		f	ɐn	55	f	ɐn	45	f	ɐn	55	
影	合	三	文	上	影	臻	醞		w	ɐn	213	w	ɐn	21	w	ɐn	21	
幫	合	三	文	上	幫	臻	粉		f	ɐn	213	f	ɐn	21	f	ɐn	21	
並	合	三	文	上	幫	臻	憤		f	ɐn	213	f	ɐn	21	f	ɐn	21	
明	合	三	文	上	幫	臻	刎		m	ɐn	213	m	ɐn	21	m	ɐn	21	
明	合	三	文	上	幫	臻	吻		m	ɐn	213	m	ɐn	21	m	ɐn	21	
滂	合	三	文	上	幫	臻	忿		f	ɐn	213	f	ɐn	21	f	ɐn	21	
曉	合	三	文	去	影	臻	訓		kʷʰ	ɐn	33	kʷʰ	ɐn	33	kʰ	ɐn	22	
							訓		f	ɐn	33	f	ɐn	33	f	ɐn	22	
云	合	三	文	去	影	臻	運		w	ɐn	33	w	ɐn	33	w	ɐn	22	
云	合	三	文	去	影	臻	韻		w	ɐn	33	w	ɐn	33	w	ɐn	22	
云	合	三	文	去	影	臻	暈		w	ɐn	33	w	ɐn	33	w	ɐn	22	日暈
							暈		w	ɐn	51	w	ɐn	51	w	ɐn	51	頭暈
幫	合	三	文	去	幫	臻	糞		f	ɐn	33	f	ɐn	33	f	ɐn	22	
幫	合	三	文	去	幫	臻	奮		f	ɐn	213	f	ɐn	21	f	ɐn	21	
幫	合	三	文	去	幫	臻	拚		pʰ	un	33	pʰ	un	33	pʰ	un	22	
明	合	三	文	去	幫	臻	問		m	ɐn	33	m	ɐn	33	m	ɐn	22	
明	合	三	文	去	幫	臻	紊		m	ɐn	33	m	ɐn	33	m	ɐn	22	
群	合	三	文	去	見	臻	郡		kʷ	ɐn	33	kʷ	ɐn	33	k	ɐn	22	
見	合	三	文	入	見	臻	屈		kʷʰ	ɐt	5	kʷʰ	ɐt	5	kʰ	ɐt	5	
							屈		w	ɐt	5	w	ɐt	5	w	ɐt	5	
影	合	三	文	入	影	臻	鬱		w	ɐt	5	w	ɐt	5	w	ɐt	5	
幫	合	三	文	入	幫	臻	弗		f	ɐt	5	f	ɐt	5	f	ɐt	5	
並	合	三	文	入	幫	臻	佛		f	ɐt	3	f	ɐt	2	f	ɐt	2	佛教
							佛		f	ɐt	5	f	ɐt	5	f	ɐt	5	仿佛
明	合	三	文	入	幫	臻	物		m	ɐt	3	m	ɐt	2	m	ɐt	2	
明	合	三	文	入	幫	臻	勿		m	ɐt	3	m	ɐt	2	m	ɐt	2	
滂	合	三	文	入	幫	臻	拂		f	ɐt	5	f	ɐt	5	f	ɐt	5	
							拂		p	ɐt	3	p	ɐt	2	p	ɐt	2	拂塵
滂	合	三	文	入	幫	臻	彿		f	ɐt	5	f	ɐt	5	f	ɐt	5	
群	合	三	文	入	見	臻	掘		kʷ	ɐt	3	kʷ	at	2	k	ɐt	2	
群	合	三	文	入	見	臻	倔		kʷ	ɐt	3	kʷ	at	2	k	ɐt	2	
群	合	三	文	入	見	臻	崛		kʷ	ɐt	3	kʷ	at	2	k	ɐt	2	
端	合	一	寒	平	端	山	端		t	yn	55	t	in	45	t	yn	55	
端	開	一	寒	平	端	山	單		t	an	55	t	an	45	t	an	55	單純
常	開	三	仙A	平	章	山	單		s	in	51	s	in	51	s	in	51	單于
常	開	三	仙A	去	章	山	單		s	in	33	s	in	33	s	in	22	姓單
端	開	一	寒	平	端	山	殫											
端	開	一	寒	平	端	山	丹		t	an	55	t	an	45	t	an	55	
透	合	一	寒	平	端	山	湍		tʰ	ɵn	55	tʰ	ɐn	45	tʰ	ɐn	55	
透	開	一	寒	平	端	山	嘆		tʰ	an	33	tʰ	an	33	tʰ	an	22	
透	開	一	寒	平	端	山	攤		tʰ	an	55	tʰ	an	45	tʰ	an	55	
透	開	一	寒	平	端	山	灘		tʰ	an	55	tʰ	an	45	tʰ	an	55	
定	合	一	寒	平	端	山	團		tʰ	yn	51	tʰ	in	51	tʰ	yn	51	
定	開	一	寒	平	端	山	壇		tʰ	an	51	tʰ	an	51	tʰ	an	51	
定	開	一	寒	平	端	山	檀		tʰ	an	51	tʰ	an	51	tʰ	an	51	
定	開	一	寒	平	端	山	彈		tʰ	an	51	tʰ	an	51	tʰ	an	51	彈劾
定	開	一	寒	去	端	山	彈		t	an	33	t	an	33	t	an	22	彈丸
定	開	一	寒	平	端	山	但		t	an	33	t	an	33	t	an	22	
泥	開	一	寒	平	端	山	難		n	an	51	n	an	51	n	an	51	困難
泥	開	一	寒	去	端	山	難		n	an	33	n	an	33	n	an	22	難民
來	開	一	寒	平	來	山	闌		l	an	51	l	an	51	l	an	51	
來	合	一	寒	平	來	山	巒		l	yn	51	l	in	51	l	yn	51	
來	開	一	寒	平	來	山	蘭		l	an	51	l	an	51	l	an	51	
來	開	一	寒	平	來	山	瀾		l	an	51	l	an	51	l	an	51	
來	開	一	寒	平	來	山	攔		l	an	51	l	an	51	l	an	51	
來	開	一	寒	平	來	山	欄		l	an	51	l	an	51	l	an	51	
精	合	一	寒	平	精	山	鑽		ts	yn	33	ts	in	33	ts	yn	22	
清	開	一	寒	平	精	山	餐		tsʰ	an	55	tsʰ	an	45	tsʰ	an	55	
從	開	一	寒	平	精	山	殘		tsʰ	an	51	tsʰ	an	51	tsʰ	an	51	
心	開	一	寒	平	精	山	跚		s	an	55	s	an	45	s	an	55	
心	合	一	寒	平	精	山	酸		s	yn	55	s	in	45	s	yn	55	
心	開	一	寒	平	精	山	珊		s	an	55	s	an	45	s	an	55	
心	合	一	寒	平	精	山	痠		s	yn	55	s	in	45	s	yn	55	
心	開	一	寒	平	精	山	姍		s	an	55	s	an	45	s	an	55	
見	合	一	寒	平	見	山	棺		k	un	55	k	un	45	k	un	55	
見	開	一	寒	平	見	山	奸		k	an	55	k	an	45	k	an	55	
見	開	一	寒	平	見	山	肝		k	ɔn	55	k	ɔn	45	k	ɔn	55	
見	開	一	寒	平	見	山	竿		k	ɔn	55	k	ɔn	45	k	ɔn	55	
見	合	一	寒	平	見	山	觀		k	un	55	k	un	45	k	un	55	參觀
見	合	一	寒	去	見	山	觀		k	un	33	k	un	33	k	un	22	道觀
見	合	一	寒	平	見	山	冠		k	un	55	k	un	45	k	un	55	衣冠
見	合	一	寒	去	見	山	冠		k	un	33	k	un	33	k	un	22	冠軍
見	合	一	寒	平	見	山	官		k	un	55	k	un	45	k	un	55	
見	合	一	寒	平	見	山	貫		k	un	33	k	un	33	k	un	22	
見	合	一	寒	平	見	山	倌		k	un	55	k	un	45	k	un	55	
見	開	一	寒	平	見	山	乾		k	ɔn	55	k	ɔn	45	k	ɔn	55	乾燥
群	開	三	仙B	平	見	山	乾		kʰ	in	51	kʰ	in	51	kʰ	in	51	乾坤
見	開	一	寒	平	見	山	干		k	ɔn	55	k	ɔn	45	k	ɔn	55	
溪	開	一	寒	平	見	山	刊		h	ɔn	213	h	ɔn	21	h	ɔn	21	
溪	合	一	寒	平	見	山	寬		h	un	55	h	un	45	h	un	55	
溪	開	一	寒	平	見	山	看		h	ɔn	55	h	ɔn	45	h	ɔn	55	看守
溪	開	一	寒	去	見	山	看		h	ɔn	33	h	ɔn	33	h	ɔn	22	看待
曉	合	一	寒	平	影	山	歡		h	un	55	h	un	45	h	un	55	
曉	開	一	寒	平	影	山	鼾		h	ɔn	51	h	ɔn	51	h	ɔn	51	
匣	開	一	寒	去	影	山	汗		h	ɔn	33	h	ɔn	33	h	ɔn	22	流汗
匣	開	一	寒	平	影	山	汗		h	ɔn	51	h	ɔn	51	h	ɔn	51	可汗
匣	合	一	寒	平	影	山	桓		h	un	51	h	un	51	h	un	51	
匣	開	一	寒	平	影	山	翰		h	ɔn	33	h	ɔn	33	h	ɔn	22	
匣	合	一	寒	平	影	山	院			yn	33		in	33		yn	22	
匣	開	一	寒	平	影	山	寒		h	ɔn	51	h	ɔn	51	h	ɔn	51	
匣	合	一	寒	平	影	山	完			yn	51		in	51		yn	51	
匣	開	一	寒	平	影	山	韓		h	ɔn	51	h	ɔn	51	h	ɔn	51	
匣	合	一	寒	平	影	山	丸			yn	51		in	51		yn	51	
影	開	一	寒	平	影	山	安			ɔn	55		ɔn	45		ɔn	55	
幫	開	一	寒	平	幫	山	般		p	un	55	p	un	45	p	un	55	
並	開	一	寒	平	幫	山	般											
並	開	一	寒	平	幫	山	蹣											
並	開	一	寒	平	幫	山	盤		pʰ	un	51	pʰ	un	51	pʰ	un	51	
明	開	一	寒	平	幫	山	饅		m	an	33	m	an	33	m	an	22	
明	合	三	元	去	幫	山	蔓		m	an	33	m	an	33	m	an	22	
明	開	一	寒	平	幫	山	蔓											
明	開	一	寒	平	幫	山	鰻		m	an	33	m	an	33	m	an	22	
明	開	一	寒	平	幫	山	瞞		m	un	51	m	un	51	m	un	51	
明	開	一	寒	平	幫	山	曼		m	an	33	m	an	33	m	an	22	
滂	開	一	寒	平	幫	山	拌		pʰ	un	33	pʰ	un	33	p	un	22	
滂	開	一	寒	平	幫	山	潘		pʰ	un	55	pʰ	un	45	pʰ	un	55	
端	合	一	寒	上	端	山	斷		t	yn	33	t	in	33	t	yn	22	診斷
定	合	一	寒	上	端	山	斷		tʰ	yn	213	tʰ	in	21	tʰ	yn	21	斷咗
端	合	一	寒	去	端	山	斷											
端	合	一	寒	上	端	山	短		t	yn	213	t	in	21	t	yn	21	
透	開	一	寒	上	端	山	坦		tʰ	an	213	tʰ	an	21	tʰ	an	21	
透	合	一	寒	上	端	山	瘓		h	un	33	h	un	33	h	un	22	
定	開	一	寒	上	端	山	誕		t	an	33	t	an	33	t	an	22	
定	開	一	寒	上	端	山	袒		tʰ	an	213	tʰ	an	21	tʰ	an	21	
定	合	一	寒	上	端	山	緞		t	yn	33	t	in	33	t	yn	22	
泥	合	一	寒	上	端	山	暖		n	yn	213	n	in	21	n	yn	21	
來	開	一	寒	上	來	山	懶		l	an	213	l	an	21	l	an	21	
來	合	一	寒	上	來	山	卵		l	ɵn	213	l	ɐn	21	l	ɐn	21	
心	開	一	寒	上	精	山	散		s	an	213	s	an	21	s	an	21	散文
心	開	一	寒	去	精	山	散		s	an	33	s	an	33	s	an	22	散步
心	合	一	寒	上	精	山	算		s	yn	33	s	in	33	s	yn	22	
心	開	一	寒	上	精	山	傘		s	an	33	s	an	33	s	an	22	
見	合	一	寒	上	見	山	管		k	un	213	k	un	21	k	un	21	
見	開	一	寒	上	見	山	稈		k	ɔn	213	k	ɔn	21	k	ɔn	21	
溪	開	一	寒	上	見	山	侃		h	an	213	h	an	21	h	an	21	
溪	合	一	寒	上	見	山	款		kʰ	un	213	kʰ	un	21	kʰ	un	21	
匣	合	一	寒	上	影	山	棵		f	ɔ	213	f	ɔ	21	f	ɔ	21	
匣	合	一	寒	上	影	山	浣		kʰ	un	213	kʰ	un	21	kʰ	un	21	
匣	開	一	寒	上	影	山	旱		h	ɔn	213	h	ɔn	21	h	ɔn	21	
匣	合	一	寒	上	影	山	緩		h	un	33	h	un	33	h	un	22	
幫	開	一	寒	上	幫	山	粄											
並	開	一	寒	上	幫	山	伴		pʰ	un	33	pʰ	un	33	pʰ	un	22	文
