id	ini	fn	pt	單字	ipa调类	ipa调号	注釋						ɔ	184
2877	ȵ	ɔn	31	壤	ȵɔŋ31	ȵɔŋ3	土～							
2878	ȵ	ɔn	31	讓	ȵɔŋ31	ȵɔŋ3	～位							
2879	ȵ	ɔk	055	若	ȵɔk5	ȵɔk8a	～干，～无其事							
2880	ȵ	ɔk	055	弱	ȵɔk5	ȵɔk8a	～点							
2881	k	iœn	33	疆	kiœn33	kiœn1	新～（地名）							
2882	k	iœn	33	僵	kiœn33	kiœn1	冻～，～硬							
2883	k	iœn	33	薑	kiœn33	kiœn1	～糖							
2884	k	iœn	33	繮	kiœn33	kiœn1	～绳							
2885	k	iœn	33	姜	kiœn33	kiœn1	姓，孟～女，～太公							
2886	k	iœt	031	腳	kiœt31	kiœt7	赤～							
2887	kʰ	iœn	213	強	kʰiœn213	kʰiœn2	～大，坚～							
2888	kʰ	iœn	31	強	kʰiœn31	kʰiœn3	勉～							
2889	kʰ	iœt	031	卻	kʰiœt31	kʰiœt7	退～，～步							
2890	ŋ	ɔn	213	仰	ŋɔŋ213	ŋɔŋ2	～视							
2891	ȵ	ɔk	031	虐	ȵɔk31	ȵɔk7	～待							
2892	ȵ	ɔk	031	瘧	ȵɔk31	ȵɔk7	～疾							
2893	h	iœŋ	33	香	hiœŋ33	hiœŋ1	～味，烧～；～港（地名）							
2894	h	iœŋ	33	鄉	hiœŋ33	hiœŋ1	家～							
2895	h	iœŋ	31	享	hiœŋ31	hiœŋ3	～受，分～							
2896	h	iœŋ	31	響	hiœŋ31	hiœŋ3	音～							
2897	h	iœŋ	451	向	hiœŋ451	hiœŋ5	～东							
2898	j	ɔŋ	33	央	jɔŋ33	jɔŋ1	中～台，党中～[文]							
2899	j	ɔŋ	33	央	jɔŋ33	jɔŋ1	中～（中间）[白]							
2900	j	ɔŋ	33	秧	jɔŋ33	jɔŋ1	插～，～苗							
2901	j	ɔŋ	33	殃	jɔŋ33	jɔŋ1	遭～，～及							
2902	j	ɔk	031	約	jɔk31	jɔk7	大～，～会							
2903	j	ɔŋ	213	羊	jɔŋ213	jɔŋ2	羊							
2904	j	ɔŋ	213	洋	jɔŋ213	jɔŋ2	太平～							
2905	j	ɔŋ	213	楊	jɔŋ213	jɔŋ2	姓；～树							
2906	j	ɔŋ	213	陽	jɔŋ213	jɔŋ2	太～；揭～（地名）							
2907	j	ɔŋ	213	揚	jɔŋ213	jɔŋ2	表～，发～							
2908	j	ɔŋ	213	瘍	jɔŋ213	jɔŋ2	溃～							
2909	j	ɔŋ	33	養	jɔŋ33	jɔŋ1	培～，～猪							
2910	j	ɔŋ	33	癢	jɔŋ33	jɔŋ1	皮肤痒							
2911	j	ɔŋ	31	樣	jɔŋ31	jɔŋ3	一～							
2912	j	ɔŋ	31	樣	jɔŋ31	jɔŋ3	～般							
2913	j	ɔk	055	藥	jɔk5	jɔk8a	中～，～片							
2914	j	ɔk	031	躍	jɔk31	jɔk7	跳～，大～进							
2915	k	ɔn	33	光	kɔŋ33	kɔŋ1	阳～，～明							
2916	k	ɔn	31	廣	kɔŋ31	kɔŋ3	推～；～东（地名）							
2917	v	ɐn	33	桄	vɐn33	vɐn1	桌椅等腿间的横木							
2918	k	ɔk	031	郭	kɔk31	kɔk7	姓，～靖							
2919	kʰ	ɔn	31	曠	kʰɔŋ31	kʰɔŋ3	空～，～课							
2920	k	ɔk	031	廓	kɔk31	kɔk7	轮～							
2921	kʰ	ɔn	451	擴	kʰɔŋ451	kʰɔŋ5	～充，～大							
2922	f	ɔn	33	荒	fɔŋ33	fɔŋ1	开～，～唐							
2923	f	ɔn	33	慌	fɔŋ33	fɔŋ1	～张，心～							
2924	f	ɔn	33	謊	fɔŋ33	fɔŋ1	说～							
2925	f	ɔk	031	霍	fɔk31	fɔk7	姓；～乱							
2926	f	ɔk	031	藿	fɔk31	fɔk7	～香（中药）							
2927	v	ɔn	213	黃	vɔŋ213	vɔŋ2	姓；～色							
2928	v	ɔn	213	簧	vɔŋ213	vɔŋ2	弹～							
2929	v	ɔn	213	皇	vɔŋ213	vɔŋ2	～帝							
2930	v	ɔn	213	蝗	vɔŋ213	vɔŋ2	～虫							
2931	v	ɔn	213	凰	vɔŋ213	vɔŋ2	凤～							
2932	f	ɔn	31	晃	fɔŋ31	fɔŋ3	摇～，～动							
2933	f	ɔn	31	晃	fɔŋ31	fɔŋ3	～光							
2934	v	ɔk	055	鑊	vɔk5	vɔk8a	锅							
2935	v	ɔn	451	汪	vɔŋ451	vɔŋ5	姓，～洋							
2936	f	ɔn	33	方	fɔŋ33	fɔŋ1	地～，大～							
2937	f	ɔn	33	肪	fɔŋ33	fɔŋ1	脂～							
2938	f	ɔn	31	倣	fɔŋ31	fɔŋ3	～效							
2939	f	ɔn	451	放	fɔŋ451	fɔŋ5	解～，～心[文]							
2940	f	ɔn	451	放	fɔŋ451	fɔŋ5	～手[白]							
2941	f	ɔn	33	芳	fɔŋ33	fɔŋ1	～香							
2942	f	ɔn	213	妨	fɔŋ213	fɔŋ2	～碍							
2943	f	ɔn	31	紡	fɔŋ31	fɔŋ3	～织							
2944	f	ɔn	31	仿	fɔŋ31	fɔŋ3	～照，相～							
2945	f	ɔn	31	彷	fɔŋ31	fɔŋ3	～佛							
2946	f	ɔn	31	訪	fɔŋ31	fɔŋ3	采～，～问							
2947	f	ɔn	213	房	fɔŋ213	fɔŋ2	～间							
2948	f	ɔn	213	房	fɔŋ213	fɔŋ2	姓，～玄龄							
2949	f	ɔn	213	防	fɔŋ213	fɔŋ2	～止，国～							
2950	m	ɔn	213	亡	mɔŋ213	mɔŋ2	死～							
2951	m	ɔn	33	芒	mɔŋ33	mɔŋ1	～果							
2952	m	ɔn	33	芒	mɔŋ33	mɔŋ1	～花草（可制扫帚）							
2953	m	ian	31	網	mian31	mian3	鱼～，～络							
2954	m	ɔn	213	忘	mɔŋ213	mɔŋ2	～记，遗～[文]							
2955	m	ɔn	213	忘	mɔŋ213	mɔŋ2	～记，遗～[白]							
2956	m	ɔn	213	忘	mɔŋ213	mɔŋ2	添～（忘记）[白]							
2957	m	ɔn	213	妄	mɔŋ213	mɔŋ2	狂～，痴心～想							
2958	m	ɔn	31	望	mɔŋ31	mɔŋ3	失～							
2959	f	ɔk	055	縛	fɔk5	fɔk8a	束～							
2961	kʰ	ɔn	33	匡	kʰɔŋ33	kʰɔŋ1	～扶正义；赵～胤（人名）							
2962	kʰ	ɔn	33	筐	kʰɔŋ33	kʰɔŋ1	箩～，两～[文]							
2963	kʰ	ɔn	33	筐	kʰɔŋ33	kʰɔŋ1	两～[白]							
2964	kʰ	ɔn	33	眶	kʰɔŋ33	kʰɔŋ1	眼眶							
2965	kʰ	ɔn	213	狂	kʰɔŋ213	kʰɔŋ2	发～							
2966	kʰ	ɔn	451	況	kʰɔŋ451	kʰɔŋ5	情～，～且							
2967	v	ɔn	31	枉	vɔŋ31	vɔŋ3	冤～							
2968	v	ɔn	213	王	vɔŋ213	vɔŋ2	姓；大～							
2969	v	ɔn	33	往	vɔŋ33	vɔŋ1	来～，～日							
2970	v	ɔn	31	旺	vɔŋ31	vɔŋ3	兴～							
2971	p	ɔn	33	邦	pɔŋ33	pɔŋ1	～国；刘～（人名）							
2972	p	ɔn	31	綁	pɔŋ31	pɔŋ3	捆～							
2973	p	ɔk	031	剝	pɔk31	pɔk7	～削，～皮							
2974	p	ɔk	031	駁	pɔk31	pɔk7	反～							
2975	pʰ	an	31	胖	pʰan31	pʰan3	～子，肥～							
2976	pʰ	ɔk	031	樸	pʰɔk31	pʰɔk7	～素							
2977	pʰ	ɔn	213	龐	pʰɔŋ213	pʰɔŋ2	～大；姓，～太师							
2978	p	on	31	棒	pʊŋ31	pʊŋ3	棍～，～打鸳鸯							
2979	f	on	33	蚌	fʊŋ33	fʊŋ1	～埠（地名）							
2980	f	on	33	蚌	fʊŋ33	fʊŋ1	～壳							
2981	pʰ	au	451	雹	pʰau451	pʰau5	冰～							
2982	tsʰ	ɔn	33	樁	tsʰɔŋ33	tsʰɔŋ1	打～							
2983	tsʰ	ɔk	031	桌	tsʰɔk31	tsʰɔk7	书～							
2984	tsʰ	ɔk	031	卓	tsʰɔk31	tsʰɔk7	～越；姓，～别林							
2985	t	iœt	031	琢	tiœt31	tiœt7	～磨，雕～							
2986	t	iœt	031	啄	tiœt31	tiœt7	～木鸟，鸡～米							
2987	tsʰ	ɔn	31	撞	tsʰɔŋ31	tsʰɔŋ3	～人							
2988	tsʰ	ɔk	055	濁	tsʰɔk5	tsʰɔk8a	浑～							
2989	ts	ɔk	031	捉	tsɔk31	tsɔk7	捕～，～棋（下棋）							
2990	tsʰ	ɔn	33	窗	tsʰɔŋ33	tsʰɔŋ1	门～，～帘							
2991	tsʰ	ɔk	031	鐲	tsʰɔk31	tsʰɔk7	手～							
2992	ɬ	on	33	雙	ɬʊŋ33	ɬʊŋ1	一～鞋							
2993	ɬ	ɔk	031	朔	ɬɔk31	ɬɔk7	每月初一，～望							
2994	k	ɔn	33	江	kɔŋ33	kɔŋ1	长～，～湖							
2995	k	ɔn	33	扛	kɔŋ33	kɔŋ1	肩扛，双手抬							
2996	k	ɔn	31	講	kɔŋ31	kɔŋ3	～话							
2997	k	ɔn	31	港	kɔŋ31	kɔŋ3	～口；香～（地名）							
2998	k	ɔn	451	降	kɔŋ451	kɔŋ5	下～，～低							
2999	k	on	33	□	kʊŋ33	kʊŋ1	彩虹							
3000	kʰ	iœt	031	覺	kʰiœt31	kʰiœt7	～得，知～							
3001	k	ɔk	031	角	kɔk31	kɔk7	牛～，～色							
3002	k	au	31	餃	kau31	kau3	饺子，水～							
3003	kʰ	iœn	33	腔	kʰiœn33	kʰiœn1	口～							
3004	kʰ	ɔk	031	確	kʰɔk31	kʰɔk7	～定，的～							
3005	h	ɔk	031	殼	hɔk31	hɔk7	贝～							
3006	ŋ	ɔk	055	嶽	ŋɔk5	ŋɔk8a	五～							
3007	ŋ	ɔk	055	岳	ŋɔk5	ŋɔk8a	姓，～飞							
3008	ŋ	ɔk	055	樂	ŋɔk5	ŋɔk8a	音～							
3009	k	ɔn	451	降	kɔŋ451	kɔŋ5	投～							
3010	h	ɔn	31	項	hɔŋ31	hɔŋ3	～链；姓，～羽							
3011	k	ɔn	31	巷	kɔŋ31	kɔŋ3	巷子，两条～							
3012	h	ɔk	055	學	hɔk5	hɔk8a	数～，～习							
3013	ʔ	æp	031	握	ʔæp31	ʔæp7	～手，把～							
3014	t	ɐn	33	崩	tɐn33	tɐn1	倒塌，山～，～溃							
3016	pʰ	ɐn	213	朋	pʰɐn213	pʰɐn2	～友							
3017	m	ɐt	055	墨	mɐt5	mɐt8a	～水							
3018	m	ɐt	055	默	mɐt5	mɐt8a	沉～，～写							
3019	t	ɐn	33	登	tɐn33	tɐn1	～山，攀～							
3020	t	ɐn	33	燈	tɐn33	tɐn1	～光							
3021	t	ɐt	031	等	tɐt31	tɐt7	～人，高～							
3022	t	ɐn	451	凳	tɐn451	tɐn5	凳子							
3023	t	ɐt	031	得	tɐt31	tɐt7	获～，～意							
3024	t	ɐt	031	德	tɐt31	tɐt7	品～；～国（国名）							
3026	tʰ	ɐn	213	騰	tʰɐn213	tʰɐn2	奔～							
3028	tʰ	ɐn	213	藤	tʰɐn213	tʰɐn2	～椅							
3029	tʰ	on	451	疼	tʰʊŋ451	tʰʊŋ5	疼痛							
3030	tʰ	ɐn	31	鄧	tʰɐn31	tʰɐn3	姓，～小平							
3031	tʰ	ɐt	055	特	tʰɐt5	tʰɐt8a	～别							
3032	n	ɐn	213	能	nɐn213	nɐn2	才～，～够							
3033	h	iɛt	055	肋	hiɛt5	hiɛt8a	～骨							
3034	l	ɐt	055	勒	lɐt5	lɐt8a	～索							
3035	ts	ɐn	33	曾	tsɐn33	tsɐn1	姓							
3036	ts	ɐn	33	增	tsɐn33	tsɐn1	～加							
3037	ts	ɐn	33	憎	tsɐn33	tsɐn1	～恨							
3038	ts	ɐt	031	則	tsɐt31	tsɐt7	否～，规～							
3039	ts	ɐn	33	蹭	tsɐn33	tsɐn1	磨～							
3040	tsʰ	ɐn	213	曾	tsʰɐn213	tsʰɐn2	～经							
3041	tsʰ	ɐn	213	層	tsʰɐn213	tsʰɐn2	～次							
3042	tsʰ	ɐn	31	贈	tsʰɐn31	tsʰɐn3	～送							
3043	tsʰ	ɐt	055	賊	tsʰɐt5	tsʰɐt8a	做～							
3044	ts	ɐn	33	僧	tsɐn33	tsɐn1	唐～，沙～							
3045	ts	ɐn	33	僧	tsɐn33	tsɐn1	～人							
3046	ɬ	ɐt	031	塞	ɬɐt31	ɬɐt7	堵～，～车							
3047	h	ɐn	31	肯	hɐn31	hɐn3	～定，中～[文]							
3048	h	ɐn	31	肯	hɐn31	hɐn3	愿意，～去[白]							
3049	kʰ	iɛt	031	刻	kʰiɛt31	kʰiɛt7	时～ ，～画[文]							
3050	kʰ	iɛt	031	刻	kʰiɛt31	kʰiɛt7	～字[白]							
3051	kʰ	iɛt	031	克	kʰiɛt31	kʰiɛt7	～服，攻～							
3052	h	ɐt	031	黑	hɐt31	hɐt7	～白							
3053	h	ɐn	213	恒	hɐn213	hɐn2	～心，永～							
3054	p	ɐn	33	冰	pɐn33	pɐn1	结～，～箱							
3055	pʰ	ɐn	213	憑	pʰɐn213	pʰɐn2	文～，～借[文]							
3056	pʰ	ɐn	213	憑	pʰɐn213	pʰɐn2	倚靠，～墙[白]							
3057	n	ɔk	055	匿	nɔk5	nɔk8a	～名信							
3058	l	ɐn	213	陵	lɐn213	lɐn2	中山～							
3059	l	ɐn	213	淩	lɐn213	lɐn2	冰淇～，壮志～云							
3060	l	ɐn	213	菱	lɐn213	lɐn2	～角							
3061	l	ɐt	055	力	lɐt5	lɐt8a	大～，～量							
3062	ts	ɐt	031	卽	tsɐt31	tsɐt7	～时，立～							
3063	ts	ɐt	031	鯽	tsɐt31	tsɐt7	～鱼							
3064	ɬ	ɐt	031	息	ɬɐt31	ɬɐt7	休～[文]							
3065	ɬ	ɐt	031	息	ɬɐt31	ɬɐt7	子息，孙～[白]							
3066	ɬ	ɐt	031	熄	ɬɐt31	ɬɐt7	～火							
3067	ɬ	ɐt	031	媳	ɬɐt31	ɬɐt7	～妇，婆～							
3068	ts	ɐn	33	徵	tsɐn33	tsɐn1	～求							
3069	kʰ	ian	213	澄	kʰian213	kʰian2	～清[文]							
3070	kʰ	ian	213	澄	kʰian213	kʰian2	水浑，澄一澄[白]							
3071	kʰ	ian	213	澄	kʰian213	kʰian2	～海（地名）[白]							
3072	ts	ɐn	33	懲	tsɐn33	tsɐn1	～罚，严～							
3073	tsʰ	ɐn	213	橙	tsʰɐn213	tsʰɐn2	橙子							
3074	t	ɐn	33	瞪	tɐn33	tɐn1	瞪眼，目～口呆[文]							
3075	t	ɐn	33	瞪	tɐn33	tɐn1	瞪眼[白]							
3076	tsʰ	ɐt	055	直	tsʰɐt5	tsʰɐt8a	～接							
3077	tsʰ	ɐt	055	值	tsʰɐt5	tsʰɐt8a	价～，～日							
3078	ts	ɐt	031	側	tsɐt31	tsɐt7	～面							
3079	tsʰ	ɐt	031	測	tsʰɐt31	tsʰɐt7	～量，观～							
3080	ɬ	ɐt	031	色	ɬɐt31	ɬɐt7	颜～，～彩							
3081	ɬ	ɐt	055	嗇	ɬɐt5	ɬɐt8a	吝啬							
3082	ts	ɐn	33	蒸	tsɐn33	tsɐn1	清～，～发							
3083	s	ɐn	213	拯	sɐn213	sɐn2	～救；包～（人名）							
3084	ts	ɐn	451	證	tsɐn451	tsɐn5	～明							
3085	ts	ɐn	451	症	tsɐn451	tsɐn5	～状							
3086	ts	ɐt	031	織	tsɐt31	tsɐt7	纺～，～布							
3087	ts	ɐt	031	職	tsɐt31	tsɐt7	～位，称～							
3088	tsʰ	ɐn	451	稱	tsʰɐn451	tsʰɐn5	～心如意，对～							
3089	tsʰ	ɐn	33	稱	tsʰɐn33	tsʰɐn1	～呼							
3090	tsʰ	ɐn	451	秤	tsʰɐn451	tsʰɐn5	用以称物，～砣							
3091	s	ɐn	213	乘	sɐn213	sɐn2	～机，～车							
3092	s	ɐn	213	乘	sɐn213	sɐn2	加减乘除							
3093	s	ɐn	213	繩	sɐn213	sɐn2	～之以法							
3095	s	ɐn	31	剩	sɐn31	sɐn3	～下，～余							
3096	s	ɐt	055	食	sɐt5	sɐt8a	粮～；吃							
3097	s	ɐt	055	蝕	sɐt5	sɐt8a	腐～							
3098	s	ɐn	33	升	sɐn33	sɐn1	～级							
3099	s	ɐn	451	勝	sɐn451	sɐn5	～任							
3100	s	ɐn	451	勝	sɐn451	sɐn5	～利，战～							
3101	s	ɐt	031	識	sɐt31	sɐt7	相～，～字							
3102	s	ɐt	031	式	sɐt31	sɐt7	～样，公～							
3103	ɬ	ɐt	031	飾	ɬɐt31	ɬɐt7	装～							
3104	s	ɐn	213	承	sɐn213	sɐn2	～担，继～							
3105	s	ɐn	213	丞	sɐn213	sɐn2	～相							
3106	tsʰ	ɐt	055	殖	tsʰɐt5	tsʰɐt8a	繁～							
3107	tsʰ	ɐt	055	植	tsʰɐt5	tsʰɐt8a	～物							
3108	l	ɐn	213	仍	lɐn213	lɐn2	～然							
3109	kʰ	ɐt	055	極	kʰɐt5	kʰɐt8a	南～							
3110	ȵ	i	213	凝	ȵi213	ȵi2	～聚，～结							
3111	kʰ	ian	213	凝	kʰian213	kʰian2	凝固，～油[训]							
3112	k	iɛt	031	凝	kiɛt31	kiɛt7	冰霜，霜～[训]							
3113	h	ɐn	33	興	hɐn33	hɐn1	～旺；绍～（地名）							
3114	h	ɐn	451	興	hɐn451	hɐn5	高～，～趣[文]							
3115	h	ɐn	451	興	hɐn451	hɐn5	高兴[白]							
3116	j	ɐn	33	應	jɐn33	jɐn1	～当，～该							
3117	j	ɐn	451	應	jɐn451	jɐn5	～用，响～							
3118	j	ɐn	33	鷹	jɐn33	jɐn1	老～							
3119	j	ɐt	055	憶	jɐt5	jɐt8a	回～							
3120	j	ɐt	055	億	jɐt5	jɐt8a	十～							
3121	j	ɐt	055	抑	jɐt5	jɐt8a	～制，压～							
3122	j	ɐn	213	蠅	jɐn213	jɐn2	乌～（苍蝇）							
3123	j	ɐn	31	孕	jɐn31	jɐn3	怀～，～妇							
3124	j	ɐt	055	翼	jɐt5	jɐt8a	鸡～，机～							
3125	v	ɔk	031	國	vɔk31	vɔk7	～家，中～							
3126	h	ian	213	弘	hian213	hian2	～扬							
3127	f	ɐt	055	或	fɐt5	fɐt8a	～者							
3128	v	ɐt	055	惑	vɐt5	vɐt8a	迷～							
3129	f	ɐt	055	域	fɐt5	fɐt8a	领～，地～							
3130	p	ɐt	031	百	pɐt31	pɐt7	～姓							
3131	p	ɐt	031	柏	pɐt31	pɐt7	松～，～树；～林（地名）							
3132	p	ɐt	031	伯	pɐt31	pɐt7	大～							
3133	pʰ	ɐt	031	迫	pʰɐt31	pʰɐt7	压～，～害[训]							
3134	pʰ	ɐn	33	烹	pʰɐn33	pʰɐn1	～调							
3135	pʰ	ɐt	031	拍	pʰɐt31	pʰɐt7	～片，～球							
3136	pʰ	ɐt	031	珀	pʰɐt31	pʰɐt7	琥～							
3137	pʰ	ɐt	031	魄	pʰɐt31	pʰɐt7	魂～，气～							
3138	pʰ	ɐn	213	彭	pʰɐn213	pʰɐn2	姓，～德怀							
3139	pʰ	ɐn	213	膨	pʰɐn213	pʰɐn2	～胀							
3140	pʰ	ɐt	055	白	pʰɐt5	pʰɐt8a	～色							
3141	m	ɐn	213	盲	mɐn213	mɐn2	文～，～目							
3142	m	ɐn	33	虻	mɐn33	mɐn1	牛～							
3143	m	ɐn	33	猛	mɐn33	mɐn1	～烈，凶～							
3144	m	ɐn	31	孟	mɐn31	mɐn3	姓，～姜女							
3146	p	ɐt	031	陌	pɐt31	pɐt7	～生人							
3147	t	a	31	打	ta31	ta3	～针							
3148	l	ɐn	33	冷	lɐn33	lɐn1	～热，～清							
3149	tsʰ	ɐn	451	撐	tsʰɐn451	tsʰɐn5	支～，～开							
3150	tsʰ	ɐt	031	拆	tsʰɐt31	tsʰɐt7	～开							
3151	tsʰ	ɐt	055	澤	tsʰɐt5	tsʰɐt8a	毛～东（人名）							
3152	tsʰ	ɐt	055	擇	tsʰɐt5	tsʰɐt8a	选～[文]							
3153	k	an	31	擇	kan31	kan3	～菜[白]							
3154	tsʰ	ɐt	055	宅	tsʰɐt5	tsʰɐt8a	住～							
3155	ts	a	451	窄	tsa451	tsa5	狭～							
3156	ɬ	ɐn	33	生	ɬɐn33	ɬɐn1	学～，～活[文]							
3157	ɬ	ɐn	33	生	ɬɐn33	ɬɐn1	与“死”相对[白]							
3158	ɬ	ɐn	33	牲	ɬɐn33	ɬɐn1	牺～[文]							
3159	ɬ	ɐn	33	牲	ɬɐn33	ɬɐn1	头～[白]							
3160	ɬ	ɐn	33	甥	ɬɐn33	ɬɐn1	外～							
3161	ɬ	ɐn	31	省	ɬɐn31	ɬɐn3	～长，节～[文]							
3162	h	an	33	省	han33	han1	节省，～钱[白]							
3163	k	eŋ	33	更	keŋ33	keŋ1	～换，～衣							
3164	k	eŋ	33	更	keŋ33	keŋ1	五～							
3165	k	eŋ	33	庚	keŋ33	keŋ1	天干，庚辛壬癸							
3166	k	eŋ	33	羹	keŋ33	keŋ1	调～；米糊							
3167	kʰ	eŋ	31	哽	kʰeŋ31	kʰeŋ3	哽住，骨头～到							
3168	k	eŋ	31	梗	keŋ31	keŋ3	心肌～塞[文]							
3169	kʷ	eŋ	31	梗	kʷeŋ31	kʷeŋ3	茎，菜～[白]							
3170	k	eŋ	451	更	keŋ451	keŋ5	～加							
3171	k	ɐt	031	格	kɐt31	kɐt7	～式；还珠～～[文]							
3172	k	ɐt	031	格	kɐt31	kɐt7	空～，三～[白]							
3173	h	eŋ	33	坑	heŋ33	heŋ1	水～，～沟							
3174	h	ɐt	031	客	hɐt31	hɐt7	请～							
3175	ŋ	ɐn	31	硬	ŋɐn31	ŋɐn3	软～							
3176	ŋ	ɐt	031	額	ŋɐt31	ŋɐt7	名～							
3177	h	ɐn	33	亨	hɐn33	hɐn1	～通；～特（人名）							
3178	h	ɐt	031	赫	hɐt31	hɐt7	～～有名，显～							
3179	h	ɐt	031	嚇	hɐt31	hɐt7	～一跳							
3180	h	eŋ	213	行	heŋ213	heŋ2	～为；行走							
3181	v	eŋ	213	衡	veŋ213	veŋ2	～量，平～							
3182	kʰ	eŋ	451	杏	kʰeŋ451	kʰeŋ5	～仁							
3183	h	eŋ	213	行	heŋ213	heŋ2	品～							
3184	p	ɔŋ	33	浜	pɔŋ33	pɔŋ1	沙家～							
3185	m	iɛt	031	擘	miɛt31	miɛt7	用手分开，～开							
3186	pʰ	eŋ	213	棚	pʰeŋ213	pʰeŋ2	楼～，瓜～							
3187	m	ɐn	213	萌	mɐn213	mɐn2	～芽							
3188	m	ɔn	213	氓	mɔŋ213	mɔŋ2	流～							
3189	m	ɐt	055	麥	mɐt5	mɐt8a	小～，～芽糖							
3190	m	ɐt	031	脈	mɐt31	mɐt7	～搏，把～							
3191	ts	ɐt	031	摘	tsɐt31	tsɐt7	～菜							
3192	ts	ɐn	33	爭	tsɐn33	tsɐn1	～取，斗～[文]							
3193	ts	ɐn	33	爭	tsɐn33	tsɐn1	相～，～唔多（差不多）[白]							
3194	ts	ɐn	33	箏	tsɐn33	tsɐn1	风～							
3195	ts	ɐn	33	睜	tsɐn33	tsɐn1	～眼							
3196	ts	ɐt	031	責	tsɐt31	tsɐt7	～任，负～							
3197	tsʰ	ɐt	031	策	tsʰɐt31	tsʰɐt7	～划，政～							
3198	tsʰ	ɐt	031	冊	tsʰɐt31	tsʰɐt7	两～，～封							
3199	k	eŋ	33	耕	keŋ33	keŋ1	～田							
3200	k	eŋ	31	耿	keŋ31	keŋ3	忠心～～；姓，～精忠							
3201	k	ɐt	031	革	kɐt31	kɐt7	～命，改～							
3202	k	ɐt	031	隔	kɐt31	kɐt7	～壁							
3203	k	eŋ	33	莖	keŋ33	keŋ1	根；莲～							
3204	h	eŋ	31	幸	heŋ31	heŋ3	荣～，～福							
3205	ʔ	eŋ	33	鶯	ʔeŋ33	ʔeŋ1	黄～，夜～							
3206	j	ɐn	33	鸚	jɐn33	jɐn1	～鹉							
3207	j	ɐn	33	櫻	jɐn33	jɐn1	～桃							
3208	ʔ	ɐp	031	扼	ʔɐp31	ʔɐp7	～杀，～制							
3209	ʔ	ɐp	031	軛	ʔɐp31	ʔɐp7	牛～（牛耕田时套的人字形工具）							
3210	p	ɐn	33	兵	pɐn33	pɐn1	当～							
3211	p	ian	31	丙	pian31	pian3	天干，甲乙丙丁							
3212	p	ɐn	31	秉	pɐn31	pɐn3	～持，～公办事							
3213	p	ian	451	柄	pian451	pian5	刀～，把～							
3214	p	iɛt	031	碧	piɛt31	piɛt7	～玉，～绿							
3215	pʰ	ɐn	213	平	pʰɐn213	pʰɐn2	和～，～时[文]							
3216	pʰ	ian	213	平	pʰian213	pʰian2	～头，～地[白]							
3217	pʰ	ɐn	213	坪	pʰɐn213	pʰɐn2	草～							
3218	pʰ	ɐn	213	評	pʰɐn213	pʰɐn2	批～，～论							
3219	pʰ	ian	31	病	pʰian31	pʰian3	～人							
3220	m	ɐn	213	鳴	mɐn213	mɐn2	～叫							
3221	m	ɐn	213	明	mɐn213	mɐn2	～白，清～[文]							
3222	m	ɐn	213	明	mɐn213	mɐn2	清～[白]							
3223	m	ɐn	213	盟	mɐn213	mɐn2	同～，～友							
3224	m	ɐn	31	皿	mɐn31	mɐn3	器～							
3225	m	ian	31	命	mian31	mian3	～令[文]							
3226	m	ian	31	命	mian31	mian3	～运，算～[白]							
3227	k	ɐn	33	京	kɐn33	kɐn1	北～，～剧							
3228	k	ɐn	33	荊	kɐn33	kɐn1	～州（地名）[文]							
3229	k	ɐn	33	荊	kɐn33	kɐn1	布～子（中药）[白]							
3230	k	ian	33	驚	kian33	kian1	害怕；～蛰							
3231	k	eŋ	31	境	keŋ31	keŋ3	环～，～界							
3232	k	eŋ	31	景	keŋ31	keŋ3	～色，风～							
3233	k	ɐn	31	警	kɐn31	kɐn3	～察，报～							
3234	k	ɐn	451	敬	kɐn451	kɐn5	尊～，～酒							
3235	k	ɐn	31	竟	kɐn31	kɐn3	～然							
3236	k	ian	451	鏡	kian451	kian5	镜子							
3237	h	ɐn	33	卿	hɐn33	hɐn1	～家；人名用字							
3238	kʰ	ɐn	451	慶	kʰɐn451	kʰɐn5	～祝							
3239	k	ɐn	451	擎	kɐn451	kɐn5	举起，～旗							
3240	k	ɐn	33	鯨	kɐn33	kɐn1	～鱼							
3241	k	ɐn	31	競	kɐn31	kɐn3	～争，～赛							
3242	kʰ	iɛt	055	劇	kʰiɛt5	kʰiɛt8a	～烈，京～[文]							
3243	kʰ	iɛt	055	劇	kʰiɛt5	kʰiɛt8a	快[白]							
3244	kʰ	iɛt	055	屐	kʰiɛt5	kʰiɛt8a	木～							
3245	ȵ	ɐn	213	迎	ȵɐn213	ȵɐn2	～接，欢～							
3246	m	ɐt	055	逆	mɐt5	mɐt8a	～风							
3247	j	ɐn	33	英	jɐn33	jɐn1	～雄；～国（国名）							
3248	j	ɐn	31	影	jɐn31	jɐn3	电～							
3249	j	ɐn	31	映	jɐn31	jɐn3	反～							
3250	p	ian	31	餅	pian31	pian3	～干							
3251	p	ɐn	451	併	pɐn451	pɐn5	合～							
3252	p	iɛt	031	璧	piɛt31	piɛt7	美玉，珠联～合							
3253	pʰ	ɐn	451	聘	pʰɐn451	pʰɐn5	～请，特～							
3254	pʰ	ɐt	031	僻	pʰɐt31	pʰɐt7	偏～，～静							
3255	pʰ	ɐt	031	闢	pʰɐt31	pʰɐt7	开～，复～							
