漢字	iPA	注釋
呃	ɔʔ7	
呃	ɛʔ7	又
暘	iaŋ2	
吡	pi3	
町	tɛŋ1	
虬	kiu2	
唄	pɛ7	
吽	hɔŋ1	
吢		
吲	ɛŋ3	
幃	ui2	
岈	gɛ2	
峴	hiaŋ5	
嵐	laŋ2	
兕	si3	
圇	luŋ2	
囫	huk7	
釗	tsiɔu1	
釙	pɔk7	
釕	liɔu2	
迕	ŋɔu3	
氙	siaŋ1	
氚	tsʰuaŋ1	
牤	maŋ2	
邱	kʰu1	
攸	hiu ̃1	
佚	ɛk8	
佝	ku1	
佟	tʰɔŋ2	
佗	tʰɔ2	
伽	kia1	
佘	sia2	
孚	pʰu2	
豸	ti4	
坌	puŋ1	
肟	ɔ4	
邸	ti3	
奐	huaŋ5	
劬	ku1	
狁	dzuŋ3	
餼	hi5	
飪	dziŋ3	
飫	ə5	
廡	bu2	
庋	kui2	
疔	tɛŋ1	
癤	tsak7	
肓	huaŋ1	
闈	ui2	
閎	hɔŋ2	
閔	miaŋ3	
煬	iaŋ2	
灃	hɔŋ1	
沅	ŋuaŋ2	
沔	miaŋ3	
沏	tsʰiak7	
沚	tsi3	
汩	kuk8	
汨	mɛk8	
汾	huŋ2	
渢	hɔŋ6	
汶	buŋ2	
沆	haŋ2	
溈	kui1	
泐	lɛʔ8	
憮	bu3	
忡	tsʰɔŋ	
忤	ŋɔu3	
愾	kʰai5	
忻	həŋ1	
忪	sɔŋ1	
愴	tsʰaŋ1	
忭	piaŋ2	
忸	niu2	
詁	kɔu1	
訶	hɔ1	
詛	tsiu5	
詆	ti3	
謅	tsɔu1	
詒	i2	
孜	tsə1	
陂	pi1	
陘	hɛŋ2	
姸	ŋiaŋ1	
嫵	bu2	
嫗	u2	
妣	pi3	
妗	kiŋ4	
嬀	kui1	
妞	niu1	
姒	sə4	
妤	ə2	
劭	siɔu4	
剄	kɛ ̃5	
邰	tʰai2	
紜	uŋ5	
紕	pʰi1	
紝	dziŋ4	
綸	kuaŋ1	
紓	su1	
瑋	ui3	
玡	gɛ2	
琊	gɛ2	
玭	pʰɛŋ2	
玠	kai1	
玢	piŋ1	
玥	guɛʔ8	
玦	kuak7	
匭	kui3	
坩	kaŋ1	
抨	pʰɛŋ2	
拤		
坫	tiaŋ5	
壚	lu2	
抻	tsʰuŋ1	
劼	kiak7	
拃	tsak7	
拊	bu3	
坼	tsʰɛk7	
坻	ti3	
㧟		
坨	tʰɔ2	
坭	ni2	
抿	mɛŋ2	
苷	kaŋ1	
苯	puŋ3	
苤	pi3	
蘢	lɔŋ2	
苫	siaŋ1	
苜	mɔk8	
苴	tsu1	
苒	dziaŋ3	
檾		
茌	sə2	
苻	hu2	
苓	lɛŋ2	
茚	ɛŋ5	
茆	mau2	
蔦	tsiɔu3	
茓	huak8	
煢	kuaŋ2	
茀	huk7	
苕	tʰiɔu5	
櫪	lɛʔ8	
枇	pi2	
杪	miɔu3	
梘	kaŋ3	
杵	su3	
棖	tsʰɛŋ2	
樅	tsaŋ2	
枋	paŋ1	
杻	tiu3	
杷	pɛ2	
杼	tiu3	
矸	kaŋ1	
碭	taŋ4	
刳	kʰu1	
奄	iaŋ1	
甌	au1	
歿	mɔk8	
郟	kiak7	
郅	tiak7	
鳶	iaŋ1	
盱	u1	
昊	hau3	
曇	tʰaŋ2	
杲	kau3	
昃	tsɛʔ7	
咂	tsak7	
呸	pʰui3	
昕	həŋ1	
昀	uŋ2	
旻	mɛŋ2	
昉	huaŋ3	
炅	kuaŋ3	
咔	kʰa3	
畀	pi3	
蟣	ki2	
咀	tsʰui6	俗
呷	aʔ7	
黽	miaŋ3	
呱	kua1	
呤	lɛŋ4	
咚	tɔŋ1	
咆	pʰau2	
嚀	lɛŋ2	
呶	nau2	
呣	m4	
呦	iu1	
噝	si1	
岢	kʰɔ3	
巋	kui1	
岬	kaʔ7	
岫	siu5	
帙	tiak7	
岣	ku1	
峁	bau3	
劌	uɛ5	
岷	mɛŋ2	
剴	kʰai3	
帔	pʰi1	
嶧	ɛk8	
沓	tʰaʔ8	
囹	lɛŋ2	
罔	buaŋ3	
釷	tɔu3	
釺	tsʰiaŋ2	
釧	tsʰuaŋ5	
釩	huaŋ2	
釹	nəŋ3	
邾	tsu1	
迮	tsɛʔ7	
牦	mau2	
竺	tɛk7	
迤	i2	
佶	kiak7	
佬	lau3	
䖳	tʰɛ6	
佰	pɛʔ7	
侑	iu4	
侉	huai ̃3	
臾	dzu2	
岱	tai5	
侗	tʰɔŋ2	
侏	tsu1	
儈	kuai5	
佻	tʰiɔu1	
佾	ɛk8	
儕	sɛ2	
佼	kau3	
佯	iaŋ2	
儂	naŋ2	
侔	mɔu2	
徂	tsu1	
郄	kiak7	
戧	tsʰaŋ1	
肼	tsɛ ̃3	
䏝	tsuaŋ1	
肽	tʰai5	
肱	hɔŋ2	俗
刴	tɔ2	
邇	dzə3	
郇	suŋ2	
狙	tsu1	
狍	pʰau2	
狒	hui5	
梟	hiɔu1	
餞	tsiaŋ3	
飴	i2	
冽	liak8	
冼	siaŋ3	
庖	pʰau2	
癘	li4	
瘍	iaŋ2	
劾	hɛk7	
煒	ui3	
	au1	
炖	tuŋ4	
炘	həŋ1	
熗	tsʰaŋ1	
炔	kuak7	
沭	suk8	
瀧	lɔŋ2	
瀘	lɔu2	
泱	iaŋ1	
泅	siu2	
泗	sə5	
泠	lɛŋ2	
濼	lɔk8	
泖	bau3	
泫	hiaŋ2	
泮	pʰuaŋ5	
沱	tʰɔ2	
泓	hɔŋ2	
涇	kɛŋ1	
怙	hu4	
怵	tʰuk7	
怦	pʰɛŋ1	
怛	tak7	
怏	iaŋ1	
怍	tsa5	
㤘		
怩	ni2	
怫	huk7	
懌	ɛk8	
宓	mɛk8	
誆	kuaŋ1	
誄	lui3	
詿	kua1	
戾	li4	
鄆	uŋ6	
衩	tsʰɛ1	
祆	siaŋ1	
禕	i1	
祉	tsi3	
祇	tsi3	
詵	sɛŋ1	
詬	kɔu5	
詮	tsʰuaŋ2	
諍	tsɛŋ5	
諢	huŋ4	
詡	hu3	
孢	pau1	
亟	kɛk7	
陔	kai1	
妲	taŋ3	
妯	tɛk8	
姍	saŋ1	
帑	taŋ3	
弩	nɔ5	
孥	nɔu2	
駑	nɔ5	
蝨	sak7	
迦	kia1	
迨	tai4	
紺	kaŋ1	
紲	siak7	
紱	huk7	
駟	sə5	
駙	hu4	
驛	iaʔ8	
駘	tai2	
甾	tsai1	
珏	hɛk8	
珐	huak7	
珂	kɔ1	
瓏	lɔŋ2	
玳	tai5	
頇	haŋ1	
珉	mɛŋ2	
珈	kia1	
拮	kiak7	
埡	a5	
撾	kʰɔ1	
撻	tʰak7	
垤	tiak7	
赳	kiu1	
賁	pʰuŋ1	
壋	taŋ5	
垌	taŋ6	
郝	kʰak7	
垧	hiaŋ3	
垓	kai1	
撏	tsʰiŋ2	
垠	ŋəŋ1	
茜	tsʰɛŋ5	
莢	kɔiʔ8	
荑	i2	
貰	sia5	
蓽	piak8	
莒	kə3	
茼	taŋ5	
茴	huɛ2	
茱	tsu1	
莛	tʰɛŋ2	
蕎	kʰiɔu2	
茯	hɔk7	
荏	dziŋ4	
荇	hɛŋ4	
荃	tsʰuaŋ2	
薈	huɛ4	
茗	mɛŋ2	
茭	kau1	
茨	tsʰə2	
堊	ak7	
滎	iɔŋ2	荥阳
犖	lɔʔ8	
蕁	tsʰiŋ2	
藎	tsɛŋ4	
剋	kʰiɔk7	
蓀	suŋ1	
茹	dzə2	
蕒	bɔi3	
葤	tiu4	
柰	nai4	
櫛	tsak7	
柯	kua1	
柘	tsiaʔ7	
櫳	lɛŋ2	
枰	pʰɛŋ2	
櫨	lɔu2	
柙	ak8	
枳	tsi3	
柞	tsa5	
柝	tʰɔk7	
梔	ki1	
柢	ti3	
櫟	lɛʔ8	
枸	kau3	
柈	paŋ5	
柁	tua4	
枷	kia1	
檉	tsʰɛŋ1	
剌	lak7	
酊	tɛŋ1	
酈	li4	
甭	mɛŋ3	
硨	tsʰia1	
砘	tuŋ4	
砒	pi1	
斫	tɔk7	
砭	pʰɛŋ3	
碸	hɔŋ1	
耷	taʔ7	
虺	hui3	
殂	tsu1	
殤	siaŋ1	
殄	tsiaŋ3	
軲	gu1	
轤	lu2	
軼	ɛk8	
軫	tsiaŋ3	
蠆	tai5	
毖	pi5	
覘	tiaŋ1	
尜	kiak7	
哐	kʰuaŋ1	
眄	miaŋ3	
瞘	kʰu1	
	paŋ1	
郢	tʰɛŋ3	
眇	miɔu3	
眊	mau5	
眈	taŋ1	
禺	ŋɔ2	
哂	siŋ3	
咴	huɛ1	
昴	bau3	
昱	hiɔk7	
咦	i2	
嘵	hiɔu3	
嗶	piak8	
畎	kʰiaŋ3	
毗	pi3	
呲	tsə1	
胄	tiu4	
畋	tʰiaŋ2	
畈	huaŋ4	
虼	ka1	
虻	maŋ2	
咣	kuaŋ1	
鄖		
咻	hiu ̃1	
囿	iu4	
咿	i1	
哌	pʰai5	
噲	kuai5	
哚	tɔ2	
咯	kak7	
咩	mɛh8	
吒	tsa1	
咤	tsa1	
噥	lɔŋ2	
哏	kəŋ5	
哞	mɔu2	
嶢	ŋiɔu2	
罘	piu2	
幀	tsɛŋ1	
峒	taŋ6	
嶠	kiɔ6	
峋	suŋ2	
崢	tsɛŋ1	
貺	kʰuaŋ5	
鈈	puk7	
鈦	tʰai5	
鋇	puɛ2	
鈐	kiŋ4	
鈁	huaŋ1	
鈀	pɛ2	
氡	taŋ1	
氟	huk7	
牯	kɔu3	
郜	kɔ5	
秕	pi3	
秭	tsi3	
竽	u1	
笈	kʰik7	
儔	tʰiu2	
俅	kʰiu2	
儷	li4	
垡	huak8	
牮	tsɛŋ1	
俁	ŋɔ3	
俚	li2	
皈	kui1	
俑	iɔŋ5	
逅	hau6	
徇	suŋ2	
徉	iaŋ2	
舢	saŋ1	
兪	dzu2	
郗	hi1	
俎	tsɔ2	
郤	kʰiaʔ7	
爰	iaŋ2	
郛	hu1	
瓴	lɛŋ2	
腖	tɔŋ5	
臚	lu2	
胛	kaʔ7	
胂	sɛŋ1	
胙	tsu2	
胍	kuɛ1	
胗	kiaŋ2	鹅～
胗	kəŋ2	鸡～
胝	ti1	
朐	kʰu1	
脛	kɛ ̃5	
鴇	pau3	
匍	pʰɔu3	
狨	dzɔŋ2	
獪	kuai5	
颮	piu1	
狩	siu4	
猻	suŋ1	
訇	hɔŋ1	
逄	paŋ2	
昝	tsaŋ1	
餄	haʔ7	
餎	lɔk8	
胤	iaŋ4	
孿	luaŋ2	
孌	luaŋ2	
弈	ɛk8	
奕	ɛk8	
庥	hiu ̃1	
癧	lɛk8	
疣	iu2	
瘲	tsɔŋ5	
庠	siaŋ2	
竑	hɔŋ2	
彥	ŋaŋ4	
颯	sak7	
闥	tʰak7	
閭	lə2	
闓	kʰai3	
閡	hɛk7	
羑	iu3	
逬	pɛŋ4	
籼	sua ̃1	籼优
酋	iu2	
炳	pɛŋ3	
炻	tsiɔʔ8	
熾	tsik7	
炯	kuaŋ3	
烀	hu1	
炷	tsu5	
烴	tʰɛŋ1	
洱	dzə3	
洹	huaŋ2	
洧	iu4	
洌	liak8	
浹	kiak8	
洇	ɛŋ1	
洄	huɛ2	
洙	tsu1	
洎	ki4	
洫	hak7	
澮	kuai5	
洮	tʰɔ2	
洵	suŋ2	
潯	tsʰiŋ2	
濜	tsɛŋ4	
洳	dzu2	
慟	tɔŋ5	
恓	tsʰi1	
懨	iaŋ1	
恫	tɔŋ4	
恂	suŋ2	
恪	kʰak7	
惲	huŋ2	
扃	kʰɛŋ2	
衲	nak8	
衽	dziŋ4	
衿	kʰiŋ1	
袂	muɛ4	
祛	kʰu1	
祜	hu4	
祓	huk7	
祚	tsu4	
誚	tsʰiɔu5	
祗	ti1	
禰	ni3	
誥	kɔ5	
誑	kʰuaŋ2	
鴆	tiŋ1	
昶	tsʰiaŋ2	
咫	tsi3	
弭	ni3	
牁	kʰɔ1	
陟	tʰɛk7	
婭	a5	
姮	hɛŋ2	
嬈	dziɔu2	
姝	su2	
姣	kiɔu1	
姹	tʰɛʔ7	
懟	tui5	
羿	ŋi2	
炱	tʰai2	
矜	kɛŋ1	
絝	kʰɔu5	
驍	hiɔu1	
驊	hua2	
絎	haŋ2	
絳	kaŋ5	
耖	tsʰau1	
挈	kʰiɔʔ8	
珥	dzi6	
珙	kɔŋ2	
頊	hiɔk7	
璫	taŋ1	
珩	hɛŋ2	
珧	iɔ2	
珣	suŋ2	
珞	lɔk8	
琤	tsɛŋ1	
琿	huŋ2	
敖	ŋau4	
恚	hui5	
埔	pɔu1	
埕	tia ̃2	
塒	si2	
塤	həŋ1	
堝	uɛ1	
挹	ik7	
耄	mau5	
埒	luak7	
贄	tsi5	
垸	uaŋ2	
捃	kuŋ1	
荸	puak8	
莆	pʰɔu3	
蒔	si6	
萵	ɔ1	
莪	ŋɔ2	
莓	buɛ2	
莜	iu2	
莅	li4	
荼	tʰu2	
莩	hu1	
荽	sui1	
蕕	iu2	
荻	tɛk8	
莘	sɛŋ1	
莎	sɔ1	
莞	uaŋ3	
莨	liaŋ2	
鴣	ku1	
栲	ka1	
栳	lɔ3	
郴	tiŋ1	
橈	dziɔ2	
桎	tiak7	
楨	tsɛŋ1	
榿	kʰi1	
梃	tʰɛŋ3	
栝	kuak7	
桕	kʰu2	
桁	ɛ ̃2	
檜	kuai5	
栟	pɛŋ4	
桉	aŋ1	
栩	hu3	
逑	kʰiu2	
逋	pu1	
彧	iɔk8	
鬲	lɛk7	
豇	kaŋ1	
酐	kaŋ1	
邐	li3	
厝	tsʰu5	俗
孬	mɔ3	
砝	huak7	
砹	ŋai4	
礪	li4	
砧	tiaŋ1	
砷	sɛŋ1	
砟	tsak7	
砼	tʰɔŋ2	
砥	ti3	
砣	tʰɔ2	
剞	ki1	
礱	laŋ5	
軾	sɛk7	
輊	tiak7	
輅	lu4	
鶇	taŋ1	
躉	tuŋ3	
齔	tsʰɛŋ5	
鸕	lɔu2	
逍	siɔu1	
矓	lɔŋ2	
嘜	mak8	
晟	sɛŋ4	
眙	i2	
哧	hɛ ̃ʔ7	
唔	m4	
晁	tsʰiɔu1	
鴞	hiɔu1	
趵	pa5	
趿	tʰak7	
畛	tsiaŋ3	
蚨	hu2	
蚜	gɛ2	
蚍	pi3	
蚋	dzuɛ4	
蜆	hɔi ̃3	
蚝	ɔ2	
蚧	kai5	
嗩	sɔ3	
圄	u2	
唣	tsɔ4	
唏	hi1	
盎	aŋ5	
唑	tsɔ4	
嶗	lau2	
崍	lai5	
罡	kaŋ1	
罟	kɔu1	
峪	iɔk8	
覬	ki5	
賅	kai1	
鈺	gɛk8	
鉦	tsɛŋ1	
鈷	kɔu1	
鉢	puaʔ7	
鉞	uak8	
鉭	tʰaŋ2	
鉬	mak8	
鈿	tʰiaŋ2	
鈾	iu2	
鉑	pɛʔ8	
鑠	iak7	
鉚	bau3	
鉉	hiaŋ2	
鉈	tʰa1	
鉍	pɛk7	
鈮	ni2	
鈹	pʰuɛ2	
䥽	pʰɔʔ7	替
氬	a1	
氤	ɛŋ1	
氦	hai4	
毪	mɔu2	
舐	tsi4	
秣	buaʔ8	
盉	hua2	
筓	ki1	
筧	kaŋ1	
笏	buk7	
笆	pa1	
倩	tsʰɛŋ5	
俵	piɔ3	
偌	dziak8	
俳	pai2	
俶	sɔk7	
倬	tɔʔ7	
倏	sɔk7	
恁	niŋ3	
倜	tʰɛk7	
隼	dzuŋ3	
雋	dzuŋ3	
倌	kua ̃1	
倥	kʰɔŋ1	
臬	ŋiak8	
皋	kau1	
郫	pi1	
倨	kə1	
衄	nak7	
頎	kʰi2	
徠	lai2	
舫	huaŋ3	
衾	kʰiŋ1	
胯	kʰua5	
胱	kuaŋ1	
胴	tʰɔŋ2	
胭	ɛŋ1	
膾	kuai5	
胼	pɛŋ4	
脒	bi3	
胺	aŋ1	
鴝	ku1	
狷	kiaŋ1	
猁	li4	
狳	ə2	
獫	hiaŋ3	
狺	ŋəŋ2	
逖	tɛk8	
桀	kiak8	
裊	niɔu3	
餑	puak8	
凇	sɔŋ2	
欒	luaŋ2	
攣	luaŋ2	
亳	pak7	
疳	kaŋ1	
疴	kʰɔ1	
疸	taŋ3	
癰	ɛŋ1	
疱	pʰa4	
痂	kia1	
痙	kɛŋ1	
衮	kuŋ3	
凋	tiɔu1	
頏	haŋ2	
恣	tsə5	
旆	pʰai5	
旄	mau2	
旃	tsiaŋ1	
閫	kʰuŋ5	
誾	ŋəŋ2	
閬	laŋ2	
粑	pa1	
鄲	taŋ1	
烜	hiaŋ3	
燁	iak8	
燴	huɛ4	
烊	iɔ ̃2	
剡	iaŋ3	
郯	taŋ4	
燼	tsɛŋ4	
涑	sɔk7	
浯	u2	
淶	lai2	
漣	liaŋ2	
涅	niak4	
潿	ui2	
浞	tsʰɔk7	
浥	iʔ7	
涔	ŋiŋ2	
浠	hi1	
浣	uaŋ3	
悚	sɔŋ3	
慳	kiaŋ1	
悝	kʰuɛ1	
悒	ik7	
悌	ti4	
悛	suaŋ1	
宸	sɛŋ2	
窈	iɔu3	
剜	uaŋ3	
諏	tsɔu1	
冢	tʰɔŋ3	
諑	tɔk7	
袒	tʰaŋ3	
袢	pʰaŋ5	
禎	tsɛŋ1	
諉	ui3	
諛	dzu2	
諗	sing3	
諂	tiaŋ3	
誶	tsʰui5	
屙	ɔi1	
陬	tsɔu1	
勐	mɛŋ3	
奘	tsaŋ5	
牂	zaŋ1	
蚩	tsʰi1	
陲	sui2	
娌	li3	
娉	pʰɛŋ5	
媧	ɔ1	
嫻	hiaŋ2	
娣	ti4	
娓	mui3	
婀	ɔ1	
畚	puŋ5	
逡	tsuŋ1	
綆	kɛ ̃3	
驪	li4	
綃	siɔu1	
騁	pʰɛŋ5	
綏	sui2	
縧	tʰiu1	
綈	ti4	
駸	tsʰiŋ2	
邕	iɔŋ1	
鷥	si1	
耜	sə4	
燾	tau3	
璉	liaŋ2	
琇	siu5	
麩	hu1	
揶	ia2	
埴	sɛk7	
埯	aŋ3	
捯	tau3	
擄	lu3	
摑	kɔk7	
埸	ɛk8	
埵	tɔ2	
赧	laŋ3	
埤	pui1	
捭	pai1	
埝	liaŋ4	
堋	pʰɛŋ2	
堍	tʰɔu5	
掬	kiɔk7	
鷙	tsi5	
掖	ɛk8	
捽	tsuk7	
掊	pʰɔu3	
堉	iɔk8	
捩	li4	
掮	kʰiaŋ2	
愨	kʰak7	
埭	tɔ6	
埽	sau5	
摜	kua ̃4	
聃	taŋ1	
菁	tsɛŋ1	
萁	ki1	
菘	sɔŋ2	
堇	kəŋ3	
萘	nai4	
萋	tsʰi1	
菽	sɔk7	
菖	tsʰiaŋ1	
萜	tʰiak7	
萸	dzu2	
萑	huaŋ2	
棻	huŋ1	
菔	hɔk8	
菟	tʰɔu5	
萏	taŋ3	
萃	zui4	
菏	ɔ2	
菹	tsu1	
菪	taŋ4	
菅	kaŋ1	
菀	uaŋ3	
縈	iɔŋ2	
縈	ɛŋ1	又，～纱
菰	kɔu1	
菡	haŋ2	
槤	liaŋ2	
梏	kʰɔk7	
覡	hɛk7	
桴	pʰu2	
桷	kak7	
梲		
桫	sɔ1	
欞	lɛŋ2	
嗇	siak7	
郾	iaŋ3	
匱	kʰui4	
敕	tʰɛk7	
鄄	kiaŋ1	
酞	tʰai5	
酚	huŋ1	
戛	kiak7	
硎	hɛŋ2	
硭	maŋ2	
硒	sai1	
硤	hiak8	
磽	kʰiɔu1	
硐	taŋ6	
硇	nau1	
硌	lɔk8	
硌	kɛʔ8	
鴯	dzə2	
匏	pu2	
廄	kiu5	
龔	kiɔŋ3	
殞	uŋ2	
殍	piɔu2	
賚	lai5	
雩	u1	
塹	tsiaŋ5	
眭	sui1	
眦	tsə1	
嘖	tsɛʔ7	
晡	pu1	
晤	ŋɔ2	
眺	tʰiɔu3	
眵	tsʰi1	
圊	tsʰɛŋ1	
喏	dzia3	
喵	miɔu1	
啉	liŋ5	
勖	hiɔk7	
晞	hi1	
唵	aŋ4	
晗	haŋ2	
冕	miaŋ3	
囀	tsuaŋ3	
畦	kui1	
趺	hu1	
嚙	ŋiak7	
蹌	tsʰaŋ1	
蛄	kɔu1	
蠣	li4	
蚰	iu2	
圉	i ̃3	
蚱	tsa5	
蛉	lɛŋ2	
蚴	iu ̃5	
啁	tsiu1	
啕	tʰau2	
唿	huk7	
啐	tsʰui5	
唼	sak7	
唷	iɔk8	
啖	taŋ2	
啵	pɔ6	
啶	tɛŋ4	
啷	laŋ1	
唳	li4	
唰	suɛʔ7	
啜	tsʰɔiʔ7	
幘	tsɛʔ7	
崚	lɛŋ2	
幗	kɔk7	
崮	ku1	
崤	ŋau2	
崆	kʰɔŋ1	
賕	kʰiu2	
賑	tsɛŋ3	
銠	lau3	
鉺	dzə3	
鋏	kiak8	
銦	ɛŋ1	
鎧	kʰai3	
銖	tsu1	
銑	sɔi3	
鋌	tʰɛŋ3	
鏵	hua2	
銓	tsʰuaŋ2	
鎩	suaʔ7	
銚	tʰiɔu5	
錚	tsɛŋ1	
銫	sɛk7	
銥	i1	
銨	aŋ1	
銣	dzu2	
氪	kʰiɔk7	
牾	ŋɔ2	
鴰	kuak7	
穠	lɔŋ2	
逶	ui3	
筇	kʰiɔŋ2	
笸	pʰɔ3	
笪	tak7	
笮	tsak7	
笥	sə1	
笤	tʰiɔu2	
籩	piaŋ1	
笞	tsʰi1	
僨		
偃	iaŋ3	
偈	kiak7	
偬	tsɔŋ3	
僂	lu2	
皚	ŋai2	
皎	kau3	
鴴	hɛŋ2	
徜	siaŋ2	
舸	kʰɔ1	
艫	lu2	
舴	tsa1	
舷	hi ̃2	
翎	lɛŋ2	
脬	pʰa1	
脘	uaŋ3	
脲	dziɔ5	
匐	pʰɛk7	
猗	i1	
玀	lɔ2	
猞	sia5	
獼	ni2	
馗	kʰui2	
餜	kuɛ3	
孰	sɔk8	
庹		
庾	dzu2	
痍	i2	
翊	ɛk8	
旎	ni2	
袤	mɔu2	
闍	tu1	
闍	sia2	
閾	hɔk8	
閶	tsʰiaŋ1	
鬩	hɛk7	
閽	huŋ1	
閼	iaŋ1	
閼	ak7	
羥	kʰiaŋ1	
糲	li4	
粕	pʰɔʔ7	
焐	u5	
烯	hi1	
焓	haŋ2	
烽	hɔŋ1	
烷	uaŋ3	
焗	kɔk8	
漬	tsɛʔ7	
渚	su3	
淇	kʰi2	
淅	sɛk7	
淞	sɔŋ2	
瀆	tɔk8	
涿	tɔk8	
淖	nau4	
挲	sɔ1	
挲	sa1	
淠	pʰi5	
涸	hak7	
澠	miaŋ3	
澠	sɛŋ2	
淦	kaŋ5	
淝	pui2	
淬	tsʰui5	
涪	pu2	
淙	tsɔŋ1	
涫	kuaŋ5	
淥	lɔk8	
淄	tsə1	
愜	kʰiak7	
悻	hɛŋ4	
悱	hui3	
惝	tʰaŋ3	
惘	buaŋ3	
悸	kui5	
惆	tʰiu2	
惚	huk7	
惇	tuŋ1	
窕	tʰiɔu3	
諶	siŋ2	
扈	hu4	
皸	kuŋ1	
謔	ŋiak8	
襠	taŋ1	
裉	kʰɛŋ1	
諤	ŋak8	
諭	dzu4	
諼		
諦	ti5	
諞		
逯	lɔk8	
郿	bai2	
隈	ui1	
隍	ŋ2	
隍	huaŋ2	
隗	ŋui4	
隗	kʰui2	
婧	tsɛŋ4	
婊	piɔu3	
婕	tsiak8	
娼	tsʰiaŋ1	
嬋	siaŋ2	
胬	nɔ5	
袈	kia1	
翌	ɛk8	
恿	iɔŋ3	
欸	ɛ4	
綾	lɛŋ5	
騏	kʰi2	
綺	i3	
緋	hui1	
緔	tsʰiɔ ̃4	
騍	kʰɔ1	
緄	kuŋ1	
騅	tsui1	
綬	siu4	
綹	liu3	
綣	kuaŋ3	
綰	uaŋ3	
驂	tsʰaŋ1	
緇	tsə1	
耠	haʔ7	
琫	paŋ3	
琪	kʰi2	
瑛	ɛŋ1	
琦	kʰi2	
琥	hɔu ̃3	
琨	kʰuŋ1	
靚	tsɛŋ4	
琰	iaŋ3	
琮	tsɔŋ1	
琯	kuaŋ3	
琬	uaŋ3	
琚	kə1	
黿	ŋuaŋ2	
揳	kʰiak7	
堞	tiak8	
揸	tsa1	
揠	ak7	
堙	ɛŋ1	
趄	tsʰiak7	
趄	tsu1	
頡	kiak7	
塄	lɛŋ2	
撳	kʰaŋ5	
耋	tiak7	
揄	iu2	
蛩	kʰiɔŋ3	
塆	uaŋ1	
摒	pɛŋ3	
掾	uaŋ5	
聒	kuak7	
葑	hɔŋ1	
靰	uk7	
靸	sak7	
葳	ui2	
葺	tsʰik8	
葸	si3	
萼	ŋak8	
葆	pau3	
葩	pa1	
葶	tɛŋ2	
蔞	lu2	
萱	suaŋ1	
葭	kia1	
楮	tu3	
棼	huŋ1	
櫝	tɔk8	
棹	tsau4	
欏	lɔ2	
棰	tsʰuɛ2	
賫		
椋	liaŋ2	
椁	kuak7	
椪	pʰɔŋ5	
棣	ti4	
椐	kʰə1	
鵓	puak8	
覃	tʰaŋ2	
覃	tsʰiŋ2	
酤	kɔu1	
酢	tsʰɔu5	
酢	tsu4	
酡	tʰɔ2	
鸝	li2	
殫	taŋ1	
殛	kɛk7	
雯	buŋ2	
雱	pʰaŋ2	
輥	kuŋ3	
輞	buaŋ3	
槧	tsiaŋ4	
斐	hui1	
睄		
瞼	kiaŋ3	
睇	tʰoi ̃3	替
睃	sɔ1	
戢	tsik7	
喋	tiak	
嗒	taʔ7	
喃	naŋ2	
喱	li2	
喹	kui1	
喈	kai1	
跖	tsia5	
跗	hu1	
躒	lɛk8	
跚	saŋ1	
跎	tʰɔ2	
跏	kia1	
跆	tʰai2	
蛺	hiak8	
蟯	ŋiɔu2	
蛭	tiak7	
螄	si1	
蛐	kʰɛk7	
蛔	huɛ1	
蛞	kuak7	
蠐	tsʰiʔ8	
蛟	ka1	
蛘	iɔ ̃2	
喁	ŋiɔŋ2	
喟	kʰui5	
啾	tsʰiu1	
嗖	sɔu3	
喑	iŋ1	
瘖	iŋ1	
嗟	tsa1	
嘍		
嗞	tsə1	
喀	kʰɛʔ7	
喔	ɔk7	
喙	hui5	
嶸	iɔŋ2	
嵖	tsʰɛ2	
崴	uai3	
遄	tsuaŋ1	
詈	lɔi2	
嵎	ŋɔ2	
崽	tsai3	
嵬	ŋui2	
嵛	dzu2	
嵯	tsʰɔ1	
嶁	lu2	
嵫	tsə1	
幄	ɔk7	
嵋	bai2	
賧	taŋ4	
鋙		
錸	lai2	
鏗	kiaŋ1	
鋥	tsɛŋ5	
鋰	li3	
鋯	kau5	
鋨	ŋɔ2	
鐧	kaŋ5	
銻	ti4	
鋃	laŋ2	
錒	a1	
掣	tsi5	
氰	tsʰɛ ̃1	
毳	tsʰi5	
毽	kiaŋ4	
犢	tɔk8	
犄	i1	
犋	ku4	
鵠	kʰɔk7	
犍	kiaŋ4	
嵇	ki1	
稃	hu1	
稂	laŋ2	
篳	piak8	
筌	tsʰuaŋ2	
傣	tai3	
傈	liak8	
舄	sɛk7	
儻	tʰaŋ3	
儐	piŋ1	
遑	huaŋ2	
儺	nɔ2	
徨	huaŋ2	
嬃	su1	
畲	sia2	
弑	tsʰi5	
頜	hak8	
翕	hik7	
鵒	iɔk7	
腈	tsia ̃1	
腌	iaŋ1	
腓	hui1	
腆	tiaŋ3	
腴	dzu2	
腚	tɛŋ5	
魷	dziu2	
魨	tʰuŋ2	
魴	huaŋ3	
潁	tʰɛŋ3	
猢	hu2	
猹	tsa1	
猥	ui3	
颶	ku4	
觴	siaŋ1	
觚	ku1	
猱	nau2	
熲	kuaŋ3	
飧	suŋ1	
餷	tsa1	
臠	luaŋ2	
裒	pʰɔu3	
癆	lau2	
痦	u2	
