id	ini	fn	pt	单字	IPA	注释		小學堂	甘網處理後	issame	isui
1891	ts	at	33	札	tsat3	札记		tsat33	tsat3	False	False
1892	ts	at	33	紮	tsat3	驻扎		tsat33	tsat3	False	False
1893	tsʰ	an	24	鏟	tsʰan24	铲草		tsʰan24	tsʰan24	1	False
1894	tsʰ	at	33	察	tsʰat3	观察		tsʰat33	tsʰat3	False	False
1895	s	an	55	山	san55	山顶		san55	san55	1	False
1896	tsʰ	an	24	産	tsʰan24	生产			tsʰan24	1	False
1897	s	at	33	殺	sat3	自杀		sat33	sat3	False	False
1898	s	at	33	煞	sat3	凶神恶煞；煞费苦心			sat3	1	False
1899	k	an	55	艱	kan55	艰苦		kan55	kan55	1	False
1900	k	an	55	間	kan55	中间			kan55	1	False
1901	k	an	24	簡	kan24	简单		kan24	kan24	1	False
1902	k	an	24	柬	kan24	请柬		kan24	kan24	1	False
1903	k	an	24	揀	kan24	拣菜		kan24	kan24	1	False
1904	k	an	33	間	kan33	间断			kan33	1	False
1905	ŋ	an	33	眼	ŋan33	眼镜		ŋan33	ŋan33	1	False
1906	h	an	11	閑	han21	空闲		han21	han21	1	False
1907	h	an	22	限	han22	限制		han22	han22	1	False
1908	h	an	22	莧	han22	苋菜		han22	han22	1	False
1909	ts	at	33	軋	tsat3	被车轧；轧钢厂		tsat33	tsat3	False	False
1910	p	an	55	班	pan55	班级		pan55	pan55	1	False
1911	p	an	55	斑	pan55	雀斑		pan55	pan55	1	False
1912	p	an	55	頒	pan55	颁布		pan55	pan55	1	False
1913	p	an	24	扳	pan24	扳手，枪的扳机		pan24	pan24	1	False
1914	p	an	24	板	pan24	石板		pan24	pan24	1	False
1915	p	an	24	版	pan24	出版		pan24	pan24	1	False
1916	pʰ	an	55	攀	pʰan55	高攀		pʰan55	pʰan55	1	False
1917	m	an	11	蠻	man21	野蛮		man21	man21	1	False
1918	m	an	22	慢	man22	快慢		man22	man22	1	False
1919	ts	an	24	棧	tsan24	客栈		tsan24	tsan24	1	False
1920	ts	ap	33	鍘	tsap3	铡刀			tsap3	1	False
1921	s	an	55	删	san55	删除			san55	1	False
1922	s	an	33	疝	san33	疝气		san55	san33	False	False
1923	k	an	55	奸	kan55	奸臣			kan55	1	False
1924	k	an	24	澗	kan24	山涧			kan24	1	False
1925	ŋ	an	11	顔	ŋan21	颜色			ŋan21	1	False
1926	ŋ	an	22	雁	ŋan22	大雁		ŋan22	ŋan22	1	False
1927	h	at	22	瞎	hat2	瞎子		hat22	hat2	False	False
1928	h	at	22	轄	hat2	管辖		hat22	hat2	False	False
1929	∅	an	33	晏	ʔan33	天晚		∅an33	∅an33	1	False
1930	p	in	55	鞭	pin55	皮鞭		pin55	pin55	1	False
1931	pʰ	in	55	編	pʰin55	编辑		pʰin55	pʰin55	1	False
1932	p	in	33	變	pin33	改变		pin33	pin33	1	False
1933	p	it	22	别	pit2	分别			pit2	1	False
1934	p	it	33	鱉	pit3	甲鱼			pit3	1	False
1935	pʰ	in	55	篇	pʰin55	一篇		pʰin55	pʰin55	1	False
1936	pʰ	in	55	偏	pʰin55	偏僻		pʰin55	pʰin55	1	False
1937	pʰ	in	33	騙	pʰin33	欺骗			pʰin33	1	False
1938	pʰ	in	11	便	pʰin21	便宜		pʰin21;pin22	pʰin21	False	False
1939	p	in	22	辨	pin22	分辨		pin22	pin22	1	False
1940	p	in	22	辯	pin22	辩论		pin22	pin22	1	False
1941	p	in	22	汴	pin22	汴梁		pin22	pin22	1	False
1942	p	in	22	便	pin22	方便		pʰin21;pin22	pin22	False	False
1943	p	it	33	别	pit3	区别			pit3	1	False
1944	m	in	11	綿	min21	海绵		min21	min21	1	False
1945	m	in	11	棉	min21	棉花		min21	min21	1	False
1946	m	in	33	免	min33	免除		min33	min33	1	False
1947	m	in	33	勉	min33	勉强		min33	min33	1	False
1948	m	in	33	娩	min33	分娩		min33	min33	1	False
1949	m	in	33	緬	min33	缅甸		min33	min33	1	False
1950	m	in	22	面	min22	面子		min22	min22	1	False
1951	m	it	33	滅	mit3	消灭		mit22	mit3	False	False
1952	ts	in	24	碾	tsin24	碾米		tsin24	tsin24	1	False
1953	l	in	11	連	lin21	大连；连长		lin21	lin21	1	False
1954	l	yn	11	聯	lyn21	联系；对联			lyn21	1	False
1955	l	it	22	列	lit2	排列		lit22	lit2	False	False
1956	l	it	33	裂	lit3	分裂		lit33	lit3	False	False
1957	l	it	22	烈	lit2	烈士		lit22	lit2	False	False
1958	ts	in	55	煎	tsin55	煎药		tsin55	tsin55	1	False
1959	ts	in	24	剪	tsin24	铰剪		tsin24	tsin24	1	False
1960	ts	in	33	箭	tsin33	射箭		tsin33	tsin33	1	False
1961	ts	in	33	濺	tsin33	溅水		tsʰin33	tsin33	False	False
1962	tsʰ	im	55	遷	tsʰim55/tsʰin55	迁移		tsʰin55	tsʰim55	False	False
1963	tsʰ	in	24	淺	tsʰin24	深浅		tsʰin24	tsʰin24	1	False
1964	tsʰ	in	24	錢	tsʰin21/tsʰin24	钱财		tsʰin21	tsʰin24	False	False
1965	tsʰ	in	33	踐	tsʰin33/tsʰin24	实践		tsʰin24	tsʰin33	False	False
1966	ts	in	33	賤	tsin33/tsin22	犯贱		tsin22	tsin33	False	False
1967	ts	in	33	餞	tsin33	饯行		tsin33	tsin33	1	False
1968	s	in	55	仙	sin55	神仙		sin55	sin55	1	False
1969	s	in	55	鮮	sin55	新鲜		sin55;sin24	sin55	False	False
1970	s	in	55	鮮	sin55	朝鲜		sin55;sin24	sin55	False	False
1971	s	in	24	癬	sin24	脚癣		sin24	sin24	1	False
1972	s	in	33	綫	sin33	线索		sin33	sin33	1	False
1973	s	it	33	薛	sit3	姓		sit33	sit3	False	False
1974	s	it	33	泄	sit3	泄漏，排泄		sit33	sit3	False	False
1975	s	in	22	羨	sin22/sin33	羡慕		sin33	sin22	False	False
1976	ts	in	24	展	tsin24	发展		tsin24	tsin24	1	False
1977	ts	it	33	哲	tsit3	哲学		tsit33	tsit3	False	False
1978	ts	it	33	蜇	tsit3	蝎子蜇人；海蜇		tsit33	tsit3	False	False
1979	tsʰ	it	33	徹	tsʰit3	彻底		tsʰit33	tsʰit3	False	False
1980	tsʰ	it	33	撤	tsʰit3	撤退		tsʰit33	tsʰit3	False	False
1981	tsʰ	in	11	纏	tsʰin21	纠缠		tsʰin21	tsʰin21	1	False
1982	tsʰ	it	33	轍	tsʰit3	南辕北辙		tsʰit33	tsʰit3	False	False
1983	ts	in	55	氈	tsin55	油毛毡			tsin55	1	False
1984	ts	in	33	戰	tsin33	战斗		tsin33	tsin33	1	False
1985	ts	in	33	顫	tsin33	颤抖		tsin33	tsin33	1	False
1986	ts	it	33	折	tsit3	折断；折扣		tsit33	tsit3	False	False
1987	ts	it	33	浙	tsit3	浙江		tsit33	tsit3	False	False
1988	s	it	22	舌	sit2	舌头		sit22	sit2	False	False
1989	s	in	33	搧	sin33	扇扇子；（动）			sin33	1	False
1990	s	in	33	扇	sin33	扇子（名）		sin55	sin33	False	False
1991	tsʰ	it	33	設	tsʰit3	设计		tsʰit33	tsʰit3	False	False
1992	s	im	11	蟬	sim21	蝉蜕，知了		sim21	sim21	1	False
1993	s	in	11	禪	sin21/sim21	禅让		sim21	sin21	False	False
1994	s	in	22	善	sin22	善良		sin22	sin22	1	False
1995	s	in	33	鱔	sin33	鳝鱼，黄鳝			sin33	1	False
1997	s	in	22	膳	sin22	膳食		sin22	sin22	1	False
1998	s	im	11	禪	sim21	禅宗		sim21	sim21	1	False
1999	s	it	33	折	sit3	折本；摔折手臂		tsit33	sit3	False	False
2000	∅	in	11	然	jin21	居然		sin21	jin21	False	False
2001	∅	in	11	燃	jin21	燃烧		sin21	jin21	False	False
2002	∅	it	22	熱	jit2	热烈		jit22	jit2	False	False
2003	h	in	33	遣	hin33	遣责		hin33	hin33	1	False
2004	kʰ	in	11	乾	kʰin21	乾坤		kon55;kʰin21	kʰin21	False	False
2005	kʰ	in	11	虔	kʰin21	虔诚		kʰin21	kʰin21	1	False
2006	k	in	22	件	kin22	一件		kin22	kin22	1	False
2007	k	it	22	傑	kit2	杰出		kit22	kit2	False	False
2008	∅	in	22	諺	jin22	谚语		jin22	jin22	1	False
2009	∅	ip	33	孽	jip3	作孽		jip22	jip3	False	False
2010	∅	in	11	延	jin21	延安		jin21	jin21	1	False
2011	∅	in	11	筵	jin21	筵席		jin21	jin21	1	False
2012	h	in	33	演	hin33	演出		jin24	hin33	False	False
2013	k	in	33	建	kin33	建设		kin33	kin33	1	False
2014	kʰ	it	33	揭	kʰit3	揭发		kʰit33	kʰit3	False	False
2015	k	in	22	鍵	kin22	关键		kin22	kin22	1	False
2016	k	in	22	健	kin22	健康		kin22	kin22	1	False
2017	kʰ	it	33	竭	kʰit3	竭尽全力			kʰit3	1	False
2018	∅	in	11	言	jin21	语言		jin21	jin21	1	False
2019	h	in	55	軒	hin55	人名用字（轩辕）		hin55	hin55	1	False
2020	h	in	55	掀	hin55	掀开		hin55	hin55	1	False
2021	h	in	33	憲	hin33	宪法		hin33	hin33	1	False
2022	h	in	33	獻	hin33	贡献		hin33	hin33	1	False
2023	h	it	33	歇	hit3	歇一下		hit33	hit3	False	False
2024	kʰ	it	33	蝎	kʰit3	蝎子			kʰit3	1	False
2026	∅	im	24	堰	jim24	都江堰		jim21	jim24	False	False
2027	p	in	55	邊	pin55	旁边		pin55	pin55	1	False
2028	pʰ	in	55	蝙	pʰin55	蝙蝠		pʰin55	pʰin55	1	False
2029	p	in	24	扁	pin24	扁担		pin24	pin24	1	False
2030	p	in	24	匾	pin24	牌匾		pin24	pin24	1	False
2031	pʰ	in	33	遍	pʰin33	遍地		pʰin33	pʰin33	1	False
2032	pʰ	in	33	遍	pʰin33	一遍		pʰin33	pʰin33	1	False
2034	pʰ	in	33	片	pʰin33	片面		pʰin33	pʰin33	1	False
2035	pʰ	it	33	撇	pʰit3	撇开			pʰit3	1	False
2036	p	in	55	辮	pin55	辫子		pin55	pin55	1	False
2037	m	in	11	眠	min21	安眠		min21	min21	1	False
2038	m	in	22	麵	min22	面条		min22	min22	1	False
2039	m	it	22	篾	mit2	竹篾		mit22	mit2	False	False
2040	t	in	55	顛	tin55	颠倒		tin55	tin55	1	False
2041	t	in	55	癲	tin55	癫狗			tin55	1	False
2042	t	in	24	典	tin24	词典		tin24	tin24	1	False
2043	tʰ	in	55	天	tʰin55	晴天		tʰin55	tʰin55	1	False
2044	tʰ	it	33	鐵	tʰit3	钢铁		tʰit33	tʰit3	False	False
2045	tʰ	in	11	田	tʰin21	田地		tʰin21	tʰin21	1	False
2046	tʰ	in	11	填	tʰin21	填空		tʰin21	tʰin21	1	False
2047	t	in	22	電	tin22	电灯		tin22	tin22	1	False
2048	t	in	22	殿	tin22	殿堂		tin22	tin22	1	False
2049	t	in	22	佃	tin22	佃户		tin22	tin22	1	False
2050	tʰ	in	33	墊	tʰin33	垫钱；座垫			tʰin33	1	False
2051	n	in	11	年	nin21	过年		nin21	nin21	1	False
2052	n	in	24	撚	nin24	以指捻碎；捻线		nɐn24	nin24	False	False
2053	n	in	24	攆	nin24	撵出去			nin24	1	False
2054	n	ip	33	捏	nip3/nit2	捏紧		nit22	nip3	False	False
2055	l	in	11	憐	lin21	可怜		lin21	lin21	1	False
2056	l	in	11	蓮	lin21	莲花		lin21	lin21	1	False
2057	l	in	22	練	lin22/lin21	练习		lin21	lin22	False	False
2058	l	in	24	楝	lin24/lin21	苦楝树		lin21	lin24	False	False
2059	l	in	24	鏈	lin24	项链			lin24	1	False
2060	ts	in	55	箋	tsin55	信笺		tsin55	tsin55	1	False
2061	ts	in	33	薦	tsin33	推荐		tsin33	tsin33	1	False
2062	ts	it	33	節	tsit3	节约		tsit33	tsit3	False	False
2063	tsʰ	in	55	千	tsʰin55	千万		tsʰin55	tsʰin55	1	False
2064	tsʰ	it	33	切	tsʰit3	切开		tsʰit33	tsʰit3	False	False
2065	tsʰ	in	11	前	tsʰin21	从前		tsʰin21	tsʰin21	1	False
2066	ts	it	33	截	tsit3	截断			tsit3	1	False
2067	s	in	55	先	sin55	先进		sin55	sin55	1	False
2068	s	it	33	屑	sit3	不屑一顾（动）			sit3	1	False
2069	s	it	33	屑	sit3	木屑（名）			sit3	1	False
2070	k	in	55	肩	kin55	肩膀		kin55	kin55	1	False
2071	k	in	55	堅	kin55	坚强		kin55	kin55	1	False
2072	k	an	24	繭	kan24	蚕茧		kan24	kan24	1	False
2073	k	an	24	趼	kan24	老茧（手脚掌上）			kan24	1	False
2074	k	in	33	見	kin33	见识		kin33;jin22	kin33	False	False
2075	k	it	33	結	kit3	结果		kit33	kit3	False	False
2076	k	it	33	潔	kit3	清洁		kit33	kit3	False	False
2077	h	in	55	牽	hin55	牵牛花		hin55	hin55	1	False
2078	∅	in	11	研	jin21	研究		jin21	jin21	1	False
2079	∅	in	24	硯	jin24	砚台		jin22	jin24	False	False
2080	h	in	24	顯	hin24	明显		hin24	hin24	1	False
2081	∅	in	11	賢	jin21	贤惠		jin21	jin21	1	False
2082	∅	yn	11	弦	jyn21	琴弦		jyn21	jyn21	1	False
2083	∅	in	22	現	jin22	出现		jin22	jin22	1	False
2084	∅	in	55	煙	jin55	香烟		jin55	jin55	1	False
2085	∅	in	33	燕	jin33	燕京；姓		jin55;jin33	jin33	False	False
2086	∅	in	33	燕	jin33	燕子		jin55;jin33	jin33	False	False
2087	∅	it	33	嚥	jit3	咽下去		jin33	jit3	False	False
2088	∅	in	33	宴	jin33	宴会		jin33	jin33	1	False
2089	∅	it	33	噎	jit3	噎住		jit33	jit3	False	False
2090	p	un	55	般	pun55	一般		pun55	pun55	1	False
2091	p	un	55	搬	pun55	搬家			pun55	1	False
2092	p	un	33	半	pun33	半天		pun33	pun33	1	False
2093	p	un	22	絆	pun22	绊倒		pun22	pun22	1	False
2094	p	ut	33	缽	put3	衣钵			put3	1	False
2095	p	ut	22	撥	put2	拨款		put33	put2	False	False
2096	pʰ	un	55	潘	pʰun55	姓		pʰun55	pʰun55	1	False
2097	pʰ	əŋ	33	拚	pʰəŋ33	拼命			pʰəŋ33	1	False
2098	pʰ	un	33	判	pʰun33	审判		pʰun33	pʰun33	1	False
2099	pʰ	ut	33	潑	pʰut3	泼水			pʰut3	1	False
2100	pʰ	un	11	盤	pʰun21	算盘		pʰun21	pʰun21	1	False
2101	p	un	22	伴	pun22	伙伴		pun22	pun22	1	False
2102	p	un	22	拌	pun22	搅拌		pun22	pun22	1	False
2103	p	un	22	叛	pun22	叛徒		pun22	pun22	1	False
2104	m	un	11	瞞	mun21/mun22	隐瞒		mun22	mun21	False	False
2105	m	an	22	饅	man22	馒头		man22	man22	1	False
2106	m	an	11	鰻	man21	鳗鱼			man21	1	False
2107	m	un	33	滿	mun33	满意，装满		mun33	mun33	1	False
2108	m	an	11	漫	man21/man22	漫画		man22	man21	False	False
2109	m	ut	22	末	mut2	末尾		mut22	mut2	False	False
2110	m	ut	22	沫	mut2	泡沫		mut22	mut2	False	False
2111	m	ut	33	抹	mut3	抹布		mut33	mut3	False	False
2112	t	yn	55	端	tyn55	端午		tyn55	tyn55	1	False
2113	t	yn	24	短	tyn24	长短		tyn24	tyn24	1	False
2114	tʰ	yn	33	斷	tʰyn33	断绝，线断了		tʰyn33	tʰyn33	1	False
2115	t	yn	33	鍛	tyn33	锻炼		tyn33	tyn33	1	False
2116	tʰ	yt	33	脱	tʰyt3	摆脱			tʰyt3	1	False
2117	tʰ	yn	11	團	tʰyn21	团结		tʰyn21	tʰyn21	1	False
2118	tʰ	yn	11	糰	tʰyn21	糕团			tʰyn21	1	False
2119	tʰ	yn	33	斷	tʰyn33	决断，断案		tʰyn33	tʰyn33	1	False
2120	t	yn	22	段	tyn22	阶段		tyn22	tyn22	1	False
2121	t	yn	22	緞	tyn22	绸缎		tyn22	tyn22	1	False
2123	t	yt	22	奪	tyt2	夺权		tyt22	tyt2	False	False
2124	n	yn	33	暖	nyn33	暖和		nyn33	nyn33	1	False
2125	l	yn	11	鸞	lyn21	鸾凤		lyn21	lyn21	1	False
2126	l	ɐn	24	卵	lɐn24	鸡卵（鸡蛋）		lɐn24	lɐn24	1	False
2127	l	yn	22	亂	lyn22	混乱		lyn22	lyn22	1	False
2128	l	yt	33	捋	lyt3	捋袖		lyt33	lyt3	False	False
2129	ts	yn	33	鑽	tsyn33	电钻（名）		tsyn55	tsyn33	False	False
2130	ts	yn	33	鑽	tsyn33	钻洞（动）		tsyn55	tsyn33	False	False
2131	tsʰ	yn	24	竄	tsʰyn24	东窜西窜		tsʰyn24	tsʰyn24	1	False
2132	tsʰ	yt	33	撮	tsʰyt3/tsyt3	一撮胡子		tsyt33	tsʰyt3	False	False
2133	s	yn	55	酸	syn55	酸味		syn55	syn55	1	False
2134	s	yn	33	算	syn33	计算			syn33	1	False
2135	s	yn	33	蒜	syn33	蒜头		syn33	syn33	1	False
2136	k	un	55	官	kun55	当官		kun55	kun55	1	False
2137	k	un	55	棺	kun55	棺材		kun55	kun55	1	False
2138	k	un	55	觀	kun55	参观		kun55;kun33	kun55	False	False
2139	k	un	33	冠	kun33	冠军		kun55;kun33	kun33	False	False
2140	k	un	24	管	kun24	管理		kun24	kun24	1	False
2141	k	un	24	館	kun24	图书馆		kun24	kun24	1	False
2142	k	un	33	貫	kun33	贯彻		kun33	kun33	1	False
2143	k	un	33	灌	kun33	灌溉		kun33	kun33	1	False
2144	k	un	33	罐	kun33	罐头			kun33	1	False
2145	k	un	55	觀	kun55	道观		kun55;kun33	kun55	False	False
2146	k	un	33	冠	kun33	衣冠		kun55;kun33	kun33	False	False
2147	kʰ	ut	33	括	kʰut3	包括		kʰut33	kʰut3	False	False
2148	f	un	55	寛	fun55	宽敞			fun55	1	False
2149	f	un	24	款	fun24	汇款		fun24	fun24	1	False
2150	f	ut	33	闊	fut3	开阔		fut33	fut3	False	False
2151	w	an	24	玩	wan24	玩具，游玩		wun22	wan24	False	False
2152	f	un	55	歡	fun55	喜欢		fun55	fun55	1	False
2153	w	un	22	唤	wun22	呼唤			wun22	1	False
2154	w	un	22	焕	wun22	焕然一新			wun22	1	False
2155	kʰ	ut	33	豁	kʰut3	豁然，豁嘴		kʰut33	kʰut3	False	False
2156	∅	yn	11	完	jyn21	完全		jyn21	jyn21	1	False
2157	∅	yn	24	丸	jyn24	药丸		jyn24	jyn24	1	False
2158	w	un	22	緩	wun22/wun21	迟缓		wun21	wun22	False	False
2159	w	un	24	皖	wun24/jyn24	皖南事变		jyn24	wun24	False	False
2160	w	un	22	换	wun22	交换			wun22	1	False
2161	w	ut	22	活	wut2	生活		wut22	wut2	False	False
2162	w	un	24	豌	wun24	豌豆		wun21	wun24	False	False
2163	w	un	24	碗	wun24	饭碗			wun24	1	False
2164	w	un	24	腕	wun24	手腕		wun21	wun24	False	False
2166	w	an	11	頑	wan21	顽皮		wuan21	wan21	False	False
2167	w	an	22	幻	wan22	幻想		wuan33	wan22	False	False
2168	w	at	22	滑	wat2	滑稽		wuat22	wat2	False	False
2169	w	at	22	猾	wat2	狡猾		wuat22	wat2	False	False
2170	w	at	33	挖	wat3	挖地			wat3	1	False
2171	tsʰ	yn	24	篡	tsʰyn24	篡位		san33	tsʰyn24	False	False
2172	s	an	55	閂	san55	门闩			san55	1	False
2174	tsʰ	at	33	刷	tsʰat3	牙刷		tsʰat33	tsʰat3	False	False
2175	kw	an	55	關	kwan55	关门		kuan55	kwan55	False	False
2176	kw	an	33	慣	kwan33	习惯		kuan33	kwan33	False	False
2177	kw	at	33	刮	kwat3	搜刮		kuat33	kwat3	False	False
2178	w	an	11	還	wan21	还有		wuan21	wan21	False	False
2179	w	an	11	還	wan21	还原，还钱		wuan21	wan21	False	False
2180	w	an	11	環	wan21	环境		wuan21	wan21	False	False
2181	w	an	22	患	wan22	忧患；患病		wuan22	wan22	False	False
2182	w	an	55	彎	wan55	弯曲		wuan55	wan55	False	False
2183	w	an	55	灣	wan55	海湾		wuan55	wan55	False	False
2184	l	yn	24	戀	lyn24/lyn22	恋爱		lyn22	lyn24	False	False
2185	l	yt	33	劣	lyt3	恶劣		lyt33	lyt3	False	False
2186	tsʰ	yn	11	全	tsʰyn21	全部		tsʰyn21	tsʰyn21	1	False
2187	tsʰ	yn	11	泉	tsʰyn21	泉水		tsʰyn21	tsʰyn21	1	False
2188	ts	yt	22	絶	tsyt2	绝对			tsyt2	1	False
2189	s	yn	55	宣	syn55	宣传		syn55	syn55	1	False
2190	s	yn	24	選	syn24	选举		syn24	syn24	1	False
2191	s	yt	33	雪	syt3	下雪		syt33	syt3	False	False
2192	s	yn	11	旋	syn21	旋转		syn21	syn21	1	False
2193	ts	yn	24	轉	tsyn24	转送，转学		tsyn24	tsyn24	1	False
2194	ts	yn	24	轉	tsyn24	转圆圈		tsyn24	tsyn24	1	False
2195	ts	yt	33	啜	tsyt3	啜奶			tsyt3	1	False
2196	tsʰ	yn	11	傳	tsʰyn21	传达		tsʰyn21;tsyn24	tsʰyn21	False	False
2197	s	yn	33	篆	syn33	篆书		syn22	syn33	False	False
2198	ts	yn	24	傳	tsyn24	自传		tsʰyn21;tsyn24	tsyn24	False	False
2199	ts	yn	55	專	tsyn55	专门		tsyn55	tsyn55	1	False
2200	ts	yn	55	磚	tsyn55	砖头			tsyn55	1	False
2201	ts	yt	33	拙	tsyt3	笨拙		tsyt33	tsyt3	False	False
2202	tsʰ	yn	55	川	tsʰyn55	四川		tsʰyn55	tsʰyn55	1	False
2203	tsʰ	yn	55	穿	tsʰyn55	穿着		tsʰyn55	tsʰyn55	1	False
2204	tsʰ	yn	24	喘	tsʰyn24	哮喘		tsʰyn24	tsʰyn24	1	False
2205	tsʰ	yn	33	串	tsʰyn33	串通		tsʰyn33	tsʰyn33	1	False
2483	s	ɐn	11	脣	sɐn21	嘴唇		sɐn21	sɐn21	1	False
2484	tʰ	ɐn	33	盾	tʰɐn33	矛盾		tʰɐn33	tʰɐn33	1	False
2485	s	ɐn	22	順	sɐn22	顺利		sɐn22	sɐn22	1	False
2486	s∅t		22	術	søt2	技术		søt22	s∅t2	False	False
2487	s∅t		22	述	søt2	叙述		søt22	s∅t2	False	False
2488	s	ɐn	22	舜	sɐn22	尧舜		sɐn33	sɐn22	False	False
2489	s	ɐn	11	純	sɐn21	单纯		sɐn22	sɐn21	False	False
2490	s	ɐn	11	醇	sɐn21	酒醇		sɐn22	sɐn21	False	False
2491	∅	iɐn	22	潤	jiɐn22	滋润		jiɐn22	jɐn22	False	False
2492	∅	iɐn	22	閏	jiɐn22	闰月		jiɐn22	jɐn22	False	False
2493	kw	ɐn	55	均	kwɐn55	平均		kuɐn55	kwɐn55	False	False
2494	kw	ɐn	55	鈞	kwɐn55	千钧一发		kuɐn55	kwɐn55	False	False
2495	kw	ɐt	55	橘	kwɐt5	橘子		kuɐt55	kwɐt5	False	False
2496	kwʰ	ɐn	24	菌	kʰwɐn24	细菌		kʰuɐn24	kʰwɐn24	False	False
2497	w	ɐn	11	匀	wɐn21	均匀			wɐn21	1	False
2498	w	ɐn	33	允	wɐn33	允许		wuɐn33	wɐn33	False	False
2499	w	ɐn	24	尹	wɐn24/wɐn33	姓		wuɐn33	wɐn24	False	False
2500	f	ɐn	55	分	fɐn55	分开		fɐn55;fɐn22	fɐn55	False	False
2501	f	ɐn	55	吩	fɐn55	吩咐			fɐn55	1	False
2502	f	ɐn	24	粉	fɐn24	面粉		fɐn24	fɐn24	1	False
2503	f	ɐn	33	糞	fɐn33	猪粪		fɐn33	fɐn33	1	False
2504	f	ɐn	33	奮	fɐn33	奋斗		fɐn33	fɐn33	1	False
2505	f	ɐn	55	芬	fɐn55	芬芳		fɐn55	fɐn55	1	False
2506	f	ɐn	55	紛	fɐn55	纠纷		fɐn55	fɐn55	1	False
3042	ts	aŋ	55	争	tsaŋ55	争吵，战争			tsaŋ55	1	False
3043	ts	aŋ	33	筝	tsaŋ33	风筝			tsaŋ33	1	False
3044	ts	eŋ	55	睁	tseŋ55	睁眼			tseŋ55	1	False
3045	ts	aŋ	33	踭	tsaŋ33	脚后跟			tsaŋ33	1	False
3046	ts	ak	33	責	tsak3	责任		tsak33	tsak3	False	False
3047	tsʰ	ak	33	策	tsʰak3	策略		tsʰak33	tsʰak3	False	False
3048	tsʰ	ak	33	册	tsʰak3	书册			tsʰak3	1	False
3049	k	aŋ	55	耕	kaŋ55	耕田		kaŋ55	kaŋ55	1	False
3050	k	əŋ	24	耿	kəŋ24	耿耿于怀		kueŋ24	kəŋ24	False	False
3051	k	ak	33	革	kak3	革命；皮革		kak33	kak3	False	False
3052	k	ak	33	隔	kak3	隔开，隔壁		kak33	kak3	False	False
3053	k	əŋ	33	莖	kəŋ33	花茎		keŋ55	kəŋ33	False	False
3054	h	eŋ	22	幸	heŋ22	幸福		heŋ22	heŋ22	1	False
3055	h	ɐt	22	核	hɐt2	果核		hak22	hɐt2	False	False
3056	h	ɐt	22	核	hɐt2	核对		hak22	hɐt2	False	False
3057	∅	ɐn	55	鶯	ʔɐn55	黄莺		∅ɐŋ55	∅ɐn55	False	False
3058	∅	ieŋ	55	鸚	jieŋ55	鹦鹉		jieŋ55	jeŋ55	False	False
3059	∅	ieŋ	55	櫻	jieŋ55	樱桃		jieŋ55	jeŋ55	False	False
3060	∅	ɐk	55	扼	ʔɐk5	扼杀			∅ɐk5	1	False
3061	∅	ak	33	軛	ʔak3	牛轭（牛耕田时套的工具）			∅ak3	1	False
3062	p	əŋ	55	兵	pəŋ55/peŋ55	当兵		peŋ55	pəŋ55	False	False
3063	p	əŋ	24	丙	pəŋ24/peŋ24	甲乙丙丁		peŋ24	pəŋ24	False	False
3064	p	əŋ	24	秉	pəŋ24/peŋ24	秉公办事		peŋ24	pəŋ24	False	False
3065	p	ɛŋ	33	柄	pɛŋ33	把柄		pɛŋ55	pɛŋ33	False	False
3066	p	ek	33	碧	pek3/pek5	碧玉		pek55	pek3	False	False
3067	pʰ	eŋ	11	平	pʰeŋ21	平时		pʰeŋ21	pʰeŋ21	1	False
3068	pʰ	eŋ	11	坪	pʰeŋ21	草坪		pʰeŋ21	pʰeŋ21	1	False
3069	pʰ	eŋ	11	評	pʰeŋ21	批评		pʰeŋ21	pʰeŋ21	1	False
3070	p	ɛŋ	22	病	pɛŋ22	生病		pɛŋ22	pɛŋ22	1	False
3071	m	əŋ	11	鳴	məŋ21/meŋ21	鸣叫		meŋ21	məŋ21	False	False
3072	m	əŋ	11	明	məŋ21/meŋ21	明年		meŋ21	məŋ21	False	False
3073	m	eŋ	11	盟	meŋ21	同盟		meŋ21	meŋ21	1	False
3074	m	əŋ	33	皿	məŋ33/meŋ33	器皿		meŋ33	məŋ33	False	False
3075	m	əŋ	22	命	məŋ22/meŋ22	命令；一条命		meŋ22	məŋ22	False	False
3076	k	eŋ	55	京	keŋ55	北京		keŋ55	keŋ55	1	False
3077	k	eŋ	55	荆	keŋ55	荆州			keŋ55	1	False
3078	k	eŋ	55	驚	keŋ55	吃惊，好惊		keŋ55	keŋ55	1	False
3079	k	eŋ	24	境	keŋ24	境界		keŋ24	keŋ24	1	False
3080	k	eŋ	24	景	keŋ24	景色		keŋ24	keŋ24	1	False
3081	k	eŋ	24	警	keŋ24	警察		keŋ24	keŋ24	1	False
3082	k	eŋ	33	敬	keŋ33	敬爱		keŋ33	keŋ33	1	False
3083	k	eŋ	24	竟	keŋ24	竟然		keŋ24	keŋ24	1	False
3084	k	ɛŋ	33	鏡	kɛŋ33	镜子，圆镜		kɛŋ33	kɛŋ33	1	False
3085	k	ek	55	戟	kek5	方天画戟		kek55	kek5	False	False
3086	h	eŋ	55	卿	heŋ55/hɛŋ55	人名用字；爱卿		hɛŋ55	heŋ55	False	False
