#詞語	音標	解釋
皮薄	pʰi pɤ	看不起,使人窘迫:你不咧看这么大的娃娃咧,乜还~人呢。②礼金或礼品数量少:这么一点点,怕太~咧吧。
皮条客	pʰi tʰiɔu kʰei	指男女不正当关系的牵合人。
皮实	pʰi ʂʅ	(人或物)结实:普桑~,耐摔绊。/这个娃娃~得很,从来没感冒过。
皮蛋	pʰi tæ̃5	松花蛋。
皮袄	pʰi nɔu	用羊皮制成的或长或短的大衣。
皮匠	pʰi tɕiaŋ	制作皮毛物品的小手工业工人。
皮冻冻	pʰi tuŋ5 tuŋ	用牛头肉皮或猪肉皮熬制成的一种食品。
皮甲甲儿	pʰi tɕia5 tɕia r	皮制的马甲儿:二八月穿上个~,还顶些用。
屁大	pʰi5 ta	不大,不值一提。~一点娃娃还欺负人呢。/~的个事,赶紧算咧。
屁筒	pʰi5 tʰuŋ3	爱放屁的人。
屁虎子	pʰi5 xu3 tsɿ	屁。
屁温子	pʰi5 vəŋ tsɿ	不烫手,温吞吞的:揣去~,一点儿也不烫。蚍蜉蚂pʰi44fəŋ21ma53蚂蚁。
弥	mi	本义为用布接缝,引申为续、接:裤子短咧,~上几寸还能穿。/一根竹竿短咧些,再~上一根。《方言》卷十二:“弥,合也。”《广雅·释诂二》:“弥,缝也。”
眉眼	mi ȵiæ̃	眼色:这个娃娃一点~都没有。②头绪:写下的论文还没有~呢。
迷信罐罐	mi ɕiŋ5 kuæ̃5 kuæ̃	指非常讲迷信的人。
糜子	mi tsɿ	一年生草本植物,叶子线形,子实淡黄色,去皮后叫“黄米”。
米汤	mi3 tʰaŋ	稀饭。②蒸米饭时撇出的米汁儿(随着电饭锅的普及,这种做法现已不多见)。
米滚水	mi3 kuŋ ʂuei3	将吃剩的米饭加水熬成的稀饭或熬稀饭时米较少,吃起来不香,口感似白开水,故名。
米和和	mi3 xuɤ5 xuɤ	米饭和面条或面片放在一起加葱花儿等调料做成的饭。
女猫儿	mi3 mɔu2 εr	母猫:这个猫儿是个郎猫儿,还是个~?女,《广韵·语韵》:“尼吕切”。固原方言单字或在其他词语中一般读为ȵy53,而在“女猫儿”一词中读mi53。
眯	mi5	小睡:中午~上一阵子顶用得很。
眉户子	mi5 xu tsɿ	发源于陕西眉县,流行于西北各省的地方剧种。
腻	mi	支、撑:把车轮子用石头~住,不咧让顺坡坡溜咧。②堵塞、淤塞:下水道叫倒下的恶水给~住咧。
腻虫	mi5 tʂʰuŋ	蚜虫。
腻抹	mi5 mɤ	蒙混:如果人不注意,就算~过去咧。②随便不认真地做:上班太忙咧,三顿饭就不知道咋么~着呢。
腻眼腻齿	mi5 ȵiæ̃ mi5 tsʰɿ3	指人(多指孩子)吃饭时不好好吃:你
咪咪	mi5 mi	初春时节,将刚发芽的杨柳树枝拧成的杨柳笛。
羝胡	ti2 xu	绵羊群里的种羊。
地溜子	ti2 liəu tsɿ	螺丝菜。一种茎像螺丝杆形状的植物,可食用。
底子	ti3 tsɿ	器物的底部(向外的部分):鞋~上沾咧些脏东西。②基础:这个娃娃~好着呢。③可作根据的:把我写下的~拿着过来。④花纹图案的衬托面:红~上面把白字放上。⑤东西剩下的最后部分:一点货~咧你都拿着去。
底里	ti3 ȵi	下面:桌子~放着呢你看不着吗?②器物底部(向内的部分):碗~吃着剩下咧些渣渣子。
底下	ti3 xa	下面。②隶属的:手~管咧几百人呢。③低层的,一般的:当官的这么个,~的人还能活?
底襟子	ti3 tɕiŋ tsɿ	衣襟。在形容某人惧怕时常用:吓得他~颤呢。
抵牛儿	ti3 ȵiəu εr	两人(物)相克、发生冲突:这两个人经常~着呢。/事情~着就弄不成么!
抵仗	ti3 tʂaŋ5	有犄角的牛或羊相互顶角。
弟兄	ti5 ɕyŋ	兄和弟的通称。
弟妇子	ti5 fu tsɿ	兄弟的妻子。也说“弟媳妇”。
弟媳妇	ti5 ɕi fu	同“弟妇子”。
地包天	ti5 pɔu2 tʰiæ̃	上下牙弓远近中关系异常,下颌前突:那个人长下个~,不好看。②指有地包天长相的人:就那个~,我认得他呢。
地方	ti5 faŋ	位置:你能找到~吗。②院落、住所:趁有钱呢赶紧在宽展处给自己拾掇个~。
地气	ti5 tɕʰi5	土地的温度。
地老鼠	ti5 lɔu tʂʰu	烟花的一种,点着后贴着地面乱窜。
地下	ti5 xa	地上:针跌着~咧,赶紧帮着寻一下。
地茭子	ti5 tɕiɔu2 tsɿ	一种植物,有较浓的气味,当地人用来泡茶解暑。
地釉子	ti5 iəu2 tsɿ	小雨点下到地面上因气温低很快结成的薄冰。
地耎子	ti5 ʐuæ̃2 tsɿ	一种春夏之交生长在地上的藻类植物,可食
用	。《	广韵·狝韵》:“而兖切。木耳。”
地摇	ti5 iɔu	地震。
地蝼蝼	ti5 lu lu	蝼蛄。
递话	ti5 xua5	用婉曲的话语暗示:我知道呢,这是给我~着呢。
梯架	tʰi2 tɕia5	梯子:墙高着上不去,你去拿个~去。
踢脚线	tʰi2 tɕyɤ ɕiæ̃5	房屋墙壁下部用水泥或瓷砖装饰,用来防潮。
踢腾	tʰi2 tʰəŋ	不珍惜得来的东西,大手大脚地糟蹋浪费。
踢里挎塌	tʰi2 li kʰua2 tʰa	摞着的东西(纸箱之类)倒塌的声音。
踢毽子	tʰi2 tɕiæ̃5 tsɿ	一种游戏。用布等把铜钱或金属片包裹好,
提起笸篮斗动弹	tʰi tɕʰiε3 pu2 læ̃ təu3 tuŋ5 tʰæ̃	比喻不是就事论事而是有关无关的事统统都拉过来谈说:哎呀呀,你一下就~,说那么多做啥呢!
提喉声	tʰi xəu ʂəŋ	出点子、提醒:你给娃娃再不咧~,学习着呢能打游戏吗?
提就	tʰi tɕiəu5	提起并议论:过去的事再不咧~咧,没啥意思。
提说	tʰi ʂuɤ	同“提就”。②提亲、保媒。要是看上的话,叫你二大给你~去。
提味	tʰi vei5	增加(食物的)鲜味。
提角子	tʰi tɕyɤ2 tsɿ	指巫婆或神汉装腔作势地斗法。
提土旁	tʰi tʰu pʰaŋ	汉字偏旁名称之一,如“地、城”的左偏旁。
提手旁	tʰi ʂəu pʰaŋ	汉字偏旁名称之一,如“提、抢”的左偏旁。
蹄筋儿	tʰi tɕiŋ εr	牛、羊、猪的四肢中的筋。
体子	tʰi3 tsɿ	体格:乜家这个人的~好得很么,从来就没感冒过。
体体子	tʰi3 tʰi tsɿ	体格(常指小孩子):你看这个娃娃的~乖嘛。
剃头	tʰi5 tʰəu	理发:头长咧,今儿个要~去呢。
剃头的	tʰi5 tʰəu ti	理发师:他们家祖辈里就是个~。
剃头刀子	tʰi5 tʰəu tɔu tsɿ	剃头或刮脸用的长柄刀子。
立字据	li2 tsɿ5 tɕy	为某种交易或承诺写下文字凭据。
立马	li2 ma3	马上。
立夏	li2 ɕia	节气之一。
立秋	li tɕʰiəu	节气之一。
立冬	li tuŋ	节气之一。
立木	li2 mu	盖房子时举行的仪式,指墙砌好后往上架梁的活动,常要在梁上拴上大红的被面子,然后燃放花炮,以示吉利。
立醒醒地	li2 ɕiŋ3 ɕiŋ ti	不做其他事,非常专注的:赶紧把钱汇着回去,家里人~等着用呢。
立刀旁	li2 tɔu pʰaŋ	汉字偏旁名称之一,如“剥、划”的右偏旁。也说“立刀儿”。
立春	li tʂʰuŋ	节气之一。通常说“打春”。
力程	li2 tʂʰəŋ	指经济能力:想盖几间像样子的房呢,没~么。
梨	li	梨树的果实,秋末成熟。一般顶大尾小,表皮呈黄绿色,味酸甜,是普通水果。
梨瓜子	li kua tsɿ	一种甜瓜,夏初成熟。表皮呈青黄色,皮、瓤均可食用,味甜。
犁	li	动词,耕。
离娘布	li ȵiaŋ pu5	当地婚俗。指女方出嫁时,由男方送给岳父母的礼品,一般是现金或能做衣服的布料。
李子	li3 tsɿ	普通水果,球形,黄色或紫红色,味酸甜。△桃饱杏伤,~树底下送丧。
里子	li3 tsɿ	衣服被褥等东西不露在外面的那一层或纺织品的反面。里脊li53tɕi21猪、牛、羊脊椎骨内侧的条状嫩肉。
里头头	li3 tʰəu tʰəu	最里面:卖牛肉的在市场的~呢。
理识	li3 ʂʅ	理睬:旦是那么个人咧,你再不咧~咧。
理发馆	li3 fa kuæ̃3	理发店。
礼	li	礼金、聘礼:现在说一个媳妇,没有几万块的~是说不来的。②礼貌:常言说,~多人不怪么。
礼行	li3 ɕiŋ	礼品:上正时月(春节)的怕是要带些~呢。
礼拜	li3 pεi	星期。
礼拜二	li3 pεi εr5	星期二。
礼拜天	li3 pεi tʰiæ̃	星期天。
礼帽	li3 mɔu5	一种圆形宽沿的帽子,多用呢子制成。通常和礼服相配,现多用来为中老年人御寒。
鲤鱼	li3 y	淡水鱼,本地有产,身体侧扁,背部苍黑色,腹部黄白色,嘴边有须一对。
剺	li5	用刀划:把这一块皮子动物皮~成两半。《说文·刀部》:“~,剥也,划也。”《广韵·之韵》“里之切。剥也。”
利	li	锋利、锐利:这个刀子~得很。②通畅:吹西北风的时候,这个炉子就不~咧。
利祥	li5 ɕiaŋ	顺利、安康:快过年咧,大人娃娃都叫~着,不咧出啥事咧。
利然	li5 ʐæ̃	脱离关系:几十年没来往咧,整个~着呢。②彻底,通常跟在“好”后表程度:一下子弄~,不咧留啥后遗症。/等病好~咧,我领你到北京转一圈。
利核子	li5 xu tsɿ	与“粘核子”相对,指核果的核与果肉自然分开:秦安桃大部分都是~的。
利瓤子	li5 ʐaŋ tsɿ	指核桃仁与核桃壳自然分开:今儿个买下的些核桃,没有一个是~。
利利然然	li5 li ʐæ̃ ʐæ̃	(人和人)之间没有什么关系:从小就在家里长大,现在连父母好像~地。
利钱	li5 tɕʰiæ̃	做生意赚得的利润,也说“利”:开火锅店的~大着呢!
利故意子	li5 ku5 i5 tsɿ	有意、故意:~哄人着呢!
离心近	li5 ɕiŋ2 tɕiŋ5	待某人亲密一些、偏心一些:那是~着才说这些关心的话着呢。
离心远	li5 ɕiŋ2 yæ̃3	待某人生疏一些、不大关心:谁离心近,谁~,这一下子看清楚咧吗?
激	tɕi	用水将燃烧的火熄灭:火不用咧,拿水~灭去。②受到冷水的突然刺激而得病:吃饱出去让过雨给~咧,发烧开咧!③使发作;使感情冲动:那个人本身就要强得很,你再不咧~他咧!
鸡盲眼	tɕi2 mu5 ȵiæ̃	夜盲症,即夜间在光线不充足的地方视力很差甚至完全看不清东西,就像鸡一样。
鸡毛翎子	tɕi2 mɔu liŋ tsɿ	戏曲中武将帽子上插的雉尾。
鸡蛋糕	tɕi2 tæ̃5 kɔu3	有鸡蛋成分的糕点。
鸡汤屎	tɕi2 tʰaŋ sɿ	鸡拉的呈水状的粪便。
鸡窝挪鸭窝	tɕi2 vɤ nuɤ2 ia vɤ	比喻虽然有了变动但工作或命运没有多大改观。
鸡冠子	tɕi2 kuæ̃2 tsɿ	鸡冠。
鸡胗干	tɕi2 tʂəŋ kæ̃	宰杀后供食用的鸡胃。
鸡内金	tɕi2 nuei5 tɕiŋ	鸡胃内壁的一层黄色薄膜,可入药,性平、味苦,功能健脾消积,主治食积腹满、泄泻等症。
鸡娃子	tɕi2 va tsɿ	小鸡雏。
鸡叫唤	tɕi2 tɕiɔu5 xuæ̃	黎明时刻:赶~,娶亲的车就装好咧。
鸡大腿	tɕi2 ta5 tʰuei	鸡腿。②自行车脚踏板与中轴之间连杆的俗称。
鸡毛猴性子	tɕi2 mɔu xəu ɕiŋ5 tsɿ	形容人性子急,坐不住。
机砖	tɕi2 tʂuæ̃	用机械制作的砖。
机器面	tɕi2 tɕʰi5 miæ̃5	压面机压制的面条:家里过事呢,得三十斤~着买。
机捻	tɕi2 ȵiæ̃	机灵、精明:你不咧看乜碎着呢,那~得很!
机溜半瓜子	tɕi2 liəu pæ̃5 kua tsɿ	指表面看起来机灵,实际是小聪明较多而又显得很蠢笨的人。
殛	tɕi2	雷击致死:门前头的那棵大树是让雷~咧。
脊檩	tɕi2 liŋ3	人字形房屋最高处的檩条,也说“大梁”。
脊梁骨	tɕi2 ȵiaŋ ku	脊椎骨。
脊梁洼里	tɕi2 ȵiaŋ va5 ȵi	脊背。
鲫鱼	tɕi2 y	常见鱼类。身体侧扁,头部尖,中部高,尾部较窄,生活在淡水中,本地有出产。
急人	tɕi ʐəŋ	不耐烦、着急:都快半个小时咧,等的人~地。
急燎燎	tɕi liɔu liɔu	形容性子特别急躁的人:那是个~一个,做啥去都快。
急燎失搲	tɕi liɔu ʂʅ va	形容非常着急的样子:~地,没勺舀(意为抢吃抢喝)咧。
集	tɕi	指农村乡镇中定期买卖货物的市场,常根据农历的一四七、二五八、三六九的日子确定集市的日期,相邻或相近的乡镇常不在同一日子开集市。
赍发	tɕi fa	打发某人使其离开(含贬义):你能把他~着哪达去?
几时	tɕi3 sɿ	什么时候:这是~的事,我咋么不知道?
几个	tɕi3 kɤ	询问数量多少(一般不超过十个)。②概数:手里有咧~钱,就不知道自己姓啥咧!
几下里	tɕi3 xa5 ȵi	几处、各方面:~给凑咧一点钱,勉强过咧个年。
几夹几气	tɕi3 tɕia tɕi3 tʰɕi5	指来自各方面的压力或打击:~,把那个人睡倒咧。
挤眼	tɕi3 ȵiæ̃	眨眼:一~的时间人就不见咧。②使眼色:给人家咋~,人家就是不管。
挤油油	tɕi3 iəu iəu	天冷时孩子们聚在一块用互相挤靠的方式来取暖。
虮子	tɕi3 tsɿ	虱子的卵,白色。
唧唧的	tɕi tɕi ti	跟在一些单音形容词后,加深程度并使之带上贬义色彩:酸~,一点不好吃!/红~,连猴尻子一样。/软~,说话一点都不硬强!
记	tɕi5	皮肤上生下来就有的深色的斑。
记仇	tɕi5 tʂʰəu	把对别人的仇恨记在心里:你不咧说,小王还是个~的人。
记情	tɕi5 tɕʰiŋ	记住别人的恩情:人要~呢,不能做没情义的人。
记心	tɕi5 ɕiŋ	记性、记忆力:人一老,~就不行咧。
记礼簿的	tɕi5 li3 pu5 ti	指在红白喜事上专门负责收记礼物礼金的人。
忌	tɕi	认为不适宜而避免:吃中药着呢,怕是要~嘴呢。②戒除:你赶紧把烟~咧去,抽那着有啥用呢!
忌口	tɕi5 kʰəu3	因吃药而忌食某类食物或调味品,如葱、姜、蒜之类。也说“忌嘴”。
忌讳	tɕi5 ɕy	禁忌、讲究:农村人过红白喜事开咧~多得很。
祭神	tɕi5 ʂəŋ	当地习俗,通常是过春节或家中有大事时在正屋供奉各路神灵。
祭灶火爷	tɕi5 tsɔu5 xuɤ iε	供奉灶神。当地习俗之一,是指农历腊月二十三送灶神上天宫,除夕夜再迎接回来,祈愿灶神能给人间带来好收成和好运气。
去	tɕʰi	用在一些动词或形容词后,表示动作或情况进入某种状态,一般读轻声:你不咧看只有一截子路,那走~长着呢。/硬~不硬,软~不软,你叫我咋办呢?
七	tɕʰi2	数目。
七十	tɕʰi2 ʂʅ	数目。
七十一	tɕʰi2 ʂʅ i2	数目。
七七	tɕʰi2 tɕʰi	指人亡故后,亲人用七周的时间来纪念,第一周称为“头七”,最后一周称为“尽七”,共七周。
七个巧	tɕʰi2 kɤ tɕʰiɔu3	猜拳行令时数“七”。
七长八短	tɕʰi2 tʂʰaŋ pa2 tuæ̃3	形容长短不齐:~的,咋弄呢么!
七拼八凑	tɕʰi2 pʰiŋ5 pa2 tsʰəu5	各方面拼凑:出咧这个事,大家~给帮一下子。
七碟子八碗	tɕʰi2 tiε tsɿ pa2 væ̃3	形容饭菜丰盛,碗碟很多。
七不凑的八不够	tɕʰi2 pu tsʰəu5 ti pa2 pu kəu5	指数量或尺寸不够导致不能合理使用。
七脚六手	tɕʰi2 tɕyɤ liəu2 ʂəu3	各种能耐,本事:来来来,有啥~的,都施展出来,让大家看看。
七嘴八舌头	tɕʰi2 tsuei3 pa2 ʂɤ tʰəu	乱插话或议论纷纷:话还没说完,人家几个就~的嚷开咧。
七扭八歪	tɕʰi2 ȵiəu3 pa2 vεi	形容不整齐、不端正。
七老八十	tɕʰi2 lɔu3 pa2 ʂʅ	指上了年纪(含贬义):你~着呢,叫人背呢!
七股八柯杈	tɕʰi2 ku3 pa kʰy5 tsʰa	这儿一枝那儿一枝的,形容零乱不整齐。
㬤	tɕʰi2	用沙土等吸收水分:娃娃尿着炕上咧,赶紧拿砖头~上。
齐嚓嚓	tɕʰi tsʰa tsʰa	形容非常整齐的样子:铁锨把~地从中间断咧。
齐墩墩	tɕʰi tuŋ tuŋ	粗短的圆柱形状。
齐头齐尾	tɕʰi tʰəu tɕʰi i3	指说话或写文章时,在开头没有交待话题的缘由,结尾又没有交待话题的结果。
缉	tɕʰi	用倒扣的针脚密密地缝。《广韵·缉韵》:“七入切。绩也。”
骑驴	tɕʰi ly	一种儿童玩的游戏。常为两拨人通过猜拳决定胜负后,负方由一人充当拴马桩,其余人弓下腰并人人相连组成“驴背”,胜方依次骑在“驴背”上,游戏结束或重新开始。
骑的驴寻驴	tɕʰi ti ly ɕiŋ ly	比喻要找的东西就在自己身边,却在别处寻找:东西在手里拿着呢,还到处找着呢,真个是~着呢!
祈雨	tɕʰi3 y3	通过宗教等仪式祈求上天降雨。
起面	tɕʰi3 miæ̃5	用酵母使面发酵。
起面	tɕʰi3 miæ̃	发酵了的面团儿。
起面馍馍	tɕʰi3 miæ̃ mɤ mɤ	用发酵的面蒸或烙制而成的馒头、饼子等的统称。
起风	tɕʰi3 fəŋ2	开始刮风:这一阵子~咧,凉飕飕地。
起子	tɕʰi3 tsɿ	开瓶盖的工具,前端是椭圆形的环,后面有柄,多用金属制成。
起架	tɕʰi3 tɕia5	建造房屋时确定的房屋高度:这个房的~好像低咧一些。
起丧	tɕʰi3 saŋ2	将死者的遗体从家中抬起,送往墓地。也说“发丧”。
去	tɕʰi	从所在地到别的地方(跟“来”相对):你啥时候~北京呢?②用在把字结构前表示要做某事:你~把这个事给办好。③用在动词或动词结构后面表示去做某件事:自己回~慢慢想~。③用在“多”后表“非常……”“极了……”的意思:亲戚多咧~咧,你能给照应过来。④用在动词后,常与“着”相配,表示人或事物随动作离开原来的地方:台灯叫他二姨拿着~咧。⑤用在动词后,表示动作的继续:看~好着呢,用~就有咧问题。
气大	tɕʰi5 ta	容易发怒:乜咋那么~么,没人惹你么。②非常生气:看去咋~得很,怕是挨削咧。
气多	tɕʰi5 tuɤ	生气:你不咧~咧,那是个娃娃么。
气眼子	tɕʰi5 ȵiæ̃ tsɿ	诀窍:你还是个不懂~,放下叫你哥弄去。
气卵子	tɕʰi5 luæ̃ tsɿ	疝气:赶紧把娃娃的~给割咧去。②得疝
气人	tɕʰi5 ʐəŋ	使人生气:你说你咋么这么~唦!
气错咧	tɕʰi5 tsʰuɤ liε	岔了气:刚往起一站,就把腰里的~。
气通骨	tɕʰi5 tʰuŋ ku	牛羊等牲畜的气管。
气死毛儿	tɕʰi5 tsɿ3 mɔu r	给小孩理发时有意将颈后凹处的头发留下让其长长,这一撮头发就叫“气死毛儿”。传说当孩子生气晕厥时,可揪这“气死毛儿”使其缓过气来。
嘁嘁初初	tɕʰi2 tɕʰi tʂʰu3 tʂʰu	低声碎语地交谈(含贬义)。
里	ȵi	用在一般名词后表示处所或方位:从水~出来咧一个人。
呢	ȵi	语气助词。与上扬语调配合表疑问:你走~?不,我不走。
泥皮	ȵi pʰi	墙上墁的泥:下了几天雨,墙上往下淌开~咧。
你	ȵi3	第二人称代词,单数。
你们	ȵi3 mu	第二人称代词,复数。
泥逼	ȵi5 pi	将泥均匀抹在墙体上的工具,平板上有把手。也说“泥抹子”。
腻人	ȵi5 ʐəŋ	指某种物体让人看了后产生恶心、难受的感觉:赶紧(把东西)拿过,~死咧!
腻搭搭的	ȵi5 ta ta ti	物品摸上去感觉黏黏糊糊的:搌布~,赶紧放些洗洁精洗一下!②指人的态度不冷不热:我寻着问呢噻,乜还~端下个架子!
睎	ɕi2	面部或气息靠近贴近:一下子~着人跟前,颇烦死咧!
睎勾勾	ɕi2 kəu kəu	形容神情专注、特别盼望的样子:你赶紧过去看一下,娃娃~地等着呢。
西傍个	ɕi2 paŋ5 kɤ	西边儿、西方:你旦把烟忌咧,太阳都搭~出来咧。也说“西面个”、“西面子”。
西面个	ɕi2 miæ̃ kɤ	同“西傍个”。
西面子	ɕi2 miæ̃ tsɿ	同“西傍个”。
西头子	ɕi2 tʰəu tsɿ	道路、院落的西边儿。
西山里	ɕi2 sæ̃2 ȵi	固原地处南北走向的谷地之中,当地人对东西
稀饭	ɕi2 fæ̃5	用米熬的粥,也说“米汤”。
稀里糊噜	ɕi2 li xu lu	糊里糊涂:~就上当咧。②晃晃悠悠不稳的样子:△骑的驴,背的缸,~不稳当。
吸铁石	ɕi2 tʰiε ʂʅ	磁铁。
恓惶	ɕi2 xuaŋ	伤心、悲伤。把个人嚎得~的。心里的~只有自己知道。
巇	ɕi	差一点儿:~追不上你咧。《广韵·之韵》:“许羁切。巇崄。”
巇伙儿	ɕi xuɤ3 r	同“巇”。也说“巇伙伙儿”,具有强调意味。
巇不	ɕi pu	形容到了极点、极致:那个人~爱打麻将。
向	ɕi	朝、向。~里头一看,吓咧人一大跳。
息息儿的	ɕi ɕi εr ti	困倦或忍耐达到极限:就这我都~咧,你还让我弄呢。
