#漢字	音標	解釋#('cmn_xn_xs_jg_rxxy', '榮縣旭陽話', '榮縣旭陽', '#C600FF', None, None, '版本：2022-01-07<br>來源：<u>Ascendanter</u>整理自《四川方言調查報告》《四川榮縣方言音系及其內部差異研究》', '45 1 1a 陰平 ꜀,21 2 1b 陽平 ꜁,42 3 2 上 ꜂,,214 5 3 去 ꜄')
重	tsʰoŋ2	
野	ie3	
量	liã2	
量	liã5	
金	tɕin1	
釘	tin1	
釘	tin5	
釜	fʋ̩3	
針	tsẽ1	
釣	tiɑʊ5	
釳	ɕi5	
釴	i5	
釵	tsʰɐɪ1	
鈅	ye5	
鈌	tɕye5	
鈍	tẽ5	
鈒	se5	
鈔	tsʰɑʊ1	
鈞	tɕyn1	
鈠	y5	
鈧	kʰã5	
鈰	sɿ5	
鈴	ȵin2	
鈼	tsɔ5	
鈿	tin5	錢
鉀	tɕia5	
鉍	pi5	
鉐	sɿ5	
鉗	tɕʰin2	
鉛	tɕʰin1	
鉛	yn2	现已罕用
鉞	ye5	
鉠	iã1	
鉣	tɕie5	
鉤	kəʊ1	
鉸	tɕiɑʊ3	
鉻	ke5	
鉽	sɿ5	
銀	in2	
銃	tsʰoŋ5	
銅	tʰoŋ2	
銆	me5	
銉	ye5	
銊	ɕy5	
銍	tsɿ5	
銕	tʰie5	
銘	min2	
銜	xã2	
銷	ɕiɑʊ1	
銼	tsʰɔ5	
鋁	ly3	
鋊	y5	（刀）等生銹
鋏	tɕia5	
鋒	foŋ1	
鋜	tsɔ5	
鋝	lie5	
鋤	tsʰu2	
鋤	tsʰu2	鋤頭
鋪	pʰu1	
鋪	pʰu5	古驿站，地名
鋭	zuəɪ5	
鋸	tɕy5	
鋼	kã1	
錄	lu5	
錇	pʰəɪ2	
錐	tsuəɪ1	
錐	tɕy1	白讀，動詞，表示用針扎
錘	tsʰuəɪ2	
錠	tin5	
錢	tɕʰin2	
錣	tsɔ5	
錦	tɕin3	
錫	ɕi5	
錯	tsʰɔ5	
鍁	ɕin1	
鍋	kɔ1	
鍍	tu5	
鍔	ŋɔ5	
鍘	tsa5	
鍛	tuã5	
鍤	tsʰa5	
鍬	tɕʰiɑʊ1	
鍱	ie5	
鍵	tɕin5	
鍻	tɕie5	
鎋	ɕia5	
鎐	tsu5	
鎖	sɔ3	
鎘	li5	
鎢	ʋ̩1	
鎣	yn2	
鎩	sa5	
鎮	tsẽ5	
鎰	i5	
鏃	tsʰu5	
鏇	ɕyn5	
鏈	lin5	
鏌	mɔ5	
鏎	pi5	
鏑	ti5	
鏟	tsʰã3	
鏡	tɕin5	
鏶	tɕi5	
鏺	pʰɔ5	
鏽	ɕiəʊ5	
鐃	nɑʊ2	
鐅	pʰie5	
鐍	tɕye5	
鐘	tsoŋ1	
鐮	lin2	
鐯	tsɔ5	
鐲	tsɔ5	
鐴	pi5	
鐵	tʰie5	
鐸	tɔ5	
鐺	tẽ1	
鑄	tsu5	
鑊	xɔ5	
鑒	tɕin5	
鑠	sɔ5	
鑩	ŋɔ5	
鑰	yo5	
鑲	ɕiã1	
鑷	ȵie5	
鑼	lɔ2	
鑽	tsuã1	
鑽	tsuã5	
鑿	tsʰɔ5	
钀	lie5	
钁	tɕyo5	
長	tsã3	
長	tsʰã2	
镻	tie5	
門	mẽ2	
閂	suã1	
閃	sã3	閃爍
閉	pi5	
開	kʰɐɪ1	
閏	zuẽ5	
閒	xã2	白讀，如：～場天
閒	ɕin2	
間	kã1	一般仅用作量词
間	tɕin1	
間	tɕin5	
閘	tsa5	
閣	kɔ5	
閥	fa5	
閧	xoŋ5	
閨	kuəɪ1	
閩	min3	
閲	ye5	
閹	in1	
閻	in2	
閼	ie5	
閾	y5	
闊	kʰue5	
闋	tɕʰye5	
闑	lie5	
闑	ȵie5	
闒	tʰa5	
闔	xa5	
闕	tɕʰye5	
關	kuã1	
闟	ɕi5	
闢	pi5	
闢	pʰi5	
闥	tʰa5	
阜	fʋ̩5	
阮	zuã3	
防	fã2	
阸	ŋe5	
阻	tsu3	
阿	a1	疑問
阿	a2	應答
阿	ɔ1	阿彌陀佛
阿	ɔ1	阿膠
陀	tʰɔ2	
附	fʋ̩5	
陋	ləʊ5	
陌	me5	
降	ɕiã2	
降	tɕiã5	
限	ɕin5	
陛	pi5	
陝	sã3	
陟	tsɿ5	
陡	təʊ3	
院	uã5	
陣	tsẽ5	
除	tsʰu2	
陪	pʰəɪ2	
陰	in1	
陲	tsʰuəɪ2	
陳	tsʰẽ2	
陵	lin2	
陶	tʰɑʊ2	
陷	xã5	
陷	ɕin5	
陸	lu5	
陽	iã2	
陿	ɕia5	
隆	loŋ2	
隉	ȵie5	
隊	tuəɪ5	
階	tɕiɐɪ1	
隔	ke5	
隕	yn3	
隘	ŋɐɪ5	
隙	ɕi5	
際	tɕi5	
障	tsã5	
隧	ɕy5	
隨	suəɪ2	
險	ɕin3	
隰	ɕi5	
隱	in3	
隴	loŋ3	
隸	li5	
隺	xɔ5	通（鶴）
隻	tsɿ1	
隿	i5	
雀	tɕʰyo5	
雁	ŋã5	
雄	ɕyŋ2	
雅	ia3	
集	tɕi5	
雇	ku5	
雉	tsɿ5	
雌	tsʰɿ2	
雍	yŋ1	
雒	nɔ5	
雕	tiɑʊ1	
雖	ɕy1	罕
雘	ɔ5	
雙	suã1	
雛	tsʰu2	
雜	tsa5	
雞	tɕi1	
雞	tɕɿ5	
離	li2	
難	nã2	
難	nã5	
雥	tsa5	
雨	y3	
雪	ɕye5	
雭	se5	
雲	yn2	
雴	tsʰe5	
零	ȵin2	
雷	luəɪ2	
雹	pɑʊ1	
雹	pɔ5	
電	tin5	
需	ɕy1	
霂	mu5	
霄	ɕiɑʊ1	
霅	tsa5	
震	tsẽ5	
霍	xɔ5	
霜	suã1	
霞	ɕia2	
霢	me5	
霧	ʋ̩5	
霫	ɕi5	
霱	ye5	
露	lu5	
露	lu1	
霸	pa5	
霹	pʰi5	
靂	li5	
靄	ŋɐɪ3	
靈	ȵin2	
青	tɕʰin1	
靜	tɕin5	
非	fəɪ1	
靠	kʰɑʊ5	
面	min5	上面，下麵
靨	ie5	
革	ke5	
靮	ti5	
靴	ɕye1	
鞂	tɕia5	
鞄	pɑʊ1	
鞋	xɐɪ2	
鞍	ŋã1	
鞏	koŋ3	
鞘	ɕiɑʊ5	
鞘	tɕʰiɑʊ5	
鞠	tɕʰy5	姓也又居六切
鞢	ɕie5	
鞨	xɔ5	
鞪	mu5	
鞭	pin1	
韇	tu5	
韈	ua5	
韌	zẽ3	
韍	fʋ̩5	
韓	xã2	
韘	ɕie5	
韠	pi5	
韣	tu5	
韤	ua5	
韭	tɕiəʊ3	
音	in1	
韴	tsa5	
韶	sɑʊ2	
韻	yn5	
響	ɕiã3	
頂	tin3	
頃	tɕʰyn1	
頃	tɕʰyn3	
項	xã5	
順	suẽ5	
須	ɕy1	
頌	soŋ5	
預	y5	
頑	uã2	
頒	pã1	
頓	tẽ5	
頔	ti5	
頔	tɕʰyn3	
頗	pʰɔ1	
領	lin3	
頜	xɔ5	
頞	ɔ5	
頟	ŋe5	
頡	ɕie5	
頡	tɕie5	倉頡
頭	tʰəʊ2	
頭	təʊ1	用于词组
頰	tɕia5	
頴	yn3	
頸	tɕin3	
頻	pʰin2	
頽	tʰuəɪ2	
顆	kʰɔ3	
題	tʰi2	
額	ŋe5	
顎	ŋɔ5	
顏	in2	
願	yn5	
顛	tin1	
類	luəɪ5	
顠	pʰiɑʊ3	
顧	ku5	
顫	tsã5	
顯	ɕin1	
顳	ze5	
風	foŋ1	
颮	pʰɔ5	
颰	fa5	
颲	lie5	
颼	səʊ1	
飁	ɕi5	
飃	pʰiɑʊ3	表示火燒狀，也可表示心情焦急
飄	pʰiɑʊ1	
飈	piɑʊ1	
飛	fəɪ1	
食	sɿ5	
食	sɿ1	
飢	tɕi1	
飥	tʰɔ5	
飩	tẽ5	
飭	tsʰɿ5	
飯	fã5	
飯	fã1	
飲	in3	
飲	in5	1.文讀，如：～馬2.作動詞，表示澆水
飵	tsɔ5	
飶	pi5	
飻	tʰie5	
飼	sɿ5	
飽	pɑʊ3	
飾	sɿ5	
餃	tɕiɑʊ3	
餅	pin3	
餉	sã3	
養	iã3	
餌	ɚ3	
餐	tsʰã1	
餑	pu5	
餒	luəɪ3	
餓	ŋɔ5	
餓	ŋɔ1	
餘	y2	
餛	xuẽ2	餛飩
餟	tsɔ5	
餣	ie5	
館	kuã3	
餩	ŋe5	
餮	tʰie5	
餲	xɔ5	
餿	səʊ1	
饁	ie5	
饅	mã2	
饆	pi5	
饑	tɕi1	
饒	zɑʊ2	
饞	tsʰã2	
首	səʊ3	
馘	kɔ5	
香	ɕiã1	
馝	pi5	
馞	pu5	
馧	ʋ̩5	
馨	ɕin1	
馬	ma3	
馮	foŋ2	
馰	ti5	
馱	tʰɔ2	
馲	nɔ5	
馲	tʰɔ5	
馳	tsʰɿ2	
馹	zɿ5	
駁	pɔ5	
駃	tɕye5	
駐	tsu5	
駒	tɕy1	
駕	tɕia5	
駛	sɿ3	
駜	pi5	
駝	tʰɔ2	
駢	pʰin2	
駭	xɐɪ5	
駮	pɔ5	
駱	nɔ5	
騎	tɕʰi2	
騙	pʰin5	
騤	tɕye5	
騭	tsɿ5	
騰	tʰẽ2	
騷	sɑʊ1	
騽	ɕi5	
騾	lɔ2	
驀	me5	
驅	tɕʰy1	
驈	ye5	
驕	tɕiɑʊ1	
驖	tʰie5	
驗	lin5	
驚	tɕin1	
驛	i5	
驜	ȵie5	
驟	tsʰəʊ5	
驢	lu2	
骨	ku5	
骯	ŋã1	
骱	tɕia5	
骲	pɔ5	
骼	ke5	
髉	pɔ5	
髑	tu5	
髒	tsã1	
髓	ɕy3	
體	tʰi3	
高	kɑʊ1	
髥	zã5	
髮	fa5	
髴	fʋ̩5	
鬃	tsoŋ1	
鬆	soŋ1	
鬈	tɕʰyn2	
鬏	tɕiəʊ1	～～兒：表示女生的髮髻
鬝	ɕia5	
鬝	tɕʰia5	
鬠	xɔ5	
鬥	təʊ5	
鬧	nɑʊ5	
鬮	tɕiəʊ1	
鬱	y5	
鬲	ke5	
鬲	li5	
鬻	y5	
鬼	kuəɪ3	
魁	kʰuəɪ1	
魂	xuẽ2	
魄	pʰe5	
魊	y5	
魏	uəɪ5	
魔	mɔ2	
魚	y2	
魝	tɕie5	
魠	tʰɔ5	
魡	ti5	
魥	tɕie5	
魯	lu3	
魳	tsa5	
鮅	pi5	
鮊	pe5	
鮎	ȵin2	
鮑	pɑʊ5	
鮑	pɑʊ1	
鮓	tsa3	
鮚	tɕi5	
鮤	lie5	
鮥	nɔ5	
鮮	ɕyn1	
鯁	kẽ3	
鯉	li3	
鯗	ɕiã3	鰻鯗
鯜	tɕie5	
鯨	tɕin1	
鯰	ȵin2	
鯽	tɕi5	
鰂	tse5	
鰍	tɕʰiəʊ1	
鰝	xɔ5	
鰣	sɿ2	
鰥	kuã1	
鰭	tɕʰi2	
鰼	ɕi5	鰼水縣
鰾	pʰiɑʊ1	
鰿	tɕi5	
鱁	tsu5	
鱉	pie5	
鱊	ye5	
鱍	pɔ5	
鱖	tɕye5	
鱗	lin2	
鱟	xəʊ5	
鱡	tse5	
鱴	mie5	
鱷	ŋɔ5	
鳥	ȵiɑʊ3	不作生殖器讲
鳦	i5	
鳩	tɕiəʊ1	
鳳	foŋ5	
鳴	min2	
鴂	tɕye5	
鴉	ia1	
鴉	ua1	老派
鴏	tʰe5	
鴓	mie5	
鴟	tsɿ1	
鴟	tsʰɿ1	
鴦	iã1	
鴨	ia5	
鴪	ye5	
鴰	kua5	
鴶	tɕia5	
鴷	lie5	
鴻	xoŋ2	
鴿	kɔ5	
鵅	nɔ5	
鵓	pu5	
鵖	pi5	
鵚	tʰu5	
鵝	ɔ2	
鵡	ʋ̩3	
鵫	tsɔ5	
鵱	lu5	
鵲	tɕʰyo5	
鵽	tɔ5	
鶂	li5	
鶚	ŋɔ5	
鶡	xɔ5	
鶩	mu5	
鶯	in1	
鶴	xɔ5	
鶷	ɕia5	
鶻	xɔ5	
鷁	li5	
鷅	li5	
鷘	tsʰɿ5	
鷝	pi5	
鷝	pʰi5	
鷟	tsɔ5	
鷢	tɕye5	
鷩	pie5	
鷸	ye5	
鷹	in1	
鸀	tsɔ5	
鸄	ɕi5	
鸄	tɕi5	
鸅	tsʰe5	
鸈	ȵie5	
鸌	ɔ5	
鸐	tsɔ5	
鸙	yo5	
鸚	in1	
鸞	nuã2	
鶉	suẽ2	
鹵	lu3	
鹹	xã2	
鹹	ɕin2	
鹻	tɕin3	
鹽	in2	
鹿	lu5	
麗	li5	
麜	li5	
麥	me5	
麯	tɕʰy5	
麴	tɕʰy5	
麵	min5	
麻	ma2	
麾	xuəɪ1	
黃	xuã2	
黍	su3	
黍	su5	
黎	li2	
黏	ȵia1	白讀
黏	ȵin2	
黑	xe5	
黓	i5	
黗	tʰẽ3	說話或其他動作不流暢
默	me5	
點	tin3	
黠	ɕia5	
黨	tã3	
黴	məɪ2	
黷	tu5	
黻	fʋ̩5	
鼈	pie5	
鼎	tin3	
鼏	mi5	
鼓	ku3	
鼠	su3	老鼠
鼫	sɿ5	
鼻	pi5	
鼾	xã1	
鼿	ʋ̩5	
齃	ɔ5	
齊	tɕʰi2	
齋	tsɐɪ1	
齒	tsʰɿ3	
齦	in2	
齧	ȵie5	
齪	tsʰɔ5	
齱	tsʰɔ5	
齶	ŋɔ5	
齷	ɔ5	
齸	i5	
齺	tsɔ5	
齾	ia5	
龍	loŋ2	
龏	ɔ5	
龐	pʰã2	
龕	kʰã1	
龖	tʰa5	
龘	tʰa5	
龔	koŋ1	
龔	uã1	可能是避讳
龔	tɕyŋ1	罕用
龜	kuəɪ1	
龣	tɕyo5	
𠄌	tɕye5	
𠇕	pa1	鄰近
𠖷	tɕin3	
𠗂	xɔ5	
𠛱	tsa5	
𠟎	ŋɔ5	
𠟽	kua5	
𠠎	kʰɔ5	
𠩃	yo5	
𠯗	tsa5	
𠴂	nu3	
𠴪	sɔ5	
𠻜	sɔ5	
𠿒	xɔ5	
𠿟	ɔ5	
𠿡	tsua5	
𡂒	tsɿ5	
𡅡	ŋɔ5	
𡇼	ia5	
𡋯	pu5	
𡎺	tsu5	動詞
𡐤	tɕʰie5	
𡓐	ŋɔ5	
𡚠	tɕyo5	
𡛟	ye5	
𡞦	tɕʰyn2	
𡮞	tsɿ5	
𡲬	tɕye5	
𡶒	fʋ̩5	
𡸜	tsɿ5	
𡾙	ŋɔ5	
𡿖	ia5	
𢂃	tsɔ5	
𢃤	xue5	
𢄋	yn2	
𢅹	yo5	
𢋒	xɔ5	
𢖦	tɕʰyo5	
𢖺	i5	
𢗋	tɕʰyn2	
𢘉	ɕia5	
𢘛	tsʰɿ5	
𢙣	ŋɔ5	
𢫦	me5	
𢬳	tʰu5	
𢭃	tuã3	
𢯮	ye5	
𢱈	ɕia5	
𢱟	tsʰã3	動詞，表示用手猛烈擊打
𢱢	sɔ5	
𢵋	tsəʊ5	動詞表示塞的意思
𢵦	tuã3	
𢶇	tɕʰyn2	
𢷖	tuã3	
𢷞	kʰᴀ̃3	蓋，動詞
𢷾	sɔ5	
𢸔	pʰã2	動詞，表示搬運
𢺞	pa5	鋪床铺
𢽚	tsɔ5	
𢽴	tu5	
𢿣	tɕʰi5	
𣁳	ua5	
𣃈	tsɔ5	
𣘤	tsʰa5	
𣚕	ie5	
𣠺	tɕʰie5	
𣫔	tu5	
𣫞	tsɔ5	
𣬜	tʰu5	
𣯍	zuẽ3	
𣶏	tɕie5	
𤁢	tsa5	
𤁫	tsua5	
𤄶	yo5	
𤅢	yo5	
𤆵	pʰa1	1.使～變軟2.形容人軟弱
𤆵	pʰa1	
𤐰	xɔ5	
𤒀	yo5	
𤗈	ɕie5	
𤛹	ɔ5	
𤜯	tsʰa5	
𤢔	ɕie5	
𤣻	mu5	
𤫉	ɕie5	
𤲬	zuã5	
𤷇	ɕy5	
𤷽	tɕʰyo5	
𤸱	ŋa5	
𤻙	xɔ5	
𥀈	tsa5	
𥄎	ua5	
𥄎	ɕy5	
𥄎	tɕʰy5	
𥄎	ɕye5	
𥇙	xue5	
𥉑	xɔ5	
𥉻	tsʰa5	
𥌃	ɚ3	～視：理睬
𥌺	yo5	
𥖛	tsɔ5	
𥖪	le5	
𥗊	ŋẽ3	人體壓在硬物上，被凸突部分反壓後所造成的軀體不適感。
𥞴	kʰu5	
𥞵	tɕia5	
𥨍	fu5	
𥯻	pʰin3	一種竹做成的長方形條狀物體
𥴭	tɕʰia5	
𥼚	tsɔ5	
𥾛	tsʰu5	
𦀖	tɕie5	
𦁎	tsɔ5	
𦂗	sɔ5	
𦏵	i5	
𦔫	tsʰɿ5	
𦘍	ua5	
𦘹	ye5	
𦟜	tse5	
𦢊	pɔ5	
𦣀	ze5	
𦤙	ua5	
𦤦	xɔ5	
𦨇	li5	
𦬺	ɕyn3	
𦳮	tsy5	
𦵫	sɔ5	
𦽓	tɕʰyn2	
𦾵	tɕʰyn2	
𧄹	sɿ5	
𧆫	li5	
𧊎	ye5	
𧊜	ŋɔ5	
𧋍	ɕye5	
𧍕	kʰɔ5	
𧍞	ŋɔ5	
𧍮	tɕin3	
𧏿	tsu5	
𧐐	tse5	
𧐐	tɕi5	
𧑐	ye5	
𧕋	yo5	
𧘑	tsɔ5	
𧞐	tu5	
𧢢	yo5	
𧢺	lɔ5	
𧣺	lɔ5	
𧭥	nɔ5	
𧴤	pʰɔ5	
𧵅	pa1	張貼
𧵣	ɕin2	
𧻙	pʰe5	
𧾛	kɔ5	
𧾵	tɕyo5	
𨀨	tsa5	
𨁼	pẽ5	表示努力掙扎，擺脫束縛。如：～脫.同(捹)
𨈋	yo5	
𨍏	tɔ5	
𨍶	tɕʰyn2	
𨟠	tɕʰyo5	
𨰉	tsa5	
𨵊	tse5	
𨷲	yo5	
𨽍	tu5	
𩀋	zuẽ2	
𩉪	zoŋ5	
𩌈	sɔ5	
𩍜	tɔ5	
𩚬	ŋe5	
𩚱	tɕin3	
𩟓	ɔ5	
𩣱	lu5	
𩪲	ɕia5	
𩭆	ta5	表示女生下垂的編好的頭髮，同（耷）
𩭿	za5	
𩮂	ɕia5	
𩮝	ia5	
𩯅	fu5	
𩯳	tsa5	
𩰥	tɕyo5	
𩱲	yo5	
𩴳	tsʰa5	
𩾳	pi5	
𩿤	tsa5	
𪃹	tɕi5	
𪄸	tɕi5	
𪆰	ia5	
𪇆	tu5	
𪇴	mie5	
𪈟	tɕia5	
𪐏	tsɿ5	
𪗾	ɕia5	
𪘁	xɔ5	
𪙻	tsʰa5	
𪜲	tʰɔ5	
𪭿	tsuã3	動詞，表示凑足之意
𪮭	tsʰẽ3	動詞，表示用手撐地
𫣶	pʰẽ1	動詞，表示倚靠
