#漢字	音標	解釋
㒼	maŋ2	亞㒼:勉強;差強人意
蹴	tsʰʊk7a	
蹺	hiu1	
蹺	kʰiu5	蹺蹺板
蹼	pʊk8	
躁	tsʰou5	
躇	tsʰi2	
躊	tsʰɐu2	
躍	jɔk8	
躑	tsak8	
躡	nip8	
躪	lɐŋ2	
身	sɐŋ1	
躬	kʊŋ1	
躱	tɔ3	
躺	tʰɔŋ3	
軀	kʰui1	
車	kui1	車馬炮;象棋的「車」
車	tsʰɛ1	汽車
軋	tsak7b	
軌	kʷɐi3	
軍	kʷɐŋ1	
軒	hiŋ1	
軔	ȵɐŋ2	
軔	jɐŋ2	
軟	ȵiŋ3	
軸	tsʊk8	
軻	kʰɔ1	
軾	sɪk7a	
較	kau5	
載	tsɔi5	一年半載
載	tsɔi5	記載
輒	tsip7b	
輓	ʋaŋ3	
輔	fu2	
輕	hɪŋ1	文讀
輕	hiɐŋ1	白讀
輛	liøŋ3	
輜	tsi1	
輝	fɐi1	
輞	mɔŋ3	
輟	tsik7b	
輦	liŋ3	
輩	pui5	
輪	lɐŋ2	
輯	tsʰɐp7a	
輸	si1	
輻	fʊk7a	
輾	tsiŋ3	輾轉
輿	ji2	
轂	kʊk7a	
轄	hɐk8	
轅	jiŋ2	
轆	lʊk7a	
轉	tsiŋ3	轉變
轉	tsiŋ5	自轉;車輪飛轉
轍	tsʰik7b	
轎	kʰiu2	
轟	hʊŋ1	
轡	pei5	
辛	ɬɐŋ1	
辛	sɐŋ1	
辜	ku1	
辣	lak8	文讀
辣	lak7b	白讀
辦	paŋ2	
辨	piŋ2	
辭	tsʰi2	
辮	piŋ1	
辯	piŋ2	
辰	sɐŋ2	
辱	jʊk8	
農	nʊŋ2	
迂	ji1	
迄	ŋɐk8	
迅	ɬɐŋ5	
迅	sɐŋ5	
迎	jɪŋ2	
近	kɐŋ2	好近;文讀;近排
近	kʰɐŋ3	靠近;白讀;遠近
迓	ŋa2	
返	faŋ3	
迢	tʰiu2	
迤	ji3	斜行延伸
迤	ji2	逶迤
迦	ka1	
迪	tɪk8	
迫	pɪk7a	
迫	pʰak7b	迫擊炮
迭	tik8	
述	sɐk8	
迴	ʋui2	
迴	wui2	
迷	mɐi2	
迸	pɪŋ5	
迺	nai3	
追	tsui1	
迾	lak8	量詞,排、列、行
退	tʰui5	
送	ɬʊŋ5	
送	sʊŋ5	
逃	tʰou2	
逅	hɐu2	
逆	jɪk8	
逆	nɪk8	
逋	pou1	
逍	ɬiu1	
逍	siu1	
透	tʰɐu5	
逐	tsʊk8	
途	tʰou2	
逕	kɪŋ5	
逗	tɐu5	挑逗;逗留
逗	tɐu1	用作動詞,表示「招惹」
這	tsɛ3	
通	tʰʊŋ1	
逛	kʷaŋ2	
逝	sɐi2	
逞	tsʰɪŋ3	
速	tsʰʊk7a	
造	tsou2	製造
造	tsou2	新造
造	tsou2	造訪
逢	fʊŋ2	
連	liŋ2	
逩	pɐŋ1	
逮	tɐi2	
週	tsɐu1	
進	tsɐŋ5	
逵	kʰʷɐi2	
逶	ʋɐi3	
逸	jɐk8	
逼	pɪk7a	
逾	ji2	
遁	tɐŋ2	
遂	sui2	
遇	ji2	
遊	jɐu2	
運	ʋɐŋ2	
遍	pʰiŋ5	
過	kɔ5	
遏	ak7b	
遐	ha2	
遑	ʋɔŋ2	
遒	tsʰɐu2	
道	tou2	
達	tak8	
違	ʋɐi2	
遥	jiu2	
遛	lɐu2	
遛	liu1	
遜	ɬɐŋ5	
遜	sɐŋ5	
遞	tɐi2	
遠	jiŋ3	遠方
遢	tʰap7b	
遣	hiŋ3	
遨	ŋou2	
適	sɪk7a	
遭	tsou1	
遮	tsɛ1	
遲	tsʰi2	
遴	lɐŋ2	
遵	tsiŋ1	
遷	tsʰiŋ1	
選	ɬiŋ3	
選	siŋ3	
遺	ʋɐi2	遺失
遺	ʋɐi2	贈遺
遼	liu2	
遽	kui2	
避	pei2	
邀	jiu1	
邁	mai2	
邂	hai3	
邃	ɬui2	
邃	sui2	
還	ʋaŋ2	
邇	ȵi3	
邇	ji3	
邈	miu3	
邊	piŋ1	
邋	lak8	
邏	lɔ2	
邑	jɐp7a	
邕	jʊŋ1	
邠	pɐŋ1	
邢	jɪŋ2	
那	nɔ1	那個;訓讀:指示代詞【那個】
那	nɔ2	地名
那	na2	那姓;姓氏
邦	pɔŋ1	
邪	tsʰɛ2	
邯	hɔŋ2	
邱	jɐu1	
邳	pʰei2	
邵	siu2	
邸	tɐi3	
郁	jʊk7a	
郊	kau1	
郎	lɔŋ2	
郝	kʰɔk7b	
郡	kʷɐŋ2	
部	pou2	
郭	kɔk7b	
郵	jɐu2	
都	tou1	
鄂	ŋɔk8	
鄉	hiøŋ1	
鄒	tsɐu1	
鄔	ʋu1	
鄔	wu1	
鄙	pʰei3	
鄧	tɐŋ2	
鄭	tsɪŋ2	
鄰	lɐŋ2	
鄲	taŋ1	
酉	jɐu3	
酊	tɪŋ1	
酋	jɐu2	
酌	tsiøk7b	
配	pʰui5	
酒	tsɐu3	
酗	hʊŋ1	習讀音,有邊讀邊
酣	hɐm2	
酥	ɬou1	
酥	sou1	
酪	lɔk7b	乳酪
酪	lɔk7b	杏仁酪
酬	tsʰɐu2	
酵	hau1	
酶	mui2	
酷	hʊk8	
酸	ɬiŋ1	
酸	siŋ1	
醃	jip7b	
醇	sɐŋ2	
醉	tsui5	
醋	tsʰou5	
醍	tʰɐi2	
醐	fu2	
醒	ɬɪŋ3	文讀
醒	sɪŋ3	文讀
醒	ɬiɐŋ3	白讀
醒	siɐŋ3	白讀
醚	mɐi2	
醜	tsʰɐu3	
醞	ʋɐŋ3	
醞	ʋɐŋ2	
醫	ji1	
醬	tsiøŋ5	
醮	tsiu5	
醴	lɐi3	
醺	fɐŋ1	
釀	niøŋ2	
釅	jim2	
采	tsʰɔi3	
釉	jɐu2	
釋	sɪk7a	
里	lei3	公里
重	tsʰʊŋ2	重新
重	tsʰʊŋ3	重量
重	tsʊŋ2	重要
野	jɛ3	
量	liøŋ2	測量
量	liøŋ2	重量
釐	lei2	釐定
釐	hei1	恭賀新釐
金	kɐm1	
釗	tsʰiu1	
釘	tɪŋ1	文讀
釘	tiɐŋ1	白讀
釜	fu3	
針	tsɐm1	
釣	tiu5	
釵	tsʰai1	
鈀	pa3	
鈉	nap8	
鈍	tɐŋ2	
鈔	tsʰau1	
鈕	nɐu3	
鈞	kʰʷɐŋ1	
鈣	kʰɔi5	
鈪	ak7b	手鐲
鈰	si3	
鈴	lɪŋ2	
鈸	puk8	
鈾	jɐu2	
鉅	kui2	
鉋	pʰau2	“刨”的古字
鉑	pʰak7b	
鉗	kʰiɐm2	
鉗	kʰiam2	
鉛	jiŋ2	
鉢	puk7b	
鉤	ŋɐu1	
鉸	kau5	鉸剪
鉻	kɔk7b	
銀	ŋɐŋ2	
銃	tsʰʊŋ5	
銅	tʰʊŋ2	
銑	ɬiŋ3	
銑	siŋ3	
銓	tsʰiŋ2	
銖	tsi1	
銘	mɪŋ2	
銜	ham2	
銲	hɔŋ2	
鋭	jui2	
銷	ɬiu1	
銷	siu1	
銼	tsʰɔ5	
鋁	lui3	
鋇	pui5	
鋒	fʊŋ1	
鋤	tsʰɔ2	
鋦	kʊk8	
鋪	pʰou1	鋪張
鋪	pʰou5	店鋪
鋰	lei3	
鋸	kui5	
鋼	kɔŋ5	
錄	lʊk8	
錐	tsui1	
錕	kʰʷɐŋ1	
錘	tsʰui2	鐵錘,稱錘
錛	pɐŋ1	
錠	tɪŋ2	
錢	tsʰiŋ2	
錦	kɐm3	
錨	mau2	
錫	ɬiak7b	語保老男音
錫	siak7b	語保青男音
錫	siak8	語保青男音
錮	ku5	
錯	tsʰɔ5	錯誤
錯	tsʰɔ5	交錯
錯	tsʰɔ5	同「措」
錳	mɐŋ3	
錳	maŋ3	
錶	piu1	
鍁	hiŋ1	
鍊	liŋ2	
鍋	ʋɔ1	
鍍	tou2	
鍘	tsap8	
鍛	tiŋ2	
鍥	kʰik7b	
鍬	tsʰiu1	
鍵	kiŋ5	
鍾	tsʊŋ1	
鎂	mei3	
鎊	pɔŋ2	
鎔	jʊŋ2	
鎖	ɬɔ3	
鎖	sɔ3	
鎗	tsʰiøŋ1	
鎚	tsʰui2	
鎢	ʋu1	
鎢	wu1	
鎧	hɔi3	
鎬	kou3	
鎮	tsɐŋ5	
鏇	ɬiŋ2	
鏇	siŋ2	
鏈	liŋ2	
鏗	hɐŋ1	
鏘	tsʰiøŋ1	
鏟	tsʰaŋ3	
鏡	kiɐŋ5	
鏢	piu1	
鏤	lɐu2	
鏨	tsam2	
鏵	ʋa2	
鏽	ɬɐu5	
鏽	sɐu5	
鐃	nau2	
鐐	liu2	
鐘	tsʊŋ1	
鐙	tɐŋ1	
鐧	kaŋ3	殺手鐧
鐮	lim2	
鐲	tsʊk7a	
鐳	lui2	
鐵	tʰik7b	
鐸	tɔk8	
鐺	tɔŋ1	鐺鐺;鈴鐺
鐺	tsʰaŋ1	瓦鐺
鑄	tsi5	
鑊	ʋɔk8	
鑑	kam5	
鑒	kam5	
鑞	lap8	
鑣	piu1	
鑫	hɐm1	
鑰	jɔk8	
鑲	ɬiøŋ1	
鑲	siøŋ1	
鑷	nip8	
鑼	lɔ2	
鑽	tsiŋ5	
鑿	tsɔk8	
钁	kʰik7b	
長	tsʰiøŋ2	長久
長	tsiøŋ3	長大
門	muŋ2	
閂	saŋ1	
閃	sim3	
閉	pɐi5	
開	hɔi1	
閎	hʊŋ2	
閏	ȵɐŋ2	
閑	haŋ2	
閒	haŋ2	
間	kaŋ1	空間
間	kaŋ5	間接
閘	tsap8	
閣	kɔk7b	
閤	hɐp8	閤眼
閤	kɔk7b	閤樓
閨	kʷɐi1	
閩	mɐŋ3	
閲	jik8	
閹	jim1	
閻	jim2	
闆	paŋ3	
闊	fuk7b	
闌	laŋ2	
闐	tʰiŋ2	
闔	hɐp8	
闕	kʰik7b	
闖	tsʰɔŋ3	
關	kʷaŋ1	
闢	pʰɪk7a	
阜	fɐu2	
阡	tsʰiŋ1	
阪	paŋ3	
阮	jiŋ3	
阱	tsiɐŋ3	
防	fɔŋ2	
阻	tsɔ3	
阿	ɔ1	阿諛奉承
阿	a5	阿伯
陀	tʰɔ2	
陂	pei1	
附	fu2	
陋	lɐu2	
陌	mɐk8	
降	hɔŋ2	投降
降	kɔŋ5	降落
限	hɐŋ2	
限	haŋ2	
陛	pɐi2	
陝	sim3	
陡	tɐu3	
院	jiŋ2	
陣	tsɐŋ2	
除	tsʰui2	
陪	pʰui2	
陰	jɐm1	
陳	tsʰɐŋ2	
陵	lɪŋ2	
陶	tʰou2	皋陶,古人名
陷	hɐm2	
陸	lʊk8	
陽	jiøŋ2	
隅	ji2	
隆	lʊŋ2	
隊	tui2	
隋	tsʰui2	
階	kai1	
隔	kak7b	
隕	ʋɐŋ3	
隘	ai5	
隙	kʰɪk7a	
際	tsɐi5	
障	tsiøŋ5	
隧	sui2	
隨	tsʰui2	
險	him3	
隱	jɐŋ3	
隴	lʊŋ3	
隸	tɐi2	
隻	tsiɐk7b	
雀	tsiøk7b	
雀	tsʰiøk7b	
雁	ŋaŋ2	
雄	hʊŋ2	
雅	ŋa3	
集	tsɐp8	
集	tsap8	
雇	ku5	
雉	tsi5	
雋	tsɐŋ5	同「俊」字
雋	siŋ3	雋永
雌	tsʰi2	
雍	jʊŋ1	
雕	tiu1	
雖	ɬui1	
雖	sui1	
雙	sɔŋ1	
雛	tsʰɔ2	
雜	tsap8	
雞	kɐi1	
離	lei2	
難	naŋ2	困難
難	naŋ2	難民
雨	ji3	落雨
雪	ɬik7b	
雪	sik7b	
雯	mɐŋ2	
雰	fɐŋ1	
雲	ʋɐŋ2	
零	lɪŋ2	文讀
零	liɐŋ2	白讀
雷	lui2	
雹	pʰau1	
電	tiŋ2	
需	ɬui1	
需	sui1	
霄	ɬiu1	
霄	siu1	
霆	tʰɪŋ2	
震	tsɐŋ5	
黴	mui2	文讀
黴	mui1	白讀
黴	mou1	白讀
霍	fɔk7b	
霎	sap7b	
霏	fei1	
霓	ŋɐi2	
霖	lɐm2	
霜	sɔŋ1	
霞	ha2	
霧	mou2	
霪	jɐm2	
霰	ɬiŋ5	
霰	siŋ5	
露	lou2	
霸	pa5	
霹	pʰɪk7a	
霾	mai2	
靂	lɪk8	
靄	ɔi3	
靈	lɪŋ2	
青	tsʰɪŋ1	文讀
青	tsʰiɐŋ1	白讀
靖	tsɪŋ2	
靛	tiŋ2	
靜	tsɪŋ2	
非	fei1	
靠	kʰau5	
靡	mei3	所向披靡
靡	mei2	通「糜」,浪费;腐败
面	miŋ2	
靦	miŋ3	靦顏事仇
靨	jip7b	
革	kak7b	
靪	tɪŋ1	
靴	hɛ1	
靶	pa3	
鞅	jiøŋ1	
鞋	hai2	
鞍	ɔŋ1	
鞏	kʊŋ3	
鞘	tsʰiu5	
鞠	kʰʊk7a	
鞦	tsʰɐu1	
鞭	piŋ1	
韁	kiøŋ1	
韋	ʋɐi2	
韋	ʋɐi3	習慣讀音
韌	ȵɐŋ2	
韌	jɐŋ2	
韓	hɔŋ2	
韭	kɐu3	
音	jɐm1	
韶	siu2	
韻	ʋɐŋ3	
響	hiøŋ3	
頁	jip8	
頂	tɪŋ3	文讀
頂	tiɐŋ3	白讀
頃	kʰɪŋ3	
項	hɔŋ3	
順	sɐŋ2	
須	ɬui1	
須	sui1	
頌	tsʊŋ2	
預	ji2	
頑	ʋaŋ2	
頒	paŋ1	
頓	tɐŋ2	安頓
頗	pʰɔ1	
頗	pʰɔ3	
領	lɪŋ3	文讀
領	liɐŋ3	白讀
頡	kʰik7b	
頤	ji2	
頭	tʰɐu2	
頰	kiap8	
頰	kiɐp8	
頷	hɐm2	
頸	kiɐŋ3	
頽	tʰui2	
頻	pʰɐŋ2	
頽	tʰui2	
題	tʰɐi2	
額	ŋak8	
顎	ŋɔk8	
顔	ŋaŋ2	
願	jiŋ2	
顛	tiŋ1	
類	lui2	
顧	ku5	
顫	tsiŋ5	
顫	tsʰaŋ5	
顯	hiŋ3	
顰	pʰɐŋ2	
顱	lou2	
顴	kʰiŋ2	
風	fʊŋ1	
颱	tʰɔi2	
颳	kʷak7b	
颶	kui2	
颼	sɐu1	
飄	pʰiu1	
飆	piu1	
飈	piu1	
飛	fei1	
食	sɪk8	
飢	kei1	
飧	ɬiŋ1	
飧	siŋ1	
飩	tʰɐŋ1	
飪	ȵɐm2	
飪	jɐm2	
飭	tsʰɪk7a	
飯	faŋ2	
飲	jɐm3	飲水
飴	ji2	
飼	tsʰi2	
飽	pau3	
飾	sɪk7a	
餃	kau3	
餅	piɐŋ3	
餉	hiøŋ3	
養	jiøŋ3	
餌	ȵi3	
餌	ji3	
餐	tsʰaŋ1	
餑	puk8	
餒	nui3	
餓	ŋɔ2	
餘	ji2	
餚	ŋau2	
餛	ʋɐŋ2	
餞	tsiŋ2	
餡	hɐm2	
館	kuŋ3	
餵	ʋɐi5	
餸	ɬʊŋ5	
餸	sʊŋ5	
餽	kʰʷɐi5	同「饋」
餾	lɐu2	
餿	sɐu1	文讀
餿	ɬʊk7a	訓讀
餿	sʊk7a	訓讀
饃	mɔ2	
饃	mɔk2	
饅	maŋ2	
饈	ɬɐu1	
饈	sɐu1	
饉	kɐŋ3	
饋	kʰʷɐi5	
饑	kei1	
饒	jiu2	
饗	hiøŋ3	
饜	jim5	
饞	tsʰam2	
首	sɐu3	
香	hiøŋ1	
馥	fʊk7a	
馨	hɪŋ1	
馬	ma3	
馭	ji2	
馮	fʊŋ2	馮姓
馱	tʰɔ2	
馳	tsʰi2	
馴	sɐŋ2	
駁	pɔk7b	
駐	tsi5	
駒	kʰui1	
駕	ka5	
駙	fu2	
駛	sɐi3	
駝	tʰɔ2	
駟	ɬei5	
駟	sei5	
駭	hɔi2	
駱	lɔk8	
駿	tsɐŋ5	
騁	tsʰɪŋ3	
騎	kʰɛ2	騎馬;騎樓
騎	kʰei2	鐵騎;騎兵
騙	pʰiŋ5	
騫	hiŋ1	
騰	tʰɐŋ2	
騷	ɬou1	
騷	sou1	
騾	lɔ2	
驀	mɐk8	
驅	kʰui1	
驍	hiu1	
驕	kiu1	
驗	jim2	文讀
驗	nim2	白讀
驚	kɪŋ1	文讀
驚	kiɐŋ1	白讀
驛	jɪk8	
驟	tsɐu2	
驢	lou2	
驪	lei2	
骨	kʷɐk7a	
骯	ɔŋ1	
骰	tʰɐu2	
骰	sɪk1	
骷	fu1	
骸	hai2	
骼	kak7b	
髀	pei3	
髒	tsɔŋ1	
髓	ɬui3	
髓	sui3	
體	tʰɐi3	
高	kou1	
髦	mou1	
髦	mou2	
髮	fak7b	
髯	ȵim2	
髯	jim2	
髻	kɐi5	
鬃	tsʊŋ1	
鬆	ɬʊŋ1	
鬆	sʊŋ1	
鬈	kʰiŋ2	
鬍	fu2	
鬚	ɬou1	
鬚	sou1	
鬟	ʋaŋ2	
鬢	pɐŋ5	
鬣	lik8	
鬥	tɐu5	
鬧	nau2	
鬧	lau5	『口語,表示人多或者生意興隆』
鬨	hʊŋ5	起鬨
鬮	tsɐu1	
鬱	ʋɐk7a	
鬻	tsʊk7a	
鬼	kʷɐi3	
魁	fui1	
魂	ʋɐŋ2	
魄	pʰak7b	魂魄
魄	pʰak7b	落魄
魅	mei2	
魏	ŋɐi2	
魔	mɔ1	
魘	jim3	
魚	ȵi2	
魯	lou3	
魴	fɔŋ2	
魷	jɐu2	
鮎	nim2	
鮑	pau1	鮑魚
鮭	kʷɐi1	
鮮	ɬiŋ1	鮮美
鮮	siŋ1	鮮美
鮮	ɬiŋ3	鮮有
鮮	siŋ3	鮮有
鯉	lei3	
鯊	sa1	
鯛	tiu1	
鯝	ku5	
鯤	kʰʷɐŋ1	
鯧	tsʰiøŋ1	
鯨	kʰɪŋ2	
鯪	lɪŋ2	
鯽	tsɪk7a	
鯽	tsɐk7a	
鰍	nɐu1	
鰓	ɬɔi1	
鰓	sɔi1	
鰣	si2	
鰥	kʷaŋ1	
鰭	kʰei2	
鰱	liŋ2	
鰻	maŋ2	
鰾	piu1	
鱉	pik7b	
鱒	tsiŋ1	
鱖	kʰik7b	
鱗	lɐŋ2	
鱷	ŋɔk8	
鯁	kʰɐŋ3	噎
鳥	niu3	
鳩	kɐu1	
鳳	fʊŋ2	
鳴	mɪŋ2	
鳶	jiŋ1	
鴇	pou3	
鴉	a1	
鴕	tʰɔ2	
鴛	jiŋ1	
鴟	tsʰi1	
鴦	jiøŋ1	
鴨	ap7b	
鴻	hʊŋ2	
鴿	kɐp7b	
鵑	kiŋ1	
鵝	ŋɔ1	
鵠	hʊk8	
鵡	mou3	
鵪	ɐm1	
鵬	pʰɐŋ2	
鵰	tiu1	
鵲	tsiøk7b	
鶇	tʊŋ1	
鶉	tsʰɐŋ1	鵪鶉,鵪鶉蛋
鶘	fu2	
鶯	jɪŋ1	
鶴	hɔk8	
鷂	jiu2	
鷗	ɐu1	
鷥	si1	
鷲	tsɐu2	
鷹	jɪŋ1	
鷺	lou2	
鸕	lou2	
鸚	jɪŋ1	
鸛	kuŋ5	
鸝	lei2	
鹵	lou3	
鹹	ham2	
鹼	kaŋ3	
鹽	jim2	
鹿	lʊk8	
麅	pʰau2	
麋	mei2	
麒	kʰei2	
麓	lʊk8	
麗	lɐi2	
麝	sɛ2	
麟	lɐŋ2	
麥	mɐk8	
麩	fu1	
麴	kʰʊk7a	
麵	miŋ2	
麻	ma2	
麽	mɔ1	
麾	fɐi1	
黃	ʋɔŋ2	
黍	si3	
黎	lɐi2	
黏	nim1	
黑	hɐk7a	
黔	kʰim2	
默	mɐk8	
黛	tɔi2	
黜	tsʰɐk7a	
黝	jɐu3	
點	tim3	
黠	hɐk8	
黢	tsʰɐk7a	
黨	tɔŋ3	
黴	mui2	文讀
黴	mui1	白讀
黴	mou1	白讀
鼎	tɪŋ3	
鼓	ku3	
鼕	tʊŋ1	
鼕	tʰʊŋ2	
鼠	si3	
鼬	jɐu2	
鼴	jiŋ3	
鼻	pei2	
鼾	hɔŋ2	
齊	tsʰɐi2	整齊
齊	tsi1	齊衰
齋	tsai1	
齒	tsʰi3	
齡	lɪŋ2	
齣	tsʰɐk7a	
齦	ŋɐŋ2	
齧	ŋak8	
齪	tsʰʊk7a	
齬	ji3	
齶	ŋɔk8	
齷	ɐk7a	
龍	lʊŋ2	
龐	pʰɔŋ2	
龕	hɐm1	
龜	kʷɐi1	烏龜
龜	kʷɐŋ1	龜裂
龢	ʋɔ2	
𡋯	puk8	
𨂵	tsʰɐp8	踩
𫄺	tsʰɪŋ2	
