#漢字	音標	解釋
㓤	kʰiak7	【替字】生氣。~氣走，悻悻地離開。
獷	kuaŋ3	
獸	tʃʰu5	
獸	tʃʰiu5	
獺	tsʰat7	
獻	hien5	
獼	ni2	
獾	fon1	
玁	hiam3	
玃	kʰiok7	
玄	hien2	
玅	miau3	
率	sut7	
玈	lu2	
玉	niuk8	
王	voŋ2	
王	voŋ5	
玎	ten1	
玓	tit7	
玖	kiu3	
玠	kiai5	
玩	ŋan5	
玫	moi2	
玲	laŋ2	
玲	lin2	
玳	tʰoi5	
玷	tiam5	
玻	po1	
玼	tsʰɿ3	
珀	pʰet7	
珀	pʰak7	
珂	kʰo1	
珉	min2	
珊	san1	
珍	tʃin1	
珓	kau5	同「筊筶」。
珙	kiuŋ3	
珟	siuk7	
珠	tsu1	
珣	sun2	
珥	ȵi3	
珧	iau2	
珩	haŋ2	
班	pan1	
珵	tʃʰin2	
珻	moi2	
珼	pi5	
珼	pui5	
珽	tʰin3	
現	hien5	
球	kʰiu2	
琅	loŋ2	
理	li1	
琉	liu2	
琖	tsan3	
琛	tʃʰim1	
琠	tʰien5	
琢	tok7	
琤	tsen1	
琥	fu3	
琯	kuon3	
琰	iam3	
琱	tiau1	
琲	pʰi5	
琲	pʰui5	
琳	lim2	
琴	kʰim2	
琵	pʰi2	
琶	pʰa2	
瑄	sien1	
瑋	vi3	
瑋	vui3	
瑌	nion1	
瑑	tʃʰon5	
瑕	ha2	
瑗	ian5	
瑙	nau3	
瑚	fu2	
瑞	ʃui5	
瑟	sit7	
瑠	liu2	
瑣	so3	
瑤	iau2	
瑨	tsin5	
瑩	iuŋ2	
瑪	ma1	
瑯	loŋ2	
瑰	kui5	
瑱	tʰien5	
瑲	tsʰoŋ1	
瑳	tsʰo1	
璀	tsʰui5	
璃	li2	
璄	kin3	
璅	so3	
璇	sien2	
璈	ŋau2	
璉	lien3	
璊	mun2	
璋	tʃoŋ1	
璖	kʰi2	
璘	lin2	
璞	pʰuk8	
璟	kin3	
璣	ki1	
璧	piak7	
璨	tsʰan5	
璩	kʰi2	
璪	tsau3	
璫	toŋ1	
環	fan2	
環	van2	
環	pʰan2	
璲	sui5	
璶	tsin5	
璺	mun5	
璺	vun5	
璽	sai3	
璿	sien2	
瓀	nion1	
瓅	lit8	
瓉	tsan5	
瓊	kʰiun2	
瓏	luŋ2	
瓐	lu2	
瓔	in1	
瓖	sioŋ1	
瓘	kuon5	
瓚	tsan5	
瓜	kua1	
瓞	tiet7	
瓠	fu2	
瓠	pʰu2	
瓢	pʰiau1	
瓣	pʰan5	
瓤	noŋ1	
瓦	ŋa3	
瓪	pan3	
瓫	pʰun2	
瓮	vuŋ5	
瓴	lin2	
甁	pʰin2	
瓷	tsʰɿ2	
瓿	pʰiau3	
甃	tsiu5	
甈	ȵi5	
甊	leu3	
甋	tit7	
甌	eu1	
甍	men2	
甎	tʃon1	
甏	pʰaŋ5	
甑	tsen5	
甓	pʰiak7	
甔	tam1	
甕	vuŋ5	
甖	aŋ1	
甘	kam1	
甚	ʃim5	
甜	tʰiam2	
甞	ʃoŋ2	
生	saŋ1	
生	sen1	
生	sien1	
甡	sin1	
產	san3	
甤	sui1	
甥	saŋ1	
甦	sɿ1	
用	iuŋ5	
甫	pʰu3	
甯	nen2	
田	tʰien2	
由	iu2	
甲	kap7	
申	ʃin1	
甶	fut7	
男	nam2	
甸	tʰien5	
町	tʰaŋ2	
甾	tsɿ1	
甿	men2	
畀	pi5	
畆	meu1	
畇	iun2	
畋	tʰien2	
界	kiai5	
畍	kiai5	
畎	kʰian3	
畏	vi5	
畏	vui5	
畐	fuk7	
畔	pan3	
留	liu2	
畚	pun5	
畛	tʃin3	
畜	hiuk7	
畜	tʃʰuk7	
畜	hit7	
畝	meu1	
畟	tsit7	
畡	koi1	
畢	pit7	
畤	tʃɿ3	
略	liok8	
畦	hi2	
畧	liok8	
番	fan1	
畫	fa2	
畫	fa5	
畫	vak8	
畬	tsʰia2	
畯	tsun5	
異	i5	
畵	fa3	
畵	vak8	
當	taŋ5	
當	toŋ1	
當	toŋ5	
畷	tot7	
畸	kʰi2	
畽	tʰon3	
畽	tʰuŋ1	
畾	lui3	
畿	kʰi2	
疁	liu2	
疃	tʰon3	
疃	tʰuŋ1	
疄	lin2	
疆	kioŋ1	
疆	kʰioŋ1	
疇	tʃʰiu2	
疉	tʰiap8	
疊	tʰiap8	
疋	pʰit7	
疎	sɿ1	
疎	so1	
疏	sɿ1	
疏	so1	
疑	ȵi2	
疑	ni2	
疓	nai3	
疔	taŋ1	
疕	pi3	
疘	kuŋ1	
疙	kʰit8	
疚	kiu5	
疝	san5	
疢	tʃin3	
疣	iu2	
疤	pa1	
疥	kiai5	
疪	pi5	
疫	mut8	
疫	it8	
疲	pʰi2	
疳	kam1	
疴	kʰo1	
疵	tsɿ1	
疶	siet7	
疸	tʰan3	
疸	tʰan5	
疹	tʃin3	
疺	fat8	
疻	tʃɿ3	
疼	tuŋ5	
疽	tsɿ1	
疾	tsʰit8	
疿	pi5	
疿	pui5	
痀	kʰi1	
痁	tiam1	
痂	ka1	
痂	kʰio2	【替字】本字爲「瘸」。
痃	hien2	
痄	tsa5	
病	pʰiaŋ5	
症	tʃin5	
痊	tsʰien2	
痌	tʰuŋ2	
痍	i2	
痎	koi1	
痏	vi3	
痏	vui3	
痔	tʃʰɿ5	
痔	tʃʰi5	
痕	hen2	
痕	hien2	
痕	fin1	【重定向】長條劃痕。
痗	mi5	
痗	mui5	
痘	tʰeu5	
痚	hiau1	
痛	tʰuŋ5	
痜	tʰut7	
痞	pʰi1	
痟	siau1	
痠	son1	
痡	pʰu3	
痡	pʰu1	
痢	li5	
痣	tʃɿ5	
痧	sa1	
痭	pen1	
痮	tʃoŋ5	
痯	kuon3	
痰	tʰam2	
痱	fi1	
痱	fui1	
痲	ma2	
痳	lim2	
痴	tʃʰɿ1	
痴	tʃʰi1	
痵	ki5	
痸	tʃʰat7	
痹	pi5	
痼	ku5	
痿	vi3	
痿	vui3	
瘀	i1	
瘁	tsʰui5	
瘂	a3	啞巴。
瘂	at7	【替字】①不爽、生氣。~氣，憤怒。②噴嚏。打~tsʰui5/打~tsʰiu5，打噴嚏。
瘇	tʃuŋ3	
瘊	heu2	
瘋	fuŋ1	
瘌	lat8	
瘏	tʰu1	
瘓	fon5	
瘕	ha2	
瘕	ka5	
瘖	im1	
瘖	am1	
瘖	am5	
瘝	kuan1	
瘞	i5	
瘟	vun1	
瘠	tsit7	
瘡	tsʰoŋ1	
瘢	pan1	
瘣	fi5	
瘣	fui5	
瘤	liu2	
瘥	tsʰo1	
瘥	tsʰa1	
瘦	seu5	
瘧	niok7	
瘨	tien1	
瘲	tsiuŋ3	
瘳	liau2	
瘴	tʃoŋ5	
瘵	tsai5	
瘸	kʰio2	【重定向】
瘺	leu5	
瘼	mok8	
療	liau2	
癆	lau2	
癇	han2	
癈	fi5	
癈	fui5	
癉	tan1	
癉	tʰan3	
癉	tan3	
癊	im5	
癊	nim5	
癐	kʰuai5	
癖	pʰit7	
癘	li5	
癙	tʃʰu3	
癜	tʰien5	
癟	pʰiet8	
癠	tsi1	
癡	tʃʰɿ1	
癡	tʃʰi1	
癢	ioŋ1	
癤	tsiet7	
癧	lak8	
癨	kʰok7	
癩	tʰai5	
癩	lai5	
癬	sien3	
癭	in2	
癮	in3	
癯	kʰi1	
癯	kʰi2	
癱	tʰan1	
癲	tien1	
癶	pʰat7	
登	ten1	
登	taŋ1	
發	fak7	【替字】彈晃、翹。魚落鑊~~跳，魚落鍋不停彈跳甩動。
發	fat7	
發	pot7	
白	pʰak8	
百	pak7	
皁	tsʰau5	
皂	tsʰau5	
皃	mau5	
的	tit7	
皆	kiai1	
皇	foŋ2	
皇	voŋ2	
皈	kui1	
皋	kau1	
皎	kau3	
皓	hau3	
皓	kau3	
皖	fon3	
皛	hiau3	
皜	hau3	
皜	kau3	
皤	pʰo2	
皥	hau1	
皦	kiau3	
皫	pʰiau1	
皭	tsiok7	
皮	pʰi2	
皮	pʰi5	
皰	pʰiau5	
皵	tsʰok7	
皸	kiun1	
皺	tsiu5	
皻	tsa1	
皽	tʃan1	
皿	men1	
盂	i2	
盃	pi1	
盃	pui1	
盅	tʃuŋ1	
盆	pʰun2	
盈	in2	
盉	fo2	
益	it7	
益	iak7	
盌	von3	
盍	hap8	
盎	oŋ5	
盒	hap8	
盔	kʰui1	
盜	tʰau5	
盙	pʰu3	
盛	ʃin2	
盛	ʃin5	
盜	tʰau5	
盝	luk7	
盞	tsan3	
盟	men2	
盡	tsiaŋ5	
盡	tsʰin5	
監	kam1	①強迫。~你來，逼你來。②拘禁。坐~，坐牢。
監	kam5	①督查。~督。②官署、宦官。太~。~札，文憑。
盤	pʰan2	
盥	kuon5	
盧	lu2	
盪	tʰoŋ5	
盬	ku3	
盭	lui5	
目	muk8	
目	muk7	
盱	hi1	
盲	maŋ2	
盲	miaŋ1	
直	tʃʰit8	
相	sioŋ1	
相	sioŋ5	
盻	hi5	
盻	he5	
盼	pʰan5	
盾	tʰun3	
省	saŋ3	
省	sen3	
眂	ʃɿ5	
眂	ʃi3	
眅	pan1	
眇	miau2	
眇	miau3	
眉	mi2	
眊	mau5	
看	kʰon5	
眎	ʃɿ5	
眎	ʃi3	
眑	miau3	
眑	iau3	
眕	tʃin3	
眘	ʃim3	
眚	sen3	
眛	mi5	
眞	tʃin1	
眞	tʃin1	
眠	min2	
眢	van1	
眤	nit8	
眤	ne1	
眥	tsɿ1	
眦	tsɿ1	
眨	ʃap7	
眩	hien2	
眯	mi3	
眴	ʃun5	
眴	hien5	
眵	tʃʰɿ1	
眵	tʃʰi1	
眶	kʰioŋ1	
眷	kian5	
眸	meu2	
眹	tʃim3	
眺	tiau5	
眼	nian3	
眼	ŋan3	
眽	mak7	
眾	tsuŋ5	
眿	mak7	
着	tʃok7	
着	tʃʰok8	
睆	fon3	
睆	kuon3	
睇	tʰi5	
睊	kian1	
睎	hi1	
睒	ʃam3	
睕	van3	
睘	kʰiun2	
睚	ŋai2	
睜	tsen1	
睜	tsʰaŋ2	【替字】本字可能是「呈」。①照、映。鏡子~人，鏡子照人。放近火~燒，靠近火烤熱。②閃、射。金剛石~光，金剛石閃光。③刺眼。~眼。④對照。我~倒毋直，我比對了感覺不直。
睞	loi5	【替字】孔洞。老鼠~，老鼠洞。貓~，貓洞。袋子有一個~，袋子有一個孔。將鎖頭~偷看，透過鑰匙孔偷看。賊挖了~入間，賊挖了洞進房間。
睠	kian5	
睡	tʃʰoi5	
督	tuk7	
睤	pʰi5	
睥	pʰi5	
睦	muk8	
睧	fun1	
睨	ȵi5	
睪	it8	
睫	tsʰiap8	
睬	tsʰai3	
睬	tsʰoi3	
睬	tsʰioi3	
睱	ha5	
睹	tu3	
睼	tʰi5	
睽	kʰui2	
睿	iui5	
瞀	meu5	
瞅	tsʰeu3	
瞋	tʃin1	
瞋	tʃʰin1	
瞌	kʰap8	【文】
瞌	hap8	
瞍	seu3	
瞎	hat7	
瞑	men2	
瞕	tʃoŋ5	
瞙	mok7	
瞚	ʃun5	
瞞	man2	
瞢	muŋ5	
瞢	mu5	
瞥	pʰiet7	
瞧	tsiau1	
瞪	tʃʰin1	
瞪	tsʰaŋ5	
瞬	ʃun5	
瞭	liau3	
瞯	han2	
瞰	kʰam3	
瞳	tʰuŋ2	
瞵	lin2	
瞶	kʰui5	
瞻	tʃam1	
瞽	ku3	
矇	muŋ2	
矍	kʰiok7	
矑	lu2	
矖	sai5	
矗	tʃʰuk8	
矙	kʰam3	
矛	mau2	
矜	kʰim1	
矟	sok7	
矢	ʃɿ5	
矣	i3	
知	ti1	
矧	ʃin3	
矩	ki3	
短	ton3	
矮	ai3	
矯	kiau3	
矰	tsen1	
矱	vok7	
石	ʃak8	
矴	taŋ5	
矴	tʰin5	
矸	kon5	
矻	kʰut8	
矼	koŋ1	
砂	sa1	
砅	pʰin2	
砅	li5	
砉	vak8	
砊	kʰoŋ5	
砌	tʃʰe5	
砌	tʃe5	
砌	tsʰi5	
砍	kʰam3	
砎	kiai5	
砑	ŋa5	
砒	pʰai1	
硏	ŋam5	
砢	kʰo1	
砣	tʰo2	
砤	tʰo2	
砥	ti3	
砥	tʃɿ3	
砦	tsʰai5	
砧	tsem1	
砧	tsem3	
砫	tʃu3	
砭	pien1	
砭	pien5	
砰	pʰin2	
砲	pʰau5	
破	pʰo5	
砸	sap7	
硃	tʃu1	
硇	nau2	
硏	ŋan1	
硐	tʰuŋ2	
硜	kaŋ1	
硝	siau1	
硨	tʃʰa1	
硪	ŋo2	
硫	liu2	
硬	ŋaŋ5	
硭	moŋ2	
硯	ŋan5	
硯	ian5	
硼	pʰen2	
硾	tʃʰui2	
硿	kʰuŋ5	
碆	po1	
碇	taŋ5	
碇	tʰin5	
碌	luk8	
碎	sui5	
碏	sit7	
碑	pi1	
碓	toi5	
碕	kʰi2	
碗	von3	
碝	nion1	
碟	tʰiap8	
碡	tʃʰuk8	
碣	kiet7	
碥	pien3	
碧	pʰet7	
碩	ʃak8	
碫	tʰon3	
碭	tʰoŋ5	
碭	toŋ5	
碯	nau3	
碰	pʰoŋ1	
確	kʰok7	
碼	ma1	
碾	nian3	
磁	tsʰɿ2	
磂	liu2	
磅	pʰoŋ2	
磇	pʰai1	
磉	soŋ3	
磊	lui3	
磋	tsʰo1	
磌	tʰien2	
磐	pʰan2	
磑	kʰoi3	
磒	iun3	
磓	toi1	
磕	kʰap8	
磕	kok8	【替字】象聲詞。碰、敲。頭na2~倒，頭磕到。~~響，兩個硬物碰撞的聲音。
磕	kʰok8	【替字】敲。~頭，行磕頭大禮。~死，敲死。
磚	tʃon1	
磣	tsʰam3	
磧	tsit7	
磨	mo1	
磨	mo2	
磨	mo5	
磨	no2	
磨	mo6	
磪	tsʰui1	
磬	kʰin5	
磴	ten5	
磶	sit7	
磷	lin2	
磺	voŋ2	
磽	niau2	
磽	kʰau1	
磾	tai1	
礈	tʃui5	
礎	tsʰɿ3	
礐	kʰok7	
礓	kioŋ1	
礗	pin1	
礙	ŋoi3	
礝	nion1	
礦	kuaŋ3	
礧	lui3	
礪	li5	
礫	lit8	
礬	fan2	
礮	pʰau5	
礱	luŋ2	
礴	pʰok7	
礶	kuon5	
礹	ŋam2	
示	si5	
礽	in2	
社	ʃa1	
礿	iok7	
祀	sɿ5	
祁	kʰi2	
祅	iau1	
祈	kʰi2	
祉	tʃɿ3	
祋	tai5	
祏	ʃak8	
祐	iu5	
祕	pi5	
祖	tsɿ3	
祚	tsa5	
祚	tsʰɿ5	
祚	tsʰok8	
祛	kʰi1	
祝	tʃuk7	
神	ʃin2	
祟	sui5	
祠	tsʰɿ2	
祡	tsʰai2	
祣	li3	
祥	sioŋ2	
票	piau1	
票	pʰiau5	
祩	tʃu1	
祭	tsi5	
祹	tʰau2	
祿	luk7	
稟	pin3	
禁	kim5	
禂	tau3	
禍	fo5	
禎	tʃin1	
福	fuk7	
禒	luk7	
禔	tʰi2	
禖	moi2	
禡	ma5	
禦	ȵi3	
禦	ȵe3	
禦	ȵi5	
禧	hi1	
禪	ʃam2	
禪	ʃan5	
禪	tan1	
禫	tʰam2	
禬	kʰuai5	
禮	li1	
禱	tau3	
禳	ioŋ2	
禴	iok7	
禸	iu3	
禹	i3	
禺	ȵi2	
禽	kʰim2	
禾	vo2	
禿	tʰut7	
秀	siu5	
秀	tsʰiu5	
私	sɿ1	
秄	tsɿ3	
秅	tsʰa2	
秆	kon3	
秇	ȵi5	
秈	sien1	
秉	piaŋ1	
秉	pin3	
秋	tsʰiu1	
秌	tsʰiu1	
种	tʃʰuŋ1	
科	kʰo1	
秒	tsʰau1	
秒	miau3	
秓	tʃɿ1	
秕	pi3	
秕	pʰi1	
秘	pi5	
秛	pʰi1	
秜	ni2	
租	tsɿ1	
租	tʃu1	【文】
秠	pʰi1	
秤	tʃʰin5	
秦	tsʰin2	
秧	ioŋ1	
秩	tʃit7	
秪	tʃɿ1	
秬	kʰi3	
秭	tsi3	
秷	tʃit7	
秸	kʰat7	
移	i2	
稀	hi1	
稂	loŋ2	
稃	fu1	
稅	soi5	
稇	kʰun3	
稈	kon3	
稊	tʰi2	
程	tʃʰaŋ2	
稌	tʰu2	
稍	sau1	
稅	tʃʰoi5	
稏	a3	
稑	liuk8	
稕	tʃun3	
稗	kʰuai5	
稗	pʰai5	
稙	tʃʰit8	
稚	tʃʰɿ5	
稚	tʃʰi5	
稛	kʰun3	
稜	lin2	
稟	lim3	
稠	tʃʰu2	
稠	tʃʰiu2	
稡	tsʰui5	
稬	no5	
稭	kʰat7	
種	tʃuŋ3	
種	tʃuŋ5	
種	tsuŋ5	
稱	tʃʰin5	
稱	tsʰem1	
稷	tsit7	
稺	tʃʰɿ5	
稺	tʃʰi5	
稻	tʰau5	
稼	ka5	
稽	hi1	
稾	kau3	
稿	kau3	
穀	kuk7	原文注音kouc8，聲調批量誤。
穄	tsi5	
穅	kʰoŋ1	
穆	muk8	
穈	mun2	
穉	tʃʰɿ5	
穉	tʃʰi5	
穋	liuk8	
穌	sɿ1	
積	tsit7	
穎	in3	
穗	fi5	
穗	fui5	
穛	tsiau5	
穜	tʰuŋ2	
穟	sui5	
穠	niuŋ2	
穡	sit7	
穢	ve5	
穢	ie5	
穢	vai5	
穧	tsi1	
穧	tsi5	
穩	vun3	
穫	vok7	
穬	kuaŋ3	
穮	piau1	
穰	ioŋ2	
穳	tson1	
穴	hiet8	
穵	vat7	
穵	va1	
究	kiu5	
穸	sip8	
穹	kiuŋ1	
空	fuŋ1	①使空。~一隻盒子，空出一個盒子。②空的。一間~房。
空	kʰuŋ1	
空	kʰuŋ5	
穽	tsiaŋ3	
穿	tʃʰon1	
窀	tʰun2	
突	tʰut7	
窄	tset7	
窄	tsak7	
窅	miau3	
窅	iau3	
窆	pien3	
窆	pien5	
窈	miau3	
窈	iau3	
窉	piaŋ3	
窊	va1	
窑	iau2	
窒	tʃit7	
窓	tsʰuŋ1	
窖	kau5	
窗	tsʰuŋ1	
窘	kʰiun2	
窘	kʰiuŋ2	
窞	tʰam3	
窟	fut7	①坑。~竉，坑洞。②挖坑。~埋死佬，挖個坑埋死人。③屁股。賣屎~，賣淫。
窠	kʰo1	
窩	vo1	
窬	i2	
窮	kʰiuŋ2	
窯	iau2	
窰	iau2	
窳	i3	
窵	tiau5	
窶	kʰi3	
窺	kui1	
窼	tsʰau2	
窾	kʰuan3	
窿	luŋ2	
竄	tsʰon5	
竅	kʰiau5	
竇	tʰeu5	
竈	tsa5	
竈	tsau5	
竉	luŋ2	
竊	tsʰiap7	
立	lip8	
竒	kʰi2	
站	tsʰam5	
站	tsan3	①【替字】本字爲「趲」。移動。走~，走樣。~前，移前。②【文】~起來。
竚	tu3	
龍	liuŋ2	
竝	pin5	
竟	kin3	
竟	kin5	
章	tʃoŋ1	
竢	sɿ5	
竣	tsun5	
童	tʰuŋ2	
竦	suŋ3	
竪	ʃu5	
竫	tsʰin5	
竭	kʰiet8	
端	ton1	
竱	tʃon5	
竲	tsen1	
竳	ten1	
竳	taŋ1	
竳	taŋ3	
竳	ten2	
競	kʰin5	
競	kʰin1	
竸	kʰin5	
竹	tʃuk7	
竺	tʃuk7	
竻	net8	
竽	i2	
竾	tʃʰɿ2	
竾	tʃʰi2	
竿	kon1	
笄	ki5	
笆	pa1	
笈	kʰip7	
笊	tsau3	
笋	sun3	
笏	fut7	
笑	siau5	
笓	pin1	
笓	pi5	
笙	sen1	
笚	hap8	【訓讀】鞘、套。手劍~，匕首鞘。~轉去，放回鞘裏。
笛	tʰak8	
笞	tʃʰɿ1	
笞	tʃʰi1	
笠	lip7	
笢	min2	
笤	tʰiau2	
笥	sɿ5	
符	fu2	
符	pʰu2	
笨	pun5	
笪	tat7	
笫	tsi3	
第	tʰi5	
笭	lin2	
笮	tsak7	
笰	fut7	
笱	keu3	
笳	ka1	
筀	kui5	
筁	kʰiuk7	
筅	sien3	
筆	pit7	
筇	kʰiuŋ2	
等	ten3	
筊	kau3	【文】①竹索。②小簫。
筊	kau5	同「筶珓」。占卜用具。打聖~，用筊做占卜。
筋	kin1	
筌	tsʰien2	
筍	sun3	
筏	fat8	
筐	kʰian1	
筐	kʰioŋ1	
筑	tʃuk7	
筒	tʰuŋ2	
答	tap7	
策	tsʰet7	
筞	tsʰet7	
筠	kiun1	
筠	iun2	
筢	pʰa2	
筤	loŋ2	
筥	ki3	
筧	kian3	
筩	tʰuŋ2	
筭	son5	
筮	tʃʰɿ3	
筮	tʃʰi3	
筯	tʃʰu5	
筲	sau1	
筴	tsʰet7	
筵	ian2	
筶	kau5	同「筊珓」。
筷	kʰuai5	
箁	pʰiau1	
箄	pi5	
箅	pi5	
箇	kʰe5	
箇	kai5	遠指代詞。
箋	tsien1	
箌	tsau5	
箍	kʰeu1	
箍	kʰu1	
箎	tʃʰɿ2	
箎	tʃʰi2	
箏	tsen1	
箒	tʃu3	
箒	tʃiu3	
箔	pʰok7	
箕	ki1	
箖	lim2	
算	son5	
箘	kʰiun2	
箙	fuk8	
箜	kʰuŋ1	
箝	kʰiam2	
箠	ʃui2	
管	kuon3	
箬	niok7	
箭	tsien5	
箯	pien1	
箱	sioŋ1	
箱	sioŋ3	
箴	tʃim1	
箵	sen3	
箸	tʃʰu5	
節	tsiet7	
篁	foŋ2	
篂	sen1	
範	fam5	
篆	tʃʰon5	
篇	pʰien1	
築	tʃuk7	
篋	kʰiap7	
篋	hiap7	
篌	heu2	
篔	iun2	
篙	kau1	
篙	ko1	
篚	fi3	
篛	niok7	
篝	keu1	
篣	poŋ3	
篤	tuk7	
篦	pi5	
篩	si1	
篭	luŋ1	
篲	sui5	
篳	pit7	
篷	pʰuŋ2	
篸	tsʰam1	
篼	teu1	
篾	met8	
簀	tsit7	
簁	si1	
簄	fu5	
簆	kʰeu5	
簇	tsʰuk8	
簈	pʰin2	
簉	tsʰeu5	
簋	kui3	
簌	suk7	
簍	leu2	
簎	sit8	
簏	luk8	
簑	so1	
簒	tsʰon5	
簙	pok7	
簛	si1	
簜	tʰoŋ3	
簝	liau1	
簞	tan1	
簟	tʰiam5	
簠	pʰu3	
簡	kian3	
簣	kʰui5	
簦	ten1	
簧	voŋ2	
簨	sun3	
簪	tsam1	
簫	siau1	
簷	iam2	
簸	pai5	
簸	po5	
簸	poi5	
簹	toŋ1	
簺	soi5	
簺	set7	
簽	tsʰiam1	
簽	tsiam1	
簽	tsʰiam5	
簾	liam2	
簿	pʰu1	
籃	lam2	
籃	lam1	
籋	niap7	
籌	tʃʰu2	
籌	tʃʰiu2	
籍	sit8	
籐	tʰen2	
籒	tʃʰu5	
籒	tʃʰiu5	
籓	fan1	
籙	liuk8	
籚	lu2	
籛	tsʰien2	
籜	tʰok8	
籟	lai5	
籠	luŋ1	
籠	luŋ3	
籣	lan2	
籤	tsʰiam1	
籥	iok7	
籥	iok8	
籬	li2	
籭	si1	
籭	tsʰi1	
籭	tsʰe1	
籮	lo2	
籲	iok7	
米	mi3	
籸	sin1	
粃	pi3	
粃	pʰi1	
粄	pan3	
粆	sa1	
粈	neu2	
粉	fun3	
粒	liap8	
粒	lip7	
粓	kam1	
粕	pʰok7	
粗	tsʰɿ1	
粘	niam2	
粘	tʃam1	
粘	fu2	
粟	siuk7	
粢	tsɿ1	
粥	tʃuk7	
粧	tsoŋ1	
粱	lioŋ2	
粲	tsʰan5	【替字】穗。麥~。穀~。
粵	iat8	
粸	kʰi2	
粹	tsʰui5	
粺	pʰai5	
粻	tʃoŋ3	
糉	tsuŋ5	
精	tsin1	
粿	kuo3	
糅	iu2	
糆	mien5	
糇	heu2	
糈	si1	
糉	tsuŋ5	
糊	fu2	
糒	pʰi5	
糕	kau1	
糕	ko1	
糖	tʰoŋ2	
糗	tʃʰu5	
糙	tsʰau5	
糜	mi2	
糜	moi2	
糝	sam3	
糞	pun5	
糞	mun3	
糟	tsau1	
糠	hoŋ1	
糡	kʰioŋ5	
糤	san3	
糦	tʃɿ5	
糧	lioŋ2	
糯	no5	
糲	li5	
糴	tʰak8	
糴	tʰet8	
糵	ȵet7	
糶	tʰiau5	
糸	met7	
糺	kiu5	
系	he5	
糼	kuŋ1	
糾	kiu5	
紀	ki3	
紂	tʃʰu5	
紂	tʃʰiu5	
紃	sun2	
約	iok7	
紅	fuŋ2	
紆	hi1	
紆	i1	
紇	ket7	
紈	ian2	
紉	niun5	
紉	niun2	
紉	nun3	
紊	vun5	
紋	vun2	
納	nap8	
紏	teu3	
紏	kiu5	
紐	niu3	
紑	feu2	
紓	ʃu1	
純	ʃun2	
紕	pʰi1	
紗	sa1	
紘	fen2	
紙	tʃɿ3	
級	kʰip7	
紛	fun1	
紜	iun2	
紞	tam3	
紟	kʰim1	
素	sɿ5	
紡	foŋ3	
紡	pʰioŋ3	
索	sok7	
紥	tsat7	
紩	tʃit7	
紫	tsɿ3	
紬	tʃʰu2	
紬	tʃʰiu2	
紭	fen2	
紮	tsat7	
累	lui5	
細	se5	
紱	fut7	
紲	siet7	
紳	ʃin1	
紹	ʃau5	
紺	kam5	
紼	fut7	
紿	tʰoi5	
絀	tʃot7	
終	tʃuŋ1	
絃	hien2	
組	tsɿ3	
絆	pan5	
絆	pʰan5	
絇	kʰi1	
絏	siet7	
結	kiet7	
結	ket7	
結	kat7	【重定向】固定語素。無~煞，沒辦法。
絓	kua5	
絕	tsʰiet8	
絖	kʰuoŋ3	
絛	tʰau1	
絜	kiet7	
絞	kau3	
絡	lok8	
絢	hien5	
絣	pen1	
給	kip7	
絧	tʰuŋ2	
絨	iuŋ2	
絪	in1	
絮	si5	
絯	kai1	
絯	ke1	【替字】本字應是「羈繫」。繫。~褲頭帶，~褲帶。
絰	tiet7	
統	tʰuŋ3	
絲	sɿ1	
絳	koŋ5	
絸	kian3	
絹	kian5	
絺	hi1	
絻	mun5	
絿	kʰiu2	
綁	poŋ3	
綃	siau1	
綄	kuon3	
綅	tsʰim1	
綆	ken3	
綈	tʰi2	
綉	siu5	
綌	hit7	
綏	sui1	
綑	kʰun3	
經	kaŋ1	紡織。~布。蠶子~絲。
經	ken1	經過。~手。
經	kin1	①經過。②經營。③經歷。④縱線。⑤正常。⑥月經。
綘	fun2	
綘	pʰuŋ2	
綜	tsuŋ5	
綝	tʃʰim1	
綠	liuk8	
綡	lioŋ2	
綢	tʃʰu2	
綢	tʃʰiu2	
綣	kian3	
綦	kʰi2	
綧	tʃun3	
綪	tsʰien5	
綫	sien5	
綫	sien3	
綬	ʃu5	
綬	ʃiu5	
維	vi2	
維	vui2	
綮	kʰi3	
綯	tʰau2	
綰	kuon3	
綱	koŋ1	
網	mioŋ3	
綳	pen1	
綴	tʃui5	
綵	tsʰai3	
綶	kuo3	
綷	tsʰui5	
綸	lun2	
綻	tʰien5	
綻	tsʰan5	【替字】生長出。蕊落有絮~出。
綽	ʃok7	
綽	tʃok7	
綾	lin2	
綿	mien2	
緀	tsʰi1	
緅	tseu1	
緆	sit7	
緇	tsɿ1	
緉	lioŋ3	
緊	kin3	
緋	fi1	
緋	fui1	
緌	sui1	
緍	min2	
總	tsuŋ3	
緖	si5	
緗	sioŋ1	
緘	kʰiam2	
線	sien5	
線	sien3	
緝	sip8	
緝	tsʰip8	
緞	tʰon3	
締	tʰi5	
緡	min2	
緣	ian2	
緣	ian5	
緤	siet7	
緥	pau3	
緦	sɿ1	
緧	tsʰiu2	
編	pʰien1	
編	pʰin1	
緩	fon5	
緩	mon3	
緩	man3	
緬	men3	
緯	vi3	
緯	vui3	
緲	miau3	
練	lien5	
緶	pʰien1	
緷	kun3	
緻	tʃɿ5	
縕	vun1	
緾	tʃʰan2	
縈	iuŋ2	
縉	tsin5	
縊	it7	
縊	iak7	
縋	tʃʰui5	
