#漢字	音標	解釋
#簡稱	/	衡山馬跡
#全稱	/	衡山馬跡話
#聲母	/	
#韻母	/	
#聲調	/	55 1 1a 陰平 ꜀,11 2 1b 陽平 ꜁,33 3 2 上 ꜂,,324 5 3a 陰去 ꜄,213 6 3b 陽去 ꜅
#版本	/	2022-01-31
#錄入人	/	跳跳老鼠
#參考資料	/	《湖南省衡山縣馬跡話的語音系統》
#說明	/	
㐄	dʑia6	跨：～過門檻
隧	sei5	
隨	dzei2	(又)
隨	zei2	(又)
險	ɕĩ3	
隱	iəŋ3	
隸	tʰi5	(白)
隸	li5	(文)
隹	tsei1	
隻	tɕia2	(白)(2)量詞
隼	səŋ3	
雀	tɕʰiəu1	(白)麻～子
雀	tɕʰio2	(文)麻～
雁	ŋai6	
雄	ʑiəŋ2	
雅	ia3	
集	tɕʰi2	
雌	tsʰɿ1	
雍	iəŋ1	
雕	tiəu1	
雖	ɕi1	
雖	sei1	(文)
雙	soŋ1	
雛	dʑy2	
雜	tsʰa5	
雞	tɕi1	
離	li2	
難	nan2	(1)～怪；～點
難	nan6	(2)～民
雨	y3	
雪	ɕie2	
雯	uəŋ2	
雲	yəŋ2	
零	lian2	(白)
零	liəŋ2	(文)
雷	lei2	
雹	pʰau5	
電	dĩ6	
需	ɕi1	(白)
需	ɕy1	(文)
霄	ɕiəu1	
霆	diəŋ2	
震	tɕiəŋ5	
霉	mei1	(又)
霉	mei2	(又)
霍	kʰo2	
霏	ɸei1	
霖	liəŋ2	
霜	soŋ1	
霞	ʑia2	
霧	u6	
露	lou6	
霸	pa5	(1)惡霸；(2)～蠻：固執
霾	mai2	
靂	li5	
靄	ŋai6	
青	tɕʰian1	(白)
青	tɕʰiəŋ1	(文)
靖	dʑiəŋ6	
靛	diəŋ6	
靜	dʑiəŋ6	
非	ɸei1	
靠	kʰau5	
靡	mi2	
面	mĩ6	
革	ke2	
靴	ɕya1	
靶	pa3	
鞅	ioŋ1	
鞋	ɣai2	
鞍	ŋan1	
鞏	kəŋ3	
鞘	tɕʰiəu5	
鞭	pĩ1	
韋	uei3	
韓	ɣan2	
韜	tʰau1	
韭	tɕiou3	
音	iəŋ1	
韶	ʑiəu2	
韻	yəŋ6	
響	ɕioŋ3	
頁	ie5	
頂	tiəŋ3	
頃	tɕʰyəŋ3	
項	ɣoŋ6	
順	ʑyəŋ6	
頇	xan1	壯實：～實
須	ɕi1	(白)
須	ɕy1	(文)
頌	səŋ5	
預	y6	
頑	uan2	
頒	pan1	
頓	təŋ5	
頗	pʰo3	
領	lian3	(白)
領	liəŋ3	(文)
頤	i2	
頭	dəu2	
頰	tɕia2	
頷	ɣan6	
頸	tɕian3	(白)
頸	tɕiəŋ3	(文)
頹	tʰei2	
頻	biəŋ2	
顆	kʰo3	
題	di2	
額	ŋa5	(白)
額	ŋe5	
顏	ŋan2	
願	yẽ6	
顛	tĩ1	
類	lei6	
顧	ku5	
顫	tɕĩ5	
顯	ɕĩ3	
顰	biəŋ2	
顱	lou2	
顴	ɸẽ1	
風	ɸəŋ1	
颯	sa5	
颶	dʑy6	
颸	sɿ1	
飄	pʰiəu1	
飆	piəu1	
飛	ɸei1	
食	ɕi5	
飢	tɕi1	
飩	təŋ5	
飯	pʰa2	
飯	βan6	
飲	iəŋ3	
飴	i2	
飼	dzɿ2	(白)
飼	sɿ5	(文)
飽	pau3	
餃	tɕiəu3	
餅	pian3	(白)
餅	piəŋ3	(文)
餉	ɕioŋ3	
養	ioŋ3	
餌	ɯ3	
餐	tsʰan1	
餒	nei6	
餓	ŋo6	
餘	y2	
餚	iəu2	
餛	βəŋ2	
餞	dʑĩ6	
餡	ɣan6	
館	kuẽ3	
餵	y5	(白)餵養：～豬
餵	uei5	(文)
餾	liou1	
餿	səu1	
饉	tɕiəŋ3	
饊	soŋ3	油～子：麻花
饋	kʰuei5	
饑	tɕi1	
饒	ȵiəu2	
饕	tʰau1	
饗	ɕioŋ3	
饞	dzan2	
首	ɕiou3	
馗	ɡuei2	
香	ɕioŋ1	
馨	ɕiəŋ1	
馬	ma3	
馭	y6	
馮	ɣəŋ2	
馱	do2	
馳	dʑi2	
馴	ɕyəŋ5	
駁	po2	
駐	tɕy5	
駒	tɕy1	
駕	ka5	(白)
駕	tɕia5	(文)
駙	ɸu5	
駛	sɿ3	
駝	do2	
駟	sɿ5	
駢	bĩ2	
駱	lo5	
駿	tsəŋ5	
騁	tɕʰiəŋ3	
騅	tsei1	
騎	dʑi2	
騏	dʑi2	
騖	u6	
騙	pʰĩ5	
騰	dẽ2	
騲	tsʰau3	雌性動物：～豬
騷	sau1	
騾	lo2	
驂	tsʰan1	
驅	tɕʰy1	
驍	ɕiəu1	
驕	tɕiəu1	
驗	ȵi6	(變調)
驗	ȵĩ6	(又)
驚	tɕiəŋ1	
驛	i5	
骨	ku2	(文)
骨	kuei2	(白)
骯	kʰoŋ1	
骰	se2	(訓讀)
骶	ti3	
骷	kʰu1	
髏	ləu3	
髒	tsoŋ1	～亂差
髓	ɕi1	
體	tʰi3	
髖	kʰuẽ1	
高	kau1	
髫	diəu2	
髮	ɸa1	(變調)頭～
髮	ɸa2	～型
鬃	tsəŋ1	
鬆	səŋ1	放～
鬈	dʑĩ2	毛髮彎曲：～毛
鬍	βu2	
鬏	tɕiou1	
鬚	ɕi1	(白)
鬚	ɕy1	(文)
鬢	piəŋ5	
鬥	təu5	～爭
鬧	nau6	
鬱	iou5	
鬻	y6	
鬼	kuei3	
魁	ɡuei2	
魂	βəŋ2	
魄	pʰe2	
魅	mei6	
魎	lioŋ3	
魏	uei6	
魘	ĩ3	
魚	y2	
魯	lou3	
魷	iou2	
鮎	ȵi2	(又)
鮎	ȵĩ2	(又)
鮑	bau6	
鮮	ɕĩ3	
鯁	kĩ3	
鯉	li3	
鯊	sa1	
鯖	tɕʰian1	(白)
鯖	tɕʰiəŋ1	(文)
鯨	tɕiəŋ1	
鯿	pĩ1	
鰍	tɕʰiou1	
鰓	se1	
鰥	kuan1	
鰱	lĩ2	
鰲	ŋau2	
鰾	piəu1	
鱉	pie1	(文)
鱉	pi5	(白)
鱔	ʑĩ6	(白)
鱔	ʑyẽ6	(文)
鱖	kuei5	
鱗	liəŋ2	
鱸	lou2	
鳥	tiəu3	(白)
鳥	ȵiəu3	(文)
鳧	βu2	
鳩	tɕiou1	
鳳	βəŋ6	
鳴	miəŋ2	
鴇	pau3	
鴉	ia1	
鴛	yẽ1	
鴣	ku1	
鴦	ioŋ1	
鴨	ŋa2	(白)
鴻	ɣəŋ2	
鴿	ko2	
鵑	tɕyẽ1	
鵝	ŋo2	
鵠	ua1	
鵡	u3	
鵪	ŋan1	
鵬	bəŋ2	
鵲	tɕʰiəu1	(白)鼻～子
鵲	tɕʰio2	(文)喜～
鶉	dʑyəŋ2	
鶩	u6	
鶯	iəŋ1	
鶴	xo2	
鷂	iəu2	
鷗	ŋəu1	
鷥	sɿ1	
鷸	y6	
鷹	iəŋ1	
鷺	lou6	
鸕	lou2	
鸚	iəŋ1	
鸝	li2	
鸞	lẽ2	
鹵	lou3	
鹹	ɣan2	
鹽	ĩ2	
鹿	lou5	
麋	mi2	
麓	lou5	
麗	li5	
麟	liəŋ2	
麥	me5	
麩	ɸu1	
麯	tɕʰiou2	
麻	ma2	
麼	ma1	～解：為什麼
麾	ɸei1	
黃	ɣoŋ2	(文)(1)～瓜(2)姓
黃	oŋ2	(白)(1)～瓜
黍	ɕy3	
黎	li2	
黏	ȵĩ2	
黑	xe2	
黔	dʑĩ2	(白)
默	me1	(1)心裏暗想，心裏～下神
默	me5	
黛	dai6	
點	tie3	(訓讀)～嘰：一點兒
點	tĩ3	(2)～名；數～；九～鐘
黠	ɕia2	
黢	tɕʰy1	～黑：很黑
黧	li2	
黨	toŋ3	
黯	ŋan5	
黷	dou6	
鼎	tian3	
鼓	ku3	
鼠	ɕy1	(變調)老～子
鼠	ɕy3	(又)
鼬	iou5	
鼻	bi6	
鼾	xan1	
齁	xəu1	
齆	ŋ̍5	鼻孔堵塞而發音不清：～鼻筒
齋	tsai1	
齒	tsʰɿ2	(輕化)牙～
齒	tsʰɿ3	
齜	tsʰɿ1	
齦	ȵiəŋ2	
齩	ŋau3	(白)狗吠或咬人
齩	ŋe5	(訓讀)用牙齒齩
龍	ləŋ2	
龐	boŋ2	
龔	kəŋ3	
龕	kʰan1	
龜	kuei1	
𠻞	kʰoŋ3	咳嗽
𡂿	ou1	～詠似嘆之辭
𡎺	tsei2	塞、堵：～火
𢫴	tsɿ1	用指甲抓
𥉳	liou1	眼睛四處看
𨃅	pai1	腳跛
𪐀	ȵia1	～人，易與人熟
𪣝	dzau6	山坳
