#漢字	音標	解釋
𧾷	tsʊʔ7	çȯ̆
侁	sin1	sīn
侃	kʰan3	ʻkàn
侃	kʰan5	ʻkán
侅	kai1	kāi
侅	`xai3`	hài
來	li2	lî
來	lai2	lâi
侇	i2	î
侈	tʂʰɛ3	ʻchè
侈	tʂʰɨ3	ʻchì
例	li5	lí
侍	ʂɨ5	xí
侏	tʂʉ1	chụ̄
侐	xi5	hí
侐	xʏʔ7	hiụ̆
侑	iəu5	iéu
侔	məu2	mêu
侖	lun2	lûn
侗	tʰuŋ1	ʻtūm
侗	tʰuŋ2	ʻtûm
侗	tʰuŋ3	ʻtùm
供	kuŋ1	kūm
供	kuŋ5	kúm
侜	tʂəu1	chēu
依	i1	ī
依	i3	ì
侮	ʋu3	vù
侮	muəi2	mûi
侮	muəi2	moêi
侯	xəu2	hêu
侲	tʂɨn1	chīn
侲	tʂɨn5	chín
侵	tsʰin1	ʻçīn
侶	ly3	liụ̀
侹	tʰiŋ3	ʻtìm
侹	tʰiŋ5	ʻtím
侻	tʰɔʔ7	ʻtŏ
便	pʰiɛn2	ʻpiên
便	piɛn5	pién
俁	y3	iụ̀
係	xi5	hí
促	tsʰʊʔ7	ʻçȯ̆
俄	ŋɔ2	gô
俅	kʰiəu2	ʻkiêu
俇	kʰuaŋ3	ʻkuàm
俇	kuaŋ5	kuám
俊	tsʰyn5	ʻçiún
俋	ɪʔ7	iė̆
俌	fu3	fù
俍	liaŋ2	leâm
俎	tsu3	çù
俏	tsʰiau5	ʻçiáo
俑	tʰuŋ1	ʻtūm
俑	iuŋ3	iùm
俓	kiŋ5	kím
俔	`xiɛn3`	hièn
俔	kʰiɛn5	ʻkién
俗	sʊʔ7	sȯ̆
俘	fu1	fū
俙	xi1	hī
俙	xi3	hì
俚	li3	lì
俛	miɛn3	mièn
俜	pʰəŋ1	ʻpēm
俜	pʰiŋ1	ʻpīm
保	pau3	pào
俞	y2	iụ̂
俟	kʰi2	ʻkî
俟	`ʂɨ3`	xì
俟	sɯ3	su̇̀
俠	kiaʔ7	kiă
俠	xiɛʔ7	hiĕ
信	sin1	sīn
信	ʂɨn1	xīn
信	sin5	sín
俪	li5	lí
俫	lai2	lâi
俫	lai5	lái
修	siəu1	siēu
俳	pʰai2	ʻpâi
俴	`tsiɛn3`	çièn
俵	pʰiau5	ʻpiáo
俶	tʂʰʊʔ7	ʻchȯ̆
俶	tʰɪʔ7	ʻtiė̆
俸	fuŋ5	fúm
俺	iɛʔ7	iĕ
俺	iɛn5	ién
俾	pi3	pì
倀	tʂʰaŋ1	ʻchām
倀	tsəŋ5	çém
倀	tʂəŋ5	chém
倂	piŋ3	pìm
倂	`piŋ3`	pìm
倂	piŋ5	pím
倅	tsʰui5	ʻçúi
倉	tsʰaŋ1	ʻçām
倉	saŋ1	sām
倉	tʂʰuaŋ5	ʻchoám
倉	tʂʰuaŋ5	ʻchuám
個	kɔ5	kó
倌	kuɔn1	kuōn
倍	pʰuəi2	ʻpoêi
倍	`puəi3`	poèi
倍	puəi5	poéi
倏	ʂʊʔ7	xȯ̆
倐	ʂʊʔ7	xȯ̆
倐	`xiɔʔ7`	hiŏ
倒	tau3	tào
倒	tau5	táo
倓	tʰan2	ʻtân
倓	tʰan3	ʻtàn
倓	tʰan5	ʻtán
倔	kʏʔ7	kiụ̆
倕	tʂʰui2	ʻchûi
倕	ʂui5	xúi
倖	`xiŋ3`	hìm
倘	tʂʰaŋ3	ʻchàm
候	xəu5	héu
倜	tʰɪʔ7	ʻtiė̆
倞	liaŋ5	leám
倞	kiaŋ5	kiám
借	tsiɛ5	çié
借	tsɪʔ7	çiė̆
倡	tʂʰaŋ1	ʻchām
倡	tʂʰaŋ5	ʻchám
倢	tsiɛʔ7	çiĕ
倣	faŋ3	fàm
倥	kʰuŋ1	ʻkūm
倥	kʰuŋ3	ʻkùm
倥	kʰuŋ5	ʻkúm
倦	kyɛn5	kiuén
倨	ky5	kiụ́
倩	tsʰiŋ5	ʻçím
倩	tsʰiɛn5	ʻçién
倪	ni2	nî
倪	ia2	iâ
倫	lun2	lûn
倫	lyn2	liûn
倬	tʂɔʔ7	chŏ
倭	uɔ1	uō
倭	uəi1	goēi 校註：goei 轄字同 uei，音標按 uei 轉寫
倭	uəi1	uēi
倮	kɔ3	kò
倮	`xua3`	hoà
倮	kuɔ3	kuò
倰	ləŋ5	lém
倱	xuən3	hoèn
倳	tʂɨ5	chí
倶	ky1	kiụ̄
值	tʂɨ5	chí
偁	tʂʰɨŋ1	ʻchīm
偃	iɛn3	ièn
偄	nuɔn3	nuòn
假	kɛʔ7	kĕ
假	kia3	kià
假	kia5	kiá
假	xia5	hiá
偈	ki5	kí
偈	kiɛʔ7	kiĕ
偉	uəi3	goèi 校註：goei 轄字同 uei，音標按 uei 轉寫
偉	uəi3	uèi
偊	y3	iụ̀
偊	ky3	kiụ̀
偍	tʰi2	ʻtî
偎	uəi1	goēi 校註：goei 轄字同 uei，音標按 uei 轉寫
偎	uəi1	uēi
偏	pʰiɛn1	ʻpiēn
偓	ɔʔ7	ŏ
偕	kiai1	kiāi
停	tʰiŋ2	ʻtîm
偞	xiɛʔ7	hiĕ
健	kiɛn5	kién
偩	fu3	fù
偩	fu5	fú
偩	`fəu3`	fèu
偫	`tʂɨ3`	chì
偬	tsuŋ3	çùm
偬	tsuŋ5	çúm
偭	miɛn5	mién
偯	i3	ì
偲	sɯ1	su̇̄
偲	tsʰai1	ʻçāi
側	tsɛʔ7	çĕ
側	tsʰɛʔ7	ʻçĕ
偵	tsəŋ5	çém
偵	tʂəŋ5	chém
偵	tʂʰɨŋ1	ʻchīm
偵	tʂʰɨŋ5	ʻchím
偶	ŋəu3	gèu
偷	tʰəu1	ʻtēu
傀	kuəi1	kuēi
傀	kuəi3	kuèi
傀	kʰuəi3	ʻkuèi
傂	sɯ1	su̇̄
傃	su5	sú
傄	xuaʔ7	hoă
傅	fu5	fú
傍	pʰaŋ2	ʻpâm
傍	paŋ5	pám
傎	tiɛn1	tiēn
傑	kiɛʔ7	kiĕ
傒	xi1	hī
傒	xi2	hî
傒	xi3	hì
傔	kʰiɛn5	ʻkién
傕	kiɔʔ7	kiŏ
傖	tsʰəŋ2	ʻçêm
傖	tʂʰəŋ2	ʻchêm
傘	san5	sán
備	pi5	pí
傚	xiau5	hiáo
傛	iuŋ2	iûm
傛	iuŋ3	iùm
傜	iau2	iâo
傞	tsʰɔ1	ʻçō
傞	sɔ1	sō
傪	tsʰan1	ʻçān
催	tsʰui1	ʻçūi
傭	tʂʰuŋ1	ʻchūm
傭	iuŋ2	iûm
傱	suŋ3	sùm
傲	ŋau5	gáo
傳	tʂʰuɛn2	ʻchuên
傳	tʂuɛn5	chuén
傴	y3	iụ̀
債	tsɛʔ7	çĕ
債	tʂai5	chái
傷	ʂaŋ1	xām
傷	ʂaŋ5	xám
傹	kiaŋ1	kiām
傺	tʂʰɨ5	ʻchí
傻	ʂua3	xoà
傾	kʰiŋ1	ʻkīm
傾	kʰiuŋ1	ʻkiūm
僁	siɛʔ7	siĕ
僂	ləu2	lêu
僂	ləu5	léu
僂	ly3	liụ̀
僂	ly5	liụ́
僄	pʰiau1	ʻpiāo
僄	pʰiau5	ʻpiáo
僅	kin5	kín
僇	lʊʔ7	lȯ̆
僇	liau2	leâo
僈	muɔn5	muón
僉	tsʰiɛn1	ʻçiēn
僊	siɛn1	siēn
僎	tsun1	çūn
僎	tsʰyn1	ʻçiūn
僎	tʂuɛn5	chuén
像	siaŋ3	siàm
僑	kʰiau2	ʻkiâo
僒	kyn3	kiùn
僓	tʰui2	ʻtûi
僖	xi1	hī
僘	tʂʰaŋ3	ʻchàm
僙	kuaŋ1	kuām
僚	liau2	leâo
僚	liau3	leào
僛	kʰi1	ʻkī
僜	təŋ5	tém
僝	tʂan3	chàn
僞	uəi5	goéi 校註：goei 轄字同 uei，音標按 uei 轉寫
僤	tan5	tán
僤	`ʂɛn3`	xèn
僤	`ʂɛn3`	xièn
僥	ʂau5	xáo
僥	kiau1	kiāo
僥	iau2	iâo
僦	tsiəu5	çiéu
僧	səŋ1	sēm
僨	fuən5	fuén
僬	tsiau1	çiāo
僬	tsiau5	çiáo
僭	tsən5	çén
僭	tsʰin1	ʻçīn
僭	tsin5	çín
僭	tʂɨn5	chín
僭	tsiɛn5	çién
僮	tʰuŋ2	ʻtûm
僰	pɛʔ7	pĕ
僴	`xiɛn3`	hièn
僵	kiaŋ1	kiām
僸	kin5	kín
價	kia5	kiá
僻	pʰi5	ʻpí
僻	pʰɪʔ7	ʻpiė̆
僽	tsəu5	çéu
僾	ŋai5	gái
僿	sai5	sái
儀	i2	î
儀	ni2	nî
儂	nuŋ2	nûm
儃	tʰan3	ʻtàn
儃	tan5	tán
儃	tʂʰɛn2	ʻchên
儃	ʂɛn2	xên
儃	tʂʰɛn2	ʻchiên
儃	ʂɛn2	xiên
億	ɪʔ7	iė̆
儆	kiŋ3	kìm
儆	kiŋ5	kím
儇	xuan2	hoân
儇	xyɛn1	hiuēn
儈	kuəi5	kuéi
儉	`kiɛn3`	kièn
儉	kʰiɛn5	ʻkién
儋	tan1	tān
儒	ɻʉ2	jụ̂
儒	nuɔn3	nuòn
儓	tʰai2	ʻtâi
儔	tʂʰəu2	ʻchêu
儕	tʂʰai2	ʻchâi
儗	i3	ì
儗	ni3	nì
儗	i5	í
儗	ni5	ní
儗	ŋai5	gái
儘	tsin3	çìn
儚	məŋ2	mêm
儜	nəŋ2	nêm
償	tʂʰaŋ2	ʻchâm
償	ʂaŋ2	xâm
償	ʂaŋ5	xám
儠	liɛʔ7	liĕ
儡	lui3	lùi
儢	ly3	liụ̀
儤	pau5	páo
儦	piau1	piāo
儧	tsan3	çàn
儧	tsuɔn3	çuòn
優	iəu1	iēu
儭	tsʰən5	ʻçén
儭	tʂʰɨn5	ʻchín
儲	tʂʰʉ2	ʻchụ̂
儳	tʂʰan2	ʻchân
儳	tsan5	çán
儳	tsʰan5	ʻçán
儳	tʂan5	chán
儸	lɔ2	lô
儺	nɔ2	nô
儺	nɔ3	nò
儻	tʰaŋ3	ʻtàm
儻	taŋ5	tám
儻	tʰaŋ5	ʻtám
儼	iɛn3	ièn
儼	niɛn3	nièn
儾	naŋ5	nám
兀	ŋʊʔ7	guŏ 校註：guo 拼寫疑誤，當作 gȯ
允	yn3	iùn
元	yɛn2	iuên
兄	xiuŋ1	hiūm
兄	xuaŋ5	hoám
充	tʂʰuŋ1	ʻchūm
兆	`tʂau3`	chào
兇	xiuŋ1	hiūm
先	siɛn1	siēn
先	siɛn3	sièn
先	siɛn5	sién
光	kuaŋ1	kuām
兊	tui5	túi
克	kʰɛʔ7	ʻkĕ
兌	tʰui5	ʻtúi
兌	ɻui5	júi
免	miɛn3	mièn
兒	ni2	nî
兒	ɯ˞2	ûl
兔	tʰu5	ʻtú
兕	sɯ3	su̇̀
兗	iɛn3	ièn
党	taŋ3	tàm
兠	təu1	tēu
兢	kiŋ1	kīm
入	ɻəʔ7	jė̆
入	ɻɵʔ7	jụ̆
全	tsʰyɛn2	ʻçiuên
兩	liaŋ3	leàm
兩	liaŋ5	leám
八	paʔ7	pă
公	kuŋ1	kūm
六	lʊʔ7	lȯ̆
兮	xi1	hī
兮	xi2	hî
共	kuŋ1	kūm
共	kuŋ5	kúm
兵	piŋ1	pīm
其	ki1	kī
其	kʰi2	ʻkî
其	ki5	kí
具	ky5	kiụ́
典	tiɛn3	tièn
典	`tiɛn3`	tièn
兹	tsɯ1	çu̇̄
兹	tsʰɯ2	ʻçu̇̂
兼	kiɛn1	kiēn
兼	kiɛn5	kién
冀	ki5	kí
内	naʔ7	nă
内	nui5	núi
冉	ɻɛn3	jèn
冊	tsʰɛʔ7	ʻçĕ
再	tsai5	çái
冎	kua3	kuà
冐	mɛʔ7	mĕ
冑	tʂəu5	chéu
冒	mau5	máo
冓	kəu5	kéu
冔	xy1	hiụ̄
冔	xy3	hiụ̀
冕	miɛn3	mièn
冕	yɛn1	iuēn
冠	kuɔn1	kuōn
冠	kuɔn5	kuón
冡	muŋ2	mûm
冡	tʂuŋ3	chùm
冣	tsy5	çiụ́
冥	mɪʔ7	miė̆
冥	miŋ2	mîm
冥	miŋ3	mìm
冨	fu5	fú
冨	fəu5	féu
冪	mɪʔ7	miė̆
冬	tuŋ1	tūm
冰	piŋ1	pīm
冱	xu5	hú
冲	tʂʰuŋ1	ʻchūm
况	xuaŋ5	hoám
冶	iɛ3	iè
冷	ləŋ3	lèm
冷	liŋ2	lîm
冸	pʰuɔn5	ʻpuón
冹	faʔ7	fă
冹	fʊʔ7	fȯ̆
冹	fuəʔ7	foĕ
冼	səŋ3	sèm
冼	siŋ3	sìm
冽	liɛʔ7	liĕ
凅	ku5	kú
准	tʂʉn3	chùn
凇	suŋ1	sūm
凊	tsʰiŋ5	ʻçím
凋	tiau1	tiāo
凌	liŋ2	lîm
凌	liŋ5	lím
凍	tuŋ5	túm
凒	i2	î
凒	ni2	nî
凓	lɪʔ7	liė̆
凔	tʂʰuaŋ5	ʻchoám
凔	tʂʰuaŋ5	ʻchuám
凘	si1	sī
凘	sɯ1	su̇̄
凙	tsɛʔ7	çĕ
凙	tɔʔ7	tŏ
凚	`kin3`	kìn
凛	lin3	lìn
凝	iŋ2	îm
凝	iŋ5	ím
几	ki3	kì
凡	fan2	fân
凭	pʰiŋ2	ʻpîm
凭	piŋ5	pím
凰	xuaŋ2	hoâm
凳	təŋ5	tém
凶	xiuŋ1	hiūm
凷	kʰuai5	ʻkuái
凸	tiɛʔ7	tiĕ
凹	ua5	uá
出	tʂʰɵʔ7	ʻchụ̆
出	tʂʰui5	ʻchúi
函	xan2	hân
函	xiɛn2	hiên
刀	tau1	tāo
刀	tiau1	tiāo
刁	tiau1	tiāo
刃	ɻɨn5	jín
分	fuən1	fuēn
分	fuən3	fuèn
分	fuən5	fuén
切	tsʰi5	ʻçí
切	tsʰiɛʔ7	ʻçiĕ
刈	i5	í
刈	ni5	ní
刉	ki1	kī
刊	kʰan1	ʻkān
刌	tsʰun3	ʻçùn
刌	tsʰun5	ʻçún
刎	ʋuən3	vèn 校註：ven 拼寫疑誤，當作 vuen
刏	ki5	kí
刑	xiŋ2	hîm
划	xua2	hoâ
刓	uɔn2	uôn
刖	ŋɔʔ7	gŏ
刖	kuaʔ7	kuă
刖	ŋʊʔ7	guŏ 校註：guo 拼寫疑誤，當作 gȯ
刖	yɛʔ7	iuĕ
列	tʂʉ1	chụ̄
列	liɛʔ7	liĕ
刜	fʊʔ7	fȯ̆
刜	fuəʔ7	foĕ
初	tsʰu1	ʻçū
初	tʂʰu1	ʻchū
判	pʰuɔn5	ʻpuón
別	piɛʔ7	piĕ
刧	kiɛʔ7	kiĕ
利	li5	lí
刪	ʂan1	xān
刮	kuaʔ7	kuă
到	tau5	táo
刱	tʂʰuaŋ5	ʻchoám
刱	tʂʰuaŋ5	ʻchuám
刲	kʰuəi1	ʻkuēi
刳	kʰu1	ʻkū
刴	tɔ5	tó
刵	ɯ˞5	úl
制	tʂɨ5	chí
刷	ʂuaʔ7	xoă
刷	ʂuɛʔ7	xuĕ
券	kʰyɛn5	ʻkiuén
刹	tʂʰaʔ7	ʻchă
刺	tsʰɯ5	ʻçu̇́
刺	tsʰɪʔ7	ʻçiė̆
刻	kʰɛʔ7	ʻkĕ
剄	kiŋ3	kìm
則	tsɛʔ7	çĕ
剉	tsʰɔ5	ʻçó
削	ʂau5	xáo
削	siɔʔ7	siŏ
削	ʂau5	xiáo
剌	laʔ7	lă
前	tsʰiɛn2	ʻçiên
前	tsiɛn3	çièn
剒	tsʰɔʔ7	ʻçŏ
剔	tʰɪʔ7	ʻtiė̆
剖	pʰəu3	ʻpèu
剗	tsʰan3	ʻçàn
剗	tʂʰan3	ʻchàn
剗	tsʰan5	ʻçán
剗	tʂʰan5	ʻchán
剚	tʂɨ5	chí
剚	tsɯ5	çu̇́
剛	kaŋ1	kām
剜	uɔn1	uōn
剝	pɔʔ7	pŏ
剞	ki1	kī
剞	ki3	kì
剟	tɔʔ7	tŏ
剟	tʂuɛʔ7	chuĕ
剠	liɔʔ7	liŏ
剡	ʂɛn3	xèn
剡	iɛn3	ièn
剡	ʂɛn3	xièn
剨	xuɛʔ7	hoĕ
剫	tɔʔ7	tŏ
剬	tuɔn1	tuōn
剭	ɔʔ7	ŏ
剭	ʊʔ7	uȯ̆
副	fɔ5	fó
副	fʊʔ7	fȯ̆
副	fəu5	féu
副	pɪʔ7	piė̆
副	`pʰɪʔ7`	ʻpiė̆
割	kɔʔ7	kŏ
剴	kai1	kāi
剴	kai5	kái
創	tsʰaŋ1	ʻçām
創	tʂʰaŋ1	ʻchām
創	tʂʰuaŋ1	ʻchoām
創	tʂʰuaŋ5	ʻchoám
創	tʂʰuaŋ1	ʻchuām
創	tʂʰuaŋ5	ʻchuám
剷	tsʰan3	ʻçàn
剷	tsʰan5	ʻçán
剷	tʂʰan5	ʻchán
剸	tʂuɛn3	chuèn
剸	tʂuɛn5	chuén
剸	tʰuɔn2	ʻtuôn
剺	li2	lî
剽	pʰiau1	ʻpiāo
剽	pʰiau2	ʻpiâo
剽	pʰiau3	ʻpiào
剽	pʰiau5	ʻpiáo
剿	tsiau3	çiào
劀	kuaʔ7	kuă
劂	kyɛʔ7	kiuĕ
劂	kuəi5	kuéi
劃	xuɛʔ7	hoĕ
劄	tʂaʔ7	chă
劇	kɪʔ7	kiė̆
劉	liəu2	liêu
劊	kuəi5	kuéi
劌	kuəi5	kuéi
劑	tsi5	çí
劑	tsɯ1	çu̇̄
劑	tsui1	çūi
劒	kiɛn5	kién
劓	i5	í
劓	ni5	ní
劖	tsʰan1	ʻçān
劖	`tsʰan1`	ʻçān
劖	tʂʰan1	ʻchān
劖	tsʰan2	ʻçân
劖	tʂʰan2	ʻchân
劘	mi2	mî
劘	mɔ2	mô
劘	muəi2	mûi
劘	muəi2	moêi
劙	li2	lî
劙	li3	lì
劙	li5	lí
力	lɪʔ7	liė̆
功	kuŋ1	kūm
加	kia1	kiā
劣	liɛʔ7	liĕ
劣	lʏʔ7	liụ̆
劣	lyɛʔ7	liuĕ
劤	kin5	kín
助	tsu5	çú
助	tʂu5	chú
努	nu3	nù
劫	kiɛʔ7	kiĕ
劬	kʰy2	ʻkiụ̂
劭	tʂau5	cháo
劭	ʂau5	xáo
劭	kʰiau2	ʻkiâo
効	xiau5	hiáo
劻	kʰuaŋ1	ʻkuām
劼	kʰiaʔ7	ʻkiă
劼	xiaʔ7	hiă
劾	xɛʔ7	hĕ
劾	`xai3`	hài
劾	xai5	hái
勁	kiŋ5	kím
勃	pʰʊʔ7	ʻpȯ̆
勇	iuŋ3	iùm
勉	miɛn3	mièn
勍	kʰiŋ2	ʻkîm
勒	lɛʔ7	lĕ
勔	miɛn3	mièn
動	`tuŋ3`	tùm
動	tuŋ5	túm
勗	xiʊʔ7	hiȯ̆
勘	kʰan1	ʻkān
勘	kʰan5	ʻkán
務	ʋu5	vú
勝	ʂɨŋ1	xīm
勝	ʂɨŋ5	xím
勞	lau2	lâo
勞	lau5	láo
募	mu5	mú
勠	lʊʔ7	lȯ̆
勠	liəu2	liêu
勡	pʰiau5	ʻpiáo
勢	ʂɨ5	xí
勣	tsɪʔ7	çiė̆
勤	kʰin2	ʻkîn
勥	kʰiaŋ3	ʻkiàm
勦	tsʊʔ7	çȯ̆
勦	tʂʰau1	ʻchāo
勦	tʂʰau5	ʻcháo
勦	tsiau3	çiào
勩	i5	í
勮	ky5	kiụ́
勱	mai5	mái
勲	xyn1	hiūn
勴	ly5	liụ́
勵	li5	lí
勷	ɻaŋ2	jâm
勸	kʰyɛn5	ʻkiuén
勻	yn2	iûn
勾	kəu1	kēu
勿	ʋʊʔ7	vȯ̆
勿	mʊʔ7	mȯ̆
勿	ʋuəʔ7	voĕ
匃	kɔʔ7	kŏ
匄	kɔʔ7	kŏ
包	pau1	pāo
匈	xiuŋ1	hiūm
匈	xiuŋ5	hiúm
匋	tʰau2	ʻtâo
匍	fʊʔ7	fȯ̆
匍	pʰu2	ʻpû
匏	pʰau2	ʻpâo
匐	pɛʔ7	pĕ
匑	kʰiʊʔ7	ʻkiȯ̆
匕	pi3	pì
化	xua1	hoā
化	xua5	hoá
北	pɛʔ7	pĕ
北	puəi5	poéi
匙	ʂɨ2	xî
匜	i2	î
匜	i3	ì
匝	tsaʔ7	çă
匠	tsiaŋ5	çiám
匡	kʰuaŋ1	ʻkuām
匣	xiaʔ7	hiă
匥	piɛn5	pién
匪	fi1	fī
匪	fi3	fì
匭	kuəi3	kuèi
匯	xuəi5	hoéi
匰	tan1	tān
匱	kʰuəi5	ʻkuéi
匳	liɛn2	liên
匵	tʊʔ7	tȯ̆
匶	kiəu5	kiéu
匹	pʰɪʔ7	ʻpiė̆
医	i5	í
匼	ɔʔ7	ŏ
匼	ŋan3	gàn
匽	iɛn5	ién
匾	piɛn3	pièn
匿	nɪʔ7	niė̆
區	ŋəu1	gēu
區	kʰy1	ʻkiụ̄
區	kʰiəu1	ʻkiēu
十	ʂəʔ7	xė̆
千	tsʰiɛn1	ʻçiēn
卅	saʔ7	să
升	ʂɨŋ1	xīm
午	u3	ù
午	ŋu3	gù
卉	xuəi3	hoèi
卉	xuəi5	hoéi
半	puɔn5	puón
卑	pi1	pī
卑	pi3	pì
卒	tsʊʔ7	çȯ̆
卒	tsuʔ7	çŭ
卓	tʂɔʔ7	chŏ
協	xiɛʔ7	hiĕ
南	nan2	nân
博	pɔʔ7	pŏ
卜	pʊʔ7	pȯ̆
卝	kuan5	kuán
卝	kuɔn5	kuón
卞	piɛn5	pién
占	tʂɛn1	chēn
占	tʂɛn5	chén
占	tʂɛn1	chiēn
占	tʂɛn5	chién
卣	iəu2	iêu
卣	iəu3	ièu
卦	kua5	kuá
卦	kuai5	kuái
卭	kʰiuŋ2	ʻkiûm
卯	mau3	mào
印	in5	ín
危	uəi2	goêi 校註：goei 轄字同 uei，音標按 uei 轉寫
即	tsɪʔ7	çiė̆
却	kʰiɔʔ7	ʻkiŏ
卵	luɔn3	luòn
卷	kʰyɛn1	ʻkiuēn
卷	kʰyɛn2	ʻkiuên
卷	kyɛn3	kiuèn
卷	kyɛn5	kiuén
卸	siɛ5	sié
卼	ŋʊʔ7	guŏ 校註：guo 拼寫疑誤，當作 gȯ
卿	kʰiŋ1	ʻkīm
厄	ŋɛʔ7	gĕ
厊	ia5	iá
厎	tʂɨ5	chí
厓	iai2	iâi
厓	iai5	iái
厖	maŋ2	mâm
厖	maŋ3	màm
厙	ʂɛ5	xé
厚	xəu3	hèu
厚	xəu5	héu
厜	tsui1	çūi
厝	tsʰɔʔ7	ʻçŏ
厞	fi2	fî
原	yɛn2	iuên
厠	tʂʰɨ5	ʻchí
厠	tsʰɯ5	ʻçu̇́
厥	kʏʔ7	kiụ̆
厥	kyɛʔ7	kiuĕ
厬	kuəi3	kuèi
厭	iɛʔ7	iĕ
厭	iɛn5	ién
厲	li5	lí
厲	lai5	lái
厲	liɛʔ7	liĕ
厷	kuŋ1	kūm
厹	ɻəu3	jèu
去	kʰy1	ʻkiụ̄
去	kʰy5	ʻkiụ́
參	tsʰan1	ʻçān
參	san3	sàn
參	tsʰan5	ʻçán
參	tsʰən1	ʻçēn
參	sən1	sēn
參	tʂʰɨn1	ʻchīn
參	ʂɨn1	xīn
又	iəu5	iéu
叉	tʂʰa1	ʻchā
叉	tʂʰai1	ʻchāi
及	kɪʔ7	kiė̆
友	iəu3	ièu
反	fan1	fān
反	pan3	pàn
反	fan3	fàn
叔	ʂʊʔ7	xȯ̆
取	tsʰəu3	ʻçèu
取	tsʰy1	ʻçiụ̄
取	tsʰy3	ʻçiụ̀
受	`ʂəu3`	xèu
受	`ʂəu3`	xièu
叙	`sy3`	siụ̀
叛	pʰuɔn5	ʻpuón
叟	səu1	sēu
叟	səu3	sèu
叡	ɻui5	júi
叢	tsʰuŋ2	ʻçûm
口	kʰəu3	ʻkèu
古	ku3	kù
句	kəu5	kéu
句	kʰy2	ʻkiụ̂
句	ky5	kiụ́
另	liŋ5	lím
叨	tʰau1	ʻtāo
只	tʂɨ3	chì
叫	kiau5	kiáo
召	tʂau5	cháo
叮	tiŋ1	tīm
可	kʰɔ3	ʻkò
台	i2	î
台	tʰai1	ʻtāi
叱	tʂʰəʔ7	ʻchė̆
史	ʂɨ3	xì
史	ʂɨ5	xí
史	sɯ3	su̇̀
右	iəu3	ièu
右	iəu5	iéu
叴	kʰiəu2	ʻkiêu
叵	pʰɔ3	ʻpò
号	xau5	háo
司	sɯ1	su̇̄
司	sɯ5	su̇́
吁	xy1	hiụ̄
吂	maŋ5	mám
吃	kɪʔ7	kiė̆
吃	kʰɪʔ7	ʻkiė̆
各	kɔʔ7	kŏ
合	kɔʔ7	kŏ
合	xɔʔ7	hŏ
吉	kɪʔ7	kiė̆
同	tʰuŋ2	ʻtûm
名	miŋ2	mîm
名	miŋ5	mím
后	xəu3	hèu
后	xəu5	héu
吏	li5	lí
吐	tʰu3	ʻtù
吐	tʰu5	ʻtú
向	ʂaŋ5	xám
向	xiaŋ3	hiàm
向	xiaŋ5	hiám
君	kyn1	kiūn
吝	lin5	lín
吞	tʰun1	ʻtūn
吟	in2	în
吟	in3	ìn
吟	in5	ín
吠	fi5	fí
吡	pi3	pì
否	pi3	pì
否	pʰi3	ʻpì
否	fəu3	fèu
吪	ŋɔ2	gô
含	xan2	hân
听	in2	în
听	in3	ìn
吭	xaŋ3	hàm
吭	xaŋ5	hám
吮	tsyɛn3	çiuèn
吳	u2	û
吳	ŋu2	gû
吳	xua5	hoá
吴	ŋu2	gû
吶	naʔ7	nă
吷	xyɛʔ7	hiuĕ
吸	xɪʔ7	hiė̆
吹	tʂʰui1	ʻchūi
吹	tʂʰui5	ʻchúi
吺	təu1	tēu
吻	ʋuən3	vèn 校註：ven 拼寫疑誤，當作 vuen
吼	xəu3	hèu
吼	xəu5	héu
吾	u2	û
吾	ŋu2	gû
吾	ŋu3	gù
呀	xia1	hiā
呀	ia2	iâ
呂	ly3	liụ̀
呃	iai5	iái
呈	tʂʰɨŋ2	ʻchîm
呈	tʂɨŋ5	chím
告	kʊʔ7	kȯ̆
告	kau5	káo
呐	ɻɛʔ7	jĕ
呐	ɻuɛʔ7	juĕ
呢	ni2	nî
呦	iəu1	iēu
周	tʂəu1	chēu
呪	tʂəu5	chéu
呫	tʰiɛʔ7	ʻtiĕ
呭	i5	í
呰	tsɯ3	çu̇̀
呱	ku1	kū
味	ʋi5	ví
味	ʋi5	úi 校註：ui 轄字同 vi，音標按 vi 轉寫
呴	xy3	hiụ̀
呴	xy5	hiụ́
呵	xɔ1	hō
呵	xɔ5	hó
呵	xuɔ5	huó
呶	nau2	nâo
呷	xiaʔ7	hiă
呺	xau2	hâo
呺	xiau1	hiāo
呻	ʂɨn1	xīn
呼	xu1	hū
呼	xu5	hú
命	miŋ5	mím
呿	kʰia1	ʻkiā
呿	kʰy1	ʻkiụ̄
咀	tsy3	çiụ̀
咀	tsui3	çùi
咄	tɔʔ7	tŏ
咄	tʰɔʔ7	ʻtŏ
咄	tʊʔ7	tȯ̆
咆	pʰau2	ʻpâo
咈	fʊʔ7	fȯ̆
咈	fuəʔ7	foĕ
和	xɔ2	hô
和	xɔ5	hó
和	xuɔ2	huô
和	xuɔ5	huó
咍	xai1	hāi
咎	kau1	kāo
咎	`kiəu3`	kièu
咠	tsʰɪʔ7	ʻçiė̆
咡	ɯ˞5	úl
咢	ŋɔʔ7	gŏ
咢	niɔʔ7	niŏ
咤	tʂʰa1	ʻchā
咤	tʂʰa5	ʻchá
咤	tu5	tú
咥	tʂʰəʔ7	ʻchė̆
咥	xi5	hí
咥	tiɛʔ7	tiĕ
