"m2"	"毋"
"xuɪ1"	"墮蘳隓隳䜐眭睢觿鑴婎倠眭睢𢊄揮𤟤楎暉煇幑輝㫎翬徽瀈鰴褘噅麾𩻟𪎮䧦撝䁤#虫𩄁#虺𤈦𩃾卉毀毁𡢕毇檓㩓燬譭𥶵𠷏烜䁤婎睢侐毀毁卉泋芔諱孈燹豷恢灰#虫#虺豗䖶㾯鼽鼿睳"
"xuɪ2"	"瑰佪徊槐𤜡回囘茴迴洄蛕蛔𩢱烠蚘廻窐巂𪈥黊畦眭䙵雟酅蠵觿鑴㔒驨䀘𣫴𡸔𦋅𩰳𢥘𡰢讗纗"
"xuɪ3"	"蛕䏨悔㷄賄𧶅燘溾輠匯瘣䕇䜋㱱𨝀廆虫虺"
"xuɪ5"	"恚㜇秏𣴵悔𠧩晦詯誨𩔁靧痗頮渙噦翽𧬨鐬濊䢈禬會#檜（北音）燴𨘇繪螝膭迴䛛詯殨繢䜋闠嬇蚚䔇僓薈嬒瞺䶐濊懀䵳喙𣨶䂕𤸁餯顪𧾣彗嘒暳嚖惠慧蕙潓憓橞㩨蟪𦒎譓儶鏸繐"
"tsuɪ1"	"腄箠㩾追䨨娺嶉檇劑臇𤎱㷷𦸺䮔㭰萑隹㮅錐騅鵻𪋇䶆脧𡱥䘒嗺"
"tsuɪ2"	"#賊"
"tsuɪ3"	"濢臎嗺噿㭰觜嘴捶棰箠𦓝沝䮔洅嶊"
"tsuɪ5"	"娷諈轛鎚懟墜醉檇惢㠑𤢍惴𦥻𦦇夎綷𢃒晬祽𪓌捘𢃒最𧎹罪辠㠑蕞𥳣啜輟卂笍腏䄌畷醊錣餟𨮱𧑎㨹蕝𠭥贅甀硾膇縋隋隨"
"tsʰuɪ1"	"吹炊龡䶴崔催𨻵𢕘𧽠縗推蓷"
"tsʰuɪ2"	"#瘸桘槌顀鎚椎錘鬌甀腄槌錘甀隋隨𥶻崔摧慛槯檇#茄"
"tsʰuɪ3"	"趡𨿐踓漼璀皠𣿓𣿒䊫𥼺"
"tsʰuɪ5"	"翠濢臎萃悴㱖瘁顇䆊出吹䶴𥞃啐淬焠䃀倅𥨒𦦣𨅎襊脆脃毳㯔膬竁𣃍𧑎韢㓹帨𤂳毳㯔竁𣃍"
"suɪ1"	"#靴㗾#鞾葰䅑夊䒘荽荾浽睢濉雖？綏奞眭𤗯毸挼䪎蓑嗺尿眭"
"suɪ2"	"圌篅𥳙垂倕𠂹陲𡍮𦈼𨿠脽誰䜅"
"suɪ3"	"嶲靃𣿂䭉髓氵水蕊橤"
"suɪ5"	"粹祟𠭥睟賥誶𢢝邃譢瀡䅗菙㥨䅜瑞睡𨿠㽷𥤼啐𤭢碎誶繀𣩡𥕸𥊴櫘歲歳𦄑繐彗槥篲𥱵𢅫䵻𪔊軎轊鏏𠻜啜帨涗稅裞䬽䭨說蛻𢄢隧（新）穗（新）"
"ʔuɪ1"	"蟡逶㮃覣䴧委萎𣨙痿蜲倭威隇葳㟪楲蝛鰄媁嵔𩗯偎隈揋葨渨椳煨䋿𧤖鰃𤮰烓𧟼"
"ʔuɪ2"	"矀𢼸微薇㵟癓䉠䥩危㕒峗洈巍犩婔囗韋幃圍湋違𢾁潿𠆎𩎯闈鍏䙟𧝕𩻟為爲溈鄬䧦潙帷𣄧唯惟琟蓶維濰䜅𥌰壝𧔥遺䔺䝐𩁌𧲚蠵欈峞桅嵬鮠磑阢#圩囘回"
"ʔuɪ3"	"姽𪀗硊頠#偽#僞磈嵔骫委蜲䍴𠷏蘤𤾸鄬䧦寪蔿薳儰𤺉䦱媁鍏偉𢯷葦愇瑋椲暐煒韙𩘚韡洧䵋鮪痏䲊孈唯蓶㨊踓壝瀢撱䔺䝐芛𤼒䓈䫥顡峞嵬隗頠䃬𨝀㞇嵔猥㛱𥓔㱬腲鍡碨尾浘娓艉䞔䬿亹斖䅏"
"ʔuɪ5"	"沬未味𡶎菋䊊𩑵鮇犩魏萎𣨙䍴餧畏尉喂㷉蔚犚慰罻餵螱褽䲁𧕈熨彚彙圍緯胃𦳢𢍚渭㥜媦煟蝟𦩝緭謂䬑𨾂𩹂爲位瞶蜼𤀷𢣘䗽𧔥遺瓗䜜贀纗磑隈𩲄㕈喟薉獩穢濊饖䮹槥軎熭衛璏衞䘙轊㦣𤜂𥶽𧲔讏𧲝"
"ʔəum5"	"燠"
"xɔŋ2"	"𤮏？橫𧝒㶇𪏓䬝𢘌彋黌喤瑝䄓蝗鍠韹鐄"
"kuən3"	"衮袞惃蓘䃂滾緄輥緷𩩌㯻鯀錕丨𧞢"
"tsʰuən2"	"鷷"
"pɔŋ1"	"崩嘣捠浜𢆸䑫絣繃拼㔙閍𥛱祊嗙騯"
"pɔŋ3"	"浜㑟𧚭菶琫𦂌俸"
"pɔŋ5"	"泵𥦜鏰堋蹦倗榜𧻓跰迸𩶁併𠊧傡螷蠯鮩甏膨碰䨻𠊧傡掽埲菶唪"
"pʰɔŋ1"	"漰堋磅亨恲烹澎伻匉抨怦㛁𤘾砰䍬弸閛姘"
"pʰɔŋ2"	"甭朋倗堋棚硼鬅鵬榜蒡𣂆篣嘭彭棚搒䄘輣澎憉膨𨍩䰃蟚蟛𩡕騯弸㥊棚庄蜂䮾芃𩖛𧚋蓬𥭗篷韸髼汎梵堸馮渢𨝭芃"
"pʰɔŋ3"	"䣙倗剻皏捧"
"pʰɔŋ5"	"逢"
"mɔŋ2"	"甿氓萌甍蕄𧂛䉚𣞑𥌯𥋝嫇盲虻莔𥭮鄳𨞚蝱䥰𥋝"
"mɔŋ2"	"朆𦱛蕄瞢䒐罞髳霿冡蒙𢄐䀄𦿏幪濛檬𨢊䑃朦礞矇艨𨣘䴿靀饛䰒𩦺鸏蠓懜霥雺霚瞢𦫰𧲎𨞯夢懜"
"mɔŋ3"	"鄳勐猛蜢艋錳𥋝鱦濛曚朦鸏𤾬懵蠓𪁪䏵"
"mɔŋ5"	"䲛𢅴懜𧀧𨮒鼆䁅黽朚盟䁅孟霿𢄐艨雺瞢鄸㝱夢䠢"
"fɔŋ1"	"封㜂葑崶犎篈𡉚風偑猦楓碸瘋檒飌𧆉丰𡴀仹妦峯峰𢓱桻㸼烽蜂㷭鋒𧒒蘴蠭莑豐酆㒥蘴㠦灃寷麷"
"fɔŋ3"	"覂𢇫#諷"
"fɔŋ5"	"封葑風麷賵"
"tɔŋ1"	"東𢘐倲埬菄𢔅涷𠍀蝀䍶𩜍䰤鶇鯟𧓕凍崠冬苳咚氡𠔙笗𧲴𩂓䳉"
"tɔŋ3"	"蝀董蕫箽懂𢤦䵔𧄓湩踵歱"
"tɔŋ5"	"涷䍶凍棟㼯腖湩𩭩挏姛硐動𨔝眮酮詷桶侗㓊迵峒洞恫戙胴駧𩐵㗢眮衕絧詷筒慟働"
"tʰɔŋ1"	"侗恫通痌蓪𨀜嗵𧳆曈俑炵"
"tʰɔŋ2"	"𢥞痋爞鼕疼𩦶炵𠩁佟彤㠽㤏浵𨜳䂈𧹝赨鉖𢾮鉵䳋䶱"
"tʰɔŋ3"	"侗垌曈捅桶罿𪔝蕫侗挏峒洞硐𩦶𪒿仝同𨚯茼哃𢈉𢏕桐砼𤭁烔眮䆚㼧衕𦨴童𦍻絧酮𧱁僮銅𨝯潼橦曈犝㼿瞳穜鮦𦏆𩍅䴀筒筩動#統"
"tʰɔŋ5"	"痛𪎽"
"lɔŋ2"	"屸𧙥蘢嚨巃𡃡瀧瓏櫳𪚗曨朧㰍𤮨矓䆍礱襱龓籠聾蠪𨏠豅𩟭䪊鸗㟅農辳儂噥㺜憹膿𧗕䢉𨑋𩅽𩟊䃧䥢𣫣㺜濃檂穠襛𨑊𨲳醲𪒬㚅隆癃窿霳𪔳龍蘢𪚝籠𦪽躘𪚠驡鸗穠襛茸搑䇯榵穁𥎂髶䩸戎𠈋茙𢦦狨㭜𥬪絨駥"
"lɔŋ3"	"𨑊巃曨襱龓籠儱攏𢤱竉㙙隴壠壟軵搑穁冗𡦼宂𡊫𢫨𤘻𤘺𣭲䢇𨍷氄𪕎"
"lɔŋ5"	"癑齈哢礱㢅㳥𢙱梇弄挵𢫨躘儱贚𩉪䩸𩼅#巷（松江音 ~唐）"
"kɔŋ1"	"肱𩉦䍔觥𣘯𩃙觵侊疘釭工公㓚功攻蚣愩碽篢玒魟釭攻弓宫躬宮匑躳㴦䢼恭𤱨髸䳍龔廾珙共卄紅"
"kɔŋ3"	"獷𨥥礦穬䵃鑛𪍿廾巩𢪒拱㤨珙㼦㧬拲栱䂬𨋑䡗輁鞏䱋𢸁孒孓蛬"
"kɔŋ5"	"𣹟贛𧆐羾貢䇨㯯㔶𨹁虹龏供？䅃？共"
"kʰɔŋ1"	"空倥埪𦱇崆𢃐涳悾硿䅝𧌆箜鵼椌匑穹焪𢞏𥳎𦵡銎𥳎"
"kʰɔŋ3"	"𥉁倥孔𢖶恐𦶐"
"kʰɔŋ5"	"空倥悾控𤗇鞚𢖶恐𦶐焪䠻䛪"
"xɔŋ1"	"薨𠐿𤃫𩖎𩖉𩙛訇揈渹𢝁𥕗𦑟輷䎕鍧轟䎕嚝喤諻謍叿烘焢谾𩗄𩐠魟"
"xɔŋ2"	"𢎞弘苰鞃𥐪吰宏宖竑耾翃浤紘𧮯紭閎鈜彋嵤嶸䃔㗢𩘎洚烘仜䧆𨹁垬虹䉺洪紅𨾊葓葒䫹䪦渱谼鉷魟鴻訌洚𦏺"
"xɔŋ3"	"卝澋嗊𢦅？兇？洶？詾"
"xɔŋ5"	"輷轟橫㶇蝗烘戇港烘蕻哄閧鬨䃔㗢汞鴻𠳃𧋔澒"
"ʔɔŋ1"	"泓宖𨳮謍翁嗡㮬螉䈵䩺𩔚鶲䱵蓊"
"ʔɔŋ3"	"浻奣䁝㴄嗡滃䈵勜塕蓊暡䐥𤌏郺"
"ʔɔŋ5"	"𥥈瓮甕罋𦉥𪖵#蕹"
"tsɔŋ1"	"㚇堫葼棕嵕㣭猣椶𥓻嵸稯蝬艐翪䗥鬃豵鬉𩮀騣鬷鯼緵宗倧腙中𦬕忠舯衷仲樅𧺣𣯨熧磫䡮豵蹤縱潨䶱泈柊𣧩終蔠鴤䈺螽𧑄鼨䝦𩅧眾衆𧢸𦬘㕬蚣鈆忪橦伀彸妐炂衳䇗𨳗鍾蹱鐘籦"
"tsɔŋ3"	"𢉛蓯緫㷓猣䁓嵸翪𩮀鬷𩱛偬揔惣𢝰傯摠㢔𨍈總冢塚䙕喠𢃓𢃭㣫歱腫種踵"
"tsɔŋ5"	"㚇䁓鯼偬傯粽糉緵𠏭𣀒綜䝋錝湩堹諥中衷襱鮦重𢝆緟重𨉢蟲𩿀瘲縱從㓽㼿種偅眾衆"
"tsʰɔŋ1"	"匆囪囱忩怱葱𢉛𤧚楤蔥𢊕璁聦樬䗓熜𨍉聰蟌䡯繱騘𦇎驄𨣭𨣼㷓鍯鏓忡浺盅𨤩𦟛䝑𪒒傭蹱𨙦摐𨑪瑽樅暰䐫𥡬鏦從鬆𧺣䗥充茺㳘㤝珫䘪𪎽𠝤𠟍衝憧罿䂌𧘂艟䡴褈潼舂摏憃𧐍蹖𪄻"
"tsʰɔŋ2"	"潨藂叢𥵫䕺慒𢃏淙悰孮琮㼻誴潨賨鬃沖翀蟲爞𦬕盅种褈蝩緟䳯穜重从從𩀰崇崈㓽𩞉"
"tsʰɔŋ3"	"𧼙寵埫慫𨿿喠"
"tsʰɔŋ5"	"謥憁𧩪愡憃蹱趥銃"
"sɔŋ1"	"㬝忪憽檧䯳鬆㣝娀菘崧𧊕𨱿硹嵩䯷𪀚倯凇𢔋淞蜙鬆松"
"sɔŋ2"	"淞㮤訟𩌨慵鱅庸"
"sɔŋ3"	"檧𣞷䉥𥳺㪌悚竦傱愯駷聳㩳𦄼䙕"
"sɔŋ5"	"凇鬆送宋訟頌誦吅𢡹尰瘇𤺄"
"ʔɔŋ2"	"㟅"
"luõ2"	"南"
"luõ3"	"擥攬"
"pɔʔ7"	"北𧉥𢫯𧟱僰䞳踣䵗垘菔匐𠣵仆菩掰薜檗擘糪蘗𤖟百佰柏栢伯㼟𦯉湐迫敀白𦣺𤼽帛𦰬舶鮊𦌠繴䌟欂卜轐鳪𡡐䪁𩯏𪇰襆䧤獛濮纀樸蹼暴𡕡菐僕㲫𥐁穙䑑䗱樸瀑（飛泉懸水也）曝犦襮𪇰轐僕瞨䑑䗱鏷䴆爆（灼也）"
"pʰɔʔ7"	"𠣾覆𧕡糪𢶉𠓗𧻙啪怕拍珀敀洦𤖼魄皛骲醭攵濼攴扑𪐙撲噗𪔿墣𥣜䴆曝副#帕"
"mɔʔ7"	"冒（密北切 貪也 犯也 人名）𤲰么䁇𢄏墨嘿默𡣫䘃䁿纆艒万百佰𡠜陌帞㹮袹+蛨𧻙𡖶嗼貊貉㱳銆𩢷貘驀𢫦洦脉脈麥衇𧖴嘜霢𧡒覛眽朷蓩木沐蚞毣楘霂艒𨍎鞪㡔鶩媢瑁𣔺萺艒㙁繆坶目苜牧㾇𦱒㣎萺睦鉬穆帕（集韻莫白切 帕腹）"
"fɔʔ7"	"愎偪楅葍幅福蝠輻踾𦿁鶝𠋩腹複輹鍑𥳇菐䪁㙏蕧䔰蝮𥨍覆𩯅鞴𨋩伏𦨈服茯畐洑栿菔虙匐棴絥𥪋箙𨌥𩊙澓𩎧𩢰𩋟鵩𪃃复㚆復椱𤸑蕧輹𥨍馥鰒袱幞襆蔔（菔俗字）"
"tɔʔ7"	"啄濁豰剢𣫔𡰪竺啄𢽴䐁𧞐𪇆㾄𤟩獨匵𨽍䢱瀆嬻瓄櫝殰犢牘皾䫳髑豄贕讀韣䮷韇黷讟㒔襡儥碡罜督𥓍裻𧛔錖𧝴𧞶𤬂篤𡰪竺瑇𢃶纛毒𡹆𡴛𦺇蝳碡#濁"
"tʰɔʔ7"	"𣬜禿秃𢬳䛢鵚"
"lɔʔ7"	"犖䮽鄜𥪋谷角（獸不童也）龣磟甪录彔鹿渌淥娽琭禄祿㪖碌睩𤽺盝摝蔍𧌍箓廘漉䎑趢𨌠㼾𥛞䚄㯟𥉶䍡𥂖螰𦌟簏𦪇轆簶麓𩅄鏕騼𨏔觻濼𥂇耨傉搙褥濼肭朒沑忸䂇恧䖡衄𦗂蓼六磟𡴆坴陸淕𥚊𦸐稑僇剹勠𧌉䡜踛戮穋𦾷𩣱鵱鯥菉渌淥逯娽㫽㪖碌趢醁䟿𧨹䚄録錄騄䱚籙氯緑綠鮞衄朒肉辱鄏𪑾蓐嗕溽媷㦺褥縟𩱜"
"kɔʔ7"	"蟈國馘膕𢼛虢㶁𧭣唬嘓蟈䂸摑聝幗𧖻漍慖䬎馘𢹖𩪐膕讗埻𧾛唂轂䜼谷𣨍䀰𧣡榖䐨穀糓濲瀔𪕸𪇗𥆌瑴𤞞吿告郜祰䧼䶜梏牿䧊䅵鵠骨"
"kʰɔʔ7"	"𧍕𠠎䍍䧊哭㲄𪍠𣫓䵈㲉𡷥焅𥞴酷嚳硞縠觳"
"xɔʔ7"	"斡𢃤𥇙或𡿿惑䰥蜮硅諕砉漷湱𢝇謋𦒧焃劃𢄶繣㩇剨䦝捇掝㖪湱𦑌㦎䐸䬉𥊮𤁹𨐶礊𠜻𤷇鱯畫劃嫿咟㗲獲彠嚄𡄴豰𦞦熇㷤𣪥𧹲鍙嚛嗀䶜斛焀𣹬蔛槲𣫈螜䈸㽇𧂔礐熇嚛臛歊翯㿥𤌍𨴬頶？鵠隺礐"
"ʔɔʔ7"	"䪝握齷喔屋𦤼𡲃剭𪑱䑁𨜘鱟䁷沃䮸鋈䑁觷"
"tsɔʔ7"	"㩇䟄䞰鎐鏃傶𣪻錊𢒔瘃𤷚孎欘斸钃𥴁竹竺茿筑築蠋躅蠾䠱䙘㗤踧噈𦟠縬蹙蹴顣𥷛𠴫殧槭摵𣢰𧑙𣤶足哫𣤶縬𡎺琡+喌粥柷祝韣属屬鸀㰲噣燭蠋䟉蠾䌵矚？蜀#卒（俗又音）"
"tsʰɔʔ7"	"趗蔟䃚瘯簇梀銼鑿族𧼙亍豖㙇𢒔𥹵梀畜傗鄐搐滀矗苖荲敊蓄稸蓫篴柚妯軸碡逐舳蓫𧏿䮱鱁筑㹱促趨𤗁趗誎𦠁鼀蹴殧珿䎌𧯩𨴖矗𪘏觕歜臅觸#齪"
"sɔʔ7"	"𢷾棴𨄞嗽㑛速涑梀殐𡖯蔌遬僳觫樕餗𧐒𣫎藗簌𧫣𪋝𩱖裻洬玊夙𠈇㑉𠉦㓘𤥔肅㩋潚璛橚䑿㪩䃤䎘𪂸𪄑𩘹驌鱐鷫蟰宿蓿玊涑粟㔄𥻆憟𣯼俗藚𩌮續摵嗖𧽏謏樎𧼭㩋𧐴謖蹜䎘𩘹摍縮莤襩韣㒔㯮属蜀㻿襡屬䙱欘蠾鐲淑孰婌塾熟䃞璹𨷙尗叔倏倐掓菽𨁀跾𢞣鮛㶖虪儵透翛束㑛䴰贖𩌮囑"
"ʔɔʔ7"	"𤛹"
"kʰuən3"	"𩑔捆悃梱硱稇裍壼稛綑𡈋閫齫"
"suəʔ7"	"㲞窣𪌯𪍛𪅄𪖶㞕"
"tsʰɔʔ7"	"俶埱琡𣥹柷"
"pw1"	"逋峬庯晡鈽𧻷誧𥂈鵏抪餔秿陠鯆"
"pw3"	"補"
"pw5"	"部伏復椱𢕒𤸑複𨺅覆布佈抪𠜙𧉩怖悑部簿鞴捕哺鵏步𨛒荹埠𩢕餔𤸵𩣝䒀鮬"
"pʰw1"	"誧豧𥠵陠𢼹痡𨁏鋪䮒𧱹鯆𩹲墲步"
"pʰw2"	"浮荹匍菩葡蒱蒲蜅䔕酺䈻樸"
"pʰw3"	"圃譜潽誧埔浦烳普溥氆鐠甫父鯆莆脯簠黼郙俌蜅輔"
"pʰw5"	"誧𤸵鋪舖步"
"fw1"	"不紑鴀哹䍍紑𡫺肧衃醅秠䬌夫邞伕呋㠸妋玞肤䃿䄮衭趺跗鈇鳺膚𩵩𩿧𧀴扶簠柎𩬙䒀姇荂㕊怤䓏尃㲗𥹃紨䓵稃筟鄜豧孵麩敷䎔㩤𧀮麱䱐𣞒孚泭俘郛莩桴罦郙秿殍痡鋪？誣#婦"
"fw2"	"棓䍌䱐芣枹罘𢀼𦮹哹䍖浮琈桴烰涪罦蜉艀鉜𡦄粰䨗𥰛䳕掊瓿夫𣘧扶芙𢺻苻枎泭玸枹𦔾蚨符𧥱𤱽鳧颫𢞦榑𣻜𦽏𦑹𣿆坿𣻥巫誣莁"
"fw3"	"㕮斧府俯𥒰腑蚥𧉊頫𢻬拊弣𠛺俌𠟌䋨撫䌗䯽䞤殕䪔㕮釜滏輔腐䩉鬴嫵娬"
"fw5"	"輻富䔰鍑㤱副𤸑褔覆𩯅仆阜𨸏負𨹺𦰺偩婦萯㷆𧌈蝜䘀𪃓䧞菩阝搏付咐陚傅𩬙賦䞳豧簠赴䟔訃婏䞯𠓗仆䎷父蚥㾈秿䭸𩾿𩒺跗胕附坿祔袝蚹䠵駙𠪻鮒賻"
"təum1"	"都𦘴嘟（美詞）醏闍𥳉𧷿䩲"
"təum3"	"楮堵帾暏睹覩賭肚𥀁㕆䁈琽肚杜"
"təum5"	"秅奼𦘴妒𤴱妬秺㓃螙殬蠹斁𤬪杜肚荰𡍨靯𥀁𢾖土度渡𥯖鍍斁"
"tʰəum1"	"𡸂䞮嶀㻬㻯捈庩㻌梌稌䩣悇#塗"
"tʰəum2"	"啚𣘻鍍𨑒䣄捈荼徒峹途涂梌𤙛屠㭸蒤筡嵞瘏塗䣝酴圖廜䅷䤅䖘𤺈駼鵌鷵菟"
"tʰəum3"	"芏稌土圡吐釷杜"
"tʰəum5"	"吐兔堍菟鵵#唾"
"ləum2"	"擼嚕㭔𧆨玈𧇄盧𦿊壚攎蘆嚧獹瀘𢐸瓐櫨𤮧㪭爐矑㿖蠦罏籚艫纑轤鑪顱髗䰕鸕鱸黸㢚廬蘆㠠𡫽蒘如𨚴茹銣𨾵蕠鴽𥨲洳𪋯懦儒薷嚅獳濡嬬臑襦蠕繻䞕醹顬䰰鱬㼱"
"ləum3"	"㭩鹵虜㔪𢲸蓾滷樐魯擄㢚𧀦櫓艣鏀鐪鑥䲐氌𡫽㼋女茹汝肗𪏮薷醹乳擩"
"ləum5"	"㿖輅賂路蕗潞璐𦌕簵簬𤻱露虂鷺如茹洳𡦗孺擩㹘"
"kəum1"	"𡗷咕沽泒孤姑柧㼋罛菰菇蛄辜軱酤觚𠷞箍箛嫴鴣橭𧇡䐻䉉𨬟𨬕盬苽呱胍𣲖#故家"
"kəum2"	"？鼓"
"kəum3"	"估沽夃古𠒂股牯𦙶罟羖𦍩焸鼓鼔鈷皷𥂩臌瞽盬蠱賈#骨（北語 ~董）"
"kəum5"	"沽酤固故凅㽽崮棝雇頋䍛稒痼僱錮鯝顧#過？股"
"kʰəum1"	"軲橭扝刳郀枯㱠跍骷鮬挎㢪𢎰"
"kʰəum2"	"糊"
"kʰəum3"	"苦𥯶"
"kʰəum5"	"苦（困也 姓氏）庫袴絝䔯褲胯跨"
"xəum1"	"苸呼烀恗虖軤𧦝雐嘑滹歑幠膴䰧謼葫虍戲#乎"
"xəum2"	"䉉𠂞虖狐弧瓳胡壷𠴱壺葫猢湖瑚𩑶㾰𧛞𧍵蝴箶衚魱糊㯛醐𪏻餬鬍鶘𪍒𥶜𪕱瓠䊀𠀒符"
"xəum3"	"虎𨛵萀琥䗂滸戽"
"xəum5"	"謼戽酤雇戸戶㕆帍昈岵怙戽𡜂祜扈婟鄠𡻮滬𨛸熩𩿇簄𪄮楛洿芐互冱𦬚枑𦊂䇘瓠𧥮婟嫭擭濩護䨼韄頀鱯詁冴婦（鄉又音）"
"ʔəum1"	"惡扝圬污㢪杇洿烏釫鄔𦶀嗚㮧歍螐鴮鎢鰞瑦於盓汚𢎰#五#務汙"
"ʔəum2"	"膴蝥瞴嘸无毋𢃀無𨼊墲蕪璑鵐䉑譕鷡𢜮憮䍢𦌬胡魚（童語）鬍"
"ʔəum3"	"鄔䡧摀瑦𧽋隖塢嵨𢄓溩䃖䛩埡"
"ʔəum5"	"噁（喑噁）惡肟䜑埡汙嵍蝥敄務㡔婺𦎦𨂣霚䨁霧騖鶩𦆞"
"tsəum1"	"租蒩猪䐗豬藸瀦櫫沮𧄗䶥菹𧄔諸藷㶆櫧䃴蠩列邾株㦵袾蛛跦誅鴸𪏿鼄搊㑳朱侏咮𤝹珠硃秼絑鴸鮢姝#茱"
"tsəum3"	"蒩珇祖組䔃靻褚𢁼䘢䍆詝𤲑著貯𡪄陼渚煑煮䰞丶𪐴拄柱枓主宔麈炷砫"
"tsəum5"	"作（後專作做）做觕粗伹駔麆𧇣秨阼胙祚飵𧃘著箸茅宁芧佇苧杼眝竚羜紵除（去也）筯箸㾻阻俎阻詛齟鉏耡助麆𢉙翥𡻠㫂𤳐䬡䭖𤳯䘄亍咮住壴軴註鉒駐𨙔柱跓嵀逗牏住𧱛䝒澍罜㹥注炷𠴦疰祩蛀䎷註馵䪒霔㺛鑄著燭（燭謂照也）"
"tsʰəum1"	"觕𤿚麁麤𧆓𥼡摴樗㯉攄筡𠿝"
"tsʰəum3"	"杵處"
"tsʰəum1"	"𤠾貙芻犓"
"səum2"	"殊𩪍袾䇬"
"tsʰəum2"	"䢐徂殂𣨐除蒢滁篨𦿀躇櫥儲宁涂屠藸著㾻蜍𧄔稌裯厨趎廚幮櫥蹰躕媰䅳雛鶵殊"
"tsʰəum3"	"𧆓蔖楮褚柠楚濋䙘礎齭𪓐齼憷䑕暑黍鼠𧑓癙數"
"tsʰəum5"	"醋酢絮悇㾻楚儊䖏處？抒？紓杼𢨸䦌𨳳䜴䐢菆"
"səum1"	"甦酥穌蘇㢝囌釃𦌿疋𤕟𥿇疎疏㽰綀踈䟽𨛭書紓舒𦺗鵨瑹橾㡏毹螋樞鄃輸隃#粟"
"səum2"	"几𠘧殳𢎦杸陎殊㼡㸡𦤂洙銖"
"səum3"	"齭疋䝪𠩄糈盨籔數"
"səum5"	"泝𤤐素傃訴㨞塐嗉塑遡溯愫膆愬𤢘䛾𧪜蔬疎疏踈䟽捒㫹墅野署薯曙糬藷恕庶㵂樜㡏捒數裋竪豎樹𦒸𠊪尌澍樹輸戍㲓腧𧼯䠼䩱隃"
"ʔəum2"	"鋘吾吴吳郚䓊唔㹳浯娪珸㻍梧祦𧋋蜈𦨳𪁙鯃鼯牾𦨼峿麌齬"
"ʔəum3"	"五𠄡㐅午伍仵旿膴䍙瞴嘸𤍍𣞤武侮珷𢜮碔舞㒇廡潕憮甒儛䳇𢋑鵡𦌬䒉敄#語"
"ʔəum5"	"遻迕忤捂啎牾逜悟悮悞晤焐痦䎸誤寤窹娛#戊"
"nʉ2"	"蒘帤挐𣭠袽𣖹璷蘆㠠廬臚䰕閭䕡𤁵𢣻藘櫚𥶆驢䮉櫖爈瞜婁𡝤䣚蔞㺏慺膢䝏䱾摟㟺瘻鏤氀𤗬鷜魚"
"nʉ3"	"履女籹釹吕呂郘侣侶𢈚梠㭚旅祣絽鋁膂𥰠儢穭僂𨻻蔞慺謱嶁漊簍𦳭㜢褸𪈜"
"nʉ5"	"女絮𦊼慮勴𡾅濾櫖𩥆𥶌鑢𠣊𡀿"
"ʔʉ1"	"唹淤箊扵唹（囎唹（そお）は鹿兒島縣の地名）"
"ʔʉ2"	"蜍擧鵌伃余妤𤰩舁狳畬艅雓餘㺞嬩璵輿歟旟𧾚𤄕㶛𩦡予與藇㦛譽鸒𪋮癒瘉#圍眙如#於#語"
"ʔʉ3"	"𢮁𩩘"
"ʔʉ5"	"𡫽鄔菸淤瘀𢮁棜飫𩜏醧"
"tɕʉ1"	"苴沮且蛆車居𦱅崌涺𡨢琚椐腒裾蜛䝻鶋据㖩𡸨娵陬掫諏嗺岣拘捄眗痀跔𥇛駒𨞜鮈㪺䀠𥗫俥（くるま）"
"tɕʉ3"	"#鬼苴咀䃊柜䢹弆莒𧺹筥舉𥴧櫸𠢈枸矩椇䅓蒟榘聥踽𦐛萭楀"
"tɕʉ5"	"沮怚𧽟咀沮怚袓跙#俱椐倨豦踞𧣻據鋸澽䱟鐻巨拒苣岠歫炬𦊐秬粔距𧣒詎鉅虡駏𧇽䶙鐻𦼫詎勮遽澽醵緅足聚鄹埾聚蒟句邭䀠𥉁䈮屨怐絇瞿窶貗具埧犋颶懼臞"
"tɕʰʉ1"	"椐阹䒧㭕胠祛袪𥬔𢴮㠊魼圩虚趍趨鯫"
"tɕʰʉ2"	"䣄俆徐䍱腒𥴧豦懅醵鐻渠淭蕖璖𨞙𦼫磲螶𧝔璩㯫蟝𦄽䝣䆽蘧䟊𨎶籧𪆫蚼眗句劬朐斪𠣪𡱺翑絇䞤葋軥鴝𩢳翵瞿𪓞鼩蘧忂灈欋戵氍𥃔臞𥗫癯蠷衢𧾱躣蠼鑺鸜姁䧁"
"tɕʰʉ3"	"𥅗弆𧉧+去麮𥿇取娶"
"tɕʰʉ5"	"坥蜡䏣刞䁦覷覰䒧胠去呿㰦㧁𩿟麮鼁趣𤛐驅"
"ɕʉ1"	"胥揟㥠楈稰蝑䈝諝䱬湑藇虚虛𣦄歔噓𥛳魖驉𪋯娶繻緰須需蕦𢄼嬃𥪥𩓣鬚鑐隃荂𥈸虖𠌶吁𢖳旴盱㽳姁欨㰭訏𧙆𥈈𣚏𦀒扜䣿雩䩒于墟綏"
"ɕʉ3"	"㥠楈稰諝𥚩糈醑湑許鄦𦄼䅡𠳲咻姁欨䧁珝栩冔𦀒詡喣煦祤"
