"声母"	"韵母"	"声调"	"字"	"注释"
"tɕʰ"	"ĩ"	"3"	"浅"	""
"tɕʰ"	"ĩ"	"5"	"欠"	""
"tɕʰ"	"ĩ"	"5"	"歉"	""
"dʑ"	"ĩ"	"2"	"钳"	""
"dʑ"	"ĩ"	"2"	"乾"	""
"dʑ"	"ĩ"	"2"	"虔"	""
"dʑ"	"ĩ"	"6"	"俭"	""
"dʑ"	"ĩ"	"6"	"犍"	""
"dʑ"	"ĩ"	"6"	"键"	""
"dʑ"	"ĩ"	"6"	"健"	""
"dʑ"	"ĩ"	"6"	"腱"	""
"ȵ"	"ĩ"	"1"	"黏"	""
"ȵ"	"ĩ"	"1"	"文"	""
"ȵ"	"ĩ"	"1"	"鲇"	""
"ȵ"	"ĩ"	"1"	"拈"	""
"ȵ"	"ĩ"	"1"	"研"	""
"ȵ"	"ĩ"	"2"	"尼"	""
"ȵ"	"ĩ"	"2"	"疑"	""
"ȵ"	"ĩ"	"2"	"黏"	""
"ȵ"	"ĩ"	"2"	"严"	""
"ȵ"	"ĩ"	"2"	"俨"	""
"ȵ"	"ĩ"	"2"	"酽"	""
"ȵ"	"ĩ"	"2"	"言"	""
"ȵ"	"ĩ"	"2"	"年"	""
"ȵ"	"ĩ"	"2"	"凝"	""
"ȵ"	"ĩ"	"2"	"凝"	""
"ȵ"	"ĩ"	"3"	"拟"	""
"ȵ"	"ĩ"	"3"	"碾"	""
"ȵ"	"ĩ"	"3"	"辇"	""
"ȵ"	"ĩ"	"6"	"艺"	""
"ȵ"	"ĩ"	"6"	"二"	""
"ȵ"	"ĩ"	"6"	"贰"	""
"ɕ"	"ĩ"	"1"	"仙"	""
"ɕ"	"ĩ"	"1"	"鲜"	""
"ɕ"	"ĩ"	"1"	"鲜"	""
"ɕ"	"ĩ"	"1"	"轩"	""
"ɕ"	"ĩ"	"3"	"玺"	""
"ɕ"	"ĩ"	"3"	"陕"	""
"ɕ"	"ĩ"	"3"	"险"	""
"ɕ"	"ĩ"	"3"	"癣"	""
"ɕ"	"ĩ"	"3"	"显"	""
"ɕ"	"ĩ"	"5"	"搧"	""
"ɕ"	"ĩ"	"5"	"线"	""
"ɕ"	"ĩ"	"5"	"扇"	""
"ɕ"	"ĩ"	"5"	"宪"	""
"ɕ"	"ĩ"	"5"	"献"	""
"ʑ"	"ĩ"	"2"	"蟾"	""
"ʑ"	"ĩ"	"2"	"蝉"	""
"ʑ"	"ĩ"	"2"	"禅"	""
"ʑ"	"ĩ"	"2"	"然"	""
"ʑ"	"ĩ"	"2"	"燃"	""
"ʑ"	"ĩ"	"2"	"单"	""
"ʑ"	"ĩ"	"2"	"禅"	""
"ʑ"	"ĩ"	"6"	"潜"	""
"ʑ"	"ĩ"	"6"	"渐"	""
"ʑ"	"ĩ"	"6"	"践"	""
"ʑ"	"ĩ"	"6"	"善"	""
"ʑ"	"ĩ"	"6"	"贱"	""
"ʑ"	"ĩ"	"6"	"饯"	""
"ʑ"	"ĩ"	"6"	"羡"	""
"ʑ"	"ĩ"	"6"	"膳"	""
"ɦ"	"ĩ"	"2"	"炎"	""
"ɦ"	"ĩ"	"2"	"盐"	""
"ɦ"	"ĩ"	"2"	"阎"	""
"ɦ"	"ĩ"	"2"	"簷"	""
"ɦ"	"ĩ"	"2"	"筵"	""
"ɦ"	"ĩ"	"2"	"贤"	""
"ɦ"	"ĩ"	"2"	"弦"	""
"ɦ"	"ĩ"	"2"	"沿"	""
"ɦ"	"ĩ"	"6"	"现"	""
"零"	"ĩ"	"1"	"蔫"	""
"零"	"ĩ"	"1"	"焉"	""
"零"	"ĩ"	"1"	"焉"	""
"零"	"ĩ"	"1"	"阉"	""
"零"	"ĩ"	"3"	"掩"	""
"零"	"ĩ"	"3"	"演"	""
"零"	"ĩ"	"5"	"厌"	""
"k"	"uẽ"	"3"	"馆"	""
"kʰ"	"uẽ"	"1"	"宽"	""
"g"	"uẽ"	"2"	"环"	""
"零"	"uẽ"	"3"	"范"	""
"零"	"uẽ"	"3"	"轮"	""
"零"	"uẽ"	"3"	"豌"	""
"零"	"uẽ"	"3"	"剜"	""
"零"	"uẽ"	"3"	"碗"	""
"零"	"uẽ"	"3"	"腕"	""
"零"	"uẽ"	"3"	"幻"	""
"零"	"uẽ"	"3"	"晚"	""
"零"	"uẽ"	"3"	"挽"	""
"tɕ"	"ỹ"	"1"	"专"	""
"tɕ"	"ỹ"	"1"	"砖"	""
"tɕ"	"ỹ"	"1"	"绢"	""
"tɕ"	"ỹ"	"1"	"捐"	""
"tɕ"	"ỹ"	"3"	"转"	""
"tɕ"	"ỹ"	"3"	"转"	""
"tɕ"	"ỹ"	"5"	"眷"	""
"tɕ"	"ỹ"	"5"	"卷"	""
"tɕʰ"	"ỹ"	"1"	"川"	""
"tɕʰ"	"ỹ"	"1"	"圈"	""
"tɕʰ"	"ỹ"	"3"	"犬"	""
"tɕʰ"	"ỹ"	"5"	"劝"	""
"tɕʰ"	"ỹ"	"5"	"券"	""
"dʑ"	"ỹ"	"2"	"泉"	""
"dʑ"	"ỹ"	"2"	"传"	""
"dʑ"	"ỹ"	"2"	"权"	""
"dʑ"	"ỹ"	"2"	"颠"	""
"dʑ"	"ỹ"	"6"	"篆"	""
"dʑ"	"ỹ"	"6"	"传"	""
"dʑ"	"ỹ"	"6"	"倦"	""
"ȵ"	"ỹ"	"2"	"元"	""
"ȵ"	"ỹ"	"2"	"原"	""
"ȵ"	"ỹ"	"2"	"源"	""
"ȵ"	"ỹ"	"3"	"软"	""
"ȵ"	"ỹ"	"6"	"愿"	""
"ɕ"	"ỹ"	"1"	"宣"	""
"ɕ"	"ỹ"	"1"	"喧"	""
"ɕ"	"ỹ"	"3"	"选"	""
"ɕ"	"ỹ"	"5"	"楦"	""
"ʑ"	"ỹ"	"2"	"全"	""
"ʑ"	"ỹ"	"6"	"旋"	""
"ʑ"	"ỹ"	"6"	"旋"	""
"ʑ"	"ỹ"	"6"	"镟"	""
"ɦ"	"ỹ"	"2"	"玩"	""
"ɦ"	"ỹ"	"2"	"员"	""
"ɦ"	"ỹ"	"2"	"缘"	""
"ɦ"	"ỹ"	"2"	"袁"	""
"ɦ"	"ỹ"	"2"	"辕"	""
"ɦ"	"ỹ"	"2"	"玄"	""
"ɦ"	"ỹ"	"2"	"悬"	""
"ɦ"	"ỹ"	"6"	"院"	""
"ɦ"	"ỹ"	"6"	"县"	""
"零"	"ỹ"	"1"	"冤"	""
"零"	"ỹ"	"1"	"渊"	""
"零"	"ỹ"	"3"	"阮"	""
"零"	"ỹ"	"3"	"援"	""
"零"	"ỹ"	"3"	"远"	""
"零"	"ỹ"	"5"	"怨"	""
"p"	"ɔ̃"	"1"	"帮"	""
"p"	"ɔ̃"	"1"	"邦"	""
"p"	"ɔ̃"	"3"	"谤"	""
"p"	"ɔ̃"	"3"	"绑"	""
"pʰ"	"ɔ̃"	"5"	"髈"	""
"b"	"ɔ̃"	"2"	"旁"	""
"b"	"ɔ̃"	"2"	"螃"	""
"b"	"ɔ̃"	"2"	"傍"	""
"b"	"ɔ̃"	"6"	"棒"	""
"m"	"ɔ̃"	"1"	"摸"	""
"m"	"ɔ̃"	"2"	"忙"	""
"m"	"ɔ̃"	"2"	"茫"	""
"m"	"ɔ̃"	"2"	"膜"	""
"m"	"ɔ̃"	"2"	"盲"	""
"m"	"ɔ̃"	"2"	"魔"	""
"m"	"ɔ̃"	"2"	"摩"	""
"m"	"ɔ̃"	"2"	"麻"	""
"m"	"ɔ̃"	"2"	"麻"	""
"m"	"ɔ̃"	"2"	"蟆"	""
"m"	"ɔ̃"	"2"	"模"	""
"m"	"ɔ̃"	"2"	"模"	""
"m"	"ɔ̃"	"2"	"摹"	""
"m"	"ɔ̃"	"3"	"卯"	""
"m"	"ɔ̃"	"3"	"莽"	""
"m"	"ɔ̃"	"3"	"蟒"	""
"m"	"ɔ̃"	"3"	"马"	""
"m"	"ɔ̃"	"3"	"码"	""
"m"	"ɔ̃"	"3"	"亩"	""
"m"	"ɔ̃"	"6"	"戊"	""
"m"	"ɔ̃"	"6"	"贸"	""
"m"	"ɔ̃"	"6"	"磨"	""
"m"	"ɔ̃"	"6"	"暮"	""
"m"	"ɔ̃"	"6"	"慕"	""
"m"	"ɔ̃"	"6"	"墓"	""
"m"	"ɔ̃"	"6"	"募"	""
"t"	"ɔ̃"	"1"	"当"	""
"t"	"ɔ̃"	"1"	"桩"	""
"t"	"ɔ̃"	"3"	"党"	""
"t"	"ɔ̃"	"3"	"挡"	""
"t"	"ɔ̃"	"3"	"涨"	""
"t"	"ɔ̃"	"5"	"当"	""
"tʰ"	"ɔ̃"	"1"	"汤"	""
"tʰ"	"ɔ̃"	"3"	"倘"	""
"tʰ"	"ɔ̃"	"3"	"趟"	""
"tʰ"	"ɔ̃"	"5"	"烫"	""
"d"	"ɔ̃"	"2"	"堂"	""
"d"	"ɔ̃"	"2"	"棠"	""
"d"	"ɔ̃"	"2"	"螳"	""
"d"	"ɔ̃"	"2"	"唐"	""
"d"	"ɔ̃"	"2"	"糖"	""
"d"	"ɔ̃"	"2"	"塘"	""
"d"	"ɔ̃"	"2"	"长"	""
"d"	"ɔ̃"	"2"	"肠"	""
"d"	"ɔ̃"	"6"	"荡"	""
"d"	"ɔ̃"	"6"	"宕"	""
"n"	"ɔ̃"	"2"	"囊"	""
"l"	"ɔ̃"	"2"	"郎"	""
"l"	"ɔ̃"	"2"	"廊"	""
"l"	"ɔ̃"	"2"	"狼"	""
"l"	"ɔ̃"	"2"	"螂"	""
"l"	"ɔ̃"	"2"	"瓤"	""
"l"	"ɔ̃"	"3"	"朗"	""
"l"	"ɔ̃"	"3"	"两"	""
"l"	"ɔ̃"	"6"	"浪㫰"	""
"l"	"ɔ̃"	"6"	"两"	""
"ts"	"ɔ̃"	"1"	"赃"	""
"ts"	"ɔ̃"	"1"	"庄"	""
"ts"	"ɔ̃"	"1"	"装"	""
"ts"	"ɔ̃"	"5"	"葬"	""
"tsʰ"	"ɔ̃"	"1"	"仓"	""
"tsʰ"	"ɔ̃"	"1"	"苍"	""
"tsʰ"	"ɔ̃"	"1"	"疮"	""
"tsʰ"	"ɔ̃"	"5"	"创"	""
"dz"	"ɔ̃"	"2"	"藏"	""
"dz"	"ɔ̃"	"6"	"藏"	""
"dz"	"ɔ̃"	"6"	"撞"	""
"s"	"ɔ̃"	"1"	"桑"	""
"s"	"ɔ̃"	"1"	"丧"	""
"s"	"ɔ̃"	"3"	"蹂"	""
"s"	"ɔ̃"	"3"	"嗓"	""
"s"	"ɔ̃"	"3"	"操"	""
"s"	"ɔ̃"	"3"	"丧"	""
"s"	"ɔ̃"	"3"	"爽"	""
"k"	"ɔ̃"	"1"	"冈"	""
"k"	"ɔ̃"	"1"	"岗"	""
"k"	"ɔ̃"	"1"	"刚"	""
"k"	"ɔ̃"	"1"	"纲"	""
"k"	"ɔ̃"	"1"	"钢"	""
"k"	"ɔ̃"	"1"	"缸"	""
"k"	"ɔ̃"	"1"	"光"	""
"k"	"ɔ̃"	"1"	"江"	""
"k"	"ɔ̃"	"1"	"豇"	""
"k"	"ɔ̃"	"3"	"广"	""
"k"	"ɔ̃"	"3"	"讲"	""
"k"	"ɔ̃"	"3"	"港"	""
"k"	"ɔ̃"	"5"	"杠"	""
"k"	"ɔ̃"	"5"	"扛"	""
"k"	"ɔ̃"	"5"	"降"	""
"kʰ"	"ɔ̃"	"1"	"康"	""
"kʰ"	"ɔ̃"	"1"	"糠"	""
"kʰ"	"ɔ̃"	"1"	"慷"	""
"kʰ"	"ɔ̃"	"1"	"匡"	""
"kʰ"	"ɔ̃"	"1"	"筐"	""
"kʰ"	"ɔ̃"	"1"	"眶"	""
"kʰ"	"ɔ̃"	"5"	"抗"	""
"kʰ"	"ɔ̃"	"5"	"炕"	""
"kʰ"	"ɔ̃"	"5"	"因"	""
"kʰ"	"ɔ̃"	"5"	"旷"	""
"kʰ"	"ɔ̃"	"5"	"圹"	""
"kʰ"	"ɔ̃"	"5"	"矿"	""
"g"	"ɔ̃"	"2"	"狂"	""
"g"	"ɔ̃"	"6"	"巷"	""
"ŋ"	"ɔ̃"	"2"	"牙"	""
"ŋ"	"ɔ̃"	"2"	"芽"	""
"ŋ"	"ɔ̃"	"2"	"昂"	""
"ŋ"	"ɔ̃"	"5"	"望"	""
"h"	"ɔ̃"	"1"	"荒"	""
"h"	"ɔ̃"	"1"	"慌"	""
"h"	"ɔ̃"	"1"	"方"	""
"h"	"ɔ̃"	"1"	"肪"	""
"h"	"ɔ̃"	"1"	"芳"	""
"h"	"ɔ̃"	"3"	"流"	""
"h"	"ɔ̃"	"3"	"晃"	""
"h"	"ɔ̃"	"3"	"妨"	""
"h"	"ɔ̃"	"3"	"仿"	""
"h"	"ɔ̃"	"3"	"仿"	""
"h"	"ɔ̃"	"3"	"仿"	""
"h"	"ɔ̃"	"3"	"访"	""
"ɦ"	"ɔ̃"	"2"	"行"	""
"ɦ"	"ɔ̃"	"2"	"航"	""
"ɦ"	"ɔ̃"	"2"	"杭"	""
"ɦ"	"ɔ̃"	"2"	"凭"	""
"ɦ"	"ɔ̃"	"2"	"黄"	""
"ɦ"	"ɔ̃"	"2"	"簧"	""
"ɦ"	"ɔ̃"	"2"	"皇"	""
"ɦ"	"ɔ̃"	"2"	"蝗"	""
"ɦ"	"ɔ̃"	"2"	"蟥"	""
"ɦ"	"ɔ̃"	"2"	"房"	""
"ɦ"	"ɔ̃"	"2"	"防"	""
"ɦ"	"ɔ̃"	"2"	"亡"	""
"ɦ"	"ɔ̃"	"2"	"忘"	""
"ɦ"	"ɔ̃"	"2"	"王"	""
"ɦ"	"ɔ̃"	"6"	"旺"	""
"ɦ"	"ɔ̃"	"6"	"项"	""
"ɦ"	"ɔ̃"	"6"	"巷"	""
"零"	"ɔ̃"	"1"	"肮"	""
"零"	"ɔ̃"	"1"	"秧"	""
"零"	"ɔ̃"	"1"	"汪"	""
"零"	"ɔ̃"	"3"	"枉"	""
"零"	"ɔ̃"	"3"	"往"	""
"t"	"iɔ̃"	"5"	"帐"	""
"t"	"iɔ̃"	"5"	"账"	""
"d"	"iɔ̃"	"2"	"场"	""
"l"	"iɔ̃"	"2"	"凉"	""
"l"	"iɔ̃"	"2"	"量"	""
"l"	"iɔ̃"	"2"	"粮"	""
"l"	"iɔ̃"	"2"	"梁"	""
"l"	"iɔ̃"	"2"	"粱"	""
"l"	"iɔ̃"	"6"	"亮"	""
"l"	"iɔ̃"	"6"	"辆"	""
"l"	"iɔ̃"	"6"	"量"	""
"tɕ"	"iɔ̃"	"1"	"樟"	""
"tɕ"	"iɔ̃"	"1"	"僵"	""
"tɕ"	"iɔ̃"	"1"	"薑"	""
"tɕ"	"iɔ̃"	"1"	"弹"	""
"tɕ"	"iɔ̃"	"3"	"桨"	""
"tɕ"	"iɔ̃"	"5"	"浆"	""
"tɕ"	"iɔ̃"	"5"	"酱"	""
"tɕ"	"iɔ̃"	"5"	"将"	""
"tɕʰ"	"iɔ̃"	"1"	"枪"	""
"tɕʰ"	"iɔ̃"	"1"	"菖"	""
"tɕʰ"	"iɔ̃"	"1"	"腔"	""
"tɕʰ"	"iɔ̃"	"3"	"抢"	""
"tɕʰ"	"iɔ̃"	"3"	"闯"	""
"tɕʰ"	"iɔ̃"	"5"	"唱"	""
"dʑ"	"iɔ̃"	"2"	"床"	""
"dʑ"	"iɔ̃"	"6"	"状"	""
"ȵ"	"iɔ̃"	"2"	"尧"	""
"ȵ"	"iɔ̃"	"2"	"娘"	""
"ȵ"	"iɔ̃"	"3"	"仰"	""
"ȵ"	"iɔ̃"	"5"	"饶"	""
"ȵ"	"iɔ̃"	"5"	"让"	""
"ȵ"	"iɔ̃"	"6"	"绕"	""
"ȵ"	"iɔ̃"	"6"	"绕"	""
"ȵ"	"iɔ̃"	"6"	"尿"	""
"ɕ"	"iɔ̃"	"1"	"箱"	""
"ɕ"	"iɔ̃"	"1"	"镶"	""
"ɕ"	"iɔ̃"	"1"	"霜"	""
"ɕ"	"iɔ̃"	"1"	"孀"	""
"ɕ"	"iɔ̃"	"1"	"香"	""
"ɕ"	"iɔ̃"	"3"	"鲞"	""
"ɕ"	"iɔ̃"	"3"	"赏"	""
"ɕ"	"iɔ̃"	"3"	"晌"	""
"ɕ"	"iɔ̃"	"3"	"响"	""
"ɕ"	"iɔ̃"	"5"	"相"	""
"ɕ"	"iɔ̃"	"5"	"向"	""
"ɕ"	"iɔ̃"	"5"	"况"	""
"ʑ"	"iɔ̃"	"6"	"象"	""
"ʑ"	"iɔ̃"	"6"	"像"	""
"ʑ"	"iɔ̃"	"6"	"橡"	""
"ʑ"	"iɔ̃"	"6"	"上"	""
"ʑ"	"iɔ̃"	"6"	"庠"	""
"ʑ"	"iɔ̃"	"6"	"上"	""
"ɦ"	"iɔ̃"	"2"	"羊"	""
"ɦ"	"iɔ̃"	"2"	"洋"	""
"ɦ"	"iɔ̃"	"2"	"洋"	""
"ɦ"	"iɔ̃"	"2"	"烊"	""
"ɦ"	"iɔ̃"	"2"	"杨"	""
"ɦ"	"iɔ̃"	"2"	"阳"	""
"ɦ"	"iɔ̃"	"2"	"降"	""
"ɦ"	"iɔ̃"	"2"	"萤"	""
"ɦ"	"iɔ̃"	"6"	"样"	""
"零"	"iɔ̃"	"3"	"养"	""
"pʰ"	"ø̃"	"1"	"拚"	""
"b"	"ø̃"	"6"	"饭"	""
"m"	"ø̃"	"2"	"门"	""
"m"	"ø̃"	"2"	"蚊"	""
"m"	"ø̃"	"3"	"晚"	""
"t"	"ø̃"	"1"	"端"	""
"t"	"ø̃"	"1"	"敦"	""
"t"	"ø̃"	"1"	"墩"	""
"t"	"ø̃"	"3"	"短"	""
"t"	"ø̃"	"3"	"转"	""
"t"	"ø̃"	"5"	"断"	""
"tʰ"	"ø̃"	"1"	"贪"	""
"tʰ"	"ø̃"	"1"	"吞"	""
"tʰ"	"ø̃"	"5"	"褪"	""
"d"	"ø̃"	"2"	"团"	""
"d"	"ø̃"	"2"	"糯"	""
"d"	"ø̃"	"2"	"椽"	""
"d"	"ø̃"	"2"	"屯"	""
"d"	"ø̃"	"2"	"豚"	""
"d"	"ø̃"	"2"	"臀"	""
"d"	"ø̃"	"6"	"断"	""
"d"	"ø̃"	"6"	"段"	""
"d"	"ø̃"	"6"	"缎"	""
"d"	"ø̃"	"6"	"囤"	""
"d"	"ø̃"	"6"	"钝"	""
"n"	"ø̃"	"6"	"暖"	""
"l"	"ø̃"	"2"	"鸾"	""
"ts"	"ø̃"	"1"	"尊"	""
"ts"	"ø̃"	"1"	"遵"	""
"ts"	"ø̃"	"3"	"攒"	""
"ts"	"ø̃"	"5"	"钻"	""
"tsʰ"	"ø̃"	"3"	"窜"	""
"tsʰ"	"ø̃"	"3"	"篡"	""
"tsʰ"	"ø̃"	"3"	"喘"	""
"tsʰ"	"ø̃"	"3"	"忖"	""
"tsʰ"	"ø̃"	"5"	"寸"	""
"s"	"ø̃"	"1"	"酸"	""
"s"	"ø̃"	"1"	"闩"	""
"s"	"ø̃"	"1"	"拴"	""
"s"	"ø̃"	"1"	"孙"	""
"s"	"ø̃"	"3"	"损"	""
"s"	"ø̃"	"5"	"算"	""
"s"	"ø̃"	"5"	"蒜"	""
"k"	"ø̃"	"3"	"捲"	""
"k"	"ø̃"	"5"	"贯"	""
"k"	"ø̃"	"5"	"观"	""
"kʰ"	"ø̃"	"1"	"堪"	""
"kʰ"	"ø̃"	"1"	"难〜"	""
"h"	"ø̃"	"1"	"昏"	""
"h"	"ø̃"	"1"	"荤"	""
"h"	"ø̃"	"5"	"唤"	""
"h"	"ø̃"	"5"	"焕"	""
"h"	"ø̃"	"6"	"远"	""
"ɦ"	"ø̃"	"2"	"桓"	""
"ɦ"	"ø̃"	"2"	"魂"	""
"零"	"ø̃"	"1"	"瘟"	""
"零"	"ø̃"	"3"	"缓"	""
"零"	"ø̃"	"3"	"皖䘼"	""
"零"	"ø̃"	"3"	"稳"	""
"m"	"ãi"	"2"	"蛮"	""
"t"	"ãi"	"1"	"灯"	""
"t"	"ãi"	"3"	"典"	""
"t"	"ãi"	"3"	"掂"	""
"t"	"ãi"	"3"	"點"	""
"t"	"ãi"	"3"	"等"	""
"t"	"ãi"	"5"	"店"	""
"t"	"ãi"	"5"	"凳"	""
"tʰ"	"ãi"	"5"	"舔"	""
"d"	"ãi"	"2"	"甜"	""
"d"	"ãi"	"2"	"填"	""
"d"	"ãi"	"2"	"藤"	""
"d"	"ãi"	"6"	"簟"	""
"d"	"ãi"	"6"	"殿"	""
"d"	"ãi"	"6"	"垫"	""
"ts"	"ãi"	"1"	"针"	""
"ts"	"ãi"	"3"	"剪"	""
"tsʰ"	"ãi"	"1"	"千"	""
"dz"	"ãi"	"2"	"滕"	""
"k"	"ãi"	"1"	"庚"	""
"k"	"ãi"	"3"	"拣"	""
"kʰ"	"ãi"	"3"	"犬"	""
"kʰ"	"ãi"	"3"	"肯"	""
"g"	"ãi"	"2"	"悬"	""
"ɦ"	"ãi"	"2"	"闲"	""
"p"	"aŋ"	"1"	"奔"	""
"p"	"aŋ"	"1"	"锛"	""
"p"	"aŋ"	"1"	"奔"	""
"p"	"aŋ"	"3"	"本"	""
"pʰ"	"aŋ"	"1"	"喷"	""
"pʰ"	"aŋ"	"5"	"喷"	""
"b"	"aŋ"	"6"	"笨"	""
"m"	"aŋ"	"6"	"闷"	""
"f"	"aŋ"	"1"	"芬"	""
"f"	"aŋ"	"1"	"纷"	""
"f"	"aŋ"	"1"	"熏"	""
"f"	"aŋ"	"3"	"粉"	""
"f"	"aŋ"	"5"	"愤"	""
"f"	"aŋ"	"5"	"忿"	""
"f"	"aŋ"	"5"	"粪"	""
"f"	"aŋ"	"5"	"奋"	""
"v"	"aŋ"	"2"	"馄"	""
"v"	"aŋ"	"2"	"焚"	""
"v"	"aŋ"	"2"	"坟"	""
"v"	"aŋ"	"2"	"文"	""
"v"	"aŋ"	"2"	"纹"	""
"v"	"aŋ"	"2"	"闻"	""
"v"	"aŋ"	"2"	"云"	""
"v"	"aŋ"	"6"	"浑"	""
"v"	"aŋ"	"6"	"混"	""
"v"	"aŋ"	"6"	"份"	""
"t"	"aŋ"	"1"	"登"	""
"t"	"aŋ"	"1"	"镫"	""
"t"	"aŋ"	"5"	"顿"	""
"t"	"aŋ"	"5"	"瞪"	""
"tʰ"	"aŋ"	"1"	"腾"	""
"d"	"aŋ"	"2"	"饨"	""
"d"	"aŋ"	"2"	"沌"	""
"d"	"aŋ"	"2"	"誊"	""
"d"	"aŋ"	"2"	"邓"	""
"d"	"aŋ"	"6"	"遁"	""
"n"	"aŋ"	"2"	"能"	""
"l"	"aŋ"	"2"	"仑"	""
"l"	"aŋ"	"2"	"伦"	""
"l"	"aŋ"	"2"	"沦"	""
"l"	"aŋ"	"2"	"楞"	""
"l"	"aŋ"	"3"	"纫"	""
"l"	"aŋ"	"3"	"刃"	""
"ts"	"aŋ"	"1"	"津"	""
"ts"	"aŋ"	"1"	"榛"	""
"ts"	"aŋ"	"1"	"臻"	""
"ts"	"aŋ"	"1"	"曾"	""
"ts"	"aŋ"	"1"	"增"	""
"ts"	"aŋ"	"1"	"憎"	""
"ts"	"aŋ"	"5"	"蹭"	""
"dz"	"aŋ"	"2"	"曾"	""
"dz"	"aŋ"	"6"	"赠"	""
"s"	"aŋ"	"1"	"僧"	""
"s"	"aŋ"	"5"	"撰"	""
"k"	"aŋ"	"1"	"跟"	""
"k"	"aŋ"	"1"	"耕"	""
"k"	"aŋ"	"1"	"文"	""
"k"	"aŋ"	"3"	"耿"	""
"kʰ"	"aŋ"	"1"	"龈"	""
"kʰ"	"aŋ"	"3"	"恳"	""
"kʰ"	"aŋ"	"3"	"垦"	""
"h"	"aŋ"	"1"	"夯"	""
"h"	"aŋ"	"1"	"亨"	""
"h"	"aŋ"	"3"	"很"	""
"ɦ"	"aŋ"	"2"	"恒"	""
"ɦ"	"aŋ"	"6"	"痕"	""
"ɦ"	"aŋ"	"6"	"恨"	""
"零"	"aŋ"	"1"	"恩"	""
"p"	"iŋ"	"1"	"彬"	""
"p"	"iŋ"	"1"	"宾"	""
"p"	"iŋ"	"1"	"槟"	""
"p"	"iŋ"	"1"	"鬓"	""
"p"	"iŋ"	"1"	"冰"	""
"p"	"iŋ"	"1"	"兵"	""
"p"	"iŋ"	"3"	"禀"	""
"p"	"iŋ"	"3"	"丙"	""
"p"	"iŋ"	"3"	"素"	""
"p"	"iŋ"	"5"	"殡"	""
"p"	"iŋ"	"5"	"迸"	""
"pʰ"	"iŋ"	"3"	"品"	""
"pʰ"	"iŋ"	"5"	"拼"	""
"pʰ"	"iŋ"	"5"	"聘"	""
"pʰ"	"iŋ"	"5"	"妹"	""
"pʰ"	"iŋ"	"5"	"拼"	""
"b"	"iŋ"	"2"	"贫"	""
"b"	"iŋ"	"2"	"频"	""
"b"	"iŋ"	"2"	"凭"	""
"b"	"iŋ"	"2"	"坪"	""
"b"	"iŋ"	"2"	"评"	""
"b"	"iŋ"	"2"	"瓶"	""
"b"	"iŋ"	"2"	"屏"	""
"b"	"iŋ"	"2"	"萍"	""
"m"	"iŋ"	"2"	"民"	""
"m"	"iŋ"	"2"	"萌"	""
"m"	"iŋ"	"2"	"鸣"	""
"m"	"iŋ"	"2"	"盟"	""
"m"	"iŋ"	"2"	"铭"	""
"m"	"iŋ"	"3"	"闽"	""
"m"	"iŋ"	"3"	"悯"	""
"m"	"iŋ"	"3"	"敏"	""
"m"	"iŋ"	"3"	"抿"	""
"m"	"iŋ"	"3"	"皿"	""
"m"	"iŋ"	"5"	"面"	""
"t"	"iŋ"	"1"	"丁"	""
"t"	"iŋ"	"1"	"钉"	""
"t"	"iŋ"	"1"	"疔"	""
"t"	"iŋ"	"3"	"顶"	""
"t"	"iŋ"	"3"	"鼎"	""
"t"	"iŋ"	"5"	"钉"	""
"t"	"iŋ"	"5"	"订"	""
"tʰ"	"iŋ"	"1"	"厅"	""
"tʰ"	"iŋ"	"1"	"汀"	""
"tʰ"	"iŋ"	"3"	"艇"	""
"tʰ"	"iŋ"	"3"	"挺"	""
"d"	"iŋ"	"2"	"亭"	""
"d"	"iŋ"	"2"	"停"	""
"d"	"iŋ"	"2"	"廷"	""
"d"	"iŋ"	"2"	"庭"	""
"d"	"iŋ"	"2"	"蜓"	""
"d"	"iŋ"	"6"	"阵"	""
"d"	"iŋ"	"6"	"锭"	""
"l"	"iŋ"	"1"	"拎"	""
"l"	"iŋ"	"2"	"林"	""
"l"	"iŋ"	"2"	"淋"	""
"l"	"iŋ"	"2"	"临"	""
"l"	"iŋ"	"2"	"槐"	""
"l"	"iŋ"	"2"	"怜"	""
"l"	"iŋ"	"2"	"邻"	""
"l"	"iŋ"	"2"	"鳞"	""
"l"	"iŋ"	"2"	"烦"	""
"l"	"iŋ"	"2"	"吝"	""
"l"	"iŋ"	"2"	"陵"	""
"l"	"iŋ"	"2"	"凌"	""
"l"	"iŋ"	"2"	"菱"	""
"l"	"iŋ"	"2"	"灵"	""
"l"	"iŋ"	"2"	"零"	""
"l"	"iŋ"	"2"	"铃"	""
"l"	"iŋ"	"2"	"伶"	""
"l"	"iŋ"	"2"	"翎"	""
"l"	"iŋ"	"6"	"令"	""
"l"	"iŋ"	"6"	"另"	""
"tɕ"	"iŋ"	"1"	"今"	""
"tɕ"	"iŋ"	"1"	"金"	""
"tɕ"	"iŋ"	"1"	"襟"	""
"tɕ"	"iŋ"	"1"	"珍"	""
"tɕ"	"iŋ"	"1"	"真"	""
"tɕ"	"iŋ"	"1"	"疹"	""
"tɕ"	"iŋ"	"1"	"征"	""
"tɕ"	"iŋ"	"1"	"蒸"	""
"tɕ"	"iŋ"	"1"	"茎"	""
