"字目"	"读音"	"注释"	"声母"	"韵母"	"声调"	"重复数"
"滞"	"tʰi21"	""	"tʰ"	"i"	"21"	"1"
"□"	"tʰi21"	"撕"	"tʰ"	"i"	"21"	"38"
"替"	"tʰi21"	"仅用于代(tʰoi阴去)~，前字本字为“替”"	"tʰ"	"i"	"21"	"3"
"剃"	"tʰi21"	""	"tʰ"	"i"	"21"	"1"
"屉"	"tʰi21"	""	"tʰ"	"i"	"21"	"1"
"痔"	"tʰi213"	""	"tʰ"	"i"	"213"	"1"
"體"	"tʰi53"	""	"tʰ"	"i"	"53"	"2"
"滯"	"tʰi21"	""	"tʰ"	"i"	"21"	"1"
"屜"	"tʰi21"	""	"tʰ"	"i"	"21"	"1"
"弟"	"ti44"	""	"t"	"i"	"44"	"2"
"递"	"ti44"	""	"t"	"i"	"44"	"2"
"池"	"ti44"	""	"t"	"i"	"44"	"1"
"底"	"ti53"	""	"t"	"i"	"53"	"2"
"低"	"ti223"	""	"t"	"i"	"223"	"1"
"知"	"ti223"	""	"t"	"i"	"223"	"2"
"蜘"	"ti223"	""	"t"	"i"	"223"	"1"
"戴"	"ti21"	""	"t"	"i"	"21"	"4"
"帝"	"ti21"	""	"t"	"i"	"21"	"1"
"致"	"ti21"	""	"t"	"i"	"21"	"1"
"置"	"ti21"	""	"t"	"i"	"21"	"1"
"弟"	"ti213"	""	"t"	"i"	"213"	"2"
"递"	"ti213"	""	"t"	"i"	"213"	"2"
"隶"	"ti213"	""	"t"	"i"	"213"	"1"
"地"	"ti311"	""	"t"	"i"	"311"	"1"
"自"	"ti311"	"训"	"t"	"i"	"311"	"2"
"治"	"ti311"	""	"t"	"i"	"311"	"2"
"遞"	"ti44"	""	"t"	"i"	"44"	"2"
"遞"	"ti213"	""	"t"	"i"	"213"	"2"
"隸"	"ti213"	""	"t"	"i"	"213"	"1"
"匙"	"si44"	""	"s"	"i"	"44"	"1"
"辞"	"si44"	""	"s"	"i"	"44"	"2"
"时"	"si44"	""	"s"	"i"	"44"	"1"
"矢"	"si53"	""	"s"	"i"	"53"	"1"
"始"	"si53"	""	"s"	"i"	"53"	"1"
"西"	"si223"	""	"s"	"i"	"223"	"2"
"撕"	"si223"	""	"s"	"i"	"223"	"1"
"施"	"si223"	""	"s"	"i"	"223"	"1"
"私"	"si223"	"家~"	"s"	"i"	"223"	"4"
"尸"	"si223"	""	"s"	"i"	"223"	"1"
"司"	"si223"	""	"s"	"i"	"223"	"2"
"丝"	"si223"	""	"s"	"i"	"223"	"1"
"思"	"si223"	"老派音，相~"	"s"	"i"	"223"	"5"
"诗"	"si223"	""	"s"	"i"	"223"	"1"
"世"	"si21"	""	"s"	"i"	"21"	"2"
"势"	"si21"	""	"s"	"i"	"21"	"1"
"死"	"si21"	""	"s"	"i"	"21"	"1"
"四"	"si21"	""	"s"	"i"	"21"	"2"
"肆"	"si21"	""	"s"	"i"	"21"	"2"
"是"	"si213"	""	"s"	"i"	"213"	"1"
"视"	"si213"	""	"s"	"i"	"213"	"1"
"誓"	"si311"	""	"s"	"i"	"311"	"2"
"逝"	"si311"	""	"s"	"i"	"311"	"1"
"豉"	"si311"	""	"s"	"i"	"311"	"1"
"示"	"si311"	""	"s"	"i"	"311"	"1"
"辭"	"si44"	""	"s"	"i"	"44"	"2"
"時"	"si44"	""	"s"	"i"	"44"	"1"
"屍"	"si223"	""	"s"	"i"	"223"	"1"
"絲"	"si223"	""	"s"	"i"	"223"	"1"
"詩"	"si223"	""	"s"	"i"	"223"	"1"
"勢"	"si21"	""	"s"	"i"	"21"	"1"
"視"	"si213"	""	"s"	"i"	"213"	"1"
"皮"	"pʰi44"	""	"pʰ"	"i"	"44"	"2"
"疲"	"pʰi44"	""	"pʰ"	"i"	"44"	"1"
"鄙"	"pʰi53"	""	"pʰ"	"i"	"53"	"1"
"痞"	"pʰi53"	""	"pʰ"	"i"	"53"	"1"
"披"	"pʰi223"	""	"pʰ"	"i"	"223"	"1"
"丕"	"pʰi223"	""	"pʰ"	"i"	"223"	"1"
"脾"	"pi44"	""	"p"	"i"	"44"	"1"
"琵"	"pi44"	""	"p"	"i"	"44"	"1"
"枇"	"pi44"	""	"p"	"i"	"44"	"1"
"俾"	"pi53"	""	"p"	"i"	"53"	"1"
"彼"	"pi53"	""	"p"	"i"	"53"	"1"
"比"	"pi53"	""	"p"	"i"	"53"	"1"
"蓖"	"pi223"	""	"p"	"i"	"223"	"1"
"碑"	"pi223"	""	"p"	"i"	"223"	"1"
"卑"	"pi223"	""	"p"	"i"	"223"	"1"
"背"	"pi21"	""	"p"	"i"	"21"	"4"
"臂"	"pi21"	""	"p"	"i"	"21"	"1"
"秘"	"pi21"	""	"p"	"i"	"21"	"1"
"泌"	"pi21"	""	"p"	"i"	"21"	"1"
"庇"	"pi21"	""	"p"	"i"	"21"	"1"
"痹"	"pi21"	""	"p"	"i"	"21"	"1"
"费"	"pi21"	""	"p"	"i"	"21"	"2"
"币"	"pi213"	""	"p"	"i"	"213"	"1"
"被"	"pi213"	""	"p"	"i"	"213"	"2"
"备"	"pi213"	""	"p"	"i"	"213"	"1"
"惫"	"pi213"	""	"p"	"i"	"213"	"1"
"蔽"	"pi311"	""	"p"	"i"	"311"	"1"
"弊"	"pi311"	""	"p"	"i"	"311"	"1"
"毙"	"pi311"	""	"p"	"i"	"311"	"1"
"避"	"pi311"	""	"p"	"i"	"311"	"1"
"費"	"pi21"	""	"p"	"i"	"21"	"2"
"幣"	"pi213"	""	"p"	"i"	"213"	"1"
"備"	"pi213"	""	"p"	"i"	"213"	"1"
"憊"	"pi213"	""	"p"	"i"	"213"	"1"
"斃"	"pi311"	""	"p"	"i"	"311"	"1"
"宜"	"ŋi44"	""	"ŋ"	"i"	"44"	"1"
"仪"	"ŋi44"	""	"ŋ"	"i"	"44"	"1"
"拟"	"ŋi53"	""	"ŋ"	"i"	"53"	"1"
"毅"	"ŋi213"	""	"ŋ"	"i"	"213"	"1"
"砚"	"ŋi311"	""	"ŋ"	"i"	"311"	"1"
"院"	"ŋi311"	""	"ŋ"	"i"	"311"	"1"
"儀"	"ŋi44"	""	"ŋ"	"i"	"44"	"1"
"擬"	"ŋi53"	""	"ŋ"	"i"	"53"	"1"
"硯"	"ŋi311"	""	"ŋ"	"i"	"311"	"1"
"泥"	"ni44"	""	"n"	"i"	"44"	"1"
"尼"	"ni44"	""	"n"	"i"	"44"	"1"
"呢"	"ni44"	""	"n"	"i"	"44"	"2"
"年"	"ni44"	""	"n"	"i"	"44"	"1"
"女"	"ni53"	""	"n"	"i"	"53"	"2"
"弥"	"ni53"	""	"n"	"i"	"53"	"1"
"你"	"ni53"	""	"n"	"i"	"53"	"2"
"染"	"ni53"	""	"n"	"i"	"53"	"2"
"呢"	"ni223"	""	"n"	"i"	"223"	"2"
"腻"	"ni213"	""	"n"	"i"	"213"	"1"
"彌"	"ni53"	""	"n"	"i"	"53"	"1"
"膩"	"ni213"	""	"n"	"i"	"213"	"1"
"迷"	"mi44"	""	"m"	"i"	"44"	"1"
"糜"	"mi44"	""	"m"	"i"	"44"	"2"
"棉"	"mi44"	""	"m"	"i"	"44"	"2"
"靡"	"mi53"	""	"m"	"i"	"53"	"1"
"麵"	"mi311"	""	"m"	"i"	"311"	"1"
"麪"	"mi311"	"~条"	"m"	"i"	"311"	"1"
"面"	"mi311"	"~条"	"m"	"i"	"311"	"2"
"黎"	"li44"	""	"l"	"i"	"44"	"2"
"丽"	"li44"	""	"l"	"i"	"44"	"3"
"离"	"li44"	""	"l"	"i"	"44"	"2"
"篱"	"li44"	""	"l"	"i"	"44"	"1"
"璃"	"li44"	""	"l"	"i"	"44"	"1"
"厘"	"li44"	""	"l"	"i"	"44"	"1"
"狸"	"li44"	""	"l"	"i"	"44"	"2"
"旅"	"li53"	""	"l"	"i"	"53"	"2"
"礼"	"li53"	""	"l"	"i"	"53"	"2"
"履"	"li53"	""	"l"	"i"	"53"	"1"
"里"	"li53"	""	"l"	"i"	"53"	"2"
"理"	"li53"	""	"l"	"i"	"53"	"1"
"鲤"	"li53"	""	"l"	"i"	"53"	"1"
"栗"	"li53"	""	"l"	"i"	"53"	"3"
"厉"	"li213"	""	"l"	"i"	"213"	"1"
"励"	"li213"	""	"l"	"i"	"213"	"1"
"丽"	"li213"	""	"l"	"i"	"213"	"3"
"莉"	"li213"	""	"l"	"i"	"213"	"1"
"荔"	"li213"	""	"l"	"i"	"213"	"2"
"利"	"li213"	""	"l"	"i"	"213"	"2"
"例"	"li311"	""	"l"	"i"	"311"	"1"
"离"	"li311"	"来得及"	"l"	"i"	"311"	"2"
"麗"	"li44"	""	"l"	"i"	"44"	"3"
"離"	"li44"	""	"l"	"i"	"44"	"1"
"籬"	"li44"	""	"l"	"i"	"44"	"1"
"禮"	"li53"	""	"l"	"i"	"53"	"2"
"裡"	"li53"	""	"l"	"i"	"53"	"2"
"鯉"	"li53"	""	"l"	"i"	"53"	"1"
"厲"	"li213"	""	"l"	"i"	"213"	"1"
"勵"	"li213"	""	"l"	"i"	"213"	"1"
"麗"	"li213"	""	"l"	"i"	"213"	"3"
"奚"	"kʰi44"	""	"kʰ"	"i"	"44"	"2"
"奇"	"kʰi44"	""	"kʰ"	"i"	"44"	"2"
"祈"	"kʰi44"	""	"kʰ"	"i"	"44"	"1"
"祁"	"kʰi44"	""	"kʰ"	"i"	"44"	"1"
"其"	"kʰi44"	""	"kʰ"	"i"	"44"	"1"
"期"	"kʰi44"	""	"kʰ"	"i"	"44"	"1"
"启"	"kʰi53"	""	"kʰ"	"i"	"53"	"1"
"齿"	"kʰi53"	""	"kʰ"	"i"	"53"	"1"
"起"	"kʰi53"	""	"kʰ"	"i"	"53"	"1"
"忌"	"kʰi311"	"做忌，一种纪念先祖的祭祀活动"	"kʰ"	"i"	"311"	"2"
"岂"	"kʰi53"	""	"kʰ"	"i"	"53"	"2"
"崎"	"kʰi223"	""	"kʰ"	"i"	"223"	"2"
"欺"	"kʰi223"	""	"kʰ"	"i"	"223"	"1"
"器"	"kʰi21"	""	"kʰ"	"i"	"21"	"1"
"弃"	"kʰi21"	""	"kʰ"	"i"	"21"	"1"
"气"	"kʰi21"	""	"kʰ"	"i"	"21"	"2"
"啟"	"kʰi53"	""	"kʰ"	"i"	"53"	"1"
"齒"	"kʰi53"	""	"kʰ"	"i"	"53"	"1"
"豈"	"kʰi53"	""	"kʰ"	"i"	"53"	"2"
"棄"	"kʰi21"	""	"kʰ"	"i"	"21"	"1"
"氣"	"kʰi21"	""	"kʰ"	"i"	"21"	"2"
"棋"	"ki44"	""	"k"	"i"	"44"	"1"
"旗"	"ki44"	""	"k"	"i"	"44"	"1"
"指"	"ki53"	""	"k"	"i"	"53"	"3"
"几"	"ki53"	""	"k"	"i"	"53"	"5"
"己"	"ki53"	""	"k"	"i"	"53"	"2"
"纪"	"ki53"	""	"k"	"i"	"53"	"1"
"杞"	"ki53"	""	"k"	"i"	"53"	"1"
"记"	"ki53"	""	"k"	"i"	"53"	"1"
"支"	"ki223"	""	"k"	"i"	"223"	"2"
"枝"	"ki223"	""	"k"	"i"	"223"	"1"
"奇"	"ki223"	""	"k"	"i"	"223"	"2"
"肌"	"ki223"	""	"k"	"i"	"223"	"1"
"饥"	"ki223"	""	"k"	"i"	"223"	"1"
"几"	"ki223"	""	"k"	"i"	"223"	"5"
"基"	"ki223"	""	"k"	"i"	"223"	"1"
"箕"	"ki223"	""	"k"	"i"	"223"	"1"
"姬"	"ki223"	""	"k"	"i"	"223"	"1"
"机"	"ki223"	""	"k"	"i"	"223"	"1"
"继"	"ki21"	""	"k"	"i"	"21"	"1"
"冀"	"ki21"	""	"k"	"i"	"21"	"1"
"痣"	"ki21"	""	"k"	"i"	"21"	"1"
"既"	"ki21"	"又"	"k"	"i"	"21"	"2"
"稽"	"ki213"	""	"k"	"i"	"213"	"1"
"忌"	"ki213"	""	"k"	"i"	"213"	"2"
"己"	"ki311"	""	"k"	"i"	"311"	"2"
"幾"	"ki53"	""	"k"	"i"	"53"	"5"
"紀"	"ki53"	""	"k"	"i"	"53"	"1"
"記"	"ki53"	""	"k"	"i"	"53"	"1"
"饑"	"ki223"	""	"k"	"i"	"223"	"1"
"幾"	"ki223"	""	"k"	"i"	"223"	"5"
"機"	"ki223"	""	"k"	"i"	"223"	"1"
"繼"	"ki21"	""	"k"	"i"	"21"	"1"
"喜"	"hi53"	""	"h"	"i"	"53"	"1"
"戏"	"hi21"	""	"h"	"i"	"21"	"1"
"奚"	"hi223"	""	"h"	"i"	"223"	"2"
"兮"	"hi223"	""	"h"	"i"	"223"	"1"
"携"	"hi223"	""	"h"	"i"	"223"	"1"
"畦"	"hi223"	""	"h"	"i"	"223"	"1"
"牺"	"hi223"	""	"h"	"i"	"223"	"1"
"稀"	"hi223"	""	"h"	"i"	"223"	"1"
"希"	"hi223"	""	"h"	"i"	"223"	"1"
"嬉"	"hi223"	""	"h"	"i"	"223"	"1"
"嘻"	"hi223"	""	"h"	"i"	"223"	"1"
"禧"	"hi223"	""	"h"	"i"	"223"	"1"
"熹"	"hi223"	""	"h"	"i"	"223"	"1"
"熙"	"hi223"	""	"h"	"i"	"223"	"1"
"系"	"hi213"	""	"h"	"i"	"213"	"1"
"戲"	"hi21"	""	"h"	"i"	"21"	"1"
"攜"	"hi223"	""	"h"	"i"	"223"	"1"
"犧"	"hi223"	""	"h"	"i"	"223"	"1"
"疑"	"gi44"	""	"g"	"i"	"44"	"1"
"儿"	"dzi44"	""	"dz"	"i"	"44"	"1"
"耳"	"dzi53"	"又"	"dz"	"i"	"53"	"3"
"二"	"dzi213"	""	"dz"	"i"	"213"	"2"
"二"	"dzi311"	""	"dz"	"i"	"311"	"2"
"字"	"dzi311"	""	"dz"	"i"	"311"	"1"
"兒"	"dzi44"	""	"dz"	"i"	"44"	"1"
"微"	"bi44"	""	"b"	"i"	"44"	"3"
"未"	"bi311"	""	"b"	"i"	"311"	"2"
"味"	"bi311"	""	"b"	"i"	"311"	"1"
"丸"	"ĩ44"	"训"	""	"ĩ"	"44"	"2"
"圆"	"ĩ44"	""	""	"ĩ"	"44"	"1"
"椅"	"ĩ53"	""	""	"ĩ"	"53"	"1"
"已"	"ĩ53"	""	""	"ĩ"	"53"	"1"
"以"	"ĩ53"	""	""	"ĩ"	"53"	"1"
"燕"	"ĩ21"	""	""	"ĩ"	"21"	"2"
"忆"	"ĩ21"	"记得"	""	"ĩ"	"21"	"2"
"圓"	"ĩ44"	""	""	"ĩ"	"44"	"1"
"憶"	"ĩ21"	"记得"	""	"ĩ"	"21"	"2"
"缠"	"tsʰĩ44"	"训"	"tsʰ"	"ĩ"	"44"	"3"
"鲜"	"tsʰĩ223"	""	"tsʰ"	"ĩ"	"223"	"2"
"纏"	"tsʰĩ44"	"训"	"tsʰ"	"ĩ"	"44"	"3"
"鮮"	"tsʰĩ223"	""	"tsʰ"	"ĩ"	"223"	"2"
"钱"	"tsĩ44"	""	"ts"	"ĩ"	"44"	"1"
"稚"	"tsĩ53"	""	"ts"	"ĩ"	"53"	"1"
"支"	"tsĩ223"	""	"ts"	"ĩ"	"223"	"2"
"肢"	"tsĩ223"	""	"ts"	"ĩ"	"223"	"1"
"濟"	"tsi21"	""	"ts"	"i"	"21"	"1"
"济"	"tsi21"	""	"ts"	"i"	"21"	"1"
"挤"	"tsĩ21"	""	"ts"	"ĩ"	"21"	"1"
"箭"	"tsĩ21"	""	"ts"	"ĩ"	"21"	"1"
"寺"	"tsĩ311"	""	"ts"	"ĩ"	"311"	"1"
"錢"	"tsĩ44"	""	"ts"	"ĩ"	"44"	"1"
"擠"	"tsĩ21"	""	"ts"	"ĩ"	"21"	"1"
"天"	"tʰĩ223"	""	"tʰ"	"ĩ"	"223"	"2"
"缠"	"tĩ44"	""	"t"	"ĩ"	"44"	"3"
"纏"	"tĩ44"	""	"t"	"ĩ"	"44"	"3"
"扇"	"sĩ21"	""	"s"	"ĩ"	"21"	"1"
"盐"	"sĩ311"	""	"s"	"ĩ"	"311"	"2"
"鹽"	"sĩ311"	""	"s"	"ĩ"	"311"	"2"
"片"	"pʰĩ223"	""	"pʰ"	"ĩ"	"223"	"4"
"譬"	"pʰĩ21"	""	"pʰ"	"ĩ"	"21"	"1"
"片"	"pʰĩ21"	""	"pʰ"	"ĩ"	"21"	"4"
"鼻"	"pʰĩ311"	""	"pʰ"	"ĩ"	"311"	"1"
"扁"	"pĩ53"	""	"p"	"ĩ"	"53"	"2"
"鞭"	"pĩ223"	""	"p"	"ĩ"	"223"	"1"
"编"	"pĩ223"	""	"p"	"ĩ"	"223"	"2"
"便"	"pĩ223"	""	"p"	"ĩ"	"223"	"2"
"边"	"pĩ223"	""	"p"	"ĩ"	"223"	"2"
"編"	"pĩ223"	""	"p"	"ĩ"	"223"	"2"
"邊"	"pĩ223"	""	"p"	"ĩ"	"223"	"2"
"缠"	"kʰĩ44"	"训"	"kʰ"	"ĩ"	"44"	"3"
"纏"	"kʰĩ44"	"训"	"kʰ"	"ĩ"	"44"	"3"
"舷"	"kĩ44"	""	"k"	"ĩ"	"44"	"1"
"栀"	"kĩ223"	""	"k"	"ĩ"	"223"	"1"
"碱"	"kĩ223"	"训"	"k"	"ĩ"	"223"	"2"
"既"	"kĩ21"	""	"k"	"ĩ"	"21"	"2"
"见"	"kĩ21"	""	"k"	"ĩ"	"21"	"1"
"梔"	"kĩ223"	""	"k"	"ĩ"	"223"	"1"
"堿"	"kĩ223"	"训"	"k"	"ĩ"	"223"	"2"
"見"	"kĩ21"	""	"k"	"ĩ"	"21"	"1"
"弦"	"hĩ44"	""	"h"	"ĩ"	"44"	"1"
"擤"	"hĩ32"	"擤鼻涕的动作"	"h"	"ĩ"	"32"	"2"
"轩"	"hĩ223"	""	"h"	"ĩ"	"223"	"1"
"耳"	"hĩ213"	""	"h"	"ĩ"	"213"	"3"
"軒"	"hĩ223"	""	"h"	"ĩ"	"223"	"1"
"牙"	"ia44"	"文"	""	"ia"	"44"	"2"
"蚜"	"ia44"	""	""	"ia"	"44"	"1"
"耶"	"ia44"	""	""	"ia"	"44"	"2"
"爷"	"ia44"	""	""	"ia"	"44"	"1"
"椰"	"ia44"	""	""	"ia"	"44"	"1"
"蜈"	"ia44"	""	""	"ia"	"44"	"1"
"野"	"ia53"	""	""	"ia"	"53"	"1"
"也"	"ia311"	""	""	"ia"	"311"	"2"
"亦"	"ia311"	""	""	"ia"	"311"	"1"
"爺"	"ia44"	""	""	"ia"	"44"	"1"
"车"	"tsʰia223"	""	"tsʰ"	"ia"	"223"	"5"
"奢"	"tsʰia223"	""	"tsʰ"	"ia"	"223"	"1"
"赊"	"tsʰia223"	""	"tsʰ"	"ia"	"223"	"1"
"车"	"tsʰia223"	""	"tsʰ"	"ia"	"223"	"5"
"車"	"tsʰia223"	""	"tsʰ"	"ia"	"223"	"5"
"賒"	"tsʰia223"	""	"tsʰ"	"ia"	"223"	"1"
"車"	"tsʰia223"	""	"tsʰ"	"ia"	"223"	"5"
"姐"	"tsia53"	""	"ts"	"ia"	"53"	"2"
"笡"	"tsʰia21"	"文"	"tsʰ"	"ia"	"21"	"2"
"者"	"tsia53"	""	"ts"	"ia"	"53"	"3"
"蔗"	"tsia21"	""	"ts"	"ia"	"21"	"1"
"嗟"	"tsa223"	"又"	"ts"	"a"	"223"	"2"
"嗟"	"tsia223"	""	"ts"	"ia"	"223"	"2"
"借"	"tsia213"	""	"ts"	"ia"	"213"	"2"
"藉"	"tsia213"	""	"ts"	"ia"	"213"	"1"
"籍"	"tsia213"	""	"ts"	"ia"	"213"	"1"
"谢"	"tsia311"	"姓"	"ts"	"ia"	"311"	"2"
"謝"	"tsia311"	"姓"	"ts"	"ia"	"311"	"2"
"邪"	"sia44"	""	"s"	"ia"	"44"	"1"
"斜"	"sia44"	""	"s"	"ia"	"44"	"3"
"畲"	"sia44"	""	"s"	"ia"	"44"	"1"
"社"	"sia44"	"西~(占陇的一个大乡)"	"s"	"ia"	"44"	"2"
"写"	"sia53"	""	"s"	"ia"	"53"	"1"
"斜"	"sia223"	"又"	"s"	"ia"	"223"	"3"
"泻"	"sia21"	""	"s"	"ia"	"21"	"2"
"卸"	"sia21"	""	"s"	"ia"	"21"	"1"
"斜"	"sia21"	""	"s"	"ia"	"21"	"3"
"舍"	"sia21"	""	"s"	"ia"	"21"	"1"
"社"	"sia213"	""	"s"	"ia"	"213"	"2"
"谢"	"sia311"	""	"s"	"ia"	"311"	"2"
"射"	"sia311"	""	"s"	"ia"	"311"	"1"
"佘"	"sia44"	""	"s"	"ia"	"44"	"1"
"寫"	"sia53"	""	"s"	"ia"	"53"	"1"
"瀉"	"sia21"	""	"s"	"ia"	"21"	"2"
"謝"	"sia311"	""	"s"	"ia"	"311"	"2"
"雅"	"ŋia53"	""	"ŋ"	"ia"	"53"	"1"
"领"	"nia53"	""	"n"	"ia"	"53"	"1"
"岭"	"nia53"	""	"n"	"ia"	"53"	"1"
"令"	"nia53"	"你的，指对方亲属，语气与nia223不同"	"n"	"ia"	"53"	"4"
"令"	"nia223"	"你的，指对方亲属"	"n"	"ia"	"223"	"4"
"令"	"nia21"	"你的，脏话用"	"n"	"ia"	"21"	"4"
"領"	"nia53"	""	"n"	"ia"	"53"	"1"
"嶺"	"nia53"	""	"n"	"ia"	"53"	"1"
"名"	"mia44"	""	"m"	"ia"	"44"	"1"
"命"	"mia311"	""	"m"	"ia"	"311"	"1"
"骑"	"kʰia44"	""	"kʰ"	"ia"	"44"	"1"
"持"	"kʰia44"	"训"	"kʰ"	"ia"	"44"	"2"
"擎"	"kʰia44"	""	"kʰ"	"ia"	"44"	"2"
"騎"	"kʰia44"	""	"kʰ"	"ia"	"44"	"1"
"假"	"kia53"	"假如"	"k"	"ia"	"53"	"6"
"贾"	"kia53"	""	"k"	"ia"	"53"	"1"
"家"	"kia223"	"文"	"k"	"ia"	"223"	"3"
"加"	"kia223"	""	"k"	"ia"	"223"	"2"
"嘉"	"kia223"	""	"k"	"ia"	"223"	"1"
"佳"	"kia223"	""	"k"	"ia"	"223"	"1"
"崎"	"kia213"	""	"k"	"ia"	"213"	"2"
"賈"	"kia53"	""	"k"	"ia"	"53"	"1"
"霞"	"hia44"	""	"h"	"ia"	"44"	"1"
"遐"	"hia44"	""	"h"	"ia"	"44"	"1"
"瑕"	"hia44"	""	"h"	"ia"	"44"	"1"
"蛾"	"hia213"	"白"	"h"	"ia"	"213"	"2"
"下"	"hia213"	"文"	"h"	"ia"	"213"	"5"
"瓦"	"hia213"	"白"	"h"	"ia"	"213"	"2"
"惹"	"dzia53"	""	"dz"	"ia"	"53"	"1"
"赢"	"iã44"	""	""	"iã"	"44"	"2"
"影"	"iã53"	""	""	"iã"	"53"	"1"
"贏"	"iã44"	""	""	"iã"	"44"	"2"
"且"	"tsʰiã53"	""	"tsʰ"	"iã"	"53"	"1"
"请"	"tsʰiã53"	""	"tsʰ"	"iã"	"53"	"1"
"清"	"tsʰiã223"	"福建地名用音"	"tsʰ"	"iã"	"223"	"2"
"請"	"tsʰiã53"	""	"tsʰ"	"iã"	"53"	"1"
"情"	"tsiã44"	"人~"	"ts"	"iã"	"44"	"2"
"成"	"tsʰiã44"	"描"	"tsʰ"	"iã"	"44"	"4"
"成"	"tsiã44"	"~千"	"ts"	"iã"	"44"	"4"
"整"	"tsiã53"	""	"ts"	"iã"	"53"	"1"
"精"	"tsiã223"	"~肉，妖~"	"ts"	"iã"	"223"	"2"
"晶"	"tsiã223"	""	"ts"	"iã"	"223"	"1"
"正"	"tsiã223"	""	"ts"	"iã"	"223"	"2"
"正"	"tsiã21"	""	"ts"	"iã"	"21"	"2"
"呈"	"tʰiã44"	""	"tʰ"	"iã"	"44"	"1"
"程"	"tʰiã44"	"文"	"tʰ"	"iã"	"44"	"2"
"听"	"tʰiã223"	""	"tʰ"	"iã"	"223"	"2"
"厅"	"tʰiã223"	""	"tʰ"	"iã"	"223"	"1"
"痛"	"tʰiã21"	""	"tʰ"	"iã"	"21"	"2"
"聽"	"tʰiã223"	""	"tʰ"	"iã"	"223"	"2"
"廳"	"tʰiã223"	""	"tʰ"	"iã"	"223"	"1"
"庭"	"tiã44"	""	"t"	"iã"	"44"	"2"
"鼎"	"tiã53"	""	"t"	"iã"	"53"	"1"
"动"	"tiã223"	"触碰"	"t"	"iã"	"223"	"3"
"定"	"tiã311"	""	"t"	"iã"	"311"	"2"
"動"	"tiã223"	"触碰"	"t"	"iã"	"223"	"3"
"成"	"siã44"	"两~"	"s"	"iã"	"44"	"4"
"城"	"siã44"	""	"s"	"iã"	"44"	"1"
"声"	"siã223"	""	"s"	"iã"	"223"	"1"
"圣"	"siã21"	""	"s"	"iã"	"21"	"1"
"聲"	"siã223"	""	"s"	"iã"	"223"	"1"
"聖"	"siã21"	""	"s"	"iã"	"21"	"1"
"抛"	"pʰiã44"	"训"	"pʰ"	"iã"	"44"	"2"
"拋"	"pʰiã44"	"训"	"pʰ"	"iã"	"44"	"2"
"丙"	"piã53"	""	"p"	"iã"	"53"	"1"
"饼"	"piã53"	""	"p"	"iã"	"53"	"1"
"冰"	"piã223"	""	"p"	"iã"	"223"	"1"
"兵"	"piã223"	""	"p"	"iã"	"223"	"1"
"拚"	"piã21"	""	"p"	"iã"	"21"	"1"
"拼"	"piã21"	"拼命"	"p"	"iã"	"21"	"2"
"餅"	"piã53"	""	"p"	"iã"	"53"	"1"
"行"	"kiã44"	"~走"	"k"	"iã"	"44"	"5"
"假"	"kiã53"	"又"	"k"	"iã"	"53"	"6"
"囝"	"kiã53"	""	"k"	"iã"	"53"	"1"
"经"	"kiã223"	""	"k"	"iã"	"223"	"3"
"京"	"kiã223"	""	"k"	"iã"	"223"	"1"
"惊"	"kiã223"	"害怕"	"k"	"iã"	"223"	"2"
"镜"	"kiã21"	""	"k"	"iã"	"21"	"1"
"件"	"kiã213"	""	"k"	"iã"	"213"	"1"
"健"	"kiã311"	""	"k"	"iã"	"311"	"2"
"驚"	"kiã223"	"害怕"	"k"	"iã"	"223"	"2"
"鏡"	"kiã21"	""	"k"	"iã"	"21"	"1"
"颜"	"hiã44"	"姓"	"h"	"iã"	"44"	"3"
"连"	"hiã44"	"姓"	"h"	"iã"	"44"	"2"
"兄"	"hiã223"	""	"h"	"iã"	"223"	"1"
"艾"	"hiã311"	""	"h"	"iã"	"311"	"2"
"顏"	"hiã44"	"姓"	"h"	"iã"	"44"	"3"
"連"	"hiã44"	"姓"	"h"	"iã"	"44"	"2"
"跃"	"iak54"	""	""	"iak"	"54"	"1"
"约"	"iak32"	""	""	"iak"	"32"	"2"
"曰"	"iak54"	"又"	""	"iak"	"54"	"1"
"躍"	"iak54"	""	""	"iak"	"54"	"1"
"約"	"iak32"	""	""	"iak"	"32"	"2"
"切"	"tsʰiak32"	""	"tsʰ"	"iak"	"32"	"1"
"雀"	"tsʰiak32"	"~斑"	"tsʰ"	"iak"	"32"	"3"
"鹊"	"tsʰiak32"	""	"tsʰ"	"iak"	"32"	"1"
"鵲"	"tsʰiak32"	""	"tsʰ"	"iak"	"32"	"1"
"浙"	"tsiak32"	""	"ts"	"iak"	"32"	"1"
"嚼"	"tsiak32"	""	"ts"	"iak"	"32"	"1"
"酌"	"tsiak32"	""	"ts"	"iak"	"32"	"1"
"即"	"tsiak32"	""	"ts"	"iak"	"32"	"1"
"彻"	"tʰiak32"	""	"tʰ"	"iak"	"32"	"1"
"撤"	"tʰiak32"	""	"tʰ"	"iak"	"32"	"1"
"徹"	"tʰiak32"	""	"tʰ"	"iak"	"32"	"1"
"打"	"tiak32"	"用手指弹"	"t"	"iak"	"32"	"3"
"哲"	"tiak32"	""	"t"	"iak"	"32"	"1"
"蜇"	"tiak32"	""	"t"	"iak"	"32"	"1"
