"漢字"	"拼音"	"IPA"	"注釋"	"说明"
"謹"	"kurng2"	"kɯŋ˥˨"		
"勤"	"khurng5"	"kʰɯŋ˥˥"		
"芹"	"khurng5"	"kʰɯŋ˥˥"		
"近"	"kurng6"	"kɯŋ˧˥"		
"欣"	"hurng1"	"hɯŋ˧˧"		
"殷"	"hurng1"	"hɯŋ˧˧"		
"隱"	"urng2"	"ɯŋ˥˨"		
"隱"	"ung2"	"uŋ˥˨"	"又"	
"隱"	"ing2"	"iŋ˥˨"	"又"	
"筆"	"pik4"	"pik˨"		
"畢"	"pik8"	"pik˥˦"		
"畢"	"pik4"	"pik˨"	"又"	
"必"	"pik4"	"pik˨"		
"匹"	"phik4"	"pʰik˨"		
"弼"	"pik8"	"pik˥˦"		
"密"	"mik8"	"mik˥˦"		
"蜜"	"bik8"	"bik˥˦"		
"昵"	"nek8"	"nek˥˦"		
"栗"	"lak8"	"lak˥˦"		
"栗"	"liak8"	"liak˥˦"	"白，猴~"	
"七"	"tshik4"	"tɕʰik˨"		
"漆"	"tshak4"	"tsʰak˨"		
"疾"	"tsik8"	"tɕik˥˦"		
"悉"	"sek4"	"sek˨"		
"膝"	"tshek4"	"tsʰek˨"		
"窒"	"thak4"	"tʰak˨"	"白"	
"窒"	"tiak4"	"tiak˨"		
"侄"	"tiak4"	"tiak˨"		
"秩"	"tiak4"	"tiak˨"		
"瑟"	"sek4"	"sek˨"		
"虱"	"sak4"	"sak˨"		
"質"	"tsioh4"	"tɕioʔ˨"		
"實"	"sik8"	"ɕik˥˦"		
"失"	"sik4"	"ɕik˨"		
"室"	"sik4"	"ɕik˨"		
"日"	"dzik8"	"dzik˥˦"		
"吉"	"kik4"	"kik˨"		
"吉"	"kiak4"	"kiak˨"	"又"	
"詰"	"kiak4"	"kiak˨"		
"一"	"ik4"	"ik˨"		
"乙"	"ik4"	"ik˨"		
"逸"	"ek8"	"ek˥˦"		
"乞"	"khurh4"	"kʰɯʔ˨"	"白，~伊"	
"乞"	"khurk4"	"kʰɯk˨"		
"奔"	"pung1"	"puŋ˧˧"		
"本"	"pung2"	"puŋ˥˨"		
"噴"	"pung3"	"puŋ˨˩˨"		
"盆"	"phung5"	"pʰuŋ˥˥"		
"笨"	"pung2"	"puŋ˥˨"		
"笨"	"pung3"	"puŋ˨˩˨"		
"門"	"mung5"	"muŋ˥˥"		
"悶"	"bung6"	"buŋ˧˥"	"又"	
"悶"	"bung7"	"buŋ˧˩"		
"敦"	"tung1"	"tuŋ˧˧"		
"墩"	"tung1"	"tuŋ˧˧"		
"頓"	"tng3"	"tŋ˨˩˨"		
"頓"	"tung6"	"tuŋ˧˥"	"文"	
"頓"	"tok4"	"tok˨"	"又，冒~單于"	
"褪"	"thng3"	"tʰŋ˨˩˨"		
"褪"	"tho3"	"tʰo˨˩˨"	"又"	
"屯"	"thung5"	"tʰuŋ˥˥"		
"豚"	"thung5"	"tʰuŋ˥˥"		
"飩"	"thung1"	"tʰuŋ˧˧"		
"臀"	"tiang6"	"tiaŋ˧˥"	"俗"	
"臀"	"tau2"	"tau˥˨"	"俗"	
"臀"	"thung5"	"tʰuŋ˥˥"		
"囤"	"tung1"	"tuŋ˧˧"		
"囤"	"tung6"	"tuŋ˧˥"		
"囤"	"thung5"	"tʰuŋ˥˥"		
"沌"	"tung6"	"tuŋ˧˥"		
"盾"	"tung2"	"tuŋ˥˨"		
"鈍"	"tung6"	"tuŋ˧˥"		
"遁"	"tung6"	"tuŋ˧˥"		
"嫩"	"nung3"	"nuŋ˨˩˨"		
"侖"	"lung5"	"luŋ˥˥"		
"論"	"lung6"	"luŋ˧˥"		
"尊"	"tsung1"	"tsuŋ˧˧"		
"村"	"tshng1"	"tsʰŋ˧˧"		
"忖"	"tshung2"	"tsʰuŋ˥˨"		
"寸"	"tshung3"	"tsʰuŋ˨˩˨"		
"存"	"tshung5"	"tsʰuŋ˥˥"		
"蹲"	"tung1"	"tuŋ˧˧"		
"蹲"	"tshng5"	"tsʰŋ˥˥"	"又"	
"蹲"	"tshung5"	"tsʰuŋ˥˥"	"文"	
"孫"	"sng1"	"sŋ˧˧"	"白，姓氏"	
"孫"	"sung1"	"suŋ˧˧"		
"損"	"sung2"	"suŋ˥˨"		
"遜"	"sung3"	"suŋ˨˩˨"		
"昆"	"khung1"	"kʰuŋ˧˧"		
"崑"	"khung1"	"kʰuŋ˧˧"		
"滾"	"kung2"	"kuŋ˥˨"		
"棍"	"kung3"	"kuŋ˨˩˨"		
"坤"	"khung1"	"kʰuŋ˧˧"		
"捆"	"khung2"	"kʰuŋ˥˨"		
"困"	"khung3"	"kʰuŋ˨˩˨"		
"昏"	"hung1"	"huŋ˧˧"		
"婚"	"hung1"	"huŋ˧˧"		
"魂"	"hung5"	"huŋ˥˥"		
"餛"	"hung5"	"huŋ˥˥"		
"混"	"hung6"	"huŋ˧˥"		
"渾"	"hung5"	"huŋ˥˥"		
"溫"	"ung1"	"uŋ˧˧"		
"瘟"	"ung1"	"uŋ˧˧"		
"穩"	"ung2"	"uŋ˥˨"		
"倫"	"lung5"	"luŋ˥˥"		
"淪"	"lung5"	"luŋ˥˥"		
"輪"	"lung5"	"luŋ˥˥"		
"輪"	"ling2"	"liŋ˥˨"	"俗"	
"遵"	"tsung1"	"tsuŋ˧˧"		
"俊"	"tsung3"	"tsuŋ˨˩˨"		
"竣"	"tsung3"	"tsuŋ˨˩˨"		
"皴"	"tshuang1"	"tsʰuaŋ˧˧"		
"皴"	"tshung1"	"tsʰuŋ˧˧"	"文"	
"荀"	"sung5"	"suŋ˥˥"		
"詢"	"sung5"	"suŋ˥˥"		
"筍"	"sung2"	"suŋ˥˨"		
"迅"	"sing3"	"ɕiŋ˨˩˨"		
"浚"	"tsung3"	"tsuŋ˨˩˨"		
"浚"	"sung3"	"suŋ˨˩˨"		
"旬"	"sung5"	"suŋ˥˥"		
"循"	"sung5"	"suŋ˥˥"		
"巡"	"sung5"	"suŋ˥˥"		
"殉"	"sung5"	"suŋ˥˥"		
"椿"	"tshung1"	"tsʰuŋ˧˧"		
"諄"	"tung1"	"tuŋ˧˧"		
"肫"	"tung1"	"tuŋ˧˧"		
"准"	"tsung2"	"tsuŋ˥˨"		
"春"	"tshung1"	"tsʰuŋ˧˧"		
"蠢"	"tshung2"	"tsʰuŋ˥˨"		
"唇"	"tung5"	"tuŋ˥˥"		
"盾"	"tung2"	"tuŋ˥˨"		
"順"	"sung6"	"suŋ˧˥"		
"舜"	"sung3"	"suŋ˨˩˨"		
"瞬"	"sung3"	"suŋ˨˩˨"		
"純"	"sung5"	"suŋ˥˥"		
"蒓"	"sung5"	"suŋ˥˥"		
"醇"	"sung5"	"suŋ˥˥"		
"潤"	"dzung6"	"dzuŋ˧˥"		
"閏"	"dzung6"	"dzuŋ˧˥"		
"均"	"kurng1"	"kɯŋ˧˧"		
"鈞"	"kurng1"	"kɯŋ˧˧"		
"菌"	"khung2"	"kʰuŋ˥˨"		
"窘"	"khung2"	"kʰuŋ˥˨"		
"窘"	"khuk4"	"kʰuk˨"	"又"	
"窘"	"kiong2"	"kioŋ˥˨"	"又"	
"隕"	"ung5"	"uŋ˥˥"		
"隕"	"ung6"	"uŋ˧˥"	"又"	
"隕"	"ung7"	"uŋ˧˩"	"又"	
"勻"	"ung5"	"uŋ˥˥"		
"允"	"dzung2"	"dzuŋ˥˨"		
"尹"	"urng2"	"ɯŋ˥˨"		
"分"	"pung1"	"puŋ˧˧"	"白"	
"分"	"hung1"	"huŋ˧˧"		
"粉"	"hung2"	"huŋ˥˨"		
"糞"	"pung3"	"puŋ˨˩˨"	"白"	
"糞"	"hung3"	"huŋ˨˩˨"		
"奮"	"hung3"	"huŋ˨˩˨"		
"芬"	"hung1"	"huŋ˧˧"		
"紛"	"hung1"	"huŋ˧˧"		
"忿"	"hung2"	"huŋ˥˨"		
"墳"	"phung5"	"pʰuŋ˥˥"		
"焚"	"ung5"	"uŋ˥˥"		
"憤"	"hung3"	"huŋ˨˩˨"		
"份"	"hung7"	"huŋ˧˩"		
"文"	"bung5"	"buŋ˥˥"		
"紋"	"bung5"	"buŋ˥˥"		
"蚊"	"bung1"	"buŋ˧˧"		
"聞"	"bung6"	"buŋ˧˥"		
"聞"	"pung6"	"puŋ˧˥"	"又，新~"	
"吻"	"buk4"	"buk˨"		
"刎"	"buk4"	"buk˨"		
"問"	"mung7"	"muŋ˧˩"		
"君"	"kung1"	"kuŋ˧˧"		
"軍"	"kung1"	"kuŋ˧˧"		
"群"	"khung5"	"kʰuŋ˥˥"		
"裙"	"kung5"	"kuŋ˥˥"		
"郡"	"kung7"	"kuŋ˧˩"		
"熏"	"hurng1"	"hɯŋ˧˧"		
"熏"	"hung1"	"huŋ˧˧"	"文"	
"勛"	"hurng1"	"hɯŋ˧˧"		
"薰"	"hurng1"	"hɯŋ˧˧"		
"薰"	"hung1"	"huŋ˧˧"	"文"	
"葷"	"hung1"	"huŋ˧˧"		
"訓"	"hung3"	"huŋ˨˩˨"		
"熨"	"uk4"	"uk˨"		
"雲"	"hung5"	"huŋ˥˥"		
"云"	"ung5"	"uŋ˥˥"		
"韻"	"ung7"	"uŋ˧˩"		
"運"	"ung7"	"uŋ˧˩"		
"暈"	"ung7"	"uŋ˧˩"		
"不"	"puk4"	"puk˨"		
"勃"	"puak8"	"puak˥˦"		
"脖"	"puak8"	"puak˥˦"		
"沒"	"mok8"	"mok˥˦"		
"沒"	"muk8"	"muk˥˦"		
"突"	"tuk8"	"tuk˥˦"		
"卒"	"tsuk4"	"tsuk˨"		
"猝"	"tsui6"	"tsui˧˥"		
"骨"	"kuk4"	"kuk˨"		
"窟"	"khuh4"	"kʰuʔ˨"		
"窟"	"khuk4"	"kʰuk˨"	"文"	
"忽"	"huk4"	"huk˨"		
"核"	"huk8"	"huk˥˦"		
"律"	"luk8"	"luk˥˦"		
"率"	"tsuk4"	"tsuk˨"		
"率"	"suk4"	"suk˨"		
"卒"	"tsui6"	"tsui˧˥"		
"戌"	"suk4"	"suk˨"		
"恤"	"suk4"	"suk˨"		
"絀"	"tshuak4"	"tsʰuak˨"		
"蟀"	"suk4"	"suk˨"		
"出"	"tshuk4"	"tsʰuk˨"		
"術"	"suk8"	"suk˥˦"		
"述"	"suk8"	"suk˥˦"		
"秫"	"tsuk8"	"tsuk˥˦"		
"橘"	"kik4"	"kik˨"		
"弗"	"huk4"	"huk˨"		
"拂"	"huk4"	"huk˨"		
"佛"	"huk8"	"huk˥˦"		
"物"	"mih8"	"miʔ˥˦"	"什~"	
"物"	"mueh8"	"mueʔ˥˦"		
"勿"	"mai3"	"mai˨˩˨"	"訓"	
"勿"	"buk4"	"buk˨"	"文"	
"勿"	"muk4"	"muk˨"	"又"	
"屈"	"khuk4"	"kʰuk˨"		
"掘"	"kuk8"	"kuk˥˦"		
"倔"	"khuk4"	"kʰuk˨"		
"氯"	"lek8"	"lek˥˦"		
"幫"	"pang1"	"paŋ˧˧"		
"榜"	"pang2"	"paŋ˥˨"		
"謗"	"pang6"	"paŋ˧˥"		
"滂"	"phang5"	"pʰaŋ˥˥"		
"旁"	"phang5"	"pʰaŋ˥˥"		
"傍"	"phang5"	"pʰaŋ˥˥"		
"傍"	"pang6"	"paŋ˧˥"		
"忙"	"mang5"	"maŋ˥˥"		
"芒"	"mang5"	"maŋ˥˥"		
"茫"	"mang5"	"maŋ˥˥"		
"莽"	"mang2"	"maŋ˥˨"		
"當"	"tng1"	"tŋ˧˧"		
"當"	"tang1"	"taŋ˧˧"	"文"	
"黨"	"tang2"	"taŋ˥˨"		
"擋"	"tang2"	"taŋ˥˨"		
"當"	"tng3"	"tŋ˨˩˨"	"文"	
"當"	"tang3"	"taŋ˨˩˨"		
"湯"	"thng1"	"tʰŋ˧˧"		
"倘"	"thang2"	"tʰaŋ˥˨"		
"躺"	"thang2"	"tʰaŋ˥˨"		
"燙"	"thng3"	"tʰŋ˨˩˨"		
"趟"	"thang1"	"tʰaŋ˧˧"		
"趟"	"thang2"	"tʰaŋ˥˨"	"又"	
"堂"	"tng5"	"tŋ˥˥"		
"唐"	"tng5"	"tŋ˥˥"	"白，姓氏"	
"唐"	"thang5"	"tʰaŋ˥˥"		
"糖"	"thng5"	"tʰŋ˥˥"		
"塘"	"tng5"	"tŋ˥˥"		
"螳"	"thang5"	"tʰaŋ˥˥"		
"蕩"	"tng6"	"tŋ˧˥"	"白"	
"蕩"	"tang6"	"taŋ˧˥"		
"宕"	"tang6"	"taŋ˧˥"		
"宕"	"tang3"	"taŋ˨˩˨"	"又"	
"囊"	"lang5"	"laŋ˥˥"		
"曩"	"lang6"	"laŋ˧˥"		
"狼"	"lang5"	"laŋ˥˥"		
"廊"	"lang5"	"laŋ˥˥"		
"郎"	"nng5"	"nŋ˥˥"	"白"	
"郎"	"lang5"	"laŋ˥˥"		
"螂"	"lang5"	"laŋ˥˥"		
"朗"	"lang6"	"laŋ˧˥"		
"浪"	"nng7"	"nŋ˧˩"	"白，汕尾遮~"	
"浪"	"lang6"	"laŋ˧˥"		
"臧"	"tsang1"	"tsaŋ˧˧"		
"贓"	"tsng1"	"tsŋ˧˧"	"白"	
"贓"	"tsang1"	"tsaŋ˧˧"		
"髒"	"tsng3"	"tsŋ˨˩˨"		
"葬"	"tsng3"	"tsŋ˨˩˨"		
"倉"	"tshng1"	"tsʰŋ˧˧"		
"蒼"	"tshang1"	"tsʰaŋ˧˧"		
"藏"	"tshang5"	"tsʰaŋ˥˥"		
"藏"	"tsang6"	"tsaŋ˧˥"		
"臓"	"tsang6"	"tsaŋ˧˥"		
"桑"	"sng1"	"sŋ˧˧"		
"喪"	"sng1"	"sŋ˧˧"		
"喪"	"sang3"	"saŋ˨˩˨"	"文"	
"嗓"	"sng1"	"sŋ˧˧"		
"嗓"	"sang2"	"saŋ˥˨"	"文"	
"岡"	"kurng1"	"kɯŋ˧˧"	"白"	
"岡"	"kang1"	"kaŋ˧˧"		
"剛"	"kang1"	"kaŋ˧˧"		
"鋼"	"kurng3"	"kɯŋ˨˩˨"		
"缸"	"kurng1"	"kɯŋ˧˧"		
"綱"	"kang1"	"kaŋ˧˧"		
"崗"	"kurng1"	"kɯŋ˧˧"		
"崗"	"kang1"	"kaŋ˧˧"	"文"	
"康"	"khang1"	"kʰaŋ˧˧"		
"糠"	"khang1"	"kʰaŋ˧˧"		
"慷"	"khang1"	"kʰaŋ˧˧"		
"抗"	"khang3"	"kʰaŋ˨˩˨"		
"炕"	"khang1"	"kʰaŋ˧˧"		
"炕"	"khang3"	"kʰaŋ˨˩˨"	"又"	
"昂"	"ang5"	"aŋ˥˥"		
"杭"	"hang5"	"haŋ˥˥"		
"航"	"phang5"	"pʰaŋ˥˥"	"訓"	
"航"	"hang5"	"haŋ˥˥"		
"行"	"hang5"	"haŋ˥˥"		
"肮"	"ang1"	"aŋ˧˧"		
"娘"	"nionn5"	"nio ̃˥˥"		
"釀"	"dziang2"	"dziaŋ˥˨"		
"良"	"liang5"	"liaŋ˥˥"		
"涼"	"liang5"	"liaŋ˥˥"		
"量"	"nionn5"	"nio ̃˥˥"		
"量"	"liang5"	"liaŋ˥˥"	"文"	
"糧"	"nionn5"	"nio ̃˥˥"		
"梁"	"nionn5"	"nio ̃˥˥"		
"梁"	"liang5"	"liaŋ˥˥"	"文"	
"粱"	"nionn5"	"nio ̃˥˥"		
"粱"	"liang5"	"liaŋ˥˥"	"文"	
"兩"	"no6"	"no˧˥"		
"兩"	"nionn2"	"nio ̃˥˨"	"又"	
"兩"	"liang2"	"liaŋ˥˨"	"文"	
"亮"	"liang6"	"liaŋ˧˥"		
"輛"	"liang2"	"liaŋ˥˨"		
"量"	"liang6"	"liaŋ˧˥"		
"諒"	"liang6"	"liaŋ˧˥"		
"將"	"tsiang1"	"tɕiaŋ˧˧"		
"漿"	"tsionn1"	"tɕio ̃˧˧"		
"蔣"	"tsionn2"	"tɕio ̃˥˨"		
"槳"	"tsionn2"	"tɕio ̃˥˨"		
"獎"	"tsiang3"	"tɕiaŋ˨˩˨"		
"將"	"tsiang3"	"tɕiaŋ˨˩˨"		
"醬"	"tsionn3"	"tɕio ̃˨˩˨"		
"槍"	"tshionn1"	"tɕʰio ̃˧˧"		
"搶"	"tshionn2"	"tɕʰio ̃˥˨"		
"牆"	"tshionn5"	"tɕʰio ̃˥˥"		
"戕"	"tshiang1"	"tɕʰiaŋ˧˧"		
"戕"	"tshang1"	"tsʰaŋ˧˧"	"又"	
"匠"	"tsionn3"	"tɕio ̃˨˩˨"		
"匠"	"tsiang6"	"tɕiaŋ˧˥"	"文"	
"相"	"sio1"	"ɕio˧˧"	"白"	
"相"	"siang1"	"ɕiaŋ˧˧"		
"廂"	"sionn1"	"ɕio ̃˧˧"		
"廂"	"siang1"	"ɕiaŋ˧˧"	"文"	
"鑲"	"siang1"	"ɕiaŋ˧˧"		
"箱"	"sionn1"	"ɕio ̃˧˧"		
"襄"	"siang1"	"ɕiaŋ˧˧"		
"想"	"sionn6"	"ɕio ̃˧˥"		
"想"	"siang2"	"ɕiaŋ˥˨"	"文"	
"鯗"	"sionn2"	"ɕio ̃˥˨"		
"鯗"	"siang2"	"ɕiaŋ˥˨"		
"相"	"sionn3"	"ɕio ̃˨˩˨"	"白"	
"詳"	"siang5"	"ɕiaŋ˥˥"		
"祥"	"siang5"	"ɕiaŋ˥˥"		
"像"	"tshionn6"	"tɕʰio ̃˧˥"		
"像"	"sionn3"	"ɕio ̃˨˩˨"	"又"	
"像"	"siang6"	"ɕiaŋ˧˥"	"文"	
"象"	"tshionn6"	"tɕʰio ̃˧˥"		
"張"	"tionn1"	"tio ̃˧˧"		
"張"	"tsiang1"	"tɕiaŋ˧˧"	"文"	
"漲"	"tsiang3"	"tɕiaŋ˨˩˨"		
"長"	"tionn2"	"tio ̃˥˨"	"白"	
"長"	"tsiang2"	"tɕiaŋ˥˨"		
"帳"	"tionn3"	"tio ̃˨˩˨"		
"賬"	"tionn3"	"tio ̃˨˩˨"		
"脹"	"tionn3"	"tio ̃˨˩˨"		
"暢"	"thiang3"	"tʰiaŋ˨˩˨"		
"悵"	"tsiang3"	"tɕiaŋ˨˩˨"		
"長"	"tng5"	"tŋ˥˥"	"白"	
"長"	"tshiang5"	"tɕʰiaŋ˥˥"	"文"	
"腸"	"tng5"	"tŋ˥˥"		
"場"	"tionn5"	"tio ̃˥˥"	"白"	
"場"	"tshiang5"	"tɕʰiaŋ˥˥"	"文"	
"丈"	"tng6"	"tŋ˧˥"	"白"	
"丈"	"tionn6"	"tio ̃˧˥"	"又白"	
"丈"	"tsiang6"	"tɕiaŋ˧˥"	"文"	
"杖"	"tsiang6"	"tɕiaŋ˧˥"		
"仗"	"tsiang6"	"tɕiaŋ˧˥"		
"莊"	"tsng1"	"tsŋ˧˧"		
"莊"	"tsang1"	"tsaŋ˧˧"	"文"	
"莊"	"tsuang1"	"tsuaŋ˧˧"	"又文"	
"裝"	"tsng1"	"tsŋ˧˧"		
"裝"	"tsuang1"	"tsuaŋ˧˧"	"文"	
"壯"	"tsang3"	"tsaŋ˨˩˨"		
"瘡"	"tshng1"	"tsʰŋ˧˧"		
"創"	"tshang3"	"tsʰaŋ˨˩˨"		
"牀"	"tshng5"	"tsʰŋ˥˥"		
"狀"	"tsng7"	"tsŋ˧˩"	"白"	
"狀"	"tso6"	"tso˧˥"	"又白，~元"	
"狀"	"tsuang6"	"tsuaŋ˧˥"		
"霜"	"sng1"	"sŋ˧˧"		
"孀"	"sng1"	"sŋ˧˧"		
"爽"	"sng2"	"sŋ˥˨"	"白，玩"	
"爽"	"suang2"	"suaŋ˥˨"		
"章"	"tsionn1"	"tɕio ̃˧˧"		
"章"	"tsiang1"	"tɕiaŋ˧˧"	"文，规~"	
"樟"	"tsionn1"	"tɕio ̃˧˧"		
"樟"	"tsng1"	"tsŋ˧˧"	"又，澄海~林"	
"樟"	"tsiang1"	"tɕiaŋ˧˧"	"文"	
"掌"	"tsionn2"	"tɕio ̃˥˨"		
"障"	"tsiang3"	"tɕiaŋ˨˩˨"		
"昌"	"tshiang1"	"tɕʰiaŋ˧˧"		
"廠"	"tshiang2"	"tɕʰiaŋ˥˨"		
"廠"	"am1"	"am˧˧"	"又"	
"唱"	"tshio3"	"tɕʰio˨˩˨"	"白，~曲"	
"唱"	"tshiang3"	"tɕʰiaŋ˨˩˨"		
"倡"	"tshiang3"	"tɕʰiaŋ˨˩˨"		
"商"	"siang1"	"ɕiaŋ˧˧"		
"傷"	"sionn1"	"ɕio ̃˧˧"		
"賞"	"sionn2"	"ɕio ̃˥˨"		
"餉"	"hiang3"	"hiaŋ˨˩˨"		
"常"	"sionn5"	"ɕio ̃˥˥"		
"常"	"siang5"	"ɕiaŋ˥˥"	"文，反~"	
"常"	"tshiang5"	"tɕʰiaŋ˥˥"	"又文"	
"嘗"	"sionn5"	"ɕio ̃˥˥"		
"償"	"sionn5"	"ɕio ̃˥˥"		
"裳"	"siang5"	"ɕiaŋ˥˥"		
"上"	"tsionn6"	"tɕio ̃˧˥"		
"上"	"siang6"	"ɕiaŋ˧˥"	"文"	
"尚"	"sionn7"	"ɕio ̃˧˩"	"白，和~"	
"尚"	"siang6"	"ɕiaŋ˧˥"		
"上"	"sionn7"	"ɕio ̃˧˩"		
"瓤"	"dziang2"	"dziaŋ˥˨"		
"壤"	"dziang2"	"dziaŋ˥˨"		
"攘"	"dziang2"	"dziaŋ˥˨"		
"嚷"	"dziang2"	"dziaŋ˥˨"		
"讓"	"nionn7"	"nio ̃˧˩"	"白"	
"讓"	"dziang6"	"dziaŋ˧˥"		
"疆"	"kiang1"	"kiaŋ˧˧"		
"僵"	"kiang1"	"kiaŋ˧˧"		
"薑"	"kionn1"	"kio ̃˧˧"		
"羌"	"kiang1"	"kiaŋ˧˧"		
"強"	"kionn5"	"kio ̃˥˥"		
"強"	"khiang5"	"kʰiaŋ˥˥"	"文"	
"強"	"khiang3"	"kʰiaŋ˨˩˨"	"又，稱贊"	
"強"	"khiang2"	"kʰiaŋ˥˨"	"又"	
"仰"	"ngiang2"	"ŋiaŋ˥˨"		
"香"	"hionn1"	"hio ̃˧˧"		
"香"	"hiang1"	"hiaŋ˧˧"	"文"	
"鄉"	"hionn1"	"hio ̃˧˧"		
"鄉"	"hiang1"	"hiaŋ˧˧"	"文"	
"享"	"hiang2"	"hiaŋ˥˨"		
"響"	"hiang2"	"hiaŋ˥˨"		
"向"	"hiann3"	"hia ̃˨˩˨"	"白"	
"向"	"niann3"	"nia ̃˨˩˨"	"又"	
"向"	"hiang3"	"hiaŋ˨˩˨"	"文"	
"央"	"iang1"	"iaŋ˧˧"		
"秧"	"ng1"	"ŋ˧˧"		
"秧"	"iang1"	"iaŋ˧˧"		
"殃"	"iang1"	"iaŋ˧˧"		
"羊"	"ionn5"	"io ̃˥˥"		
"洋"	"ionn5"	"io ̃˥˥"	"白"	
"洋"	"iang5"	"iaŋ˥˥"	"文"	
"楊"	"ionn5"	"io ̃˥˥"	"白"	
"楊"	"iang5"	"iaŋ˥˥"	"文"	
"揚"	"iang5"	"iaŋ˥˥"		
"陽"	"ionn5"	"io ̃˥˥"	"白，潮~"	
"陽"	"iang5"	"iaŋ˥˥"	"文"	
"養"	"ionn2"	"io ̃˥˨"	"白"	
"養"	"iang2"	"iaŋ˥˨"	"文"	
"癢"	"tsionn6"	"tɕio ̃˧˥"		
"癢"	"iang6"	"iaŋ˧˥"	"文"	
"樣"	"ionn7"	"io ̃˧˩"		
"恙"	"iang6"	"iaŋ˧˥"		
"博"	"phak4"	"pʰak˨"		
"薄"	"po8"	"po˥˦"		
"泊"	"poh8"	"poʔ˥˦"		
"莫"	"mok8"	"mok˥˦"		
"膜"	"moh8"	"moʔ˥˦"		
"摸"	"mou5"	"mou˥˥"		
"寞"	"mok8"	"mok˥˦"		
"幕"	"mo6"	"mo˧˥"		
"托"	"thoh4"	"tʰoʔ˨"		
"鐸"	"tak8"	"tak˥˦"		
"踱"	"tak8"	"tak˥˦"		
"度"	"tak8"	"tak˥˦"		
"諾"	"nap8"	"nap˥˦"		
"落"	"lauh8"	"lauʔ˥˦"		
"落"	"lauh5"	"lauʔ˥˥"	"又"	
"落"	"loh8"	"loʔ˥˦"	"又"	
"落"	"lak4"	"lak˨"	"又，~皮"	
"落"	"la6"	"la˧˥"	"文，~下"	
"洛"	"lok8"	"lok˥˦"		
"駱"	"loh8"	"loʔ˥˦"		
"絡"	"lok8"	"lok˥˦"		
"酪"	"lok8"	"lok˥˦"		
"烙"	"luah4"	"luaʔ˨"		
"樂"	"lak8"	"lak˥˦"		
"作"	"tsoh4"	"tsoʔ˨"	"白"	
"作"	"tsak4"	"tsak˨"		
"鑿"	"tshak8"	"tsʰak˥˦"		
"昨"	"tsa1"	"tsa˧˧"		
"索"	"soh4"	"soʔ˨"	"白"	
"索"	"sok4"	"sok˨"		
"各"	"kak4"	"kak˨"		
"閣"	"koh4"	"koʔ˨"		
"胳"	"keh4"	"keʔ˨"		
"鄂"	"ngak8"	"ŋak˥˦"		
"鱷"	"ngak8"	"ŋak˥˦"		
"壑"	"hak4"	"hak˨"		
"鶴"	"hoh8"	"hoʔ˥˦"		
"惡"	"ak4"	"ak˨"		
"掠"	"liah8"	"liaʔ˥˦"	"白，抓"	
"掠"	"liak8"	"liak˥˦"		
"略"	"liak8"	"liak˥˦"		
"爵"	"tsiak4"	"tɕiak˨"		
"雀"	"tsiauh4"	"tɕiauʔ˨"	"白，打麻~"	
"雀"	"tshiak4"	"tɕʰiak˨"		
"鵲"	"tshiak4"	"tɕʰiak˨"		
"嚼"	"tsiak4"	"tɕiak˨"		
"削"	"siah4"	"ɕiaʔ˨"		
"著"	"toh8"	"toʔ˥˦"		
"著"	"tioh8"	"tioʔ˥˦"	"又"	
"酌"	"tiak4"	"tiak˨"		
"酌"	"tsiak4"	"tɕiak˨"	"又"	
"綽"	"tsiak4"	"tɕiak˨"		
"綽"	"tshok4"	"tsʰok˨"	"又"	
"勺"	"sioh8"	"ɕioʔ˥˦"		
"勺"	"tsiak4"	"tɕiak˨"	"文"	
"芍"	"tsiak4"	"tɕiak˨"		
"芍"	"tsiak4"	"tɕiak˨"	"又"	
"若"	"na7"	"na˧˩"	"又"	
"若"	"dzioh8"	"dzioʔ˥˦"	"白，提问"	
"若"	"dziak8"	"dziak˥˦"	"文"	
"弱"	"dziak8"	"dziak˥˦"		
"腳"	"kioh4"	"kioʔ˨"		
"腳"	"kiok4"	"kiok˨"	"文"	
"卻"	"khiak4"	"kʰiak˨"		
"虐"	"ngiak4"	"ŋiak˨"		
"瘧"	"ngiauh8"	"ŋiauʔ˥˦"		
"約"	"ioh4"	"ioʔ˨"		
"約"	"iak4"	"iak˨"	"文"	
"鉻"	"kak4"	"kak˨"		
"鑰"	"iak4"	"iak˨"		
"躍"	"iak4"	"iak˨"		
"光"	"kurng1"	"kɯŋ˧˧"		
"光"	"kuang1"	"kuaŋ˧˧"	"文"	
"廣"	"kurng2"	"kɯŋ˥˨"	"白，~州"	
"廣"	"kuang2"	"kuaŋ˥˨"		
"曠"	"khuang3"	"kʰuaŋ˨˩˨"		
"荒"	"hng1"	"hŋ˧˧"	"白"	
"荒"	"huang1"	"huaŋ˧˧"		
"慌"	"huang1"	"huaŋ˧˧"		
"恍"	"huang2"	"huaŋ˥˨"		
"謊"	"huang1"	"huaŋ˧˧"		
"黃"	"ng5"	"ŋ˥˥"		
"蝗"	"uang5"	"uaŋ˥˥"	"白"	
"蝗"	"huang5"	"huaŋ˥˥"		
"皇"	"uang5"	"uaŋ˥˥"	"白"	
"皇"	"huang5"	"huaŋ˥˥"		
"汪"	"uang1"	"uaŋ˧˧"		
"方"	"pung1"	"puŋ˧˧"	"白，姓氏"	
