"繁體"	"简体"	"拼音"	"音標"	"註釋"	"聲"	"韻"	"調"
"保"	"保"	"pae3"	"pɛ˧˥"		"p"	"ɛ"	"˧˥"
"堡"	"堡"	"pae3"	"pɛ˧˥"		"p"	"ɛ"	"˧˥"
"寶"	"宝"	"pae3"	"pɛ˧˥"		"p"	"ɛ"	"˧˥"
"報"	"报"	"pae5"	"pɛ˥˨"		"p"	"ɛ"	"˥˨"
"袍"	"袍"	"bae2"	"bɛ˧˩"		"b"	"ɛ"	"˧˩"
"抱"	"抱"	"bae4"	"bɛ˩˧"		"b"	"ɛ"	"˩˧"
"暴"	"暴"	"bae6"	"bɛ˨˨"		"b"	"ɛ"	"˨˨"
"毛"	"毛"	"mae2"	"mɛ˧˩"		"m"	"ɛ"	"˧˩"
"蟊"	"蟊"	"mae2"	"mɛ˧˩"	"壞，溫州方言志用此字表示"	"m"	"ɛ"	"˧˩"
"冒"	"冒"	"mae6"	"mɛ˨˨"		"m"	"ɛ"	"˨˨"
"帽"	"帽"	"mae6"	"mɛ˨˨"		"m"	"ɛ"	"˨˨"
"刀"	"刀"	"tae1"	"tɛ˦˦"		"t"	"ɛ"	"˦˦"
"叨"	"叨"	"tae1"	"tɛ˦˦"		"t"	"ɛ"	"˦˦"
"倒"	"倒"	"tae3"	"tɛ˧˥"		"t"	"ɛ"	"˧˥"
"島"	"岛"	"tae3"	"tɛ˧˥"		"t"	"ɛ"	"˧˥"
"禱"	"祷"	"tae3"	"tɛ˧˥"		"t"	"ɛ"	"˧˥"
"到"	"到"	"tae5"	"tɛ˥˨"		"t"	"ɛ"	"˥˨"
"倒"	"倒"	"tae5"	"tɛ˥˨"		"t"	"ɛ"	"˥˨"
"掏"	"掏"	"thae1"	"tʰɛ˦˦"		"tʰ"	"ɛ"	"˦˦"
"滔"	"滔"	"thae1"	"tʰɛ˦˦"		"tʰ"	"ɛ"	"˦˦"
"討"	"讨"	"thae3"	"tʰɛ˧˥"		"tʰ"	"ɛ"	"˧˥"
"套"	"套"	"thae5"	"tʰɛ˥˨"		"tʰ"	"ɛ"	"˥˨"
"桃"	"桃"	"dae2"	"dɛ˧˩"		"d"	"ɛ"	"˧˩"
"逃"	"逃"	"dae2"	"dɛ˧˩"		"d"	"ɛ"	"˧˩"
"陶"	"陶"	"dae2"	"dɛ˧˩"		"d"	"ɛ"	"˧˩"
"萄"	"萄"	"dae2"	"dɛ˧˩"		"d"	"ɛ"	"˧˩"
"濤"	"涛"	"dae2"	"dɛ˧˩"		"d"	"ɛ"	"˧˩"
"稻"	"稻"	"dae4"	"dɛ˩˧"		"d"	"ɛ"	"˩˧"
"道"	"道"	"dae4"	"dɛ˩˧"		"d"	"ɛ"	"˩˧"
"導"	"导"	"dae4"	"dɛ˩˧"		"d"	"ɛ"	"˩˧"
"盜"	"盗"	"dae6"	"dɛ˨˨"		"d"	"ɛ"	"˨˨"
"腦"	"脑"	"nae4"	"nɛ˩˧"		"n"	"ɛ"	"˩˧"
"惱"	"恼"	"nae4"	"nɛ˩˧"		"n"	"ɛ"	"˩˧"
"□"	"□"	"nae6"	"nɛ˨˨"	"打人的一種方法"	"n"	"ɛ"	"˨˨"
"勞"	"劳"	"lae2"	"lɛ˧˩"		"l"	"ɛ"	"˧˩"
"撈"	"捞"	"lae2"	"lɛ˧˩"		"l"	"ɛ"	"˧˩"
"嘮"	"唠"	"lae2"	"lɛ˧˩"		"l"	"ɛ"	"˧˩"
"牢"	"牢"	"lae2"	"lɛ˧˩"		"l"	"ɛ"	"˧˩"
"老"	"老"	"lae4"	"lɛ˩˧"		"l"	"ɛ"	"˩˧"
"遭"	"遭"	"tsae1"	"tsɛ˦˦"		"ts"	"ɛ"	"˦˦"
"糟"	"糟"	"tsae1"	"tsɛ˦˦"		"ts"	"ɛ"	"˦˦"
"早"	"早"	"tsae3"	"tsɛ˧˥"		"ts"	"ɛ"	"˧˥"
"棗"	"枣"	"tsae3"	"tsɛ˧˥"		"ts"	"ɛ"	"˧˥"
"蚤"	"蚤"	"tsae3"	"tsɛ˧˥"		"ts"	"ɛ"	"˧˥"
"澡"	"澡"	"tsae3"	"tsɛ˧˥"		"ts"	"ɛ"	"˧˥"
"躁"	"躁"	"tsae5"	"tsɛ˥˨"		"ts"	"ɛ"	"˥˨"
"灶"	"灶"	"tsae5"	"tsɛ˥˨"		"ts"	"ɛ"	"˥˨"
"操"	"操"	"tshae1"	"tsʰɛ˦˦"		"tsʰ"	"ɛ"	"˦˦"
"糙"	"糙"	"tshae1"	"tsʰɛ˦˦"		"tsʰ"	"ɛ"	"˦˦"
"造"	"造"	"tshae1"	"tsʰɛ˦˦"		"tsʰ"	"ɛ"	"˦˦"
"草"	"草"	"tshae3"	"tsʰɛ˧˥"		"tsʰ"	"ɛ"	"˧˥"
"曹"	"曹"	"zae2"	"zɛ˧˩"		"z"	"ɛ"	"˧˩"
"皂"	"皂"	"zae4"	"zɛ˩˧"		"z"	"ɛ"	"˩˧"
"造"	"造"	"zae4"	"zɛ˩˧"		"z"	"ɛ"	"˩˧"
"騷"	"骚"	"sae1"	"sɛ˦˦"		"s"	"ɛ"	"˦˦"
"臊"	"臊"	"sae1"	"sɛ˦˦"		"s"	"ɛ"	"˦˦"
"掃"	"扫"	"sae3"	"sɛ˧˥"		"s"	"ɛ"	"˧˥"
"嫂"	"嫂"	"sae3"	"sɛ˧˥"		"s"	"ɛ"	"˧˥"
"掃"	"扫"	"sae3"	"sɛ˧˥"		"s"	"ɛ"	"˧˥"
"掃"	"扫"	"sae5"	"sɛ˥˨"		"s"	"ɛ"	"˥˨"
"高"	"高"	"kae1"	"kɛ˦˦"		"k"	"ɛ"	"˦˦"
"膏"	"膏"	"kae1"	"kɛ˦˦"		"k"	"ɛ"	"˦˦"
"羔"	"羔"	"kae1"	"kɛ˦˦"		"k"	"ɛ"	"˦˦"
"糕"	"糕"	"kae1"	"kɛ˦˦"		"k"	"ɛ"	"˦˦"
"稿"	"稿"	"kae3"	"kɛ˧˥"		"k"	"ɛ"	"˧˥"
"告"	"告"	"kae5"	"kɛ˥˨"		"k"	"ɛ"	"˥˨"
"考"	"考"	"khae3"	"kʰɛ˧˥"		"kʰ"	"ɛ"	"˧˥"
"烤"	"烤"	"khae3"	"kʰɛ˧˥"		"kʰ"	"ɛ"	"˧˥"
"靠"	"靠"	"khae5"	"kʰɛ˥˨"		"kʰ"	"ɛ"	"˥˨"
"犒"	"犒"	"khae5"	"kʰɛ˥˨"		"kʰ"	"ɛ"	"˥˨"
"熬"	"熬"	"ngae2"	"ŋɛ˧˩"		"ŋ"	"ɛ"	"˧˩"
"傲"	"傲"	"ngae6"	"ŋɛ˨˨"		"ŋ"	"ɛ"	"˨˨"
"蒿"	"蒿"	"hae1"	"hɛ˦˦"		"h"	"ɛ"	"˦˦"
"薅"	"薅"	"hae1"	"hɛ˦˦"		"h"	"ɛ"	"˦˦"
"好"	"好"	"hae3"	"hɛ˧˥"		"h"	"ɛ"	"˧˥"
"好"	"好"	"hae5"	"hɛ˥˨"		"h"	"ɛ"	"˥˨"
"耗"	"耗"	"hae5"	"hɛ˥˨"		"h"	"ɛ"	"˥˨"
"豪"	"豪"	"ghae2"	"ɦɛ˧˩"		"ɦ"	"ɛ"	"˧˩"
"毫"	"毫"	"ghae2"	"ɦɛ˧˩"		"ɦ"	"ɛ"	"˧˩"
"號"	"号"	"ghae4"	"ɦɛ˩˧"		"ɦ"	"ɛ"	"˩˧"
"浩"	"浩"	"ghae4"	"ɦɛ˩˧"		"ɦ"	"ɛ"	"˩˧"
"號"	"号"	"ghae6"	"ɦɛ˨˨"		"ɦ"	"ɛ"	"˨˨"
"爊"	"爊"	"ae1"	"ʔɛ˦˦"		"ʔ"	"ɛ"	"˦˦"
"襖"	"袄"	"ae3"	"ʔɛ˧˥"		"ʔ"	"ɛ"	"˧˥"
"懊"	"懊"	"ae3"	"ʔɛ˧˥"		"ʔ"	"ɛ"	"˧˥"
"奧"	"奥"	"ae5"	"ʔɛ˥˨"		"ʔ"	"ɛ"	"˥˨"
"懊"	"懊"	"ae5"	"ʔɛ˥˨"		"ʔ"	"ɛ"	"˥˨"
"包"	"包"	"pao1"	"pɔ˦˦"		"p"	"ɔ"	"˦˦"
"胞"	"胞"	"pao1"	"pɔ˦˦"		"p"	"ɔ"	"˦˦"
"飽"	"饱"	"pao3"	"pɔ˧˥"		"p"	"ɔ"	"˧˥"
"豹"	"豹"	"pao5"	"pɔ˥˨"		"p"	"ɔ"	"˥˨"
"爆"	"爆"	"pao5"	"pɔ˥˨"		"p"	"ɔ"	"˥˨"
"泡"	"泡"	"phao5"	"pʰɔ˥˨"		"pʰ"	"ɔ"	"˥˨"
"拋"	"抛"	"phao1"	"pʰɔ˦˦"		"pʰ"	"ɔ"	"˦˦"
"炮"	"炮"	"phao5"	"pʰɔ˥˨"		"pʰ"	"ɔ"	"˥˨"
"跑"	"跑"	"phao3"	"pʰɔ˧˥"		"pʰ"	"ɔ"	"˧˥"
"鮑"	"鲍"	"bao4"	"bɔ˩˧"		"b"	"ɔ"	"˩˧"
"刨"	"刨"	"bao4"	"bɔ˩˧"		"b"	"ɔ"	"˩˧"
"茅"	"茅"	"mao2"	"mɔ˧˩"		"m"	"ɔ"	"˧˩"
"□"	"□"	"mao2"	"mɔ˧˩"	"玩鬧"	"m"	"ɔ"	"˧˩"
"貓"	"猫"	"mao2"	"mɔ˧˩"	"大貓：老虎"	"m"	"ɔ"	"˧˩"
"貓"	"猫"	"mao1"	"ʔmɔ˦˦"		"ʔm"	"ɔ"	"˦˦"
"卯"	"卯"	"mao4"	"mɔ˩˧"		"m"	"ɔ"	"˩˧"
"貌"	"貌"	"mao6"	"mɔ˨˨"		"m"	"ɔ"	"˨˨"
"鐃"	"铙"	"nao2"	"nɔ˧˩"		"n"	"ɔ"	"˧˩"
"撓"	"挠"	"nao2"	"nɔ˧˩"		"n"	"ɔ"	"˧˩"
"撓"	"挠"	"nao4"	"nɔ˩˧"		"n"	"ɔ"	"˩˧"
"鬧"	"闹"	"nao6"	"nɔ˨˨"		"n"	"ɔ"	"˨˨"
"罩"	"罩"	"tsao5"	"tsɔ˥˨"		"ts"	"ɔ"	"˥˨"
"抓"	"抓"	"tsao3"	"tsɔ˧˥"		"ts"	"ɔ"	"˧˥"
"爪"	"爪"	"tsao3"	"tsɔ˧˥"		"ts"	"ɔ"	"˧˥"
"找"	"找"	"tsao3"	"tsɔ˧˥"		"ts"	"ɔ"	"˧˥"
"笊"	"笊"	"tsao5"	"tsɔ˥˨"		"ts"	"ɔ"	"˥˨"
"抄"	"抄"	"tshao1"	"tsʰɔ˦˦"		"tsʰ"	"ɔ"	"˦˦"
"鈔"	"钞"	"tshao1"	"tsʰɔ˦˦"		"tsʰ"	"ɔ"	"˦˦"
"炒"	"炒"	"tshao3"	"tsʰɔ˧˥"		"tsʰ"	"ɔ"	"˧˥"
"吵"	"吵"	"tshao3"	"tsʰɔ˧˥"		"tsʰ"	"ɔ"	"˧˥"
"巢"	"巢"	"zao2"	"zɔ˧˩"		"z"	"ɔ"	"˧˩"
"梢"	"梢"	"sao1"	"sɔ˦˦"		"s"	"ɔ"	"˦˦"
"捎"	"捎"	"sao1"	"sɔ˦˦"		"s"	"ɔ"	"˦˦"
"稍"	"稍"	"sao1"	"sɔ˦˦"		"s"	"ɔ"	"˦˦"
"潲"	"潲"	"sao1"	"sɔ˦˦"		"s"	"ɔ"	"˦˦"
"交"	"交"	"kao1"	"kɔ˦˦"		"k"	"ɔ"	"˦˦"
"郊"	"郊"	"kao1"	"kɔ˦˦"		"k"	"ɔ"	"˦˦"
"膠"	"胶"	"kao1"	"kɔ˦˦"		"k"	"ɔ"	"˦˦"
"教"	"教"	"kao1"	"kɔ˦˦"		"k"	"ɔ"	"˦˦"
"絞"	"绞"	"kao3"	"kɔ˧˥"		"k"	"ɔ"	"˧˥"
"狡"	"狡"	"kao3"	"kɔ˧˥"		"k"	"ɔ"	"˧˥"
"鉸"	"铰"	"kao3"	"kɔ˧˥"		"k"	"ɔ"	"˧˥"
"搞"	"搞"	"kao3"	"kɔ˧˥"		"k"	"ɔ"	"˧˥"
"攪"	"搅"	"kao3"	"kɔ˧˥"		"k"	"ɔ"	"˧˥"
"教"	"教"	"kao5"	"kɔ˥˨"		"k"	"ɔ"	"˥˨"
"較"	"较"	"kao5"	"kɔ˥˨"		"k"	"ɔ"	"˥˨"
"酵"	"酵"	"kao5"	"kɔ˥˨"		"k"	"ɔ"	"˥˨"
"窖"	"窖"	"kao5"	"kɔ˥˨"		"k"	"ɔ"	"˥˨"
"校"	"校"	"kao5"	"kɔ˥˨"		"k"	"ɔ"	"˥˨"
"覺"	"觉"	"kao5"	"kɔ˥˨"		"k"	"ɔ"	"˥˨"
"敲"	"敲"	"khao1"	"kʰɔ˦˦"		"kʰ"	"ɔ"	"˦˦"
"巧"	"巧"	"khao3"	"kʰɔ˧˥"		"kʰ"	"ɔ"	"˧˥"
"咬"	"咬"	"ngao4"	"ŋɔ˩˧"		"ŋ"	"ɔ"	"˩˧"
"□"	"□"	"hao1"	"hɔ˦˦"	"哮喘"	"h"	"ɔ"	"˦˦"
"孝"	"孝"	"hao5"	"hɔ˥˨"		"h"	"ɔ"	"˥˨"
"肴"	"肴"	"ghao2"	"ɦɔ˧˩"		"ɦ"	"ɔ"	"˧˩"
"爻"	"爻"	"ghao2"	"ɦɔ˧˩"		"ɦ"	"ɔ"	"˧˩"
"淆"	"淆"	"ghao4"	"ɦɔ˩˧"		"ɦ"	"ɔ"	"˩˧"
"效"	"效"	"ghao4"	"ɦɔ˩˧"		"ɦ"	"ɔ"	"˩˧"
"校"	"校"	"ghao6"	"ɦɔ˨˨"		"ɦ"	"ɔ"	"˨˨"
"坳"	"坳"	"ao1"	"ʔɔ˦˦"		"ʔ"	"ɔ"	"˦˦"
"拗"	"拗"	"ao1"	"ʔɔ˦˦"		"ʔ"	"ɔ"	"˦˦"
"飈"	"飈"	"pi1"	"pi˦˦"		"p"	"i"	"˦˦"
"標"	"标"	"pi1"	"pi˦˦"		"p"	"i"	"˦˦"
"表"	"表"	"pi3"	"pi˧˥"		"p"	"i"	"˧˥"
"錶"	"表"	"pi3"	"pi˧˥"		"p"	"i"	"˧˥"
"飄"	"飘"	"phi1"	"pʰi˦˦"		"pʰ"	"i"	"˦˦"
"漂"	"漂"	"phi1"	"pʰi˦˦"		"pʰ"	"i"	"˦˦"
"票"	"票"	"phi5"	"pʰi˥˨"		"pʰ"	"i"	"˥˨"
"漂"	"漂"	"phi3"	"pʰi˧˥"		"pʰ"	"i"	"˧˥"
"嫖"	"嫖"	"bi2"	"bi˧˩"		"b"	"i"	"˧˩"
"瓢"	"瓢"	"bi2"	"bi˧˩"		"b"	"i"	"˧˩"
"鰾"	"鳔"	"bi4"	"bi˩˧"		"b"	"i"	"˩˧"
"票"	"票"	"bi6"	"bi˨˨"		"b"	"i"	"˨˨"
"描"	"描"	"mi2"	"mi˧˩"		"m"	"i"	"˧˩"
"苗"	"苗"	"mi2"	"mi˧˩"		"m"	"i"	"˧˩"
"藐"	"藐"	"mi4"	"mi˩˧"		"m"	"i"	"˩˧"
"渺"	"渺"	"mi4"	"mi˩˧"		"m"	"i"	"˩˧"
"秒"	"秒"	"mi4"	"mi˩˧"		"m"	"i"	"˩˧"
"廟"	"庙"	"mi6"	"mi˨˨"		"m"	"i"	"˨˨"
"妙"	"妙"	"mi6"	"mi˨˨"		"m"	"i"	"˨˨"
"燎"	"燎"	"luao2"	"luɔ˧˩"		"l"	"uɔ"	"˧˩"
"燎"	"燎"	"luao4"	"luɔ˩˧"		"l"	"uɔ"	"˩˧"
"焦"	"焦"	"ciu1"	"tɕy˦˦"		"tɕ"	"y"	"˦˦"
"椒"	"椒"	"ciu1"	"tɕy˦˦"		"tɕ"	"y"	"˦˦"
"剿"	"剿"	"ciu3"	"tɕy˧˥"		"tɕ"	"y"	"˧˥"
"鍬"	"锹"	"chiu1"	"tɕʰy˦˦"		"tɕʰ"	"y"	"˦˦"
"繰"	"缲"	"chiu1"	"tɕʰy˦˦"		"tɕʰ"	"y"	"˦˦"
"悄"	"悄"	"shiu1"	"ɕy˦˦"		"ɕ"	"y"	"˦˦"
"俏"	"俏"	"chiu5"	"tɕʰy˥˨"		"tɕʰ"	"y"	"˥˨"
"翹"	"翘"	"chiu5"	"tɕʰy˥˨"		"tɕʰ"	"y"	"˥˨"
"樵"	"樵"	"jiu2"	"dʑy˧˩"		"dʑ"	"y"	"˧˩"
"瞧"	"瞧"	"chiu1"	"tɕʰy˦˦"		"tɕʰ"	"y"	"˦˦"
"消"	"消"	"shiu1"	"ɕy˦˦"		"ɕ"	"y"	"˦˦"
"宵"	"宵"	"shiao1"	"ɕyɔ˦˦"	"夜宵"	"ɕ"	"yɔ"	"˦˦"
"宵"	"宵"	"shiu1"	"ɕy˦˦"		"ɕ"	"y"	"˦˦"
"霄"	"霄"	"shiu1"	"ɕy˦˦"		"ɕ"	"y"	"˦˦"
"硝"	"硝"	"shiu1"	"ɕy˦˦"		"ɕ"	"y"	"˦˦"
"銷"	"销"	"shiu1"	"ɕy˦˦"		"ɕ"	"y"	"˦˦"
"小"	"小"	"shiu3"	"ɕy˧˥"		"ɕ"	"y"	"˧˥"
"笑"	"笑"	"shiu5"	"ɕy˥˨"		"ɕ"	"y"	"˥˨"
"鞘"	"鞘"	"shiu5"	"ɕy˥˨"		"ɕ"	"y"	"˥˨"
"朝"	"朝"	"ciu1"	"tɕy˦˦"		"tɕ"	"y"	"˦˦"
"超"	"超"	"chiao1"	"tɕʰyɔ˦˦"		"tɕʰ"	"yɔ"	"˦˦"
"朝"	"朝"	"jiu2"	"dʑy˧˩"		"dʑ"	"y"	"˧˩"
"潮"	"潮"	"jiu2"	"dʑy˧˩"		"dʑ"	"y"	"˧˩"
"趙"	"赵"	"jiu4"	"dʑy˩˧"		"dʑ"	"y"	"˩˧"
"兆"	"兆"	"jiu4"	"dʑy˩˧"		"dʑ"	"y"	"˩˧"
"肇"	"肇"	"jiu4"	"dʑy˩˧"		"dʑ"	"y"	"˩˧"
"召"	"召"	"ciu1"	"tɕy˦˦"		"tɕ"	"y"	"˦˦"
"昭"	"昭"	"ciu1"	"tɕy˦˦"		"tɕ"	"y"	"˦˦"
"招"	"招"	"ciu1"	"tɕy˦˦"		"tɕ"	"y"	"˦˦"
"沼"	"沼"	"ciu3"	"tɕy˧˥"		"tɕ"	"y"	"˧˥"
"照"	"照"	"ciu5"	"tɕy˥˨"		"tɕ"	"y"	"˥˨"
"詔"	"诏"	"ciu5"	"tɕy˥˨"		"tɕ"	"y"	"˥˨"
"燒"	"烧"	"shiu1"	"ɕy˦˦"		"ɕ"	"y"	"˦˦"
"少"	"少"	"shiu3"	"ɕy˧˥"		"ɕ"	"y"	"˧˥"
"少"	"少"	"shiu5"	"ɕy˥˨"		"ɕ"	"y"	"˥˨"
"韶"	"韶"	"yu2"	"jy˧˩"		"j"	"y"	"˧˩"
"紹"	"绍"	"yu6"	"jy˨˨"		"j"	"y"	"˨˨"
"邵"	"邵"	"yu6"	"jy˨˨"		"j"	"y"	"˨˨"
"饒"	"饶"	"yu6"	"jy˨˨"		"j"	"y"	"˨˨"
"擾"	"扰"	"yu4"	"jy˩˧"		"j"	"y"	"˩˧"
"繞"	"绕"	"gniu4"	"ȵy˩˧"		"ȵ"	"y"	"˩˧"
"繞"	"绕"	"gniu6"	"ȵy˨˨"		"ȵ"	"y"	"˨˨"
"驕"	"骄"	"ciu1"	"tɕy˦˦"		"tɕ"	"y"	"˦˦"
"嬌"	"娇"	"ciu1"	"tɕy˦˦"		"tɕ"	"y"	"˦˦"
"矯"	"矫"	"ciu1"	"tɕy˦˦"		"tɕ"	"y"	"˦˦"
"喬"	"乔"	"jiu2"	"dʑy˧˩"		"dʑ"	"y"	"˧˩"
"橋"	"桥"	"jiu2"	"dʑy˧˩"		"dʑ"	"y"	"˧˩"
"轎"	"轿"	"jiu2"	"dʑy˧˩"		"dʑ"	"y"	"˧˩"
"囂"	"嚣"	"shiu1"	"ɕy˦˦"		"ɕ"	"y"	"˦˦"
"枵"	"枵"	"shiu1"	"ɕy˦˦"		"ɕ"	"y"	"˦˦"
"妖"	"妖"	"iu1"	"y˦˦"		"ʔ"	"y"	"˦˦"
"邀"	"邀"	"iu1"	"y˦˦"		"ʔ"	"y"	"˦˦"
"腰"	"腰"	"iu1"	"y˦˦"		"ʔ"	"y"	"˦˦"
"要"	"要"	"iu1"	"y˦˦"		"ʔ"	"y"	"˦˦"
"夭"	"夭"	"iu1"	"y˦˦"		"ʔ"	"y"	"˦˦"
"要"	"要"	"iu5"	"y˥˨"		"ʔ"	"y"	"˥˨"
"搖"	"摇"	"yu2"	"jy˧˩"		"j"	"y"	"˧˩"
"謠"	"谣"	"yu2"	"jy˧˩"		"j"	"y"	"˧˩"
"窯"	"窑"	"yu2"	"jy˧˩"		"j"	"y"	"˧˩"
"姚"	"姚"	"yu2"	"jy˧˩"		"j"	"y"	"˧˩"
"舀"	"舀"	"yu2"	"jy˧˩"		"j"	"y"	"˧˩"
"耀"	"耀"	"yu6"	"jy˨˨"		"j"	"y"	"˨˨"
"刁"	"刁"	"tuao1"	"tuɔ˦˦"		"t"	"uɔ"	"˦˦"
"貂"	"貂"	"tuao1"	"tuɔ˦˦"		"t"	"uɔ"	"˦˦"
"雕"	"雕"	"tuao1"	"tuɔ˦˦"		"t"	"uɔ"	"˦˦"
"鳥"	"鸟"	"gniao4"	"ȵyɔ˩˧"		"ȵ"	"yɔ"	"˩˧"
"吊"	"吊"	"tuao3"	"tuɔ˧˥"		"t"	"uɔ"	"˧˥"
"釣"	"钓"	"tuao5"	"tuɔ˥˨"		"t"	"uɔ"	"˥˨"
"挑"	"挑"	"thuao1"	"tʰuɔ˦˦"		"tʰ"	"uɔ"	"˦˦"
"跳"	"跳"	"thuao5"	"tʰuɔ˥˨"		"tʰ"	"uɔ"	"˥˨"
"糶"	"粜"	"thuao5"	"tʰuɔ˥˨"		"tʰ"	"uɔ"	"˥˨"
"跳"	"跳"	"thuao5"	"tʰuɔ˥˨"		"tʰ"	"uɔ"	"˥˨"
"條"	"条"	"duao2"	"duɔ˧˩"		"d"	"uɔ"	"˧˩"
"調"	"调"	"duao2"	"duɔ˧˩"		"d"	"uɔ"	"˧˩"
"掉"	"掉"	"duao4"	"duɔ˩˧"		"d"	"uɔ"	"˩˧"
"調"	"调"	"duao6"	"duɔ˨˨"		"d"	"uɔ"	"˨˨"
"調"	"调"	"duao6"	"duɔ˨˨"		"d"	"uɔ"	"˨˨"
"尿"	"尿"	"seu1"	"sɵʉ˦˦"		"s"	"ɵʉ"	"˦˦"
"聊"	"聊"	"luao2"	"luɔ˧˩"		"l"	"uɔ"	"˧˩"
"遼"	"辽"	"luao2"	"luɔ˧˩"		"l"	"uɔ"	"˧˩"
"撩"	"撩"	"luao2"	"luɔ˧˩"		"l"	"uɔ"	"˧˩"
"寥"	"寥"	"luao2"	"luɔ˧˩"		"l"	"uɔ"	"˧˩"
"廖"	"廖"	"luao6"	"luɔ˨˨"		"l"	"uɔ"	"˨˨"
"了"	"了"	"luao4"	"luɔ˩˧"		"l"	"uɔ"	"˩˧"
"瞭"	"了"	"luao6"	"luɔ˨˨"		"l"	"uɔ"	"˨˨"
"料"	"料"	"luao6"	"luɔ˨˨"		"l"	"uɔ"	"˨˨"
"簫"	"箫"	"shiu1"	"ɕy˦˦"		"ɕ"	"y"	"˦˦"
"蕭"	"萧"	"shiu1"	"ɕy˦˦"		"ɕ"	"y"	"˦˦"
"嘯"	"啸"	"shiu5"	"ɕy˥˨"		"ɕ"	"y"	"˥˨"
"澆"	"浇"	"ciu1"	"tɕy˦˦"		"tɕ"	"y"	"˦˦"
"繳"	"缴"	"ciu3"	"tɕy˧˥"		"tɕ"	"y"	"˧˥"
"叫"	"叫"	"ciu5"	"tɕy˥˨"		"tɕ"	"y"	"˥˨"
"竅"	"窍"	"chiu5"	"tɕʰy˥˨"		"tɕʰ"	"y"	"˥˨"
"堯"	"尧"	"gniao2"	"ȵyɔ˧˩"		"ȵ"	"yɔ"	"˧˩"
"曉"	"晓"	"shiao3"	"ɕyɔ˧˥"		"ɕ"	"yɔ"	"˧˥"
"麼"	"幺"	"mo4"	"mo˩˧"		"m"	"o"	"˩˧"
"杳"	"杳"	"iu3"	"y˧˥"		"ʔ"	"y"	"˧˥"
"剖"	"剖"	"phae3"	"pʰɛ˧˥"		"pʰ"	"ɛ"	"˧˥"
"某"	"某"	"mu4"	"mʋ˩˧"		"m"	"ʋ"	"˩˧"
"畝"	"亩"	"mae4"	"mɛ˩˧"		"m"	"ɛ"	"˩˧"
"牡"	"牡"	"mu8"	"mʋ˨˩˩"		"m"	"ʋ"	"˨˩˩"
"拇"	"拇"	"mu4"	"mʋ˩˧"		"m"	"ʋ"	"˩˧"
"母"	"母"	"mu4"	"mʋ˩˧"		"m"	"ʋ"	"˩˧"
"茂"	"茂"	"mae6"	"mɛ˨˨"		"m"	"ɛ"	"˨˨"
"戊"	"戊"	"mae6"	"mɛ˨˨"		"m"	"ɛ"	"˨˨"
"貿"	"贸"	"mae6"	"mɛ˨˨"		"m"	"ɛ"	"˨˨"
"兜"	"兜"	"tau1"	"tau˦˦"		"t"	"au"	"˦˦"
"鬥"	"斗"	"tau3"	"tau˧˥"		"t"	"au"	"˧˥"
"抖"	"抖"	"tau3"	"tau˧˥"		"t"	"au"	"˧˥"
"陡"	"陡"	"tau3"	"tau˧˥"		"t"	"au"	"˧˥"
"鬥"	"斗"	"tau5"	"tau˥˨"		"t"	"au"	"˥˨"
"偷"	"偷"	"thau1"	"tʰau˦˦"		"tʰ"	"au"	"˦˦"
"透"	"透"	"thau5"	"tʰau˥˨"		"tʰ"	"au"	"˥˨"
"頭"	"头"	"dou2"	"dɤu˧˩"		"d"	"ɤu"	"˧˩"
"投"	"投"	"dau2"	"dau˧˩"	"又讀，投降"	"d"	"au"	"˧˩"
"豆"	"豆"	"dou6"	"dɤu˨˨"		"d"	"ɤu"	"˨˨"
"逗"	"逗"	"dou6"	"dɤu˨˨"		"d"	"ɤu"	"˨˨"
"耨"	"耨"	"nae6"	"nɛ˨˨"		"n"	"ɛ"	"˨˨"
"樓"	"楼"	"lau2"	"lau˧˩"		"l"	"au"	"˧˩"
"摟"	"搂"	"lau4"	"lau˩˧"		"l"	"au"	"˩˧"
"簍"	"篓"	"lau4"	"lau˩˧"		"l"	"au"	"˩˧"
"漏"	"漏"	"lau6"	"lau˨˨"		"l"	"au"	"˨˨"
"陋"	"陋"	"lau6"	"lau˨˨"		"l"	"au"	"˨˨"
"走"	"走"	"tsau3"	"tsau˧˥"		"ts"	"au"	"˧˥"
"奏"	"奏"	"tsau5"	"tsau˥˨"		"ts"	"au"	"˥˨"
"湊"	"凑"	"tshau5"	"tsʰau˥˨"		"tsʰ"	"au"	"˥˨"
"叟"	"叟"	"sau3"	"sau˧˥"		"s"	"au"	"˧˥"
"嗽"	"嗽"	"sau5"	"sau˥˨"		"s"	"au"	"˥˨"
"勾"	"勾"	"kau1"	"kau˦˦"		"k"	"au"	"˦˦"
"鉤"	"钩"	"kau1"	"kau˦˦"		"k"	"au"	"˦˦"
"溝"	"沟"	"kau1"	"kau˦˦"		"k"	"au"	"˦˦"
"狗"	"狗"	"kau3"	"kau˧˥"		"k"	"au"	"˧˥"
"苟"	"苟"	"kau3"	"kau˧˥"		"k"	"au"	"˧˥"
"垢"	"垢"	"kau5"	"kau˥˨"		"k"	"au"	"˥˨"
"彀"	"彀"	"kau5"	"kau˥˨"		"k"	"au"	"˥˨"
"夠"	"够"	"kau5"	"kau˥˨"		"k"	"au"	"˥˨"
