"繁體"	"简体"	"聲韻"	"聲調"	"注釋"		"1：˧˧"	"2：˧˩"
"瘼"	"瘼"	"mu"	213				
"目"	"目"	"mo"	213				
"目"	"目"	"mu"	213				
"睦"	"睦"	"mo"	213				
"睦"	"睦"	"mu"	213				
"瞙"	"瞙"	"mo"	213	"～瞊，瞎"			
"秘"	"秘"	"mi"	213				
"秣"	"秣"	"mø"	213				
"穆"	"穆"	"mo"	213				
"穆"	"穆"	"mu"	213				
"篾"	"篾"	"mi"	213				
"脈"	"脉"	"ma"	213				
"苜"	"苜"	"mo"	213				
"苜"	"苜"	"mu"	213				
"茉"	"茉"	"mø"	213				
"莫"	"莫"	"mo"	213				
"莫"	"莫"	"mu"	213				
"蔑"	"蔑"	"mi"	213				
"蜜"	"蜜"	"mi"	213				
"襪"	"袜"	"mo"	213				
"覓"	"觅"	"mi"	213				
"貉"	"貉"	"ma"	213				
"鉬"	"钼"	"mo"	213				
"鉬"	"钼"	"mu"	213				
"陌"	"陌"	"ma"	213				
"陌"	"陌"	"mo"	213				
"麥"	"麦"	"ma"	213				
"默"	"默"	"mai"	213				
"□"	"□"	"nø"	213	"女人萬福"			
"呐"	"呐"	"na"	213	"～喊"			
"喏"	"喏"	"no"	213				
"拿"	"拿"	"na"	213				
"挐"	"挐"	"na"	213				
"捺"	"捺"	"na"	213				
"搙"	"搙"	"no"	213	"扭傷"			
"日"	"日"	"ne"	213	"日子"			
"納"	"纳"	"nø"	213				
"肭"	"肭"	"nø"	213	"腽～獸"			
"衲"	"衲"	"nø"	213				
"訥"	"讷"	"nø"	213				
"諾"	"诺"	"no"	213				
"鈉"	"钠"	"nø"	213				
"鍩"	"锘"	"no"	213	"元素名"			
"□"	"□"	"ȵau"	213	"「若屋」合音：哪裏"			
"刖"	"刖"	"ȵy"	213				
"匿"	"匿"	"ȵai"	213				
"孽"	"孽"	"ȵi"	213				
"捏"	"捏"	"ȵa"	213				
"撚"	"捻"	"ȵa"	213	"拿，持"			
"日"	"日"	"ȵai"	213	"生日"			
"日"	"日"	"ȵi"	213	"～頭"			
"昵"	"昵"	"ȵi"	213				
"月"	"月"	"ȵy"	213				
"業"	"业"	"ȵi"	213				
"溺"	"溺"	"ȵai"	213				
"溺"	"溺"	"ȵa"	213				
"熱"	"热"	"ȵi"	213				
"獄"	"狱"	"ȵo"	213				
"玉"	"玉"	"ȵo"	213				
"瘧"	"疟"	"ȵa"	213				
"箬"	"箬"	"ȵa"	213				
"聶"	"聂"	"ȵi"	213				
"肉"	"肉"	"ȵɤu"	213				
"臬"	"臬"	"ȵi"	213				
"若"	"若"	"ȵa"	213	"～個，哪個"			
"蘖"	"蘖"	"ȵi"	213				
"虐"	"虐"	"ȵa"	213				
"逆"	"逆"	"ȵai"	213				
"鈺"	"钰"	"ȵo"	213				
"鑷"	"镊"	"ȵa"	213	"夾鑷兒"			
"鑷"	"镊"	"ȵi"	213				
"闑"	"闑"	"ȵi"	213				
"齧"	"啮"	"ȵi"	213				
"兀"	"兀"	"ŋø"	213				
"噩"	"噩"	"ŋo"	213				
"嶽"	"岳"	"ŋo"	213				
"愕"	"愕"	"ŋo"	213				
"樂"	"乐"	"ŋo"	213	"音～"			
"萼"	"萼"	"ŋo"	213				
"鄂"	"鄂"	"ŋo"	213				
"鍔"	"锷"	"ŋo"	213				
"額"	"额"	"ŋa"	213				
"顎"	"颚"	"ŋo"	213				
"鱷"	"鳄"	"ŋo"	213				
"鶚"	"鹗"	"ŋo"	213				
"鶴"	"鹤"	"ŋo"	213				
"齶"	"腭"	"ŋo"	213				
"齾"	"齾"	"ŋa"	213	"缺口"			
"□"	"□"	"li"	213	"<扌律>絞去水份"			
"□"	"□"	"lo"	213	"<各刂>割下"			
"仂"	"仂"	"le"	213				
"例"	"例"	"li"	213				
"六"	"六"	"lɤu"	213				
"冽"	"冽"	"li"	213				
"凓"	"凓"	"li"	213				
"列"	"列"	"li"	213				
"剌"	"剌"	"la"	213				
"力"	"力"	"lei"	213				
"劣"	"劣"	"le"	213				
"勒"	"勒"	"le"	213				
"叻"	"叻"	"le"	213	"石～，新加坡"			
"埒"	"埒"	"le"	213				
"律"	"律"	"li"	213				
"戮"	"戮"	"lɤu"	213				
"捋"	"捋"	"lai"	213				
"掠"	"掠"	"liɛ"	213				
"曆"	"历"	"lei"	213				
"栗"	"栗"	"li"	213				
"樂"	"乐"	"lo"	213				
"櫟"	"栎"	"lei"	213				
"櫪"	"枥"	"lei"	213				
"氯"	"氯"	"lo"	213				
"泐"	"泐"	"le"	213				
"洛"	"洛"	"lo"	213				
"淥"	"渌"	"lo"	213				
"漉"	"漉"	"lɤu"	213	"過一過水"			
"濼"	"泺"	"lo"	213				
"瀝"	"沥"	"lei"	213				
"烈"	"烈"	"li"	213				
"烙"	"烙"	"lo"	213				
"犖"	"荦"	"lo"	213				
"獵"	"猎"	"liɛ"	213				
"率"	"率"	"li"	213				
"珞"	"珞"	"lo"	213				
"略"	"略"	"liɛ"	213				
"癧"	"癧"	"lei"	213				
"癩"	"癞"	"la"	213				
"硌"	"硌"	"lo"	213				
"碌"	"碌"	"lo"	213				
"碌"	"碌"	"lɤu"	213				
"礫"	"砾"	"lei"	213				
"祿"	"禄"	"lɤu"	213				
"立"	"立"	"lei"	213	"～不牢：挺不住"			
"立"	"立"	"li"	213				
"笠"	"笠"	"lei"	213				
"笠"	"笠"	"li"	213				
"簏"	"簏"	"lɤu"	213				
"粒"	"粒"	"lø"	213				
"絡"	"络"	"lo"	213				
"綠"	"绿"	"lo"	213				
"肋"	"肋"	"le"	213				
"臘"	"腊"	"la"	213				
"落"	"落"	"lo"	213				
"藶"	"苈"	"lei"	213				
"蠟"	"蜡"	"la"	213				
"裂"	"裂"	"li"	213				
"賂"	"赂"	"lo"	213				
"躐"	"躐"	"liɛ"	213				
"轆"	"辘"	"lɤu"	213				
"辣"	"辣"	"la"	213				
"逯"	"逯"	"lo"	213	"姓"			
"邋"	"邋"	"la"	213				
"酪"	"酪"	"lo"	213				
"録"	"録"	"lo"	213				
"鑞"	"鑞"	"la"	213				
"陸"	"陆"	"lɤu"	213				
"雒"	"雒"	"lo"	213				
"靂"	"雳"	"lei"	213				
"駱"	"骆"	"lo"	213				
"駱"	"骆"	"lɤu"	213				
"騄"	"騄"	"lo"	213				
"骼"	"骼"	"lo"	213				
"鬲"	"鬲"	"lei"	213				
"鰳"	"鳓"	"le"	213				
"鹿"	"鹿"	"lɤu"	213				
"麓"	"麓"	"lɤu"	213				
"能"	"能"	"ʔnaŋ"	213	"後缀「能」的近指格"			
"□"	"□"	"o"	213	"全；都"			
"偓"	"偓"	"o"	213				
"厄"	"厄"	"a"	213				
"呃"	"呃"	"a"	213				
"堊"	"垩"	"o"	213				
"壓"	"压"	"a"	213				
"幄"	"幄"	"o"	213				
"惡"	"恶"	"o"	213	"凶～"			
"扼"	"扼"	"a"	213				
"押"	"押"	"a"	213				
"挖"	"挖"	"o"	213				
"揠"	"揠"	"a"	213				
"握"	"握"	"o"	213				
"曷"	"曷"	"ø"	213				
"沃"	"沃"	"o"	213				
"渥"	"渥"	"o"	213				
"螠"	"螠"	"a"	213	"～兒，小蟹，見《六書故》"			
"褐"	"褐"	"ø"	213				
"軋"	"轧"	"a"	213				
"軛"	"轭"	"a"	213				
"遏"	"遏"	"ø"	213				
"阿"	"阿"	"a"	213	"詞頭"			
"隘"	"隘"	"a"	213				
"鞨"	"鞨"	"ø"	213				
"餲"	"餲"	"ø"	213	"食物腐敗"			
"鴨"	"鸭"	"a"	213				
"鶡"	"鶡"	"ø"	213				
"齷"	"龌"	"o"	213				
"□"	"□"	"bo"	22	"<齒巴>～牙"			
"佩"	"佩"	"bai"	22				
"便"	"便"	"bi"	22	"方～"			
"傍"	"傍"	"buɔ"	22				
"備"	"备"	"bei"	22				
"叛"	"叛"	"bø"	22				
"吠"	"吠"	"bei"	22	"郊區稱狗叫"			
"哺"	"哺"	"bu"	22				
"埠"	"埠"	"bøy"	22				
"幣"	"币"	"bei"	22				
"弊"	"弊"	"bei"	22				
"悖"	"悖"	"bai"	22				
"憊"	"惫"	"ba"	22	"力～爻"			
"捕"	"捕"	"bu"	22				
"敗"	"败"	"ba"	22				
"敝"	"敝"	"bei"	22				
"斃"	"毙"	"bei"	22				
"暴"	"暴"	"bɜ"	22				
"步"	"步"	"bøy"	22				
"比"	"比"	"bei"	22	"～鄰"			
"汴"	"汴"	"bi"	22				
"焙"	"焙"	"bai"	22				
"爆"	"爆"	"bɜ"	22	"爆炸"			
"畔"	"畔"	"bø"	22				
"病"	"病"	"beŋ"	22				
"睥"	"睥"	"bei"	22				
"碰"	"碰"	"biɛ"	22	"白"			
"稗"	"稗"	"ba"	22				
"笨"	"笨"	"baŋ"	22				
"篦"	"篦"	"bei"	22				
"縛"	"缚"	"bøy"	22	"用草縛的結"			
"背"	"背"	"bai"	22	"～誦"			
"菢"	"菢"	"bu"	22				
"辦"	"办"	"ba"	22				
"避"	"避"	"bei"	22				
"鐾"	"鐾"	"bei"	22				
"铇"	"铇"	"buɔ"	22				
"鳳"	"凤"	"boŋ"	22				
"鵏"	"鵏"	"bu"	22				
"代"	"代"	"de"	22				
"佃"	"佃"	"di"	22				
"但"	"但"	"da"	22				
"兌"	"兑"	"dai"	22				
"地"	"地"	"dei"	22				
"坦"	"坦"	"da"	22	"草～"			
"埭"	"埭"	"da"	22	"量詞，一趟一行"			
"埭"	"埭"	"de"	22				
"墊"	"垫"	"di"	22				
"壇"	"坛"	"da"	22	"稻～，晒谷物的平地"			
"大"	"大"	"da"	22				
"大"	"大"	"dei"	22	"～家，婆婆"			
"大"	"大"	"dɤu"	22				
"奠"	"奠"	"di"	22				
"宕"	"宕"	"duɔ"	22				
"定"	"定"	"deŋ"	22				
"導"	"导"	"dɜ"	22				
"岱"	"岱"	"de"	22				
"幬"	"帱"	"dɜ"	22				
"度"	"度"	"døy"	22				
"彈"	"弹"	"da"	22	"子～"			
"恫"	"恫"	"doŋ"	22				
"悼"	"悼"	"dɜ"	22				
"慟"	"恸"	"doŋ"	22				
"憚"	"惮"	"da"	22				
"掉"	"掉"	"diɛ"	22	"～換"			
"掏"	"掏"	"dɜ"	22				
"椴"	"椴"	"dø"	22				
"段"	"段"	"daŋ"	22	"樹～"			
"段"	"段"	"dø"	22				
"殿"	"殿"	"di"	22				
"毒"	"毒"	"dau"	22	"～死"			
"洞"	"洞"	"doŋ"	22				
"渡"	"渡"	"døy"	22				
"溏"	"溏"	"duɔ"	22	"大便稀"			
"澱"	"淀"	"di"	22				
"玳"	"玳"	"de"	22				
"甙"	"甙"	"de"	22				
"甸"	"甸"	"di"	22				
"痘"	"痘"	"dɤu"	22				
"盜"	"盗"	"dɜ"	22				
"碭"	"砀"	"duɔ"	22				
"竇"	"窦"	"dau"	22				
"第"	"第"	"dei"	22				
"紿"	"绐"	"de"	22	"下垂"			
"緞"	"缎"	"dø"	22				
"纛"	"纛"	"dɜ"	22				
"荳"	"荳"	"dɤu"	22				
"菪"	"菪"	"duɔ"	22				
"蕩"	"荡"	"duɔ"	22				
"蛋"	"蛋"	"da"	22				
"袋"	"袋"	"de"	22				
"調"	"调"	"diɛ"	22	"～動"			
"讀"	"读"	"dau"	22	"句～"			
"豆"	"豆"	"dɤu"	22				
"貸"	"贷"	"de"	22	"借～"			
"蹈"	"蹈"	"dɜ"	22				
"迨"	"迨"	"de"	22				
"逗"	"逗"	"dau"	22				
"逮"	"逮"	"de"	22	"施事標記"			
"遁"	"遁"	"dø"	22				
"遞"	"递"	"dei"	22				
"鄧"	"邓"	"daŋ"	22				
"鈍"	"钝"	"dø"	22				
"鍍"	"镀"	"døy"	22				
"隊"	"队"	"dai"	22				
"電"	"电"	"di"	22				
"靆"	"靆"	"de"	22				
"骰"	"骰"	"dɤu"	22				
"□"	"□"	"gaŋ"	22	"<匚@汵>下覆貌"			
"戤"	"戤"	"ge"	22	"冒牌得利"			
"戤"	"戤"	"gɜ"	22	"豎起"			
"摜"	"掼"	"ga"	22	"扔"			
"摳"	"抠"	"gau"	22	"輕刮"			
"架"	"架"	"go"	22	"打架；一～飛機"			
"架"	"架"	"guɔ"	22	"脚～起"			
"潰"	"溃"	"gai"	22	"胃潰瘍"			
"環"	"环"	"ga"	22	"門～"			
"降"	"降"	"guɔ"	22	"吃酒打～"			
"陷"	"陷"	"ga"	22	"～牙"			
"隑"	"隑"	"ge"	22	"豎立"			
"餡"	"馅"	"ga"	22	"～心"			
"互"	"互"	"vu"	22				
"份"	"份"	"vaŋ"	22				
"位"	"位"	"vu"	22				
"冱"	"冱"	"vu"	22				
"務"	"务"	"vøy"	22				
"匯"	"汇"	"vai"	22	"～款"			
"吠"	"吠"	"vei"	22	"文"			
"味"	"味"	"vei"	22	"文"			
"和"	"和"	"vu"	22	"唱～"			
"問"	"问"	"vaŋ"	22				
"喻"	"喻"	"vu"	22				
"壞"	"坏"	"va"	22				
"外"	"外"	"va"	22				
"婺"	"婺"	"vu"	22				
"宦"	"宦"	"va"	22				
"彗"	"彗"	"vu"	22				
"患"	"患"	"va"	22				
"惠"	"惠"	"vu"	22				
"愈"	"愈"	"vu"	22				
"慧"	"慧"	"vu"	22				
"換"	"换"	"va"	22				
"擐"	"擐"	"va"	22				
"會"	"会"	"vai"	22	"開～"			
"未"	"未"	"vei"	22	"文"			
"枑"	"枑"	"vu"	22				
"梵"	"梵"	"va"	22				
"混"	"混"	"vaŋ"	22				
"渭"	"渭"	"vu"	22				
"渾"	"浑"	"vaŋ"	22				
"漶"	"漶"	"va"	22				
"潰"	"溃"	"vai"	22				
"為"	"为"	"vu"	22	"介詞"			
"瓠"	"瓠"	"vu"	22				
"籲"	"吁"	"vu"	22				
"糊"	"糊"	"vu"	22	"不清"			
"紊"	"紊"	"vaŋ"	22				
"胃"	"胃"	"vu"	22				
"腐"	"腐"	"vøy"	22				
"與"	"与"	"vu"	22	"參～"			
"芋"	"芋"	"vu"	22				
"荷"	"荷"	"vu"	22	"負～"			
"萬"	"万"	"va"	22				
"蔧"	"蔧"	"vu"	22				
"蕙"	"蕙"	"vu"	22				
"蟪"	"蟪"	"vu"	22				
"蠉"	"蠉"	"va"	22				
"衛"	"卫"	"vu"	22				
"裕"	"裕"	"vu"	22				
"復"	"复"	"vɜ"	22	"～活"			
"謂"	"谓"	"vu"	22				
"護"	"护"	"vu"	22				
"譽"	"誉"	"vu"	22				
"豢"	"豢"	"va"	22				
"豫"	"豫"	"vu"	22				
"賀"	"贺"	"vu"	22				
"賻"	"赙"	"vøy"	22	"回～"			
"轘"	"轘"	"va"	22				
"逭"	"逭"	"va"	22				
"逾"	"逾"	"vu"	22				
"過"	"过"	"vu"	22	"～儂，傳染"			
"遺"	"遗"	"vu"	22	"～贈"			
"附"	"附"	"vøy"	22				
"霧"	"雾"	"vøy"	22				
"預"	"预"	"vu"	22				
"飯"	"饭"	"va"	22				
"魏"	"魏"	"vai"	22				
"鶩"	"鹜"	"vu"	22				
"□"	"□"	"dzeŋ"	22	"<舟帣>～頭，兩頭荷物重量相稱"			
"□"	"□"	"dziɛ"	22	"<石長>用力擠進"			
"□"	"□"	"dzɤu"	22	"用力下捺"			
"乍"	"乍"	"dzo"	22				
"伎"	"伎"	"dzɿ"	22				
"住"	"住"	"dzɿ"	22				
"剩"	"剩"	"dzeŋ"	22				
"墜"	"坠"	"dzɿ"	22				
"寨"	"寨"	"dza"	22				
"座"	"座"	"dzo"	22	"一～屋宕"			
"忌"	"忌"	"dzɿ"	22				
"怍"	"怍"	"dzo"	22				
"暫"	"暂"	"dza"	22				
"栫"	"栫"	"dzø"	22	"瓶塞"			
"棧"	"栈"	"dza"	22				
"櫂"	"櫂"	"dzuɔ"	22				
"沉"	"沉"	"dzaŋ"	22	"使沉没"			
"治"	"治"	"dzɿ"	22				
"滯"	"滞"	"dzei"	22				
"爭"	"争"	"dziɛ"	22	"争吵"			
"砟"	"砟"	"dzo"	22				
"砦"	"砦"	"dza"	22				
"祚"	"祚"	"dzo"	22				
"站"	"站"	"dza"	22				
"箸"	"箸"	"dzei"	22				
"籀"	"籀"	"dzau"	22				
"綻"	"绽"	"dza"	22				
"胄"	"胄"	"dzau"	22				
"胙"	"胙"	"dzo"	22				
"賺"	"赚"	"dza"	22	"差錯"			
"鄭"	"郑"	"dzeŋ"	22				
"酢"	"酢"	"dzo"	22				
"鋥"	"锃"	"dziɛ"	22				
"阼"	"阼"	"dzo"	22				
"陣"	"阵"	"dzaŋ"	22				
"驟"	"骤"	"dzau"	22				
"齜"	"龇"	"dzɿ"	22	"～牙"			
"□"	"□"	"za"	22	"<疒@柴>瘦"			
"□"	"□"	"za"	22	"<扌斬>遮住"			
"□"	"□"	"zo"	22	"<虫宅>魚，水母"			
"乍"	"乍"	"zo"	22				
"事"	"事"	"zɿ"	22				
"仞"	"仞"	"zaŋ"	22				
"任"	"任"	"zaŋ"	22				
"伺"	"伺"	"zɿ"	22				
"侍"	"侍"	"zɿ"	22				
"刃"	"刃"	"zaŋ"	22				
"助"	"助"	"zɤu"	22				
"唑"	"唑"	"zo"	22				
"嗜"	"嗜"	"zɿ"	22				
"嗣"	"嗣"	"zɿ"	22				
"嘈"	"嘈"	"zɜ"	22	"鴨子進食的動作"			
"噬"	"噬"	"zei"	22				
"妊"	"妊"	"zaŋ"	22				
"字"	"字"	"zɿ"	22				
"寺"	"寺"	"zɿ"	22				
"射"	"射"	"zei"	22				
"嵊"	"嵊"	"zeŋ"	22				
"座"	"座"	"zo"	22	"～位"			
"怍"	"怍"	"zo"	22				
"悴"	"悴"	"zai"	22				
"慎"	"慎"	"zaŋ"	22				
"枘"	"枘"	"zai"	22				
"榭"	"榭"	"zei"	22				
"樹"	"树"	"zɿ"	22				
"汭"	"汭"	"zai"	22				
"淨"	"净"	"zeŋ"	22				
"漬"	"渍"	"zɿ"	22	"～麻；油～"			
"澍"	"澍"	"zɿ"	22				
"燧"	"燧"	"zɿ"	22				
"牸"	"牸"	"zɿ"	22				
"瑞"	"瑞"	"zɿ"	22				
"瘁"	"瘁"	"zai"	22				
"盛"	"盛"	"zeŋ"	22	"茂～"			
"眥"	"眦"	"zɿ"	22				
"睡"	"睡"	"zai"	22				
"睿"	"睿"	"zai"	22				
"矬"	"矬"	"zo"	22				
"砟"	"砟"	"zo"	22				
"示"	"示"	"zɿ"	22				
"祚"	"祚"	"zo"	22				
"穗"	"穗"	"zɿ"	22				
"粹"	"粹"	"zai"	22				
"紉"	"纫"	"zaŋ"	22				
"纴"	"纴"	"zaŋ"	22				
"胙"	"胙"	"zo"	22				
"脺"	"脺"	"zai"	22				
"臓"	"臓"	"zuɔ"	22	"五～"			
"自"	"自"	"zɿ"	22				
"芮"	"芮"	"zai"	22				
"荏"	"荏"	"zaŋ"	22				
"萃"	"萃"	"zai"	22				
"藏"	"藏"	"zuɔ"	22	"西～"			
"蚋"	"蚋"	"zai"	22				
"視"	"视"	"zɿ"	22				
"誓"	"誓"	"zei"	22				
"謚"	"謚"	"zɿ"	22				
"謝"	"谢"	"zei"	22				
"賃"	"赁"	"zaŋ"	22				
"贈"	"赠"	"zaŋ"	22				
"軔"	"轫"	"zaŋ"	22				
"載"	"载"	"ze"	22	"重～"			
"逝"	"逝"	"zei"	22				
"酢"	"酢"	"zo"	22				
"鋭"	"鋭"	"zai"	22				
"阱"	"阱"	"zeŋ"	22				
"阼"	"阼"	"zo"	22				
"隧"	"隧"	"zɿ"	22				
"食"	"食"	"zɿ"	22	"使食"			
"飪"	"饪"	"zaŋ"	22				
"飼"	"饲"	"zɿ"	22				
"麝"	"麝"	"zei"	22				
"仲"	"仲"	"dʑoŋ"	22				
"倦"	"倦"	"dʑy"	22				
"健"	"健"	"dʑi"	22				
"傳"	"传"	"dʑy"	22	"～記"			
"僅"	"仅"	"dʑaŋ"	22				
"共"	"共"	"dʑyɔ"	22				
"具"	"具"	"dʑy"	22				
"勁"	"劲"	"dʑaŋ"	22	"力"			
"匱"	"匮"	"dʑy"	22				
"召"	"召"	"dʑiɛ"	22				
"噤"	"噤"	"dʑaŋ"	22	"牙～牢：牙噤不開"			
"宙"	"宙"	"dʑɤu"	22				
"巨"	"巨"	"dʑy"	22				
"懼"	"惧"	"dʑy"	22				
"撞"	"撞"	"dʑyɔ"	22				
"櫃"	"柜"	"dʑy"	22				
"狀"	"状"	"dʑyɔ"	22				
"競"	"竞"	"dʑaŋ"	22				
"簣"	"篑"	"dʑy"	22				
"纏"	"缠"	"dʑi"	22				
"胄"	"胄"	"dʑɤu"	22				
"腱"	"腱"	"dʑi"	22				
"舊"	"旧"	"dʑau"	22				
"蕢"	"蒉"	"dʑy"	22				
"覲"	"觐"	"dʑaŋ"	22				
"轎"	"轿"	"dʑiɛ"	22				
"遽"	"遽"	"dʑy"	22				
"郡"	"郡"	"dʑoŋ"	22				
"醵"	"醵"	"dʑy"	22				
"重"	"重"	"dʑyɔ"	22	"叠起"			
"鍵"	"键"	"dʑi"	22				
"颶"	"飓"	"dʑy"	22				
"饉"	"馑"	"dʑaŋ"	22				
"饋"	"馈"	"dʑy"	22				
"上"	"上"	"ɦi"	22	"～下"			
"下"	"下"	"ɦo"	22	"下沉"			
"亙"	"亘"	"ɦaŋ"	22				
"仗"	"仗"	"ɦi"	22	"炮仗"			
"佑"	"佑"	"ɦiau"	22				
"侑"	"侑"	"ɦiau"	22				
"候"	"候"	"ɦau"	22				
"劭"	"劭"	"ɦiɛ"	22				
"勚"	"勚"	"ɦi"	22	"摩損"			
"匠"	"匠"	"ɦi"	22				
"又"	"又"	"ɦiau"	22				
"召"	"召"	"ɦiɛ"	22	"姓"			
"右"	"右"	"ɦiau"	22				
"單"	"单"	"ɦi"	22				
"嚷"	"嚷"	"ɦi"	22				
"囿"	"囿"	"ɦiau"	22				
"堠"	"堠"	"ɦau"	22				
"壤"	"壤"	"ɦi"	22				
"壽"	"寿"	"ɦiɤu"	22				
"夏"	"夏"	"ɦo"	22				
"夜"	"夜"	"ɦi"	22				
"妄"	"妄"	"ɦuɔ"	22				
"媛"	"媛"	"ɦy"	22				
"媵"	"媵"	"ɦiaŋ"	22				
"孕"	"孕"	"ɦiaŋ"	22				
"宥"	"宥"	"ɦiau"	22				
"害"	"害"	"ɦe"	22				
"射"	"射"	"ɦi"	22	"僕～"			
"尚"	"尚"	"ɦi"	22				
"就"	"就"	"ɦiɤu"	22				
"岸"	"岸"	"ɦy"	22				
"巷"	"巷"	"ɦuɔ"	22				
"廈"	"厦"	"ɦo"	22				
"忘"	"忘"	"ɦuɔ"	22				
"恙"	"恙"	"ɦi"	22				
"恨"	"恨"	"ɦaŋ"	22				
"憾"	"憾"	"ɦø"	22				
"懈"	"懈"	"ɦa"	22				
"懿"	"懿"	"ɦi"	22				
"授"	"授"	"ɦiɤu"	22				
"擅"	"擅"	"ɦi"	22				
"攘"	"攘"	"ɦi"	22				
"旋"	"旋"	"ɦy"	22				
"旺"	"旺"	"ɦuɔ"	22				
"易"	"易"	"ɦi"	22				
"暇"	"暇"	"ɦo"	22				
"暈"	"晕"	"ɦioŋ"	22				
"曜"	"曜"	"ɦiɛ"	22				
"望"	"望"	"ɦuɔ"	22				
"柚"	"柚"	"ɦiau"	22				
"校"	"校"	"ɦuɔ"	22				
"械"	"械"	"ɦa"	22				
"樣"	"样"	"ɦi"	22				
"殉"	"殉"	"ɦioŋ"	22				
"汗"	"汗"	"ɦy"	22				
"油"	"油"	"ɦiau"	22	"油漆涂物"			
"潤"	"润"	"ɦioŋ"	22				
"瀣"	"瀣"	"ɦa"	22				
"焰"	"焰"	"ɦi"	22				
"王"	"王"	"ɦyɔ"	22	"～天下"			
"現"	"现"	"ɦi"	22				
"用"	"用"	"ɦyɔ"	22				
"畫"	"画"	"ɦo"	22				
"異"	"异"	"ɦi"	22				
"眩"	"眩"	"ɦy"	22				
"祐"	"祐"	"ɦiau"	22				
"禪"	"禅"	"ɦi"	22				
"笐"	"笐"	"ɦuɔ"	22	"竹～"			
"系"	"系"	"ɦi"	22				
"紹"	"绍"	"ɦiɛ"	22				
"縣"	"县"	"ɦy"	22				
"縫"	"缝"	"ɦoŋ"	22	"名詞"			
"羨"	"羡"	"ɦi"	22				
"翰"	"翰"	"ɦy"	22				
"耀"	"耀"	"ɦiɛ"	22				
"肄"	"肄"	"ɦi"	22				
"胤"	"胤"	"ɦiaŋ"	22				
"艷"	"艷"	"ɦi"	22				
"華"	"华"	"ɦo"	22	"姓"			
"薤"	"薤"	"ɦa"	22				
"號"	"号"	"ɦɜ"	22	"～角；記～"			
"行"	"行"	"ɦɛ"	22	"品～"			
"袖"	"袖"	"ɦiɤu"	22				
"訟"	"讼"	"ɦyɔ"	22				
"話"	"话"	"ɦo"	22				
"誘"	"诱"	"ɦiau"	22				
"誦"	"诵"	"ɦyɔ"	22				
"賤"	"贱"	"ɦi"	22				
"贍"	"赡"	"ɦi"	22				
"踐"	"践"	"ɦi"	22				
"運"	"运"	"ɦioŋ"	22				
"邂"	"邂"	"ɦa"	22				
"邵"	"邵"	"ɦiɛ"	22				
"釉"	"釉"	"ɦiau"	22				
"銲"	"銲"	"ɦy"	22				
"鏇"	"碹"	"ɦy"	22				
"閏"	"闰"	"ɦioŋ"	22				
"院"	"院"	"ɦy"	22				
"陷"	"陷"	"ɦa"	22				
"韻"	"韵"	"ɦioŋ"	22				
"順"	"顺"	"ɦioŋ"	22				
"頌"	"颂"	"ɦyɔ"	22				
"養"	"养"	"ɦi"	22	"～虱，生虱"			
"餡"	"馅"	"ɦa"	22				
"鳳"	"凤"	"ɦoŋ"	22				
"鷂"	"鹞"	"ɦiɛ"	22				
"鹽"	"盐"	"ɦi"	22	"腌制"			
"冒"	"冒"	"mɜ"	22				
"募"	"募"	"mo"	22				
"募"	"募"	"mu"	22				
"勱"	"劢"	"ma"	22				
"味"	"味"	"mei"	22				
"命"	"命"	"meŋ"	22				
"問"	"问"	"maŋ"	22				
"墁"	"墁"	"mø"	22				
"墓"	"墓"	"mo"	22				
"墓"	"墓"	"mu"	22				
"夢"	"梦"	"moŋ"	22				
"妙"	"妙"	"miɛ"	22				
"妹"	"妹"	"mai"	22				
"媚"	"媚"	"mei"	22				
"媢"	"媢"	"mɜ"	22				
"孟"	"孟"	"miɛ"	22				
"寐"	"寐"	"mei"	22				
"帽"	"帽"	"mɜ"	22				
"幔"	"幔"	"mø"	22				
"幕"	"幕"	"mo"	22				
"幕"	"幕"	"mu"	22				
"廟"	"庙"	"miɛ"	22				
"悶"	"闷"	"maŋ"	22				
"慕"	"慕"	"mo"	22				
"慕"	"慕"	"mu"	22				
"慢"	"慢"	"ma"	22				
"懋"	"懋"	"mɜ"	22				
"懣"	"懑"	"mø"	22				
"戊"	"戊"	"mɜ"	22				
"昧"	"昧"	"mai"	22				
"暮"	"暮"	"mo"	22				
"暮"	"暮"	"mu"	22				
"望"	"望"	"muɔ"	22	"拜～；～潮兒：章魚"			
"未"	"未"	"mei"	22				
"漫"	"漫"	"ma"	22	"浪～"			
"熳"	"熳"	"ma"	22				
"牟"	"牟"	"mɜ"	22	"～平，地名"			
"瑁"	"瑁"	"mɜ"	22				
"眊"	"眊"	"mɜ"	22				
"瞀"	"瞀"	"mɜ"	22				
"磨"	"磨"	"møy"	22	"石～"			
"繆"	"缪"	"miɛ"	22	"姓"			
"罵"	"骂"	"ma"	22				
"罵"	"骂"	"mo"	22				
"耄"	"耄"	"mɜ"	22				
"芼"	"芼"	"mɜ"	22				
"茂"	"茂"	"mɜ"	22				
"萬"	"万"	"ma"	22				
"蔓"	"蔓"	"ma"	22	"瓜～"			
"袂"	"袂"	"mei"	22				
"袤"	"袤"	"mɜ"	22				
"謎"	"谜"	"mei"	22				
"謬"	"谬"	"miɛ"	22				
