"流水序"	"常用字"	"简体"	"声母"	"韵母"	"声调"	"例词"	"备注"
	"省"		"sh"	"ieon"	2	"反省"	
"02761"	"盹"		"t"	"en"	2		
"02762"	"相"		"s"	"ian"	1	"相信"	
	"相"		"s"	"ian"	3	"相貌"	
"02763"	"眉"		"m"	"i"	1		
"02764"	"看"		"kh"	"oe"	3		
"02765"	"盾"		"d"	"en"	2		
"02766"	"盼"		"ph"	"ae"	3		
"02767"	"眩"		"gh"	"ioe"	3		
"02768"	"真"		"c"	"in"	1		
"02769"	"眠"		"m"	"iae"	1		
"02770"	"眨"		"ts"	"aeh"			
"02771"	"眷"		"k"	"ioe"	3		
"02772"	"眾"	"众"	"c"	"ion"	3		
"02773"	"眼"		"ng"	"ae"	2		
"02774"	"眶"		"kh"	"iaon"	1		
"02775"	"眸"		"m"	"eu"	1		
"02776"	"眺"		"th"	"iau"	3		
"02777"	"睏"		"kh"	"uen"	3	"睏覺"	
"02778"	"睛"		"ts"	"ieon"	1		
"02779"	"睫"		"ts"	"ieh"			
"02780"	"睦"		"m"	"oh"			
"02781"	"睞"	"睐"	"l"	"ai"	3		
"02782"	"督"		"t"	"oh"			
"02783"	"睹"		"t"	"u"	2		
							
"02785"	"睬"		"tsh"	"ai"	2		
"02786"	"睜"	"睁"	"ts"	"an"	1		
"02787"	"睥"		"ph"	"i"	3		
"02788"	"睨"		"ng"	"i"	3		
"02789"	"瞄"		"m"	"iau"	1		
"02790"	"睽"		"kh"	"iu"	1		
"02791"	"睿"		"n"	"iu"	3		
"02792"	"睡"		"zh"	"iu"	3		
"02793"	"瞎"		"h"	"aeh"			
"02794"	"瞇"		"m"	"i"	3		
"02795"	"瞌"		"kh"	"eeh"			
"02796"	"瞑"		"m"	"ieon"	1		
"02797"	"瞠"		"tsh"	"an"	1		
"02798"	"瞞"	"瞒"	"m"	"oe"	1		
"02799"	"瞟"		"ph"	"iau"	2		
"02800"	"瞥"		"ph"	"iaeh"			
"02801"	"瞳"		"d"	"on"	1		
							
"02803"	"瞰"		"kh"	"ee"	3		
"02804"	"瞬"		"sh"	"iuin"	3		
"02805"	"瞧"		"z"	"iau"	1		
"02806"	"瞭"		"l"	"iau"	3	"瞭望"	
"02807"	"瞽"		"k"	"u"	2		
"02808"	"瞿"		"g"	"iu"	1		
"02809"	"瞻"		"c"	"ie"	1		
"02810"	"矇"	"蒙"	"m"	"on"	1		
"02811"	"矓"	"眬"	"l"	"on"	1		
"02812"	"矗"		"ch"	"ioh"			
"02813"	"矚"	"瞩"	"c"	"ioh"			
"02814"	"矛"		"m"	"eu"	1		
"02815"	"矜"		"k"	"ieon"	1		
"02816"	"矢"		"s"	"y"	2		
"02817"	"矣"		"gh"	"i"	2		
"02818"	"知"		"ts"	"y"	1		
"02819"	"矩"		"k"	"iu"	2		
"02820"	"短"		"t"	"oe"	2		
"02821"	"矮"			"a"	2		
"02822"	"矯"	"矫"	"k"	"iau"	2		
"02823"	"石"		"zh"	"ieoh"			
"02824"	"矽"		"z"	"ieoh"			
"02825"	"砂"		"s"	"o"	1		
"02826"	"研"		"ng"	"iae"	1		
"02827"	"砌"		"tsh"	"i"	3		
"02828"	"砍"		"kh"	"ee"	2		
"02829"	"砰"		"ph"	"an"	1		
"02830"	"砧"		"c"	"in"	1		
"02831"	"砸"		"z"	"aeh"			
"02832"	"砝"		"f"	"aeh"			
"02833"	"破"		"ph"	"ou"	3		
"02834"	"砷"		"sh"	"in"	1		
"02835"	"砥"		"t"	"i"	2		
"02836"	"砭"		"p"	"ie"	1		
"02837"	"硫"		"l"	"ieu"	1		
"02838"	"硃"	"朱"	"c"	"iu"	1	"硃砂"	
"02839"	"硝"		"s"	"iau"	1		
"02840"	"硬"		"ng"	"an"	3		
"02841"	"硯"	"砚"	"ng"	"iae"	3		
"02842"	"碎"		"s"	"ei"	3		
"02843"	"碰"		"b"	"an"	3	"碰着"	
"02844"	"碗"			"uoe"	2		
"02845"	"碘"		"t"	"iae"	2		
"02846"	"碌"	"碌"	"l"	"oh"			
"02847"	"碉"		"t"	"iau"	1		
"02848"	"硼"		"b"	"eon"	1		
"02849"	"碑"		"p"	"ei"	1		
"02850"	"磁"		"z"	"y"	1		
"02851"	"碟"		"d"	"iaeh"			
"02852"	"碧"		"p"	"ieoh"			
"02853"	"碳"		"th"	"ae"	3		
"02854"	"碩"	"硕"	"zh"	"ieoh"			
"02855"	"磋"		"tsh"	"ou"	1		
"02856"	"磅"		"ph"	"aon"	1	"磅礴"	
	"磅"		"p"	"aon"	2	"磅秤"	
"02857"	"確"		"kh"	"aoh"			
"02858"	"磊"		"l"	"ei"	2	"磊落"	
"02859"	"碾"		"n"	"ie"	2		
"02860"	"磕"		"kh"	"eeh"			
"02861"	"碼"	"码"	"m"	"o"	2		
"02862"	"磐"		"b"	"oe"	1		
"02863"	"磨"		"m"	"ou"	1	"磨礪，磨難"	"动词"
	"磨"		"m"	"ou"	3	"石磨"	"名词"
"02864"	"磚"	"砖"	"c"	"ioe"	1		
"02865"	"磬"		"kh"	"ieon"	3		
"02866"	"磷"		"l"	"in"	1		
"02867"	"磺"	"磺"	"gh"	"uaon"	1		
"02868"	"磴"		"t"	"eon"	3		
"02869"	"磯"	"矶"	"k"	"i"	1		
"02870"	"礁"		"ts"	"iau"	1		
"02871"	"礎"	"础"	"tsh"	"u"	2		
"02872"	"礙"	"碍"	"ng"	"ai"	3		
"02873"	"礦"	"矿"	"kh"	"uaon"	3	"煤礦"	
	"礦"	"矿"	"kh"	"uan"	2	"礦灰"	
"02874"	"礪"	"砺"	"l"	"i"	3		
"02875"	"礬"	"矾"	"v"	"ae"	1		
"02876"	"礫"	"砾"	"l"	"ieoh"			
"02877"	"示"		"z"	"y"	3		
"02878"	"社"		"zh"	"ia"	2		
"02879"	"祀"		"z"	"y"	2		
"02880"	"祁"		"g"	"i"	1		
"02881"	"祆"		"h"	"iae"	1		
"02882"	"祉"		"tsh"	"y"	2		
"02883"	"祈"		"g"	"i"	1		
"02884"	"祇"		"g"	"i"	1		
"02885"	"祕"	"秘"	"p"	"i"	3		
"02886"	"祐"		"gh"	"ieu"	3		
"02887"	"祠"		"z"	"y"	1		
"02888"	"祟"		"s"	"iu"	3		
"02889"	"祖"		"ts"	"u"	1		
"02890"	"神"		"zh"	"in"	1		
"02891"	"祝"		"c"	"ioh"			
"02892"	"祗"		"ts"	"y"	1		
"02893"	"祚"		"z"	"u"	3		
"02894"	"祥"		"z"	"ian"	1		
"02895"	"票"		"ph"	"iau"	3		
"02896"	"祭"		"ts"	"i"	3		
"02897"	"祺"		"g"	"i"	1		
"02898"	"祿"	"禄"	"l"	"oh"	1		
"02899"	"禁"		"k"	"in"	3	"禁止"	
	"禁"		"k"	"in"	1	"弱不禁風"	"禁受，忍耐"
"02900"	"禎"	"祯"	"c"	"ieon"	1		
"02901"	"福"		"f"	"oh"			
"02902"	"禍"	"祸"	"gh"	"ou"	2		
"02903"	"禦"	"御"	"ng"	"ei"	3	"抵禦，防禦"	
"02904"	"禧"		"h"	"i"	2		
"02905"	"禪"	"禅"	"zh"	"ie"	1	"禪房，坐禪"	
	"禪"	"禅"	"zh"	"ie"	3	"禪讓"	
"02906"	"禮"	"礼"	"l"	"i"	2		
"02907"	"禱"	"祷"	"t"	"au"	2		
"02908"	"禹"		"gh"	"iu"	2		
"02909"	"萬"	"万"	"v"	"ae"	3	"千萬"	
	"萬"	"万"	"m"	"ae"	3		"口语音"
"02910"	"禽"		"g"	"in"	1		
"02911"	"禾"		"gh"	"ou"	1		
"02912"	"私"		"s"	"y"	1		
"02913"	"秀"		"s"	"ieu"	3		
"02914"	"禿"		"th"	"oh"			
"02915"	"秉"		"p"	"ieon"	2		
"02916"	"科"		"kh"	"ou"	1		
"02917"	"秒"		"m"	"iau"	2		
"02918"	"秋"		"tsh"	"ieu"	1		
"02919"	"秤"		"ch"	"ieon"	3		
"02920"	"秣"		"m"	"oeh"			
"02921"	"秧"			"ian"	1		
"02922"	"租"		"ts"	"u"	1		
"02923"	"秦"		"z"	"in"	1		
"02924"	"秩"		"j"	"ih"			
"02925"	"移"		"gh"	"i"	1		
"02926"	"稍"		"s"	"au"	1		
"02927"	"稈"	"秆"	"k"	"oe"	2		
"02928"	"程"		"j"	"ieon"	1		
"02929"	"稅"		"sh"	"iu"	3		
"02930"	"稀"		"h"	"i"	1		
"02931"	"稜"	"棱"	"l"	"eon"	1		
"02932"	"稚"		"dz"	"y"	3		
"02933"	"稠"		"j"	"ieu"	1		
"02934"	"稔"		"n"	"in"	2		
"02935"	"稟"	"禀"	"p"	"in"	2		
"02936"	"種"	"种"	"c"	"ion"	2	"種類"	
	"種"	"种"	"c"	"ion"	3	"種植"	
"02937"	"稱"	"称"	"ch"	"ieon"	1	"稱呼，稱號"	
	"稱"	"称"	"ch"	"ieon"	3	"對稱"	
"02938"	"稿"		"k"	"au"	2		
"02939"	"稼"		"k"	"o"	3		
"02940"	"穀"	"谷"	"k"	"oh"		"稻穀"	
"02941"	"稽"		"k"	"i"	1	"稽查"	
	"稽"		"kh"	"i"	2	"稽首"	
"02942"	"稷"		"ts"	"ieoh"			
"02943"	"稻"		"d"	"au"	2		
"02944"	"積"	"积"	"ts"	"ieoh"			
"02945"	"穎"	"颖"	"gh"	"ion"	2		
"02946"	"穆"		"m"	"oh"			
"02947"	"穌"	"稣"	"s"	"u"	1		
"02948"	"穗"		"z"	"iu"	3		
"02949"	"穡"	"穑"	"s"	"eh"			
"02950"	"穢"	"秽"		"uei"	3		
"02951"	"穫"	"获"	"gh"	"uaoh"		"收穫"	
"02952"	"穩"	"稳"		"in"	2		
"02953"	"穴"		"gh"	"ioeh"			
"02954"	"究"		"k"	"ieu"	3		
"02955"	"空"		"kh"	"on"	1	"空間"	
	"空"		"kh"	"on"	3	"空閒"	
"02956"	"穹"		"kh"	"ion"	1		
"02957"	"穿"		"ch"	"ioe"	1		
"02958"	"突"		"d"	"eh"			
"02959"	"窄"		"ts"	"ah"			
"02960"	"窈"			"iau"	2		
"02961"	"窒"		"c"	"ih"			
"02962"	"窕"		"d"	"iau"	2		
"02963"	"窘"		"kh"	"iuin"	2		"惯用音"
"02964"	"窗"		"tsh"	"iaon"	1		
"02965"	"窖"		"k"	"au"	3		
"02966"	"窟"		"kh"	"ueh"			
"02967"	"窠"		"kh"	"ou"	1		
"02968"	"窪"	"洼"		"uo"	1		
"02969"	"窩"	"窝"		"ou"	1		
"02970"	"窯"	"窑"	"gh"	"iau"	1		
"02971"	"窮"	"穷"	"g"	"ion"	1		
"02972"	"窺"	"窥"	"kh"	"iu"	1		
"02973"	"竄"	"窜"	"tsh"	"oe"	3		
"02974"	"竅"	"窍"	"kh"	"iau"	3		
"02975"	"竇"	"窦"	"d"	"eu"	3		
"02976"	"竊"	"窃"	"tsh"	"iaeh"			
"02977"	"立"		"l"	"ih"			
"02978"	"站"		"dz"	"ae"	3		
"02979"	"童"		"d"	"on"	1		
"02980"	"竣"		"ts"	"iuin"	3		"惯用音"
"02981"	"竭"		"g"	"ieh"			
"02982"	"端"		"t"	"oe"			
"02983"	"競"	"竞"	"g"	"ieon"	3		
"02984"	"竹"		"c"	"ioh"			
"02985"	"竺"		"c"	"ioh"			
"02986"	"竿"		"k"	"oe"	1		
"02987"	"竽"		"gh"	"iu"	1		
"02988"	"笆"		"p"	"o"	1		
"02989"	"笑"		"s"	"iau"	3		
"02990"	"笠"		"l"	"ih"			
"02991"	"笨"		"b"	"en"	3		
"02992"	"笛"		"d"	"ieoh"			
"02993"	"第"		"d"	"i"	3		
"02994"	"符"		"v"	"u"	1		
"02995"	"笙"		"s"	"an"	1		
"02996"	"笞"		"tsh"	"y"	1		
"02997"	"等"		"t"	"eon"	2		
"02998"	"策"		"tsh"	"ah"			
"02999"	"筆"	"笔"	"p"	"ih"			
"03000"	"筐"		"kh"	"iaon"	1		
"03001"	"筒"		"d"	"on"	1		
"03002"	"答"		"t"	"eeh"			
"03003"	"筍"		"s"	"iuin"	2		
"03004"	"筋"		"k"	"in"	1		
"03005"	"筏"		"v"	"aeh"			
"03006"	"筷"		"kh"	"ua"	3		
"03007"	"節"		"ts"	"iaeh"			
"03008"	"筠"	"筠"	"gh"	"iuin"	1		
"03009"	"管"		"k"	"uoe"	2		
"03010"	"箕"		"k"	"i"	1		
"03011"	"箋"	"笺"	"ts"	"iae"	1		
"03012"	"筵"		"gh"	"ie"	1		
"03013"	"算"		"s"	"oe"	3		
"03014"	"箝"		"g"	"ie"	1		
"03015"	"箔"		"b"	"aoh"			
"03016"	"箏"	"筝"	"ts"	"an"	1		
"03017"	"箭"		"ts"	"ie"	3		
"03018"	"箱"		"s"	"ian"	1		
"03019"	"範"	"范"	"v"	"ae"	2	"範圍，範式"	
"03020"	"箴"		"c"	"in"	1	"箴言"	
"03021"	"篆"		"j"	"ioe"	2	"篆書"	
"03022"	"篇"		"ph"	"ie"	1		
"03023"	"篁"		"gh"	"uaon"	1		
"03024"	"篙"		"k"	"au"	1		
"03025"	"蓑"	"蓑"	"s"	"ou"	1		
"03026"	"築"	"筑"	"c"	"ioh"		"建築"	
"03027"	"篤"	"笃"	"t"	"oh"			
"03028"	"箬"		"n"	"iah"			
"03029"	"篡"		"tsh"	"oe"	3		
"03030"	"篩"	"筛"	"s"	"a"	1		
"03031"	"簇"		"tsh"	"oh"			
"03032"	"簍"	"篓"	"l"	"eu"	1		
"03033"	"篾"		"m"	"ih"	8		
"03034"	"篷"		"b"	"on"	1		
"03035"	"簫"	"箫"	"s"	"iau"	1		
"03036"	"簧"	"簧"	"gh"	"uaon"	1		
"03037"	"簪"	"簪"	"ts"	"oe"	1		
	"簪"	"簪"	"ts"	"en"	1		"又音"
"03038"	"簞"	"箪"	"t"	"ae"	1		
"03039"	"簣"	"篑"	"g"	"iu"	3		
"03040"	"簡"	"简"	"k"	"ae"	2		
"03041"	"簾"	"帘"	"l"	"ie"	1	"門簾，窗簾"	
"03042"	"簿"		"b"	"u"	2		
"03043"	"簸"		"p"	"ou"	2	"顛簸"	
	"簸"		"p"	"ou"	3	"簸箕"	
"03044"	"簽"	"签"	"tsh"	"ie"	1	"簽字，簽名"	
"03045"	"檐"		"gh"	"ie"	1		
"03046"	"籌"	"筹"	"j"	"ieu"	1		
"03047"	"籃"	"篮"	"l"	"ae"	1		
"03048"	"籍"		"z"	"ieoh"			
"03050"	"籠"	"笼"	"l"	"on"	1	"燈籠"	"名詞"
	"籠"	"笼"	"l"	"on"	2	"籠罩，籠絡"	"動詞"
"03051"	"籟"	"籁"	"l"	"a"	3		
"03052"	"籤"	"签"	"tsh"	"ie"	1	"抽籤"	
"03053"	"籬"	"篱"	"l"	"i"	1		
"03054"	"籮"	"箩"	"l"	"ou"	1		
"03055"	"籲"	"吁"	"gh"	"iu"	3	"呼籲"	
"03056"	"米"		"m"	"i"	2		
"03057"	"粉"		"f"	"en"	2		
"03058"	"粒"		"l"	"ih"			
"03059"	"粗"		"tsh"	"u"	1		
"03060"	"粟"		"s"	"ioh"			
"03061"	"粥"		"c"	"ioh"			
"03062"	"粱"		"l"	"ian"	1		
"03063"	"粳"		"k"	"an"	1		
"03064"	"粵"		"gh"	"ioeh"			
"03065"	"粹"		"s"	"ei"	3		
"03066"	"粽"		"ts"	"on"	3		
"03067"	"精"		"ts"	"ieon"	1		
"03068"	"糊"		"gh"	"u"	1	"糊塗"	
"03069"	"糕"		"k"	"au"	1		
"03070"	"糖"		"d"	"aon"	1		
"03071"	"糠"		"kh"	"aon"	1		
"03072"	"糜"		"m"	"i"	1		
"03073"	"糞"	"粪"	"f"	"en"	3		
"03075"	"糟"		"ts"	"au"	1		
"03076"	"糙"		"tsh"	"au"	3		
"03077"	"糧"	"粮"	"l"	"ian"	1		
"03078"	"糯"		"n"	"ou"	3		
"03080"	"系"		"gh"	"i"	3	"系統"	
"03081"	"糾"	"纠"	"k"	"ieu"	1		
"03082"	"紂"	"纣"	"j"	"ieu"	2		
"03083"	"紅"	"红"	"gh"	"on"	1		
"03084"	"紀"	"纪"	"k"	"i"	3	"紀律"	
	"紀"	"纪"	"k"	"i"	2	"紀曉嵐"	"姓氏"
"03085"	"紉"	"纫"	"n"	"in"	3		
"03086"	"紇"	"纥"	"gh"	"eh"			
"03087"	"約"	"约"		"iah"			
"03088"	"紡"	"纺"	"f"	"aon"	2		
"03089"	"紗"	"纱"	"s"	"o"	1		
"03090"	"紋"	"纹"	"v"	"en"	1		
"03091"	"紊"		"v"	"en"	3		
"03092"	"素"		"s"	"u"	3		
"03093"	"索"		"s"	"aoh"		"繩索，線索"	
	"索"		"s"	"ah"		"索取，索求"	
"03094"	"純"	"纯"	"zh"	"iuin"			
"03095"	"紐"	"纽"	"n"	"ieu"	2		
"03096"	"紕"	"纰"	"ph"	"i"	1	"紕漏，紕繆"	
"03097"	"級"	"级"	"k"	"ih"			
"03098"	"紜"	"纭"	"gh"	"iuin"	1		
"03099"	"納"	"纳"	"n"	"eeh"			
"03100"	"紙"	"纸"	"ts"	"y"	2		
"03101"	"紛"	"纷"	"f"	"en"	1		
"03102"	"絆"	"绊"	"p"	"oe"	3	"羈絆，牽絆"	
"03104"	"統"	"统"	"th"	"on"	2		
"03105"	"紮"	"扎"	"ts"	"aeh"			
"03106"	"紹"	"绍"	"zh"	"iau"	2		
"03108"	"絀"	"绌"	"ch"	"iuih"			
"03109"	"細"	"细"	"s"	"i"	3		
"03110"	"紳"	"绅"	"sh"	"in"	1		
"03111"	"組"	"组"	"ts"	"u"	2		
"03112"	"累"		"l"	"iu"	1	"累贅"	
	"累"		"l"	"iu"	2	"累積，傷痕累累"	
	"累"		"l"	"iu"	3	"連累"	
	"累"		"l"	"ei"	3	"疲累"	
"03113"	"終"	"終"	"c"	"ion"	1		
"03114"	"絞"	"绞"	"k"	"au"	2		
"03115"	"結"	"结"	"k"	"iaeh"			
"03116"	"絨"	"绒"	"n"	"ion"	1		
"03117"	"絕"	"绝"	"z"	"ioeh"			
"03118"	"紫"		"ts"	"y"	2		
"03119"	"絮"		"s"	"i"	3		
"03120"	"絲"	"丝"	"s"	"y"	1		
"03121"	"絡"	"络"	"l"	"aoh"			
"03122"	"給"	"给"	"k"	"ih"			
"03123"	"絢"	"绚"	"h"	"ioe"	3		
"03124"	"經"	"经"	"k"	"ieon"	1		
"03125"	"絹"	"绢"	"k"	"ioe"	3		
"03127"	"綁"	"绑"	"p"	"aon"	2		
"03128"	"綏"	"绥"	"s"	"iu"	1		
"03129"	"綻"	"绽"	"dz"	"ae"	3		
"03130"	"綰"	"绾"	""	"uae"	2		
"03131"	"綜"	"综"	"ts"	"on"	3		
"03132"	"綽"	"绰"	"ch"	"iah"			
"03133"	"綾"	"绫"	"l"	"ieon"	1		
"03134"	"綠"	"绿"	"l"	"oh"			
"03135"	"緊"	"紧"	"k"	"in"	2		
"03136"	"綴"	"缀"	"c"	"iu"	3		
"03137"	"網"	"网"	"m"	"aon"	2		
"03138"	"綱"	"纲"	"k"	"aon"	1		
"03139"	"綺"	"绮"	"kh"	"i"	2		
"03140"	"綢"	"绸"	"j"	"ieu"	1		
"03141"	"綿"	"绵"	"m"	"ie"	1		
"03143"	"綸"	"纶"	"k"	"uae"	1	"綸巾"	
	"綸"	"纶"	"l"	"iuin"	1	"腈綸"	
"03144"	"維"	"维"	"gh"	"iu"	1		
"03145"	"緒"	"绪"	"z"	"i"	2		
"03146"	"緇"	"淄"	"ts"	"y"	1		
"03147"	"締"	"缔"	"d"	"i"	3		
"03148"	"練"	"练"	"l"	"iae"	3		
"03149"	"緯"	"纬"	"gh"	"iu"	2		
"03150"	"緻"	"致"	"ts"	"y"	3		
"03151"	"緘"	"缄"	"k"	"ae"	1		
"03152"	"緬"	"缅"	"m"	"ie"	2		
"03153"	"緝"	"缉"	"tsh"	"ih"			
"03154"	"編"	"编"	"p"	"ie"	1		
"03155"	"緣"	"缘"	"gh"	"ioe"	1		
"03156"	"線"	"线"	"s"	"ie"	3		
"03157"	"緞"	"缎"	"d"	"oe"	2		
"03158"	"緩"	"缓"	"gh"	"uoe"	2		
"03159"	"綞"	"缍"	"t"	"ou"	2		
"03160"	"縊"	"缢"		"i"	3		
"03161"	"縑"	"缣"	"k"	"iae"	1		
"03162"	"縈"	"萦"		"ion"	1		
"03163"	"縛"	"缚"	"v"	"aoh"			
"03164"	"縣"	"县"	"gh"	"ioe"	3		
"03165"	"縮"	"缩"	"s"	"oh"			
"03166"	"績"	"绩"	"ts"	"ieoh"			
"03167"	"繆"	"缪"	"m"	"eu"	1	"未雨綢繆"	
	"繆"	"缪"	"m"	"ieu"	3	"紕繆"	"同“謬”。"
	"繆"	"缪"	"m"	"iau"	3		"姓氏"
"03168"	"縷"	"缕"	"l"	"iu"	2		
"03169"	"縲"	"缧"	"l"	"iu"	1		
"03170"	"繃"	"绷"	"p"	"an"	1		
"03171"	"縫"	"缝"	"v"	"on"	1	"縫紉，縫合"	"動詞"
	"縫"	"缝"	"v"	"on"	3	"縫隙"	"名詞"
"03172"	"總"	"总"	"ts"	"on"	2		
"03173"	"縱"	"纵"	"ts"	"ion"	3	"放縱"	
	"縱"	"纵"	"ts"	"ion"	1	"縱橫"	
"03174"	"繅"	"缫"	"s"	"au"	1		
"03175"	"繁"		"v"	"ae"	1		
	"繁"		"b"	"ou"	1		"姓氏"
"03176"	"織"	"织"	"c"	"ieoh"			
"03177"	"繕"	"缮"	"zh"	"ie"	3		
"03178"	"繞"	"绕"	"n"	"iau"	3		
"03179"	"繚"	"缭"	"l"	"iau"	1		
"03180"	"繡"	"绣"	"s"	"ieu"	3		
"03181"	"繫"	"系"	"gh"	"i"	3	"聯繫，維繫"	
	"繫"	"系"	"k"	"i"	3	"繫牢"	"單用動詞"
"03182"	"繭"	"茧"	"k"	"iae"	2		
"03183"	"繹"	"绎"	"gh"	"ieoh"			
"03184"	"繩"	"绳"	"zh"	"ieon"	1		
"03185"	"繪"	"绘"	"gh"	"uei"	3		
"03186"	"辮"	"辫"	"b"	"iae"	3		
"03187"	"繽"	"缤"	"p"	"in"	1		
"03188"	"繼"	"继"	"k"	"i"	3		
"03189"	"纂"		"ts"	"oe"	2		
"03190"	"纏"	"缠"	"j"	"ie"	3		
"03191"	"續"	"续"	"z"	"ioh"			
"03192"	"纓"	"缨"		"ieon"	1		
"03193"	"纖"	"纤"	"s"	"ie"	1	"纖維，纖細"	
"03194"	"纜"	"缆"	"l"	"ae"	2	"纜繩"	
"03195"	"缶"		"f"	"eu"	2		
"03196"	"缸"		"k"	"aon"	1		
"03197"	"缺"		"kh"	"ioeh"			
"03198"	"缽"	"钵"	"p"	"oeh"			
"03199"	"罄"		"kh"	"ieon"	3		
"03200"	"罈"	"坛"	"d"	"ee"	1	"酒罈"	
"03201"	"罐"		"k"	"uoe"	3		
"03202"	"罕"		"h"	"oe"	2		
"03203"	"罔"		"v"	"aon"	2		
"03204"	"罟"		"k"	"u"	2		
"03205"	"置"		"ts"	"y"	3		
"03206"	"罩"		"ts"	"au"	3		
"03207"	"罪"		"z"	"ei"	3		
"03208"	"署"		"z"	"y"	2		
"03209"	"罰"	"罚"	"v"	"aeh"			
"03210"	"罵"	"骂"	"m"	"o"	3		
"03211"	"罷"	"罢"	"b"	"a"	3	"弗罷"	
	"罷"	"罢"	"b"	"o"	3	"罷工"	
"03212"	"罹"		"l"	"i"	1		
"03213"	"羅"	"罗"	"l"	"ou"	1		
"03214"	"羈"	"羁"	"k"	"i"	1		
"03215"	"羊"		"gh"	"ian"	1		
"03216"	"羌"		"kh"	"ian"	1		
"03217"	"羋"		"m"	"i"	2		
"03218"	"美"		"m"	"i"	2		
"03219"	"羔"		"k"	"au"	1		
"03220"	"羞"		"s"	"ieu"	1		
"03221"	"羚"		"l"	"ieon"	1		
"03222"	"善"		"zh"	"ie"	2		
"03223"	"義"	"义"	"ng"	"i"	3		
"03224"	"羨"	"羡"	"z"	"ie"	3		
"03225"	"群"		"g"	"iuin"	1		
"03226"	"羯"		"k"	"ieh"			
"03227"	"羲"		"h"	"i"	1		
"03228"	"羶"		"sh"	"ie"	1		
"03229"	"羹"		"k"	"an"	1		
"03230"	"羸"		"l"	"iu"	1		
"03231"	"羽"		"gh"	"iu"	2		
"03232"	"羿"		"ng"	"i"	3		
"03233"	"翅"		"tsh"	"y"	3		
"03234"	"翁"			"on"	1		
"03235"	"翌"		"gh"	"ieoh"			
"03236"	"翎"		"l"	"ieon"	1		
"03237"	"習"	"习"	"z"	"ih"			
"03238"	"翔"		"z"	"ian"	1		
"03239"	"翕"		"h"	"ih"			
"03240"	"翠"		"tsh"	"iu"	3		
"03241"	"翡"		"f"	"i"	2		
"03242"	"翟"		"dz"	"ah"			
	"翟"		"d"	"ieoh"			
"03243"	"翩"		"ph"	"ie"	1		
"03244"	"翰"		"gh"	"oe"	3		
"03245"	"翱"		"ng"	"au"	1		
"03246"	"翳"			"i"	3		
"03247"	"翼"		"gh"	"ieoh"			
"03248"	"翹"	"翘"	"kh"	"iau"	3	"翘尾"	
	"翹"	"翘"	"g"	"iau"	1	"翘首，翘楚"	
"03249"	"翻"		"f"	"ae"	1		
"03250"	"耀"		"gh"	"iau"	3		
"03251"	"老"		"l"	"au"	2		
"03252"	"考"		"kh"	"au"	2		
"03253"	"者"		"c"	"ia"	2		
"03254"	"耆"		"g"	"i"	1		
"03255"	"而"		"n"	"i"	1		
"03256"	"耐"		"n"	"ai"	3		
"03257"	"耍"		"s"	"o"	2		
"03258"	"耒"		"l"	"ei"	3		
	"耒"		"l"	"iu"	2		"又音"
	"耒"		"l"	"ei"	2		"又音"
"03259"	"耘"		"gh"	"iuin"	1		
"03260"	"耕"		"k"	"an"	1		
"03261"	"耙"		"b"	"o"	1		
"03262"	"耗"		"h"	"au"	3		
"03263"	"耜"		"z"	"y"	2		
"03264"	"耳"		"n"	"i"	2		
"03265"	"耶"		"gh"	"ia"	1		
"03266"	"耽"		"t"	"ee"	1		
"03267"	"耿"		"k"	"an"	2		
"03268"	"聊"		"l"	"iau"	1		
"03269"	"聆"		"l"	"ieon"	1		
"03270"	"聖"	"圣"	"sh"	"ieon"	3		
"03271"	"聘"		"ph"	"ieon"	3		
"03272"	"聞"	"闻"	"v"	"en"	1	"新聞"	
	"聞"	"闻"	"m"	"en"	1		"口语音"
"03273"	"聚"	"聚"	"z"	"iu"	2		
"03274"	"聱"		"ng"	"au"	1		
"03275"	"聲"	"声"	"sh"	"ieon"	1		
"03276"	"聰"	"聪"	"tsh"	"on"	1		
"03277"	"聯"	"联"	"l"	"ie"	1		
"03278"	"聳"	"耸"	"s"	"ion"	2		
"03279"	"職"	"职"	"c"	"ieoh"			
"03280"	"聶"	"聂"	"n"	"ieh"			
"03281"	"聾"	"聋"	"l"	"on"	1		
"03282"	"聽"	"听"	"th"	"ieon"	3		
"03283"	"聿"		"gh"	"iuih"			
"03284"	"肆"		"s"	"y"	3		
"03285"	"肄"		"gh"	"i"	3		
"03286"	"肅"	"肃"	"s"	"ioh"			
"03287"	"肇"		"j"	"iau"	2		
"03288"	"肉"		"n"	"ioh"			
"03289"	"肋"		"l"	"eoh"			
"03290"	"肌"		"k"	"i"	1		
"03291"	"肖"		"s"	"iau"	3	"肖像"	
"03292"	"肓"		"h"	"uaon"	1		
"03293"	"肝"		"k"	"oe"	1		
"03294"	"肘"		"c"	"ieu"	2		
"03295"	"肛"		"k"	"aon"	1		
"03296"	"肚"		"t"	"u"	2	"猪肚"	"动物的胃"
	"肚"		"d"	"u"	2	"肚皮"	
"03297"	"育"		"gh"	"ioh"			
"03298"	"肺"		"f"	"i"	3		
"03299"	"肥"		"v"	"i"	1	"肥沃"	
	"肥"		"b"	"i"	1		"滞音"
"03300"	"肢"		"ts"	"y"	1		
