"汉字"	"拼音"	"IPA"	"注释"
"恆"	"heng2"	"hɛŋ˥˥"	
"恆"	"an2"	"an˥˥"	"替，緊"
"冰"	"piann1"	"piã˧˦"	
"憑"	"pheng2"	"pʰɛŋ˥˥"	
"凌"	"leng2"	"lɛŋ˥˥"	
"菱"	"leng2"	"lɛŋ˥˥"	
"陵"	"leng2"	"lɛŋ˥˥"	
"徵"	"teng1"	"tɛŋ˧˦"	
"澄"	"theng2"	"tʰɛŋ˥˥"	
"懲"	"theng3"	"tʰɛŋ˥˨"	
"橙"	"tsheng2"	"tsʰɛŋ˥˥"	
"瞪"	"teng5"	"tɛŋ˨˩˨"	
"蒸"	"tseng1"	"tsɛŋ˧˦"	
"拯"	"tsin3"	"tsin˥˨"	
"證"	"tseng5"	"tsɛŋ˨˩˨"	
"症"	"tseng5"	"tsɛŋ˨˩˨"	
"稱"	"tsheng1"	"tsʰɛŋ˧˦"	"文"
"稱"	"tsheng5"	"tsʰɛŋ˨˩˨"	"文"
"稱"	"tshin5"	"tsʰin˨˩˨"	"白"
"秤"	"tshin5"	"tsʰin˨˩˨"	
"乘"	"seng2"	"sɛŋ˥˥"	
"繩"	"sin2"	"sin˥˥"	
"剩"	"sin2"	"sin˥˥"	
"剩"	"sin6"	"sin˨˨"	"又"
"升"	"seng1"	"sɛŋ˧˦"	
"勝"	"seng5"	"sɛŋ˨˩˨"	
"承"	"seng2"	"sɛŋ˥˥"	"文"
"承"	"sin2"	"sin˥˥"	"白"
"丞"	"seng2"	"sɛŋ˥˥"	
"仍"	"jeng2"	"dzɛŋ˥˥"	
"扔"	"jeng1"	"dzɛŋ˧˦"	
"兢"	"kheng1"	"kʰɛŋ˧˦"	
"凝"	"ngeng2"	"ŋɛŋ˥˥"	
"興"	"heng1"	"hɛŋ˧˦"	
"興"	"heng5"	"hɛŋ˨˩˨"	
"應"	"eng1"	"ɛŋ˧˦"	"文，~該"
"鷹"	"eng1"	"ɛŋ˧˦"	
"應"	"eng5"	"ɛŋ˨˩˨"	"文"
"應"	"in5"	"in˨˩˨"	"白"
"蠅"	"sin2"	"sin˥˥"	
"孕"	"jeng4"	"dzɛŋ˨˥"	
"北"	"pak7"	"pak˧˨"	
"墨"	"bak8"	"bak˥˦"	
"默"	"mit8"	"mit˥˦"	
"德"	"tek7"	"tɛk˧˨"	
"得"	"tit7"	"tit˧˨"	
"特"	"tek8"	"tɛk˥˦"	
"肋"	"lek8"	"lɛk˥˦"	
"勒"	"lek8"	"lɛk˥˦"	
"則"	"tsek7"	"tsɛk˧˨"	
"賊"	"tshat8"	"tsʰat˥˦"	
"塞"	"sat7"	"sat˧˨"	
"刻"	"khek7"	"kʰɛk˧˨"	"文"
"刻"	"khat7"	"kʰat˧˨"	"白"
"克"	"khiok7"	"kʰiok˧˨"	
"黑"	"hek7"	"hɛk˧˨"	
"逼"	"pek7"	"pɛk˧˨"	
"匿"	"nek8"	"nɛk˥˦"	
"力"	"lat8"	"lat˥˦"	
"即"	"tsiat7"	"tsiɛt˧˨"	
"鯽"	"tsit7"	"tsit˧˨"	
"稷"	"tsek7"	"tsɛk˧˨"	
"息"	"sek7"	"sɛk˧˨"	
"熄"	"sek7"	"sɛk˧˨"	"文"
"熄"	"sit7"	"sit˧˨"	"白"
"媳"	"sek7"	"sɛk˧˨"	
"直"	"tit8"	"tit˥˦"	
"值"	"tek8"	"tɛk˥˦"	"文"
"值"	"tat8"	"tat˥˦"	"白"
"側"	"tshek7"	"tsʰɛk˧˨"	
"測"	"tshek7"	"tsʰɛk˧˨"	
"惻"	"tshek7"	"tsʰɛk˧˨"	
"色"	"sek7"	"sɛk˧˨"	
"織"	"tsit7"	"tsit˧˨"	
"職"	"tseh7"	"tsɛʔ˧˨"	
"食"	"sit8"	"sit˥˦"	
"食"	"tsiah8"	"tsiaʔ˥˦"	
"蝕"	"sih8"	"siʔ˥˦"	
"識"	"sek7"	"sɛk˧˨"	
"式"	"sek7"	"sɛk˧˨"	
"拭"	"tshit7"	"tsʰit˧˨"	
"飾"	"sek7"	"sɛk˧˨"	
"殖"	"sit8"	"sit˥˦"	
"植"	"sit8"	"sit˥˦"	
"棘"	"kek7"	"kɛk˧˨"	
"極"	"kek8"	"kɛk˥˦"	
"憶"	"i5"	"i˨˩˨"	"俗"
"憶"	"it7"	"it˧˨"	"白，~得"
"億"	"ek8"	"ɛk˥˦"	
"抑"	"at7"	"at˧˨"	
"翼"	"ek8"	"ɛk˥˦"	"文"
"翼"	"sit8"	"sit˥˦"	"白"
"弘"	"hong2"	"hoŋ˥˥"	
"國"	"kok7"	"kok˧˨"	
"或"	"hok8"	"hok˥˦"	
"惑"	"hok8"	"hok˥˦"	
"域"	"hok8"	"hok˥˦"	
"烹"	"pheng1"	"pʰɛŋ˧˦"	
"彭"	"phenn2"	"pʰɛ̃˥˥"	
"膨"	"phenn2"	"pʰɛ̃˥˥"	
"盲"	"mang2"	"maŋ˥˥"	"新"
"盲"	"meng2"	"mɛŋ˥˥"	"文"
"盲"	"menn2"	"mɛ̃˥˥"	"白，青~"
"猛"	"meng3"	"mɛŋ˥˨"	"文"
"猛"	"menn3"	"mɛ̃˥˨"	"白"
"孟"	"meng3"	"mɛŋ˥˨"	
"打"	"ta3"	"ta˥˨"	
"冷"	"nenn3"	"nɛ̃˥˨"	
"撐"	"thenn1"	"tʰɛ̃˧˦"	
"撐"	"thenn5"	"tʰɛ̃˨˩˨"	
"澄"	"theng2"	"tʰɛŋ˥˥"	
"生"	"seng1"	"sɛŋ˧˦"	"文"
"生"	"senn1"	"sɛ̃˧˦"	"白"
"生"	"tshenn1"	"tsʰɛ̃˧˦"	"白"
"牲"	"seng1"	"sɛŋ˧˦"	"文"
"牲"	"senn1"	"sɛ̃˧˦"	"白"
"笙"	"seng1"	"sɛŋ˧˦"	
"甥"	"seng1"	"sɛŋ˧˦"	
"省"	"senn3"	"sɛ̃˥˨"	
"更"	"keng1"	"kɛŋ˧˦"	"文"
"更"	"keng5"	"kɛŋ˨˩˨"	"文"
"更"	"kenn1"	"kɛ̃˧˦"	"白"
"庚"	"kenn1"	"kɛ̃˧˦"	
"羹"	"kenn1"	"kɛ̃˧˦"	
"哽"	"kenn3"	"kɛ̃˥˨"	
"坑"	"khenn1"	"kʰɛ̃˧˦"	
"硬"	"ngenn4"	"ŋɛ̃˨˥"	
"亨"	"heng1"	"hɛŋ˧˦"	
"行"	"heng2"	"hɛŋ˥˥"	"文，~李"
"行"	"heng4"	"hɛŋ˨˥"	"文"
"行"	"kiann2"	"kiã˥˥"	"白"
"衡"	"heng2"	"hɛŋ˥˥"	
"杏"	"heng5"	"hɛŋ˨˩˨"	
"棚"	"penn2"	"pɛ̃˥˥"	
"萌"	"meng2"	"mɛŋ˥˥"	
"橙"	"tsheng2"	"tsʰɛŋ˥˥"	
"爭"	"tsenn1"	"tsɛ̃˧˦"	
"箏"	"tseng1"	"tsɛŋ˧˦"	
"睜"	"tseng1"	"tsɛŋ˧˦"	
"耕"	"kenn1"	"kɛ̃˧˦"	
"耿"	"keng3"	"kɛŋ˥˨"	
"幸"	"heng4"	"hɛŋ˨˥"	
"鶯"	"eng1"	"ɛŋ˧˦"	
"鸚"	"eng1"	"ɛŋ˧˦"	
"櫻"	"eng1"	"ɛŋ˧˦"	
"兵"	"piann1"	"piã˧˦"	
"丙"	"piann3"	"piã˥˨"	
"秉"	"peng3"	"pɛŋ˥˨"	
"柄"	"penn5"	"pɛ̃˨˩˨"	
"平"	"pheng2"	"pʰɛŋ˥˥"	"文"
"平"	"penn2"	"pɛ̃˥˥"	"白"
"平"	"phenn2"	"pʰɛ̃˥˥"	"白，使平"
"評"	"pheng2"	"pʰɛŋ˥˥"	
"坪"	"pheng2"	"pʰɛŋ˥˥"	"文"
"坪"	"phiann2"	"pʰiã˥˥"	"白"
"病"	"penn6"	"pɛ̃˨˨"	
"明"	"meng2"	"mɛŋ˥˥"	"文"
"明"	"menn2"	"mɛ̃˥˥"	"白，~年"
"鳴"	"meng2"	"mɛŋ˥˥"	
"盟"	"meng2"	"mɛŋ˥˥"	
"皿"	"meng3"	"mɛŋ˥˨"	
"命"	"meng4"	"mɛŋ˨˥"	"文"
"命"	"miann6"	"miã˨˨"	"白"
"京"	"kiann1"	"kiã˧˦"	
"荆"	"keng1"	"kɛŋ˧˦"	
"驚"	"keng1"	"kɛŋ˧˦"	"文，~蟄"
"驚"	"kiann1"	"kiã˧˦"	"白"
"境"	"keng3"	"kɛŋ˥˨"	
"景"	"keng3"	"kɛŋ˥˨"	
"警"	"keng4"	"kɛŋ˨˥"	
"敬"	"keng5"	"kɛŋ˨˩˨"	
"竟"	"keng3"	"kɛŋ˥˨"	
"鏡"	"kiann5"	"kiã˨˩˨"	
"卿"	"kheng1"	"kʰɛŋ˧˦"	
"慶"	"kheng5"	"kʰɛŋ˨˩˨"	
"擎"	"kheng2"	"kʰɛŋ˥˥"	"文"
"擎"	"khia2"	"kʰia˥˥"	"替"
"鯨"	"kheng2"	"kʰɛŋ˥˥"	
"競"	"keng4"	"kɛŋ˨˥"	
"迎"	"ngeng2"	"ŋɛŋ˥˥"	"文"
"迎"	"iann2"	"iã˥˥"	"白，~老爺"
"英"	"eng1"	"ɛŋ˧˦"	
"影"	"iann3"	"iã˥˨"	
"映"	"iang5"	"iaŋ˨˩˨"	
"餅"	"piann3"	"piã˥˨"	
"并"	"peng4"	"pɛŋ˨˥"	
"聘"	"pheng5"	"pʰɛŋ˨˩˨"	"文"
"聘"	"phiann5"	"pʰiã˨˩˨"	"白"
"名"	"meng2"	"mɛŋ˥˥"	"文"
"名"	"miann2"	"miã˥˥"	"白"
"領"	"niann3"	"niã˥˨"	
"嶺"	"niann3"	"niã˥˨"	
"令"	"leng4"	"lɛŋ˨˥"	
"精"	"tseng1"	"tsɛŋ˧˦"	"文"
"精"	"tsiann1"	"tsiã˧˦"	"白"
"晶"	"tsiann1"	"tsiã˧˦"	
"睛"	"tseng1"	"tsɛŋ˧˦"	
"井"	"tsenn3"	"tsɛ̃˥˨"	
"清"	"tsheng1"	"tsʰɛŋ˧˦"	
"請"	"tshiann3"	"tsʰiã˥˨"	
"倩"	"tshiann5"	"tsʰiã˨˩˨"	"央~"
"倩"	"tshiah7"	"tsʰiaʔ˧˨"	
"情"	"tsheng2"	"tsʰɛŋ˥˥"	"文"
"情"	"tsiann2"	"tsiã˥˥"	"白"
"晴"	"tsenn2"	"tsɛ̃˥˥"	
"靜"	"tsenn4"	"tsɛ̃˨˥"	
"净"	"tseng4"	"tsɛŋ˨˥"	
"性"	"senn5"	"sɛ̃˨˩˨"	
"姓"	"senn5"	"sɛ̃˨˩˨"	
"貞"	"tseng1"	"tsɛŋ˧˦"	
"蟶"	"thang1"	"tʰaŋ˧˦"	
"偵"	"tseng1"	"tsɛŋ˧˦"	
"逞"	"theng3"	"tʰɛŋ˥˨"	
"呈"	"thiann2"	"tʰiã˥˥"	
"程"	"thiann2"	"tʰiã˥˥"	
"鄭"	"tenn6"	"tɛ̃˨˨"	
"正"	"tsiann1"	"tsiã˧˦"	
"征"	"tseng1"	"tsɛŋ˧˦"	
"整"	"tsiann3"	"tsiã˥˨"	
"政"	"tseng5"	"tsɛŋ˨˩˨"	
"正"	"tsiann5"	"tsiã˨˩˨"	
"聲"	"siann1"	"siã˧˦"	
"聖"	"seng5"	"sɛŋ˨˩˨"	"文，~杯"
"聖"	"siann5"	"siã˨˩˨"	"白"
"城"	"siann2"	"siã˥˥"	
"成"	"seng2"	"sɛŋ˥˥"	"文"
"成"	"siann2"	"siã˥˥"	"白，比率"
"成"	"tsiann2"	"tsiã˥˥"	"白"
"成"	"tshiann2"	"tsʰiã˥˥"	"白，使成"
"誠"	"seng2"	"sɛŋ˥˥"	
"盛"	"seng4"	"sɛŋ˨˥"	
"頸"	"kenn5"	"kɛ̃˨˩˨"	
"勁"	"kenn5"	"kɛ̃˨˩˨"	
"輕"	"khin1"	"kʰin˧˦"	
"輕"	"khia1"	"kʰia˧˦"	"~薄"
"嬰"	"eng1"	"ɛŋ˧˦"	
"纓"	"eng1"	"ɛŋ˧˦"	
"盈"	"iong2"	"ioŋ˥˥"	
"贏"	"iann2"	"iã˥˥"	
"嬴"	"iong1"	"ioŋ˧˦"	
"姘"	"pheng1"	"pʰɛŋ˧˦"	
"拼"	"pheng1"	"pʰɛŋ˧˦"	
"瓶"	"phin2"	"pʰin˥˥"	
"瓶"	"pan2"	"pan˥˥"	"白"
"屏"	"phin2"	"pʰin˥˥"	
"並"	"peng4"	"pɛŋ˨˥"	
"銘"	"meng2"	"mɛŋ˥˥"	
"冥"	"meng2"	"mɛŋ˥˥"	
"暝"	"meng2"	"mɛŋ˥˥"	"文"
"暝"	"menn2"	"mɛ̃˥˥"	"白"
"丁"	"teng1"	"tɛŋ˧˦"	
"釘"	"teng1"	"tɛŋ˧˦"	
"頂"	"teng3"	"tɛŋ˥˨"	
"鼎"	"tiann3"	"tiã˥˨"	
"釘"	"teng5"	"tɛŋ˨˩˨"	
"訂"	"teng5"	"tɛŋ˨˩˨"	
"聽"	"theng5"	"tʰɛŋ˨˩˨"	
"聽"	"thiann1"	"tʰiã˧˦"	
"廳"	"thiann1"	"tʰiã˧˦"	
"廷"	"theng2"	"tʰɛŋ˥˥"	
"停"	"theng2"	"tʰɛŋ˥˥"	
"亭"	"teng2"	"tɛŋ˥˥"	
"庭"	"theng2"	"tʰɛŋ˥˥"	"文"
"庭"	"tiann2"	"tiã˥˥"	"白"
"蜓"	"theng2"	"tʰɛŋ˥˥"	
"挺"	"theng3"	"tʰɛŋ˥˨"	
"艇"	"theng3"	"tʰɛŋ˥˨"	
"錠"	"teng4"	"tɛŋ˨˥"	
"定"	"teng4"	"tɛŋ˨˥"	"文，醒~"
"定"	"tiann6"	"tiã˨˨"	"白"
"寧"	"leng2"	"lɛŋ˥˥"	
"佞"	"leng4"	"lɛŋ˨˥"	
"靈"	"leng2"	"lɛŋ˥˥"	
"零"	"leng2"	"lɛŋ˥˥"	"文"
"零"	"lan2"	"lan˥˥"	"白"
"鈴"	"leng1"	"lɛŋ˧˦"	
"伶"	"leng2"	"lɛŋ˥˥"	
"另"	"leng4"	"lɛŋ˨˥"	
"青"	"tshenn1"	"tsʰɛ̃˧˦"	
"蜻"	"tshenn1"	"tsʰɛ̃˧˦"	
"星"	"tshenn1"	"tsʰɛ̃˧˦"	
"星"	"san1"	"san˧˦"	"零~"
"腥"	"seng1"	"sɛŋ˧˦"	"文"
"腥"	"tshenn5"	"tsʰɛ̃˨˩˨"	"白"
"醒"	"seng3"	"sɛŋ˥˨"	"文，~定"
"醒"	"tshenn3"	"tsʰɛ̃˥˨"	"白"
"經"	"keng1"	"kɛŋ˧˦"	"文"
"經"	"kenn1"	"kɛ̃˧˦"	"白，~布"
"經"	"kiann1"	"kiã˧˦"	"白，名詞"
"徑"	"kenn5"	"kɛ̃˨˩˨"	
"磬"	"kheng5"	"kʰɛŋ˨˩˨"	
"馨"	"heng1"	"hɛŋ˧˦"	
"刑"	"heng2"	"hɛŋ˥˥"	
"型"	"heng2"	"hɛŋ˥˥"	
"形"	"heng2"	"hɛŋ˥˥"	
"百"	"peh7"	"pɛʔ˧˨"	
"柏"	"peh7"	"pɛʔ˧˨"	
"伯"	"peh7"	"pɛʔ˧˨"	
"迫"	"pek7"	"pɛk˧˨"	
"拍"	"phah7"	"pʰaʔ˧˨"	
"珀"	"phek7"	"pʰɛk˧˨"	
"魄"	"phek7"	"pʰɛk˧˨"	
"白"	"peh8"	"pɛʔ˥˦"	
"陌"	"mit8"	"mit˥˦"	
"拆"	"thiah7"	"tʰiaʔ˧˨"	
"擇"	"toh8"	"toʔ˥˦"	
"澤"	"tsek8"	"tsɛk˥˦"	
"宅"	"theh8"	"tʰɛʔ˥˦"	
"窄"	"tsa3"	"tsa˥˨"	
"格"	"keh7"	"kɛʔ˧˨"	
"客"	"kheh7"	"kʰɛʔ˧˨"	
"客"	"khah7"	"kʰaʔ˧˨"	"~廳"
"咳"	"hai4"	"hai˨˥"	"俗"
"額"	"giah8"	"giaʔ˥˦"	"名額"
"額"	"hiah8"	"hiaʔ˥˦"	
"赫"	"heh7"	"hɛʔ˧˨"	
"嚇"	"heh7"	"hɛʔ˧˨"	
"麥"	"beh8"	"bɛʔ˥˦"	
"脈"	"meh8"	"mɛʔ˥˦"	
"摘"	"tiah7"	"tiaʔ˧˨"	
"責"	"tseh7"	"tsɛʔ˧˨"	
"策"	"tsheh7"	"tsʰɛʔ˧˨"	
"册"	"tsheh7"	"tsʰɛʔ˧˨"	
"革"	"kek7"	"kɛk˧˨"	
"隔"	"keh7"	"kɛʔ˧˨"	
"核"	"hek7"	"hɛk˧˨"	"文"
"核"	"hat8"	"hat˥˦"	"白，淋巴結"
"覈"	"hek7"	"hɛk˧˨"	
"厄"	"eh7"	"ɛʔ˧˨"	
"扼"	"eh7"	"ɛʔ˧˨"	
"軛"	"eh7"	"ɛʔ˧˨"	
"碧"	"phek7"	"pʰɛk˧˨"	
"戟"	"kek7"	"kɛk˧˨"	
"隙"	"khiah7"	"kʰiaʔ˧˨"	
"劇"	"kiah8"	"kiaʔ˥˦"	
"屐"	"kiah8"	"kiaʔ˥˦"	
"逆"	"ngek8"	"ŋɛk˥˦"	
"璧"	"piah7"	"piaʔ˧˨"	
"辟"	"phek7"	"pʰɛk˧˨"	
"僻"	"phiah7"	"pʰiaʔ˧˨"	
"僻"	"phiah8"	"pʰiaʔ˥˦"	"又"
"癖"	"phiah7"	"pʰiaʔ˧˨"	
"闢"	"phek7"	"pʰɛk˧˨"	
"積"	"tsek7"	"tsɛk˧˨"	"文"
"積"	"tseh7"	"tsɛʔ˧˨"	"白"
"跡"	"tsiah7"	"tsiaʔ˧˨"	
"脊"	"tsit7"	"tsit˧˨"	
"脊"	"tsiah7"	"tsiaʔ˧˨"	
"籍"	"tsia4"	"tsia˨˥"	
"昔"	"sek7"	"sɛk˧˨"	
"惜"	"sioh7"	"sioʔ˧˨"	
"席"	"siah8"	"siaʔ˥˦"	
"席"	"tshioh8"	"tsʰioʔ˥˦"	
"夕"	"sek7"	"sɛk˧˨"	
"擲"	"tann4"	"tã˨˥"	"訓"
"隻"	"tsiah7"	"tsiaʔ˧˨"	
"炙"	"tsioh7"	"tsioʔ˧˨"	
"赤"	"tshiah7"	"tsʰiaʔ˧˨"	
"斥"	"tshek7"	"tsʰɛk˧˨"	
"尺"	"tshioh7"	"tsʰioʔ˧˨"	
"適"	"sek7"	"sɛk˧˨"	
"釋"	"sek7"	"sɛk˧˨"	
"石"	"sioh8"	"sioʔ˥˦"	"~榴"
"石"	"tsioh8"	"tsioʔ˥˦"	
"碩"	"sek7"	"sɛk˧˨"	
"益"	"iah7"	"iaʔ˧˨"	
"亦"	"ia6"	"ia˨˨"	"訓“也”"
"譯"	"ek8"	"ɛk˥˦"	
"液"	"ek8"	"ɛk˥˦"	"文"
"液"	"sioh8"	"sioʔ˥˦"	"白"
"腋"	"ek8"	"ɛk˥˦"	
"壁"	"piah7"	"piaʔ˧˨"	
"霹"	"phek7"	"pʰɛk˧˨"	
"劈"	"phek7"	"pʰɛk˧˨"	
"覓"	"mit8"	"mit˥˦"	
"滴"	"tih7"	"tiʔ˧˨"	
"嫡"	"tiah7"	"tiaʔ˧˨"	
"的"	"ti1"	"ti˧˦"	
"的"	"tek8"	"tɛk˥˦"	
"踢"	"that7"	"tʰat˧˨"	
"剔"	"thek7"	"tʰɛk˧˨"	
"狄"	"tek8"	"tɛk˥˦"	
"笛"	"tek8"	"tɛk˥˦"	
"敵"	"tek8"	"tɛk˥˦"	
"糴"	"tiah8"	"tiaʔ˥˦"	
"溺"	"nek8"	"nɛk˥˦"	
"歷"	"leh8"	"lɛʔ˥˦"	
"曆"	"leh8"	"lɛʔ˥˦"	
"績"	"tseh7"	"tsɛʔ˧˨"	
"戚"	"tshek7"	"tsʰɛk˧˨"	
"寂"	"sok7"	"sok˧˨"	"俗"
"錫"	"siah7"	"siaʔ˧˨"	
"析"	"sek7"	"sɛk˧˨"	
"擊"	"khek7"	"kʰɛk˧˨"	
"激"	"kek7"	"kɛk˧˨"	
"礦"	"khuang5"	"kʰuaŋ˨˩˨"	
"橫"	"huenn2"	"huɛ̃˥˥"	
"轟"	"hong1"	"hoŋ˧˦"	
"宏"	"hong2"	"hoŋ˥˥"	
"兄"	"hiann1"	"hiã˧˦"	
"榮"	"iong2"	"ioŋ˥˥"	
"永"	"iong3"	"ioŋ˥˨"	
"泳"	"iong5"	"ioŋ˨˩˨"	
"咏"	"iong5"	"ioŋ˨˩˨"	
"傾"	"kheng1"	"kʰɛŋ˧˦"	
"頃"	"kheng3"	"kʰɛŋ˥˨"	
"瓊"	"khiong2"	"kʰioŋ˥˥"	"秦~"
"瓊"	"kheng2"	"kʰɛŋ˥˥"	
"營"	"iong2"	"ioŋ˥˥"	"文，~養"
"營"	"iann2"	"iã˥˥"	"白"
"塋"	"iong2"	"ioŋ˥˥"	
"穎"	"theng3"	"tʰɛŋ˥˨"	"俗"
"螢"	"iong2"	"ioŋ˥˥"	
"迥"	"keng3"	"kɛŋ˥˨"	
"炯"	"keng3"	"kɛŋ˥˨"	
"獲"	"uak8"	"uak˥˦"	
"劃"	"ueh8"	"uɛʔ˥˦"	
"役"	"hiah8"	"hiaʔ˥˦"	
"疫"	"mok8"	"mok˥˦"	"俗"
"疫"	"mut8"	"mut˥˦"	"俗，又"
"篷"	"phong2"	"pʰoŋ˥˥"	"文"
"篷"	"phang2"	"pʰaŋ˥˥"	"白"
"蓬"	"phong2"	"pʰoŋ˥˥"	
"蒙"	"mong2"	"moŋ˥˥"	
"懵"	"mong3"	"moŋ˥˨"	
"東"	"tong1"	"toŋ˧˦"	"文"
"東"	"tang1"	"taŋ˧˦"	"白"
"董"	"tong3"	"toŋ˥˨"	"文"
"董"	"tang3"	"taŋ˥˨"	"白，姓氏"
"懂"	"tong3"	"toŋ˥˨"	
"棟"	"tong5"	"toŋ˨˩˨"	
"凍"	"tong5"	"toŋ˨˩˨"	"文"
"凍"	"tang5"	"taŋ˨˩˨"	"白"
"通"	"thong1"	"tʰoŋ˧˦"	"文"
"通"	"thang1"	"tʰaŋ˧˦"	"白"
"通"	"thang5"	"tʰaŋ˨˩˨"	"替"
"桶"	"thang3"	"tʰaŋ˥˨"	
"痛"	"thong5"	"tʰoŋ˨˩˨"	
"同"	"thong2"	"tʰoŋ˥˥"	"文"
"同"	"tang2"	"taŋ˥˥"	"白"
"銅"	"tang2"	"taŋ˥˥"	
"桐"	"thong2"	"tʰoŋ˥˥"	"文"
"桐"	"thang2"	"tʰaŋ˥˥"	"白，~油"
"筒"	"thong2"	"tʰoŋ˥˥"	"文"
"筒"	"tang2"	"taŋ˥˥"	"白"
"童"	"thong2"	"tʰoŋ˥˥"	
"瞳"	"thong2"	"tʰoŋ˥˥"	
"動"	"tong4"	"toŋ˨˥"	"文"
"動"	"tang4"	"taŋ˨˥"	"白"
"動"	"thang4"	"tʰaŋ˨˥"	"白，觸碰"
"洞"	"thong2"	"tʰoŋ˥˥"	"文"
"洞"	"tang6"	"taŋ˨˨"	"白"
"籠"	"long2"	"loŋ˥˥"	"文"
"籠"	"lang2"	"laŋ˥˥"	"白"
"籠"	"leng2"	"lɛŋ˥˥"	"白，~牀"
"聾"	"lang2"	"laŋ˥˥"	
"攏"	"long3"	"loŋ˥˨"	
"弄"	"long4"	"loŋ˨˥"	
"棕"	"tsang1"	"tsaŋ˧˦"	
"鬃"	"tsang1"	"tsaŋ˧˦"	
"總"	"tsong3"	"tsoŋ˥˨"	"文"
"總"	"tsang3"	"tsaŋ˥˨"	"白"
"粽"	"tsang5"	"tsaŋ˨˩˨"	
"聰"	"tshong1"	"tsʰoŋ˧˦"	
"匆"	"tshong1"	"tsʰoŋ˧˦"	
"葱"	"tshang1"	"tsʰaŋ˧˦"	
"囱"	"tshong1"	"tsʰoŋ˧˦"	
"叢"	"tsang2"	"tsaŋ˥˥"	
"送"	"sang5"	"saŋ˨˩˨"	
"公"	"kong1"	"koŋ˧˦"	"文"
"公"	"kang1"	"kaŋ˧˦"	"白"
"工"	"kang1"	"kaŋ˧˦"	
"功"	"kong1"	"koŋ˧˦"	"文"
"功"	"kang1"	"kaŋ˧˦"	"白"
"攻"	"kong1"	"koŋ˧˦"	
"貢"	"kong5"	"koŋ˨˩˨"	
"贛"	"kong5"	"koŋ˨˩˨"	
"空"	"khong1"	"kʰoŋ˧˦"	"文"
"空"	"khang1"	"kʰaŋ˧˦"	"白"
"孔"	"khong3"	"kʰoŋ˥˨"	
"控"	"khong5"	"kʰoŋ˨˩˨"	
"空"	"khang5"	"kʰaŋ˨˩˨"	"白"
"烘"	"hong1"	"hoŋ˧˦"	"文"
"烘"	"hang1"	"haŋ˧˦"	"白"
"哄"	"hong1"	"hoŋ˧˦"	
"哄"	"hong3"	"hoŋ˥˨"	
"紅"	"ang2"	"aŋ˥˥"	
"洪"	"hong2"	"hoŋ˥˥"	"文"
"洪"	"ang2"	"aŋ˥˥"	"白"
"鴻"	"hong2"	"hoŋ˥˥"	
"汞"	"kong5"	"koŋ˨˩˨"	
"翁"	"ong1"	"oŋ˧˦"	"文"
"翁"	"ang1"	"aŋ˧˦"	"白"
"翁"	"eng1"	"ɛŋ˧˦"	"白，姓氏"
"瓮"	"ang5"	"aŋ˨˩˨"	
"冬"	"tang1"	"taŋ˧˦"	
"統"	"thong3"	"tʰoŋ˥˨"	
"農"	"long2"	"loŋ˥˥"	
"儂"	"nang2"	"naŋ˥˥"	"替"
"膿"	"long2"	"loŋ˥˥"	"文"
"膿"	"lang2"	"laŋ˥˥"	"白"
"宗"	"tsong1"	"tsoŋ˧˦"	
"鬆"	"song1"	"soŋ˧˦"	"文"
"鬆"	"sang1"	"saŋ˧˦"	"白"
"宋"	"song5"	"soŋ˨˩˨"	
"風"	"hong1"	"hoŋ˧˦"	"文"
"風"	"huang1"	"huaŋ˧˦"	"白"
"楓"	"pang1"	"paŋ˧˦"	
"瘋"	"huang1"	"huaŋ˧˦"	
"諷"	"hong5"	"hoŋ˨˩˨"	
"諷"	"hong3"	"hoŋ˥˨"	
"豐"	"hong1"	"hoŋ˧˦"	
"馮"	"pang2"	"paŋ˥˥"	
"鳳"	"hong4"	"hoŋ˨˥"	
"夢"	"mang6"	"maŋ˨˨"	
"隆"	"long2"	"loŋ˥˥"	
"嵩"	"song1"	"soŋ˧˦"	
"中"	"tong1"	"toŋ˧˦"	"文"
"中"	"tong5"	"toŋ˨˩˨"	"文"
"中"	"teng5"	"tɛŋ˨˩˨"	"白"
"中"	"tang1"	"taŋ˧˦"	"白"
"忠"	"tong1"	"toŋ˧˦"	
"蟲"	"thang2"	"tʰaŋ˥˥"	
"仲"	"tong4"	"toŋ˨˥"	
"崇"	"tshong2"	"tsʰoŋ˥˥"	
"終"	"tsong1"	"tsoŋ˧˦"	
"眾"	"tseng5"	"tsɛŋ˨˩˨"	
"充"	"tshong1"	"tsʰoŋ˧˦"	
"銃"	"tsheng5"	"tsʰɛŋ˨˩˨"	
"絨"	"jong2"	"dzoŋ˥˥"	
"戎"	"jong2"	"dzoŋ˥˥"	
"弓"	"keng1"	"kɛŋ˧˦"	
"躬"	"kiong1"	"kioŋ˧˦"	
"宮"	"keng1"	"kɛŋ˧˦"	
"穹"	"kiong1"	"kioŋ˧˦"	
"窮"	"khiong2"	"kʰioŋ˥˥"	"文"
"窮"	"keng2"	"kɛŋ˥˥"	"白"
"熊"	"him2"	"him˥˥"	
"雄"	"hiong2"	"hioŋ˥˥"	
"融"	"iong2"	"ioŋ˥˥"	
"封"	"hong1"	"hoŋ˧˦"	"文"
"封"	"huang1"	"huaŋ˧˦"	"白"
