"字目"	"读音"	"注释"	"声母"	"韵母"	"声调"
"结"	"kiak˧˨"		"k"	"iak"	"˧˨"
"洁"	"kiak˧˨"		"k"	"iak"	"˧˨"
"吉"	"kiak˧˨"		"k"	"iak"	"˧˨"
"咸"	"kiam˦˦"		"k"	"iam"	"˦˦"
"减"	"kiam˥˧"		"k"	"iam"	"˥˧"
"碱"	"kiam˥˧"		"k"	"iam"	"˥˧"
"检"	"kiam˥˧"		"k"	"iam"	"˥˧"
"兼"	"kiam˨˨˧"		"k"	"iam"	"˨˨˧"
"剑"	"kiam˨˩"		"k"	"iam"	"˨˩"
"坚"	"kiaŋ˨˨˧"		"k"	"iaŋ"	"˨˨˧"
"娟"	"kiaŋ˨˨˧"		"k"	"iaŋ"	"˨˨˧"
"鹃"	"kiaŋ˨˨˧"		"k"	"iaŋ"	"˨˨˧"
"捐"	"kiaŋ˨˨˧"		"k"	"iaŋ"	"˨˨˧"
"疆"	"kiaŋ˨˨˧"		"k"	"iaŋ"	"˨˨˧"
"僵"	"kiaŋ˨˨˧"		"k"	"iaŋ"	"˨˨˧"
"姜"	"kiaŋ˨˨˧"		"k"	"iaŋ"	"˨˨˧"
"建"	"kiaŋ˨˩"	"福建"	"k"	"iaŋ"	"˨˩"
"建"	"kiaŋ˨˩˧"	"建设"	"k"	"iaŋ"	"˨˩˧"
"键"	"kiaŋ˨˩˧"		"k"	"iaŋ"	"˨˩˧"
"健"	"kiaŋ˨˩˧"		"k"	"iaŋ"	"˨˩˧"
"毽"	"kiaŋ˨˩˧"		"k"	"iaŋ"	"˨˩˧"
"峡"	"kiap˥˦"		"k"	"iap"	"˥˦"
"夹"	"kiap˥˦"		"k"	"iap"	"˥˦"
"胶"	"kiap˧˨"	"训"	"k"	"iap"	"˧˨"
"峡"	"kiap˧˨"	"又"	"k"	"iap"	"˧˨"
"夹"	"kiap˧˨"	"又"	"k"	"iap"	"˧˨"
"劫"	"kiap˧˨"		"k"	"iap"	"˧˨"
"矫"	"kiau˥˧"		"k"	"iau"	"˥˧"
"缴"	"kiau˥˧"		"k"	"iau"	"˥˧"
"饺"	"kiau˥˧"		"k"	"iau"	"˥˧"
"骄"	"kiau˨˨˧"		"k"	"iau"	"˨˨˧"
"娇"	"kiau˨˨˧"		"k"	"iau"	"˨˨˧"
"浇"	"kiau˨˨˧"		"k"	"iau"	"˨˨˧"
"撬"	"kiau˨˩˧"		"k"	"iau"	"˨˩˧"
"竭"	"kiaʔ˥˦"		"k"	"iaʔ"	"˥˦"
"剧"	"kiaʔ˥˦"	"戏剧"	"k"	"iaʔ"	"˥˦"
"揭"	"kiaʔ˧˨"	"文"	"k"	"iaʔ"	"˧˨"
"剧"	"kiaʔ˧˨"	"剧烈"	"k"	"iaʔ"	"˧˨"
"揭"	"kik˧˨"		"k"	"ik"	"˧˨"
"结"	"kik˧˨"		"k"	"ik"	"˧˨"
"橘"	"kik˧˨"		"k"	"ik"	"˧˨"
"锦"	"kim˥˧"		"k"	"im"	"˥˧"
"今"	"kim˨˨˧"		"k"	"im"	"˨˨˧"
"金"	"kim˨˨˧"		"k"	"im"	"˨˨˧"
"禁"	"kim˨˩"		"k"	"im"	"˨˩"
"妗"	"kim˨˩˧"		"k"	"im"	"˨˩˧"
"紧"	"kiŋ˥˧"		"k"	"iŋ"	"˥˧"
"仅"	"kiŋ˥˧"		"k"	"iŋ"	"˥˧"
"谨"	"kiŋ˥˧"		"k"	"iŋ"	"˥˧"
"今"	"kiŋ˨˨˧"		"k"	"iŋ"	"˨˨˧"
"根"	"kiŋ˨˨˧"		"k"	"iŋ"	"˨˨˧"
"跟"	"kiŋ˨˨˧"		"k"	"iŋ"	"˨˨˧"
"巾"	"kiŋ˨˨˧"		"k"	"iŋ"	"˨˨˧"
"斤"	"kiŋ˨˨˧"		"k"	"iŋ"	"˨˨˧"
"筋"	"kiŋ˨˨˧"		"k"	"iŋ"	"˨˨˧"
"均"	"kiŋ˨˨˧"		"k"	"iŋ"	"˨˨˧"
"钧"	"kiŋ˨˨˧"		"k"	"iŋ"	"˨˨˧"
"近"	"kiŋ˨˩˧"		"k"	"iŋ"	"˨˩˧"
"茄"	"kio˦˦"		"k"	"io"	"˦˦"
"桥"	"kio˦˦"		"k"	"io"	"˦˦"
"叫"	"kio˨˩"		"k"	"io"	"˨˩"
"强"	"kiõ˦˦"	"赢，改善"	"k"	"iõ"	"˦˦"
"轿"	"kio˧˩˩"		"k"	"io"	"˧˩˩"
"姜"	"kiõ˨˨˧"	"薑"	"k"	"iõ"	"˨˨˧"
"鞠"	"kiok˧˨"		"k"	"iok"	"˧˨"
"躬"	"kioŋ˨˨˧"		"k"	"ioŋ"	"˨˨˧"
"脚"	"kioʔ˧˨"		"k"	"ioʔ"	"˧˨"
"及"	"kip˥˦"		"k"	"ip"	"˥˦"
"急"	"kip˧˨"		"k"	"ip"	"˧˨"
"给"	"kip˧˨"		"k"	"ip"	"˧˨"
"球"	"kiu˦˦"		"k"	"iu"	"˦˦"
"纠"	"kiu˥˧"		"k"	"iu"	"˥˧"
"九"	"kiu˥˧"		"k"	"iu"	"˥˧"
"救"	"kiu˨˩"		"k"	"iu"	"˨˩"
"究"	"kiu˨˩"		"k"	"iu"	"˨˩"
"挤"	"kiuʔ˧˨"	"训"	"k"	"iuʔ"	"˧˨"
"颊"	"kiʔ˧˨"		"k"	"iʔ"	"˧˨"
"车"	"kɯ˨˨˧"	"象棋"	"k"	"ɯ"	"˨˨˧"
"狂"	"kɯŋ˦˦"	"狂眠，说梦话的意思"	"k"	"ɯŋ"	"˦˦"
"凝"	"kɯŋ˦˦"	"凝结的意思"	"k"	"ɯŋ"	"˦˦"
"广"	"kɯŋ˥˧"	"广州"	"k"	"ɯŋ"	"˥˧"
"缸"	"kɯŋ˨˨˧"		"k"	"ɯŋ"	"˨˨˧"
"光"	"kɯŋ˨˨˧"		"k"	"ɯŋ"	"˨˨˧"
"扛"	"kɯŋ˨˨˧"		"k"	"ɯŋ"	"˨˨˧"
"钢"	"kɯŋ˨˩"		"k"	"ɯŋ"	"˨˩"
"哥"	"ko˦˦"	"口"	"k"	"o"	"˦˦"
"搁"	"ko˦˦"	"扔"	"k"	"o"	"˦˦"
"稿"	"ko˥˧"		"k"	"o"	"˥˧"
"歌"	"ko˨˨˧"		"k"	"o"	"˨˨˧"
"哥"	"ko˨˨˧"		"k"	"o"	"˨˨˧"
"高"	"ko˨˨˧"		"k"	"o"	"˨˨˧"
"篙"	"ko˨˨˧"		"k"	"o"	"˨˨˧"
"糕"	"ko˨˨˧"		"k"	"o"	"˨˨˧"
"膏"	"ko˨˨˧"		"k"	"o"	"˨˨˧"
"个"	"ko˨˩"		"k"	"o"	"˨˩"
"划"	"ko˨˩"	"划船"	"k"	"o"	"˨˩"
"块"	"ko˨˩"		"k"	"o"	"˨˩"
"改"	"koi˥˧"		"k"	"oi"	"˥˧"
"解"	"koi˥˧"		"k"	"oi"	"˥˧"
"街"	"koi˨˨˧"		"k"	"oi"	"˨˨˧"
"鸡"	"koi˨˨˧"		"k"	"oi"	"˨˨˧"
"计"	"koi˨˩"		"k"	"oi"	"˨˩"
"易"	"koi˧˩˩"		"k"	"oi"	"˧˩˩"
"夹"	"koiʔ˧˨"		"k"	"oiʔ"	"˧˨"
"焗"	"kok˥˦"		"k"	"ok"	"˥˦"
"国"	"kok˧˨"		"k"	"ok"	"˧˨"
"谷"	"kok˧˨"		"k"	"ok"	"˧˨"
"讲"	"koŋ˥˧"		"k"	"oŋ"	"˥˧"
"龚"	"koŋ˥˧"		"k"	"oŋ"	"˥˧"
"公"	"koŋ˨˨˧"		"k"	"oŋ"	"˨˨˧"
"攻"	"koŋ˨˨˧"		"k"	"oŋ"	"˨˨˧"
"恭"	"koŋ˨˨˧"		"k"	"oŋ"	"˨˨˧"
"杠"	"koŋ˨˩"		"k"	"oŋ"	"˨˩"
"汞"	"koŋ˨˩"		"k"	"oŋ"	"˨˩"
"贡"	"koŋ˨˩"		"k"	"oŋ"	"˨˩"
"？"	"koŋ˨˩"	"熏到"	"k"	"oŋ"	"˨˩"
"糊"	"kou˦˦"		"k"	"ou"	"˦˦"
"古"	"kou˥˧"		"k"	"ou"	"˥˧"
"估"	"kou˥˧"		"k"	"ou"	"˥˧"
"牯"	"kou˥˧"		"k"	"ou"	"˥˧"
"鼓"	"kou˥˧"		"k"	"ou"	"˥˧"
"股"	"kou˥˧"		"k"	"ou"	"˥˧"
"苟"	"kou˥˧"		"k"	"ou"	"˥˧"
"芶"	"kou˥˧"	"姓"	"k"	"ou"	"˥˧"
"姑"	"kou˨˨˧"		"k"	"ou"	"˨˨˧"
"孤"	"kou˨˨˧"		"k"	"ou"	"˨˨˧"
"菇"	"kou˨˨˧"		"k"	"ou"	"˨˨˧"
"辜"	"kou˨˨˧"		"k"	"ou"	"˨˨˧"
"枯"	"kou˨˨˧"		"k"	"ou"	"˨˨˧"
"雇"	"kou˨˩"		"k"	"ou"	"˨˩"
"顾"	"kou˨˩"	"姓"	"k"	"ou"	"˨˩"
"购"	"kou˨˩"		"k"	"ou"	"˨˩"
"构"	"kou˨˩"		"k"	"ou"	"˨˩"
"够"	"kou˨˩"		"k"	"ou"	"˨˩"
"顾"	"kou˧˩˩"	"觉顾，留意到的意思"	"k"	"ou"	"˧˩˩"
"阁"	"koʔ˧˨"		"k"	"oʔ"	"˧˨"
"胳"	"koʔ˧˨"		"k"	"oʔ"	"˧˨"
"举"	"ku˥˧"		"k"	"u"	"˥˧"
"矩"	"ku˥˧"		"k"	"u"	"˥˧"
"韭"	"ku˥˧"		"k"	"u"	"˥˧"
"车"	"ku˨˨˧"	"又"	"k"	"u"	"˨˨˧"
"枯"	"ku˨˨˧"	"文"	"k"	"u"	"˨˨˧"
"居"	"ku˨˨˧"		"k"	"u"	"˨˨˧"
"车"	"ku˨˨˧"		"k"	"u"	"˨˨˧"
"龟"	"ku˨˨˧"		"k"	"u"	"˨˨˧"
"故"	"ku˨˩"		"k"	"u"	"˨˩"
"固"	"ku˨˩"		"k"	"u"	"˨˩"
"顾"	"ku˨˩"		"k"	"u"	"˨˩"
"锯"	"ku˨˩"		"k"	"u"	"˨˩"
"句"	"ku˨˩"		"k"	"u"	"˨˩"
"巨"	"ku˨˩˧"		"k"	"u"	"˨˩˧"
"拒"	"ku˨˩˧"		"k"	"u"	"˨˩˧"
"距"	"ku˨˩˧"		"k"	"u"	"˨˩˧"
"据"	"ku˨˩˧"		"k"	"u"	"˨˩˧"
"惧"	"ku˨˩˧"		"k"	"u"	"˨˩˧"
"具"	"ku˨˩˧"		"k"	"u"	"˨˩˧"
"俱"	"ku˨˩˧"		"k"	"u"	"˨˩˧"
"舅"	"ku˨˩˧"		"k"	"u"	"˨˩˧"
"故"	"ku˧˩˩"	"训"	"k"	"u"	"˧˩˩"
"旧"	"ku˧˩˩"		"k"	"u"	"˧˩˩"
"寡"	"kua˥˧"		"k"	"ua"	"˥˧"
"几"	"kua˥˧"		"k"	"ua"	"˥˧"
"寒"	"kuã˦˦"		"k"	"uã"	"˦˦"
"果"	"kuã˥˧"	"文"	"k"	"uã"	"˥˧"
"几"	"kuã˥˧"	"又"	"k"	"uã"	"˥˧"
"赶"	"kuã˥˧"		"k"	"uã"	"˥˧"
"歌"	"kua˨˨˧"	"白"	"k"	"ua"	"˨˨˧"
"柯"	"kua˨˨˧"		"k"	"ua"	"˨˨˧"
"戴"	"kua˨˩"	"训"	"k"	"ua"	"˨˩"
"界"	"kua˨˩"		"k"	"ua"	"˨˩"
"干"	"kuã˨˨˧"	"饼干"	"k"	"uã"	"˨˨˧"
"肝"	"kuã˨˨˧"		"k"	"uã"	"˨˨˧"
"杆"	"kuã˨˨˧"		"k"	"uã"	"˨˨˧"
"官"	"kuã˨˨˧"		"k"	"uã"	"˨˨˧"
"棺"	"kuã˨˨˧"		"k"	"uã"	"˨˨˧"
"汗"	"kuã˧˩˩"	"汗水"	"k"	"uã"	"˧˩˩"
"拐"	"kuai˥˧"		"k"	"uai"	"˥˧"
"乖"	"kuai˨˨˧"		"k"	"uai"	"˨˨˧"
"怪"	"kuai˨˩"		"k"	"uai"	"˨˩"
"悬"	"kuãi˦˦"		"k"	"uãi"	"˦˦"
"惯"	"kuãi˨˩"		"k"	"uãi"	"˨˩"
"县"	"kuãi˧˩˩"		"k"	"uãi"	"˧˩˩"
"括"	"kuak˧˨"		"k"	"uak"	"˧˨"
"决"	"kuak˧˨"		"k"	"uak"	"˧˨"
"诀"	"kuak˧˨"		"k"	"uak"	"˧˨"
"广"	"kuaŋ˥˧"		"k"	"uaŋ"	"˥˧"
"观"	"kuaŋ˨˨˧"		"k"	"uaŋ"	"˨˨˧"
"光"	"kuaŋ˨˨˧"		"k"	"uaŋ"	"˨˨˧"
"贯"	"kuaŋ˨˩"		"k"	"uaŋ"	"˨˩"
"罐"	"kuaŋ˨˩"		"k"	"uaŋ"	"˨˩"
"灌"	"kuaŋ˨˩"		"k"	"uaŋ"	"˨˩"
"冠"	"kuaŋ˨˩"		"k"	"uaŋ"	"˨˩"
"惯"	"kuaŋ˨˩"		"k"	"uaŋ"	"˨˩"
"券"	"kuaŋ˨˩"		"k"	"uaŋ"	"˨˩"
"逛"	"kuaŋ˨˩"		"k"	"uaŋ"	"˨˩"
"割"	"kuaʔ˧˨"		"k"	"uaʔ"	"˧˨"
"葛"	"kuaʔ˧˨"		"k"	"uaʔ"	"˧˨"
"刮"	"kuaʔ˧˨"		"k"	"uaʔ"	"˧˨"
"葵"	"kue˦˦"		"k"	"ue"	"˦˦"
"裹"	"kue˥˧"		"k"	"ue"	"˥˧"
"粿"	"kue˥˧"		"k"	"ue"	"˥˧"
"过"	"kue˨˩"		"k"	"ue"	"˨˩"
"髻"	"kue˨˩"		"k"	"ue"	"˨˩"
"鳜"	"kue˨˩"		"k"	"ue"	"˨˩"
"果"	"kuẽ˥˧"		"k"	"uẽ"	"˥˧"
"瓜"	"kue˨˨˧"		"k"	"ue"	"˨˨˧"
"耿"	"kueŋ˥˧"		"k"	"ueŋ"	"˥˧"
"迥"	"kueŋ˥˧"		"k"	"ueŋ"	"˥˧"
"炯"	"kueŋ˥˧"		"k"	"ueŋ"	"˥˧"
"橛"	"kueʔ˥˦"		"k"	"ueʔ"	"˥˦"
"刮"	"kueʔ˧˨"		"k"	"ueʔ"	"˧˨"
"郭"	"kueʔ˧˨"		"k"	"ueʔ"	"˧˨"
"几"	"kui˥˧"		"k"	"ui"	"˥˧"
"诡"	"kui˥˧"		"k"	"ui"	"˥˧"
"鬼"	"kui˥˧"		"k"	"ui"	"˥˧"
"圭"	"kui˨˨˧"		"k"	"ui"	"˨˨˧"
"闺"	"kui˨˨˧"		"k"	"ui"	"˨˨˧"
"奎"	"kui˨˨˧"		"k"	"ui"	"˨˨˧"
"规"	"kui˨˨˧"		"k"	"ui"	"˨˨˧"
"归"	"kui˨˨˧"		"k"	"ui"	"˨˨˧"
"瑰"	"kui˨˩"		"k"	"ui"	"˨˩"
"挂"	"kui˨˩"	"挂纸"	"k"	"ui"	"˨˩"
"桂"	"kui˨˩"		"k"	"ui"	"˨˩"
"癸"	"kui˨˩"		"k"	"ui"	"˨˩"
"贵"	"kui˨˩"		"k"	"ui"	"˨˩"
"跪"	"kui˨˩˧"		"k"	"ui"	"˨˩˧"
"柜"	"kui˧˩˩"		"k"	"ui"	"˧˩˩"
"滑"	"kuk˥˦"		"k"	"uk"	"˥˦"
"猾"	"kuk˥˦"		"k"	"uk"	"˥˦"
"掘"	"kuk˥˦"		"k"	"uk"	"˥˦"
"倔"	"kuk˥˦"		"k"	"uk"	"˥˦"
"骨"	"kuk˧˨"		"k"	"uk"	"˧˨"
"掘"	"kuk˧˨"		"k"	"uk"	"˧˨"
"滚"	"kun˥˧"	"口语"	"k"	"un"	"˥˧"
"拳"	"kuŋ˦˦"		"k"	"uŋ"	"˦˦"
"群"	"kuŋ˦˦"	"一群人"	"k"	"uŋ"	"˦˦"
"裙"	"kuŋ˦˦"		"k"	"uŋ"	"˦˦"
"滚"	"kuŋ˥˧"		"k"	"uŋ"	"˥˧"
"君"	"kuŋ˨˨˧"		"k"	"uŋ"	"˨˨˧"
"军"	"kuŋ˨˨˧"		"k"	"uŋ"	"˨˨˧"
"棍"	"kuŋ˨˩˧"		"k"	"uŋ"	"˨˩˧"
"吸"	"kuʔ˧˨"		"k"	"uʔ"	"˧˨"
"朥"	"la˦˦"	"猪油"	"l"	"a"	"˦˦"
"膋"	"la˦˦"	"猪油"	"l"	"a"	"˦˦"
"拉"	"la˨˨˧"		"l"	"a"	"˨˨˧"
"菈"	"la˨˨˧"		"l"	"a"	"˨˨˧"
"垃"	"la˨˨˧"		"l"	"a"	"˨˨˧"
"来"	"lai˦˦"		"l"	"ai"	"˦˦"
"梨"	"lai˦˦"		"l"	"ai"	"˦˦"
"狸"	"lai˦˦"		"l"	"ai"	"˦˦"
"内"	"lai˨˩˧"	"训"	"l"	"ai"	"˨˩˧"
"里"	"lai˨˩˧"		"l"	"ai"	"˨˩˧"
"利"	"lai˧˩˩"		"l"	"ai"	"˧˩˩"
"栗"	"lak˥˦"		"l"	"ak"	"˥˦"
"乐"	"lak˥˦"		"l"	"ak"	"˥˦"
"力"	"lak˥˦"		"l"	"ak"	"˥˦"
"六"	"lak˥˦"		"l"	"ak"	"˥˦"
"落"	"lak˧˨"	"*脱落"	"l"	"ak"	"˧˨"
"淋"	"lam˦˦"		"l"	"am"	"˦˦"
"腩"	"lam˥˧"		"l"	"am"	"˥˧"
"卵"	"lan˨˩˧"		"l"	"an"	"˨˩˧"
"郎"	"laŋ˦˦"	"文"	"l"	"aŋ"	"˦˦"
"廊"	"laŋ˦˦"		"l"	"aŋ"	"˦˦"
"狼"	"laŋ˦˦"		"l"	"aŋ"	"˦˦"
"螂"	"laŋ˦˦"		"l"	"aŋ"	"˦˦"
"榔"	"laŋ˦˦"		"l"	"aŋ"	"˦˦"
"朗"	"laŋ˦˦"		"l"	"aŋ"	"˦˦"
"聋"	"laŋ˦˦"		"l"	"aŋ"	"˦˦"
"笼"	"laŋ˦˦"		"l"	"aŋ"	"˦˦"
"囊"	"laŋ˥˧"		"l"	"aŋ"	"˥˧"
"㝗"	"laŋ˨˨˧"	"空旷"	"l"	"aŋ"	"˨˨˧"
"阆"	"laŋ˨˩"	"空开"	"l"	"aŋ"	"˨˩"
"卵"	"laŋ˨˩˧"	"又"	"l"	"aŋ"	"˨˩˧"
"浪"	"laŋ˨˩˧"		"l"	"aŋ"	"˨˩˧"
"弄"	"laŋ˧˩˩"		"l"	"aŋ"	"˧˩˩"
"劳"	"lau˦˦"		"l"	"au"	"˦˦"
"楼"	"lau˦˦"		"l"	"au"	"˦˦"
"流"	"lau˦˦"		"l"	"au"	"˦˦"
"留"	"lau˦˦"		"l"	"au"	"˦˦"
"刘"	"lau˦˦"		"l"	"au"	"˦˦"
"瘤"	"lau˦˦"		"l"	"au"	"˦˦"
"落"	"lau˦˦"	"*掉落"	"l"	"au"	"˦˦"
"老"	"lau˥˧"		"l"	"au"	"˥˧"
"佬"	"lau˥˧"		"l"	"au"	"˥˧"
"唠"	"lau˨˨˧"		"l"	"au"	"˨˨˧"
"袄"	"lau˨˨˧"	"训"	"l"	"au"	"˨˨˧"
"褛"	"lau˨˨˧"		"l"	"au"	"˨˨˧"
"?"	"lau˨˩"	"拉稀"	"l"	"au"	"˨˩"
"老"	"lau˨˩˧"		"l"	"au"	"˨˩˧"
"佬"	"lau˨˩˧"		"l"	"au"	"˨˩˧"
"袄"	"lau˨˩˧"	"又训"	"l"	"au"	"˨˩˧"
"闹"	"lau˨˩˧"	"训"	"l"	"au"	"˨˩˧"
"褛"	"lau˨˩˧"	"又"	"l"	"au"	"˨˩˧"
"漏"	"lau˧˩˩"		"l"	"au"	"˧˩˩"
"辣"	"laʔ"	"固定读[˧˨]，不变调"	"l"	"aʔ"	
"腊"	"laʔ˥˦"		"l"	"aʔ"	"˥˦"
"蜡"	"laʔ˥˦"		"l"	"aʔ"	"˥˦"
"邋"	"laʔ˥˦"		"l"	"aʔ"	"˥˦"
"猎"	"laʔ˥˦"		"l"	"aʔ"	"˥˦"
"历"	"laʔ˥˦"	"曆，历日"	"l"	"aʔ"	"˥˦"
"丽"	"le˦˦"	"高丽菜"	"l"	"e"	"˦˦"
"陆"	"lek˥˦"	"陆地"	"l"	"ek"	"˥˦"
"绿"	"lek˥˦"		"l"	"ek"	"˥˦"
"能"	"leŋ˦˦"	"有能为"	"l"	"eŋ"	"˦˦"
"棱"	"leŋ˦˦"		"l"	"eŋ"	"˦˦"
"绫"	"leŋ˦˦"		"l"	"eŋ"	"˦˦"
"凌"	"leŋ˦˦"		"l"	"eŋ"	"˦˦"
"菱"	"leŋ˦˦"		"l"	"eŋ"	"˦˦"
"陵"	"leŋ˦˦"		"l"	"eŋ"	"˦˦"
"宁"	"leŋ˦˦"		"l"	"eŋ"	"˦˦"
"灵"	"leŋ˦˦"		"l"	"eŋ"	"˦˦"
"零"	"leŋ˦˦"		"l"	"eŋ"	"˦˦"
"伶"	"leŋ˦˦"		"l"	"eŋ"	"˦˦"
"翎"	"leŋ˦˦"		"l"	"eŋ"	"˦˦"
"龄"	"leŋ˦˦"		"l"	"eŋ"	"˦˦"
"玲"	"leŋ˦˦"		"l"	"eŋ"	"˦˦"
"龙"	"leŋ˦˦"		"l"	"eŋ"	"˦˦"
"攘"	"leŋ˥˧"	"训"	"l"	"eŋ"	"˥˧"
"陇"	"leŋ˥˧"		"l"	"eŋ"	"˥˧"
"铃"	"leŋ˨˨˧"		"l"	"eŋ"	"˨˨˧"
"令"	"leŋ˨˩˧"		"l"	"eŋ"	"˨˩˧"
"裂"	"leʔ˥˦"		"l"	"eʔ"	"˥˦"
"历"	"leʔ˥˦"		"l"	"eʔ"	"˥˦"
"黎"	"li˦˦"		"l"	"i"	"˦˦"
"丽"	"li˦˦"		"l"	"i"	"˦˦"
"离"	"li˦˦"		"l"	"i"	"˦˦"
"篱"	"li˦˦"		"l"	"i"	"˦˦"
"璃"	"li˦˦"		"l"	"i"	"˦˦"
"厘"	"li˦˦"		"l"	"i"	"˦˦"
"狸"	"li˦˦"		"l"	"i"	"˦˦"
"旅"	"li˥˧"		"l"	"i"	"˥˧"
"礼"	"li˥˧"		"l"	"i"	"˥˧"
"履"	"li˥˧"		"l"	"i"	"˥˧"
"里"	"li˥˧"		"l"	"i"	"˥˧"
"理"	"li˥˧"		"l"	"i"	"˥˧"
"鲤"	"li˥˧"		"l"	"i"	"˥˧"
"栗"	"li˥˧"		"l"	"i"	"˥˧"
"厉"	"li˨˩˧"		"l"	"i"	"˨˩˧"
"励"	"li˨˩˧"		"l"	"i"	"˨˩˧"
"丽"	"li˨˩˧"		"l"	"i"	"˨˩˧"
"莉"	"li˨˩˧"		"l"	"i"	"˨˩˧"
"荔"	"li˨˩˧"		"l"	"i"	"˨˩˧"
"利"	"li˨˩˧"		"l"	"i"	"˨˩˧"
"例"	"li˧˩˩"		"l"	"i"	"˧˩˩"
"?"	"li˧˩˩"	"来得及"	"l"	"i"	"˧˩˩"
"列"	"liak˥˦"		"l"	"iak"	"˥˦"
"栗"	"liak˥˦"		"l"	"iak"	"˥˦"
"略"	"liak˥˦"	"楚略，随便的意思"	"l"	"iak"	"˥˦"
"连"	"liaŋ˦˦"		"l"	"iaŋ"	"˦˦"
"联"	"liaŋ˦˦"		"l"	"iaŋ"	"˦˦"
"怜"	"liaŋ˦˦"		"l"	"iaŋ"	"˦˦"
"良"	"liaŋ˦˦"		"l"	"iaŋ"	"˦˦"
"凉"	"liaŋ˦˦"		"l"	"iaŋ"	"˦˦"
"量"	"liaŋ˦˦"		"l"	"iaŋ"	"˦˦"
"梁"	"liaŋ˦˦"	"文"	"l"	"iaŋ"	"˦˦"
"脸"	"liaŋ˥˧"		"l"	"iaŋ"	"˥˧"
"两"	"liaŋ˥˧"		"l"	"iaŋ"	"˥˧"
"辆"	"liaŋ˥˧"		"l"	"iaŋ"	"˥˧"
"量"	"liaŋ˨˩˧"		"l"	"iaŋ"	"˨˩˧"
"谅"	"liaŋ˨˩˧"		"l"	"iaŋ"	"˨˩˧"
"亮"	"liaŋ˨˩˧"		"l"	"iaŋ"	"˨˩˧"
"练"	"liaŋ˧˩˩"		"l"	"iaŋ"	"˧˩˩"
"炼"	"liaŋ˧˩˩"		"l"	"iaŋ"	"˧˩˩"
"链"	"liaŋ˧˩˩"		"l"	"iaŋ"	"˧˩˩"
"楝"	"liaŋ˧˩˩"		"l"	"iaŋ"	"˧˩˩"
"粒"	"liap˥˦"		"l"	"iap"	"˥˦"
"燎"	"liau˦˦"		"l"	"iau"	"˦˦"
"疗"	"liau˦˦"		"l"	"iau"	"˦˦"
"聊"	"liau˦˦"		"l"	"iau"	"˦˦"
"辽"	"liau˦˦"		"l"	"iau"	"˦˦"
"寥"	"liau˦˦"		"l"	"iau"	"˦˦"
"潦"	"liau˦˦"		"l"	"iau"	"˦˦"
"寮"	"liau˦˦"		"l"	"iau"	"˦˦"
"燎"	"liau˥˧"		"l"	"iau"	"˥˧"
"了"	"liau˥˧"		"l"	"iau"	"˥˧"
"料"	"liau˧˩˩"		"l"	"iau"	"˧˩˩"
"廖"	"liau˧˩˩"		"l"	"iau"	"˧˩˩"
"掠"	"liaʔ˥˦"		"l"	"iaʔ"	"˥˦"
"林"	"lim˦˦"		"l"	"im"	"˦˦"
"临"	"lim˦˦"		"l"	"im"	"˦˦"
"赁"	"lim˨˩˧"	"又"	"l"	"im"	"˨˩˧"
"邻"	"liŋ˦˦"		"l"	"iŋ"	"˦˦"
"鳞"	"liŋ˦˦"		"l"	"iŋ"	"˦˦"
"磷"	"liŋ˦˦"		"l"	"iŋ"	"˦˦"
"次"	"liŋ˨˨˧"	"训"	"l"	"iŋ"	"˨˨˧"
"拎"	"liŋ˨˨˧"		"l"	"iŋ"	"˨˨˧"
"略"	"lioʔ˥˦"		"l"	"ioʔ"	"˥˦"
"立"	"lip˥˦"		"l"	"ip"	"˥˦"
"流"	"liu˦˦"		"l"	"iu"	"˦˦"
"留"	"liu˦˦"		"l"	"iu"	"˦˦"
"榴"	"liu˦˦"		"l"	"iu"	"˦˦"
"琉"	"liu˦˦"		"l"	"iu"	"˦˦"
"硫"	"liu˦˦"		"l"	"iu"	"˦˦"
"柳"	"liu˥˧"		"l"	"iu"	"˥˧"
"铆"	"liu˥˧"	"挖"	"l"	"iu"	"˥˧"
"溜"	"liu˨˨˧"		"l"	"iu"	"˨˨˧"
"溜"	"liu˨˩"		"l"	"iu"	"˨˩"
"裂"	"liʔ˥˦"		"l"	"iʔ"	"˥˦"
"汝"	"lɯ˥˧"		"l"	"ɯ"	"˥˧"
"吕"	"lɯ˨˩˧"		"l"	"ɯ"	"˨˩˧"
"罗"	"lo˦˦"		"l"	"o"	"˦˦"
"锣"	"lo˦˦"		"l"	"o"	"˦˦"
"萝"	"lo˦˦"		"l"	"o"	"˦˦"
"逻"	"lo˦˦"		"l"	"o"	"˦˦"
"螺"	"lo˦˦"		"l"	"o"	"˦˦"
"脶"	"lo˦˦"		"l"	"o"	"˦˦"
"牢"	"lo˦˦"		"l"	"o"	"˦˦"
"裸"	"lo˥˧"		"l"	"o"	"˥˧"
"恼"	"lo˥˧"		"l"	"o"	"˥˧"
"啰"	"lo˨˨˧"		"l"	"o"	"˨˨˧"
"躼"	"lo˨˩"		"l"	"o"	"˨˩"
"犁"	"loi˦˦"		"l"	"oi"	"˦˦"
"黎"	"loi˦˦"		"l"	"oi"	"˦˦"
"?"	"loi˥˧"	"弯"	"l"	"oi"	"˥˧"
"礼"	"loi˥˧"		"l"	"oi"	"˥˧"
