"简体"	"繁體"	"拼音"	"音標"
"逵"	"逵"	"jiu6"	"dʑy˨˨"
"櫃"	"櫃"	"jiu6"	"dʑy˨˨"
"墜"	"墜"	"jiu6"	"dʑy˨˨"
"術"	"術"	"jiu8"	"dʑy˨˩˨"
"愚"	"愚"	"gniu2"	"ȵy˧˩"
"虞"	"虞"	"gniu2"	"ȵy˧˩"
"危"	"危"	"gniu2"	"ȵy˧˩"
"偽"	"偽"	"gniu2"	"ȵy˧˩"
"漁"	"漁"	"gniu2"	"ȵy˧˩"
"女"	"女"	"gniu4"	"ȵy˧˦"
"語"	"語"	"gniu4"	"ȵy˧˦"
"禦"	"禦"	"gniu4"	"ȵy˧˦"
"遇"	"遇"	"gniu4"	"ȵy˧˦"
"寓"	"寓"	"gniu4"	"ȵy˧˦"
"蕊"	"蕊"	"gniu4"	"ȵy˧˦"
"虛"	"虛"	"shiu1"	"ɕy˦˦"
"噓"	"噓"	"shiu1"	"ɕy˦˦"
"麾"	"麾"	"shiu1"	"ɕy˦˦"
"揮"	"揮"	"shiu1"	"ɕy˦˦"
"輝"	"輝"	"shiu1"	"ɕy˦˦"
"許"	"許"	"shiu3"	"ɕy˦˥"
"庶"	"庶"	"shiu5"	"ɕy˥˨"
"恕"	"恕"	"shiu5"	"ɕy˥˨"
"緯"	"緯"	"shiu5"	"ɕy˥˨"
"毀"	"毀"	"shiu5"	"ɕy˥˨"
"於"	"於"	"iu1"	"ʔy˦˦"
"淤"	"淤"	"iu1"	"ʔy˦˦"
"籲"	"籲"	"iu1"	"ʔy˦˦"
"遷"	"遷"	"iu1"	"ʔy˦˦"
"於"	"於"	"iu1"	"ʔy˦˦"
"宇"	"宇"	"iu1"	"ʔy˦˦"
"萎"	"萎"	"iu1"	"ʔy˦˦"
"威"	"威"	"iu1"	"ʔy˦˦"
"椅"	"椅"	"iu3"	"ʔy˦˥"
"委"	"委"	"iu3"	"ʔy˦˥"
"慰"	"慰"	"iu3"	"ʔy˦˥"
"畏"	"畏"	"iu5"	"ʔy˥˨"
"倭"	"倭"	"iu5"	"ʔy˥˨"
"餘"	"餘"	"yu2"	"jy˧˩"
"與"	"與"	"yu2"	"jy˧˩"
"譽"	"譽"	"yu2"	"jy˧˩"
"預"	"預"	"yu2"	"jy˧˩"
"盂"	"盂"	"yu2"	"jy˧˩"
"榆"	"榆"	"yu2"	"jy˧˩"
"逾"	"逾"	"yu2"	"jy˧˩"
"愈"	"愈"	"yu2"	"jy˧˩"
"為"	"為"	"yu2"	"jy˧˩"
"維"	"維"	"yu2"	"jy˧˩"
"惟"	"惟"	"yu2"	"jy˧˩"
"遺"	"遺"	"yu2"	"jy˧˩"
"唯"	"唯"	"yu2"	"jy˧˩"
"違"	"違"	"yu2"	"jy˧˩"
"圍"	"圍"	"yu2"	"jy˧˩"
"偉"	"偉"	"yu2"	"jy˧˩"
"葦"	"葦"	"yu2"	"jy˧˩"
"諱"	"諱"	"yu2"	"jy˧˩"
"雨"	"雨"	"yu4"	"jy˧˦"
"禹"	"禹"	"yu4"	"jy˧˦"
"羽"	"羽"	"yu4"	"jy˧˦"
"宇"	"宇"	"yu4"	"jy˧˦"
"豫"	"豫"	"yu6"	"jy˨˨"
"芋"	"芋"	"yu6"	"jy˨˨"
"喻"	"喻"	"yu6"	"jy˨˨"
"裕"	"裕"	"yu6"	"jy˨˨"
"惠"	"惠"	"yu6"	"jy˨˨"
"慧"	"慧"	"yu6"	"jy˨˨"
"衛"	"衛"	"yu6"	"jy˨˨"
"位"	"位"	"yu6"	"jy˨˨"
"胃"	"胃"	"yu6"	"jy˨˨"
"謂"	"謂"	"yu6"	"jy˨˨"
"蝟"	"蝟"	"yu6"	"jy˨˨"
"杯"	"杯"	"pai1"	"pai˦˦"
"碑"	"碑"	"pai1"	"pai˦˦"
"卑"	"卑"	"pai1"	"pai˦˦"
"悲"	"悲"	"pai1"	"pai˦˦"
"輩"	"輩"	"pai5"	"pai˥˨"
"背"	"背"	"pai5"	"pai˥˨"
"貝"	"貝"	"pai5"	"pai˥˨"
"褙"	"褙"	"pai5"	"pai˥˨"
"坯"	"坯"	"phai1"	"pʰai˦˦"
"胚"	"胚"	"phai1"	"pʰai˦˦"
"沛"	"沛"	"phai5"	"pʰai˥˨"
"配"	"配"	"phai5"	"pʰai˥˨"
"陪"	"陪"	"bai2"	"bai˧˩"
"賠"	"賠"	"bai2"	"bai˧˩"
"裴"	"裴"	"bai2"	"bai˧˩"
"俳"	"俳"	"bai2"	"bai˧˩"
"培"	"培"	"bai4"	"bai˧˦"
"倍"	"倍"	"bai4"	"bai˧˦"
"佩"	"佩"	"bia6"	"bia˨˨"
"背"	"背"	"bia6"	"bia˨˨"
"焙"	"焙"	"bia6"	"bia˨˨"
"梅"	"梅"	"mai2"	"mai˧˩"
"枚"	"枚"	"mai2"	"mai˧˩"
"媒"	"媒"	"mai2"	"mai˧˩"
"煤"	"煤"	"mai2"	"mai˧˩"
"莓"	"莓"	"mai2"	"mai˧˩"
"每"	"每"	"mai4"	"mai˧˦"
"妹"	"妹"	"mai6"	"mai˨˨"
"昧"	"昧"	"mai6"	"mai˨˨"
"燭"	"燭"	"mai6"	"mai˨˨"
"灰"	"灰"	"fai1"	"fai˦˦"
"揮"	"揮"	"fai1"	"fai˦˦"
"徽"	"徽"	"fai1"	"fai˦˦"
"磨"	"磨"	"fai1"	"fai˦˦"
"賄"	"賄"	"fai3"	"fai˦˥"
"悔"	"悔"	"fai3"	"fai˦˥"
"晦"	"晦"	"fai5"	"fai˥˨"
"悔"	"悔"	"fai5"	"fai˥˨"
"回"	"回"	"vai2"	"vai˧˩"
"茴"	"茴"	"vai2"	"vai˧˩"
"桅"	"桅"	"vai2"	"vai˧˩"
"匯"	"匯"	"vai4"	"vai˧˦"
"窠"	"窠"	"vai6"	"vai˨˨"
"匯"	"匯"	"vai6"	"vai˨˨"
"會"	"會"	"vai6"	"vai˨˨"
"魏"	"魏"	"vai6"	"vai˨˨"
"堆"	"堆"	"tai1"	"tai˦˦"
"䦾"	"䦾"	"tai3"	"tai˦˥"
"對"	"對"	"tai5"	"tai˥˨"
"碓"	"碓"	"tai5"	"tai˥˨"
"推"	"推"	"thai1"	"tʰai˦˦"
"煺"	"煺"	"thai1"	"tʰai˦˦"
"腿"	"腿"	"thai3"	"tʰai˦˥"
"唾"	"唾"	"thai5"	"tʰai˥˨"
"退"	"退"	"thai5"	"tʰai˥˨"
"蛻"	"蛻"	"thai5"	"tʰai˥˨"
"頹"	"頹"	"dai2"	"dai˧˩"
"兌"	"兌"	"dai6"	"dai˨˨"
"隊"	"隊"	"dai6"	"dai˨˨"
"枘"	"枘"	"nai2"	"nai˧˩"
"內"	"內"	"nai6"	"nai˨˨"
"耐"	"耐"	"nai6"	"nai˨˨"
"雷"	"雷"	"lai2"	"lai˧˩"
"擂"	"擂"	"lai2"	"lai˧˩"
"索"	"索"	"lai4"	"lai˧˦"
"壘"	"壘"	"lai4"	"lai˧˦"
"儡"	"儡"	"lai4"	"lai˧˦"
"瘰"	"瘰"	"lai4"	"lai˧˦"
"磊"	"磊"	"lai4"	"lai˧˦"
"淚"	"淚"	"lai6"	"lai˨˨"
"睞"	"睞"	"lai6"	"lai˨˨"
"銇"	"銇"	"lai6"	"lai˨˨"
"戾"	"戾"	"lai6"	"lai˨˨"
"衰"	"衰"	"sai1"	"sai˦˦"
"瑣"	"瑣"	"sai3"	"sai˦˥"
"歲"	"歲"	"sai5"	"sai˥˨"
"稅"	"稅"	"sai5"	"sai˥˨"
"碎"	"碎"	"sai5"	"sai˥˨"
"罪"	"罪"	"zai4"	"zai˧˦"
"銳"	"銳"	"zai6"	"zai˨˨"
"睡"	"睡"	"zai6"	"zai˨˨"
"瑞"	"瑞"	"zai6"	"zai˨˨"
"粹"	"粹"	"zai6"	"zai˨˨"
"悴"	"悴"	"zai6"	"zai˨˨"
"顫"	"顫"	"ciai3"	"tɕiai˦˥"
"醉"	"醉"	"ciai5"	"tɕiai˥˨"
"崔"	"崔"	"chiai1"	"tɕʰiai˦˦"
"催"	"催"	"chiai1"	"tɕʰiai˦˦"
"摧"	"摧"	"chiai1"	"tɕʰiai˦˦"
"脆"	"脆"	"chiai3"	"tɕʰiai˦˥"
"翠"	"翠"	"ciai5"	"tɕiai˥˨"
"個"	"個"	"kai5"	"kai˥˨"
"概"	"概"	"kai5"	"kai˥˨"
"歸"	"歸"	"kuai1"	"kuai˦˦"
"規"	"規"	"kuai1"	"kuai˦˦"
"乖"	"乖"	"kuai1"	"kuai˦˦"
"垝"	"垝"	"kuai3"	"kuai˦˥"
"會"	"會"	"kuai5"	"kuai˥˨"
"繪"	"繪"	"kuai5"	"kuai˥˨"
"膾"	"膾"	"kuai5"	"kuai˥˨"
"檜"	"檜"	"kuai5"	"kuai˥˨"
"儈"	"儈"	"kuai5"	"kuai˥˨"
"劊"	"劊"	"kuai5"	"kuai˥˨"
"劌"	"劌"	"kuai5"	"kuai˥˨"
"瑰"	"瑰"	"kuai5"	"kuai˥˨"
"桂"	"桂"	"kuai5"	"kuai˥˨"
"國"	"國"	"Kuai7"	"Kuai˧˨˧"
"蝤"	"蝤"	"Kuai7"	"Kuai˧˨˧"
"幗"	"幗"	"Kuai7"	"Kuai˧˨˧"
"摑"	"摑"	"Kuai7"	"Kuai˧˨˧"
"虧"	"虧"	"khuai1"	"kʰuai˦˦"
"魁"	"魁"	"khuai1"	"kʰuai˦˦"
"奎"	"奎"	"khuai1"	"kʰuai˦˦"
"恢"	"恢"	"khuai1"	"kʰuai˦˦"
"盔"	"盔"	"khuai1"	"kʰuai˦˦"
"窺"	"窺"	"khuai1"	"kʰuai˦˦"
"傀"	"傀"	"khuai1"	"kʰuai˦˦"
"傀"	"傀"	"khuai3"	"kʰuai˦˥"
"塊"	"塊"	"khuai5"	"kʰuai˥˨"
"劊"	"劊"	"khuai5"	"kʰuai˥˨"
"喟"	"喟"	"khuai5"	"kʰuai˥˨"
"煨"	"煨"	"uai1"	"ʔuai˦˦"
"隈"	"隈"	"uai1"	"ʔuai˦˦"
"潰"	"潰"	"uai3"	"ʔuai˦˥"
"穢"	"穢"	"uai3"	"ʔuai˦˥"
"萎"	"萎"	"uai5"	"ʔuai˥˨"
"穢"	"穢"	"uai5"	"ʔuai˥˨"
"□"	"□"	"uai5"	"ʔuai˥˨"
"兜"	"兜"	"tau1"	"tau˦˦"
"鬥"	"鬥"	"tau3"	"tau˦˥"
"抖"	"抖"	"tau3"	"tau˦˥"
"陡"	"陡"	"tau3"	"tau˦˥"
"鬥"	"鬥"	"tau5"	"tau˥˨"
"篤"	"篤"	"tau7"	"tau˧˨˧"
"督"	"督"	"tau7"	"tau˧˨˧"
"偷"	"偷"	"thau1"	"tʰau˦˦"
"㪗"	"㪗"	"thau3"	"tʰau˦˥"
"透"	"透"	"thau5"	"tʰau˥˨"
"投"	"投"	"dau2"	"dau˧˩"
"逗"	"逗"	"dua4"	"dua˧˦"
"毒"	"毒"	"dua4"	"dua˧˦"
"獨"	"獨"	"dau8"	"dau˨˩˨"
"瀆"	"瀆"	"dau8"	"dau˨˩˨"
"犢"	"犢"	"dau8"	"dau˨˩˨"
"牘"	"牘"	"dau8"	"dau˨˩˨"
"毒"	"毒"	"dau8"	"dau˨˩˨"
"樓"	"樓"	"lau2"	"lau˧˩"
"簍"	"簍"	"lau4"	"lau˧˦"
"摟"	"摟"	"lau4"	"lau˧˦"
"漏"	"漏"	"lau6"	"lau˨˨"
"陋"	"陋"	"lau6"	"lau˨˨"
"鹿"	"鹿"	"lau8"	"lau˨˩˨"
"搜"	"搜"	"sau1"	"sau˦˦"
"餿"	"餿"	"sau1"	"sau˦˦"
"颼"	"颼"	"sau1"	"sau˦˦"
"叟"	"叟"	"sau3"	"sau˦˥"
"瘦"	"瘦"	"sau3"	"sau˦˥"
"嗽"	"嗽"	"sau5"	"sau˥˨"
"速"	"速"	"sau7"	"sau˧˨˧"
"愁"	"愁"	"zau2"	"zau˧˩"
"族"	"族"	"zau8"	"zau˨˩˨"
"糾"	"糾"	"ciau1"	"tɕiau˦˦"
"鄒"	"鄒"	"ciau1"	"tɕiau˦˦"
"閹"	"閹"	"ciau1"	"tɕiau˦˦"
"九"	"九"	"ciau3"	"tɕiau˦˥"
"久"	"久"	"ciau3"	"tɕiau˦˥"
"韭"	"韭"	"ciau3"	"tɕiau˦˥"
"皺"	"皺"	"ciau5"	"tɕiau˥˨"
"縐"	"縐"	"ciau5"	"tɕiau˥˨"
"炙"	"炙"	"ciau5"	"tɕiau˥˨"
"救"	"救"	"ciau5"	"tɕiau˥˨"
"究"	"究"	"ciau5"	"tɕiau˥˨"
"菊"	"菊"	"ciau7"	"tɕiau˧˨˧"
"掬"	"掬"	"ciau7"	"tɕiau˧˨˧"
"丘"	"丘"	"chiau1"	"tɕʰiau˦˦"
"勼"	"勼"	"chiau1"	"tɕʰiau˦˦"
"搝"	"搝"	"chiau3"	"tɕʰiau˦˥"
"曲"	"曲"	"chiau7"	"tɕʰiau˧˨˧"
"求"	"求"	"jiau2"	"dʑiau˧˩"
"球"	"球"	"jiau2"	"dʑiau˧˩"
"仇"	"仇"	"jiau2"	"dʑiau˧˩"
"臼"	"臼"	"jiau4"	"dʑiau˧˦"
"舅"	"舅"	"jiau4"	"dʑiau˧˦"
"柩"	"柩"	"jiau4"	"dʑiau˧˦"
"舊"	"舊"	"jiau6"	"dʑiau˨˨"
"休"	"休"	"shiau1"	"ɕiau˦˦"
"朽"	"朽"	"shiau3"	"ɕiau˦˥"
"嗅"	"嗅"	"shiau5"	"ɕiau˥˨"
"優"	"優"	"iau1"	"ʔiau˦˦"
"悠"	"悠"	"iau1"	"ʔiau˦˦"
"幼"	"幼"	"iau1"	"ʔiau˦˦"
"幽"	"幽"	"iau1"	"ʔiau˦˦"
"憂"	"憂"	"iau1"	"ʔiau˦˦"
"尤"	"尤"	"yau2"	"jau˧˩"
"郵"	"郵"	"yau2"	"jau˧˩"
"由"	"由"	"yau2"	"jau˧˩"
"油"	"油"	"yau2"	"jau˧˩"
"遊"	"遊"	"yau2"	"jau˧˩"
"遊"	"遊"	"yau2"	"jau˧˩"
"猶"	"猶"	"yau2"	"jau˧˩"
"友"	"友"	"yau4"	"jau˧˦"
"有"	"有"	"yau4"	"jau˧˦"
"酉"	"酉"	"yau4"	"jau˧˦"
"誘"	"誘"	"yau6"	"jau˨˨"
"又"	"又"	"yau6"	"jau˨˨"
"右"	"右"	"yau6"	"jau˨˨"
"蚰"	"蚰"	"yau6"	"jau˨˨"
"莠"	"莠"	"yau6"	"jau˨˨"
"柏"	"柏"	"yau6"	"jau˨˨"
"釉"	"釉"	"yau6"	"jau˨˨"
"鼬"	"鼬"	"yau6"	"jau˨˨"
"勾"	"勾"	"kau1"	"kau˦˦"
"鉤"	"鉤"	"kau1"	"kau˦˦"
"溝"	"溝"	"kau1"	"kau˦˦"
"狗"	"狗"	"kau3"	"kau˦˥"
"苟"	"苟"	"kau3"	"kau˦˥"
"夠"	"夠"	"kau5"	"kau˥˨"
"枸"	"枸"	"kau5"	"kau˥˨"
"購"	"購"	"kau5"	"kau˥˨"
"勾"	"勾"	"kau5"	"kau˥˨"
"摳"	"摳"	"khau1"	"kʰau˦˦"
"口"	"口"	"khau3"	"kʰau˦˥"
"叩"	"叩"	"khau5"	"kʰau˥˨"
"扣"	"扣"	"khau5"	"kʰau˥˨"
"寇"	"寇"	"khau5"	"kʰau˥˨"
"蔻"	"蔻"	"khau5"	"kʰau˥˨"
"䞤"	"䞤"	"gau2"	"gau˧˩"
"臼"	"臼"	"gau4"	"gau˧˦"
"厚"	"厚"	"gau4"	"gau˧˦"
"佝"	"佝"	"hau1"	"hau˦˦"
"吼"	"吼"	"hau3"	"hau˦˥"
"吼"	"吼"	"hau5"	"hau˥˨"
"鱟"	"鱟"	"hau5"	"hau˥˨"
"侯"	"侯"	"ghau2"	"ɦau˧˩"
"喉"	"喉"	"ghau2"	"ɦau˧˩"
"猴"	"猴"	"ghau2"	"ɦau˧˩"
"後"	"後"	"ghau4"	"ɦau˧˦"
"厚"	"厚"	"ghau4"	"ɦau˧˦"
"候"	"候"	"ghau6"	"ɦau˨˨"
"歐"	"歐"	"au1"	"ʔau˦˦"
"甌"	"甌"	"au1"	"ʔau˦˦"
"毆"	"毆"	"au1"	"ʔau˦˦"
"嘔"	"嘔"	"au3"	"ʔau˦˥"
"漚"	"漚"	"au5"	"ʔau˥˨"
"慪"	"慪"	"au5"	"ʔau˥˨"
"丟"	"丟"	"teu1"	"teu˦˦"
"頭"	"頭"	"deu2"	"deu˧˩"
"豆"	"豆"	"dou6"	"dou˨˨"
"流"	"流"	"leu2"	"leu˧˩"
"劑"	"劑"	"leu2"	"leu˧˩"
"留"	"留"	"leu2"	"leu˧˩"
"榴"	"榴"	"leu2"	"leu˧˩"
"硫"	"硫"	"leu2"	"leu˧˩"
"琉"	"琉"	"leu2"	"leu˧˩"
"柳"	"柳"	"leu4"	"leu˧˦"
"㧕"	"㧕"	"leu4"	"leu˧˦"
"綹"	"綹"	"leu4"	"leu˧˦"
"擄"	"擄"	"leu4"	"leu˧˦"
"櫓"	"櫓"	"leu4"	"leu˧˦"
"溜"	"溜"	"leu6"	"leu˨˨"
"修"	"修"	"seu1"	"seu˦˦"
"羞"	"羞"	"seu1"	"seu˦˦"
"收"	"收"	"seu1"	"seu˦˦"
"手"	"手"	"seu3"	"seu˦˥"
"首"	"首"	"seu3"	"seu˦˥"
"守"	"守"	"seu3"	"seu˦˥"
"秀"	"秀"	"seu5"	"seu˥˨"
"繡"	"繡"	"seu5"	"seu˥˨"
"鏽"	"鏽"	"seu5"	"seu˥˨"
"獸"	"獸"	"seu5"	"seu˥˨"
"泅"	"泅"	"zeu2"	"zeu˧˩"
"柔"	"柔"	"zeu2"	"zeu˧˩"
"揉"	"揉"	"zeu2"	"zeu˧˩"
"受"	"受"	"zeu4"	"zeu˧˦"
"授"	"授"	"zeu4"	"zeu˧˦"
"柚"	"柚"	"zeu6"	"zeu˨˨"
"壽"	"壽"	"zeu6"	"zeu˨˨"
"就"	"就"	"zeu6"	"zeu˨˨"
"楸"	"楸"	"ceu1"	"tɕeu˦˦"
"周"	"周"	"ceu1"	"tɕeu˦˦"
"舟"	"舟"	"ceu1"	"tɕeu˦˦"
"州"	"州"	"ceu1"	"tɕeu˦˦"
"洲"	"洲"	"ceu1"	"tɕeu˦˦"
"鳩"	"鳩"	"ceu1"	"tɕeu˦˦"
"酒"	"酒"	"ceu3"	"tɕeu˦˥"
"肘"	"肘"	"ceu3"	"tɕeu˦˥"
"帚"	"帚"	"ceu3"	"tɕeu˦˥"
"晝"	"晝"	"ceu5"	"tɕeu˥˨"
"咒"	"咒"	"ceu5"	"tɕeu˥˨"
"秋"	"秋"	"cheu1"	"tɕʰeu˦˦"
"鰍"	"鰍"	"cheu1"	"tɕʰeu˦˦"
"抽"	"抽"	"cheu1"	"tɕʰeu˦˦"
"鍬"	"鍬"	"cheu1"	"tɕʰeu˦˦"
"醜"	"醜"	"cheu3"	"tɕʰeu˦˥"
"臭"	"臭"	"cheu5"	"tɕʰeu˥˨"
"仇"	"仇"	"jeu2"	"dʑeu˧˩"
"囚"	"囚"	"jeu2"	"dʑeu˧˩"
"綢"	"綢"	"jeu2"	"dʑeu˧˩"
"酬"	"酬"	"jeu2"	"dʑeu˧˩"
"售"	"售"	"jeu2"	"dʑeu˧˩"
"籌"	"籌"	"jeu2"	"dʑeu˧˩"
"稠"	"稠"	"jeu2"	"dʑeu˧˩"
"紂"	"紂"	"jeu4"	"dʑeu˧˦"
"宙"	"宙"	"jeu6"	"dʑeu˨˨"
"奔"	"奔"	"pan1"	"paŋ˦˦"
"本"	"本"	"pan3"	"paŋ˦˥"
"畚"	"畚"	"pan3"	"paŋ˦˥"
"逩"	"逩"	"pan5"	"paŋ˥˨"
"噴"	"噴"	"phan1"	"pʰaŋ˦˦"
"噴"	"噴"	"phan5"	"pʰaŋ˥˨"
"盆"	"盆"	"ban2"	"baŋ˧˩"
"笨"	"笨"	"ban6"	"baŋ˨˨"
"門"	"門"	"man2"	"maŋ˧˩"
"忘"	"忘"	"man2"	"maŋ˧˩"
"悶"	"悶"	"man4"	"maŋ˧˦"
"捫"	"捫"	"man4"	"maŋ˧˦"
"分"	"分"	"fan1"	"faŋ˦˦"
"芬"	"芬"	"fan1"	"faŋ˦˦"
"紛"	"紛"	"fan1"	"faŋ˦˦"
"粉"	"粉"	"fan3"	"faŋ˦˥"
"奮"	"奮"	"fan5"	"faŋ˥˨"
"糞"	"糞"	"fan5"	"faŋ˥˨"
"文"	"文"	"van2"	"vaŋ˧˩"
"紋"	"紋"	"van2"	"vaŋ˧˩"
"墳"	"墳"	"van2"	"vaŋ˧˩"
"蚊"	"蚊"	"van2"	"vaŋ˧˩"
"雯"	"雯"	"van2"	"vaŋ˧˩"
"餛"	"餛"	"van2"	"vaŋ˧˩"
"吻"	"吻"	"van4"	"vaŋ˧˦"
"刎"	"刎"	"van4"	"vaŋ˧˦"
"焚"	"焚"	"van4"	"vaŋ˧˦"
"憒"	"憒"	"van4"	"vaŋ˧˦"
"忿"	"忿"	"van4"	"vaŋ˧˦"
"混"	"混"	"van6"	"vaŋ˨˨"
"問"	"問"	"van6"	"vaŋ˨˨"
"份"	"份"	"van6"	"vaŋ˨˨"
"渾"	"渾"	"van6"	"vaŋ˨˨"
"紊"	"紊"	"van6"	"vaŋ˨˨"
"燈"	"燈"	"tan1"	"taŋ˦˦"
"登"	"登"	"tan1"	"taŋ˦˦"
"瞪"	"瞪"	"tan1"	"taŋ˦˦"
"扽"	"扽"	"tan1"	"taŋ˦˦"
"等"	"等"	"tan3"	"taŋ˦˥"
"丼"	"丼"	"tan3"	"taŋ˦˥"
"躉"	"躉"	"tan3"	"taŋ˦˥"
"頓"	"頓"	"tan5"	"taŋ˥˨"
"凳"	"凳"	"tan5"	"taŋ˥˨"
"燉"	"燉"	"tan5"	"taŋ˥˨"
"鐙"	"鐙"	"tan5"	"taŋ˥˨"
"瞪"	"瞪"	"tan5"	"taŋ˥˨"
"鼟"	"鼟"	"than1"	"tʰaŋ˦˦"
"蹬"	"蹬"	"than4"	"tʰaŋ˧˦"
"滕"	"滕"	"dan2"	"daŋ˧˩"
"藤"	"藤"	"dan2"	"daŋ˧˩"
"騰"	"騰"	"dan2"	"daŋ˧˩"
"騰"	"騰"	"dan2"	"daŋ˧˩"
"疼"	"疼"	"dan2"	"daŋ˧˩"
"塍"	"塍"	"dan2"	"daŋ˧˩"
"沌"	"沌"	"dan2"	"daŋ˧˩"
"飩"	"飩"	"dan2"	"daŋ˧˩"
"盾"	"盾"	"dan4"	"daŋ˧˦"
"鈍"	"鈍"	"dan6"	"daŋ˨˨"
"遁"	"遁"	"dan6"	"daŋ˨˨"
"能"	"能"	"nan2"	"naŋ˧˩"
"暖"	"暖"	"nan4"	"naŋ˧˦"
"倫"	"倫"	"lan2"	"laŋ˧˩"
"淪"	"淪"	"lan2"	"laŋ˧˩"
"掄"	"掄"	"lan2"	"laŋ˧˩"
"輪"	"輪"	"lan2"	"laŋ˧˩"
"綸"	"綸"	"lan2"	"laŋ˧˩"
"崙"	"崙"	"lan2"	"laŋ˧˩"
"圇"	"圇"	"lan2"	"laŋ˧˩"
"楞"	"楞"	"lan2"	"laŋ˧˩"
"卵"	"卵"	"lan4"	"laŋ˧˦"
"心"	"心"	"san1"	"saŋ˦˦"
"森"	"森"	"san1"	"saŋ˦˦"
"參"	"參"	"san1"	"saŋ˦˦"
"深"	"深"	"san1"	"saŋ˦˦"
"辛"	"辛"	"san1"	"saŋ˦˦"
"新"	"新"	"san1"	"saŋ˦˦"
"薪"	"薪"	"san1"	"saŋ˦˦"
"身"	"身"	"san1"	"saŋ˦˦"
"申"	"申"	"san1"	"saŋ˦˦"
"伸"	"伸"	"san1"	"saŋ˦˦"
"僧"	"僧"	"san1"	"saŋ˦˦"
"忱"	"忱"	"san3"	"saŋ˦˥"
"審"	"審"	"san3"	"saŋ˦˥"
"嬸"	"嬸"	"san3"	"saŋ˦˥"
"迅"	"迅"	"san3"	"saŋ˦˥"
"參"	"參"	"san5"	"saŋ˥˨"
"信"	"信"	"san5"	"saŋ˥˨"
"人"	"人"	"zan2"	"zaŋ˧˩"
"仁"	"仁"	"zan2"	"zaŋ˧˩"
"層"	"層"	"zan2"	"zaŋ˧˩"
"尋"	"尋"	"zan2"	"zaŋ˧˩"
"辰"	"辰"	"zan2"	"zaŋ˧˩"
"晨"	"晨"	"zan2"	"zaŋ˧˩"
"秦"	"秦"	"zan2"	"zaŋ˧˩"
"甚"	"甚"	"zan4"	"zaŋ˧˦"
"葚"	"葚"	"zan4"	"zaŋ˧˦"
"盡"	"盡"	"zan4"	"zaŋ˧˦"
"腎"	"腎"	"zan4"	"zaŋ˧˦"
"任"	"任"	"zan6"	"zaŋ˨˨"
"刃"	"刃"	"zan6"	"zaŋ˨˨"
"賃"	"賃"	"zan6"	"zaŋ˨˨"
"慎"	"慎"	"zan6"	"zaŋ˨˨"
"贈"	"贈"	"zan6"	"zaŋ˨˨"
"今"	"今"	"cian1"	"tɕiaŋ˦˦"
"針"	"針"	"cian1"	"tɕiaŋ˦˦"
"金"	"金"	"cian1"	"tɕiaŋ˦˦"
"斟"	"斟"	"cian1"	"tɕiaŋ˦˦"
"襟"	"襟"	"cian1"	"tɕiaŋ˦˦"
"津"	"津"	"cian1"	"tɕiaŋ˦˦"
"珍"	"珍"	"cian1"	"tɕiaŋ˦˦"
"診"	"診"	"cian1"	"tɕiaŋ˦˦"
"疹"	"疹"	"cian1"	"tɕiaŋ˦˦"
"真"	"真"	"cian1"	"tɕiaŋ˦˦"
"巾"	"巾"	"cian1"	"tɕiaŋ˦˦"
"斤"	"斤"	"cian1"	"tɕiaŋ˦˦"
"筋"	"筋"	"cian1"	"tɕiaŋ˦˦"
"均"	"均"	"cian1"	"tɕiaŋ˦˦"
"鈞"	"鈞"	"cian1"	"tɕiaŋ˦˦"
"君"	"君"	"cian1"	"tɕiaŋ˦˦"
"軍"	"軍"	"cian1"	"tɕiaŋ˦˦"
"曾"	"曾"	"cian1"	"tɕiaŋ˦˦"
"增"	"增"	"cian1"	"tɕiaŋ˦˦"
"憎"	"憎"	"cian1"	"tɕiaŋ˦˦"
"京"	"京"	"cian1"	"tɕiaŋ˦˦"
"莖"	"莖"	"cian1"	"tɕiaŋ˦˦"
"荊"	"荊"	"cian1"	"tɕiaŋ˦˦"
"驚"	"驚"	"cian1"	"tɕiaŋ˦˦"
"鯨"	"鯨"	"cian1"	"tɕiaŋ˦˦"
"經"	"經"	"cian1"	"tɕiaŋ˦˦"
"經"	"經"	"cian3"	"tɕiaŋ˦˥"
"錦"	"錦"	"cian3"	"tɕiaŋ˦˥"
"緊"	"緊"	"cian3"	"tɕiaŋ˦˥"
"景"	"景"	"cian3"	"tɕiaŋ˦˥"
"頸"	"頸"	"cian3"	"tɕiaŋ˦˥"
"縝"	"縝"	"cian3"	"tɕiaŋ˦˥"
"枕"	"枕"	"cian3"	"tɕiaŋ˦˥"
"進"	"進"	"cian5"	"tɕiaŋ˥˨"
"晉"	"晉"	"cian5"	"tɕiaŋ˥˨"
"禁"	"禁"	"cian5"	"tɕiaŋ˥˨"
"鎮"	"鎮"	"cian5"	"tɕiaŋ˥˨"
"振"	"振"	"cian5"	"tɕiaŋ˥˨"
"震"	"震"	"cian5"	"tɕiaŋ˥˨"
"勁"	"勁"	"cian5"	"tɕiaŋ˥˨"
"境"	"境"	"cian5"	"tɕiaŋ˥˨"
"警"	"警"	"cian5"	"tɕiaŋ˥˨"
"敬"	"敬"	"cian5"	"tɕiaŋ˥˨"
