"繁體"	"简体"	"音標"	"注釋"	"声"	"韵"	"调"
"罕"	"罕"	"hɵ˧˥"		"h"	"ɵ"	"˧˥"
"漢"	"汉"	"hɵ˥˨"		"h"	"ɵ"	"˥˨"
"寒"	"寒"	"ɦɵ˧˩"		"ɦ"	"ɵ"	"˧˩"
"韓"	"韩"	"ɦɵ˧˩"		"ɦ"	"ɵ"	"˧˩"
"旱"	"旱"	"ɦɵ˩˧"		"ɦ"	"ɵ"	"˩˧"
"汗"	"汗"	"ɦɵ˨˨"		"ɦ"	"ɵ"	"˨˨"
"翰"	"翰"	"ɦɵ˨˨"		"ɦ"	"ɵ"	"˨˨"
"安"	"安"	"ʔɵ˦˦"		"ʔ"	"ɵ"	"˦˦"
"鞍"	"鞍"	"ʔɵ˦˦"		"ʔ"	"ɵ"	"˦˦"
"按"	"按"	"ʔɵ˥˨"		"ʔ"	"ɵ"	"˥˨"
"案"	"案"	"ʔɵ˥˨"		"ʔ"	"ɵ"	"˥˨"
"扮"	"扮"	"pɔ˥˨"		"p"	"ɔ"	"˥˨"
"盼"	"盼"	"pʰɔ˥˨"		"pʰ"	"ɔ"	"˥˨"
"瓣"	"瓣"	"pʰɔ˥˨"		"pʰ"	"ɔ"	"˥˨"
"辦"	"办"	"bɔ˨˨"		"b"	"ɔ"	"˨˨"
"綻"	"绽"	"dzɔ˨˨"		"dz"	"ɔ"	"˨˨"
"盞"	"盏"	"tsɔ˩˧"		"ts"	"ɔ"	"˩˧"
"鏟"	"铲"	"dzɔ˧˩"		"dz"	"ɔ"	"˧˩"
"鏟"	"铲"	"zɔ˧˩"		"z"	"ɔ"	"˧˩"
"潺"	"潺"	"tsʰɔ˧˥"		"tsʰ"	"ɔ"	"˧˥"
"山"	"山"	"sɔ˦˦"		"s"	"ɔ"	"˦˦"
"產"	"产"	"sɔ˧˥"		"s"	"ɔ"	"˧˥"
"艱"	"艰"	"kɔ˦˦"		"k"	"ɔ"	"˦˦"
"間"	"间"	"kɔ˦˦"		"k"	"ɔ"	"˦˦"
"簡"	"简"	"kɔ˧˥"		"k"	"ɔ"	"˧˥"
"揀"	"拣"	"kɔ˧˥"		"k"	"ɔ"	"˧˥"
"柬"	"柬"	"kɔ˧˥"		"k"	"ɔ"	"˧˥"
"間"	"间"	"tɕi˦˦"	"一間"	"tɕ"	"i"	"˦˦"
"眼"	"眼"	"ʔŋɔ˦˦"	"眼兒珠"	"ʔŋ"	"ɔ"	"˦˦"
"眼"	"眼"	"ŋɔ˩˧"		"ŋ"	"ɔ"	"˩˧"
"閑"	"闲"	"ɦɔ˧˩"		"ɦ"	"ɔ"	"˧˩"
"限"	"限"	"ɦɔ˩˧"		"ɦ"	"ɔ"	"˩˧"
"莧"	"苋"	"ɕi˥˨"		"ɕ"	"i"	"˥˨"
"班"	"班"	"pɔ˦˦"		"p"	"ɔ"	"˦˦"
"扳"	"扳"	"pɔ˦˦"		"p"	"ɔ"	"˦˦"
"頒"	"颁"	"pɔ˦˦"		"p"	"ɔ"	"˦˦"
"板"	"板"	"pɔ˧˥"		"p"	"ɔ"	"˧˥"
"版"	"版"	"pɔ˧˥"		"p"	"ɔ"	"˧˥"
"攀"	"攀"	"pʰɔ˦˦"		"pʰ"	"ɔ"	"˦˦"
"扳"	"扳"	"pɔ˦˦"		"p"	"ɔ"	"˦˦"
"襻"	"襻"	"pʰɔ˥˨"		"pʰ"	"ɔ"	"˥˨"
"蠻"	"蛮"	"ʔmɔ˦˦"		"ʔm"	"ɔ"	"˦˦"
"蠻"	"蛮"	"mɔ˧˩"		"m"	"ɔ"	"˧˩"
"慢"	"慢"	"mɔ˨˨"		"m"	"ɔ"	"˨˨"
"棧"	"栈"	"dzɔ˨˨"		"dz"	"ɔ"	"˨˨"
"刪"	"删"	"sɔ˦˦"		"s"	"ɔ"	"˦˦"
"訕"	"讪"	"sɔ˧˥"		"s"	"ɔ"	"˧˥"
"訕"	"讪"	"sɔ˥˨"		"s"	"ɔ"	"˥˨"
"疝"	"疝"	"sɔ˥˨"		"s"	"ɔ"	"˥˨"
"奸"	"奸"	"kɔ˦˦"		"k"	"ɔ"	"˦˦"
"奸"	"奸"	"kɔ˦˦"		"k"	"ɔ"	"˦˦"
"諫"	"谏"	"kɔ˥˨"		"k"	"ɔ"	"˥˨"
"顏"	"颜"	"ŋɔ˧˩"		"ŋ"	"ɔ"	"˧˩"
"雁"	"雁"	"ŋɔ˨˨"		"ŋ"	"ɔ"	"˨˨"
"晏"	"晏"	"ʔɔ˥˨"		"ʔ"	"ɔ"	"˥˨"
"編"	"编"	"pi˦˦"		"p"	"i"	"˦˦"
"鞭"	"鞭"	"pi˦˦"		"p"	"i"	"˦˦"
"變"	"变"	"pi˥˨"		"p"	"i"	"˥˨"
"篇"	"篇"	"pʰi˦˦"		"pʰ"	"i"	"˦˦"
"偏"	"偏"	"pʰi˦˦"		"pʰ"	"i"	"˦˦"
"騙"	"骗"	"pʰi˥˨"		"pʰ"	"i"	"˥˨"
"便"	"便"	"bi˧˩"		"b"	"i"	"˧˩"
"辨"	"辨"	"bi˩˧"		"b"	"i"	"˩˧"
"辯"	"辩"	"bi˩˧"		"b"	"i"	"˩˧"
"便"	"便"	"bi˨˨"		"b"	"i"	"˨˨"
"汴"	"汴"	"bi˨˨"		"b"	"i"	"˨˨"
"綿"	"绵"	"mi˧˩"		"m"	"i"	"˧˩"
"棉"	"棉"	"mi˧˩"		"m"	"i"	"˧˩"
"棉"	"棉"	"mei˧˩"	"棉毛衫"	"m"	"ei"	"˧˩"
"免"	"免"	"mi˩˧"		"m"	"i"	"˩˧"
"勉"	"勉"	"mi˩˧"		"m"	"i"	"˩˧"
"娩"	"娩"	"mi˩˧"		"m"	"i"	"˩˧"
"緬"	"缅"	"mi˨˨"		"m"	"i"	"˨˨"
"面"	"面"	"mai˨˨"	"上面，下面"	"m"	"ai"	"˨˨"
"面"	"面"	"mi˨˨"		"m"	"i"	"˨˨"
"碾"	"碾"	"ȵi˩˧"		"ȵ"	"i"	"˩˧"
"碾"	"碾"	"ȵi˨˨"		"ȵ"	"i"	"˨˨"
"連"	"连"	"li˧˩"		"l"	"i"	"˧˩"
"聯"	"联"	"li˧˩"		"l"	"i"	"˧˩"
"輦"	"辇"	"li˩˧"		"l"	"i"	"˩˧"
"煎"	"煎"	"tɕi˦˦"		"tɕ"	"i"	"˦˦"
"剪"	"剪"	"tɕi˧˥"		"tɕ"	"i"	"˧˥"
"箭"	"箭"	"tɕi˥˨"		"tɕ"	"i"	"˥˨"
"濺"	"溅"	"tɕi˥˨"		"tɕ"	"i"	"˥˨"
"遷"	"迁"	"tɕʰi˦˦"		"tɕʰ"	"i"	"˦˦"
"淺"	"浅"	"tɕʰi˧˥"		"tɕʰ"	"i"	"˧˥"
"錢"	"钱"	"dʑi˧˩"		"dʑ"	"i"	"˧˩"
"鈿"	"钿"	"di˧˩"	"錢"	"d"	"i"	"˧˩"
"踐"	"践"	"ji˨˨"		"j"	"i"	"˨˨"
"賤"	"贱"	"ji˨˨"		"j"	"i"	"˨˨"
"仙"	"仙"	"ɕi˦˦"		"ɕ"	"i"	"˦˦"
"鮮"	"鲜"	"ɕi˦˦"		"ɕ"	"i"	"˦˦"
"鮮"	"鲜"	"ɕi˧˥"		"ɕ"	"i"	"˧˥"
"癬"	"癣"	"ɕi˧˥"		"ɕ"	"i"	"˧˥"
"線"	"线"	"ɕi˥˨"		"ɕ"	"i"	"˥˨"
"涎"	"涎"	"ji˧˩"		"j"	"i"	"˧˩"
"羨"	"羡"	"ji˨˨"		"j"	"i"	"˨˨"
"展"	"展"	"tɕi˧˥"		"tɕ"	"i"	"˧˥"
"纏"	"缠"	"dʑy˧˩"		"dʑ"	"y"	"˧˩"
"纏"	"缠"	"dʑi˧˩"		"dʑ"	"i"	"˧˩"
"纏"	"缠"	"dʑi˨˨"		"dʑ"	"i"	"˨˨"
"氈"	"毡"	"tɕi˦˦"		"tɕ"	"i"	"˦˦"
"戰"	"战"	"tɕi˥˨"		"tɕ"	"i"	"˥˨"
"顫"	"颤"	"tɕi˥˨"		"tɕ"	"i"	"˥˨"
"膻"	"膻"	"sɔ˦˦"		"s"	"ɔ"	"˦˦"
"膻"	"膻"	"dɔ˨˨"		"d"	"ɔ"	"˨˨"
"扇"	"扇"	"ɕi˥˨"		"ɕ"	"i"	"˥˨"
"蟬"	"蝉"	"ji˧˩"		"j"	"i"	"˧˩"
"禪"	"禅"	"ji˧˩"		"j"	"i"	"˧˩"
"善"	"善"	"ji˨˨"		"j"	"i"	"˨˨"
"膳"	"膳"	"ji˩˧"		"j"	"i"	"˩˧"
"擅"	"擅"	"ji˨˨"		"j"	"i"	"˨˨"
"禪"	"禅"	"ji˨˨"		"j"	"i"	"˨˨"
"然"	"然"	"ji˧˩"		"j"	"i"	"˧˩"
"燃"	"燃"	"ji˧˩"		"j"	"i"	"˧˩"
"遣"	"遣"	"tɕʰi˧˥"		"tɕʰ"	"i"	"˧˥"
"虔"	"虔"	"dʑi˧˩"		"dʑ"	"i"	"˧˩"
"件"	"件"	"dʑi˩˧"		"dʑ"	"i"	"˩˧"
"諺"	"谚"	"ȵi˨˨"		"ȵ"	"i"	"˨˨"
"焉"	"焉"	"ʔi˦˦"		"ʔ"	"i"	"˦˦"
"延"	"延"	"ji˧˩"		"j"	"i"	"˧˩"
"筵"	"筵"	"ji˧˩"		"j"	"i"	"˧˩"
"演"	"演"	"ʔi˧˥"		"ʔ"	"i"	"˧˥"
"建"	"建"	"tɕi˥˨"		"tɕ"	"i"	"˥˨"
"鍵"	"键"	"dʑi˨˨"		"dʑ"	"i"	"˨˨"
"健"	"健"	"dʑi˨˨"		"dʑ"	"i"	"˨˨"
"腱"	"腱"	"dʑi˨˨"		"dʑ"	"i"	"˨˨"
"言"	"言"	"ȵi˧˩"		"ȵ"	"i"	"˧˩"
"軒"	"轩"	"ɕi˦˦"		"ɕ"	"i"	"˦˦"
"掀"	"掀"	"ɕi˦˦"		"ɕ"	"i"	"˦˦"
"掀"	"掀"	"ɕiaŋ˦˦"		"ɕ"	"iaŋ"	"˦˦"
"憲"	"宪"	"ɕi˥˨"		"ɕ"	"i"	"˥˨"
"獻"	"献"	"ɕi˥˨"		"ɕ"	"i"	"˥˨"
"蔫"	"蔫"	"ʔi˦˦"		"ʔ"	"i"	"˦˦"
"堰"	"堰"	"ʔi˥˨"		"ʔ"	"i"	"˥˨"
"邊"	"边"	"pi˦˦"		"p"	"i"	"˦˦"
"蝙"	"蝙"	"pi˧˥"		"p"	"i"	"˧˥"
"扁"	"扁"	"pi˧˥"		"p"	"i"	"˧˥"
"匾"	"匾"	"pi˧˥"		"p"	"i"	"˧˥"
"遍"	"遍"	"pi˥˨"		"p"	"i"	"˥˨"
"片"	"片"	"pʰi˥˨"		"pʰ"	"i"	"˥˨"
"駢"	"骈"	"bi˧˩"		"b"	"i"	"˧˩"
"辮"	"辫"	"bi˩˧"		"b"	"i"	"˩˧"
"眠"	"眠"	"ʔmei˦˦"	"眠床頭：床頭"	"ʔm"	"ei"	"˦˦"
"眠"	"眠"	"mi˧˩"		"m"	"i"	"˧˩"
"面"	"面"	"mi˨˨"		"m"	"i"	"˨˨"
"顛"	"颠"	"ti˦˦"		"t"	"i"	"˦˦"
"典"	"典"	"ti˧˥"		"t"	"i"	"˧˥"
"天"	"天"	"tʰi˦˦"		"tʰ"	"i"	"˦˦"
"田"	"田"	"di˧˩"		"d"	"i"	"˧˩"
"填"	"填"	"di˧˩"		"d"	"i"	"˧˩"
"電"	"电"	"di˨˨"		"d"	"i"	"˨˨"
"殿"	"殿"	"di˨˨"		"d"	"i"	"˨˨"
"奠"	"奠"	"di˨˨"		"d"	"i"	"˨˨"
"佃"	"佃"	"di˧˩"		"d"	"i"	"˧˩"
"佃"	"佃"	"di˨˨"		"d"	"i"	"˨˨"
"年"	"年"	"ȵi˧˩"		"ȵ"	"i"	"˧˩"
"攆"	"撵"	"ȵi˩˧"		"ȵ"	"i"	"˩˧"
"撚"	"捻"	"ȵi˩˧"		"ȵ"	"i"	"˩˧"
"憐"	"怜"	"li˧˩"		"l"	"i"	"˧˩"
"蓮"	"莲"	"li˧˩"		"l"	"i"	"˧˩"
"練"	"练"	"li˨˨"		"l"	"i"	"˨˨"
"煉"	"炼"	"li˨˨"		"l"	"i"	"˨˨"
"箋"	"笺"	"tɕi˦˦"		"tɕ"	"i"	"˦˦"
"薦"	"荐"	"tɕi˥˨"		"tɕ"	"i"	"˥˨"
"千"	"千"	"tɕʰi˦˦"		"tɕʰ"	"i"	"˦˦"
"前"	"前"	"ji˧˩"		"j"	"i"	"˧˩"
"先"	"先"	"ɕi˦˦"		"ɕ"	"i"	"˦˦"
"肩"	"肩"	"tɕi˦˦"		"tɕ"	"i"	"˦˦"
"堅"	"坚"	"tɕi˦˦"		"tɕ"	"i"	"˦˦"
"繭"	"茧"	"tɕi˧˥"		"tɕ"	"i"	"˧˥"
"見"	"见"	"tɕi˥˨"		"tɕ"	"i"	"˥˨"
"牽"	"牵"	"tɕʰi˦˦"		"tɕʰ"	"i"	"˦˦"
"研"	"研"	"ȵi˧˩"		"ȵ"	"i"	"˧˩"
"硯"	"砚"	"ȵi˨˨"		"ȵ"	"i"	"˨˨"
"顯"	"显"	"ɕi˧˥"		"ɕ"	"i"	"˧˥"
"賢"	"贤"	"ji˧˩"		"j"	"i"	"˧˩"
"弦"	"弦"	"ji˧˩"		"j"	"i"	"˧˩"
"現"	"现"	"ji˨˨"		"j"	"i"	"˨˨"
"煙"	"烟"	"ʔi˦˦"		"ʔ"	"i"	"˦˦"
"燕"	"燕"	"ʔi˦˦"		"ʔ"	"i"	"˦˦"
"燕"	"燕"	"ʔi˧˥"		"ʔ"	"i"	"˧˥"
"燕"	"燕"	"ʔi˥˨"		"ʔ"	"i"	"˥˨"
"咽"	"咽"	"ʔi˥˨"		"ʔ"	"i"	"˥˨"
"宴"	"宴"	"ʔi˥˨"		"ʔ"	"i"	"˥˨"
"獺"	"獭"	"tʰɔ˨˩˩"		"tʰ"	"ɔ"	"˧˨˨"
"達"	"达"	"da˨˩˩"		"d"	"a"	"˨˩˩"
"捺"	"捺"	"nɔ˨˩˩"		"n"	"ɔ"	"˨˩˩"
"辣"	"辣"	"lɔ˨˩˩"		"l"	"ɔ"	"˨˩˩"
"癩"	"癞"	"lɔ˨˩˩"		"l"	"ɔ"	"˨˩˩"
"擦"	"擦"	"tsʰɔ˨˩˩"		"tsʰ"	"ɔ"	"˧˨˨"
"撒"	"撒"	"sɔ˨˩˩"		"s"	"ɔ"	"˧˨˨"
"薩"	"萨"	"sɔ˨˩˩"		"s"	"ɔ"	"˧˨˨"
"割"	"割"	"kɵ˨˩˩"		"k"	"ɵ"	"˧˨˨"
"葛"	"葛"	"kɵ˨˩˩"		"k"	"ɵ"	"˧˨˨"
"渴"	"渴"	"kʰɵ˨˩˩"		"kʰ"	"ɵ"	"˧˨˨"
"曷"	"曷"	"ɦɵ˨˩˩"		"ɦ"	"ɵ"	"˨˩˩"
"八"	"八"	"pu˨˩˩"		"p"	"u"	"˧˨˨"
"拔"	"拔"	"bɔ˨˩˩"		"b"	"ɔ"	"˨˩˩"
"劄"	"札"	"tsɔ˨˩˩"		"ts"	"ɔ"	"˧˨˨"
"紮"	"扎"	"tsɔ˨˩˩"		"ts"	"ɔ"	"˧˨˨"
"紮"	"扎"	"tsɔ˨˩˩"		"ts"	"ɔ"	"˧˨˨"
"察"	"察"	"tsʰɔ˨˩˩"		"tsʰ"	"ɔ"	"˧˨˨"
"殺"	"杀"	"sɔ˨˩˩"		"s"	"ɔ"	"˧˨˨"
"軋"	"轧"	"ʔɔ˨˩˩"		"ʔ"	"ɔ"	"˧˨˨"
"鍘"	"铡"	"zɔ˨˩˩"		"z"	"ɔ"	"˨˩˩"
"瞎"	"瞎"	"hɔ˨˩˩"		"h"	"ɔ"	"˧˨˨"
"轄"	"辖"	"ɦɔ˨˩˩"		"ɦ"	"ɔ"	"˨˩˩"
"別"	"别"	"pi˨˩˩"		"p"	"i"	"˧˨˨"
"憋"	"憋"	"pi˨˩˩"		"p"	"i"	"˧˨˨"
"鱉"	"鳖"	"pi˨˩˩"		"p"	"i"	"˧˨˨"
"別"	"别"	"bi˨˩˩"		"b"	"i"	"˨˩˩"
"滅"	"灭"	"mi˨˩˩"		"m"	"i"	"˨˩˩"
"列"	"列"	"li˨˩˩"		"l"	"i"	"˨˩˩"
"裂"	"裂"	"li˨˩˩"		"l"	"i"	"˨˩˩"
"烈"	"烈"	"li˨˩˩"		"l"	"i"	"˨˩˩"
"薛"	"薛"	"ɕy˨˩˩"		"ɕ"	"y"	"˧˨˨"
"褻"	"亵"	"ɕi˨˩˩"		"ɕ"	"i"	"˧˨˨"
"泄"	"泄"	"sei˨˩˩"		"s"	"ei"	"˧˨˨"
"哲"	"哲"	"tɕi˨˩˩"		"tɕ"	"i"	"˧˨˨"
"徹"	"彻"	"dʑi˨˩˩"		"dʑ"	"i"	"˨˩˩"
"撤"	"撤"	"tɕʰi˨˩˩"		"tɕʰ"	"i"	"˧˨˨"
"轍"	"辙"	"dʑi˨˩˩"		"dʑ"	"i"	"˨˩˩"
"折"	"折"	"ji˨˩˩"		"j"	"i"	"˨˩˩"
"浙"	"浙"	"tsei˨˩˩"		"ts"	"ei"	"˧˨˨"
"舌"	"舌"	"ji˨˩˩"		"j"	"i"	"˨˩˩"
"設"	"设"	"sei˨˩˩"		"s"	"ei"	"˧˨˨"
"折"	"折"	"tɕi˨˩˩"		"tɕ"	"i"	"˧˨˨"
"熱"	"热"	"ȵi˨˩˩"		"ȵ"	"i"	"˨˩˩"
"孑"	"孑"	"tɕi˨˩˩"		"tɕ"	"i"	"˧˨˨"
"傑"	"杰"	"dʑi˨˩˩"		"dʑ"	"i"	"˨˩˩"
"孽"	"孽"	"ȵi˨˩˩"		"ȵ"	"i"	"˨˩˩"
"揭"	"揭"	"tɕi˨˩˩"		"tɕ"	"i"	"˧˨˨"
"揭"	"揭"	"tɕʰi˨˩˩"	"本讀"	"tɕʰ"	"i"	"˧˨˨"
"竭"	"竭"	"dʑi˨˩˩"		"dʑ"	"i"	"˨˩˩"
"歇"	"歇"	"ɕi˨˩˩"		"ɕ"	"i"	"˧˨˨"
"蠍"	"蝎"	"ɦɵ˨˩˩"		"ɦ"	"ɵ"	"˨˩˩"
"蠍"	"蝎"	"ɕi˨˩˩"		"ɕ"	"i"	"˧˨˨"
"謁"	"谒"	"ʔi˨˩˩"		"ʔ"	"i"	"˧˨˨"
"撇"	"撇"	"pʰi˨˩˩"		"pʰ"	"i"	"˧˨˨"
"篾"	"篾"	"mi˨˩˩"		"m"	"i"	"˨˩˩"
"鐵"	"铁"	"tʰi˨˩˩"		"tʰ"	"i"	"˧˨˨"
"迭"	"迭"	"di˨˩˩"		"d"	"i"	"˨˩˩"
"跌"	"跌"	"di˨˩˩"		"d"	"i"	"˨˩˩"
"捏"	"捏"	"ȵyɔ˨˩˩"		"ȵ"	"yɔ"	"˨˩˩"
"節"	"节"	"tɕi˨˩˩"		"tɕ"	"i"	"˧˨˨"
"切"	"切"	"tɕʰi˨˩˩"		"tɕʰ"	"i"	"˧˨˨"
"截"	"截"	"tɕi˨˩˩"		"tɕ"	"i"	"˧˨˨"
"屑"	"屑"	"tɕʰyɔ˨˩˩"	"風屑：頭皮屑"	"tɕʰ"	"yɔ"	"˧˨˨"
"結"	"结"	"tɕi˨˩˩"	"一種意思同打za˨˩˩，一種就是正常的打結。"	"tɕ"	"i"	"˧˨˨"
"潔"	"洁"	"tɕi˨˩˩"		"tɕ"	"i"	"˧˨˨"
"噎"	"噎"	"ʔi˨˩˩"		"ʔ"	"i"	"˧˨˨"
"搬"	"搬"	"pɵ˦˦"		"p"	"ɵ"	"˦˦"
"般"	"般"	"pɵ˦˦"		"p"	"ɵ"	"˦˦"
"半"	"半"	"pɵ˥˨"		"p"	"ɵ"	"˥˨"
"絆"	"绊"	"pɔ˥˨"		"p"	"ɔ"	"˥˨"
"潘"	"潘"	"pʰɵ˦˦"		"pʰ"	"ɵ"	"˦˦"
"拚"	"拚"	"pʰəŋ˦˦"		"pʰ"	"əŋ"	"˦˦"
"判"	"判"	"pʰɵ˥˨"		"pʰ"	"ɵ"	"˥˨"
"盤"	"盘"	"bɵ˧˩"		"b"	"ɵ"	"˧˩"
"伴"	"伴"	"bɵ˧˩"		"b"	"ɵ"	"˧˩"
"伴"	"伴"	"bɵ˨˨"	"相伴"	"b"	"ɵ"	"˨˨"
"叛"	"叛"	"bɵ˩˧"		"b"	"ɵ"	"˩˧"
"叛"	"叛"	"bɵ˨˨"		"b"	"ɵ"	"˨˨"
"瞞"	"瞒"	"mɵ˧˩"		"m"	"ɵ"	"˧˩"
"饅"	"馒"	"mɔ˧˩"		"m"	"ɔ"	"˧˩"
"滿"	"满"	"mɵ˩˧"		"m"	"ɵ"	"˩˧"
"漫"	"漫"	"mɵ˨˨"		"m"	"ɵ"	"˨˨"
"幔"	"幔"	"mɵ˨˨"		"m"	"ɵ"	"˨˨"
"端"	"端"	"tɵ˦˦"		"t"	"ɵ"	"˦˦"
"短"	"短"	"tɵ˧˥"		"t"	"ɵ"	"˧˥"
"斷"	"断"	"dɵ˩˧"		"d"	"ɵ"	"˩˧"
"斷"	"断"	"daŋ˩˧"		"d"	"aŋ"	"˩˧"
"鍛"	"锻"	"tɵ˥˨"		"t"	"ɵ"	"˥˨"
"團"	"团"	"dɵ˧˩"		"d"	"ɵ"	"˧˩"
"斷"	"断"	"daŋ˨˨"		"d"	"aŋ"	"˨˨"
"段"	"段"	"daŋ˨˨"		"d"	"aŋ"	"˨˨"
"段"	"段"	"dɵ˨˨"	"段用：沒用"	"d"	"ɵ"	"˨˨"
"緞"	"缎"	"dɵ˨˨"		"d"	"ɵ"	"˨˨"
"暖"	"暖"	"nɵ˩˧"		"n"	"ɵ"	"˩˧"
"暖"	"暖"	"naŋ˩˧"		"n"	"aŋ"	"˩˧"
"鸞"	"鸾"	"lɵ˧˩"		"l"	"ɵ"	"˧˩"
"□"	"□"	"ʔlɵ˦˦"	"繞一圈"	"ʔl"	"ɵ"	"˦˦"
"卵"	"卵"	"lɵ˩˧"		"l"	"ɵ"	"˩˧"
"卵"	"卵"	"laŋ˩˧"		"l"	"aŋ"	"˩˧"
"亂"	"乱"	"lɵ˨˨"		"l"	"ɵ"	"˨˨"
"鑽"	"钻"	"tsɵ˦˦"		"ts"	"ɵ"	"˦˦"
"纂"	"纂"	"tsɵ˧˥"		"ts"	"ɵ"	"˧˥"
"鑽"	"钻"	"tsɵ˥˨"		"ts"	"ɵ"	"˥˨"
"竄"	"窜"	"tsʰɵ˥˨"		"tsʰ"	"ɵ"	"˥˨"
"酸"	"酸"	"sɵ˦˦"		"s"	"ɵ"	"˦˦"
"算"	"算"	"sɵ˥˨"		"s"	"ɵ"	"˥˨"
"蒜"	"蒜"	"sɵ˥˨"		"s"	"ɵ"	"˥˨"
"官"	"官"	"ky˦˦"		"k"	"y"	"˦˦"
"觀"	"观"	"ky˦˦"		"k"	"y"	"˦˦"
"冠"	"冠"	"ky˦˦"		"k"	"y"	"˦˦"
"管"	"管"	"ky˧˥"		"k"	"y"	"˧˥"
"館"	"馆"	"ky˧˥"		"k"	"y"	"˧˥"
"冠"	"冠"	"ky˥˨"		"k"	"y"	"˥˨"
"觀"	"观"	"ky˥˨"		"k"	"y"	"˥˨"
"灌"	"灌"	"ky˥˨"		"k"	"y"	"˥˨"
"罐"	"罐"	"ky˥˨"		"k"	"y"	"˥˨"
"貫"	"贯"	"ky˥˨"		"k"	"y"	"˥˨"
"寬"	"宽"	"kʰuɔ˦˦"		"kʰ"	"uɔ"	"˦˦"
"款"	"款"	"kʰɵ˧˥"		"kʰ"	"ɵ"	"˧˥"
"玩"	"玩"	"ȵy˧˩"		"ȵ"	"y"	"˧˩"
"歡"	"欢"	"ɕy˦˦"		"ɕ"	"y"	"˦˦"
"喚"	"唤"	"ɕy˥˨"		"ɕ"	"y"	"˥˨"
"煥"	"焕"	"ɕy˥˨"		"ɕ"	"y"	"˥˨"
"桓"	"桓"	"jy˧˩"		"j"	"y"	"˧˩"
"完"	"完"	"ȵy˧˩"	"吃完罷"	"ȵ"	"y"	"˧˩"
"完"	"完"	"jy˧˩"		"j"	"y"	"˧˩"
"丸"	"丸"	"jy˧˥"		"j"	"y"	"˧˥"
"紈"	"纨"	"jy˧˩"		"j"	"y"	"˧˩"
"緩"	"缓"	"jy˩˧"		"j"	"y"	"˩˧"
"皖"	"皖"	"ʔuɔ˧˥"		"ʔ"	"uɔ"	"˧˥"
"皖"	"皖"	"vɔ˩˧"		"v"	"ɔ"	"˩˧"
"換"	"换"	"ɦuɔ˨˨"		"ɦ"	"uɔ"	"˨˨"
"豌"	"豌"	"ʔy˧˥"		"ʔ"	"y"	"˧˥"
"碗"	"碗"	"ʔy˧˥"		"ʔ"	"y"	"˧˥"
"腕"	"腕"	"ʔuɔ˥˨"		"ʔ"	"uɔ"	"˥˨"
"鰥"	"鳏"	"kuɔ˦˦"		"k"	"uɔ"	"˦˦"
"幻"	"幻"	"ʔuɔ˧˥"		"ʔ"	"uɔ"	"˧˥"
"篡"	"篡"	"tsʰɵ˧˥"		"tsʰ"	"ɵ"	"˧˥"
"撰"	"撰"	"zɵ˩˧"		"z"	"ɵ"	"˩˧"
"閂"	"闩"	"sɵ˦˦"		"s"	"ɵ"	"˦˦"
"拴"	"拴"	"sɵ˦˦"		"s"	"ɵ"	"˦˦"
"涮"	"涮"	"sɵ˥˨"		"s"	"ɵ"	"˥˨"
"關"	"关"	"kuɔ˦˦"		"k"	"uɔ"	"˦˦"
"慣"	"惯"	"kuɔ˥˨"		"k"	"uɔ"	"˥˨"
"頑"	"顽"	"ɦuɔ˧˩"		"ɦ"	"uɔ"	"˧˩"
"還"	"还"	"ɦɔ˧˩"		"ɦ"	"ɔ"	"˧˩"
"還"	"还"	"vɔ˧˩"		"v"	"ɔ"	"˧˩"
"還"	"还"	"ɦuɔ˧˩"		"ɦ"	"uɔ"	"˧˩"
"環"	"环"	"ɦuɔ˧˩"		"ɦ"	"uɔ"	"˧˩"
"患"	"患"	"ɦuɔ˨˨"		"ɦ"	"uɔ"	"˨˨"
"宦"	"宦"	"ɦuɔ˨˨"		"ɦ"	"uɔ"	"˨˨"
"彎"	"弯"	"ʔuɔ˦˦"		"ʔ"	"uɔ"	"˦˦"
"灣"	"湾"	"ʔuɔ˦˦"		"ʔ"	"uɔ"	"˦˦"
"戀"	"恋"	"li˨˨"		"l"	"i"	"˨˨"
"痊"	"痊"	"tɕʰy˦˦"		"tɕʰ"	"y"	"˦˦"
"全"	"全"	"jy˧˩"		"j"	"y"	"˧˩"
"泉"	"泉"	"jy˧˩"		"j"	"y"	"˧˩"
"宣"	"宣"	"ɕy˦˦"		"ɕ"	"y"	"˦˦"
"選"	"选"	"ɕy˧˥"		"ɕ"	"y"	"˧˥"
"旋"	"旋"	"jy˧˩"		"j"	"y"	"˧˩"
"旋"	"旋"	"jy˨˨"		"j"	"y"	"˨˨"
"旋"	"旋"	"jy˨˨"		"j"	"y"	"˨˨"
"轉"	"转"	"tɕy˧˥"		"tɕ"	"y"	"˧˥"
"轉"	"转"	"tɕy˥˨"		"tɕ"	"y"	"˥˨"
"傳"	"传"	"dʑy˧˩"		"dʑ"	"y"	"˧˩"
"傳"	"传"	"tɕy˨˨"		"tɕ"	"y"	"˨˨"
"椽"	"椽"	"dʑy˧˩"		"dʑ"	"y"	"˧˩"
"篆"	"篆"	"dʑy˩˧"		"dʑ"	"y"	"˩˧"
"專"	"专"	"tɕy˦˦"		"tɕ"	"y"	"˦˦"
