"繁體"	"簡體"	"拼音"	"音標"
"賊"	"賊"	"ze8"	"ze˨˩˧"
"垓"	"垓"	"ke1"	"ke˧˧"
"該"	"該"	"ke1"	"ke˧˧"
"改"	"改"	"ke3"	"ke˧˥"
"幾"	"幾"	"ke3"	"ke˧˥"
"丐"	"丐"	"ke5"	"ke˥˨"
"溉"	"溉"	"ke5"	"ke˥˨"
"蓋"	"蓋"	"ke5"	"ke˥˨"
"概"	"概"	"ke5"	"ke˥˨"
"居"	"居"	"ke7"	"ke˨˩˧"
"開"	"開"	"khe1"	"kʰe˧˧"
"凱"	"凱"	"khe3"	"kʰe˧˥"
"慨"	"慨"	"khe5"	"kʰe˥˨"
"去"	"去"	"khe5"	"kʰe˥˨"
"克"	"克"	"khe7"	"kʰe˨˩˧"
"刻"	"刻"	"khe7"	"kʰe˨˩˧"
"克"	"克"	"khe7"	"kʰe˨˩˧"
"徛"	"徛"	"ɡe4"	"ɡe˧˥"
"呆"	"呆"	"nɡe2"	"ŋe˧˩"
"艾"	"艾"	"nge6"	"ŋe˨˨"
"礙"	"礙"	"nge6"	"ŋe˨˨"
"耐"	"耐"	"nge6"	"ŋe˨˨"
"呵"	"呵"	"he1"	"he˧˧"
"咍"	"咍"	"he1"	"he˧˧"
"海"	"海"	"he3"	"he˧˥"
"許"	"許"	"he3"	"he˧˥"
"嚇"	"嚇"	"he5"	"he˥˨"
"黑"	"黑"	"he7"	"he˨˩˧"
"孩"	"孩"	"ɡhe2"	"ɦe˧˩"
"孩"	"孩"	"ghe4"	"ɦe˧˥"
"亥"	"亥"	"ghe4"	"ɦe˧˥"
"害"	"害"	"ghe6"	"ɦe˨˨"
"哀"	"哀"	"e1"	"ʔe˧˧"
"藹"	"藹"	"e3"	"ʔe˧˥"
"愛"	"愛"	"e5"	"ʔe˥˨"
"般"	"般"	"poe1"	"pø˧˧"
"搬"	"搬"	"poe1"	"pø˧˧"
"邊"	"邊"	"poe1"	"pø˧˧"
"半"	"半"	"poe5"	"pø˥˨"
"缽"	"缽"	"poe7"	"pø˨˩˧"
"撥"	"撥"	"poe7"	"pø˨˩˧"
"潑"	"潑"	"poe7"	"pø˨˩˧"
"番"	"番"	"phoe1"	"pʰø˧˧"
"潘"	"潘"	"phoe1"	"pʰø˧˧"
"拼"	"拼"	"phoe1"	"pʰø˧˧"
"判"	"判"	"phoe5"	"pʰø˥˨"
"潑"	"潑"	"phoe7"	"pʰø˨˩˧"
"撲"	"撲"	"phoe7"	"pʰø˨˩˧"
"般"	"般"	"boe2"	"bø˧˩"
"搬"	"搬"	"boe2"	"bø˧˩"
"磐"	"磐"	"boe2"	"bø˧˩"
"盤"	"盤"	"boe2"	"bø˧˩"
"盆"	"盆"	"boe2"	"bø˧˩"
"伴"	"伴"	"boe4"	"bø˧˥"
"叛"	"叛"	"boe4"	"bø˧˥"
"畔"	"畔"	"boe4"	"bø˧˥"
"胖"	"胖"	"boe4"	"bø˧˥"
"叛"	"叛"	"boe6"	"bø˨˨"
"畔"	"畔"	"boe6"	"bø˨˨"
"餑"	"餑"	"boe8"	"bø˨˩˧"
"勃"	"勃"	"boe8"	"bø˨˩˧"
"脖"	"脖"	"boe8"	"bø˨˩˧"
"渤"	"渤"	"boe8"	"bø˨˩˧"
"鈸"	"鈸"	"boe8"	"bø˨˩˧"
"物"	"物"	"moe5"	"mø˥˨"
"瞞"	"瞞"	"moe2"	"mø˧˩"
"饅"	"饅"	"moe2"	"mø˧˩"
"鰻"	"鰻"	"moe2"	"mø˧˩"
"漫"	"漫"	"moe2"	"mø˧˩"
"滿"	"滿"	"moe4"	"mø˧˥"
"幔"	"幔"	"moe6"	"mø˨˨"
"面"	"面"	"moe6"	"mø˨˨"
"霧"	"霧"	"moe6"	"mø˨˨"
"沒"	"沒"	"moe8"	"mø˨˩˧"
"抹"	"抹"	"moe8"	"mø˨˩˧"
"末"	"末"	"moe8"	"mø˨˩˧"
"茉"	"茉"	"moe8"	"mø˨˩˧"
"沫"	"沫"	"moe8"	"mø˨˩˧"
"端"	"端"	"toe1"	"tø˧˧"
"敦"	"敦"	"toe1"	"tø˧˧"
"墩"	"墩"	"toe1"	"tø˧˧"
"短"	"短"	"toe3"	"tø˧˥"
"鍛"	"鍛"	"toe5"	"tø˥˨"
"斷"	"斷"	"toe5"	"tø˥˨"
"答"	"答"	"toe7"	"tø˨˩˧"
"咄"	"咄"	"toe7"	"tø˨˩˧"
"掇"	"掇"	"toe7"	"tø˨˩˧"
"貪"	"貪"	"thoe1"	"tʰø˧˧"
"吞"	"吞"	"thoe1"	"tʰø˧˧"
"噸"	"噸"	"thoe3"	"tʰø˧˥"
"疃"	"疃"	"thoe3"	"tʰø˧˥"
"探"	"探"	"thoe5"	"tʰø˥˨"
"脫"	"脫"	"thoe7"	"tʰø˨˩˧"
"沌"	"沌"	"doe2"	"dø˧˩"
"覃"	"覃"	"doe2"	"dø˧˩"
"潭"	"潭"	"doe2"	"dø˧˩"
"曇"	"曇"	"doe2"	"dø˧˩"
"團"	"團"	"doe2"	"dø˧˩"
"團"	"團"	"doe2"	"dø˧˩"
"屯"	"屯"	"doe2"	"dø˧˩"
"囤"	"囤"	"doe2"	"dø˧˩"
"豚"	"豚"	"doe2"	"dø˧˩"
"臀"	"臀"	"doe2"	"dø˧˩"
"斷"	"斷"	"doe4"	"dø˧˥"
"籪"	"籪"	"doe4"	"dø˧˥"
"囤"	"囤"	"doe4"	"dø˧˥"
"段"	"段"	"doe6"	"dø˨˨"
"椴"	"椴"	"doe6"	"dø˨˨"
"緞"	"緞"	"doe6"	"dø˨˨"
"遁"	"遁"	"doe6"	"dø˨˨"
"鈍"	"鈍"	"doe6"	"dø˨˨"
"奪"	"奪"	"doe8"	"dø˨˩˧"
"凸"	"凸"	"doe8"	"dø˨˩˧"
"突"	"突"	"doe8"	"dø˨˩˧"
"男"	"男"	"noe2"	"nø˧˩"
"南"	"南"	"noe2"	"nø˧˩"
"暖"	"暖"	"noe4"	"nø˧˥"
"嫩"	"嫩"	"noe6"	"nø˨˨"
"衲"	"衲"	"noe8"	"nø˨˩˧"
"納"	"納"	"noe8"	"nø˨˩˧"
"鈉"	"鈉"	"noe8"	"nø˨˩˧"
"婪"	"婪"	"loe2"	"lø˧˩"
"巒"	"巒"	"loe2"	"lø˧˩"
"孿"	"孿"	"loe2"	"lø˧˩"
"鑾"	"鑾"	"loe2"	"lø˧˩"
"鸞"	"鸞"	"loe2"	"lø˧˩"
"論"	"論"	"loe2"	"lø˧˩"
"卵"	"卵"	"loe4"	"lø˧˥"
"亂"	"亂"	"loe6"	"lø˨˨"
"論"	"論"	"loe6"	"lø˨˨"
"粒"	"粒"	"loe8"	"lø˨˩˧"
"簪"	"簪"	"tsoe1"	"tsø˧˧"
"鑽"	"鑽"	"tsoe1"	"tsø˧˧"
"尊"	"尊"	"tsoe1"	"tsø˧˧"
"纂"	"纂"	"tsoe3"	"tsø˧˥"
"撙"	"撙"	"tsoe3"	"tsø˧˥"
"攢"	"攢"	"tsoe5"	"tsø˥˨"
"鑽"	"鑽"	"tsoe5"	"tsø˥˨"
"參"	"參"	"tshoe1"	"tsʰø˧˧"
"村"	"村"	"tshoe1"	"tsʰø˧˧"
"皴"	"皴"	"tshoe1"	"tsʰø˧˧"
"慘"	"慘"	"tshoe3"	"tsʰø˧˥"
"篡"	"篡"	"tshoe3"	"tsʰø˧˥"
"忖"	"忖"	"tshoe3"	"tsʰø˧˥"
"躥"	"躥"	"tshoe5"	"tsʰø˥˨"
"竄"	"竄"	"tshoe5"	"tsʰø˥˨"
"寸"	"寸"	"tshoe5"	"tsʰø˥˨"
"猝"	"猝"	"tshoe7"	"tsʰø˨˩˧"
"卒"	"卒"	"tshoe7"	"tsʰø˨˩˧"
"拴"	"拴"	"soe1"	"sø˧˧"
"閂"	"閂"	"soe1"	"sø˧˧"
"栓"	"栓"	"soe1"	"sø˧˧"
"酸"	"酸"	"soe1"	"sø˧˧"
"孫"	"孫"	"soe1"	"sø˧˧"
"損"	"損"	"soe3"	"sø˧˥"
"涮"	"涮"	"soe5"	"sø˥˨"
"蒜"	"蒜"	"soe5"	"sø˥˨"
"算"	"算"	"soe5"	"sø˥˨"
"遜"	"遜"	"soe5"	"sø˥˨"
"刷"	"刷"	"soe7"	"sø˨˩˧"
"存"	"存"	"zoe2"	"zø˧˩"
"鏨"	"鏨"	"zoe4"	"zø˧˥"
"撰"	"撰"	"zoe4"	"zø˧˥"
"雜"	"雜"	"zoe8"	"zø˨˩˧"
"鑿"	"鑿"	"zoe8"	"zø˨˩˧"
"刊"	"刊"	"khoe1"	"kʰø˧˧"
"堪"	"堪"	"khoe1"	"kʰø˧˧"
"龕"	"龕"	"khoe1"	"kʰø˧˧"
"坎"	"坎"	"khoe3"	"kʰø˧˥"
"砍"	"砍"	"khoe3"	"kʰø˧˥"
"款"	"款"	"khoe3"	"kʰø˧˥"
"勘"	"勘"	"khoe5"	"kʰø˥˨"
"看"	"看"	"khoe5"	"kʰø˥˨"
"崁"	"崁"	"khoe5"	"kʰø˥˨"
"墈"	"墈"	"khoe5"	"kʰø˥˨"
"磡"	"磡"	"khoe5"	"kʰø˥˨"
"丐"	"丐"	"khoe7"	"kʰø˨˩˧"
"鈣"	"鈣"	"khoe7"	"kʰø˨˩˧"
"咳"	"咳"	"khoe7"	"kʰø˨˩˧"
"渴"	"渴"	"khoe7"	"kʰø˨˩˧"
"玩"	"玩"	"nɡoe2"	"ŋø˧˩"
"蚶"	"蚶"	"hoe1"	"hø˧˧"
"酣"	"酣"	"hoe1"	"hø˧˧"
"憨"	"憨"	"hoe1"	"hø˧˧"
"鼾"	"鼾"	"hoe1"	"hø˧˧"
"罕"	"罕"	"hoe3"	"hø˧˥"
"熯"	"熯"	"hoe5"	"hø˥˨"
"哈"	"哈"	"hoe7"	"hø˨˩˧"
"喝"	"喝"	"hoe7"	"hø˨˩˧"
"酣"	"酣"	"ɡhoe2"	"ɦø˧˩"
"含"	"含"	"ɡhoe2"	"ɦø˧˩"
"痕"	"痕"	"ɡhoe2"	"ɦø˧˩"
"撼"	"撼"	"ghoe4"	"ɦø˧˥"
"憾"	"憾"	"ghoe6"	"ɦø˨˨"
"合"	"合"	"ghoe8"	"ɦø˨˩˧"
"盍"	"盍"	"ghoe8"	"ɦø˨˩˧"
"盒"	"盒"	"ghoe8"	"ɦø˨˩˧"
"庵"	"庵"	"oe1"	"ʔø˧˧"
"鵪"	"鵪"	"oe1"	"ʔø˧˧"
"恩"	"恩"	"oe1"	"ʔø˧˧"
"黯"	"黯"	"oe3"	"ʔø˧˥"
"暗"	"暗"	"oe5"	"ʔø˥˨"
"遏"	"遏"	"oe7"	"ʔø˨˩˧"
"曷"	"曷"	"oe7"	"ʔø˨˩˧"
"褐"	"褐"	"oe7"	"ʔø˨˩˧"
"褒"	"褒"	"peo1"	"pɜ˧˧"
"保"	"保"	"peo3"	"pɜ˧˥"
"堡"	"堡"	"peo3"	"pɜ˧˥"
"寶"	"寶"	"peo3"	"pɜ˧˥"
"報"	"報"	"peo5"	"pɜ˥˨"
"泡"	"泡"	"pheo1"	"pʰɜ˧˧"
"剖"	"剖"	"pheo3"	"pʰɜ˧˥"
"袍"	"袍"	"beo2"	"bɜ˧˩"
"抱"	"抱"	"beo4"	"bɜ˧˥"
"暴"	"暴"	"beo6"	"bɜ˨˨"
"爆"	"爆"	"beo6"	"bɜ˨˨"
"毛"	"毛"	"meo2"	"mɜ˧˩"
"謀"	"謀"	"meo2"	"mɜ˧˩"
"牡"	"牡"	"meo4"	"mɜ˧˥"
"畝"	"畝"	"meo4"	"mɜ˧˥"
"茂"	"茂"	"meo6"	"mɜ˨˨"
"冒"	"冒"	"meo6"	"mɜ˨˨"
"帽"	"帽"	"meo6"	"mɜ˨˨"
"貿"	"貿"	"meo6"	"mɜ˨˨"
"戊"	"戊"	"meo6"	"mɜ˨˨"
"否"	"否"	"feo3"	"fɜ˧˥"
"覆"	"覆"	"feo5"	"fɜ˥˨"
"浮"	"浮"	"veo2"	"vɜ˧˩"
"阜"	"阜"	"veo4"	"vɜ˧˥"
"複"	"複"	"veo6"	"vɜ˨˨"
"刀"	"刀"	"teo1"	"tɜ˧˧"
"叨"	"叨"	"teo1"	"tɜ˧˧"
"倒"	"倒"	"teo3"	"tɜ˧˥"
"島"	"島"	"teo3"	"tɜ˧˥"
"搗"	"搗"	"teo3"	"tɜ˧˥"
"禱"	"禱"	"teo3"	"tɜ˧˥"
"倒"	"倒"	"teo5"	"tɜ˥˨"
"到"	"到"	"teo5"	"tɜ˥˨"
"叨"	"叨"	"theo1"	"tʰɜ˧˧"
"滔"	"滔"	"theo1"	"tʰɜ˧˧"
"討"	"討"	"theo3"	"tʰɜ˧˥"
"套"	"套"	"theo5"	"tʰɜ˥˨"
"掏"	"掏"	"deo2"	"dɜ˧˩"
"濤"	"濤"	"deo2"	"dɜ˧˩"
"逃"	"逃"	"deo2"	"dɜ˧˩"
"桃"	"桃"	"deo2"	"dɜ˧˩"
"陶"	"陶"	"deo2"	"dɜ˧˩"
"萄"	"萄"	"deo2"	"dɜ˧˩"
"淘"	"淘"	"deo2"	"dɜ˧˩"
"道"	"道"	"deo4"	"dɜ˧˥"
"稻"	"稻"	"deo4"	"dɜ˧˥"
"導"	"導"	"deo6"	"dɜ˨˨"
"蹈"	"蹈"	"deo6"	"dɜ˨˨"
"悼"	"悼"	"deo6"	"dɜ˨˨"
"盜"	"盜"	"deo6"	"dɜ˨˨"
"掏"	"掏"	"deo6"	"dɜ˨˨"
"惱"	"惱"	"neo4"	"nɜ˧˥"
"瑙"	"瑙"	"neo4"	"nɜ˧˥"
"腦"	"腦"	"neo4"	"nɜ˧˥"
"撈"	"撈"	"leo2"	"lɜ˧˩"
"牢"	"牢"	"leo2"	"lɜ˧˩"
"勞"	"勞"	"leo2"	"lɜ˧˩"
"嘮"	"嘮"	"leo2"	"lɜ˧˩"
"癆"	"癆"	"leo2"	"lɜ˧˩"
"澇"	"澇"	"leo2"	"lɜ˧˩"
"老"	"老"	"leo4"	"lɜ˧˥"
"佬"	"佬"	"leo4"	"lɜ˧˥"
"姥"	"姥"	"leo4"	"lɜ˧˥"
"潦"	"潦"	"leo4"	"lɜ˧˥"
"遭"	"遭"	"tseo1"	"tsɜ˧˧"
"糟"	"糟"	"tseo1"	"tsɜ˧˧"
"早"	"早"	"tseo3"	"tsɜ˧˥"
"蚤"	"蚤"	"tseo3"	"tsɜ˧˥"
"棗"	"棗"	"tseo3"	"tsɜ˧˥"
"澡"	"澡"	"tseo3"	"tsɜ˧˥"
"藻"	"藻"	"tseo3"	"tsɜ˧˥"
"灶"	"灶"	"tseo5"	"tsɜ˥˨"
"噪"	"噪"	"tseo5"	"tsɜ˥˨"
"躁"	"躁"	"tseo5"	"tsɜ˥˨"
"草"	"草"	"tsheo1"	"tsʰɜ˧˧"
"造"	"造"	"tsheo1"	"tsʰɜ˧˧"
"草"	"草"	"tsheo3"	"tsʰɜ˧˥"
"操"	"操"	"tsheo5"	"tsʰɜ˥˨"
"糙"	"糙"	"tsheo5"	"tsʰɜ˥˨"
"搔"	"搔"	"seo1"	"sɜ˧˧"
"騷"	"騷"	"seo1"	"sɜ˧˧"
"臊"	"臊"	"seo1"	"sɜ˧˧"
"繰"	"繰"	"seo1"	"sɜ˧˧"
"嫂"	"嫂"	"seo3"	"sɜ˧˥"
"掃"	"掃"	"seo5"	"sɜ˥˨"
"燥"	"燥"	"seo5"	"sɜ˥˨"
"曹"	"曹"	"zeo2"	"zɜ˧˩"
"漕"	"漕"	"zeo2"	"zɜ˧˩"
"槽"	"槽"	"zeo2"	"zɜ˧˩"
"皂"	"皂"	"zeo4"	"zɜ˧˥"
"造"	"造"	"zeo4"	"zɜ˧˥"
"皋"	"皋"	"keo1"	"kɜ˧˧"
"高"	"高"	"keo1"	"kɜ˧˧"
"羔"	"羔"	"keo1"	"kɜ˧˧"
"膏"	"膏"	"keo1"	"kɜ˧˧"
"篙"	"篙"	"keo1"	"kɜ˧˧"
"糕"	"糕"	"keo1"	"kɜ˧˧"
"搞"	"搞"	"keo3"	"kɜ˧˥"
"稿"	"稿"	"keo3"	"kɜ˧˥"
"告"	"告"	"keo5"	"kɜ˥˨"
"烤"	"烤"	"kheo1"	"kʰɜ˧˧"
"考"	"考"	"kheo3"	"kʰɜ˧˥"
"拷"	"拷"	"kheo3"	"kʰɜ˧˥"
"犒"	"犒"	"kheo5"	"kʰɜ˥˨"
"靠"	"靠"	"kheo5"	"kʰɜ˥˨"
"敖"	"敖"	"nɡeo2"	"ŋɜ˧˩"
"熬"	"熬"	"nɡeo2"	"ŋɜ˧˩"
"傲"	"傲"	"ngeo6"	"ŋɜ˨˨"
"鏊"	"鏊"	"ngeo6"	"ŋɜ˨˨"
"蒿"	"蒿"	"heo1"	"hɜ˧˧"
"薅"	"薅"	"heo1"	"hɜ˧˧"
"好"	"好"	"heo3"	"hɜ˧˥"
"好"	"好"	"heo5"	"hɜ˥˨"
"耗"	"耗"	"heo5"	"hɜ˥˨"
"毫"	"毫"	"ɡheo2"	"ɦɜ˧˩"
"豪"	"豪"	"ɡheo2"	"ɦɜ˧˩"
"壕"	"壕"	"ɡheo2"	"ɦɜ˧˩"
"嚎"	"嚎"	"ɡheo2"	"ɦɜ˧˩"
"蠔"	"蠔"	"ɡheo2"	"ɦɜ˧˩"
"號"	"號"	"ɡheo2"	"ɦɜ˧˩"
"鎬"	"鎬"	"gheo4"	"ɦɜ˧˥"
"浩"	"浩"	"gheo4"	"ɦɜ˧˥"
"皓"	"皓"	"gheo4"	"ɦɜ˧˥"
"號"	"號"	"gheo6"	"ɦɜ˨˨"
"爊"	"爊"	"eo1"	"ʔɜ˧˧"
"襖"	"襖"	"eo3"	"ʔɜ˧˥"
"奧"	"奧"	"eo5"	"ʔɜ˥˨"
"嶴"	"嶴"	"eo5"	"ʔɜ˥˨"
"澳"	"澳"	"eo5"	"ʔɜ˥˨"
"懊"	"懊"	"eo5"	"ʔɜ˥˨"
"巴"	"巴"	"po1"	"po˧˧"
"芭"	"芭"	"po1"	"po˧˧"
"疤"	"疤"	"po1"	"po˧˧"
"笆"	"笆"	"po1"	"po˧˧"
"把"	"把"	"po3"	"po˧˥"
"靶"	"靶"	"po3"	"po˧˥"
"綁"	"綁"	"po3"	"po˧˥"
"把"	"把"	"po5"	"po˥˨"
"霸"	"霸"	"po5"	"po˥˨"
"壩"	"壩"	"po5"	"po˥˨"
"壩"	"壩"	"po5"	"po˥˨"
"八"	"八"	"po7"	"po˨˩˧"
"捌"	"捌"	"po7"	"po˨˩˧"
"薄"	"薄"	"po7"	"po˨˩˧"
"剝"	"剝"	"po7"	"po˨˩˧"
"博"	"博"	"po7"	"po˨˩˧"
"搏"	"搏"	"po7"	"po˨˩˧"
"駁"	"駁"	"po7"	"po˨˩˧"
"膊"	"膊"	"po7"	"po˨˩˧"
"怕"	"怕"	"pho5"	"pʰo˥˨"
"泊"	"泊"	"pho7"	"pʰo˨˩˧"
"舶"	"舶"	"pho7"	"pʰo˨˩˧"
"醭"	"醭"	"pho7"	"pʰo˨˩˧"
"粕"	"粕"	"pho7"	"pʰo˨˩˧"
"撲"	"撲"	"pho7"	"pʰo˨˩˧"
"樸"	"樸"	"pho7"	"pʰo˨˩˧"
"巴"	"巴"	"bo2"	"bo˧˩"
"巴"	"巴"	"bo2"	"bo˧˩"
"扒"	"扒"	"bo2"	"bo˧˩"
"罷"	"罷"	"bo2"	"bo˧˩"
"杷"	"杷"	"bo2"	"bo˧˩"
"爬"	"爬"	"bo2"	"bo˧˩"
"琶"	"琶"	"bo2"	"bo˧˩"
"鈀"	"鈀"	"bo2"	"bo˧˩"
"拔"	"拔"	"bo8"	"bo˨˩˧"
"跋"	"跋"	"bo8"	"bo˨˩˧"
"雹"	"雹"	"bo8"	"bo˨˩˧"
"薄"	"薄"	"bo8"	"bo˨˩˧"
"暴"	"暴"	"bo8"	"bo˨˩˧"
"泊"	"泊"	"bo8"	"bo˨˩˧"
"舶"	"舶"	"bo8"	"bo˨˩˧"
"舶"	"舶"	"bo8"	"bo˨˩˧"
"箔"	"箔"	"bo8"	"bo˨˩˧"
"僕"	"僕"	"bo8"	"bo˨˩˧"
"瀑"	"瀑"	"bo8"	"bo˨˩˧"
"曝"	"曝"	"bo8"	"bo˨˩˧"
"月"	"月"	"bo8"	"bo˨˩˧"
"姥"	"姥"	"mo1"	"mo˧˧"
"麻"	"麻"	"mo2"	"mo˧˩"
"麻"	"麻"	"mo2"	"mo˧˩"
"蟆"	"蟆"	"mo2"	"mo˧˩"
"嘛"	"嘛"	"mo2"	"mo˧˩"
"埋"	"埋"	"mo2"	"mo˧˩"
"模"	"模"	"mo2"	"mo˧˩"
"膜"	"膜"	"mo2"	"mo˧˩"
"摩"	"摩"	"mo2"	"mo˧˩"
"漠"	"漠"	"mo2"	"mo˧˩"
"姥"	"姥"	"mo4"	"mo˧˥"
"馬"	"馬"	"mo4"	"mo˧˥"
"瑪"	"瑪"	"mo4"	"mo˧˥"
"碼"	"碼"	"mo4"	"mo˧˥"
"螞"	"螞"	"mo4"	"mo˧˥"
"麼"	"麼"	"mo4"	"mo˧˥"
"某"	"某"	"mo4"	"mo˧˥"
"母"	"母"	"mo4"	"mo˧˥"
"姆"	"姆"	"mo4"	"mo˧˥"
"罵"	"罵"	"mo6"	"mo˨˨"
"罵"	"罵"	"mo6"	"mo˨˨"
"募"	"募"	"mo6"	"mo˨˨"
"墓"	"墓"	"mo6"	"mo˨˨"
"幕"	"幕"	"mo6"	"mo˨˨"
"慕"	"慕"	"mo6"	"mo˨˨"
"暮"	"暮"	"mo6"	"mo˨˨"
"摸"	"摸"	"mo8"	"mo˨˩˧"
"陌"	"陌"	"mo8"	"mo˨˩˧"
"莫"	"莫"	"mo8"	"mo˨˩˧"
"漠"	"漠"	"mo8"	"mo˨˩˧"
"寞"	"寞"	"mo8"	"mo˨˩˧"
"木"	"木"	"mo8"	"mo˨˩˧"
"目"	"目"	"mo8"	"mo˨˩˧"
"沐"	"沐"	"mo8"	"mo˨˩˧"
"牧"	"牧"	"mo8"	"mo˨˩˧"
"睦"	"睦"	"mo8"	"mo˨˩˧"
"穆"	"穆"	"mo8"	"mo˨˩˧"
"穆"	"穆"	"mo8"	"mo˨˩˧"
"襪"	"襪"	"mo8"	"mo˨˩˧"
"朵"	"朵"	"to3"	"to˧˥"
"垛"	"垛"	"to3"	"to˧˥"
"躲"	"躲"	"to3"	"to˧˥"
"魄"	"魄"	"tho7"	"tʰo˨˩˧"
"托"	"托"	"tho7"	"tʰo˨˩˧"
"托"	"托"	"tho7"	"tʰo˨˩˧"
"拓"	"拓"	"tho7"	"tʰo˨˩˧"
"籜"	"籜"	"tho7"	"tʰo˨˩˧"
"度"	"度"	"do8"	"do˨˩˧"
"踱"	"踱"	"do8"	"do˨˩˧"
"鐸"	"鐸"	"do8"	"do˨˩˧"
"擢"	"擢"	"do8"	"do˨˩˧"
"挪"	"挪"	"no2"	"no˧˩"
"糯"	"糯"	"no6"	"no˨˨"
"諾"	"諾"	"no8"	"no˨˩˧"
"蘿"	"蘿"	"lo2"	"lo˧˩"
"骼"	"骼"	"lo8"	"lo˨˩˧"
"駱"	"駱"	"lo8"	"lo˨˩˧"
"烙"	"烙"	"lo8"	"lo˨˩˧"
"烙"	"烙"	"lo8"	"lo˨˩˧"
"酪"	"酪"	"lo8"	"lo˨˩˧"
"碌"	"碌"	"lo8"	"lo˨˩˧"
"賂"	"賂"	"lo8"	"lo˨˩˧"
"錄"	"錄"	"lo8"	"lo˨˩˧"
"錄"	"錄"	"lo8"	"lo˨˩˧"
"洛"	"洛"	"lo8"	"lo˨˩˧"
"落"	"落"	"lo8"	"lo˨˩˧"
"絡"	"絡"	"lo8"	"lo˨˩˧"
"氯"	"氯"	"lo8"	"lo˨˩˧"
"綠"	"綠"	"lo8"	"lo˨˩˧"
"綠"	"綠"	"lo8"	"lo˨˩˧"
"樂"	"樂"	"lo8"	"lo˨˩˧"
"查"	"查"	"tso1"	"tso˧˧"
"喳"	"喳"	"tso1"	"tso˧˧"
"渣"	"渣"	"tso1"	"tso˧˧"
"楂"	"楂"	"tso1"	"tso˧˧"
"怎"	"怎"	"tso3"	"tso˧˥"
"咋"	"咋"	"tso5"	"tso˥˨"
"炸"	"炸"	"tso5"	"tso˥˨"
"詐"	"詐"	"tso5"	"tso˥˨"
"榨"	"榨"	"tso5"	"tso˥˨"
"柞"	"柞"	"tso7"	"tso˨˩˧"
"作"	"作"	"tso7"	"tso˨˩˧"
"叉"	"叉"	"tsho1"	"tsʰo˧˧"
"杈"	"杈"	"tsho1"	"tsʰo˧˧"
"差"	"差"	"tsho1"	"tsʰo˧˧"
"車"	"車"	"tsho1"	"tsʰo˧˧"
"搓"	"搓"	"tsho1"	"tsʰo˧˧"
"嵯"	"嵯"	"tsho1"	"tsʰo˧˧"
"杈"	"杈"	"tsho5"	"tsʰo˥˨"
"汊"	"汊"	"tsho5"	"tsʰo˥˨"
"岔"	"岔"	"tsho5"	"tsʰo˥˨"
"挫"	"挫"	"tsho5"	"tsʰo˥˨"
"莝"	"莝"	"tsho5"	"tsʰo˥˨"
"厝"	"厝"	"tsho7"	"tsʰo˨˩˧"
"措"	"措"	"tsho7"	"tsʰo˨˩˧"
"錯"	"錯"	"tsho7"	"tsʰo˨˩˧"
"茬"	"茬"	"dzo2"	"dzo˧˩"
"茶"	"茶"	"dzo2"	"dzo˧˩"
"查"	"查"	"dzo2"	"dzo˧˩"
"搽"	"搽"	"dzo2"	"dzo˧˩"
"乍"	"乍"	"dzo6"	"dzo˨˨"
"座"	"座"	"dzo6"	"dzo˨˨"
"沙"	"沙"	"so1"	"so˧˧"
"砂"	"砂"	"so1"	"so˧˧"
"砂"	"砂"	"so1"	"so˧˧"
"莎"	"莎"	"so1"	"so˧˧"
"紗"	"紗"	"so1"	"so˧˧"
"痧"	"痧"	"so1"	"so˧˧"
"裟"	"裟"	"so1"	"so˧˧"
"鯊"	"鯊"	"so1"	"so˧˧"
"唆"	"唆"	"so1"	"so˧˧"
"娑"	"娑"	"so1"	"so˧˧"
"梭"	"梭"	"so1"	"so˧˧"
"蓑"	"蓑"	"so1"	"so˧˧"
"灑"	"灑"	"so3"	"so˧˥"
"耍"	"耍"	"so3"	"so˧˥"
"所"	"所"	"so3"	"so˧˥"
"嗩"	"嗩"	"so3"	"so˧˥"
"瑣"	"瑣"	"so3"	"so˧˥"
"鎖"	"鎖"	"so3"	"so˧˥"
"索"	"索"	"so7"	"so˨˩˧"
"斜"	"斜"	"zo2"	"zo˧˩"
"昨"	"昨"	"zo2"	"zo˧˩"
"坐"	"坐"	"zo4"	"zo˧˥"
"矬"	"矬"	"zo6"	"zo˨˨"
"乍"	"乍"	"zo6"	"zo˨˨"
"座"	"座"	"zo6"	"zo˨˨"
"焯"	"焯"	"cio7"	"tɕio˨˩˧"
"屬"	"屬"	"cio7"	"tɕio˨˩˧"
"燭"	"燭"	"cio7"	"tɕio˨˩˧"
"囑"	"囑"	"cio7"	"tɕio˨˩˧"
"矚"	"矚"	"cio7"	"tɕio˨˩˧"
"捉"	"捉"	"cio7"	"tɕio˨˩˧"
"桌"	"桌"	"cio7"	"tɕio˨˩˧"
"卓"	"卓"	"cio7"	"tɕio˨˩˧"
"啄"	"啄"	"cio7"	"tɕio˨˩˧"
"琢"	"琢"	"cio7"	"tɕio˨˩˧"
"足"	"足"	"cio7"	"tɕio˨˩˧"
"觸"	"觸"	"chio7"	"tɕʰio˨˩˧"
"矗"	"矗"	"chio7"	"tɕʰio˨˩˧"
"戳"	"戳"	"chio7"	"tɕʰio˨˩˧"
